から	dari
製造	diproduksi
イタリア	italy
イタリア	italia
ロシア	russian
ロシア	rusia
ロシア	rusia
ロシア	russia
独立	independen
独立	independent
独立	mandiri
独立	merdeka
独立	kemerdekaan
独立	kemandirian
独立	independence
物語	monogatari
物語	cerita
物語	story
物語	berita
物語	kisah
物語	narasi
神社	kuil
神社	jinja
企画	merencanakan
企画	berencana
企画	perencanaan
サン	san
名古屋	nagoya
通常	normalnya
通常	biasanya
通常	biasanya
企業	enterprise
航空	aviation
航空	penerbangan
航空	aviasi
航空	udara
航空	air
スーパー	super
帝国	imperium
帝国	empire
帝国	kekaisaran
トン	ton
トン	berton
トン	ton
トン	ton
影響	pengaruhi
影響	memengaruhi
影響	pengaruh
影響	pengaruh
勝利	win
勝利	menang
勝利	menangkan
勝利	menang
勝利	kemenangan
勝利	victory
勝利	memenangkan
勝利	menang
デザイン	desain
デザイン	disain
デザイン	design
デザイン	desain
デザイン	merancang
デザイン	mendesain
全て	everything
全て	semuanya
全て	segalanya
本社	markas
人間	manusiawi
人間	manusia
人間	human
千葉	chiba
アン	anne
アン	ang
アン	ann
交通	transportasi
交通	pengangkutan
交通	transportasi
交通	transpor
交通	angkut
交通	transport
交通	pengangkutan
組織	organisasi
組織	organisasi
構造	struktur
構造	struktur
戦い	battle
戦い	pertempuran
戦い	peperangan
実施	implementasi
実施	pelaksanaan
実施	penerapan
ここ	disini
ここ	here
ここ	sini
以前	sebelum
以前	sebelumnya
以前	before
サービス	servis
サービス	pelayanan
サービス	layanan
サービス	jasa
サービス	service
サービス	jasa
サービス	layanan
サービス	servis
サービス	pelayanan
統合	mengkonsolidasikan
統合	terintegrasi
統合	diintegrasikan
統合	terpadu
統合	gabung
統合	gabungkan
統合	menggabungkan
統合	penggabungan
統合	integrasi
統合	integrasi
テーマ	tema
テーマ	theme
テーマ	temanya
テーマ	tema
面積	daerah
面積	wilayah
面積	luas
面積	kawasan
面積	area
エンジン	engine
エンジン	mesin
エンジン	mesin
主演	bintangi
主演	dibintangi
主演	membintangi
ビル	tagihan
ビル	bill
ビル	tagih
ビル	ruu
日本語	jepang
日本語	japanese
契約	kontrak
契約	kontrak
設定	preferensi
設定	setingan
設定	pengaturan
設定	setup
設定	penyiapan
設定	pengaturan
設定	konfigurasi
設定	mengkonfigurasi
設定	atur
ライブ	live
ライブ	jalani
ライブ	langsung
含む	mengandung
含む	berisi
含む	termasuk
含む	sertakan
含む	mencakup
含む	menyertakan
含む	termasuk
専門	keahlian
専門	spesialis
機能	fungsi
機能	fitur
機能	fitur
機能	fungsionalitas
身長	tinggi
所在地	lokasi
所在地	lokasi
完成	penyelesaian
完成	pelengkapan
表記	notasi
運転	menyetir
運転	mengemudi
運転	berkendara
写真	photo
写真	foto
写真	photography
写真	fotografi
写真	foto
写真	photograph
写真	picture
写真	gambar
関連	relevan
関連	berhubungan
関連	berkaitan
関連	terkait
高い	high
高い	tinggi
高い	tall
高い	jangkung
高い	mahalnya
高い	mahal
生産	production
生産	produksi
横浜	yokohama
上の	diatas
宇宙	universe
宇宙	semesta
管理	management
管理	manajemen
管理	pengelolaan
管理	kelola
管理	mengelola
バー	batangan
バー	bar
バー	batang
バー	bilah
バー	bar
ジョン	john
ジョン	yohanes
部隊	pasukan
公園	park
公園	taman
公園	pertamanan
公園	parks
公園	taman
スポーツ	sport
スポーツ	olahraga
スポーツ	olahraga
スポーツ	sports
脚本	skenario
脚本	skrip
脚本	naskah
脚本	script
目的	tujuan
目的	objektif
目的	bertujuan
目的	tujuan
目的	obyektif
目的	tujuan
目的	objektif
生活	kehidupan
生活	life
生活	hidup
カード	kartu
カード	card
カード	kartu
基本	fundamental
基本	dasar
基本	dasar
基本	basic
新潟	niigata
女優	aktris
女優	actress
不明	bruk
タイトル	gelar
タイトル	titel
タイトル	gelar
タイトル	jabatan
タイトル	judul
政治	politik
電気	kelistrikan
電気	listrik
電気	listrik
電気	elektrik
電気	electric
警察	polisi
警察	kepolisian
警察	police
作成	buat
作成	ciptakan
作成	membuat
作成	pembuatan
作成	ciptaan
作成	penciptaan
作成	kreasi
作成	tercipta
作成	dibuat
ガン	senapan
ガン	pistol
ガン	gun
ガン	senjata
予定	terjadwal
予定	dijadwalkan
予定	merencanakan
予定	terencana
予定	direncanakan
スター	star
スター	bintang
経営	management
経営	manajemen
経営	pengelolaan
自由	kebebasan
自由	freedom
自由	peterpan
自由	kemerdekaan
自由	kebebasan
自由	liberty
自由	bebas
自由	gratis
自由	free
過去	past
陸軍	tentara
陸軍	army
運営	operasi
愛知	aichi
表示	melihat
表示	tampilan
表示	lihat
社長	presiden
団体	organisasi
団体	organisasi
工業	industri
工業	industrial
通り	jalanan
通り	street
外部	eksternal
通信	korespondensi
通信	menyurat
通信	komunikasi
通信	komunikasi
通信	communications
俳優	aktor
俳優	aktris
俳優	actress
俳優	actor
俳優	aktor
スペシャル	istimewa
スペシャル	spesial
スペシャル	special
スペシャル	khusus
少年	boy
少年	bocah
少年	nak
病院	hospital
病院	rs
結婚	marriage
結婚	perkawinan
結婚	nikah
結婚	pernikahan
個人	personal
個人	pribadi
個人	individu
個人	individual
個人	perorangan
個人	individu
個人	individual
区間	interval
銀行	banking
銀行	perbankan
銀行	bank
研究所	institute
研究所	institut
主に	terutama
主に	terutama
主に	utamanya
学園	gakuen
彼女	she
ニュース	news
ニュース	berita
その他	lain
その他	lainnya
その他	lain
その他	lainnya
ソフト	empuk
ソフト	soft
ソフト	lembut
文学	sastra
能力	kemampuan
なし	tanpa
江戸	edo
学者	cendekia
学者	sarjana
学者	terpelajar
学者	cendekiawan
学者	ulama
学者	sarjana
学者	cendekiawan
国内	prt
国内	domestik
空港	airport
空港	bandara
空港	bandara
ヨーク	york
高速	fast
高速	cepat
高速	puasa
言語	bahasa
言語	bahasa
設計	disain
設計	design
設計	desain
韓国	korea
リリース	rilis
リリース	melepaskan
リリース	lepaskan
リリース	rilis
ベスト	rompi
ベスト	terbaik
ベスト	best
現代	kontemporer
会議	conference
会議	konferensi
会議	rapat
会議	pertemuan
会議	rapat
会議	meeting
会議	pertemuan
バンド	band
バンド	band
追加	tambah
追加	add
追加	tambahkan
追加	menambahkan
追加	penambahan
追加	tambah
追加	ditambahi
成功	sukses
成功	berhasil
成功	sukses
成功	kesuksesan
成功	berhasil
成功	keberhasilan
移動	move
移動	pindah
移動	pindahkan
移動	bergerak
移動	memindahkan
移動	pindah
移動	bergerak
オリンピック	olimpiade
国民	gimn
国民	national
国民	nasional
国民	bangsa
国民	nation
ファン	fans
ファン	penggemar
ファン	fan
ファン	penggemar
ファン	kipas
すべて	everything
すべて	semuanya
すべて	segalanya
すべて	all
すべて	aii
すべて	semua
山口	yamaguchi
運動	latihan
運動	gerakan
運動	pergerakan
環境	lingkungan
発足	pelantikan
発足	peresmian
大きな	big
大きな	besar
競技	kompetisi
競技	persaingan
競技	lomba
会長	ketua
ヨーロッパ	eropa
紹介	perkenalan
紹介	pengenalan
紹介	pendahuluan
紹介	pengantar
紹介	rujukan
形式	formulir
形式	membentuk
形式	form
形式	bentuk
工場	pabrik
工場	pabrik
相手	lawan
相手	lawannya
戦闘	battle
戦闘	pertempuran
戦闘	peperangan
戦闘	pertempuran
戦闘	tempur
戦闘	combat
労働	buruh
労働	buruh
事務所	perkantoran
事務所	kantor
事務所	kantoran
事務所	office
限定	limited
限定	terbatas
限定	dibatasi
データ	data
作戦	operasi
オリジナル	orisinalitas
オリジナル	keasliannya
オリジナル	asli
オリジナル	original
オリジナル	asli
可能性	kemungkinannya
可能性	kemungkinan
可能性	mungkin
可能性	kemungkinan
可能性	dimungkinkan
可能性	kemungkinan
演出	pementasan
種類	jenis
種類	tipe
種類	ketik
種類	jenis
種類	tipe
文字	character
文字	tokoh
文字	karakter
文字	aksara
文字	karakter
大統領	presiden
協力	kerjasama
指導	bimbingan
判断	penghakiman
判断	penghakiman
連邦	federasi
連邦	federation
ネット	net
ネット	bersih
ネット	jala
ネット	jaring
ネット	jala
ネット	jaring
共和国	republik
引退	pensiunan
引退	pensiun
部門	departemen
産業	industri
決勝	final
プロデューサー	produsen
プロデューサー	produser
プロデューサー	produsen
プロデューサー	produser
系統	keturunan
誕生	kelahiran
誕生	kelahiran
誕生	lahir
指揮	perintah
指揮	komando
指揮	memerintah
レース	balapan
レース	race
レース	perlombaan
レース	ras
レース	lomba
レース	balapan
レース	balap
レース	racing
レース	membalap
レース	lace
レース	renda
静岡	shizuoka
郵便	surat
郵便	mail
郵便	surel
神奈川	kanagawa
岡山	okayama
埼玉	saitama
項目	entri
項目	masukan
カップ	cangkir
カップ	gelas
カップ	piala
カップ	cawan
カップ	cangkir
カップ	cup
ラン	lari
ラン	menjalankan
ラン	jalankan
レイ	sinar
レイ	ray
移転	transfer
移転	mentransfer
移転	relokasi
ほぼ	almost
ほぼ	hampir
ほぼ	nyaris
ほぼ	hampir
交差点	perempatan
交差点	perpotongan
交差点	persimpangan
イベント	peristiwa
イベント	kegiatan
イベント	event
イベント	acara
イベント	peristiwa
イベント	acara
異なる	beda
異なる	berbeda
神戸	kobe
出典	sumber
出典	sumber
関西	kansai
ほとんど	almost
ほとんど	hampir
ほとんど	nyaris
行動	perilaku
行動	kelakuan
行動	tingkah
行動	perilaku
行動	kelakuan
行動	prilaku
重要	jga
重要	penting
プロジェクト	project
プロジェクト	proyek
プロジェクト	projek
プロジェクト	proyek
九州	kyushu
電車	train
電車	kereta
建築	architecture
建築	arsitektur
クラス	kelas
クラス	angkatan
クラス	kelas
クラス	class
導入	perkenalan
導入	pengenalan
導入	pendahuluan
導入	pengantar
アジア	asia
全体	keseluruhan
全体	keseluruhan
全体	whole
全体	utuh
タイ	thailand
タイ	tai
普通	ordinary
普通	biasa
普通	normal
一人	satu
一人	one
長野	nagano
施行	dipaksakan
舞台	tahapan
舞台	pentas
舞台	tahap
舞台	panggung
舞台	stage
スペイン	spanyol
意見	opini
意見	pendapat
意見	opini
意見	pendapat
再び	lagi
発見	temukan
発見	menemukan
発見	temuan
発見	penemuan
発見	discovery
鈴木	suzuki
ローマ	roman
ローマ	romawi
ローマ	rome
ローマ	romawi
ローマ	roma
ローマ	roma
保護	melindungi
保護	protect
保護	melindungi
保護	lindungi
保護	perlindungan
保護	proteksi
少女	cewe
少女	cewek
少女	girl
少女	gadis
少女	shoujo
試験	pemeriksaan
試験	ujian
試験	ujian
多数	banyak
反対	menentang
反対	melawan
反対	against
反対	terhadap
反対	kebalikan
反対	berlawanan
きく	ets
作家	pengarang
作家	penulis
作家	penulis
作家	penulis
作家	pengarang
作家	penulis
作家	pembuat
地球	bumi
地球	earth
方法	metoda
方法	method
方法	metode
特徴	karakteristik
特徴	fitur
特徴	fitur
特徴	karakteristik
ベース	dasar
ベース	pangkalan
ベース	base
ベース	markas
ベース	basis
ベース	bass
ベース	kakap
男性	jantan
男性	male
男性	pria
男性	men
男性	pria
男性	manusia
男性	man
ケース	case
ケース	kasus
ケース	kasusnya
ケース	kasus
子供	anak
子供	ank
子供	anakan
子供	child
子供	anak
以来	semenjak
以来	since
以来	sejak
福島	fukushima
大臣	menteri
大臣	menteri
オープン	buka
オープン	open
オープン	terbuka
コーナー	pojok
コーナー	corner
コーナー	pojokan
コーナー	sudut
取締役	sutradara
取締役	direktur
取締役	direksi
取締役	sutradara
人気	populer
人気	popularitas
評価	peringkat
評価	penilaian
評価	rating
評価	peringkat
評価	rating
評価	evaluasi
評価	tarif
評価	nilai
評価	kurs
評価	laju
評価	tingkat
評価	penilaian
説明	penjelasan
説明	jelaskan
説明	menjelaskan
説明	uraian
説明	deskripsi
説明	keterangan
装備	perlengkapan
装備	peralatan
ドル	dollars
ドル	dollar
ドル	dolar
ドル	dollar
ドル	dolar
投票	vote
投票	suara
投票	voting
投票	voting
雑誌	majalah
雑誌	majalah
熊本	kumamoto
グランド	grand
学科	departemen
学科	departemen
パー	par
パー	nominal
専用	didedikasikan
専用	berdedikasi
登録	daftarkan
登録	register
登録	pendaftaran
登録	mendaftar
登録	pendaftaran
登録	pendaftaran
登録	registrasi
佐藤	sato
田中	tanaka
ソン	sơn
ソン	son
ステージ	tahapan
ステージ	pentas
ステージ	tahap
ステージ	panggung
ステージ	stage
沖縄	okinawa
ゲスト	tamu
ゲスト	tamu
学生	pelajar
学生	santri
学生	mahasiswa
学生	murid
学生	siswa
学生	pelajar
学生	mahasiswa
学生	murid
学生	siswa
学生	student
周辺	sekitarnya
言葉	kata
言葉	word
言葉	firman
言葉	kata
教会	gereja
教会	gereja
教会	church
内閣	lemari
内閣	kabinet
整備	pemeliharaan
整備	perawatan
主張	klaim
主張	mengklaim
ロック	lock
ロック	mengunci
ロック	kunci
ロック	gembok
ロック	batuan
ロック	batu
ロック	rock
事故	kecelakaan
事故	hse
事故	kecelakaan
分類	kategori
分類	klasifikasi
分類	kategori
分類	klasifikasi
状況	situasi
状況	pgn
状況	situasi
中村	nakamura
家族	keluarga
家族	family
家族	famili
距離	kejauhan
距離	jarak
表現	perwakilan
表現	representasi
表現	expresi
表現	ekspresi
表現	representasi
仙台	sendai
新しい	new
新しい	baru
ホール	lubang
ホール	hole
ホール	lobang
ホール	balai
ホール	hall
ホール	aula
体重	berat
血液	blood
血液	darah
同意	persetujuan
同意	setuju
同意	disepakati
由来	origin
由来	asal
平均	maksud
平均	berarti
平均	galak
平均	mean
事実	fakta
事実	kenyataan
事実	fakta
事実	faktanya
事実	fact
店舗	toko
店舗	berbelanja
店舗	toko
店舗	simpan
店舗	toko
カテゴリ	kategori
カテゴリ	kategori
メートル	meter
メートル	meter
メートル	meter
芸術	arts
芸術	seni
芸術	kesenian
芸術	seni
芸術	art
芸術	kesenian
主人公	protagonis
複数	kelipatan
複数	beberapa
複数	multiple
複数	berganda
複数	jamak
観光	pariwisata
観光	wisata
観光	wisatawan
観光	turis
観光	tamasya
取得	klaim
取得	mengklaim
取得	ambil
取得	tangkap
王国	kingdom
王国	kerajaan
電話	telepon
電話	telephone
刑事	detective
刑事	detektif
レコード	rekor
レコード	rekam
レコード	record
レコード	catatan
レコード	rekor
レコード	records
秋田	akita
上記	diatas
トップ	top
トップ	puncak
トップ	teratas
付近	dekat
リン	lynn
リン	fosfor
輸送	transportasi
輸送	pengangkutan
輸送	transportasi
輸送	transpor
輸送	angkut
輸送	transport
輸送	pengangkutan
岐阜	gifu
飛行	flight
飛行	penerbangan
長崎	nagasaki
メイン	utama
メイン	maine
メイン	primer
メイン	utama
メイン	primary
ロード	beban
ロード	muat
ロード	muatan
エル	elle
札幌	sapporo
ワールド	world
ワールド	dunia
美術	seni
美術	art
美術	kesenian
息子	sons
息子	nak
息子	putra
息子	son
息子	anak
制度	institusi
制度	lembaga
ツアー	tour
ツアー	tur
ツアー	wisata
ツアー	tur
ツアー	tours
ツアー	tour
ツアー	wisata
スタジオ	studios
スタジオ	studio
スタジオ	studio
市民	warga
市民	kewarganegaraan
市民	warga
市民	citizen
松本	matsumoto
自然	alamiah
自然	natural
自然	alami
自然	alam
自然	nature
マイル	miles
マイル	mil
マイル	mile
マイル	mil
組合	asosiasi
生徒	pelajar
生徒	santri
生徒	mahasiswa
生徒	murid
生徒	siswa
生徒	pupil
生徒	pelajar
生徒	mahasiswa
生徒	murid
生徒	siswa
生徒	student
ギター	guitar
ギター	gitar
コース	course
コース	kursus
コース	kursus
防衛	defense
防衛	pembela
防衛	pertahanan
鹿児島	kagoshima
変化	berubah
変化	ganti
変化	perubahan
変化	mengubah
変化	ubah
アナウンサー	announcer
アナウンサー	penyiar
タイプ	jenis
タイプ	tipe
タイプ	ketik
議会	parlemen
議会	dpr
石川	ishikawa
パリ	paris
南部	nambu
南部	southern
南部	selatan
経験	mengalami
経験	berpengalaman
経験	pengalaman
延長	diperluas
延長	extended
延長	diperpanjang
延長	extend
延長	memperpanjang
延長	perpanjang
延長	ekstensi
ランド	rand
ランド	pembulatan
ランド	daratan
ランド	tanah
ランド	land
ランド	lando
条件	kondisional
条件	bersyarat
条件	kriteria
条件	ketentuan
条件	syarat
条件	kondisi
条件	syarat
条件	kondisi
伝説	legend
伝説	legenda
伝説	legendaris
伝説	legendary
ロンドン	london
ロンドン	banjarmasin
本部	markas
フリー	bebas
フリー	gratis
フリー	free
競走	balapan
競走	race
競走	perlombaan
競走	ras
競走	lomba
競走	balapan
競走	balap
競走	racing
競走	membalap
高橋	takahashi
デジタル	digital
山田	yamada
台湾	taiwan
ポジション	posisi
ポジション	jabatan
ポジション	posisi
インド	india
吉田	yoshida
名誉	kehormatan
名誉	kehormatan
名誉	honor
ソング	lagu
ソング	songs
ソング	lagu
ソング	song
ライン	line
ライン	baris
ライン	garis
履歴	history
履歴	riwayat
履歴	sejarah
方向	arah
方向	arah
方向	direction
方向	orientasi
法律	hukum
法律	law
提案	sarankan
提案	menyarankan
提案	saran
提案	usul
提案	sugesti
提案	saran
提案	proposal
提案	usul
提案	usulan
提案	lamaran
シティ	city
