kategória	kategooria
práce	tööle
veľká	suured
veľká	suure
veľká	suur
veľká	suured
veľká	big
veľká	suure
veľká	suur
množstvo	kogus
množstvo	summa
množstvo	kogus
opäť	uuesti
opäť	taas
opäť	jälle
priezvisko	perekonnanimi
otec	isa
otec	isa
com	com
com	kom
než	than
svete	maailma
svete	maailm
podobne	sarnaselt
podobne	samamoodi
stránky	alade
stránky	lehekülgi
stránky	lehed
stránky	leheküljed
diela	töötab
diela	toimib
poloha	asukoht
poloha	positsioon
poloha	asend
poloha	asukoht
niekedy	mõnikord
niekedy	vahel
niekedy	vahest
niekedy	millalgi
typu	tüüp
deň	päev
deň	päeva
houten	houten
druhý	teine
druhý	teiseks
články	artiklid
vtedy	seejärel
vtedy	siis
jedna	ühe
jedna	üks
každý	kõik
každý	kõik
každý	igaüks
každý	iga
každý	iga
sur	sur
obrázok	pilt
obrázok	pildi
obrázok	pilt
obrázok	pildi
obrázok	joonis
celý	terve
celý	terved
celý	tervik
celý	tervelt
obyvateľstva	populatsioon
obyvateľstva	populatsiooni
obyvateľstva	rahvastik
obyvateľstva	elanikkond
obyvateľstva	rahvaarv
členovia	liikmed
členovia	parlamendiliikmed
stále	ikkagi
stále	ikka
jednotky	ühik
jednotky	ühikud
jednotky	üksused
jednotky	väed
dejiny	ajalugu
dejiny	ajaloo
alpes	alpes
priemerný	keskmine
priemerný	keskpärane
diskusia	arutelu
diskusia	arutelu
diskusia	debatt
program	programm
program	agenda
program	päevakord
program	programm
program	programmi
gitara	kitarr
jedným	ühe
jedným	üks
článku	artikkel
hudobný	muusikal
hudobný	musical
kolo	sülle
kolo	ümar
kolo	ümmargused
kolo	ümmargune
kolo	voor
začali	alustatud
začali	alanud
začali	käivitatud
začali	algas
začali	hakkas
začali	alustas
začali	algas
strana	party
strana	pidu
strana	erakond
strana	peole
strana	leht
strana	lehekülg
strana	page
strana	lehekülje
strana	külg
francúzsko	prantsusmaa
taktiež	samuti
taktiež	ka
obdobia	perioodid
obdobia	ajavahemikud
dobe	kellaaeg
dobe	aeg
dobe	aja
dobe	ajas
dobe	aega
autor	autor
park	pargi
park	park
popis	pealdis
popis	caption
popis	kirjeldus
cena	price
cena	hind
pravdepodobne	arvatavasti
pravdepodobne	ilmselt
pravdepodobne	tõenäoliselt
pravdepodobne	tõenäoliselt
pravdepodobne	tõenäoline
der	der
nová	uued
nová	uus
nová	new
rieky	river
rieky	jõgi
rieky	jõed
rôzne	teistsugune
rôzne	erinevad
rôzne	erinev
rôzne	muud
rôzne	mitmesugused
obdobie	periood
obdobie	perioodi
obdobie	ajavahemik
škola	kooli
škola	koolis
škola	kool
klubu	klubi
klubu	club
februára	veebruar
františek	francis
františek	ferenc
albumy	albumid
dielo	tööd
dielo	töö
dielo	tööle
väčšina	enamikul
väčšina	enamus
väčšina	enamik
väčšina	enim
väčšina	enamus
zápasy	tikud
zápasy	sobib
zápasy	võitlused
zápasy	võitleb
zápasy	mängud
neho	teda
turnaj	turniiri
turnaj	turniir
rovnako	võrdselt
rovnako	sama
rovnako	samad
druh	tüüp
druh	liigid
druh	liik
stavby	konstruktsioonid
stavby	struktuurid
priamo	sirge
priamo	otsene
priamo	vahetu
priamo	direct
priamo	otsesed
priamo	otse
priamo	otseselt
metrov	meetrit
metrov	meetri
metrov	meetrit
anglický	inglise
albumu	album
funkcia	funktsiooni
funkcia	funktsioon
funkcia	motiiv
von	välja
von	väljas
von	out
článkov	artiklid
štátov	riigid
južnej	lõuna
južnej	lõuna
južnej	lõunasse
južnej	lõunas
piesne	laulud
piesne	laule
verzia	versioon
verzia	versiooni
hoci	kuigi
hoci	ehkki
hoci	kuigi
image	pilt
image	pildi
york	york
york	yorki
rad	seeria
rad	rad
rad	rea
rad	rida
európe	euroopa
európe	europe
členom	parlamendiliige
členom	liige
zatiaľ	vahepeal
výška	kõrgus
výška	reljeefi
výška	kõrgus
túto	see
túto	selle
túto	seda
stav	staatus
stav	seisund
stav	oleku
stav	olek
stav	seisukord
stav	tingimus
stav	seisund
william	william
png	png
menom	nimetatud
menom	nimega
krajine	riik
marne	marne
právo	õigus
právo	paremale
právo	õige
právo	seadus
právo	seadused
stretnutie	kokkusaamine
stretnutie	nimetamine
stretnutie	koosolek
stretnutie	kohtumine
stretnutie	kokkutulek
oficiálne	ametlik
oficiálne	ametnik
oficiálne	ametlikult
vznikla	tekkisid
vznikla	tekkis
univerzity	ülikoolid
univerzity	ülikool
viacerých	mitmekordne
viacerých	mitu
tímov	meeskonnad
tímov	rühmad
san	san
david	david
rozhodca	kohtunik
rozhodca	kohtunik
rozhodca	kohtunik
bystrici	bystrica
zmysle	tähendus
informácie	info
informácie	teave
informácie	info
informácie	informatsioon
bystrica	bystrica
veľa	palju
veľa	paljud
veľa	paljusid
veľa	palju
veľa	much
veľa	palju
dokonca	isegi
deti	lapsed
deti	lapsed
malo	malo
malo	oli
malo	peaksid
malo	peaks
rakúsko	austria
znamená	tähendab
severnej	põhja
dom	house
dom	majja
dom	maja
dom	dom
vody	vett
vody	vesi
vody	veed
jan	jan
patria	kuuluda
patria	kuuluvad
www	www
vždy	alati
práva	õigused
práva	õigused
ľudia	inimesed
ľudia	inimestel
ľudia	inimesed
ľudia	rahvas
ľudia	people
známe	teada
známe	teadaolevad
známe	teadaolev
známe	tuntud
známe	tuttav
herečka	näitleja
herečka	näitlejanna
hrad	loss
hrad	castle
hrad	lossi
menej	vähem
menej	vähem
hier	mängud
známa	teada
známa	teadaolevad
známa	teadaolev
známa	tuntud
les	mets
les	woods
les	les
les	mets
les	metsa
skôr	pigem
skôr	varasem
skôr	varem
systému	süsteemi
systému	süsteem
systému	system
štyri	neli
zeme	maa
lode	paate
lode	paadid
lode	laevu
lode	laevad
banská	kaevandamine
sám	üksinda
sám	üksi
básnik	luuletaja
básnik	poeet
úplne	absoluutselt
úplne	täielikult
úplne	täiesti
úplne	täiesti
dní	päevad
dní	päeva
dní	päevi
ďalší	teine
ďalší	järgmiseks
ďalší	järgmisena
ďalší	järgmine
ďalší	next
skladateľ	laulukirjutaja
skladateľ	helilooja
skladateľ	koostaja
kto	kes
kto	keda
rozdiel	vahe
rozdiel	erinevus
tím	tiim
tím	meeskond
družstvo	ühistu
matematik	matemaatik
armády	armeed
armády	armee
armády	sõjavägi
rady	nõuanded
rady	nõuanne
rady	nõu
rady	nõukogu
world	maailma
world	maailm
označenie	märgistus
označenie	tähistamine
označenie	tähistus
označenie	märgistamine
označenie	tähistus
označenie	määramine
označenie	nimetus
označenie	märgistus
označenie	märgistamine
označenie	identifitseerimine
označenie	tuvastamine
označenie	identifitseerimise
druhá	teine
druhá	teiseks
mužstvo	tiim
mužstvo	meeskond
musí	peab
jazyk	keele
jazyk	keel
jazyk	keele
priezviská	perekonnanimed
predtým	eelnevalt
predtým	varem
predtým	enne
finále	finaal
finále	finaal
finále	finaali
open	avamine
open	ava
open	avada
open	avatud
činnosť	tegevus
činnosť	tegevused
činnosť	tegevusalad
činnosť	tegevus
činnosť	aktiivsus
vojna	sõda
vrch	top
vrch	ülal
vrch	ülalt
vrch	ülemine
paul	paul
seine	seine
súťaže	võistlustel
súťaže	võistlused
súťaže	võistlused
súťaže	konkurents
súťaže	võistlus
súťaže	konkurentsi
väčšinou	peamiselt
väčšinou	enamjaolt
väčšinou	enamasti
ivan	ivan
pracoval	töötatud
pracoval	töötas
pracoval	töötanud
česká	tšehhi
pas	pas
pas	passi
pas	pass
cesty	marsruudid
cesty	teed
šírka	laiuskraad
šírka	laius
šírka	laius
základné	hädavajalik
základné	põhi
základné	põhiline
chránené	kaitstud
rýchlosť	kiirus
rýchlosť	määr
rýchlosť	pöörlemiskiirus
rýchlosť	kiirus
pozícia	asukoht
pozícia	positsioon
pozícia	asend
podarilo	õnnestus
mnoho	paljud
mnoho	paljusid
mnoho	palju
prezident	president
knihy	raamatud
prírodná	looduslik
prírodná	loomulik
prírodná	naturaalne
prírodná	looduslikud
cieľom	eesmärk
cieľom	sihi
cieľom	sihtida
prahe	praha
študoval	uuritud
filozof	filosoof
rhône	rhône
spev	laulmine
častí	osi
častí	osad
hral	mängis
hral	mänginud
hral	mängitud
organizácie	organisatsioonid
organizácie	organisatsioone
organizácie	organisatsioon
organizácie	organisatsioonid
organizácie	organisatsioone
organizácie	organisatsioon
ostrov	saart
ostrov	saar
kráľovstvo	kuningriik
pavol	paul
triedy	klassid
triedy	tunnid
triedy	klass
triedy	klassi
americká	ameeriklane
americká	ameerika
americká	american
hlavný	põhi
hlavný	peamised
hlavný	main
hlavný	peamine
vznikol	tekkisid
vznikol	tekkis
play	mängi
kluby	klubid
najviac	enamikul
najviac	enamus
najviac	enamik
najviac	enim
calais	calais
sídlo	mõis
sídlo	staap
sídlo	peakorter
sídlo	iste
sídlo	istet
sídlo	istekoht
člen	parlamendiliige
člen	liige
karol	karol
druhov	liigid
druhov	liik
nikdy	kunagi
činnosti	tegevus
činnosti	tegevused
činnosti	tegevusalad
lebo	kuna
lebo	sest
centre	keskus
centre	keskele
centre	center
centre	keskel
centre	keskus
prevažne	suuresti
prevažne	peamiselt
prevažne	põhiliselt
prevažne	peamiselt
prevažne	enamjaolt
prevažne	enamasti
prevažne	valdavalt
štáty	riigid
štáty	riigid
robert	robert
hudba	muusika
dvojhra	vallalised
off	off
cirkvi	kirikud
cirkvi	kiriku
cirkvi	kirik
stupeň	kraadi
stupeň	kraad
stupeň	hinne
spojených	liitunud
spojených	liitus
spojených	ühines
michal	michal
michal	michael
význam	olulisus
význam	olulisus
význam	tähtsus
význam	tähendus
význam	olulisus
budova	hoone
budova	ehitamine
budova	ehitis
malé	väikesed
malé	väike
malé	little
malé	väike
malé	vähe
raz	kord
raz	korra
jedno	ühe
jedno	üks
nord	nord
šport	sportlik
šport	sport
šport	spordiala
šport	sport
šport	spordi
človek	inimene
človek	inimlik
človek	mehel
človek	mees
človek	man
jean	jean
spevák	singer
spevák	laulja
des	des
pomerne	õiglaselt
pomerne	mõneti
pomerne	mõnevõrra
pomerne	mõõdukalt
pomerne	suhteliselt
polovici	mid
minulosti	minevik
udalostí	üritused
udalostí	sündmused
diel	töötab
diel	toimib
ostatné	muu
ostatné	muud
ostatné	muud
ostatné	teised
skóre	skoor
skóre	punktisumma
kultúry	kultuuri
kultúry	kultuur
kultúry	kultuurid
black	mustad
black	black
black	musta
black	must
filmy	filmid
filmy	filmid
stanice	jaamade
stanice	jaamad
rock	kalju
rock	rock
rock	kivi
české	tšehhi
napísal	kirjutatud
napísal	kirjalik
napísal	kirjutanud
napísal	kirjutasin
napísal	kirjutasid
napísal	kirjutas
dal	andis
liga	league
liga	liiga
funkcie	funktsiooni
funkcie	funktsioon
funkcie	funktsioonid
funkcie	omadused
matka	ema
stalo	juhtus
kategórie	kategooria
kategórie	kategooriad
republika	vabariik
rodiny	perekonnad
rodiny	pered
najlepší	parima
najlepší	parimad
najlepší	parimat
najlepší	parim
pieseň	laulu
pieseň	laul
univerzite	ülikool
hrá	mängib
futbalista	jalgpallur
niekoľkých	mitmed
niekoľkých	mitu
centrum	centrum
centrum	keskus
centrum	keskele
centrum	center
centrum	keskel
centrum	keskus
druhy	liigid
druhy	liik
federácie	föderatsiooni
federácie	föderatsioon
federácie	liidud
mohol	võiks
mohol	saaks
moselle	moselle
tie	need
rieka	river
rieka	jõgi
richard	richard
najprv	kõigepealt
najprv	esmalt
najprv	esimene
rusko	venemaa
data	andmed
hokej	hoki
miliónov	mln
miliónov	miljonit
miliónov	miljon
miliónov	miljoni
miliónov	miljoneid
miliónov	miljonid
doby	perioodid
doby	ajavahemikud
najčastejšie	peamiselt
najčastejšie	enamjaolt
najčastejšie	enamasti
top	top
top	ülal
top	ülalt
top	ülemine
herschel	herschel
skladba	laulu
skladba	laul
ríše	impeeriumid
ríše	impeerium
ríše	impeeriumi
city	linn
city	linna
city	city
city	tundeid
city	tunded
účasti	osalus
účasti	osalemine
skladby	jäljed
skladby	rajad
skladby	laulud
skladby	laule
získala	soetatud
získala	omandatud
získala	saadud
získala	saadi
získala	saadud
získala	laekunud
mape	kaart
most	sild
dobre	tubli
dobre	hea
dobre	olgu
ulice	tänavaid
ulice	tänavad
mapa	kaart
vladimír	vladimír
vladimír	vladimir
sily	jõudu
sily	tugevus
sily	jõud
súčasť	osas
súčasť	komponendi
súčasť	komponent
členov	liikmed
členov	parlamendiliikmed
fyzik	füüsik
mená	nimetused
mená	nimed
mená	eesnimed
powiat	maakond
domov	kodu
domov	koju
domov	kodus
významné	märkimisväärne
krajina	riik
krajina	maastik
krajina	maastiku
budovy	hoone
budovy	ehitamine
budovy	ehitis
budovy	ehitised
budovy	hooned
milan	milano
kým	kuni
taliansko	itaalia
model	mudel
model	modell
model	näidis
university	ülikool
prípadne	võimalik
km²	km²
hviezdy	staarid
hviezdy	tähed
hviezdy	tähtede
miesta	kohad
miesta	asukohad
projekt	projekt
projekt	projekti
kniha	raamatu
kniha	raamat
viacero	mitmed
viacero	mitu
viacero	mitmekordne
viacero	mitu
mária	mary
mária	maarja
mária	marie
mária	maria
niečo	midagi
motor	mootor
motor	mootor
celkom	kokku
názvy	pealkirjad
názvy	nimetused
názvy	nimed
krajín	riigid
james	james
vedie	juhatab
vedie	juhib
vedie	viib
založené	asutatud
založené	rajatud
európskej	euroopa
pohár	klaasi
pohár	klaasist
pohár	klaas
pohár	karikavõistlused
pohár	cup
pohár	tops
pohár	tass
pohár	karikas
jednotlivých	üksikute
jednotlivých	individuaalsed
jednotlivých	individuaalne
manželka	abikaasa
manželka	naise
manželka	naine
mohli	võiks
mohli	saaks
nobelovej	nobeli
music	muusika
divadlo	teater
divadlo	teater
malý	väikesed
malý	väike
malý	little
malý	väike
malý	vähe
seba	ennast
seba	ise
vplyv	kokkupõrge
vplyv	mõju
vplyv	mõju
vplyv	efekt
vplyv	mõju
vplyv	toime
štefan	stephen
štefan	stefan
štefan	stepan
mimo	väljaspool
mimo	väljas
michael	michael
existuje	eksisteerib
celkovo	kokku
celkovo	üldine
celkovo	üldiselt
zákon	seadus
zákon	seadused
vodné	vett
vodné	vesi
avšak	siiski
nástroje	instrumendid
nástroje	tööriistad
hmotnosť	missa
hmotnosť	massi
hmotnosť	mass
hmotnosť	kaal
hmotnosť	kaalu
vpravo	õigus
vpravo	paremale
vpravo	õige
stanica	jaamas
stanica	jaam
stanica	jaama
saône	saône
bývalý	endised
bývalý	endine
tvar	kujund
tvar	kuju
tvar	kujuga
jednotka	ühik
jednotka	üksus
založená	asutatud
založená	rajatud
taliansky	itaalia
pohľad	vaade
records	records
alexander	aleksandr
alexander	aleksander
alexander	alexander
ruský	vene
ruský	venelane
vzhľadom	arvestades
vzhľadom	antud
teraz	nyyd
teraz	nüüd
všetko	kõik
všetko	kõike
všetko	kõik
homo	homo
côte	côte
iný	teistsugune
iný	erinevad
iný	erinev
iný	muu
iný	muud
iný	teine
iný	muud
iný	teised
povrchu	pinnale
povrchu	pind
týmto	käesolevaga
veku	age
veku	vanust
veku	vanus
britský	briti
služby	teenused
služby	teenindus
služby	teenus
#aaa	#aaa
márie	marie
márie	mary
márie	maarja
zem	maa
zem	maapind
kostola	kiriku
kostola	kirik
vrátil	tagastatud
loď	laeva
loď	laev
loď	paat
tréner	treener
tréner	treeneri
tréner	koolitaja
tréner	treener
juhu	lõuna
juhu	lõuna
juhu	lõunasse
juhu	lõunas
možnosť	variant
možnosť	võimalus
možnosť	valik
možnosť	võimalus
val	val
najlepšie	parima
najlepšie	parimad
najlepšie	parimat
najlepšie	parim
vláda	valitsus
štyroch	neli
úlohu	rollis
úlohu	roll
úlohu	rolli
koniec	lõpp
koniec	lõpp
brankár	väravavaht
treba	vaja
treba	vajadus
história	ajalugu
história	ajaloo
prostredníctvom	via
prostredníctvom	läbi
malá	väikesed
malá	väike
malá	little
malá	väike
malá	vähe
trať	pala
trať	raja
trať	rada
trať	rööbastee
postavy	märgid
postavy	tegelased
štúdium	õppimine
štúdium	uuring
štúdium	uuringud
eure	eure
sezóny	hooaeg
histórii	ajalugu
histórii	ajaloo
filozofia	filosoofia
písmo	fondi
písmo	font
písmo	pühakirja
začína	algab
začína	algab
začína	alustab
začína	alustamine
začína	käivitamine
toku	flux
toku	voo
toku	voolu
toku	vool
toku	voog
verzie	versioonid
slovo	sõna
hustota	tihedus
slovník	sõnastik
slovník	sõnavara
slovník	sõnastik
slovník	sõnaraamat
doprava	liikluse
doprava	liiklus
doprava	liikluses
doprava	transport
doprava	vedu
doprava	transport
výkon	power
výkon	võimu
výkon	võim
výkon	võimsus
výkon	jõud
výkon	tulemuslikkus
výkon	tulemuslikkuse
výkon	jõudlus
poly	polü
literatúra	kirjandus
kultúra	kultuuri
kultúra	kultuur
ostrovy	saared
ostrovy	saartele
umenia	kunst
vydal	emiteeritud
vydal	väljastatud
