και	in
κάτω	spodnji
κάτω	nižja
κάτω	nižje
κάτω	spodnja
κάτω	spodaj
κάτω	spodaj
πολλές	številni
πολλές	mnogi
πολλές	veliko
όλα	vse
όλα	vsi
όλα	vsem
όλα	vse
όλα	vseh
σύστημα	sistem
ακόμα	vseeno
ακόμα	še
φορές	krat
φορές	časi
φορές	times
ίδια	identična
ίδια	enake
ίδια	ista
ίδια	enaka
ίδια	enako
ίδια	isto
ιουλίου	julij
ιουλίου	julija
χώρα	dežela
χώρα	država
χώρα	državo
αποτέλεσμα	izidi
αποτέλεσμα	izid
αποτέλεσμα	rezultat
αποτέλεσμα	izid
αποτέλεσμα	učinka
αποτέλεσμα	učinek
αποτέλεσμα	efekt
οκτωβρίου	oktobra
οκτωβρίου	oktober
ιανουαρίου	januar
ιανουαρίου	januarja
σεπτεμβρίου	september
σεπτεμβρίου	septembra
νοεμβρίου	november
νοεμβρίου	novembra
αγώνες	vžigalice
αγώνες	tekme
αγώνες	igre
αγώνες	igrah
αγώνες	igrice
αγώνες	iger
ταινίες	filmi
ταινίες	kino
ταινίες	filmi
ταινίες	filme
μέσω	via
μέσω	skoz
μέσω	skozi
μαρτίου	marec
μαρτίου	marca
μαρτίου	pohod
γεννήθηκε	rojen
γεννήθηκε	rojena
γεννήθηκε	rojene
γεννήθηκε	rojeni
γεννήθηκε	rodil
ιουνίου	junij
ιουνίου	june
ιουνίου	junija
αυτές	teh
αυτές	te
αυτές	tele
πολλά	številni
πολλά	mnogi
πολλά	veliko
απριλίου	april
απριλίου	aprila
τρεις	tri
τρεις	trije
τρεις	tremi
τρεις	three
αυγούστου	avgusta
αυγούστου	august
αυγούστου	avgust
έργα	dela
έργα	deluje
έργα	projekte
έργα	projektov
έργα	projekti
δεκεμβρίου	december
δεκεμβρίου	decembra
χρήση	uporaba
χρήση	use
χρήση	uporabi
πρόεδρος	predsednik
πρόεδρος	predsednica
πολιτική	politika
πολιτική	politika
πολιτική	politiki
πολιτική	politiko
πολιτική	politike
ακόμη	vseeno
ακόμη	še
ίδιο	ista
ίδιο	enaka
ίδιο	enako
ίδιο	isto
μας	naše
μας	naš
μας	najina
μας	naši
μας	najin
μας	naša
εκλογές	volitve
εκλογές	izvolitev
εκλογές	volitve
μέλη	člane
μέλη	poslanci
μέλη	članice
μέλη	člani
τελικά	sčasoma
τελικά	končno
μέλος	članica
μέλος	član
μέλος	poslanec
εποχή	epoch
εποχή	sezono
εποχή	sezona
εποχή	era
χωριό	vasi
χωριό	vasica
αρχικά	sprva
αρχικά	prvotno
αρχικά	prvotno
αρχικά	začetnice
περίοδος	obdobje
δήμος	občina
κύπελλο	pokal
κύπελλο	skodelico
κύπελλο	skodelica
κύπελλο	lonček
ζωή	zivljenje
ζωή	life
ζωή	življenje
ζωή	zoe
έδρα	poveljstvo
έδρα	štab
έδρα	sedež
έδρα	sedež
έδρα	sedeža
περιλαμβάνει	vključuje
μεγάλο	velika
μεγάλο	velike
μεγάλο	velika
μεγάλο	veliki
μεγάλο	velike
μεγάλο	velik
βάση	baza
βάση	osnova
βάση	oporišče
βάση	osnova
βάση	podlaga
κέντρο	središče
κέντρο	center
κέντρο	središče
κέντρο	center
γεννήσεις	rojstva
γεννήσεις	rojstev
φεβρουαρίου	februarja
φεβρουαρίου	februar
κάτι	nekaj
κοντά	blizu
κοντά	zapri
κοντά	bližnje
μορφή	oblika
μορφή	obrazec
μορφή	obliko
μορφή	oblika
μορφή	format
χρόνο	čas
χρόνο	časa
κόμμα	zabava
κόμμα	zabavo
κόμμα	žur
κόμμα	party
κόμμα	vejica
κόμμα	vejico
γιατί	ker
γιατί	zakaj
ρόλο	rollo
ρόλο	vloga
άλμπουμ	album
άλμπουμ	albuma
άλμπουμ	albume
άλμπουμ	albumov
επειδή	ker
έκδοση	izdaja
έκδοση	različica
έκδοση	različice
γκολ	cilji
γκολ	gol
γκολ	cilj
αρχές	oblasti
αρχές	načela
αρχές	načeli
γύρω	naokrog
γύρω	okoli
γύρω	okrog
συνήθως	običajno
συνήθως	navadno
συνήθως	ponavadi
ονομασία	ime
ονομασία	določitev
ονομασία	označba
ονομασία	poimenovanje
κοινότητα	skupnost
κοινότητα	skupnosti
τελευταία	zadnji
τελευταία	nazadnje
τελευταία	poslednje
τελευταία	zadnje
τελευταία	zadnja
έκανε	narejena
έκανε	narejeni
έκανε	narejen
έκανε	narejeno
ξεκίνησε	začel
ξεκίνησε	začela
είτε	bodisi
κυβέρνηση	vladna
κυβέρνηση	vlado
κυβέρνηση	vladno
κυβέρνηση	vlada
κυβέρνηση	vladni
κυβέρνηση	vlade
πρώτος	prva
πρώτος	prvo
πρώτος	prvi
πρώτος	najprej
πήρε	vzela
πήρε	vzel
κάνει	storjeno
κάνει	končano
κάνει	opravljeno
κάνει	narejeno
ηπα	zda
ηπα	usa
ανάμεσα	med
γλώσσα	jezik
γλώσσα	jezikovno
γλώσσα	jezikovna
γλώσσα	jezik
γιος	sinko
γιος	sine
γιος	sin
γιος	son
μάχη	bitka
μάχη	bitko
μάχη	bojna
μάχη	pretep
μάχη	boj
μάχη	borba
πανεπιστήμιο	univerza
όλες	vsi
όλες	vsem
όλες	vse
όλες	vseh
κάποια	nekatere
κάποια	nekaterim
κάποια	nekateri
κάποια	nekaj
κάποια	neki
δείτε	glej
δείτε	glejte
δείτε	opazuj
δείτε	glej
δείτε	ura
δείτε	glejte
πόλεμο	vojno
πόλεμο	vojne
πόλεμο	vojna
συχνά	pogosto
συχνά	pogosto
περιοχές	regije
περιοχές	regij
περιοχές	območja
περιοχές	področja
περιοχές	površine
πρώην	nekdanje
πρώην	nekdanja
πρώην	nekdanji
συμμετοχές	udeležbe
παράδειγμα	zgled
παράδειγμα	primer
άρθρο	članek
άρθρο	člena
άρθρο	člen
άρθρο	izdelek
εικόνα	sliko
εικόνα	slika
εικόνα	sliko
εικόνα	podoba
εικόνα	slika
έλαβε	prejeto
έλαβε	prejeti
έλαβε	prejeta
επίσημη	uradnik
επίσημη	uradna
επίσημη	uradno
επίσημη	uradni
επίσημη	formalno
επίσημη	formalnega
κατοίκους	prebivalce
κατοίκους	prebivalcev
κατοίκους	prebivalci
κατοίκους	stanovalci
κατοίκους	prebivalcev
κατοίκους	prebivalci
πηγές	vire
πηγές	viri
βόρεια	severna
βόρεια	severni
βόρεια	severno
βόρεια	sever
βόρεια	severna
βόρεια	severno
βόρεια	severni
βόρεια	severne
πόλεις	mesta
πόλεις	mest
πόλεις	mest
πόλεις	mesta
πόλεις	mesti
ιδιαίτερα	posebej
ιδιαίτερα	zlasti
αγώνα	dirka
αγώνα	dirko
αγώνα	rasa
αγώνα	ujemanje
αγώνα	ujema
αγώνα	pretep
αγώνα	boj
αγώνα	borba
γεγονός	dogodek
γεγονός	prireditev
γεγονός	dogodka
γεγονός	dejstvo
σελίδα	stran
θέμα	temo
θέμα	tema
θέμα	predmet
θέμα	osebek
θέμα	subjekt
ηλικία	starost
χρησιμοποιείται	uporabljen
χρησιμοποιείται	uporabljena
χρησιμοποιείται	uporabljeno
χρησιμοποιείται	uporabljene
χρησιμοποιείται	uporabljeni
πρώτα	prva
πρώτα	prvo
πρώτα	prvi
πρώτα	najprej
μέγεθος	velikost
μέγεθος	velikosti
εδώ	tukaj
νότια	južna
νότια	južno
νότια	južni
νότια	južno
νότια	jug
νότια	južna
σημείο	točka
σημείο	point
σημείο	točko
σχέση	razmerje
σχέση	zveza
περίπτωση	case
περίπτωση	zaboj
περίπτωση	primer
νέο	novo
νέο	nov
νέο	novi
νέο	nove
νέο	nova
ήδη	ze
ήδη	že
έτος	leto
έτος	letnica
σχεδόν	skoraj
σχεδόν	skoraj
ένωση	union
ένωση	unije
ένωση	unija
ένωση	sindikat
ένωση	združenje
περισσότερο	več
περισσότερο	bolj
βασιλιά	king
βασιλιά	kralj
εκκλησία	cerkev
εκδόσεις	publikacije
μουσείο	muzej
πολιτικός	politik
συμμετοχή	vključenost
συμμετοχή	udeležba
συμμετοχή	udeležbo
συμμετοχή	udeležbe
συμμετοχή	sodelovanje
δυο	dve
δυο	dva
μεγαλύτερη	večja
μεγαλύτερη	večje
μεγαλύτερη	starejša
μεγαλύτερη	starejši
μεγαλύτερη	starejše
μεγαλύτερη	večja
μεγαλύτερη	večji
μεγαλύτερη	večje
μεγαλύτερη	večja
μεγαλύτερη	večji
μεγαλύτερη	večje
πέθανε	umri
πέθανε	umreti
πέθανε	umrl
πέθανε	umrla
πέθανε	umrl
ανά	per
μουσική	glasba
μουσική	muzika
μουσική	glasbo
κόσμο	cosmo
κόσμο	svet
κόσμο	svetovna
κόσμο	svetovno
κόσμο	world
άτομα	oseb
άτομα	osebe
άτομα	posamezniki
άτομα	posameznike
άτομα	posameznikov
άτομα	ljudje
άτομα	ljudstvo
άτομα	osebe
άτομα	ljudi
είδος	type
είδος	vrsta
είδος	tip
είδος	vrsta
είδος	vrste
αρκετά	dovolj
μεγαλύτερο	starejša
μεγαλύτερο	starejši
μεγαλύτερο	starejše
μεγαλύτερο	večja
μεγαλύτερο	večji
μεγαλύτερο	večje
μεγαλύτερο	večja
μεγαλύτερο	večji
μεγαλύτερο	večje
εκείνη	ona
χώρες	države
χώρο	vesolje
χώρο	prostor
χώρο	space
χώρο	vesoljska
σχολή	šole
σχολή	šolo
σχολή	šola
εναντίον	proti
εναντίον	zoper
τρία	tri
τρία	trije
τρία	tremi
τρία	three
χαρακτηριστικά	lastnosti
χαρακτηριστικά	značilnosti
χαρακτηριστικά	lastnosti
χαρακτηριστικά	značilnosti
χαρακτηριστικά	atributi
όρος	izraz
όρος	termin
όρος	priklop
όρος	mount
όρος	pogoj
όρος	stanje
ιδρύθηκε	ustanovljena
ιδρύθηκε	ustanovljeno
ιδρύθηκε	ustanovljen
ιδρύθηκε	osnovana
ιδρύθηκε	ustanovil
βασιλιάς	king
βασιλιάς	kralj
παιδιά	fantje
παιδιά	dečki
παιδιά	fanta
παιδιά	otroci
παιδιά	fantje
παιδιά	druščina
παιδιά	otroci
βραβείο	nagrada
βραβείο	nagrado
βραβείο	nagrada
βραβείο	nagrado
άρχισε	začel
άρχισε	začela
φαίνεται	zgleda
αρχαία	starodavni
αρχαία	starodavnih
αρχαία	starodavna
αρχαία	starodavne
αρχαία	starodavno
μήκος	dolžina
κυκλοφόρησε	sproščeno
κυκλοφόρησε	izpuščeni
κυκλοφόρησε	izpuščen
κυκλοφόρησε	izpuščena
τι	kaj
συμμετείχε	sodelovala
συμμετείχε	sodeloval
συμμετείχε	sodelovali
συμμετείχε	sodelovalo
χρονιά	leto
χρονιά	letnica
παραγωγή	proizvodnja
παραγωγή	pridelava
παραγωγή	produkcija
παραγωγή	proizvodnjo
ηθοποιός	igralka
ηθοποιός	igralke
ηθοποιός	igralec
ελληνικά	grški
ελληνικά	grško
ελληνικά	grk
ελληνικά	grška
δυνάμεις	moči
δυνάμεις	pooblastila
δυνάμεις	powers
δυνάμεις	pristojnosti
δυνάμεις	prednosti
δυνάμεις	jakosti
δυνάμεις	sile
γαλλία	francijo
γαλλία	francija
γαλλία	france
ελληνικό	grški
ελληνικό	grško
ελληνικό	grk
ελληνικό	grška
ευρώπη	europe
ευρώπη	evropa
ευρώπη	evropo
ευρώπη	evropi
δεκαετία	desetletju
δεκαετία	desetletje
γνωστό	znana
γνωστό	znane
γνωστό	znan
γνωστό	znani
γνωστό	znano
γνωστό	poznan
παγκόσμιο	svetovna
παγκόσμιο	globalni
παγκόσμιο	globalno
παγκόσμιο	svetovno
βιβλίο	knjigo
βιβλίο	knjiga
διάστημα	interval
διάστημα	vesolje
διάστημα	prostor
διάστημα	space
διάστημα	vesoljska
οικογένεια	druzina
οικογένεια	družina
μέτρα	ukrepi
σημαίνει	pomeni
πέντε	pet
πέντε	five
παραπάνω	zgoraj
υπουργός	ministrica
υπουργός	minister
σεζόν	sezono
σεζόν	sezona
πρότυπο	model
πρότυπο	vzorec
πρότυπο	maneken
πρότυπο	predloge
πρότυπο	predloga
πρότυπο	standardna
πρότυπο	standardno
πρότυπο	standard
αριθμός	številka
αριθμός	število
θάνατο	smrt
εταιρεία	družbo
εταιρεία	četa
εταιρεία	podjetje
εταιρεία	družba
σώμα	truplo
σώμα	body
σώμα	telesa
σώμα	telo
σώμα	korpus
πρωτεύουσα	kapitala
πρωτεύουσα	prestolnica
πρωτεύουσα	kapital
παράλληλα	vzporedno
παράλληλα	vzporedni
παράλληλα	vzporedna
σύνολο	skupaj
σύνολο	skupno
γνωστή	znana
γνωστή	znane
γνωστή	znan
γνωστή	znani
γνωστή	znano
γνωστή	poznan
κατάσταση	status
κατάσταση	stanje
κατάσταση	razmere
κατάσταση	položaj
κατάσταση	situacijo
κατάσταση	situacija
κατάσταση	stanje
κατάσταση	pogoj
κατάσταση	stanje
νησί	island
νησί	otok
νησί	otoku
επίπεδο	nivo
επίπεδο	stopnja
επίπεδο	raven
επιτυχία	uspehov
επιτυχία	uspeh
επιτυχία	uspešnost
γερμανία	nemčija
άλλους	drugi
άλλους	drugih
άλλους	druge
πίσω	zadaj
πίσω	hrbet
πίσω	nazaj
δημιουργία	ustvarjati
δημιουργία	ustvariti
δημιουργία	ustvarjanje
δημιουργία	ustvari
δημιουργία	stvaritev
δημιουργία	ustanovitev
δημιουργία	ustvarjanje
αρχή	začetek
αρχή	start
αρχή	štart
αρχή	začni
αρχή	začetek
αρχή	princip
αρχή	načelo
αρχή	organ
αρχή	avtoriteta
άδεια	dovoljenje
άδεια	licenca
άδεια	dovoljenje
άδεια	dovoljenje
άδεια	licenco
άδεια	licenca
άδεια	dovoljenje
άδεια	dovoli
άδεια	prazno
άδεια	izprazni
άδεια	prazni
άδεια	prazna
άδεια	prazen
σου	toži
σου	sue
επιπλέον	dodatna
επιπλέον	dodatno
επιπλέον	dodatni
περισσότερα	več
περισσότερα	bolj
ανάπτυξη	razvoj
ανάπτυξη	rast
ανάπτυξη	rasti
φάση	faza
φάση	fazo
αυτόν	njega
αυτόν	ga
συγγραφέας	pisec
συγγραφέας	pisateljica
συγγραφέας	pisatelj
συγγραφέας	avtor
άγιος	agios
άγιος	sveti
άγιος	svetnik
άγιος	svetnica
άγιος	saint
θάνατοι	smrti
γ΄	iii
τραγούδι	pojem
τραγούδι	petje
τραγούδι	poje
τραγούδι	petja
τραγούδι	pesem
κόρη	hčerka
κόρη	hči
πάλι	spet
πάλι	znova
πάλι	ponovno
επαρχία	pokrajina
επαρχία	provinca
ιωάννης	john
ιωάννης	janez
ιωάννης	janeza
ιωάννης	ioannis
θεσσαλονίκη	solunu
αγγλικά	angleško
αγγλικά	angleščina
αγγλικά	angleži
αγγλικά	angleški
άλλοι	drugi
άλλοι	drugih
άλλοι	druge
κέρδισε	zmaga
κέρδισε	zmagala
κέρδισε	zmagal
κέρδισε	zmago
κέρδισε	zmagali
κέρδισε	zmagala
κέρδισε	zmagal
βασίλειο	kraljestvo
βασίλειο	kraljevina
σκοπό	namen
συνολικά	skupaj
συνολικά	skupno
συνολικά	splošno
γνωστός	znana
γνωστός	znane
γνωστός	znan
γνωστός	znani
γνωστός	znano
γνωστός	poznan
γνωστός	znanec
πληροφορίες	info
πληροφορίες	informacije
πληροφορίες	obveščanje
πληροφορίες	podatki
πληροφορίες	informacija
πληροφορίες	informacije
πληροφορίες	podatek
εθνικό	nacionalna
εθνικό	nacionalno
εθνικό	nacionalni
καριέρα	kariera
καριέρα	kariere
καριέρα	kariero
ποτέ	nikdar
ποτέ	nikoli
ποτέ	ever
ποτέ	kdaj
τέλη	pristojbine
τέλη	takse
διάφορες	različni
διάφορες	različne
διάφορες	razne
ανήκει	spada
ανήκει	sodi
πρόγραμμα	program
πρόγραμμα	urnik
πρόγραμμα	razpored
πρόγραμμα	program
χιλιόμετρα	kilometre
χιλιόμετρα	milje
χιλιόμετρα	kilometri
χιλιόμετρα	miles
χιλιόμετρα	kilometrov
χιλιόμετρα	milj
χιλιόμετρα	kilometre
χιλιόμετρα	kilometrov
χιλιόμετρα	kilometri
χιλιόμετρα	prevoženih
χιλιόμετρα	kilometre
χιλιόμετρα	kilometrov
χιλιόμετρα	kilometri
κάτοικοι	prebivalce
κάτοικοι	prebivalcev
κάτοικοι	prebivalci
κάτοικοι	stanovalci
κάτοικοι	prebivalcev
κάτοικοι	prebivalci
άρθρα	členi
άρθρα	članki
άρθρα	izdelki
γεώργιος	georgios
γεώργιος	george
τύπου	tiska
τύπου	pritisni
τύπου	tisk
τύπου	novinarji
τύπου	type
τύπου	vrsta
τύπου	tip
δημοκρατία	republike
δημοκρατία	republiko
δημοκρατία	republika
δημοκρατία	demokracija
πόλεμος	vojno
πόλεμος	vojne
πόλεμος	vojna
εφημερίδα	časopis
εφημερίδα	časopisi
μικρό	majhno
μικρό	majhni
μικρό	majhen
μικρό	majhne
μικρό	majhna
μικρό	male
μικρό	mali
τόπος	plac
τόπος	kraj
τόπος	lokacija
τόπος	lokacijo
ονομάζεται	poklical
συγκεκριμένα	specifično
συγκεκριμένα	specifični
συγκεκριμένα	specifično
συγκεκριμένα	izrecno
συγκεκριμένα	posebej
είδη	vrsta
είδη	vrste
πηγή	vir
κάποιος	nekdo
κάποιος	nekdo
ιταλία	italija
πατέρας	oče
κατηγορίες	pristojbine
κατηγορίες	dajatve
κατηγορίες	obtožbe
κατηγορίες	kategorije
αναφέρει	omeni
αναφέρει	omenjen
αναφέρει	omenja
αναφέρει	omembe
ποδόσφαιρο	nogomet
ποδόσφαιρο	football
ποδόσφαιρο	nogomet
ποδόσφαιρο	fuzbal
θέσεις	položaji
θέσεις	stališča
θέσεις	pozicije
θέσεις	objave
θέσεις	objav
θέσεις	sedeže
θέσεις	sedeži
περισσότερες	več
περισσότερες	bolj
έκταση	obseg
έκταση	območje
έκταση	površina
έκταση	področje
γενικά	splošno
γενικά	splošno
γενικά	splošno
γενικά	splošni
γενικά	splošna
σημαντικό	pomembno
σημαντικό	pomemben
σημαντικό	pomembna
νίκη	zmaga
νίκη	zmagala
νίκη	zmagal
νίκη	zmago
νίκη	zmaga
νίκη	zmage
νίκη	zmago
νίκη	zmaga
νίκη	zmagovalna
μικρή	majhno
μικρή	majhni
μικρή	majhen
μικρή	majhne
μικρή	majhna
μικρή	male
μικρή	mali
έτη	leta
έτη	letih
έτη	let
πατέρα	oče
αμερικανός	ameriške
αμερικανός	ameriško
αμερικανός	ameriški
αμερικανός	ameriška
τελικό	končna
τελικό	končni
πάντα	vedno
πάντα	zmeraj
συγκρότημα	band
συγκρότημα	bend
συγκρότημα	ansambel
συγκρότημα	zapletena
συγκρότημα	zapleteno
συγκρότημα	kompleks
συγκρότημα	kompleksna
παραγωγής	proizvodnja
παραγωγής	pridelava
παραγωγής	produkcija
παραγωγής	proizvodnjo
ίσως	mogoče
ίσως	morda
ίσως	mogoče
ίσως	mogoce
ίσως	morda
επόμενη	naslednji
επόμενη	naslednja
στιγμή	moment
στιγμή	trenutek
μήνες	meseci
μήνες	meseca
μήνες	mesece
μήνες	mesecev
αποτελείται	sestavljeno
θεωρία	teorija
ύψος	višina
ύψος	višina
ύψος	višine
πολλοί	številni
πολλοί	mnogi
πολλοί	veliko
όλοι	vsi
όλοι	vsi
όλοι	vsem
όλοι	vse
όλοι	vseh
όλοι	vsi
τώρα	zdaj
τώρα	sedaj
προπονητής	trener
προπονητής	trenerja
προπονητής	trenerka
θέατρο	gledališče
θέατρο	gledališče
σημαντική	pomembno
σημαντική	pomemben
σημαντική	pomembna
σημαντική	precejšnje
ημέρα	dan
ημέρα	day
διάφορα	razno
διάφορα	razni
επέστρεψε	vrnjeno
επέστρεψε	vrnjena
επέστρεψε	vrnjen
θέματα	teme
θέματα	teme
θέματα	izdaj
θέματα	vprašanja
στάδιο	stadion
στάδιο	faza
στάδιο	oder
χωριά	vasi
επίθεση	napadi
επίθεση	napad
επίθεση	napad
τραγούδια	pesmi
έδωσε	dal
έδωσε	dau
έδωσε	dala
πληθυσμός	prebivalstvo
πληθυσμός	populacija
λέξη	beseda
λέξη	besedo
κατάφερε	uspela
κατάφερε	uspelo
προβλήματα	problemi
προβλήματα	težave
έχοντας	imeti
δύναμη	jakost
δύναμη	trdnost
δύναμη	moč
δύναμη	sila
δύναμη	force
δύναμη	silo
δύναμη	power
δύναμη	moč
επανάσταση	revolucijo
επανάσταση	revolucije
επανάσταση	revolucija
τύπος	tiska
τύπος	pritisni
τύπος	tisk
τύπος	novinarji
τύπος	formula
τύπος	formulo
τύπος	type
τύπος	vrsta
τύπος	tip
εκατομμύρια	milijon
εκατομμύρια	milijoni
εκατομμύρια	milijonov
εκατομμύρια	miljon
εκατομμύρια	milijoni
τέσσερις	four
τέσσερις	štirje
τέσσερις	štiri
πορεία	potek
μέση	sredina
μέση	srednji
μέση	srednja
μέση	povprečje
μέση	povprečna
μέση	povprečno
μέση	pasu
μέση	pas
μέση	pasom
πρόβλημα	problem
πρόβλημα	težava
πρόβλημα	težavo
πρόβλημα	težave
πρόβλημα	težave
άνω	zgornje
άνω	zgornja
νερό	vode
νερό	vodo
νερό	voda
αγωνίστηκε	boril
τοπική	krajevna
τοπική	krajevni
τοπική	lokalni
τοπική	krajevno
τοπική	lokalno
εντός	znotraj
περιφέρεια	regiji
περιφέρεια	regija
περιφέρεια	okrožje
παρουσία	prisotnost
παρουσία	prisotnosti
παρουσία	navzočnost
μητέρα	mater
μητέρα	mamo
μητέρα	mati
έξι	šest
έξι	six
δομή	strukturo
δομή	zgradba
δομή	struktura
δομή	konstrukcija
παρίσι	paris
παρίσι	pariz
παρίσι	pariški
έγραψε	napisal
έγραψε	pisal
έγραψε	napisala
έγραψε	zapisal
κατασκευή	izdelava
κατασκευή	proizvodnja
κατασκευή	gradnja
κατασκευή	konstrukcija
κατασκευή	gradbeništvo
κατασκευή	ustvari
περιέχει	vsebuje
περιπτώσεις	primeri
περιπτώσεις	primerov
ημέρες	dnevi
ημέρες	dni
ημέρες	dneve
μαρία	marijo
μαρία	marija
μαρία	maria
μερικές	nekatere
μερικές	nekaterim
μερικές	nekateri
μερικές	nekaj
μερικές	neki
τιμή	cena
τιμή	vrednosti
τιμή	vrednost
διαδικασία	proces
διαδικασία	postopek
διαδικασία	postopki
διαδικασία	postopek
κοινό	občinstvo
κοινό	gledalci
διαγραφή	izbris
διαγραφή	brisanje
διαγραφή	izbris
διαγραφή	brisanje
απογραφή	inventar
απογραφή	popis
συλλογή	pobiranje
συλλογή	zbirka
συλλογή	kolekcija
συλλογή	zbirko
συλλογή	zbiranje
τρίτη	torek
τρίτη	tretje
τρίτη	tretji
τρίτη	tretja
παρακάτω	spodaj
ναός	svetišče
ναός	tempelj
ναός	hram
ναός	temple
βοήθεια	pomoč
βοήθεια	pomagaj
βοήθεια	pomoč
βοήθεια	pomagajte
απόσταση	oddaljenost
απόσταση	razdalja
απόσταση	razpon
απόσταση	oddaljenost
νέων	mladosti
νέων	mladina
νέων	mladost
αμέσως	nemudoma
αμέσως	takoj
αναφορά	prijavi
αναφορά	poročilo
αναφορά	referenca
αναφορά	sklic
αναφορά	sklicevanje
ποδοσφαιριστής	nogometaš
δράση	dejanja
δράση	akcija
δράση	dejanje
δράση	ukrepanje
λιγκ	league
λιγκ	ligo
λιγκ	liga
απλά	le
απλά	samo
γιώργος	giorgos
γιώργος	george
