길버트	gilbert
거미	araignée
거미	araignées
거미	araignée
그릇	gamelle
그릇	cuvette
그릇	bol
그릇	boules
그릇	bols
그릇	pétanque
힐러리	hillary
힐러리	hilary
모델링	modélisation
모델링	modelage
모델링	mannequin
모델링	modélisation
모델링	modelage
캅카스	caucase
캅카스	flic
캅카스	policier
나카니시	nakanishi
촛불	bougie
촛불	chandelle
촛불	chandelles
촛불	bougies
촛불	cierges
촛불	chandelles
촛불	bougie
가축	cheptel
가축	elevage
가축	bétail
가축	bovins
가축	bétail
웨딩	mariage
웨딩	noces
웨딩	mariages
무스카트	muscat
스타트	startups
우랄	oural
상점	boutique
상점	magasin
상점	commerces
상점	magasins
상점	boutiques
상점	magasins
상점	stocker
상점	boutique
상점	magasin
스티븐스	stéphane
스티븐스	steven
스티븐스	stevens
부재	absence
바꾸기	remplacez
바꾸기	remplacer
바꾸기	remplacement
바꾸기	remplace
바꾸기	interrupteur
바꾸기	basculer
바꾸기	commutateur
바꾸기	échange
바꾸기	swap
바꾸기	échanger
바꾸기	modifier
바꾸기	changements
바꾸기	changer
바꾸기	changement
카운트다운	rebours
카운트다운	décompte
분홍색	rose
분홍색	rosé
요리사	cuisiner
요리사	cuisinier
요리사	cuire
요리사	cook
요리사	cuisinière
요리사	chef
요리사	cuisinier
할당된	attribué
할당된	assignée
할당된	assignés
할당된	affecté
할당된	assignées
할당된	assigné
저작권자	copyright
말하기	parlant
말하기	parlez
말하기	parler
말하기	parle
헤더	entête
헤더	heather
헤더	bruyère
산술	arithmétique
십자	croisée
십자	croix
십자	traverser
십자	croisé
의자	chaise
의자	président
의자	présidence
의자	fauteuil
레일	ferroviaire
레일	rail
레일	rampes
레일	rails
간격	fossé
간격	écart
간격	gap
간격	intervalle
간격	entracte
간격	intervalles
간격	interligne
간격	espacement
간격	écarts
간격	lacunes
카스트로	castro
라이스	riz
페르미	fermi
사춘기	adolescent
사춘기	puberté
사춘기	adolescence
베넷	bennett
베넷	bennet
액정	lcd
후드	hood
후드	capot
후드	cagoule
후드	capuche
후드	capuchon
페인	payne
페인	paine
요셉	joseph
포커	poker
프론티어	frontières
프론티어	frontière
프론티어	frontier
디아블로	diablo
커플	couples
커플	couple
불안	insécurité
불안	anxieuse
불안	angoisse
불안	anxieux
불안	inquiétude
불안	anxiété
퀸즈	reines
퀸즈	queens
프린터	impression
프린터	imprimer
프린터	imprimeries
프린터	imprimerie
프린터	imprimante
프린터	imprimantes
프린터	imprimeur
프린터	imprimeurs
프린터	imprimantes
프린터	imprimeries
터미네이터	exterminateur
터미네이터	terminator
일렉트로니카	electronica
양서류	amphibiens
채소	végétal
채소	légumes
채소	légume
채소	légumes
채소	légume
문구	légende
문구	textes
문구	texte
문구	phrases
문구	expressions
문구	papeterie
스트라스부르	strasbourg
키르기스스탄	kirghizistan
키르기스스탄	kirghizstan
단층	faute
단층	faille
도마뱀	lézards
도마뱀	lézards
도마뱀	lézard
무라타	murata
이끼	mousses
이끼	moss
이끼	mousse
계몽	illumination
바트	bart
시리우스	sirius
킹스턴	kingston
소실	disparitions
소실	disparition
협조	coopèrent
협조	coopère
협조	coopérer
부활절	pâque
부활절	pâques
랄프	ralph
클릭	cliquer
클릭	cliquez
클릭	cliquant
클릭	clics
하디	hardy
직물	textile
직물	textiles
직물	tissus
직물	toiles
직물	textile
직물	textiles
파스타	pâtes
벽화	murales
벽화	fresques
벽화	murale
벽화	fresque
벽화	mural
메시	messi
다스	dark
북서	northwestern
북서	northwest
페르시아어	persique
페르시아어	perse
페르시아어	perses
페르시아어	persan
노르딕	nordiques
노르딕	nordique
매리너스	mariners
플랜	planifier
플랜	plan
플랜	plans
의미있는	significative
의미있는	significatif
해명	éclaircissements
해명	éclaircissement
해명	clarification
신용	crédit
미아	mia
야채	végétal
야채	légumes
야채	légume
야채	légumes
야채	légume
렌더링	rendu
렌더링	rendre
렌더링	rendu
바이애슬론	biathlon
적분	intégral
적분	intégrale
적분	intégrales
삼각주	delta
사각형	carré
사각형	carrés
사각형	square
사각형	carrées
사각형	rectangle
사각형	rectangulaire
사각형	rectangulaires
청소	ménage
청소	nettoyage
청소	propre
청소	nettoient
청소	nettoyer
청소	nettoyées
청소	nettoyé
청소	nettoyés
거기	là
세미	semi
중등	secondaires
중등	secondaire
베이시스트	bassiste
캐롤	carol
캐롤	carole
캐롤	carroll
캐롤	carole
엘리	ellie
엘리	eli
부채	dettes
부채	passif
부채	engagements
부채	passifs
부채	endettement
부채	dette
부채	dettes
눈부신	éblouissante
눈부신	éblouissant
히로세	hirose
발효	fermentées
발효	fermenté
발효	fermentation
체리	cherry
체리	cerisier
체리	cerise
체리	cerises
체리	cerises
코덱	codec
코덱	codec
코덱	codecs
친족	kin
경관	officier
경관	paysager
경관	paysage
경관	paysages
퍼텐셜	potentialités
퍼텐셜	potentiels
퍼텐셜	potentielle
퍼텐셜	potentiel
생각하기	pense
생각하기	pensez
생각하기	réfléchis
생각하기	penser
생각하기	réfléchir
수용체	récepteur
버섯	champignons
버섯	champignon
버섯	champignons
버섯	champignon
익숙한	familières
익숙한	familière
익숙한	familier
익숙한	familiers
파이팅	combats
파이팅	combat
파이팅	bagarre
튀니스	tunis
매력	glamour
매력	glamour
매력	allure
매력	charme
매력	charm
매력	amulette
매력	charmante
매력	charmant
매력	charmants
태양광	solaires
태양광	solaire
선진	développées
선진	développés
선진	développée
선진	développé
선진	avancement
공연장	lieu
타카기	takagi
조건부	conditionnel
조건부	conditionnels
조건부	conditionnelle
메세지	message
사쿠마	sakuma
아우디	audi
벨트	courroies
벨트	ceintures
벨트	ceinture
벨트	courroie
벨트	ceinture
벨트	belt
비엔나	vienne
아사쿠사	asakusa
예의	etiquette
예의	étiquette
예의	décorum
예의	bienséance
예의	convenances
예의	manières
예의	mœurs
예의	polis
예의	politesse
예의	polie
예의	poli
예의	courtoisie
예의	politesse
예의	courtois
노리치	norwich
선구자	pionniers
받았습니다	reçu
받았습니다	reçues
받았습니다	reçus
받았습니다	reçue
아키오	akio
블라디보스토크	vladivostok
인플레이션	inflation
카나코	kanako
인질	otage
인질	otages
인질	otages
켈트	celtique
켈트	celtic
후지사와	fujisawa
생태	écologiques
생태	écologique
증언	témoigne
증언	témoigner
증언	témoins
증언	témoin
증언	témoignage
트루먼	truman
노보루	noboru
모하마드	mohammad
모하마드	mahomet
오마르	omar
축하	festivités
축하	célébrations
축하	célébrations
축하	célébration
일반인	généraux
일반인	généralités
일반인	générale
일반인	général
싱어	chanteur
싱어	chanteuse
바바	baba
관세	tarifs
관세	coutumes
관세	douanes
관세	douane
관세	douanières
관세	douanier
관세	tarifaire
관세	tarifaires
관세	tarif
벨파스트	belfast
잔혹한	cruels
잔혹한	cruelle
잔혹한	cruel
잔혹한	cruelles
얼라이언스	alliance
얼라이언스	alliances
하이드	hyde
벨라	bella
인사이드	interieur
인사이드	inside
인사이드	intérieur
네번째	quatrième
네번째	fourth
네번째	quatrièmement
제네시스	genèse
제네시스	genesis
브릿	brit
잉글리시	anglaise
잉글리시	francais
잉글리시	anglais
스쿼시	courge
스쿼시	squash
냉각	refroidissement
냉각	réfrigération
레즈비언	lesbienne
레즈비언	lesbien
레즈비언	lesbiennes
레즈비언	lesbiennes
포클랜드	malouines
차단되었습니다	bloquées
차단되었습니다	bloquée
차단되었습니다	bloqué
차단되었습니다	bloqués
램프	lampe
램프	lampes
램프	lampe
램프	feux
램프	luminaires
포격	bombardement
포격	bombardement
포격	bombardements
새크라멘토	sacramento
콴타스	qantas
힉스	hicks
힉스	higgs
영화관	théâtres
영화관	théâtres
영화관	théatre
영화관	théâtre
레지옹	légions
레지옹	légion
깨진	brisé
깨진	broken
깨진	cassé
깨진	brisée
깨진	cassée
특공대	commando
풀기	extraire
풀기	extraits
풀기	extrait
풀기	résoudre
풀기	résout
아카사카	akasaka
딜런	dillon
딜런	dylan
선샤인	sunshine
선샤인	soleil
선샤인	ensoleillement
폴란드어	polonaise
폴란드어	polonaises
폴란드어	polonais
마스터즈	masters
마스터즈	capitaines
마스터즈	maîtres
회상	retour
표본	échantillon
표본	échantillons
보내기	envoyant
보내기	envoi
보내기	envoie
보내기	envoyez
보내기	envoi
보내기	envoyer
황소자리	tauri
황소자리	taureau
황소자리	taurus
위조	faussaire
위조	falsification
위조	contrefaçon
위조	contrefait
위조	forgé
위조	forgés
위조	forgées
위조	contrefaçons
위조	contrefaçon
위조	contrefait
위조	contrefaçons
위조	contrefaçon
마사시	masashi
모가미	mogami
모모코	momoko
고추	piment
고추	poivron
고추	pepper
고추	piment
고추	poivrons
고추	poivre
고추	chili
가슴이	poitrine
가슴이	thoracique
가슴이	torse
가슴이	coffre
인용된	cité
인용된	citée
인용된	cotés
오리엔트	orient
오리엔트	orienter
아나톨리아	anatolie
스탠더드	norme
스탠더드	standard
스토어	magasins
스토어	stocker
스토어	boutique
스토어	magasin
패치	correctifs
패치	patchs
패치	correctif
패치	patch
포트리스	forteresses
포트리스	forteresse
탐험	explorant
탐험	explorer
탐험	explorateurs
탐험	explorer
탐험	explorateur
탐험	expédition
탐험	expedition
탐험	découvrir
탐험	explorer
탐험	prospection
탐험	exploration
탐험	explorateurs
터치스톤	touchstone
대처	thatcher
덕이	doug
클라리넷	clarinette
제레미	jérémie
제레미	jeremy
제레미	jérémy
강아지	chiots
강아지	chiot
버터	beurre
버터	beurré
캐피탈	capitole
캐피탈	capitol
캐피탈	majuscule
캐피탈	capitaux
캐피탈	capitale
캐피탈	capital
예언자	prophète
예언자	prophètes
평형	équilibre
제곱	carré
제곱	carrés
제곱	square
제곱	carrées
마트	mart
면책	immunités
면책	immunité
앨리슨	allison
앨리슨	alison
쇼팽	chopin
애너하임	anaheim
자동화	automatisée
자동화	automatisé
자동화	automatiser
자동화	automatiser
자동화	automatisation
자동화	automation
나카이	nakai
매력적인	charmante
매력적인	charmant
매력적인	charmants
샤프	tranchant
샤프	pointu
샤프	sharp
신타로	shintaro
채워	remplissage
채워	remplissez
채워	remplir
백조자리	cygnus
백조자리	cygni
양곤	yangon
양곤	rangoon
마나	mana
폴로	polo
포츠머스	portsmouth
기차	train
기차	trains
강좌	cours
쿠키	biscuits
쿠키	cookies
쿠키	témoins
쿠키	biscuit
쿠키	cookie
쿠키	cookies
이오니아	ionienne
복잡도	complexité
발명	invente
발명	inventer
발명	invention
발명	inventions
발명	inventer
발명	inventés
발명	inventée
발명	inventé
발명	inventeur
편견	biais
편견	préjugé
편견	préjudice
편견	préjugé
편견	préjugés
조지타운	georgetown
버퍼	buffer
버퍼	tampon
버퍼	tampons
증인	témoins
증인	témoins
증인	témoin
모니카	monica
클라인	klein
응답하라	répondez
평화로운	pacifique
평화로운	paisible
평화로운	pacifiques
평화로운	paisibles
끝없는	infinie
끝없는	interminable
끝없는	interminables
끝없는	infini
이웃집	voisine
이웃집	voisin
더러운	méchant
더러운	vilain
더러운	méchante
더러운	vilaine
더러운	crasseux
더러운	cochonne
더러운	sale
더러운	sales
스프링필드	springfield
부서	département
노드	noeud
노드	nœud
노드	noeuds
노드	nœuds
박해	persécuter
박해	persécutions
박해	persécution
박해	oppression
바흐	bach
다무라	tamura
발전기	génératrices
발전기	générateurs
발전기	génératrice
발전기	générateur
트라이앵글	triangulaire
트라이앵글	triangle
트라이앵글	triangles
욕구	désir
욕구	désirs
욕구	désirer
욕구	désirs
선포	déclarées
선포	déclarée
선포	déclaré
선포	déclarés
선포	déclarer
선포	déclare
선포	déclarons
선포	déclarent
바벨	babel
타지키스탄	tadjik
타지키스탄	tadjikistan
스웨덴어	suédoise
스웨덴어	suédoises
스웨덴어	suédois
잠비아	zambie
잠비아	zambienne
잠비아	zambien
잠비아	zambie
길거리	rues
길거리	street
길거리	rue
길거리	rues
글로리아	gloria
흡혈귀	vampire
흡혈귀	vampires
레이아웃	disposition
레이아웃	agencement
스케치	esquisses
스케치	croquis
스케치	croquis
스케치	esquisse
스케치	esquisser
자극	stimulation
자극	stimulus
자극	relance
자극	stimulation
자극	stimulé
자극	stimulée
자극	stimulation
자극	stimuler
자극	stimulante
자극	stimulantes
자극	stimulant
자극	irritations
자극	irritation
갑옷	blindage
갑옷	armures
갑옷	armure
갑옷	blindage
갑옷	armures
갑옷	armure
평행	parallèlement
평행	parallèles
평행	parallèle
미드웨이	midway
슈트	costard
슈트	costume
현명한	sage
현명한	wise
김치	kimchi
시온	zion
시온	sion
나카하라	nakahara
아스타나	astana
노부유키	nobuyuki
수잔	susan
수잔	sylvie
장례	enfouissement
장례	inhumation
장례	enterrement
장례	funérailles
장례	obsèques
장례	funéraire
장례	enterrement
아라키	araki
프라이부르크	fribourg
그리스인	grecs
열기	ouverte
열기	ouvrez
열기	ouvert
열기	ouverture
열기	ouvrir
열기	ouvre
셔틀	shuttle
셔틀	navette
셔틀	navettes
셔틀	navettes
순교자	martyrs
순교자	martyr
순교자	martyre
피스	paix
정밀	précision
같음	égale
같음	égaux
같음	égales
같음	égal
샌드위치	sandwichs
샌드위치	sandwich
샌드위치	sandwichs
샌드위치	sandwiches
모의	maquette
모의	moquer
그라비아	gravure
센타우루스자리	centauri
에이전시	agence
바리	bari
아토스	athos
디렉터리	annuaire
디렉터리	annuaires
디렉터리	répertoire
디렉터리	dossiers
디렉터리	dossier
디렉터리	dépliant
디렉터리	annuaires
디렉터리	répertoires
떨어지지	tomber
떨어지지	automne
떨어지지	chute
떨어지지	fall
리어	lear
열정	enthousiasme
열정	enthousiaste
열정	enthousiaste
열정	enthousiastes
열정	passionnément
열정	passionnée
열정	passionné
열정	passionnés
열정	passions
열정	passion
열정	passions
이동식	amovible
이동식	amovibles
예배	adoration
예배	adoration
예배	culte
수백만	millions
미즈호	mizuho
글로브	globe
기린	girafe
기린	kirin
기린	girafes
수년	années
수년	ans
아이패드	ipad
파산	faillite
파산	banqueroute
파산	faillite
파산	faillites
파산	banqueroute
버펄로	buffle
버펄로	buffles
버펄로	buffalo
버펄로	bisons
버펄로	bison
이시바시	ishibashi
무작위로	aléatoirement
무작위로	random
무작위로	hasard
무작위로	aléatoire
무작위로	aléatoires
징병제	conscription
배경색	fond
배경색	contexte
이겨	beat
이겨	battez
이겨	battu
이겨	battre
이겨	battement
우울	dépressif
우울	déprimée
우울	déprimé
우울	déprimés
우울	déprimant
우울	mélancolique
우울	mélancolie
낙하산	parachute
낙하산	parachutisme
낙하산	parachutes
홀로코스트	holocauste
클론	clones
클론	clonage
클론	cloner
클론	clone
클론	clones
디스커버리	découverte
디스커버리	découvertes
디스커버리	discovery
우지	uji
테크	tech
샐리	sally
절약	sauver
절약	épargne
절약	économiser
알마티	almaty
곱셈	multiplication
곱셈	multiplication
곱셈	multiplie
곱셈	multiplier
스와	suwa
투르	circuits
투르	tours
투르	tournées
투르	visites
교정	correcteur
교정	correcteurs
교정	correctif
교정	correctives
교정	calibrage
교정	étalonnage
교정	calibration
교정	corriger
교정	correction
교정	rectification
교정	correcteur
교정	rectificatif
교정	corrigé
교정	corrigée
교정	corrigées
교정	corrigés
교정	rectifié
교정	bretelles
앙투안	antoine
리히텐슈타인	liechtenstein
리히텐슈타인	lichtenstein
변동이	variations
변동이	variante
변동이	variation
장례식	funérailles
장례식	obsèques
장례식	funéraire
장례식	enterrement
장례식	enterrements
장례식	funérailles
오데사	odessa
사모아	samoan
사모아	samoa
레이먼드	raymond
저널리스트	journaliste
저널리스트	journalistes
차드	tchadien
차드	tchadiens
차드	tchadienne
차드	tchadien
차드	tchad
차드	chad
장학금	bourses
장학금	bourse
무하마드	muhammad
무하마드	mahomet
불가사의	fushigi
체르노빌	tchernobyl
강력	puissant
강력	puissants
강력	puissante
강력	puissantes
해석학	analytiques
해석학	analytique
해석학	analyses
해석학	analyse
카사블랑카	casablanca
어디로	oú
어디로	où
커먼즈	commons
레지던트	résidente
레지던트	résidant
레지던트	résident
레지던트	résidents
레지던트	résidants
레지던트	habitants
레지던트	résidents
파라오	pharaons
파라오	pharaon
소음	bruits
소음	bruit
소음	bruits
공백	espaces
갇힌	coincé
갇힌	piégés
갇힌	piégée
갇힌	piégé
제조사	fournisseur
제조사	vendeur
제조사	constructeur
제조사	manufacturier
제조사	fabricant
레슬리	lesley
레슬리	leslie
에미레이트	émirat
에미레이트	émirats
에미레이트	emirats
에미레이트	emirates
응원	cheer
응원	cheerleader
응원	cheerleaders
응원	cheerleading
학대	sévices
학대	abus
학대	abuser
학대	maltraitance
올림포스	olympe
올림포스	olympus
세계화	mondialisation
세계화	globalisation
먹이	proies
먹이	proie
에리크	erik
에리크	éric
에리크	eric
퍼레이드	défilé
퍼레이드	parade
퍼레이드	défilés
퍼레이드	parades
리버티	liberty
리버티	liberté
로크	locke
투르크메니스탄	turkménistan
투르크메니스탄	turkmène
투르크메니스탄	turkmènes
기저	base
기저	fondement
포위전	siege
포위전	siège
코카콜라	coke
코카콜라	cocaïne
코카콜라	coca
흐른	baveux
오스트레일리아인	australiens
화합	harmonie
화합	harmony
포탈	portails
포탈	portal
포탈	portail
히브리	hébreu
히브리	hébreux
히브리	hébraïque
맥도날드	mcdonald
맥도날드	macdonald
윤리학	déontologie
윤리학	éthique
브레스트	brest
통치자	règle
통치자	dirigeant
통치자	souverain
낚시	peche
낚시	pêcher
낚시	pêche
밀리미터	millimètre
밀리미터	millimètres
밀리미터	millimètre
밀리미터	millimètres
밀리미터	millimètre
밀리미터	centimètre
밀리미터	millimètres
노퍽	norfolk
기울여	incliner
기울여	inclinaison
커스텀	personnalisé
커스텀	personnalisée
커스텀	personnalisés
커스텀	coutume
비참한	misérables
비참한	misérable
디랙	dirac
호환성	compatibilité
수마트라	sumatra
전망	prospect
전망	perspective
전망	perspectives
전망	outlook
전망	perspectives
전망	perspective
메콩	mékong
앨릭스	alex
거란	khitan
보나파르트	bonaparte
선덜랜드	sunderland
동정	compassion
동정	sympathie
동정	compassion
동정	compatissant
칼리아리	cagliari
전자공학	electronique
전자공학	électronique
수익	revenus
수익	revenu
수익	recettes
수익	rendements
수익	rendement
수익	gains
수익	salaire
수익	revenus
수익	bénéfices
수익	profits
수익	monétisation
검토하기	revue
검토하기	examen
검토하기	révision
랠프	ralph
전구	ampoule
전구	bulbe
아이오딘	iode
돌연변이	mutant
돌연변이	mutants
돌연변이	mutation
돌연변이	mutations
마크로스	macross
데이지	marguerite
데이지	daisy
토리	tory
토리	tori
무신론	athéisme
무신론	athée
무신론	athées
실험실	laboratoire
실험실	laboratoires
실험실	laboratoires
실험실	laboratoire
실험실	labo
실험실	lab
홈즈	holmes
페레스	peres
페레스	perez
페레스	pérez
간지	kanji
플랑드르	flamand
플랑드르	flamande
플랑드르	flamands
지우	limpide
지우	clair
지우	effacer
지우	efface
지우	effacer
반대편	opposé
반대편	opposée
반대편	contraire
반대편	opposés
수렴	convergence
프로그래머	programmeurs
프로그래머	programmeurs
프로그래머	programmeur
관광객	touriste
관광객	touristes
제럴드	gerald
제럴드	gérald
제럴드	jerald
습작	humide
습작	humides
도끼	hache
도끼	hachette
도끼	hache
도끼	haches
도끼	axe
월리스	wallace
재판소	tribunal
재판소	cour
둘레	périmètre
둘레	circonférence
상업용	commercial
상업용	commerciaux
상업용	commerciales
상업용	commerciale
수영장	pools
수영장	piscines
수영장	piscine
수영장	pool
이민자	immigrants
이민자	immigrés
이민자	immigrant
이민자	immigrée
이민자	immigré
환영	bienvenues
환영	bienvenue
환영	bienvenus
환영	bienvenu
데이먼	damon
자발적	volontaire
자발적	volontaires
황소	bull
황소	taureau
황소	taureaux
안달루시아	andalouse
안달루시아	andalou
음악원	véranda
음악원	conservatoire
화랑	galerie
화랑	gallerie
화랑	gallery
화랑	galeries
스택	empiler
스택	pile
스택	stack
큐슈	kyushu
에픽	épique
에픽	epic
에픽	épopée
블로거	blogger
블로거	blogueuse
블로거	blogueur
블로거	blogueurs
친구들이	amies
친구들이	amis
파인	pine
파인	pin
재무	financière
재무	financier
재무	financement
재무	finances
재무	finance
치과	dentiste
치과	dentistes
치과	dentistes
치과	dentaires
치과	dentaire
치과	dentisterie
알렌	alain
알렌	alan
인코딩	coder
인코딩	encodage
인코딩	encoder
인코딩	codage
인코딩	encodage
몰리	mollie
몰리	molly
몰리	morley
트루	tru
화살	flèches
화살	flèches
화살	arrow
화살	flèche
심리학자	psychologues
심리학자	psychologue
섹션	section
섹션	sections
햄릿	hameau
햄릿	hamlet
요시노부	yoshinobu
구문	phrase
구문	syntaxe
그린란드	groenland
루브르	louvre
초원	herbages
초원	meadow
초원	prairies
초원	pré
초원	prairie
무시	ignore
무시	ignorez
무시	ignorer
무시	jeter
무시	rejeter
무시	abandonner
무시	ignorer
무시	rejeter
무시	ignorée
무시	ignorées
무시	ignoré
무시	ignorés
땅콩	arachides
땅콩	cacahuètes
땅콩	arachide
땅콩	cacahuète
땅콩	écrou
땅콩	noix
땅콩	écrous
땅콩	nuts
땅콩	noix
땅콩	noisettes
땅콩	cacahuètes
땅콩	arachide
땅콩	arachides
닐스	nils
대표자	représentant
대표자	représentante
가끔은	quelquefois
가끔은	parfois
미러	rétroviseurs
미러	miroirs
미러	miroir
미러	miroirs
다카오카	takaoka
결제	paye
결제	payez
결제	payer
결제	paie
결제	payement
결제	paiements
결제	paiement
결제	paiement
결제	paiements
트럼프	atout
