del	del
grande	grote
grande	groot
grande	geweldig
grande	fantastisch
grande	grande
secolo	eeuw
guerra	oorlog
guerra	oorlogsvoering
guerra	oorlogvoering
sempre	altijd
fatto	made
fatto	gemaakt
fatto	gedaan
fatto	done
fatto	klaar
fatto	feit
volta	volta
erano	waren
storia	verhaal
storia	story
storia	geschiedenis
fine	einde
fine	beëindigen
fine	eind
seguito	gevolgd
seguito	volgde
seguito	gevolgde
aveva	hadden
aveva	had
aveva	gehad
album	album
album	albums
già	al
già	reeds
altre	overige
altre	andere
altre	ander
altre	overig
altre	overige
altre	andere
altre	overigen
altre	anderen
alcuni	enkele
alcuni	sommigen
alcuni	sommige
ancora	alweer
ancora	opnieuw
ancora	nogmaals
ancora	nog
senza	zonder
francese	frans
francese	fransen
francese	franse
seconda	tweede
finale	finale
finale	definitief
finale	finale
finale	einde
finale	eindigend
vita	life
vita	leven
vita	vita
vita	taille
vita	middel
titolo	titel
shift	shift
shift	verschuiving
shift	verschuiven
campionato	kampioenschap
campionato	campionato
ogni	elk
ogni	ieder
ogni	iedere
ogni	elke
ogni	elk
ogni	ieder
ogni	elke
mondo	mondo
mondo	wereld
tutto	alles
tutto	allen
tutto	alle
tutto	allemaal
tutto	alles
settembre	september
nazionale	nationaal
nazionale	nationale
italiana	italiaanse
italiana	italiaan
italiana	italiaans
circa	ongeveer
circa	over
circa	circa
altro	overige
altro	andere
altro	ander
altro	overig
altro	more
altro	meer
sotto	onder
sotto	hieronder
sotto	onder
sotto	under
wikipedia	wikipedia
calcio	voetballen
calcio	voetbal
calcio	voetballen
calcio	voetbal
calcio	calcium
famiglia	familie
famiglia	gezin
oltre	over
inoltre	ook
numero	nummer
numero	aantal
numero	getal
milano	milaan
via	weg
via	via
posto	plaats
ottobre	oktober
ottobre	october
maggio	mogen
maggio	may
maggio	mei
maggio	mag
maggio	moge
ruolo	rol
gennaio	januari
modo	manier
modo	way
nuovo	nieuw
nuovo	nieuwe
perché	want
perché	omdat
perché	waarom
casa	huis
casa	thuis
casa	home
casa	huis
casa	startpagina
generale	algemene
generale	generaal
generale	algemeen
marzo	maart
marzo	marcheren
squadra	squad
squadra	team
squadra	team
dicembre	december
caso	geval
caso	case
caso	zaak
sue	aanklagen
sue	sue
giugno	juni
giugno	june
questi	deze
agosto	august
agosto	augustus
agosto	aug
luglio	juli
politico	politica
politico	politicus
politico	politiek
politico	politieke
opera	opera
opera	opus
fra	fra
fra	tussen
aprile	april
pagina	bladzijde
pagina	pagina
periodo	tijdvak
periodo	periode
novembre	november
giovanni	giovanni
giovanni	johannes
giovanni	john
grazie	thnx
grazie	thanks
grazie	bedankt
insieme	samen
lui	hem
morte	dood
morte	doods
morte	overlijden
maria	marie
maria	mary
maria	maria
maria	marja
maria	maria
nuova	nieuw
nuova	nieuwe
febbraio	februari
febbraio	feb
john	johannes
john	john
centro	centrum
centro	centreren
centro	centrum
centro	centreren
inglese	engels
inglese	engelsen
quattro	four
quattro	vier
interno	interieur
interno	binnenland
interno	intern
interno	inwendig
interno	binnenste
interno	innerlijke
interno	innerlijk
attività	activiteiten
attività	activiteit
attività	activiteit
alcune	enkele
alcune	sommigen
alcune	sommige
tutte	allen
tutte	alle
tutte	allemaal
tutte	alles
edizione	editie
edizione	uitgave
infatti	inderdaad
qui	hier
nord	noorden
nord	noord
nord	nord
diretto	geregisseerd
diretto	gerichte
diretto	regisseerde
diretto	rechtstreeks
diretto	directe
diretto	direct
diretto	rechtstreekse
esempio	voorbeeld
ultimo	laatste
sfondo	achtergrondinformatie
sfondo	achtergrond
versione	versie
provincia	provincie
attore	actor
attore	acteur
coppa	coppa
coppa	kopje
coppa	beker
forma	shape
forma	vorm
forma	form
forma	vorm
forma	formulier
codice	codex
codice	wetboek
codice	code
oggi	vandaag
base	base
base	basis
base	grondslag
trova	vinden
trova	zoek
trova	vind
trova	vindt
punto	punto
punto	punt
punto	point
tuttavia	echter
figlio	zoon
figlio	son
corso	koers
corso	cursus
corso	corso
corso	corsicaanse
allenatore	trainer
allenatore	opleider
allenatore	trainer
allenatore	coach
allenatore	coachen
allenatore	koets
molti	veel
molti	velen
molti	vele
sistema	systeem
sistema	stelsel
società	samenleving
società	genootschap
società	maatschappij
società	gezelschap
società	bedrijf
società	onderneming
maggiore	majoor
maggiore	major
maggiore	hoofdvak
club	club
regione	regio
sud	sud
sud	zuidelijk
sud	zuid
sud	zuiden
discussione	discussie
discussione	discussies
discussione	discussie
discussione	debat
padre	vader
padre	padre
linea	line
linea	lijn
linea	linea
santa	heilige
santa	kerstman
santa	santa
pubblicato	gepost
pubblicato	geplaatste
pubblicato	geplaatst
pubblicato	gepubliceerd
pubblicato	verschenen
pubblicato	gepubliceerde
pubblicato	uitgegeven
carlo	karel
carlo	charles
carlo	carl
carlo	carlo
carlo	karl
progetto	project
primi	eerste
primi	eerst
possono	kan
possono	kunt
possono	kunnen
mai	mai
mai	moi
mai	nooit
mai	never
sito	site
lungo	lang
lungo	lange
lungo	long
uso	gebruik
uso	gebruiken
uso	gebruik
tedesco	duits
tedesco	duitse
uniti	united
uniti	verenigde
uniti	verenigd
lavoro	job
lavoro	baan
lavoro	werk
lavoro	arbeid
lavoro	werken
isbn	isbn
giorno	dag
giorno	dagje
principale	belangrijkste
principale	voornaamste
principale	main
termine	term
spesso	regelmatig
spesso	veelvuldig
spesso	frequent
spesso	vaak
spesso	dikwijls
spesso	vaak
regno	koninkrijk
regno	regeren
regno	heerschappij
regno	regeerperiode
ben	ben
specie	diersoort
specie	diersoorten
specie	soorten
specie	soort
persone	personen
persone	mensen
persone	personen
pagine	bladzijden
pagine	bladzijde
pagine	pagina
volte	tijden
volte	times
set	instellen
set	set
set	ingesteld
inizio	start
inizio	begin
inizio	starten
inizio	beginnen
inizio	begin
jpg	jpg
episodio	episode
episodio	aflevering
rispetto	respecteer
rispetto	respect
rispetto	respecteren
francesco	frans
francesco	francis
francesco	franciscus
francesco	francesco
posizione	positie
genere	genre
genere	geslacht
queste	deze
presidente	president
presidente	voorzitter
presidente	voorzitter
cosa	wat
militare	militairen
militare	militair
militare	militaire
militare	krijgsmacht
uomo	man
meno	minus
meno	minder
meno	minder
campo	veld
campo	campo
giorni	dagen
giorni	days
carriera	carrière
carriera	carriere
carriera	loopbaan
carriera	carrière
carriera	carrières
carriera	loopbaan
mar	mar
scritto	schriftelijke
scritto	geschreven
scritto	schreven
scritto	schreef
ora	nu
territorio	grondgebied
territorio	territorium
gen	gen
gran	gran
antonio	anthony
antonio	antonius
antonio	antony
antonio	antonius
antonio	antonio
giuseppe	jozef
giuseppe	joseph
giuseppe	giuseppe
diversi	verschillend
diversi	verschillende
diversi	anders
diversi	meerdere
diversi	verschillende
diversi	verscheidene
quasi	bijna
quasi	quasi
quasi	bijna
data	datum
data	gegevens
data	data
terra	aarde
terra	earth
terra	grond
terra	land
terra	terra
presente	aanwezig
presente	heden
presente	presenteren
presente	presenteer
soprattutto	voornamelijk
soprattutto	hoofdzakelijk
soprattutto	vooral
soprattutto	voornamelijk
soprattutto	hoofdzakelijk
soprattutto	meestal
soprattutto	vooral
allora	dan
allora	daarna
successo	succes
successo	success
opere	werkt
opere	werken
ordine	orde
ordine	bestellen
ordine	order
ordine	bestelling
categoria	categorie
epoca	tijdperk
produzione	produktie
produzione	productie
strada	straat
strada	weg
corpo	lichaam
corpo	body
col	col
col	kol
quest	zoektocht
quest	quest
quest	queeste
scrittore	schrijver
scrittore	schrijfster
lug	lug
file	bestanden
file	dossiers
file	dossier
file	bestand
ultima	laatste
cura	genezen
cura	kuur
cura	geneesmiddel
cura	genezing
cura	zorg
cura	care
cura	verzorging
francia	frankrijk
lingua	lingua
lingua	taal
lingua	taalgebruik
zona	gebied
zona	zone
zona	gebied
zona	oppervlakte
livello	laag
livello	niveau
livello	level
battaglia	battle
battaglia	slag
battaglia	strijd
battaglia	gevecht
battaglia	veldslag
premio	premium
premio	premie
premio	onderscheiding
premio	gunning
attrice	actrice
ott	ott
disciplina	discipline
momento	moment
momento	ogenblik
mag	mag
sui	sui
studio	studeer
studio	studeren
studio	studie
studio	bestuderen
studio	atelier
studio	studio
oro	oro
oro	goud
singolo	alleenstaande
singolo	single
singolo	alleenstaand
singolo	vrijgezel
paese	land
diverse	verschillend
diverse	verschillende
diverse	anders
successivamente	vervolgens
cantante	zanger
cantante	singer
cantante	zangeres
arte	kunst
età	ouderdom
età	leeftijd
storico	historische
storico	historisch
storico	historicus
storico	historisch
storico	historische
vescovo	loper
vescovo	bisschop
vescovo	bishop
york	york
squadre	ploegen
squadre	teams
precedente	precedent
precedente	voorgaande
precedente	vorig
precedente	vorige
precedente	eerdere
area	gebied
area	oppervlakte
episodi	afleveringen
chi	chi
chi	wie
chi	who
paolo	paolo
paolo	paulus
paolo	paul
possibile	mogelijke
possibile	mogelijk
nov	nov
avere	heb
avere	hebben
servizio	dienst
servizio	service
regista	directeur
regista	director
regista	regisseur
regista	filmmaker
punti	puntjes
punti	stippen
punti	punten
fosse	fosse
repubblica	republiek
governo	regering
governo	overheid
dato	gegeven
dato	gaf
originale	oorspronkelijke
originale	origineel
originale	originele
apr	apr
grandi	large
grandi	groot
grandi	grote
grandi	grandi
grandi	groot
grandi	geweldig
grandi	fantastisch
grandi	big
grandi	groot
grandi	grote
palazzo	palazzo
palazzo	paleis
giocatore	speler
giocatore	player
università	universiteiten
università	universiteit
isola	eiland
capo	cape
capo	kaap
capo	chef
capo	chief
capo	opperhoofd
capo	capo
capo	baas
capo	boss
musica	muziek
divisione	divisie
divisione	afdeling
divisione	deling
divisione	division
luogo	plaats
ago	naald
dic	dec
dic	dic
iii	iii
napoli	napels
parigi	parijs
nonostante	niettegenstaande
nonostante	ondanks
sembra	lijkt
sembra	looks
sembra	lijkt
gioco	wedstrijd
gioco	spel
gioco	spelletje
terzo	derde
terzo	third
ufficiale	ambtenaar
ufficiale	officiële
ufficiale	officieel
ufficiale	officier
ufficiale	agent
luigi	louis
luigi	lodewijk
luigi	louie
luigi	luigi
vittoria	win
vittoria	winnen
vittoria	vittoria
vittoria	zege
vittoria	overwinning
vittoria	victorie
vittoria	victory
vittoria	victoria
internazionale	internationaal
divenne	werden
divenne	werd
porta	deur
porta	porta
sei	zes
sei	six
sei	sei
presenti	aanwezig
presenti	heden
presenti	presenteren
presenti	presenteer
popolazione	bevolking
popolazione	populatie
america	amerika
origine	herkomst
origine	oorsprong
prodotto	product
prodotto	produkt
presenza	aanwezigheid
libro	boek
scuola	school
immagine	foto
immagine	imago
immagine	beeld
immagine	afbeelding
esercito	militairen
esercito	militair
esercito	militaire
esercito	krijgsmacht
esercito	leger
esercito	landmacht
deve	moeten
deve	moet
autore	auteur
autore	schrijver
classifica	rangschikking
classifica	ranglijst
classifica	rangschikken
classifica	klassement
classifica	klassement
classifica	ranglijst
personaggio	persona
personaggio	personage
personaggio	karakter
importante	belangrijke
importante	belangrijk
torneo	toernooi
torneo	tournament
torneo	tornooi
propria	eigen
firenze	florence
comunità	gemeenschap
comunità	community
giovane	jonge
giovane	jong
giovane	young
madre	moeder
madre	moedertje
stazione	station
presenta	presenteert
presenta	cadeaus
presenta	cadeautjes
vari	diverse
vari	verschillende
vari	diversen
vari	diverse
vari	divers
pietro	pete
pietro	pietro
pietro	petrus
pietro	peter
studi	studies
fonte	bron
acqua	water
torino	turijn
cinque	vijf
cinque	five
cinque	cinque
basso	laag
basso	low
basso	lage
basso	basgitaar
basso	baars
basso	bas
basso	bass
partito	feest
partito	partij
partito	feestje
partito	party
unità	units
unità	eenheden
unità	eenheid
unità	eenheid
unità	unit
fonti	bronnen
marcatori	marker
marcatori	markering
marcatori	stift
marcatori	markers
politica	politiek
lei	lei
lei	ze
lei	zij
metà	helft
metà	half
metri	meters
metri	meter
metri	meter
metri	meters
metri	meter
alto	alto
alto	high
alto	hoog
alto	hoge
alto	tall
top	top
top	bovenste
top	bovenkant
testo	tekst
tour	rondreis
tour	tour
tour	rondleiding
tour	tournee
tour	rondreizen
tour	tours
tour	excursie
dati	gegevens
dati	data
teatro	bioscoop
teatro	theater
teatro	theater
procedura	procedure
cardinale	kardinaal
unico	unique
unico	unieke
unico	uniek
papa	papa
papa	pappa
papa	paus
uomini	mannen
visto	gezien
visto	visum
visto	visa
ricerca	zoektocht
ricerca	zoeken
ricerca	doorzoeken
ricerca	zoek
ricerca	zoekopdracht
ricerca	onderzoek
ricerca	research
principali	belangrijkste
principali	voornaamste
principali	main
massimo	max
massimo	massimo
massimo	maximus
massimo	maximale
massimo	maximaal
massimo	maximum
stile	stijl
stile	style
germania	duitsland
donna	vrouw
donna	woman
donna	donna
donna	vrouwelijke
donna	vrouw
donna	vrouwtje
donna	vrouwelijk
superficie	bovengronds
superficie	oppervlak
alta	high
alta	hoog
alta	hoge
alta	tall
alta	alta
castello	castello
castello	kasteel
distretto	district
nota	noot
nota	briefje
nota	notitie
nota	opmerking
mesi	maandenlang
mesi	maanden
moglie	vrouw
moglie	echtgenote
ritorno	terugkeer
ritorno	retour
ritorno	return
ritorno	terugkeren
ritorno	terug
ritorno	rug
ritorno	back
costruzione	bouw
costruzione	constructie
costruzione	bouwnijverheid
costruzione	opbouw
costruzione	bouwen
subito	onmiddellijk
subito	direct
subito	onmiddelijk
totale	totaal
canzone	nummer
canzone	song
canzone	zang
canzone	lied
canzone	liedje
vista	vista
vista	weergave
vista	uitzicht
vista	bekijk
vista	bekijken
detto	zei
detto	gezegd
detto	said
attuale	huidig
attuale	huidige
attuale	actueel
note	toelichting
note	aantekeningen
note	notities
note	noten
varie	diverse
varie	verschillende
varie	diversen
varie	diversen
varie	diverse
varie	divers
altezza	hoogte
altezza	lengte
band	band
chitarra	guitar
chitarra	gitaar
robert	robert
est	oosten
est	oost
est	est
fiume	rivier
fiume	river
musicale	muzikale
musicale	musical
musicale	muzikaal
figlia	dochter
realtà	realiteit
realtà	realiteiten
realtà	werkelijkheid
realtà	realiteit
fuori	buiten
fuori	buitenkant
fuori	eruit
fuori	uit
fuori	out
monte	mount
monte	aankoppelen
monte	monte
contea	county
contea	graafschap
contea	gouw
contea	shire
museo	museum
forse	misschien
forse	misschien
protagonista	hoofdpersoon
legge	wet
mario	mario
mario	marius
molte	veel
molte	velen
molte	vele
stadio	stadio
stadio	stadion
stadio	stadium
fase	fase
classe	klasse
classe	class
classe	klas
amore	love
amore	liefs
amore	liefde
michael	michiel
michael	michaël
michael	michael
fratello	bro
fratello	broeder
fratello	broer
fratello	broertje
sviluppo	ontwikkeling
prime	prime
prime	priemgetal
pittore	kunstschilder
pittore	schilder
comuni	gemeenten
comuni	gemeenschappelijk
comuni	vaak
pubblico	doelgroep
pubblico	publiek
pubblico	publiek
pubblico	openbaar
venezia	venetie
venezia	venetië
infine	eindelijk
infine	uiteindelijk
media	media
media	gemiddelde
media	gemiddeld
media	medium
media	middellange
media	middelgrote
media	middelgroot
struttura	structuur
gray	gray
gray	grijze
gray	grijs
paesi	landen
personaggi	personages
personaggi	tekens
personaggi	karakters
londra	londen
gara	race
gara	ras
sopra	hierboven
sopra	boven
formazione	trainen
formazione	training
formazione	opleiding
formazione	formatie
formazione	vorming
marco	marcus
marco	marco
marco	markeren
marco	merkteken
marco	markeer
marco	mark
world	wereld
probabilmente	waarschijnlijk
sant	sant
bene	prima
bene	lekker
bene	goed
bene	nou
bene	wel
britannico	britten
britannico	britse
britannico	brits
romano	roman
romano	romeinse
romano	romeins
romano	romano
informazioni	gegevens
informazioni	informatie
utente	gebruiker
italiani	italianen
italiani	italiaanse
italiani	italiaan
italiani	italiaans
locale	lokale
locale	plaatselijk
locale	lokaal
james	james
james	jacobus
video	filmpje
video	video
video	filmpjes
video	videos
giochi	games
giochi	spelletjes
giochi	spellen
disco	schijf
disco	disk
disco	diskette
disco	schijf
disco	disc
disco	disco
conte	earl
conte	graaf
conte	telling
conte	graaf
conte	tellen
conte	tel
conte	conte
giapponese	japans
giapponese	japanners
giapponese	japanse
direttore	directeur
direttore	director
direttore	regisseur
direttore	directeur
direttore	warden
peso	gewicht
peso	peso
meglio	better
meglio	beter
meglio	best
meglio	beste
figli	zoons
figli	sons
figli	zonen
figli	kinderen
avevano	hadden
avevano	had
avevano	gehad
piccolo	kleine
piccolo	klein
piccolo	smal
piccolo	kleine
piccolo	weinig
piccolo	little
piccolo	klein
piccolo	piccolo
campionati	kampioenschappen
unica	unique
unica	unieke
unica	uniek
importanti	belangrijke
importanti	belangrijk
von	von
terza	derde
terza	third
occasione	gelegenheid
programma	programma
programma	programmeren
programma	programma
barra	barra
nominato	aangesteld
nominato	benoemde
nominato	benoemd
nominato	voorgedragen
nominato	genomineerd
noto	bekende
noto	gekend
noto	gekende
noto	bekend
noto	noto
testa	testa
testa	hoofd
testa	head
testa	hoofden
testa	koppen
testa	kop
romanzo	roman
potrebbe	kan
potrebbe	kon
jean	jean
forte	forte
forte	sterk
forte	sterke
forte	sterken
forte	fort
forze	forces
forze	krachten
numerosi	talrijk
numerosi	talrijke
william	willem
william	william
impero	keizerrijk
impero	rijk
impero	imperium
impero	empire
diritto	wet
start	start
start	begin
start	starten
start	beginnen
mare	mare
mare	merrie
mare	zee
unione	union
unione	vakbond
unione	unie
unione	samenvoeging
unione	samenvoegen
star	ster
star	star
piazza	vierkante
piazza	vierkant
piazza	plein
piazza	piazza
potere	macht
potere	kracht
potere	power
potere	vermogen
rgb	rgb
presenze	aanwezigheid
presenze	opkomst
senso	zintuig
rete	net
rete	netto
rete	netwerk
lato	kant
lato	zijde
lato	side
lato	zijkant
forza	sterkte
forza	kracht
forza	forceren
forza	kracht
forza	force
superiore	upper
superiore	bovenste
superiore	opper
superiore	superior
superiore	superieure
superiore	superieur
superiore	hogere
superiore	hoger
breve	kort
breve	short
breve	korte
breve	kort
breve	beknopt
breve	korte
lavori	werk
lavori	arbeid
lavori	werken
spagnolo	spaanse
spagnolo	spaans
van	busje
fronte	front
fronte	voorkant
fronte	voorzijde
fronte	voorhoofd
ovest	west
ovest	westen
ovest	westelijk
andrea	andreas
andrea	andrea
andrea	andrew
nato	born
nato	geboren
nato	nato
nato	navo
dipartimento	departement
dipartimento	afdeling
controllo	controle
controllo	control
don	don
passato	voorbij
passato	verleden
caratteristiche	karakteristieken
caratteristiche	kenmerken
caratteristiche	eigenschappen
caratteristiche	functies
caratteristiche	kenmerken
edizioni	edities
edizioni	uitgave
dire	say
dire	zeg
dire	zeggen
guida	handleiding
guida	gids
diocesi	bisdom
gridcolor	gridcolor
consiglio	raad
villa	vakantiewoning
mappa	plattegrond
mappa	kaart
membri	leden
pari	peer
pari	gelijken
pari	gelijk
pari	equal
pari	gelijke
giorgio	giorgio
giorgio	joris
giorgio	george
problemi	vervloekingen
problemi	problemen
antica	antiek
antica	antieke
problema	probleem
milioni	miljoenen
mano	hand
chiamato	belde
chiamato	genoemd
chiamato	gebeld
migliore	better
migliore	beter
migliore	best
migliore	beste
pochi	weinigen
pochi	paar
pochi	weinig
parti	onderdelen
parti	delen
giornalista	journalisten
giornalista	journaliste
giornalista	journalist
giornalista	verslaggeefster
giornalista	verslaggever
giornalista	journaliste
giornalista	journalist
giornalista	reporter
mio	mijne
mio	mio
festival	festival
civile	civiele
civile	burgerlijke
civile	burgerlijk
civile	civiel
civile	civiel
evoluzione	evolution
evoluzione	ontwikkeling
evoluzione	evolutie
valle	valle
valle	vallei
luce	light
luce	lichte
luce	licht
luce	luce
league	league
league	liga
lista	lijstje
lista	lijst
compositore	componist
sezione	afdeling
sezione	sectie
ultimi	laatste
ultimi	nieuwste
ultimi	laatste
attualmente	momenteel
ore	openingstijden
ore	uren
ore	uur
edificio	bouwen
dio	dio
casi	gevallen
inizia	begint
inizia	start
inizia	begin
inizia	starten
inizia	beginnen
inizia	begin
inizia	beginnen
inizia	begint
sinistra	linkse
sinistra	linker
sinistra	links
modello	model
modello	sjabloon
modello	template
istituto	instituut
aeroporto	vliegveld
aeroporto	luchthaven
velocità	snelheid
velocità	speed
velocità	toerental
velocità	luchtsnelheid
velocità	snelheden
certo	zeker
imperatore	keizer
movimento	bewegingen
movimento	verplaatsing
movimento	beweging
motore	engine
motore	motor
motore	motorische
motore	motor
femminile	vrouwelijke
femminile	vrouwelijk
femminile	vrouwelijke
femminile	vrouw
femminile	vrouwtje
femminile	vrouwelijk
vero	waar
vero	true
vero	klopt
piccola	baby
piccola	schat
piccola	schatje
piccola	kleine
piccola	klein
piccola	smal
piccola	kleine
piccola	weinig
piccola	little
piccola	klein
piccola	schat
piccola	babe
nuovi	nieuw
nuovi	nieuwe
style	stijl
style	style
valore	waarde
gruppi	groepen
bologna	bologna
inizialmente	aanvankelijk
love	love
love	liefs
love	liefde
cultura	cultuur
spazio	ruimte
spazio	spatie
troppo	ook
alessandro	alessandro
alessandro	aleksandr
alessandro	alexander
amico	maat
amico	dude
amico	kerel
amico	gast
amico	gozer
amico	vriendin
amico	vriend
membro	lid
rock	rotsen
rock	rots
rock	steen
rock	rock
doppio	dubbel
doppio	dubbele
doppio	tweepersoons
doppio	verdubbelen
doppio	double
doppio	verdubbelt
doppio	dubbelspel
formato	indeling
formato	opmaak
formato	format
formato	formatteren
formato	formaat
vinto	gewonnen
vinto	won
mezzo	helft
mezzo	half
lunghezza	lengte
processo	proces
processo	verwerken
processo	beproeving
processo	proces
processo	rechtzaak
processo	rechtszaak
processo	proef
attacco	attack
attacco	aanvallen
attacco	aanval
giro	giro
proprietà	eigenschap
proprietà	eigendom
proprietà	vastgoed
proprietà	eigendommen
proprietà	eigenschappen
proprietà	eigendom
partita	wedstrijd
partita	spel
partita	spelletje
interpretato	geïnterpreteerd
spagna	spanje
utilizzato	gebruikt
utilizzato	gebruikte
morì	gestorven
morì	overleden
morì	stierf
titoli	effecten
titoli	waardepapieren
titoli	titels
http	http
colore	kleuren
colore	kleur
colore	kleur
vicino	buurvrouw
vicino	buurland
vicino	buur
vicino	buurman
vicino	buurvrouw
vicino	buur
vicino	buurman
vicino	nabijgelegen
vicino	dichtbij
orientale	oosten
orientale	oost
orientale	oosters
orientale	oosterse
orientale	oostelijk
orientale	oostelijke
antico	antiek
antico	antieke
antico	ouwe
antico	oude
antico	oud
man	man
principe	prince
principe	prins
notte	avond
notte	nacht
notte	avondje
dice	zegt
mese	maandje
mese	maand
des	des
nuove	nieuw
nuove	nieuwe
cancellazione	annulering
cancellazione	verwijdering
cancellazione	schrapping
batteria	accu
batteria	batterij
batteria	drumstel
batteria	trommels
batteria	trom
batteria	drums
batteria	vaten
immagini	beelden
immagini	afbeeldingen
immagini	plaatjes
argento	zilver
argento	zilveren
argento	silver
poeta	dichter
tempi	tijden
tempi	times
persona	persoon
persona	person
persona	persona
rosso	rode
rosso	rood
massima	maximale
massima	maximaal
massima	maximum
massima	maxim
russo	russisch
russo	rus
russo	russische
russo	russo
occidentale	west
occidentale	westen
occidentale	westelijk
occidentale	western
occidentale	westelijk
comando	commando
comando	opdracht
bianco	wit
bianco	witte
bianco	leeg
bianco	blanco
pur	pur
licenza	rijbewijs
licenza	licentie
licenza	vergunning
licenza	rijbewijs
licenza	licentie
template	sjablonen
template	sjabloon
template	template
reti	netten
reti	netwerken
funzione	functie
numerose	talrijk
numerose	talrijke
scena	scène
scena	scene
cinema	films
cinema	bioscoop
cinema	bioscoop
cinema	bioscopen
cinema	bioscoop
cinema	bioscopen
cinema	cinema
associazione	vereniging
associazione	associatie
mia	mia
riferimento	referentie
riferimento	verwijzing
simile	vergelijkbaar
simile	vergelijkbare
simile	soortgelijk
simile	soortgelijke
simile	gelijkaardig
ragazza	meis
ragazza	meisje
ragazza	meid
ragazza	girl
thomas	thomas
utenti	gebruikers
utenti	gebruiker
elementi	elementen
franco	franc
franco	franco
franco	frank
entrambi	allebei
entrambi	beiden
entrambi	beide
arcivescovo	aartsbisschop
enrico	harry
enrico	enrico
enrico	hendrik
enrico	henry
torre	torre
torre	tower
torre	toren
reale	real
reale	echte
reale	echt
reale	reëel
reale	koninklijke
reale	royal
reale	koninklijk
vol	vol
corte	corte
corte	hof
compagnia	gezelschap
compagnia	bedrijf
compagnia	onderneming
der	der
produttore	producent
produttore	producer
produttore	producent
produttore	fabrikant
azione	action
azione	optreden
azione	aktie
azione	actie
risultati	uitslagen
risultati	resultaat
risultati	resultaten
interesse	belangstelling
interesse	rente
interesse	belang
interesse	interesse
aggiornato	geactualiseerd
aggiornato	bijgewerkt
campione	sample
campione	steekproef
campione	monster
campione	kampioen
campione	champ
campione	kampioen
live	leef
live	live
live	leven
piuttosto	liever
donne	vrouwen
decide	beslis
decide	beslissen
parla	spreekt
parla	talk
parla	praten
parla	praat
parla	spreek
parla	spreken
truppe	troepen
truppe	troep
truppe	troepen
possibilità	mogelijkheden
possibilità	chance
possibilità	kans
possibilità	mogelijkheid
lunga	lang
lunga	lange
lunga	long
nero	zwarte
nero	black
nero	zwart
nero	nero
roberto	robert
roberto	roberto
destra	juist
destra	recht
destra	rechts
difesa	verdediging
difesa	defensie
difesa	verdedigen
difesa	verdediging
difesa	verweerschrift
difesa	defensie
difesa	verweer
americano	americano
americano	amerikaan
americano	amerikaans
americano	amerikaanse
accordo	overeenkomst
accordo	akkoord
personale	persoonlijke
personale	persoonlijk
personale	personeel
personale	personeelszaken
personale	personeel
dimensioni	afmetingen
dimensioni	dimensies
dimensioni	grootte
dimensioni	afmeting
dimensioni	omvang
dimensioni	formaat
dimensioni	maat
