dhe	en
dhënë	gegee
dhënë	toegestaan
faqja	blad
faqja	bladsy
krijuar	geskep
zona	sone
zona	omgewing
zona	gebied
zona	oppervlakte
zona	area
këshilltarëve	raadslede
vit	jaar
shpesh	gereeld
shpesh	gereeld
shpesh	dikwels
përfshirë	ingesluit
megjithatë	nogsteeds
megjithatë	egter
data	datum
kryesor	hoof
kryesor	primêr
kryesor	primary
kryesor	primêre
kryesor	belangrikste
emri	naam
emri	benoem
emri	gebruikernaam
jane	jane
new	nuut
new	nuwe
isbn	isbn
zakonisht	gewoonlik
reja	nuut
reja	nuwe
federal	federale
federal	federal
qarkun	provinsie
qarkun	county
qendër	sentreer
qendër	gesentreer
qendër	sentreer
ana	ana
ana	anna
republika	republiek
iii	iii
provinca	provinsie
der	der
fjalë	woord
fjalë	woorde
ndodhet	geleë
amerikan	amerikaans
amerikan	american
amerikan	amerikaanse
osmane	ottoman
pjesa	deel
pjesa	gedeelte
ndonjë	enige
caps	caps
gjë	ding
ali	ali
shkruar	geskryf
kulturore	kulturele
mesme	middelste
mesme	midde
mesme	medium
shqip	albanees
numër	nommer
numër	getalle
numër	getal
atëherë	then
atëherë	dan
mjaft	genoeg
bazë	base
bazë	onderliggende
bazë	basis
bazë	basies
bazë	basic
bazë	basiese
kohe	tyd
kohe	tydstip
ndërtuar	bou
nëpërmjet	via
solid	soliede
solid	solied
fshati	village
fshati	dorpie
vite	jare
forcat	magte
vdiq	gesterf
vdiq	oorlede
sipërfaqja	hull
jug	suid
atyre	hulle
lidhur	verbind
ushtarake	militêre
veri	noorde
veri	noord
papa	pous
popullore	gewild
popullore	gewilde
numri	nommer
numri	getalle
numri	getal
atij	hom
përveç	behalwe
përveç	except
përveç	uitgesonderd
vepra	opus
vepra	deeds
asaj	haar
vërtetë	regte
vërtetë	egte
përmes	via
arriti	gearriveer
arriti	aangekom
botë	wêreld
spanjë	spanje
ndërkombëtare	internasionaal
ndërkombëtare	internasionale
shqipëria	albanië
sidomos	veral
tretë	derde
veriore	noordelike
veriore	northern
merr	neem
merr	tree
merr	vat
merr	kry
formë	vorm
formë	vorms
kisha	kerke
kisha	kerk
veçantë	spesiaal
shteti	country
shteti	land
shteti	staat
shteti	deelstaat
shteti	provinsie
shteti	toestand
shteti	spasie
vende	plekke
vende	sitplekke
ndeshje	pas
ndeshje	passing
ndeshje	ooreenstem
ndeshje	ooreenstemming
njerëzit	mense
ende	steeds
ende	nogsteeds
maqedonisë	masedonië
fitoi	gewen
vendi	country
vendi	land
vendi	plek
http	http
faqe	cheek
faqe	blad
faqe	bladsy
faqe	bladsye
faqe	blaaie
faqe	bladsy
jeta	lewe
popullsia	bevolking
popullsia	populasie
kryetar	speaker
kryetar	luidspreker
kryetar	spreker
kryetar	burgemeester
kryetar	chairman
luajtur	gespeel
shtëpi	house
shtëpi	huis
shtëpi	huise
shtëpi	tuis
shtëpi	huistoe
shtëpi	tuisblad
shtëpi	huis
gjuhë	tale
gjuhë	tong
historike	historiese
historike	geskiedkundige
historike	historiese
fetare	godsdienstige
fetare	religieuse
fetare	gelowige
perëndimore	wes
perëndimore	westerse
perëndimore	western
perëndimore	westelike
tri	drie
shembull	voorbeelde
shembull	voorbeeld
ekonomike	ekonomiese
tilla	wyl
tilla	sulke
saint	heilige
saint	saint
asnjë	beweeg
asnjë	reflekteer
plotë	vol
plotë	volle
rajoni	streek
rajoni	distrik
shkolla	skole
shkolla	skool
afër	naby
afër	toemaak
afër	sluit
then	vaal
then	faal
then	fail
drejt	teenoor
lindje	oos
historia	berig
historia	geskiedenis
historia	history
film	fliek
film	rolprent
film	rolprent
figura	prent
figura	beelde
figura	figure
figura	figuur
zoti	god
zoti	here
kosova	kosovo
gjuha	tong
studimet	studeer
studimet	studies
familje	familie
familje	gesin
duket	blyk
duket	lyk
tha	gesê
anë	kant
gjerë	wyd
greke	griekse
qëllim	aspris
city	stad
tempulli	tempel
tempulli	temple
kane	kane
von	von
lufta	oorlog
rast	kas
rast	geval
vjen	oppad
grupi	band
grupi	musiekgroep
grupi	groep
grupi	groepeer
pare	gesien
itali	italië
arritur	bereik
shumica	meerderheid
rëndësishëm	instrumenteel
svg	svg
shkencore	wetenskaplike
shkencore	wetenskaplik
autor	skrywer
autor	outeur
përpara	ahead
përpara	vorentoe
përpara	voor
përpara	before
punës	arbeid
tregon	vertonings
tregon	programme
tonë	ons
njerëz	mense
jugore	suidelike
botuar	gepubliseer
pesë	vyf
anëtar	lid
prandaj	daarom
lloji	tipe
lloji	tik
emër	werkwoord
emër	naam
emër	benoem
emër	gebruikernaam
ibn	ibn
grup	groep
grup	groepeer
mali	berg
mali	mount
mali	monteer
mali	mali
zhvillimin	ontwikkeling
john	johannes
john	john
vendet	sitplekke
vendet	plekke
vendet	lande
poshtë	ondertoe
poshtë	neer
poshtë	af
poshtë	onder
poshtë	hieronder
poshtë	onderstaande
poshtë	bodem
poshtë	onder
poshtë	onderkant
poshtë	bottom
fjala	woord
qendrore	sentrale
qendrore	sentraal
jep	toelaes
jep	gee
wikipedia	wikipedia
bashkë	gekuier
bashkë	saam
hershme	vroeg
hershme	vroeë
jugut	suid
përfshinë	ingesluit
italia	italië
qarqet	sirkels
qarqet	bane
qarqet	distrikte
punë	werk
punë	job
punë	werkie
punë	werk
hapur	ope
hapur	oopmaak
hapur	oop
hapur	oopgesluit
qendra	sentreer
qendra	gesentreer
qendra	sentreer
libri	bespreek
libri	boek
romake	romeinse
shquar	voortreflik
caktuar	toegewys
caktuar	toegeken
caktuar	toegeskryf
administrative	administratiewe
administrative	verrig
pati	patty
pati	patti
burimi	bronne
burimi	bron
burimi	hulpbron
sistemi	lêerstelsel
sistemi	sisteem
sistemi	stelsel
politik	politieke
fushë	terrein
fushë	veld
shtëpia	tuis
shtëpia	huistoe
shtëpia	tuisblad
shtëpia	huis
shtëpia	house
shtëpia	huis
kete	dit
kete	hierdie
kete	dié
ora	tyd
ora	tydstip
ora	ora
ora	horlosie
gola	doelwitte
gola	doele
serbe	serwies
detit	see
burim	bronne
burim	bron
njeri	menslik
njeri	mens
njeri	man
not	swem
faqet	bladsye
faqet	blaaie
faqet	bladsy
ate	hom
lirë	loose
lirë	goedkoop
lirë	gratis
lirë	vry
lirë	free
bardhë	white
komuniste	kommunistiese
gjermane	duits
ujë	water
zhvilluar	ontwikkel
rrethi	sirkel
koha	tyd
koha	tydstip
letrare	literêre
tokë	aarde
tokë	grond
histori	berig
histori	geskiedenis
histori	history
njeriu	man
gjendje	situasie
gjendje	voorwaarde
gjendje	kondisie
amerikane	amerikaans
amerikane	american
amerikane	amerikaanse
krye	bokant
krye	bo
krye	hoogs
tirana	tirana
veprat	deeds
vendos	gestel
vendos	instel
vendos	stel
vendos	besluit
mbajtur	behou
com	com
madje	selfs
colspan	colspan
përfshin	behels
george	george
elektrike	elektriese
elektrike	elektriese
luftë	oorlog
arsye	redes
arsye	rede
punuar	gewerk
punuar	werksaam
perëndim	wes
fëmijë	kinders
fëmijë	kind
fëmijë	kinders
malit	berg
qarku	provinsie
qarku	county
autori	skrywer
autori	outeur
vete	myself
mira	mira
verore	somer
ushtarak	militêre
ushtarak	martial
san	san
përsëri	weer
evropian	europees
evropian	europese
vendbanim	woonplek
familja	familie
familja	gesin
larg	ver
larg	weg
princi	vors
princi	prinse
princi	prince
princi	prins
kaluar	verlede
kaluar	vorige
kaluar	afgelope
kaluar	verby
kaluar	geslaag
pikë	uraan
pikë	punte
pikë	punt
qeveria	regering
nobel	nobel
shkencave	sciences
shkencave	wetenskappe
rolin	rol
mal	berg
vetem	alleen
vetem	slegs
vetem	net
vetem	slegs
vetem	net
drejtë	regterkant
drejtë	regs
aktor	akteur
italian	italiaanse
italian	italiaans
skeda	oortjie
luajti	gespeel
gjashtë	sesde
gjashtë	ses
universiteti	universiteit
gjetur	gekry
gjetur	gevind
radio	radio
yes	ja
formuar	gevormde
formuar	shaped
mbretëresha	queen
mbretëresha	dame
italiane	italiaanse
italiane	italiaans
bazuar	gebaseer
bazuar	gebasseer
përshkrimi	uitbreidings
rrugë	straat
rrugë	pad
rrugë	road
gjerman	duits
lashtë	antieke
perandoria	ryk
poezi	gediggie
poezi	gedig
poezi	poësie
evropiane	europees
evropiane	europese
drejtim	breuke
drejtim	rigting
luan	lion
luan	leeu
luan	speel
artistike	artistieke
mundur	moontlik
mundur	verslaan
brendshme	interior
brendshme	binneste
dita	dag
shpejt	gou
shpejt	binnekort
shpejt	soon
shpejt	vinnig
shpejt	vinnige
natyrore	natuurlike
veriut	noorde
veriut	noord
veriut	noordelike
veriut	northern
ndryshe	verskillende
ndryshe	anders
ndryshe	andersins
ara	altaar
ara	ara
perandori	ryk
perandori	keiser
kush	wie
fusha	velde
fusha	terrein
fusha	veld
fusha	gebiede
anglisht	engels
forma	vorms
forma	vorms
forma	vorm
forma	vorms
fillimisht	aanvanklik
fillimisht	oorspronklik
muaj	maande
muaj	maand
publike	openbare
publike	openbaar
publike	publieke
publike	publiek
shtet	country
shtet	land
shtet	staat
shtet	deelstaat
shtet	provinsie
shtet	toestand
shtet	spasie
demokratike	demokratiese
veten	myself
veten	jouself
filmi	fliek
filmi	rolprent
filmi	rolprent
veçanërisht	besonder
veçanërisht	veral
moderne	modern
moderne	moderne
metra	meter
artit	kuns
artit	kunswerk
gjithmonë	skuilname
gjithmonë	altyd
tashmë	alreeds
tashmë	reeds
york	york
kryer	begaan
gjermani	duitsland
sur	sur
erdhi	gearriveer
erdhi	aangekom
dorë	hand
sukses	sukses
sukses	suksesvol
gjate	lank
world	wêreld
paris	parys
shtatë	sewe
shtatë	sewende
këngë	liedere
këngë	liedjies
këngë	liedjie
këngë	lied
megjithëse	hoewel
megjithëse	alhoewel
megjithëse	though
vazhdoi	volgehoue
vazhdoi	deurlopende
vazhdoi	voortdurende
përmban	bevat
args	args
marrin	ontvang
menjëherë	onmiddelik
menjëherë	onmiddellik
menjëherë	dadelik
gati	herlaai
gati	gereed
robert	robert
club	klub
libër	bespreek
libër	boek
përfundoi	voltooi
përfundoi	afgehandel
përfundoi	geëindig
përfundoi	klaar
përfundoi	afgehandel
mire	goeie
mire	goed
sistem	lêerstelsel
sistem	sisteem
sistem	stelsel
shekulli	eeue
shekulli	eeu
periudhë	periode
vazhdon	continues
shoqërore	geesteswetenskappe
shoqërore	maatskaplike
shoqërore	sosiale
shoqërore	sosiaal
artikuj	artikels
sotme	vandag
shkrimtar	skrywer
shkrimtar	outeur
ndërkohë	intussen
qartë	skoonmaak
qartë	skoon
qartë	duidelik
huaj	vreemdeling
huaj	buitelandse
huaj	foreign
francez	frans
francez	franse
thjeshtë	eenvoudige
thjeshtë	eenvoudig
thjeshtë	eenvoudig
fshatrat	villages
vlera	waardes
vlera	waarde
sikur	soos
themeluar	gestig
themeluar	daargestel
themeluar	vasgestel
themeluar	gevestig
rol	rol
ndërkombëtar	internasionaal
ndërkombëtar	internasionale
bashkimi	union
bashkimi	unie
bashkimi	samesmelting
bashkimi	unity
lumi	rivier
maqedoni	masedonië
golin	doelwit
toka	aarde
toka	grond
nationalteam	nationalteam
raste	geleenthede
raste	gevalle
here	tye
here	kere
here	tyd
here	tydstip
xxxx	xxxx
filluan	aanvang
shkurtër	kort
shkurtër	kortliks
shkurtër	sorteer
yyyy	jjjj
roman	romeinse
roman	roman
william	willem
william	william
uefa	uefa
vendosi	besluit
mbetur	oorblywende
mbetur	oor
rruga	straat
rruga	pad
rruga	road
ndoshta	miskien
ndoshta	dalk
kupa	koppie
kupa	beker
ekonomik	ekonomiese
bukur	mooi
bukur	mooi
bukur	pretty
bukur	lekker
bukur	oulike
bukur	nice
jean	jean
turke	turkse
turke	turkish
ulët	lae
periudha	periode
periudha	tydperke
periudha	periods
periudha	periodes
real	regte
real	egte
jetojnë	regstreekse
jetojnë	lewendige
jetojnë	gepubliseer
jetojnë	regstreeks
publik	openbare
publik	openbaar
publik	publieke
publik	publiek
pavarur	independent
pavarur	onafhanklike
pavarur	onafhanklik
pavarur	selfstandige
ushtria	militêre
ushtria	weermag
ushtria	leër
ushtria	army
lind	gebore
lind	lind
fundi	einde
fundi	beëindig
ndarë	ingedeel
klubi	klub
fakt	feit
kuqe	rooi
pasha	pasha
puna	werk
puna	puna
udhëheqëse	voorste
udhëheqëse	leidende
vdekur	dooie
vdekur	dood
university	universiteit
www	www
madrid	madrid
njësi	eenhede
njësi	eenheid
osman	osman
qytetet	dorpe
qytetet	stede
https	https
gazeta	koerant
gazeta	koerante
gazeta	papier
rritur	volwassene
format	vorms
format	formateer
zgjedhur	gekose
zgjedhur	gekies
zgjedhur	gemerk
anëtarët	lede
banorët	inwoners
fuqi	krag
fuqi	elektrisiteit
kalon	herhalings
punoi	gewerk
katolike	katolieke
katolike	katoliek
doli	uitgegaan
doli	afgesluit
shkollë	skool
seri	reeks
seri	series
përbashkët	gedeel
përbashkët	gemeen
përbashkët	common
përbashkët	gemeenskaplike
përbashkët	gesamentlike
përbashkët	joint
akoma	steeds
akoma	nogsteeds
britanisë	brittanje
rezultat	uitslag
rezultat	resultaat
fëmijët	kinders
fëmijët	kinders
profesor	professor
ngjarje	aktiwiteite
ngjarje	geleentheid
ngjarje	gebeure
ngjarje	aktiwiteite
ngjarje	geleenthede
cet	cet
mban	keeps
pika	kolletjies
pika	kolle
pika	sterretjies
pika	daal
pika	punt
vendasit	natives
fakultetin	fakulteit
kaloi	bestee
kaloi	gekruis
kaloi	verby
kaloi	geslaag
derisa	tot
derisa	totdat
lehtë	maklik
lehtë	maklike
tej	verdere
tej	verder
konsiderohet	geag
konsiderohet	oorweeg
qysh	sedert
qene	gewees
greqi	griekeland
jeton	leef
jeton	tuiste
jeton	regstreekse
jeton	lewendige
jeton	gepubliseer
jeton	regstreeks
jeton	lewens
pjese	deel
pjese	gedeelte
fillore	elementêre
xhamia	moskee
nisur	geloop
nisur	sedert
nisur	geloods
arrin	aankoms
arrin	arriveer
rëndë	swaar
bin	blik
bin	boontjie
bin	bean
bin	bin
charles	karel
charles	charles
kurrë	nooit
kurrë	never
kurrë	omkeer
vrarë	vermoor
vrarë	vermoorde
vrarë	gedood
vrarë	doodgemaak
vrarë	vermoor
united	vereenigde
united	united
united	verenigde
ismail	ismail
projekte	projekte
vendeve	lande
league	liga
sulltani	sultan
pothuajse	amper
fituesit	wenners
barcelona	kaapstad
barcelona	barcelona
gjallë	lewendig
pamje	aansig
pamje	besigtig
pamje	bekyk
class	klas
sistemin	lêerstelsel
sistemin	sisteem
sistemin	stelsel
shkon	runs
shkon	going
shkon	gaan
shkon	goes
david	dawid
david	david
mundësi	moontlikheid
mundësi	kans
mundësi	opportunity
lokale	lokale
lokale	plaaslike
lokale	plaaslik
ndryshëm	verskillende
ndryshëm	anders
ndryshëm	verskeie
gjon	johannes
gjon	john
pikërisht	presies
tona	ons
portal	portal
çmimi	prys
nationalyears	nationalyears
çfarë	watse
çfarë	wat
page	loon
page	salaris
finlanda	finland
mbas	na
mbas	nadat
mbas	ná
fizike	fisiese
fizike	fisieke
mesatare	intermediate
mesatare	gemiddelde
mesatare	gemiddeld
mesatare	medium
serb	serwies
vepër	deed
përbërë	saamgestelde
lloje	kinds
lloje	soorte
lloje	tipes
guvernator	goewerneur
vështirë	hard
vështirë	harde
vështirë	moeilik
vështirë	tough
vështirë	lot
vështirë	moeilik
uji	water
uji	vog
ngjashme	soortgelyke
mbrojtur	beskerm
guri	klip
guri	rock
ekziston	bestaan
ekziston	bestaan
njerëzore	humane
njerëzore	menslik
njerëzore	mens
lidhja	konneksie
lidhja	skakel
prodhuar	vervaardig
prodhuar	geproduseer
premier	premier
thellë	diep
numrin	nommer
numrin	getalle
numrin	getal
organizuar	georganiseerde
organizuar	georganiseerd
organizuar	georganiseer
prof	prof
mësues	onderwyser
kushtet	bepalings
kushtet	voorwaardes
kushtet	voorwaardes
kushtet	toestande
kryeqyteti	hoofstad
cest	cest
zyrtar	amptelik
zyrtar	amptenaar
zyrtar	amptelike
art	kuns
krishterë	gewyde
krishterë	christian
krishterë	christene
krishterë	christen
krishterë	christiaan
drejtor	direkteur
drejtor	prinsipaal
internet	internet
shkup	skopje
nord	nord
paul	paulus
paul	paul
djali	seun
djali	seuntjie
maria	maria
one	een
mijë	duisend
paraqitur	ingedien
paraqitur	ingestuur
burimet	bronne
burimet	hulpbronne
personale	persoonlik
personale	persoonlike
ditët	dae
lartësi	hoogtes
lartësi	vergelyking
lartësi	hoogte
gjergj	giorgio
mehmet	mehmet
trupit	lyf
trupit	liggaam
islam	islam
evropë	europa
ditën	dag
franceze	frans
franceze	franse
sociale	maatskaplike
sociale	sosiale
sociale	sosiaal
biri	seun
sezoni	seisoen
ibrahim	ibrahim
diçka	iets
james	jakobus
james	james
kuq	rooi
keni	kenny
drejtimin	aanstuur
pasojë	consequence
politikan	politikus
bie	falling
bie	vallende
bie	herfs
bie	val
studime	studeer
studime	studies
zonë	sone
zonë	omgewing
zonë	gebied
zonë	oppervlakte
zonë	area
don	don
hap	step
hap	stap
hap	ope
hap	oopmaak
hap	oop
nisi	aanvang
nisi	nisi
nisi	geloop
nisi	sedert
nisi	geloods
filma	films
filma	flieks
filma	rolprente
filma	movies
trupat	bodies
keq	sleg
keq	jammer
ruajtur	gestoor
ruajtur	geberg
trashëgimisë	erfenis
trashëgimisë	heritage
ngushtë	smal
rrjedh	lekkende
video	video
famshëm	beroemde
famshëm	bekende
famshëm	beroemd
famshëm	famous
ngritur	verhoogde
ngritur	opgerig
plotësisht	heeltemal
skuadra	squad
skuadra	span
civile	siviele
forca	sterkte
forca	force
forca	forseer
forca	krag
forca	dwing
punon	werksaam
përdor	gebruik
përdor	gebruike
pavarësisht	ondanks
humbur	verlore
humbur	verloor
arti	kuns
libra	boeke
kuvendit	saamstel
kuvendit	gemeente
bota	wêreld
përdorim	gebruik
burime	bronne
burime	springs
burime	hulpbronne
çështje	kwessie
çështje	kwessies
zonat	sones
zonat	gebiede
private	privaat
çka	watse
çka	wat
këshilli	raad
wiki	wiki
lëvizje	mosie
lëvizje	motion
lëvizje	beweging
lëvizje	movement
lëvizje	beweging
rock	rock
muzika	musiek
aktore	aktrise
aktore	actress
malet	mountains
malet	berge
drita	lig
drita	ligte
flamuri	vlaggie
flamuri	vlag
flamuri	rapporteer
kthyer	teruggestuur
gjermania	duitsland
muzikore	musical
historik	historiese
historik	geskiedkundige
historik	historiese
përdorimi	gebruik
përdorimi	gebruik
letërsi	letterkunde
letërsi	literatuur
artë	goue
artë	golden
lëvizja	mosie
lëvizja	motion
lëvizja	beweging
lëvizja	beweeg
lëvizja	movement
lëvizja	beweging
veprave	deeds
national	nasionale
national	national
national	nasionaal
sulltan	sultan
link	skakel
can	chan
ndihmuar	bygestaan
zbuluar	ontdekte
zbuluar	opgespoor
zbuluar	bespeur
kërkuar	aangevra
kërkuar	versoek
grek	griekse
alias	alias
loire	loire
elizabeth	elizabeth
elizabeth	elisabeth
zhvillimi	ontwikkeling
finale	finale
finale	finaal
monument	monument
duka	duke
duka	hertog
romë	rome
realizuar	realise
liga	liga
liga	liga
lidhjet	relationships
lidhjet	verhoudings
lidhjet	allooi
lidhjet	skakels
lidhjet	verbindings
lidhjet	bande
ishujt	eilande
round	rondte
kënga	liedjie
kënga	lied
vazhdim	voortsetting
serie	serie
materiale	gegewens
materiale	rots
materiale	materiaal
materiale	materiale
materiale	materiaal
dhjetë	tien
mënyra	wyses
mënyra	maniere
anëtarë	lede
dite	dag
spanja	spanje
futbollist	sokkerspeler
rritje	verhoog
rritje	vermeerder
rritje	growth
rritje	groei
josé	josé
kufizohet	bordered
alpes	alpes
katërt	vierde
lojtari	speler
kultura	kultuur
kultura	kulture
tjeter	volgende
nder	honour
nder	gestand
nder	eer
nder	ere
nder	honor
titull	opskrif
titull	lêername
klasike	klassiek
klasike	klassieke
hasan	hassan
hasan	hasan
dashur	liewe
kuvendi	saamstel
kuvendi	gemeente
artikull	item
haute	haute
mendohet	presumed
ligji	reg
ligji	wet
tuaj	jou
popullor	gewild
popullor	gewilde
nëna	moeder
nëna	ma
lart	hoë
lart	hoog
lart	upstairs
qytete	stede
hyri	ingevoer
hyri	ingevoerde
plot	vol
plot	volle
pashë	saag
grupin	groep
grupin	groepeer
ndodh	ontvou
ndodh	gebeur
dihet	ken
dihet	weet
vdekje	dood
shtete	provinsies
shtete	deelstate
shtete	state
shtete	lande
xix	xix
struktura	fasiliteite
struktura	verhuur
struktura	geriewe
struktura	struktuur
struktura	fasiliteit
foto	foto
foto	prent
mark	markus
mark	merk
mark	mark
ngjyrë	deursigtigheid
ngjyrë	verf
ngjyrë	ink
shkencor	wetenskaplike
shkencor	wetenskaplik
aktiv	onaktiewe
aktiv	aktief
jete	leeftyd
jete	lewensduur
jete	lewe
marrëdhëniet	relationships
marrëdhëniet	verhoudings
marrëdhëniet	verhouding
marrëdhëniet	verhoudinge
marrëdhëniet	betrekkinge
marrëdhëniet	relations
tetë	agt
tetë	agtste
tetë	reguit
png	png
ndihmë	help
ndihmë	hulp
qëndron	stalletjies
krijoi	geskep
joseph	joseph
zgjedhjet	verkiesings
zgjedhjet	verkiesing
diellit	son
radhë	queue
radhë	tou
mbretëria	koninkryk
michael	michael
ruse	russies
ruse	russiese
aktori	akteur
thjesht	eenvoudig
thjesht	slegs
thjesht	net
vlerë	waarde
njëkohësisht	gelyktydig
pjesët	dele
pjesët	parte
ndryshime	verander
euro	uraan
euro	euro
ebu	ebu
ebu	aboe
ebu	abu
faqen	blad
faqen	bladsy
nationalcaps	nationalcaps
huaja	buitelandse
huaja	foreign
rrallë	selde
rrallë	skaars
diku	iewers
diku	heen
artistik	artistieke
territorin	gebied
ndahet	gedeel
will	sal
orë	ure
orë	vakansie
orë	uur
minuta	minute
anglez	engels
cdo	elke
qendror	sentrale
qendror	sentraal
vii	vii
britanike	brits
martin	martinus
martin	martin
tokat	lands
karl	karl
karl	carl
këmbë	voet
masë	meet
ati	vader
ati	ati
nevojë	nood
nevojë	benodig
zhvillim	ontwikkeling
kombit	nasie
solli	gebring
etnike	etniese
etnike	etnies
gjysmë	semi
gjysmë	half
fitues	winner
fitues	wenner
kanada	kanada
kanada	canada
modern	modern
modern	moderne
shihet	gesien
shihet	bekyk
shihet	gekyk
xvi	xvi
malore	berg
rrit	verhoog
rrit	vermeerder
tradicionale	tradisioneel
tradicionale	tradisionele
regjisor	direkteur
fifa	fifa
ndikim	impact
ndikim	impak
ndikim	invloed
ndikim	beïnvloed
angli	engeland
angli	england
rajon	streek
socialiste	sosialistiese
dërguar	versend
dërguar	gestuur
ndjekur	gevolg
probleme	probleme
probleme	problems
probleme	sukkel
ekzistojnë	bestaan
vajza	dogter
vajza	meisies
vajza	mishandel
bej	bey
map	kaart
duart	hande
verës	somer
hapësirë	spasie
ndryshuar	gewysig
ndryshuar	gewysig
sasi	bedrag
qëllimi	doelwit
nationalgoals	nationalgoals
ortodokse	ortodokse
shum	baie
shum	shum
stamboll	istanbul
stamboll	istanboel
ngjyra	deursigtigheid
përreth	rond
ura	brug
ura	ura
ura	bridges
ura	brûe
asgjë	niks
peshkopi	biskop
peshkopi	loper
albania	albanië
londër	londen
pune	werk
pune	werksaam
stadium	stadion
