que	to
encuentra	nađi
encuentra	pronađi
encuentra	pronalazi
encuentra	pronađe
encuentra	nađe
municipio	township
municipio	općina
municipio	općine
otras	drugi
otras	drugo
otras	druga
otras	ostali
otras	drugi
otras	druge
todos	svi
todos	sve
todos	svi
todos	svima
todos	svi
juan	ivan
juan	john
juan	joan
sido	bio
josé	josipe
josé	joseph
josé	josipa
josé	josip
josé	josef
josé	jose
josé	josé
bajo	pod
bajo	ispod
bajo	niski
bajo	niska
bajo	nisko
bajo	nizak
bajo	bas
bajo	bass
serie	serije
serie	serija
serie	serijski
serie	serie
cada	svaki
cada	svako
cada	svaka
cada	svaki
cada	svaka
fútbol	nogomet
fútbol	fudbal
fútbol	football
fútbol	nogomet
equipo	oprema
equipo	ekipa
equipo	momčad
equipo	reprezentacija
equipo	tim
norte	norte
norte	sjeverno
norte	sjeverna
norte	sjever
norte	sjeverni
norte	sjevernom
norte	sjeverna
norte	nord
río	rio
río	riju
río	rijeke
río	river
río	rijeci
río	rijeka
méxico	meksiko
méxico	meksiku
méxico	mexico
han	hana
han	han
argentina	argentini
argentina	argentine
argentina	argentinski
inglés	englezi
inglés	engleski
inglés	english
nuevo	novo
nuevo	nova
nuevo	novi
véase	vidi
septiembre	rujna
septiembre	rujan
octubre	listopada
octubre	listopad
octubre	oktobar
segunda	drugi
segunda	drugo
segunda	druga
discusión	rasprava
discusión	rasprave
discusión	raspravu
discusión	diskusija
gobierno	vlada
gobierno	vlade
condado	županije
condado	okrugu
condado	okrug
condado	županija
condado	kotar
final	završetak
final	kraj
final	finale
final	završni
final	finale
vida	life
vida	zivot
vida	život
vida	vida
personas	osobe
personas	ljudi
español	španjolci
español	španjolski
centro	centro
centro	centar
centro	centar
centro	središte
centro	sredina
julio	julio
julio	julius
julio	julije
julio	srpnja
julio	juli
julio	srpanj
julio	jula
hay	sijena
hay	sijeno
lincoln	lincoln
lincoln	lincolna
país	zemlja
país	država
país	domovina
mientras	dok
web	sajt
web	web
internacional	international
internacional	međunarodna
internacional	međunarodni
santa	sveta
santa	sveti
santa	sveto
santa	sveti
santa	svetac
santa	saint
antes	ranije
antes	prije
oficial	službeno
oficial	službeni
oficial	zvanično
oficial	policajac
oficial	službenik
oficial	časnik
quien	tko
quien	ko
quien	koji
quien	koja
mundo	world
mundo	svijeta
mundo	svijet
mundo	mundo
embargo	embargo
tanto	oboje
mayo	svibanj
mayo	may
mayo	svibnja
mayo	mayo
algunos	neke
algunos	neki
temporada	sezonski
temporada	sezone
temporada	sezona
mejor	bolja
mejor	bolje
mejor	najbolji
mejor	najbolje
mejor	najbolja
luego	onda
marzo	ožujka
marzo	ožujak
marzo	marš
día	dan
día	dana
madrid	madrid
madrid	madrida
madrid	madridu
madrid	liverpool
enero	jan
enero	jana
enero	siječanj
enero	siječnja
número	broj
agosto	kolovoz
agosto	kolovoza
agosto	august
agosto	aug
diciembre	prosinac
diciembre	prosinca
diciembre	prosincu
artículo	članak
artículo	predmet
artículo	stavka
artículo	artikl
noviembre	studenog
noviembre	studeni
otro	drugi
otro	drugo
otro	druga
estaba	bio
estaba	bila
estos	ovi
estos	ove
abril	april
abril	travanj
abril	travnja
total	ukupno
región	regije
región	regiji
región	regija
sistema	sistem
sistema	sustav
habitantes	stanovnici
habitantes	stanovnici
habitantes	stanovnika
habitantes	stanari
maría	marie
maría	mari
maría	meri
maría	marijo
maría	marija
maría	mary
maría	marija
maría	maria
real	real
real	pravi
real	royal
real	kraljevsko
real	kraljevski
real	kraljevska
página	stranicu
página	stranica
página	stranice
esto	ovo
mundial	world
mundial	svijeta
mundial	svijet
mundial	globalno
música	muzika
música	glazba
presidente	predsjedavajući
presidente	predsjednik
presidente	predsjednica
casa	kuca
casa	house
casa	kuća
casa	doma
casa	kući
casa	dom
sólo	samo
sólo	jedino
sólo	samo
álbum	album
cuenta	računati
cuenta	grof
cuenta	broji
cuenta	račun
cuenta	broji
junio	lipanj
junio	june
junio	lipnja
febrero	veljače
ella	ella
ella	ona
ella	joj
ella	nju
pueden	može
pueden	mogu
pueden	moze
varios	razno
varios	razni
varios	razne
varios	razni
varios	raznih
varios	nekoliko
francia	francuska
francia	france
solo	solo
solo	samo
solo	jedino
solo	samo
chile	čileanski
chile	chili
chile	čili
chile	čile
tipo	vrsta
tipo	tip
obra	radna
obra	radni
obra	rad
obra	posao
obra	radno
iglesia	crkva
película	film
película	film
entonces	onda
banda	band
banda	sastav
banda	bend
banda	banda
banda	gang
cuatro	četiri
zona	zona
zona	zone
zona	područje
zona	oblast
televisión	televizija
principal	main
principal	glavni
principal	glavno
principal	glavna
principal	ravnatelj
principal	ravnateljica
tuvo	imao
tuvo	imali
tuvo	imala
carlos	karl
carlos	charles
carlos	karlo
carlos	karl
carlos	carl
carlos	carlos
carlos	charlie
rey	kralju
rey	kralj
rey	king
rey	rey
premio	nagrada
premio	nagrada
hace	čini
km²	km²
edición	uredi
edición	izdanje
edición	uređivanje
tenía	imao
tenía	imali
tenía	imala
premios	nagrade
premios	nagrade
premios	nagrade
premios	nagrada
sitio	sajt
sitio	opsade
sitio	opsada
sitio	site
sitio	sajt
futbolistas	nogometaši
bien	dobro
bien	dobar
bien	pa
segundo	drugi
segundo	drugo
segundo	druga
mar	mar
mar	morem
mar	moru
mar	more
mar	okean
mar	ocean
poco	malo
poco	mala
poco	male
poco	mali
orden	narudžba
orden	poredak
orden	naruči
estadounidense	američki
estadounidense	american
estadounidense	amerikanac
estadounidense	američka
agua	vode
agua	voda
tierra	zemlja
tierra	zemlja
tierra	kopno
tierra	land
tierra	zemljište
tierra	tierra
tierra	tlo
título	naslov
título	naziv
ellos	ih
ellos	im
ellos	njih
ellos	oni
earth	zemlja
están	su
están	jesu
división	odsjek
división	odjel
división	podjela
división	divizija
canción	pjesma
canción	pesma
fecha	spoj
fecha	datum
república	republike
república	republika
trabajo	job
trabajo	posao
trabajo	radna
trabajo	radni
trabajo	rad
trabajo	posao
trabajo	radno
especie	vrsta
especie	vrste
luis	louis
luis	louise
luis	luis
luis	louie
luis	ludwig
luis	luis
luis	luise
caso	case
caso	slučaj
caso	slucaj
dentro	iznutra
dentro	unutra
obras	radovi
obras	radi
color	boje
color	boja
color	boje
color	boja
distrito	okrugu
distrito	okrug
superficie	površine
superficie	površina
superficie	područje
superficie	oblast
copa	copa
copa	kupa
copa	pehar
copa	šalica
copa	kup
muchos	mnoge
muchos	mnogi
línea	linija
línea	redak
francisco	francisco
francisco	francisca
francisco	francis
francisco	franjo
les	les
siguiente	praćenje
siguiente	pratim
siguiente	sljedeća
área	područje
área	oblast
grandes	velika
grandes	veliki
grandes	velike
grandes	veliko
grandes	grandes
liga	ligu
liga	liga
liga	league
liga	liga
estas	ovi
estas	ove
muerte	smrt
muerte	smrti
medio	medij
medio	srednje
medio	srednji
medio	srednja
medio	medio
medio	polovina
medio	polovica
medio	pola
política	polica
política	politika
política	politika
política	politike
menos	minus
menos	manje
largo	largo
largo	duga
largo	long
largo	dugo
buenos	dobro
buenos	dobar
hijo	sinko
hijo	sine
hijo	sin
hecho	napravljen
hecho	napravio
hecho	napravljeno
hecho	gotov
hecho	gotovo
hecho	činjenica
algunas	neke
algunas	neki
carrera	karijeri
carrera	karijeru
carrera	karijera
carrera	utrka
carrera	trka
carrera	rasa
carrera	carrera
poder	moc
poder	moć
poder	snaga
poder	napajanje
pueblo	town
pueblo	grad
pueblo	pueblo
pueblo	ljudi
pueblo	selu
pueblo	selo
departamento	odjel
departamento	stan
departamento	apartman
localidades	mesta
localidades	mjesta
localidades	lokacije
hizo	jeste
veces	vremena
veces	puta
reino	kraljevina
reino	kraljevstvo
central	središnje
central	centralno
central	central
central	središnja
central	središnji
todas	sve
todas	svi
york	york
ejemplo	uzorak
ejemplo	uzorci
ejemplo	primjer
género	žanr
género	spol
padre	otac
padre	oce
isbn	isbn
campo	polje
campo	logor
campo	kamp
campo	camp
campo	campo
isla	ostrvo
isla	island
isla	otok
isla	isla
hacer	make
hacer	napraviti
hacer	napravi
hacer	izrada
hacer	pravljenje
misma	isti
misma	ista
misma	isto
ante	ante
conocido	znan
conocido	poznat
conocido	poznata
conocido	poznato
conocido	poznati
conocido	poznanik
conocido	poznanstvo
http	http
países	države
países	zemljama
países	zemlje
frente	prednja
frente	čelo
frente	obrva
antonio	anthony
antonio	tony
antonio	antonije
antonio	antonija
antonio	antonio
director	direktor
director	redatelj
director	direktore
días	dane
días	danima
días	dana
días	dani
española	španjolci
española	španjolski
versión	inačica
versión	verzija
varias	nekoliko
varias	razne
varias	razni
varias	raznih
actual	trenutni
actual	trenutna
actual	struja
momento	trenutak
momento	moment
lista	spremni
lista	lista
lista	popis
jpg	jpg
densidad	gustoća
campeonato	prvenstvu
campeonato	prvenstva
campeonato	prvenstvo
tarde	kasni
tarde	kasno
tarde	večer
tarde	veče
tarde	poslijepodne
tarde	popodne
ejército	vojno
ejército	vojska
ejército	vojni
ejército	vojska
ejército	armija
porque	jer
estación	stanica
estación	postaja
observatorio	opservatoriju
aires	airesu
actualmente	trenutačno
actualmente	trenutno
desarrollo	razvoj
escuela	škole
escuela	skole
escuela	skola
escuela	školski
escuela	školska
escuela	škola
programa	program
información	info
información	podaci
información	informacije
información	informacija
información	podaci
información	informacije
importante	važno
importante	bitno
último	zadnji
último	posljednje
último	zadnje
último	posljednja
último	posljednji
último	najnoviji
último	najnovije
canciones	pjesme
canciones	pesme
uso	uporaba
uso	upotreba
uso	korištenje
uso	uso
uso	koristi
uso	iskoristi
uso	upotrebi
uso	upotrijebi
juegos	gaming
juegos	utakmice
juegos	igre
juegos	igrice
localidad	lokalitetu
base	baza
punto	punto
punto	dot
punto	točka
posición	položaj
posición	pozicija
alemania	njemačka
alemania	njemačkoj
alemania	wehrmacht
ubicación	plasman
ubicación	lokacija
ubicación	lokaciju
partidos	podudaranja
partidos	odgovara
partidos	šibice
grupos	grupe
john	ivan
john	john
miembros	članstva
miembros	članstva
miembros	članstvo
miembros	članove
miembros	članice
miembros	članovi
miembros	članova
pedro	pedro
pedro	petre
pedro	peter
pedro	petra
pedro	petar
capital	kapitala
capital	kapital
primeros	rano
primeros	prvo
primeros	prvi
teatro	teatar
teatro	kazalište
teatro	teatar
teatro	kazalište
cualquier	bilo
datos	podaci
manera	put
manera	način
manera	way
manera	nacin
laboratorio	laboratorij
laboratorio	laboratorija
laboratorio	laboratorij
laboratorio	laboratorija
laboratorio	lab
socorro	olakšanje
libro	knjiga
estudios	studiji
estudios	studij
estudios	studija
estudios	studije
diferentes	drukčije
diferentes	drugačiji
diferentes	drugačija
diferentes	drugačije
barcelona	barcelonu
barcelona	barcelone
barcelona	barceloni
barcelona	barcelona
nivel	razina
nivel	nivo
nivel	level
mayoría	većinski
mayoría	većina
unión	unija
unión	union
unión	unije
unión	sindikat
edad	dob
edad	godine
edad	dobi
edad	godište
artículos	članke
artículos	članci
artículos	predmeti
artículos	stavke
juego	gaming
juego	igra
juego	kockanje
juego	kocka
arte	umjetnosti
arte	art
arte	umjetnost
arte	umjetnine
especies	vrsta
especies	vrste
europa	europe
europa	evropa
europa	europa
europa	evropa
europa	europa
estilo	stil
estilo	style
estilo	stila
cine	kino
cine	film
cine	filmovi
cine	filmove
cine	kino
cine	filmovi
cine	film
proyecto	projekt
proyecto	projekat
center	centar
selección	odabir
costa	costa
costa	kosta
costa	obale
costa	obali
costa	obala
equipos	oprema
equipos	timovi
equipos	ekipe
equipos	momčadi
origen	porijeklo
origen	podrijetlo
origen	izvor
origen	porijeklo
código	kôd
código	šifra
código	kod
museo	muzej
puntos	tačke
puntos	točke
puntos	točkice
puntos	tačke
puntos	bodova
puntos	točke
puntos	bodovi
puntos	šavovi
puntos	šavova
perú	peruu
perú	peru
militar	vojno
militar	vojska
militar	vojni
américa	americi
américa	amerika
américa	america
américa	ameriku
américa	américa
ubicado	smješten
producción	izlaz
producción	proizvodnja
producción	produkcija
italia	italia
italia	italija
manuel	manuel
manuel	manny
manuel	emmanuel
tener	imati
wikipedia	wikipedia
plantas	bilje
plantas	biljke
plantas	biljke
plantas	biljka
comenzó	počelo
debe	duguje
debe	mora
siempre	uvek
siempre	uvijek
metros	metara
metros	metar
oro	zlatni
oro	zlatna
oro	zlatne
oro	zlatno
oro	zlatna
oro	zlato
oro	zlatni
oro	gold
oro	zlata
posteriormente	naknadno
posteriormente	kasnije
casi	skoro
casi	gotovo
construcción	grade
construcción	zgrada
construcción	zgradi
construcción	radovi
construcción	izgradnja
construcción	konstrukcija
construcción	gradnja
construcción	izgradnju
local	lokalni
local	lokalno
francés	francuza
francés	francuz
francés	francuski
francés	francuzi
cultura	kulture
cultura	kultura
cultura	kulturno
cultura	kulturne
cultura	kulturni
cultura	kulturna
santiago	james
santiago	santiago
cerca	zatvori
cerca	blizu
estudio	studij
estudio	prouči
estudio	studija
estudio	studija
estudio	studio
principales	main
principales	glavni
principales	glavno
principales	glavna
usuario	korisnik
usuario	korisnika
com	com
finalmente	konačno
finalmente	konacno
finalmente	napokon
cinco	cinco
cinco	pet
anterior	ranije
anterior	prethodni
anterior	prethodna
cargo	teret
cargo	naboj
cargo	naplatiti
batalla	bitku
batalla	boj
batalla	bitka
derecho	desno
derecho	pravo
derecho	zakon
imagen	sliku
imagen	slika
gracias	hvala
gracias	hvala
kitt	kitt
puerto	puerto
puerto	port
puerto	luka
torneo	turnir
mucho	puno
mucho	mnogo
social	društveni
social	društveno
social	društvena
social	socijalne
social	socijalna
millones	milijun
millones	milijuni
comunidad	zajednica
comunidad	zajednice
fin	završetak
fin	kraj
fin	fin
acuerdo	sporazum
acuerdo	dogovor
acuerdo	aranžman
lado	strana
colombia	columbia
colombia	kolumbijski
colombia	kolumbiju
colombia	kolumbija
colombia	kolumbiji
servicio	usluge
servicio	usluga
rock	kamena
rock	kamen
rock	stijena
rock	rock
político	političar
político	političara
político	politički
político	politička
político	političko
películas	filmovi
películas	filmovi
películas	filmove
películas	kino
ver	vidi
ver	prikaži
ver	pogled
ver	prikaz
fuera	vani
fuera	izvana
pesar	kajanje
pesar	žaljenje
mediante	kroz
popular	popularni
popular	popularna
popular	popularan
popular	popularne
popular	popularno
muchas	mnoge
muchas	mnogi
hoy	danas
tal	tal
alto	alto
alto	visoko
alto	visok
alto	visoka
alto	visoki
alto	visok
alto	visoka
cuerpo	body
cuerpo	telo
cuerpo	tijelo
sino	ali
siguientes	praćenje
siguientes	pratim
disco	album
disco	disco
disco	disko
disco	diska
disco	medij
disco	disk
disco	disk
finales	završetke
finales	finale
finales	završni
sociedad	društvo
sociedad	drustvo
sociedad	partnerstva
sociedad	partnerstvo
sociedad	sociedad
tema	tema
tema	tema
tema	predmet
tema	subjekt
dirección	smjer
dirección	pravac
dirección	smjeru
dirección	ravnateljstva
dirección	uprava
dirección	upravljanje
dirección	menadžment
dirección	adresu
dirección	adresa
hombres	ljudi
hombres	muškarci
hombres	mens
última	zadnji
última	posljednje
última	zadnje
última	posljednja
última	posljednji
última	najnoviji
última	najnovije
original	izvorno
original	originalno
original	original
original	izvorna
original	izvorni
estadio	arena
estadio	arene
estadio	estadio
estadio	stadion
ambos	oboje
miguel	mike
miguel	miguel
miguel	mihael
miguel	michael
ley	ley
ley	zakon
ley	akt
ley	čin
oeste	west
oeste	zapad
oeste	zapadno
oeste	zapadna
oeste	zapadni
oeste	western
mujeres	mujeres
mujeres	žene
obs	obs
incluso	čak
cambio	promjena
cambio	promijeni
cambio	razmjena
cambio	zamjenu
style	stil
style	style
style	stila
jugador	igrač
jugador	player
jugador	kockar
instituto	zavod
instituto	institut
público	publike
público	publika
público	publike
público	publika
público	javni
público	javnost
público	javna
público	javno
miembro	članica
miembro	clan
miembro	član
miembro	ud
pues	pa
superior	nadređeni
superior	viši
media	media
media	mediji
media	medijski
media	prosječan
media	prosječno
media	prosjek
media	prosječni
media	prosječna
media	prosjeka
california	california
california	kalifornija
california	kaliforniji
parque	parka
parque	park
tan	tan
tan	ten
llegó	stiglo
llegó	stigao
llegó	stigli
llegó	stigla
archivo	arhiv
archivo	arhiva
archivo	datoteka
archivo	arhive
archivo	arhiv
archivo	arhiva
radio	radio
ahora	sada
ahora	sad
parís	paris
parís	pariz
parís	pariza
world	world
world	svijeta
world	svijet
cruz	cruz
cruz	križ
cruz	cross
cruz	krst
cruz	kros
cabo	kaplar
cabo	rt
cabo	cape
cabo	plašt
cabo	ogrtač
cabo	cabo
brasil	brazil
brasil	brazila
brasil	brasil
unido	united
unido	ujedinjeni
red	mreže
red	mreža
red	mreža
red	neto
red	net
red	mreža
red	crveno
red	crvena
red	crven
red	crveni
aquí	evo
aquí	ovdje
canal	kanal
canal	kanal
canal	channel
movimiento	prijedlog
movimiento	premjesti
revista	magazin
revista	časopis
revista	journal
revista	dnevnik
éxito	uspješno
éxito	uspješna
éxito	uspješan
éxito	uspjeh
relación	veza
relación	odnos
elecciones	izbore
elecciones	izbori
elecciones	izbore
elecciones	izbori
plaza	plazi
plaza	plaza
plaza	plaze
plaza	trgu
plaza	trg
plaza	kvadrat
grande	velika
grande	veliki
grande	velike
grande	veliko
grande	grande
distribución	distribucija
compañía	društvo
compañía	drustvo
compañía	tvrtka
compañía	kompanija
islas	otočje
islas	otoci
islas	otoke
islas	otoka
proceso	postupak
proceso	proces
alrededor	oko
musical	glazbeni
musical	mjuzikl
primero	prvo
primero	prvi
territorio	teritoriji
territorio	teritorij
territorio	teritorija
dice	kaže
dice	kaze
hombre	covjek
hombre	čovjek
hombre	čovek
león	lav
león	lava
león	león
león	leone
león	leon
león	lea
león	leo
algo	nesto
algo	nešto
voz	glas
voz	glasa
voz	glasom
década	desetljeća
década	desetljeće
madre	majko
madre	majka
iii	iii
organización	organizacije
organización	organizacija
organización	organizacija
organización	organiziranje
organización	organizira
monte	mount
monte	planina
monte	monte
aún	ipak
decir	reci
goles	golova
goles	ciljeve
goles	ciljevi
victoria	viktorija
victoria	victoria
sede	stožer
sede	sjedište
importantes	važno
importantes	bitno
resultado	ishod
resultado	rezultat
china	kine
china	kinu
china	kini
china	kina
xix	xix
xix	nineteenth
calle	calle
calle	street
calle	ulica
calle	ulicu
papel	papira
papel	papir
van	kombi
medios	media
medios	mediji
medios	medijski
francesa	francuski
francesa	francuzi
dio	dao
dio	dala
empresa	društvo
empresa	drustvo
empresa	tvrtka
empresa	kompanija
empresa	poslovno
empresa	poslovanje
empresa	posao
empresa	poslovna
empresa	poslovni
empresa	enterprise
fernando	fernand
fernando	ferdinand
fernando	fernando
don	don
propio	vlastiti
propio	posjedovati
mapa	karta
mapa	mapa
mapa	kartu
mapa	mapu
mapa	mape
civil	građanski
civil	civilno
civil	civilna
civil	civili
civil	civile
civil	civil
civil	civilno
civil	civilni
civil	civila
venezuela	venezuela
educación	poučno
educación	obrazovne
educación	obrazovni
educación	obrazovanje
educación	edukacije
educación	školovanje
término	termin
término	pojam
término	izraz
llamada	poziv
ciudades	gradove
ciudades	gradovi
ciudades	gradove
ciudades	gradova
ciudades	gradovi
alta	visoko
alta	visok
alta	visoka
alta	alta
igual	jednaki
igual	jednako
igual	isti
igual	ista
igual	isto
usa	usa
allí	tamo
londres	london
tercera	treći
tercera	treća
tercera	treće
edificio	grade
edificio	zgrada
edificio	zgradi
fallecimiento	smrt
fallecimiento	smrti
fuerzas	sile
posible	moguć
posible	mogući
posible	moguce
posible	moguće
antiguo	starina
antiguo	starinski
antiguo	drevni
antiguo	drevno
antiguo	drevna
antiguo	stara
antiguo	staro
antiguo	stari
antiguo	bivši
natural	prirodna
natural	prirodni
natural	prirodne
natural	prirodno
álbumes	albuma
álbumes	albume
paso	korak
paso	pasu
paso	paso
mujer	zena
mujer	supruga
mujer	žena
mujer	zena
mujer	ženo
mujer	žena
mujer	zeno
mujer	ženska
mujer	ženka
mujer	žensko
mujer	žene
fuerza	snagu
fuerza	snaga
fuerza	snage
fuerza	silom
fuerza	prisili
fuerza	sile
fuerza	sila
altura	visine
altura	visina
hijos	sinove
hijos	sinovima
hijos	sinovi
etc	itd
garcía	garcia
garcía	garcía
servicios	usluge
villa	vila
villa	villa
villa	vilu
villa	selu
villa	selo
conocida	znan
conocida	poznat
conocida	poznata
conocida	poznato
conocida	poznati
campeón	šampion
campeón	prvak
autor	autor
modo	način
personajes	znakova
personajes	likovi
personajes	znakovi
conjunto	postavi
conjunto	set
conjunto	komplet
conjunto	ansambl
eso	to
alemán	njemački
alemán	nijemac
alemán	njemacki
meses	meseci
meses	mjeseci
meses	mjesecima
único	jedinstvena
único	jedinstveni
único	jedinstveno
único	jedinstven
actor	glumac
actor	glumca
parece	izgleda
antigua	starina
antigua	starinski
antigua	drevni
antigua	drevno
antigua	drevna
antigua	stara
antigua	staro
antigua	stari
especial	specijaliteta
especial	specijalno
especial	posebno
especial	posebni
especial	poseban
especial	posebna
interior	unutrašnji
interior	unutarnji
interior	unutrašnjost
interior	unutarnjih
plata	srebro
plata	srebrni
plata	silver
lemmon	lemmon
japón	japan
municipal	općinske
control	nadzor
control	kontrola
consejo	savet
consejo	savjet
consejo	savjet
consejo	dojava
consejo	vijeće
consejo	vijeća
menor	manja
seis	šest
libre	slobodna
libre	slobodni
libre	slobodan
libre	besplatno
libre	free
valle	valle
valle	dolini
valle	valley
valle	dolinu
valle	dolina
valle	doline
festival	festival
festival	festivala
personaje	lik
personaje	karakter
trata	tretira
trata	poslastice
principalmente	uglavnom
principalmente	primarno
principalmente	prvenstveno
principalmente	većinom
principalmente	uglavnom
david	david
castillo	castle
castillo	dvorac
castillo	zamak
castillo	castillo
publicado	objavljen
publicado	objavljeno
publicado	objavljeni
publicado	objavljeno
publicado	postavio
cantante	singer
cantante	pjevačica
cantante	pjevač
referencia	reference
inglaterra	engleske
inglaterra	englesku
inglaterra	engleska
resto	odmor
común	zajednički
común	zajedničko
común	zajednička
editorial	izdavača
editorial	izdavač
editorial	objavljivanje
editorial	urednički
deporte	sport
deporte	sportski
deporte	sportovi
deporte	sport
saint	sveti
saint	svetac
saint	saint
espacio	razmak
espacio	prostora
espacio	prostor
espacio	svemir
espacio	space
asociación	partnerstva
asociación	partnerstvo
asociación	asocijacije
asociación	udruženje
asociación	udruga
hija	kći
hija	kćeri
hija	kćer
acción	akcija
actores	glumce
actores	glumci
hermano	brate
hermano	braco
hermano	brate
hermano	brat
fundación	zaklada
fundación	osnova
fundación	fondacija
fundación	temelji
fundación	temelj
blanco	mete
blanco	bijeli
blanco	bijela
blanco	bijelo
blanco	prazno
blanco	prazan
blanco	cilj
blanco	meta
blanco	blanco
profesional	profesionalni
profesional	profesionalno
profesional	profesionalac
profesional	profesionalna
cultural	kulturno
cultural	kulturne
cultural	kulturni
cultural	kulturna
principios	principa
principios	načela
principios	principe
principios	principi
principios	princip
principios	načelo
principios	načela
principios	principi
imperio	empire
imperio	carstva
imperio	carstvo
imperio	imperija
ganó	osvojio
ganó	pobijedio
ganó	pobjedio
dicho	said
nunca	nikada
nunca	nikad
investigación	istrage
investigación	istraga
investigación	istraživanje
investigación	istraživanja
prefijo	prefiks
municipios	općine
from	od
from	iz
problemas	nevolje
problemas	nevolje
problemas	problemi
problemas	nevolja
problemas	probleme
problemas	problema
problemas	problemi
problemas	problem
modelo	manekenka
modelo	model
modelo	maneken
svg	svg
favor	uslugu
favor	usluga
actividad	aktivnosti
actividad	aktivnost
joven	mladi
joven	mlad
joven	mlada
joven	mlade
joven	mlado
formación	trening
formación	obuka
formación	treniranje
formación	formacija
formación	formiranje
lugares	mesta
lugares	mjesta
lugares	lokacije
incluyendo	uključujući
planta	bilje
planta	biljke
planta	biljke
planta	biljka
planta	sprat
planta	kat
período	razdoblje
período	period
montañas	planine
montañas	planina
montañas	planine
montañas	planinu
montañas	planina
ronda	okrugli
ronda	okruglo
ronda	okrugla
ronda	runda
clase	razred
clase	klase
clase	klasa
especialmente	osobito
especialmente	posebno
especialmente	naročito
especialmente	pogotovo
especialmente	specijalno
especialmente	posebno
oficina	zavod
oficina	biro
oficina	kancelarija
oficina	ured
alcalde	gradonačelnik
pasó	prošao
pasó	položio
estaban	bile
estaban	bili
longitud	duljina
longitud	dužina
longitud	dužine
temas	teme
temas	teme
temas	pitanja
políticos	politika
políticos	politike
políticos	političari
políticos	političare
políticos	političarima
deportivo	sportski
deportivo	deportivo
deportivo	sportski
deportivo	sportovi
deportivo	sport
arquitectura	arhitektura
arquitectura	arhitekture
creación	kreiranje
creación	kreacija
creación	stvaranje
creación	kreiranje
creación	stvaranje
barrio	susjedstvu
barrio	susjedstvo
barrio	kvart
barrio	barrio
barrio	susjedstvo
barrio	kvart
argentino	argentinac
argentino	argentino
argentino	argentinski
libros	knjige
novela	roman
olímpicos	olimpijski
