zastupnici	mps
bratstvo	korporatsioon
bratstvo	vennaskond
bratstvo	vennaskond
dinara	dinaar
vlakana	kiu
vlakana	kiud
krzno	karvad
krzno	karusnaha
krzno	karv
satima	tundides
satima	tunde
satima	tunnid
satima	tundi
vuka	hunt
vuka	wolf
pokrenuta	käivitatud
deutsche	deutsche
glasine	kuulujutt
glasine	kuulujutud
glasine	kuulujutte
glasine	kuulujutt
glasine	kuulujutud
radionica	töökoda
radionica	seminar
vjenčanja	pulmad
camp	laagri
camp	laager
camp	laagris
britaniju	suurbritannia
britaniju	britannia
revoluciju	revolutsioon
maribor	mariboris
hampshire	hampshire
leptir	liblikas
prikazano	näidatud
ubojice	mõrvarid
ubojice	tapjad
ubojice	mõrvarid
tvrdeći	väites
tvrdeći	väites
glasom	hääl
glasom	hääle
glasom	häält
suha	kuivaks
suha	kuivad
suha	kuiv
komercijalno	kaubanduslikult
bora	bora
hunt	hunt
hunt	jaht
uši	täid
uši	täide
uši	kõrvu
uši	kõrvad
bitaka	lahinguid
bitaka	lahingud
graf	graafik
graf	graf
potpora	toetus
potpora	tugi
potpora	toetamine
baterija	patarei
baterija	aku
mita	altkäemaksu
fritz	fritz
acer	acer
poznavanje	teadmised
poznavanje	teadmine
atlanta	atlanta
atlanta	atlantas
petru	petra
vjenčanje	pulm
vjenčanje	laulatus
vjenčanje	pulma
vjenčanje	pulmad
kuge	katk
kurt	kurt
pomogli	aitasid
pomogli	aitas
pomogli	aidanud
sul	sul
zahvalnosti	tänud
gene	gene
gene	geen
gene	geeni
ekološki	ökoloogiline
ekološki	ökoloogilised
parovi	paaride
parovi	paarid
uništavanje	hävitamine
horor	õudus
linux	linux
faraon	vaarao
zenit	zenith
liječnici	arstid
zamjene	asendajad
susjeda	naaber
susjeda	naaber
ahmed	ahmed
tekuće	vedel
tekuće	vedelik
molio	palvetanud
molio	anus
malus	malus
ograničeno	piiratud
ograničeno	limited
ograničeno	piiratud
testiranje	katsed
testiranje	testimine
testiranje	katsetamine
dog	koera
dog	koer
definicije	määratlused
definicije	mõisted
definicije	mõiste
definicije	definitsioon
definicije	määratlus
audi	audi
čitanja	näidud
tokyo	tokyo
pronađe	leiab
stavove	suhtumist
besplatno	vabad
besplatno	vaba
besplatno	free
besplatno	tasuta
forest	mets
forest	metsa
promatranje	jälgides
promatranje	tähelepanek
promatranje	vaatluse
promatranje	vaatlus
karen	karen
kukuruz	mais
posthumno	postuumne
chamberlain	chamberlain
trening	koolitus
trening	koolitused
trening	väljaõpe
trening	treeningud
trening	harjutamine
trening	tava
trening	praktika
trening	trenni
poduzetnik	ettevõtja
poljoprivredne	põllumajanduslik
catherine	catherine
catherine	katariina
studentima	üliõpilased
studentima	õpilased
studentima	tudengid
pretpostavke	oletused
pretpostavke	eeldused
anđeli	inglid
jugozapadnoj	edela
pita	pirukas
pita	küsib
pita	palub
prijetnje	ähvardused
prijetnje	ohud
odobrio	heakskiidetud
snyder	snyder
dale	dale
pacijent	patsient
snova	unistused
snova	unenäod
malta	malta
justin	justin
dostignuća	saavutused
hoffman	hoffman
liber	liber
edgar	edgar
mučenika	märt
koraka	astmed
koraka	sammud
japanci	jaapani
japanci	jaapanlased
ozbiljne	raskekujuline
ozbiljne	tõsine
austin	austin
iznimka	erand
iznimka	erandi
okrenuo	pöördus
pogreška	viga
kriterij	kriteerium
kriterij	kriteeriumid
membrane	membraanide
marijana	marianne
opseg	ümbermõõt
opseg	rakendusala
opseg	ulatus
pobjedio	võidetud
pobjedio	võitsid
pobjedio	võitis
povezivanje	ühendus
povezivanje	ühenduse
povezivanje	ühendus
povezivanje	ühenda
ugljik	süsinik
powell	powell
slaba	nõrk
slaba	nõrga
slaba	nõrgad
konji	hobused
konji	hobuseid
pristaje	sobib
odobrenje	luba
odobrenje	heakskiit
odobrenje	heakskiitmine
odobrenje	kliirens
odobrenje	autentimine
mostova	sillad
novinarka	ajakirjanik
novinarka	ajakirjanik
novinarka	reporter
flora	flora
propast	doom
stilova	stiilid
hbo	hbo
opremljena	paigaldatud
opremljena	varustatud
izvanredno	erakorraline
izvanredno	väljapaistev
izvanredno	silmapaistev
izvanredno	tasumata
tvoj	sinu
tvoj	teie
tvoj	sinu
seattle	seattle
planeti	planeedid
planeti	planeete
protokol	protokoll
terra	terra
umjetna	kunstlik
svinja	siga
svinja	põrsas
tesla	tesla
luigi	luigi
metro	metroo
metro	metro
kamenje	kivid
kamenje	kive
kamenje	kivid
kamenje	kive
reinhold	reinhold
pumpe	pumbad
vodoravno	horisontaalselt
vodoravno	horisontaalsed
vodoravno	horisontaalne
vela	loor
vela	vela
golf	golf
sklonost	kalduvus
sugerira	soovitab
palazzo	palazzo
većinski	enamus
optički	optiline
optički	optilised
napoleona	napoleoni
napoleona	napoleon
ovaca	lambad
ovaca	lammas
beck	beck
helen	helen
manga	mango
sigurnošću	kindlus
organi	organid
kantona	canton
okupljanja	kokkutulekuid
branitelji	kaitsjate
branitelji	kaitsjad
teritoriji	territoorium
teritoriji	territooriumi
sutra	homme
kariba	kariibi
maroko	maroko
unutarnja	sise
unutarnja	sisemised
unutarnja	sisemine
zapovjednici	komandörid
moguć	võimalikud
moguć	võimalik
građanima	kodanikud
jačanje	tugevdamine
trinidad	trinidadi
alpe	alpid
slučajevi	juhud
slučajevi	juhtumid
springer	springer
jupitera	jupiter
namjerava	kavatseb
sebastian	sebastian
novinari	press
novinari	ajakirjandus
novinari	pressi
novinari	vajuta
novinari	ajakirjanikud
novinari	reporterid
novinari	ajakirjanikud
plaže	rand
plaže	beach
plaže	rannad
masters	isandad
masters	meistrid
dekan	dean
dekan	dekaan
sony	sony
zec	jänes
zec	hare
zec	jänes
zec	küülik
šećer	suhkrut
šećer	suhkur
sfera	sfääri
sfera	kera
profesionalna	professionaal
profesionalna	professionaalne
profesionalna	ametialane
sex	sugu
sex	seks
sex	sex
invazija	sissetungi
invazija	sissetung
govornici	kõnelejad
govornici	kõlarid
genocid	genotsiid
genocid	genotsiidi
bare	tiigi
bare	tiik
bare	tiiki
bare	tiigid
preporod	elustamine
plodovi	viljad
plodovi	puuviljad
loša	bad
loša	halb
loša	paha
promjeru	läbimõõt
promjeru	diameeter
laboratorij	laboratoorsed
laboratorij	laboratooriumi
laboratorij	labor
laboratorij	laboratoorium
laboratorij	lab
laboratorij	labor
rezidencija	elukoht
rezidencija	elukoha
rezidencija	elamine
lange	lange
boca	boca
boca	pudel
boca	pudelis
košarka	korvpall
tragedija	tragöödia
bavarske	baieri
nominaciju	kandidatuuri
nominaciju	nimetamine
specifična	konkreetne
specifična	spetsiifilised
specifična	konkreetsete
specifična	spetsiifiline
dokazano	tõestatud
dokazano	tõestanud
divlja	wild
divlja	metsik
iznenađenje	üllatus
prikupljanje	kogumine
prikupljanje	kogu
prikupljanje	kollektsioon
prikupljanje	kogumine
greda	kiir
greda	kiiri
ličnost	isiksus
ličnost	isikupära
božanstva	jumalus
kukuruza	mais
izričito	sõnaselgelt
izričito	selgesõnaliselt
drukčije	teistsugune
drukčije	erinevad
drukčije	erinev
tribina	tribüün
panorama	panorama
incident	intsident
incident	vahejuhtum
veleposlanik	saadik
veleposlanik	suursaadik
slovaci	slovakid
pijanist	pianist
okupio	monteeritud
christie	christie
bodovi	punktid
gume	rehvid
turističko	turist
gps	gps
mjuzikl	muusikal
mjuzikl	musical
daj	anda
daj	anna
tjedno	nädalane
tjedno	nädalas
tjedno	iganädalane
delaware	delaware
baca	viskab
peck	peck
peck	jupp
mauzolej	mausoleum
torpedo	torpeedo
carvalho	carvalho
zavjet	covenant
zavjet	testament
dante	dante
poljaci	poolakad
englezi	inglased
englezi	inglise
tragove	jäljed
tragove	rajad
tragove	vihjed
salona	salong
salona	salongis
hat	müts
hat	mütsi
hat	kaabu
hat	kübar
klan	klanni
klan	klann
stvori	loo
stvori	luua
venera	veenus
razdvojba	täpsustus
gggg	aaaa
kopno	maa
kopno	maad
kopno	land
kopno	mandri
palma	palma
prelazak	ületamine
publikacija	trükised
publikacija	väljaanded
publikacija	väljaannete
provedena	rakendatud
postignuća	saavutused
voldemort	voldemort
posuda	anum
posuda	laev
posuda	alus
planirao	planeeritud
planirao	plaanitud
planirao	kavandatud
otrov	mürk
otrov	mürk
eksplozija	plahvatus
berry	marja
berry	berry
poplave	üleujutused
poplave	üleujutus
poplave	üleujutused
poplave	üleujutuste
poplave	üleujutus
stručno	asjatundlikult
alt	alt
urtica	urtica
irena	irena
irena	irene
poljoprivredu	põllumajandus
susjedi	naabrid
susjedi	naabrid
alkohol	alkohol
alkohol	alkoholi
dora	dora
obiteljima	perekonnad
obiteljima	pered
peto	viies
peto	viiendaks
mustafa	mustafa
kamp	laagri
kamp	laager
kamp	laagris
dojke	rind
dojke	rinnanäärme
dojke	rinnaga
komentara	kommentaarid
komentara	märkused
organizirano	korraldatud
organizirano	organiseeritud
organizirano	organiseeritud
naglasiti	rõhutada
naglasiti	rõhutada
kum	ristiisa
svjedok	tunnistaja
živo	elav
aranžman	paigutus
aranžman	kokkulepe
brojke	arvud
batman	batman
batman	batmani
dijalog	dialoog
dijalog	dialoogi
dijalog	dialoog
dijalog	dialoogi
usvojen	lapsendatud
usvojen	vastuvõetud
usvojen	adopteeritud
rasti	kasvab
rasti	kasvavad
rasti	kasvatamine
rasti	kasvama
rasti	kasva
istraživao	uuritud
koloniju	koloonia
pozitivan	positiivsed
pozitivan	positiivse
pozitivan	positiivne
odluci	otsus
apache	apache
prihvaćanje	heakskiitmine
prihvaćanje	vastuvõtmine
dob	age
dob	vanust
dob	vanus
podne	keskpäeval
podne	keskpäev
kritizirao	kritiseeris
kritizirao	kritiseeris
tina	tina
debljina	paksus
dolar	dollari
dolar	dollar
sjene	varjud
sjene	varju
sjene	vari
staljin	stalin
staljin	stalini
lopez	lopez
jimi	jimi
rtl	rtl
poteškoća	raskusaste
poteškoća	raskused
disanje	hingamine
disanje	hingamise
disanje	hingamist
disanje	hingab
disanje	hingamine
ogroman	tohutu
ogroman	hiiglaslik
ogroman	tohutu
software	tarkvara
arabije	araabia
predsjedništvo	eesistujariik
predsjedništvo	eesistumine
olga	olga
jede	söömine
jede	söömas
jede	söön
jede	sööb
gusto	paksud
gusto	paks
rekonstrukcija	ülesehitamise
rekonstrukcija	ülesehitus
erupcija	purse
šesnaest	kuusteist
nicolas	nicolas
podići	tõsta
podići	tõstan
kan	khan
kan	kan
sumnja	kahtlusalused
sumnja	kahtlus
sumnja	kahtlus
sumnja	kahtlused
sumnja	kahtlustatakse
sumnja	kahtlus
sumnja	kahtlustatav
uživa	naudib
igranje	mängimas
igranje	mängib
igranje	mängimine
igranje	mängivad
jaki	tugev
jaki	tugevad
horn	sarv
pobunjenika	mässuliste
pobunjenika	mässaja
pažljivo	ettevaatlikult
pažljivo	hoolikalt
biblija	piibel
četrnaest	neliteist
koordinate	koordinaadid
walesa	wales
walesa	walesi
sao	sao
stockholm	stockholmis
stockholm	stockholmi
magnetsko	magnet
zbunjen	segaduses
standardima	standardid
kontroverze	vaidlus
abdul	abdul
margaret	margaret
price	price
price	hind
price	lugusid
price	lood
price	jutud
stana	stan
židove	juudid
židove	juut
atlantic	atlandi
atlantic	atlantic
očuvanju	säilitamine
očuvanju	säilimine
blokiran	blokeeritud
svinje	sigu
svinje	sead
platforme	platvormide
arterije	arterid
plamen	leegi
plamen	leek
plamen	leegid
beat	peksa
čuvar	valdaja
čuvar	hoidja
čuvar	eestkostja
čuvar	hooldaja
čuvar	kaitsja
čuvar	valvur
čuvar	valvur
ratko	ratko
hrast	tamme
hrast	tammeka
kiss	musi
kiss	kiss
kiss	suudlus
optužio	süüdistatud
optužio	süüdistatav
odgovorna	vastutustundlik
odgovorna	vastutav
icao	icao
doseg	vahemik
doseg	vahemikus
doseg	reach
premijeru	esilinastus
infrastrukture	infrastruktuurid
infrastrukture	infrastruktuur
infrastrukture	infrastruktuuri
infrastrukture	taristu
okusa	maitsed
okusa	maitse
okusa	maitseb
prekinuta	katkestatud
osjećaje	tundeid
osjećaje	tunded
organiziran	korraldatud
organiziran	organiseeritud
organiziran	organiseeritud
hipoteza	hüpotees
organiziranje	korraldamine
organiziranje	korraldamine
obrt	käsitöö
obrt	käsitöö
kylie	kylie
pravno	juriidiliselt
pravno	legaalselt
pravno	seaduslikult
pravno	õiguslikult
pravno	legaalne
pravno	õiguslik
pravno	seaduslik
zbroj	summa
diamond	diamond
diamond	teemant
neil	neil
predlošci	malle
duncan	duncan
pumpa	pumba
pumpa	pump
pumpa	pumpa
fern	fern
airbus	airbus
clara	clara
slijedio	järgnes
slijedio	järgnesid
pera	sulg
pera	suled
norme	normid
norme	norm
nosa	nina
nosa	ninna
bomba	pomm
metalni	metallist
metalni	metall
metalni	metal
metalni	metalli
metalni	metallist
metalni	metall
tower	tower
tower	torn
bush	bush
bush	põõsas
ujak	onu
dokumenta	dokumendid
dokumenta	dokumendi
dokumenta	dokument
bauer	bauer
izvorna	originaalne
izvorna	originaal
izvorna	algne
dominiraju	domineerida
sara	sarah
sara	sara
lokomotive	veduri
rené	rené
rené	rene
rené	rené
rené	rene
česi	tšehhid
neriješeno	lips
neriješeno	viik
neriješeno	lahendamata
sullivan	sullivan
firenca	florence
firenca	firenze
slabi	nõrk
slabi	nõrga
slabi	nõrgad
svijetlo	hele
svijetlo	valgus
svijetlo	valgust
svijetlo	kerge
svijetlo	hele
svijetlo	ere
braun	braun
preporučuje	soovitab
preporučuje	soovitatav
preporučuje	soovitatavad
preporučuje	soovituslik
preporučuje	soovitatud
preporučuje	soovitas
predsjednici	presidendid
dodavanja	lisamine
robovi	orjad
zadatke	ülesanded
zadatke	ülesanded
posjeti	külla
posjeti	külastus
posjeti	visiit
posjeti	külastused
posjeti	külas
ekonomist	majandusteadlane
emitiranje	ülekanne
emitiranje	ringhäälingu
kapelan	kaplan
iata	iata
parkova	pargid
pločice	klotsi
pločice	plaadid
izrazi	väljendid
vladislav	vladislav
vulkan	vulkaan
vulkan	vulcani
jacob	jacob
purcell	purcell
katoličanstvo	katoliiklus
vegetacije	taimestiku
naizgled	näiliselt
okružuju	ümbritsev
okružuju	ümbritseva
okružuju	ümbritsevad
okružuju	ümbritsevad
inspektor	inspektor
inspektor	inspektori
intervencije	sekkumiste
intervencije	sekkumine
intervencije	sekkumise
tucker	tucker
porez	maks
porez	maksud
jame	augud
jame	auk
jame	pit
portland	portlandi
diana	diana
predgrađu	äärelinna
predgrađu	äärelinna
isaac	isaac
gljive	seened
gljive	seened
gljive	seene
pojačanje	abiväed
pojačanje	abiväge
logore	laagrid
tumora	kasvaja
sjeme	seeme
sjeme	seemned
sjeme	seeme
lucija	lucius
lucija	lucia
rožnice	sarvkesta
rožnice	sarvkesta
branitelj	kaitsja
poljoprivredi	põllumajandus
preostalo	jäänud
silvio	silvio
majica	särk
majica	särgi
zur	zur
izgubiti	kaota
smjernice	suunised
smjernice	juhised
smjernice	juhised
smjernice	suunised
smjernice	juhtnöörid
srebrni	hõbeda
srebrni	silver
srebrni	hõbe
estonija	eesti
estonija	estonia
ibrahim	ibrahim
hladno	külm
hladno	külmad
duhovno	vaimne
duhovno	hingeline
duhovno	vaimselt
eduardo	eduardo
armenija	armeenia
grace	grace
vladavinu	valitsemisaeg
otte	otte
radar	radar
komentare	kommentaarid
komentare	märkused
pérez	pérez
prebivalište	elukoht
prebivalište	elukoha
prebivalište	elamine
eagle	eagle
eagle	kotkas
droga	uimastid
droga	narkootikumid
droga	narkootikum
droga	uimasti
mlađa	noorem
mlađa	nooremad
pogubljen	hukatud
pogubljen	hukati
julia	julia
tin	tin
tin	tina
baba	baba
moto	moto
moto	moto
bombardiranje	pommitamist
bombardiranje	pommitamine
goli	paljas
goli	paljalt
goli	alasti
goli	alasti
moral	moraal
moral	moraali
moral	moraal
moral	moraali
moral	moraal
jamie	jamie
camus	camus
podržavao	toetatud
podržavao	toetas
punjenje	laadimine
andromeda	andromeeda
najjači	tugevaim
označena	märgitud
označena	märgistatud
označena	tähistatud
označena	märgitud
označena	märgistatud
valove	lained
valove	laineid
con	con
rey	rey
hunter	kütt
hunter	hunter
hunter	jahimees
tajno	salaja
tajno	saladus
tajno	salajane
tajno	secret
akt	akt
akt	tegutsema
akt	act
seks	sugu
seks	seks
seks	sex
locke	locke
uha	kõrv
uha	kõrva
ponuda	pakkumised
ponuda	pakub
ponuda	pakkumisi
ponuda	paku
ponuda	pakkumine
ponuda	pakkuda
holm	holm
unutra	sees
meč	sobivus
meč	match
familia	familia
jutra	hommikud
aplikacije	rakendused
aplikacije	taotlused
aplikacije	rakendused
čaj	teed
čaj	tee
ames	ames
pokretač	käivitaja
forma	vormi
forma	vorm
inspiracija	inspiratsiooni
inspiracija	inspiratsioon
neuspješno	edutult
puk	rügement
transfer	üleviimine
transfer	ülekandmine
transfer	ülekanne
transfer	üleandmine
sateliti	satelliidid
lgbt	lgbt
memorije	memory
memorije	mälu
memorije	mälestus
pride	uhkus
italia	italia
rex	rex
kent	kenti
kent	kent
kupila	ostetud
kupila	ostsid
kupila	ostis
floridi	florida
obred	riitus
restoran	restoran
had	hades
poteškoće	raskusaste
poteškoće	raskused
poteškoće	raskused
sadašnjost	olevik
sadašnjost	kingitus
glina	clay
glina	savi
homer	homer
blizine	lähedus
chuck	chuck
bis	bis
portreta	portreed
službenik	politseinik
službenik	ohvitser
bijelci	valged
sajam	õiglane
sajam	aus
sajam	laat
zaustavio	peatus
zaustavio	peatatud
garden	aia
garden	aed
primijetio	märka
primijetio	teade
primijetio	märganud
primijetio	märkasin
prisilno	jõuga
prisilno	sundis
prisilno	sunnitud
poslovna	äri
poslovna	äritegevus
elektrode	elektrood
elektrode	elektroodid
uvala	laht
uvala	bay
utvrđivanje	määramine
utvrđivanje	kindlaksmääramine
očigledno	ilmselge
očigledno	ilmne
ponos	uhkus
cole	cole
fosila	fossiilid
mozaik	mosaiik
sitne	petty
marsh	marsh
graz	grazi
složene	volditud
komponenta	komponendi
komponenta	komponent
matične	varre
matične	tüvi
podružnica	tütarettevõte
zamisli	kujutle
naslovi	pealkirjad
naslovi	pealkirjad
kažnjen	karistatud
kažnjen	koduarestis
sonata	sonata
ocjene	hinded
novaka	novak
novaka	värvatud
madrida	madrid
madrida	madridi
postrojenje	rajatis
cbs	cbs
štap	pista
štap	pulk
oštećenje	kahjustus
oštećenje	kahju
oštećenje	kahjustused
balkana	balkani
balkana	balkanil
urbana	urban
castle	loss
castle	castle
castle	lossi
romane	roman
romane	romaane
ratove	sõjad
ratove	sõdu
zvijeri	elukas
zvijeri	koletis
zvijeri	elukad
zvijeri	elajad
jurij	juri
jurij	yuri
elektronički	elektroonilised
elektronički	elektrooniline
elektronički	elektroonilisel
elektronički	elektrooniliselt
carmen	carmen
zube	hambad
wheeler	wheeler
uspona	ups
ostvaren	saavutati
ostvaren	saavutatud
oslobođeni	vabastatud
oslobođeni	vabastatud
julius	julius
sant	sant
naboj	süüdistus
naboj	laeng
loza	viinapuu
loza	viinapuude
albume	albumid
aleksandr	aleksandr
jednaki	võrdsed
jednaki	võrdne
jednaki	võrdub
indoneziji	indoneesia
bjeloruski	valgevene
bugari	bulgaarlased
pozadina	tausta
pozadina	taust
izumiranja	väljasuremise
helsinkiju	helsingi
helsinkiju	helsinki
naočale	klaasid
naočale	prillid
partneri	partnerid
terapije	teraapia
terapije	ravi
terapije	ravile
alija	ali
sivi	gray
sivi	hall
sivi	hallid
sivi	hall
sivi	grey
temeljito	põhjalikult
temeljito	põhjalik
nasilno	vägivaldselt
nasilno	vägivaldsed
nasilno	vägivaldne
sirije	süüria
luther	luther
uhvatiti	püüa
uhvatiti	saak
uhvatiti	saagi
uhvatiti	püüdmine
xbox	xbox
reputaciju	mainet
reputaciju	maine
reputaciju	reputatsioon
siva	gray
siva	hall
siva	hallid
siva	hall
siva	grey
deklaracija	deklaratsioon
wells	wells
harvard	harvard
harvard	harvardi
gubici	kahjum
gubici	kaod
gardner	gardner
povlastice	privileegid
povlastice	õigused
povlastice	kasu
phillips	phillips
spencer	spencer
žensko	naissoost
poslovanje	äri
poslovanje	äritegevus
skijaš	suusataja
orbitu	orbiidile
orbitu	orbiidil
break	vaheaeg
break	murda
primarna	primaarne
primarna	esmane
zarada	kasum
zarada	kasum
zarada	kasumid
nivo	taseme
nivo	tase
