kategória	kategória
ceny	nyeremény
žilo	élt
žilo	lakott
žilo	éltem
číslo	szám
číslo	száma
typ	típus
typ	típusa
politik	politikusok
politik	politikus
pyrénées	pyrénées
mesa	mesa
košice	košice
rôznych	többféle
rôznych	különféle
rôznych	különböző
spojené	united
spojené	egyesült
júla	júliusban
júla	júliusi
júla	július
práve	csak
niektorých	néhány
čas	ideje
čas	időpont
čas	idő
prípade	ügy
prípade	case
prípade	eset
novembra	november
novembra	novemberi
novembra	novemberben
víťaz	győztes
víťaz	nyertes
decembra	december
decembra	decemberi
decembra	decemberben
nemecko	németország
hlavné	őrnagy
hlavné	fő
hlavné	main
hlavné	főbb
galaxia	galaxis
galaxia	galaxy
awards	díjak
awards	gála
vrátane	beleértve
vrátane	inkluzív
vrátane	befogadó
troch	három
postupne	fokozatosan
práce	munkahelyi
práce	munka
veľká	nagyok
veľká	nagyméretű
veľká	nagy
veľká	nagyok
veľká	nagy
množstvo	összeg
množstvo	mennyiség
opäť	újra
priezvisko	vezetéknév
otec	apa
otec	apu
com	com
svete	világ
svete	world
svete	vilag
podobne	hasonlóképpen
podobne	hasonlóképpen
podobne	hasonlóan
stránky	helyszínek
stránky	oldalak
stránky	lapok
stránky	oldalakon
stránky	oldalak
diela	működik
poloha	állás
poloha	pozíció
poloha	álláspont
poloha	helyszín
poloha	hely
poloha	elhelyezkedés
niekedy	néha
niekedy	valamikor
typu	típus
typu	típusa
deň	nap
deň	napon
deň	nappal
deň	napot
houten	houten
druhý	másodszor
druhý	másodperc
druhý	második
články	árucikkek
články	cikkek
vtedy	akkor
vtedy	aztán
jedna	egy
každý	mindenki
každý	mindenkinek
každý	mindenki
každý	mindenkinek
každý	minden
každý	mindegyik
sur	sur
obrázok	képet
obrázok	kép
obrázok	fénykép
obrázok	kép
obrázok	képet
obrázok	figura
obrázok	ábra
celý	egészben
celý	egész
obyvateľstva	populáció
obyvateľstva	népesség
obyvateľstva	lakosság
členovia	tagjai
členovia	tagok
členovia	tagoknak
členovia	képviselők
stále	még
jednotky	egységek
jednotky	egység
jednotky	katonák
jednotky	csapatok
dejiny	történelme
dejiny	előzmények
dejiny	történelem
alpes	alpes
priemerný	átlagos
priemerný	átlagosan
priemerný	átlag
priemerný	középszerű
diskusia	vita
diskusia	megbeszélés
diskusia	beszélgetés
diskusia	vita
keďže	azóta
keďže	mióta
keďže	mivel
keďže	óta
program	program
program	menetrend
program	napirend
program	program
gitara	gitár
jedným	egy
článku	árucikk
článku	cikk
hudobný	zenés
hudobný	zenei
hudobný	musical
kolo	kör
kolo	kerek
kolo	forduló
kolo	körbe
začali	kezdődött
začali	kezdte
začali	elkezdődött
začali	kezdődött
začali	megkezdődött
začali	elkezdődött
strana	party
strana	buli
strana	parti
strana	oldalt
strana	oldal
strana	oldalra
strana	oldalam
strana	side
francúzsko	franciaország
francúzsko	france
taktiež	szintén
taktiež	egyben
taktiež	úgyszintén
obdobia	időszakok
dobe	ideje
dobe	időpont
dobe	idő
autor	író
autor	szerző
park	park
popis	felirat
popis	megnevezés
popis	leírása
popis	leírás
cena	árak
cena	ár
cena	ára
pravdepodobne	valószínű
pravdepodobne	valószínűleg
pravdepodobne	valószínű
pravdepodobne	valószínűleg
der	der
nová	újdonság
nová	új
nová	nová
rieky	folyami
rieky	folyó
rieky	folyók
rieky	rivers
rôzne	többféle
rôzne	különféle
rôzne	különböző
rôzne	más
rôzne	különböző
rôzne	eltérő
rôzne	egyéb
rôzne	egyebek
rôzne	különféle
rôzne	vegyes
obdobie	időszak
obdobie	időtartam
obdobie	periódus
škola	iskolában
škola	iskola
škola	suli
klubu	klub
klubu	club
februára	februárban
februára	februári
februára	február
františek	feri
františek	francis
františek	ferenc
františek	ferenc
albumy	albumok
dielo	munkahelyi
dielo	munka
väčšina	legtöbb
väčšina	többségi
väčšina	többség
zápasy	gyufa
zápasy	egyezés
zápasy	egyezik
zápasy	harcok
zápasy	harcol
zápasy	játék
zápasy	játékok
neho	őt
neho	neki
turnaj	torna
turnaj	bajnokság
rovnako	hasonlóképpen
rovnako	egyenlően
rovnako	egyformán
rovnako	ugyanez
rovnako	ugyanaz
druh	típus
druh	típusa
druh	faj
druh	állatfaj
druh	fajok
stavby	szerkezetek
stavby	struktúrák
stavby	szerkezetek
priamo	egyenesen
priamo	egyenes
priamo	közvetlen
priamo	direct
priamo	közvetlenül
priamo	egyenes
priamo	közvetlenül
metrov	méter
metrov	méter
anglický	angolul
anglický	angol
albumu	album
funkcia	függvény
funkcia	funkció
funkcia	funkció
von	ki
článkov	árucikkek
článkov	cikkek
štátov	államok
štátov	államokat
južnej	dél
južnej	déli
južnej	dél
južnej	délre
južnej	déli
piesne	dalok
piesne	dalokat
verzia	verzió
verzia	változat
hoci	habár
hoci	bár
hoci	habár
hoci	bár
image	kép
image	képet
york	yorkban
york	york
york	yorki
rad	sorozat
rad	sort
rad	sor
európe	európa
európe	europe
európe	európában
členom	tag
zatiaľ	mégis
zatiaľ	mindeközben
zatiaľ	ezalatt
zatiaľ	időközben
zatiaľ	eközben
zatiaľ	közben
výška	emelkedés
výška	magassága
výška	magasság
túto	ezt
túto	ez
stav	állapot
stav	státusz
stav	állapota
stav	feltétel
stav	állapot
william	william
william	vilmos
png	png
menom	megnevezett
krajine	ország
krajine	országban
marne	marne
právo	jobbra
právo	jogszabályok
právo	jog
právo	jogszabály
právo	törvény
stretnutie	kinevezés
stretnutie	időpont
stretnutie	gyűlés
stretnutie	találkozás
stretnutie	találkozó
stretnutie	megbeszélés
stretnutie	találkozó
oficiálne	hivatalos
oficiálne	tisztviselő
oficiálne	hivatalosan
univerzity	egyetemek
univerzity	university
univerzity	egyetem
viacerých	többszörös
viacerých	többszörösen
tímov	csapatok
san	szan
san	san
david	david
david	dávid
rozhodca	judge
rozhodca	bíró
rozhodca	bíró
rozhodca	bíró
informácie	info
informácie	infó
informácie	információ
informácie	infók
informácie	információk
informácie	információ
informácie	tájékoztatás
informácie	információk
veľa	sok
veľa	sok
veľa	sokan
veľa	sok
veľa	sokat
dokonca	még
deti	gyerekek
deti	kölykök
deti	gyerekek
deti	gyermekeknek
deti	gyermek
deti	gyermekek
deti	babák
deti	csecsemők
malo	malo
malo	volt
malo	kéne
malo	kellene
rakúsko	ausztria
severnej	észak
severnej	északi
dom	house
dom	ház
dom	házon
dom	dom
vody	víz
vody	vizet
vody	vizei
vody	vizek
vody	waters
jan	jan
www	www
vždy	mindig
práva	jogosultság
práva	engedélyek
práva	jogosultságok
práva	jogai
práva	jogokkal
práva	jogok
ľudia	emberek
ľudia	emberek
známe	ismeretes
známe	ismertek
známe	ismert
známe	ismerős
herečka	színésznő
hrad	vár
hrad	várban
hrad	castle
hrad	kastély
menej	kevesebben
menej	kevesebb
menej	kevesebbet
menej	kevesebb
menej	kevésbé
hier	játék
hier	játékok
známa	ismeretes
známa	ismertek
známa	ismert
les	erdőben
les	erdő
les	erdők
les	les
les	erdei
les	erdő
les	erdők
skôr	inkább
skôr	korábban
skôr	korábbi
systému	rendszer
systému	system
štyri	négy
zeme	föld
lode	csónak
lode	hajók
lode	hajók
banská	bányászati
banská	bányász
sám	egyedül
básnik	költő
úplne	abszolút
úplne	teljesen
úplne	teljesen
dní	napok
dní	napokban
dní	napokat
dní	napokon
ďalší	következő
skladateľ	dalszerző
skladateľ	zeneszerző
kto	ki
kto	aki
rozdiel	különbség
rozdiel	differenciál
tím	csapat
tím	team
družstvo	brigád
družstvo	osztag
družstvo	szövetkezeti
družstvo	együttműködő
matematik	matematikus
armády	sereg
armády	hadsereg
rady	tanácsadás
rady	tanácsok
rady	tanács
rady	tanácsot
rady	tanács
mať	van
world	világ
world	world
world	vilag
označenie	jelölés
označenie	megjelölés
označenie	megjelölés
označenie	megnevezés
označenie	kijelölés
označenie	címkézés
označenie	azonosítás
označenie	azonosító
druhá	másodszor
druhá	másodperc
druhá	második
mužstvo	csapat
mužstvo	team
musí	kell
jazyk	nyelve
jazyk	nyelv
jazyk	nyelv
predtým	korábban
predtým	előtte
predtým	előtt
predtým	mielőtt
vzniku	eredet
finále	finálé
finále	döntő
finále	vizsgák
open	nyitva
činnosť	tevékenységei
činnosť	tevékenységek
činnosť	tevékenység
činnosť	tevékenységek
činnosť	tevékenység
činnosť	aktivitás
vojna	háború
vrch	felül
vrch	top
vrch	csúcs
vrch	felső
vrch	legfelső
paul	paul
paul	pál
seine	seine
súťaže	versenyek
súťaže	versenyek
súťaže	versengés
súťaže	konkurencia
súťaže	verseny
väčšinou	leginkább
väčšinou	főleg
väčšinou	főként
väčšinou	többnyire
ivan	ivan
ivan	iván
pracoval	bevált
pracoval	dolgozott
pracoval	működött
česká	csehország
česká	cseh
pas	pas
pas	útlevél
cesty	útvonalakon
cesty	útvonalak
cesty	utakon
cesty	utak
šírka	szélesség
šírka	szélessége
šírka	szélesség
základné	elengedhetetlen
základné	nélkülözhetetlen
základné	lényeges
základné	alapvető
základné	alap
základné	alapvető
chránené	védett
rýchlosť	sebesség
rýchlosť	mérték
rýchlosť	kamatláb
rýchlosť	arány
rýchlosť	sebesség
rýchlosť	fordulatszám
rýchlosť	gyorsaság
pozícia	állás
pozícia	pozíció
pozícia	álláspont
podarilo	sikerült
mnoho	sok
mnoho	sokan
prezident	elnök
knihy	könyveket
knihy	könyvek
knihy	könyv
prírodná	természetes
cieľom	célzás
cieľom	célja
cieľom	cél
prahe	prága
prahe	prágai
študoval	tanult
študoval	tanultam
filozof	filozófus
rhône	rhône
spev	ének
spev	éneklés
spev	énekelni
spev	énekel
častí	alkatrész
častí	alkatrészek
častí	részek
hral	játszott
hral	játszottam
organizácie	szervezetek
organizácie	szervezés
organizácie	szervezet
organizácie	szervezetek
organizácie	szervezés
organizácie	szervezet
ostrov	sziget
ostrov	szigeten
kráľovstvo	királyság
pavol	paul
pavol	pál
triedy	órák
triedy	osztályok
triedy	óra
triedy	osztály
americká	amerikai
hlavný	fő
hlavný	main
hlavný	főbb
play	játék
play	játszani
play	play
play	játssz
kluby	klubok
najviac	legtöbb
calais	calais
sídlo	főhadiszállás
sídlo	székhely
sídlo	ülést
sídlo	ülés
člen	tag
karol	karol
druhov	faj
druhov	állatfaj
druhov	fajok
nikdy	sosem
nikdy	soha
činnosti	tevékenységei
činnosti	tevékenységek
činnosti	tevékenység
lebo	mert
centre	középre
centre	központ
centre	center
centre	középre
centre	központ
centre	centrum
prevažne	jórészt
prevažne	nagyrészt
prevažne	főként
prevažne	főleg
prevažne	elsősorban
prevažne	leginkább
prevažne	főleg
prevažne	főként
prevažne	többnyire
prevažne	túlnyomórészt
štáty	államok
štáty	államokat
štáty	országokban
štáty	országok
robert	robert
robert	róbert
hudba	zene
dvojhra	egyéni
off	le
off	kikapcsolva
off	off
cirkvi	templomok
cirkvi	templom
cirkvi	egyház
stupeň	fokozat
stupeň	diploma
stupeň	fok
stupeň	fokozat
spojených	csatlakozott
michal	michal
michal	michael
michal	mihály
význam	relevánsak
význam	jelentősége
význam	jelentősége
budova	épület
malé	kis
malé	kicsik
malé	kicsi
malé	kis
malé	kicsi
malé	kevés
raz	egyszer
jedno	egy
nord	nord
šport	sport
šport	sport
šport	sportban
človek	ember
človek	emberi
človek	férfi
človek	ember
jean	jean
spevák	énekesnő
spevák	énekes
spevák	singer
des	des
pomerne	meglehetősen
pomerne	valamennyire
pomerne	némileg
pomerne	mérsékelten
pomerne	viszonylag
polovici	közép
minulosti	elmúlt
minulosti	múlt
minulosti	múltbeli
udalostí	események
udalostí	esemény
udalostí	rendezvények
diel	működik
ostatné	egyéb
ostatné	más
ostatné	másoknak
ostatné	egyéb
ostatné	mások
ostatné	egyebek
cca	cca
skóre	pontszám
skóre	pontszám
kultúry	tenyésztés
kultúry	kultúra
kultúry	kultúrák
black	fekete
black	black
filmy	filmek
filmy	filmeket
filmy	mozi
filmy	filmek
filmy	filmeket
stanice	állomások
rock	szikla
rock	kő
rock	rock
české	csehország
české	cseh
napísal	megírva
napísal	írásbeli
napísal	írta
napísal	írott
napísal	írt
napísal	irtam
napísal	írta
napísal	írtam
dal	dal
dal	adta
dal	adott
liga	league
liga	liga
liga	liga
funkcie	függvény
funkcie	funkció
funkcie	funkciók
funkcie	feladatok
funkcie	funkciók
funkcie	jellemzők
funkcie	jellemzői
matka	édesanyám
matka	anya
stalo	megtörtént
stalo	történt
kategórie	kategória
kategórie	kategória
kategórie	kategóriák
republika	köztársaság
rodiny	családok
najlepší	legjobbak
najlepší	legjobb
najlepší	best
pieseň	dal
pieseň	dalt
pieseň	song
univerzite	university
univerzite	egyetem
hrá	játszik
futbalista	labdarúgó
futbalista	focista
niekoľkých	számos
centrum	centrum
centrum	középre
centrum	központ
centrum	center
centrum	középre
centrum	központ
centrum	centrum
druhy	faj
druhy	állatfaj
druhy	fajok
federácie	föderáció
federácie	szövetség
federácie	szövetségek
mohol	lehetne
moselle	moselle
tie	azok
rieka	folyami
rieka	folyó
richard	richárd
richard	richard
najprv	először
najprv	első
rusko	oroszország
data	adatok
data	adat
data	adatforgalom
hokej	jégkorong
hokej	hoki
miliónov	millió
miliónov	milliók
miliónov	millió
doby	időszakok
najčastejšie	leginkább
najčastejšie	főleg
najčastejšie	főként
najčastejšie	többnyire
top	felül
top	top
top	csúcs
top	felső
top	legfelső
silla	silla
herschel	herschel
skladba	dal
skladba	dalt
skladba	song
ríše	birodalmak
ríše	birodalom
ríše	empire
ríše	birodalom
city	city
city	városi
city	város
city	érzéseit
city	érzések
city	érzelmek
účasti	részvétel
skladby	nyomok
skladby	nyomokat
skladby	sínek
skladby	dalok
skladby	dalokat
získala	megszerezte
získala	beszerzett
získala	szerzett
získala	megszerzett
získala	kapott
získala	fogadott
získala	beérkezett
mape	térkép
mape	térképet
most	híd
most	bridge
dobre	jó
ulice	utcákon
ulice	utcák
mapa	térkép
mapa	térképet
vladimír	vladimír
vladimír	vlagyimir
vladimír	vladimir
sily	erőt
sily	erő
sily	erők
súčasť	részben
súčasť	rész
súčasť	része
súčasť	alkatrész
súčasť	összetevő
súčasť	komponens
súčasť	alkotóelem
členov	tagjai
členov	tagok
členov	tagoknak
členov	képviselők
fyzik	fizikus
mená	nevek
mená	neveket
powiat	megyei
powiat	megye
domov	otthon
domov	itthon
domov	haza
významné	jelentős
významné	szignifikáns
krajina	ország
krajina	országban
krajina	táj
budovy	épület
budovy	épületek
milan	milánó
milan	milan
milan	milánói
kým	miközben
kým	mialatt
kým	míg
kým	amíg
lat	lat
taliansko	olaszország
model	model
model	minta
model	modell
university	university
university	egyetem
hviezdy	csillagok
hviezdy	sztárok
hviezdy	csillag
miesta	helyszínek
miesta	helyek
miesta	helyszínek
miesta	helyek
projekt	projekt
projekt	project
kniha	könyv
kniha	könyvet
viacero	számos
viacero	többszörös
viacero	többszörösen
mária	mary
mária	mária
mária	marie
mária	mária
mária	mária
mária	maria
niečo	valami
niečo	valamit
motor	hajtómű
motor	motor
motor	motor
celkom	teljes
celkom	összesen
názvy	címeket
názvy	címek
názvy	nevek
názvy	neveket
krajín	országokban
krajín	országok
james	james
james	jakab
vedie	érdeklődők
vedie	vezet
vedie	érdeklődő
založené	alapították
založené	alapított
založené	alapította
založené	megalapozott
založené	alapú
založené	alapozott
európskej	európai
pohár	glass
pohár	üveg
pohár	pohár
pohár	kupa
pohár	csésze
pohár	cup
pohár	pohár
pohár	bögre
jednotlivých	egyén
jednotlivých	egyéni
manželka	házastársa
manželka	házastárs
manželka	feleségem
manželka	felesége
manželka	feleség
mohli	lehetne
nobelovej	nobel
music	zene
divadlo	színház
divadlo	színházi
divadlo	színház
malý	kis
malý	kicsik
malý	kicsi
malý	kis
malý	kicsi
malý	kevés
seba	magam
seba	magad
vplyv	ütközés
vplyv	becsapódás
vplyv	hatás
vplyv	hatása
vplyv	befolyása
vplyv	befolyással
vplyv	befolyás
vplyv	hatása
vplyv	hatás
vplyv	effektus
štefan	stephen
štefan	istván
štefan	stefan
mimo	kint
mimo	kívül
michael	michael
michael	mihály
existuje	létezik
celkovo	teljes
celkovo	összesen
celkovo	átfogó
celkovo	összességében
zákon	jogszabályok
zákon	jog
zákon	jogszabály
