magnolia	magnolia
strasbourg	straßburg
sportivi	athleten
sportivi	sportlern
sportivi	sportler
tulburari	krankheiten
tulburari	störungen
tulburari	erkrankungen
apostoli	gesandten
apostoli	apostel
chateau	schloß
chateau	schloss
chateau	chateau
chateau	schloß
chateau	schloss
chateau	chateau
adaugarea	zugabe
adaugarea	addition
adaugarea	zusatz
adaugarea	hinzufügen
bois	bois
formularul	formular
formularul	vordruck
formularul	form
grupate	zusammengebaut
grupate	zusammengefasst
grupate	gruppiert
crima	morde
crima	ermordung
crima	mord
crima	kriminalität
crima	verbrechens
crima	verbrechen
crima	straftat
crima	morde
crima	ermordung
crima	mord
crima	kriminalität
crima	verbrechens
crima	verbrechen
crima	straftat
gotic	gotische
gotic	gotischen
gotic	gothic
tre	tre
roz	pink
roz	rosa
ahmed	ahmed
ahmed	ahmad
latine	lateinamerika
latine	latin
latine	lateinische
latine	lateinisch
latine	latein
frunzele	laub
frunzele	blätter
frunzele	blättern
compozitii	komposition
compozitii	kompositionen
moscovei	russland
moscovei	moskau
kashmir	kaschmir
belgian	belgische
belgian	belgisches
belgian	belgischen
belgian	belgier
wikimapia	wikimapia
orange	orange
orange	orangensaft
orange	orangen
pierderile	verluste
pierderile	verlust
pierderile	verlusten
naviga	segeln
naviga	segelboot
naviga	segel
echipament	ausstattung
echipament	ausrüstung
echipament	geräte
echipament	anlagen
includerea	eingliederung
includerea	aufnahme
includerea	einbeziehung
includerea	einschluss
includerea	einbindung
simona	simona
joachim	joachim
formal	förmlich
formal	formell
formal	formal
formal	formell
formal	formelle
formal	formalen
formal	formale
formal	formal
austin	austin
filozofia	philosophie
aedes	aedes
implicarea	beteiligung
implicarea	einbindung
implicarea	mitwirkung
implicarea	einbeziehung
wall	pinnwand
wall	mauern
wall	wand
wall	mauer
harald	harald
meridiane	meridiane
autonome	autonomer
autonome	autonom
autonome	autonomen
autonome	autonome
village	dorf
village	feriendorf
village	ortschaft
raspandirea	verbreiten
raspandirea	ausbreiten
raspandirea	ausbreitung
raspandirea	verteilen
raspandirea	spread
raspandirea	ausbreitung
raspandirea	verbreitung
intensa	intensive
intensa	intensiver
intensa	intensiv
intensa	heftig
intensa	intensiven
intensa	intensive
intensa	intensiver
intensa	intensiv
intensa	heftig
intensa	intensiven
lugoj	lugoj
mutata	verschoben
mutata	zog
mutata	bewegte
mutata	bewegt
mutata	umgezogen
stramtoarea	strait
stramtoarea	straße
stramtoarea	meerenge
refugiat	flüchtlinge
refugiat	flüchtling
ungara	ungarisch
ungara	ungarischen
ungara	ungarische
ungara	ungarischer
scazuta	niedrige
scazuta	niedrig
scazuta	niedrigen
scazuta	low
compune	komponieren
compune	zusammenstellen
compune	verfassen
exterioara	außenbereich
exterioara	äußere
exterioara	außen
exterioara	aussen
interventie	eingriffe
interventie	interventionen
interventie	intervention
galilor	gallier
fenomene	phänomenen
fenomene	erscheinungen
fenomene	phänomen
fenomene	phänomene
austrieci	österreicher
austrieci	österreichisch
austrieci	österreicher
austrieci	österreichischen
austrieci	österreichisches
costume	kostüme
costume	kostüm
costume	trachten
costume	anzüge
costume	anzug
muban	muban
grija	fürsorge
grija	pflege
grija	betreuung
grija	pflege
grija	care
corul	chor
corul	chor
corul	refrain
modelele	modelle
modelele	modellen
modelele	vorbilder
modelele	modell
indeplini	erfüllen
reich	reich
reich	reichs
reich	reiches
józsef	józsef
agricol	landwirtschaftlich
agricol	landwirtschaftlichen
agricol	landwirtschaftliche
originile	entstehungsgeschichte
originile	ursprünge
originile	ursprung
originile	herkunft
khan	khan
mutarea	bewegen
mutarea	umzug
mutarea	verschieben
mutarea	bewegt
moscheea	moscheen
moscheea	moschee
latimea	breiten
latimea	breite
latimea	breit
ladislau	ladislaus
cooper	cooper
preah	preah
invazie	invasion
invazie	einmarsch
ehf	ehf
brabant	brabant
dealuri	hügeln
dealuri	berge
dealuri	hügel
dealuri	hills
danny	danny
determinata	bestimmt
determinata	ermittelt
determinata	entschlossen
tag	markieren
tag	markiere
tag	tag
tag	markiert
tag	markierung
perete	pinnwand
perete	mauern
perete	wand
perete	mauer
amenajare	einbau
amenajare	passend
nicholas	nikolaus
nicholas	nikolai
nicholas	nicholas
istoricii	historiker
straina	außenpolitik
straina	ausländische
straina	ausland
straina	ausländischen
iubit	lieben
iubit	liebte
iubit	liebten
iubit	geliebt
iubit	geliebten
iubit	geliebtes
iubit	geliebter
iubit	geliebte
iubit	geliebt
iubit	freundes
iubit	freund
entitate	körperschaft
entitate	einheit
platina	platin
platina	platinum
rezolva	lösen
rezolva	lösen
indivizi	einzelpersonen
indivizi	privatpersonen
indivizi	individuen
indivizi	personen
continental	continental
continental	kontinentale
continental	kontinentales
continental	kontinent
continental	kontinentalen
caesar	cäsar
caesar	caesar
cruci	kreuze
cruci	kreuzungen
cruci	kreuzen
cruci	kreuzt
pierdute	verlor
pierdute	verirrt
pierdute	verloren
pierdute	verlorene
pierdute	lost
perioadele	perioden
perioadele	zeiten
perioadele	zeiträume
bianco	bianco
ilustreaza	illustriert
ilustreaza	veranschaulicht
ilustreaza	illustrieren
ilustreaza	veranschaulichen
cardinal	kardinal
clare	clare
clare	klara
vulcan	vulkan
vulcan	vulkane
vulcan	vulkans
vulcan	vulkan
vulcan	vulkanische
vulcan	vulkanischen
mostenit	geerbt
mostenit	vererbt
mostenit	geerbt
mostenit	vererbt
curentului	aktuell
curentului	aktuellen
curentului	aktuelle
curentului	aktueller
curentului	aktuelles
destinatie	ziel
destinatie	reiseziel
destinatie	zielort
destinatie	bestimmung
destinatie	bestimmungsort
destinatie	ziel
destinatie	reiseziel
destinatie	zielort
destinatie	bestimmung
destinatie	bestimmungsort
hawaii	hawaii
sunetul	sound
sunetul	geräusche
sunetul	ton
sunetul	klang
sunetul	geräusch
xbox	xbox
gama	gamma
baby	baby
baby	schatz
evaluarea	bewertung
evaluarea	würdigung
evaluarea	bewertung
evaluarea	assessment
evaluarea	beurteilung
evaluarea	bewertung
evaluarea	beurteilung
evaluarea	evaluierung
evaluarea	auswertung
cinematografie	kinematographie
danez	dänisch
danez	dänische
danez	dänischer
danez	dänischen
raportat	gemeldeten
raportat	berichtete
raportat	gemeldet
raportat	gemeldete
raportat	berichtet
raurilor	flüsse
raurilor	flüssen
raurilor	rivers
paula	paula
acoperis	dach
acoperis	dachterrasse
acoperis	dach
acoperis	decke
acoperis	dächer
acoperis	dachterrasse
acoperis	dach
acoperis	decke
acoperis	dächer
acoperis	dachterrasse
acoperis	dach
acoperis	decke
acoperis	dächer
acoperis	dachterrasse
legala	rechtlichen
legala	juristische
legala	rechtliche
legala	rechtliches
legala	rechtsgrundlage
civili	zivilisten
civili	zivilpersonen
civili	zivilbevölkerung
elisabeth	elisabeth
citeste	read
citeste	lies
citeste	lesen
citeste	gelesen
citeste	lese
citeste	read
citeste	lies
citeste	lesen
citeste	gelesen
citeste	lese
variate	verschieden
variate	abwechslungsreich
variate	vielfältig
variate	unterschiedlich
variate	abwechslungsreiche
bros	bros
bros	brüder
prabusit	abgestürzt
prabusit	stürzte
prabusit	brach
prabusit	zusammengebrochen
prabusit	stürzte
clasificate	geheim
clasificate	klassifiziert
clasificate	eingestuft
clasificate	kleinanzeigen
clasificate	anzeigen
pic	plc
pic	pic
pic	bild
administrare	verwaltung
cereale	korn
cereale	getreide
cereale	getreide
cereale	getreidearten
cereale	müsli
cereale	getreide
warren	warren
parlamentara	parlamentarischer
parlamentara	parlamentarische
parlamentara	parlamentarischen
ferenc	ferenc
pictori	maler
stein	stein
basel	basel
doo	doo
étienne	étienne
étienne	etienne
trafic	verkehrs
trafic	verkehr
trafic	traffic
trafic	datenverkehr
baraj	talsperre
baraj	damm
baraj	staudamm
baraj	dam
baraj	stausee
absolvent	absolvent
absolvent	graduate
absolvent	abschluss
absolvent	diplom
islamica	islamischen
islamica	islamisten
islamica	islamischer
islamica	islamische
deriva	treiben
deriva	drift
deriva	treibt
deriva	treiben
deriva	treiben
deriva	drift
balta	teich
balta	teiche
balta	pfütze
balta	pfütze
aires	aires
roberts	roberts
kingdom	königreich
amandoi	sowohl
amandoi	beiden
amandoi	beide
amandoi	beides
amandoi	beider
statuie	denkmal
statuie	statue
tennessee	tennessee
mostenirea	erbschaft
mostenirea	legacy
mostenirea	vermächtnis
mostenirea	erbe
mostenirea	kulturgut
mostenirea	erbschaft
mostenirea	nachlass
mostenirea	erbe
mostenirea	erben
oslo	oslo
oslo	norwegen
turner	turner
adaugate	fügte
adaugate	hinzugefügt
beta	beta
aripi	schwingen
aripi	flügel
aripi	wings
aripi	flügeln
golf	golfplatz
golf	golf
golf	golfplätze
interzisa	verbotene
interzisa	untersagt
interzisa	verbotenen
interzisa	unzulässig
interzisa	verboten
interzisa	verbotene
interzisa	untersagt
interzisa	verbot
interzisa	unzulässig
interzisa	verboten
numirea	termin
numirea	berufung
numirea	ernennung
numirea	bestellung
numirea	benennung
contactul	kontaktaufnahme
contactul	kontakte
contactul	kontakt
contactul	kontaktieren
contactul	ansprechpartner
java	java
alexandre	alexandre
siberia	sibirien
inspector	prüfer
inspector	inspektor
inspector	kommissar
inspector	inspector
inspector	inspektoren
cumva	irgendwie
ocean	ozean
ocean	ozeane
ocean	meer
claudia	claudia
placut	gemocht
placut	gefällt
placut	gefallen
placut	gefiel
placut	mochte
placut	angenehmen
placut	angenehm
placut	angenehmer
placut	angenehme
placut	angenehmes
evans	evans
edge	rand
edge	kante
edge	edge
edge	kanten
declaratie	anweisung
declaratie	aussage
declaratie	statement
declaratie	erklärung
declaratie	deklaration
declaratie	erklärung
confera	verleihen
confera	verleiht
discursul	vortrag
discursul	ansprache
discursul	rede
discursul	sprache
alabama	alabama
folosire	verwendung
folosire	gebrauch
folosire	nutzung
folosire	einsatz
folosire	benutzung
intrand	betreten
intrand	eingabe
tabel	tisch
tabel	tabelle
indiei	indien
keith	keith
asigurata	versicherten
asigurata	versichert
asigurata	versicherte
corrèze	corrèze
emise	herausgegeben
emise	erteilt
emise	ausgestellt
emise	ausgegeben
campionatele	meisterschaft
campionatele	meisterschaften
louisiana	louisiana
baschet	basketball
baschet	basketballspieler
organ	orgel
organ	organ
hotelul	hotelzimmer
hotelul	hotel
oarecum	einigermaßen
oarecum	irgendwie
oarecum	eher
oarecum	etwas
finistère	finistère
tranzitie	übergänge
tranzitie	übergangsphase
tranzitie	übergang
distante	distanzen
distante	distanz
distante	entfernung
distante	entfernungen
distante	abstände
distante	distanzen
distante	distanz
distante	entfernung
distante	entfernungen
distante	abstände
cald	heiß
cald	hot
cald	warm
cald	heiss
cald	warmen
cald	wärme
cald	warm
cald	warme
adanc	tiefe
adanc	tief
adanc	deep
adanc	tiefen
adanc	tiefe
adanc	tief
adanc	deep
adanc	tiefen
salvare	heil
salvare	rettung
salvare	erlösung
salvare	rettungs
salvare	bergung
salvare	retten
salvare	rettung
vacanta	ferien
vacanta	urlaub
vacanta	ferien
vacanta	urlaub
vacanta	ferien
vacanta	urlaub
vacanta	ferien
vacanta	urlaub
vacanta	ferien
vacanta	urlaub
malta	zypern
malta	malta
manifestari	manifestationen
manifestari	erscheinungen
manifestari	ausprägungen
manifestari	erscheinungsformen
fotbalul	football
fotbalul	fußballspiel
fotbalul	fußball
fotbalul	fussball
radical	radikal
radical	radikalen
radical	radikaler
radical	radikale
asalt	angriff
asalt	körperverletzung
asalt	überfall
asalt	anschlag
renault	renault
sierra	sierra
specializate	spezialisiert
specializate	spezialisierten
specializate	spezialisierte
specializate	spezialisierte
specializate	spezialisiert
specializate	spezialisierten
buenos	buenos
dificultati	schwierigkeit
dificultati	schwierigkeiten
dificultati	schwierigkeitsgrad
dificultati	schwierigkeiten
raurile	flüsse
raurile	flüssen
raurile	rivers
tribuna	tribüne
tribuna	tribune
lapte	milchprodukte
lapte	muttermilch
lapte	milch
grove	grove
memoriile	memoiren
memoriile	memoiren
viteze	geschwindigkeiten
studios	studios
vieti	lebt
vieti	wohnt
vieti	lebt
vieti	wohnt
boemia	böhmen
oferind	bieten
oferind	anbieten
letonia	lettland
islanda	island
hanovra	hannover
hanovra	hannover
rahman	rahman
edinburgh	edinburgh
silva	silva
democratic	demokratisch
democratic	demokratische
democratic	demokratischer
democratic	demokratisch
democratic	demokratischen
distinge	unterscheiden
distinge	unterscheidung
distinge	unterscheidet
vrei	will
vrei	wollen
vrei	möchten
strategice	strategisch
strategice	strategische
strategice	strategisches
strategice	strategischen
utilizand	mit
utilizand	benutzen
utilizand	verwenden
numeric	numerisch
numeric	numerischen
numeric	numerischer
numeric	numerische
simte	feel
simte	fühlen
simte	gefühl
simte	fühle
simte	spüren
lloyd	lloyd
robinson	robinson
oldenburg	oldenburg
controverse	polemik
controverse	kontroversen
controverse	kontroverse
controverse	auseinandersetzung
controverse	streit
lunile	monate
lunile	monaten
rase	wettrennen
rase	rassen
rase	rennen
rase	rassen
bordeaux	bordeaux
lectii	unterricht
lectii	lehren
lectii	lektionen
lectii	unterrichtsstunden
lectii	unterricht
lectii	lehren
lectii	lektionen
lectii	unterrichtsstunden
jay	jay
teste	tests
teste	prüfungen
aventuri	abenteuer
aventuri	erlebnisse
aventuri	abenteuer
aventuri	erlebnis
autoritati	behörden
autoritati	gebietskörperschaften
estimare	kostenvoranschlag
estimare	schätzung
estimare	schätzungen
estimare	schätzen
estimare	abschätzung
estimare	schätzen
estimare	einschätzung
estimare	schätzung
estimare	schätzungen
comparativ	vergleichende
comparativ	vergleichs
comparativ	verhältnismäßig
comparativ	relativ
comparativ	vergleichsweise
comparativ	verglich
comparativ	verglichen
islamice	islamischen
islamice	islamisten
islamice	islamischer
islamice	islamische
salt	jump
salt	spring
salt	springen
salt	springe
salt	salzen
salt	salz
salt	salt
salt	salze
salt	salzwasser
tensiune	spannungen
tensiune	anspannung
tensiune	spannung
tensiune	spannung
batman	batman
pius	pius
traiasca	leben
traiasca	live
traiasca	wohnen
traiasca	lebe
traiasca	lebend
exprimate	gegossen
exprimate	besetzung
exprimate	darsteller
exprimate	werfen
exprimate	gips
exprimate	geworfen
exprimate	drückte
exprimate	ausgedrückt
instalatii	anlagen
instalatii	installationen
instalatii	anlagen
instalatii	installationen
romeo	romeos
romeo	romeo
concomitent	begleitende
arunca	wirf
arunca	schmeißen
arunca	wurf
arunca	werfen
arunca	wirf
arunca	schmeißen
arunca	wurf
arunca	werfen
conservare	erhaltung
conservare	konservierung
conservare	naturschutz
conservare	umweltschutz
conservare	erhaltung
conservare	bewahrung
conservare	aufbewahrung
conservare	konservierung
matilda	mathilde
matilda	matilda
recenta	kürzlich
recenta	neueste
recenta	jüngsten
recenta	aktuelle
recenta	kürzlich
recenta	neueste
recenta	jüngsten
recenta	aktuelle
accentul	akzent
trenul	trainieren
trenul	bahnhof
trenul	eisenbahn
trenul	zug
trenul	bahn
bate	beat
bate	schlag
bate	schlagen
bate	takt
bate	beats
bate	schlägt
bate	fledermäuse
propuse	vorgeschlagene
propuse	vorgeschlagen
propuse	vorgeschlagenen
manuscris	handschrift
manuscris	manuskripte
manuscris	manuskript
tanc	behälter
tanc	tank
tanc	panzer
tanc	tanks
zguduit	geschüttelt
zguduit	erschüttert
zguduit	aufgewühlt
zguduit	erschüttert
zguduit	geschüttelt
zguduit	erschüttert
bolnav	kranke
bolnav	kranken
bolnav	krank
bolnav	kranker
prix	prix
nguyen	nguyen
afecteaza	betrifft
afecteaza	beeinflusst
afecteaza	beeinträchtigt
afecteaza	betreffen
afecteaza	beeinflussen
afecteaza	betrifft
afecteaza	beeinflusst
afecteaza	beeinträchtigt
fiice	töchtern
fiice	töchter
nigeria	nigeria
gust	probieren
gust	schmecken
gust	geschmack
gilbert	gilbert
minnesota	minnesota
allah	allah
joan	johanna
joan	joan
vila	vila
vila	villa
vila	landhaus
vila	villa
vila	landhaus
bor	bor
bor	bor
muncitori	arbeitskräfte
muncitori	arbeitnehmer
muncitori	arbeiter
györgy	györgy
strategic	strategisch
strategic	strategisch
strategic	strategische
strategic	strategisches
strategic	strategischen
privit	gesehen
privit	sah
privit	angesehen
privit	beobachtet
privit	beobachtete
dennis	dennis
geografia	geographie
miami	miami
lang	lang
bugetul	haushalt
bugetul	budget
bugetul	haushaltsmittel
bugetul	haushaltsplan
matthew	matthew
matthew	matthäus
intervalul	sortiment
intervalul	reichweite
intervalul	bereich
intervalul	produktpalette
intervalul	abstand
intervalul	zeitraum
intervalul	intervall
intervalul	zeitspanne
wisconsin	wisconsin
strazile	strassen
strazile	straße
strazile	gassen
strazile	straßen
sunete	töne
sunete	sounds
sunete	klingt
sunete	klänge
sunete	geräusche
cablu	kabel
cablu	kabelfernsehen
cablu	cable
cablu	seilbahn
barajul	talsperre
barajul	damm
barajul	staudamm
barajul	dam
barajul	stausee
autonom	autonomer
autonom	autonom
autonom	autonomen
autonom	autonome
lucas	lucas
lucas	lukas
justin	justin
laurent	laurent
lingvistice	sprachkenntnisse
lingvistice	sprachlichen
lingvistice	sprachlich
northern	northern
northern	nordeuropa
northern	nördliche
northern	nördlichen
northern	nordirland
northern	norden
astea	diesen
astea	diese
procedura	vorgehensweise
procedura	verfahren
procedura	prozedur
procedura	vorgehensweise
procedura	verfahren
procedura	prozedur
marx	marx
lector	lecturer
lector	privatdozent
lector	dozent
lector	dozenten
aprox	ungefähr
aprox	ca
aprox	circa
aprox	rund
aprox	etwa
gandirea	denkweise
gandirea	denken
gandirea	denke
gandirea	nachdenken
esential	wesentliche
esential	unentbehrlich
esential	wesentlichen
esential	wesentlich
esential	wesentliche
esential	unentbehrlich
esential	wesentlichen
esential	wesentlich
consecutive	aufeinanderfolgende
consecutive	aufeinander
consecutive	aufeinanderfolgenden
navarra	navarra
asimov	asimov
carnivore	fleischfresser
carnivore	fleischfressende
repere	highlights
repere	höhepunkte
repere	besonderheiten
repere	schwerpunkte
repere	wahrzeichen
repere	meilenstein
repere	meilensteine
repere	etappen
repere	eckdaten
singapore	singapur
interpreta	interpretieren
interpreta	interpretation
interpreta	auslegen
acoperire	überzug
acoperire	beschichtungen
acoperire	beschichtung
acoperire	cover
acoperire	umschlag
acoperire	abdeckung
acoperire	decken
acoperire	deckung
acoperire	erfassung
acoperire	abdeckung
acoperire	berichterstattung
acoperire	geltungsbereich
wells	brunnen
wells	wells
pasare	vogelarten
pasare	vögel
pasare	vogel
pasare	bird
pasare	vogelarten
pasare	vögel
pasare	vogel
pasare	bird
ocazional	gelegentliche
ocazional	gelegentlichen
ocazional	gelegentlich
ocazional	gelegentlich
dedesubt	darunter
dedesubt	unterhalb
dedesubt	drunter
dedesubt	darunter
dedesubt	unten
dedesubt	unterhalb
atei	atheisten
fundul	hintern
fundul	arsch
stadiul	stufe
stadiul	bühnen
stadiul	bühne
stadiul	etappe
stadiul	stage
springs	federn
springs	springs
springs	quellen
detaliate	detaillierte
detaliate	ausführliche
detaliate	detailliert
detaliate	detaillierter
detaliate	ausführlich
estimat	schätzungsweise
estimat	geschätzte
estimat	geschätzt
estimat	schätzungen
estimat	schätzung
derivate	derivate
derivate	ableitungen
derivate	derivaten
derivate	abgeleiteten
derivate	abgeleitete
derivate	abgeleitet
derivate	derivat
derivate	derivate
derivate	abgeleitete
derivate	ableitung
liban	libanon
scaune	stühlen
scaune	stühle
scaune	sessel
scaune	plätze
scaune	sitze
scaune	sitzplätze
gov	gov
gov	regierung
béla	béla
regii	kings
regii	könige
regii	königen
aparand	erscheinen
aparand	erscheint
aparand	verteidigt
aparand	verteidigen
emma	emma
persana	persischen
persana	persische
persana	persisch
persana	perser
doyle	doyle
efectuarea	making
efectuarea	machen
efectuarea	durchführen
organe	organe
organe	gremien
organe	organen
organe	organ
organe	orgel
organe	organ
surori	sisters
surori	schwestern
goethe	goethe
cazimir	casimir
aug	august
aug	aug
eforturi	anstrengungen
eforturi	bemühungen
bobby	bobby
ring	ring
ring	läuten
ring	klingeln
ring	klingel
sever	schwer
sever	schwerwiegend
sever	schweren
sever	schwere
sever	abtrennen
faze	phase
faze	etappen
faze	phasen
pielea	haut
pielea	hautfarbe
pielea	skin
abordare	vorgehensweise
abordare	konzept
abordare	ansatz
abordare	vorgehen
vorbind	sprechen
vorbind	sprechend
vorbind	spricht
bretagne	bretagne
mina	mina
mina	hand
pactului	pakt
cameron	cameron
revistele	magazin
revistele	zeitschriften
decisiv	entschlossen
decisiv	entscheidende
decisiv	entscheidend
decisiv	entscheidenden
salbatice	wild
salbatice	wildnis
salbatice	wilden
salbatice	wilde
salbatice	wildes
noroc	cheers
noroc	prost
noroc	jubel
definitia	definition
definitia	begriffsbestimmungen
definitia	begriffsbestimmung
definitia	definitionen
stins	erloschen
stins	verblasst
stins	ausgeblendet
averea	vermögen
averea	reichtums
averea	wohlstand
averea	reichtum
averea	reichtümer
practicat	praktiziert
practicat	ausgeübt
practicat	übte
practicat	geübt
dati	geben
dati	gebe
dati	give
dati	gib
dati	schenken
tinta	ziel
tinta	zielvorgabe
tinta	zielgruppe
tinta	target
tinta	ziel
tinta	zielvorgabe
tinta	zielgruppe
tinta	target
comunitatile	gemeinschaften
nenumarate	unzählige
nenumarate	zahllosen
nenumarate	zahllose
nenumarate	unzähligen
nenumarate	unzählige
nenumarate	zahllosen
nenumarate	zahllose
nenumarate	unzähligen
vanzare	verkauf
vanzare	sale
vanzare	verkauf
vanzare	sale
cunostinta	bekanntschaft
cunostinta	kennenlernen
cunostinta	bekannten
cunostinta	bekannte
cunostinta	bekannter
cunostinta	bekanntschaft
cunostinta	kennenlernen
cunostinta	bekannten
cunostinta	bekannte
cunostinta	bekannter
varul	cousin
varul	vetter
varul	cousine
mer	mer
automata	automatischen
automata	automatisches
automata	automatik
automata	automatische
automata	automatisch
refugiati	flüchtlinge
refugiati	flüchtlingen
refugiati	flüchtling
refugiati	flüchtlinge
refugiati	flüchtlingen
refugiati	flüchtling
fereastra	schaufenster
fereastra	fenster
fereastra	schaufenster
fereastra	fenster
rector	rektor
propaganda	propaganda
propaganda	propaganda
dominat	dominieren
dominat	dominierte
dominat	beherrscht
dominat	dominiert
dominat	beherrschte
creasca	anbauen
creasca	wachsen
creasca	wächst
rebel	rebell
rebel	rebellen
ccd	ccd
lantul	kette
lantul	hotelkette
lantul	chain
uruguay	uruguay
pascal	pascal
abbasid	abbasiden
iugoslaviei	jugoslawien
damian	damian
roll	rollen
roll	rolle
roll	roll
roll	brötchen
roll	würfeln
preluarea	holen
preluarea	abrufen
preluarea	übernahmen
preluarea	übernahme
preluarea	machtübernahme
judecator	judge
judecator	richter
judecator	richterin
judecator	judge
judecator	richter
judecator	richterin
semneaza	zeichen
semneaza	unterschreiben
semneaza	unterzeichnen
semneaza	zeichen
semneaza	unterschreiben
semneaza	unterzeichnen
palermo	palermo
palermo	syrakus
hugh	hugo
hugh	hugh
termica	thermischer
termica	thermische
termica	thermalbad
termica	wärme
termica	thermischen
laos	laos
argumentele	vorbringen
argumentele	argumenten
argumentele	argumente
fir	wire
fir	draht
fir	stacheldraht
fir	drähte
fir	gewinde
fir	faden
fir	thread
legiunea	legion
chip	chip
chip	chipkarten
chip	chips
prefect	präfekt
localizata	gelegen
localizata	lokalisiert
localizata	lokalisierte
localizata	örtlich
localizata	lokalisiert
triburile	stämme
mon	mo
mon	mon
lisa	lisa
platoul	hochebene
platoul	plateau
platoul	hochland
pasarile	vogelarten
pasarile	vögel
pasarile	vogelarten
pasarile	vögel
arcul	bogen
arcul	schleife
arcul	beugen
arcul	bug
arcul	bow
square	square
square	rechteck
square	quadratisch
square	quadrat
square	platz
doc	dok
doc	doktor
doc	doc
incet	langsam
