atomi	atomok
znakove	jelek
znakove	jelzések
znakove	táblák
počast	tribute
tehničar	technikus
gljiva	gomba
gljiva	gombás
generator	generátor
peruu	perui
peruu	peru
ispit	vizsgálati
ispit	vizsgálat
ispit	próba
ispit	teszt
ispit	vizsga
tak	tak
poslužitelj	kiszolgáló
poslužitelj	szerver
pomak	műszak
pomak	váltás
inicijativa	kezdeményező
inicijativa	kezdeményezés
wien	wien
kreolski	kreol
gubitaka	veszteségek
gubitaka	veszteség
gubitaka	veszteségeket
jabuka	almás
jabuka	alma
jabuka	apple
bihać	bihács
pearl	pearl
pearl	gyöngy
božanstvo	istenség
božanstvo	istenség
morris	morris
nastava	tanít
nastava	tanítani
nastava	tanítás
nastava	órák
nastava	osztályok
nedavni	nemrég
nedavni	legutóbbi
vjerska	vallásos
vjerska	vallás
vjerska	vallási
baterije	akkumulátor
baterije	elem
baterije	elemmel
baterije	telepek
baterije	elem
baterije	akkumulátorok
baterije	elemek
meksički	mexikói
sicilije	szicília
sicilije	szicíliai
ćelija	cella
ćelija	sejt
shvati	értem
rothschild	rothschild
brojeve	számok
pjevao	sang
pjevao	énekelt
pjevao	énekeltem
krater	kráter
vitamin	vitaminok
vitamin	vitamin
aplikacija	kérelem
aplikacija	alkalmazás
aplikacija	jelentkezés
aplikacija	app
aplikacija	alkalmazás
torino	torino
igračke	játékok
šupljine	üreg
spašavanje	megtakarítás
spašavanje	mentés
spašavanje	megmenteni
spašavanje	megmentési
spašavanje	mentő
spašavanje	mentés
wei	wei
stambene	bentlakásos
stambene	lakossági
vrhova	csúcsok
glover	glover
čuda	csodák
čuda	csodákat
čuda	csodák
dublje	mélyebben
dublje	mélyebbre
dublje	mélyebb
opsada	ostrom
springs	springs
springs	rugó
prodor	áttörés
turista	turisták
turista	turista
turista	turisták
turista	turistákat
kampanja	kampány
obveze	kötelezettség
obveze	kötelezettségek
obveze	kötelezettségei
obveze	kötelezettségekkel
obveze	kötelezettségek
obveze	kötelezettség
puebla	puebla
mara	mara
odredište	rendeltetési
odredište	cél
drvena	fából
drvena	fa
drvena	wood
drvena	erdő
drvena	fát
pošta	mail
pošta	levél
pošta	levelek
pošta	posta
predavač	előadó
fontana	szökőkút
fontana	kút
fontana	szökőkutak
sektora	ágazat
sektora	szektor
sektora	ágazatok
sektora	szektorok
faust	faust
duke	duke
duke	herceg
andreas	andreas
piramide	piramis
piramide	piramisok
glad	éhínség
glad	éhezés
glad	éhínség
glad	éhezés
glad	éhség
zeleno	zöld
dick	fasz
dick	dick
dick	farok
izbjeglice	menekültek
spojena	egyesített
zastupljenost	képviselet
zastupljenost	képviselete
izumio	fantázia
trogir	trogir
izvješća	jelentések
izvješća	beszámolók
zabave	bulik
zabave	pártok
zabave	felek
zabave	partik
sánchez	sánchez
siriji	szíriában
siriji	szíria
vrti	forog
vrti	forgó
sporedna	vurstli
postojeći	meglévő
postojeći	meglevő
postojeći	létező
standardna	normál
standardna	szabványos
standardna	szabvány
standardna	standard
aluminija	alumínium
aluminija	alumínium
vozi	vezetni
vozi	vezess
vozi	meghajtó
donald	donald
naredbe	parancsok
naredbe	parancsol
naredbe	parancsok
naredbe	megrendelések
naredbe	parancs
naredbe	parancsot
umjetni	mesterséges
profesionalno	szakmai
profesionalno	profi
profesionalno	professzionális
profesionalno	szakmailag
okus	íze
okus	íz
tropske	trópusi
canis	canis
poplava	árvíz
poplava	árvíz
poplava	árvíz
poplava	árvizek
sergio	sergio
primjeni	alkalmazni
primjeni	jelentkezz
tramvaj	villamos
tramvaj	villamos
kraljevsko	királyi
kraljevsko	royal
sim	sim
sim	sim
bosanskih	bosznia
bosanskih	boszniai
leone	leone
leone	leon
probiti	áthatolni
urb	urb
ukratko	röviden
ukratko	rövid
ukratko	alacsony
ukratko	röviden
pjevala	sang
pjevala	énekelt
pjevala	énekeltem
japansko	japán
japansko	japánok
pečat	bélyeg
pečat	bélyegző
pečat	pecsét
pečat	fóka
pečat	pecsét
pečat	seal
prehrane	tápanyag
prehrane	táplálkozás
prehrane	táplálék
prehrane	táplálkozási
natječaj	gyengéd
natječaj	pályázati
natječaj	pályázat
natječaj	pályázat
natječaj	verseny
violina	hegedű
maxim	maxim
počinio	lekötött
počinio	elkövetett
počinio	elkötelezett
proteina	protein
proteina	fehérje
proteina	fehérjék
lyon	lyon
osvajača	támadók
danilo	danilo
barcelone	barcelonában
barcelone	barcelonai
barcelone	barcelona
augustin	augustin
miles	miles
miles	mérföld
zrcala	tükrök
zrcala	tükör
zaštitnika	patron
izbijanja	kitörés
izbijanja	járvány
konvencije	egyezmények
konvencije	egyezmény
konvencije	konvent
odražava	fényvisszaverő
odražava	tükröző
odražava	tükrözze
odražava	tükrözi
iznutra	belül
grijeha	bűn
grijeha	sin
karakterističan	megkülönböztető
karakterističan	jellegzetes
bratstvo	testvériség
bratstvo	testvériség
dinara	dinár
dinara	dinár
pgp	pgp
vlakana	szál
vlakana	rost
krzno	szőrme
krzno	szőr
krzno	bunda
satima	órákban
satima	óra
satima	órák
vuka	farkas
vuka	wolf
pokrenuta	elindított
pokrenuta	indított
deutsche	deutsche
glasine	szóbeszéd
glasine	pletyka
glasine	szóbeszéd
glasine	pletykák
glasine	szóbeszéd
glasine	pletyka
glasine	szóbeszéd
glasine	pletykák
radionica	műhely
vjenčanja	esküvők
camp	camp
camp	tábor
britaniju	britannia
revoluciju	forradalom
maribor	maribor
hampshire	hampshire
leptir	lepke
leptir	pillangó
prikazano	megjelenített
prikazano	kiemelt
ubojice	gyilkosok
ubojice	gyilkosok
ubojice	bérgyilkosok
tvrdeći	veszekedés
tvrdeći	vitatkozni
glasom	hangja
glasom	hang
suha	szárazon
suha	száraz
bora	bora
hunt	vadászat
hunt	hunt
hunt	vadászatot
uši	tetű
uši	tetvek
uši	tetves
uši	fülek
uši	fül
uši	füle
bitaka	csaták
graf	grafikon
graf	graf
potpora	támogatás
potpora	támogatást
baterija	akkumulátor
baterija	elem
baterija	elemmel
fritz	fritz
acer	acer
poznavanje	tudás
poznavanje	ismeretek
atlanta	atlanta
atlanta	atlantában
atlanta	atlantai
petru	petra
vjenčanje	esküvő
vjenčanje	esküvőn
vjenčanje	esküvőre
kuge	járvány
kuge	pestis
kurt	kurt
pomogli	segített
pomogli	segítettek
sul	sul
zahvalnosti	hálával
gene	gén
gene	gene
bojan	bojan
ekološki	ökológiai
parovi	párok
parovi	párokat
uništavanje	pusztulás
uništavanje	pusztítás
uništavanje	megsemmisítés
horor	horror
horor	rémület
horor	borzalom
linux	linux
faraon	fáraó
zenit	zenith
liječnici	orvosok
liječnici	doktorok
zamjene	utánpótlás
susjeda	szomszédom
susjeda	szomszéd
susjeda	szomszédom
susjeda	szomszédok
susjeda	szomszéd
ahmed	ahmed
tekuće	folyamatos
tekuće	folyamatban
tekuće	folyékony
tekuće	folyadék
molio	imádkozott
molio	könyörgött
preuzimanja	letölthető
preuzimanja	letöltés
preuzimanja	letöltések
malus	malus
ograničeno	limited
ograničeno	limitált
ograničeno	korlátozott
ograničeno	korlátolt
ograničeno	korlátozott
ograničeno	korlátozottak
testiranje	tesztelés
testiranje	vizsgálati
testiranje	vizsgálat
testiranje	próba
testiranje	teszt
dog	kutyus
dog	kutya
definicije	fogalmak
definicije	meghatározások
definicije	meghatározás
definicije	meghatározása
audi	audi
tokyo	tokió
tokyo	tokiói
tokyo	tokyo
pronađe	talál
pronađe	megtalálja
besplatno	ingyenes
besplatno	ingyen
besplatno	free
besplatno	szabad
forest	erdei
forest	erdő
forest	erdők
promatranje	megfigyelési
promatranje	megfigyelés
promatranje	megfigyelni
promatranje	észrevétel
promatranje	megfigyelés
karen	karen
kukuruz	kukoricát
kukuruz	kukorica
posthumno	posztumusz
posthumno	posztumusz
chamberlain	chamberlain
trening	tréning
trening	képzési
trening	kiképzés
trening	képzés
trening	edzés
trening	gyakorlás
trening	edzés
trening	gyakorlat
trening	edzés
poduzetnik	vállalkozó
poljoprivredne	mezőgazdasági
poljoprivredne	mezőgazdaság
grebena	zátonyok
catherine	katalin
catherine	catherine
studentima	diákok
studentima	hallgatók
studentima	tanulók
pretpostavke	feltételezések
pretpostavke	feltételezés
anđeli	angyalok
jugozapadnoj	délnyugat
pita	pite
pita	kérdi
pita	kérdezi
prijetnje	fenyegetés
prijetnje	fenyegetések
prijetnje	veszélyek
odobrio	engedélyezett
odobrio	jóváhagyott
odobrio	engedélyezett
odobrio	engedélyezve
snyder	snyder
dale	dale
pacijent	páciens
pacijent	türelmes
pacijent	beteg
snova	álmokat
snova	álmok
snova	álom
malta	máltai
malta	málta
justin	justin
dostignuća	eredmények
gradac	gradac
hoffman	hoffman
liber	liber
edgar	edgar
mučenika	mártír
koraka	lépcső
koraka	lépcsők
koraka	lépések
koraka	lépés
koraka	lépéseket
japanci	japán
japanci	japánok
ozbiljne	súlyos
austin	austin
iznimka	kivételek
iznimka	kivétel
okrenuo	megfordult
okrenuo	fordult
pogreška	tévedés
pogreška	hiba
pogreška	tévedés
pogreška	hiba
kriterij	kritérium
kriterij	kritérium
kriterij	szempontok
kriterij	kritériumok
membrane	membránok
marijana	marianne
opseg	kerület
opseg	kerülete
opseg	hatálya
opseg	hatály
pobjedio	nyert
povezivanje	kapcsolat
povezivanje	kapcsolódás
povezivanje	csatlakozás
povezivanje	kapcsolódás
povezivanje	kapcsolatot
povezivanje	kapcsolódás
povezivanje	csatlakozás
ugljik	szén
powell	powell
kontrolira	ellenőrzések
slaba	gyenge
slaba	gyengék
konji	lovak
konji	lovakat
pristaje	illik
odobrenje	engedély
odobrenje	engedélyezés
odobrenje	felhatalmazás
odobrenje	jóváhagyás
odobrenje	jóváhagyási
odobrenje	engedélyezés
odobrenje	engedély
odobrenje	engedélyezés
odobrenje	felhatalmazás
mostova	hidak
mostova	hidakat
novinarka	újságíró
novinarka	újságíró
novinarka	riporter
flora	flora
propast	végzet
promatrati	megfigyelni
stilova	styles
hbo	hbo
opremljena	felszerelve
opremljena	felszerelt
opremljena	felszerelve
opremljena	felszerelt
izvanredno	rendkívüli
izvanredno	kiváló
izvanredno	kiemelkedő
izvanredno	kimagasló
seattle	seattle
planeti	bolygók
protokol	protokoll
protokol	jegyzőkönyv
terra	terra
umjetna	mesterséges
svinja	disznó
svinja	sertés
svinja	malac
tesla	tesla
luigi	luigi
metro	metró
metro	metro
kamenje	stones
kamenje	kövek
kamenje	kövek
kamenje	sziklák
operativne	operatív
reinhold	reinhold
pumpe	szivattyú
pumpe	szivattyúk
vodoravno	vízszintesen
vodoravno	vízszintesen
vodoravno	horizontális
vodoravno	vízszintes
neven	neven
vela	fátyol
vela	fátyol
golf	golf
sklonost	dőlés
palazzo	palazzo
većinski	többségi
većinski	többség
optički	optikai
napoleona	napóleon
napoleona	napoleon
ovaca	bárány
ovaca	juh
ovaca	birkák
ovaca	juhok
ovaca	birka
beck	beck
helen	helen
manga	mangó
manga	mangó
manga	manga
sigurnošću	bizonyosság
sigurnošću	bizonyosságot
organi	szervei
organi	szervek
kantona	canton
okupljanja	összejövetelek
branitelji	védők
teritoriji	terület
teritoriji	területe
sutra	holnap
kariba	karibi
maroko	marokkóban
maroko	marokkó
unutarnja	belső
zapovjednici	parancsnokok
moguć	lehetséges
građanima	állampolgárok
građanima	polgárok
jačanje	kiemelés
trinidad	trinidad
alpe	alpok
slučajevi	ügyek
slučajevi	esetekben
slučajevi	esetek
springer	springer
jupitera	jupiter
gif	gif
sebastian	sebastian
novinari	újságírók
novinari	újságírókat
novinari	újságírók
novinari	riporterek
plaže	beach
plaže	part
plaže	tengerpart
plaže	tengerparton
plaže	strand
plaže	tengerpart
plaže	strandok
masters	masters
masters	mesterek
dekan	dean
dekan	dékán
sony	sony
privukao	vonzott
privukao	vonzódik
zec	nyúl
zec	nyúl
zec	nyuszi
šećer	cukor
šećer	cukrot
šećer	cukorral
punta	punta
sfera	gömb
profesionalna	szakmai
profesionalna	profi
profesionalna	professzionális
sex	szex
sex	sex
invazija	invázió
genocid	népirtás
bare	tó
bare	tavak
preporod	revival
potaknuti	sarkantyú
plodovi	gyümölcs
plodovi	gyümölcsök
loša	bad
loša	rosz
loša	rossz
promjeru	átmérője
promjeru	átmérő
promjeru	átmérőjű
laboratorij	laboratórium
laboratorij	laboratóriumi
laboratorij	laboratórium
laboratorij	labor
rezidencija	tartózkodási
rezidencija	lakóhely
lange	lange
boca	boca
boca	palack
boca	üveg
boca	tartály
boca	üveget
minas	minas
košarka	kosár
košarka	kosárlabda
tragedija	tragédia
bavarske	bajor
nominaciju	jelölés
nominaciju	jelölést
specifična	specifikus
specifična	konkrét
dokazano	bizonyítottan
dokazano	bizonyított
divlja	wild
divlja	vadon
divlja	vadak
divlja	vad
iznenađenje	meglepetés
iznenađenje	meglepi
prikupljanje	gyűjtés
prikupljanje	gyűjteni
prikupljanje	adatgyűjtés
prikupljanje	gyűjtés
prikupljanje	gyűjtemény
prikupljanje	kollekció
greda	sugár
greda	gerendák
ličnost	személyiség
ličnost	személyisége
ličnost	egyéniség
božanstva	istenség
božanstva	istenségek
kukuruza	kukoricát
kukuruza	kukorica
drukčije	más
drukčije	különböző
drukčije	eltérő
tribina	lelátó
tribina	tribün
panorama	panorama
incident	incidens
veleposlanik	nagykövet
pijanist	zongorista
okupio	összegyűlt
okupio	összeállított
christie	christie
bodovi	pont
bodovi	pontok
gume	gumik
gume	gumiabroncsok
gume	gumik
gume	gumiabroncs
turističko	turisták
turističko	turista
upisana	vésve
gps	gps
mjuzikl	zenés
mjuzikl	zenei
mjuzikl	musical
tjedno	hetente
tjedno	heti
delaware	delaware
peck	peck
mauzolej	mauzóleum
torpedo	torpedó
carvalho	carvalho
zavjet	fogadalom
zavjet	szövetség
zavjet	testamentum
zavjet	fogadalom
zavjet	eskü
dante	dante
poljaci	lengyelek
englezi	angolul
englezi	angol
tragove	nyomok
tragove	nyomokat
tragove	sínek
tragove	nyomok
tragove	nyomokat
vedran	vedran
salona	szalon
salona	szalonban
hat	kalap
hat	sapka
hat	kalapot
klan	klán
stvori	létrehozása
venera	vénusz
gggg	éééé
kopno	föld
kopno	földterület
kopno	szárazföld
kopno	telek
kopno	földterületek
kopno	kontinens
kopno	szárazföld
palma	palma
publikacija	kiadványok
provedena	végrehajtott
provedena	megvalósított
postignuća	eredmények
voldemort	voldemort
posuda	hajó
posuda	edény
planirao	tervezett
planirao	megtervezett
otrov	méreg
otrov	méreg
eksplozija	robbanás
eksplozija	robbantás
berry	bogyó
berry	berry
poplave	árvíz
poplave	árvizek
poplave	árvíz
poplave	árvíz
alt	alt
gorski	gorski
dipl	dipl
irena	irena
irena	irene
poljoprivredu	mezőgazdasági
poljoprivredu	mezőgazdaság
susjedi	szomszédok
susjedi	szomszédokkal
susjedi	szomszédok
alkohol	alkoholos
alkohol	alkoholt
alkohol	alkohol
dora	dora
obiteljima	családok
peto	ötödik
mustafa	mustafa
kamp	camp
kamp	tábor
dojke	melle
dojke	mell
komentara	megjegyzések
komentara	hozzászólás
komentara	megjegyzés
komentara	hozzászólások
komentara	észrevételek
organizirano	szervezett
organizirano	rendezett
organizirano	szervezett
naglasiti	hangsúlyozni
naglasiti	hangsúlyozni
naglasiti	hangsúlyozni
kum	keresztapa
uvale	öblök
svjedok	szemtanú
svjedok	tanú
živo	élénk
živo	eleven
aranžman	megállapodás
aranžman	elrendezés
aranžman	elrendezése
aranžman	megegyezés
aranžman	egyezség
brojke	számadatok
brojke	számok
brojke	figurák
batman	batman
bacio	dobta
dijalog	párbeszédre
dijalog	párbeszéd
usvojen	elfogadva
usvojen	elfogadott
istraživao	vizsgált
istraživao	kutatott
koloniju	kolónia
koloniju	telep
pozitivan	pozitívak
pozitivan	pozitív
drevne	ősök
odluci	döntés
odluci	határozat
apache	apache
apache	apacs
prihvaćanje	elfogadni
prihvaćanje	elfogadó
prihvaćanje	elfogadás
prihvaćanje	elfogadás
dob	kor
dob	életkor
podne	dél
podne	délben
poreč	poreč
kritizirao	kritizálta
kritizirao	bírálta
tina	tina
debljina	vastagsága
debljina	vastagságú
dolar	dollár
paulie	paulie
sjene	árnyékok
sjene	árnyék
sjene	árnyak
sjene	árnyékok
sjene	árny
sjene	árnyék
staljin	sztálin
lopez	lopez
jimi	jimi
poteškoća	nehézségek
poteškoća	nehézséget
poteškoća	nehézség
disanje	légzés
disanje	lélegzik
disanje	légzés
disanje	légzése
ogroman	hatalmas
ogroman	óriási
software	szoftverek
software	szoftver
arabije	arábia
predsjedništvo	elnöksége
predsjedništvo	elnökség
olga	olga
jede	evés
jede	enni
jede	eszik
jede	eszik
odgoja	nevelés
gusto	sűrű
gusto	vastag
konga	konga
rekonstrukcija	újjáépítési
erupcija	kitörés
šesnaest	tizenhat
nicolas	nicolas
podići	felnevelni
podići	emelés
kan	kahn
kan	khan
kan	kán
kan	kan
sumnja	gyanúsított
sumnja	gyanúsítottak
sumnja	gyanú
sumnja	kétely
sumnja	kétséges
sumnja	kétség
sumnja	kétségek
sumnja	kétségei
sumnja	kétely
sumnja	kétség
sumnja	kétségek
sumnja	feltételezett
sbc	sbc
uživa	élvezi
uživa	élvezi
uživa	élvezem
igranje	játszik
igranje	játszom
jaki	erős
jaki	erősek
horn	szarva
horn	kürt
horn	horn
pobunjenika	felkelő
pobunjenika	lázadók
pobunjenika	lázadó
pažljivo	óvatosan
biblija	biblia
biblija	bibliát
četrnaest	tizennégy
koordinate	koordináták
koordinate	koordináta
koordinate	koordinátákat
walesa	wales
sao	sao
stockholm	stockholm
stockholm	stockholmi
magnetsko	mágneses
zbunjen	zavarodott
zbunjen	zavart
zbunjen	zavaros
standardima	standardok
standardima	előírások
standardima	szabványok
abdul	abdul
margaret	margaret
margaret	margit
price	árak
price	ár
price	ára
price	történetek
price	történeteket
price	mesék
price	bejegyzések
stana	stan
židove	zsidók
židove	zsidó
atlantic	atlanti
očuvanju	megőrzése
blokiran	letiltott
svinje	disznók
svinje	sertések
svinje	sertés
svinje	malacok
platforme	platform
platforme	platformok
kabine	kabinok
aves	aves
plamen	láng
plamen	lángok
beat	legyőzni
čuvar	őrző
čuvar	őrző
čuvar	őr
hrast	oak
hrast	tölgyfa
hrast	tölgy
melodije	dallamok
melodije	dallamok
kiss	csók
kiss	puszi
kiss	kiss
optužio	vádlott
optužio	megvádolt
odgovorna	felelősségteljes
odgovorna	felelős
icao	icao
doseg	tartomány
doseg	távolság
doseg	elérés
doseg	elérése
doseg	elérni
premijeru	premier
infrastrukture	infrastruktúra
okusa	ízek
okusa	íze
okusa	íze
okusa	ízek
okusa	íz
prekinuta	megszakította
osjećaje	érzéseit
osjećaje	érzések
osjećaje	érzelmek
organiziran	szervezett
organiziran	rendezett
organiziran	szervezett
hipoteza	hipotézisek
hipoteza	hipotézis
hipoteza	feltevés
hipoteza	feltételezés
hipoteza	elmélet
organiziranje	megszervezése
obrt	kézműves
obrt	kézműves
kylie	kylie
pravno	jogilag
pravno	törvényesen
pravno	legálisan
pravno	jogi
pravno	legális
pravno	törvényes
zbroj	összeg
diamond	gyémánt
diamond	diamond
neil	neil
preživjeti	túlélni
poglavar	törzsfőnök
predlošci	sablonok
duncan	duncan
pumpa	szivattyú
pumpa	pumpa
fern	fern
airbus	airbus
clara	clara
slijedio	követett
slijedio	követte
pera	toll
pera	tollak
pera	toll
norme	normák
norme	norma
norme	norm
nosa	orr
nosa	orrot
bomba	bomba
metalni	metál
metalni	metal
metalni	fémek
metalni	fém
metalni	fémes
metalni	fém
tower	tower
tower	torony
bush	bush
bush	bokor
dokumenta	iratok
dokumenta	dokumentumok
dokumenta	okmányok
dokumenta	dokumentum
dokumenta	okmány
dokumenta	okirat
dokumenta	dokumentum
bauer	bauer
izvorna	eredeti
dominiraju	uralni
sara	sarah
sara	sara
lokomotive	mozdony
rené	rené
česi	csehek
neriješeno	nyakkendő
neriješeno	döntetlen
neriješeno	megoldatlan
sullivan	sullivan
firenca	florence
firenca	firenze
slabi	gyenge
slabi	gyengék
svijetlo	fény
svijetlo	light
svijetlo	fényt
svijetlo	fényes
braun	braun
preporučuje	ajánl
preporučuje	ajánlja
preporučuje	ajánlotta
preporučuje	ajánlott
preporučuje	javasolt
predsjednici	elnökök
robovi	szolgák
robovi	rabszolgák
zadatke	feladatai
zadatke	feladatok
posjeti	látogatás
posjeti	látogatás
posjeti	látogatások
posjeti	látogató
posjeti	látogatás
posjeti	látogatóban
ekonomist	közgazdász
emitiranje	közvetítés
emitiranje	adás
emitiranje	műsorszolgáltatás
kapelan	lelkész
borbena	harcias
parkova	parkok
parkova	parks
pločice	csempe
pločice	csempe
izrazi	kifejezéseket
izrazi	kifejezések
vulkan	vulkán
vulkan	vulkán
jacob	jacob
purcell	purcell
katoličanstvo	katolicizmus
vegetacije	növényzet
naizgled	látszólag
okružuju	körülvevő
okružuju	környező
okružuju	körül
inspektor	felügyelő
inspektor	ellenőr
intervencije	beavatkozások
intervencije	beavatkozás
intervencije	intervenciós
intervencije	intervenció
tucker	tucker
porez	adó
porez	adózás
porez	adók
porez	adók
porez	adó
jame	gödrök
jame	verem
jame	gödör
portland	portland
portland	portlandben
rovinj	rovinj
diana	diana
pretpostavka	találgatás
pretpostavka	sejtés
pretpostavka	feltevés
pretpostavka	feltételezés
predgrađu	külvárosában
predgrađu	külvárosi
predgrađu	külvárosban
isaac	isaac
gljive	gombát
gljive	gomba
gljive	gombák
gljive	gomba
gljive	gombás
pojačanje	erősítés
pojačanje	erősítést
pojačanje	utánpótlás
pojačanje	tartalék
pojačanje	erősítés
logore	táborok
tumora	tumor
tumora	daganat
sjeme	vetőmag
sjeme	mag
sjeme	vetőmag
sjeme	magvak
sjeme	mag
sjeme	magok
lucija	lucius
lucija	lucia
rožnice	szaruhártya
rožnice	szaruhártya
rožnice	szaruhártya
branitelj	védő
branitelj	védelmező
poljoprivredi	mezőgazdasági
poljoprivredi	mezőgazdaság
preostalo	megmaradt
preostalo	megmaradó
preostalo	fennmaradó
silvio	silvio
majica	póló
majica	ing
