din	dari
germania	jerman
face	buat
face	make
face	jadikan
face	membuat
satul	kampung
satul	dusun
satul	desa
satul	village
national	gimn
national	national
national	nasional
national	gimn
national	national
national	nasional
national	gimn
national	national
national	nasional
note	catatan
note	notes
perioada	periode
perioada	periode
minoritate	minoritas
ucraineana	ukraina
cadrul	framework
cadrul	kerangka
general	umum
general	jendral
general	jenderal
razboi	perang
razboi	peperangan
razboi	war
razboi	perang
razboi	peperangan
razboi	war
peste	over
peste	ikan
romana	rumania
romana	roman
romana	romawi
romana	romana
afla	pelajari
afla	belajar
inceput	dimulai
inceput	memulai
inceput	permulaan
inceput	awal
iii	iii
duce	duke
duce	adipati
duce	duce
roman	rumania
roman	roman
roman	romawi
roman	novel
provincia	propinsi
provincia	provinsi
vedere	melihat
vedere	tampilan
vedere	lihat
wikipedia	wikipedia
specie	spesies
specie	species
punct	dot
punct	poin
punct	titik
punct	point
stat	negara
stat	keadaan
stat	state
unite	bersatu
moldova	moldova
file	tab
atunci	lalu
atunci	maka
atunci	kemudian
secolul	abad
secolul	century
una	satu
una	one
aceasta	ini
life	kehidupan
life	life
life	hidup
resedinta	residence
resedinta	kediaman
resedinta	residence
resedinta	kediaman
resedinta	residence
resedinta	kediaman
orasul	city
orasul	kota
orasul	kotamadya
orasul	town
orasul	kota
orasul	city
orasul	kota
tot	all
tot	aii
tot	semua
tot	masih
chiar	even
chiar	genap
chiar	bahkan
facut	made
facut	dibuat
cunoscute	dikenal
cunoscute	diketahui
film	movie
film	bioskop
film	film
film	film
vorbitori	speaker
vorbitori	pembicara
date	kurma
date	tanggal
date	data
trebuie	harus
trebuie	mesti
trebuie	keharusan
trebuie	must
cunoscuta	dikenal
cunoscuta	diketahui
decat	daripada
decat	than
decat	daripada
decat	than
aici	disini
aici	here
aici	sini
mari	big
mari	besar
mari	mari
zile	days
zile	hari
fata	front
fata	depan
fata	muka
fata	wajah
fata	face
fata	muka
fata	wajah
fata	face
fata	cewe
fata	cewek
fata	girl
fata	gadis
fata	muka
fata	wajah
fata	face
fata	cewe
fata	cewek
fata	girl
fata	gadis
fata	muka
fata	wajah
fata	face
fata	muka
fata	wajah
fata	face
club	club
club	klub
componente	komponen
est	east
est	timur
est	est
nou	new
nou	baru
ales	dipilih
ales	terpilih
numai	only
numai	saja
numai	hanya
ioan	john
ioan	yohanes
ioan	ioan
ion	ion
rusa	russian
rusa	rusia
rusa	russian
rusa	rusia
isbn	isbn
populatia	penduduk
populatia	populasi
populatia	penduduk
populatia	populasi
doi	dua
doi	two
acelasi	same
membru	anggota
membru	member
numit	bernama
numit	dinamai
numit	dinamakan
numit	disebut
numit	dipanggil
descrisa	dijelaskan
descrisa	digambarkan
descrisa	diterangkan
oficial	official
oficial	resmi
nici	nor
impotriva	menentang
impotriva	melawan
impotriva	against
impotriva	terhadap
impotriva	menentang
impotriva	melawan
impotriva	against
impotriva	terhadap
impotriva	menentang
impotriva	melawan
impotriva	against
impotriva	terhadap
desi	meskipun
desi	walaupun
desi	though
desi	meskipun
desi	walaupun
desi	meski
desi	walau
desi	desi
desi	meskipun
desi	walaupun
desi	though
desi	meskipun
desi	walaupun
desi	meski
desi	walau
desi	meskipun
desi	walaupun
desi	though
desi	meskipun
desi	walaupun
desi	meski
desi	walau
saint	santo
saint	saint
impreuna	bareng
impreuna	together
impreuna	bersama
impreuna	bareng
impreuna	together
impreuna	bersama
impreuna	bareng
impreuna	together
impreuna	bersama
specia	spesies
specia	species
vest	maghrib
vest	barat
vest	west
vest	barat
vest	western
italia	italia
italia	italy
italia	italia
putin	little
putin	kecil
putin	sedikit
putin	beraktifitas
putin	putin
excentricitate	eksentrik
inca	masih
inca	masih
descoperit	ditemukan
descoperit	menemukan
descoperit	ketahuan
descoperit	diungkap
inainte	forward
inainte	maju
inainte	teruskan
inainte	sebelum
inainte	sebelumnya
inainte	before
inainte	forward
inainte	maju
inainte	teruskan
inainte	sebelum
inainte	sebelumnya
inainte	before
lemn	kayu
lemn	wood
noi	new
noi	baru
nicolae	nicholas
nicolae	nicolae
nationala	gimn
nationala	national
nationala	nasional
nationala	gimn
nationala	national
nationala	nasional
subspecii	upaspesies
statele	negara
drept	straight
drept	lurus
mod	moda
mod	modus
mod	mode
american	american
american	amerika
fiecare	setiap
fiecare	every
fiecare	setiap
fiecare	tiap
fiecare	each
prezent	sajikan
prezent	hadir
prezent	present
casa	house
casa	rumah
casa	house
casa	rumah
casa	home
casa	rumah
casa	pulang
casa	beranda
categorie	kategori
text	sms
text	teks
cluj	cluj
bine	bagus
bine	okey
bine	okay
bine	oke
http	http
site	situs
site	site
articole	artikel
articole	item
articole	butir
articole	barang
alexandru	alexandru
alexandru	alexander
unele	some
unele	beberapa
milioane	juta
milioane	million
milioane	sejuta
milioane	jutaan
milioane	juta
milioane	berjuta
apa	water
apa	air
apa	water
apa	air
ori	ori
tara	negara
tara	negara
tara	negara
tara	tara
tara	negara
tara	negara
sate	desa
tarziu	terlambat
tarziu	telat
tarziu	larut
tarziu	terlambat
tarziu	telat
tarziu	larut
istoria	history
istoria	riwayat
istoria	sejarah
maria	maria
cunoscut	dikenal
cunoscut	diketahui
patru	empat
patru	four
republica	republik
republica	republik
raul	sungai
raul	river
raul	kejahatan
raul	jahat
raul	evil
formata	dibentuk
formata	terbentuk
paris	paris
gheorghe	gheorghe
gheorghe	george
tip	cowok
tip	guy
tip	jenis
tip	tipe
tip	ketik
premiul	prize
premiul	penghargaan
premiul	award
persoane	rakyat
persoane	orang
persoane	people
constantin	constantin
constantin	konstantin
constantin	konstantinus
constantin	constantine
etc	dll
exemplu	contoh
descriere	caption
descriere	keterangan
descriere	uraian
descriere	deskripsi
descriere	keterangan
george	george
articol	pasal
articol	artikel
nascut	born
nascut	lahir
nascut	terlahir
nascut	dilahirkan
nascut	born
nascut	lahir
nascut	terlahir
nascut	dilahirkan
numarul	angka
numarul	nomor
numarul	bilangan
numarul	nomer
comitatul	kabupaten
comitatul	county
comitatul	daerah
comitatul	powiat
harta	map
harta	peta
harta	map
harta	peta
john	john
john	yohanes
jos	turun
jos	down
jos	turunkan
marea	laut
deoarece	karena
aproape	almost
aproape	hampir
aproape	nyaris
scris	tertulis
scris	ditulis
raport	lapor
raport	laporkan
raport	melaporkan
raport	laporan
echipa	skuad
echipa	squad
echipa	regu
echipa	pasukan
echipa	tim
echipa	team
echipa	tim
echipa	team
diferite	beda
diferite	berbeda
baza	dasar
baza	pangkalan
baza	base
baza	markas
baza	basis
baza	dasar
baza	pangkalan
baza	base
baza	markas
baza	basis
special	istimewa
special	spesial
special	special
special	khusus
valea	valea
valea	valley
valea	lembah
comune	joint
comune	sendi
ele	mereka
stadium	stadion
stadium	stadium
svg	svg
zona	zona
zona	zone
zona	daerah
zona	wilayah
zona	luas
zona	kawasan
zona	area
zona	zona
zona	zone
zona	daerah
zona	wilayah
zona	luas
zona	kawasan
zona	area
dat	diberikan
dat	diberi
slovenia	slovenia
americii	amerika
americii	america
satului	kampung
satului	dusun
satului	desa
satului	village
imparat	kaisar
imparat	kaisar
viata	kehidupan
viata	life
viata	hidup
viata	kehidupan
viata	life
viata	hidup
viata	kehidupan
viata	life
viata	hidup
viata	kehidupan
viata	life
viata	hidup
viata	kehidupan
viata	life
viata	hidup
bun	bagus
cet	cet
format	dibentuk
format	terbentuk
format	format
primit	diterima
presedinte	presiden
presedinte	ketua
presedinte	presiden
presedinte	presiden
presedinte	ketua
langa	dekat
oameni	rakyat
oameni	orang
oameni	people
istoric	bersejarah
istoric	sejarawan
istoric	historis
istoric	bersejarah
istoric	sejarah
istoric	history
istoric	riwayat
istoric	sejarah
suprafata	permukaan
suprafata	daerah
suprafata	wilayah
suprafata	luas
suprafata	kawasan
suprafata	area
suprafata	permukaan
suprafata	permukaan
suprafata	permukaan
suprafata	permukaan
europa	eropa
europa	europa
europa	eropa
universitatea	universitas
universitatea	university
team	tim
team	team
copii	anak
aproximativ	perkiraan
lucru	thing
lucru	hal
lucru	pekerjaan
lucru	kerja
lucru	bekerja
cazul	case
cazul	kasus
romani	rumania
romani	rumania
romani	romans
romani	romawi
romani	romani
folosit	digunakan
folosit	terpakai
folosit	used
folosit	dipakai
orice	setiap
orice	sembarang
orice	any
orice	anything
orice	apapun
ibn	ibn
ibn	ibnu
mihai	mihai
mihai	michael
mihai	mikail
acum	sekarang
acum	now
acum	kini
recensamantul	sensus
centrul	tengah
centrul	pusat
centrul	center
centrul	tengah
centrul	pusat
centrul	centre
reprezinta	mewakili
reprezinta	mewakili
reprezinta	wakili
reprezinta	mewakili
reprezinta	mewakili
reprezinta	wakili
san	san
san	payudara
san	dada
san	breast
teritoriul	wilayah
teritoriul	teritori
van	van
van	van
ungaria	hongaria
ungaria	hungaria
numar	angka
numar	nomor
numar	bilangan
numar	nomer
numar	angka
numar	nomor
numar	bilangan
numar	nomer
cauza	penyebab
cauza	sebab
cauza	sebabkan
cauza	cause
cauza	menyebabkan
cauza	penyebab
cauza	sebab
cauza	sebabkan
cauza	cause
cauza	menyebabkan
bulgaria	bulgaria
engleza	inggris
engleza	indonesian
engleza	english
engleza	inggris
engleza	indonesian
engleza	english
serie	deret
serie	series
serie	seri
sua	as
sua	usa
vechi	tua
vechi	lama
vechi	old
muntii	gunung
muntii	pegunungan
muntii	gunung
muntii	pegunungan
muntii	gunung
muntii	pegunungan
limbi	bahasa
fel	kind
fel	jenis
apelor	waters
apelor	perairan
apelor	air
fotbal	sepakbola
fotbal	soccer
fotbal	sepakbola
fotbal	football
regele	raja
regele	king
fiul	nak
fiul	putra
fiul	son
fiul	anak
anterior	sebelumnya
noua	new
noua	baru
noua	sembilan
noua	nine
noua	new
noua	baru
evolutia	evolusi
evolutia	evolution
evolutia	evolusi
evolutia	evolution
evolutia	evolusi
evolutia	evolution
viteza	kecepatan
viteza	speed
viteza	kecepatan
viteza	speed
paul	paulus
paul	paul
orase	kota
orase	kota
orase	kota
institutul	institute
institutul	institut
satele	desa
lansat	dilepaskan
lansat	dirilis
lansat	diluncurkan
lansat	meluncurkan
istorice	historis
istorice	bersejarah
istorice	sejarah
trecut	past
articolul	pasal
articolul	artikel
multi	banyak
multi	banyak
multi	multi
informatii	information
informatii	informasi
informatii	info
informatii	information
informatii	informasi
informatii	info
informatii	information
informatii	informasi
titlu	headline
titlu	judul
titlu	gelar
titlu	jabatan
titlu	judul
goluri	gol
goluri	tujuan
titlul	gelar
titlul	jabatan
titlul	judul
album	album
york	york
von	von
pagina	page
pagina	halaman
pagina	page
pagina	halaman
imperiul	imperium
imperiul	empire
imperiul	kekaisaran
moartea	kematian
moartea	death
moartea	maut
moartea	mati
apare	muncul
armata	tentara
armata	army
armata	militer
armata	kemiliteran
armata	tentara
armata	army
forma	shape
forma	bentuk
forma	formulir
forma	membentuk
forma	form
forma	bentuk
forma	shape
forma	bentuk
forma	formulir
forma	membentuk
forma	form
forma	bentuk
color	warna
color	color
color	berwarna
color	warna
color	colour
german	german
german	jerman
stefan	stephen
stefan	stefan
stefan	stefan
stefan	stefan
stefan	stephen
stefan	stefan
rolul	peran
rolul	peranan
mica	small
mica	kecil
mica	mica
mica	mika
mica	mica
mica	mika
des	des
des	seringkali
des	sering
transilvania	transylvania
epoca	vintage
epoca	kala
epoca	epoch
incepand	mulai
incepand	dimulai
incepand	starting
incepand	memulai
incepand	mulai
incepand	dimulai
incepand	starting
incepand	memulai
principal	utama
carol	carol
mici	small
mici	kecil
astazi	today
astazi	today
robert	robert
aparut	muncul
eliberare	rilis
eliberare	melepaskan
eliberare	lepaskan
eliberare	pembebasan
european	eropa
european	european
mic	small
mic	kecil
mic	little
mic	kecil
mic	sedikit
mic	beraktifitas
mic	mik
mic	mic
minore	kecil
minore	minor
castigat	won
castigat	dimenangkan
castigat	menang
gen	gender
gen	genre
gen	genus
com	com
importante	jga
importante	penting
der	der
aur	emas
aur	gold
luat	taken
luat	dibawa
luat	diambil
murit	meninggal
germana	german
germana	jerman
germana	german
germana	jerman
orbita	orbit
orbita	orbit
rotatie	rotasi
rotatie	putaran
pol	pol
pol	kutub
pol	pole
pol	galah
pol	tiang
lume	world
lume	dunia
local	lokal
local	local
local	lokal
fapt	kenyataan
fapt	fakta
fapt	faktanya
fapt	fact
anglia	inggris
politica	polis
politica	kebijakan
politica	politik
politica	polis
politica	kebijakan
politica	politik
spacewatch	spacewatch
devine	devine
revista	majalah
revista	majalah
asta	ini
asta	that
asta	itu
asta	bahwa
asta	yang
vasile	vasile
vasile	basil
vasile	kemangi
profesor	profesor
profesor	professor
profesor	guru
planetelor	planet
cinci	lima
cinci	five
acolo	ada
lumea	world
lumea	dunia
muzica	music
muzica	musik
muzica	music
muzica	musik
situat	berlokasi
situat	bertempat
situat	terletak
situat	terletak
david	daud
david	david
vol	vol
vol	jilid
etnica	etnis
etnica	etnik
buna	bagus
centru	tengah
centru	pusat
centru	center
centru	tengah
centru	pusat
centru	centre
alt	alt
istorie	history
istorie	riwayat
istorie	sejarah
austria	austria
districtul	distrik
districtul	kecamatan
districtul	raionul
districtul	kabupaten
districtul	daerah
altitudine	ketinggian
periheliu	perihelion
regatul	kingdom
regatul	kerajaan
contine	mengandung
contine	berisi
contine	mengandung
contine	berisi
contine	mengandung
contine	berisi
activitatea	kegiatan
activitatea	aktivitas
sultan	sultan
afeliu	aphelion
initial	awalnya
initial	aslinya
initial	awalnya
initial	inisial
initial	awalnya
initial	aslinya
initial	awalnya
initial	awalnya
initial	aslinya
initial	awalnya
arta	seni
arta	art
arta	kesenian
arta	seni
arta	art
arta	kesenian
descoperitor	penemu
body	body
body	bodi
body	buh
body	tubuh
body	badan
imagini	gambar
imagini	citra
imagini	pictures
imagini	gambar
rusia	rusia
rusia	russia
spune	katakan
spune	say
spune	katakanlah
domeniul	domain
domeniul	ranah
scoala	sekolah
scoala	sekolah
scoala	sekolah
scoala	sekolah
scoala	sekolah
polonia	polandia
succes	sukses
succes	kesuksesan
succes	berhasil
succes	keberhasilan
provincie	propinsi
provincie	provinsi
studii	kajian
studii	belajar
studii	studi
studii	studi
inclusiv	termasuk
primar	walikota
primar	mayor
primar	primer
primar	utama
primar	primary
francez	prancis
francez	perancis
privind	nonton
privind	menonton
privind	watching
scriitor	penulis
jean	jean
sistemul	sistem
sistemul	system
incepe	mulai
incepe	mulailah
incepe	start
ziua	siang
ziua	hari
ziua	day
sur	sur
single	single
single	lajang
single	jomblo
single	tunggal
urmat	diikuti
razboiul	perang
razboiul	peperangan
razboiul	war
world	world
world	dunia
xix	xix
international	internasional
international	international
international	mancanegara
international	internasional
international	international
international	mancanegara
international	internasional
international	international
international	mancanegara
franceza	prancis
franceza	perancis
franceza	prancis
franceza	perancis
pare	tampaknya
pare	sepertinya
william	william
ministru	menteri
important	jga
important	penting
familie	keluarga
familie	family
familie	famili
politic	politik
tari	negara
tari	negara
functia	fungsi
functia	fungsi
jpl	jpl
lucrari	karya
lucrari	bekerja
lucrari	works
lucrari	karya
lucrari	bekerja
lucrari	works
publicat	dipublikasikan
publicat	diterbitkan
publicat	terbitkan
mircea	mircea
curs	course
curs	kursus
probabil	mungkin
considerat	dianggap
considerat	dipertimbangkan
sistem	sistem
sistem	system
politice	politik
sudul	southern
sudul	selatan
sudul	selatan
sudul	south
vreme	cuaca
autor	pengarang
autor	penulis
autor	pembuat
mediu	lingkungan
mediu	medium
mediu	sedang
mediu	menengah
prea	terlalu
prea	too
dezambiguizare	disambiguasi
spania	spanyol
functie	fungsi
functie	fungsi
categoria	kategori
nivel	aras
nivel	level
nivel	tingkatan
nivel	tingkat
web	web
top	top
top	puncak
top	teratas
mihail	mikhail
mihail	michael
mihail	mikail
mihail	mihail
realizat	sadar
realizat	direalisasikan
realizat	menyadari
realizat	raih
realizat	tercapai
realizat	dicapai
realizat	diraih
realizat	dicapai
realizat	tercapai
realizat	direalisasikan
cartea	kitab
cartea	book
cartea	buku
filme	films
filme	film
filme	movies
filme	bioskop
filme	film
casatorit	married
casatorit	menikah
casatorit	married
casatorit	menikah
png	png
muzeul	museum
muzeul	musium
city	city
city	kota
construit	membangun
construit	dibangun
construit	built
odata	once
odata	sekali
lupta	battle
lupta	pertempuran
lupta	peperangan
lupta	bertarung
lupta	berkelahi
lupta	fight
lupta	lawan
lupta	melawan
lupta	berjuang
lupta	berjuang
lupta	berkelahi
lupta	fighting
lupta	bertarung
lupta	bertarung
lupta	berkelahi
lupta	fight
lupta	lawan
lupta	melawan
lupta	berjuang
unit	bersatu
luni	bulan
luni	senin
jucat	diputar
jucat	dimainkan
jucat	dipermainkan
zone	zona
zone	area
radio	radio
romano	romano
istorica	bersejarah
istorica	historis
istorica	bersejarah
istorica	sejarah
deja	sudah
monument	tugu
monument	monumen
europene	eropa
europene	european
fac	melakukan
dreapta	kanan
dreapta	benar
dreapta	right
moment	moment
moment	momen
componenta	komponen
componenta	komponen
cantonul	canton
cantonul	kanton
varsta	usia
varsta	umur
varsta	usia
varsta	umur
varsta	usia
varsta	umur
km²	km²
toti	all
toti	aii
toti	semua
toti	all
toti	aii
toti	semua
ultima	last
ultima	terakhir
origine	origin
origine	asal
recensamant	sensus
actor	actor
actor	aktor
literatura	sastra
literatura	sastra
anderson	anderson
veche	tua
veche	lama
veche	old
les	les
participat	berpartisipasi
guvernul	pemerintah
guvernul	pemerintahan
estul	east
estul	timur
total	total
japonia	jepang
japonia	japan
sibiu	sibiu
petru	petru
petru	petrus
petru	peter
conte	hitunglah
conte	hitung
conte	menghitung
conte	hitungan
conte	cacah
conte	conte
alba	alba
alba	white
alba	putih
bavaria	bayern
bavaria	bavaria
roma	rome
roma	romawi
roma	roma
roma	roma
specii	spesies
specii	species
cupa	gelas
cupa	piala
cupa	cawan
cupa	cangkir
cupa	cup
cupa	gelas
cupa	piala
cupa	cawan
cupa	cangkir
cupa	cup
batalia	battle
batalia	pertempuran
batalia	peperangan
ceva	something
ceva	sesuatu
membri	anggota
calitate	berkualitas
calitate	kualitas
scrie	tulis
scrie	menulis
scrie	tulislah
euro	euro
uniunii	union
uniunii	uni
uniunii	serikat
scurt	short
scurt	singkat
scurt	pendek
scurt	ringkas
scurt	singkat
scurt	brief
mama	bu
mama	ibu
mama	mom
mama	bunda
mama	mother
mama	ibu
mama	bunda
mama	bu
mama	ibu
mama	mom
mama	bunda
mama	mother
mama	ibu
mama	bunda
creat	tercipta
creat	dibuat
campionatul	championship
campionatul	kejuaraan
del	del
locuri	tempat
locuri	kursi
uri	uri
manastirea	vihara
manastirea	biara
manastirea	vihara
manastirea	biara
america	amerika
america	america
produs	dihasilkan
produs	diproduksi
produs	product
produs	produk
ultimul	last
ultimul	terakhir
condus	driven
condus	didorong
presedintele	presiden
presedintele	presiden
andrei	andrei
andrei	andrey
andrei	andrei
radu	radu
brazilia	brazil
brazilia	brasil
suceava	suceava
james	james
james	yakobus
declarat	dideklarasikan
surse	sumber
obicei	kebiasaan
compania	perusahaan
compania	company
etnic	etnis
etnic	etnik
echipe	tim
sezonul	season
sezonul	musim
sezonul	musimnya
central	central
central	tengah
central	pusat
central	sentral
central	upt
dan	dan
unii	some
unii	beberapa
liga	league
liga	liga
liga	liga
liga	league
liga	liga
rol	peran
rol	peranan
loire	loire
india	india
construita	membangun
construita	dibangun
construita	built
construita	dibangun
construita	membangun
construita	dibangun
construita	built
uniunea	union
uniunea	uni
uniunea	serikat
obtinut	diperoleh
obtinut	raih
obtinut	tercapai
obtinut	dicapai
obtinut	diraih
carti	kartu
carti	pembukuan
carti	buku
carti	kartu
carti	pembukuan
carti	buku
carti	kartu
carti	pembukuan
carti	buku
opera	opera
opera	opera
rock	batuan
rock	batu
rock	rock
stil	gaya
stil	style
stil	bergaya
pus	menempatkan
pus	put
video	vidio
video	video
teatru	theater
teatru	teater
teatru	bioskop
teatru	theatre
teatru	teater
teatru	bioskop
ziarul	koran
www	www
militara	militer
militara	kemiliteran
post	kiriman
post	posting
post	kirimkan
post	kirim
post	post
romanesc	rumania
plus	ditambah
plus	plus
richard	richard
china	tiongkok
china	china
china	jatim
china	cina
codul	code
codul	kode
administratia	administrasi
fiica	daughter
fiica	putri
fiica	dikit
fiica	daughter
fiica	putri
fiica	dikit
scopul	aim
scopul	bidik
scopul	tujuan
scopul	tujuan
scopul	gawang
scopul	sasaran
scopul	goal
scopul	gol
situata	terletak
situata	terletak
grupul	group
grupul	kelompokkan
grupul	grup
grupul	kelompok
victor	victor
michael	michael
michael	mikail
londra	london
londra	banjarmasin
insula	pulau
insula	island
insula	pulau
insula	island
pozitia	posisi
pozitia	jabatan
pozitia	tajuk
pozitia	menuju
pozitia	heading
pozitia	posisi
pozitia	jabatan
charles	charles
albumul	album
diverse	bermacam
diverse	berbagai
diverse	beragam
diverse	miscellaneous
intrat	dimasukkan
sase	six
sase	enam
sase	six
sase	enam
sase	six
sase	enam
director	sutradara
director	direktur
director	direktori
website	website
militar	militer
militar	kemiliteran
originala	asli
originala	original
originala	asli
originala	original
state	negara
state	negara
state	keadaan
state	state
pop	pop
azi	today
uneori	terkadang
uneori	kadang
university	universitas
university	university
cultural	kebudayaan
cultural	budaya
trimis	dikirim
trimis	terkirim
trimis	dikirimkan
bar	batang
bar	bilah
bar	bar
henric	henry
folosite	digunakan
folosite	terpakai
folosite	used
folosite	dipakai
jumatate	separuh
jumatate	setengahnya
jumatate	half
jumatate	setengah
jumatate	separuh
jumatate	setengahnya
jumatate	half
jumatate	setengah
capitala	capital
capitala	ibukota
capitala	modal
capitala	capital
capitala	ibukota
capitala	modal
fizice	jasmani
fizice	fisik
mexico	meksiko
mexico	mexico
activitate	kegiatan
activitate	aktivitas
mesa	mesa
sfantul	santo
sfantul	saint
sfantul	santo
sfantul	saint
stiinte	sciences
stiinte	ilmu
stiinte	sains
stiinte	sciences
stiinte	ilmu
stiinte	sains
stiinte	ilmu
stiinte	sains
stiinte	sciences
stiinte	ilmu
stiinte	sains
sotia	isteri
sotia	istrinya
sotia	istri
sotia	wife
sotia	isteri
sotia	istrinya
sotia	istri
sotia	wife
metri	meter
metri	meter
imperiului	imperium
imperiului	empire
imperiului	kekaisaran
centrala	central
centrala	tengah
centrala	pusat
centrala	sentral
centrala	upt
centrala	central
centrala	tengah
centrala	pusat
centrala	sentral
centrala	upt
vii	vii
singur	sendirian
singur	alone
singur	sendiri
singur	single
singur	lajang
singur	jomblo
singur	tunggal
singur	kesepian
singur	sepi
public	publik
public	public
public	publik
nevoie	membutuhkan
nevoie	perlukan
nevoie	perlu
nevoie	kebutuhan
nevoie	need
nevoie	butuh
nevoie	diperlukan
nevoie	dibutuhkan
oamenii	manusia
oamenii	rakyat
oamenii	orang
oamenii	people
caz	case
caz	kasus
televiziune	television
televiziune	televisi
curtea	court
curtea	sidang
curtea	pengadilan
curtea	mahkamah
probleme	solat
probleme	masalah
probleme	trouble
probleme	kesulitan
probleme	masalah
probleme	masalah
probleme	isu
publice	publik
publice	public
regia	diarahkan
regia	disutradarai
regia	sutradara
plan	rencana
plan	plan
plan	rencanakan
naturale	alamiah
naturale	natural
naturale	alami
facultatea	kuliah
facultatea	college
facultatea	kampus
facultatea	fani
facultatea	fakultas
pamant	bumi
pamant	earth
pamant	daratan
pamant	tanah
pamant	land
pamant	bumi
pamant	earth
viena	wina
houten	houten
principale	utama
prim	prime
