और	dan
पोर्टल	portal
शहर	downtown
शहर	city
शहर	kota
शहर	kota
बार	batangan
बार	bar
बार	batang
बार	bilah
बार	bar
बार	kali
बार	times
वाली	wali
लगभग	almost
लगभग	hampir
लगभग	nyaris
फिल्म	movie
फिल्म	bioskop
फिल्म	film
फिल्म	film
यहाँ	disini
यहाँ	here
यहाँ	sini
प्रसिद्ध	famous
प्रसिद्ध	terkenal
प्रसिद्ध	terkenal
विकास	pengembangan
विकास	perkembangan
विकास	pembangunan
विकास	pertumbuhan
विकास	perkembangan
विकास	pertumbuhannya
केवल	only
केवल	saja
केवल	hanya
देश	negara
देश	bangsa
देश	nation
देश	negara
वेबसाइट	website
अलग	dipisahkan
अलग	dipisah
अलग	berpisah
अलग	beda
अलग	berbeda
अलग	terpisah
अलग	pisahkan
अलग	memisahkan
अलग	dipisah
विशेष	ekslusif
विशेष	exclusive
विशेष	eksklusif
विशेष	istimewa
विशेष	spesial
विशेष	special
विशेष	khusus
इसकी	menta
इसकी	its
कभी	pernah
कभी	ever
दी	diberikan
दी	diberi
पृष्ठ	page
पृष्ठ	halaman
पृष्ठ	halaman
माना	dianggap
माना	dipertimbangkan
माना	mana
शब्द	kata
शब्द	word
शब्द	firman
शब्द	kata
फिर	lalu
फिर	maka
फिर	kemudian
तीन	tiga
तीन	three
पुरस्कार	imbalan
पुरस्कार	reward
पुरस्कार	prize
पुरस्कार	penghargaan
पुरस्कार	award
पुरस्कार	penghargaan
पुरस्कार	hadiah
पुरस्कार	reward
पुरस्कार	hadiah
पुरस्कार	imbalan
पुरस्कार	pahala
पुरस्कार	pahalanya
लेख	artikel
लेख	skripsi
लेख	tesis
लेख	pasal
लेख	artikel
अब	sekarang
अब	now
अब	kini
दौरान	selama
अमेरिका	amerika
अमेरिका	america
मंदिर	temple
मंदिर	candi
मंदिर	kuil
अलावा	tambahan
अलावा	penambahan
वार्ता	perundingan
वार्ता	pembicaraan
दक्षिण	selatan
दक्षिण	south
विभिन्न	bermacam
विभिन्न	berbagai
विभिन्न	beragam
विभिन्न	miscellaneous
इतिहास	history
इतिहास	riwayat
इतिहास	sejarah
लिया	taken
लिया	dibawa
लिया	diambil
फ़िल्म	movie
फ़िल्म	bioskop
फ़िल्म	film
फ़िल्म	film
क्योंकि	karena
पास	oper
पास	lulus
पास	pass
विस्तृत	terperinci
विस्तृत	rinci
विस्तृत	menguraikan
विस्तृत	maju
विस्तृत	canggih
विस्तृत	lanjutan
दिन	siang
दिन	hari
दिन	day
दिन	siang
दिन	days
दिन	hari
कृषि	pertanian
गढ़वाल	garhwal
शुरू	dimulai
शुरू	memulai
शुरू	mulai
शुरू	begin
व्यक्ति	person
व्यक्ति	orang
व्यक्ति	individu
व्यक्ति	individual
व्यक्ति	perorangan
व्यक्ति	individualisme
विज्ञान	ilmu
विज्ञान	sains
सदस्य	anggota
सदस्य	member
सदस्य	pelanggan
सदस्य	pelanggan
सदस्य	anggota
हालांकि	meskipun
हालांकि	walaupun
हालांकि	though
हालांकि	meskipun
हालांकि	walaupun
हालांकि	meski
हालांकि	walau
सिंह	singh
सिंह	leo
अनेक	banyak
अनेक	beberapa
अनेक	kelipatan
अनेक	beberapa
अनेक	multiple
अनेक	berganda
यहां	disini
यहां	here
यहां	sini
संख्या	angka
संख्या	nomor
संख्या	bilangan
संख्या	nomer
संख्या	bilangan
संख्या	nomor
संख्या	angka
अपना	own
अपना	sendiri
अपना	your
बात	thing
बात	hal
बात	bicaralah
बात	talk
बात	bicara
साहित्य	sastra
शिक्षा	edukasi
शिक्षा	pendidikan
शिक्षा	kuliah
दिल्ली	delhi
धर्म	agama
धर्म	agama
धर्म	dharma
मूल	origin
मूल	asal
मूल	asli
मूल	native
मूल	asli
मूल	original
मूल	dasar
मूल	basic
तब	lalu
तब	maka
तब	kemudian
बना	buat
बना	make
बना	jadikan
बना	membuat
बना	made
बना	dibuat
कोड	code
कोड	kode
कोड	kode
संयुक्त	bersatu
संयुक्त	digabungkan
संयुक्त	berpadu
संयुक्त	kombinasi
संयुक्त	dikombinasikan
संयुक्त	gabungan
संयुक्त	joint
संयुक्त	sendi
जुलाई	juli
युद्ध	battle
युद्ध	pertempuran
युद्ध	peperangan
युद्ध	perang
युद्ध	peperangan
युद्ध	war
नदी	sungai
नदी	river
वाला	vala
काल	tegang
काल	menegangkan
काल	telepon
काल	panggilan
काल	panggil
काल	call
काल	periode
ऐसे	such
वर्षों	tahun
प्रति	per
स्टेशन	stasiun
स्टेशन	station
स्टेशन	stasiun
बड़े	besar
बड़े	big
बड़े	besar
जनवरी	januari
मध्य	central
मध्य	tengah
मध्य	pusat
मध्य	sentral
मध्य	upt
मध्य	tengah
मध्य	pusat
मध्य	center
मध्य	median
मध्य	middle
मध्य	pertengahan
मध्य	tengah
राजा	raja
राजा	radja
राजा	raja
राजा	king
प्रथम	pertama
प्रथम	duluan
प्रथम	dulu
प्रथम	first
विश्वविद्यालय	universitas
विश्वविद्यालय	universitas
विश्वविद्यालय	university
जून	jun
जून	juni
उसकी	his
उसकी	nya
उसकी	nya
उसकी	her
मार्च	mar
मार्च	march
मार्च	maret
बन	bun
बनी	kelinci
बनी	bunny
अर्थ	arti
अर्थ	artinya
अर्थ	makna
अर्थ	artha
अप्रैल	apr
अप्रैल	april
महत्वपूर्ण	jga
महत्वपूर्ण	penting
महत्वपूर्ण	kritis
प्रामाणिक	autentik
प्रामाणिक	otentik
प्रामाणिक	authentic
आप	you
आप	anda
आप	kau
आप	kamu
किए	coa
किए	koa
अक्टूबर	oktober
अक्टूबर	okt
अक्टूबर	oct
समूह	jemaat
समूह	group
समूह	kelompokkan
समूह	grup
समूह	kelompok
समूह	grup
समूह	kelompok
वर्तमान	current
वर्तमान	arus
वर्तमान	skrg
वर्तमान	sajikan
वर्तमान	hadir
वर्तमान	present
अध्ययन	belajar
अध्ययन	kajian
अध्ययन	belajar
अध्ययन	studi
अध्ययन	studi
विभाग	departemen
विभाग	divisi
विभाग	pembagian
विभाग	division
विभाग	departemen
आम	mango
आम	mangga
आम	common
स्थिति	status
स्थिति	posisi
स्थिति	jabatan
स्थिति	negara
स्थिति	keadaan
स्थिति	state
स्थिति	syarat
स्थिति	kondisi
स्थिति	pgn
स्थिति	situasi
प्रभाव	impact
प्रभाव	berdampak
प्रभाव	dampak
प्रभाव	benturan
प्रभाव	efek
प्रभाव	pengaruh
प्रभाव	efek
आदर्श	idealisme
आदर्श	ideal
आदर्श	idola
आदर्श	idol
साल	tahun
साल	tahun
साल	year
पहली	pertama
पहली	duluan
पहली	dulu
पहली	first
संगीत	sangeet
संगीत	music
संगीत	musik
अमेरिकी	american
अमेरिकी	amerika
सेवा	service
सेवा	jasa
सेवा	layanan
सेवा	servis
सेवा	pelayanan
बनाने	membuat
बनाने	menciptakan
बनाने	berkreasi
बनाने	making
बनाने	penggali
आज	today
स्थापित	didirikan
स्थापित	mapan
स्थापित	dipasang
स्थापित	diinstal
स्थापित	terpasang
स्थापित	terinstal
स्थापित	didirikan
स्थापित	mendirikan
उच्च	high
उच्च	tinggi
उच्च	luhur
चाहिए	harus
चाहिए	haruskah
उपलब्ध	tersedia
काफी	cukup
बड़ी	besar
बड़ी	big
बड़ी	besar
चार	empat
चार	four
शक	meragukan
शक	keraguan
शक	ragukan
शक	ragu
शक	saka
प्रभा	prabha
प्रभा	pera
श्री	shree
श्री	sri
उदाहरण	instance
उदाहरण	contoh
उदाहरण	instansi
उदाहरण	contoh
उदाहरण	ilustrasi
उदाहरण	contoh
उदाहरण	contohnya
उसका	his
उसका	nya
उसका	nya
उसका	her
ले	ambil
ले	take
स्थापना	pemasangan
स्थापना	penginstalan
स्थापना	instalasi
स्थापना	pemasangan
स्थापना	instalasi
स्थापना	install
स्थापना	pasang
स्थापना	instal
स्थापना	pembentukan
स्थापना	pendirian
कंपनी	perusahaan
कंपनी	company
अधिकांश	kebanyakan
अधिकांश	paling
अधिकांश	kebanyakan
सामाजिक	social
सामाजिक	sosial
प्रत्येक	setiap
प्रत्येक	every
प्रत्येक	setiap
प्रत्येक	tiap
प्रत्येक	each
बड़ा	besar
बड़ा	big
बड़ा	besar
बड़ा	besar
बड़ा	hebat
बड़ा	agung
बड़ा	greater
स्तर	aras
स्तर	tingkat
स्तर	tingkatan
स्तर	level
स्तर	aras
स्तर	level
स्तर	tingkatan
स्तर	tingkat
बनाया	made
बनाया	dibuat
बनाया	tercipta
बनाया	dibuat
जारी	dilanjutkan
जारी	berkelanjutan
जारी	lanjutan
जारी	berlangsung
जारी	berkelanjutan
जारी	diterbitkan
जारी	dikeluarkan
जबकि	sambil
जबकि	sementara
जबकि	selagi
चित्र	picture
चित्र	gambar
चित्र	pictures
चित्र	gambar
चित्र	gambar
चित्र	image
चित्र	citra
चित्र	gambar
चित्र	citra
इससे	dari
प्रणाली	sistem
प्रणाली	system
सरकारी	pemerintahan
सरकारी	official
सरकारी	resmi
सरकारी	pemerintah
सरकारी	pemerintahan
जहां	mana
जहां	dimana
देशों	negara
जल	water
जल	air
सूची	daftar
सूची	list
रखा	dipertahankan
विचार	gagasan
विचार	ide
विचार	idea
विचार	gagasan
विचार	ide
विचार	pikir
विचार	pemikiran
विचार	berpikir
विचार	pertimbangan
विचार	pemikiran
विचार	fikiran
विचार	pikiran
छोटे	small
छोटे	kecil
छोटे	little
छोटे	kecil
छोटे	sedikit
छोटे	beraktifitas
ऊपर	top
ऊपर	puncak
ऊपर	teratas
ऊपर	diatas
आधारित	based
आधारित	didasarkan
आधारित	berbasis
आधारित	berdasarkan
पानी	water
पानी	air
सामान्य	umum
सामान्य	jendral
सामान्य	jenderal
सामान्य	common
सामान्य	biasa
सामान्य	normal
आगे	forward
आगे	maju
आगे	teruskan
आगे	forward
आगे	maju
कुल	total
कुल	totalnya
कुल	agregat
कुल	total
एक्स्प्रेस	ekspres
एक्स्प्रेस	express
एक्स्प्रेस	ungkapkan
एक्स्प्रेस	mengungkapkan
पुलिस	polisi
पुलिस	kepolisian
पुलिस	police
वर्ग	kategori
वर्ग	square
वर्ग	persegi
वर्ग	kuadrat
वर्ग	kelas
वर्ग	angkatan
वर्ग	kelas
वर्ग	class
शरीर	body
शरीर	bodi
शरीर	buh
शरीर	tubuh
शरीर	badan
अंग्रेजी	inggris
अंग्रेजी	indonesian
अंग्रेजी	english
माध्यम	medium
माध्यम	sedang
माध्यम	menengah
मानव	manusiawi
मानव	manusia
मानव	human
पाकिस्तान	pakistan
भूमिका	perkenalan
भूमिका	pengenalan
भूमिका	pendahuluan
भूमिका	pengantar
भूमिका	peran
भूमिका	peranan
हर	har
हर	setiap
हर	every
हर	hur
अतिरिक्त	ekstra
अतिरिक्त	serep
अतिरिक्त	spare
अतिरिक्त	tambahan
अतिरिक्त	kelebihan
अतिरिक्त	ekstra
अतिरिक्त	tambahan
अतिरिक्त	extra
पिता	ayah
पिता	bapa
पिता	bapak
समाज	society
समाज	masyarakat
उत्पन्न	dihasilkan
नीचे	turun
नीचे	down
नीचे	turunkan
नीचे	dibawah
नीचे	bawah
नीचे	terbawah
नीचे	bottom
दुनिया	world
दुनिया	dunia
आधुनिक	modern
ध्यान	meditasi
ध्यान	perhatian
हिंदी	hindi
दे	memberi
दे	berikan
दे	give
दे	beri
दे	memberikan
सभा	jemaat
सभा	assembly
सभा	perakitan
सभा	majelis
सभा	gathering
सभा	mengumpulkan
सभा	kumpul
सभा	pengumpulan
सभा	sabha
परिवार	keluarga
परिवार	family
परिवार	famili
विषय	topik
विषय	topik
विषय	subyek
विषय	subjek
विषय	subyek
विषय	subjek
विषय	perihal
अधिकार	hak
रंग	warna
रंग	color
रंग	berwarna
रंग	warna
रंग	warna
रंग	colors
रंग	warna
रंग	colour
बाहर	keluar
बाहर	outdoor
बाहर	luar
बाहर	diluar
बाहर	outdoor
बाहर	keluar
बाहर	out
खेल	mainkan
खेल	putar
खेल	bermain
खेल	main
खेल	olahraga
खेल	sports
खेल	permainan
खेल	game
खेल	permainan
खेल	games
खेल	game
खेल	sport
खेल	olahraga
क्षेत्रों	area
जहाँ	mana
जहाँ	dimana
समान	homogen
समान	same
समान	serupa
समान	mirip
सितंबर	september
दूर	far
दूर	jauh
दूर	jauh
दूर	away
दूर	menjauh
दूर	jauh
पता	alamat
पता	alamat
शक्ति	kekuatan
शक्ति	tenaga
शक्ति	kekuasaan
शक्ति	kekuatan
शक्ति	power
शक्ति	daya
शक्ति	sakti
ब्रिटिश	britania
ब्रिटिश	british
कला	arts
कला	seni
कला	kesenian
कला	seni
कला	art
कला	kesenian
घर	home
घर	rumah
घर	pulang
घर	beranda
घर	house
घर	rumah
संस्कृत	sansekerta
प्रकाशित	publikasikan
प्रकाशित	terbitkan
प्रकाशित	dipublikasikan
प्रकाशित	diterbitkan
प्रकाशित	terbitkan
मई	may
मई	mei
प्रक्रिया	proses
प्रक्रिया	proses
प्रक्रिया	prosedur
सेना	sena
सेना	tentara
सेना	army
पार्टी	party
पार्टी	berpesta
पार्टी	partai
पार्टी	pesta
पार्टी	pihak
पार्टी	berpesta
हम	hum
रेलवे	railway
रेलवे	apian
पश्चिम	maghrib
पश्चिम	barat
पश्चिम	west
अंत	akhiri
अंत	end
अंत	akhir
दशक	dekade
पूरी	keseluruhan
पूरी	whole
पूरी	utuh
बिना	tanpa
क्या	what
क्या	apa
अगस्त	august
अगस्त	agustus
अगस्त	agu
अगस्त	aug
अगस्त	agustus
विकसित	dikembangkan
विकसित	mengembangkan
विकसित	berevolusi
संबंध	hubungan
संबंध	hubungan
संबंध	hubungan
संबंध	relasi
संबंध	ikatan
संबंध	hubungan
संबंध	relasi
प्रदर्शन	kinerja
प्रदर्शन	performa
प्रदर्शन	suntuk
प्रदर्शन	penampilan
प्रदर्शन	pertunjukan
प्रदर्शन	tampilkan
प्रदर्शन	tampilan
प्रदर्शन	display
प्रदर्शन	pencahayaan
प्रदर्शन	bukaan
प्रदर्शन	eksposur
प्रदर्शन	pemaparan
ऐसी	such
मार्ग	rute
मार्ग	way
पर्यटन	pariwisata
पर्यटन	wisata
ज्ञान	pengetahuan
ज्ञान	knowledge
लगा	merasa
लगा	dirasakan
दिसम्बर	desember
दिसम्बर	december
दिसम्बर	desember
दिसम्बर	dec
प्रदर्शित	diunggulkan
प्रदर्शित	ditampilkan
प्रदर्शित	unggulan
प्रदर्शित	feature
प्रदर्शित	ditampilkan
प्रदर्शित	tampilkan
प्रदर्शित	tampilan
प्रदर्शित	display
अक्सर	sering
अक्सर	seringkali
अक्सर	sering
सहायता	bantu
सहायता	bantuan
सहायता	membantu
सहायता	dukungan
सहायता	dukung
सहायता	support
सहायता	mendukung
सहायता	aid
सहायता	bantuan
पहला	pertama
पहला	duluan
पहला	dulu
पहला	first
मृत्यु	kematian
मृत्यु	death
मृत्यु	maut
मृत्यु	mati
स्वयं	diri
स्वयं	self
स्वयं	own
स्वयं	sendiri
विकिपीडिया	wiki
विकिपीडिया	kueh
विकिपीडिया	wikipedia
तैयार	ready
तैयार	siap
आवश्यक	diwajibkan
आवश्यक	diperlukan
आवश्यक	diharuskan
आवश्यक	wajib
आवश्यक	dibutuhkan
आवश्यक	mendesak
आवश्यक	penting
आवश्यक	urgent
देखा	ditonton
देखा	disaksikan
देखा	diawasi
देखा	dilihat
देखा	gergaji
देखा	saw
उत्पादन	production
उत्पादन	produksi
रोग	penyakit
संबंधित	berhubungan
संबंधित	berkaitan
संबंधित	terkait
शताब्दी	abad
शताब्दी	century
चीन	tiongkok
चीन	china
चीन	jatim
चीन	cina
अभी	sekarang
अभी	now
अभी	kini
संघ	union
संघ	uni
संघ	serikat
संघ	perserikatan
संघ	federasi
संघ	federation
संघ	asosiasi
संघ	perhimpunan
संघ	association
यात्रा	perjalanan
यात्रा	travel
यात्रा	wisata
यात्रा	journey
यात्रा	perjalanan
यात्रा	trip
मात्रा	jumlah
मात्रा	kuantitas
मात्रा	jumlah
रचना	pembuatan
रचना	ciptaan
रचना	penciptaan
रचना	kreasi
रचना	komposisi
जगह	jarak
जगह	spasi
जगह	tempatkan
जगह	place
जगह	tempat
जगह	ruang
जगह	spasi
जगह	space
जगह	angkasa
भिन्न	diskret
भिन्न	beda
भिन्न	berbeda
भिन्न	pecahan
भिन्न	fraksi
लोक	loka
लोक	publik
लोक	public
लोक	kaum
लोक	rakyat
लोक	folk
सब	sab
सब	all
सब	aii
सब	semua
पूरा	diselesaikan
पूरा	selesai
पूरा	full
पूरा	kenyang
पूरा	penuh
पूरा	keseluruhan
पूरा	whole
पूरा	utuh
पूरा	melengkapi
पूरा	lengkapi
पूरा	selesaikan
पूरा	komplit
पूरा	lengkap
आवश्यकता	persyaratan
आवश्यकता	membutuhkan
आवश्यकता	memerlukan
आवश्यकता	mengharuskan
प्रकाश	cahaya
प्रकाश	lampu
प्रकाश	light
प्रकाश	terang
प्रकाश	ringan
प्रकाश	prakash
प्रकाश	lampu
प्रकाश	lights
नई	new
नई	baru
चिकित्सा	kedokteran
चिकित्सा	medis
चिकित्सा	medical
चिकित्सा	terapi
दूसरी	detik
दूसरी	kedua
दूसरी	second
कार्यक्रम	program
कार्यक्रम	peristiwa
कार्यक्रम	kegiatan
कार्यक्रम	event
कार्यक्रम	acara
कार्यक्रम	program
कार्यक्रम	peristiwa
कार्यक्रम	acara
कार्यक्रम	program
पुराने	tua
पुराने	lama
पुराने	old
सदी	abad
सदी	century
भगवान	god
भगवान	tuhan
भगवान	allah
भगवान	bhagawan
भगवान	lord
भगवान	tuhan
लिखा	tertulis
लिखा	ditulis
लिखा	tulis
लिखा	menulis
संस्थान	institute
संस्थान	institut
संस्कृति	kultur
संस्कृति	kebudayaan
संस्कृति	budaya
अंग्रेज़ी	inggris
अंग्रेज़ी	indonesian
अंग्रेज़ी	english
पूर्ण	perfect
पूर्ण	sempurna
पूर्ण	full
पूर्ण	kenyang
पूर्ण	penuh
पूर्ण	melengkapi
पूर्ण	lengkapi
पूर्ण	selesaikan
पूर्ण	komplit
पूर्ण	lengkap
पूर्ण	diselesaikan
पूर्ण	selesai
परिवर्तन	konversi
परिवर्तन	peralihan
परिवर्तन	transisi
परिवर्तन	perubahan
परिवर्तन	mengubah
परिवर्तन	transformasi
परिवर्तन	berubah
परिवर्तन	ganti
परिवर्तन	perubahan
परिवर्तन	mengubah
परिवर्तन	ubah
टीम	tim
टीम	tim
टीम	team
चर्चा	diskusi
संगठन	organisasi
संगठन	organisasi
संगठन	organisasi
शैली	gaya
शैली	style
शैली	bergaya
शैली	shelly
तुलना	perbandingan
स्कूल	sekolah
स्कूल	sekolah
पुस्तक	kitab
पुस्तक	book
पुस्तक	buku
लेखक	penulis
लेखक	pengarang
लेखक	penulis
लेखक	penulis
लेखक	pengarang
लेखक	penulis
लेखक	pembuat
संस्करण	edition
संस्करण	edisi
संस्करण	versi
संस्करण	versi
संस्करण	edisi
खिलाड़ी	pemain
खिलाड़ी	atlet
खिलाड़ी	atlit
खिलाड़ी	player
खिलाड़ी	pemain
खिलाड़ी	pemutar
ट्रेन	train
ट्रेन	kereta
आकार	bentuk
आकार	shape
आकार	bentuk
आकार	ukuran
आकार	ukuran
आकार	size
उत्तरी	utara
उत्तरी	northern
सीमा	batasi
सीमा	batas
सीमा	membatasi
सीमा	limit
सीमा	sima
सीमा	batas
सीमा	perbatasan
सीमा	tepi
सीमा	tepian
सीमा	rentang
सीमा	kisaran
सीमा	range
सीमा	jangkauan
सीमा	batas
पश्चिमी	barat
पश्चिमी	western
व्यवस्था	pengaturan
आर्थिक	perekonomian
आर्थिक	ekonomi
राजधानी	ibukota
राजधानी	capital
राजधानी	ibukota
राजधानी	modal
दर्शन	darshan
दर्शन	filsafat
दर्शन	filosofi
दर्शन	penglihatan
दर्शन	visi
दर्शन	vision
दर्शन	yaqin
वहाँ	ada
विधि	metoda
विधि	metode
विधि	hukum
विधि	law
विधि	metoda
विधि	method
विधि	metode
विधि	moda
विधि	modus
विधि	mode
अवधि	durasi
अवधि	periode
अवधि	periode
दृष्टि	visual
दृष्टि	penglihatan
दृष्टि	visi
दृष्टि	vision
दृष्टि	yaqin
सिद्धांत	teori
सिद्धांत	siddhanta
सिद्धांत	prinsip
सिद्धांत	dogma
कलाकार	seniman
कलाकार	artis
कलाकार	artis
कलाकार	seniman
बैंक	banks
बैंक	bank
बैंक	bank
ज्यादा	selengkapnya
ज्यादा	lebih
ज्यादा	lainnya
ज्यादा	lagi
अंतिम	last
अंतिम	terakhir
अंतिम	final
विशिष्ट	spesifik
विशिष्ट	tertentu
विशिष्ट	khusus
विशिष्ट	dibedakan
विशिष्ट	terhormat
हिन्दू	hindu
लाल	reds
लाल	merah
लाल	merah
लाल	red
पूर्वी	east
