les	the
pierre	peter
pierre	phêrô
pierre	pierre
région	loạt
région	tần
région	vùng
région	loạt
région	vực
région	vùng
avoir	có
avoir	đã
fois	lần
fois	times
autre	autre
autre	khác
état	status
état	bang
état	tiêm
état	trạng
église	thờ
octobre	oct
octobre	octobre
place	nơi
place	chỗ
famille	đình
états	kỳ
général	tướng
général	chung
avril	apr
avril	avril
insee	insee
tous	hết
album	album
août	august
todo	todo
novembre	nov
avait	nan
avait	xịt
prix	giá
prix	price
prix	giá
nouvelle	new
nouvelle	mới
nouvelle	sâm
février	tháng
février	feb
département	sở
département	khu
grande	lớn
grande	lớn
grande	to
grande	đúc
grande	đại
grande	big
grande	tuyệt
grande	grande
peu	vài
peu	nhỏ
peu	tiểu
américain	american
américain	mỹ
soit	thà
soit	chùm
début	khởi
ligne	line
ligne	dòng
ligne	hàng
suite	suite
nationale	gạt
nationale	nationale
encore	lại
encore	côn
encore	vẫn
encore	encore
image	ảnh
image	nh
image	hình
image	ảnh
vie	đời
vie	vie
unis	united
unis	hoa
lien	link
jeux	gaming
moins	trừ
moins	bớt
moins	ít
moins	giảm
ouest	tây
ouest	tây
page	page
page	trang
nouveau	new
nouveau	mới
nouveau	sâm
vous	các
vous	cac
vous	bạn
vous	anh
vous	cô
notamment	notably
centre	tâm
centre	centre
cours	hải
cours	cours
partir	bỏ
village	làng
louis	louis
nombre	số
quelques	cầy
leurs	nhị
coupe	cup
coupe	cốc
coupe	tách
coupe	cutting
coupe	cắt
coupe	cut
coupe	cắt
coupe	méo
coupe	chém
coupe	coupe
connexes	related
homme	buồng
homme	đực
homme	nam
homme	hãm
homme	người
homme	man
communes	xã
division	division
président	ghế
président	lí
président	cậy
président	chairperson
national	gạt
société	ty
quatre	bốn
cas	case
cas	cas
jeu	gaming
jeu	game
jeu	chơi
genre	như
genre	thích
genre	like
musique	nhạc
fils	dây
fils	trai
fils	nhi
fils	son
roi	king
roi	guy
roi	vua
roi	roi
parti	đảng
parti	party
parti	tiệc
jour	ngày
jour	day
europe	âu
mise	mise
mise	cược
forme	mẫu
forme	hình
forme	form
époque	era
ancien	cũ
ancien	tuổi
ancien	già
ancien	elder
ancien	cựu
origine	vạn
origine	origins
château	château
château	castle
château	đài
château	chateau
école	trường
école	trường
école	học
carrière	nghiệp
carrière	quarry
part	chia
part	share
deuxième	giây
bar	bar
située	nằm
charles	charles
points	chấm
points	điểm
paul	paul
rue	phố
rue	street
rue	rue
chef	quầy
chef	sếp
père	bố
père	cha
exemple	dụ
trouve	xạo
durant	durant
rapport	cáo
art	art
canton	tổng
canton	canton
dernier	cuối
type	kiểu
type	gõ
type	loại
point	beat
point	chấm
point	điểm
compte	đếm
armée	quân
armée	army
eau	nước
marie	marie
marie	mary
marie	chư
marie	maria
discuter	chát
discuter	chat
car	vì
chaque	mỗi
chaque	hằng
chaque	mỗi
province	tỉnh
john	gioan
john	john
conseil	khuyên
françois	phanxicô
françois	francis
françois	francois
françois	françois
françois	francois
françois	françois
maison	ốc
maison	nhà
maison	nhà
cela	này
cela	thế
cela	rằng
cela	điều
cela	mà
cela	vn
demande	bảo
demande	hỏi
fonction	hàm
toujours	luôn
toujours	côn
toujours	vẫn
doit	phải
certains	cầy
près	gần
meilleur	meilleur
meilleur	nhất
droit	phải
droit	đúng
droit	luật
mois	tháng
mois	tháng
île	đảo
île	île
jacques	jacques
score	điểm
ensuite	rồi
langue	ngữ
dit	nói
dit	bảo
dit	said
dit	nói
gouvernement	phủ
center	tâm
elles	elles
elles	quất
elles	những
elles	chúng
elles	họ
petit	nhỏ
petit	petit
petit	nhỏ
petit	tiểu
toutes	hết
argent	tiền
argent	tien
argent	bạc
argent	cash
style	style
face	face
face	mặt
olympiques	olympic
olympiques	olympic
olympiques	olympics
quand	khi
top	nắp
top	top
top	đỉnh
mondiale	giới
ensemble	ensemble
épisode	tập
épisode	episode
scène	cảnh
scène	stage
situé	nằm
toute	hết
asp	asp
nombreux	nhiều
système	hệ
création	tạo
stade	stade
stade	estadio
stade	stage
tard	sen
tard	trễ
tard	khuya
tard	muộn
reste	stay
seconde	giây
roman	roman
roman	đế
jours	ngày
hui	huệ
hui	hui
hui	hủi
hui	huy
hui	nay
édition	sửa
édition	edition
éditions	éditions
sera	will
sera	sẽ
sera	muốn
âge	tuổi
robert	robert
officiel	officiel
version	phiên
version	bản
niveau	mức
niveau	tầng
niveau	cấp
champion	champ
champion	cọc
champion	champion
espèce	loài
michel	michael
michel	michel
raison	chi
modèle	model
modèle	mẫu
femme	nữ
femme	nữ
femme	vợ
femme	vơ
femme	vk
cinq	năm
cinq	cinq
déjà	đã
bas	vớ
bas	low
bas	thấp
bas	bas
texte	chữ
terre	đất
terre	đáp
terre	terre
terre	đất
allemagne	allemagne
allemagne	đức
wikipédia	wikipedia
allemand	đức
allemand	allemand
britannique	british
porte	gate
porte	cổng
porte	porte
porte	cửa
hommes	hãm
hommes	nam
italie	italy
bataille	battle
bataille	trận
corps	thân
corps	body
demi	nửa
demi	demi
personnes	người
route	đường
route	road
finale	finale
finale	final
jeune	trẻ
jeune	young
match	game
match	chơi
match	thủ
match	khớp
york	york
royaume	royaume
ceux	những
long	lâu
long	dài
long	long
base	base
section	phần
bronze	đồng
livre	sách
livre	bảng
livre	pound
livre	lb
livre	livre
américaine	american
américaine	mỹ
haut	cao
haut	nắp
haut	top
haut	đỉnh
suisse	swiss
canada	canada
valign	valign
suivant	kế
suivant	tiếp
suivant	kit
beaucoup	nhiều
beaucoup	nhiều
dire	nói
dire	tràng
seul	độc
seul	chỉ
seul	duy
fille	girl
fille	gái
fille	gái
direction	hướng
pouvoir	sục
pouvoir	lực
but	tiêu
but	đo
tête	đầu
tête	đàu
tête	head
tête	đầu
tête	vát
union	union
union	hợp
ancienne	cũ
ancienne	tuổi
ancienne	già
ancienne	cựu
premiers	trước
premiers	đầu
prend	lấy
prend	bắt
prend	chụp
présente	quà
ligue	league
public	công
pages	trang
pages	page
pages	trang
simple	singles
dernière	cuối
henri	henry
henri	henri
chanson	chanson
chanson	song
poste	đăng
grâce	ân
grâce	grace
grâce	tha
sortie	xuất
sortie	outing
sortie	thoát
sortie	exit
sortie	ra
sortie	tứ
empire	empire
québec	quebec
david	david
loi	luật
loi	act
côté	bên
côté	phe
côté	trang
mer	biển
haute	cao
haute	haute
vue	xem
vue	view
espagne	espagne
mère	mẹ
mère	mom
mère	mẹ
fichier	tệp
fichier	file
nombreuses	nhiều
acteur	diễn
parcours	tý
recherche	tìm
recherche	bê
code	code
code	mã
double	double
double	đôi
double	trùng
double	kép
double	dual
entraîneur	trainer
entraîneur	hlv
entraîneur	hlv
web	web
directeur	trương
joseph	giuse
joseph	joseph
ici	đây
vainqueur	thang
vainqueur	thắng
six	six
six	sáu
créé	tạo
devant	devant
écrit	viết
petite	nhỏ
petite	nhỏ
petite	tiểu
petite	petite
bois	gỗ
bois	củi
bois	uống
bois	ly
bois	timber
entreprise	ty
entreprise	enterprise
retour	throwback
numéro	số
principale	chính
principale	main
sainte	sainte
sainte	thánh
sainte	saint
sainte	thánh
comté	quận
comté	hạt
comté	shire
second	giây
gare	trạm
gare	ga
terme	terme
connu	quen
formation	luyện
formation	training
etc	etc
etc	vv
mon	mon
philippe	philippe
philippe	philip
philippe	filip
lorsque	khi
cinéma	phim
plan	plan
van	trù
van	van
serait	tòng
serait	cốt
zone	zone
zone	múi
zone	vùng
zone	loạt
zone	vực
zone	vùng
compagnie	ty
championnats	championships
laquelle	mà
films	phim
films	phim
parfois	đôi
sources	nguồn
sources	nguồn
parc	tàng
parc	viên
parc	park
moyenne	vừa
moyenne	medium
moyenne	trung
mouvement	motion
rivière	sông
rivière	rivière
jamais	bao
jamais	từng
vidéo	video
martin	martin
député	phó
claude	claude
moyen	vừa
moyen	medium
moyen	trung
san	san
notre	plr
bon	tốt
bon	hay
bon	ngon
voix	vocals
voix	voice
voix	giọng
rouge	đỏ
rouge	rouge
district	huyện
seulement	chỉ
seulement	duy
pont	pont
pont	cầu
pont	boong
pont	deck
libre	free
libre	rảnh
libre	libre
air	khí
air	air
sein	vú
sein	ngực
sein	breast
milieu	trung
milieu	giữa
milieu	đọng
milieu	vừa
milieu	medium
milieu	trung
festival	festival
belgique	bỉ
belgique	belgique
grands	lớn
georges	george
georges	georges
blanc	trắng
blanc	white
blanc	bạch
blanc	trống
blanc	blank
gauche	trái
donne	đưa
donne	tặng
donne	cho
passe	qua
passe	đèo
passe	pass
diffusion	phát
aide	aid
aide	cứu
aide	giúp
andré	andre
andré	andré
andré	andre
andré	andré
andré	andrew
réseau	mạng
réseau	mạng
utilisé	phơi
victoire	thang
victoire	win
victoire	thắng
victoire	victoire
femmes	nữ
femmes	nữ
minutes	phút
aurait	tòng
aurait	cốt
autour	khoảng
autour	vòng
belge	belge
belge	bỉ
certaines	cầy
espèces	loài
afrique	phi
sens	sens
sens	giác
personne	người
mis	chua
mis	norad
mis	đặt
mis	mis
municipalité	municipality
frère	huynh
frère	frère
rencontre	họp
rencontre	meet
rencontre	gặp
trop	quá
trop	khoáng
trop	too
matchs	khớp
matchs	diêm
japon	japan
publié	đăng
domaine	field
domaine	trường
domaine	miền
domaine	loạt
domaine	vực
domaine	vùng
eux	them
eux	cói
eux	chúng
eux	họ
eux	quất
eux	những
eux	chúng
eux	họ
professeur	thầy
scientifique	khoa
honneur	vinh
seule	độc
seule	chỉ
seule	duy
cause	chi
nouvelles	tin
nouvelles	new
nouvelles	mới
nouvelles	sâm
iii	iii
comte	đếm
comte	earl
comte	lô
comte	comte
suivante	kế
suivante	tiếp
suivante	kit
fort	mạnh
fort	strong
fort	fort
hockey	hockey
journal	báo
différents	khác
rome	phòng
rome	rome
rome	roma
dix	dix
dix	mười
taille	eo
taille	hông
taille	cỡ
taille	thước
taille	cỡ
taille	size
sport	sport
principal	chính
principal	main
sujet	topic
croix	crosses
croix	croix
croix	chinh
croix	chon
mettre	chua
mettre	norad
mettre	đặt
millions	triệu
millions	triệu
noir	dark
noir	tối
noir	noir
noir	đen
joue	má
londres	đôn
londres	london
agglomération	agglomération
moment	lát
chapelle	chapelle
chapelle	chapel
russe	nga
prince	hoàng
prince	prince
manière	đường
manière	manière
malgré	nghênh
réalisateur	trương
sciences	khoa
radio	đài
radio	radio
classe	hạng
classe	lớp
droite	phải
droite	đúng
née	sinh
villes	phố
villes	by
fer	fer
fer	sắt
sélection	chọn
sélection	chọn
sélection	đặt
assez	đủ
institut	viện
james	james
internationale	internationale
cadre	framework
cadre	khung
sept	seven
sept	bảy
sept	sept
différentes	khác
lac	hồ
lac	lac
télévision	tv
télévision	tivi
duc	duke
duc	duc
précédent	trước
évêque	bishop
cour	triều
richard	richard
php	php
william	william
thomas	thomas
ball	bóng
ball	banh
hors	off
hors	tắt
hors	hors
problème	đề
bonne	tốt
bonne	hay
bonne	ngon
grandes	lớn
grandes	grandes
michael	michael
vol	bay
vol	trộm
port	cảng
port	cổng
port	port
port	cảng
premières	raw
premières	thô
premières	premieres
premières	trước
premières	đầu
discussion	chát
discussion	chat
dame	đầm
dame	tẩy
dame	dame
épouse	bride
épouse	vợ
épouse	vơ
épouse	vk
axe	rìu
axe	axe
axe	trục
mesure	đo
prendre	taking
prendre	lấy
prendre	bắt
prendre	chụp
important	trọng
données	dữ
lequel	mà
george	george
force	buộc
couleur	nhuộm
couleur	màu
couleur	mầu
couleur	màu
station	trạm
station	ga
loire	loire
bande	ban
bande	band
bande	băng
bande	manh
bande	đảng
bande	đám
bande	lũ
capitale	vốn
côte	rib
côte	coastline
côte	coast
façon	đường
étape	bước
étape	stage
créée	tạo
plutôt	thà
combat	battle
combat	trận
combat	fighting
combat	combat
royal	royal
russie	russie
russie	nga
nicolas	nicolas
nicolas	nicholas
mètres	mét
possède	hữu
presse	nhấn
presse	bào
presse	ấn
presse	bấm
épisodes	tập
épisodes	episodes
entrée	entry
entrée	mục
revue	revue
revue	review
jeunes	trẻ
jeunes	young
course	đua
course	nhung
course	đua
ceinture	đai
meilleure	nhất
tableau	bảng
tableau	bàn
heures	tiếng
heures	giờ
heures	heures
maître	thầy
marque	mác
marque	mark
single	single
single	đơn
intérieur	indoor
appelé	goi
olympique	olympic
olympique	olympique
bernard	bernard
langues	ngữ
propre	chính
propre	cai
propre	sạch
chine	china
chine	china
lettres	thư
lettres	chữ
com	com
tours	tháp
tours	tours
joueurs	player
lyon	lyon
généralement	thuồng
généralement	thường
von	von
amérique	châu
amérique	mỹ
mal	sai
mal	lỗi
mal	nhầm
mal	xấu
mal	bad
mal	kém
mal	khiếp
mal	tệ
mal	mẫu
mal	xấu
mal	ác
rock	đá
rock	rock
abbaye	abbaye
nuit	nuit
nuit	đêm
principalement	predominantly
prise	taken
prise	bắt
prise	chụp
bretagne	bretagne
bretagne	bretagne
bretagne	brittany
avaient	nan
avaient	xịt
générale	tướng
générale	chung
scénario	script
chemin	đường
chemin	road
centrale	trung
centrale	central
statut	status
groupes	bands
groupes	nhóm
avis	chuông
avis	quận
salle	phòng
travers	travers
valeur	giá
utilisation	dùng
allemande	đức
allemande	allemande
palais	palais
composé	compound
droits	quyền
court	bài
court	ngắn
court	short
court	lá
vallée	lũng
anciens	cũ
anciens	tuổi
anciens	già
rugby	rugby
cité	cité
basse	bass
basse	low
basse	thấp
pro	pro
occasion	dịp
total	tổng
chambre	phòng
nouveaux	new
nouveaux	mới
nouveaux	sâm
savoir	biết
glace	băng
glace	đá
glace	is
originale	gốc
originale	tác
proche	close
proche	đóng
proche	gần
proche	kín
proche	gần
mot	lời
mot	từ
main	chính
main	main
main	tay
huit	huit
huit	tám
huit	eight
critique	critique
del	del
publication	đăng
uni	uni
japonais	nhật
hôtel	hotel
australie	australia
australie	úc
catholique	catholique
https	https
accord	accord
accord	chord
campagne	quê
rapidement	mau
rapidement	nhanh
rapidement	mau
rapidement	nhanh
rapidement	nhanh
traduction	dịch
traduction	dịch
anne	anne
anne	ann
étude	học
montréal	toronto
montréal	montréal
montréal	montreal
programme	trắc
programme	chương
bgcolor	bgcolor
importante	trọng
choix	chọn
coup	hỉ
coup	thổi
coup	phát
coup	bắn
enfant	con
maurice	mauritius
maurice	maurice
vice	phó
vice	vice
noms	tên
noms	tên
internet	internet
label	thẻ
label	nhãn
hiver	winter
fondation	quỹ
fondation	foundation
fondation	nọc
antoine	anthony
antoine	antony
antoine	antonius
antoine	antoine
daniel	daniel
cœur	tim
cœur	heart
cœur	lõi
cœur	hạt
cœur	nhân
cœur	nhép
cœur	cơ
cœur	hearts
îles	đảo
pris	caught
pris	taken
pris	bắt
pris	chụp
marine	marine
peter	peter
peter	phêrô
juste	chỉ
juste	funny
der	der
seine	seine
amour	love
amour	yêu
faisant	làm
mont	núi
mont	lắp
mont	mont
science	khoa
bonjour	alo
bonjour	hello
marc	marc
unité	unity
lignes	lignes
lignes	hàng
lignes	lines
lignes	dòng
montre	xem
montre	pass
montre	xem
montre	hiện
montre	show
attaque	cú
attaque	đòn
attaque	công
records	records
principaux	chính
principaux	main
sol	đất
sol	sol
sol	tầng
sol	sàn
chaîne	xích
chaîne	đinh
chaîne	kênh
chaîne	chuỗi
ouvrage	ouvrage
fond	dưới
fond	bậc
fond	đáy
fond	bottom
fond	nền
fond	background
format	format
original	gốc
original	tác
créer	tạo
créer	tạo
los	los
garde	garde
garde	gác
garde	canh
votre	của
sécurité	ninh
fédération	federation
quatrième	mùng
junior	nhỏ
junior	junior
police	cảnh
comédie	comédie
comédie	hài
albert	albert
bruxelles	bruxelles
bruxelles	bruxelles
bruxelles	brussels
xxe	twentieth
infanterie	infanterie
chevalier	chevalier
armes	tay
armes	khí
armes	súng
armes	súng
livres	sách
livres	livres
principales	chính
principales	main
unique	single
unique	đơn
unique	unique
capitaine	trưởng
large	rộng
large	vid
large	rộng
guillaume	william
guillaume	guillaume
tel	tel
tel	đt
parce	vì
classique	classic
fit	hợp
passé	qua
passé	past
berlin	berlin
isbn	isbn
astéroïde	asteroids
sort	spell
rené	rené
rené	rené
rené	rene
alexandre	alexandre
alexandre	alexandros
alexandre	aleksandr
alexandre	alexander
oui	vâng
oui	dạ
pièce	xấp
pièce	xu
portail	portal
portail	cổng
terrain	đáp
tennis	tennis
donner	donner
donner	đưa
donner	tặng
donner	cho
chose	điều
chose	thứ
pièces	xu
pièces	phần
fonctions	hàm
marché	chợ
charge	nạp
charge	tải
charge	sạc
alpes	alps
alpes	anpơ
alpes	alpes
sites	sites
basket	giỏ
basket	rổ
utiliser	dùng
légende	caption
légende	legend
pense	nghĩ
vingt	vingt
arrivée	đến
scénariste	screenwriter
commerce	trade
énergie	lượng
publique	công
petits	nhỏ
parties	phần
fiction	fiction
intérêt	vốn
intérêt	lãi
laurent	laurence
laurent	david
laurent	laurent
laurent	lawrence
kilomètres	miles
kilomètres	phít
kilomètres	km
kilomètres	dặm
kilomètres	km
régions	vùng
passer	qua
passer	đèo
passer	pass
enseignement	dạy
seigneur	huân
poids	weights
poids	tạ
poids	cân
santé	zô
santé	cạn
santé	khỏe
heure	tiếng
heure	giờ
heure	gian
heure	thời
feu	lửa
feu	cháy
feu	lứa
atteint	đa
atteint	hoài
profession	nghề
trouver	finding
trouver	tìm
voyage	du
voyage	tý
voyage	lượt
voyage	trip
supérieur	upper
logo	logo
derniers	cuối
arrière	rear
régime	diêt
black	đen
henry	henry
autriche	áo
résultat	quả
couleurs	nhuộm
couleurs	màu
couleurs	mầu
couleurs	màu
couleurs	màu
comment	bao
central	trung
central	central
signe	vẽ
orchestre	ban
orchestre	band
moderne	modem
moderne	bộ
longue	lâu
longue	dài
longue	long
liées	chủa
wikipedia	wikipedia
record	album
célèbre	nổi
doivent	phải
musical	nhạc
musical	musical
mariage	cưới
svg	svg
powiat	powiat
mêmes	cùng
nos	plr
roger	rõ
roger	roger
presque	sắp
presque	gần
presque	hầu
affaire	case
esprit	esprit
esprit	phiền
suivi	theo
moteur	tơ
moteur	motor
ouverture	mở
ouverture	download
ouverture	mở
ouverture	má
désormais	giờ
désormais	ngay
alain	michael
alain	alain
alain	alan
alain	david
séries	series
vienne	viên
vienne	vienna
galerie	gallery
découvert	uncovered
parlement	parlement
zip	zip
étudiant	bmi
maria	chư
maria	maria
théorie	thuyết
doute	reo
suppression	suppression
mémoire	ức
ami	ami
ami	bạn
ami	hiền
super	tuyệt
super	super
super	siêu
super	awesome
françaises	pháp
françaises	françaises
images	ảnh
don	don
pourquoi	sao
officier	quan
note	note
morts	chết
camp	camp
camp	trại
probablement	chu
saisons	mùa
saisons	seasons
saisons	mùa
saisons	season
temple	đền
temple	chùa
forêt	rừng
forêt	rừng
forêt	forêt
maintenant	giờ
maintenant	ngay
forte	forte
forte	mạnh
forte	strong
conflit	xung
ben	ben
ben	crack
christian	nguyen
christian	christian
gouverneur	đốc
artistique	art
artistique	nghệ
loin	xa
loin	xa
loin	phí
utilise	dùng
victoires	thắng
rend	rend
féminin	feminine
féminin	nữ
romain	romain
romain	roman
romain	đế
marseille	marseille
marseille	marseilles
marseille	marseille
marseille	marseilles
arbitre	ref
directement	direct
directement	trực
appel	gọi
appel	call
appel	cẩm
semaine	tuần
pied	foot
pied	bộ
you	các
you	cac
you	bạn
you	anh
you	cô
neuf	chín
latin	latin
victor	victor
connue	quen
bord	onboard
bord	mép
bord	edge
bord	rìa
bord	cạnh
bord	bord
canadien	canadian
utilisée	phơi
lumière	châm
lumière	đèn
lumière	nhạt
lumière	đèn
supérieure	upper
soviétique	soviet
lieutenant	trung
textes	chữ
royale	royale
royale	royal
moitié	nửa
pilote	xế
pilote	pilote
josé	jose
josé	jose
josé	josé
studio	studio
réponse	tời
reine	hậu
patrick	patrick
chacun	mỗi
compris	gồm
compris	kèm
compris	hiểu
étienne	stephen
étienne	etienne
via	qua
via	via
via	qua
californie	california
volume	volume
pape	pape
quoi	gì
parle	parle
parle	nói
parle	nói
lire	đọc
lire	truyện
lire	đọc
ouvrages	sách
industrie	ngành
lettre	chữ
lettre	thư
terres	đáp
denis	dennis
denis	denis
brésil	brazil
brésil	brasil
brésil	bra
brésil	brésil
man	người
man	man
opération	thao
piste	vết
piste	rãnh
piste	trail
paix	hòa
vieux	cũ
vieux	tuổi
vieux	già
vieux	vieux
propriétaire	hữu
faible	yếu
faible	nhược
faible	low
faible	thấp
pyrénées	pyrénées
pyrénées	pyrenees
algérie	algeria
algérie	algérie
algérie	algérie
journée	ngày
journée	day
chargé	laden
participation	turnout
participation	tooltip
puissance	sục
puissance	lực
final	final
simon	simon
endémique	endemic
sœur	sis
sœur	chị
sœur	chị
rendre	vẽ
opéra	opera
reçu	rõ
reçu	roger
piano	piano
gros	lớn
gros	to
gros	đúc
gros	đại
gros	big
gros	béo
gros	mập
gros	fat
gros	sỉ
montagne	núi
montagne	núi
découverte	discovery
front	trán
front	trán
circonscription	division
circonscription	constituency
poète	thơ
marcel	marcel
champ	field
champ	trường
champ	champ
val	ver
val	val
religieux	đạo
archives	archives
vote	vote
vote	bầu
formes	đơn
lycée	lycée
appelée	goi
romaine	romaine
romaine	roman
romaine	đế
alt	alt
obtenir	lấy
obtenir	nhận
obtenir	get
blanche	blanche
blanche	trắng
blanche	white
blanche	bạch
angeles	angeles
belle	đẹp
belle	belle
motif	pattern
motif	mẫu
motif	motif
aire	aire
chant	song
chant	chant
chant	thanh
chant	vocal
chant	vocals
chant	hát
chant	hót
mondial	giới
mondial	mondial
colonel	đại
colonel	tá
longtemps	lâu
longtemps	dài
longtemps	long
frédéric	friedrich
frédéric	friedrich
frédéric	frederick
frédéric	frederic
soleil	nắng
soleil	cn
soleil	nắng
utilisateur	dùng
allemands	đức
moscou	moscow
moscou	moskva
sportif	sport
amis	bè
amis	bạn
amis	hiền
lnh	nhl
toulouse	toulouse
peinture	sơn
peinture	tranh
peinture	sơn
légion	legion
inclinaison	tilt
inclinaison	nghiêng
inclinaison	incline
inclinaison	inclination
mexique	mexico
limite	hạn
dernières	cuối
cinquième	fifth
gens	người
guitare	guitar
guitare	ghita
guitare	guitare
liberté	do
liberté	liberté
liberté	liberty
html	html
contenu	dung
contenu	dung
star	star
fête	festival
fête	feast
fête	tiệc
fête	đảng
fête	party
fête	tiệc
rhône	rhone
rhône	rhône
photo	photo
photo	foto
photo	ảnh
photo	ảnh
canal	kênh
vincent	vincent
jouer	play
jouer	chơi
jouer	at
jouer	thấm
jouer	chơi
jouer	divx
jules	jules
jules	julius
précédente	trước
polonais	polish
polonais	cực
polonais	pole
polonais	cột
noire	noire
noire	đen
recherches	tìm
recherches	bê
sauf	trừ
frontière	viền
frontière	biên
max	đa
max	max
américains	american
américains	mỹ
eaux	nước
eaux	waters
love	love
love	yêu
uniquement	chỉ
uniquement	duy
résistance	vây
résistance	cự
dessous	dessous
dessous	dưới
smith	smith
contient	chứa
bleu	xanh
bleu	bleu
jack	bồi
jack	jack
classé	filled
classé	tiển
www	www
guy	guy
guy	khứa
guy	gã
tome	tome
objets	tượng
sommet	summit
border	viền
border	biên
faits	sự
juifs	juifs
écrire	viết
écrire	ghi
écrire	gõ
écrire	viết
écrire	ghi
lance	lance
lance	xiên
lance	giáo
lance	spear
fonds	quỹ
ehess	ehess
besoin	thiết
besoin	ấp
besoin	cần
avance	advance
bordeaux	bordeaux
règles	luật
soldats	binh
mark	mác
mark	mark
chicago	chicago
provence	provence
publie	đăng
religion	đạo
cimetière	cimetière
somme	somme
somme	sum
éviter	tránh
éviter	tránh
éviter	avoidance
défaite	bại
défaite	đảnh
défaite	bại
ceci	này
maritime	maritime
épreuve	ordeal
épreuve	test
épreuve	thử
voies	voies
cardinal	cận
encyclopédie	encyclopédie
lorraine	lorraine
parents	song
tournée	tour
rose	pink
rose	hồng
rose	rose
rose	ngợi
disque	đĩa
disque	đĩa
recensement	census
hôpital	viện
hôpital	xá
ouvert	download
ouvert	mở
ouvert	má
parler	nói
parler	nói
astéroïdes	asteroids
nécessaire	thiết
nécessaire	ấp
difficile	cứng
difficile	khó
difficile	khổ
difficile	đắng
difficile	khó
tom	tom
champions	champions
modèles	templates
modèles	mẫu
meilleurs	nhất
animaux	vật
cheval	ngựa
cheval	ngựa
cheval	cheval
navires	tàu
navires	thuyền
débuts	debut
milan	milan
milan	milano
milan	milano
rive	rive
rive	bờ
rive	shore
raymond	raymond
petites	nhỏ
commun	chung
jardin	vườn
jardin	garden
min	phút
min	min
internes	nội
mots	lời
portugal	portugal
vert	lục
vert	vert
strasbourg	strasbourg
frank	frank
olivier	oliver
olivier	olivier
catherine	catherine
catherine	catarina
inde	inde
crée	tạo
crée	tạo
navire	tàu
navire	ship
baptiste	baptiste
baptiste	baptist
étudiants	bmi
maisons	nhà
apparition	nhê
manque	vitamin
manque	thiếu
plein	say
plein	full
plein	đầy
naturel	chích
franco	franco
simplement	chỉ
simplement	funny
pourtant	chưa
pourtant	vân
pourtant	thinh
adaptation	adaptation
gérard	gérard
gérard	gerard
gérard	gerard
semaines	tuần
semaines	tuần
familles	gia
familles	đình
gardien	guardian
gardien	gác
gardien	canh
appelle	gọi
appelle	call
appelle	cẩm
dramatique	dramatique
dramatique	drama
dramatique	kịch
dramatique	kịch
extérieur	ngoài
restauration	catering
draft	nháp
médecine	thuốc
marne	marne
thème	topic
