distingeix	distingue
aplicada	aplicado
aplicada	aplicadas
aplicada	aplicou
aplicada	aplicada
sarah	sarah
sarah	sara
canya	cane
canya	bengala
canya	cana
misteri	mystery
misteri	mistério
notablement	grandemente
bertran	bertran
campbell	campbell
wolf	loba
wolf	lobo
wolf	wolf
aïllament	isolamento
faune	fauno
reforços	reforços
estudiat	estudou
estudiat	estudados
estudiat	estudado
estudiat	estudada
xah	shah
xah	xá
pur	puras
pur	pura
pur	puro
pur	puros
pur	pure
marcador	placar
clot	coágulo
bissau	bissau
herois	heróis
herois	heroes
partícula	partícula
miracle	milagre
guix	gesso
nerviós	nervoso
nerviós	nervosa
nerviós	nervosos
segment	segmento
violoncel	violoncelo
premier	premier
febre	febre
caracteritzen	caracterizam
caracteritzen	caracterizar
abasta	tampas
abasta	covers
abasta	abrange
abasta	coberturas
abasta	capas
treva	tréguas
treva	trégua
tortuga	tartaruga
irregulars	irregulares
irregulars	irregular
pan	panela
pan	frigideira
pan	pan
pan	pã
comissions	comissões
comissions	comitês
comissions	comissões
comissions	comités
rebutjat	recusou
rebutjat	recusada
rebutjat	recusado
rebutjat	rejeitados
rebutjat	rejeitado
rebutjat	rejeitada
rebutjat	rejeitadas
virginia	virgínia
virginia	virginia
fils	tópicos
fils	fios
benito	benito
gaèlic	gaélico
confirmat	confirmaram
confirmat	confirmado
confirmat	confirmou
confirmat	confirmados
confirmat	confirmada
centrat	centrado
centrat	centrada
centrat	centralizado
centrat	centradas
balls	danças
balls	bailes
danses	danças
danses	bailes
kosmos	kosmos
txecoslovàquia	checoslováquia
txecoslovàquia	tchecoslováquia
prefecte	prefeito
troballes	conclusões
troballes	constatações
troballes	achados
mississipí	mississippi
mississipí	mississipi
mississipí	mississípi
conjunta	articulação
conjunta	joint
rodó	enrolado
rodó	laminados
rodó	enrolados
rodó	rolou
farina	farinha
farina	farinhas
larves	larvas
larves	larva
nicaragua	nicarágua
limitar	limitando
limitar	limitar
atracció	atracção
atracció	atração
detecció	deteção
detecció	detecção
salomó	solomon
salomó	salomão
subministrament	abastecimento
subministrament	fornecimento
presentada	submetido
vladímir	vladimir
borneo	bornéu
borneo	borneu
nus	nó
inclinació	inclinar
inclinació	inclinação
inclinació	incline
inclinació	inclinação
consagració	consagração
formigó	concreto
formigó	cimento
formigó	concretas
formigó	betão
formigó	concretos
verdaguer	verdaguer
fem	fem
cirurgia	cirurgia
semblança	semelhança
semblança	semelhança
enderrocar	derrubar
enderrocar	derrube
enderrocar	derrubada
espectador	espectador
lenin	lenin
lenin	lenine
fibra	fibra
fibra	fibras
aficionats	amadores
bordeus	bordeaux
bordeus	bordéus
ètica	ética
geogràfic	geográficos
geogràfic	geográfico
geogràfic	geográfica
mou	mover
àrtic	ártico
àrtic	arctic
àrtic	árctico
agafa	agarra
agafa	agarrar
mirall	mirror
mirall	espelho
güell	güell
essencials	essencial
essencials	essenciais
vacances	férias
vacances	feriados
vacances	férias
precedents	precedentes
precedents	precedente
estratègica	estratégico
estratègica	estratégica
estratègica	estratégicos
interval	cordilheira
interval	alcance
interval	intervalo
interval	gama
interval	intervalo
brandenburg	brandemburgo
brandenburg	brandenburg
brandenburg	brandeburgo
vitamina	vitaminas
vitamina	vitamina
amenaces	ameaças
ideals	ideais
ideals	ideal
ideals	ideais
preocupació	preocupação
rendició	rendição
rendició	render
alcalá	alcalá
nomenclatura	nomenclatura
humida	molhado
humida	molhada
humida	húmido
humida	húmida
humida	wet
lambert	lambert
reich	reich
arxiduc	arquiduque
cannes	cannes
recepció	recepção
recepció	receção
punk	punk
vestigis	vestígios
aristòtil	aristóteles
glucosa	glicose
glucosa	glucose
parlava	falou
parlava	falaram
parlava	falava
llombardia	lombardia
òxid	óxido
òxid	óxidos
esculls	recifes
entertainment	entretenimento
entertainment	entertainment
transports	transportes
transports	transporte
ocean	oceanos
ocean	oceano
tons	tons
aterratge	desembarque
aterratge	aterragem
aterratge	pouso
provocat	provocados
provocat	provocado
provocat	provocada
provocat	provocou
inclusió	inclusão
auto	auto
auto	automático
cabra	cabra
cabra	bode
pressions	pressões
percussió	percussão
polonesos	postes
polonesos	polos
polonesos	poloneses
polonesos	polacos
polonesos	pólos
badajoz	badajoz
oise	oise
gosse	gosse
celta	celta
celta	celtic
celta	celtas
preparat	pronto
preparat	preparados
preparat	pronta
preparat	prontos
preparat	preparado
empleats	trabalhadores
empleats	assalariados
empleats	funcionários
empleats	empregados
supressió	eliminação
supressió	exclusão
supressió	apagamento
supressió	supressão
supressió	afastamento
supressió	remoção
entén	entende
entén	compreende
birmània	birmânia
birmània	myanmar
birmània	mianmar
declara	declara
benestar	wellness
serbi	sérvio
serbi	sérvia
eficàcia	eficácia
eficàcia	efectividade
eficàcia	eficiência
eficàcia	eficácia
oració	oração
administrativament	administrativamente
raf	raf
vores	arestas
vores	bordas
vores	borda
vores	fronteira
vores	contorno
perímetre	perímetro
plini	plínio
acadèmica	acadêmica
acadèmica	académico
acadèmica	acadêmico
acadèmica	académica
fruites	frutas
fruites	frutos
mirant	observando
mirant	assistindo
mirant	vendo
domenico	domenico
álvaro	álvaro
giorgio	giorgio
tria	escolhe
tria	escolha
tria	escolher
tèrmica	térmicos
tèrmica	térmico
tèrmica	termal
tèrmica	térmica
lachner	lachner
narració	narrativas
narració	narrativa
narració	narrativa
babilònia	babylon
babilònia	babilónia
babilònia	babilônia
matemàtics	matemáticos
progressista	progressista
progressista	progressiva
progressista	progressivo
adjunt	anexo
adjunt	fixação
adjunt	anexos
adjunt	apego
adjunt	delegada
adjunt	adjunto
adjunt	deputado
adjunt	delegado
distingit	distintos
distingit	distinguido
distingit	distinto
subministraments	suprimentos
subministraments	fornecimentos
públicament	publicamente
nick	nick
terol	teruel
patit	sofreram
patit	sofrida
patit	sofria
patit	sofreu
patit	sofrido
pescadors	pescadores
submarins	submarinos
associades	associadas
associades	associada
associades	associados
associades	associado
romero	romero
pelatge	peles
pelatge	pelagem
pelatge	pêlo
ambients	predefinições
paixà	pasha
angelo	angelo
angelo	ângelo
liverpool	liverpool
ritual	ritual
ritual	rituais
bernardo	bernardo
varien	variam
varien	variar
inventor	inventor
demetri	demétrio
esborrat	excluído
esborrat	excluída
esborrat	suprimido
esborrat	eliminados
esborrat	eliminado
esborrat	excluídos
nominada	nomeados
nominada	indicado
nominada	nomeado
nominada	nomeada
màgia	mágica
màgia	mágico
màgia	magic
màgia	mágicas
màgia	magia
autorització	autorização
autorització	autorizações
autorització	autorização
gold	ouro
gold	gold
gold	dourado
políticament	politicamente
cape	cape
cape	cabo
cape	capa
xàtiva	xàtiva
prohibit	proibida
prohibit	proibidos
prohibit	proibidas
prohibit	proibido
prohibit	proibida
prohibit	proibidos
prohibit	proibidas
prohibit	proibido
motociclisme	motociclismo
pateix	sofre
alternatives	alternativas
excepcional	excecional
excepcional	excecionais
excepcional	excepcional
excepcional	excepcionais
seleccions	selecções
seleccions	seleções
cims	picos
cims	cumes
comes	vírgulas
agustín	agustín
bielorússia	bielorússia
bielorússia	bielorrusso
bielorússia	bielorrússia
freqüències	frequências
freqüències	freqüências
coronació	coroação
maquinària	maquinaria
maquinària	máquinas
roine	ródano
roine	rhône
causat	causado
causat	causou
causat	causados
causat	causada
rahman	rahman
stuart	stuart
gràfiques	gráficos
gràfiques	paradas
gary	gary
jimmy	jimmy
compositae	compositae
donacions	donativos
donacions	doações
vicari	vicari
nana	nana
sebastian	sebastian
sebastian	sebastião
sebastian	sebastián
emblema	emblema
emblema	insígnia
emblema	brasão
diable	diabo
diable	devil
diable	demônio
papua	papua
papua	papuásia
public	público
public	públicas
public	pública
public	públicos
public	publico
min	min
pessetes	pesetas
herbes	ervas
habitat	habitadas
habitat	habitada
habitat	habitado
íntegrament	inteiramente
conveni	convenção
conveni	convenções
cicles	ciclos
llana	lã
madison	madison
presidencial	presidenciais
presidencial	presidencial
luxe	luxo
luxe	luxuoso
interessat	interessada
interessat	interessado
interessat	interessados
interessat	interessadas
gandia	gandia
potter	potter
oxidació	oxidação
filtre	filtro
filtre	filtrar
filtre	filtros
wild	selvagem
wild	wild
wild	selvagens
nominat	nomeados
nominat	indicado
nominat	nomeado
nominat	nomeada
presidencials	presidenciais
presidencials	presidencial
introdueix	entra
introdueix	insira
introdueix	enter
introdueix	entrar
alvèrnia	auvergne
assumpció	suposição
assumpció	pressuposto
assumpció	assunção
intervencions	intervenções
cooperativa	cooperativo
cooperativa	cooperativa
cooperativa	cooperativas
crèdit	crédito
crèdit	credit
crèdit	credito
étienne	étienne
étienne	etienne
lluitant	lutando
lluitant	lutar
lluitant	lutando
lluitant	fighting
française	française
maons	tijolos
assoleix	alcança
assoleix	atinge
urani	urânio
derivades	derivados
barry	barry
vinyes	vinhas
àguila	eagle
àguila	águia
nassau	nassau
llums	lights
llums	luzes
disposat	disposto
disposat	disposta
disposat	dispostos
massacre	massacre
lliurament	delivery
lliurament	entrega
lliurament	veiculação
stewart	stewart
llotja	leilões
llotja	leilão
place	lugar
place	place
place	local
place	sítio
vázquez	vasquez
vázquez	vázquez
funda	coldre
sever	severo
existien	existiam
existien	existia
existien	existiram
existien	existiu
existien	existido
automàtica	auto
automàtica	automático
automàtica	automáticos
automàtica	automático
automàtica	automática
automàtica	automáticas
moçambic	moçambique
descobriments	descobertas
jurídic	jurídica
jurídic	jurídico
jurídic	legal
jurídic	legais
ampliat	estendida
ampliat	prolongado
ampliat	estendido
ampliat	alargado
ampliat	expandido
ampliat	ampliado
ampliat	expandida
ampliat	expandiu
absorció	absorção
embassament	reservatório
augmentant	aumentar
augmentant	aumentando
augmentant	crescente
instància	instância
artur	artur
château	château
núvol	nuvens
núvol	nuvem
núvol	cloud
pèls	cabelos
sacrifici	sacrificio
sacrifici	sacrifícios
sacrifici	sacrifício
hèrcules	hercules
hèrcules	hércules
atleta	atleta
sanitat	saude
sanitat	saúde
capturats	capturado
capturats	capturaram
capturats	capturados
capturats	capturadas
capturats	capturada
lloret	lloret
leone	leoa
leone	leone
official	oficial
official	funcionário
official	official
official	oficiais
marcus	marcus
beca	bolsa
alimenta	alimenta
alimenta	feeds
avantpassats	ancestrais
avantpassats	antepassados
bonaparte	bonaparte
dimissió	resignação
dimissió	demissão
dimissió	renúncia
cames	pernas
superat	passou
jon	jon
hereus	herdeiros
enregistraments	gravações
euro	euros
euro	euro
armenis	armênios
armenis	arménios
muntar	montagem
vins	vinhos
mirada	relance
prince	principe
prince	prince
prince	príncipe
holstein	holstein
catolicisme	catolicismo
afecten	afetar
afecten	afectar
afecten	afetam
iniciatives	iniciativas
fila	rema
fila	fila
fila	fileira
fila	row
connexions	conexões
connexions	ligações
dignitat	dignidade
flores	flores
cartell	cartaz
cartell	pôster
cartell	poster
fetge	fígado
marx	marx
ciu	oic
jerarquia	hierarquia
leonard	léonard
leonard	leonardo
leonard	leonard
emprendre	empreender
collins	collins
oratori	oratória
pòrtic	pórtico
urbanisme	urbanismo
escrivint	escrevendo
escrivint	escrita
escrivint	escrever
danubi	danúbio
aplicat	aplicados
aplicat	aplicado
aplicat	aplicadas
aplicat	aplicou
aplicat	aplicada
amadeu	amadeu
paquets	pacotes
caixes	caixas
caixes	caixotes
lentament	devagarinho
lentament	lentamente
lentament	devagar
thys	thys
suplement	suplementos
suplement	complemento
suplement	suplemento
accessible	acessível
accessible	acessíveis
salons	corredores
salons	salões
filadèlfia	filadélfia
filadèlfia	philadelphia
especialistes	especialistas
hardy	hardy
hudson	hudson
combinar	combine
combinar	combinar
amir	emir
amir	amir
infraestructura	infraestruturas
infraestructura	infraestrutura
olor	cheiro
olor	odor
olor	aroma
olor	perfume
olor	odor
olor	cheiro
olor	cheirar
olor	cheira
watson	watson
substrat	substrato
prix	prix
banys	banheiros
banys	banhos
banys	banheiras
banys	termas
holandès	holandês
holandès	holandeses
holandès	neerlandês
holandès	dutch
estrenat	lançado
estrenat	libertado
estrenat	liberado
estrenat	liberada
estrenat	divulgado
estrenat	solto
ibèric	ibérica
harris	harris
mortal	mortífero
mortal	mortífera
mortal	mortal
mortal	mortais
mortal	mortal
servit	servi
servit	servidos
servit	servia
servit	serviu
servit	servido
insígnia	insígnia
insígnia	insígnias
elionor	eleanor
elionor	leonor
anàlisis	estatísticas
gal	gal
chen	chen
trans	trans
anunci	anuncio
anunci	anúncio
exposat	exposta
exposat	expostos
exposat	expostas
exposat	exposto
compressió	compressão
dilluns	segunda
editada	editado
editada	editada
examen	exame
rudolf	rodolfo
rudolf	rudolf
mèdici	médicis
mèdici	medici
mèdici	médici
nicolás	nicolás
viscut	viveu
viscut	vivi
viscut	morava
viscut	vivia
viscut	vivido
cama	perna
paquet	pacote
sergi	sergi
transforma	transforme
transforma	transformada
transforma	transformar
transforma	transforma
transforma	transforma
morfologia	morfologia
bru	bru
èmfasi	ênfase
tierra	tierra
dispersió	dispersão
autopista	highway
autopista	rodovia
autopista	autoestrada
autopista	estrada
rebuda	recebida
rebuda	recebido
rebuda	receberam
rebuda	recebidos
rebuda	recebeu
rebuda	recebidas
bonet	bonet
huracà	furacão
margaret	margaret
margaret	margarida
desastre	catástrofe
desastre	desastres
desastre	desastre
protector	protetor
protector	protectora
protector	protector
estructural	estrutural
estructural	estruturais
defensiva	defensiva
defensiva	defensivo
defensiva	defensivos
entrat	entraram
entrat	entrou
conscient	consciente
conscient	conscientes
capitals	maiúsculas
capitals	capitais
sensible	sensíveis
sensible	sensível
sensible	sensibilidade
criminal	criminoso
criminal	criminal
criminal	criminosa
criminal	penal
warner	warner
humits	úmida
humits	húmida
humits	húmido
humits	úmido
bank	banco
bank	bank
essència	essência
franges	slots
vectors	vetores
vectors	vectores
bit	bit
bit	bits
gustav	gustav
gustav	gustavo
decorats	condecorado
decorats	decorados
decorats	decorada
decorats	decorado
fans	fans
fans	fãs
fans	ventiladores
fans	adeptos
domina	domina
julien	julien
julien	juliano
josef	josef
bas	bas
esclau	escrava
esclau	escravos
esclau	escravo
tebes	tebas
hms	hms
ajudat	ajudei
ajudat	ajudou
ajudat	ajudaram
ajudat	ajudado
setena	sétima
setena	seventh
setena	sétimo
maduresa	vencimento
maduresa	maturidade
schmidt	schmidt
condemna	condenação
condemna	condena
reuneix	reúne
adjacents	adjacentes
adjacents	adjacente
construeix	construir
anatòlia	anatólia
bany	banheiro
estimació	estimar
estimació	estimativa
estimació	estimação
estimació	estimativa
barba	barba
barba	barbas
exportació	exporta
exportació	exportação
exportació	exportações
exportació	exportar
exportació	exportação
exportació	exportar
suports	adereços
notre	notre
atribuït	atribuídos
atribuït	atribuído
atribuït	atribuída
atribuït	atribuídas
anatomia	anatomia
codificació	codificação
codificació	codificação
francesca	francesca
francesca	francisca
jurament	juramento
venjança	vingança
venjança	vingança
mercenaris	mercenários
alep	alepo
medicaments	medicamentos
medicaments	remédios
habitacions	salas
habitacions	quartos
tija	caule
tija	estaminais
exclusiva	exclusivo
exclusiva	exclusividade
exclusiva	exclusiva
exclusiva	exclusivas
exclusiva	exclusivos
integrant	integrar
integrant	integrando
integrant	integração
contractat	contratados
contractat	contratou
contractat	contratado
contractat	contratada
sumatra	sumatra
scala	scala
passatge	passagem
veïnat	bairro
veïnat	vizinhança
recuperat	recuperado
recuperat	recuperou
recuperat	recuperaram
recuperat	recuperada
registrat	registrada
registrat	registada
registrat	registrado
registrat	registado
registrat	registados
relatiu	parente
relatiu	relativa
relatiu	relativo
next	seguinte
next	próximo
next	próxima
next	next
proporcional	proporcional
proporcional	proporcionais
gastronomia	gastronomia
pisa	pisa
dependent	dependentes
dependent	dependente
presbiteri	presbitério
esperant	esperando
esperant	aguardando
concentrar	concentrado
cine	cine
gonzalo	gonçalo
gonzalo	gonzalo
característics	característicos
característics	característica
característics	característico
incendis	fogos
incendis	incêndios
pretor	pretor
sony	sony
kurt	kurt
raval	raval
ibm	ibm
suggerir	sugere
suggerir	sugerir
suggerir	sugira
sou	salário
focs	fogos
dividits	divididas
dividits	dividida
dividits	dividido
dividits	divididos
dividits	divido
preservació	conservação
preservació	preservação
thompson	thompson
oportunitats	oportunidades
cook	cook
cook	cozinhar
cook	cozinheiro
eugeni	eugène
eugeni	eugene
assistents	participantes
assistents	assistentes
targetes	cartões
targetes	cartas
targetes	cards
latitud	latitude
agrària	agraria
motocròs	motocross
concentracions	concentrações
caçadors	caçadores
catherine	catherine
catherine	catarina
uganda	uganda
residir	residem
residir	residir
beguda	bebida
beguda	bebidas
beguda	bebe
beguda	beber
beguda	bebida
beguda	beba
bicicleta	bicicleta
duració	duração
consolidació	consolidação
neolític	neolítico
determinació	determinação
elevades	elevado
elevades	elevada
elevades	elevados
pep	pep
combinat	combinada
combinat	combinadas
combinat	combinado
combinat	combinados
facció	facção
sultanat	sultanato
école	école
folre	forro
carlota	charlotte
carlota	carlota
estels	estrelas
estels	stars
khanat	canato
negatius	negativos
esclavitud	escravatura
esclavitud	escravidão
paleolític	paleolítico
àtom	átomo
àtom	átomos
àtom	atom
segòvia	segóvia
pastoral	pastoral
ortega	ortega
ramírez	ramirez
dinosaures	dinossauros
immediata	imediatas
immediata	imediata
immediata	imediato
immediata	imediatos
poissons	poissons
envolten	cercar
envolten	cercam
envolten	rodear
esquadra	squad
esquadra	pelotão
esquadra	esquadrão
levi	levi
dead	morta
dead	morto
dead	mortos
dead	dead
guipúscoa	guipúscoa
brut	brutus
lang	lang
clans	clãs
porció	porção
tubs	tubos
amat	amat
penes	tristezas
penes	mágoas
celebracions	celebrações
celebracions	comemorações
accidents	acidentes
lloyd	lloyd
fix	fixo
fix	fixas
fix	fixos
fix	corrigido
fix	fixa
domènech	domènech
privilegi	privilégios
privilegi	privilégio
apòstols	apóstolos
càlculs	cálculos
acompanyament	pad
acompanyament	acompanhamento
montenegro	montenegro
descàrrega	download
descàrrega	baixar
descàrrega	baixe
descàrrega	transferir
descàrrega	descarregar
realista	realista
realista	realistas
ras	ras
angel	anjinho
angel	ángel
angel	anjo
angel	angel
handbol	handebol
mercedes	mercedes
bizanci	bizâncio
hondures	honduras
malawi	malawi
primari	primária
primari	primário
primari	primárias
primari	primários
mobilitat	mobilidade
crustacis	crustáceos
presidir	presidir
racó	canto
racó	cantinho
racó	cantos
racó	recanto
racó	esquina
canet	canet
troia	tróia
troia	troy
troia	troia
ascendir	ascender
erupció	erupção
gats	cats
gats	gatos
gats	gatas
homer	homer
homer	homero
perpendicular	perpendicular
costaneres	litoral
costaneres	costeiro
costaneres	costeira
costaneres	costeiras
poderosa	poderosas
poderosa	poderosa
poderosa	poderoso
poderosa	poderosos
futurs	futuros
nissaga	linhagem
sàhara	sahara
sàhara	saara
promotor	promotor
promotor	promotora
tabac	tabaco
metropolitan	metropolitanas
metropolitan	metropolitana
metropolitan	metropolitano
metropolitan	metropolitan
pics	balas
pics	picos
pics	cumes
pronunciat	pronunciado
pronunciat	pronunciada
fiable	fiáveis
fiable	confiável
fiable	confiáveis
fiable	fiável
montpeller	montpellier
assassí	assassina
assassí	killer
assassí	matador
assassí	assassino
precipitacions	chuvas
eficiència	eficiência
eficiència	eficácia
sencera	inteiras
sencera	inteiros
sencera	inteiro
entesa	entendendo
entesa	compreender
entesa	compreendendo
entesa	entendimento
entesa	compreensão
coberts	talheres
stanford	stanford
info	info
virgili	virgili
virgili	virgil
classic	clássica
classic	clássicos
classic	classic
classic	clássico
cràter	cratera
esquadró	esquadrilha
esquadró	esquadrão
suprema	supremo
suprema	suprema
antologia	antologia
franquícia	franchise
franquícia	franquia
franquícia	franquias
declaracions	declarações
declaracions	depoimentos
declaracions	afirmações
mecànic	mecânico
mecànic	mecânica
mecànic	mecânico
mecànic	mecânicos
mecànic	mecânica
explorar	explorar
explorar	explore
explorar	explora
hereva	herdeira
wei	wei
diferencial	diferencial
diferencial	diferenciais
martell	martell
esplendor	esplendor
baker	baker
baker	padeiro
turistes	turistas
calcària	calcário
revela	revela
leiden	leiden
limitacions	limitações
annals	anais
consola	consola
consola	consoles
consola	console
partició	partição
partició	divisória
postura	postura
tribunals	tribunais
cortés	cortés
sagristia	sacristia
descomposició	decomposição
significativament	significativamente
conreus	culturas
conreus	colheitas
respostes	respostas
respostes	respostas
respostes	respostas
conservadors	conservadores
candidatures	nomeações
mariners	marinheiros
suportar	suportar
horari	horário
horari	agendamento
horari	programação
horari	agendar
annexió	anexação
kurdistan	curdistão
devoció	devoção
kent	kent
remei	remédio
remei	remediar
portals	portais
melodies	melodias
mixta	mista
mixta	misturados
mixta	misturado
mixta	misto
gules	ghouls
mosaic	mosaico
mosaic	mosaicos
proa	curvar
proa	arco
proa	proa
proa	bow
sostenir	sustentar
sostenir	sustentação
auxiliars	auxiliares
auxiliars	auxiliar
desenes	rte
desenes	dezenas
atacant	atacar
atacant	atacando
agnès	inês
agnès	agnes
evans	evans
utrecht	utrecht
infeccions	infecções
explotar	explode
explotar	explodir
explotar	exploda
lliurement	livremente
olivier	olivier
genèric	genéricos
genèric	genérica
genèric	genéricas
genèric	genérico
gendarmeria	gendarmerie
vocació	vocação
successives	sucessivas
successives	sucessivos
complement	plugin
cornellà	cornellà
slam	slam
graham	graham
prosperitat	prosperidade
tràcia	trácia
savi	sábia
savi	sábios
savi	wise
savi	sábias
savi	sábio
andes	andes
cantàbria	cantábria
gutiérrez	gutiérrez
gutiérrez	gutiérrez
gutiérrez	gutierrez
belgrad	belgrado
ingredients	ingredientes
advocats	juristas
advocats	advogados
acadèmics	académicos
acadèmics	acadêmicos
sorgit	surgiu
sorgit	emergiu
sorgit	emergiram
mills	moinhos
mills	mills
elegits	eleito
elegits	eleita
elegits	eleitos
fuga	fuga
fuga	escapar
fuga	fuga
fuga	escape
rom	rom
rom	cachaça
rom	rum
miralles	miralles
louise	louise
louise	luisa
louise	luísa
hospitals	hospitais
obligació	obrigação
obligació	obrigações
esteban	esteban
trastorn	perturbação
trastorn	transtorno
trastorn	desordem
sara	sara
villanueva	villanueva
panzer	panzer
sarsuela	zarzuela
imam	imam
imam	imã
oslo	oslo
prevenció	prevenção
mussolini	mussolini
bombarders	bombardeiros
comparar	comparar
comparar	compare
vespre	noite
morales	morais
morales	morales
jeff	jeff
descans	break
descans	quebrar
descans	quebra
descans	pausa
descans	repouso
descans	descansa
descans	resto
descans	descansar
descans	descanse
descans	descanso
actuant	deliberando
actuant	atuando
actuant	atuação
bryan	bryan
tallada	esculpida
tallada	esculpidas
tallada	talhado
tallada	esculpido
radar	radar
radar	radares
sopar	janta
sopar	jantar
sopar	ceia
contingent	contingente
residencial	residencial
residencial	residenciais
johan	johan
caracteritzat	caracterizada
caracteritzat	caracterizado
caracteritzat	caracterizou
caracteritzat	caracterizados
lisa	lisa
plasma	plasma
ratolí	rato
ratolí	ratinho
ratolí	mouse
folk	folk
basilea	basileia
corbes	curvas
correcció	rectificação
correcció	correção
correcció	correcção
correcció	exactidão
àvia	vovó
àvia	avó
cooper	cooper
internacionalment	internacionalmente
