και	og
περίπου	omtrent
περίπου	cirka
αυτά	desse
αυτά	disse
πριν	before
πριν	før
χωρίς	utan
χωρίς	without
χωρίς	uten
εθνική	nasjonale
εθνική	national
εθνική	nasjonal
εθνική	nasjonalt
συζήτηση	samtalen
συζήτηση	samtale
συζήτηση	konversasjon
συζήτηση	diskusjon
συζήτηση	debatt
αρχείο	arkiv
αρχείο	arkivere
αρχείο	arkiver
αρχείο	arkivet
αρχείο	fil
πρέπει	må
πρέπει	must
φορά	tid
φορά	klokkeslett
φορά	gang
πάνω	ovenpå
πάνω	overetasjen
πάνω	oppe
έλληνες	grekere
ομάδες	grupper
ομάδες	gruppene
ομάδες	lagene
ομάδες	teamene
ομάδες	team
πρώτο	første
πρώτο	først
πρώτο	forst
πρώτο	first
έργο	project
έργο	prosjekt
έργο	arbeid
έργο	arbeide
έργο	jobbe
έργο	jobb
έργο	jobber
κυρίως	hovedsakelig
κυρίως	hovedsaklig
κυρίως	hovedsakelig
κυρίως	mest
όχι	ikke
όχι	not
όχι	ikkje
ελληνική	gresk
μεγάλη	big
μεγάλη	store
μεγάλη	stor
μεγάλη	stort
υπό	under
έως	until
έως	inntil
ποδοσφαιριστές	fotballspillere
ταινία	movie
ταινία	film
ταινία	teip
ταινία	tape
ταινία	bånd
ταινία	film
άλλα	andre
άλλα	annet
άλλα	annen
άλλα	andre
τμήμα	avdeling
τμήμα	department
τμήμα	departement
τμήμα	seksjonen
τμήμα	seksjon
τμήμα	delen
σαν	som
σαν	liker
σαν	like
εκεί	der
ωστόσο	imidlertid
άλλες	andre
άλλες	annet
άλλες	annen
τέλος	endelig
τέλος	avslutt
τέλος	ende
τέλος	slutt
σειρά	serie
σειρά	rekke
σειρά	bestille
σειρά	orden
σειρά	bestilling
σειρά	order
σειρά	rekkefølge
σειρά	rad
στοιχεία	elementer
στοιχεία	dataene
στοιχεία	data
εκτός	utenom
εκτός	untatt
εκτός	unntatt
συνέχεια	kontinuitet
συνέχεια	fortsett
συνέχεια	fortsette
συνέχεια	fortsettelse
συνέχεια	fortsatte
κάτω	down
κάτω	ned
κάτω	nedover
κάτω	nede
κάτω	senk
κάτω	nedre
κάτω	lavere
κάτω	nede
κάτω	nedenunder
κάτω	nedenfor
κάτω	below
κάτω	under
πολλές	mangt
πολλές	many
πολλές	mangen
πολλές	mange
όλα	everything
όλα	alt
όλα	allting
όλα	alle
όλα	alt
όλα	all
σύστημα	systemet
σύστημα	system
ακόμα	forsatt
ακόμα	framleis
ακόμα	fremdeles
ακόμα	likevel
ακόμα	fortsatt
φορές	tidspunkter
φορές	tider
φορές	tidene
φορές	ganger
φορές	times
ίδια	identiske
ίδια	identisk
ίδια	same
ίδια	samme
ιουλίου	juli
ιουλίου	july
χώρα	fedreland
χώρα	landet
χώρα	land
χώρα	country
αποτέλεσμα	utfall
αποτέλεσμα	utfallet
αποτέλεσμα	resultat
αποτέλεσμα	virkning
αποτέλεσμα	effekt
οκτωβρίου	oktober
οκτωβρίου	october
ιανουαρίου	januar
σεπτεμβρίου	september
νοεμβρίου	november
αγώνες	fyrstikkene
αγώνες	fyrstikker
αγώνες	kamper
αγώνες	treff
αγώνες	spill
αγώνες	spel
αγώνες	games
αγώνες	kamper
ταινίες	filmer
ταινίες	kino
ταινίες	filmer
μέσω	via
μέσω	gjennom
μέσω	through
μέσω	igjennom
μαρτίου	marsjer
μαρτίου	march
μαρτίου	marsj
μαρτίου	mars
μαρτίου	marsjere
γεννήθηκε	born
γεννήθηκε	født
ιουνίου	juni
ιουνίου	june
αυτές	desse
αυτές	disse
πολλά	mangt
πολλά	many
πολλά	mangen
πολλά	mange
απριλίου	april
τρεις	tre
τρεις	three
αυγούστου	august
έργα	fungerer
έργα	funker
έργα	prosjekter
έργα	prosjektene
δεκεμβρίου	desember
χρήση	bruke
χρήση	bruk
χρήση	bruken
πρόεδρος	president
πρόεδρος	presidenten
πολιτική	policy
πολιτική	retningslinjene
πολιτική	retningslinjer
πολιτική	politikk
ακόμη	forsatt
ακόμη	framleis
ακόμη	fremdeles
ακόμη	likevel
ακόμη	fortsatt
ίδιο	same
ίδιο	samme
μας	våre
μας	vår
μας	vårt
εκλογές	valg
εκλογές	valget
μέλη	medlemmer
μέλη	medlemmene
μέλη	medlemer
τελικά	etterhvert
τελικά	endelig
μέλος	medlem
μέλος	medlemmet
εποχή	sesong
εποχή	sesongen
εποχή	årstid
εποχή	æra
εποχή	era
εποχή	epoke
χωριό	landsby
χωριό	village
χωριό	bygda
αρχικά	opprinnelig
αρχικά	initialer
αρχικά	initialene
περίοδος	punktum
περίοδος	perioden
περίοδος	periode
δήμος	kommune
κύπελλο	cupen
κύπελλο	kopp
κύπελλο	beger
κύπελλο	cup
ζωή	liv
ζωή	livet
ζωή	life
ζωή	zoe
έδρα	hovedkvarteret
έδρα	hovedkvarter
έδρα	sete
περιλαμβάνει	inkluderer
περιλαμβάνει	omfatter
μεγάλο	large
μεγάλο	stor
μεγάλο	stort
μεγάλο	big
μεγάλο	store
μεγάλο	stor
μεγάλο	stort
βάση	base
βάση	basen
βάση	grunnlag
βάση	basis
κέντρο	sentrum
κέντρο	center
κέντρο	senter
κέντρο	senter
κέντρο	centre
γεννήσεις	fødsler
φεβρουαρίου	februar
κάτι	noe
κάτι	something
κάτι	noko
κοντά	nært
κοντά	near
κοντά	nær
κοντά	nære
κοντά	lukk
κοντά	lukke
κοντά	nær
κοντά	close
κοντά	nærheten
μορφή	skjemaet
μορφή	skjema
μορφή	formatet
μορφή	format
χρόνο	tid
χρόνο	klokkeslett
χρόνο	gang
ιστοσελίδα	nettsted
ιστοσελίδα	nettside
ιστοσελίδα	nettstedet
κόμμα	parti
κόμμα	fest
κόμμα	feste
κόμμα	party
κόμμα	komma
γιατί	because
γιατί	fordi
γιατί	hvorfor
γιατί	why
γιατί	kvifor
ρόλο	rollo
ρόλο	rolle
άλμπουμ	album
άλμπουμ	albumet
άλμπουμ	album
άλμπουμ	albumene
επειδή	because
επειδή	fordi
έκδοση	edition
έκδοση	utgaven
έκδοση	utgave
έκδοση	versjonen
έκδοση	versjon
γκολ	mål
γκολ	goals
γκολ	målene
αρχές	autoriteter
αρχές	myndigheter
αρχές	myndighetene
αρχές	prinsipper
αρχές	prinsipp
γύρω	rundt
γύρω	around
γύρω	omkring
συνήθως	vanligvis
συνήθως	pleier
ονομασία	namn
ονομασία	navnet
ονομασία	navn
ονομασία	betegnelse
κοινότητα	fellesskap
κοινότητα	samfunnet
κοινότητα	samfunn
κοινότητα	fellesskapet
τελευταία	siste
τελευταία	sist
έκανε	did
έκανε	gjorde
έκανε	lagd
έκανε	made
έκανε	laget
ξεκίνησε	started
ξεκίνησε	begynte
ξεκίνησε	begynt
ξεκίνησε	startet
ξεκίνησε	starta
είτε	heller
είτε	enten
κυβέρνηση	regjering
πρώτος	første
πρώτος	først
πρώτος	forst
πρώτος	first
πήρε	tok
πήρε	avla
κάνει	done
κάνει	gjort
κάνει	ferdig
ηπα	usa
ανάμεσα	mellom
δεύτερη	sekund
δεύτερη	andre
δεύτερη	second
γλώσσα	tunge
γλώσσα	tunga
γλώσσα	språk
γιος	sønn
γιος	son
μάχη	kamp
μάχη	slaget
μάχη	kamp
μάχη	combat
μάχη	kjempe
μάχη	slåsskamp
μάχη	kjemp
μάχη	fight
πανεπιστήμιο	university
πανεπιστήμιο	universitet
πανεπιστήμιο	universitetet
όλες	alle
όλες	alt
όλες	all
κάποια	some
κάποια	noen
κάποια	enkelte
δείτε	skjønner
δείτε	see
δείτε	se
δείτε	sjå
δείτε	watch
πόλεμο	krigen
πόλεμο	krig
συχνά	ofte
συχνά	ofte
περιοχές	regioner
περιοχές	områder
περιοχές	områdene
πρώην	tidligere
παράδειγμα	eksempel
άρθρο	artikkel
άρθρο	artikkelen
εικόνα	bildet
εικόνα	bilde
εικόνα	bildet
εικόνα	bilde
έλαβε	mottok
έλαβε	mottatte
έλαβε	mottatt
επίσημη	offisielt
επίσημη	offisiell
επίσημη	official
επίσημη	offisielle
επίσημη	formell
επίσημη	formelle
επίσημη	formelt
κατοίκους	beboerne
κατοίκους	beboere
πηγές	kilder
βόρεια	nordover
βόρεια	north
βόρεια	nord
βόρεια	nordlige
βόρεια	northern
πόλεις	byer
ιδιαίτερα	især
ιδιαίτερα	spesielt
ιδιαίτερα	spesiellt
ιδιαίτερα	særlig
ιδιαίτερα	især
ιδιαίτερα	spesielt
ιδιαίτερα	spesiellt
ιδιαίτερα	særlig
αγώνα	kappløp
αγώνα	rase
αγώνα	race
αγώνα	fyrstikk
αγώνα	treff
αγώνα	match
αγώνα	kjempe
αγώνα	slåsskamp
αγώνα	kjemp
αγώνα	fight
γεγονός	hendelse
γεγονός	arrangementet
γεγονός	hending
γεγονός	arrangement
γεγονός	faktum
γεγονός	fact
σελίδα	siden
σελίδα	sida
σελίδα	side
σελίδα	page
θέμα	tema
θέμα	emne
θέμα	fag
θέμα	subjekt
ηλικία	åge
ηλικία	age
ηλικία	alder
ηλικία	alderen
χρησιμοποιείται	brukt
χρησιμοποιείται	brukes
χρησιμοποιείται	brukte
πρώτα	første
πρώτα	først
πρώτα	forst
πρώτα	first
μέγεθος	størrelse
μέγεθος	størrelsen
θεωρείται	vurdert
εδώ	her
νότια	sørlige
νότια	southern
νότια	søndre
νότια	syd
νότια	syden
νότια	sør
νότια	south
σημείο	poeng
σημείο	punkt
σημείο	point
σχέση	relasjon
σχέση	forholdet
σχέση	forhold
περίπτωση	case
περίπτωση	sak
περίπτωση	kasus
περίπτωση	saken
νέο	ny
νέο	nyhet
νέο	nye
νέο	new
νέο	nytt
ήδη	allerede
ήδη	allereie
έτος	årsmodell
έτος	året
έτος	år
σχεδόν	almost
σχεδόν	nesten
σχεδόν	nesten
ένωση	union
ένωση	fagforening
ένωση	unionen
ένωση	forening
ένωση	association
περισσότερο	fleire
περισσότερο	fler
περισσότερο	flere
περισσότερο	mer
περισσότερο	meir
περισσότερο	mere
βασιλιά	konge
βασιλιά	dobbelseng
εκκλησία	kirka
εκκλησία	kirken
εκκλησία	kirke
εκδόσεις	publikasjoner
μουσείο	museum
πολιτικός	politiker
συμμετοχή	deltakelse
συμμετοχή	deltagelse
δυο	to
δυο	two
μεγαλύτερη	større
μεγαλύτερη	eldre
μεγαλύτερη	større
μεγαλύτερη	større
πέθανε	die
πέθανε	dø
πέθανε	dødd
πέθανε	døde
ανά	per
μουσική	music
μουσική	musikk
κόσμο	cosmo
κόσμο	verdens
κόσμο	world
κόσμο	verden
άτομα	personer
άτομα	enkeltindivider
άτομα	enkeltpersoner
άτομα	individer
άτομα	mennesker
άτομα	personer
άτομα	personar
άτομα	folk
δεύτερο	sekund
δεύτερο	andre
δεύτερο	second
είδος	skriv
είδος	typen
είδος	type
είδος	art
είδος	arter
αρκετά	nok
μεγαλύτερο	eldre
μεγαλύτερο	større
μεγαλύτερο	større
εκείνη	hun
εκείνη	she
χώρες	landene
χώρες	land
χώρο	rom
χώρο	space
χώρο	verdensrommet
χώρο	plass
σχολή	skolen
σχολή	skole
σχολή	skulen
σχολή	skule
εναντίον	mot
τρία	tre
τρία	three
χαρακτηριστικά	kjennetegn
χαρακτηριστικά	egenskaper
χαρακτηριστικά	funksjoner
χαρακτηριστικά	attributter
χαρακτηριστικά	egenskaper
όρος	mount
όρος	betingelsen
όρος	betingelse
όρος	tilstand
όρος	stand
ιδρύθηκε	grunnlagt
ιδρύθηκε	stiftet
ιδρύθηκε	grunnla
βασιλιάς	konge
βασιλιάς	dobbelseng
παιδιά	boys
παιδιά	gutter
παιδιά	guttene
παιδιά	kids
παιδιά	ungdommer
παιδιά	kidsa
παιδιά	unger
παιδιά	barn
παιδιά	gutter
παιδιά	karer
παιδιά	folkens
παιδιά	guys
παιδιά	barn
βραβείο	premie
βραβείο	utmerkelse
βραβείο	award
άρχισε	started
άρχισε	begynte
άρχισε	begynt
άρχισε	startet
άρχισε	starta
φαίνεται	virker
φαίνεται	looks
αρχαία	eldgammelt
αρχαία	antikkens
αρχαία	eldgammel
αρχαία	oldtidens
μήκος	lengden
μήκος	lengde
κυκλοφόρησε	frigitt
κυκλοφόρησε	sluppet
κυκλοφόρησε	løslatt
τι	hva
συμμετείχε	deltok
συμμετείχε	deltatt
χρονιά	årsmodell
χρονιά	året
χρονιά	år
παραγωγή	produksjonen
παραγωγή	produksjon
ηθοποιός	skuespillerinnen
ηθοποιός	skuespillerinne
ηθοποιός	skuespiller
ηθοποιός	aktør
ηθοποιός	skuespiller
ούτε	hverken
ούτε	verken
ελληνικά	gresk
δυνάμεις	krefter
δυνάμεις	powers
δυνάμεις	styrker
δυνάμεις	styrker
δυνάμεις	forces
γαλλία	frankrike
γαλλία	france
ελληνικό	gresk
ευρώπη	europe
ευρώπη	europa
δεκαετία	tiår
γνωστό	kjente
γνωστό	kjent
παγκόσμιο	global
παγκόσμιο	globalt
βιβλίο	bok
διάστημα	intervall
διάστημα	rom
διάστημα	space
διάστημα	verdensrommet
διάστημα	plass
οικογένεια	familien
οικογένεια	familie
οικογένεια	slekt
μέτρα	tiltak
σημαίνει	means
σημαίνει	innebærer
σημαίνει	betyr
σημαίνει	middel
πέντε	fem
πέντε	five
παραπάνω	ovenfor
παραπάνω	over
παραπάνω	above
υπουργός	minister
σεζόν	sesong
σεζόν	sesongen
σεζόν	årstid
πρότυπο	modell
πρότυπο	mal
πρότυπο	standard
αριθμός	tall
αριθμός	nummer
αριθμός	number
αριθμός	antall
θάνατο	døden
θάνατο	død
θάνατο	death
θάνατο	dødsstraff
εταιρεία	firma
εταιρεία	selskap
εταιρεία	kompani
εταιρεία	bedrift
σώμα	body
σώμα	legeme
σώμα	kropp
σώμα	kroppen
σώμα	lik
σώμα	korps
πρωτεύουσα	kapital
πρωτεύουσα	capital
πρωτεύουσα	hovedstad
παράλληλα	parallell
σύνολο	totalt
σύνολο	totale
σύνολο	total
γνωστή	kjente
γνωστή	kjent
κατάσταση	status
κατάσταση	situasjon
κατάσταση	betingelsen
κατάσταση	betingelse
κατάσταση	tilstand
κατάσταση	stand
νησί	øya
νησί	island
νησί	øy
επίπεδο	niva
επίπεδο	nivå
επίπεδο	nivået
επίπεδο	level
επιτυχία	vellykket
επιτυχία	suksessen
επιτυχία	suksess
γερμανία	tyskland
άλλους	andre
πίσω	attende
πίσω	back
πίσω	tilbake
πίσω	rygg
δημιουργία	opprette
δημιουργία	skape
δημιουργία	oppretter
δημιουργία	opprett
δημιουργία	skapelsen
δημιουργία	oppretting
δημιουργία	skapning
δημιουργία	skaperverk
δημιουργία	skapelse
δημιουργία	opprettelse
αρχή	begynne
αρχή	start
αρχή	starte
αρχή	begynn
αρχή	begynnelsen
αρχή	begynner
αρχή	begynnelse
αρχή	prinsippet
αρχή	prinsipp
αρχή	autoritet
αρχή	fullmakt
αρχή	authority
αρχή	myndighet
άδεια	tillatelse
άδεια	tillat
άδεια	tillate
άδεια	tillatelse
άδεια	tomme
άδεια	tomt
άδεια	tom
σου	stevne
σου	sue
σου	saksøke
επιπλέον	ytterligere
επιπλέον	ekstra
περισσότερα	fleire
περισσότερα	fler
περισσότερα	flere
περισσότερα	mer
περισσότερα	meir
περισσότερα	mere
ανάπτυξη	utvikling
ανάπτυξη	vekst
φάση	fase
αυτόν	ham
αυτόν	him
συγγραφέας	forfatter
συγγραφέας	skribent
συγγραφέας	forfatter
άγιος	agios
άγιος	helgen
άγιος	saint
θάνατοι	dødsfall
γ΄	iii
τραγούδι	syngende
τραγούδι	synger
τραγούδι	synging
τραγούδι	sang
τραγούδι	sang
τραγούδι	låt
τραγούδι	sangen
τραγούδι	song
κόρη	dotter
κόρη	datter
κόρη	daughter
κόρη	dattera
κόρη	datteren
πάλι	igjen
επαρχία	provins
επαρχία	provinser
επαρχία	provinsen
ιωάννης	john
ιωάννης	ioannis
θεσσαλονίκη	thessaloniki
αγγλικά	engelsk
άλλοι	andre
κέρδισε	vinner
κέρδισε	vinne
κέρδισε	win
κέρδισε	vinn
κέρδισε	vinnes
κέρδισε	vunnet
κέρδισε	won
κέρδισε	vant
βασίλειο	kingdom
βασίλειο	kongedømme
σκοπό	hensikt
σκοπό	formål
συνολικά	totalt
συνολικά	totale
συνολικά	total
συνολικά	totalt
γνωστός	kjente
γνωστός	kjent
γνωστός	kjenning
γνωστός	bekjentskap
γνωστός	bekjent
πληροφορίες	info
πληροφορίες	informasjon
πληροφορίες	informasjon
πληροφορίες	informasjonen
πληροφορίες	opplysninger
εθνικό	nasjonale
εθνικό	national
εθνικό	nasjonal
εθνικό	nasjonalt
καριέρα	karriere
καριέρα	karrieren
ποτέ	never
ποτέ	aldrig
ποτέ	aldri
ποτέ	noensinne
ποτέ	ever
τέλη	avgift
τέλη	honorar
τέλη	gebyr
τέλη	gebyrer
τέλη	avgifter
πλευρά	sida
πλευρά	side
διάφορες	ymse
διάφορες	diverse
πρόγραμμα	program
πρόγραμμα	timeplan
πρόγραμμα	tidsplan
χιλιόμετρα	miles
χιλιόμετρα	mil
χιλιόμετρα	kilometer
χιλιόμετρα	kilometer
κάτοικοι	beboerne
κάτοικοι	beboere
άρθρα	artikler
γεώργιος	georgios
γεώργιος	george
γεώργιος	georg
τύπου	trykk
τύπου	press
τύπου	skriv
τύπου	typen
τύπου	type
δημοκρατία	republikken
δημοκρατία	republikk
δημοκρατία	demokrati
πόλεμος	krigen
πόλεμος	krig
εφημερίδα	avispapir
εφημερίδα	avis
μικρό	lite
μικρό	small
μικρό	små
μικρό	smått
μικρό	liten
μικρό	lille
μικρό	lite
μικρό	liten
τόπος	spisested
τόπος	place
τόπος	sted
τόπος	beliggenhet
τόπος	sted
τόπος	lokalisering
τόπος	lokasjon
τόπος	posisjon
τόπος	plassering
ονομάζεται	ringte
ονομάζεται	kalles
ονομάζεται	ringt
ονομάζεται	kalt
συγκεκριμένα	spesifikk
συγκεκριμένα	spesifikt
συγκεκριμένα	spesifikke
συγκεκριμένα	spesielt
συγκεκριμένα	spesifikt
είδη	art
είδη	arter
πηγή	kilde
κάποιος	nokon
κάποιος	noen
πρωταθλήματα	mesterskap
πρωταθλήματα	allround
ιταλία	italias
ιταλία	italia
πατέρας	far
πατέρας	fader
πατέρας	father
πατέρας	pater
κατηγορίες	tiltale
κατηγορίες	kostnader
κατηγορίες	belastninger
κατηγορίες	kategoriene
κατηγορίες	kategorier
αναφέρει	omtaler
αναφέρει	nevner
ποδόσφαιρο	fotball
θέσεις	posisjoner
θέσεις	stillinger
θέσεις	poster
θέσεις	innlegg
θέσεις	seter
θέσεις	plasser
περισσότερες	fleire
περισσότερες	fler
περισσότερες	flere
περισσότερες	mer
περισσότερες	meir
περισσότερες	mere
έκταση	areal
έκταση	område
έκταση	området
έκταση	area
γενικά	totalt
γενικά	generell
γενικά	generelt
γενικά	general
σημαντικό	viktig
νίκη	vinner
νίκη	vinne
νίκη	win
νίκη	vinn
νίκη	seier
νίκη	seieren
νίκη	victory
νίκη	vinner
νίκη	vinne
νίκη	vinnende
μικρή	lite
μικρή	small
μικρή	små
μικρή	smått
μικρή	liten
μικρή	lille
μικρή	lite
μικρή	liten
έτη	ar
έτη	årevis
έτη	år
πατέρα	far
πατέρα	fader
πατέρα	father
πατέρα	pater
αμερικανός	amerikaner
αμερικανός	amerikanske
αμερικανός	american
αμερικανός	amerikansk
τελικό	finale
τελικό	final
τελικό	siste
πάντα	always
πάντα	bestandig
πάντα	alltid
πάντα	altid
συγκρότημα	band
συγκρότημα	kompleks
παραγωγής	produksjonen
παραγωγής	produksjon
ίσως	kanskje
ίσως	kansje
ίσως	kanskje
επόμενη	nestemann
επόμενη	neste
επόμενη	next
στιγμή	moment
στιγμή	øyeblikket
στιγμή	øyeblikk
μήνες	måneder
μήνες	månedsvis
αποτελείται	komponert
αποτελείται	består
θεωρία	teori
ύψος	høyden
ύψος	høyde
ύψος	høyden
ύψος	høyde
πολλοί	mangt
πολλοί	many
πολλοί	mangen
πολλοί	mange
όλοι	everybody
όλοι	alle
όλοι	alle
όλοι	alt
όλοι	all
όλοι	alle
τώρα	now
τώρα	nå
προπονητής	trener
προπονητής	coach
θέατρο	theater
θέατρο	teater
θέατρο	teater
θέατρο	theatre
σημαντική	viktig
σημαντική	betydelig
σημαντική	vesentlig
σημαντική	betydningsfullt
ημέρα	dag
ημέρα	dagen
ημέρα	day
διάφορα	diverse
επέστρεψε	returnerte
επέστρεψε	returnert
παρέμεινε	forblitt
παρέμεινε	forble
κατέκτησε	erobret
θέματα	temaer
θέματα	emner
θέματα	temaer
θέματα	problemstillinger
θέματα	saker
θέματα	problemer
στάδιο	stadion
στάδιο	stadium
στάδιο	scenen
στάδιο	stage
χωριά	landsbyer
χωριά	landsbyene
επίθεση	attack
επίθεση	angrip
επίθεση	angriper
επίθεση	angrepet
επίθεση	angrep
επίθεση	legemsfornærmelse
επίθεση	overfall
τραγούδια	sanger
τραγούδια	songs
έδωσε	gav
έδωσε	ga
πληθυσμός	befolkningen
πληθυσμός	befolkning
λέξη	ord
λέξη	word
λέξη	æresord
κατάφερε	administrert
κατάφερε	greide
κατάφερε	administreres
κατάφερε	administrerte
κατάφερε	klarte
προβλήματα	problemer
έχοντας	having
δύναμη	styrke
δύναμη	styrken
δύναμη	kraft
δύναμη	force
δύναμη	kraften
δύναμη	kraft
δύναμη	makt
δύναμη	strøm
δύναμη	power
επανάσταση	revolusjon
τύπος	trykk
τύπος	press
τύπος	formula
τύπος	formel
τύπος	skriv
τύπος	typen
τύπος	type
εκατομμύρια	million
εκατομμύρια	millioner
τέσσερις	fire
τέσσερις	four
πορεία	kurs
πορεία	sjølsagt
πορεία	løype
μέση	middle
μέση	midtre
μέση	midten
μέση	gjennomsnittet
μέση	gjennomsnitt
μέση	gjennomsnittlige
μέση	gjennomsnittlig
μέση	midje
μέση	midjen
πρόβλημα	problem
πρόβλημα	problemet
πρόβλημα	brak
πρόβλημα	trouble
πρόβλημα	problemer
πρόβλημα	trøbbel
άνω	øvre
νερό	vann
αγωνίστηκε	sloss
αγωνίστηκε	utkjempet
αγωνίστηκε	kjempet
τοπική	lokale
τοπική	lokalt
τοπική	lokal
τοπική	local
εντός	innenfor
εντός	innen
περιφέρεια	region
περιφέρεια	distriktet
περιφέρεια	distrikt
παρουσία	nærvær
παρουσία	tilstedeværelse
μητέρα	mor
μητέρα	moder
μητέρα	mother
έξι	sekser
έξι	seks
έξι	six
δομή	struktur
παρίσι	paris
έγραψε	skrev
έγραψε	skreiv
κατασκευή	produksjon
κατασκευή	produsere
κατασκευή	bygging
κατασκευή	konstruksjon
κατασκευή	konstruere
περιέχει	inneholder
περιέχει	inneheld
περιέχει	innholder
περιπτώσεις	saker
περιπτώσεις	tilfeller
περιπτώσεις	kasser
ημέρες	dager
ημέρες	dagene
ημέρες	days
μαρία	maria
μερικές	some
μερικές	noen
μερικές	enkelte
τιμή	pris
τιμή	verdien
τιμή	verdi
διαδικασία	prosess
διαδικασία	prosessen
διαδικασία	prosedyre
διαδικασία	prosedyren
κοινό	publikum
κοινό	publikummet
διαγραφή	slette
διαγραφή	slett
διαγραφή	slettingen
διαγραφή	sletting
διαγραφή	slette
διαγραφή	slett
απογραφή	beholdningen
συλλογή	samling
τρίτη	tirsdag
τρίτη	tredje
τρίτη	third
παρακάτω	nedenfor
παρακάτω	below
παρακάτω	under
ναός	tempelet
ναός	tempel
ναός	temple
βοήθεια	assistanse
βοήθεια	hjelp
απόσταση	distanse
απόσταση	avstand
απόσταση	range
απόσταση	rekkevidde
απόσταση	spekter
νέων	ungdommen
νέων	ungdom
αμέσως	omgående
αμέσως	øyeblikkelig
αμέσως	straks
αμέσως	umiddelbart
αναφορά	rapportere
αναφορά	rapporterer
αναφορά	rapporter
αναφορά	rapport
αναφορά	referanse
ποδοσφαιριστής	fotballspiller
δράση	action
δράση	aksjon
δράση	handling
λιγκ	league
λιγκ	forbund
λιγκ	liga
απλά	berre
απλά	akkurat
απλά	bare
απλά	nettopp
απλά	just
γιώργος	giorgos
γιώργος	george
γιώργος	georg
γιώργος	georgios
κανείς	nobody
κανείς	ingen
γεγονότα	fakta
γεγονότα	faktaene
γεγονότα	hendelser
γεγονότα	arrangementer
γεγονότα	hendingar
σύντομο	kort
σύντομο	short
σύντομο	korte
σύντομο	kortfattet
κράτος	stat
κράτος	staten
κράτος	delstater
κράτος	state
κράτος	tilstand
κράτος	delstat
κωνσταντίνος	konstantinos
κωνσταντίνος	konstantin
κωνσταντίνος	constantine
στρατό	army
στρατό	hær
στρατό	hæren
στρατό	armé
αγία	helgen
αγία	saint
αποτελέσματα	resultater
αποτελέσματα	resultat
ιστορικό	bakgrunnen
ιστορικό	bakgrunn
ιστορικό	historikk
ιστορικό	history
ιστορικό	historie
σπίτι	hjemme
σπίτι	heime
σπίτι	hjem
σπίτι	hjemmet
σπίτι	home
σπίτι	house
σπίτι	huset
σπίτι	hus
τζον	john
τζον	jon
τμήματα	divisjoner
