centre	центр
romper	перерыв
romper	взлом
huerta	уэрта
septentrional	северный
septentrional	северная
septentrional	северные
septentrional	северное
septentrional	северной
seguimiento	отслеживания
seguimiento	отслеживание
seguimiento	мониторинга
seguimiento	контроль
seguimiento	наблюдение
seguimiento	мониторинг
difíciles	трудно
difíciles	трудное
difíciles	сложно
difíciles	трудный
cerveza	пива
cerveza	пиво
proyección	проекция
neerlandés	голландский
chiapas	чьяпас
compuestas	составных
compuestas	составные
compuestas	комплекса
compuestas	соединение
bloqueado	заблокирован
bloqueado	заперта
bloqueado	заблокирован
bloqueado	заблокирована
bloqueado	заблокированы
maneras	способы
maneras	пути
tocó	трогал
tocó	коснулся
tocó	тронут
infierno	hell
infierno	ад
infierno	inferno
gastos	расходы
gastos	расходы
gastos	расходы
africana	африканский
africana	африканского
africana	африканские
africana	африканская
lucio	лусио
lucio	пайк
lucio	луций
montenegro	черногории
montenegro	черногория
avanzada	расширенный
avanzada	передовые
avanzada	передовых
nucleares	ядерная
nucleares	ядерные
emma	эмма
terry	терри
jornadas	дни
jornadas	days
jornadas	дней
lobos	вульф
lobos	вулф
lobos	волка
lobos	вольф
lobos	волк
lobos	волков
lobos	волки
lobos	лобос
especialista	специалиста
especialista	специалист
octava	восьмая
octava	восьмое
octava	восьмой
octava	октав
pendiente	склоне
pendiente	серьги
pendiente	выдающийся
pendiente	выдающиеся
realista	реалист
realista	реалистичный
realista	реалистично
realista	реалистичные
century	век
century	столетие
definitivo	определенный
definitivo	окончательный
definitivo	окончательного
definitivo	заключительный
definitivo	заключительные
definitivo	окончательного
definitivo	окончательно
definitivo	окончательная
recordar	вспоминая
recordar	вспомнить
recordar	напомнить
recordar	помним
recordar	помню
recordar	запомнить
recordar	помните
recordar	помни
recordar	помнишь
comenzando	начало
comenzando	начало
comenzando	начинаю
comenzando	начиная
paraíso	рай
autora	автор
testimonio	свидетель
testimonio	свидетельство
testimonio	показания
malta	мальте
malta	мальта
malta	мальты
aerolíneas	авиакомпании
aerolíneas	авиалинии
aerolíneas	airlines
aerolíneas	авиакомпании
aerolíneas	авиалинии
aerolíneas	авиакомпания
balonmano	гандбол
bloques	блоки
bloques	блоков
positiva	положительные
positiva	положительно
positiva	позитивная
positiva	положительный
positiva	позитивные
separa	отделяет
turner	тернер
turner	тёрнер
vidal	видал
vidal	видаль
polvo	пыль
polvo	пыли
polvo	порошок
polvo	порох
tomada	принято
tomada	принятых
tomada	взяты
balón	бал
balón	шар
balón	мяч
declara	объявить
declara	объявлять
declara	заявляет
declara	объявляет
alegría	радости
alegría	джой
alegría	радость
luxemburgo	люксембург
luxemburgo	люксембург
luxemburgo	люксембурга
prusia	пруссии
prusia	прусской
declaraciones	декларации
declaraciones	заявления
declaraciones	заявления
reconoció	признан
reconoció	признано
reconoció	признал
reconoció	признана
reconoció	признали
reconoció	признала
cronología	хронологии
cronología	сроки
cronología	хронике
cronología	хроника
cronología	хроники
cría	разведения
ilustraciones	иллюстрации
cross	кросс
cross	крест
cross	креста
ron	рона
ron	рон
ron	ром
ron	рома
estrada	эстрада
vital	жизненно
comenzado	начали
comenzado	начато
comenzado	начал
comenzado	началось
comenzado	начато
phoenix	феникс
semi	полу
maine	мэн
varsovia	варшава
varsovia	варшаве
masacre	резня
masacre	бойня
masacre	резня
masacre	бойню
masacre	бойня
vinos	вина
vinos	вино
vinos	вина
vinos	вин
nominada	назначенных
nominada	назначенные
denuncia	пожаловаться
denuncia	отчёт
denuncia	доклад
denuncia	отчет
denuncia	жалоба
decidir	решите
decidir	решить
frutas	фрукты
frutas	фрукт
frutas	плод
frutas	плоды
frutas	фрукты
frutas	плоды
periodos	периодов
periodos	периоды
obtenidos	получено
obtenidos	полученный
graham	грэм
duquesa	герцогиня
delito	преступность
delito	преступления
delito	преступление
delito	правонарушение
delito	преступление
preocupación	озабоченности
preocupación	озабоченность
preocupación	беспокойство
preocupación	забота
preocupación	обеспокоенность
metales	металла
metales	метал
metales	metal
metales	металлические
metales	металл
metales	металлы
sufrir	страдают
sufrir	страдать
golf	гольф
asistencias	помогает
creencias	убеждения
creencias	убеждений
creencias	вера
sucre	сукре
baltimore	балтимор
baltimore	балтиморе
stars	звёзды
stars	звезды
reputación	репутацию
reputación	репутация
reputación	репутации
party	party
party	сторона
party	партия
party	вечеринка
norman	норман
humberto	умберто
humberto	гумберт
humberto	умберто
humberto	юбер
participante	участник
participante	участница
participante	участником
participante	участника
conexiones	соединения
cumplimiento	соблюдение
aurora	аврора
quedarse	остаюсь
condujo	ехал
htm	htm
australiana	австралийский
australiana	австралийская
australiana	австралии
ámsterdam	амстердам
ilustración	просвещения
ilustración	просвещение
ilustración	иллюстрации
potosí	потоси
efectiva	эффективное
efectiva	эффективность
efectiva	эффективный
efectiva	эффективная
efectiva	эффективные
efectiva	эффективно
convertir	преобразовать
convertir	преобразование
emite	излучает
llanura	plain
llanura	равнины
levantamiento	восстание
levantamiento	снятие
levantamiento	отмены
hebreo	иврит
hebreo	еврейский
propaganda	пропаганды
propaganda	пропаганда
propaganda	пропаганду
desea	желание
desea	пожелание
desea	желаем
desea	пожелания
desea	желания
thompson	томпсон
jay	джей
tributo	дань
tributo	должное
placas	тарелки
placas	пластины
placas	значки
placas	тарелку
placas	плита
placas	тарелка
estructural	структурная
estructural	структурных
estructural	структурные
culpa	винить
culpa	вини
culpa	вина
culpa	вины
culpa	вину
causar	причинение
causar	вызывая
concejales	советники
singapur	сингапур
singapur	сингапура
singapur	сингапуре
secreta	тайна
secreta	секрет
secreta	секретная
secreta	секретный
comerciantes	торговцы
comerciantes	торговцев
comerciantes	торговцы
comerciantes	дилеров
bank	банк
bank	bank
bank	банка
meseta	плато
hamburgo	гамбург
ordenado	заказали
ordenado	приказал
ordenado	заказал
ordenado	упорядоченного
pereira	перейра
proporción	соотношение
proporción	доля
proporción	пропорции
asociada	ассоциированные
asociada	ассоциированных
fiat	fiat
estimada	уважаемый
interfaz	интерфейс
correa	корреа
correa	ремень
colaborar	сотрудничество
colaborar	сотрудничать
episcopal	епископальной
secretaria	секретарь
secretaria	секретарша
circuitos	цепи
circuitos	схемы
circuitos	цепь
magallanes	магеллан
distribuye	распространяет
distribuye	распределять
distribuye	распространить
distribuye	распределить
distribuye	распространять
concacaf	конкакаф
auxiliar	ассистент
auxiliar	помощник
auxiliar	вспомогательная
auxiliar	вспомогательные
auxiliar	вспомогательное
auxiliar	вспомогательных
minería	добычи
minería	добыча
corteza	кора
corteza	барк
corteza	кора
verso	стих
anónimo	анонимные
anónimo	анонимность
anónimo	анонимный
anónimo	анонимных
anónimo	анонимно
auge	бум
encargo	заказу
encargo	орден
encargo	заказ
encargo	заказать
encargo	приказ
encargo	порядок
sensación	ощущение
sensación	чувство
sensación	ощущения
sensación	ощущение
afluentes	притоков
suave	гладко
suave	мягкий
suave	нежная
suave	мягкая
suave	мягкое
suave	мягкие
suave	мягкой
suave	нежная
suave	нежный
suave	нежно
constantes	постоянная
constantes	постоянно
constantes	постоянные
constantes	постоянное
constantes	постоянный
constantes	константы
viaja	путешествует
viaja	путешествия
cbs	cbs
suizo	швейцарский
suizo	швейцарская
suizo	швейцарии
jamaica	ямайка
jamaica	ямайки
jamaica	ямайки
sencilla	простой
sencilla	простое
sencilla	простая
sencilla	простые
sencilla	полегче
sencilla	легче
sencilla	легко
censura	цензуре
censura	цензоров
censura	цензор
censura	цензуры
rebelde	повстанцев
roll	ролл
paco	пако
matías	матиас
matías	матиас
nancy	нэнси
marítima	морские
marítima	морской
marítima	морская
crimea	крым
crimea	крымских
liberado	выпущено
liberado	освобождены
liberado	выпустила
liberado	выпущен
liberado	выпущена
liberado	освободил
liberado	освободили
liberado	освобожденных
liberado	освобожден
narrativa	повествование
narrativa	повествование
narrativa	рассказ
gerente	manager
gerente	менеджер
gerente	управляющий
encuesta	обследование
encuesta	опрос
encuesta	обследования
encuesta	опрос
afecta	затрагивает
afecta	влияет
enciclopédico	энциклопедический
pokémon	pokémon
libertador	освободитель
efectivamente	воистину
efectivamente	действительно
virreinato	наместничество
seca	сухая
seca	сухие
seca	сухой
medir	измерение
medir	измерения
medir	измерить
medir	мера
medir	меру
dieta	рацион
dieta	диеты
dieta	диета
aparente	очевидной
discusiones	обсуждения
discusiones	дискуссии
discusiones	обсуждение
discusiones	дискуссия
discusiones	обсуждения
discusiones	дискуссии
discusiones	аргументы
discusiones	доводы
stanley	стенли
stanley	стэнли
panorama	панорама
realistas	реалистичный
realistas	реалистично
realistas	реалистичные
realistas	реалист
rin	рин
rin	рейна
rin	рейн
animada	анимированные
animada	живая
animada	живые
animada	лайвли
nativa	родной
intensa	интенсивных
intensa	интенсивный
intensa	напряженно
intensa	интенсивно
duelo	дуэль
duelo	скорбь
duelo	трауре
legend	легенды
legend	легенда
seattle	сиэтле
seattle	сиэтл
rectangular	прямоугольные
acústica	акустика
acústica	акустический
innovación	инноваций
innovación	инновации
innovación	нововведения
hueso	кость
administrativas	административные
administrativas	административная
donald	дональд
rincón	углу
rincón	уголок
rincón	угол
rincón	ринкон
jacob	иакова
jacob	якоб
jacob	джейкоб
jacob	яков
ordenador	компьютер
ordenador	computer
baño	туалет
baño	унитаз
baño	ванная
baño	ванной
baño	ванную
baño	туалет
baño	бани
baño	ванна
baño	бат
baño	ванной
baño	баня
seguros	страховка
seguros	страхование
seguros	страхования
correr	бег
correr	бегать
correr	запустить
correr	беги
correr	бег
correr	пробежки
hms	hms
telecomunicaciones	telecom
telecomunicaciones	связь
telecomunicaciones	телекоммуникаций
telecomunicaciones	телекоммуникации
telecomunicaciones	телекоммуникации
telecomunicaciones	электросвязи
arequipa	арекипа
iris	айрис
maldonado	мальдонадо
cantando	поет
cantando	поют
cantando	пою
cantando	пение
cantando	петь
examen	обзор
examen	обзора
examen	рассмотрение
examen	пересмотреть
examen	экзамен
examen	экзамены
examen	экзамен
depósitos	склады
depósitos	складов
depósitos	водохранилищ
depósitos	вклады
ocasionalmente	изредка
invitada	гость
invitada	приглашен
invitada	приглашенные
invitada	приглашены
invitada	приглашена
gov	gov
homer	гомер
liverpool	ливерпуль
rap	рэп
rap	рэп
respondió	ответила
respondió	ответили
respondió	ответил
respondió	ответила
respondió	ответили
respondió	ответил
respondió	ответила
respondió	ответил
asistir	посещающих
turistas	туристов
turistas	туристы
turistas	туристических
turistas	туристический
turistas	турист
darío	дариус
imdb	imdb
autobús	автобус
actuando	исполняющий
anuncia	объявляет
anuncia	объявить
confusión	путаница
confusión	путаницы
confusión	замешательство
lituania	литвы
lituania	литве
lituania	литвы
lituania	литва
tendencias	тенденция
tendencias	тенденции
tendencias	популярные
tendencias	популярное
secretos	тайны
secretos	секреты
secretos	тайна
secretos	секрет
secretos	секретная
secretos	секретный
tommy	томми
probabilidad	вероятность
probabilidad	вероятность
exhibición	выставка
exhibición	выставки
exhibición	выставка
provinciales	провинциальные
provinciales	провинциальных
amistoso	дружеские
amistoso	дружественных
amistoso	friendly
amistoso	дружелюбный
amistoso	дружественного
convenio	пакт
convenio	пакта
convenio	пакту
convenio	конвенция
convenio	конвенции
elaborado	разработан
entretenimiento	развлечения
entretenimiento	развлечение
entretenimiento	entertainment
temprano	раннее
temprano	ранняя
temprano	рано
temprano	ранний
euphorbia	молочай
direcciones	направления
direcciones	адреса
direcciones	адресов
direcciones	адреса
direcciones	адрес
soprano	сопрано
now	сейчас
now	теперь
delitos	преступления
delitos	правонарушения
delitos	преступления
atletas	спортсменов
atletas	спортсмены
sonic	sonic
semifinal	полуфинале
semifinal	полуфинал
espectro	спектр
espectro	спектры
espectro	спектр
espectro	спектра
espectro	спектр
serio	серьезная
serio	серьезный
serio	серьезно
serio	серьёзные
serio	серьезные
conducción	проводимость
conducción	вождение
conducción	вождения
gobernantes	правители
capacidades	способности
capacidades	потенциалы
inteligente	умная
inteligente	умный
inteligente	умно
inteligente	умный
inteligente	умная
inteligente	смарт
inteligente	умный
inteligente	smart
inteligente	умные
introducido	вступил
introducido	введена
introducido	введен
introducido	введено
ficticio	фиктивные
ficticio	вымышленный
manhattan	манхэттен
concursos	соревнования
concursos	конкурсы
concursos	конкурсы
cia	цру
cia	цру
dosis	доз
dosis	дозы
dosis	дозу
dosis	дозу
dosis	доза
conocía	знали
conocía	знала
conocía	знал
cubrir	обложки
cubrir	прикрытие
cubrir	обложка
cubrir	обложку
cubrir	покрытия
antártida	антарктике
antártida	антарктики
citas	цитаты
citas	цитаты
citas	назначения
citas	свидания
citas	знакомства
citas	свидание
aprobada	утверждено
aprobada	одобрено
aprobada	одобрен
aprobada	утвержден
aprobada	одобрена
investigar	расследовать
libreto	либретто
filadelfia	филадельфии
filadelfia	филадельфии
decidido	решило
decidido	решила
decidido	решено
decidido	определено
decidido	определен
decidido	определены
baden	баден
falso	ложь
falso	ложный
falso	ложное
falso	ложные
falso	фальшивый
falso	фальшивка
falso	фальшивые
falso	подделка
jesuitas	иезуитов
jesuitas	иезуитов
humedad	влажность
humedad	влаги
humedad	влажность
humedad	влажности
atracción	влечение
jurídico	юридический
jurídico	юридический
jurídico	правовая
jurídico	правовой
jurídico	юридическая
tabasco	табаско
formaciones	формирований
destruida	уничтожен
destruida	уничтожена
destruida	уничтожены
destruida	разрушен
destruida	уничтожено
testigo	свидетель
afluente	приток
seguida	последовало
bros	bros
kilómetro	мили
kilómetro	миле
kilómetro	милю
kilómetro	километр
kilómetro	километр
bobby	бобби
lugo	луго
reptiles	рептилия
reptiles	рептилий
logo	логотип
sustancia	вещество
turística	туристических
turística	туристический
turística	турист
holandés	голландец
holandés	голландский
plus	плюс
plus	plus
estocolmo	стокгольм
estocolmo	стокгольмской
nasa	наса
masiva	массовые
viendo	видеть
viendo	наблюдаю
viendo	смотрим
viendo	смотрю
mercurio	ртути
mercurio	ртуть
mercurio	меркурий
gilbert	гилберт
escobar	эскобар
moléculas	молекулы
regulación	регламент
regulación	регулирование
sargento	сержант
sargento	сержант
alturas	хайтс
alturas	высоты
creencia	вера
aterrizaje	посадка
aterrizaje	посадку
aterrizaje	посадки
campbell	кэмпбелл
danny	дэнни
danny	денни
danny	дэни
ventajas	преимущества
ventajas	льготы
ventajas	пособия
ventajas	выгоды
ventajas	польза
ventajas	привилегии
ventajas	льготы
ventajas	преимущества
abandona	бросить
martes	вторник
martes	вторникам
requieren	требовать
pretendía	предназначенных
arsenal	оружейной
arsenal	арсенал
sociología	социологии
nigeria	нигерии
nigeria	нигерии
nigeria	нигерию
nigeria	нигерия
constantinopla	константинополь
extrema	крайней
extrema	крайние
extrema	крайняя
extrema	крайний
gibraltar	гибралтаре
gibraltar	гибралтар
consola	консоли
consola	консоль
sentimiento	ощущение
sentimiento	чувство
sentimiento	ощущения
cargas	бремя
cargas	обвинения
cargas	нагрузок
complutense	комплутенсе
trato	торговаться
trato	сделка
trato	сделку
trato	сделка
suficientes	хватит
suficientes	достаточно
suficientes	достаточное
suficientes	достаточный
suficientes	достаточная
when	когда
when	when
márquez	маркес
flash	флеш
flash	вспышка
flash	flash
flash	флэш
place	место
proclamó	провозгласила
non	non
reality	реальность
reality	реальности
castillos	замки
fuga	фуга
fuga	побег
fuga	сбежать
cleveland	кливленд
dorada	золотая
dorada	золотые
dorada	золотой
dorada	golden
dorada	золотой
dorada	золотая
dorada	gold
dorada	золото
dorada	золотые
abuela	бабушка
abuela	бабушка
abuela	бабушка
experto	эксперта
experto	эксперт
frontal	передние
frontal	передняя
frontal	фронт
frontal	лобовое
considerablemente	значительно
huevo	яйца
huevo	яйцо
tragedia	трагический
tragedia	трагические
tragedia	трагических
tragedia	трагедия
tragedia	трагическая
tragedia	трагедии
tragedia	трагедия
lagunas	пробелы
lagunas	лагуны
beta	бета
contaminación	загрязнение
contaminación	заражение
contaminación	загрязнение
costera	прибрежных
costera	прибрежные
charlotte	шарлотта
azteca	ацтека
azteca	ацтеков
patrones	шаблоны
patrones	покровителей
patrones	покровители
patrones	шаблон
patrones	узор
patrones	схеме
patrones	работодателей
patrones	работодатели
how	как
boeing	boeing
transmisiones	трансляции
aliado	союзников
aliado	элли
aliado	союзник
enfrentar	противостоять
ama	ама
ama	хозяйка
ama	любовница
ama	госпожа
ama	любит
ama	обожает
literarios	литературных
literarios	литературный
luchó	боролся
luchó	боролся
luchó	сражались
luchó	сражался
viejos	старая
viejos	old
viejos	старые
viejos	старое
viejos	старый
mediodía	полдень
mediodía	полдень
traducciones	перевод
traducciones	переводы
pulgadas	дюйм
pulgadas	дюймов
pulgadas	дюйма
arnold	арнольд
ladrillo	кирпич
ladrillo	брик
calvo	лысый
calvo	кальво
barbara	барбара
creer	поверить
creer	верить
creer	верим
creer	верю
creer	веря
compartir	обмена
compartir	доля
compartir	поделиться
compartir	разделить
compartir	поделитесь
niñas	девчонки
niñas	girls
niñas	девушки
niñas	девочки
niñas	девочек
dependencia	зависимости
dependencia	зависимость
dependencia	зависимость
detective	детектив
probar	доказать
probar	попробуй
probar	попробовать
probar	попробуйте
probar	попытка
probar	испытания
probar	проверка
probar	тест
probar	испытание
mónica	моника
arroyos	потоки
arroyos	потоков
arroyos	ручьи
arroyos	брукс
sabio	мудрый
sabio	мудро
sabio	мудрое
sabio	мудрые
budapest	будапешт
beca	стипендия
beca	стипендию
beca	стипендии
cráneo	череп
cráneo	черепа
provocando	причинение
provocando	вызывая
provocando	спровоцировать
gobernante	правитель
madison	мэдисон
caridad	благотворительность
caridad	благотворительная
caridad	благотворительные
caridad	благотворительных
caridad	благотворительные
caridad	благотворительность
caridad	благотворительная
leftarm	leftarm
llave	ключ
llave	ключевых
exclusiva	эксклюзивный
exclusiva	эксклюзивные
exclusiva	исключительной
estero	эстеро
armados	вооруженный
armados	вооруженная
armados	вооруженных
manuscritos	рукописи
manuscritos	рукопись
rivas	ривас
major	основных
major	майор
demonio	демон
demonio	дьявол
demonio	демон
note	нота
note	записка
note	примечание
carrillo	каррильо
reside	проживать
nazis	нацистской
nazis	нацисты
valdivia	вальдивия
luisiana	луизиана
televisa	televisa
malo	плохо
malo	плохой
malo	bad
malo	плохая
materias	материалы
materias	субъекты
materias	предметы
urbanas	городское
urbanas	городские
urbanas	городских
estándares	нормы
estándares	стандарты
básicas	базовые
básicas	основные
básicas	базовый
básicas	базовая
básicas	basic
gases	газа
gases	бензин
gases	газ
gases	газов
gases	газы
ferroviario	железнодорожных
ferroviario	железнодорожный
boletín	бюллетень
boletín	бюллетень
potencias	полномочия
ejemplar	копирование
ejemplar	скопировать
ejemplar	копировать
ejemplar	копия
ejemplar	образцовое
separadas	разделены
express	экспресс
express	express
express	выразить
portugueses	португальский
portugueses	португалии
normales	нормальный
normales	нормальная
normales	нормально
normales	обычный
normales	нормальное
basket	корзина
basket	корзину
basket	корзины
estelar	звёздный
estelar	star
estelar	звезда
estelar	стар
montaje	установка
montaje	установки
montaje	монтаж
montaje	сборка
montaje	ассамблеи
montaje	собрание
montaje	ассамблея
montaje	монтаж
montaje	редактирование
montaje	редактирования
demo	демонстрация
demo	демо
considerando	учитывая
enviados	отправил
enviados	отправила
enviados	послал
enviados	отправлено
enviados	отправили
enviados	посланников
enviados	посланники
enviados	посланцы
enviados	посланников
enviados	посланники
enviados	посланцы
fotógrafo	фотограф
kent	кент
kent	кента
larry	лари
larry	ларри
porción	порция
asesinados	убита
asesinados	убитый
asesinados	убил
asesinados	убит
asesinados	убиты
asesinados	убиты
asesinados	убита
asesinados	убил
asesinados	убит
combatientes	бойцы
combatientes	бойцы
combatientes	бойцов
oponente	соперник
oponente	противник
prince	принц
prince	принс
prince	князь
activamente	активно
giuseppe	джузеппе
pura	чистая
pura	чистые
pura	чисто
pura	чистый
pura	чистое
forestal	леса
forestal	лесных
forestal	лес
viola	виола
track	трек
track	дорожка
track	трека
parodia	пародия
evangelio	евангелие
honda	рогатка
honda	honda
loira	луары
esfera	сфера
esfera	шар
esfera	сфера
muertes	умершие
muertes	смерти
román	римская
román	роман
intenso	интенсивные
intenso	интенсивный
intenso	интенсивных
intenso	интенсивный
intenso	напряженно
intenso	интенсивно
vaya	вау
vaya	ого
alvarado	альварадо
ibáñez	ибаньес
litros	литров
litros	литр
litros	литров
litros	литра
penales	преступные
penales	преступник
penales	уголовное
penales	уголовного
shows	показывает
constituido	сформированных
constituido	сформирован
constituido	сформировали
constituido	сформированные
constituido	сформирована
name	имя
name	название
consulado	консульства
consulado	консульств
consulado	консульство
consulado	консульства
ingresar	войти
ingresar	входа
ingresar	вход
ingresar	логин
ingresar	войти
ingresar	введите
ingresar	ввод
autorización	разрешите
autorización	разрешение
autorización	разрешение
belén	вифлееме
belén	белен
próximos	ближайшие
próximos	предстоящий
próximos	предстоящие
próximos	предстоящих
discografía	дискография
rangers	рейнджеры
esquí	ски
esquí	лыжи
esquí	ski
esquí	лыжи
envía	отправляет
envía	посылает
prisionero	заключенный
prisionero	заключённый
causando	причинение
causando	вызывая
disparo	выстрел
disparo	съёмки
disparo	съемка
disparo	стрельба
disparo	выстрел
disparo	кадр
disparo	застрелил
disparo	застрелен
teorema	теорема
extenso	обширная
extenso	обширный
extenso	обширные
golpes	удары
golpes	ударов
golpes	удары
mega	мега
mega	mega
atacó	атаковали
atacó	атаковал
atacó	напали
herbert	герберт
dinosaurios	динозавров
dinosaurios	динозавр
brevemente	кратко
brevemente	вкратце
brevemente	коротко
preparar	приготовиться
preparar	подготовиться
preparar	подготовить
extranjera	иностранцы
extranjera	иностранец
extranjera	иностранный
extranjera	иностранное
extranjera	иностранных
caña	рид
caña	столб
caña	полюс
caña	трость
caña	стержень
caña	род
ética	этических
ética	этика
ética	этики
arquitectónico	архитектурных
encontrados	найдена
encontrados	найдено
encontrados	нашла
encontrados	найден
encontrados	найдены
correspondencia	корреспонденции
correspondencia	переписка
correspondencia	почте
correspondencia	mail
correspondencia	почта
monjes	монахов
monjes	монахи
formatos	форматирование
formatos	форматы
vaticano	ватикан
vaticano	ватикана
bombardeo	обстрел
bombardeo	обстрелы
bombardeo	бомбардировки
bombardeo	взрыв
bombardeo	бомбардировки
respuestas	ответы
respuestas	ответы
respuestas	ответы
cooper	купер
duero	дуэро
august	августа
august	август
cambiando	меняется
cambiando	изменение
cambiando	меняю
cambiando	переключение
cambiando	переключения
típicos	типично
típicos	типичные
típicos	типичная
típicos	типичный
lento	медленные
lento	медленно
lento	медленный
summer	лето
summer	summer
summer	саммер
summer	летний
