और	y
उनके	sus
उनके	su
उनके	ellas
उनके	ellos
सबसे	most
हिन्दी	hindi
बहुत	very
बहुत	muy
पहले	antes
पहले	ago
पहले	anterior
पहले	antes
पहले	anteriormente
पहले	anteriores
पहले	primera
पहले	primeras
पहले	primer
पहले	primeros
पहले	primero
अपनी	propio
अपनी	propios
अपनी	propias
अपनी	propia
अपनी	carnal
अपनी	carnales
दो	dos
दो	two
जिला	distrito
जब	cuándo
जब	when
जब	cuando
उन्होंने	ellos
उन्होंने	ellas
उन्होंने	egipcios
जन्म	nacidos
जन्म	born
जन्म	nacido
जन्म	nacimientos
जन्म	natalidad
जन्म	nacimiento
जन्म	parto
कोई	koi
कोई	cualquier
कोई	cualquiera
इन	posada
इन	inn
इन	posadas
इन	dci
लेकिन	sino
लेकिन	pero
ये	este
ये	esto
ये	esta
ये	éstas
ये	estos
ये	estas
ये	éstos
कम	baja
कम	bajos
कम	bajas
कम	low
कम	bajo
कम	menos
कहा	said
कहा	dijo
कहा	dicho
लोग	pueblo
लोग	gente
लोग	personas
आदि	etc
आदि	más
आदि	mas
आदि	more
आदि	adi
उसके	sus
उसके	su
उसके	ella
उसके	su
उसके	her
प्राचीन	primitivo
प्राचीन	primitivos
प्राचीन	primitivas
प्राचीन	primitiva
प्राचीन	antiguo
प्राचीन	antiguas
प्राचीन	antiguos
प्राचीन	antigua
प्राचीन	pretor
देखें	watch
देखें	mirar
देखें	mira
देखें	reloj
देखें	véase
देखें	see
देखें	ver
देखें	vea
देखें	vistas
देखें	vista
देखें	view
देखें	ver
उत्तर	contestar
उत्तर	contesta
उत्तर	responder
उत्तर	respuesta
उत्तर	norte
उत्तर	respuestas
भाषा	idiomas
भाषा	lenguas
भाषा	lengua
भाषा	idioma
भाषा	lenguaje
भाषा	idiomas
लिये	para
सभी	todas
सभी	all
सभी	todo
सभी	todos
प्राप्त	obtenida
प्राप्त	obtenidos
प्राप्त	obtenidas
प्राप्त	obtenido
प्राप्त	recibidas
प्राप्त	recibida
प्राप्त	recibidos
प्राप्त	recibido
प्राप्त	recibir
प्राप्त	reciba
प्राप्त	reciban
प्राप्त	recibe
इसका	sus
इसका	su
प्रयोग	experimentos
प्रयोग	uso
प्रयोग	utilización
प्रयोग	experimentar
प्रयोग	experimentación
प्रयोग	experimento
शामिल	implicado
शामिल	implicada
शामिल	involucrado
शामिल	involucrada
शामिल	involucrados
शामिल	incluye
शामिल	incluidos
शामिल	incluidas
शामिल	incluida
शामिल	incluído
शामिल	incluido
शामिल	incluye
शामिल	incluyen
शामिल	incluya
शामिल	incluyan
शामिल	incluir
उन्हें	ellas
उन्हें	ellos
उस	eso
उस	que
स्थान	sitios
स्थान	lugares
स्थान	localidades
स्थान	plazas
स्थान	lugar
स्थान	localizaciones
स्थान	ubicaciones
स्थान	lugares
स्थान	localidades
स्थान	lugar
स्थान	place
स्थान	lugar
स्थान	ubicacion
स्थान	ubicación
स्थान	emplazamiento
स्थान	localización
प्रमुख	jefa
प्रमुख	chief
प्रमुख	jefe
प्रमुख	comandante
प्रमुख	major
प्रमुख	mayor
प्रमुख	main
प्रमुख	principales
प्रमुख	principal
हुई	hui
बीच	playas
बीच	playa
बीच	centrar
बीच	centro
बीच	center
गए	gone
गए	ido
मुख्य	jefa
मुख्य	chief
मुख्य	jefe
मुख्य	main
मुख्य	principales
मुख्य	principal
थी	fue
थी	estaba
थी	era
बिहार	bihar
उसे	él
उसे	ella
उसे	su
उसे	her
कार्य	tareas
कार्य	job
कार्य	empleo
कार्य	trabajo
कार्य	obra
कार्य	trabajos
कार्य	trabaje
कार्य	trabajo
कार्य	trabajar
कार्य	trabajos
कार्य	jobs
कार्य	empleos
कार्य	empleo
कार्य	tarea
उनकी	sus
उनकी	su
आंध्र	andhra
आंध्र	andra
नगर	pueblo
नगर	ciudad
नगर	ciudad
नगर	nagar
उपयोग	uso
उपयोग	utilización
उपयोग	uso
उपयोग	usar
उपयोग	utilización
उपयोग	utilizar
उपयोग	utiliza
उपयोग	usos
लोगों	pueblo
लोगों	gente
लोगों	personas
आधार	base
आधार	premisa
काम	obra
काम	trabajos
काम	trabaje
काम	trabajo
काम	trabajar
जीवन	vida
जीवन	life
विश्व	mundial
विश्व	mundo
विश्व	world
भाग	secciones
भाग	tramos
भाग	part
भाग	parte
भाग	repuestos
भाग	piezas
भाग	partes
निर्माण	creación
निर्माण	construcción
निर्माण	construcciones
निर्माण	construccion
निर्माण	construya
निर्माण	construir
निर्माण	construye
निर्माण	manufactura
निर्माण	fabricación
दोनों	ambos
दोनों	ambas
दोनों	tanto
राष्ट्रीय	nacionales
राष्ट्रीय	national
राष्ट्रीय	nacional
जानकारी	info
जानकारी	información
जानकारी	informacion
जानकारी	información
जानकारी	informacion
जानकारी	informaciones
पोर्टल	portales
पोर्टल	portal
शहर	downtown
शहर	centro
शहर	céntrico
शहर	ciudad
शहर	ciudades
बार	barras
बार	rejas
बार	bares
बार	barra
बार	bar
बार	bares
बार	tiempos
बार	veces
बार	épocas
बार	times
वाली	wali
लगभग	casi
लगभग	aproximadamente
फिल्म	pelicula
फिल्म	cine
फिल्म	movie
फिल्म	película
फिल्म	pelicula
फिल्म	cine
फिल्म	película
फिल्म	film
यहाँ	aquí
यहाँ	aca
यहाँ	aqui
यहाँ	acá
प्रसिद्ध	famosa
प्रसिद्ध	famosas
प्रसिद्ध	famosos
प्रसिद्ध	famoso
प्रसिद्ध	renombrada
प्रसिद्ध	renombrado
विकास	desarrollo
विकास	crecimiento
केवल	únicamente
केवल	solo
केवल	sólo
केवल	solamente
देश	pais
देश	país
देश	nación
देश	nacion
देश	nation
देश	paises
देश	países
वेबसाइट	website
वेबसाइट	web
वेबसाइट	sitio
अलग	separadas
अलग	separado
अलग	separada
अलग	separados
अलग	distinta
अलग	diferente
अलग	distintos
अलग	distinto
अलग	diferentes
अलग	separada
अलग	separado
अलग	separados
अलग	separar
विशेष	exclusividad
विशेष	exclusivo
विशेष	exclusiva
विशेष	exclusivas
विशेष	exclusivos
विशेष	especiales
विशेष	especial
विशेष	special
इसकी	sus
इसकी	su
कभी	ever
दी	dado
दी	dados
दी	dio
दी	dió
पृष्ठ	pagina
पृष्ठ	página
पृष्ठ	page
पृष्ठ	páginas
पृष्ठ	paginas
माना	considerada
माना	considerados
माना	consideradas
माना	considerado
माना	mana
माना	supuestamente
शब्द	word
शब्द	palabra
शब्द	palabras
फिर	luego
फिर	entonces
तीन	tres
पुरस्कार	recompensas
पुरस्कार	premios
पुरस्कार	recompensa
पुरस्कार	premiado
पुरस्कार	premio
पुरस्कार	laudo
पुरस्कार	premios
पुरस्कार	adjudicación
पुरस्कार	premio
पुरस्कार	galardón
पुरस्कार	premios
पुरस्कार	galardones
पुरस्कार	premios
पुरस्कार	recompensa
लेख	articulos
लेख	artículos
लेख	tesis
लेख	articulo
लेख	artículo
अब	now
अब	ahora
दौरान	durante
अमेरिका	america
अमेरिका	américa
मंदिर	templos
मंदिर	sien
मंदिर	temple
मंदिर	templo
अलावा	adición
अलावा	aparte
वार्ता	conversaciones
वार्ता	charlas
दक्षिण	sur
स्थल	lugar
विभिन्न	varios
विभिन्न	varias
विभिन्न	varios
विभिन्न	diversos
इतिहास	historia
इतिहास	historial
लिया	tomado
लिया	tomadas
लिया	tomados
लिया	tomada
फ़िल्म	pelicula
फ़िल्म	cine
फ़िल्म	movie
फ़िल्म	película
फ़िल्म	pelicula
फ़िल्म	cine
फ़िल्म	película
फ़िल्म	film
क्योंकि	porque
पास	pase
पास	paso
पास	pasar
पास	pasa
पास	pasen
विस्तृत	detallada
विस्तृत	detalladas
विस्तृत	detallado
विस्तृत	elaborado
विस्तृत	elaborados
विस्तृत	elaboradas
विस्तृत	elaborada
विस्तृत	exhaustivo
विस्तृत	exhaustivas
विस्तृत	exhaustivos
विस्तृत	exhaustiva
विस्तृत	avanzado
विस्तृत	avanzadas
विस्तृत	avanzados
विस्तृत	adelantado
विस्तृत	avanzada
दिन	día
दिन	dia
दिन	day
दिन	diurna
दिन	diurnas
दिन	diurno
दिन	días
दिन	jornadas
दिन	dias
दिन	days
कृषि	agricultura
कृषि	labranza
गढ़वाल	garhwal
जाना	viabilidad
शुरू	comenzó
शुरू	iniciada
शुरू	comenzado
शुरू	iniciado
शुरू	comenzar
शुरू	empezar
व्यक्ति	persona
व्यक्ति	individuo
व्यक्ति	individual
व्यक्ति	individuales
व्यक्ति	individualismo
उनका	sus
उनका	su
विज्ञान	ciencia
विज्ञान	ciencias
सदस्य	miembro
सदस्य	abonado
सदस्य	abonados
सदस्य	suscriptores
सदस्य	abonados
सदस्य	diputados
सदस्य	miembros
हालांकि	aunque
हालांकि	aunque
सिंह	singh
सिंह	león
सिंह	leo
अनेक	muchas
अनेक	muchos
अनेक	varios
अनेक	varias
अनेक	múltiple
अनेक	múltiples
अनेक	multiples
यहां	aquí
यहां	aca
यहां	aqui
यहां	acá
संख्या	número
संख्या	numero
संख्या	numeros
संख्या	números
अपना	propio
अपना	propios
अपना	propias
अपना	propia
अपना	tus
अपना	tu
अपना	sus
अपना	su
बात	thing
बात	cosa
बात	hablar
बात	habla
बात	hable
बात	talk
बात	charla
साहित्य	literatura
शिक्षा	educación
शिक्षा	enseñanza
शिक्षा	educacion
शिक्षा	matrícula
दिल्ली	delhi
धर्म	religion
धर्म	religiones
धर्म	religión
धर्म	religiones
धर्म	dharma
मूल	procedencia
मूल	origen
मूल	originales
मूल	nativas
मूल	nativa
मूल	autóctona
मूल	nativo
मूल	nativos
मूल	original
मूल	originales
मूल	básica
मूल	básicos
मूल	basic
मूल	básicas
मूल	básico
तब	luego
तब	entonces
बना	hacer
बना	make
बना	hecha
बना	made
बना	hecho
कोड	code
कोड	códigos
कोड	codigo
कोड	código
कोड	códigos
संयुक्त	concurrentes
संयुक्त	concurrente
संयुक्त	united
संयुक्त	unidos
संयुक्त	unido
संयुक्त	unió
संयुक्त	unida
संयुक्त	combinada
संयुक्त	combinadas
संयुक्त	combinado
संयुक्त	combinados
संयुक्त	articulación
संयुक्त	joint
संयुक्त	porro
संयुक्त	articulaciones
संयुक्त	conjunta
जुलाई	julio
युद्ध	batalla
युद्ध	combate
युद्ध	batallas
युद्ध	guerra
युद्ध	war
नदी	rio
नदी	río
वाला	vala
काल	tensa
काल	tensas
काल	tensos
काल	tenso
काल	llamada
काल	llame
काल	llamar
काल	llama
काल	periodo
काल	período
ऐसे	tal
ऐसे	tales
वर्षों	años
वर्षों	anos
वर्षों	selva
प्रति	per
स्टेशन	estacion
स्टेशन	estación
स्टेशन	estaciones
स्टेशन	emisoras
बड़े	large
बड़े	grande
बड़े	grandes
बड़े	big
बड़े	grande
बड़े	gran
बड़े	grandes
जनवरी	enero
मध्य	céntrica
मध्य	central
मध्य	centrales
मध्य	céntrico
मध्य	centrar
मध्य	centro
मध्य	center
मध्य	mediana
मध्य	middle
राजा	raja
राजा	king
राजा	rey
प्रथम	primera
प्रथम	primeras
प्रथम	primer
प्रथम	primeros
प्रथम	primero
विश्वविद्यालय	universidades
विश्वविद्यालय	universitario
विश्वविद्यालय	universitarios
विश्वविद्यालय	universidades
विश्वविद्यालय	universidad
जून	jun
जून	june
जून	junio
उसकी	sus
उसकी	su
उसकी	ella
उसकी	su
उसकी	her
मार्च	mar
मार्च	marcha
मार्च	marchen
मार्च	marzo
बन	bollo
बनी	conejito
बनी	conejo
बनी	bunny
बनी	conejita
अर्थ	significado
अर्थ	artha
अप्रैल	apr
अप्रैल	april
अप्रैल	abril
महत्वपूर्ण	importante
महत्वपूर्ण	importantes
महत्वपूर्ण	crítico
महत्वपूर्ण	critica
महत्वपूर्ण	críticos
महत्वपूर्ण	crítica
महत्वपूर्ण	trascendental
प्रामाणिक	auténtica
प्रामाणिक	auténtico
प्रामाणिक	auténticos
प्रामाणिक	autentica
प्रामाणिक	autentico
आप	tu
आप	te
आप	tú
आप	usted
आप	vos
किए	coa
अक्टूबर	octubre
अक्टूबर	oct
समूह	congregación
समूह	grupo
समूह	group
समूह	agrupar
समूह	grupos
समूह	agrupa
समूह	agrupaciones
वर्तमान	actualidad
वर्तमान	actual
वर्तमान	corriente
वर्तमान	presente
अध्ययन	estudiar
अध्ययन	estudiando
अध्ययन	estudio
अध्ययन	estudiar
अध्ययन	estudia
अध्ययन	estudios
विभाग	departamento
विभाग	division
विभाग	división
विभाग	departamentos
आम	mango
आम	mangos
आम	comunes
आम	frecuente
आम	común
आम	frecuentes
आम	common
स्थिति	status
स्थिति	estatus
स्थिति	estado
स्थिति	situación
स्थिति	posicion
स्थिति	posición
स्थिति	state
स्थिति	estado
स्थिति	condicion
स्थिति	estado
स्थिति	condición
स्थिति	situacion
स्थिति	situación
प्रभाव	impact
प्रभाव	repercusión
प्रभाव	impacto
प्रभाव	efectos
प्रभाव	influencias
प्रभाव	efecto
आदर्श	idealismo
आदर्श	ideal
आदर्श	ideales
आदर्श	ídolo
आदर्श	idol
साल	años
साल	anos
साल	año
पहली	primera
पहली	primeras
पहली	primer
पहली	primeros
पहली	primero
संगीत	sangeet
संगीत	music
संगीत	música
संगीत	musica
अमेरिकी	americano
अमेरिकी	american
अमेरिकी	estadounidense
अमेरिकी	americanos
अमेरिकी	americana
अमेरिकी	americanas
अमेरिकी	americanos
अमेरिकी	estadounidenses
अमेरिकी	norteamericanos
सेवा	servicio
बनाने	crear
बनाने	creación
बनाने	creando
बनाने	hacer
बनाने	haciendo
बनाने	excavadores
बनाने	excavadoras
आज	today
आज	hoy
स्थापित	establecido
स्थापित	establecidos
स्थापित	establecida
स्थापित	instalada
स्थापित	instaladas
स्थापित	instalados
स्थापित	instalado
स्थापित	fundó
स्थापित	fundado
स्थापित	funda
स्थापित	fundada
स्थापित	establecer
उच्च	alto
उच्च	high
उच्च	elevada
उच्च	alta
उच्च	sublime
चाहिए	debería
चाहिए	deberían
चाहिए	deberia
चाहिए	debiera
देता	da
उपलब्ध	disponible
उपलब्ध	disponibles
काफी	suficiente
काफी	basta
काफी	suficientes
काफी	abundancia
बड़ी	large
बड़ी	grande
बड़ी	grandes
बड़ी	big
बड़ी	grande
बड़ी	gran
बड़ी	grandes
चार	cuatro
चार	four
शक	duda
शक	dudas
शक	dudar
शक	dudo
शक	saka
श्री	shree
श्री	sri
उदाहरण	instancia
उदाहरण	instancias
उदाहरण	ejemplo
उदाहरण	ilustración
उदाहरण	ejemplos
उसका	sus
उसका	su
उसका	ella
उसका	su
उसका	her
ले	tomar
ले	toma
ले	tome
उत्तरा	uttara
जिससे	cuáles
जिससे	cuál
जिससे	cual
स्थापना	instalación
स्थापना	montaje
स्थापना	instalaciones
स्थापना	instalación
स्थापना	instala
स्थापना	instalar
स्थापना	instale
स्थापना	establecimiento
कंपनी	compañia
कंपनी	empresa
कंपनी	compañía
कंपनी	companía
अधिकांश	most
अधिकांश	principalmente
अधिकांश	mayormente
सामाजिक	sociales
सामाजिक	social
प्रत्येक	cada
प्रत्येक	cada
बड़ा	large
बड़ा	grande
बड़ा	grandes
बड़ा	big
बड़ा	grande
बड़ा	gran
बड़ा	grandes
बड़ा	grandioso
बड़ा	genial
बड़ा	estupendo
बड़ा	gran
स्तर	niveles
स्तर	nivel
स्तर	level
बनाया	hecha
बनाया	made
बनाया	hecho
बनाया	creó
बनाया	creado
बनाया	creados
बनाया	creadas
बनाया	creada
जारी	continuo
जारी	continuación
जारी	continuó
जारी	continuado
जारी	emitidos
जारी	expedido
जारी	expedida
जारी	emitido
जबकि	mientras
चित्र	foto
चित्र	imagenes
चित्र	fotos
चित्र	fotografías
चित्र	cuadros
चित्र	imágenes
चित्र	imagen
चित्र	imágen
चित्र	imagenes
चित्र	imágenes
इससे	from
इससे	de
इससे	desde
इससे	inventa
प्रणाली	system
प्रणाली	sistema
सरकारी	gubernamental
सरकारी	oficial
सरकारी	funcionario
सरकारी	official
सरकारी	funcionaria
सरकारी	gobierno
जहां	where
जहां	donde
जहां	adonde
जहां	dónde
देशों	paises
देशों	países
जल	agua
जल	encogimiento
सूची	lista
सूची	listado
सूची	listas
रखा	mantenido
विचार	idea
विचार	ideas
विचार	pensamiento
विचार	pensó
विचार	consideración
विचार	contraprestación
विचार	pensamiento
विचार	pensamientos
छोटे	small
छोटे	pequeñas
छोटे	pequeño
छोटे	pequeña
छोटे	pequeños
छोटे	poco
छोटे	little
छोटे	pequeño
छोटे	pequeña
छोटे	poquito
ऊपर	top
ऊपर	arriba
ऊपर	cima
ऊपर	arriba
ऊपर	supra
आधारित	basada
आधारित	basado
पानी	agua
सामान्य	generalidades
सामान्य	generales
सामान्य	general
सामान्य	comunes
सामान्य	frecuente
सामान्य	común
सामान्य	frecuentes
सामान्य	common
सामान्य	normales
सामान्य	normalidad
सामान्य	normal
आगे	adelante
आगे	forward
आगे	delantero
आगे	delanteras
आगे	delanteros
कुल	totales
कुल	agregados
कुल	agregada
कुल	agregado
कुल	totales
कुल	total
एक्स्प्रेस	expresar
एक्स्प्रेस	expresas
एक्स्प्रेस	express
एक्स्प्रेस	expreso
एक्स्प्रेस	expresa
एक्स्प्रेस	exprés
पुलिस	policía
पुलिस	police
पुलिस	policia
पुलिस	policías
वर्ग	categoria
वर्ग	categoría
वर्ग	cuadrado
वर्ग	square
वर्ग	cuadrada
वर्ग	plaza
वर्ग	clases
वर्ग	clase
वर्ग	class
वर्ग	clases
शरीर	cuerpo
शरीर	corporal
शरीर	cadáver
शरीर	body
शरीर	carrocería
अंग्रेजी	inglés
अंग्रेजी	ingles
अंग्रेजी	espanol
माध्यम	medium
माध्यम	medianas
माध्यम	medio
माध्यम	mediano
माध्यम	mediana
माध्यम	médium
मानव	humano
मानव	humanas
मानव	humana
मानव	humanos
पाकिस्तान	pakistán
भूमिका	introducción
भूमिका	rol
हर	har
हर	cada
हर	hur
अतिरिक्त	extras
अतिरिक्त	extra
अतिरिक्त	sobra
अतिरिक्त	repuesto
अतिरिक्त	adicional
अतिरिक्त	adicionales
अतिरिक्त	extra
पिता	padre
समाज	society
समाज	sociedad
उत्पन्न	generadas
उत्पन्न	generada
उत्पन्न	generados
उत्पन्न	generado
नीचे	down
नीचे	abajo
नीचे	debajo
नीचे	abajo
नीचे	inferior
दुनिया	mundial
दुनिया	mundo
दुनिया	world
आधुनिक	moderna
आधुनिक	modernos
आधुनिक	modernas
आधुनिक	moderno
ध्यान	meditar
ध्यान	meditación
ध्यान	atención
ध्यान	atencion
हिंदी	hindi
दे	dar
सभा	congregación
सभा	ensamblaje
सभा	asamblea
सभा	montaje
सभा	reunión
सभा	reuniendo
सभा	recolección
सभा	sabha
परिवार	familiar
परिवार	familiares
परिवार	famila
परिवार	familia
विषय	tópico
विषय	tema
विषय	tópicos
विषय	temáticas
विषय	temas
विषय	sujetos
विषय	materias
विषय	asignaturas
विषय	súbditos
विषय	sujeto
विषय	asignatura
विषय	asunto
विषय	súbdito
विषय	tema
अधिकार	derechos
रंग	color
रंग	colores
रंग	colorantes
रंग	colores
रंग	color
बाहर	renunciar
बाहर	exteriores
बाहर	exterior
बाहर	fuera
बाहर	afuera
बाहर	exterior
बाहर	fuera
बाहर	afuera
बाहर	out
खेल	play
खेल	juegue
खेल	juega
खेल	jugar
खेल	reproducir
खेल	deportivo
खेल	deportes
खेल	deporte
खेल	juego
खेल	juegos
खेल	deportes
खेल	sport
खेल	deporte
क्षेत्रों	áreas
क्षेत्रों	zonas
क्षेत्रों	areas
जहाँ	where
जहाँ	donde
जहाँ	adonde
जहाँ	dónde
समान	homogéneos
समान	homogéneo
समान	homogénea
समान	homogéneas
समान	mismo
समान	misma
समान	igual
समान	parecido
समान	similar
समान	similares
समान	parecidos
सितंबर	setiembre
सितंबर	septiembre
दूर	far
दूर	lejano
दूर	lejos
दूर	lejos
दूर	away
दूर	lejano
दूर	lejana
दूर	distante
दूर	distantes
दूर	lejanos
पता	domicilios
पता	direcciones
पता	direccion
पता	dirección
पता	direcciones
पता	domicilio
पता	direccion
शक्ति	fortaleza
शक्ति	fuerza
शक्ति	potencia
शक्ति	power
शक्ति	poder
शक्ति	shakti
ब्रिटिश	británico
ब्रिटिश	británicos
ब्रिटिश	británica
कला	arts
कला	arte
कला	artes
कला	arte
देते	mentalidades
घर	hogar
घर	casa
घर	inicio
घर	house
घर	casita
घर	casa
संस्कृत	sánscrito
प्रकाशित	publico
प्रकाशित	publicar
प्रकाशित	publique
प्रकाशित	publicados
प्रकाशित	publicadas
प्रकाशित	publicada
प्रकाशित	publicado
मई	may
मई	mayo
प्रक्रिया	procesos
प्रक्रिया	proceso
प्रक्रिया	procesar
प्रक्रिया	procesos
प्रक्रिया	procesa
प्रक्रिया	procedimiento
सेना	ejércitos
सेना	sena
सेना	armada
सेना	ejército
सेना	army
सेना	ejercito
पार्टी	parte
पार्टी	partido
पार्टी	fiesta
पार्टी	party
पार्टी	festejando
हम	hum
हम	zumbido
रेलवे	ferrocarril
रेलवे	ferroviario
रेलवे	ferrocarriles
रेलवे	ferroviarios
रेलवे	ferrocarril
रेलवे	ferrocarriles
पश्चिम	occidental
पश्चिम	west
पश्चिम	occidente
पश्चिम	oeste
अंत	end
अंत	fin
अंत	final
दशक	decenio
दशक	década
पूरी	entera
पूरी	enteras
पूरी	enteros
पूरी	entero
बिना	sin
क्या	qué
अगस्त	august
अगस्त	agosto
अगस्त	ago
अगस्त	agosto
विकसित	desarrollados
विकसित	desarrollado
विकसित	desarrollada
विकसित	desarrolladas
विकसित	evolucionaron
विकसित	evolucionado
विकसित	evolucionó
संबंध	relaciones
संबंध	parentesco
संबंध	relación
संबंध	relacion
संबंध	relaciones
संबंध	relaciones
संबंध	unión
संबंध	vinculación
संबंध	relación
प्रदर्शन	rendimiento
प्रदर्शन	desempeño
प्रदर्शन	actuación
प्रदर्शन	performance
प्रदर्शन	actuaciones
प्रदर्शन	representaciones
प्रदर्शन	pantalla
प्रदर्शन	display
प्रदर्शन	visualización
प्रदर्शन	mostrar
प्रदर्शन	exposición
ऐसी	tal
ऐसी	tales
मार्ग	ruta
मार्ग	manera
मार्ग	camino
मार्ग	way
पर्यटन	turismo
ज्ञान	conocimiento
ज्ञान	conocimientos
लगा	fieltro
लगा	sentí
लगा	pareció
लगा	parecía
लगा	parecieron
दिसम्बर	diciembre
दिसम्बर	dec
दिसम्बर	dic
प्रदर्शित	destacada
प्रदर्शित	destacado
प्रदर्शित	destacados
प्रदर्शित	destacadas
प्रदर्शित	exhibido
प्रदर्शित	mostrados
प्रदर्शित	mostrado
प्रदर्शित	pantalla
प्रदर्शित	display
प्रदर्शित	visualización
प्रदर्शित	mostrar
अक्सर	frecuentemente
अक्सर	frecuente
अक्सर	frecuentes
अक्सर	menudo
अक्सर	frecuentemente
सहायता	ayuda
सहायता	ayudar
सहायता	apoyo
सहायता	soporte
सहायता	ayuda
सहायता	ayudas
सहायता	asistencia
पहला	primera
पहला	primeras
पहला	primer
पहला	primeros
पहला	primero
मृत्यु	fallecimiento
मृत्यु	death
मृत्यु	muerte
मृत्यु	defunción
मृत्यु	mortalidad
स्वयं	auto
स्वयं	self
स्वयं	propio
स्वयं	propios
स्वयं	propias
स्वयं	propia
विकिपीडिया	wiki
विकिपीडिया	wikipedia
तैयार	listos
तैयार	listo
तैयार	preparados
तैयार	ready
तैयार	lista
तैयार	listas
आवश्यक	requeridos
आवश्यक	exigido
आवश्यक	requerido
आवश्यक	requerida
आवश्यक	urge
आवश्यक	urgencia
आवश्यक	urgentes
आवश्यक	urgente
देखा	miré
देखा	observados
देखा	miraba
देखा	observado
देखा	visto
देखा	vigilado
देखा	visto
देखा	vi
देखा	vio
देखा	vieron
उत्पादन	produccion
उत्पादन	producción
रोग	enfermedad
संबंधित	respectivo
संबंधित	respectivas
संबंधित	respectiva
संबंधित	respectivos
संबंधित	relacionada
संबंधित	afines
संबंधित	conexo
संबंधित	conexas
संबंधित	relacionado
शताब्दी	siglo
शताब्दी	century
चीन	porcelana
चीन	china
चीन	vajilla
अभी	now
अभी	ahora
संघ	union
संघ	unión
संघ	sindicato
संघ	uniones
संघ	sindicatos
संघ	federación
संघ	asociación
संघ	association
यात्रा	viajar
यात्रा	viajes
यात्रा	viaje
यात्रा	travesía
यात्रा	viaje
यात्रा	trayecto
यात्रा	trip
यात्रा	viaje
मात्रा	monto
मात्रा	cantidad
मात्रा	importe
मात्रा	cantidad
रचना	creación
रचना	composición
जगह	espacio
जगह	lugar
जगह	place
जगह	espaciales
जगह	space
जगह	espacial
जगह	espacio
भिन्न	discretas
भिन्न	discreto
भिन्न	discreta
भिन्न	discretos
