और	in
जन्म	rodil
जन्म	rojstva
जन्म	rojstvo
कोई	koi
कोई	katerekoli
कोई	katerokoli
कोई	katerikoli
इन	inn
इन	gostilna
इन	gostišče
लेकिन	toda
लेकिन	ampak
लेकिन	vendar
ये	to
ये	ta
ये	tole
ये	tega
ये	teh
ये	te
ये	tele
कम	nizki
कम	nizka
कम	nizko
कम	nizek
कम	nizke
कम	manj
कम	manj
कहा	said
लोग	ljudje
लोग	ljudstvo
लोग	osebe
लोग	ljudi
आदि	etc
आदि	itd
आदि	idr
आदि	več
आदि	bolj
आदि	adi
उसके	njegovo
उसके	njegove
उसके	njegov
उसके	njegova
उसके	njej
उसके	njo
उसके	njen
उसके	her
उसके	njena
प्राचीन	primitivna
प्राचीन	primitivno
प्राचीन	primitivni
प्राचीन	primitivne
प्राचीन	starodavni
प्राचीन	starodavnih
प्राचीन	starodavna
प्राचीन	starodavne
प्राचीन	starodavno
प्राचीन	pretor
देखें	opazuj
देखें	glej
देखें	ura
देखें	glejte
देखें	glej
देखें	glejte
देखें	ogled
देखें	razgled
देखें	pogled
उत्तर	odgovor
उत्तर	odgovori
उत्तर	severna
उत्तर	severni
उत्तर	severno
उत्तर	sever
उत्तर	odgovore
उत्तर	odgovori
भाषा	jezike
भाषा	jeziki
भाषा	jezikovno
भाषा	jezikovna
भाषा	jezik
लिये	za
सभी	vsi
सभी	vsem
सभी	vse
सभी	vseh
प्राप्त	pridobljena
प्राप्त	pridobljen
प्राप्त	pridobljeno
प्राप्त	prejeto
प्राप्त	prejeti
प्राप्त	prejeta
प्राप्त	prejeti
इसका	its
प्रयोग	poskuse
प्रयोग	uporaba
प्रयोग	eksperiment
प्रयोग	poizkus
प्रयोग	poskus
शामिल	vključen
शामिल	vpletena
शामिल	vpleten
शामिल	vključuje
शामिल	vključeni
शामिल	vključena
शामिल	vključene
शामिल	vključen
शामिल	vključeno
शामिल	vključi
उन्हें	njimi
उन्हें	jih
उन्हें	njih
उस	to
उस	tisto
स्थान	kraji
स्थान	prizorišče
स्थान	lokacij
स्थान	lokacije
स्थान	plac
स्थान	kraj
स्थान	lokacija
स्थान	lokacijo
प्रमुख	poglavar
प्रमुख	načelnik
प्रमुख	major
प्रमुख	glavne
प्रमुख	main
प्रमुख	glavni
प्रमुख	glavno
प्रमुख	glavna
हुई	hui
बीच	plaža
बीच	plažo
बीच	obala
बीच	beach
बीच	središče
बीच	center
गए	odšel
मुख्य	poglavar
मुख्य	načelnik
मुख्य	glavne
मुख्य	main
मुख्य	glavni
मुख्य	glavno
मुख्य	glavna
थी	bil
थी	bila
उसे	njega
उसे	ga
उसे	njej
उसे	njo
उसे	njen
उसे	her
उसे	njena
कार्य	naloge
कार्य	zaposlitev
कार्य	job
कार्य	opravilo
कार्य	delo
कार्य	dela
कार्य	delo
कार्य	zaposlitve
कार्य	naloga
कार्य	opravilo
उनकी	njihovi
उनकी	njihov
उनकी	njihovo
उनकी	njuna
उनकी	njihova
उनकी	njihove
आंध्र	andhra
आंध्र	andra
नगर	mestu
नगर	mesto
नगर	city
नगर	mesto
नगर	mestu
नगर	nagar
उपयोग	uporaba
उपयोग	uporaba
उपयोग	use
उपयोग	uporabi
उपयोग	uporabe
लोगों	ljudje
लोगों	ljudstvo
लोगों	osebe
लोगों	ljudi
आधार	baza
आधार	osnova
आधार	oporišče
आधार	predpostavka
आधार	osnova
आधार	podlaga
काम	dela
काम	delo
जीवन	zivljenje
जीवन	life
जीवन	življenje
विश्व	svet
विश्व	svetovna
विश्व	svetovno
विश्व	world
भाग	poglavji
भाग	oddelki
भाग	delno
भाग	del
भाग	deli
निर्माण	stvaritev
निर्माण	ustanovitev
निर्माण	ustvarjanje
निर्माण	gradnja
निर्माण	konstrukcija
निर्माण	gradbeništvo
निर्माण	zgradi
निर्माण	zgraditi
निर्माण	zgradil
निर्माण	izdelava
निर्माण	proizvodnja
दोनों	obe
दोनों	oba
राष्ट्रीय	nacionalna
राष्ट्रीय	nacionalno
राष्ट्रीय	nacionalni
जानकारी	info
जानकारी	informacije
जानकारी	obveščanje
जानकारी	podatki
जानकारी	informacija
जानकारी	informacije
जानकारी	podatek
पोर्टल	portal
शहर	city
शहर	mesto
शहर	mestu
शहर	mest
शहर	mesta
शहर	mesti
बार	bari
बार	rešetke
बार	bare
बार	palice
बार	bar
बार	krat
बार	časi
बार	times
वाली	wali
लगभग	skoraj
लगभग	približno
फिल्म	film
फिल्म	film
यहाँ	tukaj
प्रसिद्ध	slavni
प्रसिद्ध	slaven
प्रसिद्ध	znana
प्रसिद्ध	znani
प्रसिद्ध	znan
विकास	razvoj
विकास	rast
विकास	rasti
केवल	le
केवल	samo
देश	dežela
देश	država
देश	državo
देश	narod
देश	države
अलग	ločena
अलग	ločeni
अलग	ločen
अलग	ločeno
अलग	drugačna
अलग	drugačen
अलग	drugačni
अलग	drugačno
अलग	ločena
अलग	ločeni
अलग	ločeno
विशेष	izključno
विशेष	izključna
विशेष	ekskluzivno
विशेष	specialno
विशेष	posebna
विशेष	posebne
विशेष	poseben
विशेष	posebno
इसकी	its
कभी	ever
कभी	kdaj
दी	dano
दी	danih
दी	dal
दी	dau
दी	dala
पृष्ठ	stran
पृष्ठ	strani
माना	mana
माना	domnevno
शब्द	beseda
शब्द	besedo
शब्द	besed
शब्द	besede
फिर	potem
तीन	tri
तीन	trije
तीन	tremi
तीन	three
पुरस्कार	nagrade
पुरस्कार	nagrada
पुरस्कार	nagrado
पुरस्कार	nagrada
पुरस्कार	nagrado
पुरस्कार	nagrade
पुरस्कार	nagrade
पुरस्कार	nagrada
पुरस्कार	nagrado
लेख	členi
लेख	članki
लेख	izdelki
लेख	tezo
लेख	članek
लेख	člena
लेख	člen
लेख	izdelek
अब	zdaj
अब	sedaj
दौरान	med
अमेरिका	ameriki
अमेरिका	amerika
अमेरिका	ameriko
अमेरिका	america
मंदिर	svetišče
मंदिर	tempelj
मंदिर	hram
मंदिर	temple
अलावा	dodajanje
अलावा	narazen
वार्ता	pogovori
दक्षिण	južno
दक्षिण	jug
दक्षिण	južna
स्थल	prizorišče
विभिन्न	različni
विभिन्न	različne
विभिन्न	razne
विभिन्न	razno
विभिन्न	razni
इतिहास	zgodovina
इतिहास	zgodovino
लिया	slikano
लिया	vzet
फ़िल्म	film
फ़िल्म	film
क्योंकि	ker
पास	podaj
पास	prelaz
पास	podaja
पास	mimo
विस्तृत	podrobno
विस्तृत	izčrpno
विस्तृत	izčrpen
विस्तृत	napredno
विस्तृत	napredna
विस्तृत	napredni
विस्तृत	napreden
दिन	dan
दिन	day
दिन	podnevi
दिन	dnevi
दिन	dni
दिन	dneve
कृषि	kmetijstvo
शुरू	začel
शुरू	začela
व्यक्ति	oseba
व्यक्ति	osebi
व्यक्ति	osebo
व्यक्ति	individualna
व्यक्ति	posamezna
व्यक्ति	posamezno
व्यक्ति	individualno
व्यक्ति	posamezni
व्यक्ति	posameznik
व्यक्ति	individualizem
उनका	njihovi
उनका	njihov
उनका	njihovo
उनका	njuna
उनका	njihova
उनका	njihove
विज्ञान	znanost
विज्ञान	znanosti
सदस्य	članica
सदस्य	član
सदस्य	poslanec
सदस्य	naročnik
सदस्य	naročniki
सदस्य	naročnike
सदस्य	naročnikom
सदस्य	člane
सदस्य	poslanci
सदस्य	članice
सदस्य	člani
हालांकि	čeprav
हालांकि	čeprav
सिंह	singh
सिंह	lea
सिंह	leo
अनेक	številni
अनेक	mnogi
अनेक	veliko
अनेक	večkratno
अनेक	večkratni
यहां	tukaj
संख्या	številka
संख्या	število
संख्या	številke
संख्या	števila
अपना	lastno
अपना	lastne
अपना	lastna
अपना	lastni
अपना	tvoje
अपना	tvoji
अपना	vaš
अपना	tvoj
अपना	tvoja
अपना	vaša
बात	stvar
बात	govori
बात	govorjenje
बात	pogovor
बात	pogovori
साहित्य	literaturo
साहित्य	književnost
साहित्य	literatura
शिक्षा	izobrazba
शिक्षा	izobraževanja
शिक्षा	izobraževanje
शिक्षा	šolnino
दिल्ली	delhiju
धर्म	religija
धर्म	religije
धर्म	religijo
धर्म	vera
धर्म	vere
धर्म	religije
धर्म	vere
धर्म	verovanja
धर्म	religij
धर्म	dharma
मूल	izvor
मूल	poreklo
मूल	izvirniki
मूल	domačin
मूल	materni
मूल	prvotna
मूल	izvirnik
मूल	izvirno
मूल	prvotni
मूल	original
मूल	osnovno
मूल	osnovni
तब	potem
बना	naredi
बना	narejena
बना	narejeni
बना	narejen
बना	narejeno
कोड	kodo
कोड	šifra
कोड	oznaka
कोड	koda
कोड	kode
कोड	šifre
संयुक्त	sočasno
संयुक्त	sočasne
संयुक्त	sočasni
संयुक्त	sočasna
संयुक्त	združeni
संयुक्त	združena
संयुक्त	združene
संयुक्त	united
संयुक्त	združeno
संयुक्त	kombinirano
संयुक्त	kombinirana
संयुक्त	joint
संयुक्त	skupno
जुलाई	julij
जुलाई	julija
युद्ध	bitka
युद्ध	bitko
युद्ध	vojno
युद्ध	vojne
युद्ध	vojna
नदी	reka
नदी	reki
नदी	river
नदी	reke
वाला	vala
काल	napet
काल	napeto
काल	napeta
काल	napeti
काल	poklici
काल	pokliči
काल	klic
काल	pokličite
काल	obdobje
ऐसे	takšne
ऐसे	takšna
ऐसे	take
वर्षों	leta
वर्षों	letih
वर्षों	let
प्रति	per
स्टेशन	postajo
स्टेशन	postaji
स्टेशन	postaja
स्टेशन	postaje
बड़े	velika
बड़े	velike
बड़े	velika
बड़े	veliki
बड़े	velike
बड़े	velik
जनवरी	januar
जनवरी	januarja
मध्य	osrednje
मध्य	centralne
मध्य	centralno
मध्य	osrednji
मध्य	centralni
मध्य	središče
मध्य	center
मध्य	mediana
मध्य	sredina
मध्य	srednji
मध्य	srednja
राजा	raja
राजा	king
राजा	kralj
प्रथम	prva
प्रथम	prvo
प्रथम	prvi
प्रथम	najprej
विश्वविद्यालय	univerze
विश्वविद्यालय	univerz
विश्वविद्यालय	univerzami
विश्वविद्यालय	univerza
जून	jun
जून	junij
जून	june
जून	junija
उसकी	njegovo
उसकी	njegove
उसकी	njegov
उसकी	njegova
उसकी	njej
उसकी	njo
उसकी	njen
उसकी	her
उसकी	njena
जिसके	lajša
मार्च	mar
मार्च	marec
मार्च	marca
मार्च	pohod
बन	bun
बनी	zajček
बनी	bunny
अर्थ	pomeni
अर्थ	pomen
अप्रैल	apr
अप्रैल	april
अप्रैल	aprila
महत्वपूर्ण	pomembno
महत्वपूर्ण	pomemben
महत्वपूर्ण	pomembna
महत्वपूर्ण	kritični
महत्वपूर्ण	kritična
महत्वपूर्ण	kritičen
महत्वपूर्ण	kritične
महत्वपूर्ण	kritično
प्रामाणिक	verodostojna
प्रामाणिक	pristen
प्रामाणिक	pristno
प्रामाणिक	verodostojno
आप	si
आप	ti
किए	coa
अक्टूबर	oktobra
अक्टूबर	oktober
समूह	kongregacija
समूह	skupino
समूह	skupinsko
समूह	skupinski
समूह	skupinska
समूह	skupina
समूह	skupine
समूह	skupin
समूह	skupinami
समूह	skupini
वर्तमान	tok
वर्तमान	trenutni
वर्तमान	trenutna
वर्तमान	sedanji
वर्तमान	prisotna
वर्तमान	prisotni
वर्तमान	prisotno
वर्तमान	sedanjost
वर्तमान	prisoten
अध्ययन	študira
अध्ययन	preučevanje
अध्ययन	učenje
अध्ययन	študija
अध्ययन	študij
अध्ययन	študije
विभाग	oddelek
विभाग	razdelek
विभाग	delitev
विभाग	deljenje
विभाग	oddelek
विभाग	divizija
विभाग	oddelki
आम	mango
आम	pogosti
आम	pogosto
स्थिति	status
स्थिति	stanje
स्थिति	položaj
स्थिति	lega
स्थिति	stališče
स्थिति	pozicija
स्थिति	stanje
स्थिति	država
स्थिति	državno
स्थिति	pogoj
स्थिति	stanje
स्थिति	razmere
स्थिति	položaj
स्थिति	situacijo
स्थिति	situacija
स्थिति	stanje
प्रभाव	učinek
प्रभाव	trk
प्रभाव	vpliv
प्रभाव	učinki
प्रभाव	vplivi
प्रभाव	vplivi
प्रभाव	učinka
प्रभाव	učinek
प्रभाव	efekt
आदर्श	idealizem
आदर्श	idealni
आदर्श	idealno
आदर्श	ideal
आदर्श	idealna
आदर्श	idealen
आदर्श	idol
साल	leta
साल	letih
साल	let
साल	leto
साल	letnica
पहली	prva
पहली	prvo
पहली	prvi
पहली	najprej
संगीत	glasba
संगीत	muzika
संगीत	glasbo
अमेरिकी	ameriške
अमेरिकी	ameriško
अमेरिकी	ameriški
अमेरिकी	ameriška
अमेरिकी	američani
सेवा	storitve
सेवा	storitev
सेवा	servis
बनाने	ustvarjanje
बनाने	izdelovanje
बनाने	kopači
आज	danes
स्थापित	ustanovljena
स्थापित	ustanovljen
स्थापित	ugotovljena
स्थापित	vzpostavljen
स्थापित	vgrajena
स्थापित	nameščeni
स्थापित	vgrajeni
स्थापित	nameščena
स्थापित	nameščen
स्थापित	vgrajen
स्थापित	ustanovljena
स्थापित	ustanovljeno
स्थापित	ustanovljen
स्थापित	osnovana
स्थापित	ustanovil
उच्च	visoko
उच्च	visoka
देता	daje
उपलब्ध	razpoložljivi
उपलब्ध	razpoložljiva
काफी	dovolj
काफी	obilo
बड़ी	velika
बड़ी	velike
बड़ी	velika
बड़ी	veliki
बड़ी	velike
बड़ी	velik
चार	four
चार	štirje
चार	štiri
शक	dvom
शक	dvomi
प्रभा	pera
उदाहरण	zgled
उदाहरण	primer
उदाहरण	ponazoritev
उदाहरण	ilustracija
उदाहरण	primeri
उसका	njegovo
उसका	njegove
उसका	njegov
उसका	njegova
उसका	njej
उसका	njo
उसका	njen
उसका	her
उसका	njena
ले	vzemite
ले	vzemi
जिससे	katero
जिससे	kateri
जिससे	katere
जिससे	katerih
जिससे	ki
जिससे	katerega
स्थापना	namestitev
स्थापना	vgradnja
स्थापना	montaža
स्थापना	objekti
स्थापना	naprave
स्थापना	inštalacije
स्थापना	obrati
स्थापना	namestitev
स्थापना	namesti
स्थापना	ustanova
स्थापना	ustanavljanje
स्थापना	ustanovitev
स्थापना	obrat
स्थापना	vzpostavitev
कंपनी	družbo
कंपनी	četa
कंपनी	podjetje
कंपनी	družba
अधिकांश	večina
अधिकांश	večini
अधिकांश	največ
अधिकांश	najbolj
अधिकांश	večinoma
अधिकांश	največkrat
सामाजिक	socialno
सामाजिक	družabni
सामाजिक	družabno
सामाजिक	socialne
सामाजिक	socialna
सामाजिक	družbena
प्रत्येक	vsak
प्रत्येक	vsaka
प्रत्येक	vsako
प्रत्येक	vsak
प्रत्येक	vsaka
बड़ा	velika
बड़ा	velike
बड़ा	velika
बड़ा	veliki
बड़ा	velike
बड़ा	velik
बड़ा	super
बड़ा	odlično
बड़ा	večja
बड़ा	večje
बड़ा	večja
बड़ा	večji
बड़ा	večje
स्तर	ravni
स्तर	stopnje
स्तर	nivoji
स्तर	nivo
स्तर	stopnja
स्तर	raven
बनाया	narejena
बनाया	narejeni
बनाया	narejen
बनाया	narejeno
बनाया	ustvarjen
बनाया	ustvarjeno
बनाया	ustvaril
बनाया	ustvarjena
बनाया	ustvarjene
जारी	nadaljevanje
जारी	nadaljevalo
जारी	teku
जारी	izdana
जारी	izdani
जारी	izdano
जारी	izdane
चित्र	sliko
चित्र	slika
चित्र	slike
चित्र	slik
चित्र	sliko
चित्र	podoba
चित्र	slika
चित्र	podobe
चित्र	slike
चित्र	slik
इससे	iz
इससे	od
प्रणाली	sistem
सरकारी	vladne
सरकारी	vladni
सरकारी	uradnik
सरकारी	uradna
सरकारी	uradno
सरकारी	uradni
सरकारी	vladna
सरकारी	vlado
सरकारी	vladno
सरकारी	vlada
सरकारी	vladni
सरकारी	vlade
जहां	kjer
जहां	kje
देशों	države
जल	vode
जल	vodo
जल	voda
सूची	spisek
सूची	seznam
सूची	seznami
सूची	sezname
रखा	obdržal
विचार	idejo
विचार	ideja
विचार	zamisel
विचार	zamisli
विचार	idej
विचार	ideje
विचार	misel
विचार	premislek
विचार	upoštevanje
विचार	misli
छोटे	majhno
छोटे	majhni
छोटे	majhen
छोटे	majhne
छोटे	majhna
छोटे	male
छोटे	mali
ऊपर	top
ऊपर	vrh
ऊपर	zgoraj
इसलिए	zato
इसलिए	zatorej
पानी	vode
पानी	vodo
पानी	voda
सामान्य	splošno
सामान्य	splošni
सामान्य	splošna
सामान्य	pogosti
सामान्य	pogosto
सामान्य	normalno
सामान्य	običajno
सामान्य	normalen
सामान्य	normalna
सामान्य	običajna
आगे	naprej
कुल	skupaj
कुल	skupno
एक्स्प्रेस	izraziti
एक्स्प्रेस	express
पुलिस	policija
वर्ग	kategorijo
वर्ग	kategorija
वर्ग	kvadratnih
वर्ग	kvadrat
वर्ग	razredi
वर्ग	pouk
वर्ग	razred
वर्ग	pouk
शरीर	truplo
शरीर	body
शरीर	telesa
शरीर	telo
अंग्रेजी	angleško
अंग्रेजी	angleščina
अंग्रेजी	angleži
अंग्रेजी	angleški
माध्यम	srednje
माध्यम	srednja
माध्यम	gojišče
मानव	človeško
मानव	človeška
मानव	človeški
पाकिस्तान	pakistan
भूमिका	uvedba
भूमिका	uvod
भूमिका	uvajanje
भूमिका	vnos
भूमिका	vloga
हर	har
हर	vsak
हर	vsaka
हर	vsako
हर	hur
अतिरिक्त	rezervno
अतिरिक्त	rezervne
अतिरिक्त	dodatna
अतिरिक्त	dodatno
अतिरिक्त	dodatni
अतिरिक्त	dodatno
अतिरिक्त	dodaten
अतिरिक्त	ekstra
अतिरिक्त	extra
पिता	oče
समाज	družbo
समाज	društvo
समाज	družba
उत्पन्न	ustvarjene
उत्पन्न	ustvarjen
उत्पन्न	ustvarjena
नीचे	dol
नीचे	navzdol
नीचे	spodaj
नीचे	dno
नीचे	spodaj
दुनिया	svet
दुनिया	svetovna
दुनिया	svetovno
दुनिया	world
आधुनिक	moderna
आधुनिक	sodobno
आधुनिक	sodobna
आधुनिक	sodobni
आधुनिक	moderno
ध्यान	meditacija
ध्यान	meditacijo
ध्यान	pozor
ध्यान	pozornost
दे	dej
दे	daj
सभा	kongregacija
सभा	skupščina
सभा	sklop
सभा	sestavljanje
सभा	sestav
सभा	nabiranje
सभा	zbiranje
सभा	sabha
परिवार	druzina
परिवार	družina
विषय	vsebina
विषय	tema
विषय	teme
विषय	osebki
विषय	osebah
विषय	predmet
विषय	osebek
विषय	subjekt
अधिकार	pravice
रंग	barve
रंग	barvni
रंग	barvo
रंग	barvno
रंग	barva
रंग	barve
रंग	barv
रंग	barve
रंग	barv
रंग	barve
रंग	barvni
रंग	barvo
रंग	barva
बाहर	odpoved
बाहर	nehal
बाहर	zunanji
बाहर	zunanja
बाहर	zunaj
बाहर	ven
बाहर	zunaj
खेल	igraj
खेल	športni
खेल	šport
खेल	športne
खेल	športna
खेल	igro
खेल	tekma
खेल	tekmo
खेल	igra
खेल	tekme
खेल	igre
खेल	igrah
खेल	igrice
खेल	iger
खेल	šport
खेल	sport
क्षेत्रों	območja
क्षेत्रों	področja
क्षेत्रों	površine
जहाँ	kjer
जहाँ	kje
समान	homogena
समान	ista
समान	enaka
समान	enako
समान	isto
समान	podobni
समान	podoben
समान	podobna
समान	podobne
समान	podobnih
समान	podobno
सितंबर	september
सितंबर	septembra
दूर	daleč
दूर	stran
दूर	oddaljen
दूर	oddaljeno
दूर	oddaljeni
दूर	oddaljena
दूर	dlje
पता	naslovi
पता	naslov
शक्ति	jakost
शक्ति	trdnost
शक्ति	moč
शक्ति	power
शक्ति	moč
शक्ति	shakti
ब्रिटिश	britanski
ब्रिटिश	britanci
ब्रिटिश	britansko
कला	umetnost
कला	umetnosti
कला	umetnost
कला	umetnosti
कला	art
घर	domača
घर	doma
घर	domov
घर	dom
घर	house
घर	hiša
घर	hisa
घर	hiška
संस्कृत	sanskrit
प्रकाशित	objavi
प्रकाशित	objavljene
प्रकाशित	objavljena
प्रकाशित	objavljeno
प्रकाशित	objavljeni
प्रकाशित	objavljen
मई	maj
मई	maja
प्रक्रिया	proces
प्रक्रिया	postopek
प्रक्रिया	procesi
प्रक्रिया	postopki
प्रक्रिया	procesov
प्रक्रिया	postopek
सेना	armade
सेना	vojske
सेना	armada
सेना	vojska
सेना	vojsko
पार्टी	zabava
पार्टी	zabavo
पार्टी	žur
पार्टी	party
हम	hum
रेलवे	železnice
रेलवे	železniški
रेलवे	železnica
रेलवे	železnice
पश्चिम	zahodna
पश्चिम	zahod
पश्चिम	zahodno
अंत	konec
दशक	desetletju
दशक	desetletje
पूरी	cele
पूरी	cel
पूरी	cela
पूरी	celotno
नए	novejše
नए	novejši
बिना	brez
क्या	kaj
अगस्त	avgusta
अगस्त	august
अगस्त	avgust
अगस्त	avg
विकसित	razvita
विकसित	razvite
विकसित	razvit
विकसित	razvito
विकसित	razviti
विकसित	razvil
विकसित	razvila
संबंध	odnosi
संबंध	razmerja
संबंध	zveze
संबंध	razmerje
संबंध	zveza
संबंध	odnosi
संबंध	razmerja
संबंध	druženja
प्रदर्शन	nastop
प्रदर्शन	zmogljivost
प्रदर्शन	uspešnost
प्रदर्शन	uspešnosti
प्रदर्शन	nastope
प्रदर्शन	prikaz
प्रदर्शन	izpostavitev
प्रदर्शन	izpostavljanje
प्रदर्शन	izpostavljenost
प्रदर्शन	izpostavljenosti
ऐसी	takšne
ऐसी	takšna
ऐसी	take
मार्ग	pot
मार्ग	pot
मार्ग	način
पर्यटन	turizem
ज्ञान	znanja
ज्ञान	poznavanje
ज्ञान	znanje
लगा	čutila
लगा	počutil
लगा	čutil
लगा	občutila
लगा	zdele
दिसम्बर	december
दिसम्बर	decembra
दिसम्बर	dec
प्रदर्शित	predstavljeni
प्रदर्शित	predstavljeno
प्रदर्शित	predstavljene
प्रदर्शित	predstavljena
प्रदर्शित	predstavljenih
प्रदर्शित	predstavljen
प्रदर्शित	prikazana
प्रदर्शित	prikazanih
प्रदर्शित	prikazano
प्रदर्शित	prikazane
प्रदर्शित	prikazan
प्रदर्शित	prikaz
अक्सर	pogosto
अक्सर	pogosto
सहायता	pomagaj
सहायता	pomoč
सहायता	pomagajte
सहायता	podporo
सहायता	podpore
सहायता	podpora
सहायता	pomoč
सहायता	pomoči
सहायता	pomoč
पहला	prva
पहला	prvo
पहला	prvi
पहला	najprej
मृत्यु	smrt
मृत्यु	smrtnost
मृत्यु	umrljivost
मृत्यु	smrtnosti
स्वयं	self
स्वयं	lastno
स्वयं	lastne
स्वयं	lastna
स्वयं	lastni
विकिपीडिया	wiki
विकिपीडिया	wikipedia
तैयार	pripravljeni
तैयार	pripravljena
तैयार	pripravljen
आवश्यक	zahtevana
आवश्यक	zahtevani
आवश्यक	zahtevan
आवश्यक	zahtevano
आवश्यक	nujno
आवश्यक	nujna
आवश्यक	nujen
आवश्यक	nujni
देखा	pogledal
देखा	gledali
देखा	gledal
देखा	opazoval
देखा	gledala
देखा	videli
देखा	videl
देखा	viden
देखा	videna
देखा	žago
देखा	videl
देखा	vidu
देखा	žaga
उत्पादन	proizvodnja
उत्पादन	pridelava
उत्पादन	produkcija
उत्पादन	proizvodnjo
रोग	bolezen
रोग	bolezni
संबंधित	povezano
संबंधित	povezani
शताब्दी	stoletje
चीन	porcelan
चीन	kitajski
चीन	kitajsko
चीन	kitajska
अभी	zdaj
अभी	sedaj
संघ	union
संघ	unije
संघ	unija
संघ	sindikat
संघ	sindikatov
संघ	sindikati
संघ	federacija
संघ	federacije
संघ	združenje
यात्रा	potovanja
यात्रा	potovanje
यात्रा	popotovanje
यात्रा	potovanje
यात्रा	izlet
यात्रा	potovanje
यात्रा	trip
मात्रा	količina
मात्रा	znesek
मात्रा	količina
मात्रा	količino
रचना	stvaritev
रचना	ustanovitev
रचना	ustvarjanje
रचना	sestavi
रचना	sestava
जगह	razmik
जगह	plac
जगह	kraj
जगह	vesolje
जगह	prostor
जगह	space
जगह	vesoljska
भिन्न	diskretnih
भिन्न	diskretna
भिन्न	drugačna
भिन्न	drugačen
भिन्न	drugačni
भिन्न	drugačno
भिन्न	frakcija
लोक	loka
लोक	javnosti
लोक	javna
लोक	javnost
लोक	javno
लोक	folk
सब	sab
सब	vsi
सब	vsem
सब	vse
सब	vseh
पूरा	končano
पूरा	zaključene
पूरा	izpolnjeno
पूरा	končana
पूरा	zaključena
पूरा	poln
पूरा	full
