الاكتئاب	depresión
شمل	incluidas
شمل	incluida
شمل	incluído
شمل	incluido
الكعبة	kaaba
كروز	cruceros
كروز	crucero
الترفيه	esparcimiento
الترفيه	ocio
الترفيه	recreo
الترفيه	recreación
الترفيه	entretenimiento
الترفيه	espectáculos
صفقة	ganga
صفقة	trato
صفقة	reparte
صفقة	trato
صفقة	deal
الوقوف	standing
الوقوف	parados
الوقوف	stand
دبلوماسية	diplomática
دبلوماسية	diplomáticos
دبلوماسية	diplomáticas
دبلوماسية	diplomático
دبلوماسية	diplomacia
دبلوماسية	diplomacia
الملائكة	ángeles
الملائكة	angeles
الملائكة	angelitos
الملائكة	angels
الزملاء	colegas
الزملاء	compañeros
باك	buck
السمات	atributos
السمات	características
السمات	rasgos
السمات	caracteristicas
السمات	funciones
كارثة	catástrofe
كارثة	desastres
كارثة	desastre
غواتيمالا	guatemala
غواتيمالا	guatemalteco
غواتيمالا	guatemala
غواتيمالا	guatemalteca
مفاوضات	negociaciones
مفاوضات	negociación
مفاوضات	negociaciones
المحاسبة	contable
المحاسبة	contabilidad
الموحد	uniforme
الموحد	uniformes
يفصل	separa
يونانية	griega
يونانية	griego
يونانية	griegos
عميقة	profundo
عميقة	profunda
عميقة	deep
الكريمة	cremas
الكريمة	nata
الكريمة	cream
الكريمة	crema
اجراء	action
اجراء	acción
اجراء	accion
اجراء	procedimiento
البعثات	misiones
دانييل	daniel
فهرس	index
فهرس	indice
فهرس	índice
فهرس	catálogo
فهرس	catalogo
فهرس	catálogos
فهرس	catálogo
فهرس	catalogo
دوقية	ducado
مارغريت	margarita
دماء	sangre
دماء	blood
سوزان	susana
سوزان	susan
عنبر	ward
عنبر	pabellón
مماثل	idéntica
مماثل	idénticas
مماثل	idénticos
مماثل	idéntico
مماثل	parecido
مماثل	similar
مماثل	similares
مماثل	parecidos
المغني	singer
المغني	cantor
المغني	cantante
كارولينا	carolina
المحيطات	océano
المحيطات	océanos
المحيطات	océano
المحيطات	mar
المحيطات	oceano
ليالي	nights
ليالي	noches
اتفاقيات	convenios
اتفاقيات	convenciones
المحاضرات	ponencias
المحاضرات	conferencias
المحاضرات	charlas
نيبال	nepal
شريك	compañero
شريك	pareja
شريك	socio
شريك	partner
شريك	socia
المفاتيح	keys
المفاتيح	teclas
المفاتيح	llaves
المفاتيح	cayos
المفاتيح	claves
عنيفة	violento
عنيفة	violentas
عنيفة	violentos
عنيفة	violenta
المحسن	mejorado
المحسن	mejoró
المحسن	mejorada
ابي	papá
ابي	papa
مستشفيات	hospitales
عانى	sufrido
عانى	sufrió
عانى	padecido
عانى	sufrieron
عانى	sufrida
واليابان	japon
واليابان	japón
هاي	hai
هاي	oye
هاي	ey
هاي	hey
هاي	heno
هاي	hay
حلت	resuelto
حلت	resueltos
حلت	solucionado
حلت	resuelta
السادة	caballeros
السادة	señores
فورت	fortaleza
فورت	fuerte
فورت	fort
رايت	visto
رايت	vi
رايت	vio
رايت	vieron
السوريين	sirios
استفتاء	referéndum
استفتاء	plebiscito
استفتاء	referendo
استفتاء	referendos
بروكسل	bruselas
سمات	atributos
سمات	características
سمات	rasgos
سمات	caracteristicas
سمات	funciones
مشروعات	proyectos
مشروعات	projects
الناصرة	nazaret
صوفي	sophie
صوفي	sofía
منغوليا	mongoles
منغوليا	mongol
منغوليا	mongolia
منغوليا	mongolia
الصليبيين	cruzados
فتحت	inaugurado
فتحت	abrió
صحي	sano
صحي	saludables
صحي	saludable
صحي	sana
المشاعر	emociones
المشاعر	sentimientos
اختراق	infracción
اختراق	incumplimiento
اختراق	brecha
اختراق	piercing
اختراق	hackear
اختراق	hack
فيفا	fifa
يتفق	acuerda
ركن	corner
ركن	rincón
ركن	esquina
عصبي	nerviosa
عصبي	nervioso
عصبي	nerviosos
الاستاذ	prof
الاستاذ	profesor
الاستاذ	catedrático
الاستاذ	profesora
شق	incisión
شق	grieta
شق	crack
حدد	especifica
حدد	especifique
حدد	precisar
حدد	especificar
حدد	seleccione
حدد	seleccionar
حدد	selecciona
الكوميديا	comedia
الكرامة	dignidad
الكتف	hombro
الكتف	hombros
معترف	reconocido
معترف	reconocidas
معترف	reconocidos
معترف	reconocida
القط	gato
القط	gatos
القط	gata
القط	cat
بركان	volcán
هامبورغ	hamburgo
جزئي	parciales
جزئي	parcial
الفقرات	apartados
الفقرات	párrafos
ربحية	rentabilidad
دجلة	tigris
حفيد	nieto
الليثيوم	litio
بنين	benín
بنين	benin
هدم	demoliciones
هدم	derribo
هدم	demolición
اغنية	canto
اغنية	cancion
اغنية	canción
اغنية	song
مصرف	banca
مصرف	banco
مصرف	bank
قياسي	estándar
قياسي	norma
قياسي	estandar
قياسي	standard
مذكرة	memo
مذكرة	memorándum
مذكرة	memorando
مذكرة	memorándum
مذكرة	memorando
الكلاسيكي	clásicos
الكلاسيكي	clásica
الكلاسيكي	clasico
الكلاسيكي	clásico
تلقائي	automática
تلقائي	automático
تلقائي	automatica
المنتدى	foro
المنتدى	forum
المنتدى	foros
خزان	tanques
خزان	tanque
خزان	cisterna
خزان	embalse
صممت	diseñadas
صممت	diseñada
صممت	diseñado
صممت	diseñados
مجلد	carpeta
وليم	william
وليم	guillermo
قبله	besito
قبله	beso
قبله	kiss
السكن	vivienda
السكن	viviendas
السكن	carcasa
السكن	alojamientos
السكن	alojamiento
السكن	alojarse
حائز	poseedor
حائز	holder
حائز	titular
التنقيب	excavación
التنقيب	excavaciones
التنقيب	prospección
كيان	entidad
البعيد	lejano
البعيد	lejana
البعيد	distante
البعيد	distantes
البعيد	lejanos
البعيد	remota
البعيد	remotas
البعيد	remoto
صعوبات	dificultad
صعوبات	dificultades
جدل	polémica
جدل	controversia
جدل	controversias
شون	shawn
اسطنبول	estambul
باتمان	batman
الفلم	pelicula
الفلم	cine
الفلم	movie
الفلم	película
يولد	nacidos
يولد	born
يولد	nacido
حرق	arde
حرق	burn
حرق	quema
حرق	quemadura
حرق	quemar
حرق	ardiendo
حرق	quema
حرق	burning
حرق	quemando
حرق	quemar
النيجر	níger
نقش	grabados
نقش	grabado
نقش	inscripción
فلورنسا	florencia
بورت	burt
بورت	puerto
بورت	puertos
بورت	babor
بورت	oporto
مترجم	traductor
مترجم	traductora
مترجم	interprete
مترجم	intérpretes
مترجم	intérprete
مترجم	subtitulado
جلسات	sesiones
تام	tam
القراءات	lecturas
عال	alto
عال	high
عال	elevada
عال	alta
عال	ruidoso
مريض	paciente
مريض	pacientes
مريض	enfermo
مريض	enfermas
مريض	enferma
مريض	enfermos
بطريق	pingüino
بطريق	pingüinos
جرعة	dosis
مناورات	maniobras
مناورات	maniobras
مثيرة	sexy
مثيرة	sexi
مثيرة	sensual
مثيرة	sexys
مثيرة	emocionante
مثيرة	apasionante
مثيرة	excitante
المقيمين	residentes
المقيمين	habitantes
المثالية	idealismo
الشفاء	sanación
الشفاء	curación
شتاء	invierno
شرب	beber
شرب	bebida
شرب	bebiendo
شرب	bebe
شرب	beber
شرب	bebida
شرب	beba
اكتساب	adquiera
اكتساب	adquiere
اكتساب	adquirir
اكتساب	adquisición
اكتساب	captación
ليوناردو	leonardo
المتاحف	museos
بورما	birmania
بورما	birmanos
بورما	birmania
بورما	birmano
سين	sen
النزاعات	conflicto
النزاعات	conflictos
النزاعات	controversias
النزاعات	disputas
منتظم	regulares
منتظم	regular
منتظم	regularidad
الزكاة	zakat
الجيولوجية	geológico
الجيولوجية	geológica
الجيولوجية	geológicas
الجيولوجية	geológicos
رمزي	ramzi
رمزي	simbólica
رمزي	simbólico
استكشاف	explorar
استكشاف	explorando
استكشاف	exploración
استكشاف	explorar
استكشاف	explore
استكشاف	explora
درعا	armadura
درعا	armaduras
درعا	blindaje
درعا	shield
درعا	escudo
درعا	daraa
الصانع	fabricante
الصانع	fabricantes
فرس	mare
فرس	yegua
الذئاب	lobos
المواصفات	especificaciones
المواصفات	pliego
المواصفات	especificaciones
المواصفات	pliego
المواصفات	especificación
المواصفات	especificaciones
كيب	kip
زر	botón
زر	button
زر	boton
القبلية	tribales
القبلية	tribal
الطيبة	bondad
الطيبة	gentileza
الطيبة	amabilidad
جوقة	coro
موانئ	puertos
شعور	sensación
شعور	sintiendo
شعور	sentimiento
العملاق	gigante
العملاق	giant
العملاق	gigantes
ريفية	rural
ريفية	rurales
الصهيوني	sionistas
الصهيوني	sionista
ليلا	laila
ليلا	nocturno
ليلا	noche
ليلا	noches
ليلا	night
العجز	discapacidad
العجز	invalidez
العجز	incapacidad
العجز	discapacidades
العجز	déficit
الانتقام	revancha
الانتقام	venganza
جرام	gramo
جرام	gram
جرام	gramos
بولونيا	bolonia
نيكولا	nicola
الضابط	oficial
الفاكهة	frutos
الفاكهة	fruto
الفاكهة	fruta
الفاكهة	frutas
الكود	code
الكود	códigos
الكود	codigo
الكود	código
حريق	incendio
حريق	fuego
شواطئ	playas
شواطئ	playa
الخلط	mezclado
الخلط	mezclas
الخلط	mezclar
الخلط	mezcla
الخلط	mezclando
الخلط	confusión
الخلط	confundidos
الخلط	confundido
الخلط	confuso
الخلط	confundida
الزهراء	zahra
زمان	zaman
المقابر	cementerio
تصريح	autorización
تصريح	permiso
تصريح	autorización
دلالة	importancia
دلالة	trascendencia
دلالة	significación
دلالة	significado
منفصل	separadas
منفصل	separado
منفصل	separada
منفصل	separados
منفصل	separada
منفصل	separado
منفصل	separados
منفصل	separar
هود	capucha
هود	hood
هود	capó
بديلة	alternativo
بديلة	alternativos
بديلة	alternativa
بديلة	alternativo
بديلة	suplente
بديلة	suplentes
بديلة	alternar
بديلة	alternativa
ذروة	clímax
ذروة	pico
الشيعية	chiíta
الشهادات	certificado
الشهادات	testimonios
الشهادات	certificados
التنبؤ	predicción
المشرف	moderador
المشرف	supervisora
المشرف	supervisor
المشرف	responsable
المشرف	mantenedor
المشرف	encargado
المشرف	admin
المشرف	administrador
المشرف	administradora
المشرف	administración
ترميز	codificación
ترميز	codificación
هيلين	helena
هيلين	elena
يفتح	abre
مثبطات	inhibidores
الحمد	elogio
الحمد	elogios
الحمد	alabanza
الحمد	alabanzas
الحمد	alabado
الصيانة	manutención
الصيانة	mantenimiento
الانتقالية	transitorio
الانتقالية	transitorias
التبغ	tabaco
اصدار	edición
اصدار	edition
اصدار	version
اصدار	versión
اصدار	cuestión
ليلي	lirio
ليلي	lirios
ليلي	lily
فيشر	fisher
فيشر	pescador
كول	cole
صغار	jóven
صغار	jovenes
صغار	young
صغار	joven
صغار	jóvenes
راسل	russell
صديقة	novia
شتات	diáspora
الجمجمة	calavera
الجمجمة	cráneo
الجمجمة	skull
الكبريت	azufre
الكبريت	sulfuro
الكبريت	azufre
الكبريت	sulfuro
الظل	sombras
الظل	sombra
الظل	sombras
الظل	sombra
الظل	shadow
الظل	sombra
يختار	selecciona
كارتر	carter
نيفادا	nevada
القلم	bolígrafo
القلم	boli
القلم	pen
القلم	pluma
التقديرات	estimaciones
التقديرات	estimado
التقديرات	estimar
التقديرات	estimación
التقديرات	estimaciones
التقديرات	estimados
تدرج	gradiente
تدرج	degradado
تدرج	degradados
تدرج	inserte
تدرج	inserta
تدرج	insertar
مواصلة	continuación
مواصلة	continúe
مواصلة	continúa
مواصلة	continuar
كاي	kai
كاي	kay
التنين	dragones
التنين	dragón
التنين	dragon
تغيرت	cambiado
تغيرت	cambiada
تغيرت	cambió
تتويج	coronación
النضال	lucha
القيروان	kairouan
اريد	quieres
اريد	quiero
اريد	querer
اريد	want
اريد	quieren
هول	vestíbulo
هول	pasillo
هول	hall
هول	salón
هول	howl
مشارك	participante
مشارك	participantes
الطقوس	ritual
الطقوس	rituales
الطقوس	rituales
الفطر	hongos
الفطر	setas
الفطر	champiñones
المعتقدات	creencias
دل	del
جرذ	ratas
جرذ	rat
جرذ	rata
سكاي	cielo
سكاي	sky
القنيطرة	quneitra
ثمان	eight
ثمان	ocho
مشاركات	comparte
مشاركات	acciones
باعتبار	considerando
الناجحة	exitosos
الناجحة	exitoso
الناجحة	exitosa
الناجحة	exitosas
الناجحة	éxito
السجل	registro
السجل	récord
السجل	grabar
السجل	inscribirse
السجل	registrarse
السجل	registro
السجل	troncos
السجل	tronco
السجل	bitácora
السجل	registro
السجل	secretaría
موحدة	unificado
موحدة	unificados
موحدة	unificada
موحدة	unificadas
موحدة	estandarizados
موحدة	estandarizado
موحدة	normalizado
موحدة	uniforme
موحدة	uniformes
التحدي	impugnación
التحدي	challenge
التحدي	reto
التحدي	desafio
التحدي	desafío
سونغ	cantada
سونغ	sung
سونغ	cantado
سونغ	canto
سونغ	cancion
سونغ	canción
سونغ	song
محاضرة	conferencia
محاضرة	cátedra
النانو	nano
الثمانينيات	eighties
الالكترونية	electrónicos
الالكترونية	electrónico
الالكترونية	electrónica
الالكترونية	electrónicas
الالكترونية	electronic
هوليوود	hollywood
الفقهية	doctrinal
بوير	boyer
البقرة	vaca
الديناصورات	dinosaurios
الديناصورات	dinosaurios
الديناصورات	dinosaurio
شمسي	solares
شمسي	solar
كركوك	kirkuk
اربع	cuatro
اربع	four
الحافة	edge
الحافة	filo
الحافة	borde
الحافة	arista
خريف	otoño
فرح	joy
فرح	alegria
فرح	alegría
فرح	gozo
فرح	farah
صناعات	industrias
صناعات	industria
الخبرات	pericia
الخبرات	experiencia
الخبرات	peritaje
الخبرات	experiencias
الخبرات	experiencia
الخبرات	experiencias
المدار	órbita
المدار	orbita
متسابق	racer
التشريح	anatomía
التشريح	autopsia
التشريح	autopsias
تشي	chi
تشي	ji
تشي	che
ظاهر	visible
ظاهر	visibles
ظاهر	aparentes
ظاهر	aparente
دفعة	promocionar
دفعة	promociona
دفعة	impulso
دفعة	impulsar
دفعة	lotes
دفعة	tanda
دفعة	lote
دفعة	pagos
دفعة	pago
النسوية	feminismo
النسوية	feminismo
النسوية	feminista
النسوية	feministas
لوح	tabla
لوح	tablón
لوح	tablero
لوح	junta
لوح	tabletas
لوح	tablet
لوح	comprimido
لوح	tableta
لوح	comprimidos
لوح	oleada
لوح	ola
لوح	onda
لوح	wave
عينات	muestras
الميل	inclinar
الميل	inclinación
الميل	mile
الميل	milla
الميل	kilómetro
مزايا	ventajas
مغلقة	cerrada
مغلقة	cerrado
مغلقة	cerrados
منصات	plataformas
منصات	almohadillas
منصات	paletas
المدرج	pista
المدرج	pasarela
المليون	millones
المليون	millón
المليون	millon
تقليد	tradición
تقليد	tradiciones
الشيرازي	shirazi
ميكانيكية	mecánico
ميكانيكية	mecánicos
ميكانيكية	mecánica
ميكانيكية	mecánicas
السعة	capacidad
السعة	amplitud
التهديد	amenaza
المسلح	pistolero
الموانئ	puertos
عقل	brain
عقل	cerebro
عقل	mind
عقل	mente
دنيا	mínima
دنيا	mínimo
دنيا	mínimos
دنيا	mínimas
دنيا	minimo
الطلاق	divorcio
الطلاق	divorcios
خفيف	ligera
خفيف	light
خفيف	luz
خفيف	ligero
مونتريال	montreal
الكومنولث	commonwealth
الكومنولث	mancomunidad
جلدية	cuero
جلدية	piel
جلدية	cueros
روتانا	rotana
الفائزين	vencedores
الفائزين	ganadoras
الفائزين	ganadores
المرجح	ponderada
المرجح	ponderados
المرجح	ponderado
بطليموس	ptolomeo
تهديد	amenazante
تهديد	amenazador
تهديد	amenazar
تهديد	amenaza
المعيار	criterio
المعيار	estándar
المعيار	norma
المعيار	estandar
المعيار	standard
الهياكل	estructuras
المنفى	exiliado
المنفى	exilio
المنفى	destierro
تشابه	parecido
تشابه	similitud
تشابه	semejanza
الرباعي	cuarteto
المصلحة	interes
المصلحة	interés
المصلحة	intereses
مجلدات	carpetas
مجلدات	volúmenes
الحفظ	conservación
الحفظ	ahorrar
الحفظ	guardando
الحفظ	ahorrando
الحفظ	ahorro
الحفظ	conservación
الحفظ	preservación
باراغواي	paraguay
استخدامات	utiliza
استخدامات	usos
يوميات	cronología
يوميات	biografía
يوميات	diario
يوميات	journal
يوميات	revista
يوميات	diario
يوميات	agenda
فرديناند	fernando
تعليقات	observaciones
تعليقات	comenta
تعليقات	comentarios
تعليقات	comentario
المهن	profesiones
المهن	carreras
المهن	profesiones
المهن	ocupaciones
تلفاز	televisor
تلفاز	television
تلفاز	televisión
تلفاز	televisiones
السلبي	pasiva
السلبي	pasivo
قيود	limitaciones
قيود	restricciones
قيود	condicionamientos
قيود	limitaciones
قيود	restricciones
جيب	jeep
جيب	pocket
جيب	bolsillo
حقن	inyecciones
حقن	inyección
حقن	inyectable
ساوث	sur
بالضبط	exactamente
بالضبط	exacto
البطالة	paro
البطالة	desempleo
الفصائل	facciones
تجهيز	procesamiento
تجهيز	procesando
تجهيز	tramitación
تجهيز	transformación
تجهيز	procesado
الجلسة	sesión
الجلسة	reunión
الجلسة	encuentro
الجلسة	reuniones
الحريات	libertades
الحريات	libertad
تغلب	beat
احداث	historias
احداث	relatos
احداث	cuentos
احداث	eventos
احداث	acontecimientos
ركوب	cabalgando
ركوب	equitación
ركوب	montar
ركوب	cabalgata
ركوب	ride
ركوب	paseo
ركوب	cabalgar
نمر	tiger
نمر	tigres
نمر	tigre
نمر	leopardo
الخريف	otoño
الخريف	fall
الخريف	otoño
الخريف	caída
شمسية	paraguas
شمسية	sombrilla
شمسية	solares
شمسية	solar
النجار	carpenter
النجار	carpintero
النجار	carpinteros
النهج	aproximaciones
النهج	enfoques
النهج	enfoque
النهج	acercamiento
النهج	aproximación
النهج	abordaje
النهج	planteamiento
جامايكا	jamaica
جامايكا	jamaica
جامايكا	jamaiquino
روضة	guardería
تدمر	destruyan
تدمر	destruye
تدمر	destruyen
تدمر	destruir
الكثيرون	muchas
الكثيرون	muchos
التوجهات	tendencias
التوجهات	orientaciones
تقاطع	intersección
تقاطع	cruce
نشيد	himno
تاريخيا	históricamente
عنف	violento
عنف	violentas
عنف	violentos
عنف	violenta
عنف	violencia
شيد	cobertizo
شيد	derramada
وين	díaz
وين	wayne
وين	wen
مستر	mister
مستر	señor
تدهور	empeoramiento
تدهور	deterioro
تدهور	degradación
الصراعات	conflicto
الصراعات	conflictos
الصراعات	conflicto
الصراعات	conflictos
بيانو	piano
تتطور	evolucionar
تتطور	evolucionando
مسافات	espacios
مسافات	distancias
اخذ	tomado
اخذ	tomadas
اخذ	tomados
اخذ	tomada
اخذ	tomando
اخذ	teniendo
اخذ	tomar
اخذ	toma
اخذ	tome
سامة	tóxicos
سامة	tóxico
سامة	tóxica
سامة	tóxicas
سامة	venenosa
سامة	venenosas
سامة	venenosos
سامة	venenoso
تفتقر	carente
تفتقر	falto
الفترات	periodos
الفترات	períodos
واقعية	realista
واقعية	realistas
واقعية	realismo
النيتروجين	nitrógeno
زرقاء	azules
زرقاء	blue
زرقاء	azul
التسعينيات	noventa
التسعينيات	nineties
هياكل	estructuras
الورد	roses
الورد	rosas
منطق	lógico
منطق	lógica
يرفع	ascensores
يرفع	elevadores
شحنة	cargo
شحنة	cargamento
شحنة	carga
شحنة	remesa
شحنة	consignación
شحنة	envio
شحنة	cargamento
شحنة	envío
شحنة	envíos
نشطة	activos
نشطة	activo
نشطة	activa
قنابل	bombas
الفرص	chances
الفرص	oportunidad
الفرص	oportunidades
الفرص	oportunidades
الفولاذ	acero
الفولاذ	aceros
نشوء	aparición
نشوء	surgimiento
المثل	proverbio
السجناء	reclusos
السجناء	prisioneros
السجناء	presos
سلمية	pacífico
سلمية	pacíficos
سلمية	pacífica
ترميم	restablecimiento
ترميم	restauración
عيوب	inconvenientes
عيوب	desventajas
عيوب	defectos
عيوب	fallas
عيوب	defectos
عيوب	imperfecciones
المحافظين	conservadores
راية	pancarta
راية	estandarte
راية	bandera
راية	banner
الملاك	angelito
الملاك	angel
الملاك	ángel
العروس	novia
كابتن	capitana
كابتن	capitán
كابتن	capitan
كوبنهاغن	copenhague
عارض	espectador
عارض	visor
عارض	modelos
عارض	maqueta
عارض	modelo
بيكر	panadero
بيكر	baker
فلوريد	flúor
فلوريد	fluoruro
ضريبة	fiscalidad
ضريبة	impuesto
ضريبة	tributación
ضريبة	impuestos
مطالب	exigencias
مطالب	demandas
ثانوي	secundaria
ثانوي	secundario
ثانوي	secundarios
ثانوي	secundarias
جاذبية	atracción
جاذبية	atractivo
جاذبية	gravedad
غني	cante
غني	canta
غني	canto
غني	canten
غني	sing
غني	cantar
غني	rico
غني	ricas
غني	rich
غني	ricos
غني	rica
سعادة	felicidad
العشرات	docenas
العشرات	decenas
شين	chin
شين	barbilla
شين	mentón
شين	shin
المبلغ	monto
المبلغ	cantidad
المبلغ	importe
المبلغ	sum
المبلغ	suma
وارسو	varsovia
ذكية	listo
ذكية	inteligentes
ذكية	smart
ذكية	inteligente
الزيارة	visite
الزيارة	visitar
الزيارة	visita
الزيارة	visitando
الزيارة	visitas
الزيارة	visitar
الزيارة	visita
دوما	always
دوما	siempre
ملاكم	boxeador
ملاكم	boxer
تنزانيا	tanzania
تنزانيا	tanzania
ميلر	miller
البوب	pop
حاشية	comitiva
حاشية	séquito
حاشية	postscript
