மற்றும்	और
தகவல்	जानकारी
தகவல்	सूचना
தகவல்	सन्देश
தகவல்	संदेश
மாவட்ட	जिला
மாவட்ட	डिस्ट्रिक्ट
மாவட்ட	जिलाध्यक्ष
மாவட்ட	ज़िला
மொத்த	कुल
வளர்ச்சி	विकास
வளர்ச்சி	वृद्धि
வளர்ச்சி	विकास
மாவட்டம்	जिला
மாவட்டம்	डिस्ट्रिक्ट
மாவட்டம்	जिलाध्यक्ष
மாவட்டம்	ज़िला
அந்த	उस
அந்த	कि
மிகவும்	बहुत
திட்டம்	परियोजना
திட்டம்	प्रोजेक्ट
திட்டம்	प्लान
திட்டம்	योजना
தேசிய	राष्टीय
தேசிய	राष्ट्रीय
தேசிய	नेशनल
கலந்து	उपस्थित
இலங்கை	श्रीलंकन
இங்கு	यहां
இங்கு	यहा
இங்கு	यहाँ
கி	kyi
அமெரிக்க	अमेरिकन
அமெரிக்க	अमेरिकी
அமெரிக்க	अमरीकी
அடிப்படை	आधार
அடிப்படை	बेस
அடிப்படை	आधार
அடிப்படை	मूल
அடிப்படை	मूलभूत
அடிப்படை	बेसिक
அடிப்படை	मौलिक
பெயர்	नाम
பெயர்	लेबल
மூன்று	तीन
ஆண்கள்	पुरुष
ஆண்கள்	पुरुषों
ஆண்கள்	मर्द
ஆண்கள்	मेन
ஆண்கள்	पुरुषों
ஒன்று	एकत्रित
ஒன்று	एक
ஐக்கிய	यूनाइटेड
ஐக்கிய	संयुक्त
புதிய	नया
புதிய	नई
புதிய	फ्रेश
புதிய	ताजा
புதிய	ताज़ा
புதிய	भैस
அவரது	उसकी
அவரது	उसका
அவரது	उसके
அவரது	उसे
அவரது	उसका
அவரது	उसकी
அவரது	उसके
மொத்தம்	कुल
மொத்தம்	कुल
மொத்தம்	योग
இவை	ये
சிறந்த	महान
சிறந்த	बड़ा
சிறந்த	ग्रेट
சிறந்த	बेस्ट
சிறந்த	सर्वश्रेष्ठ
சிறந்த	बेहतरीन
சிறந்த	उत्कृष्ट
சிறந்த	बेहतरीन
அரசு	सरकार
அரசு	सरकारी
அரசு	govt
அரசு	सरकार
வசதிகள்	सुविधाएं
இந்தியா	भारत
இந்தியா	इंडिया
இந்தியா	इण्डिया
பெரிய	महान
பெரிய	बड़ा
பெரிய	ग्रेट
பெரிய	बड़े
பெரிய	बड़ा
பெரிய	बड़ी
பெரிய	बिग
பெரிய	बड़े
பெரிய	बड़ा
பெரிய	बड़ी
பெரிய	विशाल
ஊரக	ग्रामीण
நாள்	दिवस
நாள்	दिन
பிறப்பு	जेनरिक
பிறப்பு	जेनेरिक
பிறப்பு	जन्म
பிறப்பு	जन्मे
பிறப்பு	born
பிறப்பு	जन्म
பிறப்பு	जनम
பிறப்பு	हैच
இருந்தது	था
இருந்தது	थी
முக்கிய	मुख्य
முக்கிய	मेन
முக்கிய	प्रमुख
முக்கிய	महत्वपूर्ण
பல்வேறு	किस्में
பல்வேறு	विभिन्न
இருந்த	यहूद
திரைப்படங்கள்	फिल्में
திரைப்படங்கள்	मूवी
திரைப்படங்கள்	फ़िल्में
திரைப்படங்கள்	फिल्मों
பிற	अन्य
அவர்கள்	उनसे
அவர்கள்	उनके
அவர்கள்	उनको
அவர்கள்	उन्हें
அவர்கள்	उन्होंने
அவர்கள்	वे
மொழி	भाषा
முறை	विधि
முறை	प्रक्रिया
முறை	कार्यविधि
முறை	मोड
முறை	विधि
கோயில்	मन्दिर
கோயில்	मंदिर
கோயில்	टेम्पल
விருது	अवार्ड
விருது	पुरस्कार
பொதுவாக	जनरल
பொதுவாக	साधारण
பொதுவாக	सामान्य
அக்டோபர்	अक्टूबर
அக்டோபர்	अक्तूबर
அக்டோபர்	अक्टूबर
அக்டோபர்	अक्तूबर
செய்து	प्रतिबद्ध
செய்து	वचनबद्ध
தன்	उसकी
தன்	उसका
தன்	उसके
தொடர்ந்து	रखें
தொடர்ந்து	रखना
இரண்டாம்	दूसरा
இரண்டாம்	सेकेंड
இரண்டாம்	द्वितीय
இரண்டாம்	सेकण्ड
இரண்டாம்	सेकंड
இரண்டாம்	दूसरी
இரண்டாம்	माध्यमिक
இரண்டாம்	द्वितीयक
சென்னை	चेन्नई
சென்னை	चेन्नै
வரும்	आता
மே	मई
மே	may
ஒவ்வொரு	हर
ஒவ்வொரு	प्रत्येक
ஒவ்வொரு	प्रत्येक
மட்டுமே	सिर्फ
மட்டுமே	केवल
மட்டுமே	तभी
வரலாறு	इतिहास
பகுதியில்	क्षेत्र
பகுதியில்	क्षेत्रफल
நூல்கள்	पुस्तकें
நூல்கள்	पुस्तकों
நூல்கள்	किताबें
நூல்கள்	किताबे
பின்	पिन
பின்	pin
பின்	बाद
பின்	पीछे
பின்	बैक
பின்	पिछे
பின்	वापस
இல்லை	नही
இல்லை	नहीं
நவம்பர்	नवंबर
நவம்பர்	नवम्बर
அதிக	हाई
அதிக	आलीशान
அதிக	उच्च
அதிக	ऊँची
காலத்தில்	अवधि
காலத்தில்	काल
மிக	बहुत
மீது	जोरदार
மீது	तीव्र
மீது	ओजस्वी
நான்கு	चार
பிறகு	फिर
பிறகு	तब
பிறகு	बाद
பிறகு	बाद
அரசியல்	राजनीति
அரசியல்	पॉलिटिक्स
அரசியல்	राजनीती
அரசியல்	राजनीतिक
அரசியல்	राजनैतिक
பகுதி	आंशिक
பகுதி	क्षेत्र
பகுதி	क्षेत्रफल
பகுதி	क्षेत्र
பகுதி	प्रदेश
பகுதி	हिस्से
பகுதி	हिस्सा
பகுதி	पार्ट
பகுதி	भाग
பகுதி	सेगमेंट
பகுதி	खण्ड
பற்றி	परिचय
ஆறு	छः
ஆறு	छक्का
ஆறு	छह
ஆறு	नदी
இங்கிலாந்து	इंग्लैंड
இங்கிலாந்து	इंग्लैण्ड
காலம்	मौसम
காலம்	ऋतु
காலம்	अवधि
காலம்	काल
காலம்	वक़्त
காலம்	वक्त
காலம்	समय
நிலை	पद
நிலை	स्थिति
நிலை	अवस्था
நிலை	स्टेट
நிலை	स्थिति
நிலை	राज्य
நிலை	स्तर
ஒரே	समान
ஒரே	वही
போர்	युद्ध
பொருள்	वस्तु
பொருள்	पदार्थ
பொருள்	सामग्री
பொருள்	उत्पाद
பொருள்	वस्तु
பொருள்	ऑब्जेक्ट
பொருள்	समानार्थी
பொருள்	विषय
அறிவியல்	विज्ञान
பேச்சு	स्पीच
பேச்சு	भाषण
பேச்சு	वाक्
பேச்சு	वाक
பேச்சு	बात
இதனால்	साथ
அனைத்து	सभी
அனைத்து	सब
கல்வி	शिक्षा
ஏப்ரல்	अप्रैल
ஏப்ரல்	अप्रेल
ஏப்ரல்	अप्रैल
உலக	दुनिया
உலக	विश्व
உலக	जग
உலக	संसार
உலக	वैश्विक
கே	गे
கே	gay
கீழ்	नीचे
கீழ்	bas
கீழ்	निचला
கீழ்	निम्नतर
கீழ்	तहत
கீழ்	अधीन
கீழ்	अंतर्गत
கீழ்	बॉटम
கீழ்	तल
கீழ்	नीचे
இடம்	जगह
இடம்	स्थान
இடம்	प्लेस
இடம்	लोकेशन
இடம்	अवस्थिति
இடம்	स्थान
இடம்	अंतरिक्ष
இடம்	समष्टि
இடம்	जगह
இடம்	स्पेस
செப்டம்பர்	सितम्बर
செப்டம்பர்	सितंबर
பேர்	अन्य
பெரும்	महान
பெரும்	बड़ा
பெரும்	ग्रेट
சி	चाई
சி	ची
நாடுகள்	देश
நாடுகள்	देशो
நாடுகள்	देशों
தொகுதி	एलबम
தொகுதி	एल्बम
தொகுதி	तंत्र
தொகுதி	सिस्टम
தொகுதி	तन्त्र
தொகுதி	प्रणाली
தொகுதி	मॉड्यूल
தொகுதி	मोड्यूल
கிழக்கு	पूर्वी
கிழக்கு	पूर्व
கிழக்கு	ईस्ट
கிழக்கு	प्राची
கிழக்கு	पूर्वी
அமைப்பு	सेटअप
அமைப்பு	तंत्र
அமைப்பு	सिस्टम
அமைப்பு	तन्त्र
அமைப்பு	प्रणाली
அமைப்பு	सेटिंग
அமைப்பு	संगठन
அமைப்பு	संरचना
அமைப்பு	अवसंरचना
அமைப்பு	स्ट्रक्चर
அமைப்பு	ढांचा
அளவு	मात्रा
அளவு	राशि
அளவு	मात्रा
அளவு	पैमाना
அளவு	मापक
அளவு	स्केल
அளவு	आकार
நகர்	नागर
நகர்	nagar
நகர்	नगर
மற்ற	अन्य
மற்ற	विविध
இந்து	hindu
இந்து	हिंदू
இந்து	हिन्दू
இவற்றையும்	ये
தற்போது	अब
தற்போது	अभी
தற்போது	फिलहाल
பாடல்	गीत
பாடல்	गाना
பாடல்	सोंग
உண்டு	उपलब्ध
உண்டு	उपलब्धियाँ
வாழும்	सजीव
வாழும்	जीना
இருக்கிறது	उपलब्ध
இருக்கிறது	उपलब्धियाँ
நிறுவனம்	कंपनी
நிறுவனம்	कम्पनी
நிறுவனம்	नियोक्ता
நிறுவனம்	संगठन
நிறுவனம்	संगठन
நபர்கள்	लोग
நபர்கள்	लोगों
துடுப்பாட்டக்காரர்	क्रिकेटर
துடுப்பாட்டக்காரர்	cricketer
காலனி	उपनिवेशों
காலனி	उपनिवेशवाद
காலனி	कॉलोनी
காலனி	उपनिवेश
மேற்கு	पश्चिम
மேற்கு	वेस्ट
மேற்கு	पश्चिमी
தலைவர்	प्रदेशाध्यक्ष
தலைவர்	राष्ट्रपति
தலைவர்	अध्यक्ष
தலைவர்	नेता
முதலில்	प्रथम
முதலில்	पहली
முதலில்	पहले
முதலில்	पहला
சார்ந்த	संबंधी
சார்ந்த	रिश्तेदार
சார்ந்த	सापेक्ष
சார்ந்த	निर्भरता
சார்ந்த	आधारित
மேல்	उपर
மேல்	ऊपर
மேல்	टॉप
மேல்	शीर्ष
நாடு	देश
மட்டும்	सिर्फ
மட்டும்	केवल
மட்டும்	तभी
அடிப்படையில்	मूलतः
அடிப்படையில்	मूलरूप
அடிப்படையில்	आधार
எண்	गणना
எண்	गिनती
எண்	संख्या
எண்	नंबर
எண்	क्रमांक
குறிப்பிட்ட	उल्लेखित
குறிப்பிட்ட	निर्दिष्ट
குறிப்பிட்ட	विशिष्ट
செய்ய	बनाओ
செய்ய	बना
செய்ய	मेक
சிறிய	छोटे
சிறிய	छोटा
சிறிய	छोटी
சிறிய	छोटे
சிறிய	छोटा
சிறிய	लिटिल
சிறிய	छोटी
வந்த	आया
வந்த	आये
வந்த	आए
வேறு	अन्य
மார்ச்	मार्च
மார்ச்	कूच
நிலையில்	हालत
நிலையில்	स्थिति
நிலையில்	शर्त
நிலையில்	कंडीशन
நிலையில்	चरण
நிலையில்	स्टेज
பெண்	लडकी
பெண்	लड़की
பெண்	औरत
பெண்	नारी
பெண்	महिला
பெண்	स्त्री
பெண்	स्त्री
பெண்	महिला
பெண்	मादा
வெற்றி	सफल
வெற்றி	सफलता
வெற்றி	कामयाबी
வெற்றி	जीता
வெற்றி	जीत
வெற்றி	विन्स
வெற்றி	जीतना
வெற்றி	जीता
வெற்றி	जीते
வெற்றி	जीती
வெற்றி	विजय
வெற்றி	विन
வெற்றி	जीत
இணைப்பு	कनेक्शन
இணைப்பு	लिंक
இணைப்பு	कड़ी
இணைப்பு	अटैचमेंट
இணைப்பு	संलग्नक
இணைப்பு	अनुलग्नक
திரைப்படம்	चलचित्र
திரைப்படம்	फ़िल्म
திரைப்படம்	मूवी
திரைப்படம்	फिल्म
திரைப்படம்	फ़िल्म
திரைப்படம்	फिल्म
திரைப்படம்	फिल्मी
வகை	वर्ग
வகை	श्रेणी
வகை	क़िस्म
வகை	प्रकार
வகை	मोड
வகை	विधि
ஐந்து	पांच
ஐந்து	पाँच
அதே	समान
அதே	वही
சிறப்பு	प्रदर्शित
சிறப்பு	ख़ास
சிறப்பு	विशेष
சிறப்பு	खास
விட	than
சுமார்	परिचय
கட்டுரைகள்	लेख
கட்டுரைகள்	आलेख
படி	पढ़ें
படி	पढ़े
படி	पढ़ा
படி	चरण
படி	स्टेप
படி	कदम
மனித	मनुष्य
மனித	मानव
மனித	इंसान
பெரும்பாலும்	लगभग
பெரும்பாலும்	अकसर
பெரும்பாலும்	अक्सर
பெரும்பாலும்	प्रायः
பெரும்பாலும்	अधिकांशतः
பெரும்பாலும்	अधिकांश
பெரும்பாலும்	ज्यादातर
பெரும்பாலும்	अधिकतर
பெரும்பாலும்	ज़्यादातर
கட்சி	party
கட்சி	दल
கட்சி	पार्टी
பொது	कॉमन
பொது	सामान्य
பொது	आम
பொது	सार्वजनिक
பொது	जनता
பொது	लोक
பொது	पब्लिक
பொது	जनरल
பொது	साधारण
பொது	सामान्य
கல்லூரி	कॉलेज
இசை	संगीत
இசை	म्यूज़िक
முறையில்	मोड
முறையில்	विधि
நாட்டின்	देश
மத்திய	केंद्रीय
மத்திய	मध्य
மத்திய	सेंट्रल
மில்லியன்	मिलियन
மில்லியன்	लाख
மில்லியன்	मिलियन
மில்லியன்	लाखों
மில்லியன்	लाखो
நகரம்	शहर
நகரம்	सिटी
நகரம்	नगर
எந்த	कोई
எந்த	जिससे
எனப்படும்	बुलाया
எனப்படும்	पुकारा
நீர்	वाटर
நீர்	पानी
நீர்	जल
இணைந்து	जुड़ें
விக்கிப்பீடியா	विकिपीडिया
சென்று	गए
பார்க்க	देख
பார்க்க	देखें
பார்க்க	देखिए
அணி	मैट्रिक्स
அணி	मेट्रिक्स
அணி	टीम
அணி	टोली
எழுதிய	लिखी
எழுதிய	लिखा
எழுதிய	लिखा
நிலையம்	स्टेशन
தொடர்பான	संबंधित
தொடர்பான	सम्बन्धित
மீட்டர்	मीटर
மீட்டர்	मीटर
மீட்டர்	मीटर
இடத்தில்	जगह
இடத்தில்	स्थान
இடத்தில்	प्लेस
கோவில்	मन्दिर
கோவில்	मंदिर
கோவில்	टेम्पल
கோவில்	कोविल
மாதம்	महीना
மாதம்	महीने
மாதம்	माह
மதுரை	मदुरै
ஆய்வு	अध्ययन
ஆய்வு	पढ़ाई
ஆய்வு	अनुसंधान
ஆய்வு	शोध
வட	उत्तर
குறைந்த	निम्नतम
குறைந்த	न्यूनतम
குறைந்த	निम्न
குறைந்த	कम
குறைந்த	कम
டிசம்பர்	दिसंबर
டிசம்பர்	दिसम्बर
டிசம்பர்	dec
டிசம்பர்	दिसंबर
டிசம்பர்	दिसम्बर
முன்	अग्र
முன்	सामने
முன்	प्री
முன்	पहले
வாழ்க்கை	जिंदगी
வாழ்க்கை	ज़िन्दगी
வாழ்க்கை	ज़िंदगी
வாழ்க்கை	जिन्दगी
வாழ்க்கை	जीवन
சனவரி	जनवरी
புனித	पवित्र
புனித	पावन
இரண்டாவது	दूसरा
இரண்டாவது	सेकेंड
இரண்டாவது	द्वितीय
இரண்டாவது	सेकण्ड
இரண்டாவது	सेकंड
இரண்டாவது	दूसरी
இரண்டாவது	माध्यमिक
இரண்டாவது	द्वितीयक
ஆங்கிலம்	english
ஆங்கிலம்	अंग्रेज
ஆங்கிலம்	अंग्रेजी
ஆங்கிலம்	अंग्रेज़ी
அங்கு	वहाँ
அங்கு	वहां
அங்கு	वहा
அங்கு	वहीँ
தொழில்	व्यवसाय
தொழில்	बिज़नेस
தொழில்	दुकानदारी
தொழில்	व्यापार
தொழில்	कारोबार
தொழில்	उद्योग
தொழில்	व्यवसाय
தொழில்	वृत्ति
தொழில்	व्यवसायिक
பழைய	ओल्ड
பழைய	पुराने
பழைய	पुरानी
பழைய	पुराना
பழைய	वृद्ध
பழைய	बूढ़ा
பழைய	पुराने
பழைய	पुराना
பழைய	वृद्ध
பழைய	पुरानी
ஆண்டுகள்	सालों
ஆண்டுகள்	वर्ष
ஆண்டுகள்	साल
ஆண்டுகள்	वर्षों
ஆண்டுகள்	सालो
குறிப்பாக	विशेषकर
குறிப்பாக	विशेषकर
குறிப்பாக	विशेषकर
பார்க்கவும்	विज़िट
பார்க்கவும்	देखिये
பார்க்கவும்	देखना
பார்க்கவும்	देखें
துறை	विभाग
துறை	पोर्ट
துறை	बंदरगाह
துறை	बंदरगाहों
குறிக்கும்	इंगित
கடல்	समुद्रतट
கடல்	मरीन
கடல்	समुद्री
கடல்	सागर
கடல்	समुद्र
கடல்	महासागर
கடல்	समंदर
போல	like
போல	जैसे
இதற்கு	लिये
சிறு	छोटे
சிறு	छोटा
சிறு	छोटी
சிறு	लघु
சிறு	हीन
சிறு	माइनर
சிறு	नाबालिग
தென்	दक्षिणी
தென்	साउथ
தென்	दक्षिण
உயர்	हाई
உயர்	आलीशान
உயர்	उच्च
உயர்	ऊँची
உயர்	डीलक्स
வடக்கு	उत्तर
ஆட்சி	हुकूमत
ஆட்சி	किंगडम
ஆட்சி	शासन
ஆட்சி	नियम
ஆட்சி	शासन
ஆட்சி	शासन
ஆட்சி	शासनकाल
மக்களின்	लोग
மக்களின்	लोगों
நோய்	बीमारी
நோய்	विकार
நோய்	रोग
நோய்	बीमारी
தேர்தல்	चुनाव
உற்பத்தி	उत्पादन
உற்பத்தி	विनिर्माण
உற்பத்தி	निर्माण
ஆக	अगस्त
வந்தது	आया
வந்தது	आये
வந்தது	आए
கலை	कला
கலை	कला
கலை	आर्ट
தங்கள்	उनकी
தங்கள்	इनकी
தங்கள்	उनका
தங்கள்	उनके
சமூக	सामाजिक
சமூக	सोशल
போல்	bol
போல்	बोल
போல்	like
போல்	जैसे
தர	क्वालिटी
தர	गुणवत्ता
தர	विशेषता
நூற்றாண்டு	शतक
நூற்றாண்டு	शताब्दी
நூற்றாண்டு	सदी
அவருடைய	उसकी
அவருடைய	उसका
அவருடைய	उसके
உலகின்	संसार
அமெரிக்கா	अमरीका
அமெரிக்கா	अमेरिका
பகுதிகளில்	एटलस
பகுதிகளில்	क्षेत्र
பகுதிகளில்	क्षेत्रों
வந்து	आईये
வந்து	आइये
பரிசு	ईनाम
பரிசு	इनाम
பரிசு	पुरस्कार
பரிசு	उपहार
பரிசு	तोहफा
பிரிவு	वर्ग
பிரிவு	श्रेणी
பிரிவு	विभाग
பிரிவு	विभाजन
பிரிவு	प्रभाग
பிரிவு	धारा
பிரிவு	खंड
பிரிவு	अनुभाग
பிரிவு	खण्ड
உடல்	जिस्म
உடல்	बॉडी
உடல்	शरीर
உடல்	देह
இவர்கள்	ये
கூட	सम
கூட	भी
கூட	भी
கூட	भी
கூட	too
எழுத்தாளர்	रचनाकार
எழுத்தாளர்	राइटर
எழுத்தாளர்	लेखक
குழு	ग्रुप
குழு	समूह
இலக்கிய	साहित्य
இலக்கிய	साहित्यिक
விளையாட்டு	गेम
விளையாட்டு	गेमिंग
விளையாட்டு	क्रीड़ा
விளையாட்டு	खेलकूद
விளையாட்டு	स्पोर्ट्स
விளையாட்டு	खेल
விளையாட்டு	गेम
விளையாட்டு	खेल
விளையாட்டு	खेल
உறுப்பினர்கள்	सदस्य
உறுப்பினர்கள்	सदस्यों
இறப்பு	निधन
இறப்பு	मोत
இறப்பு	मृत्यु
இறப்பு	मौत
இறப்பு	मृत्यु
அடி	पैरों
அடி	पैर
அடி	पाँव
அடி	पांव
அடி	फ़ुट
அடி	फीट
அடி	हिट
அடி	hit
துணை	साथी
துணை	पार्टनर
துணை	साझेदार
துணை	संगी
துணை	समर्थन
துணை	सहायता
துணை	support
துணை	वाइस
துணை	उप
துணை	sub
துணை	डिप्टी
பதிப்பு	संस्करण
பதிப்பு	वर्जन
பதிப்பு	संस्करण
சொல்	कहें
சொல்	बोलो
சொல்	कह
சொல்	वर्ड
சொல்	शब्द
சொல்	बताओ
சொல்	बताना
தெற்கு	दक्षिणी
தெற்கு	साउथ
தெற்கு	दक्षिण
கட்டுரை	निबंध
கட்டுரை	निबन्ध
கட்டுரை	लेख
கட்டுரை	आलेख
கட்டுரை	संरचना
கட்டுரை	रचना
கட்டுரை	संयोजन
கட்டுரை	लेख
கட்டுரை	आलेख
வட்டம்	सर्किल
வட்டம்	घेरा
வட்டம்	वृत
வட்டம்	वृत्त
சராசரி	औसत
சராசரி	मतलब
சராசரி	औसत
தொலைக்காட்சி	टेलीविजन
தொலைக்காட்சி	टीवी
தொலைக்காட்சி	दूरदर्शन
தொலைக்காட்சி	टेलीविज़न
முன்னாள்	पूर्व
எண்ணிக்கை	गणना
எண்ணிக்கை	गिनती
எண்ணிக்கை	फ़्रीक्वेंसी
எண்ணிக்கை	आवृत्ति
தவிர	मगर
நடிகர்	अभिनेता
நடிகர்	एक्टर
நடிகர்	कर्ता
பாடல்கள்	गाने
பாடல்கள்	गीत
பாடல்கள்	गीतों
இன்று	आज
சட்டம்	फ्रेम
சட்டம்	ढांचा
சட்டம்	गठन
சட்டம்	फ़्रेम
சட்டம்	कानून
சட்டம்	विधि
சட்டம்	लीगल
சட்டம்	कानूनी
சட்டம்	विधिक
சட்டம்	एक्ट
சட்டம்	अधिनियम
அருகில்	निकट
அருகில்	निकटवर्ती
அருகில்	आसपास
நேரம்	वक़्त
நேரம்	वक्त
நேரம்	समय
முதலாவது	प्रथम
முதலாவது	पहली
முதலாவது	पहले
முதலாவது	पहला
உணவு	भोजन
உணவு	खाना
குறித்து	परिचय
பெப்ரவரி	फरवरी
பெப்ரவரி	फ़रवरी
பகுதிகள்	खण्ड
பகுதிகள்	अवयव
பகுதிகள்	घटक
பகுதிகள்	पार्ट्स
பகுதிகள்	भाग
பகுதிகள்	एटलस
பகுதிகள்	क्षेत्र
பகுதிகள்	क्षेत्रों
நிறுவனங்கள்	संगठन
நிறுவனங்கள்	कंपनियों
நிறுவனங்கள்	कंपनियाँ
ஜனவரி	जनवरी
எழுத்தாளர்கள்	लेखकों
எழுத்தாளர்கள்	लेखक
நல்ல	good
நல்ல	अच्छे
நல்ல	गुड
நல்ல	शुभ
அடுத்த	अगला
படம்	तस्वीर
படம்	पिक्चर
படம்	चित्र
படம்	photo
படம்	फोटो
படம்	फ़ोटो
படம்	छवि
படம்	प्रतिबिम्ब
படம்	चित्र
பாதுகாப்பு	रक्षा
பாதுகாப்பு	सुरक्षित
பாதுகாப்பு	संरक्षण
பாதுகாப்பு	सुरक्षा
பாதுகாப்பு	सुरक्षा
பாதுகாப்பு	मिलावट
பாதுகாப்பு	सुरक्षा
தஞ்சாவூர்	तंजावुर
தந்தை	चचा
தந்தை	बाप
தந்தை	father
தந்தை	पिता
பங்கு	भूमिका
அவர்களின்	उनकी
அவர்களின்	इनकी
அவர்களின்	उनका
அவர்களின்	उनके
செய்த	बनाया
செய்த	बना
நியூ	नियू
பதிவு	छाप
பதிவு	रजिस्टर
பதிவு	पंजीकरण
பதிவு	रिकॉर्ड
பதிவு	रेकार्ड
பதிவு	रिकार्ड
பதிவு	रजिस्ट्रेशन
பதிவு	पंजीकरण
பதிவு	पोस्ट
ஐரோப்பிய	यूरोपियाई
ஐரோப்பிய	यूरोपीय
முழுவதும்	फुल
முழுவதும்	पूर्ण
முழுவதும்	पूरा
முழுவதும்	पूर्ण
முழுவதும்	पूरा
பயனர்	यूजर
பயனர்	प्रयोक्ता
பயனர்	उपयोगकर्ता
பயனர்	उपयोक्ता
தொடர்	धारावाहिक
தொடர்	सीरियल
போன்றவை	आदि
போன்றவை	etc
போன்றவை	इत्यादि
ஜூன்	जून
ஜூன்	जून
உறுப்பினர்	सदस्य
உறுப்பினர்	सदस्यता
உறுப்பினர்	ग्राहक
உறுப்பினர்	क्लाइंट
உறுப்பினர்	क्लाएंट
ஆசிரியர்	संपादक
ஆசிரியர்	एडिटर
ஆசிரியர்	शिक्षक
ஆசிரியர்	अध्यापक
ஆசிரியர்	टीचर
ஆசிரியர்	रचयिता
ஆசிரியர்	लेखक
ஆஃப்	बन्द
ஆஃப்	बंद
முக்கியமான	महत्वपूर्ण
முக்கியமான	आलोचनात्मक
முக்கியமான	क्रिटिकल
முக்கியமான	महत्वपूर्ण
முக்கியமான	गंभीर
முக்கியமான	नाजुक
தொடர்பு	संपर्क
தொடர்பு	सम्पर्क
செய்தார்	किया
ஜூலை	जुलाई
ஆற்றல்	ऊर्जा
ஆற்றல்	उर्जा
கிலோ	सहस्र
கிலோ	किलो
வேலை	कार्यालय
வேலை	काम
வேலை	कार्य
வேலை	नौकरी
வேலை	job
வேலை	कार्य
வேலை	जॉब
இருக்கலாம்	शायद
இருக்கலாம்	संभवतः
சமய	धार्मिक
பணி	नौकरी
பணி	job
பணி	कार्य
பணி	जॉब
பணி	कार्यालय
பணி	काम
பணி	कार्य
பணி	कार्य
கதை	कहानी
கதை	स्टोरी
அதிகமாக	मुश्किल
பட்டம்	स्नातक
பட்டம்	डिग्री
பட்டம்	उपाधि
பட்டம்	पतंग
வழி	ट्रेल
வழி	तरीका
வழி	राह
வழி	मार्ग
வழி	रास्ते
வழி	रास्ता
அப்போது	फिर
அப்போது	तब
விடுதலை	मुक्ति
விடுதலை	आज़ादी
விடுதலை	आजादी
விடுதலை	स्वतंत्रता
ஆகஸ்ட்	अगस्त
தேதி	तारीख
தேதி	तारीख़
தேதி	दिनांक
தேதி	तिथि
பிறந்த	जन्म
பிறந்த	जनम
இன்னும்	और
இன்னும்	स्टिल
ஜான்	जॉन
அடுத்து	अगला
சேவை	सेवा
கருத்து	comment
கருத்து	टिप्पणी
