پِزشک	lékař
پُستک	hlasitost
پستی	zaostalosti
پستی	únava
پستی	méněcennosti
پستی	únava
پستی	zaostalosti
پستی	únava
پستی	méněcennosti
پستی	únava
پِسر	kluk
پِسر	chlapec
پِسر	synu
پِسر	syn
پسند	volba
پسند	výběr
پسند	schválení
پسند	schvalování
پسند	přednost
پسند	preference
پسند	volba
پسند	výběr
پسند	schválení
پسند	schvalování
پسند	přednost
پسند	preference
پسندیدگی	schválení
پسندیدگی	schvalování
پسندیدہ	líbilo
پسندیدہ	obdivoval
پسندیدہ	obdivovala
پسندیدہ	schváleno
پسندیدہ	schválené
پسندیدہ	schválen
پسندیدہ	schválená
پسندیدہ	schválený
پسندیدہ	schválena
پسندیدہ	vybrán
پسندیدہ	vybraná
پسندیدہ	vybráno
پسندیدہ	vybrané
پسندیدہ	vybraný
پسندیدہ	zvolen
پسندیدہ	vybrána
پسندیدہ	zvolený
پسندیدہ	zvolená
پسندیدہ	líbilo
پسندیدہ	oblíbené
پسندیدہ	oblíbená
پسندیدہ	obdivoval
پسندیدہ	obdivovala
پسندیدہ	schváleno
پسندیدہ	schválené
پسندیدہ	schválen
پسندیدہ	schválená
پسندیدہ	schválený
پسندیدہ	schválena
پسندیدہ	vybrán
پسندیدہ	vybraná
پسندیدہ	vybráno
پسندیدہ	vybrané
پسندیدہ	vybraný
پسندیدہ	zvolen
پسندیدہ	vybrána
پسندیدہ	zvolený
پسندیدہ	zvolená
پِسنہارا	millerová
پِسنہارا	miller
پِسنہارا	millera
پسُو	šelmy
پسُو	zvíře
پسُو	bestie
پسُو	zvířecí
پسُو	zvíře
پسُو	zvířat
پسُو	skot
پسُو	dobytek
پِسّو	bleší
پسواڑہ	křídlo
پسواڑہ	straně
پسواڑہ	strana
پسواڑہ	boční
پسواڑہ	side
پسیج	připravené
پسیج	připraveno
پسیج	vlhkost
پسیج	vlhkosti
پسیج	připraven
پسیج	připravena
پسیج	připraveno
پسیجنا	pot
پسیجنا	pot
پسین	poslední
پسین	posledni
پسین	naposledy
پسین	naposled
پسینہ	pot
پسینہ	pocení
پسینہ	pot
پسینہ	pocení
پسینہ	pot
پِشاچ	ghost
پِشاچ	přízrak
پِشاچ	duch
پِشاچ	duchu
پِشاچ	strašidlo
پُشپ	kytka
پُشپ	květ
پُشپ	květina
پُشپک	kytka
پُشپک	květ
پُشپک	květina
پُشت	ochránce
پُشت	sestup
پُشت	zpět
پُشت	zpátky
پُشت	záda
پُشت	asistence
پُشت	generace
پُشت	generování
پُشت	patrona
پُشت	patron
پُشت	podporu
پُشت	podporovat
پُشت	podpořit
پُشت	podpory
پُشت	podpora
پُشتارا	hmota
پُشتارا	mše
پُشتارا	hmotnosti
پُشتارا	hmotnost
پُشتارا	břemeno
پُشتارا	břímě
پُشتارا	zátěž
پُشتارا	balík
پُشتارا	naložit
پُشتارا	načíst
پُشتارا	zatížení
پُشتانہ	pozadí
پُشتانہ	zázemí
پُشتاول	posílení
پُشتہ	opěrná
پُشتہ	banku
پُشتہ	banka
پُشتہ	bankovní
پُشتہ	banky
پُشتہ	bank
پُشتہ	lesba
پُشتی	spojenectví
پُشتی	aliance
پُشتی	podporu
پُشتی	podporovat
پُشتی	podpořit
پُشتی	podpory
پُشتی	podpora
پُشتی	pomozte
پُشتی	pomoc
پُشتی	pomoci
پُشتی	prop
پُشتَین	předky
پُشتَین	předků
پُشتَین	předci
پُشتَین	předkové
پُشتَینی	dědičné
پُشتَینی	předků
پشک	rosa
پشک	dew
پُشکر	tanku
پُشکر	tank
پُشکر	nádrž
پُشکر	intoxikace
پُشکر	battle
پُشکر	bitva
پُشکر	válka
پُشکر	války
پُشکر	válce
پُشکر	válku
پُشکر	jezero
پُشکر	lake
پُشکر	jezera
پُشکر	rybník
پُشکر	rybníku
پِشکِل	kozy
پِشکِل	jelení
پِشکِل	jelen
پِشکِل	jelena
پشم	vlasy
پشم	vlasů
پشم	srst
پشم	chlupy
پشم	kožešiny
پشم	srst
پشم	vlna
پشم	vlnu
پشُو	zvířecí
پشُو	zvíře
پشُو	zvířat
پشُو	skot
پشُو	dobytek
پشّہ	komár
پشّہ	triviální
پشّہ	banální
پشیمان	stydím
پشیمانی	litovat
پشیمانی	lítost
پشیمانی	hanba
پشیمانی	ostuda
پشیمانی	škoda
پشیمانی	výčitky
پشیمانی	pokání
پُف	puff
پکا	zrající
پکا	vařené
پکّا	firma
پکّا	pevná
پکّا	pevné
پکّا	pevný
پکّا	odborník
پکّا	odborná
پکّا	znalec
پکّا	expert
پکّا	mazaný
پکّا	norma
پکّا	standardní
پکّا	standard
پکّا	vařené
پکّا	ostrý
پکّا	ostře
پکّا	ostré
پکّا	ostrá
پکّا	zkušený
پکّا	zažil
پکّا	rychlé
پکّا	rychle
پکّا	rychlá
پکّا	rychlý
پکّا	chytré
پکّا	chytrý
پکّا	platné
پکّا	platná
پکّا	platný
پکّا	zralý
پکّا	dospělé
پکّا	zralé
پکّا	pečené
پکّا	pečená
پکّا	pečený
پکّا	zrající
پکّا	zralý
پکّا	zralé
پکّا	zralá
پکّا	mazaný
پکّا	jistá
پکّا	jisté
پکّا	jistý
پکاپن	splatnost
پکاپن	splatnosti
پکاپن	sílu
پکاپن	síla
پکاپن	síly
پُکار	předvolání
پُکار	křičet
پُکار	plakat
پُکار	pláč
پُکار	brečet
پُکار	volejte
پُکار	volání
پُکار	zavolat
پُکار	volat
پُکار	vyhlášení
پُکار	stížnost
پُکار	stížnosti
پُکار	podnět
پُکارا	prohlásil
پُکارا	sláva
پُکارا	slávy
پُکارا	slávu
پُکارا	proslulosti
پُکارا	vyslovuje
پُکارا	výrazné
پُکارا	volal
پُکارا	zavolal
پُکارا	volala
پُکارا	volali
پُکارنا	pros
پُکارنا	prosit
پُکارنا	dovolávat
پُکارے	otevřeně
پُکارے	hlasitě
پکانا	dozrát
پکانا	cook
پکانا	vařit
پکانا	kuchař
پکانا	kuchařka
پکانا	péct
پکائو	zrání
پکائی	vaření
پکائی	zrání
پکپن	splatnost
پکپن	splatnosti
پکڑ	držet
پکڑ	zatknout
پکڑ	zatčení
پکڑ	hádka
پکڑ	námitka
پکڑ	námitky
پکڑ	námitku
پکڑ	kritika
پکڑ	kritiky
پکڑ	kritiku
پکڑ	uchopit
پکڑ	zodpovědnost
پکڑ	odpovědnost
پکڑ	zachytit
پکڑ	zajmout
پکڑ	zachycení
پکڑ	zachycování
پکڑ	zajetí
پکڑ	držet
پکڑ	zatknout
پکڑ	zatčení
پکڑ	hádka
پکڑ	sevření
پکڑ	stisk
پکڑ	námitka
پکڑ	námitky
پکڑ	námitku
پکڑ	kritika
پکڑ	kritiky
پکڑ	kritiku
پکڑ	uchopit
پکڑ	zodpovědnost
پکڑ	odpovědnost
پکڑ	zachytit
پکڑ	zajmout
پکڑ	zachycení
پکڑ	zachycování
پکڑ	zajetí
پکڑدھکڑ	nájezd
پکڑدھکڑ	zatčení
پکڑدھکڑ	zatýkání
پکڑدھکڑ	rvačka
پکڑا	přistižen
پکڑا	chyceni
پکڑا	chycen
پکڑا	chytil
پکڑانا	svěřit
پکڑائی	záchvat
پکڑائی	chytání
پکڑائی	zachytit
پکڑائی	zajmout
پکڑائی	zachycení
پکڑائی	zachycování
پکڑائی	zajetí
پکڑنا	držet
پکڑنا	chytit
پکڑنا	úlovek
پکڑنا	rukojeť
پکڑنا	zvládnout
پکڑنا	obdržet
پکڑنا	přijímat
پکڑنا	zatknout
پکڑنا	zatčení
پکڑنا	získat
پکڑنا	dostat
پکڑنا	předjet
پکڑنا	detekovat
پکڑنا	objevit
پکڑنا	objevovat
پکڑنا	uchopit
پکڑنا	zachytit
پکڑنا	zajmout
پکڑنا	zachycení
پکڑنا	zachycování
پکڑنا	zajetí
پکش	křídlo
پکش	peří
پکش	pírko
پکش	wing
پکش	křídlo
پکش	straně
پکش	strana
پکش	boční
پکش	side
پکشی	okřídlený
پکشی	pták
پکشی	ptáček
پکشی	bird
پکشی	ptačí
پکنا	cook
پکنا	vařit
پکنا	kuchař
پکنا	kuchařka
پکنا	zralý
پکنا	dospělé
پکنا	zralé
پکنا	dozrát
پکنا	cook
پکنا	vařit
پکنا	kuchař
پکنا	kuchařka
پکنا	zralý
پکنا	dospělé
پکنا	zralé
پکی	vařené
پکھ	křídlo
پکھ	wing
پکھ	křídlo
پکھارنا	čisté
پکھارنا	vyčistit
پکھارنا	čistý
پکھارنا	čistá
پکھارنا	umýt
پکھارنا	mytí
پکھاوجی	bubeník
پُکھراج	topaz
پکھوا	podporu
پکھوا	podporovat
پکھوا	podpořit
پکھوا	podpory
پکھوا	podpora
پکھوا	křídlo
پکھوا	straně
پکھوا	strana
پکھوا	boční
پکھوا	side
پکھوا	klín
پکھوا	klíně
پکَھوٹا	křídlo
پکَھوٹا	wing
پکَھوٹا	křídlo
پکَھوٹا	straně
پکَھوٹا	strana
پکَھوٹا	boční
پکَھوٹا	side
پکھیرو	pták
پکھیرو	ptáček
پکھیرو	bird
پکھیرو	ptačí
پگ	noha
پگ	nohu
پگ	krok
پگ	schod
پگا	rodina
پگا	rodinný
پگا	rodinná
پگا	rodinné
پگا	rodinka
پگا	potomstvo
پگا	potomků
پگا	potomka
پگا	potomci
پگا	potomek
پگار	mzda
پگار	plat
پگار	silnice
پگار	silniční
پگار	cesta
پگار	road
پگار	stezka
پگار	cesta
پگار	platit
پگار	zaplatit
پگار	plat
پگار	zahrady
پگار	zahrada
پگار	zahradní
پگار	mzdu
پگار	mzda
پگار	mzdy
پگار	platy
پگاہ	ráno
پگاہ	ranní
پگاہ	svítání
پگاہ	dawn
پگاہ	úsvit
پگڑی	jednotlivec
پگڑی	individuální
پگڑی	jedinec
پگڑی	člověk
پگڑی	osoba
پگڑی	osobu
پگڑی	jednotlivec
پگڑی	individuální
پگڑی	jedinec
پگڑی	člověk
پگڑی	osoba
پگڑی	osobu
پگّل	blázen
پگّل	šílený
پگّل	šílená
پگّل	bláznivý
پگّل	naštvaná
پگّل	šílený
پگّل	mad
پگلا	blázen
پگلا	šílený
پگلا	šílená
پگلا	bláznivý
پگلا	šílenec
پگلا	naštvaná
پگلا	šílený
پگلا	mad
پِگلنا	roztavit
پِگلنا	rozpustit
پگوڈا	pagoda
پگھارنا	umýt
پگھارنا	mytí
پِگھلانا	roztavit
پِگھلانا	rozpustit
پِگھلنا	roztavit
پِگھلنا	rozpustit
پِگھلنا	výtěžek
پِگھلنا	výnos
پِگھلنا	tání
پُل	most
پُل	můstek
پُل	bridge
پُل	causeway
پلّا	cíl
پلّا	zacílit
پلّا	cílová
پلّا	nůžky
پلّا	vzdálenosti
پلّا	vzdálenost
پلّا	odstup
پِلّا	štěně
پِلّا	mládě
پلاتک	uprchlík
پلاتک	uprchlík
پلاتک	útěku
پلاس	plátno
پِلاس	kleště
پِلپِل	pepř
پِلپِل	pepper
پِلپِلا	zbabělý
پِلپِلا	plachý
پِلپِلا	měkký
پِلپِلا	měkká
پِلپِلا	jemné
پِلپِلا	měkké
پِلپِلاہٹ	jemnost
پُلپُلاہٹ	jemnost
پُلپُلاہٹ	strachu
پُلپُلاہٹ	strach
پلٹا	pomsta
پلٹا	odplata
پلٹا	revoluce
پلٹا	revoluci
پلٹانا	návrat
پلٹانا	odražení
پلٹائو	rozpor
پلٹائو	reakční
پلٹائو	reakce
پُلٹِس	obklad
پلٹن	četa
پلٹن	dav
پلٹن	zástup
پلٹن	davu
پلٹن	dav
پلٹن	mafie
پلٹنا	návrat
پلٹنا	ústup
پلٹنا	ustoupit
پلستر	sádry
پلشت	znečištěné
پلشت	nečisté
پلشتی	znečištění
پلشتی	nečistoty
پلک	instantní
پلک	okamžité
پلک	okamžitá
پلک	okamžitý
پلک	okamžik
پلک	moment
پلک	chvilka
پلک	chvíle
پلنا	kolébce
پلنا	prosperovat
پِلنا	bouře
پِلنا	storm
پِلنا	bouřka
پِلنا	útok
پِلنٹیوں	hojnost
پُلندا	balík
پُلندا	stack
پلنگ	lůžko
پلنگ	posteli
پلنگ	postele
پلنگ	postel
پلنگ	gepard
پلنگ	lůžko
پلنگ	posteli
پلنگ	postele
پلنگ	postel
پلنگ	gepard
پلُّو	hraně
پلُّو	okraj
پلُّو	edge
پِلُّو	červ
پلوآ	zkrotit
پلُوتا	prokletí
پلُوتا	kletba
پَلّہ	straně
پَلّہ	strana
پَلّہ	boční
پَلّہ	side
پَلّہ	hodnost
پَلّہ	krok
پَلّہ	schod
پَلّہ	stav
پَلّہ	status
پَلّہ	postavení
پَلّہ	hraně
پَلّہ	okraj
پَلّہ	edge
پلیت	ghost
پلیت	přízrak
پلیت	duch
پلیت	duchu
پلیت	strašidlo
پلید	nečisté
پلید	znečištěné
پلید	nečisté
پلید	ghost
پلید	přízrak
پلید	duch
پلید	duchu
پلید	strašidlo
پلید	džin
پلید	faul
پلید	ošklivé
پلیدی	znečištění
پلیدی	nečistoty
پن	ale
لڑکپن	malička
لڑکپن	dětství
پِن	špendlík
پِن	brož
پِن	pin
پُن	almužny
پُن	almužnu
پُن	ctnosti
پُن	ctnost
پُن	charitu
پُن	dobročinnost
پُن	charity
پُن	charitativní
پُن	charita
پُن	člověk
پُن	muž
پُن	man
پُن	samec
پُن	mužské
پُن	muž
پُن	mužský
پنا	šířka
پنا	šířku
پنّا	fólie
پنّا	emerald
پِنّا	naviják
پِناک	klub
پِناک	club
پِناک	klubová
پِناک	klubu
پِناک	personál
پِناک	zaměstnanci
پناہ	azyl
پناہ	útočiště
پناہ	ochranu
پناہ	ochrana
پناہ	azyl
پناہ	útočiště
پناہ	přístřeší
پناہ	útulek
پناہ	útulku
پناہ	přístřešek
پناہ	kryt
پناہ	úkryt
پناہ	ochranu
پناہ	ochrana
پنبئی	nažloutlá
پنپنا	růst
پنپنا	rostou
پنپنا	prosperovat
پنپنا	prosperovat
پنپنا	oživit
پِنپنانا	pískání
پِنپنانا	píšťalku
پنت	vyznání
پنت	náboženství
پنت	víra
پنت	přesvědčení
پنت	silnice
پنت	silniční
پنت	cesta
پنت	road
پنت	stezka
پنت	cesta
پنت	sekta
پنت	víra
پنت	faith
پنت	víru
پنتھ	silnice
پنتھ	silniční
پنتھ	cesta
پنتھ	road
پنتھ	stezka
پنتھ	cesta
پنتھ	sekta
پنتھ	éry
پنتھ	éra
پنتھ	způsob
پنتھی	sektářské
پنتھی	cestovatel
پنج	pět
پنجاہ	padesát
پنجاہ	fifty
پنجاہم	padesátého
پِنجر	žebra
پِنجر	žebro
پِنجر	klec
پِنجر	klece
پِنجر	kostra
پِنجر	kostry
پِنجر	kostru
پِنجرا	klec
پِنجرا	klece
پِنجرا	hutch
پِنجری	žebra
پِنجری	žebro
پِنجری	rakev
پِنجری	pohřeb
پِنجری	pohřební
پنجشنبہ	čtvrtek
پنجم	pátá
پنجم	páté
پنجم	pátý
پِنجنا	pájení
پِنجنا	připojit
پِنجنا	steh
پنجہ	moc
پنجہ	napájení
پنجہ	výkon
پنجہ	síla
پنجہ	power
پنجہ	spojku
پنجہ	spojky
پنجہ	spojka
پنجہ	ovládání
پنجہ	kontrola
پنجہ	kontrolní
پنجہ	kontrolu
پنجہ	přechovávání
پنجہ	držení
پنجہ	uchopit
پنجہ	dráp
پنجیرا	hrnce
پنچ	rozhodce
پنچ	judge
پنچ	soudce
پنچ	soudkyně
پنچ	pět
پنچال	odborník
پنچال	odborná
پنچال	znalec
پنچال	expert
پنچال	moudrý
پنچال	moudrá
پنچال	moudré
پنچال	zkušený
پنچال	zažil
پنچال	chytré
پنچال	chytrý
پنچال	mazaný
پنچالی	odborník
پنچالی	odborná
پنچالی	znalec
پنچالی	expert
پنچالی	učenec
پنچایت	bratrstva
پنچایت	bratrství
پنچایت	bratrstvo
پنچایت	nesmysl
پنچایت	komunity
پنچایت	společenství
پنچایت	komunita
پنچایت	obec
پنچم	soprano
پنچم	treble
پنچم	pátá
پنچم	páté
پنچم	pátý
پُنچھلّا	sledující
پُنچھلّا	sledujících
پنچھی	poutník
پنچھی	pták
پنچھی	ptáček
پنچھی	bird
پنچھی	ptačí
پند	poradenství
پند	rad
پند	rady
پند	rada
پند	radu
پِندار	arogance
پِندار	názor
پِندار	stanovisko
پِندار	myšlenka
پِندار	myslel
پِندار	pýcha
پِندار	hrdost
پِندار	pojem
پِندار	představivost
پِندار	fantazie
پِندار	představivosti
پِنڈ	vypořádání
پِنڈ	zúčtování
پِنڈ	vyrovnání
پِنڈ	urovnání
پِنڈ	tělo
پِنڈ	village
پِنڈ	vesnice
پنڈا	inteligence
پنڈا	inteligenci
پنڈا	učení
پنڈا	výuka
پنڈا	moudrosti
پنڈا	moudrost
پنڈا	znalosti
پنڈا	poznání
پنڈا	znalost
پنڈا	vědomosti
پنڈا	vědění
پِنڈا	člověk
پِنڈا	osoba
پِنڈا	osobu
پِنڈا	tělo
پِنڈارا	bandita
پنڈِت	mistr
پنڈِت	mistře
پنڈِت	profesor
پنڈِت	profesorka
پنڈِت	profesore
پنڈِت	astrolog
پنڈِت	naučil
پنڈِت	moudrý
پنڈِت	moudrá
پنڈِت	moudré
پنڈِتائی	učení
پنڈِتائی	výuka
پنڈِتائی	kněžství
پنڈک	eunuch
پنڈک	hermafrodit
پِنڈلی	shin
پُنر	druhé
پُنر	druhá
پُنر	druhý
پُنر	znovu
پُنر	zase
پُنر	opět
پُنر	rovněž
پُنر	také
پُنر	též
پُنر	taky
پُنر	další
پِنس	nosítka
پنساری	koření
پنسال	level
پنسال	úrovně
پنسال	úroveň
پنسال	hladina
پنسال	úrovni
پنک	slough
پنک	miro
پنک	bahno
پنک	bahna
پنک	bláto
پنک	hlína
پنک	hlíny
پنک	clay
پِنک	ospalost
پنکھ	peří
پنکھ	pírko
پنکھ	wing
پنکھ	křídlo
پنکھا	fanynka
پنکھا	fan
پنکھا	větrák
پنکھا	fanoušek
پنکھا	fanda
پنکھا	fanynka
پنکھا	fan
پنکھا	větrák
پنکھا	fanoušek
پنکھا	fanda
پنکھی	můra
پنکھی	mol
پنکھی	pták
پنکھی	ptáček
پنکھی	bird
پنکھی	ptačí
پنگ	had
پنگ	plaz
پنگا	konfrontace
پنگا	konfrontaci
پنگا	nešika
پِنگا	slabý
پِنگا	slabá
پِنگا	slabé
پِنگا	tenké
پِنگا	tenká
پِنگا	tenký
پِنگا	hubená
پِنگا	něžné
پِنگا	něžná
پِنگا	nabídka
پنگت	kmen
پنگت	společnosti
پنگت	společnost
پنگت	kasty
پنگت	společnosti
پنگت	firma
پنگت	společnost
پِنگل	oheň
پِنگل	požár
پُنگل	náušnice
پنگو	deformované
پنگو	chabý
پنگو	trapný
پنگو	mrzák
پُنم	dobře
پُنم	dobrý
پُنم	dobry
پُنم	spravedlivý
پُنم	svatý
پُنم	svaté
پُنم	svatá
پِننا	čisté
پِننا	vyčistit
پِننا	čistý
پِننا	čistá
پُننا	zneužití
پُننا	týrání
پُننا	zneužívání
پنوَت	index
پنوَت	rejstřík
پُنہ	znovu
پُنہ	zase
پُنہ	opět
پنہا	široké
پنہا	široký
پنہا	široká
پنہا	prostorné
پنہا	širokou
پنہا	široká
پنہا	široký
پنہا	široké
پِنہاں	tajně
پِنہاں	potají
پِنہاں	tajný
پِنہاں	tajná
پِنہاں	tajemství
پِنہاں	tajné
پِنہاں	skryto
پِنہاں	skrytý
پِنہاں	ukrytý
پِنہاں	skrytá
پِنہاں	skryté
پنہی	střevíček
پنہی	bota
پنہی	bot
پنّی	pozlátko
پُنّی	spravedlivý
پنیا	vodní
پنیا	vodu
پنیا	vody
پنیا	voda
پنیاسوت	jarní
پنیاسوت	jaro
پنیاتما	velkorysý
پنیاتما	štědrý
پنیاتما	štědré
پنیاتما	velkorysé
پنیاتما	štědrá
پُنّیائی	klan
پُنّیائی	klanu
پُنّیائی	potomstvo
پُنّیائی	potomků
پُنّیائی	potomka
پُنّیائی	potomci
پُنّیائی	potomek
پنیَر	ukazatel
پنیر	sýr
پنیر	sýry
پنیری	laciné
پنیلا	tenké
پنیلا	tenká
پنیلا	tenký
پنیلا	hubená
پنیلا	nevkusné
پُنیہ	spravedlivý
پنھتّر	kostra
پنھتّر	kostry
پنھتّر	kostru
پَو	eso
پَو	ace
پَو	svítání
پَو	dawn
پَو	úsvit
پَو	úspěšnost
پَو	úspěch
پوچھکّا	sázení
پوچھکّا	hazard
پوائی	kruh
پوائی	kroužek
پوائی	kruhu
پوائی	kružnice
پوپٹ	papoušek
پوپٹ	papouška
پوپک	datel
پُوت	synu
پُوت	syn
پوِتر	posvátný
پوِتر	posvátné
پوِتر	posvátná
پوِتر	čistá
پوِتر	čistý
پوِتر	čisté
پوِترتا	čistota
پوِترتا	čistoty
پوِترتا	čistotu
پوتنا	vápno
پوتھی	kniha
پوتھی	knihu
پوتھی	rezervovat
پوتھی	knížka
پوٹ	pytel
پوٹ	přebytek
پوٹ	nadbytek
پوٹ	bale
پوٹ	balík
پوٹ	hojnost
پوٹ	hojnosti
پوٹ	nadbytek
پوٹا	žaludeční
پوٹا	žaludek
پوٹا	břicho
پوٹا	žaludku
پوٹا	moc
پوٹا	napájení
پوٹا	výkon
پوٹا	síla
پوٹا	power
پوٹا	odvaha
پوٹا	kuráž
پوٹا	odvahu
پوٹا	sílu
پوٹا	síla
پوٹا	síly
پُوج	uctívat
پُوج	uctívání
پُوجا	uctívání
پُوجا	uctívat
پُوجا	uctívání
پُوجنا	uctívat
پُوجنا	uctívání
پُوجیہ	ctihodný
پُوجیہ	ctihodný
پوچ	bezcenné
پوچ	bezcenná
پوچ	bezcenný
پوچ	zbytečná
پوچ	zbytečné
پوچ	bezvýznamný
پوچ	bezvýznamné
پوچا	mop
پُوچھ	ohledem
پُوچھ	dotaz
پُوچھ	úctu
پُوچھ	respekt
پُوچھ	respektovat
پُوچھ	úcta
پُوچھ	respektu
پُوچھ	otázka
پُوچھ	dotaz
پوچھا	mop
پوچھن	mop
پُوچھنا	ohledem
پُوچھنا	konzultovat
پُوچھنا	otázka
پُوچھنا	dotaz
پُوچھنا	pozvání
پُوچھنا	pozvat
پُوچھنا	pozvánka
پُوچھنا	hodnota
پُوچھنا	hodnotu
پُوچھنا	požádat
پوچھنا	mop
پوچھنا	čisté
پوچھنا	vyčistit
پوچھنا	čistý
پوچھنا	čistá
پَود	dětské
پَود	děti
پَود	potomstvo
پَود	potomek
پَود	potomstvo
پَود	potomků
پَود	potomka
پَود	potomci
پَود	potomek
پودنا	trpaslík
پودنا	trpaslík
پودینہ	mint
پُور	povodně
پُور	povodeň
پُور	záplavy
پُور	město
پُور	naplněný
پُور	naplněná
پُور	naplnil
پُور	plněné
پُور	synu
پُور	syn
پور	phalanx
پُورا	přesné
پُورا	přesná
پُورا	přesný
پُورا	firma
پُورا	pevná
پُورا	pevné
پُورا	pevný
پُورا	celý
پُورا	celou
پُورا	celá
پُورا	celé
پُورا	splněno
پُورا	splněna
پُورا	zkušený
پُورا	zažil
پُورا	plné
پُورا	plný
پُورا	plná
پُورا	zralý
پُورا	zralé
پُورا	zralá
پُورا	dostačující
پُورا	dostatečná
پُورا	postačující
پُورا	dostatečný
پُورا	dostatečné
پُورا	dokonalá
پُورا	perfektní
پُورا	dokonalý
پُورا	úplná
پُورا	dokončit
پُورا	dokončeno
پُورا	kompletní
پُورا	konstantní
پُورا	stálý
پُورا	neustálé
پُورا	stálé
پُورا	stálá
پوراپن	úplnost
پوراپن	plnosti
پوراپن	splatnost
پوراپن	splatnosti
پوراکرنا	uhradit
پوراکرنا	úplná
پوراکرنا	dokončit
پوراکرنا	dokončeno
پوراکرنا	kompletní
پُورب	starobylé
پُورب	starověký
پُورب	starověké
پُورب	bývalý
پُورب	dřívější
پُورب	bývalé
پُورب	bývalá
پُورب	starý
پُورب	staré
پُورب	stará
پُوربک	poslední
پُوربک	posledni
پُوربک	naposledy
پُوربک	naposled
پُوربک	bývalý
پُوربک	dřívější
پُوربک	bývalé
پُوربک	bývalá
پُوربک	starý
پُوربک	staré
پُوربک	stará
پُوربک	předchozí
پُوربک	předcházející
پُوربنی	indie
پُوربنی	india
پُوربنی	indii
پُوربیا	indie
پُوربیا	india
پُوربیا	indii
پُورمپُور	plně
پُورمپُور	plné
پُورمپُور	plný
پُورمپُور	plná
پُورمپُور	kompletně
پُورمپُور	zcela
پُورمپُور	naprosto
پُورمپُور	úplně
پُورن	plné
پُورن	plný
پُورن	plná
پُورن	úplná
پُورن	dokončit
پُورن	dokončeno
پُورن	kompletní
پُورن	dokonalá
پُورن	perfektní
پُورن	dokonalý
پُورہ	vypořádání
پُورہ	zúčtování
پُورہ	vyrovnání
پُورہ	urovnání
پُوری	úplná
پُوری	dokončit
پُوری	dokončeno
پُوری	kompletní
پَوڑی	schodů
پَوڑی	schody
پَوڑی	schodiště
پَوڑی	tuhý
پَوڑی	tuhá
پَوڑی	tuhé
پوڑھا	stout
پوڑھا	firma
پوڑھا	pevná
پوڑھا	pevné
پوڑھا	pevný
پوڑھا	mocná
پوڑھا	mocný
پوڑھا	široké
پوڑھا	široký
پوڑھا	široká
پوڑھا	hustý
پوڑھا	husté
پوڑھا	tlustý
پوڑھا	hustá
پوڑھا	tuhý
پوڑھا	tuhá
پوڑھا	tuhé
پوڑھا	silně
پوڑھا	silná
پوڑھا	silné
پوڑھا	silný
پوڑھا	hustý
پوڑھا	hustá
پوڑھا	husté
پوڑھائی	tloušťka
پوڑھائی	tloušťky
پوڑھائی	sílu
پوڑھائی	síla
پوڑھائی	síly
پَوڑھنا	odpočinek
پَوڑھنا	odpočívej
پوز	hlaveň
پوزش	omluva
پوزش	omluvu
پوسا	chována
پوسا	chovaných
پوست	shell
پوست	kůra
پوست	kůry
پوست	poppy
پوست	mák
پوست	kůra
پوست	vrstvu
پوست	vrstvy
پوست	vrstva
پوست	shell
پوست	kůra
پوست	kůry
