cruci	kříže
interzisa	zakázané
interzisa	zakázaná
interzisa	zakázáno
interzisa	zakázaný
interzisa	zakázané
interzisa	zakázaná
interzisa	zakázáno
interzisa	zakázaný
numirea	jmenování
numirea	schůzka
numirea	schůzku
contactul	kontakt
contactul	kontaktovat
contactul	kontaktujte
java	java
alexandre	alexandre
siberia	sibiř
inspector	inspektor
cumva	nějak
cumva	nejak
ocean	ocean
ocean	oceán
claudia	claudia
claudia	claudie
placut	líbilo
placut	příjemné
placut	příjemný
placut	příjemná
evans	evansová
evans	evans
wien	wien
wien	vídeň
edge	hraně
edge	okraj
edge	edge
declaratie	prohlášení
declaratie	výkaz
declaratie	prohlášení
declaratie	deklarace
discursul	proslov
discursul	řeči
discursul	projev
discursul	řeč
alabama	alabamě
folosire	užití
folosire	využití
folosire	použití
folosire	používání
tabel	stůl
tabel	tabulka
tabel	stolek
indiei	indie
indiei	india
indiei	indii
keith	keith
asigurata	pojištěný
corrèze	corrèze
emise	emitované
emise	vydané
emise	vydaná
emise	vydáno
emise	vydaný
campionatele	mistrovství
louisiana	louisianě
baschet	basket
baschet	basketbal
organ	orgánu
organ	orgán
hotelul	hotelu
hotelul	hotel
oarecum	poměrně
oarecum	poněkud
finistère	finistère
tranzitie	přechod
distante	vzdálenosti
distante	vzdálenosti
cald	horko
cald	sexy
cald	hot
cald	horké
cald	teplé
cald	teplo
cald	teplá
cald	teplý
adanc	hluboká
adanc	hluboké
adanc	hluboko
adanc	hluboký
adanc	hluboká
adanc	hluboké
adanc	hluboko
adanc	hluboký
salvare	spasení
salvare	spása
salvare	spásu
salvare	záchrana
salvare	záchranu
vacanta	prázdniny
vacanta	svátek
vacanta	dovolená
vacanta	svátky
vacanta	prázdniny
vacanta	dovolenou
vacanta	dovolené
vacanta	dovolená
vacanta	prázdniny
vacanta	dovolenou
vacanta	dovolené
vacanta	dovolená
vacanta	prázdniny
vacanta	svátek
vacanta	dovolená
vacanta	svátky
vacanta	prázdniny
vacanta	dovolenou
vacanta	dovolené
vacanta	dovolená
malta	maltu
malta	malty
malta	malta
fotbalul	fotbal
radical	radikální
radical	radikálně
asalt	napadení
asalt	útok
renault	renault
sierra	sierra
specializate	specializované
specializate	specializované
buenos	buenos
dificultati	obtíže
dificultati	obtížích
dificultati	obtíž
dificultati	obtížné
dificultati	potíže
dificultati	potíže
dificultati	obtíže
raurile	řek
raurile	řeky
raurile	rivers
tribuna	tribune
lapte	mléko
lapte	mléčná
lapte	mléka
grove	grove
grove	háj
memoriile	paměti
memoriile	paměti
studios	studia
vieti	žije
vieti	životy
vieti	životů
vieti	žije
vieti	životy
vieti	životů
boemia	bohemia
boemia	čechy
boemia	čech
letonia	lotyšsko
islanda	island
hanovra	hanover
hanovra	hannover
rahman	rahman
edinburgh	edinburghu
hlist	hlist
silva	silva
democratic	demokraticky
democratic	demokratický
democratic	demokratická
democratic	demokratické
distinge	rozlišit
distinge	rozlišovat
vrei	chcete
vrei	chceš
strategice	strategické
strategice	strategický
strategice	strategická
utilizand	použitím
utilizand	použití
utilizand	používání
utilizand	používám
numeric	číselný
numeric	číselné
simte	cítit
lloyd	lloyd
robinson	robinson
oldenburg	oldenburg
controverse	kontroverze
lunile	měsíců
lunile	měsíce
lunile	měsících
rase	dostihy
rase	závody
rase	rasy
rase	plemen
bordeaux	bordeaux
lectii	lekce
lectii	poučení
lectii	lekce
lectii	poučení
jay	jay
teste	testy
teste	zkoušky
aventuri	dobrodružství
aventuri	dobrodružství
autoritati	úřady
autoritati	orgány
estimare	odhad
estimare	odhadnout
estimare	odhad
comparativ	srovnávací
comparativ	poměrně
islamice	islámský
islamice	islámské
salt	skočit
salt	skok
salt	salt
salt	sůl
salt	soli
tensiune	napětí
tensiune	napětí
batman	batman
batman	batmana
pius	pius
traiasca	živé
traiasca	živá
traiasca	živě
traiasca	žít
traiasca	žij
traiasca	live
exprimate	obsazení
exprimate	vyjádřené
exprimate	vyjádřila
exprimate	vyjádřil
exprimate	vyjádřeno
instalatii	zařízení
instalatii	instalace
instalatii	zařízení
instalatii	instalace
romeo	romea
romeo	romeo
arunca	hoď
arunca	hod
arunca	hodit
arunca	hoď
arunca	hod
arunca	hodit
conservare	zachování
conservare	zachování
conservare	uchování
conservare	uchovávání
matilda	matilda
recenta	nedávný
recenta	nedávné
recenta	nedávná
recenta	nedávný
recenta	nedávné
recenta	nedávná
accentul	přízvuk
accentul	akcent
trenul	vlakem
trenul	vláček
trenul	vlak
trenul	vlaku
bate	beat
bate	porazit
bate	bije
bate	netopýři
propuse	navrhovaná
propuse	navrhované
propuse	navrženo
propuse	navrhovaný
propuse	navržená
manuscris	rukopis
tanc	tanku
tanc	tank
tanc	nádrž
veliko	veliko
zguduit	otřásla
bolnav	nemocná
bolnav	nemocné
bolnav	nemocný
prix	prix
nguyen	nguyen
afecteaza	postihují
afecteaza	ovlivňuje
afecteaza	ovlivnit
afecteaza	postihují
afecteaza	postihují
afecteaza	ovlivňuje
fiice	dcery
fiice	dcer
nigeria	nigérie
gust	chuť
gilbert	gilbert
minnesota	minnesotě
allah	alláh
joan	joan
vila	vila
vila	vila
vila	villa
vila	vily
vila	vila
vila	villa
vila	vily
bor	boru
muncitori	pracovníky
muncitori	pracovníci
muncitori	dělníci
györgy	györgy
strategic	strategicky
strategic	strategické
strategic	strategický
strategic	strategická
privit	sledoval
dennis	dennis
dennis	denis
geografia	zeměpis
miami	miami
lang	lang
bugetul	rozpočet
bugetul	rozpočtu
matthew	matthew
matthew	matěj
intervalul	dosah
intervalul	rozsah
intervalul	rozmezí
intervalul	interval
wisconsin	wisconsinu
strazile	ulice
strazile	ulic
sunete	zvuky
sunete	zní
cablu	kabel
cablu	kabely
cablu	kabelová
cablu	kabelové
barajul	přehrada
barajul	dam
barajul	hráz
barajul	přehradu
autonom	autonomní
lucas	lucas
justin	justin
laurent	laurent
lingvistice	jazykové
northern	severní
zaharia	zachariáš
astea	tyto
astea	tyhle
procedura	postup
procedura	postup
caussols	caussols
marx	marx
lector	lektor
aprox	cca
gandirea	myšlení
gandirea	přemýšlím
gandirea	přemýšlení
esential	zásadní
esential	nezbytné
esential	podstatné
esential	zásadní
esential	nezbytné
esential	podstatné
navarra	navarre
asimov	asimov
carnivore	masožravci
carnivore	masožravé
repere	nejvýznamnější
repere	zdůrazňuje
repere	milníky
singapore	singapuru
singapore	singapur
interpreta	interpretovat
interpreta	vykládat
acoperire	povlaku
acoperire	potah
acoperire	krýt
acoperire	obal
acoperire	krytí
acoperire	pokrytí
acoperire	krytí
acoperire	pokrytí
wells	wells
wells	studny
pasare	pták
pasare	ptáček
pasare	bird
pasare	ptačí
pasare	pták
pasare	ptáček
pasare	bird
pasare	ptačí
ocazional	příležitostné
ocazional	příležitostně
ocazional	občas
ocazional	příležitostně
dedesubt	vespod
dedesubt	pod
dedesubt	níže
dedesubt	podpalubí
atei	ateisté
fundul	zadek
fundul	zadeček
stadiul	fázi
stadiul	fáze
stadiul	etapa
stadiul	jeviště
stadiul	stage
springs	springs
springs	prameny
detaliate	detailní
detaliate	podrobný
detaliate	podrobná
detaliate	podrobně
estimat	odhad
estimat	odhadované
estimat	odhadovaná
derivate	derivátů
derivate	deriváty
derivate	odvozené
liban	libanon
liban	libanonu
scaune	židle
scaune	křesla
scaune	sedadel
scaune	sedadla
scaune	sedačky
gov	gov
béla	béla
regii	kings
regii	králové
regii	králů
aparand	bránit
emma	emmou
emma	emma
persana	perské
doyle	doyle
efectuarea	dělání
efectuarea	vystupování
organe	orgánů
organe	orgány
organe	orgánu
organe	orgán
surori	sestry
surori	sester
goethe	goethe
cazimir	casimir
aug	srpen
aug	aug
eforturi	snahy
eforturi	úsilí
bobby	bobbyho
bobby	bobby
ring	kroužek
ring	ring
ring	prsten
ring	prstýnek
sever	závažné
sever	závažná
sever	vážné
faze	fáze
pielea	kůži
pielea	pleť
pielea	kůže
pielea	pokožka
abordare	přiblížení
abordare	přistupovat
abordare	přístup
vorbind	mluvení
bretagne	bretagne
mina	mina
mina	minu
mina	mino
mina	ruka
mina	ruku
pactului	pakt
pactului	paktu
cameron	cameron
cameron	cameronová
revistele	časopisy
decisiv	rozhodná
decisiv	rozhodný
decisiv	rozhodné
decisiv	rozhodující
salbatice	divočina
salbatice	divoká
salbatice	divoké
salbatice	divoký
definitia	definice
definitia	vymezení
stins	uhašen
averea	bohatství
practicat	cvičil
dati	dej
dati	dejte
tinta	cíl
tinta	zacílit
tinta	cílová
tinta	cíl
tinta	zacílit
tinta	cílová
comunitatile	obce
comunitatile	komunity
nenumarate	nespočet
nenumarate	bezpočet
nenumarate	nespočet
nenumarate	bezpočet
vanzare	prodej
vanzare	prodej
cunostinta	známý
cunostinta	známá
cunostinta	známost
cunostinta	známý
cunostinta	známá
cunostinta	známost
varul	sestřenice
varul	bratranec
mer	mer
automata	automatický
automata	automatické
automata	automatická
refugiati	uprchlíků
refugiati	uprchlíky
refugiati	uprchlíci
refugiati	uprchlíků
refugiati	uprchlíky
refugiati	uprchlíci
fereastra	okénko
fereastra	okno
fereastra	okénko
fereastra	okno
rector	rektor
propaganda	propaganda
propaganda	propaganda
dominat	dominoval
creasca	růst
creasca	rostou
rebel	rebel
lantul	řetězu
lantul	řetízek
lantul	řetěz
lantul	řetězec
uruguay	uruguay
pascal	pascal
iugoslaviei	jugoslávie
damian	damian
roll	roll
preluarea	převzetí
judecator	judge
judecator	soudce
judecator	soudkyně
judecator	judge
judecator	soudce
judecator	soudkyně
semneaza	znak
semneaza	podpis
semneaza	podepsat
semneaza	znak
semneaza	podpis
semneaza	podepsat
palermo	palermu
hugh	hugh
termica	tepelné
termica	tepelná
termica	termální
laos	laosu
argumentele	argumentace
argumentele	argumenty
uesac	uesac
fir	drát
fir	dráty
fir	nitě
fir	vlákno
fir	nit
legiunea	legie
chip	čip
chip	chip
localizata	umístěné
localizata	umístěno
localizata	lokalizované
triburile	kmeny
triburile	kmenů
mon	mon
lisa	lisa
lisa	lisu
lisa	líza
lisa	lisy
platoul	plošina
platoul	plošině
pasarile	ptáci
pasarile	ptáky
pasarile	ptáků
pasarile	ptáci
pasarile	ptáky
pasarile	ptáků
arcul	příď
arcul	luk
square	náměstí
square	čtverec
doc	doc
incet	pomalu
call	volejte
call	volání
call	zavolat
call	volat
cerul	nebe
cerul	obloha
cerul	sky
cerul	nebeský
esentiale	zásadní
esentiale	nezbytné
esentiale	podstatné
transferul	transfer
transferul	přesun
transferul	převod
transferul	přenos
transferul	převést
creatorul	stvořitel
creatorul	tvůrce
creatorul	stvořiteli
companiile	společnosti
companiile	firmy
silvia	silvia
silvia	sylvia
silvia	sylvie
gibson	gibson
inconjurata	obklíčeni
inconjurata	obklopen
inconjurata	obklíčení
viktor	viktor
adulti	dospělé
adulti	dospělí
adulti	dospělých
adulti	dospělé
adulti	dospělá
adulti	dospělí
adulti	dospělý
adulti	dospělé
adulti	dospělí
nivele	hladiny
nivele	úrovně
estadio	estadio
atribuita	přidělené
atribuita	přiděleno
atribuita	přidělená
atribuita	přidělen
atribuita	přidělený
atribuita	přidělené
wood	dřevo
wood	dřeva
abc	abc
geo	geo
coordonatele	souřadnice
johan	johan
santos	santos
gif	gif
armament	výzbroj
armament	výzbroj
credit	kredit
credit	úvěrové
credit	kreditní
credit	úvěr
simfonia	symfonie
marcand	bodování
visul	snít
visul	sen
visul	dream
eddie	eddie
eddie	eddieho
intreprinderi	podniky
intreprinderi	podniky
mir	mir
entitati	subjekty
pescuit	rybolov
pescuit	rybářství
pescuit	rybolov
pescuit	rybolovu
pescuit	rybaření
proportie	podíl
opozitia	opozice
opozitia	nesouhlas
opozitia	odpor
jorge	jorge
atribuite	přidělené
atribuite	přiděleno
atribuite	přidělená
atribuite	přidělen
atribuite	přidělený
atribuite	přidělené
bursa	stipendia
bursa	stipendium
bursa	bursa
bursa	stipendia
bursa	stipendium
etaje	patra
etaje	podlahy
etaje	poschodí
dragomir	dragomir
reciproc	vzájemné
reciproc	vzájemná
reciproc	vzájemný
extra	extra
avansate	pokročilý
avansate	vyspělá
avansate	pokročilé
avansate	pokročilá
trenuri	vlaky
trenuri	vlaků
antena	pokrm
antena	anténa
antena	antény
antena	anténa
antena	antény
umbra	stínu
umbra	shadow
umbra	stín
umbra	stínu
umbra	odstín
umbra	stín
umbra	stínu
umbra	shadow
umbra	stín
umbra	stínu
umbra	odstín
umbra	stín
vocala	samohláska
vocala	samohláska
creuse	creuse
omorat	zavražděný
omorat	zavražděna
omorat	zavražděná
omorat	zavražděn
omorat	zabiti
omorat	zabitý
omorat	zabita
omorat	zabit
omorat	zabil
marturii	svědectví
marturii	posudky
marturii	svědectví
marturii	svědectví
aaron	aaron
falls	padá
falls	vodopády
falls	spadne
falls	falls
paraná	paraná
transformare	proměna
transformare	přeměna
transformare	transformace
transformare	proměny
academica	akademické
academica	akademický
promoveaza	propagovat
promoveaza	propagovat
digitale	digitální
abbas	abbás
grafic	grafu
grafic	graf
grafic	grafické
grafic	grafika
grafic	grafický
grafic	diagram
grafic	tabulka
grafic	schéma
grafic	graf
antrenori	trenéři
antrenori	trenéři
antrenori	tenisky
contul	účet
contul	účtu
pedeapsa	sankce
pedeapsa	trest
pedeapsa	potrestání
pedeapsa	trest
pedeapsa	sankce
pedeapsa	trest
pedeapsa	potrestání
pedeapsa	trest
mei	mei
sevilla	sevilla
sevilla	seville
definite	vymezené
definite	definovaný
definite	definováno
definite	definovaná
definite	definované
pauza	pauza
pauza	pozastavit
pauza	zlom
pauza	zlomit
pauza	pauza
pauza	přestávka
pauza	zlom
pauza	zlomit
pauza	pauza
pauza	přestávka
pauza	pauza
pauza	pozastavit
allan	allan
seminarul	seminář
globala	celosvětová
globala	global
globala	globální
torre	torre
conan	conan
brescia	brescia
sarcini	úkoly
sarcini	úlohy
sarcini	úkolů
circuitul	okruh
circuitul	obvod
circuitul	okruhu
infrant	poražen
infrant	poražený
infrant	poraženi
hrusciov	chruščov
roxana	roxana
ferrara	ferrara
string	řetězec
julian	julian
julian	juliana
julian	juliane
mandatului	mandát
mandatului	pověření
collins	collinsová
collins	collins
ontario	ontario
valoroase	cenný
valoroase	cenná
valoroase	cenné
valoroase	hodnotné
pianist	pianista
viet	viet
reclama	komerční
reclama	obchodní
reclama	reklamní
reclama	reklamy
reclama	reklama
reclama	inzerce
merite	zásluhy
merite	zásluh
tong	tong
comunicatii	sdělení
comunicatii	komunikační
comunicatii	komunikace
manga	manga
electorala	volební
indo	indo
marketing	marketing
montreal	montrealu
ribbentrop	ribbentrop
scade	pokles
scade	snížit
scade	snížení
ton	tuňáka
ton	tuňák
ton	tón
cheia	klíče
cheia	klíčové
cheia	klíčová
cheia	klíč
britannica	britannica
romanov	romanovců
vidin	vidin
mecanice	mechanické
mecanice	mechanická
mecanice	mechanický
ascunde	skrýt
ascunde	schovat
mobil	mobil
mobil	mobilní
sean	sean
sean	seana
schi	lyže
schi	lyžování
schi	lyžařská
schi	lyžařské
schi	lyžování
fondarea	založení
fondarea	zakládající
depozite	sklady
depozite	vklady
fictiv	fiktivní
fictiv	fiktivní
aeroport	letištní
aeroport	letiště
talentul	talentu
talentul	talent
talentul	nadání
oklahoma	oklahoma
permisiunea	svolení
permisiunea	povolení
permisiunea	oprávnění
bernhard	bernhard
nepoata	vnučku
nepoata	vnučka
nepoata	neteř
nepoata	vnučku
nepoata	vnučka
nepoata	neteř
batut	poražen
batut	porazil
batut	bit
batut	poražen
batut	porazil
batut	bit
pragul	práh
oua	vejce
oua	vajec
oua	vajíčka
oua	vejce
oua	vajec
oua	vajíčka
aristotel	aristoteles
alpha	alpha
alpha	alfa
atlético	atlético
liudmila	ljudmila
contrar	rozporu
sprijina	podporuje
tiparita	tištěné
rica	rica
imnul	hymna
imnul	hymnu
chirurgie	chirurgie
chirurgie	operace
afecta	ovlivnit
afecta	postihují
madison	madison
icoana	ikonu
icoana	ikona
icoana	ikony
xinglong	xinglong
amy	amy
klaus	klaus
adriana	adriano
adriana	adriana
pasi	kroků
pasi	schody
pasi	kroky
pasi	kroky
pasi	kroků
pasi	schody
pasi	kroky
spatial	prostorových
spatial	prostorové
legislatia	legislativa
butler	butler
butler	komorník
butler	sluha
discutat	probírali
inutil	zbytečné
inutil	zbytečná
inutil	zbytečné
rolling	rolling
rolling	válcování
explicatie	vysvětlení
explicatie	vysvětlení
ritm	rytmus
ritm	rytmu
hudson	hudson
nori	mraky
edmund	edmund
mercedes	mercedes
intelectuali	intelektuálové
intelectuali	duševní
intelectuali	intelektuální
proprietari	vlastníky
proprietari	vlastníci
proprietari	majitelé
protejat	chráněný
protejat	chráněná
protejat	chráněno
protejat	chráněné
ronald	ronald
ronald	ronalda
colective	kolektivu
colective	kolektivní
popularitate	popularita
popularitate	popularitu
gandit	myšlenka
gandit	myslel
homo	homo
homo	teplá
homo	gayové
homo	gay
homo	teplý
castle	zámek
castle	castle
castle	hrad
droguri	léky
droguri	drogy
droguri	fet
droguri	drogy
droguri	drog
droguri	drogy
droguri	droga
willem	willem
executie	poprava
executie	vykonání
executie	provedení
executie	popravu
executie	poprava
executie	vykonání
executie	provedení
executie	popravu
jucand	hraní
jucand	hrají
jucand	hrajeme
jucand	hraje
intervenit	zasáhl
generat	vytvořené
succese	úspěchy
succese	úspěšnost
succese	úspěch
bratislava	bratislava
damasc	damašku
nuvela	román
nuvela	novella
nuvela	novella
morbihan	morbihan
card	karta
card	vizitka
card	kartu
reformei	reformu
reformei	reformovat
reformei	reforma
reformei	reformy
necunoscute	neznámá
necunoscute	neznámý
necunoscute	neznámé
filipine	filipíny
secundara	sekundární
carabus	střevlík
promis	slíbili
promis	slíbil
promis	slíbila
rin	rin
rin	porýní
incident	incident
semnificatia	význam
plecare	odjezd
plecare	odlet
plecare	odjezdu
memorii	paměti
memorii	paměti
gandire	myšlení
gandire	přemýšlím
gandire	přemýšlení
identificate	identifikovány
identificate	identifikován
identificate	identifikoval
identificate	zjištěná
identificate	identifikována
anatomia	anatomie
farmacie	lékárna
farmacie	lékárna
farmacie	lékárny
biti	kousky
rightarm	rightarm
mexican	mexická
mexican	mexický
mexican	mexičan
mexican	mexické
five	pět
portrete	portréty
pictate	namaloval
aleksandr	alexandr
parcuri	parků
parcuri	parky
pozitiva	kladný
pozitiva	kladné
pozitiva	pozitivní
tiparit	tištěné
sangele	krvi
sangele	krve
sangele	blood
sangele	krev
marchiz	markýz
marchiz	markýzi
yemen	jemenu
cantand	zpívání
cantand	zpěv
cantand	zpívám
cantand	zpívání
cantand	zpěv
cantand	zpívám
stiluri	styly
protejarea	ochrana
norvegian	norské
norvegian	norský
impuscat	zastřelen
impuscat	střelen
impuscat	střela
impuscat	zastřelil
impuscat	výstřel
impuscat	zastřelen
impuscat	střelen
impuscat	střela
impuscat	zastřelil
impuscat	výstřel
salbatica	divočina
salbatica	divoká
salbatica	divoké
salbatica	divoký
teama	strachu
teama	strach
teama	strachu
teama	strach
statui	sochy
statui	soch
sambata	sobotu
sambata	sobota
sambata	sobotní
sambata	sobotu
sambata	sobota
sambata	sobotní
sambata	soboty
sambata	sobotu
sambata	sobota
sambata	sobotní
sambata	sobotu
sambata	sobota
sambata	sobotní
profesionisti	profesionálové
profesionisti	odborníci
profesionisti	profesionálové
profesionisti	odborníci
irlandez	irský
irlandez	ir
irlandez	irské
irlandez	irská
consilieri	poradců
consilieri	poradci
consilieri	poradci
consilieri	poradci
bunica	babičky
bunica	babička
bunica	bába
bunica	babka
bunica	babička
bunica	babičky
bunica	babička
bunica	babičky
bunica	babička
bunica	babičky
bunica	babička
lituaniei	lotyšsko
lituaniei	litva
limitate	omezeno
limitate	omezený
limitate	omezené
limitate	omezená
pereti	hradby
pereti	stěny
pereti	zdi
pereti	hradby
pereti	stěny
pereti	zdi
sándor	sándora
perry	perry
perry	perryho
sept	přepážku
distinctie	rozlišování
distinctie	rozlišovat
cronici	kronik
rugaciune	modlitbu
rugaciune	modlitba
rugaciune	modlitbu
rugaciune	modlitba
luther	luther
luther	luthera
personalitatea	osobnost
personalitatea	osobnosti
atelierul	workshop
atelierul	dílna
atelierul	seminář
cook	cook
cook	vařit
cook	kuchař
cook	kuchařka
blois	blois
abur	páry
abur	pára
abur	parní
oleg	oleg
respectarea	soulad
respectarea	dodržování
vama	celní
vama	celní
interimar	prozatímní
adult	dospělých
adult	dospělé
adult	dospělá
adult	dospělí
adult	dospělý
imparte	rozdělit
imparte	split
experimental	experimentální
dir	dir
helsinki	helsinkách
julia	julie
julia	julii
julia	julia
mussolini	mussolini
scooby	scooby
faimos	slavná
faimos	slavní
faimos	slavný
faimos	slavné
magdalena	magdalena
anastasia	anastasia
studiourile	studia
bat	bat
bat	pálka
bat	netopýr
apr	apr
apr	duben
mintea	mysl
dmitri	dmitrij
dmitri	dmitri
americanii	američané
americanii	američani
americanii	američany
sarb	srbské
sarb	srbské
documentul	dokument
documentul	dokumentu
documentul	doklad
baba	baba
baba	baba
preocupat	dotčená
preocupat	znepokojen
preocupat	dotčené
preocupat	dotčený
brusc	najednou
brusc	náhle
brusc	náhlá
brusc	náhlý
brusc	náhlé
debehogne	debehogne
japonezi	japonské
japonezi	japonská
japonezi	japonský
japonezi	japonec
inspirata	inspirovala
inspirata	inspiroval
paraguay	paraguaye
jennifer	jennifer
facto	facto
cantal	cantal
izolat	izolované
izolat	izolovaný
izolat	izolované
izolat	ojedinělé
izolat	izolovaný
berg	berg
anulat	zrušen
anulat	zrušené
anulat	zrušeno
anulat	zrušena
anulat	zrušen
anulat	zrušené
anulat	zrušeno
anulat	zrušena
precizeaza	specifikovat
precizeaza	uveďte
precizeaza	upřesnit
evaluare	hodnocení
evaluare	rating
evaluare	vyhodnocení
evaluare	hodnocení
evaluare	zhodnocení
evaluare	posuzování
evaluare	vyhodnocení
evaluare	hodnocení
evaluare	posouzení
evaluare	zhodnocení
evaluare	oceňování
evaluare	ocenění
evaluare	ohodnocení
asediu	obléhání
asediu	obležení
divizat	rozdělený
divizat	rozdělené
divizat	rozdělená
divizat	rozdělena
divizat	rozdělit
divizat	split
bergamo	bergamo
taxe	daní
taxe	daně
taxe	poplatků
taxe	poplatky
novo	novo
enterprise	podnik
enterprise	podnikání
enterprise	enterprise
inamic	nepříteli
inamic	nepřítel
vehicul	vozidlo
vehicul	vozidla
botanica	botaniky
botanica	botanické
botanica	botaniky
botanica	botanické
diferentele	odlišnosti
diferentele	rozdíly
diferentele	neshody
diferentele	rozdílů
servi	podávat
servi	sloužit
hanul	hostinec
hanul	inn
presupus	předpokládal
presupus	předpokládala
presupus	údajně
presupus	údajný
presupus	údajné
presupus	údajného
presupus	předpokládaný
nagy	nagy
musulmane	muslim
musulmane	muslimské
modificata	upravený
modificata	změněno
modificata	modifikované
modificata	upraveno
modificata	upravené
modificata	upravená
modificata	změněno
definitiva	definitivní
restaurarea	obnovení
restaurarea	obnova
restaurarea	renovace
emerit	emeritní
cafenea	kavárny
cafenea	kavárna
cafenea	cafe
cafenea	café
cafenea	kavárny
cafenea	kavárna
cafenea	café
permanente	trvalý
permanente	trvalá
permanente	permanentní
permanente	trvalé
permanente	stálá
vizibila	viditelný
vizibila	viditelná
vizibila	viditelné
asociatie	asociace
asociatie	sdružování
asociatie	sdružení
asociatie	přidružení
index	index
index	rejstřík
obisnuita	obyčejné
obisnuita	obyčejná
obisnuita	obyčejný
moral	morálně
moral	morální
kenneth	kenneth
trofee	trofeje
asigurari	pojistka
asigurari	pojištění
asigurari	pojišťovací
asigurari	pojišťovnictví
asigurari	pojistka
asigurari	pojištění
asigurari	pojišťovací
asigurari	pojišťovnictví
dispute	spory
portughez	portugalské
portughez	portugalská
functionar	úředník
functionar	úředník
haiti	haiti
sindromul	syndromu
sindromul	syndrom
locatie	lokace
locatie	místo
locatie	poloha
locatie	umístění
locatie	lokalita
eugene	eugene
candva	někdy
candva	někdy
persan	perské
traseu	stopu
traseu	stezka
traseu	stopa
traseu	trasa
traseu	cesta
imbunatatit	zlepšila
imbunatatit	posílené
vinde	prodávat
vinde	prodej
vinde	prodat
atlantique	atlantique
arhitecturale	architektonické
logic	logicky
logic	logické
logic	logický
logic	logická
logic	logika
logic	logická
logic	logiku
logic	logický
logic	logické
precizie	precizní
precizie	přesnost
precizie	správnost
precizie	přesnost
precizie	přesnosti
meyer	meyer
masoara	opatření
masoara	změřit
dom	kupole
dom	dome
dom	dome
dom	dom
fame	sláva
fame	slávy
fame	slávu
controlat	ovládané
controlat	kontrolovaných
controlat	kontrolované
controlat	řízené
actionat	jednala
actionat	jednal
coleg	kolega
coleg	kolegyně
coleg	spolupracovník
coleg	kolega
coleg	kolegyně
express	expres
express	express
express	vyjádřit
express	expresní
amt	amt
nel	nel
baltice	baltského
mustafa	mustafa
ardere	spalování
ardere	spalovací
ardere	pálení
ardere	hořící
ardere	hoří
cost	nákladů
cost	cena
cost	náklady
modifica	pozměnit
modifica	upravit
boeing	boeing
intoarcere	návrat
cercetatorii	výzkumných
pestera	jeskyně
