قفسه	선반
ظلم	박해
ظلم	억압
تمرینات	훈련
تمرینات	트레이닝
خرچنگ	바닷가재
خرچنگ	크랩
کشنده	치명적
کشنده	치명적이다
کشنده	치명적
کشنده	치명적
بوته	부시
کاتالان	카탈루냐
کاتالان	카탈루냐어
گرسنگی	굶주림
گرسنگی	헝거
گرسنگی	배고픔
پالایش	필터링
پالایش	필터
پالایش	필터링
رمزی	램지
چاله	웅덩이
شاهکار	스턴트
شاهکار	걸작
شاهکار	feat
نویز	소음
نویز	잡음
نمانده	거의
داش	대시
ریچل	레이첼
شیلا	쉴라
جغد	올빼미
جغد	부엉이
عمرو	amr
تاثیرات	영향
تاثیرات	효과
احتمالات	확률
احتمالات	확률
احتمالات	확률론
یتیم	고아
یتیم	고아
دوس	dos
شفا	낫다
شفا	힐링
مغازه	상점
مغازه	가게
مغازه	쇼핑
نشانگان	증후군
کنکور	시험
کنکور	검사
نهفته	잠재
نهفته	임베디드
روانپزشکی	정신의학
گلکسی	은하
گلکسی	갤럭시
آزادانه	자유롭게
پاها	다리
خواهران	시스터스
خواهران	자매들
خواهران	자매
اکو	eco
قبله	방향
خوشبختانه	다행히
تیتراژ	크레딧
تیتراژ	학점
ولفگانگ	볼프강
وزنه	무게
وزنه	몸무게
وزنه	몸무게가
وزنه	체중
اجداد	조상
اجداد	조상
پت	애완동물
پاپی	양귀비
پایش	스캔
پایش	스캐닝
پایش	모니터링
پایش	모니터링
آلیکانته	알리칸테
فانی	파니
پهلو	나란히
پهلو	측면
پهلو	사이드
پهلو	측면
اکسپرس	익스프레스
اسکس	에식스
نخبگان	엘리트
فینیکس	캡슐
فینیکس	피닉스
کرو	crow
کرو	까마귀
کرو	카레브
ترتیبی	순서수
کرایسلر	크라이슬러
اوا	에바
هلسینکی	헬싱키
آندورا	안도라
اجبار	강제
اجبار	포스
اجبار	충동
اجبار	강제
اجبار	강제
اجبار	강제로
معقول	합리적
معقول	합리적
بارگیری	다운로드
بارگیری	로딩
بارگیری	다운로드
بارگیری	다운로드
مذکر	남성
مذکر	수컷
دایناسور	공룡
بقا	생존
تورینو	tra
متفرقه	기타
آدریان	아드리안
هیچکدام	없음
اویل	오일
اویل	석유
اویل	기름
گیبسون	깁슨
استثنای	예외
هراس	테러리즘
هراس	공포
هراس	테러
آوازی	보컬
مغولی	몽골어
مغولی	몽골
استفن	스테판
استفن	슈테판
رسوایی	스캔들
طغیان	반란군
طغیان	반군
طغیان	반란
نیاکان	조상
نیاکان	조상
الزامی	필수
عجیبی	이상한
عجیبی	이상하다
حمد	하마드
حمد	칭찬
حمد	찬미
حمد	찬양
نوشیدن	음주
نوشیدن	마시기
نوشیدن	음료
نوشیدن	음료수
سفره	탁자
سفره	식탁
سفره	테이블
مالدیو	몰디브
هل	hal
اشمیت	슈미트
اشمیت	슈밋
اشمیت	슈미트
لوتر	루터
راهبرد	가이드라인
راهبرد	전략
استنباط	추정
استنباط	추론
رمزگذاری	암호화
فرانچسکو	프란시스코
فرانچسکو	프란체스코
زا	생성기
زا	발전기
مصادره	몰수
سازندگی	공사
سازندگی	건설
سازندگی	건축
وارث	상속인
وارث	상속
وارث	상속자
روزولت	루스벨트
روزولت	루즈벨트
دماغه	케이프
کوستا	코스타
دیم	어둡게
دیم	흐림
راش	러쉬
ققنوس	피닉스
اوراسیا	유라시아
مرگبار	치명적이다
مرگبار	치명적
مرگبار	치명적
کابین	객실
کابین	오두막
وکالت	변호사
جوجه	치킨
جوجه	닭고기
بهبودی	복구
بهبودی	회복
بهبودی	향상
بهبودی	개선
عینک	안경
هومبولت	훔볼트
مارکسیسم	마르크스주의
میرود	걷기
کج	기울임꼴
کج	이탤릭체
ناکام	실망
ناکام	좌절
شمع	양초
شمع	촛불
شمع	양초
شمع	촛불
پشتو	파슈토어
توبه	회개
توبه	회개
شلوغ	바쁜
شلوغ	바쁘다
شلوغ	바빠
ژولیت	줄리엣
ژولیت	줄리엣
بنیامین	벤저민
بنیامین	벤자민
فال	포춘
ونسان	빈센트
لوکا	루카
فیس	facebook
فیس	페이스북
هاروی	하비
توییتر	twitter
توییتر	트위터
ید	아이오딘
تنور	오븐
بیاورند	프로듀스
عصبانی	앵그리
عصبانی	화나
عصبانی	화난
عصبانی	화가
جوآن	조앤
شعرای	노랫말
استوک	스토크스
استوک	스토크
زباله	낭비
زباله	폐기물
زباله	쓰레기통
زباله	휴지통
زباله	쓰레기
زباله	쓰레기
آشیانه	둥지
توهم	환각
توهم	착각
توهم	환상
آشامیدنی	음주
آشامیدنی	마시기
الاهلی	상용
الاهلی	상업용
الاهلی	상업
آزادسازی	해방
شکلات	초콜릿
شکلات	초콜렛
الک	알렉
الک	앨릭
آفتابی	써니
آفتابی	화창한
آفتابی	맑음
ترجیحات	환경설정
جوشکاری	용접
چهارچوب	프레임워크
استثنایی	특수
استثنایی	특별한
استثنایی	스페셜
استثنایی	특별
تاجیک	타지키스탄
بوت	부스
چیبا	치바
چیبا	지바
باربادوس	바베이도스
بلیک	블레이크
انفجاری	폭발
انفجاری	폭발물
گیت	대문
گیت	게이트
گیت	git
گیت	게이츠
انتحاری	자살
اوکراینی	우크라이나
اوکراینی	우크라이나어
قلمروی	영토
قلمروی	준주
ترانزیستور	트랜지스터
امتناع	거절
بازل	바젤
مهمانی	party
مهمانی	파티
مهمانی	연회장
مهمانی	연회
رویت	턴제
مفاصل	관절
پیشانی	이마
وفور	풍성한
کاسپین	카스피
بگو	say
آزاده	free
آزاده	무료
آزاده	자유
پدران	조상
پدران	선조
پگاه	초기
پگاه	일찍
توفان	태풍
توفان	타이푼
توفان	폭풍
توفان	폭풍우
توفان	스톰
قطعا	확실히
اژدهای	드래곤볼
اژدهای	드래곤
بالتیمور	볼티모어
بعدا	나중에
تسهیلات	유틸리티
نژادپرستی	인종차별
اینتل	인텔
استرس	스트레스
استرس	스트레스
ناب	순수한
ناب	순수
مفسر	통역
مفسر	인터프리터
آندرا	안드레아
متعارف	표준
بیهوده	허영
بیضی	타원
بیضی	타원
بیضی	타원형
کمرنگ	창백한
کلسترول	콜레스테롤
مدفوع	대변
مدفوع	대변
مدفوع	변이
هلیکوپتر	헬리콥터
هلیکوپتر	헬기
شیوا	시바
گلو	목구멍
گلو	목이
سریالی	직렬
سریالی	시리얼
ندیده	읽음
بطن	복부
آهو	사슴
آهو	가젤
منگنز	망가니즈
برگه	시트
کاذب	거짓
کاذب	가짜
جگوار	재규어
فازی	퍼지
امینم	에미넴
یوکوهاما	요코하마
موقتی	일시적
موقتی	일시적으로
موقتی	임시
موقتی	일시적
موقتی	임시
موقتی	체온
موقتی	온도
ایمی	에이미
روشنگری	계몽주의
روشنگری	계몽
هود	후드
شلوار	바지
شلوار	바지
سیتروئن	시트로엥
شکمی	복부
پذیرد	수락
سوزوکی	스즈키
رادیکال	급진주의
سنسور	센서
خازن	축전기
لیتل	리틀
طیب	신부
خطاهای	오류
خرابی	실패
خرابی	파괴
خرابی	실패
بوسه	키스
بوسه	키스
بوسه	kiss
اعماق	깊은
اعماق	깊게
لاو	라오스
لاو	luv
بخشیده	용서
جنت	재닛
جنت	자넷
کامپایلر	컴파일러
ونوس	금성
ونوس	비너스
دانته	단테
آقایی	신사
فرزانه	지혜로운
فرزانه	현명한
فرزانه	지혜
ویستا	비스타
اسهال	설사
پرستون	프레스턴
پرستون	프레스톤
چیدمان	배치
چیدمان	layout
چیدمان	레이아웃
جنگجویان	전사
جنگجویان	워리어스
کران	청각
بازگرداندن	복구
بازگرداندن	복원하기
بازگرداندن	복원
پردازی	프로세싱
پردازی	처리
سرم	혈청
روبن	루벤
روبن	루벤
حضورش	존재
گرانده	그란데
پلانک	플랑크
رانندگان	운전자
رانندگان	드라이버
رانندگان	운전사
ناپولی	나폴리
مبارزان	파이터스
مبارزان	파이터
مبارزان	파이터즈
مبارزان	전투기
مبارزان	파이터
ماهه	개월
جوراب	양말
جوراب	양말
جوراب	socks
سیلور	실버
تحرک	움직임
تحرک	운동
تحرک	모빌리티
تحرک	mobility
شایعه	소문
لیتیم	리튬
خانات	칸국
نئو	네오지오
نئو	네오
دفعات	타임스
دفعات	타임즈
لطیف	미묘
لطیف	미묘한
ساعتی	시간마다
ساعتی	시간별
ساعتی	시간
خورش	스튜
کما	혼수
پره	가득
بحثش	토론
بحثش	논의
ارتشی	군사
ارتشی	육군
ارتشی	군대
داوطلبان	자원봉사자
داوطلبان	자원봉사
داوطلبان	봉사자
ناتوان	약한
ناتوان	약해
مکی	마키
آشفته	화나
آشفته	혼란
غرور	자존심
غرور	프라이드
غرور	허영
نامعتبر	오류
مدیون	신세
ساب	서브
ساندرلند	선덜랜드
چریکی	게릴라
کوارتز	쿼츠
کشتیرانی	배송
کشتیرانی	발송
اسپین	스핀
رومانیایی	루마니아
رومانیایی	루마니아인
رومانیایی	루마니아어
آرایشی	화장
آرایشی	메이크업
گلف	골프
آماندا	아만다
ول	val
ویلن	바이올린
کریکت	크리켓
مینو	미노
آغوش	포옹
آغوش	무기
آغوش	포옹
فیلترینگ	필터링
پناهندگان	난민
آشفتگی	혼란
آشفتگی	혼돈
آشفتگی	카오스
آشفتگی	혼란
آشفتگی	혼돈
آشفتگی	혼동
توسکانی	토스카나
توسکانی	토스카나
مهتاب	문라이트
مهتاب	달빛
زیباست	아름다운
زیباست	아름다워
زیباست	아름답다
خسارات	손해
خسارات	손실
دیل	데일
پروستات	전립선
داون	새벽
نزدیکان	친척
سواره	승마
سواره	라이딩
سواره	기병대
سواره	기병
سیاستهای	정책
بزمجه	모니터
بزمجه	모니터링
گرنت	그랜트
دیلی	딜리
دیلی	일일
دیلی	데일리
دیلی	일간
دیلی	일상
گردهمایی	동창회
بیگانگان	외계인
دبیرخانه	사무국
دوقلو	쌍둥이
دوقلو	트윈
دوقلو	쌍둥이
دوقلو	트윈스
چاقو	나이프
اورژانس	응급
اورژانس	비상사태
دانکن	덩컨
فایرفاکس	파이어폭스
فایرفاکس	firefox
تعمیرات	수리
تعمیرات	수리
رقمی	디지털
براق	윤기
کاکایی	갈매기
لمسی	터치스크린
بروکس	브룩스
شورولت	쉐보레
آدینه	금요일
آدینه	프라이데이
رستگاری	구원
رستگاری	구원
آلکس	알렉스
آلکس	앨릭스
برمودا	버뮤다
دلیجان	코치
نپتون	해왕성
نپتون	넵튠
گمرک	관세
گمرک	세관
گمرک	관습
معرف	나타냅니다
کلکته	콜카타
کلکته	캘커타
نهی	금지
نهی	금지
نهی	금지
توپولوژی	위상수학
گنجه	옷장
هک	해킹
هک	해킹
هک	hack
هک	해킹
گیج	혼란
کال	kal
ناتالی	나탈리
ناتالی	nathalie
رویا	드림
واکنشی	반응
واکنشی	공감
میلتون	밀튼
میلتون	밀턴
کارآگاه	형사
کارآگاه	탐정
مرجانی	산호
افتتاحیه	시사회
افتتاحیه	취임식
افتتاحیه	오프닝
افتتاحیه	개봉
کالینز	콜린스
تجار	상인
تجار	상인인
گابن	가봉
دوپینگ	도핑
جدای	제다이
مزه	취향
مزه	맛이
بلاک	차단
بلاک	블록
بلاک	블럭
اتیل	에틸
منیزیم	마그네슘
همسری	배우자
کراس	교차
کراس	십자
کراس	십자가
کراس	크로스
مقوله	카테고리
مقوله	범주
مقوله	분류
فامیل	가족
فامیل	가족과
فامیل	패밀리
مرخصی	방학
مرخصی	휴가
ماکسول	맥스웰
برونئی	브루나이
سرخرگ	동맥
انطباق	우연
حوصله	분위기
حوصله	기분
همون	같은
همون	동일
همون	똑같이
شار	플럭스
جوئل	조엘
قبولی	합격
بریتنی	브르타뉴
بریتنی	브리트니
ساختمانهای	건물
ساختمانهای	건축물
ساختمانهای	건물들
ساختمانهای	빌딩
آفت	해충
توانا	강력
توانا	강력한
توانا	강력하다
گواه	목격자
گواه	증인
گواه	증언
باتلر	버틀러
معاش	생계
سوختن	굽기
سوختن	화상
سوختن	불타는
معترض	평론
معترض	크리틱스
معترض	비평가
سامرست	서머싯
نمایه	프로파일
نمایه	프로필
نمایه	색인
نمایه	인덱스
فنجان	cup
عالیه	대박
هابل	허블
روکش	패드
روکش	담요
روکش	이불
ژولیوس	줄리어스
تریاک	아편
کاونتری	코번트리
استیت	상태
استیت	국가
همسایگان	이웃들
همسایگان	이웃
همسایگان	이웃
برخورداری	즐거움
برخورداری	쾌락
تامس	토머스
تامس	토마스
بندیکت	베네딕도
بندیکت	베네딕토
بندیکت	베네딕트
پیوستگی	연속성
پیوستگی	연속
دکستر	덱스터
استوانه	실린더
سافت	부드러워
سافت	청량
سافت	부드럽게
سافت	부드러운
سافت	소프트
لغوی	낱말
ولد	블라드
ولد	용접
مدلهای	모델
مدلهای	모형
فارو	페로
لوور	루브르
مجرم	범죄자
مجرم	유죄
تراش	선반
مست	취해
درو	드류
درو	드루
فیسبوک	facebook
فیسبوک	페이스북
برادری	브라더후드
برادری	형제단
الا	엘라
الا	ala
شرلی	셜리
فریزر	프레이저
فریزر	냉동
فریزر	냉장고
داگ	덕이
داگ	더그
قلیایی	알칼리
قلیایی	금속
میهمان	게스트로
میهمان	손님
میهمان	게스트
میهمان	참석자
میهمان	손님
میهمان	게스트
میهمان	참석자
میهمان	손님들
بیسائو	비사우
مالکوم	맬컴
مالکوم	말콤
عدل	정의
والا	높음
والا	하이
تندی	탠디
مشعل	토치
مشعل	횃불
غذاها	음식
غذاها	식품
توسل	항소
توسل	호소
آسایش	위안
آسایش	위안부
رویای	드림
مارین	마린
مارین	마린
مارین	해병대
کمانچه	바이올린
سواران	라이더스
سواران	라이더
سواران	기병대
سواران	기병
استرلینگ	스털링
استرلینگ	스털링
استقامت	환자
کاست	카스트
کاست	카세트
جکی	재키
دهانی	구강
خاله	숙모
خاله	고모
خاله	이모
خاله	이모가
آذرخش	bolt
آذرخش	볼트
آذرخش	라이트닝
آذرخش	번개
تجسم	시각화
تجسم	시각화
کوارک	쿼크
تشکل	블록
تجارب	경험
تجارب	체험
ترینیتی	트리니티
ترینیتی	삼위일체
فتنه	박해
مدونا	성모
مدونا	마돈나
وودی	우디
کثیف	더러운
کثیف	더러운
سرآغاز	prologue
مسجدی	모스크
استانداردها	표준
آفرین	bravo
آفرین	브라보
متروپولیتن	메트로폴리탄
جدال	논란
جدال	논쟁
جدال	분쟁
دکترین	교리
طبقاتی	학급
طبقاتی	계급
طبقاتی	클래스
طبقاتی	수업
اشلی	애슐리
کشمکش	투쟁
کشمکش	갈등
کشمکش	갈등이
کشمکش	충돌
کشمکش	분쟁
مشروعیت	합법
جابز	작업
جابز	일자리
جابز	직업
جابز	잡스
خیره	응시
نورپردازی	조명
واحدها	유닛
واحدها	단위계
واحدها	단위
تامپسون	톰프슨
مشتاق	열망
مشتاق	열정
نیوتون	뉴턴
یکپارچگی	통합
دیگ	냄비
دیگ	화분
نمکی	소금
جریانی	스트리밍
جریانی	스트림
جریانی	흐름
فوربز	포브스
همتا	피어
همتا	동료
درمانگاه	클리닉
درمانگاه	진료소
سرامیک	세라믹
سرامیک	도자기
سرامیک	세라믹
سرامیک	도자기
قانونگذاری	입법
قانونگذاری	입법
قانونگذاری	법률
کرالا	케랄라
زیرزمین	지하
زیرزمین	언더그라운드
زیرزمین	지하
زیرزمین	지하도
عقرب	전갈자리
عقرب	스콜피온
عقرب	전갈
رایس	라이스
آمارهای	통계
آمارهای	통계학
بیندازید	깁스
بیندازید	캐스트
بیندازید	캐스팅
تریسی	트레이시
لمور	여우원숭이
تسلیت	애도
مجارستانی	헝가리
مجارستانی	헝가리어
طاعون	전염병
طاعون	흑사병
طاعون	페스트
دعوا	파이팅
جولیان	율리우스
جولیان	율리아누스
جولیان	율리안
متا	메타
اسپرینگز	스프링
اسپرینگز	스프링스
نوارهای	테이프
براندنبورگ	브란덴부르크
اکسپلورر	익스플로러
اکسپلورر	탐색기
اکسپلورر	탐험
گرو	그로브
لبنانی	레바논
سرگردان	방황
سرگردان	방황
الکترود	전극
الکترود	전극
خیزش	폭동
خیزش	봉기
درین	배수
درین	배수지
پذیرفتن	합격
نشنال	국립
نشنال	내셔널
نشنال	국민
تریس	트리스
شیره	시럽
فدایی	보상
اتباع	내셔널스
اهریمن	악마
سیرک	서커스
نشت	누출
گریم	화장
گریم	메이크업
دیود	다이오드
دیود	아디
بنک	뱅크
بنک	은행
بنک	뱅크스
بنک	뱅크
بنک	은행
پنی	페니
اوبونتو	우분투
کارگزاران	경영진
شبی	밤에
شبی	나이트
خریدار	구매자
خریدار	구매
خریدار	구입
خریدار	구매하기
خریدار	구매
خریدار	구매
لوکارنو	로카르노
فنول	페놀
برگی	나뭇잎
برگی	리프
نگارگری	세례
ترمز	브레이크
ترمز	브레이크
ایستا	정적
پائول	파울로스
پائول	파울로
پائول	바울
پائول	파울
دالی	돌리
کلانتر	보안관
پنگوئن	펭귄
سیلیکون	실리콘
سیلیکون	규소
سیلیکون	실리콘
سریانی	시리아어
ادیسون	에디슨
فرای	프라이
رودولف	루돌프
رودولف	루돌프
ایوب	직업
ایوب	욥기
گودال	구멍
گودال	구멍이
برنزی	청동기
برنزی	청동
وا	wah
خلاق	생산적
خلاق	크리에이티브
آشپزخانه	부엌
آشپزخانه	주방
کارمن	카르멘
سیرا	시에라
جیبوتی	지부티
هوس	욕망
هوس	성욕
هوس	욕망
هوس	욕구
هوس	욕망이
دوما	두번째로
شکارچیان	사냥꾼
شکارچیان	헌터
فرمی	페르미
کلاهک	cap
سفینه	선박
عناصری	원소
سرکه	식초
سکو	플랫폼
کود	비료
کود	비료
لوسیا	루시아
عروسکی	인형
لاری	래리
قطعیت	불확실
قطعیت	불확정성
پیل	껍질
گردشی	변위
دیپلماسی	외교
تیروئید	갑상샘
تیروئید	갑상선
کاردیف	카디프
آدلاید	애들레이드
آدلاید	아델라이드
فروسرخ	적외선
سنگفرش	도로
بازاری	마켓
بازاری	시장
شعاعی	시선
تشنج	발작
تشنج	발작
کوانتوم	양자
پیمایش	순회
چرم	가죽
بیتلز	beatles
بیتلز	비틀즈
جیک	제이크
اجساد	시체
ریچاردسون	리처드슨
سبد	바스켓
سبد	바구니
هیون	헤이븐
ساندویچ	샌드위치
ساندویچ	샌드위치
مرشد	멘토
طلسم	매력
میگل	미겔
دانشگاههای	대학
عادلانه	공정
عادلانه	박람회
عادلانه	페어
روشنفکری	계몽주의
روشنفکری	계몽
ارغوانی	보라색
ارغوانی	자주색
پارکینگ	주차장
پارکینگ	주차
قنطورس	센타우루스자리
خلوت	비공개
خلوت	프라이버시
اپراتور	작용소
اپراتور	연산자
اپراتور	운영자
اشتیاق	그리움
اشتیاق	열정
اشتیاق	열정
زحل	토성
سامورایی	사무라이
ایزابل	이사벨
ایزابل	이자벨
ایزابل	이사벨
ایزابل	이자벨
رگ	정맥
پرز	페레즈
ویلیس	윌리스
نوترون	중성자
پلکان	계단
پلکان	계단
معایب	결함
لحظات	moments
لحظات	순간
خلأ	공허
خلأ	무효
خلأ	진공
امت	에밋
امت	커뮤니티
امت	공동체
لیزا	리사
گوشتی	고기
گوشتی	육체
پاکستانی	파키스탄
قضات	판사
کاشته	심어
قاشق	숟가락
قاشق	숟가락
قاشق	스푼
باقیمانده	나머지
ریسمان	로프
ریسمان	밧줄
دیکتاتور	독재자
چاره	해결책
چاره	솔루션
بخاری	히터
اورانوس	천왕성
آمریکن	아메리칸
آمریکن	미국인
طبی	대마초
طبی	의학
طبی	의료
امشب	tonight
امشب	오늘밤
دایناسورها	공룡
توازن	패리티
توازن	균형
توازن	밸런스
توازن	잔액
برادوی	브로드웨이
امیلیا	에밀리아
امیلیا	아멜리아
کارنگی	카네기
زبانها	언어
کوردوبا	코르도바
کوردوبا	코르도바
نارضایتی	불만
نارضایتی	불만
ترانس	트랜스
ترانس	트랜스월드
ترانس	트랜스포트
آرتمیس	아르테미스
پک	pac
نقاب	마스크
رنگارنگ	화려하다
اولیور	올리버
انتساب	할당
اوون	오웬
پروتئینی	단백질
الفبایی	가나다순
الفبایی	가나다순으로
سلتیک	켈트
سلتیک	셀틱
صهیونیسم	시오니즘
صهیونیسم	시온주의
آلو	자두
آلو	자두
آلو	알로에
چیس	체이스
پلیمر	중합체
خلاء	진공
ثانوی	중등
ادواردو	에두아르도
مارتن	마르틴
مارتن	마틴
کباب	바비큐
کباب	바베큐
مای	메이
آیزاک	이삭
تلف	낭비
تلف	폐기물
آلان	앨런
آلان	알렌
آلان	알란
کجای	어디서
کجای	어디
کجای	어디에
کجای	어디로
کینه	증오
کینه	미움
کینه	혐오
کینه	복수
کینه	악의
نیمکره	반구
حکاکی	비문
ساکورا	사쿠라
تولوز	툴루즈
رقصنده	댄서
رقصنده	무용수
رقصنده	댄서
رقصنده	dancer
نش	내시
مکانهای	위치
ماکسیمیلیان	막시밀리아노
اعترافات	고백
سوزاندن	굽기
سوزاندن	화상
سوزاندن	불타는
مارمولک	도마뱀과
مارمولک	도마뱀
کنایه	풍자
کلم	양배추
امگا	오메가
پالرمو	팔레르모
زنانی	여자들
زنانی	여자
زنانی	여성
دونده	달리기
ماکیان	가금류
ماکیان	백조자리
ماکیان	시그너스
ماکیان	백조자리
متغیرها	변광성
متغیرها	변수
متغیرها	변수
طارم	tarom
نبردناو	전함
چینگ	칭칭
جرالد	제럴드
بخشش	자비
بخشش	용서
کاربردها	애플리케이션
کاربردها	어플리케이션
مبنا	기지
مبنا	베이스
فلوت	플룻
فلوت	플루트
ادو	ado
مرزها	국경
مرزها	경계선
مرزها	프론티어
شبنم	이슬
شبنم	이슬이
بوهم	보헤미아
گذرنامه	여권
موسیقیدان	음악가
موسیقیدان	연주자
موسیقیدان	뮤지션
هیوز	휴스
هیوز	휴즈
تخیل	상상력
تخیل	상상
دومینیکا	도미니카
واژگانی	낱말
ساماندهی	규제
بردگی	노예제도
بردگی	노예제
لاستیک	고무
لاستیک	타이어
زنگی	흑인
تشخیصی	진단
گرفتگی	일식
گرفتگی	이클립스
پتی	페티
پتی	패티
غیرمستقیم	간접
بازدیدکنندگان	시청자
صیاد	프레데터
آلبر	알베르트
آلبر	앨버트
دات	dot
گذشتن	지나가다
گذشتن	지나가다가
گذشتن	지나가
گذشتن	지나가는
مقصر	비난
ناخدا	캡틴
ناخدا	대위
ناخدا	선장
درخشندگی	섬광
مخلوطی	혼합물
مخلوطی	반죽
مخلوطی	혼합
ساید	시드
ساید	sid
گرانادا	그레나다
گرانادا	그레나다의
گرانادا	그라나다
استثنا	예외
استثنا	예외
آمین	아멘
اصطکاک	마찰
اصطکاک	마찰력
گامبیا	감비아
سوماترا	수마트라
درسدن	드레스덴
کوزه	항아리
کوزه	항아리
فرابنفش	자외선
دوزخ	지옥
دوزخ	인페르노
دروغین	거짓
دروغین	가짜
الکسی	알렉세이
هاو	하우
مارتینز	마르티네스
مارتینز	마르티네즈
پروفایل	프로파일
پروفایل	프로필
تسریع	가속도
تسریع	가속
شربت	주스
شربت	쥬스
شربت	시럽
سیگما	시그마
برک	버크
آیچی	아이치
آبجو	맥주
مات	마테
مات	매트
مات	불투명
مات	불투명한
فراغت	레저
کلئوپاترا	클레오파트라
ذغال	석탄
مفعول	객체
مفعول	개체
مفعول	대상
مفعول	천체
مفعول	아래쪽
مفعول	밑바닥
مفعول	아래
مفعول	하단
مفعول	바닥
کرمی	벌레
ضربان	맥박
ضربان	펄스
آیینه	거울
آیینه	미러
کفر	거부
کفر	부정
حلزون	달팽이
حلزون	갑각류
حلزون	조개
حلزون	조개류
فاسد	부패
فاسد	썩어
ابرها	구름
نویسه	char
نویسه	성격
نویسه	문자
نویسه	캐릭터
نویسه	인물
نویسه	문자
نویسه	등장인물
چسب	접착제
چسب	접착제
سیلویا	실비아
سیلویا	실비아
شناختن	식별
شناختن	식별하기
اویلر	오일러
سرسخت	고집
کلینیک	클리닉
کلینیک	진료소
پیشگویی	예언
قولی	약속
مردانی	멘트
مردانی	남성
مردانی	남자
سیکورسکی	시코르스키
آریل	아리엘
لینچ	린치
پیشنهادهای	추천
پیشنهادهای	제안
شیرهای	라이온스
شیرهای	라이언스
شیرهای	사자
ترامپ	트럼프
فارنهایت	화씨
خردمند	지능형
خردمند	지혜로운
خردمند	현명한
خردمند	지혜
تاسف	후회
معاینه	시험
معاینه	검사
معاینه	시험
یادمان	기념탑
یادمان	기념물
یادمان	모뉴먼트
یادمان	기념비
مگابایت	mib
هرمس	헤르메스
هضم	소화
هضم	소화
هضم	소화
هضم	잉태
هضم	임신
جنگها	전쟁
پالایه	필터링
پالایه	필터
سوت	휘파람
سوت	휘파람
آنتیگوا	앤티가
استیونز	스티븐스
مگی	매기
همراهان	동반자
کابوس	악몽
مازاد	잉여
مازاد	초과
ورشکستگی	파산
ورشکستگی	파산
لیام	liam
داکوتا	다코타
آرمانی	아르마니
کپلر	케플러
فواید	웰빙
فواید	혜택
فواید	이득
دهها	수십
دنور	덴버
رودها	스트림
سوئیفت	스위프트
سوئیفت	swift
کامپایل	컴파일
کامپایل	컴필레이션
کامپایل	컴파일러
کامپایل	컴파일
