mont	mont
przedstawiciela	esindaja
piwo	õlut
piwo	õlle
piwo	õlu
piwo	õlled
arystokrata	aristokraat
kultur	kultuurid
katastrof	katastroofide
katastrof	katastroofide
komenda	käsk
komenda	käsu
atlantic	atlandi
atlantic	atlantic
uni	uni
pokonać	peksa
pokonać	kaotus
age	age
age	vanust
age	vanus
rysunek	pilt
rysunek	pildi
rysunek	visand
rysunek	joonis
rysunek	joonis
rysunek	joonistamine
widząc	nähes
urzędnicy	ametnikud
urzędnicy	ametnikud
panorama	panorama
gitarze	kitarr
karne	karistus
dole	abiraha
marsa	mars
marsa	marss
podpis	pealdis
podpis	caption
podpis	signatuur
podpis	allkiri
znajomości	ühendused
nigerii	nigeeria
nigerii	nigeeria
potencjał	potentsiaal
potencjał	potentsiaali
włoskie	itaalia
xbox	xbox
boeing	boeing
niespodziewanie	ootamatult
niespodziewanie	üllatavalt
wirginia	virginia
wirginia	virginias
dick	munn
dick	dick
konie	hobused
konie	hobuseid
konie	hobune
konie	hobuse
konie	hobu
agresji	agressiooni
kiss	musi
kiss	kiss
kiss	suudlus
rezerw	reservid
rezerw	reserve
kolejność	tellimus
kolejność	kord
kolejność	järjekord
kolejność	korraldus
kolejność	ordu
kolejność	jada
kolejność	järjestus
imigrantów	immigrandid
imigrantów	sisserändajate
pogrzeb	matmise
pogrzeb	matustel
pogrzeb	matus
pogrzeb	matused
pogrzeb	matuse
angelo	angelo
leszno	leszno
mostów	sillad
petra	petra
bułgaria	bulgaaria
lekkoatletyka	kergejõustik
kopia	koopia
kopia	kopeeri
kopia	kopeerimine
podróżnik	rändaja
podróżnik	rändur
podróżnik	reisija
podróżnik	rändaja
bogate	rikkaks
bogate	rikkad
bogate	rikkalik
bogate	rich
bogate	rikas
odziedziczył	pärinud
odziedziczył	pärilik
delegacji	delegatsioon
delegacji	delegatsioonid
ems	ems
chelsea	chelsea
zwolennicy	toetajad
wątek	niit
wątek	lõime
ograniczone	piiratud
ograniczone	limited
ograniczone	piiratud
kowalczyk	kowalczyk
amerykanów	ameeriklased
dowolny	freestyle
dowolny	iga
alfons	alfonso
alfons	kupeldaja
właściwy	pädev
amerykanin	ameeriklane
amerykanin	ameerika
amerykanin	american
linux	linux
bordeaux	bordeaux
teorie	teooria
teorie	teooriaid
teorie	teooriad
hierarchii	hierarhia
centralne	kesksed
centralne	kesk
centralne	keskosa
centralne	keskne
porsche	porsche
emilia	emilia
emilia	emilie
powiązane	seotud
powiązane	seostatud
powiązane	ühendatud
powiązane	seotud
powiązane	seonduv
powiązane	seotud
katolicyzm	katoliiklus
bolszewików	bolševikud
milion	mln
milion	miljonit
milion	miljon
milion	miljoni
powierzono	usaldatud
etiopii	etioopia
etiopii	etioopia
błędne	ekslik
doświadczeń	kogemused
projektant	disainer
otwór	auk
otwór	auku
justyna	justine
justyna	justin
propagandy	propaganda
odpowiedzialność	vastutus
odpowiedzialność	vastutus
odpowiedzialność	kohustused
odpowiedzialność	vastutus
police	politsei
bundesligi	bundesliga
dysku	ketta
dysku	ketas
hokej	hoki
liu	liu
odkryty	välitingimustes
odkryty	õues
wyjaśnienia	seletus
wyjaśnienia	selgitus
wyjaśnienia	selgitused
wyjaśnienia	selgitamine
wyjaśnienia	selgitus
okrążenia	sülle
wyższy	pikem
wyższy	kõrgemale
wyższy	kõrgemad
wyższy	kõrgem
hop	hop
współrzędnych	koordinaadid
marynarzy	meremehed
marynarzy	meremeeste
marynarzy	meremehed
avenue	avenue
avenue	avenüü
gustav	gustav
mobile	liikuv
mobile	liikuva
mobile	mobiil
mobile	mobiilne
filadelfii	philadelphia
kadencja	mõiste
kadencja	termin
poczta	mail
poczta	post
poczta	kirjad
poczta	posti
poczta	postitust
poczta	post
poczta	postitus
wenus	veenus
graf	graf
funduszu	fondi
funduszu	fond
felipe	felipe
zasług	väärivad
wyemigrował	emigreerunud
wyróżnić	esile
wyróżnić	esiletõstmine
zurychu	zürich
pasażerski	reisija
pasażerski	sõitja
pasażerski	reisijate
cia	cia
cia	cia
pojedynczy	üksik
pojedynczy	ühtne
pojedynczy	valla
pojedynczy	ühtse
pojedynczy	ühekordne
pojedynczy	vallaline
ból	valu
rgb	rgb
pierwotne	ürgne
pierwotne	primaarne
pierwotne	esmane
działało	töötatud
działało	töötas
działało	töötanud
grobu	haud
grobu	hauda
grobu	haua
martín	martín
więzienie	vangla
więzienie	vangla
kupił	ostetud
kupił	ostsid
kupił	ostis
wycofany	tühistatud
justin	justin
beck	beck
true	tõene
true	tõsi
ginie	gina
indianapolis	indianapolis
kadetów	kadetid
sprawdzone	kontrollitud
sprawdzone	kontrollitud
sprawdzone	tõendatud
sprawdzone	kontrollitud
sprawdzone	testitud
sprawdzone	katsetatud
żużlu	speedway
rzymskie	roman
godło	vapp
hampshire	hampshire
motywy	teemad
motywy	põhjendused
motywy	motiivid
tras	marsruudid
rakieta	rakett
rakieta	rakett
hart	hart
khan	khan
wymieniona	viidatud
podanie	taotlus
podanie	rakendus
podanie	kohaldamine
podanie	kuru
luca	luca
akademickie	akadeemiline
akademickie	akadeemilise
akademickie	academia
dialogi	dialoogide
aparatu	kaamera
przyszedł	tuli
przywilej	privileeg
przywilej	privileegid
przywilej	õigused
sri	sri
lekki	hele
lekki	valgus
lekki	valgust
lekki	kerge
lekki	kerged
karaibów	kariibi
konserwatorium	konservatoorium
łatwiej	lihtsam
łatwiej	kergem
basen	bassein
basen	basseini
roll	rulli
roll	veere
uchodźców	põgenik
uchodźców	pagulaste
uchodźców	pagulased
uchodźców	pagulaste
owoc	puuviljad
owoc	vili
owoc	puuvili
owoc	puuvilja
empire	impeerium
empire	impeeriumi
pióra	pliiatsid
pióra	suled
ski	suusa
okręgów	piirkonnad
regularne	korrapärane
regularne	regulaarsed
regularne	tavaline
regularne	korrapärased
regularne	regulaarne
break	vaheaeg
break	murda
druku	trükkimine
zasoby	ressurss
zasoby	vahendid
zasoby	ressursid
zasoby	varu
zasoby	varude
ran	haava
ran	haav
ran	haavad
objętości	ruumala
objętości	maht
objętości	helitugevus
objętości	köide
objętości	mahud
objętości	maht
czystości	puhtus
oskar	oscar
oskar	oskar
szczęścia	õnn
szczęścia	õnne
modlitwa	palvetanud
modlitwa	palveid
modlitwa	palved
modlitwa	palve
modlitwa	palved
marine	mereväelane
marine	merejalaväelane
marine	marine
marine	mere
rasa	tõug
rasa	tõu
rasa	ralli
rasa	võidusõit
rasa	rass
tymczasowy	ajutised
tymczasowy	ajutine
tymczasowy	vahepealne
tymczasowy	ajutine
satelita	satelliit
pérez	pérez
przykładów	näited
przykładów	näiteid
era	ajastu
era	era
lang	lang
królowie	kuningad
pascal	pascal
szóste	kuuendaks
szóste	kuues
pomógł	aitasid
pomógł	aitas
pomógł	aidanud
koń	hobune
koń	hobuse
koń	hobu
pacjenta	patsient
potrzebna	vaja
potrzebna	vajadus
potrzebna	vajatakse
potrzebna	vajalik
potrzebna	vaja
potrzebna	vajas
uderzenie	kokkupõrge
uderzenie	mõju
uderzenie	hit
uderzenie	löö
uderzenie	tabas
popełnił	pühendunud
piaski	liivad
annie	annie
secret	saladus
secret	salajane
secret	secret
zmniejsza	vähendab
zmniejsza	vähendab
zmniejsza	väheneb
polecenia	käsud
polecenia	käsk
polecenia	käsu
fortu	kindlus
fortu	fort
aleksandrii	alexandria
praktyka	praktika
praktyka	harjutamine
praktyka	tava
praktyka	praktika
środowisk	keskkondade
ska	ska
zaangażowany	kaasatud
zaangażowany	pühendunud
pomiarów	mõõtmised
pomiarów	mõõtmine
pomiarów	mõõdud
renesansu	renessanss
częste	ühise
częste	ühised
jelita	soole
jelita	soolestikku
jelita	soole
jelita	sisikond
jelita	sooled
zdrowie	tervist
zdrowie	tervishoid
zdrowie	tervis
cbs	cbs
rolnicze	põllumajanduslik
charakteryzują	iseloomustavad
charakteryzują	iseloomustada
partnerem	partner
partnerem	paarimees
przedstawiono	esitletud
przedstawiono	esitatud
honoru	au
honoru	au
square	ruudu
square	ruut
square	väljak
odrębne	eristatav
odrębne	eraldi
obydwa	mõlemad
czaszki	kolju
czaszki	pealuu
fischer	fischer
białek	valke
publiczny	avalikkus
publiczny	avalik
publiczny	avalikud
mail	mail
mail	post
mail	kirjad
mail	posti
nieznacznie	veidi
nieznacznie	kergelt
tronie	troon
tronie	trooni
kogo	kes
kogo	keda
francuz	prantslane
heaven	taevas
cen	cen
rozkładu	lagunemine
piła	joomine
piła	jõid
piła	joonud
piła	jõi
piła	saag
piła	nägin
śniegu	lumesadu
śniegu	lumi
damian	damian
istoty	olendid
istoty	olendid
istoty	olevused
istoty	elukad
ołtarzu	altari
policjant	ment
policjant	politseinik
policjant	mendi
policjant	võmm
policjant	politseinik
toledo	toledo
cannes	cannes
informacyjny	informatiivne
gospodarstwo	talu
gospodarstwo	farm
gospodarstwo	hoidmine
czwartego	neljas
czwartego	neljandaks
wiosce	küla
wiosce	külas
teologiczne	teoloogilisi
ograniczona	piiratud
ograniczona	limited
ograniczona	piiratud
kontynuować	jätka
dem	dem
potwierdzenie	kinnitus
potwierdzenie	kinnitus
management	haldus
management	juhtkond
management	juhtimine
management	haldamine
split	pooleks
kenneth	kenneth
sosna	mänd
sosna	männi
paragwaju	paraguay
bunt	ülestõus
bunt	mäss
bunt	mäss
bunt	ülestõus
pete	pete
suche	kuivaks
suche	kuivad
suche	kuiv
ward	ward
baz	baz
owłosione	karvased
owłosione	karvane
promieniowanie	radiatsiooni
promieniowanie	radiatsioon
promieniowanie	kiirgus
eduardo	eduardo
sweet	magusa
sweet	magus
sweet	magusad
skierowane	suunatud
kolorów	värvid
fernández	fernández
rycerz	ratsu
rycerz	rüütli
rycerz	rüütel
rycerz	knight
zapewnienia	tagada
zapewnienia	tagama
zapewnienia	kinnitused
watson	watson
wyraża	väljendab
wprowadzona	tutvustas
wprowadzona	tutvustati
zwrot	tagastamine
zwrot	tagasitulek
funkcjonowanie	toimimine
funkcjonowanie	toiming
funkcjonowanie	operatsioon
funkcjonowanie	toimimine
białoruś	valgevene
socjalistyczna	sotsialistliku
socjalistyczna	sotsialistlik
czołg	mahuti
czołg	paak
czołg	tanki
czołg	tank
egzemplarze	koopiad
egzemplarze	koopiaid
słowackiej	slovaki
słowackiej	slovakkia
widział	saag
widział	nägin
połączona	ühendatud
połączona	ühinenud
patrol	patrulli
patrol	patrull
litera	kirja
litera	kiri
oznaczony	märgitud
oznaczony	märgistatud
oznaczony	tähistatud
oznaczony	märgitud
oznaczony	märgistatud
control	kontroll
control	tõrje
chóru	koor
chóru	koori
chóru	koori
chóru	refrään
starcia	kokkupõrked
maroka	maroko
athletic	sportlik
aresztowania	vahistamised
okien	aknad
okien	windows
bogato	rikkalikult
karen	karen
reorganizacji	ümberkorraldamine
odpowiedni	sobiv
odpowiedni	asjakohane
odpowiedni	kohane
odpowiedni	sobilik
odpowiedni	sobiv
odpowiedni	sobilik
odpowiedni	sobivad
śledztwo	uurimine
wrc	wrc
względnie	suhteliselt
praktyczny	praktiline
praktyczny	praktilised
ograniczony	piiratud
ograniczony	limited
ograniczony	piiratud
arabskie	araabia
arabskie	araabia
arabskie	araabia
lewo	vasak
lewo	vasakule
lewo	vasakul
kopenhadze	kopenhaageni
kopenhadze	kopenhaagenis
wyścigi	ralli
wyścigi	võidusõit
wyścigi	racing
gracze	mängijad
holland	holland
halle	halle
dotarły	saabusid
dotarły	saabunud
dotarły	saabus
sumy	summa
sumy	summad
bractwa	vennaskonna
bractwa	korporatsioon
bractwa	vennaskond
bractwa	vennaskond
tajemnica	müstika
tajemnica	müsteerium
tajemnica	mõistatus
tajemnica	saladus
tajemnica	salajane
tajemnica	secret
targ	turgu
targ	turu
targ	turg
połączony	ühendatud
kraina	maa
kraina	maad
kraina	land
szeregi	ridades
szeregi	seeria
potrzebny	vaja
potrzebny	vajadus
potrzebny	vajatakse
potrzebny	vajalik
potrzebny	vaja
potrzebny	vajas
mig	mig
oryginalna	originaalne
oryginalna	originaal
oryginalna	algne
kanały	kanalid
kanały	kanalid
kanały	kanal
kanały	kanalid
inicjatorem	algataja
zoo	loomaaedade
zoo	loomaaed
pokryta	hõlmatud
pokryta	kattis
pokryta	kaetud
turner	turner
ambasady	saatkondade
ambasady	saatkonna
ambasady	saatkond
jefferson	jefferson
jefferson	jeffersoni
partner	partner
partner	paarimees
transmisji	edastamine
transmisji	ülekanne
transmisji	edastus
transmisji	ülekanne
właściciele	majaomanikud
właściciele	omanikud
albrecht	albrecht
kolonie	kolooniad
joão	joão
heinz	heinz
wygrana	win
wygrana	võida
wygrana	võitmine
lekkie	kerged
regulamin	reguleerimine
regulamin	regulatsioon
regulamin	määrus
regulamin	eeskiri
que	que
rachel	rachel
wenecja	veneetsia
idee	ideid
idee	ideed
sierżant	seersant
sierżant	seersant
wynalazca	leiutaja
bei	bei
skarb	hinnaline
skarb	aare
skarb	varandus
ogrody	aiad
prokurator	prokurör
prokurator	süüdistaja
piąta	viies
piąta	viiendaks
potwierdza	kinnitab
pamiętnik	päevik
pamiętnik	päevik
stawu	tiigi
stawu	tiik
stawu	tiiki
przewodnictwem	eesistumine
prawdopodobne	tõenäoliselt
prawdopodobne	tõenäoline
prawdopodobne	tõenäoline
procedury	protseduurid
procedury	menetlus
procedury	protseduur
disco	disko
barona	parun
sumę	summa
uczestniczyło	osalenud
uczestniczyło	osales
uczestniczyło	osalesid
prawny	legaalne
prawny	õiguslik
prawny	seaduslik
cząsteczki	osakesed
cząsteczki	molekulid
cząsteczki	osakeste
cząsteczki	osakesed
cząsteczki	osake
fair	õiglane
fair	aus
fair	laat
wstawić	lisamine
czysto	puhtalt
czysto	puhas
czysto	selge
urzędy	bürood
urzędy	kontorid
plemiona	hõimud
nadzwyczajny	erakorraline
linda	linda
musical	muusikal
musical	musical
zawodowo	professionaalselt
virginia	virginia
virginia	virginias
mistrzowie	isandad
mistrzowie	meistrid
mistrzowie	meistrid
drewno	puidust
drewno	puit
drewno	puit
salvador	salvador
islam	islam
bloków	plokid
bloków	plokkide
bloków	kvartalit
wagner	wagner
prasa	press
prasa	ajakirjandus
prasa	pressi
prasa	vajuta
łańcuch	nöör
łańcuch	string
łańcuch	kett
łańcuch	ketti
łańcuch	ketid
łańcuch	ahel
grubość	paksus
stevens	stevens
kapitał	pealinn
kapitał	kapital
monica	monica
galaktyki	galaktikate
galaktyki	galaktika
galaktyki	galaxy
aktualny	aktiivne
aktualny	praeguse
aktualny	praegune
kontrola	kontroll
kontrola	tõrje
kontrola	audit
kontrola	ülevaatus
kontrola	kontrollimine
mieszane	segatud
mieszane	sega
mieszane	segunenud
mieszane	segatud
typowo	tüüpiliselt
typowo	tüüpilised
typowo	tüüpiline
warunek	seisukord
warunek	tingimus
warunek	seisund
zawieszenia	peatamise
zawieszenia	suspensioon
zawieszenia	peatamine
naftowej	töötlemata
koleje	raudteed
koleje	raudteede
koleje	raudteid
stowarzyszeń	ühendused
regina	regina
zagrożonych	ohustatud
sokół	falcon
działka	proovitüki
rozwiązany	lahendatud
rozwiązany	lahendatud
znaczny	märkimisväärne
floryda	florida
księżnej	hertsoginna
obniżenie	alandamine
obniżenie	langetamine
geograficzny	geograafiline
geograficzny	geograafilised
geograficzny	geograafiline
geograficzny	geograafilised
autobus	buss
autobus	bussi
autobus	bussiga
wirnika	rootori
wirnika	tiiviku
właścicielami	omanikud
wewnętrzny	sise
wewnętrzny	sisemised
wewnętrzny	sisemine
wewnętrzny	sisemine
jeana	jean
sex	sugu
sex	seks
sex	sex
samców	isased
zbrodnie	kuriteod
zbrodnie	kuritegevus
zbrodnie	kuriteod
zbrodnie	kuritegu
zbrodnie	kuritöö
filharmonii	filharmoonia
bycie	olemise
bycie	olemine
dar	dar
dar	kink
dar	kingitus
row	rea
row	rida
wewnętrzna	sise
wewnętrzna	sisemised
wewnętrzna	sisemine
wewnętrzna	sisemine
podróże	reisimine
podróże	reisi
podróże	reisimine
pokrywy	hõlmab
pokrywy	katted
lewandowski	lewandowski
przekazano	edastatud
przekazano	delegeeritud
umieszczenie	asetus
umieszczenie	paigutamine
umieszczenie	paigutus
umieszczenie	paigutamine
kapłan	preester
aktów	teod
twierdzenia	nõuded
twierdzenia	väited
aglomeracji	linnastu
pokrewne	seonduv
pokrewne	seotud
artystyczna	kunstiline
orlando	orlando
opinia	arvamus
opinia	tagasiside
alessandro	alessandro
pogoń	jälitamine
pogoń	tagaajamine
pogoń	chase
pogoń	tagaajamine
bycia	olemise
bycia	olemine
postawy	hoiak
postawy	suhtumine
postawy	suhtumist
postawy	hoiak
kasy	raha
kasy	väljavõte
kasy	sularaha
kasy	cash
klaus	klaus
studenci	üliõpilased
studenci	õpilased
studenci	tudengid
studenci	tudeng
studenci	õpilane
studenci	üliõpilane
zęby	hambad
duszy	hinge
duszy	hing
przeznaczeniem	saatuse
przeznaczeniem	saatus
finały	finaal
finały	finaali
obywatel	kodanik
irlandia	iirimaa
osobno	eraldi
zeszyt	märkmik
ferdinand	ferdinand
act	akt
act	tegutsema
act	act
nationale	nationale
skała	kalju
skała	rock
skała	kivi
ponownego	kordumine
leonarda	leonard
łaski	halastus
łaski	halastust
łaski	grace
wykorzystane	kasutatud
nina	nina
montana	montana
hansen	hansen
parametr	parameeter
narciarstwo	suusatama
eyes	silmad
terytoriów	territooriumide
terytoriów	territooriumid
circle	ring
circle	circle
circle	ringi
absolwentów	vilistlased
dłuższe	kauem
dłuższe	pikemad
dłuższe	pikem
równania	võrrandid
auf	auf
uruchomienie	start
uruchomienie	käivitamine
uruchomienie	kasutuselevõtmine
gilles	gilles
diana	diana
senat	senati
senat	senat
zaproszenie	kutsu
zaproszenie	kutse
zaproszenie	kutse
zamiar	kavatsusest
zamiar	kavatsus
zamiar	kavatsus
podwozie	šassii
iranie	iraani
iranie	iraan
lane	lane
reggae	reggae
blog	blogi
blog	blogis
zębów	hambad
dziesiątki	kümned
dziesiątki	kümneid
dziesiątki	kümned
dziesiątki	tosinaid
orbicie	orbiidile
orbicie	orbiidil
aten	ateena
lars	lars
ter	ter
full	täis
full	täielik
odra	leetrite
afryka	aafrika
afryka	aafrika
opublikowano	kursis
opublikowano	lähetatud
opublikowano	avaldatud
monet	mündid
monet	monet
lufy	tünn
kosmiczny	kosmiline
money	raha
korzyść	kasu
korzyść	eelis
szybciej	kiirem
szybciej	kiiremini
bakterii	bakterite
bakterii	bakterid
gospodarcza	majanduslik
przełom	läbimurre
texas	texase
texas	texas
heavy	rasked
heavy	raske
słowian	slaavlased
rysunki	joonised
rysunki	joonistused
jake	jake
historycy	ajaloolased
portland	portlandi
terytoria	territooriumide
terytoria	territooriumid
terytoria	territoorium
terytoria	territooriumi
algorytm	algoritm
koronę	krooni
koronę	crown
koronę	kroon
wróć	tagasitulek
kamienie	kivid
kamienie	kive
kamienie	kivi
kamienie	kivid
kamienie	kive
honor	au
honor	au
konkretnie	konkreetselt
umiera	sureb
umiera	suremine
umiera	suremas
przemysłowe	tööstusliku
przemysłowe	tööstus
przemysłowe	tööstuslik
tunel	tunnel
zbiorniki	tankid
zbiorniki	paagid
niewielu	vähesed
sprzedano	müüdud
chen	chen
konkursy	võistlustel
konkursy	võistlused
konkursy	võistlused
tygodniach	nädalad
tygodniach	nädalaid
tygodniach	nädalat
zen	zen
ewakuacji	evakueerimine
jürgen	jürgen
wymiar	mõõtmed
wymiar	mõõde
bonus	preemia
bonus	bonus
bonus	boonus
web	veebi
connecticut	connecticuti
rolnictwo	põllumajanduslik
rolnictwo	põllumajandus
rolnictwo	põllumajandus
zmieniona	muudetud
zmieniona	muudetud
simone	simone
poezja	luule
litwa	leedus
litwa	leedu
pokład	teki
pokład	tekk
sprzeciw	vastuväide
sprzeciw	protest
sprzeciw	vastuväited
sprzeciw	vastulause
sprzeciw	opositsiooni
sprzeciw	vastuseis
sprzeciw	opositsioon
atlanta	atlanta
atlanta	atlantas
sól	soola
sól	sool
kolonię	koloonia
opady	sademed
słowacja	slovakkia
odchodzi	lahkumas
odchodzi	lahkub
odchodzi	lahkumine
usuwanie	eemaldamine
usuwanie	kustutamine
usuwanie	kõrvaldamise
usuwanie	kõrvaldamine
usuwanie	kustutamine
usuwanie	eemaldamine
usuwanie	kõrvaldamine
klein	klein
odwrót	taganeda
rany	haava
rany	haav
rany	haavad
substancje	aine
substancje	ainet
substancje	ained
publikowane	avaldatud
pływak	ujuja
ogromny	tohutu
ogromny	hiiglaslik
ogromny	massiivne
ogromny	tohutu
schemat	joonis
schemat	diagramm
schemat	skeem
schemat	skeem
oczywiste	ilmselge
oczywiste	ilmne
fotografia	foto
fotografia	photography
fotografia	fotograafia
fotografia	foto
teoretycznie	teoreetiliselt
gmt	gmt
przekierowanie	suunata
krajobraz	maastik
krajobraz	maastiku
ted	ted
tramwaj	trammi
tramwaj	tramm
tramwaj	tramm
zdecydowała	otsustas
zdecydowała	otsustanud
zdecydowała	otsustatud
przekonać	veenda
przekonać	veena
przekonać	veenda
przekonać	veena
belgradzie	belgradi
tkanki	kude
tkanki	koe
tkanki	koed
tkanki	kudedes
tkanki	kudede
tkanki	kudesid
tkanki	koed
podstawowego	põhi
podstawowego	põhiline
skuteczność	tulemuslikkus
skuteczność	tulemuslikkuse
skuteczność	jõudlus
skuteczność	tõhusus
skuteczność	efektiivsus
skuteczność	tõhusus
skuteczność	efektiivsus
skuteczność	kasutegur
skuteczność	tõhusus
skuteczność	efektiivsus
przypadkowo	kogemata
tryby	režiimid
dama	daam
dama	neiu
dama	leedi
władcą	valitseja
ślad	jälg
ślad	rada
ślad	jälg
przyjęte	vastuvõetud
przyjęte	aktsepteeritud
przyjęte	leppis
przyjęte	lapsendatud
przyjęte	vastuvõetud
przyjęte	adopteeritud
bloki	plokid
bloki	plokkide
bloki	kvartalit
niska	madal
niska	madala
niska	madalad
twierdzą	nõue
twierdzą	nõude
twierdzą	väide
testament	testament
berg	berg
anhalt	anhalt
podobieństwo	sarnasus
podobieństwo	sarnasust
podobieństwo	sarnasus
mitsubishi	mitsubishi
zatrudnienie	tööhõive
horror	õudus
technologia	tehnoloogia
oklahoma	oklahoma
konkretne	konkreetne
konkretne	spetsiifilised
konkretne	konkreetsete
konkretne	spetsiifiline
konkretne	betoonist
konkretne	konkreetseid
konkretne	betooni
konflikty	konfliktid
konflikty	konflikt
konflikty	konfliktid
wezwanie	kutse
sophie	sophie
kings	kuningad
dokładne	täpne
dokładne	täpsed
dokładne	täpne
mianowicie	nimelt
podziemia	allmaailma
podziemia	allilma
zapobiec	ennetada
poprawę	parandamine
architektów	arhitektid
muza	muusa
czytać	loe
czytać	lugemine
czytać	loetud
dopuszczalna	vastuvõetavad
