din	от
început	започна
început	начало
iii	ііі
iii	iii
duce	херцог
duce	дук
duce	дюк
duce	дучето
român	румъния
român	румънски
român	румънска
provincia	провинцията
provincia	провинция
existând	съществуващо
existând	съществуващ
existând	съществуващи
existând	съществуваща
vedere	изглед
vedere	гледка
vedere	оглед
vedere	преглед
wikipedia	уикипедия
specie	видове
specie	вид
punct	дот
punct	точка
stat	щат
stat	държава
stat	държавно
unite	обединени
unite	обединена
unite	обединен
unite	юнайтед
unite	обединено
moldova	молдова
atunci	тогава
aceste	тези
secolul	век
secolul	вековен
secolul	века
una	една
una	един
una	едно
aceasta	това
life	живот
life	живота
life	life
life	лайф
life	животът
reședință	пребиваване
reședință	резиденция
orașul	град
orașul	градът
orașul	сити
orașul	city
tot	всички
tot	всичко
tot	още
chiar	дори
chiar	даже
făcut	направена
făcut	направено
făcut	направен
făcut	направени
cunoscute	позната
cunoscute	известни
cunoscute	познат
cunoscute	известна
cunoscute	известен
film	филмова
film	филм
film	филм
film	лента
perioadă	период
vorbitori	оратори
date	срещи
date	дати
date	дейта
date	данни
cunoscută	позната
cunoscută	известни
cunoscută	познат
cunoscută	известна
cunoscută	известен
aici	тук
mari	биг
mari	голямо
mari	големи
mari	голям
mari	голяма
mari	мари
zile	дни
zile	дена
față	преден
față	предни
față	отпред
față	фронт
față	предна
față	фейс
față	лицето
față	лице
club	club
club	клуб
club	клубът
componente	компоненти
ulterior	впоследствие
est	източно
est	изток
nou	ню
nou	ново
nou	нов
nou	нови
nou	нова
ales	избрана
ales	избрано
ales	избрани
ales	избран
numai	само
numai	единствено
ioan	джон
ioan	йоан
ion	йон
rusă	руснак
rusă	руски
rusă	руснаци
rusă	руска
rusă	руско
isbn	isbn
populația	популация
populația	население
doi	двама
doi	две
același	същият
același	същата
același	същото
membru	член
dată	среща
dată	дата
numit	наречен
numit	наречена
descrisă	описани
descrisă	описано
descrisă	описана
descrisă	описан
oficial	официален
oficial	официално
oficial	официална
oficial	официално
nici	нито
împotriva	срещу
împotriva	против
deși	макар
deși	макар
saint	сейнт
saint	свети
saint	светица
saint	светец
împreună	заедно
specia	видове
specia	вид
vest	запад
vest	западно
vest	западна
vest	западен
vest	уест
vest	западна
vest	западни
vest	западен
vest	западните
vest	уестърн
vest	western
italia	italia
italia	италия
puțin	малка
puțin	малки
puțin	малък
puțin	литъл
puțin	малко
excentricitate	ексцентричност
încă	още
descoperit	открит
descoperit	открита
descoperit	открити
descoperit	разкрита
descoperit	разкрити
înainte	напред
înainte	преди
lemn	дървен
lemn	дърва
lemn	дървесина
lemn	дървени
lemn	дърво
noi	ню
noi	ново
noi	нов
noi	нови
noi	нова
nicolae	николас
nicolae	никълъс
nicolae	николае
națională	национална
națională	национални
națională	национален
națională	национално
subspecii	подвид
statele	държави
statele	щати
roman	римски
roman	римлянин
roman	роман
roman	римска
roman	романът
roman	новела
roman	роман
mod	режим
mod	тунинг
mod	мод
american	американска
american	американско
american	американски
american	американец
fiecare	всяка
fiecare	всеки
fiecare	всяко
fiecare	всяка
fiecare	всеки
prezent	подарък
prezent	настояще
prezent	присъстващи
casa	house
casa	къща
casa	къщата
casa	хаус
acestea	тези
printre	сред
categorie	категория
text	текст
cluj	клуж
bine	добър
bine	добро
bine	добре
http	http
site	сайт
articole	изделия
articole	статии
articole	артикули
articole	позиции
articole	артикули
articole	предмети
articole	елементи
alexandru	александру
alexandru	александър
unele	някои
milioane	милион
milioane	милиони
apă	вода
apă	водата
doua	двама
doua	две
ori	ори
țară	държава
țară	страна
sate	селата
sate	селища
sate	села
târziu	късно
târziu	закъснява
istoria	историята
istoria	история
maria	мария
cunoscut	позната
cunoscut	известни
cunoscut	познат
cunoscut	известна
cunoscut	известен
patru	четири
patru	четирима
republica	република
cca	приблизително
râul	ривър
râul	река
râul	реката
paris	парис
paris	париж
gheorghe	георге
gheorghe	джордж
tip	гай
tip	вид
tip	тип
premiul	награда
premiul	възлагане
premiul	награда
persoane	лица
persoane	народ
persoane	хора
persoane	хората
constantin	константин
constantin	константин
exemplu	примерна
exemplu	пример
descriere	заглавие
descriere	надпис
descriere	описание
george	джордж
articol	статия
articol	член
născut	родени
născut	роден
născut	родена
numărul	брой
numărul	число
numărul	номер
comitatul	окръг
comitatul	графство
harta	карта
harta	картата
john	джон
john	йоан
jos	долу
jos	надолу
marea	море
marea	морето
deoarece	защото
localitate	местност
aproape	почти
scris	писмено
scris	написана
scris	написано
scris	писмен
scris	писмена
raport	докладване
raport	доклад
echipa	отряд
echipa	взвод
echipa	тийм
echipa	отбор
echipa	отбора
echipa	екип
echipa	team
diferite	различна
diferite	различно
diferite	различни
diferite	различен
baza	основа
baza	база
special	специална
special	специално
special	специални
special	специален
valea	долината
valea	долина
valea	вали
comune	съвместния
comune	джойнт
comune	съвместни
comune	съвместно
comune	съвместна
comune	съвместен
ele	те
stadium	стадион
stadium	стадиона
svg	svg
zona	зона
zona	зона
zona	площ
zona	област
zona	район
dat	дадени
dat	дадена
dat	дадено
slovenia	словения
americii	америка
satului	село
împărat	императорът
împărat	император
împărat	императора
localitatea	местност
resedinta	пребиваване
resedinta	резиденция
viața	живот
viața	живота
viața	life
viața	лайф
viața	животът
bun	добър
bun	добро
bun	добре
cet	cet
format	формат
primit	получено
primit	получена
primit	получен
primit	получени
președinte	президентът
președinte	президент
președinte	председател
președinte	председателят
președinte	председател
lângă	близко
lângă	близо
oameni	народ
oameni	хора
oameni	хората
istoric	историческа
istoric	исторически
istoric	историческо
istoric	историк
istoric	историческа
istoric	исторически
istoric	историческо
istoric	историята
istoric	история
suprafață	повърхност
suprafață	повърхността
suprafață	зона
suprafață	площ
suprafață	област
suprafață	район
europa	европа
europa	europa
europa	европа
universitatea	университет
universitatea	university
universitatea	университета
team	тийм
team	отбор
team	отбора
team	екип
team	team
copii	деца
copii	децата
copii	деца
aproximativ	приблизителни
aproximativ	приблизително
aproximativ	приблизителна
aproximativ	приблизително
lucru	работа
lucru	труд
lucru	работи
cazul	случай
cazul	дело
cazul	кейс
cazul	случаят
cazul	каса
români	румъния
români	румънски
români	румънска
români	румънците
români	румънци
folosit	използвано
folosit	използван
folosit	използвани
folosit	използвана
clubnat	clubnat
ibn	ибн
mihai	михай
mihai	майкъл
acum	сега
recensământul	преброяването
recensământul	преброяване
centrul	център
centrul	център
reprezintă	представлява
reprezintă	представляват
san	сан
teritoriul	територия
teritoriul	територии
teritoriul	територията
van	микробус
van	бус
van	van
van	ван
van	вана
ungaria	унгария
număr	брой
număr	число
număr	номер
bulgaria	българия
engleză	английски
engleză	bulgarian
engleză	англичани
serie	серия
serie	поредица
serie	сериал
serie	серии
sua	сащ
sua	usa
vechi	старо
vechi	стари
vechi	стар
vechi	стара
reședința	пребиваване
reședința	резиденция
munții	планините
munții	планини
limbi	езиците
limbi	езици
apelor	води
apelor	уотърс
apelor	водите
fotbal	футбол
fotbal	футбол
fotbal	футболен
regele	крал
regele	кинг
regele	кралят
regele	цар
regele	краля
fiul	синко
fiul	сине
fiul	син
anterior	досега
anterior	предишна
anterior	предишни
anterior	предишен
anterior	предишно
nouă	ню
nouă	ново
nouă	нов
nouă	нови
nouă	нова
nouă	nine
nouă	девет
evoluția	еволюция
evoluția	еволюцията
viteză	скорост
viteză	бързина
viteză	спийд
paul	пол
paul	паул
palomar	паломар
orașe	градове
orașe	градовете
institutul	институт
institutul	института
satele	селата
satele	селища
satele	села
lansat	освободена
lansat	освободен
lansat	освободени
lansat	изстреляна
lansat	изстрелян
istorice	историческа
istorice	исторически
istorice	историческо
trecut	минали
trecut	минало
articolul	статия
articolul	член
mulți	mnogo
mulți	много
viață	живот
viață	живота
viață	life
viață	лайф
viață	животът
informații	информация
informații	информиране
titlu	заглавие
titlu	заглавие
titlu	дял
titlu	титла
goluri	голове
goluri	цели
titlul	заглавие
titlul	дял
titlul	титла
album	албум
york	йорк
von	фон
pagina	страница
pagina	страницата
pagina	page
imperiul	империята
imperiul	емпайър
imperiul	империя
moartea	смърт
moartea	смъртта
fața	фейс
fața	лицето
fața	лице
armata	армията
armata	армеец
armata	армия
armata	армейски
formă	формата
formă	форма
formă	формуляр
formă	форма
color	цветове
color	цвят
color	цветен
color	цветно
color	цветна
color	цветове
color	цвят
color	цветен
color	цветно
german	германец
german	германски
german	немски
german	немска
german	германска
ștefan	стивън
ștefan	стефан
rolul	роля
mică	малка
mică	малки
mică	малък
mică	дребен
mică	слюда
des	дес
des	des
des	дез
des	често
transilvania	трансилвания
epocă	реколта
epocă	ретро
începând	започване
principal	основни
principal	основна
principal	главна
principal	главен
principal	главни
principal	директор
forma	формата
forma	форма
forma	формуляр
forma	форма
carol	каръл
carol	керъл
carol	карол
mici	малка
mici	малки
mici	малък
mici	дребен
astăzi	днеска
astăzi	днес
robert	роберт
robert	робер
robert	робърт
eliberare	пускане
eliberare	освобождаване
eliberare	освобождението
eliberare	освобождение
european	европейско
european	европейски
european	европеец
european	европейска
mic	малка
mic	малки
mic	малък
mic	дребен
mic	малка
mic	малки
mic	малък
mic	литъл
mic	малко
mic	микрофон
mic	мик
minore	незначителни
câștigat	уон
câștigat	спечели
gen	пол
gen	пола
gen	жанр
gen	род
caracterizată	характеризира
com	com
com	ком
importante	важно
importante	важен
importante	важни
importante	важна
der	дер
aur	златен
aur	златни
aur	златно
aur	златна
aur	злато
luat	взет
luat	взето
luat	взети
murit	умрял
murit	умряла
germană	германец
germană	германски
germană	немски
germană	немска
germană	германска
kitt	кит
orbită	орбита
orbită	орбитата
rotație	завъртане
rotație	въртене
pol	прът
pol	стълб
pol	полюс
pol	поляк
pol	пилон
lume	свят
lume	света
local	локално
local	локална
local	местна
local	локално
local	местно
local	местни
local	местен
fapt	факт
anglia	англия
politică	политиката
politică	полица
politică	политика
politică	политици
politică	политиката
politică	политика
devine	дивайн
revista	списание
asta	това
asta	че
vasile	василе
vasile	базил
vasile	босилек
profesor	професор
profesor	учителка
profesor	учител
planetelor	планетите
planetelor	планети
cinci	пет
acolo	там
lumea	свят
lumea	света
muzică	music
muzică	музиката
muzică	музика
situat	разположена
situat	разположен
situat	разположени
situat	разположено
situat	разположена
situat	разположен
situat	разположено
david	дейвид
david	давид
țara	държава
țara	страна
vol	vol
vol	об
vol	обемни
etnică	етническа
etnică	етническо
etnică	етнически
centru	център
centru	център
alt	alt
istorie	историята
istorie	история
austria	австрия
districtul	окръг
districtul	област
districtul	район
altitudine	височина
periheliu	перихелий
regatul	кралство
regatul	царство
conține	съдържа
activitatea	дейност
activitatea	активност
sultan	султан
sultan	султанът
sultan	султана
afeliu	афелий
inițial	първоначално
inițial	първоначално
inițial	начален
inițial	първоначален
inițial	първоначално
inițial	първоначална
artă	арт
artă	изкуството
artă	art
artă	изкуство
numeroase	многобройни
body	тялото
body	тяло
body	телесно
imagini	изображения
imagini	образи
imagini	снимки
imagini	картинки
imagini	картини
rusia	русия
spune	кажи
domeniul	владение
domeniul	домейн
școala	училището
școala	школа
școala	училище
polonia	полша
succes	успех
succes	успехи
provincie	провинцията
provincie	провинция
studii	учене
studii	учи
studii	проучване
studii	изучаване
studii	изследване
studii	изследвания
studii	проучвания
inclusiv	включително
primar	кмете
primar	кмет
primar	първична
primar	първични
primar	първичен
primar	първично
francez	французина
francez	французин
francez	френско
francez	французи
francez	френска
francez	френски
francez	французин
privind	гледане
privind	гледам
scriitor	писателка
scriitor	сценарист
scriitor	писател
jean	жан
jean	джийн
sistemul	система
sistemul	системата
sistemul	системни
începe	начало
începe	старт
începe	започнете
începe	стартиране
ziua	денят
ziua	ден
sur	сур
single	необвързан
single	единична
single	сингъл
single	необвързана
single	единичен
urmat	последва
războiul	войната
războiul	война
world	свят
world	света
xix	xix
internațional	международно
internațional	международен
internațional	интернешънъл
internațional	международни
internațional	международна
franceză	френско
franceză	французи
franceză	френска
franceză	френски
franceză	французин
pare	изглежда
william	уилям
ministru	министър
important	важно
important	важен
important	важни
important	важна
familie	семейство
familie	семейството
politic	политически
politic	политическа
politic	политически
politic	политическо
țări	държави
țări	страни
funcția	функция
funcția	длъжност
funcția	функциониране
funcția	функции
jpl	jpl
lucrări	работи
lucrări	произведения
publicat	публикувани
publicat	публикуван
publicat	публикувана
publicat	публикувано
mircea	мирча
curs	курс
probabil	вероятно
considerat	разглеждания
considerat	разглеждан
sistem	система
sistem	системата
sistem	системни
politice	политическа
politice	политически
politice	политическо
sudul	южен
sudul	южни
sudul	южна
sudul	южно
sudul	южен
sudul	юг
sudul	южна
vreme	времето
autor	автор
mediu	среда
mediu	среден
mediu	средно
mediu	средна
mediu	среден
mediu	средни
mediu	средно
dezambiguizare	пояснение
spania	испания
funcție	функция
funcție	длъжност
funcție	функциониране
funcție	функции
categoria	категория
nivel	равнище
nivel	ниво
web	web
web	уеб
top	top
top	топ
top	върха
mihail	михаил
mihail	майкъл
mihail	михаил
biserică	църква
biserică	чърч
biserică	църквата
realizat	постигнато
realizat	постигната
realizat	постигнати
realizat	постигнат
realizat	изпълнена
realizat	реализирана
realizat	реализирани
cartea	тефтер
cartea	книга
filme	филми
filme	филми
noua	ню
noua	ново
noua	нов
noua	нови
noua	нова
căsătorit	женени
căsătorit	женена
căsătorit	омъжена
căsătorit	женен
png	png
muzeul	музей
city	град
city	градът
city	сити
city	city
construit	построени
construit	изградена
construit	построена
construit	построено
construit	построен
odată	веднъж
luptă	битката
luptă	битка
luptă	борба
luptă	битка
luptă	бой
unit	обединени
unit	обединена
unit	обединен
unit	юнайтед
unit	обединено
luni	месеца
luni	месеци
luni	месеците
luni	понеделник
jucat	играха
jucat	играл
zone	зони
zone	зоните
zone	райони
zone	зони
zone	площи
zone	области
radio	radio
radio	радиото
radio	радио
romano	романо
istorică	историческа
istorică	исторически
istorică	историческо
istorică	историческа
istorică	исторически
istorică	историческо
deja	вече
monument	паметник
europene	европейско
europene	европейски
europene	европеец
europene	европейска
fac	правейки
dreapta	правилно
moment	момент
moment	миг
componenta	елемент
componenta	компонент
cantonul	кантон
vârsta	възраст
toți	всички
toți	всичко
bază	основа
bază	база
ultima	последно
ultima	последен
ultima	последни
ultima	последна
origine	произход
recensământ	преброяването
recensământ	преброяване
actor	актьор
literatură	литература
anderson	андерсън
veche	старо
veche	стари
veche	стар
veche	стара
les	лес
participat	участвали
participat	участвала
participat	участваха
guvernul	правителство
estul	източно
estul	изток
total	общо
total	общ
total	обща
total	напълно
japonia	япония
sibiu	сибиу
petru	петру
petru	петър
petru	питър
petru	петер
conte	брой
conte	конте
alba	алба
bavaria	бавария
roma	рим
roma	рома
roma	ромите
roma	ромски
roma	роми
specii	видове
specii	вид
cupa	чашка
cupa	чаша
cupa	купа
cupa	къп
bătălia	битката
bătălia	битка
ceva	нещо
membri	членове
membri	членовете
calitate	качество
calitate	качеството
scrie	пиши
scrie	напишете
scrie	пишете
euro	еврото
euro	евро
uniunii	профсъюз
uniunii	съюз
uniunii	съюза
uniunii	юниън
scurt	кратко
scurt	къса
scurt	кратка
scurt	късо
scurt	кратък
scurt	кратко
scurt	кратка
mama	мамо
mama	мама
mama	майка
mama	майко
creat	създадени
creat	създадено
creat	създадена
creat	създаде
creat	създаден
campionatul	първенство
campionatul	шампионат
del	дел
del	del
locuri	места
locuri	седалки
locuri	места
locuri	седалките
uri	ури
mănăstirea	манастир
mănăstirea	манастира
america	америка
produs	произведени
produs	произведена
produs	произведен
produs	произведено
produs	продукт
produs	продукти
ultimul	последно
ultimul	последен
ultimul	последни
ultimul	последна
condus	карал
președintele	президентът
președintele	президент
președintele	председател
andrei	андрей
andrei	андрей
radu	раду
brazilia	бразилия
suceava	сучава
james	джеймс
declarat	обявени
declarat	обявено
declarat	обявена
declarat	обявен
declarat	декларирани
surse	източници
obicei	навик
compania	дружество
compania	компания
compania	company
compania	рота
compania	фирма
etnic	етническа
etnic	етническо
etnic	етнически
echipe	отбори
echipe	екипи
sezonul	сезон
sezonul	сезона
central	централно
central	централен
central	централа
central	централни
central	централна
dan	дан
unii	някои
liga	лигата
liga	лига
liga	лига
rol	роля
loire	loire
india	индия
construită	построени
construită	изградена
construită	построена
construită	построено
construită	построен
construită	построени
construită	конструирани
construită	изградено
uniunea	профсъюз
uniunea	съюз
uniunea	съюза
uniunea	юниън
obținut	получено
obținut	получена
obținut	получен
obținut	получени
obținut	постигнато
obținut	постигната
obținut	постигнати
obținut	постигнат
cărți	картите
cărți	карти
cărți	картички
cărți	книгите
cărți	книги
opera	опера
rock	скала
rock	rock
rock	рок
rock	скали
rock	камък
zonă	зона
zonă	зона
zonă	площ
zonă	област
zonă	район
stil	стил
pus	сложи
video	запис
video	видеоклип
video	видео
teatru	театър
teatru	театър
ziarul	вестник
ziarul	вестници
www	www
militară	военно
militară	военен
militară	военна
militară	военни
post	post
post	публикация
post	публикуване
post	пост
românesc	румъния
românesc	румънски
românesc	румънска
plus	плюс
richard	ричард
china	порцелан
china	китай
china	чайна
codul	код
administrația	администриране
administrația	администрация
fiica	дъще
fiica	дъщеря
scopul	цел
scopul	предназначение
scopul	цел
scopul	цел
scopul	гол
situată	разположена
situată	разположен
situată	разположено
grupul	група
grupul	групово
grupul	групиране
grupul	групова
victor	виктор
michael	майкъл
londra	london
londra	лондон
insula	острова
insula	island
insula	остров
insula	островът
insula	айлънд
poziția	позиция
poziția	положение
poziția	длъжност
poziția	посока
charles	чарлз
charles	чарлс
charles	шарл
forțele	сили
albumul	албум
diverse	различни
diverse	различни
diverse	разнообразни
diverse	разни
intrat	въведена
intrat	въведен
șase	шестима
șase	шест
director	директорът
director	режисьор
director	директор
director	директория
director	директорията
director	указател
website	уебсайт
website	сайт
militar	военно
militar	военен
militar	военна
militar	военни
originală	оригинални
originală	оригинал
originală	оригинално
originală	оригинална
originală	оригинален
state	държави
state	щати
state	щат
state	държава
state	държавно
pop	поп
pop	pop
azi	днеска
azi	днес
uneori	понякога
university	университет
university	university
university	университета
cultural	културни
cultural	културен
cultural	културно
cultural	културна
trimis	изпратена
trimis	изпратено
trimis	изпратен
trimis	изпратени
bar	бар
bar	барът
henric	хенри
folosite	използвано
folosite	използван
folosite	използвани
folosite	използвана
jumătate	наполовина
jumătate	половината
capitala	столица
capitala	капитал
capitala	капитали
capitala	столицата
fizice	физическо
fizice	физически
fizice	физическа
mexico	мексико
activitate	дейност
activitate	активност
mesa	меса
sfântul	сейнт
sfântul	свети
sfântul	светица
sfântul	светец
științe	науките
științe	науки
soția	жена
soția	съпруга
soția	съпругата
metri	метра
metri	метри
metri	метри
imperiului	империята
imperiului	емпайър
imperiului	империя
centrală	централно
centrală	централен
centrală	централа
centrală	централни
centrală	централна
vii	vii
singur	сама
singur	сам
singur	необвързан
singur	единична
singur	сингъл
singur	необвързана
singur	единичен
singur	самотен
singur	самотно
singur	самотна
singur	самотни
public	публично
public	публични
public	публична
public	обществено
public	публичен
public	обществени
public	публично
nevoie	необходимост
nevoie	нужда
nevoie	потребност
oamenii	човеци
oamenii	човеците
oamenii	народ
oamenii	хора
oamenii	хората
caz	случай
caz	дело
caz	кейс
caz	случаят
caz	каса
televiziune	телевизия
televiziune	телевизията
televiziune	телевизор
curtea	съдът
curtea	съд
curtea	корт
probleme	беля
probleme	неприятности
probleme	беда
probleme	проблем
probleme	проблеми
probleme	проблеми
probleme	проблемите
probleme	въпроси
probleme	проблеми
publice	публично
publice	публични
publice	публична
publice	обществено
publice	публичен
publice	обществени
regia	насочено
regia	насочени
plan	план
naturale	натурални
naturale	естествени
naturale	естествена
naturale	естествен
facultatea	колежа
facultatea	колежът
facultatea	колеж
facultatea	преподаватели
facultatea	факултета
facultatea	факултет
pământ	земно
pământ	земята
pământ	земен
pământ	земя
pământ	земи
pământ	земя
viena	виена
houten	хутен
principale	основни
principale	основна
principale	главна
principale	главен
principale	главни
prim	прайм
prim	прим
arte	изкуства
arte	изкуствата
arte	изкуство
alți	друго
alți	друг
alți	други
seria	серия
seria	поредица
seria	сериал
seria	серии
dezvoltarea	развитие
dezvoltarea	разработване
dezvoltarea	разработка
dezvoltarea	разработване
dezvoltarea	развиване
direct	преки
direct	директна
direct	директно
direct	пряко
direct	директен
direct	директно
direct	пряко
șef	шефе
șef	началник
palatul	палас
palatul	двореца
palatul	дворец
palatul	дворецът
palatul	палат
termenul	срок
termenul	термин
termenul	мандат
altele	друго
altele	друг
altele	други
altele	другите
altele	други
carte	тефтер
carte	книга
auto	автоматично
auto	авто
africa	африка
religie	религията
religie	религия
minor	незначителни
conducerea	мениджмънт
conducerea	управление
conducerea	лидерство
asia	азия
final	край
final	финал
final	краен
final	окончателно
adus	доведен
adus	доведе
adus	доведени
para	круша
para	пара
următoarea	следващо
următoarea	следващ
următoarea	следваща
părți	части
părți	партита
părți	партии
părți	купони
părți	страни
fratele	братко
fratele	брат
membrii	членове
membrii	членовете
acord	съгласие
acord	споразумение
ambele	двете
teatrul	театър
teatrul	театър
stânga	ляво
stânga	ляв
stânga	наляво
catolici	католиците
catolici	католици
press	преса
press	натиснете
press	натисни
press	пресата
traducere	превод
ludovic	louis
ludovic	луи
ludovic	луис
dumnezeu	господ
dumnezeu	бог
momentul	момент
momentul	миг
drumul	пътят
drumul	път
drumul	road
drumul	пътя
evenimente	събития
evenimente	мероприятия
evenimente	случки
district	окръг
district	област
district	район
luna	луна
luna	муун
luna	луна
luna	луната
luna	месец
publică	публично
publică	публични
publică	публична
publică	обществено
publică	публичен
publică	обществени
publică	публикува
publică	публикуване
publică	публикувайте
arad	арад
poet	поет
poet	поетът
poet	поета
peter	петър
peter	питър
peter	петер
victoria	виктория
fondat	основана
fondat	основано
fondat	основан
sovietică	съветска
sovietică	съветски
nivelul	равнище
nivelul	ниво
rus	руснак
rus	руски
rus	руснаци
rus	руска
rus	руско
rus	рус
poartă	портата
poartă	порта
poartă	носи
poartă	износване
martin	мартин
martin	martin
observatorul	обсерватория
observatorul	обсерваторията
observatorul	наблюдател
europeană	европейско
europeană	европейски
europeană	европеец
europeană	европейска
adrian	ейдриън
adrian	ейдриан
adrian	адриан
dumitru	думитру
https	https
romane	романите
romane	романи
continuat	продължение
continuat	продължаване
continuat	продължи
continuat	продължил
pas	стъпало
pas	стъпка
pas	крачка
spus	каза
spus	саид
united	обединени
united	обединена
united	обединен
united	юнайтед
united	обединено
păianjeni	паяците
păianjeni	паяци
biserici	църкви
biserici	църквите
berlin	берлин
proiectului	проект
proiectului	проектът
proiectului	проекта
lumina	светло
lumina	светлина
lumina	светлината
elemente	позиции
elemente	артикули
elemente	предмети
elemente	елементи
elemente	елементи
piatră	каменна
piatră	стоун
piatră	камък
piatră	скала
piatră	rock
piatră	рок
piatră	скали
piatră	камък
produse	продукт
produse	продукти
produse	продукти
produse	продуктите
romania	румъния
thomas	томас
thomas	тома
napoca	напока
sec	сек
piese	следите
piese	писти
piese	следи
piese	релси
piese	части
piața	пазарна
piața	пазар
piața	пазарен
găsit	намерено
găsit	намерени
găsit	открит
găsit	намерена
găsit	намерен
muzica	music
muzica	музиката
muzica	музика
folosită	използвано
folosită	използван
folosită	използвани
folosită	използвана
casă	house
casă	къща
casă	къщата
casă	хаус
casă	дом
casă	домашен
casă	вкъщи
afaceri	бизнес
vestul	запад
vestul	западно
vestul	западна
vestul	западен
vestul	уест
legătură	връзка
legătură	линк
grecia	гърция
liber	свободно
liber	свободни
liber	свободен
liber	свободна
liber	безплатни
liber	безплатно
înseamnă	означава
pagini	страници
national	национална
national	национални
national	национален
national	национално
moscova	москва
comunist	комунист
comunist	комунистическа
comunist	комунистически
britanic	британско
britanic	британци
britanic	британска
britanic	британец
britanic	британски
linia	реплика
linia	линия
medie	среден
medie	средно
medie	средна
medie	среден
medie	средни
medie	средно
sovietice	съветска
sovietice	съветски
puterea	сила
puterea	мощ
puterea	якост
puterea	мощност
puterea	сила
puterea	власт
puterea	мощ
puternic	силни
puternic	силен
puternic	силно
puternic	силна
puternic	мощен
puternic	мощно
puternic	мощна
oficială	официален
oficială	официално
oficială	официална
legea	закон
pierdut	изгубено
pierdut	изгубени
pierdut	изгубена
pierdut	загубен
pierdut	загуби
pierdut	изгубен
colspan	colspan
afara	отвън
afara	навън
afara	вън
afara	навън
cariera	кариера
germani	германци
germani	немци
germani	германците
rezultat	резултат
rezultat	резултата
structura	структура
structura	конструкция
rândul	ред
nordul	северно
nordul	север
nordul	северна
nordul	северни
nordul	северен
