категорија	categoría
училиште	colexio
западна	occidental
нови	novo
нови	novas
нови	nova
нови	novos
песни	cancións
песни	canción
песни	escribir
организација	organización
организација	sindicato
лидери	líderes
лидери	os
познато	familiar
познато	familiarizados
познато	familiares
познато	coñeces
случај	caso
случај	se
редослед	orde
редослед	para
редослед	xiro
редослед	postal
сезона	tempada
сезона	de
игра	partido
игра	xogo
игра	videoxogos
игра	de
веќе	xa
основа	a
основа	base
сили	as
сили	forzas
обично	habitualmente
обично	normalmente
обично	adoita
обично	xeral
обично	adoitan
обично	normalmente
обично	usual
обично	de
обично	sempre
обично	normalidade
обично	habitual
обично	costume
бројни	moitas
промени	cambios
промени	cambia
промени	os
промени	muda
промени	cambiar
промени	mudar
промени	cambio
разлика	diferenza
разлика	distinción
разлика	diferenza
разлика	diferenzas
разлика	diferencia
разлика	mesmo
употреба	uso
употреба	usamos
употреба	usar
употреба	usan
форма	forma
форма	dunha
форма	figura
форма	forma
форма	xeito
договор	tratar
договор	negocio
договор	trato
договор	acordo
договор	contrato
изграден	construida
изграден	construíu
изграден	construín
изграден	construímos
изграден	de
некој	ninguén
некој	calquera
некој	alguén
некој	a
некој	alguén
некој	alguén
некој	que
влијание	impacto
влијание	un
влијание	na
влијание	prazo
влијание	efecto
влијание	mellora
влијание	influencia
влијание	influír
друга	outro
друга	outra
членови	membros
членови	do
починал	morreu
починал	morreron
починал	morto
починал	morrer
површина	superficie
неа	ela
неа	a
неа	seu
неа	súa
после	tras
после	de
после	despois
после	logo
острови	illas
вештачки	artificiais
вештачки	artifical
вештачки	artificial
самиот	min
самиот	mesma
самиот	mesmo
самиот	eu
самиот	me
самиот	te
самиот	mesmo
самиот	ti
самиот	vostede
ред	orde
ред	para
ред	xiro
ред	postal
ред	fila
лица	persoas
лица	rostros
лица	caras
друг	outro
друг	outra
почеток	a
почеток	comezar
почеток	empezar
почеток	comezando
почеток	comezo
почеток	principio
почеток	empezando
народи	xente
народи	fronte
син	fillo
албум	ubicación
нова	novo
нова	novas
нова	nova
нова	novos
австралија	australia
тур	xira
повеќето	a
повеќето	maioría
повеќето	parte
повеќето	máis
александар	alexander
вилијам	william
татко	pai
татко	papá
татко	pai
татко	o
татко	padre
движење	movemento
движење	movéndose
движење	aquí
движење	de
движење	movemento
движење	movementos
движење	movimento
движење	xesto
дело	traballo
дело	traballar
власт	autoridade
власт	poder
власт	o
прва	primeiro
прва	primeira
мора	debo
мора	que
мора	debe
мора	debemos
мора	deben
мора	hai
англија	inglaterra
развој	desenvolvemento
развој	da
развој	de
развој	xapón
развој	proxecto
развој	en
развој	vías
развој	desenvolvemento
развој	desenvolvimento
развој	e
развој	desenvolvendo
развој	xestación
развој	desenvolver
деца	nenos
деца	fillos
деца	rapaces
деца	os
деца	cativos
деца	mozos
деца	nenos
деца	os
деца	cativos
деца	fillos
деца	nenas
лево	esquerda
лево	queda
главно	principalmente
главно	maioría
главно	sobre
главно	todo
главно	maiormente
главно	maioritariamente
сега	agora
кариера	carreira
кариера	súa
храм	templo
ниво	nivel
облик	forma
облик	dunha
облик	figura
тим	equipo
тим	de
доколку	se
ера	era
музика	música
германски	alemán
германски	alemana
германски	alemaña
германски	alemáns
видете	ver
видете	vexo
близина	preto
дали	facer
дали	que
дали	fixo
дали	que
дали	o
дали	que
дали	fai
дали	non
универзитет	universidade
универзитет	de
универзитет	da
универзитет	universidades
универзитет	universitaria
море	mar
пати	veces
пати	times
пати	tempos
пет	cinco
пет	5
париз	parís
целосно	totalmente
целосно	totalmente
целосно	completamente
целосно	completo
целосно	por
целосно	totalmente
поле	campo
поле	campos
поле	terreo
поле	foxa
минути	minutos
листа	lista
листа	listaxe
мала	pequeno
мала	pequenos
мала	pequenas
мала	pequena
мала	pouco
мала	algo
мала	pequeno
мала	pequena
вредност	valor
вредност	canto
вредност	revenda
поделени	dividido
британија	bretaña
британија	gran
поврзани	conectados
поврзани	conectada
поврзани	conectado
поврзани	con
поврзани	conectadas
поврзани	conectan
поврзани	conectadas
поврзани	coa
свет	mundo
потекло	orixe
спорт	deporte
спорт	deportes
спорт	deporte
програма	programa
програма	de
програма	programar
мали	pequeno
мали	pequenos
мали	pequenas
мали	pequena
мали	pouco
мали	algo
мали	pequeno
мали	pequena
куќа	casa
институции	institucións
буда	buda
трка	carreira
трка	raza
трка	a
трка	internacional
крал	king
крал	rei
крал	o
крал	xurxo
таму	alí
таму	hai
таму	aí
веднаш	inmediatamente
веднаш	inmediato
веднаш	axiña
веднаш	de
веднаш	contado
слика	foto
слика	imaxe
слика	fotografía
слика	imaxe
слика	cadro
слика	pintura
статија	artigo
статии	artigos
евреите	xudeus
француски	franceses
француски	francés
француски	francesa
француски	francesas
партија	festa
партија	partido
природни	natural
природни	normal
природни	naturais
природни	a
кралство	reino
кралство	ceos
државите	unidos
државите	ee
државите	estados
државите	uu
државите	eua
река	río
политички	políticas
политички	políticos
политички	político
политички	política
области	zonas
области	áreas
право	en
право	directo
право	dereito
право	ben
серија	serie
серија	de
енергија	enerxía
енергија	consumo
енергија	enerxético
енергија	enerxética
значајни	significativas
значајни	significativa
значајни	significativo
значајни	máis
значајни	importante
значајни	significativo
островот	island
островот	illa
образование	educación
образование	a
дена	días
добро	bo
добро	ben
добро	boa
добро	boas
добро	bos
извршување	execución
негово	o
негово	seu
негово	súa
негово	seus
негово	a
нејзините	seus
нејзините	súas
нејзините	seu
нејзините	o
нејзините	súa
нејзините	a
тука	aquí
смртта	a
смртта	morte
родени	nacín
родени	naceu
родени	nacer
родени	naciches
родени	nacen
натпревари	mistos
натпревари	partidos
книга	libro
речиси	case
азија	asia
азија	de
песна	pista
песна	track
песна	camiño
песна	rastro
песна	cambios
песна	hipódromo
песна	canción
песна	cantiga
песна	cantar
песна	canto
всушност	en
всушност	realidade
всушност	a
всушност	de
всушност	feito
всушност	realmente
боја	cor
боја	cores
боја	de
боја	cor
боја	ser
прави	fai
прави	facer
прави	facendo
прави	a
прави	fas
прави	fai
прави	que
понекогаш	veces
понекогаш	ás
води	leads
води	leva
води	lévame
води	conducir
води	levar
води	a
води	até
поглед	vista
поглед	opinión
поглед	punto
поглед	visión
заедница	comunidade
стил	estilo
рок	rocha
рок	pedra
рок	rock
рок	de
мухамед	mahoma
комитет	comité
африка	áfrica
африка	sudáfrica
континент	continente
животот	vida
животот	a
регион	rexión
регион	do
регион	sudeste
моќ	poder
моќ	o
сила	fortaleza
сила	forzas
сила	forza
сила	a
сила	radica
сила	forza
сила	a
сила	policía
сила	exército
исток	leste
исток	oriente
исток	este
исток	do
исток	próximo
извештај	informe
извештај	informar
лондон	londres
лондон	london
кина	china
права	dereitos
права	os
права	dos
права	carta
права	dereito
елементи	elementos
теорија	teoría
најголем	máis
најголем	grandes
најголем	maiores
најголем	maior
најголем	mellor
најголем	meirandes
најголем	grande
најголем	duns
значење	significado
значење	sentido
значење	que
значење	significa
значење	explican
значење	o
руски	rusa
руски	ruso
нешто	algo
нешто	cousa
црна	negra
црна	negro
црна	negros
натпревар	competición
смрт	a
смрт	morte
мислења	opinión
мислења	opinións
културни	cultural
пари	cartos
пари	diñeiro
пари	os
пари	xiro
најголема	máis
најголема	grandes
најголема	maiores
најголема	maior
најголема	mellor
најголема	meirandes
најголема	grande
најголема	duns
најголема	maior
најголема	máis
најголема	grande
најголема	mellor
најголема	maior
најголема	máis
наместо	en
наместо	vez
наместо	lugar
наместо	no
наместо	canto
наместо	diso
веб	web
петар	peter
петар	pedro
царство	reino
царство	ceos
влада	goberno
влада	do
јазикот	lingua
човек	humanos
човек	humana
човек	humano
човек	home
човек	meu
направи	facer
направи	que
направи	facer
направи	que
направи	fixen
направи	fixo
направи	feito
мека	suave
мал	pequeno
мал	pequenos
мал	pequenas
мал	pequena
мал	pouco
мал	algo
мал	pequeno
мал	pequena
изградена	construida
изградена	construíu
изградена	construín
изградена	construímos
изградена	de
системи	sistemas
системи	dos
семејство	familia
семејство	familiar
услови	condicións
услови	patoloxías
услови	as
услови	termos
услови	funcionamento
услови	a
пол	paul
кралот	king
кралот	rei
кралот	o
кралот	xurxo
поголем	máis
поголем	grandes
поголем	grande
поголем	é
поголем	maior
поголем	máis
поголем	ampla
поголем	máis
поголем	grandes
поголем	grande
поголем	maiores
поголем	é
поголем	son
заштита	protección
сан	san
сан	andrews
општествени	social
општествени	sociais
најмногу	a
најмногу	maioría
најмногу	parte
најмногу	máis
најмногу	principalmente
најмногу	maioría
најмногу	sobre
најмногу	todo
најмногу	maiormente
најмногу	maioritariamente
победа	gañar
победа	vitoria
победа	da
победа	victoria
победа	a
мајка	nai
мајка	mamá
мајка	mami
мајка	nai
мајка	á
мајка	mamá
малку	pouco
малку	algo
малку	pequeno
малку	pequena
разни	varias
разни	varios
разни	con
дава	da
дава	dá
дава	dálle
надвор	do
надвор	fóra
надвор	fora
надвор	fóra
клуб	clube
клуб	salvavidas
клуб	club
слики	as
слики	imaxes
слики	as
слики	fotos
слики	imaxes
слики	fotografías
слики	fotos
слики	as
слики	fotografías
слики	foto
слики	túas
војска	militares
војска	militar
војска	exército
војска	exército
војска	do
одредени	certo
одредени	certas
одредени	certa
одредени	seguro
одредени	certos
уметност	arte
уметност	art
уметност	a
помалку	menos
ниту	nin
ниту	tampouco
ниту	habemos
ниту	ningún
ниту	non
ниту	eu
ниту	nin
ниту	non
растојание	distancia
растојание	distancias
растојание	lonxe
растојание	as
растојание	até
втор	segundo
втор	segunda
покраина	provincia
покраина	do
себе	min
себе	mesma
себе	mesmo
себе	eu
себе	me
себе	te
себе	mesmo
себе	ti
себе	vostede
јован	john
извори	fontes
жени	mulleres
жени	as
должина	lonxitude
големо	grande
големо	grandes
големо	gran
знаме	bandeira
живи	vivos
живи	viva
живи	vivo
живи	vida
живи	con
избран	escollida
функции	funcións
вели	di
вели	que
вели	dixo
секогаш	sempre
она	ela
она	que
вкупно	total
вкупно	de
прво	primeiro
прво	primeira
вклучува	inclúe
итн	etc
факултет	universidade
факултет	na
факултет	estudantes
факултет	facultade
факултет	que
факултет	college
факултет	colexio
тип	tipo
тип	home
тип	escribir
тип	tipo
тип	de
тип	clase
половина	media
половина	metade
половина	medio
половина	a
месеци	meses
жена	muller
жена	unha
жена	muller
жена	esposa
жена	dona
проблеми	problema
проблеми	problemas
проблеми	problemas
проблеми	os
проблеми	problema
претходно	antes
претходно	máis
претходно	cedo
претходно	anteriores
контрола	control
контрола	controlar
училишта	escolas
училишта	as
училишта	nas
север	ao
север	norte
север	do
простор	espazo
простор	espacio
простор	no
стана	foi
стана	a
стана	converteuse
стана	nunha
стана	nun
стана	en
стана	se
стана	converteu
отколку	ca
отколку	máis
отколку	que
отколку	do
отколку	mellor
војни	guerras
војни	guerra
доаѓа	vén
доаѓа	se
доаѓа	ven
доаѓа	que
доаѓа	vir
доаѓа	vén
доаѓа	vou
добива	se
поголема	maior
поголема	máis
поголема	ampla
поголема	máis
поголема	grandes
поголема	grande
поголема	maiores
поголема	é
поголема	son
нивното	seus
нивното	as
нивното	súas
нивното	os
нивното	seu
нивното	súa
толку	así
толку	que
толку	entón
толку	tan
ниска	pouco
ниска	baixo
ниска	baixa
ниска	baixas
ниска	baixos
источна	orientais
источна	oriental
источна	este
шест	seis
шест	6
никогаш	non
никогаш	nunca
линија	liña
линија	fila
види	ver
види	vexo
види	mira
верзија	versión
тело	corpo
тело	corporal
историски	históricas
историски	histórica
историски	históricos
историски	histórico
историски	histórica
книги	os
книги	libros
процес	proceso
центарот	los
центарот	centro
дом	fogar
дом	casa
дом	á
дом	na
индија	india
главна	principal
главна	importante
јапонија	xapón
советски	soviética
грчки	grego
возраст	anos
возраст	idade
југ	sur
југ	do
југ	sudáfrica
музеј	museo
запад	oeste
запад	occidente
запад	occidental
запад	do
запад	da
запад	west
награди	premios
зборови	palabras
зборови	as
зборови	verbas
официјално	oficial
музички	musical
музички	musicais
единици	unidades
полска	polaca
издание	edición
економија	economía
економија	a
економија	da
фаза	fase
фаза	escenario
фаза	etapa
фаза	no
фаза	palco
втора	segundo
втора	segunda
најдобар	mellores
најдобар	mellor
парк	parque
парк	park
физика	da
физика	física
марија	maria
марија	maría
куп	morea
куп	uns
куп	de
куп	chea
куп	grupo
куп	fato
куп	pila
куп	feixe
куп	rochas
куп	de
куп	da
куп	cunca
куп	café
народ	xente
народ	persoas
народ	a
народ	pobo
седиште	sentar
седиште	asento
седиште	sitio
седиште	senta
седиште	séntese
седиште	sente
успех	éxito
официјална	oficial
долари	dólares
долари	dolares
долари	de
долари	dolar
долари	dólar
долари	por
долари	cartos
долари	dólares
долари	patacóns
долари	pavos
долари	por
ракета	foguete
ракета	mísil
интернет	internet
општи	xeral
општи	xeneral
општи	o
доста	abonda
доста	suficiente
доста	dabondo
доста	para
доста	abondo
храна	comida
храна	alimentos
храна	alimentaria
банка	banco
банка	ribeira
банка	penedo
банка	citybank
архитектура	arquitectura
централна	central
централна	primordiais
централна	centro
манастир	mosteiro
манастир	convento
односи	relación
односи	relacións
односи	relacións
врвот	do
врвот	enriba
врвот	20
врвот	cima
врвот	superior
италијански	italiano
италијански	italiana
италијански	italianos
можност	oportunidade
можност	de
можност	oportunidades
можност	a
дополнителни	adicional
големина	tamaño
големина	do
уредување	editar
уредување	edit
борба	batalla
борба	loita
борба	esfórzome
борба	por
борба	loita
борба	contra
борба	loitar
борба	loitamos
борба	combate
борба	pelexar
борба	combater
борба	loitar
борба	contra
борба	loita
цркви	igrexas
редовни	regularmente
редовни	normal
редовни	típica
редовни	de
редовни	taxis
редовни	regular
производство	produción
производство	de
производство	producción
извор	fonte
извор	orixe
извор	de
маса	mesa
маса	foxas
маса	masa
маса	masiva
маса	masas
маса	de
маса	misa
планетата	planeta
карта	mapa
карта	billete
карта	boleto
карта	para
карта	liscar
карта	carta
карта	tarxeta
карта	de
карта	unha
карта	documento
брег	costa
брег	costa
брег	marfil
брег	na
посебно	especialmente
посебно	sobre
посебно	todo
посебно	especial
посебно	especiais
главни	principal
главни	importante
средина	entorno
средина	ambiente
средина	medio
средина	media
средина	medio
средина	oriente
средина	centro
средина	center
средина	de
средина	centro
средина	cerne
територија	territorio
создавање	creación
создавање	crear
создавање	creando
имаше	tiña
имаше	que
имаше	tiven
единица	unidade
брат	irmán
брат	meu
поделен	dividido
армија	exército
армија	do
уметноста	arte
уметноста	art
уметноста	a
случаи	casos
случаи	caixas
роман	novela
европски	europea
европски	europeas
медал	medalla
постојано	constantemente
постојано	constante
постоеле	existiu
животни	animais
животни	os
закон	leis
закон	lei
закон	a
мрежа	rede
мрежа	de
пристап	acceso
пристап	aos
оддалеченост	distancia
оддалеченост	distancias
оддалеченост	lonxe
оддалеченост	as
оддалеченост	até
користење	usando
користење	usar
користење	usan
канада	canadá
среден	media
среден	medio
среден	oriente
окрузи	condados
војници	soldados
војници	os
војници	tropas
војници	as
активности	actividades
активности	as
активности	accións
активности	actividade
материјал	materiais
материјал	material
материјал	prima
жените	mulleres
жените	as
победи	gañar
победи	non
победи	vai
победи	vou
победи	gaña
последниот	último
последниот	últimos
последниот	pasado
последниот	última
последниот	o
последниот	onte
зад	detrás
зад	de
зад	atrás
зад	tras
зад	por
птици	aves
птици	paxaros
птици	as
организации	organizacións
писмо	carta
писмо	letra
гол	espido
гол	obxectivo
совет	consello
совет	punta
совет	dan
совет	propinas
човекот	home
човекот	meu
национален	nacional
национален	nacionais
национален	national
поголеми	máis
поголеми	grandes
поголеми	grande
поголеми	é
поголеми	máis
поголеми	grandes
поголеми	grande
поголеми	maiores
поголеми	é
поголеми	son
носи	vestidos
носи	con
носи	pantalóns
носи	levas
носи	leva
носи	levar
носи	levo
носи	levas
носи	non
носи	as
носи	a
носи	levar
михаил	michael
џејмс	james
брзо	rápido
брзо	axiña
брзо	rápida
брзо	veña
брзо	marchar
брзо	rápido
брзо	velocidade
брзо	rápido
брзо	rapidamente
брзо	axiña
форми	de
форми	formas
форми	forma
форми	documentos
форми	formas
страни	lados
страни	bandos
страни	caras
архитектурата	arquitectura
куќи	casas
куќи	fogares
победата	gañar
роберт	robert
шведска	suecia
унгарија	hungría
модел	modelo
скоро	case
учество	participación
поезија	poesía
позиција	posición
аеродром	aeroporto
личности	persoas
личности	figuras
студии	estudos
студии	estudios
студии	análises
студии	estudo
региони	rexións
професор	mestre
професор	profesor
професор	profesor
професор	mestra
професор	mestre
планина	montaña
планина	montañosa
бара	require
карактеристики	características
карактеристики	as
