din	from
olanda	netherlands
olanda	holland
henry	henry
finală	final
israel	israel
intrarea	entry
intrarea	entrance
vară	summer
compozitor	composer
versiunea	version
prezența	presence
vladimir	vladimir
motiv	motive
motiv	reason
neagră	black
bihor	bihor
uefa	uefa
popular	popular
existența	existence
justificare	justification
papa	papa
papa	pope
cernigău	chernihiv
sport	sport
sport	sports
ministrul	minister
poloniei	poland
creșterea	growth
studiat	studied
plasa	net
vâlcea	vâlcea
mutat	moved
scrisă	written
noastre	our
generale	general
filip	philip
filip	filip
subiect	topic
subiect	subject
politica	policy
politica	politics
comitate	counties
zece	ten
insulele	islands
park	park
arta	art
bgcolor	bgcolor
pictor	painter
gradul	degree
gradul	rank
autorul	author
ora	ora
ora	hour
ora	time
posibil	possibly
posibil	possible
onoare	honour
onoare	honor
înalt	tall
mii	thousand
mii	thousands
sumî	sumy
joacă	play
cernăuți	chernivtsi
culturale	cultural
tom	tom
continuare	continuation
continuare	sequel
ore	hours
moarte	death
vremea	weather
monumentul	monument
forme	forms
forme	shapes
program	program
program	programme
program	schedule
susținut	supported
susținut	sustained
alegerile	elections
linie	line
lungă	long
producție	production
urban	urban
strada	street
viii	viii
drum	road
lung	lung
lung	long
festivalul	festival
alta	alta
zonele	areas
tipuri	types
primii	first
versuri	verses
versuri	lyrics
steaua	star
steaua	steaua
bistrița	bistrița
jucător	player
sursa	source
familii	families
christian	christian
west	west
distanță	distance
distanță	remote
clădirea	building
biblioteca	library
formate	formed
formate	formats
piatra	stone
piatra	rock
termen	term
valoarea	value
miniatura	miniature
miniatura	thumbnail
don	don
religioase	religious
calais	calais
rio	rio
alpi	alps
doctor	doctor
drepturile	rights
emir	emir
emir	amir
turnul	tower
washington	washington
nobel	nobel
economică	economic
gentile	gentile
adăugat	added
afară	outside
afară	out
decenii	decades
stilul	style
non	non
proces	process
proces	trial
aparține	belongs
domeniu	domain
han	han
cerut	requested
xiv	xiv
comanda	command
comanda	order
interior	inside
interior	inner
interior	interior
friedrich	friedrich
madrid	madrid
bani	money
xvii	xvii
secole	centuries
crearea	creation
crearea	creating
ron	ron
șah	chess
argint	silver
intră	enter
norvegia	norway
regina	regina
regina	queen
galerie	gallery
decis	decided
dnipropetrovsk	dnipropetrovsk
unitate	unity
unitate	unit
johann	johann
campania	campania
campania	campaign
dupa	after
compus	composed
compus	compound
partid	party
scop	purpose
moderne	modern
descrie	describe
condiții	conditions
energie	energy
schimbat	changed
extrem	extremely
extrem	extreme
tratatul	treaty
elveția	switzerland
eveniment	event
totul	everything
ana	ana
aer	air
standard	standard
mișcarea	movement
solid	solid
apa	water
sezon	season
traian	traian
stadionul	stadionul
stadionul	stadium
studiile	studies
anunțat	announced
cazuri	cases
sine	sine
latină	latin
munte	mountain
edward	edward
descoperă	discover
romană	roman
conducător	ruler
conducător	leader
evenimentul	event
poziție	position
masă	table
masă	mass
masă	meal
maritime	maritime
povestea	story
spațiu	space
bas	bass
bas	bas
opt	eight
coreea	korea
interne	internal
eugen	eugen
ionescu	ionescu
încearcă	try
reprezentat	represented
prahova	prahova
parlamentului	parliament
teren	field
teren	land
teren	terrain
burgundia	burgundy
serbia	serbia
marcat	scored
marcat	marked
canton	canton
vinnița	vinnytsia
london	london
utilizat	used
severin	severin
produce	produce
produce	produces
eminescu	eminescu
france	france
cult	cult
cult	worship
otto	otto
control	control
preot	priest
versiune	version
făcute	made
cristian	cristian
lorena	lorena
lorena	lorraine
fişier	file
păstrează	keep
iosif	joseph
pyrénées	pyrénées
vrea	wants
condițiile	conditions
emil	emil
bucovina	bukovina
pictură	painting
zilele	days
prezentat	presented
prezentat	submitted
folosirea	using
sala	sala
sala	gym
turcia	turkey
animale	animals
medicină	medicine
producător	producer
producător	manufacturer
relativ	relative
relativ	relatively
vecine	neighbour
vecine	neighbor
material	material
regiuni	regions
bogdan	bogdan
basarabia	bessarabia
dolari	dollars
înălțime	height
imaginea	image
parlamentul	parliament
statutul	status
statutul	statutes
umane	human
operă	opera
natural	natural
natural	naturally
planul	plan
textul	text
plecat	gone
medalia	medal
vârstă	age
înregistrat	recorded
înregistrat	registered
preluat	retrieved
serial	serial
administrative	administrative
turci	turks
turci	turkish
absolvit	graduated
münchen	münchen
münchen	munich
xiii	xiii
vara	summer
belgia	belgium
jack	jack
normandia	normandy
sora	sister
acțiuni	shares
acțiuni	actions
autoritățile	authorities
vine	comes
name	name
răspuns	answer
răspuns	reply
răspuns	response
rezultate	results
camera	room
anna	anna
discuții	discussion
discuții	discussions
poezie	poem
poezie	poetry
economic	economic
obiecte	objects
acasă	home
budapesta	budapest
consilier	adviser
consilier	counsellor
consilier	counselor
consilier	advisor
sfârșit	end
secolele	centuries
secretar	secretary
permis	allowed
permis	permitted
maxim	max
maxim	maxim
maxim	maximum
danemarca	denmark
transport	transportation
transport	transport
coasta	coast
vaslui	vaslui
menționat	mentioned
pavel	paul
pavel	pavel
lei	lei
lei	lions
petre	petre
exact	exactly
exact	exact
cronica	chronicle
grupuri	groups
studiu	study
florin	barry
florin	florin
socială	social
fier	iron
notă	note
motive	reasons
motive	pleas
mount	mount
pian	piano
păstrat	kept
ucis	murdered
ucis	killed
direcția	direction
știe	knows
comun	common
marne	marne
soldați	soldiers
administrativă	administrative
miliarde	billion
miliarde	billions
modelul	model
știu	know
ortodoxe	orthodox
necesare	required
necesare	necessary
comentariu	comment
king	king
actuală	current
vârful	tip
pag	pag
viitor	future
clar	clear
tânăr	young
subiectul	subject
notabilitate	notability
bronz	tan
bronz	bronze
gabriel	gabriel
anton	anton
episcop	bishop
lună	moon
lună	month
habsburg	habsburg
org	org
încheiat	completed
încheiat	ended
opere	operas
ultimele	last
ultimele	latest
rog	rog
retras	retired
retras	withdrawn
sofia	sofia
spațiul	space
sediu	headquarters
river	river
interpretat	interpreted
records	records
introdus	introduced
introdus	inserted
mișcare	motion
mișcare	movement
industria	industry
femeie	woman
femeie	female
franz	franz
medic	physician
medic	medic
comandant	commandant
comandant	commander
maramureș	maramureș
bărbați	men
utilizarea	using
utilizarea	use
tehnică	technical
tehnică	technique
adresa	address
dimitrie	dimitrie
documente	documents
inclus	included
satu	satu
volum	volume
muntenegru	montenegro
max	max
meciuri	matches
baia	baia
baia	bathroom
arthur	arthur
corp	body
servicii	services
servicii	service
colecția	collection
importanță	importance
lupte	fights
lupte	wrestling
victorie	win
scriitorilor	writers
prof	prof
walter	walter
veneția	venice
desfășurat	deployed
creștere	increase
creștere	growth
oradea	oradea
dacia	dacia
house	house
caracter	character
valign	valign
numără	count
teritoriu	territory
speciale	special
south	south
debutat	debuted
înlocuit	replaced
gehrels	gehrels
săptămâni	weeks
alias	alias
marin	marin
marin	marine
albume	albums
holmes	holmes
producția	production
css	css
oscar	oscar
conflict	conflict
organizarea	organisation
capul	head
ivan	ivan
nimeni	nobody
arheologic	archaeological
apărare	defence
apărare	defense
alexander	alexander
sensul	meaning
următor	next
jocuri	games
revoluția	revolution
smith	smith
rivne	rivne
categorii	category
categorii	categories
noapte	night
acces	access
matematică	maths
matematică	mathematics
matematică	math
specifice	specific
groeneveld	groeneveld
primește	receive
primește	receives
centrale	central
lee	lee
afl	afl
povestiri	stories
scor	score
red	red
comunități	communities
portugalia	portugal
wiki	wiki
vlad	vlad
guvern	government
occidental	occidental
occidental	western
anglo	anglo
propus	proposed
barcelona	barcelona
posibilitatea	possibility
adevărat	true
austro	austro
midi	midi
realizarea	realisation
realizarea	realization
copiii	kids
copiii	children
markgraf	margrave
google	google
studiul	study
cuvânt	word
făcută	made
armate	armies
dinamo	dinamo
dinamo	dynamo
construcții	construction
refuzat	denied
refuzat	declined
refuzat	refused
oferit	offered
regină	queen
independent	independent
independent	independently
kirovohrad	kirovohrad
terminat	finished
sprijinul	support
ali	ali
modernă	modern
calificat	qualified
sydney	sydney
pictura	painting
puternică	strong
volînia	volyn
foto	photo
ridicată	raised
jan	jan
brăila	brăila
xii	xii
scorul	score
bazat	based
relații	relationships
relații	relations
fifa	fifa
north	north
ordine	order
ordine	orders
democrat	democratic
democrat	democrat
democrat	democrats
html	html
italiană	italian
ternopil	ternopil
elisabeta	elizabeth
elisabeta	elisabeth
trăit	lived
seine	seine
pro	pro
pro	pros
milano	milan
milano	milano
parțial	partly
parțial	partial
parțial	partially
forța	force
modern	modern
largă	wide
critic	critic
critic	critical
programul	program
programul	programme
programul	schedule
formatul	format
asociația	association
spectatori	spectators
spectatori	viewers
personaje	characters
trupa	band
înaltă	high
înaltă	tall
olt	olt
formarea	formation
disc	disc
disc	disk
iulia	iulia
iulia	julia
participă	participates
participă	participate
activități	activities
suferit	suffered
prinț	prince
champagne	champagne
eric	eric
influența	influence
air	air
dunării	danube
comerciale	commercial
autonomă	autonomous
învins	defeated
marius	marius
premiu	prize
premiu	award
mark	mark
garonne	garonne
educație	education
coa	coa
recunoscut	acknowledged
recunoscut	recognised
recunoscut	recognized
așezare	settlement
legătura	link
dimensiuni	dimensions
dimensiuni	sizes
activ	active
hans	hans
grad	grade
grad	grad
grad	degree
grad	rank
interviu	interview
simon	simon
tratat	treated
tratat	treaty
maximă	maximum
sisteme	systems
indicativ	indicative
arbitru	referee
arbitru	ref
intre	between
jocul	game
încredere	confidence
încredere	trust
carl	carl
cântec	song
ajutor	help
titular	holder
foc	fire
lege	law
curent	current
funcții	functions
exterior	external
exterior	exterior
catedrala	cathedral
starea	status
maghiar	hungarian
frank	frank
închisoare	jail
închisoare	prison
scriitori	writers
ținut	kept
școli	schools
grand	grand
ilie	elijah
ilie	ilie
britanică	british
hitler	hitler
secțiunea	section
șterge	delete
premiera	premiere
elst	elst
construite	built
construite	constructed
personale	personal
istoricul	history
personaj	character
deținut	inmate
făcând	doing
cezar	caesar
cere	ask
relațiile	relationships
relațiile	relations
avioane	airplanes
avioane	aircraft
avioane	aeroplanes
avioane	planes
colegiul	college
securitate	security
catalina	catalina
raionului	rayon
originea	origin
muntele	mountain
muntele	mount
inginer	engineer
gura	mouth
datele	dates
datele	data
problemă	problem
problemă	issue
finlanda	finland
natură	nature
sovietic	soviet
anual	yearly
anual	annual
marginea	edge
luxemburg	luxembourg
cercetări	research
părăsit	forsaken
teritoriile	territories
titluri	headlines
titluri	titles
galeria	gallery
dovedit	proved
dovedit	proven
existente	existing
piesă	piece
matei	matthew
matei	matei
căsătorie	marriage
linii	lines
filozofie	philosophy
east	east
cauză	cause
litere	letters
locală	local
lipsă	missing
practic	practical
practic	basically
practic	practically
cam	cam
protejată	protected
noaptea	night
arabă	arab
arabă	arabic
părinții	parents
arhitectură	architecture
regiunile	regions
egipt	egypt
scenă	scene
feminin	feminine
feminin	female
considerate	considered
scădere	decrease
forță	force
soție	wife
drepturi	rights
cimitirul	cemetery
cimitirul	graveyard
contribuit	contributed
spaniolă	spanish
practică	practical
practică	practice
discuţie	discussion
sute	hundreds
magazine	stores
magazine	shops
clădiri	buildings
cotă	quota
unitatea	unity
unitatea	unit
leon	leon
lumină	light
regală	royal
act	act
lake	lake
editor	publisher
editor	editor
exemple	examples
aurel	aurel
alegeri	elections
alegeri	election
serviciul	service
crăciun	christmas
personală	personal
larg	wide
poezii	poems
poezii	poetry
viitorul	future
necesar	required
necesar	necessary
stalin	stalin
ofițer	officer
ben	ben
iarnă	winter
link	link
ruși	russians
zaporijjea	zaporizhia
roger	roger
frecvent	frequently
administrator	admin
administrator	administrator
civile	civil
catolic	catholic
bizantin	byzantine
piață	market
problemele	problems
natura	nature
columbia	columbia
columbia	colombia
polonez	polish
episcopul	bishop
cucerit	conquered
ministerului	ministry
cartierul	neighborhood
presă	press
presă	media
petrecut	spent
