پیامی	messenger
پیچیدہ	sarežģīta
پِیچھا	neesamība
پِیچھا	aizmugure
پِیچھا	aizmugures
پِیچھا	aizmugurē
پِیچھا	aizmugurējā
پِیچھے	aiz
پِیچھے	pēc
پِیچھے	bij
پِیخال	gvano
پَیخانہ	tualetes
پَیخانہ	tualete
پَیدا	peļņa
پَیدا	ražoti
پَیدا	ražota
پَیدا	ražotas
پَیدا	saražots
پَیدا	ražots
پَیدا	atklāju
پَیدا	acīmredzama
پَیدا	radīts
پَیدا	pelna
پَیدا	guvums
پَیدا	ieguva
پَیدا	kukuli
پَیدا	ienākumus
پَیدا	ienākums
پَیدا	ienākuma
پَیدا	ienākumi
پَیدا	ieņēmumi
پَیدا	izstādījis
پَیدا	dzimuši
پَیدا	dzimis
پَیدا	dzimusi
پَیدا	radīta
پَیدا	radīts
پَیدا	izveidots
پَیدا	radīti
پَیدا	izveidota
پَیدا	iegādāti
پَیدا	iegūta
پَیدا	iegūto
پَیدا	iegūtā
پَیدا	ieguva
پَیدا	ieguvis
پَیداوار	augļi
پَیداوار	auglis
پَیداوار	ienākumus
پَیداوار	ienākums
پَیداوار	ienākuma
پَیداوار	ienākumi
پَیداوار	ieņēmumi
پَیداوار	ražu
پَیداوار	ražība
پَیداواری	produktīva
پَیدائش	peļņa
پَیدائش	dzimšanas
پَیدائش	dzemdības
پَیدائش	peļņa
پَیدائش	izveidošanas
پَیدائش	izveide
پَیدائش	izveidošana
پَیدائش	radīšana
پَیدائش	ražot
پَیدائش	produkcija
پَیدائشی	iedzimta
پَیدائشی	iedzimtas
پَیدائشی	iedzimtu
پَیدائشی	iedzimta
پَیدائشی	dabīgais
پَیدائشی	dabas
پَیدائشی	dabīgs
پَیدائشی	dabiskā
پَیدائشی	dabīgi
پَیدائشی	iedzimtas
پَیدائشی	oriģināls
پَیدائشی	sākotnējais
پَیدائشی	oriģinālā
پَیدائشی	sākotnējā
پَیدائشی	oriģināli
پَیدائشی	oriģināla
پَیدائی	acīmredzama
پَیدائی	acīmredzams
پَیدائی	acīmredzami
پَیدائی	acīmredzama
پَیدائی	esamība
پَیدائی	pastāvēšana
پَیدائی	esība
پَیدائی	izpausmi
پَیدائی	izpausme
پَیدل	ejot
پَیدل	staigā
پَیر	pēda
پَیر	pēdu
پَیر	kāja
پِیر	pirmdien
پِیر	pirmdienā
پِیر	pirmdiena
پِیر	cīnītāji
پِیر	pirs
پِیر	svētais
پِیر	saint
پِیر	sāpes
پَیرا	rindkopa
پَیرا	rindkopas
پَیرا	para
پِیرا	dzeltens
پِیرا	dzeltena
پِیرا	dzeltenas
پِیرا	dzeltenais
پَیراستگی	labiekārtošana
پَیراستگی	dekorācijas
پَیراستہ	rotāja
پَیراستہ	pielāgots
پَیراستہ	koriģēts
پَیراستہ	koriģēta
پَیراستہ	apbalvots
پَیراک	peldētājs
پَیراکی	peldēties
پَیراکی	peldēšana
پَیراکی	peldēšanas
پَیراکیہ	planktonu
پَیرامن	svārki
پَیرامن	ap
پَیرامن	apkārt
پَیرامن	ķēde
پَیرامن	trase
پَیرامن	par
پَیرامن	apkārtmērs
پِیران	mācītājiem
پِیران	svēto
پَیراہن	tērps
پَیراہن	kleita
پَیرائو	dziļa
پَیرائو	dziļā
پَیرائو	dziļi
پَیرائو	deep
پَیرائو	dziļš
پَیرائی	efekts
پَیرائی	ietekme
پَیرائی	darbība
پَیرائی	operācija
پَیرائی	ekspluatācija
پَیرائی	rotas
پَیرائی	prakse
پَیرائی	praksi
پَیرائی	labiekārtošana
پَیرائی	dekorācijas
پَیرائی	rīcība
پِیرائی	dziedātāja
پِیرائی	dziedātājs
پَیرایہ	uzvedība
پَیرایہ	izturēšanās
پَیرایہ	uzvedību
پَیرایہ	stils
پَیرایہ	metode
پَیرنا	pīrss
پَیرنا	peldēt
پَیرو	sekotājs
پَیرو	skolēns
پَیرو	skolēnu
پَیرو	māceklis
پِیرُو	turciju
پِیرُو	turcijā
پِیرُو	tītara
پِیرُو	turcija
پِیرُو	turcijas
پِیروز	veiksmīga
پِیروز	sekmīga
پِیروز	veiksmīgs
پِیروز	veiksmīgu
پِیروز	veiksmīgi
پِیروز	pārtikusi
پِیروز	turīga
پِیروزہ	tirkīza
پَیروکار	sekotājs
پَیروی	paklausība
پِیری	iestāde
پِیری	power
پِیری	jaudas
پِیری	jauda
پِیری	vara
پِیڑ	slimība
پِیڑ	žēl
پِیڑ	līdzjūtība
پِیڑ	skumjas
پِیڑ	bēdas
پِیڑ	sāpes
پیڑ	rūpnīca
پیڑ	iekārta
پیڑ	augs
پیڑ	augu
پیڑ	krūms
پیڑ	rūpnīca
پیڑ	iekārta
پیڑ	augs
پیڑ	augu
پیڑ	koku
پیڑ	koks
پیڑ	kokā
پیڑ	krūms
پیڑا	mīklas
پَیڑی	kāpņu
پَیڑی	step
پَیڑی	posms
پَیڑی	soli
پَیڑی	solis
پِیڑھی	paaudze
پِیڑھی	paaudzes
پِیڑھی	ģenealoģijas
پَیزار	čības
پَیزار	apavu
پَیسا	bagātību
پَیسا	laimes
پَیسا	naudu
پَیسا	nauda
پَیسا	naudas
پَیسا	nauda
پَیسا	bagātības
پَیسا	bagātība
پَیسا	bagātības
پِیسنا	iznīcināt
پِیسنا	pulveri
پِیسنا	pulveris
پِیسنا	samaļ
پیش	paplašināti
پیش	progresējošu
پیش	pirms
پیش	frontālās
پیش	priekšējais
پیش	fronte
پیش	priekšpusē
پیش	priekšā
پیش	priekšējie
پیشاپیش	priekšā
پیشاپیش	pirms
پیشاپیش	vadītājs
پیشاپیش	vadonis
پیشاپیش	līderi
پیشاپیش	leader
پیشاپیش	līderis
پیشاپیش	pioniera
پیشانی	virsraksts
پیشانی	pozīcija
پیشانی	virsraksts
پیشانی	tituls
پیشانی	liktenim
پیشانی	likteņa
پیشانی	liktenis
پیشانی	likteni
پیشانی	virsraksts
پیشانی	pozīcija
پیشانی	priekšējais
پیشانی	fronte
پیشانی	priekšpusē
پیشانی	priekšā
پیشانی	priekšējie
پیشانی	virsraksts
پیشانی	tituls
پیشانی	liktenim
پیشانی	likteņa
پیشانی	liktenis
پیشانی	likteni
پیشتر	agrāk
پیشتر	bij
پیشتر	agrāk
پیشتر	pirms
پیشتر	bij
پیشرس	priekšvārdā
پیشکار	vietnieks
پیشکار	palīgs
پیشکار	asistents
پیشکاری	aģentūra
پیشکش	noformējumu
پیشکش	prezentācija
پیشکش	prezentācijas
پیشکش	noformējums
پیشکش	priekšlikums
پیشکش	noformējumu
پیشکش	prezentācija
پیشکش	prezentācijas
پیشکش	noformējums
پیشکش	piedāvājums
پیشکش	priekšlikums
پیشگفتار	priekšvārdā
پیشگفتار	priekšvārds
پیشگی	priekšapmaksas
پیشوا	modelis
پیشوا	model
پیشوا	modele
پیشوا	paraugs
پیشوا	rokasgrāmata
پیشوا	ceļvedis
پیشوا	vadītājs
پیشوا	vadonis
پیشوا	līderi
پیشوا	leader
پیشوا	līderis
پیشوا	mācītājs
پیشوا	priekšroka
پیشوا	vēlamā
پیشوا	vēlamais
پیشوائی	prioritāte
پیشوائی	vadība
پیشوائی	norādījumi
پیشوائی	vadlīnijas
پیشوائی	priekšroka
پیشہ	tirdzniecība
پیشہ	tirdzniecības
پیشہ	bizness
پیشہ	uzņēmējdarbība
پیشہ	pielāgota
پیشہ	pielāgots
پیشہ	birojs
پیشہ	biroja
پیشہ	biroju
پیشہ	prostitūciju
پیشہ	aicina
پیشہ	zvanot
پیشہ	profesija
پیشہ	tirdzniecība
پیشہ	tirdzniecības
پیشہ	bizness
پیشہ	uzņēmējdarbība
پیشہ	pielāgota
پیشہ	pielāgots
پیشہ	birojs
پیشہ	biroja
پیشہ	biroju
پیشہ	prostitūciju
پیشی	dzirde
پیشی	esamība
پیشی	klātbūtni
پیشی	esība
پیشی	klātbūtne
پیشین	senas
پیشین	senā
پیشین	senās
پیشین	senie
پیشین	pēcpusdienā
پیشین	pēcpusdienas
پیشین	pēcpusdiena
پیشین	vakars
پیشین	vakara
پیشین	vakarā
پیشین	bijusī
پیشین	bijušie
پیشین	bijušais
پیشین	agrāk
پَیغار	dziļvaga
پَیغار	grāvis
پَیغارہ	ļaunprātīgas
پَیغام	ziņojums
پَیغام	vēstule
پَیغام	ziņu
پَیغام	vēstījums
پَیغام	ziņa
پَیغام	jaunumi
پَیغام	ziņas
پَیغام	konsultācijas
پَیغام	padoms
پَیغام	ieteikumi
پَیغامی	messenger
پَیغمبر	messenger
پَیک	messenger
پَیک	kurjeru
پَیک	aizsargs
پَیک	sargs
پَیک	spiegu
پِیکا	šaut
پِیکا	skatē
پِیکا	nošaut
پِیکا	šauj
پِیکا	dīgst
پَیکار	kaujā
پَیکار	kauja
پَیکار	cīņa
پَیکار	kaujas
پَیکار	konkurss
پَیکار	karu
پَیکار	karš
پَیکار	kara
پَیکار	karā
پَیکر	forma
پَیکر	attēls
پَیکر	attēlā
پَیکر	ķermeņa
پَیکر	ķermenis
پَیکر	seju
پَیکر	seja
پَیکر	izskats
پیکھنا	vēlme
پیکھنا	vēlmi
پیکھنا	redz
پیکھنا	skatīt
پیکھنا	skatīties
پیکھنا	pulkstenis
پیکھنا	skaties
پِیل	zilonis
پیل	push
پیل	pārpilnība
پِیلا	dzeltens
پِیلا	dzeltena
پِیلا	dzeltenas
پِیلا	dzeltenais
پِیلا	dzelte
پِیلا	bāli
پِیلا	gaiši
پیلاپن	skumjas
پیلڑ	sēklinieks
پِیلُو	turciju
پِیلُو	turcijā
پِیلُو	tītara
پِیلُو	turcija
پِیلُو	turcijas
پِیلی	dzeltens
پِیلی	dzeltena
پِیلی	dzeltenas
پِیلی	dzeltenais
پِیلی	bāli
پِیلی	gaiši
پِیلیا	dzelte
پَیما	svēršanas
پَیما	mērīšana
پَیما	mērīšanas
پَیمان	apņēmība
پَیمان	apņemšanās
پَیمان	saistības
پَیمان	līgums
پَیمان	ķīlu
پَیمان	ķīla
پَیمان	solīt
پَیمان	apsolu
پَیمان	solījums
پَیمانہ	trauks
پَیمانہ	bļodu
پَیمانہ	pasākuma
پَیمانہ	pasākums
پَیمانہ	standartam
پَیمانہ	standarta
پَیمانہ	standarts
پَیمانہ	kauss
پَیمانہ	kausveida
پَیمائش	mērīšana
پَیمائش	mērījumu
پَیمائش	mērījumi
پَیمائش	mērījums
پیمبر	messenger
پیمبر	pravietis
پَیمُود	mērīšana
پَیمُود	mērījumu
پَیمُود	mērījumi
پَیمُود	mērījums
پَیمُودہ	mērīts
پَیمُودہ	izmērīts
پَیمُودہ	mēra
پَین	kanāls
پَین	ūdensteces
پَین	drenāžas
پِین	liels
پِین	lielais
پِین	lieli
پِین	liela
پِین	lielā
پِین	tauki
پِین	tauku
پِین	taukiem
پِین	smags
پِین	smagas
پِین	smaga
پِین	smagais
پِین	smagi
پِین	smago
پَینا	ass
پَینا	asas
پَینا	krasas
پَینا	asu
پِینا	absorbēt
پِینا	uzņemt
پِینا	dzērienu
پِینا	dzērieni
پِینا	dzer
پِینا	dzert
پِینا	dzēriens
پَینالا	drenāžas
پیندا	gurniem
پیندی	apakšējais
پیندی	apakšējā
پیندی	dibens
پیندی	grunts
پیندی	lejas
پیندی	apakšā
پَینڈ	ceļš
پَینڈ	step
پَینڈ	posms
پَینڈ	soli
پَینڈ	solis
پینڈ	bumbu
پینڈ	balle
پینڈ	bumba
پِینگ	sparā
پَینی	ass
پَینی	asas
پَینی	krasas
پَینی	asu
پَیوست	caurduršana
پَیوست	pievienojās
پَیوستگی	savienības
پَیوستگی	savienība
پَیوستگی	krustojums
پَیوستگی	krustojuma
پَیوستگی	pielikumu
پَیوستگی	pielikums
پَیوستگی	saķeres
پَیوستہ	nešķirami
پَیوستہ	pievienojās
پَیوند	attiecības
پَیوند	saistība
پَیوند	krustojums
پَیوند	krustojuma
پَیوند	pievienojies
پَیوند	pievienoties
پَیوند	pievienojos
پَیوند	pieslēgums
پَیوند	savienojums
پَیوند	plāksteri
پِیہ	tauki
پَیہم	pastāvīgi
پَیہم	nepārtraukti
پَیہم	pastāvīgi
پَیہم	nepārtraukti
پِیہو	blusu
پھاٹ	divīzija
پھاٹ	rajons
پھاٹ	dalīšana
پھاٹک	ieeja
پھاٹک	vārtus
پھاٹک	vārti
پھاٹک	vārtiem
پھاٹک	pārbaudīt
پھاٹک	pārbaude
پھاٹک	pārbaudi
پھاٹک	check
پھاٹک	pārbauda
پھاڑ	plaisu
پھاڑ	plaisa
پھاڑ	īri
پھاڑ	īre
پھاڑ	dalījums
پھاڑ	sadalīt
پھاڑکھاؤُ	nežēlīgi
پھاڑکھاؤُ	nežēlīga
پھاڑنا	sadaloties
پھاڑنا	asaru
پھاڑنا	asara
پھاڑنا	pārrāvums
پھاڑنا	lauzt
پھاڑنا	pārtraukums
پھاڑنا	salauzt
پھاڑنا	rip
پھاڑُو	kapteinis
پھاڑُو	meistars
پھاڑُو	saimnieks
پھال	lēciens
پھال	step
پھال	posms
پھال	soli
پھال	solis
پھانٹنا	pārspēt
پھانٹنا	mārciņas
پھانجا	cilpas
پھانجا	cilpu
پھانجا	cilpa
پھاند	pavasaris
پھاند	lec
پھاند	lēciens
پھاند	grūtības
پھاند	neto
پھاند	net
پھاند	cilpa
پھانس	jāuztraucas
پھانس	raizes
پھانس	trauksme
پھانس	nemiers
پھانس	cilpa
پھانسا	cilpa
پھانسی	cilpas
پھانسی	cilpu
پھانسی	cilpa
پھانک	bitu
پھانک	gabaliņš
پھانک	gabals
پھانک	gab
پھانک	griezums
پھانکڑ	treknrakstā
پھانکڑ	drosmīgi
پھانکڑ	gudrs
پھانکڑ	gudra
پھانکڑ	gudri
پھانکڑ	fop
پھانکڑ	smart
پھانکڑ	gudrs
پھانکڑ	gudri
پھانکڑ	gudra
پھانکنا	šķēles
پھانکنا	atklāts
پھانکنا	atvērts
پھانکنا	atvērta
پھانکنا	atvērt
پھب	greisa
پھب	elegance
پھب	labiekārtošana
پھب	dekorācijas
پھبتا	piemērots
پھبتا	piemērota
پھبتا	piemēroti
پھبتا	piemērotas
پھبتا	derīgas
پھبتا	fit
پھبتا	kļūstot
پھبتی	ornamentu
پھبتی	labiekārtošana
پھبتی	dekorācijas
پھبن	greisa
پھبن	skaistule
پھبن	skaistums
پھبن	šarmu
پھبن	burvība
پھبن	elegance
پھبنا	izrotāt
پھپّٹ	reputāciju
پھپّٹ	reputācijas
پھپّٹ	reputācijai
پھپّٹ	reputācija
پھپّٹ	viltu
پھپّٹ	slava
پھپّٹ	slavas
پھپّٹ	fame
پھپّس	aptaukošanās
پھپّس	mīkstus
پھپسا	tauki
پھپسا	tauku
پھپسا	taukiem
پھپک	pieaugums
پھپک	augšana
پھپک	izaugsme
پھپک	attīstība
پھپک	izstrāde
پھپک	attīstīšana
پُھپکارنا	trieciens
پھپکنا	dīgst
پھپولا	burbulis
پھپوندی	sēnītes
پھٹ	acumirklī
پھٹ	uzreiz
پھٹ	tūlīt
پھٹ	nekavējoties
پھٹ	uzreiz
پِھٹ	lāsts
پُھٹ	izkliedētas
پُھٹ	izolēta
پُھٹ	izolētas
پُھٹ	izolēts
پُھٹ	izolēti
پُھٹ	nodala
پُھٹ	atdalīta
پُھٹ	atdalītas
پُھٹ	atdalīts
پُھٹ	vienotā
پُھٹ	vienreizēja
پُھٹ	vienots
پُھٹ	vienotais
پھٹا	toms
پھٹا	tom
پھٹا	šķeltiem
پھٹا	īri
پھٹا	īre
پھٹا	dalījums
پھٹا	sadalīt
پھٹا	krekinga
پِھٹّا	baiss
پُھٹّا	atstājot
پُھٹّا	braucam
پھٹاکا	norēķini
پھٹاکا	norēķinu
پھٹاکا	lēmums
پھٹاؤ	plaisu
پھٹاؤ	plaisa
پھٹاؤ	pārrāvums
پھٹاؤ	lauzt
پھٹاؤ	pārtraukums
پھٹاؤ	salauzt
پھٹاؤ	nodalīšana
پھٹاؤ	atdalīšanas
پھٹاؤ	atdalīšanās
پھٹاؤ	atdalīšana
پھٹاؤ	plaisu
پھٹاؤ	llp
پُھٹاؤ	šaut
پُھٹاؤ	skatē
پُھٹاؤ	nošaut
پُھٹاؤ	šauj
پُھٹاؤ	dīgst
پُھٹاؤ	saknē
پُھٹاؤ	pumpuru
پھٹک	kristāla
پھٹک	kristālu
پھٹک	cietumā
پھٹک	stikls
پھٹک	stikla
پھٹک	glāze
پھٹک	stikli
پھٹک	cietuma
پھٹک	cietums
پھٹک	būrī
پِھٹک	lāsts
پُھٹک	recekli
پُھٹک	traips
پھٹکا	moments
پھٹکا	brīdis
پھٹکا	mirklis
پھٹکا	tūlītēju
پھٹکا	tūlītējā
پھٹکا	šķīstošā
پھٹکا	vip
پھٹکا	atsevišķu
پھٹکا	atsevišķs
پھٹکا	atsevišķie
پھٹکا	atsevišķa
پھٹکا	atsevišķi
پھٹکا	streiks
پھٹکا	trieciens
پِھٹکار	lāsts
پِھٹکارنا	lāsts
پِھٹکارنا	rājienu
پِھٹکارنا	pārmest
پُھٹکر	izplata
پُھٹکر	izplatīts
پُھٹکر	mainīt
پُھٹکر	maiņa
پُھٹکر	izmaiņas
پُھٹکر	pārmaiņas
پُھٹکر	dažādi
پُھٹکر	dažādas
پُھٹکر	nodala
پُھٹکر	atdalīta
پُھٹکر	atdalītas
پُھٹکر	atdalīts
پُھٹکر	lone
پِھٹکری	alauns
پھٹکنا	pieeja
پھٹکنا	pieeju
پھٹکی	moments
پھٹکی	brīdis
پھٹکی	mirklis
پُھٹکی	traips
پُھٹکی	vietas
پُھٹکی	recekli
پھٹنا	pārraušanas
پھٹنا	eksplodēt
پھٹنا	pārraušanas
پھٹنا	pārrāvums
پھٹنا	plīsums
پھٹنا	eksplodēt
پُھٹیّ	atstājot
پُھٹیّ	braucam
پھٹیچر	vidējais
پھٹیچر	bezjēdzīgi
پھٹیچر	nelietderīgi
پھٹیچر	sīko
پھٹِیک	nepatikšanas
پھٹِیک	nespēks
پھٹِیک	nogurums
پھٹِیک	vājums
پُھٹَّیل	dīvaini
پُھٹَّیل	nepāra
پُھٹَّیل	vienotā
پُھٹَّیل	vienreizēja
پُھٹَّیل	vienots
پُھٹَّیل	vienotais
پُھٹَّیل	lone
پھدک	viršanas
پھدک	entuziasms
پھدک	entuziasma
پھدک	entuziasmu
پُھدکنا	apiņu
پُھدکنا	hop
پُھدکنا	lec
پُھدکی	lēciens
پُھدکی	apiņu
پُھدکی	hop
پُھدکی	lec
پھڈّا	nesaskaņas
پھڈّا	nemieri
پھڈّا	domstarpības
پھڈّا	strīdu
پھڈّا	strīds
پھڈّا	cīņu
پھڈّا	cīņa
پھڈّا	cīnīties
پِھر	atkal
پِھر	vēlreiz
پِھر	tad
پھرّاٹا	cukurniedru
پھرارا	karogs
پھرارا	karoga
پِھرانا	ripo
پِھرانا	ritenis
پھرّانا	atskan
پِھرائوُ	periodisku
پِھرائوُ	pagrieziena
پھرپھند	viltu
پھرپھند	triks
پھرپھند	nodevība
پھرپھندی	sarežģīti
پھرپھندی	sarežģīts
پِھرت	spin
پِھرت	pagrieziena
پِھرتا	atdeve
پِھرتا	atgriešanas
پِھرتا	atgriešanās
پِھرتا	atgriežas
پِھرتا	ejot
پِھرتا	staigā
پِھرتا	pagrieziena
پُھرتی	veiklību
پُھرتیلا	enerģisks
پُھرتیلا	brīdinājums
پُھرتیلا	smart
پُھرتیلا	gudrs
پُھرتیلا	gudri
پُھرتیلا	gudra
پُھرتیلا	aktīvais
پُھرتیلا	aktīvs
پُھرتیلا	aktīvi
پُھرتیلا	aktīva
پُھرتیلا	aktīvā
پُھرتیلا	ātri
پُھرتیلا	ātra
پُھرتیلا	ātrā
پُھرتیلا	ātrs
پھرچھا	norēķini
پھرچھا	norēķinu
پھرچھا	atlaist
پھرچھا	atbrīvot
پھرچھا	izlaišana
پھرچھا	atbrīvošana
پھرچھا	gāzizlādes
پھرچھا	izvietojums
پھرچھا	vienošanās
پھرچھا	izkārtojums
پھرچھانا	poļu
پھرچھانا	polijas
پھرچھانا	nokārtot
پھرچھانا	nokārtotu
پھرچھانا	noslaucīt
پھرچھانا	pielāgot
پھرچھانا	noregulēt
پھرچھانا	koriģēt
پھرچھانا	koriģē
پھرچھانا	skaidra
پھرچھانا	skaidri
پھرچھانا	skaidrs
پھرچھانا	dzidrs
پھرسا	cirvi
پھرک	vairogs
پِھرکئی	vītā
پِھرنا	atdeve
پِھرنا	atgriešanas
پِھرنا	atgriešanās
پِھرنا	novirzīties
پِھرنا	sacelšanās
پِھرنا	sacelšanos
پِھرنا	mainīt
پِھرنا	maiņa
پِھرنا	izmaiņas
پِھرنا	pārmaiņas
پِھرنا	cirkulēt
پِھرنا	klejo
پِھرنا	pastaiga
پِھرنا	ievelkas
پِھرنا	braucieni
پِھرنا	ceļošana
پِھرنا	ceļot
پِھرنا	ceļojumi
پھرَہرا	karogs
پھرَہرا	karoga
پھرَہرا	titulu
پھری	vairogs
پھریرا	karogs
پھریرا	karoga
پھریرا	titulu
پُھریری	satraukums
پھڑپھڑانا	cīņa
پھڑپھڑاہٹ	cīņa
پھڑپھڑاہٹ	uzbudinājums
پھڑپھڑاہٹ	satraukums
پھڑپھڑیا	aktīvais
پھڑپھڑیا	aktīvs
پھڑپھڑیا	aktīvi
پھڑپھڑیا	aktīva
پھڑپھڑیا	aktīvā
پھڑک	raustīšanās
پھڑک	nemiers
پھڑک	uzbudinājums
پھڑک	satraukums
پھڑکانا	slepkavības
پھڑکانا	slepkavība
پھڑکانا	slepkavību
پھڑکانا	spiest
پھڑکانا	nogalināt
پھڑکانا	nokaut
پھڑکانا	novākt
پھڑکانا	nogalina
پھڑکانا	pārvietot
پھڑکانا	gājiens
پھڑکانا	pārvietoties
پھڑکتا	raustīšanās
پھڑکن	pulss
پھڑکن	impulss
پھڑکن	impulsa
پھڑکن	raustīšanās
پھڑکن	ilgojas
پھڑکن	ilgas
پھڑکن	vēlme
پھڑکن	vēlos
پھڑکن	uzbudinājums
پھڑکن	satraukums
پھڑکنا	priežu
پھڑکنا	priede
پھڑکنا	priedes
پھڑوا	toms
پھڑوا	tom
پھڑیا	mazumtirgotājs
پھڑَیت	spēlmanis
پھُس	čuksti
پھساوا	grūtības
پھسائو	uztveršanas
پھسائو	uztveršana
پِھسڈّی	zaudētājs
پُھسکا	vājš
پُھسکا	vājā
پُھسکا	vāji
پُھسکا	vāja
پُھسکا	vājas
پُھسکنا	čuksti
پُھسلا	triks
پُھسلانا	nolaupīt
پُھسلاوا	viltību
پِھسلاہٹ	slīd
پِھسلائو	slīd
پِھسلنا	err
پِھسلنا	kļūdīties
پِھسلنا	slidens
پِھسلنا	gludas
پِھسلنا	gludi
پِھسلنا	netraucētu
پِھسلنا	raiti
پِھسلنا	gluda
پِھسلواں	slidens
پِھش	vidējais
پھُکا	dedzināta
پھکّڑ	humoristisko
پھکڑی	rupjā
پھکڑی	rupja
پھکڑی	rupjiem
پھکڑی	rupjībām
پھکسا	dubļi
پُھکنا	dedzināt
پِھکَیت	lancer
پھل	atdeve
پھل	atgriešanas
پھل	atgriešanās
پھل	peļņa
پھل	efekts
پھل	ietekme
پھل	bērnus
پھل	bērniem
پھل	bērni
پھل	pēcnācēji
پھل	pēcnācējiem
پھل	guvums
پھل	atalgojums
پھل	augļi
پھل	auglis
پھُل	zieds
پھُل	ziedu
پُھلّا	katarakta
پُھلاسرا	mānija
پُھلاسرا	maldi
پھلانگ	lēciens
پھلانگ	pavasaris
پھلانگ	lec
پھلانگنا	lec
پُھلاوٹ	inflācijas
پُھلاوٹ	inflācija
پُھلاوٹ	izcilni
پُھلاوٹ	pietūkums
