oli	бе
elu	живота
elu	life
elu	лайф
elu	животът
läti	латвия
läti	латвийски
taani	дания
taani	датски
poeg	синко
poeg	сине
poeg	син
ümber	около
ümber	наоколо
väike	малка
väike	малки
väike	малък
väike	дребен
väike	малка
väike	малки
väike	малък
väike	литъл
väike	малко
kuulub	принадлежи
kuulus	прочут
kuulus	известни
kuulus	прочута
kuulus	известна
kuulus	известен
osales	присъстваха
osales	участвали
osales	участвала
osales	участваха
norra	норвежки
norra	норвегия
friedrich	фридрих
friedrich	фредерик
friedrich	фридрих
koht	място
arv	брой
arv	число
arv	номер
endine	бивши
endine	бивш
endine	бивша
külas	село
sündis	родени
sündis	роден
sündis	родена
hakkas	започна
paul	пол
paul	паул
john	джон
john	йоан
laulja	певецът
laulja	певица
laulja	сингър
laulja	певец
isbn	isbn
hispaania	испания
hispaania	испанци
hispaania	испанска
hispaania	испанско
hispaania	испански
johannes	йоханес
new	ню
new	ново
new	нов
new	нови
new	нова
kreeka	гръцки
kreeka	гръцко
kreeka	грък
kreeka	гръцка
kreeka	гърция
päritolu	произход
päritolu	произход
johann	йохан
edasi	напред
edasi	допълнително
kiriku	църква
kiriku	чърч
kiriku	църквата
briti	британско
briti	британци
briti	британска
briti	британец
briti	британски
püha	свято
püha	свети
püha	свята
ukraina	украйна
ukraina	украински
keele	език
keele	езикът
keele	езика
keele	език
der	дер
loend	списък
mail	mail
mail	поща
austria	austrian
austria	австрия
austria	австрийски
austria	австрия
õpetaja	господар
õpetaja	майстор
õpetaja	учителка
õpetaja	учител
surma	смърт
surma	смъртта
keskus	център
keskus	център
varem	досега
ega	нито
vaadatud	преработени
vaadatud	преразгледан
vaadatud	преразгледани
vaadatud	преработен
vaadatud	преразгледана
vaadatud	разглеждан
vaadatud	разглеждани
jõgi	ривър
jõgi	река
jõgi	реката
poole	пул
poole	пуул
viis	пет
aleksander	александър
pool	полу
pool	наполовина
pool	половината
leedu	литовски
leedu	литва
moskva	москва
mõned	някои
jaapani	япония
jaapani	японско
jaapani	японска
jaapani	японци
jaapani	японец
jaapani	японски
seas	сред
sageli	често
ette	преден
ette	предни
ette	отпред
ette	фронт
ette	предна
ette	аванс
ette	предварително
hiina	порцелан
hiina	китай
hiina	чайна
hiina	кнр
hiina	китайци
hiina	китайска
hiina	китайско
hiina	китайски
hiina	китаец
sel	сел
raamat	тефтер
raamat	книга
ungari	унгария
ungari	унгарски
siin	тук
ilma	без
esimees	председател
esimees	председателят
esimees	председател
alustas	започна
riik	държава
riik	страна
riik	щат
riik	държава
riik	държавно
perekond	семейство
perekond	семейството
seetõttu	затуй
seetõttu	следователно
lähedal	затваряне
lähedal	близко
lähedal	близо
lähedal	близки
lähedal	близко
lähedal	близо
lähedal	наблизо
isegi	дори
isegi	даже
kuidas	как
enamasti	предимно
enamasti	главно
suurbritannia	британия
suurbritannia	великобритания
sajand	век
sajand	вековен
sajand	века
anti	анти
elas	живели
elas	живял
jääb	остава
jääb	останки
jääb	остава
neil	нийл
saar	острова
saar	island
saar	остров
saar	островът
saar	айлънд
saar	саар
helilooja	композитор
heinrich	хайнрих
riia	рига
jüri	джордж
pindala	зона
pindala	площ
pindala	област
pindala	район
kasutatud	използвано
kasutatud	използван
kasutatud	използвани
kasutatud	използвана
teised	другите
teised	други
pikkus	дължина
teada	позната
teada	известни
teada	познат
teada	известна
teada	известен
sealhulgas	включително
robert	роберт
robert	робер
robert	робърт
aega	времето
aega	време
tähendab	означава
ema	мама
ema	мамо
ema	мама
ema	майка
ema	майко
postimees	пощальонът
postimees	пощальона
postimees	пощальон
akadeemia	академията
akadeemia	академия
peeter	петър
peeter	питър
peeter	петер
aja	времето
aja	време
mitu	няколко
mitu	множествена
mitu	многобройни
mitu	множество
valmis	готови
nõukogu	съветът
nõukogu	съвет
nõukogu	съвета
und	сънувам
liiga	лигата
liiga	лига
http	http
artikkel	статия
artikkel	член
muusika	music
muusika	музиката
muusika	музика
viimane	последно
viimane	последен
viimane	последни
viimane	последна
meie	нашият
meie	наша
meie	нашия
meie	нашата
meie	нашите
nikolai	николай
nikolai	николас
nikolai	никълъс
nikolai	николай
sõna	дума
maha	долу
maha	надолу
for	за
antud	дадени
antud	дадена
antud	дадено
antud	предоставено
antud	предоставен
antud	предоставена
valitsus	правителство
kuuluvad	принадлежат
praegu	понастоящем
hea	добър
hea	добро
hea	добре
võimu	мощност
võimu	сила
võimu	власт
võimu	мощ
järve	езерото
järve	лейк
järve	езеро
saada	изпращане
saada	изпрати
saada	изпратете
koosneb	съставен
koosneb	съставени
koosneb	съставена
koosneb	съставено
paljud	mnogo
paljud	много
liit	профсъюз
liit	съюз
liit	съюза
liit	юниън
liit	алианса
liit	алианс
liit	съюз
algas	започна
meetrit	метра
meetrit	метри
meetrit	метри
maria	мария
hoone	изграждане
hoone	сграда
hoone	сградата
neli	четири
neli	четирима
wilhelm	вилхелм
klassi	клас
klassi	класа
ees	преден
ees	предни
ees	отпред
ees	фронт
ees	предна
asula	сетълмент
asula	уреждане
asula	селище
sõda	войната
sõda	война
georg	георг
eduard	едуард
martin	мартин
martin	martin
lipp	флаг
lipp	знамето
lipp	знаме
midagi	нищо
midagi	нещо
raamatukogu	библиотеката
raamatukogu	библиотека
päeva	дни
päeva	дена
päeva	денят
päeva	ден
ajalugu	историята
ajalugu	история
töö	работа
töö	йов
töö	работа
töö	труд
töö	работи
paavst	папата
paavst	папа
paavst	поуп
otto	ото
ajakirjanik	журналист
ajakirjanik	журналистка
ajakirjanik	репортера
ajakirjanik	репортер
ajakirjanik	репортерка
ajakirjanik	репортерът
abikaasa	съпруг
abikaasa	съпруга
abikaasa	съпруг
https	https
hollandi	холандец
hollandi	нидерландски
hollandi	дъч
hollandi	холандски
ordu	ред
ordu	поръчка
mängis	играха
mängis	играл
hans	ханс
tehtud	направена
tehtud	направено
tehtud	направен
tehtud	направени
tehtud	готово
tehtud	направено
tehtud	сторено
peaaegu	почти
kooli	училището
kooli	школа
kooli	училище
san	сан
juhataja	управител
juhataja	мениджър
nüüd	сега
inimesed	човеци
inimesed	човеците
inimesed	народ
inimesed	хора
inimesed	хората
abiellus	женени
abiellus	женена
abiellus	омъжена
abiellus	женен
taas	отново
taas	пак
tööd	работа
tööd	труд
tööd	работи
asuvad	разположена
asuvad	разположен
asuvad	разположени
asuvad	разположено
anna	анна
anna	ана
anna	дай
loodud	създадени
loodud	създадено
loodud	създадена
loodud	създаде
loodud	създаден
ala	ала
ala	сайт
ala	зона
ala	площ
ala	област
ala	район
gustav	густав
kirjutas	написал
kirjutas	написа
minu	моите
minu	мой
minu	моята
minu	мое
minu	моя
minu	моят
sissekanne	навлизане
sissekanne	влизане
sissekanne	вписване
keiser	императорът
keiser	император
keiser	императора
aafrika	африка
aafrika	африканска
aafrika	африкански
ametlik	официален
ametlik	официално
ametlik	официална
ametlik	официален
ametlik	формално
ametlik	официално
ametlik	официална
oja	брук
oja	крийк
oja	поток
miljonit	милион
armee	армията
armee	армеец
armee	армия
armee	армейски
aeg	времето
aeg	време
teatas	докладвани
teatas	съобщено
teatas	докладвано
teatas	обявена
teatas	обявен
teatas	обяви
teatas	обявени
teatas	обявено
väed	войски
väed	военнослужещи
väed	войска
väed	войници
meetri	метър
meetri	метър
meetri	метри
annab	дава
kanada	канада
kanada	канадци
kanada	канадска
kanada	канадец
kanada	канадски
loodi	създадени
loodi	създадено
loodi	създадена
loodi	създаде
loodi	създаден
mõju	влияние
mõju	сблъсък
mõju	въздействие
mõju	удар
mõju	влияние
mõju	последици
mõju	въздействие
mõju	ефекти
mõju	ефект
mõju	ефект
mõju	въздействие
david	дейвид
david	давид
arutelu	дискусия
arutelu	обсъждания
arutelu	дискусии
arutelu	обсъждане
arutelu	разискване
arutelu	разисквания
arutelu	дебат
arutelu	дебати
eri	еми
eri	emi
eri	eri
kesk	централно
kesk	централен
kesk	централа
kesk	централни
kesk	централна
tütar	дъще
tütar	дъщеря
valge	бяла
valge	бели
valge	бял
valge	бяло
richard	ричард
kunstnik	художничка
kunstnik	художник
kunstnik	изпълнител
kunstnik	художничка
kunstnik	художник
kunstnik	артист
kunstnik	творец
pea	главата
pea	глава
rahvusvaheline	международно
rahvusvaheline	международен
rahvusvaheline	интернешънъл
rahvusvaheline	международни
rahvusvaheline	международна
charles	чарлз
charles	чарлс
charles	шарл
michael	майкъл
inimene	човек
inimene	личност
inimene	човешка
inimene	човешко
inimene	човек
inimene	човешки
ülem	шефе
ülem	началник
vladimir	владимир
maja	house
maja	къща
maja	къщата
maja	хаус
balti	балтийско
austraalia	австралийски
austraalia	австралия
des	дес
des	des
des	дез
ülikool	университет
ülikool	university
ülikool	университета
võru	гривна
võru	яката
võru	яка
mitme	мулти
levinud	разпространението
levinud	разпространение
tihti	често
säilinud	запазено
säilinud	запазен
säilinud	запазени
säilinud	консервирани
säilinud	запазена
kalmistu	гробището
kalmistu	гробища
kalmistu	гробище
algselt	първоначално
algselt	първоначално
tegevus	действия
tegevus	действие
tegevus	екшън
tegevus	дейности
tegevus	занимания
tegevus	дейност
tegevus	активност
muu	друго
muu	друг
muu	други
ehitatud	построени
ehitatud	изградена
ehitatud	построена
ehitatud	построено
ehitatud	построен
ehitatud	построени
ehitatud	конструирани
ehitatud	изградено
kuhu	къде
autor	автор
carl	карл
inglismaa	англия
filmi	филмова
filmi	филм
filmi	филм
filmi	лента
hästi	еее
ladina	латинска
ladina	латински
sisaldab	съдържащ
sisaldab	съдържащи
sisaldab	съдържащо
sisaldab	съдържаща
sisaldab	съдържа
uuesti	отново
uuesti	пак
peter	петър
peter	питър
peter	петер
george	джордж
professor	професор
alati	винаги
kaotas	изгубено
kaotas	изгубени
kaotas	изгубена
kaotas	загубен
kaotas	загуби
kaotas	изгубен
film	филмова
film	филм
film	филм
film	лента
osas	част
kool	училището
kool	школа
kool	училище
finaal	финал
finaal	финали
finaal	финалите
finaal	изпити
jean	жан
jean	джийн
andres	андрес
enamik	повечето
william	уилям
luuletaja	поет
luuletaja	поетът
luuletaja	поета
james	джеймс
rajoon	участък
rajoon	разделение
rajoon	дивизия
rajoon	деление
rajoon	окръг
rajoon	област
rajoon	район
eraldi	поотделно
eraldi	отделно
eraldi	индивидуално
eraldi	отделни
eraldi	разделени
eraldi	отделно
eraldi	отделна
eraldi	отделен
eraldi	отделени
mitmed	няколко
surnud	починали
surnud	починала
surnud	покойник
surnud	починал
surnud	мъртви
surnud	мъртва
surnud	мъртъв
juht	шофьорът
juht	шофьор
juht	шофьора
juht	лидер
juht	водач
elab	животи
elab	живее
keda	кой
türgi	турция
türgi	пуйка
türgi	турчин
türgi	турско
türgi	турски
türgi	турска
rein	юздите
rein	рейн
maarja	мери
vaja	необходимост
vaja	нужда
vaja	потребност
raamatu	тефтер
raamatu	книга
pikk	дълги
pikk	дълго
pikk	дълъг
pikk	лонг
klass	клас
klass	класа
vend	братко
vend	брат
süsteemi	система
süsteemi	системата
süsteemi	системни
mõlemad	двете
aleksandr	александър
kõrgus	височина
kõrgus	височина
kõrgus	ръст
kõrgus	височина
center	център
oluline	важно
oluline	важен
oluline	важни
oluline	важна
laul	песен
laul	песничка
lihtsalt	просто
lihtsalt	само
muusik	музикант
kogudus	паството
kogudus	събор
õigeusu	православна
ajaloo	историята
ajaloo	история
kuu	муун
kuu	луна
kuu	луната
kuu	месец
van	микробус
van	бус
van	van
van	ван
van	вана
album	албум
vaba	свободно
vaba	свободни
vaba	свободен
vaba	свободна
vaba	безплатни
vaba	безплатно
ernst	ернст
vee	вий
kunagi	никога
kunagi	някога
tegutses	действал
muud	друго
muud	друг
muud	други
muud	напреднал
muud	напреднала
muud	разширено
muud	напреднали
muud	другите
muud	други
hertsog	херцог
hertsog	дук
hertsog	дюк
india	индианец
india	индиец
india	индийско
india	индийски
india	индийска
india	индия
louis	louis
louis	луи
louis	луис
brasiilia	бразилия
brasiilia	бразилски
estonia	естония
kaitse	защита
kaitse	защити
kaitse	защита
kaitse	закрила
kaitse	защита
kaitse	отбрана
kaitse	защитата
kaitse	защита
kaitse	отбрана
keskmine	среден
keskmine	средно
keskmine	средна
keskmine	среден
keskmine	средни
keskmine	средно
keskmine	средната
erinevad	различна
erinevad	различно
erinevad	различни
erinevad	различен
mängu	мач
mängu	гейм
mängu	играта
mängu	игра
thomas	томас
thomas	тома
tegelikult	всъщност
kõrge	висок
kõrge	висока
kõrge	високи
kõrge	високо
arhitekt	архитект
kasutab	употреби
kasutab	използва
kasvab	расте
kasvab	отглеждане
kasvab	расте
kasvab	растат
kasvab	расте
võimaldab	позволява
võimaldab	допуска
võimaldab	разрешава
teooria	теорията
teooria	теория
piirkond	район
piirkond	регион
piirkond	област
piirkond	зона
piirkond	площ
piirkond	област
piirkond	район
leitud	намерено
leitud	намерени
leitud	открит
leitud	намерена
leitud	намерен
liikmed	членове
liikmed	членовете
kolmas	трети
kolmas	трета
kolmas	трето
keha	тялото
keha	тяло
keha	телесно
tulemused	резултати
täielikult	напълно
täielikult	изцяло
täielikult	напълно
raudtee	железници
raudtee	железница
raudtee	железопътен
raudtee	железница
raudtee	железопътния
raudtee	железопътен
raudtee	железници
raudtee	железница
anda	дай
saint	сейнт
saint	свети
saint	светица
saint	светец
tekkis	възникнали
leida	открийте
leida	намиране
leida	намерете
leida	намери
leida	намеря
selline	такава
selline	такива
selline	такова
selline	такъв
tänapäeva	модерно
tänapäeva	модерни
tänapäeva	модерна
tänapäeva	съвременно
tänapäeva	модерен
tänapäeva	съвременен
tänapäeva	съвременни
tänapäeva	съвременна
tänapäeva	съвременно
tänapäeva	съвременен
algab	започва
algab	започва
hulk	хълк
kasutades	използвайки
vapp	смели
vapp	смело
vapp	смела
vapp	смел
vapp	герб
vapp	емблема
lavastaja	директорът
lavastaja	режисьор
lavastaja	директор
jäänud	оставащи
jäänud	оставащите
idas	източно
idas	изток
kiiresti	бързо
kiiresti	бърз
mingi	минг
abielus	женени
abielus	женена
abielus	омъжена
abielus	женен
valgevene	беларус
valgevene	беларус
mõeldud	предназначен
mõeldud	предвидена
mõeldud	предназначени
otsustas	решено
jan	ян
jan	джан
kirjandus	литературни
kirjandus	литературен
kirjandus	литература
mõnikord	понякога
muutus	промени
muutus	смяна
muutus	промяна
maantee	магистрала
maantee	магистралата
maantee	пътят
maantee	път
maantee	road
maantee	пътя
lennujaam	летището
lennujaam	летище
tekib	възниква
filosoof	философ
christian	кристиан
christian	кристиян
christian	крисчън
christian	християнин
tõenäoliselt	вероятно
krahv	брой
juhatuse	дъска
juhatuse	борд
juhatuse	борда
mõiste	дефиниция
mõiste	определение
mõiste	срок
mõiste	термин
mõiste	мандат
mõiste	понятие
mõiste	концепция
laeva	кораб
liik	видове
liik	вид
mere	морски
mere	пехотинец
mere	морска
mere	море
mere	морето
must	черни
must	черно
must	черна
must	черен
tõlkija	преводач
tõlkija	преводача
asutatud	основана
asutatud	основано
asutatud	основан
asutatud	установен
asutatud	установена
asutatud	установени
asutatud	установено
suhteliselt	сравнително
suhteliselt	относително
kord	ред
kord	поръчка
kord	веднъж
aastane	годишно
aastane	годишен
aastane	годишно
aastane	годишна
põhjas	северно
põhjas	север
põhjas	северна
mägi	планински
mägi	планина
mägi	планината
võetud	взет
võetud	взето
võetud	взети
piiskop	бишъп
piiskop	бишоп
piiskop	епископ
portugali	португалски
portugali	португалия
saadud	получено
saadud	получена
saadud	получен
saadud	получени
saadud	получено
saadud	получена
saadud	получен
saadud	получени
alexander	александър
muuseum	музей
riiklik	национална
riiklik	национални
riiklik	национален
riiklik	национално
lõunas	южно
lõunas	южен
lõunas	юг
lõunas	южна
filosoofia	философия
filosoofia	философията
albert	алберт
albert	албер
albert	албърт
tähelepanu	внимание
park	парк
park	park
rahu	мир
risti	крос
risti	кръст
risti	кръста
risti	перпендикулярна
risti	перпендикулярни
poksija	боксьор
kuus	шестима
kuus	шест
rudolf	рудолф
kirjutatud	писмено
kirjutatud	написана
kirjutatud	написано
kirjutatud	писмен
kirjutatud	писмена
meeskond	екипаж
meeskond	тийм
meeskond	отбор
meeskond	отбора
meeskond	екип
meeskond	team
kultuuri	култура
saavutas	постигнато
saavutas	достигнат
saavutas	достигната
ametlikult	формално
ametlikult	официално
keskel	център
seadus	закон
mees	човече
mees	човек
mees	мъж
jakob	якоб
johan	йохан
tööle	работа
tööle	труд
tööle	работи
kuju	формата
kuju	форма
kuju	статуята
kuju	статуя
arst	лекар
arst	лекар
arst	докторе
ajaloolane	историк
valitud	избрана
valitud	избрано
valitud	избрани
valitud	избран
valitud	избрана
valitud	избрано
valitud	избрани
valitud	избран
naine	жената
naine	жена
naine	жена
naine	съпруга
naine	съпругата
eesmärk	обективна
eesmärk	обективни
eesmärk	цел
eesmärk	обективен
eesmärk	цел
eesmärk	целева
eesmärk	мишена
eesmärk	цел
eesmärk	целта
eesmärk	предназначение
eesmärk	цел
eesmärk	цел
eesmärk	гол
avatud	отворено
avatud	отвори
avatud	отваряне
ludwig	лудвиг
puudub	отсъствие
puudub	липсващ
puudub	изчезнал
puudub	липсва
puudub	липсваща
puudub	липсващи
puudub	изчезнала
esialgu	първоначално
esialgu	първоначално
vähe	малка
vähe	малки
vähe	малък
vähe	литъл
vähe	малко
del	дел
del	del
andmed	дейта
andmed	данни
keegi	някой
keegi	някой
kontrolli	провери
kontrolli	проверка
ivan	ванка
ivan	айвън
ivan	иван
ivan	иване
lipu	флаг
lipu	знамето
lipu	знаме
mihhail	михаил
töötab	работи
töötab	произведения
kasutamine	използване
kasutamine	употреба
kasutamine	използвайки
kasutamine	използване
kasutamine	употреба
kasutamine	използвайте
laulu	песен
laulu	песничка
süsteem	система
süsteem	системата
süsteem	системни
auhind	награда
auhind	възлагане
auhind	награда
joseph	жозеф
joseph	джоузеф
joseph	йосиф
sündmused	събития
sündmused	мероприятия
sündmused	случки
tšehhi	чешки
tšehhi	чешката
tšehhi	чешка
arnold	арнолд
auhinna	награда
armeenia	арменски
armeenia	арменци
armeenia	армения
ants	мравките
ants	мравки
tõi	доведен
tõi	доведе
tõi	доведени
henry	хенри
oskar	оскар
araabia	арабин
araabia	арабски
araabia	арабска
araabia	арабия
araabia	арабски
araabia	арабска
araabia	арабски
araabia	арабска
leidis	намерено
leidis	намерени
leidis	открит
leidis	намерена
leidis	намерен
ühendatud	свързани
ühendatud	свързан
ühendatud	свързано
ühendatud	свързана
gruusia	грузински
gruusia	джорджия
gruusia	грузия
marie	мари
taga	зад
taga	задна
taga	заден
taga	отзад
taga	задни
taga	задно
juhtis	led
juhtis	доведе
sur	сур
protokoll	протокол
protokoll	протоколът
luua	създаване
luua	създайте
bulgaaria	българка
bulgaaria	българско
bulgaaria	българска
bulgaaria	българин
bulgaaria	български
bulgaaria	българия
jätkas	продължение
jätkas	продължаване
jätkas	продължи
jätkas	продължил
laev	кораб
laev	съд
laev	кораб
instituut	институт
instituut	института
raha	пари
raha	парите
aine	вещество
aine	субстанция
aine	субстанцията
suvel	лятото
suvel	съмър
suvel	лято
suvel	лятно
suvel	самър
sergei	сергей
sergei	сергей
miks	защо
raske	тежка
raske	тежки
raske	тежък
raske	тежко
raske	трудно
raske	силно
raske	здраво
raske	твърдо
raske	твърд
raske	трудно
raske	труден
raske	трудни
raske	трудна
juudi	еврейски
juudi	еврейско
juudi	евреин
juudi	еврейка
hermann	херман
nobeli	нобелова
osalenud	участвали
osalenud	участвала
osalenud	участваха
belgia	белгия
šveitsi	швейцария
šveitsi	швейцарски
šveitsi	швейцарско
šveitsi	швейцарска
meister	господар
meister	майстор
you	си
you	ти
you	ви
press	преса
press	натиснете
press	натисни
press	пресата
rumeenia	румъния
rumeenia	румънски
rumeenia	румънска
rumeenia	румъния
päev	денят
päev	ден
staadion	стадион
staadion	стадиона
vabariik	република
dünastia	династия
dünastia	династията
komitee	комитет
komitee	комисия
energia	енергия
energia	energy
energia	енергетика
anton	антон
dna	днк
abi	помощи
abi	помощ
abi	помощ
sild	мостик
sild	мост
sild	бридж
kapten	капитане
viktor	виктор
teenis	служил
direktor	директорът
direktor	режисьор
direktor	директор
direktor	директор
katoliku	католическа
katoliku	католическо
katoliku	католик
katoliku	католици
katoliku	католичка
mainitud	спомената
mainitud	споменато
mainitud	споменат
suhted	връзки
suhted	взаимоотношения
suhted	връзките
suhted	отношения
suhted	взаимоотношения
suhted	отношения
suhted	връзка
suhted	взаимоотношения
suhted	отношения
lahing	битката
lahing	битка
anne	ане
anne	анн
anne	ан
punane	ред
punane	червена
punane	червен
punane	червени
punane	червено
vii	vii
ilmselt	вероятно
ilmselt	очевидно
ilmselt	явно
muuta	трансформира
muuta	преобразуване
romaan	романът
romaan	новела
romaan	роман
provints	провинцията
provints	провинция
rolli	роля
politsei	полиция
kunsti	арт
kunsti	изкуството
kunsti	art
kunsti	изкуство
punkti	точка
leo	лъв
leo	лео
mängib	пиеси
mängib	играе
mängib	играе
mängib	свирене
mängib	играят
alfred	алфред
suured	голямо
suured	големи
suured	голям
suured	голяма
suured	биг
suured	голямо
suured	големи
suured	голям
suured	голяма
korea	корейски
korea	корея
õigus	правилно
kuninganna	кралицата
kuninganna	царица
kuninganna	кралица
raadio	radio
raadio	радиото
raadio	радио
aastas	годишно
sõltub	зависи
iisraeli	израел
iisraeli	израелски
helsingi	хелзинки
põhiliselt	основно
põhiliselt	предимно
põhiliselt	главно
valminud	узрели
maad	земи
maad	земя
kivi	каменна
kivi	стоун
kivi	камък
kivi	скала
kivi	rock
kivi	рок
kivi	скали
kivi	камък
