και	и
χωριό	деревня
αρχικά	изначально
αρχικά	первоначально
αρχικά	изначально
αρχικά	первоначально
αρχικά	инициалы
περίοδος	период
δήμος	муниципалитет
κύπελλο	чашка
κύπελλο	чаша
κύπελλο	кубок
κύπελλο	cup
ζωή	life
ζωή	жизнь
ζωή	жизни
ζωή	зои
ζωή	зоуи
έδρα	штаб
έδρα	сиденья
έδρα	сиденье
περιλαμβάνει	включает
μεγάλο	большой
μεγάλο	крупных
μεγάλο	крупный
μεγάλο	большая
μεγάλο	крупные
μεγάλο	большие
μεγάλο	большая
μεγάλο	big
μεγάλο	большие
μεγάλο	большой
μεγάλο	биг
βάση	база
βάση	основание
βάση	основа
βάση	основание
κέντρο	центр
κέντρο	центр
γεννήσεις	рождений
γεννήσεις	роды
γεννήσεις	рождение
φεβρουαρίου	февраля
φεβρουαρίου	февраль
κοντά	вблизи
κοντά	рядом
κοντά	близко
κοντά	закрыть
κοντά	близко
κοντά	закройте
κοντά	неподалеку
κοντά	рядом
κοντά	поблизости
μορφή	форме
μορφή	форма
μορφή	бланк
μορφή	формуляр
μορφή	форму
μορφή	формат
χρόνο	время
χρόνο	времени
χρόνο	тайм
χρόνο	time
ιστοσελίδα	вебсайт
ιστοσελίδα	сайт
κόμμα	party
κόμμα	сторона
κόμμα	партия
κόμμα	вечеринка
κόμμα	запятой
κόμμα	запятая
γιατί	зачем
γιατί	почему
ρόλο	ролло
ρόλο	роль
ρόλο	роли
άλμπουμ	альбом
άλμπουμ	альбомы
έκδοση	издание
έκδοση	версии
έκδοση	версия
γκολ	целей
γκολ	цели
γκολ	цель
γκολ	гол
αρχές	власти
αρχές	принципы
γύρω	вокруг
συνήθως	обычно
ονομασία	имя
ονομασία	название
ονομασία	обозначение
ονομασία	назначение
κοινότητα	община
κοινότητα	общины
κοινότητα	сообщества
κοινότητα	сообщество
τελευταία	последние
τελευταία	последнее
τελευταία	last
τελευταία	последний
τελευταία	последняя
έκανε	сделал
έκανε	сделала
έκανε	сделанные
έκανε	сделано
έκανε	сделана
έκανε	сделал
έκανε	сделаны
ξεκίνησε	начали
ξεκίνησε	начато
ξεκίνησε	начал
ξεκίνησε	началось
είτε	либо
κυβέρνηση	правительство
πρώτος	первый
πρώτος	сначала
πρώτος	первое
πρώτος	первая
πρώτος	first
πήρε	забрала
πήρε	взял
πήρε	забрал
κάνει	сделано
ηπα	сша
ηπα	usa
ανάμεσα	между
δεύτερη	секунда
δεύτερη	второй
δεύτερη	вторая
δεύτερη	второе
γλώσσα	язык
γλώσσα	язык
γιος	сынок
γιος	сын
μάχη	битва
μάχη	бой
μάχη	сражение
μάχη	боевая
μάχη	бой
μάχη	бой
μάχη	драка
πανεπιστήμιο	университет
όλες	всем
όλες	всех
όλες	all
όλες	все
κάποια	некоторых
κάποια	некоторые
δείτε	видишь
δείτε	посмотреть
δείτε	см
δείτε	смотрите
δείτε	посмотреть
δείτε	смотреть
δείτε	часы
πόλεμο	войны
πόλεμο	war
πόλεμο	война
συχνά	часто
συχνά	нередко
συχνά	часто
συχνά	зачастую
περιοχές	регионы
περιοχές	районы
περιοχές	области
πρώην	бывший
πρώην	прежний
πρώην	бывшей
πρώην	бывшие
πρώην	бывшая
παράδειγμα	пример
άρθρο	статья
εικόνα	картинка
εικόνα	фотография
εικόνα	фотка
εικόνα	имидж
εικόνα	картинка
εικόνα	образ
εικόνα	изображения
εικόνα	изображение
έλαβε	получено
έλαβε	получен
έλαβε	полученная
έλαβε	полученные
έλαβε	получены
επίσημη	официальных
επίσημη	официальное
επίσημη	официальный
επίσημη	официальная
επίσημη	официальные
επίσημη	формальный
επίσημη	формальные
κατοίκους	обитатели
κατοίκους	жители
κατοίκους	жителей
κατοίκους	резиденты
κατοίκους	жители
πηγές	источники
βόρεια	северный
βόρεια	северная
βόρεια	север
βόρεια	норт
βόρεια	северной
βόρεια	северный
βόρεια	северная
βόρεια	северные
βόρεια	северное
βόρεια	северной
πόλεις	города
πόλεις	городах
πόλεις	города
πόλεις	городов
ιδιαίτερα	особенно
ιδιαίτερα	особенно
αγώνα	гонки
αγώνα	гонка
αγώνα	расы
αγώνα	раса
αγώνα	матч
αγώνα	совпадение
αγώνα	бой
αγώνα	драка
γεγονός	мероприятие
γεγονός	событие
γεγονός	факт
σελίδα	страница
σελίδα	страницу
σελίδα	page
σελίδα	страницы
θέμα	тема
θέμα	предмет
θέμα	субъект
θέμα	объект
θέμα	тема
ηλικία	возраст
χρησιμοποιείται	используется
χρησιμοποιείται	использовано
χρησιμοποιείται	используемый
χρησιμοποιείται	используемые
χρησιμοποιείται	использован
πρώτα	первый
πρώτα	сначала
πρώτα	первое
πρώτα	первая
πρώτα	first
μέγεθος	размеры
μέγεθος	размер
θεωρείται	рассмотрел
εδώ	здесь
εδώ	вот
νότια	южные
νότια	южная
νότια	южный
νότια	южной
νότια	южное
νότια	южная
νότια	юг
νότια	южный
νότια	южной
σημείο	точка
σημείο	очко
σημείο	point
σχέση	взаимосвязь
σχέση	взаимоотношения
σχέση	отношения
περίπτωση	случае
περίπτωση	случай
περίπτωση	дело
περίπτωση	кейс
νέο	новые
νέο	новинка
νέο	новая
νέο	новый
νέο	новых
νέο	новое
ήδη	уже
έτος	год
σχεδόν	практически
σχεδόν	почти
σχεδόν	почти
ένωση	союз
ένωση	union
ένωση	профсоюз
ένωση	юнион
ένωση	союза
ένωση	ассоциация
ένωση	ассоциации
περισσότερο	более
περισσότερο	больше
περισσότερο	еще
βασιλιά	король
βασιλιά	кинг
βασιλιά	царь
βασιλιά	king
εκκλησία	церковь
εκκλησία	церкви
εκδόσεις	публикации
μουσείο	музей
πολιτικός	политик
συμμετοχή	вовлечение
συμμετοχή	участие
συμμετοχή	участие
δυο	два
δυο	две
δυο	двое
μεγαλύτερη	старше
μεγαλύτερη	старшая
μεγαλύτερη	крупнее
μεγαλύτερη	крупнее
πέθανε	умри
πέθανε	умереть
πέθανε	die
πέθανε	умер
πέθανε	умерла
πέθανε	погиб
ανά	пер
μουσική	музыка
μουσική	музыку
μουσική	music
κόσμο	космо
κόσμο	world
κόσμο	мир
άτομα	лиц
άτομα	лиц
άτομα	народ
άτομα	людей
άτομα	люди
δεύτερο	секунда
δεύτερο	второй
δεύτερο	вторая
δεύτερο	второе
είδος	type
είδος	тип
είδος	видов
είδος	виды
είδος	вид
αρκετά	хватит
αρκετά	достаточно
μεγαλύτερο	старше
μεγαλύτερο	старшая
μεγαλύτερο	крупнее
μεγαλύτερο	крупнее
εκείνη	she
εκείνη	она
χώρες	стран
χώρες	страны
χώρο	пространство
χώρο	космической
χώρο	космос
χώρο	space
σχολή	школе
σχολή	school
σχολή	школа
σχολή	школы
εναντίον	против
τρία	три
τρία	трое
χαρακτηριστικά	особенности
χαρακτηριστικά	характеристики
χαρακτηριστικά	особенности
χαρακτηριστικά	функции
χαρακτηριστικά	атрибуты
όρος	термин
όρος	горы
όρος	гора
όρος	маунт
όρος	условие
όρος	состояние
ιδρύθηκε	основанное
ιδρύθηκε	основано
ιδρύθηκε	основанная
ιδρύθηκε	основана
ιδρύθηκε	основанный
ιδρύθηκε	основан
βασιλιάς	король
βασιλιάς	кинг
βασιλιάς	царь
βασιλιάς	king
παιδιά	парни
παιδιά	мальчики
παιδιά	мальчишки
παιδιά	boys
παιδιά	мальчиков
παιδιά	kids
παιδιά	детки
παιδιά	дети
παιδιά	ребят
παιδιά	ребята
παιδιά	парни
παιδιά	пацаны
παιδιά	детей
παιδιά	дети
βραβείο	премия
βραβείο	приз
βραβείο	премия
βραβείο	награду
βραβείο	награда
άρχισε	начали
άρχισε	начато
άρχισε	начал
άρχισε	началось
φαίνεται	кажется
φαίνεται	выглядит
φαίνεται	смотрится
αρχαία	древний
αρχαία	древних
αρχαία	древние
αρχαία	древняя
μήκος	длину
μήκος	протяженность
μήκος	длина
μήκος	продолжительность
κυκλοφόρησε	выпущено
κυκλοφόρησε	освобождены
κυκλοφόρησε	выпустила
κυκλοφόρησε	выпущен
κυκλοφόρησε	выпущена
τι	что
τι	какие
τι	какая
τι	какой
συμμετείχε	участвовал
συμμετείχε	участвовала
χρονιά	год
παραγωγή	производство
παραγωγή	производства
ηθοποιός	актриса
ηθοποιός	актёр
ηθοποιός	актер
ούτε	ни
ελληνικά	греческая
ελληνικά	греки
ελληνικά	греков
ελληνικά	греческий
δυνάμεις	полномочия
δυνάμεις	силы
δυνάμεις	сил
γαλλία	франции
γαλλία	франс
γαλλία	франция
γαλλία	france
ελληνικό	греческая
ελληνικό	греки
ελληνικό	греков
ελληνικό	греческий
ευρώπη	europe
ευρώπη	европу
ευρώπη	европа
ευρώπη	европы
δεκαετία	десятилетие
δεκαετία	десятилетия
γνωστό	известные
γνωστό	известное
γνωστό	известный
γνωστό	известен
γνωστό	известная
παγκόσμιο	глобальные
παγκόσμιο	глобальное
παγκόσμιο	global
παγκόσμιο	глобальный
παγκόσμιο	глобальная
βιβλίο	книга
βιβλίο	книгу
διάστημα	интервал
διάστημα	промежуток
διάστημα	пространство
διάστημα	космической
διάστημα	космос
διάστημα	space
οικογένεια	семья
οικογένεια	семейство
οικογένεια	семейное
οικογένεια	семьи
οικογένεια	родные
μέτρα	меры
σημαίνει	означает
πέντε	пятеро
πέντε	пять
παραπάνω	выше
υπουργός	министр
υπουργός	министра
σεζόν	сезон
πρότυπο	модели
πρότυπο	образец
πρότυπο	model
πρότυπο	модель
πρότυπο	шаблон
πρότυπο	стандартные
πρότυπο	стандарт
πρότυπο	стандартная
πρότυπο	стандартный
πρότυπο	standard
αριθμός	число
αριθμός	номер
αριθμός	количество
θάνατο	death
θάνατο	смерть
εταιρεία	компания
εταιρεία	company
εταιρεία	рота
εταιρεία	компании
σώμα	body
σώμα	тела
σώμα	тело
σώμα	корпус
σώμα	корпуса
πρωτεύουσα	столица
πρωτεύουσα	капитал
πρωτεύουσα	capital
παράλληλα	параллельное
παράλληλα	параллельно
παράλληλα	параллель
παράλληλα	параллельные
παράλληλα	параллельных
σύνολο	всего
σύνολο	итого
γνωστή	известные
γνωστή	известное
γνωστή	известный
γνωστή	известен
γνωστή	известная
κατάσταση	статус
κατάσταση	состояние
κατάσταση	ситуация
κατάσταση	положение
κατάσταση	условие
κατάσταση	состояние
νησί	острова
νησί	island
νησί	остров
νησί	островных
επίπεδο	уровень
επίπεδο	уровня
επίπεδο	level
επιτυχία	успех
επιτυχία	успеха
γερμανία	германия
γερμανία	германию
γερμανία	германии
άλλους	другие
άλλους	прочие
πίσω	назад
πίσω	back
πίσω	спина
πίσω	обратно
δημιουργία	создать
δημιουργία	создайте
δημιουργία	создание
δημιουργία	создавать
δημιουργία	создание
δημιουργία	создания
δημιουργία	сотворение
αρχή	начинайте
αρχή	начать
αρχή	начало
αρχή	старт
αρχή	начало
αρχή	принцип
αρχή	авторитет
αρχή	полномочия
άδεια	лицензия
άδεια	лицензии
άδεια	разрешите
άδεια	разрешение
άδεια	лицензия
άδεια	разрешить
άδεια	пусто
άδεια	пустая
άδεια	пустой
άδεια	пустое
άδεια	пустые
σου	сью
επιπλέον	дополнительные
επιπλέον	дополнительно
επιπλέον	дополнительное
επιπλέον	дополнительный
επιπλέον	дополнительная
περισσότερα	более
περισσότερα	больше
περισσότερα	еще
ανάπτυξη	развитие
ανάπτυξη	разработка
ανάπτυξη	роста
ανάπτυξη	рост
φάση	этапе
φάση	стадия
φάση	фаза
φάση	этап
αυτόν	его
αυτόν	ему
συγγραφέας	писатель
συγγραφέας	сценарист
συγγραφέας	автор
άγιος	агиос
άγιος	святой
άγιος	сен
άγιος	сент
άγιος	святая
θάνατοι	умершие
θάνατοι	смерти
γ΄	iii
τραγούδι	поет
τραγούδι	поют
τραγούδι	пою
τραγούδι	пение
τραγούδι	петь
τραγούδι	песня
τραγούδι	песнь
τραγούδι	song
κόρη	дочь
κόρη	дочка
πάλι	опять
πάλι	вновь
πάλι	снова
επαρχία	область
επαρχία	провинция
ιωάννης	джон
ιωάννης	иоанн
ιωάννης	иоаннис
θεσσαλονίκη	салониках
αγγλικά	английский
αγγλικά	английская
άλλοι	другие
άλλοι	прочие
κέρδισε	победить
κέρδισε	выиграть
κέρδισε	победа
κέρδισε	победила
κέρδισε	выиграла
κέρδισε	выиграл
κέρδισε	победил
βασίλειο	царство
βασίλειο	королевство
σκοπό	цель
συνολικά	всего
συνολικά	итого
γνωστός	известные
γνωστός	известное
γνωστός	известный
γνωστός	известен
γνωστός	известная
γνωστός	знакомство
γνωστός	знакомый
πληροφορίες	информация
πληροφορίες	info
πληροφορίες	инфо
πληροφορίες	информация
εθνικό	национальные
εθνικό	национальных
εθνικό	national
εθνικό	национальная
εθνικό	национальный
καριέρα	карьера
καριέρα	карьеры
ποτέ	никогда
ποτέ	never
τέλη	плату
τέλη	гонорар
τέλη	плата
τέλη	сборы
πλευρά	сторона
πλευρά	стороне
διάφορες	различных
διάφορες	различные
ανήκει	принадлежит
πρόγραμμα	программа
πρόγραμμα	график
πρόγραμμα	расписание
πρόγραμμα	программа
χιλιόμετρα	майлс
χιλιόμετρα	мили
χιλιόμετρα	миль
χιλιόμετρα	майлз
χιλιόμετρα	километров
χιλιόμετρα	пробег
χιλιόμετρα	километров
κάτοικοι	обитатели
κάτοικοι	жители
κάτοικοι	жителей
κάτοικοι	резиденты
κάτοικοι	жители
άρθρα	статьи
άρθρα	статей
άρθρα	изделия
γεώργιος	георг
γεώργιος	джордж
γεώργιος	георгий
τύπου	печати
τύπου	пресса
τύπου	пресс
τύπου	нажмите
τύπου	press
τύπου	нажать
τύπου	type
τύπου	тип
δημοκρατία	республика
δημοκρατία	республики
δημοκρατία	демократии
δημοκρατία	демократия
πόλεμος	войны
πόλεμος	war
πόλεμος	война
εφημερίδα	газету
εφημερίδα	газета
εφημερίδα	газеты
μικρό	маленькая
μικρό	маленькие
μικρό	малых
μικρό	маленький
μικρό	мелкие
μικρό	малые
μικρό	little
μικρό	маленький
μικρό	маленькая
μικρό	мало
μικρό	маленькие
τόπος	место
τόπος	местоположение
τόπος	расположение
τόπος	местонахождение
τόπος	место
ονομάζεται	называется
ονομάζεται	звонил
ονομάζεται	позвонил
συγκεκριμένα	конкретных
συγκεκριμένα	конкретное
συγκεκριμένα	конкретный
συγκεκριμένα	конкретная
συγκεκριμένα	конкретные
συγκεκριμένα	конкретно
είδη	видов
είδη	виды
είδη	вид
πηγή	источник
πρωταθλήματα	чемпионат
ιταλία	италия
ιταλία	италию
ιταλία	италии
πατέρας	отче
πατέρας	отец
κατηγορίες	обвинения
κατηγορίες	категорий
κατηγορίες	категории
αναφέρει	упоминается
αναφέρει	упоминает
αναφέρει	упоминания
ποδόσφαιρο	футбол
ποδόσφαιρο	футбол
θέσεις	должности
θέσεις	позиции
θέσεις	посты
θέσεις	публикации
θέσεις	должности
θέσεις	места
θέσεις	сиденья
περισσότερες	более
περισσότερες	больше
περισσότερες	еще
έκταση	охват
έκταση	область
έκταση	район
έκταση	площадь
γενικά	общие
γενικά	генерал
σημαντικό	важная
σημαντικό	важно
σημαντικό	важных
σημαντικό	важное
σημαντικό	важные
σημαντικό	важны
νίκη	победить
νίκη	выиграть
νίκη	победа
νίκη	победу
νίκη	победы
νίκη	победа
νίκη	выигрыш
νίκη	победы
νίκη	победа
μικρή	маленькая
μικρή	маленькие
μικρή	малых
μικρή	маленький
μικρή	мелкие
μικρή	малые
μικρή	little
μικρή	маленький
μικρή	маленькая
μικρή	мало
μικρή	маленькие
έτη	годы
έτη	лет
έτη	years
πατέρα	отче
πατέρα	отец
αμερικανός	американский
αμερικανός	американские
αμερικανός	американская
αμερικανός	american
αμερικανός	американских
αμερικανός	американец
τελικό	окончательный
τελικό	окончательного
τελικό	заключительный
τελικό	заключительные
πάντα	всегда
συγκρότημα	band
συγκρότημα	комплекс
συγκρότημα	сложная
συγκρότημα	сложные
συγκρότημα	сложных
συγκρότημα	сложный
παραγωγής	производство
παραγωγής	производства
ίσως	возможно
ίσως	может
ίσως	возможно
επόμενη	далее
επόμενη	следующий
επόμενη	следующая
επόμενη	next
στιγμή	момент
στιγμή	минута
μήνες	месяца
μήνες	месяцы
μήνες	месяцев
αποτελείται	состоящие
θεωρία	теория
ύψος	высота
ύψος	высота
ύψος	рост
πολλοί	многих
πολλοί	много
πολλοί	многим
πολλοί	многие
όλοι	всем
όλοι	всем
όλοι	всех
όλοι	all
όλοι	все
όλοι	всем
όλοι	всех
όλοι	все
όλοι	каждый
τώρα	сейчас
τώρα	теперь
προπονητής	тренер
θέατρο	кинотеатр
θέατρο	театр
θέατρο	театр
σημαντική	важная
σημαντική	важно
σημαντική	важных
σημαντική	важное
σημαντική	важные
σημαντική	важны
σημαντική	существенное
σημαντική	значительные
σημαντική	значительное
σημαντική	значительный
σημαντική	существенные
ημέρα	день
ημέρα	day
ημέρα	дэй
διάφορα	прочее
διάφορα	разное
επέστρεψε	вернулся
επέστρεψε	возвращено
κατέκτησε	покорил
κατέκτησε	завоевал
θέματα	темы
θέματα	темы
θέματα	вопросы
θέματα	проблемы
στάδιο	стадион
στάδιο	ступень
στάδιο	этап
στάδιο	стадия
στάδιο	этапе
χωριά	деревни
χωριά	деревень
επίθεση	нападение
επίθεση	атака
επίθεση	атаковать
επίθεση	атаку
επίθεση	штурм
επίθεση	нападение
επίθεση	атака
τραγούδια	песни
τραγούδια	songs
έδωσε	дала
έδωσε	отдал
έδωσε	дал
πληθυσμός	населения
πληθυσμός	население
λέξη	слово
λέξη	word
κατάφερε	управляемый
κατάφερε	удалось
κατάφερε	управляемые
προβλήματα	проблемы
προβλήματα	проблем
έχοντας	имея
δύναμη	сила
δύναμη	прочность
δύναμη	усилие
δύναμη	силы
δύναμη	сила
δύναμη	force
δύναμη	силу
δύναμη	власть
δύναμη	сила
δύναμη	мощь
δύναμη	power
δύναμη	мощность
επανάσταση	революция
επανάσταση	революции
τύπος	печати
τύπος	пресса
τύπος	пресс
τύπος	нажмите
τύπος	press
τύπος	нажать
τύπος	formula
τύπος	формулы
τύπος	формула
τύπος	type
τύπος	тип
εκατομμύρια	миллионов
εκατομμύρια	миллион
εκατομμύρια	млн
εκατομμύρια	миллиона
εκατομμύρια	миллионов
εκατομμύρια	миллионы
τέσσερις	четверо
τέσσερις	четыре
πορεία	курс
μέση	средняя
μέση	ближнем
μέση	средний
μέση	среднее
μέση	средняя
μέση	средний
μέση	среднее
μέση	талия
μέση	талии
πρόβλημα	проблемы
πρόβλημα	проблема
πρόβλημα	неприятности
πρόβλημα	беда
άνω	верхний
άνω	верхняя
άνω	верхней
άνω	верхние
νερό	вода
νερό	воды
νερό	воду
αγωνίστηκε	сражались
αγωνίστηκε	сражался
τοπική	местная
τοπική	локальные
τοπική	местных
τοπική	местное
τοπική	местный
τοπική	местные
περιφέρεια	область
περιφέρεια	регион
περιφέρεια	округ
περιφέρεια	район
παρουσία	присутствие
μητέρα	мать
μητέρα	мама
μητέρα	матерь
μητέρα	матушка
έξι	шесть
έξι	six
έξι	шестеро
έξι	шестой
δομή	структура
παρίσι	paris
παρίσι	париже
παρίσι	париж
παρίσι	парижский
έγραψε	писал
έγραψε	написала
έγραψε	написали
έγραψε	написал
κατασκευή	производство
κατασκευή	изготовление
κατασκευή	конструкция
κατασκευή	строительство
κατασκευή	построить
περιέχει	содержит
περιπτώσεις	случаи
περιπτώσεις	дела
ημέρες	дни
ημέρες	days
ημέρες	дней
μαρία	мария
μερικές	некоторых
μερικές	некоторые
τιμή	прайс
τιμή	цена
τιμή	ценность
τιμή	значение
τιμή	величина
τιμή	стоимость
διαδικασία	процесса
διαδικασία	процесс
διαδικασία	процедура
διαδικασία	процедуры
κοινό	аудитории
κοινό	зрители
κοινό	аудитория
διαγραφή	стереть
διαγραφή	исключить
διαγραφή	удаление
διαγραφή	удалить
απογραφή	переписи
απογραφή	перепись
απογραφή	кадастр
συλλογή	коллекция
συλλογή	collection
συλλογή	коллекции
συλλογή	сбор
τρίτη	вторник
τρίτη	третье
τρίτη	третий
τρίτη	третья
παρακάτω	ниже
ναός	храм
βοήθεια	помощь
βοήθεια	помогите
βοήθεια	помощь
βοήθεια	помочь
βοήθεια	справка
απόσταση	расстояние
απόσταση	дальность
απόσταση	диапазон
νέων	молодежи
νέων	молодость
νέων	молодёжь
νέων	молодежь
αμέσως	немедленно
αμέσως	незамедлительно
αναφορά	пожаловаться
αναφορά	отчёт
αναφορά	доклад
αναφορά	отчет
αναφορά	ссылка
ποδοσφαιριστής	футболист
δράση	меры
δράση	действий
δράση	действие
δράση	действия
δράση	акция
λιγκ	лиги
λιγκ	лига
απλά	просто
απλά	только
γιώργος	георг
γιώργος	джордж
γιώργος	георгий
κανείς	никому
κανείς	никто
γεγονότα	факты
γεγονότα	события
γεγονότα	мероприятия
σύντομο	короткая
σύντομο	короткий
σύντομο	короткое
σύντομο	короткие
σύντομο	коротко
σύντομο	кратко
σύντομο	краткая
σύντομο	краткое
κράτος	штат
κράτος	состояние
κράτος	государство
κωνσταντίνος	константин
στρατό	армии
στρατό	армия
αγία	святой
αγία	сен
αγία	сент
αγία	святая
