raymond	raymond
tomada	luat
tomada	luate
balón	ball
balón	minge
balón	mingea
balón	bilă
balón	bila
declara	declara
declara	declară
declara	declar
declara	declară
alegría	joy
alegría	bucurie
alegría	veselie
alegría	bucuria
alegría	majorete
luxemburgo	luxembourg
luxemburgo	luxemburg
prusia	prusia
prusia	prusiei
prusia	prusac
declaraciones	declarațiile
declaraciones	declarații
declaraciones	declaratii
declaraciones	declarații
declaraciones	declaratiile
reconoció	recunoscut
cronología	cronologie
cronología	cronologia
cría	reproducție
cría	reproducere
cross	crucea
cross	cruce
cross	cross
ron	ron
ron	rom
estrada	estrada
singular	singular
vital	vitale
vital	vital
vital	vitală
comenzado	început
phoenix	phoenix
semi	semi
maine	maine
varsovia	varșovia
varsovia	varşovia
masacre	masacrul
masacre	masacru
masacre	măcel
masacre	sacrificare
vinos	vinul
vinos	vin
vinos	vinuri
vinos	vinurile
nominada	nominalizată
nominada	nominalizat
denuncia	raport
denuncia	raportul
denuncia	raportează
denuncia	plângerea
denuncia	plângere
denuncia	denunțarea
decidir	decide
frutas	fructul
frutas	fructe
frutas	fructele
frutas	fruct
frutas	fructe
frutas	fructele
periodos	perioadele
periodos	perioade
obtenidos	obținute
obtenidos	obținut
obtenidos	obținută
graham	graham
duquesa	ducesă
duquesa	ducesa
delito	crimă
delito	crima
delito	criminalitate
preocupación	îngrijorări
preocupación	preocupările
preocupación	preocupări
preocupación	preocuparea
preocupación	îngrijorare
preocupación	preocupare
metales	metale
metales	metalul
metales	metalic
metales	metal
metales	metale
metales	metalele
sufrir	suferă
sufrir	sufera
sufrir	suferi
renfe	renfe
golf	golf
golf	golful
asistencias	asistă
creencias	convingerile
creencias	convingeri
creencias	credința
sucre	sucre
baltimore	baltimore
stars	staruri
stars	stars
stars	stelele
stars	stele
reputación	reputație
reputación	reputația
reputación	reputatie
party	party
party	petrecere
party	partid
norman	norman
humberto	humberto
humberto	humbert
humberto	umberto
humberto	hubert
participante	participantul
participante	participant
conexiones	legături
conexiones	conexiuni
cumplimiento	conformitatea
cumplimiento	conformitate
cumplimiento	respectarea
cumplimiento	împliniri
cumplimiento	împlinirea
cumplimiento	împlinire
aurora	aurora
htm	htm
australiana	australiană
australiana	australian
australiana	australieni
ámsterdam	amsterdam
ilustración	iluminare
ilustración	iluminarea
ilustración	ilustrare
potosí	potosi
potosí	potosí
efectiva	eficientă
efectiva	eficace
efectiva	eficient
efectiva	efectivă
constituyente	constitutiv
convertir	conversie
convertir	convertesc
convertir	converti
convertir	convertit
llanura	plain
llanura	câmpia
llanura	câmpie
llanura	câmpii
levantamiento	revolta
levantamiento	răscoală
levantamiento	revoltă
levantamiento	elitelor
levantamiento	ridicare
levantamiento	ridicarea
hebreo	ebraică
propaganda	propaganda
propaganda	propagandă
desea	doresc
desea	dorește
thompson	thompson
jay	jay
secuela	continuare
secuela	continuarea
tributo	tributul
tributo	omagiu
tributo	tribut
placas	placi
placas	farfurii
placas	plăci
placas	insigne
placas	insignele
placas	farfurie
placas	placă
estructural	structurale
estructural	structural
culpa	vina
culpa	vina
culpa	vină
causar	cauzând
causar	provocând
singapur	singapore
secreta	secretă
secreta	secret
secreta	secreta
secreta	secrete
secreta	secretul
comerciantes	comercianți
comerciantes	comercianți
comerciantes	negustori
comerciantes	negustorii
comerciantes	dealerii
comerciantes	dealeri
bank	bancă
bank	banca
bank	bank
meseta	mesa
meseta	platou
meseta	platoul
hamburgo	hamburg
ordenado	rânduit
ordenado	hirotonisit
ordenado	comandat
ordenado	ordonat
ordenado	ordonată
ordenado	infirmier
pereira	pereira
proporción	proporția
proporción	proporție
asociada	asociate
asociada	asociat
asociada	asociată
asociada	asociat
asociada	asociază
asociada	asociată
fiat	fiat
estimada	estimat
estimada	estimată
estimada	estimate
interfaz	interfața
interfaz	interfață
poniendo	punerea
correa	lesă
correa	correa
correa	curea
colaborar	colaborarea
colaborar	colaborare
colaborar	colaborează
arquidiócesis	arhiepiscopia
episcopal	episcopală
secretaria	secretarul
secretaria	secretara
secretaria	secretar
secretaria	secretară
circuitos	circuitele
circuitos	circuite
circuitos	circuit
circuitos	circuitul
magallanes	magellan
concacaf	concacaf
auxiliar	asistent
auxiliar	auxiliare
auxiliar	auxiliar
minería	minerit
minería	miniere
corteza	lătrat
corteza	latră
corteza	crusta
corteza	crustă
corteza	cortexul
verso	vers
verso	versetul
verso	versul
anónimo	anonimă
anónimo	anonim
anónimo	anonime
auge	înfloritoare
auge	boom
auge	bum
encargo	comandat
encargo	comanda
encargo	ordinea
encargo	comandă
encargo	ordine
encargo	ordin
sensación	senzație
sensación	sentimentul
sensación	sentiment
sensación	simt
sensación	senzație
sensación	senzatie
suave	netede
suave	neted
suave	lină
suave	netedă
suave	moi
suave	moale
suave	blândă
suave	ușoară
suave	blândă
suave	blând
constantes	constant
constantes	constanta
constantes	constantă
constantes	constante
cbs	cbs
suizo	elvețiană
jamaica	jamaica
jamaica	jamaican
sencilla	simplu
sencilla	simple
sencilla	simplă
sencilla	ușor
sencilla	usor
censura	necenzurat
censura	cenzori
censura	cenzura
censura	cenzura
censura	cenzură
rebelde	rebelul
rebelde	rebel
rebelde	rebelă
rebelde	rebelă
roll	rola
roll	roll
paco	paco
matías	mathias
matías	matías
matías	matthias
nancy	nancy
marítima	maritimă
marítima	maritime
marítima	maritim
crimea	crimeea
crimea	crimeea
liberado	lansat
liberado	eliberat
liberado	eliberată
liberado	eliberat
liberado	eliberat
gerente	manager
gerente	managerul
encuesta	sondaj
encuesta	sondajul
encuesta	sondaj
afecta	afectează
afecta	afecteaza
afecta	afectează
afecta	afecta
enciclopédico	enciclopedice
pokémon	pokémon
libertador	eliberator
generalidad	generalitat
efectivamente	efectiv
efectivamente	intradevar
virreinato	viceregatul
seca	usca
seca	uscate
seca	uscat
seca	uscată
seca	uscate
seca	uscat
seca	uscată
medir	măsurare
medir	măsurarea
medir	măsura
medir	măsură
medir	măsoară
medir	masura
asume	presupune
dieta	dietă
dieta	dieta
aparente	aparentă
aparente	aparenta
aparente	aparente
discusiones	discuții
discusiones	discutii
discusiones	discuții
discusiones	discutie
discusiones	discuţie
discusiones	discutii
discusiones	discuție
discusiones	argumentele
discusiones	certuri
discusiones	argumente
stanley	stanley
panorama	panorama
panorama	panoramă
realistas	realistă
realistas	realiste
realistas	realist
realistas	realistă
realistas	realist
rin	rin
rin	rin
animada	animate
animada	animat
animada	lively
animada	vioi
nativa	nativ
nativa	nativă
nativa	nativi
nativa	native
intensa	intensa
intensa	intens
intensa	intense
intensa	intensă
duelo	duel
duelo	duelul
duelo	îndurerată
duelo	doliu
duelo	doliu
duelo	jale
legend	legendă
legend	legenda
seattle	seattle
rectangular	dreptunghiulară
acústica	acustică
acústica	acustică
acústica	acustice
acústica	acustic
innovación	inovare
innovación	inovarea
hueso	oase
hueso	os
hueso	osul
hueso	bone
administrativas	administrativ
administrativas	administrativă
administrativas	administrative
donald	donald
rincón	colțul
rincón	corner
rincón	colt
rincón	colț
rincón	rincon
rincón	rincón
jacob	jacob
jacob	iacov
jacob	iacob
ordenador	calculator
ordenador	computer
ordenador	calculatorul
baño	toaletă
baño	toaleta
baño	wc
baño	baia
baño	baie
baño	baie
baño	bath
seguros	asigurare
seguros	asigurarea
seguros	asigurari
seguros	asigurări
correr	rularea
correr	rulează
correr	alergând
correr	rulează
correr	fugi
correr	alergare
correr	jogging
hms	hms
telecomunicaciones	telecom
telecomunicaciones	telecomunicații
telecomunicaciones	telecomunicații
arequipa	arequipa
iris	iris
maldonado	maldonado
ocupando	ocupând
cantando	scandând
cantando	canto
cantando	cântând
cantando	cantand
examen	recenzie
examen	revizuirea
examen	revizuire
examen	examinarea
examen	examinare
examen	examen
examen	examenul
depósitos	depozite
depósitos	rezervoare
depósitos	depozite
depósitos	depuneri
depósitos	depozit
depósitos	depunere
ocasionalmente	ocazionale
ocasionalmente	ocazional
ocasionalmente	ocazional
invitada	musafir
invitada	oaspete
invitada	invitat
invitada	invitată
invitada	invitat
gov	gov
homer	homer
liverpool	liverpool
rap	rap
asistir	asist
turistas	turistii
turistas	turisti
turistas	turist
turistas	turistice
darío	darius
imdb	imdb
autobús	bus
autobús	autocar
autobús	autobuz
autobús	autobuzul
actuando	actorie
actuando	actoria
actuando	hotărând
anuncia	anunță
anuncia	anunta
anuncia	anunță
confusión	confuzia
confusión	confuzie
confusión	confuzii
lituania	lituaniană
lituania	lituaniei
lituania	lituania
tendencias	trend
tendencias	tendinta
tendencias	tendințele
tendencias	vogă
secretos	secretele
secretos	secrete
secretos	secretă
secretos	secret
secretos	secreta
secretos	secrete
secretos	secretul
tommy	tommy
probabilidad	probabilitate
probabilidad	probabilitate
probabilidad	probabilitatea
exhibición	expozitie
exhibición	expoziţia
exhibición	expozitie
exhibición	expoziţie
provinciales	provincial
amistoso	prietenoasă
amistoso	prietenos
amistoso	amical
amistoso	amiabilă
amistoso	amiabil
convenio	legământ
convenio	convenția
convenio	convenție
elaborado	elaborat
elaborado	elaborată
elaborado	elaborate
elaborado	elaborată
elaborado	artizanale
entretenimiento	divertisment
entretenimiento	entertainment
temprano	early
temprano	timpuriu
temprano	devreme
euphorbia	euphorbia
direcciones	directii
direcciones	adrese
direcciones	adresele
direcciones	adresă
direcciones	adresa
soprano	soprano
now	acum
delitos	infractiuni
delitos	delicte
delitos	infracțiuni
delitos	crime
delitos	infracțiuni
atletas	sportivii
atletas	sportivi
sonic	sonic
semifinal	semifinale
semifinal	semifinala
espectro	spectre
espectro	specter
espectro	wraith
espectro	spectre
espectro	spectra
espectro	spectrul
espectro	spectru
espectro	spectru
espectro	spectrul
espectro	spectre
serio	serioasă
serio	serioasa
serio	grave
serio	seriozitate
serio	serios
conducción	conducând
conducción	conducere
gobernantes	conducători
gobernantes	conducătorii
capacidades	abilitati
capacidades	capacități
capacidades	capacitățile
capacidades	capacități
capacidades	capacitățile
inteligente	inteligent
inteligente	inteligent
inteligente	inteligentă
inteligente	inteligent
inteligente	destept
inteligente	smart
inteligente	inteligentă
introducido	intrat
introducido	introdusă
introducido	introduse
introducido	introdus
ficticio	fictive
ficticio	fictiv
ficticio	fictiv
manhattan	manhattan
concursos	concursuri
concursos	concursuri
cia	cia
cia	cia
cia	cla
abundantes	abundente
abundantes	abundent
dosis	doze
dosis	dozele
dosis	doza
dosis	doză
dosis	doza
dosis	doză
conocía	știa
conocía	știut
conocía	știam
cubrir	acoperi
cubrir	acoperă
cubrir	coperta
cubrir	copertă
cubrir	cover
cubrir	acoperire
antártida	antarctica
antártida	antarctica
citas	citate
citas	numiri
citas	datând
citas	dating
citas	intalniri
aprobada	aprobat
aprobada	aprobate
aprobada	omologat
aprobada	aprobată
investigar	investiga
investigar	investighează
libreto	libretul
filadelfia	philly
filadelfia	philadelphia
decidido	decisă
decidido	decis
decidido	hotărât
decidido	determinate
decidido	determinată
decidido	determinat
baden	baden
falso	fals
falso	falsa
falso	falsă
falso	false
falso	fals
falso	falsă
falso	fake
jesuitas	iezuit
humedad	umezeala
humedad	umezeală
humedad	umiditate
humedad	umiditatea
humedad	umiditate
atracción	atractie
jurídico	juridice
jurídico	legale
jurídico	juridic
jurídico	legală
jurídico	legal
tabasco	tabasco
formaciones	formaţiuni
destruida	distrusa
destruida	distruse
destruida	distrus
destruida	distrusă
testigo	martorul
testigo	martoră
testigo	martor
testigo	martori
afluente	afluent
seguida	urmate
seguida	urmărit
seguida	urmat
seguida	urmărită
bros	bros
kilómetro	mile
kilómetro	milă
kilómetro	kilometru
kilómetro	kilometru
bobby	bobby
lugo	lugo
reptiles	reptile
reptiles	reptilă
reptiles	reptile
reptiles	reptilele
logo	logo
logo	sigla
sustancia	substanță
sustancia	substanța
turística	turist
turística	turistice
holandés	olandezul
holandés	olandeză
holandés	olandezi
holandés	olandez
holandés	dutch
plus	plus
estocolmo	stockholm
nasa	nasa
masiva	massive
masiva	masive
masiva	masiv
masiva	masivă
viendo	văzând
viendo	privind
viendo	vizionarea
viendo	privesc
mercurio	mercury
mercurio	mercur
mercurio	mercurul
gilbert	gilbert
escobar	escobar
moléculas	molecule
moléculas	moleculele
regulación	regulament
regulación	regulamentul
regulación	reglementare
regulación	reglementarea
regulación	reglementarea
regulación	reglementare
sargento	sergent
sargento	sarge
sargento	sergent
alturas	heights
creencia	credința
aterrizaje	debarcarea
aterrizaje	aterizarea
aterrizaje	debarcare
aterrizaje	aterizare
campbell	campbell
danny	danny
ventajas	beneficiile
ventajas	prestații
ventajas	beneficii
ventajas	avantajele
ventajas	avantaje
abandona	abandonează
martes	marti
martes	marți
requieren	necesită
requieren	necesita
pretendía	destinate
pretendía	destinat
arsenal	arsenalul
arsenal	arsenal
sociología	sociologie
nigeria	nigerian
nigeria	nigeria
constantinopla	constantinopol
extrema	extremă
extrema	extrem
extrema	extrema
extrema	extreme
gibraltar	gibraltar
consola	consola
consola	consolă
sentimiento	senzație
sentimiento	sentimentul
sentimiento	sentiment
sentimiento	simt
cargas	acuzatii
cargas	încărcări
complutense	complutense
trato	afacere
suficientes	destul
suficientes	suficiente
suficientes	suficientă
when	cand
when	când
márquez	márquez
márquez	marquez
flash	flash
place	locul
place	loc
proclamó	proclamat
non	non
reality	realitate
reality	realitatea
castillos	castele
fuga	evadarea
fuga	evadare
cleveland	cleveland
dorada	aurit
dorada	auriu
dorada	golden
dorada	auriu
dorada	aur
dorada	gold
dorada	aurul
abuela	bunică
abuela	bunica
abuela	bunica
abuela	bunică
abuela	bunica
afueras	împrejurimi
afueras	periferia
experto	expertul
experto	expertă
experto	expert
frontal	front
frontal	față
frontal	frontal
frontal	frontală
considerablemente	considerabil
borgoña	burgundia
borgoña	burgundy
huevo	ouă
huevo	oua
huevo	ouăle
huevo	ou
huevo	oul
tragedia	tragica
tragedia	tragice
tragedia	tragică
tragedia	tragic
tragedia	tragedie
tragedia	tragedia
lagunas	lipsuri
lagunas	lacune
lagunas	lagune
beta	beta
contaminación	contaminarea
contaminación	contaminare
contaminación	poluare
contaminación	poluarea
costera	coastă
charlotte	charlotte
azteca	azteca
azteca	aztec
patrones	tipare
patrones	tiparele
patrones	patronii
patrones	patroni
patrones	tipar
patrones	angajatori
patrones	angajatorilor
patrones	angajatorii
how	cum
boeing	boeing
transmisiones	transmisii
transmisiones	transmisiuni
aliado	aliate
aliado	aliată
aliado	aliat
aliado	aliat
aliado	ally
aliado	aliatul
ama	ama
ama	stăpână
ama	amantă
ama	iubește
ama	iubeste
ama	iubirile
ama	iubiri
literarios	literar
literarios	literară
literarios	literare
luchó	luptat
viejos	bătrân
viejos	vechi
viejos	old
viejos	veche
viejos	bătrâne
mediodía	amiază
mediodía	amiaza
traducciones	traducere
traducciones	traducerea
traducciones	traduceri
pulgadas	centimetru
pulgadas	inchi
pulgadas	inci
pulgadas	centimetri
arnold	arnold
ladrillo	brick
ladrillo	caramida
ladrillo	cărămidă
calvo	chel
calvo	chelie
calvo	cheală
calvo	calvo
barbara	barbara
creer	crede
creer	crezând
creer	crezand
compartir	partajarea
compartir	partajare
compartir	distribuie
compartir	cota
compartir	share
niñas	fetele
niñas	fete
niñas	girls
niñas	fetelor
dependencia	dependenta
dependencia	dependența
dependencia	dependența
detective	detective
detective	detectiv
probar	dovedeste
probar	încercați
probar	încearcă
probar	incearca
probar	test
probar	testul
probar	încercarea
probar	încercare
probar	testare
mónica	monica
arroyos	fluxuri
arroyos	pâraiele
arroyos	brooks
volante	flyer
sabio	sage
sabio	salvie
sabio	înțelept
budapest	budapesta
beca	bursă
beca	bursa
cráneo	craniu
cráneo	craniu
cráneo	skull
cráneo	craniul
provocando	stârnind
provocando	cauzând
provocando	provocând
velocidades	viteze
gobernante	conducător
madison	madison
caridad	caritabilă
caridad	caritabil
caridad	caritabile
caridad	caritate
leftarm	leftarm
llave	cheie
llave	tasta
llave	cheia
exclusiva	exclusive
exclusiva	exclusivă
exclusiva	exclusivitate
exclusiva	exclusiv
estero	estero
merced	merced
armados	armat
armados	înarmat
manuscritos	manuscrise
manuscritos	manuscris
manuscritos	manuscrisul
rivas	rivas
major	major
major	maiorul
major	maior
major	majore
necesariamente	neapărat
tve	tve
demonio	daemon
demonio	demon
demonio	devil
demonio	diavolul
demonio	diavol
demonio	drac
demonio	demonul
demonio	demon
note	nota
note	notă
emitida	emis
emitida	emisă
carrillo	carrillo
nazis	nazist
nazis	nazistă
nazis	nazisti
valdivia	valdivia
luisiana	louisiana
televisa	televisa
malo	rău
malo	bad
malo	rau
malo	rea
materias	materiale
materias	materialele
materias	subiecte
urbanas	urban
urbanas	urbane
urbanas	urbană
estándares	standarde
estándares	standardele
gases	gaze
gases	gaz
gases	gazele
gases	gaze
boletín	newsletter
boletín	buletinul
potencias	puterile
potencias	powers
potencias	puteri
potencias	competențe
ejemplar	copia
ejemplar	copiere
ejemplar	copie
ejemplar	copiază
ejemplar	exemplar
ejemplar	exemplară
separadas	separat
separadas	separate
express	exprim
express	expres
express	express
express	exprimă
express	exprima
portugueses	portughez
portugueses	portugheza
portugueses	portugheză
normales	normale
normales	normală
normales	normal
basket	coș
basket	cos
estelar	stelară
estelar	stelare
estelar	stelar
estelar	stea
estelar	star
estelar	vedeta
estelar	steaua
montaje	instalație
montaje	montare
montaje	instalarea
montaje	instalare
montaje	montare
montaje	montarea
montaje	adunare
montaje	asamblare
montaje	adunarea
montaje	montajul
montaje	editare
montaje	editarea
demo	demo
demo	demonstrație
considerando	considerând
considerando	considerentul
considerando	recitalul
considerando	recital
considerando	considerent
enviados	trimisă
enviados	trimis
enviados	trimise
enviados	mesageri
fotógrafo	fotograf
kent	kent
larry	larry
asesinados	ucis
asesinados	ucisă
asesinados	omorât
asesinados	asasinat
asesinados	ucis
asesinados	ucisă
asesinados	omorât
combatientes	luptători
combatientes	luptatori
oponente	oponent
oponente	adversar
oponente	adversarul
prince	prințul
prince	prinţul
prince	prinţ
prince	prinț
prince	print
prince	prince
giuseppe	giuseppe
pura	pură
pura	pura
pura	pure
pura	pur
forestal	forestiere
forestal	silvicultură
forestal	forest
forestal	pădurea
forestal	padure
forestal	pădure
viola	viola
track	urmări
track	pista
track	pistă
parodia	parodie
evangelio	evanghelia
honda	honda
loira	loire
esfera	sferă
esfera	sfera
esfera	glob
muertes	decese
muertes	decesele
muertes	decese
román	romană
román	roman
román	román
intenso	intensive
intenso	intensiv
intenso	intensa
intenso	intens
intenso	intense
intenso	intensă
vaya	wow
vaya	uau
alvarado	alvarado
ibáñez	ibáñez
litros	galon
litros	litri
litros	litru
litros	litri
penales	infractor
penales	criminală
penales	criminal
penales	penal
penales	penal
shows	arată
shows	spectacole
shows	emisiuni
constituido	constituite
constituido	constituită
constituido	constituit
constituido	formate
constituido	formată
constituido	format
name	nume
name	numele
name	denumire
name	name
consulado	consulatele
consulado	consulatul
consulado	consulat
ingresar	conectare
ingresar	autentificare
ingresar	introdu
ingresar	introduceți
ingresar	enter
ingresar	intra
ingresar	intră
autorización	permisiune
autorización	permisiunea
autorización	autorizarea
autorización	autorizația
autorización	autorizare
autorización	autorizație
autorización	autorizare
belén	betleem
belén	belen
próximos	viitoare
editada	editat
editada	editată
discografía	discografia
rangers	rangers
rangers	rangeri
rangers	rangerii
esquí	ski
esquí	schi
esquí	ski
esquí	schi
prisionero	prizonierul
prisionero	prizonier
causando	cauzând
causando	provocând
disparo	fotografiere
disparo	shot
disparo	împușcat
disparo	impuscat
teorema	teorema
golpes	lovituri
golpes	pumni
mega	mega
atacó	atacată
atacó	atacat
herbert	herbert
dinosaurios	dinozauri
dinosaurios	dinozaurii
dinosaurios	dinozaur
preparar	pregătiți
extranjera	strain
extranjera	străin
extranjera	străine
extranjera	străină
extranjera	strain
extranjera	străin
extranjera	străinătate
caña	trestie
caña	reed
caña	stâlp
caña	pole
caña	pol
caña	polul
caña	cane
caña	trestie
caña	baston
caña	tija
caña	rod
caña	dic
ética	etice
ética	etică
ética	etic
ética	etica
ética	etică
arquitectónico	arhitecturale
encontrados	găsită
encontrados	gasit
encontrados	găsite
encontrados	găsit
correspondencia	corespondență
correspondencia	corespondenta
correspondencia	mail
correspondencia	posta
correspondencia	poștă
monjes	călugări
monjes	călugării
formatos	formatarea
formatos	formate
vaticano	vaticanul
vaticano	vaticanului
vaticano	vatican
bombardeo	bombardament
bombardeo	bombardamente
bombardeo	bombardament
bombardeo	bombardarea
respuestas	răspunsuri
respuestas	răspunsurile
respuestas	răspunsuri
respuestas	raspunsuri
respuestas	răspunsurile
respuestas	răspunsuri
respuestas	răspunsurile
cooper	cooper
duero	douro
duero	duero
august	august
cambiando	schimbarea
cambiando	comutare
típicos	tipic
típicos	tipice
lento	lentă
lento	lent
summer	summer
summer	vara
summer	vară
dramaturgo	dramaturg
seudónimo	pseudonim
apoyado	susţinut
apoyado	sprijinit
apoyado	susținut
independientemente	independent
independientemente	indiferent
astronómico	astronomice
astronómico	astronomic
col	varza
col	varză
col	col
ludwig	ludwig
velázquez	velázquez
velázquez	velasquez
líbano	libanez
líbano	liban
túnez	tunisia
túnez	tunisian
túnez	tunis
cena	cinei
cena	cină
cena	cina
incluidas	inclusă
incluidas	inclus
incluidas	incluse
four	four
four	patru
pescado	pește
pescado	pesti
pescado	pești
republicanos	republicani
republicanos	republican
republicanos	republicane
republicanos	republicană
republicanos	republicani
republicanos	republicanii
magic	magice
magic	magie
magic	magic
magic	magică
magic	magia
artísticas	artistice
artísticas	artistic
artísticas	artistică
lujo	deluxe
lujo	lux
lujo	luxul
electrones	electron
electrones	electronii
electrones	electroni
wood	lemn
wood	lemnul
wood	wood
wood	lemne
avances	avansurile
avances	avansuri
avances	progresul
avances	progres
avances	progresele
avances	progress
avances	progrese
vacaciones	vacante
vacaciones	vacanta
vacaciones	vacanță
vacaciones	sărbători
vacaciones	sărbătoare
vacaciones	vacanța
vacaciones	vacanta
vacaciones	concediu
vacaciones	vacanță
vacaciones	sarbatori
vacaciones	sărbători
vacaciones	sărbătorile
murallas	peretele
murallas	wall
murallas	zid
murallas	zidul
murallas	perete
murallas	pereți
murallas	pereti
murallas	ziduri
murallas	metereze
descendiente	descendent
descendiente	descendentă
sainte	sainte
eta	eta
cóndor	condor
reduce	reduce
reduce	reduce
coronado	încoronat
coronado	coronado
esperando	aștept
esperando	astept
esperando	așteptare
esperando	sperând
específicas	specific
específicas	specifică
específicas	specifice
manifestación	manifestarea
manifestación	manifestare
manifestación	demonstrație
robles	oaks
robles	robles
trajo	adusă
trajo	adusa
trajo	adus
bienestar	wellness
bienestar	bunăstarea
bienestar	bunăstare
mansión	conac
mansión	conacul
