और	그리고
प्रयोग	사용법
प्रयोग	사용량
प्रयोग	사용
प्रयोग	실험
शामिल	포함
शामिल	포함됨
शामिल	포함
शामिल	포함됨
शामिल	포함
उन्हें	그들
स्थान	음식점
स्थान	장소
स्थान	장소
स्थान	공연장
स्थान	위치
स्थान	장소
स्थान	위치
प्रमुख	과장
प्रमुख	치프
प्रमुख	전공
प्रमुख	메이저
प्रमुख	메인
बीच	바닷가
बीच	해변
बीच	비치
बीच	중앙
बीच	중심
बीच	센터
गए	gone
मुख्य	과장
मुख्य	치프
मुख्य	메인
बिहार	비하르
उसे	그를
उसे	그녀
उसे	그녀의
कार्य	작업
कार्य	태스크
कार्य	직업
कार्य	욥기
कार्य	퇴근
कार्य	직장
कार्य	작업
कार्य	작업
कार्य	일자리
कार्य	직업
कार्य	잡스
कार्य	작업
उनकी	그들의
नगर	시내
नगर	도시
नगर	타운
नगर	마을
नगर	도시
नगर	시티
उपयोग	사용법
उपयोग	사용량
उपयोग	사용
उपयोग	이용하기
उपयोग	사용하기
उपयोग	사용
उपयोग	이용
उपयोग	사용하다
उपयोग	사용
लोगों	국민
लोगों	사람
लोगों	명인
लोगों	사람들
आधार	기지
आधार	베이스
आधार	전제
आधार	기초
आधार	근거
आधार	기저
काम	퇴근
काम	직장
काम	작업
जीवन	생명
जीवन	생활
जीवन	라이프
जीवन	인생
विश्व	월드
विश्व	세상
विश्व	세계
भाग	섹션
भाग	부분
भाग	부품
भाग	파트
भाग	부품
भाग	부분
निर्माण	생성
निर्माण	창조
निर्माण	만들기
निर्माण	공사
निर्माण	건설
निर्माण	건축
निर्माण	빌드
निर्माण	제조업
निर्माण	제조
दोनों	둘다
राष्ट्रीय	국립
राष्ट्रीय	내셔널
राष्ट्रीय	국민
जानकारी	정보
जानकारी	정보
पोर्टल	포탈
पोर्टल	포털
शहर	다운타운
शहर	시내
शहर	도시
शहर	시티
शहर	도시
बार	타임스
बार	타임즈
लगभग	거의
लगभग	대략
फिल्म	영화
फिल्म	필름
फिल्म	영화
यहाँ	여기
यहाँ	여기에
प्रसिद्ध	유명한
प्रसिद्ध	유명해
प्रसिद्ध	유명인
प्रसिद्ध	유명하다
प्रसिद्ध	유명
विकास	개발
विकास	발달
विकास	성장
विकास	증가
केवल	단발
केवल	오직
देश	나라
देश	국가
देश	시골
देश	컨트리
देश	네이션
देश	국민
वेबसाइट	웹사이트
अलग	분리됨
अलग	별거
अलग	달라
अलग	다름
अलग	다르다
अलग	분리
अलग	따로따로
अलग	따로
विशेष	독점
विशेष	단독
विशेष	특수
विशेष	특별한
विशेष	스페셜
विशेष	특별
दी	주어진
पृष्ठ	페이지
पृष्ठ	페이지
माना	마나
माना	마나마
शब्द	워드
शब्द	word
शब्द	단어
शब्द	words
शब्द	단어
फिर	그렇다면
फिर	그러면
फिर	그때
पुरस्कार	보상
पुरस्कार	수상
पुरस्कार	어워드
पुरस्कार	상금
पुरस्कार	보상
लेख	기사
लेख	기사
अब	이제
अब	지금
अमेरिका	아메리카
मंदिर	템플
मंदिर	신전
मंदिर	사원
अलावा	덧셈
वार्ता	회담
दक्षिण	남부
दक्षिण	사우스
दक्षिण	남쪽
स्थल	장소
स्थल	공연장
विभिन्न	기타
इतिहास	역사
इतिहास	내역
इतिहास	히스토리
इतिहास	기록
फ़िल्म	영화
फ़िल्म	필름
फ़िल्म	영화
क्योंकि	왜냐면
क्योंकि	왜냐하면
पास	패스
विस्तृत	자세히
विस्तृत	정교
विस्तृत	철저
विस्तृत	철저한
विस्तृत	고급
दिन	하루
दिन	데이
दिन	데이즈
कृषि	농업
कृषि	경작
शुरू	시작되었습니다
शुरू	시작했습니다
शुरू	시작됨
शुरू	시작
व्यक्ति	사람
व्यक्ति	개별
व्यक्ति	개인
उनका	그들의
विज्ञान	사이언스
विज्ञान	과학
सदस्य	멤버
सदस्य	회원
सदस्य	가입자
सदस्य	가입자
सदस्य	멤버
सदस्य	구성원
सदस्य	멤버들
हालांकि	비록
सिंह	리오
सिंह	사자자리
सिंह	레오
अनेक	많은
अनेक	여러개
अनेक	다중
यहां	여기
यहां	여기에
संख्या	숫자
संख्या	번호
संख्या	숫자
अपना	소유
बात	talk
साहित्य	문학
शिक्षा	교육학
शिक्षा	교육
शिक्षा	학력
शिक्षा	학비
दिल्ली	델리
धर्म	종교
धर्म	종교
मूल	출처
मूल	오리지널
मूल	네이티브
मूल	원본
मूल	오리지널
मूल	기본
मूल	기초
मूल	베이직
तब	그렇다면
तब	그러면
तब	그때
बना	make
बना	made
बना	만든
कोड	코드
कोड	부호
कोड	코드
संयुक्त	병행
संयुक्त	united
संयुक्त	유나이티드
संयुक्त	결합
संयुक्त	복합
संयुक्त	관절
युद्ध	전투
युद्ध	배틀
युद्ध	전쟁
काल	통화
काल	전화
काल	호출
काल	기간
काल	시대
काल	주기
वर्षों	수년
स्टेशन	역시
स्टेशन	스테이션
बड़े	대형
जनवरी	일월
मध्य	중부
मध्य	센트럴
मध्य	중앙
मध्य	중심
मध्य	센터
मध्य	중간값
मध्य	중앙값
मध्य	중간
मध्य	가운데
प्रथम	우선
प्रथम	퍼스트
प्रथम	처음
प्रथम	먼저
विश्वविद्यालय	대학
विश्वविद्यालय	대학교
विश्वविद्यालय	대학
जून	jun
उसकी	그의
उसकी	그녀
उसकी	그녀의
मार्च	mar
मार्च	행진
मार्च	행진곡
बनी	토끼
अर्थ	의미
अप्रैल	apr
अप्रैल	에이프릴
अप्रैल	사월
महत्वपूर्ण	중요
महत्वपूर्ण	중요하다
महत्वपूर्ण	크리티컬
प्रामाणिक	정통
आप	당신은
आप	귀하
आप	당신
समूह	그룹
समूह	집단
समूह	그룹
वर्तमान	현재
वर्तमान	전류
वर्तमान	현재
वर्तमान	선물
अध्ययन	공부하기
अध्ययन	공부
अध्ययन	공부해
अध्ययन	공부하기
अध्ययन	공부
अध्ययन	연구
अध्ययन	공부
विभाग	부서
विभाग	사단
विभाग	디비전
आम	망고
स्थिति	상태
स्थिति	직위
स्थिति	위치
स्थिति	포지션
स्थिति	상태
स्थिति	국가
स्थिति	조건
स्थिति	상황
स्थिति	상황이
प्रभाव	영향
प्रभाव	영향력
प्रभाव	임팩트
प्रभाव	영향
प्रभाव	효과
प्रभाव	영향
प्रभाव	영향
प्रभाव	효과
आदर्श	관념
आदर्श	관념론
आदर्श	아이디얼
आदर्श	이상
आदर्श	아이돌이
आदर्श	아이돌
साल	수년
साल	year
साल	연도
पहली	우선
पहली	퍼스트
पहली	처음
पहली	먼저
संगीत	음악
संगीत	뮤직
अमेरिकी	아메리칸
अमेरिकी	미국인
अमेरिकी	미국인
सेवा	서비스
बनाने	만들기
आज	오늘도
आज	오늘
स्थापित	설립
स्थापित	설치
स्थापित	설치됨
स्थापित	설립
उच्च	높음
उच्च	하이
काफी	충분해
काफी	충분한
काफी	충분히
काफी	넉넉한
काफी	상당히
बड़ी	대형
शक	의심
श्री	sri
उदाहरण	인스턴스
उदाहरण	인스턴스
उदाहरण	예제
उदाहरण	예시
उदाहरण	일러스트
उदाहरण	삽화
उदाहरण	예시
उदाहरण	예제
उसका	그의
उसका	그녀
उसका	그녀의
ले	take
जिससे	어느
स्थापना	설치
स्थापना	설치하기
स्थापना	설치
स्थापना	설립
कंपनी	회사
कंपनी	컴퍼니
कंपनी	기업
अधिकांश	대부분의
अधिकांश	대부분
अधिकांश	주로
अधिकांश	대부분
सामाजिक	사회주의
सामाजिक	사회
सामाजिक	사회적
प्रत्येक	꼴찌
प्रत्येक	각각
बड़ा	대형
स्तर	레벨
स्तर	수준
स्तर	레벨
स्तर	수준
बनाया	made
बनाया	만든
बनाया	생성
बनाया	만들었습니다
जारी	진행중
जारी	발급
जारी	발행
जबकि	동안
चित्र	사진
चित्र	그림
चित्र	사진
चित्र	사진들
चित्र	픽처스
चित्र	그림
चित्र	이미지
चित्र	그림
चित्र	이미지
इससे	출신
प्रणाली	체계
प्रणाली	시스템
सरकारी	공식
सरकारी	official
सरकारी	정부
जहां	어디서
जहां	어디
जहां	어디에
जहां	어디로
जल	물이
जल	워터
सूची	리스트
सूची	목록
सूची	명단
सूची	리스트
सूची	목록
विचार	아이디어
विचार	idea
विचार	아이디어
विचार	생각
विचार	고려
विचार	생각
छोटे	작아
छोटे	소작
छोटे	리틀
ऊपर	인기
ऊपर	top
आधारित	기반
आधारित	기반으로
इसलिए	그러므로
पानी	물이
पानी	워터
सामान्य	장군
सामान्य	일반
सामान्य	일반인
सामान्य	정규
सामान्य	보통
सामान्य	평범
सामान्य	정상
आगे	전진
आगे	전달
आगे	앞으로
कुल	합계
कुल	총액
कुल	전체
एक्स्प्रेस	익스프레스
पुलिस	경찰
पुलिस	경찰관
वर्ग	카테고리
वर्ग	범주
वर्ग	분류
वर्ग	제곱
वर्ग	스퀘어
वर्ग	광장
वर्ग	사각형
वर्ग	정사각형
वर्ग	클래스
वर्ग	수업
वर्ग	학급
वर्ग	계급
वर्ग	클래스
वर्ग	수업
शरीर	시체
शरीर	몸매
शरीर	몸매가
अंग्रेजी	영어
अंग्रेजी	잉글리시
माध्यम	미디엄
माध्यम	미디어
माध्यम	중간
मानव	인간
मानव	인체
मानव	인간인
पाकिस्तान	파키스탄
भूमिका	소개
भूमिका	도입
भूमिका	소개팅
भूमिका	역할
हर	꼴찌
अतिरिक्त	엑스트라
अतिरिक्त	연장
पिता	아버지
समाज	사회
उत्पन्न	생성
नीचे	다운
नीचे	아래로
नीचे	아래쪽
नीचे	아래
नीचे	아래에
नीचे	아래쪽
नीचे	밑바닥
नीचे	아래
नीचे	하단
नीचे	바닥
दुनिया	월드
दुनिया	세상
दुनिया	세계
आधुनिक	모던
आधुनिक	현대
आधुनिक	근대
आधुनिक	근황
ध्यान	명상
ध्यान	관심
ध्यान	주의
ध्यान	시선
हिंदी	힌디어
दे	give
सभा	수집
सभा	모임
परिवार	가족
परिवार	가족과
परिवार	패밀리
विषय	주제
विषय	주제
विषय	과목
विषय	주제
विषय	제목
अधिकार	권리
रंग	색상
रंग	컬러
रंग	색상
रंग	색상
रंग	색깔
रंग	색상
रंग	컬러
बाहर	종료
बाहर	끝내기
बाहर	실외
बाहर	야외
बाहर	밖에서
बाहर	외부
बाहर	바깥
बाहर	아웃
खेल	놀기
खेल	재생
खेल	연주
खेल	플레이
खेल	스포츠
खेल	게임
खेल	경기
खेल	게임
खेल	스포츠
क्षेत्रों	영역
जहाँ	어디서
जहाँ	어디
जहाँ	어디에
जहाँ	어디로
समान	같은
समान	동일
समान	똑같이
समान	비슷함
समान	유사한
समान	비슷한
समान	유사
सितंबर	구월
दूर	멀다
पता	주소
पता	주소
शक्ति	체력
शक्ति	파워
शक्ति	전력
शक्ति	권력
ब्रिटिश	브리티시
ब्रिटिश	영국인
ब्रिटिश	영국
कला	예술
कला	예술
कला	미술
कला	아트
घर	집에
घर	고향
घर	집으로
घर	가정
घर	하우스
संस्कृत	산스크리트어
प्रकाशित	게시
प्रकाशित	출판
प्रकाशित	발행
प्रकाशित	게시
प्रकाशित	출판
प्रकाशित	출판됨
प्रक्रिया	프로세스
प्रक्रिया	절차
प्रक्रिया	과정
प्रक्रिया	프로세스
प्रक्रिया	절차
प्रक्रिया	시술
सेना	육군
सेना	군대
पार्टी	party
पार्टी	파티
पार्टी	잔치
रेलवे	철도
पश्चिम	서쪽
पश्चिम	서부
पश्चिम	웨스트
अंत	종료
अंत	끝내기
बिना	without
अगस्त	아우구스트
विकसित	선진
विकसित	진화
संबंध	연애
संबंध	관계
संबंध	연애
संबंध	관계
संबंध	관계
संबंध	관계
प्रदर्शन	공연
प्रदर्शन	성과
प्रदर्शन	성능
प्रदर्शन	공연
प्रदर्शन	표시
प्रदर्शन	표시하기
प्रदर्शन	디스플레이
प्रदर्शन	노출
मार्ग	노선
मार्ग	경로
मार्ग	웨이팅
मार्ग	way
मार्ग	웨이
पर्यटन	관광
ज्ञान	지식인
ज्ञान	지식
दिसम्बर	적위
प्रदर्शित	추천
प्रदर्शित	대표
प्रदर्शित	표시됨
प्रदर्शित	표시
प्रदर्शित	표시하기
प्रदर्शित	디스플레이
अक्सर	자주
अक्सर	자주
सहायता	도움
सहायता	도움말
सहायता	지원
सहायता	지지
सहायता	후원
सहायता	원조
सहायता	원조
पहला	우선
पहला	퍼스트
पहला	처음
पहला	먼저
मृत्यु	죽음
मृत्यु	사망
मृत्यु	데스
मृत्यु	사망률
स्वयं	소유
विकिपीडिया	위키
विकिपीडिया	위키위키
विकिपीडिया	위키백과의
विकिपीडिया	위키백과
तैयार	준비
आवश्यक	필요함
आवश्यक	필수
आवश्यक	긴급한
आवश्यक	급한
आवश्यक	긴급
देखा	읽음
देखा	쏘우
उत्पादन	프로덕션
उत्पादन	생산
उत्पादन	제작
रोग	질환
रोग	질병
संबंधित	관련
शताब्दी	세기
चीन	중국인
चीन	중국
चीन	차이나
अभी	이제
अभी	지금
संघ	동맹
संघ	연맹
संघ	유니언
संघ	연합
संघ	연맹
संघ	연방
संघ	협회
यात्रा	여행
यात्रा	여행
यात्रा	여행
मात्रा	금액
मात्रा	수량
रचना	생성
रचना	창조
रचना	만들기
रचना	합성
रचना	작곡
जगह	띄어쓰기
जगह	간격
जगह	장소
जगह	스페이스
जगह	공간
जगह	우주
भिन्न	달라
भिन्न	다름
भिन्न	다르다
भिन्न	분수
लोक	공공
लोक	공개
लोक	공중
लोक	포크
लोक	민속
सब	sab
सब	모두
सब	전체
पूरा	완료
पूरा	완료되었습니다
पूरा	가득
पूरा	완료
पूरा	완성
आवश्यकता	요구사항
प्रकाश	가볍게
प्रकाश	가벼운
प्रकाश	라이트
प्रकाश	가벼움
प्रकाश	불빛
प्रकाश	조명
चिकित्सा	의학
चिकित्सा	의료
चिकित्सा	치료법
चिकित्सा	치료
दूसरी	둘째
दूसरी	두번째
कार्यक्रम	프로그램
कार्यक्रम	이벤트
कार्यक्रम	행사
कार्यक्रम	프로그램
कार्यक्रम	이벤트
पुराने	늙은
पुराने	오래된
पुराने	이전
सदी	세기
भगवान	하느님
भगवान	하나님
भगवान	주님
लिखा	서면
संस्थान	연구소
संस्कृति	문화
अंग्रेज़ी	영어
अंग्रेज़ी	잉글리시
पूर्ण	완벽
पूर्ण	완벽한
पूर्ण	가득
पूर्ण	완료
पूर्ण	완성
पूर्ण	완료
पूर्ण	완료되었습니다
परिवर्तन	변환
परिवर्तन	전환
परिवर्तन	전이
परिवर्तन	변화
परिवर्तन	변경
परिवर्तन	변신
परिवर्तन	변환
परिवर्तन	변형
परिवर्तन	바뀌기
परिवर्तन	변화
परिवर्तन	변경
परिवर्तन	바꾸기
टीम	team
चर्चा	토론
चर्चा	논의
संगठन	조직
संगठन	기구
संगठन	단체
संगठन	조직
संगठन	기구
संगठन	단체
शैली	스타일
शैली	셸리
तुलना	비교
स्कूल	학교
स्कूल	학교
स्कूल	학교는
स्कूल	스쿨
स्कूल	학원
लेखक	작가
लेखक	작가
लेखक	제작자
लेखक	작성자
लेखक	작가
लेखक	작가
लेखक	저자
लेखक	제작자
लेखक	작성자
संस्करण	에디션
संस्करण	버전
संस्करण	버전
संस्करण	에디션
खिलाड़ी	플레이어
खिलाड़ी	선수
खिलाड़ी	플레이어스
खिलाड़ी	운동선수
खिलाड़ी	육상선수
खिलाड़ी	플레이어
खिलाड़ी	재생기
खिलाड़ी	선수
ट्रेन	열차
ट्रेन	기차
ट्रेन	트레인
ट्रेन	기차
ट्रेन	열차
आकार	모양
आकार	형태
आकार	모양
आकार	사이즈
आकार	크기
आकार	사이즈
आकार	크기
उत्तरी	북부
सीमा	한계
सीमा	제한
सीमा	극한
सीमा	국경
सीमा	경계
सीमा	경계선
सीमा	테두리
सीमा	범위
सीमा	한계
सीमा	제한
पश्चिमी	웨스턴
पश्चिमी	서부
पश्चिमी	서양
व्यवस्था	편곡
आर्थिक	경제
राजधानी	캐피털
राजधानी	자본
राजधानी	수도
राजधानी	캐피탈
राजधानी	자본주의
राजधानी	캐피털
दर्शन	철학
दर्शन	비전
दर्शन	시력
दर्शन	시각
वहाँ	거기
वहाँ	거기에
विधि	수단
विधि	메서드
विधि	방법
विधि	법칙
विधि	법률
विधि	법학
विधि	수단
विधि	메서드
विधि	방법
विधि	메소드
विधि	모드
अवधि	기간
अवधि	기간
अवधि	시대
अवधि	주기
अवधि	생리
अवधि	월경
अवधि	마침표
दृष्टि	시각
दृष्टि	비주얼
दृष्टि	비전
दृष्टि	시력
दृष्टि	시각
सिद्धांत	이론
सिद्धांत	원칙
सिद्धांत	원리
कलाकार	음악가
कलाकार	예술가
कलाकार	아티스트
कलाकार	아티스트가
कलाकार	음악가
कलाकार	예술가
कलाकार	아티스트
कलाकार	아티스트가
बैंक	뱅크
बैंक	은행
बैंक	뱅크스
बैंक	뱅크
बैंक	은행
ज्यादा	기타
अंतिम	마지막
अंतिम	라스트
अंतिम	기말고사
अंतिम	파이널
अंतिम	결승전
विशिष्ट	구체적
विशिष्ट	특정
विशिष्ट	구체
हिन्दू	힌두교
लाल	레즈
लाल	붉은
लाल	붉은색
लाल	레드
लाल	빨간색
लाल	빨강
पूर्वी	동부
पूर्वी	이스트
पूर्वी	동쪽
पूर्वी	동부
पूर्वी	동방
समर्थन	지원
समर्थन	지지
समर्थन	후원
समर्थन	지지
समर्थन	지지
व्यापार	트레이딩
व्यापार	거래
व्यापार	무역
व्यापार	업체
व्यापार	사업
व्यापार	비즈니스
व्यापार	무역
व्यापार	트레이드
प्रयास	노력
महिला	여인
महिला	여자
महिला	여성
महिला	숙녀
महिला	레이디
महिला	아줌마
महिला	암컷
महिला	여성
परियोजना	프로젝트
जीवित	alive
जीवित	생존
जीवित	살아남기
नामांकन	명명법
नामांकन	명명
अभिनेता	배우
अभिनेता	배우
क्षमता	용량
क्षमता	능력
क्षमता	능력자
क्षमता	능력
क्षमता	잠재력
क्षमता	퍼텐셜
क्षमता	잠재
क्षमता	잠재적
पाया	찾았다
पाया	찾았습니다
पाया	발견됨
स्पष्ट	명백하다
वो	그녀
वो	그녀는
पृथ्वी	earth
पृथ्वी	대지
पृथ्वी	지구
गति	모션
गति	움직임
गति	속도
गति	속력
गति	속도
गति	스피드
गति	움직임
गति	운동
परिणाम	결과
परिणाम	결과
भर	채워진
पुत्र	아들
सहित	포함
शासन	통치
शासन	reign
शासन	법칙
शासन	규칙
शासन	거버넌스
नियंत्रण	통제
नियंत्रण	제어
नियंत्रण	제어하기
नियंत्रण	컨트롤
नियंत्रण	통제
नियंत्रण	제어
नियंत्रण	컨트롤
प्रभावित	영향받음
प्रभावित	영향권
प्रभावित	감동
प्रभावित	감동
वर्णन	설명
वर्णन	묘사
क्रिकेट	크리켓
योजना	스킴
योजना	배열
योजना	플랜
योजना	계획
एशिया	아시아
सन	햇볕
सन	태양
राजनीतिक	정치
राजनीतिक	정치적
प्राकृतिक	자연
प्राकृतिक	천연
स्थानीय	로컬
स्थानीय	현지
स्थानीय	지역주민
कहानी	이야기
कहानी	스토리
कहानी	소식
वृद्धि	상승
वृद्धि	rise
वृद्धि	증가
वृद्धि	상승
वृद्धि	승강기
वृद्धि	리프트
वृद्धि	성장
वृद्धि	증가
वृद्धि	증가
सुरक्षा	안보
सुरक्षा	보안
सुरक्षा	보호
सुरक्षा	안전
सुरक्षा	안전성
लोकप्रिय	인기가요
लोकप्रिय	인기
लोकप्रिय	인기가
कवि	시인
हिस्सा	부분
हिस्सा	부품
हिस्सा	파트
पद	직위
पद	위치
पद	포지션
पद	용어
पद	계급
पद	순위
हाथ	핸드
जनता	공공
जनता	공개
जनता	공중
विस्तार	팽창
विस्तार	급팽창
विस्तार	전개
विस्तार	확장
विस्तार	확장자
विस्तार	확장
विस्तार	연장
विस्तार	확장자
विस्तार	확대
विस्तार	확장
विस्तार	확대
विस्तार	확장하기
विस्तार	펼치기
द्वितीय	둘째
द्वितीय	두번째
चुनाव	선거
चुनाव	선거
चुनाव	선택
व्यक्तिगत	개인적
व्यक्तिगत	개인적인
व्यक्तिगत	개인용
व्यक्तिगत	개인
व्यक्तिगत	개별
व्यक्तिगत	개인
मेल	편지
मेल	메일
मेल	우편
दूसरा	둘째
दूसरा	두번째
प्रवेश	입장료
प्रवेश	입학
प्रवेश	입구
यूरोप	유럽
दूरी	거리
दूरी	띄어쓰기
दूरी	간격
निर्मित	생성
निर्मित	만들었습니다
सामग्री	콘텐츠
सामग्री	컨텐츠
सामग्री	내용
सामग्री	물질
सामग्री	재료
सामग्री	소재
सामग्री	목차
सामग्री	콘텐츠
सामग्री	내용
सामग्री	재료
ऊर्जा	에너지
घटनाएँ	이벤트
घटनाएँ	행사
वैज्ञानिक	과학자
वैज्ञानिक	과학
वैज्ञानिक	과학자
कुमार	쿠마
कुमार	쿠마르
उद्देश्य	목표
उद्देश्य	목적
उद्देश्य	aim
उद्देश्य	조준
उद्देश्य	목적
उद्देश्य	목적
उद्देश्य	목표
ऐतिहासिक	사적
ऐतिहासिक	역사
सर्वश्रेष्ठ	최고
सर्वश्रेष्ठ	베스트
धार्मिक	종교
केंद्र	중앙
केंद्र	중심
केंद्र	센터
केंद्र	중앙
केंद्र	센터
जनसंख्या	인구순
जनसंख्या	인구
यही	선례
दर	평가
दर	비율
ठीक	알겠습니다
ठीक	좋아요
ठीक	미세먼지
रेल	철도
रेल	레일
रेल	기차
रेल	열차
दिए	주어진
पदार्थ	물질
पदार्थ	물질
पदार्थ	재료
पदार्थ	소재
पदार्थ	물질
पदार्थ	재료
तथ्य	팩트
तथ्य	사실
तथ्य	팩트
तथ्य	사실
लाभ	혜택
लाभ	이득
लाभ	혜택
लाभ	장점
लाभ	이익
लाभ	혜택
लाभ	장점
लाभ	이득
साम्राज्य	엠파이어
साम्राज्य	제국
साम्राज्य	군주제
साम्राज्य	군주
सदस्यों	멤버
सदस्यों	구성원
सदस्यों	멤버들
देवी	여신
देवी	데비
भूमि	육지
भूमि	랜드
व्यापक	포괄적
व्यापक	정교
व्यापक	넓은
व्यापक	와이드
व्यापक	넓이
व्यापक	넓은
व्यापक	광범위
व्यापक	광범위한
किमी	kms
किमी	mph
प्रबंधन	관리하기
प्रबंधन	관리
प्रबंधन	경영
प्रबंधन	관리
परीक्षण	테스트
परीक्षण	시험
परीक्षण	테스트
परीक्षण	테스트
परीक्षण	검사
परीक्षण	시험
अनुसंधान	조사
अनुसंधान	연구
गीत	노래
गीत	songs
गीत	노랫말
गीत	송송
गीत	노래
गणना	카운트
गणना	계산법
गणना	계산
गणना	계산하기
गणना	계산
गणना	컴퓨팅
गणना	계산
निम्न	낮은
निम्न	낮음
निम्न	low
खोज	검색
खोज	찾기
खोज	검색
खोज	검색하기
खोज	탐험
खोज	탐사
खोज	찾기
खोज	발견
खोज	찾아보기
खोज	디스커버리
खोज	발견
जाति	장르
जाति	레이스
जाति	경주
जाति	인종
जाति	경쟁
जाति	카스트
व्यवहार	행동
व्यवहार	행동
व्यवहार	행동
व्यवहार	동작
व्यवहार	행위
प्रतिशत	퍼센트
प्रतिशत	백분율
प्रतिशत	비율
प्रतिशत	퍼센트
प्रतिशत	비율
इनकी	그들의
सही	완벽
सही	완벽한
सही	오른쪽
सही	정답
सही	올바른
पुरुष	멘트
पुरुष	남성
पुरुष	남자
पुरुष	남성
पुरुष	수컷
पुरुष	남자
पुरुष	남성
पुरुष	사람
जनगणना	인구조사
संबंधी	상대
संबंधी	상대적
संबंधी	친척
उद्योग	업종
उद्योग	산업
उद्योग	업계
उद्योग	산업
छोटी	작아
छोटी	소작
छोटी	리틀
छोटी	짧게
छोटी	쇼트
छोटी	짧은
मदद	도움
मदद	도움말
दिशा	방향
दिशा	오리엔테이션
दिशा	방향
दिशा	지향
सूचना	정보
सूचना	알림
सूचना	공지
सूचना	정보
कमी	부족
पत्र	편지
राम	ram
राम	라마
पीछे	다시
पीछे	뒤로
पीछे	뒤에
पीछे	뒤로
पीछे	후방
राष्ट्रपति	회장
राष्ट्रपति	대통령
दल	파티
दल	크루
दल	승무원
दल	party
दल	파티
मीटर	mts
मीटर	미터
मीटर	미터
मीटर	미터
मीटर	미터
क्रिया	행동
क्रिया	활동
क्रिया	작업
क्रिया	동작
क्रिया	액션
क्रिया	행동
क्रिया	활동
क्रिया	동작
क्रिया	액션
क्रिया	활동
गूगल	구글
कॉलेज	대학교
कॉलेज	대학
कॉलेज	대학교
कॉलेज	대학
कॉलेज	칼리지
कॉलेज	대학생
विवाह	결혼식
विवाह	결혼
विवाह	혼인
विवाह	결혼
विवाह	결혼식
विवाह	웨딩
मैच	일치하기
मैच	일치합니다
मैच	매치
मैच	일치
बनाए	생성
बनाए	만들었습니다
सुधार	향상
सुधार	개선
सुधार	보정
सुधार	교정
सुधार	개혁개방
सुधार	개혁
सुधार	향상
सुधार	개선
समाप्त	완료
समाप्त	마무리
समाप्त	마침
