மற்றும்	そして
பொருள்	プロダクト
பொருள்	オブジェクト
பொருள்	同義語
பொருள்	類義語
பொருள்	主体
பொருள்	件名
அறிவியல்	サイエンス
அறிவியல்	科学
பேச்சு	音声
பேச்சு	スピーチ
பேச்சு	トーク
அனைத்து	all
அனைத்து	すべて
கல்வி	教育
கல்வி	学歴
ஏப்ரல்	apr
ஏப்ரல்	四月
ஏப்ரல்	エイプリル
உலக	世界
உலக	ワールド
உலக	global
உலக	グローバル
கே	ゲイ
முடியும்	can
கீழ்	ダウン
கீழ்	ボトム
இடம்	place
இடம்	場所
இடம்	スポット
இடம்	所在地
இடம்	ロケーション
இடம்	場所
இடம்	スペース
இடம்	空間
செப்டம்பர்	九月
பேர்	他の
பேர்	その他
பெரும்	グレート
சி	chi
நாடுகள்	国々
தொகுதி	アルバム
தொகுதி	システム
தொகுதி	モジュール
கிழக்கு	イースト
கிழக்கு	東部
கிழக்கு	オリエント
கிழக்கு	東部
அமைப்பு	セットアップ
அமைப்பு	設定
அமைப்பு	システム
அமைப்பு	セッティング
அமைப்பு	団体
அமைப்பு	組織
அமைப்பு	構造
அமைப்பு	構成
அளவு	金額
அளவு	数量
அளவு	スケール
அளவு	縮尺
அளவு	目盛
அளவு	サイズ
மற்ற	その他
இவற்றையும்	これらの
இவற்றையும்	これら
தற்போது	now
தற்போது	ナウ
தற்போது	現在
பாடல்	歌曲
பாடல்	ソング
வாழும்	リビング
வாழும்	living
நிறுவனம்	会社
நிறுவனம்	事業主
நிறுவனம்	団体
நிறுவனம்	組織
நிறுவனம்	組織
நபர்கள்	ピープル
மேற்கு	ウエスト
மேற்கு	西部
மேற்கு	ウェスト
மேற்கு	ウェスタン
மேற்கு	ウエスタン
தலைவர்	大統領
தலைவர்	プレジデント
தலைவர்	社長
தலைவர்	リーダー
முதலில்	ファースト
முதலில்	最初
சார்ந்த	相対
சார்ந்த	親戚
சார்ந்த	依存
மேல்	top
மேல்	上部
மேல்	トップ
நாடு	国名
நாடு	カントリー
மட்டும்	のみ
அடிப்படையில்	基底
எண்	カウント
எண்	番号
எண்	数値
எண்	ナンバー
குறிப்பிட்ட	特定
குறிப்பிட்ட	指定された
குறிப்பிட்ட	特定
செய்ய	メイク
செய்ய	make
சிறிய	小さな
சிறிய	スモール
சிறிய	小さい
சிறிய	リトル
சிறிய	小さい
வேறு	その他
மார்ச்	マーチ
மார்ச்	行進曲
நிலையில்	状態
நிலையில்	条件
நிலையில்	舞台
நிலையில்	ステージ
பெண்	ガール
பெண்	少女
பெண்	女の子
பெண்	女性
பெண்	女性
வெற்றி	サクセス
வெற்றி	成功
வெற்றி	勝利
வெற்றி	優勝
வெற்றி	勝利
வெற்றி	ウォン
வெற்றி	won
வெற்றி	勝利
வெற்றி	win
வெற்றி	勝利
வெற்றி	勝ち
வெற்றி	勝つ
இணைப்பு	つながり
இணைப்பு	接続
இணைப்பு	リンク
இணைப்பு	差押え
இணைப்பு	添付
இணைப்பு	愛着
திரைப்படம்	映画
திரைப்படம்	ムービー
திரைப்படம்	映画
திரைப்படம்	フィルム
வகை	カテゴリー
வகை	区分
வகை	カテゴリ
வகை	分類
வகை	種類
வகை	タイプ
வகை	モード
ஐந்து	ファイブ
ஐந்து	五つ
ஐந்து	five
அதே	同じ
அதே	おなじ
சிறப்பு	注目
சிறப்பு	スペシャル
விட	より
சுமார்	について
கட்டுரைகள்	記事
கட்டுரைகள்	冠詞
படி	読み
படி	読み込み
படி	読み取り
படி	読む
படி	step
படி	ステップ
மனித	ヒト
மனித	ヒューマン
மனித	人間
பெரும்பாலும்	ほとんど
பெரும்பாலும்	ほぼ
பெரும்பாலும்	頻繁
பெரும்பாலும்	しばしば
கட்சி	パーティ
கட்சி	パーティー
பொது	共通
பொது	公衆
பொது	公開
பொது	パブリック
பொது	全般
பொது	一般
பொது	将軍
கல்லூரி	カレッジ
கல்லூரி	大学
இசை	ミュージック
இசை	音楽
முறையில்	モード
நாட்டின்	国名
நாட்டின்	カントリー
மத்திய	中央
மத்திய	セントラル
மில்லியன்	ミリオン
மில்லியன்	million
மில்லியன்	百万
நகரம்	シティ
நகரம்	都市
எந்த	any
நீர்	ウォーター
இணைந்து	参加
விக்கிப்பீடியா	wikipedia
விக்கிப்பீடியா	ウィキペディア
பார்க்க	見る
அணி	行列
அணி	マトリックス
அணி	チーム
எழுதிய	筆記
நிலையம்	ステーション
தொடர்பான	関連
மீட்டர்	メートル
மீட்டர்	メートル
மீட்டர்	メーター
இடத்தில்	place
இடத்தில்	場所
இடத்தில்	スポット
கோவில்	テンプル
கோவில்	寺院
கோவில்	神殿
மாதம்	月間
ஆய்வு	勉強
ஆய்வு	研究
ஆய்வு	リサーチ
வட	ノース
குறைந்த	低い
குறைந்த	少ない
டிசம்பர்	dec
முன்	フロント
முன்	表側
முன்	前面
முன்	pre
முன்	以前
வாழ்க்கை	生活
வாழ்க்கை	生命
வாழ்க்கை	人生
வாழ்க்கை	ライフ
ஆகியவை	vis
இரண்டாவது	番目
இரண்டாவது	セカンド
ஆங்கிலம்	イングリッシュ
ஆங்கிலம்	英語
அங்கு	そこ
தொழில்	営業
தொழில்	事業
தொழில்	ビジネス
தொழில்	業界
தொழில்	産業
தொழில்	職業
பழைய	古い
பழைய	オールド
ஆண்டுகள்	年数
குறிப்பாக	特に
குறிப்பாக	特に
பார்க்கவும்	訪問
பார்க்கவும்	時計
பார்க்கவும்	腕時計
துறை	部署
துறை	学科
துறை	部門
துறை	港湾
துறை	ポート
கடல்	マリン
கடல்	sea
கடல்	大洋
இதற்கு	for
சிறு	小さな
சிறு	スモール
சிறு	小さい
சிறு	マイナー
தென்	サウス
உயர்	ハイ
உயர்	高い
உயர்	デラックス
வடக்கு	ノース
ஆட்சி	王国
ஆட்சி	ルール
ஆட்சி	ガバナンス
மக்களின்	ピープル
நோய்	病気
நோய்	疾患
நோய்	病気
நோய்	疾病
தேர்தல்	選任
தேர்தல்	選挙
உற்பத்தி	製作
உற்பத்தி	生産
உற்பத்தி	プロダクション
உற்பத்தி	製造業
ஆக	aug
கலை	arts
கலை	芸術
கலை	art
கலை	アート
கலை	芸術
கலை	美術
சமூக	ソーシャル
போல்	bol
தர	品質
தர	クオリティ
தர	画質
தர	quality
நூற்றாண்டு	世紀
நூற்றாண்டு	センチュリー
அவருடைய	his
அமெரிக்கா	アメリカ
பரிசு	ギフト
பரிசு	贈り物
பிரிவு	カテゴリー
பிரிவு	区分
பிரிவு	カテゴリ
பிரிவு	分類
பிரிவு	師団
பிரிவு	ディビジョン
பிரிவு	セクション
உடல்	本文
உடல்	身体
உடல்	本体
உடல்	ボディ
இவர்கள்	これらの
இவர்கள்	これら
கூட	偶数
கூட	even
கூட	also
கூட	また
கூட	too
எழுத்தாளர்	作家
எழுத்தாளர்	ライター
குழு	集団
குழு	グループ
இலக்கிய	文学
இலக்கிய	文芸
விளையாட்டு	ゲーム
விளையாட்டு	スポーツ
விளையாட்டு	ゲーム
விளையாட்டு	スポーツ
உறுப்பினர்கள்	メンバー
உறுப்பினர்கள்	メンバ
இறப்பு	デス
அடி	フィート
அடி	両足
அடி	hit
அடி	ヒット
துணை	パートナー
துணை	サポート
துணை	支持
துணை	バイス
துணை	サブ
பதிப்பு	edition
பதிப்பு	エディション
பதிப்பு	バージョン
சொல்	say
சொல்	セイ
சொல்	ワード
சொல்	言葉
சொல்	単語
சொல்	word
தெற்கு	サウス
கட்டுரை	随筆
கட்டுரை	エッセイ
கட்டுரை	記事
கட்டுரை	冠詞
கட்டுரை	合成
கட்டுரை	構成
கட்டுரை	記事
கட்டுரை	冠詞
வட்டம்	サークル
சராசரி	平均
சராசரி	平均
சராசரி	意地悪
தொலைக்காட்சி	テレビ
முன்னாள்	前者
எண்ணிக்கை	カウント
எண்ணிக்கை	周波数
எண்ணிக்கை	頻度
தவிர	除外
நடிகர்	俳優
பாடல்கள்	ソング
இன்று	トゥデイ
இன்று	今日
சட்டம்	フレーム
சட்டம்	法律
சட்டம்	法学
சட்டம்	アクト
சட்டம்	act
அருகில்	付近
அருகில்	近く
நேரம்	タイム
நேரம்	時間
முதலாவது	ファースト
முதலாவது	最初
நாம்	let
நாம்	レット
மூலமாக	via
மூலமாக	through
மூலமாக	スルー
உணவு	食べ物
உணவு	料理
உணவு	食品
குறித்து	について
பெப்ரவரி	二月
பகுதிகள்	セグメント
பகுதிகள்	コンポーネント
பகுதிகள்	リージョン
பகுதிகள்	地域
பகுதிகள்	パーツ
பகுதிகள்	部品
நிறுவனங்கள்	団体
நிறுவனங்கள்	会社
எழுத்தாளர்கள்	作家
நல்ல	良い
நல்ல	グッド
அடுத்த	next
படம்	画像
படம்	写真
படம்	フォト
படம்	写真
படம்	画像
படம்	イメージ
பாதுகாப்பு	ディフェンス
பாதுகாப்பு	防御
பாதுகாப்பு	抗弁
பாதுகாப்பு	防衛
பாதுகாப்பு	セーフ
பாதுகாப்பு	金庫
பாதுகாப்பு	安全
பாதுகாப்பு	保護
பாதுகாப்பு	安全
பாதுகாப்பு	セーフティ
பாதுகாப்பு	セキュリティ
பாதுகாப்பு	セキュリティー
தந்தை	父親
பங்கு	役割
செய்த	made
நியூ	ニウエ
பதிவு	インプレッション
பதிவு	登録
பதிவு	原簿
பதிவு	登録
பதிவு	レジスタ
பதிவு	レコード
பதிவு	記録
பதிவு	登録
பதிவு	登記
பதிவு	ポスト
பதிவு	投稿
முழுவதும்	いっぱい
முழுவதும்	フル
முழுவதும்	コンプリート
முழுவதும்	完備
பயனர்	ユーザー
பயனர்	ユーザ
தொடர்	シリアル
தொடர்	続行
தொடர்	continue
தொடர்	続ける
தொடர்	続行
ஜூன்	jun
ஜூன்	じゅん
ஜூன்	六月
வழியாக	via
உறுப்பினர்	メンバ
உறுப்பினர்	会員
உறுப்பினர்	メンバー
உறுப்பினர்	会員
உறுப்பினர்	クライアント
ஆசிரியர்	エディタ
ஆசிரியர்	エディター
ஆசிரியர்	教員
ஆசிரியர்	教師
ஆசிரியர்	先生
ஆசிரியர்	作家
ஆசிரியர்	著者
ஆசிரியர்	作者
ஆஃப்	オフ
முக்கியமான	重要
முக்கியமான	クリティカル
தொடர்பு	コンタクト
செய்தார்	did
ஆற்றல்	エネルギー
கிலோ	キロ
வேலை	作業
வேலை	仕事
வேலை	ワーク
வேலை	職業
வேலை	仕事
வேலை	ジョブ
இருக்கலாம்	たぶん
இருக்கலாம்	多分
இருக்கலாம்	未定
பணி	職業
பணி	仕事
பணி	ジョブ
பணி	作業
பணி	仕事
பணி	ワーク
பணி	タスク
கதை	記事
கதை	ストーリー
கதை	物語
அதிகமாக	辛うじて
பட்டம்	卒業
பட்டம்	学位
பட்டம்	カイト
வழி	トレイル
வழி	ウェイ
அப்போது	それから
விடுதலை	解放
விடுதலை	freedom
விடுதலை	自由
ஆகஸ்ட்	アウグスト
தேதி	デート
தேதி	日付
பிறந்த	誕生
இன்னும்	そして
இன்னும்	スティル
இன்னும்	それでも
இன்னும்	まだ
ஜான்	ジョン
அடுத்து	next
சேவை	サービス
கருத்து	コメント
கருத்து	フィードバック
கருத்து	テーマ
காரணம்	理由
காரணம்	理性
காரணம்	原因
தனி	非公開
தனி	プライベート
அவருக்கு	him
நீண்ட	長い
நீண்ட	ロング
பள்ளி	学校
பள்ளி	スクール
மகன்	息子
சர்வதேச	インターナショナル
சர்வதேச	国際
எல்லா	all
எல்லா	すべて
பொருட்கள்	オブジェクト
பொருட்கள்	アイテム
பொருட்கள்	品物
பொருட்கள்	プロダクト
பொருட்கள்	商品
பொருட்கள்	製品
மின்	エレクトリック
மின்	電気
என்றால்	手段
ஏழு	seven
ஏழு	セブン
நடைபெற்ற	開催
முன்னர்	以前
பொறியியல்	工学
பொறியியல்	エンジニアリング
அமைப்புகள்	団体
அமைப்புகள்	セッティング
அமைப்புகள்	設定
மொழிகள்	言語
அத்துடன்	also
அத்துடன்	また
முழு	いっぱい
முழு	フル
முதன்மை	top
முதன்மை	上部
முதன்மை	トップ
முதன்மை	メイン
முதன்மை	プライマリ
முதன்மை	メイン
மணி	マニ
மணி	時間
மணி	ベル
தொகுப்பு	パッケージ
தொகுப்பு	コレクション
தொகுப்பு	合成
தொகுப்பு	構成
தொலைவில்	far
தொலைவில்	遠く
தொலைவில்	遠い
தொலைவில்	away
தொலைவில்	アウェイ
மருத்துவ	医学
வணிக	コマーシャル
வணிக	商用
வணிக	商業
திருமணம்	既婚
திருமணம்	結婚
திருமணம்	婚姻
திருமணம்	ウェディング
திருமணம்	結婚式
நீங்கள்	あなた
நடித்த	主演
பொதுவான	共通
பொதுவான	公衆
பொதுவான	公開
பொதுவான	パブリック
பொதுவான	全般
பொதுவான	一般
பொதுவான	将軍
சமயம்	宗教
சமயம்	コミュニティ
சமயம்	コミュニティー
எதிராக	反対
ஸ்ரீ	sri
விட்டு	離れる
பக்கம்	ページ
அதிகம்	ハイ
அதிகம்	高い
அதிகம்	もっと
நாட்கள்	日数
திருத்தந்தை	教皇
மாற்றம்	変換
மாற்றம்	チェンジ
மாற்றம்	変更
மாற்றம்	変化
கழகம்	社団
கழகம்	協会
கழகம்	アソシエーション
இறுதி	終了
இறுதி	エンド
இறுதி	最終
இறுதி	決勝
இறுதி	ファイナル
இணைய	インターネット
வகைகள்	種類
வகைகள்	モード
வகைகள்	カテゴリー
வகைகள்	カテゴリ
வகைகள்	分類
ஒருநாள்	odi
சீன	中国語
சீன	中国人
இயற்கை	自然
இயற்கை	ナチュラル
இயற்கை	ネイチャー
இயற்கை	自然
தலைமை	チーフ
தலைமை	リーダーシップ
வேதியியல்	化学
நிதி	財務
நிதி	金融
நிதி	財政
நிதி	ファイナンス
போக்குவரத்து	輸送
போக்குவரத்து	交通
போக்குவரத்து	輸送
போக்குவரத்து	交通
இருந்தன	were
புகழ்	いいわけ
புகழ்	言い訳
புகழ்	名声
புகழ்	賞賛
புகழ்	賛美
முன்பு	ago
முன்பு	以前
அதிகமான	ハイ
அதிகமான	高い
அதிகமான	マックス
அதிகமான	max
கீழே	ダウン
கீழே	以下
கீழே	ボトム
பிப்ரவரி	二月
செய்தி	記事
செய்தி	ストーリー
செய்தி	物語
செய்தி	news
செய்தி	ニュース
செய்தி	メッセージ
செய்தி	伝言
உதவி	ヘルプ
பிரெஞ்சு	フレンチ
பிரெஞ்சு	フランス語
மலை	マウンテン
செயலாளர்	秘書
வெவ்வேறு	distinct
வெவ்வேறு	異なる
படைகள்	フォース
தேர்தலில்	選任
தேர்தலில்	選挙
பால்	ポール
பால்	パウル
பால்	牛乳
பால்	ミルク
பால்	ミルキー
வீரர்கள்	選手
வீரர்கள்	プレイヤー
வீரர்கள்	兵士
தன்மை	行動
தன்மை	挙動
தன்மை	行動
தன்மை	挙動
மிகப்பெரிய	大きい
மிகப்பெரிய	巨大
விடுதலைப்	解放
கணினி	コンピューター
கணினி	コンピュータ
கணினி	システム
தேவையான	必須
நவீன	モダン
நவீன	クール
நவீன	涼しい
சிகிச்சை	治療
சிகிச்சை	セラピー
சிகிச்சை	トリートメント
சிகிச்சை	待遇
சிகிச்சை	治療
தொகுதிகள்	ブロック
ஒன்றாக	together
மாநிலம்	都道府県
மாநிலம்	状態
தற்போதைய	現在
தற்போதைய	現在
தற்போதைய	present
தற்போதைய	プレゼント
வருகின்றன	来る
வருகின்றன	カミング
தேர்வு	選考
தேர்வு	セレクション
தேர்வு	選択
தேர்வு	選択
தேர்வு	select
தேர்வு	選択
தேர்வு	チョイス
பலர்	多数
ஊர்	タウン
அல்ல	not
தூதரகம்	大使館
நோபல்	尊い
நோபல்	ノーベル
முடிவு	終了
முடிவு	エンド
முடிவு	結果
முடிவு	結論
முடிவு	エンディング
பத்து	テン
பத்து	ten
வானூர்தி	航空
வானூர்தி	航空機
வானூர்தி	飛行機
தோற்றம்	スタイル
தோற்றம்	ルック
தோற்றம்	外観
தோற்றம்	出演
தோற்றம்	外観
வயது	age
வயது	年齢
அவரை	him
சிங்	シング
இதழ்கள்	花弁
இதழ்கள்	花びら
இதழ்கள்	雑誌
தனிப்பட்ட	パーソナル
தனிப்பட்ட	個人
தனிப்பட்ட	非公開
தனிப்பட்ட	プライベート
தனிப்பட்ட	ユニーク
தனிப்பட்ட	独特
என்பதால்	以来
என்பதால்	since
கோயில்கள்	寺院
மென்பொருள்	ソフトウエア
மென்பொருள்	ソフトウェア
பொழுது	いつ
பொழுது	とき
சோவியத்	ソビエト
தேவை	必須
தேவை	ニーズ
தேவை	wanted
தேவை	求む
சக்தி	エネルギー
சக்தி	権力
சக்தி	パワー
இல்லாமல்	なし
நிகழ்வுகள்	イベント
நிகழ்வுகள்	行事
போரில்	バトル
போரில்	戦闘
போரில்	戦い
போட்டி	トーナメント
போட்டி	マッチ
போட்டி	一致
போட்டி	競技
போட்டி	コンペ
போட்டி	競争
போட்டி	コンペティション
போட்டி	コンテスト
போட்டி	コンテスト
உட்பட	含む
ஏறத்தாழ	ほとんど
ஏறத்தாழ	ほぼ
க்கு	for
கத்தோலிக்க	カトリック
மூன்றாவது	番目
மூன்றாவது	サード
இருந்தாலும்	だけれども
இயக்கம்	モーション
இயக்கம்	運行
இயக்கம்	作戦
இயக்கம்	運営
இயக்கம்	操作
இயக்கம்	オペレーション
இயக்கம்	ムーブメント
இயக்கம்	楽章
இயக்கம்	運動
முனைவர்	phd
நடிகர்கள்	俳優
உரை	テキスト
குறிப்பு	リファレンス
குறிப்பு	参照
குறிப்பு	参考
குறிப்பு	メモ
குறிப்பு	ノート
விருதுகள்	受賞
விருதுகள்	表彰
குறைவான	低い
குறைவான	少ない
கடந்த	過去
கடந்த	最終
கடந்த	ラスト
கடந்த	最後
ஆண்	男性
ஆண்	オス
ஆண்	男性
ஆண்	メン
திறன்	スキル
திறன்	定員
திறன்	容量
திறன்	能力
கொள்கை	ポリシー
கொள்கை	政策
கொள்கை	方針
உரிமை	権利
இல்லாத	なし
இல்லாத	フリー
இல்லாத	無料
இல்லாத	自由
இலக்கியம்	文学
இலக்கியம்	文芸
அடங்கும்	含む
வடிவம்	図形
வடிவம்	形状
வடிவம்	シェイプ
வடிவம்	フォーマット
வடிவம்	書式
நாடாளுமன்ற	議会
நாடாளுமன்ற	国会
ஒன்றை	一つ
ஒன்றை	one
ஒன்றை	一人
ஒன்றை	ワン
பயிற்சி	トレーニング
பயிற்சி	講習
பயிற்சி	修行
பயிற்சி	訓練
பயிற்சி	研修
பயிற்சி	練習
பயிற்சி	チュートリアル
கோட்டை	キャッスル
கோட்டை	フォート
கோட்டை	要塞
உயிர்	生活
உயிர்	生命
உயிர்	人生
உயிர்	ライフ
உயிர்	母音
சேர்த்து	含める
தீவுகள்	諸島
காந்தி	ガンジー
எழுத்து	脚本
எழுத்து	スクリプト
எழுத்து	文字
எழுத்து	性格
எழுத்து	キャラクター
எழுத்து	執筆
எழுத்து	書き込み
எழுத்து	筆記
எழுத்து	つづり
எழுத்து	スペル
எழுத்து	スペリング
விளக்கம்	説明
விளக்கம்	解説
சூரிய	ソーラー
எழுதி	バーナー
எதிரான	反対
எட்டு	eight
எட்டு	エイト
உலகம்	世界
உலகம்	ワールド
உலகம்	グローブ
உலகம்	global
உலகம்	グローバル
ஏனெனில்	なぜなら
ஏனெனில்	だって
சாதாரண	無地
சாதாரண	平野
சாதாரண	普通
சாதாரண	ノーマル
அரசியல்வாதிகள்	政治家
கூடுதல்	エクストラ
வழங்கப்பட்டது	付与
தாய்	タイ
தாய்	おかあさん
தாய்	母親
பண்டைய	古代
தடை	中断
தடை	中止
தடை	割り込み
விமான	航空
இப்போது	now
இப்போது	ナウ
குழந்தை	ベイビー
குழந்தை	赤ちゃん
குழந்தை	幼児
குழந்தை	乳児
குழந்தை	キッド
குழந்தை	子供
குழந்தை	児童
கண்டு	find
விக்கி	wiki
விக்கி	ウィキ
விக்கி	ヴィッキー
சிங்கப்பூர்	シンガポール
கடவுள்	ゴッド
மையம்	軌跡
மையம்	センター
மையம்	中央
மையம்	中心
மையம்	中央
மையம்	センター
மையம்	中心
காட்சி	ショー
காட்சி	現場
காட்சி	シーン
காட்சி	場面
காட்சி	ディスプレイ
காட்சி	表示
காட்சி	見る
காட்சி	ビュー
வங்கி	銀行
வங்கி	バンク
வங்கி	銀行
நடிகை	女優
நடிகை	俳優
சங்கம்	社団
சங்கம்	協会
சங்கம்	アソシエーション
பயணம்	旅行
பயணம்	旅行
பயணம்	journey
பயணம்	旅行
பயணம்	トリップ
தில்லி	デリー
ஒளி	軽い
ஒளி	明るい
ஒளி	ライト
விகிதம்	比率
விகிதம்	レート
விகிதம்	評価
விகிதம்	割合
விகிதம்	パーセント
சாலை	道路
கொழும்பு	コロンボ
குடியரசு	共和制
குடியரசு	共和国
நகரங்கள்	都市
அனைத்தும்	すべて
அனைத்தும்	全て
அனைத்தும்	all
அனைத்தும்	すべて
மேலாண்மை	経営
மேலாண்மை	マネジメント
மேலாண்மை	マネージメント
மேலாண்மை	管理
இங்கே	ここ
இதழ்	マガジン
இதழ்	雑誌
கலைஞர்	芸術家
கலைஞர்	アーティスト
குறிப்பிடத்தக்கது	著しい
ஒலிம்பிக்	オリンピック
மலேசிய	マレーシア
மாவட்டங்கள்	ディストリクト
உருவாக்கப்பட்டது	作成
எவ்வாறு	how
வெள்ளை	白い
வெள்ளை	ホワイト
இருப்பது	being
எப்படி	how
பேரரசு	帝国
பேரரசு	帝政
பேரரசு	エンパイア
ஆராய்ச்சி	研究
ஆராய்ச்சி	リサーチ
தளம்	ドメイン
தளம்	サイト
தளம்	敷地
தளம்	プラットフォーム
தளம்	プラットホーム
தளம்	塩基
தளம்	base
தளம்	ベース
விழா	フェスティバル
விழா	祭事
விழா	祭り
விழா	お祭り
விழா	セレモニー
விழா	儀式
விழா	式典
பக்கத்தில்	ページ
சங்க	サンガ
புற	リモート
முன்னணி	フロント
முன்னணி	表側
முன்னணி	前面
முன்னணி	前景
புவியியல்	地理
அடையாளம்	タグ
அடையாளம்	同定
அடையாளம்	識別
அடையாளம்	アイデンティティー
அடையாளம்	アイデンティティ
அடையாளம்	サイン
அடையாளம்	記号
அடையாளம்	署名
குறியீடு	シンボル
குறியீடு	記号
குறியீடு	コード
குறியீடு	符号
செயல்	アクション
செயல்	機能
செயல்	関数
செயல்	運行
செயல்	作戦
செயல்	運営
செயல்	操作
செயல்	オペレーション
மன்னன்	king
மன்னன்	国王
மன்னன்	キング
பயன்பாடு	使い方
பயன்பாடு	出願
பயன்பாடு	アプリケーション
பயன்பாடு	アプリ
முறைகள்	メソッド
சொந்த	パーソナル
சொந்த	個人
சொந்த	own
வார்ப்புரு	テンプレート
காதல்	ラヴ
காதல்	ラブ
காதல்	ロマンチック
இவன்	イワン
இவன்	イヴァン
இருவரும்	両方
வகைப்பாடு	分類
எடுத்துக்	take
கனடா	カナダ
குழந்தைகள்	子供
குழந்தைகள்	キッズ
குழந்தைகள்	子供
அனைவரும்	all
அனைவரும்	すべて
அனைவரும்	みんな
தகவல்கள்	情報
