மற்றும்	και
பெண்கள்	θηλυκά
பெண்கள்	κορίτσια
பெண்கள்	γυναίκες
பெண்கள்	γυναικες
கொண்டுள்ளது	έχει
கொண்டுள்ளது	περιέχει
போது	πότε
போது	όταν
போது	οταν
இணைப்புகள்	συνδέσεις
இணைப்புகள்	διασυνδέσεις
இணைப்புகள்	σύνδεσμοι
இணைப்புகள்	δεσμοί
இணைப்புகள்	συνδέσεις
இணைப்புகள்	συνδέσμους
இரண்டு	δυο
இரண்டு	two
இரண்டு	δύο
தகவல்	info
தகவல்	πληροφορίες
தகவல்	πληροφορίες
தகவல்	πληροφορία
தகவல்	πληροφόρηση
தகவல்	μήνυμα
மாவட்ட	περιφέρεια
மொத்த	συνολο
மொத்த	σύνολο
மொத்த	συνολικά
வளர்ச்சி	εξέλιξη
வளர்ச்சி	ανάπτυξη
வளர்ச்சி	αναπτυξη
வளர்ச்சி	ανάπτυξη
வளர்ச்சி	μεγέθυνση
மாவட்டம்	περιφέρεια
அந்த	αυτό
அந்த	ότι
அந்த	that
மிகவும்	πολυ
மிகவும்	πολύ
திட்டம்	έργο
திட்டம்	εργο
திட்டம்	σχέδιο
திட்டம்	πλάνο
திட்டம்	σχέδιο
தேசிய	εθνικός
தேசிய	εθνικό
தேசிய	εθνικη
தேசிய	εθνική
இலங்கை	κεϋλάνη
இங்கு	εδω
இங்கு	εδώ
அமெரிக்க	αμερικανική
அமெரிக்க	αμερικάνικα
அமெரிக்க	αμερικανός
அமெரிக்க	αμερικάνος
அமெரிக்க	αμερικάνικο
அமெரிக்க	αμερικανοί
அடிப்படை	βαση
அடிப்படை	βάση
அடிப்படை	βαση
அடிப்படை	βάση
அடிப்படை	βασικές
அடிப்படை	βασικός
அடிப்படை	βασική
அடிப்படை	βασικό
அடிப்படை	βασικού
பெயர்	ονομασία
பெயர்	όνομα
பெயர்	ονομα
பெயர்	ετικέτα
மூன்று	τρεις
மூன்று	three
மூன்று	τρία
மூன்று	τρια
ஆண்கள்	αρσενικά
ஆண்கள்	ανδρες
ஆண்கள்	άντρες
ஆண்கள்	άνδρες
ஆண்கள்	mens
ஒன்று	μάζεψε
ஒன்று	είτε
ஒன்று	ένας
ஒன்று	ενα
ஒன்று	μία
ஒன்று	ένα
ஒன்று	μια
ஐக்கிய	united
ஐக்கிய	ενωμένη
ஐக்கிய	ενωμένοι
ஐக்கிய	ηνωμένο
புதிய	νεα
புதிய	νέο
புதிய	νέα
புதிய	νέος
புதிய	φρέσκα
புதிய	φρέσκος
புதிய	φρέσκο
புதிய	φρέσκια
புதிய	νωπά
மொத்தம்	συνολο
மொத்தம்	σύνολο
மொத்தம்	συνολικά
மொத்தம்	σύνολα
இவை	αυτά
இவை	αυτές
இவை	οἱ
இவை	αυτα
சிறந்த	τέλεια
சிறந்த	υπέροχα
சிறந்த	καλύτερα
சிறந்த	καλύτερο
சிறந்த	best
சிறந்த	εξαιρετικά
சிறந்த	εξαιρετικό
சிறந்த	εξαιρετική
அரசு	κυβερνηση
அரசு	κυβέρνηση
வசதிகள்	διευκολύνσεις
வசதிகள்	εγκαταστάσεις
இந்தியா	ινδία
இந்தியா	ινδίας
பெரிய	τέλεια
பெரிய	υπέροχα
பெரிய	μεγάλη
பெரிய	μεγάλα
பெரிய	μεγάλος
பெரிய	μεγάλο
பெரிய	μεγάλα
பெரிய	μεγάλο
ஊரக	αγροτικές
ஊரக	αγροτική
ஊரக	αγροτικός
நாள்	μερα
நாள்	ημερα
நாள்	ημέρα
நாள்	μέρα
பிறப்பு	γεννήθηκα
பிறப்பு	γεννημένος
பிறப்பு	γεννήθηκε
பிறப்பு	γεννηθείς
பிறப்பு	γέννησης
பிறப்பு	γέννηση
பிறப்பு	γέννα
பிறப்பு	καταπακτή
பிறப்பு	χατς
இருந்தது	ήταν
முக்கிய	κύρια
முக்கிய	σημαντική
முக்கிய	σημαντικο
முக்கிய	σημαντικό
முக்கிய	σημαντικός
பல்வேறு	ποικιλία
பல்வேறு	διάφορες
திரைப்படங்கள்	ταινίες
பிற	λοιπά
பிற	αλλα
பிற	άλλες
பிற	άλλα
அவர்கள்	τους
அவர்கள்	αυτοί
மொழி	γλώσσα
மொழி	γλωσσα
முறை	τροπος
முறை	μέθοδος
முறை	διαδικασία
முறை	λειτουργία
முறை	mode
கோயில்	τεμπλ
கோயில்	ναός
கோயில்	ναό
விருது	βραβείο
பொதுவாக	στρατηγός
பொதுவாக	γενική
பொதுவாக	γενικές
பொதுவாக	γενικά
பொதுவாக	γενικό
அக்டோபர்	οκτώβριος
அக்டோபர்	οκτώβριο
அக்டோபர்	οκτωβρίου
செய்து	δεσμεύτηκε
செய்து	διαπράξει
தன்	ρίχνει
தொடர்ந்து	κρατήστε
தொடர்ந்து	κράτα
இரண்டாம்	δεύτερο
இரண்டாம்	δεύτερος
இரண்டாம்	δεύτερη
இரண்டாம்	δευτερεύον
இரண்டாம்	δευτεροβάθμια
இரண்டாம்	δευτερεύουσα
சென்னை	τσενάι
வரும்	έρχομαι
வரும்	έρχεται
வரும்	έρχονται
மே	μάη
மே	μάιος
மே	μέι
மே	μάης
ஒவ்வொரு	κάθε
ஒவ்வொரு	καθε
ஒவ்வொரு	έκαστος
ஒவ்வொரு	κάθε
மட்டுமே	μόνον
மட்டுமே	μόνο
மட்டுமே	μονο
வரலாறு	ιστορία
வரலாறு	ιστορια
வரலாறு	ιστορικό
பகுதியில்	έκταση
பகுதியில்	εμβαδόν
பகுதியில்	περιοχή
பகுதியில்	περιοχη
நூல்கள்	βιβλία
நூல்கள்	βιβλια
பின்	ριν
பின்	καρφίτσα
பின்	pin
பின்	μετα
பின்	μετά
பின்	πλάτη
பின்	πισω
பின்	πίσω
இல்லை	όχι
இல்லை	οχι
நவம்பர்	νοεμβρίου
நவம்பர்	νοέμβριο
நவம்பர்	νοέμβριος
அதிக	high
அதிக	ψηλά
அதிக	υψηλή
அதிக	υψηλός
அதிக	υψηλό
காலத்தில்	περίοδος
காலத்தில்	περίοδο
மிக	πολυ
மிக	πολύ
மிக	πονόδοντο
நான்கு	τέσσερις
நான்கு	τέσσερα
நான்கு	four
நான்கு	τεσσερα
பிறகு	τότε
பிறகு	μετά
பிறகு	αργότερα
பிறகு	αργοτερα
பிறகு	μετα
பிறகு	μετά
அரசியல்	πολιτικά
அரசியல்	πολιτική
அரசியல்	πολιτικό
பகுதி	μερική
பகுதி	μερικό
பகுதி	έκταση
பகுதி	εμβαδόν
பகுதி	περιοχή
பகுதி	περιοχη
பகுதி	περιφέρεια
பகுதி	περιοχή
பகுதி	μέρος
பகுதி	μεροσ
பற்றி	περίπου
ஆறு	έξι
ஆறு	six
ஆறு	εξι
ஆறு	ρίβερ
ஆறு	ποταμός
ஆறு	ποτάμι
மீண்டும்	πάλι
மீண்டும்	ξανά
மீண்டும்	παλι
இங்கிலாந்து	αγγλία
காலம்	εποχή
காலம்	σαιζόν
காலம்	σεζον
காலம்	σεζόν
காலம்	περίοδος
காலம்	περίοδο
காலம்	χρόνος
காலம்	χρονος
காலம்	ώρα
காலம்	φορά
காலம்	ωρα
காலம்	χρόνο
நிலை	στίγμα
நிலை	θεση
நிலை	θέση
நிலை	κράτος
நிலை	πολιτεία
நிலை	state
நிலை	επίπεδο
நிலை	στάθμη
நிலை	level
ஒரே	ιδια
ஒரே	ίδια
ஒரே	ίδιο
ஒரே	ίδιοι
போர்	πόλεμος
போர்	πόλεμο
காரணமாக	οφειλόμενη
பொருள்	υλικά
பொருள்	υλικό
பொருள்	προϊόν
பொருள்	αντικείμενο
பொருள்	συνώνυμα
பொருள்	υποκείμενο
பொருள்	θέμα
அறிவியல்	επιστήμη
அறிவியல்	επιστήμες
பேச்சு	λόγος
பேச்சு	ομιλία
பேச்சு	μιλήσω
பேச்சு	μιλήστε
பேச்சு	μίλα
இதனால்	με
அனைத்து	ολα
அனைத்து	όλοι
அனைத்து	όλες
அனைத்து	όλα
கல்வி	εκπαίδευση
கல்வி	παιδεία
ஏப்ரல்	απρ
ஏப்ரல்	απρίλιος
ஏப்ரல்	απρίλιο
ஏப்ரல்	απρίλη
ஏப்ரல்	απριλίου
ஏப்ரல்	έιπριλ
உலக	world
உலக	κόσμο
உலக	κόσμος
உலக	παγκόσμια
உலக	global
உலக	παγκόσμιο
கே	γκέι
கே	ομοφυλόφιλος
கே	gay
முடியும்	can
முடியும்	μπορεί
கீழ்	down
கீழ்	κάτω
கீழ்	κατω
கீழ்	χαμηλότερο
கீழ்	κάτω
கீழ்	κατώτερη
கீழ்	χαμηλότερα
கீழ்	υπό
கீழ்	πάτος
கீழ்	βυθό
இடம்	τόπος
இடம்	μέρος
இடம்	τόπος
இடம்	τοποθεσία
இடம்	space
இடம்	χώρος
இடம்	χώρο
இடம்	διαστημα
இடம்	διάστημα
செப்டம்பர்	σεπτεμβρίου
செப்டம்பர்	σεπτέμβρη
செப்டம்பர்	σεπτέμβριος
செப்டம்பர்	σεπτέμβριο
பேர்	άλλους
பேர்	άλλοι
பேர்	λοιποί
பேர்	αλλοι
பேர்	άλλα
பெரும்	τέλεια
பெரும்	υπέροχα
பெரும்	αυθάδης
சி	τσι
நாடுகள்	χώρες
நாடுகள்	χωρες
தொகுதி	άλμπουμ
தொகுதி	συστημα
தொகுதி	σύστημα
தொகுதி	ενότητα
கிழக்கு	ανατολή
கிழக்கு	ανατολική
கிழக்கு	ανατολικά
கிழக்கு	ανατολικό
கிழக்கு	ιστ
கிழக்கு	ανατολή
கிழக்கு	ανατολική
கிழக்கு	ανατολικά
கிழக்கு	ανατολικό
கிழக்கு	ανατολικές
அமைப்பு	ρύθμιση
அமைப்பு	στήσιμο
அமைப்பு	συστημα
அமைப்பு	σύστημα
அமைப்பு	οργάνωση
அமைப்பு	οργανισμός
அமைப்பு	διάρθρωση
அமைப்பு	δομή
அளவு	ποσό
அளவு	ποσότητα
அளவு	ποσότητες
அளவு	ζυγαριά
அளவு	κλίμακα
அளவு	κλιμάκωση
அளவு	μέγεθος
நகர்	ναγκάρ
மற்ற	λοιπά
மற்ற	αλλα
மற்ற	άλλες
மற்ற	άλλα
இந்து	ινδουιστές
இவற்றையும்	αυτά
இவற்றையும்	αυτές
இவற்றையும்	οἱ
இவற்றையும்	αυτα
தற்போது	τώρα
தற்போது	τωρα
பாடல்	τραγουδι
பாடல்	τραγούδι
பாடல்	σονγκ
உண்டு	διαθέσιμος
உண்டு	διαθέσιμα
உண்டு	διατίθεται
உண்டு	διαθέσιμο
உண்டு	διαθέσιμη
வாழும்	ζώντας
இருக்கிறது	διαθέσιμος
இருக்கிறது	διαθέσιμα
இருக்கிறது	διατίθεται
இருக்கிறது	διαθέσιμο
இருக்கிறது	διαθέσιμη
நிறுவனம்	λόχος
நிறுவனம்	εταιρεία
நிறுவனம்	εταιρία
நிறுவனம்	εργοδότης
நிறுவனம்	εργοδότη
நிறுவனம்	οργάνωση
நிறுவனம்	οργανισμός
நிறுவனம்	φορέας
நிறுவனம்	οργάνωση
நிறுவனம்	διοργάνωση
நிறுவனம்	οργανισμός
நபர்கள்	ατομα
நபர்கள்	ανθρωποι
நபர்கள்	άνθρωποι
நபர்கள்	κόσμος
நபர்கள்	άτομα
நபர்கள்	ανθρώπους
காலனி	αποικία
மேற்கு	δυτικά
மேற்கு	δυτική
மேற்கு	γουέστ
மேற்கு	δύση
மேற்கு	δυτικά
மேற்கு	γουέστερν
மேற்கு	δυτικό
மேற்கு	δυτική
மேற்கு	western
தலைவர்	πρόεδρος
தலைவர்	πρόεδρε
தலைவர்	πρόεδρο
தலைவர்	ηγέτης
தலைவர்	leader
தலைவர்	αρχηγός
முதலில்	πρώτο
முதலில்	πρώτον
முதலில்	πρώτη
முதலில்	πρώτα
முதலில்	πρώτος
சார்ந்த	συγγενής
சார்ந்த	σχετικός
சார்ந்த	σχετική
சார்ந்த	σχετικό
சார்ந்த	εξάρτησης
சார்ந்த	εξάρτηση
சார்ந்த	βασισμένο
சார்ந்த	βασισμένη
மேல்	κορυφαία
மேல்	τοπ
மேல்	top
மேல்	κορυφή
நாடு	χωρα
நாடு	χώρα
மட்டும்	μόνον
மட்டும்	μόνο
மட்டும்	μονο
அடிப்படையில்	βασικά
அடிப்படையில்	βαση
அடிப்படையில்	βάση
எண்	καταμέτρηση
எண்	κόμης
எண்	κόμη
எண்	αριθμός
எண்	νούμερο
குறிப்பிட்ட	καθορισμένη
குறிப்பிட்ட	καθορισμένο
குறிப்பிட்ட	ειδικές
குறிப்பிட்ட	συγκεκριμένα
குறிப்பிட்ட	συγκεκριμένος
சிறிய	μικρή
சிறிய	μικρό
சிறிய	μικρές
சிறிய	μικρός
சிறிய	μικρά
சிறிய	μικρή
சிறிய	little
சிறிய	μικρό
வந்த	ήρθε
வேறு	λοιπά
வேறு	αλλα
வேறு	άλλες
வேறு	άλλα
மார்ச்	μαρτίου
மார்ச்	μάρτιος
மார்ச்	μάρτιο
நிலையில்	κατάσταση
நிலையில்	όρος
நிலையில்	στάδιο
பெண்	κοπέλα
பெண்	κορίτσι
பெண்	γυναικα
பெண்	γυναίκα
பெண்	γυναίκα
பெண்	θηλυκό
வெற்றி	επιτυχής
வெற்றி	επιτυχία
வெற்றி	νικά
வெற்றி	κερδίζει
வெற்றி	νίκες
வெற்றி	κερδίζεις
வெற்றி	νίκη
வெற்றி	κέρδισα
வெற்றி	γουόν
வெற்றி	κέρδισε
வெற்றி	νικη
வெற்றி	νίκη
வெற்றி	κερδίσει
வெற்றி	νίκη
வெற்றி	κέρδισε
இணைப்பு	σύνδεση
இணைப்பு	σύνδεσμο
இணைப்பு	σύνδεσμος
இணைப்பு	λινκ
இணைப்பு	δεσμός
இணைப்பு	link
இணைப்பு	σύνδεση
இணைப்பு	συνημμένο
திரைப்படம்	ταινία
திரைப்படம்	ταινια
திரைப்படம்	μεμβράνη
திரைப்படம்	ταινία
திரைப்படம்	ταινια
திரைப்படம்	φιλμ
வகை	κατηγορια
வகை	κατηγορία
வகை	τύπου
வகை	type
வகை	τύπος
வகை	είδος
வகை	λειτουργία
வகை	mode
ஐந்து	five
ஐந்து	πεντε
ஐந்து	πέντε
அதே	ιδια
அதே	ίδια
அதே	ίδιο
அதே	ίδιοι
சிறப்பு	προτεινόμενα
சிறப்பு	ειδική
சிறப்பு	special
சிறப்பு	σπέσιαλ
சுமார்	περίπου
கட்டுரைகள்	άρθρα
கட்டுரைகள்	τεχνουργήματα
கட்டுரைகள்	αρθρα
படி	διαβάσει
படி	διάβαζε
படி	ανάγνωση
படி	διαβάστε
படி	διάβασε
படி	βημα
படி	βήμα
படி	σκαλοπάτι
மனித	ανθρώπινα
மனித	ανθρώπινη
மனித	άνθρωπος
மனித	ανθρώπινο
மனித	ανθρωπίνων
மனித	ανθρώπινος
பெரும்பாலும்	σχεδόν
பெரும்பாலும்	σχεδον
பெரும்பாலும்	συχνα
பெரும்பாலும்	συχνά
பெரும்பாலும்	κυρίως
பெரும்பாலும்	κυριως
கட்சி	πάρτυ
கட்சி	κόμμα
கட்சி	πάρτι
கட்சி	party
பொது	κοινές
பொது	κοινή
பொது	κοινός
பொது	συχνές
பொது	δημόσιες
பொது	δημόσια
பொது	δημόσιος
பொது	στρατηγός
பொது	γενική
பொது	γενικές
பொது	γενικά
பொது	γενικό
கல்லூரி	κολλέγιο
கல்லூரி	college
கல்லூரி	κολέγιο
இசை	μουσικη
இசை	μουσική
முறையில்	λειτουργία
முறையில்	mode
நாட்டின்	χωρα
நாட்டின்	χώρα
மத்திய	κεντρικό
மத்திய	κεντρική
மத்திய	κεντρικός
மத்திய	central
மில்லியன்	εκατομμύρια
மில்லியன்	εκατομμύρια
நகரம்	πολη
நகரம்	πόλη
நகரம்	city
எந்த	οποιαδήποτε
எந்த	που
எனப்படும்	ονομάζεται
நீர்	νερό
நீர்	νερο
நீர்	ύδωρ
செய்யும்	κάνοντας
விக்கிப்பீடியா	wikipedia
சென்று	έφυγε
சென்று	εφυγε
பார்க்க	δείτε
பார்க்க	βλέπεις
பார்க்க	βλέπε
பார்க்க	δειτε
அணி	μήτρα
அணி	μάτριξ
அணி	ομαδα
அணி	ομάδα
எழுதிய	γραπτές
எழுதிய	γραπτή
எழுதிய	γράφτηκε
எழுதிய	γραμμένα
எழுதிய	γράψει
எழுதிய	γραμμένο
எழுதிய	έγραψες
எழுதிய	έγραψε
நிலையம்	σταθμός
நிலையம்	σταθμό
தொடர்பான	σχετική
தொடர்பான	σχετικές
தொடர்பான	σχετικό
மீட்டர்	μετρητές
மீட்டர்	μετρητή
மீட்டர்	μετρητής
இடத்தில்	τόπος
இடத்தில்	μέρος
கோவில்	τεμπλ
கோவில்	ναός
கோவில்	ναό
மாதம்	μήνα
மாதம்	μήνας
ஆய்வு	μελέτη
ஆய்வு	έρευνα
ஆய்வு	ερευνα
ஆய்வு	έρευνες
வட	βορρά
வட	βορεια
வட	βόρεια
வட	βορράς
குறைந்த	μικρότερο
குறைந்த	χαμηλότερο
குறைந்த	κατώτατη
குறைந்த	χαμηλά
குறைந்த	χαμηλό
குறைந்த	χαμηλή
குறைந்த	χαμηλός
குறைந்த	λιγότερο
குறைந்த	λιγότερες
குறைந்த	λιγότερα
டிசம்பர்	δεκέμβριο
டிசம்பர்	δεκέμβριος
டிசம்பர்	δεκεμβρίου
டிசம்பர்	δεκ
டிசம்பர்	απόφ
முன்	μπροστινό
முன்	μπροστά
முன்	μέτωπο
முன்	προ
முன்	πρίν
முன்	πριν
வாழ்க்கை	life
வாழ்க்கை	ζωή
வாழ்க்கை	ζωη
சனவரி	ιανουαρίου
சனவரி	ιανουάριο
சனவரி	ιανουάριος
புனித	άγιο
புனித	ιερό
புனித	ιερά
ஆகியவை	vis
இரண்டாவது	δεύτερο
இரண்டாவது	δεύτερος
இரண்டாவது	δεύτερη
இரண்டாவது	δευτερεύον
இரண்டாவது	δευτεροβάθμια
இரண்டாவது	δευτερεύουσα
ஆங்கிலம்	greek
ஆங்கிலம்	αγγλικα
ஆங்கிலம்	αγγλική
ஆங்கிலம்	αγγλικό
ஆங்கிலம்	αγγλικά
அங்கு	εκει
அங்கு	εκεί
தொழில்	δουλειές
தொழில்	business
தொழில்	βιομηχανία
தொழில்	επάγγελμα
பழைய	παλαιά
பழைய	παλιό
பழைய	παλαιό
பழைய	παλιά
பழைய	γέρος
பழைய	μεγαλύτερος
பழைய	μεγαλύτερη
பழைய	μεγαλύτερο
பழைய	παλαιότερη
ஆண்டுகள்	χρονια
ஆண்டுகள்	ετη
ஆண்டுகள்	χρόνια
ஆண்டுகள்	έτη
குறிப்பாக	ιδιαίτερα
குறிப்பாக	ειδικά
குறிப்பாக	ιδιαίτερα
குறிப்பாக	συγκεκριμένα
பார்க்கவும்	επισκεφθείτε
பார்க்கவும்	επίσκεψη
பார்க்கவும்	δείτε
பார்க்கவும்	ρολόι
துறை	τμήμα
துறை	τμημα
துறை	λιμάνι
துறை	πορτ
துறை	λιμένας
துறை	θύρα
குறிக்கும்	δείχνοντας
கடல்	πεζοναύτης
கடல்	θαλάσσια
கடல்	μαρίν
கடல்	πεζοναύτη
கடல்	θάλασσα
கடல்	θαλασσα
கடல்	ωκεανού
கடல்	ωκεανός
கடல்	ωκεανό
போல	όπως
போல	οπως
போல	like
போல	σαν
இதற்கு	για
இதற்கு	for
சிறு	μικρή
சிறு	μικρό
சிறு	μικρές
சிறு	μικρός
சிறு	μικρά
சிறு	ανήλικος
தென்	νότιο
தென்	νοτια
தென்	νότια
தென்	νότος
உயர்	high
உயர்	ψηλά
உயர்	υψηλή
உயர்	υψηλός
உயர்	υψηλό
உயர்	deluxe
வடக்கு	βορρά
வடக்கு	βορεια
வடக்கு	βόρεια
வடக்கு	βορράς
ஆட்சி	βασίλειο
ஆட்சி	κανόνας
ஆட்சி	διακυβέρνηση
ஆட்சி	βασιλεία
மக்களின்	ατομα
மக்களின்	ανθρωποι
மக்களின்	άνθρωποι
மக்களின்	κόσμος
மக்களின்	άτομα
மக்களின்	ανθρώπους
நோய்	αρρώστια
நோய்	ασθένεια
நோய்	ασθένεια
நோய்	νόσος
தேர்தல்	εκλογές
தேர்தல்	εκλογή
உற்பத்தி	παραγωγή
உற்பத்தி	παραγωγής
உற்பத்தி	μεταποίηση
வந்தது	έφτασα
வந்தது	έφτασε
வந்தது	ήρθε
கலை	τέχνες
கலை	τέχνη
கலை	art
கலை	αρτ
கலை	τεχνη
சமூக	κοινωνικά
சமூக	κοινωνικές
சமூக	κοινωνικό
சமூக	κοινωνικη
சமூக	κοινωνική
போல்	bol
போல்	όπως
போல்	οπως
போல்	like
போல்	σαν
தர	ποιότητας
தர	ποιότητα
நூற்றாண்டு	αιώνα
நூற்றாண்டு	αιώνας
உலகின்	κόσμους
உலகின்	κόσμοι
அமெரிக்கா	αμερική
பகுதிகளில்	περιοχές
வந்து	ελα
வந்து	έλα
பரிசு	έπαθλο
பரிசு	βραβείο
பரிசு	χάρισμα
பரிசு	δώρο
பரிசு	δωράκι
பிரிவு	κατηγορια
பிரிவு	κατηγορία
பிரிவு	μεραρχία
பிரிவு	διαίρεση
பிரிவு	ενότητα
பிரிவு	τμήμα
பிரிவு	τμημα
உடல்	σωμα
உடல்	πτώμα
உடல்	κορμί
உடல்	σώμα
இவர்கள்	αυτά
இவர்கள்	αυτές
இவர்கள்	οἱ
இவர்கள்	αυτα
கூட	επισης
கூட	επίσης
எழுத்தாளர்	συγγραφέας
எழுத்தாளர்	συγγραφέα
குழு	όμιλος
குழு	ομαδα
குழு	group
குழு	ομάδα
இலக்கிய	φιλολογία
இலக்கிய	λογοτεχνία
இலக்கிய	λογοτεχνικό
விளையாட்டு	αθλήματα
விளையாட்டு	σπορ
விளையாட்டு	αθλητισμός
விளையாட்டு	αθλητικά
விளையாட்டு	παιχνίδι
விளையாட்டு	game
விளையாட்டு	παιχνιδι
விளையாட்டு	σπορ
விளையாட்டு	αθλητισμός
விளையாட்டு	άθλημα
உறுப்பினர்கள்	έλη
உறுப்பினர்கள்	μέλη
உறுப்பினர்கள்	μελη
இறப்பு	θάνατος
இறப்பு	θάνατο
இறப்பு	θνησιμότητας
இறப்பு	θνησιμότητα
அடி	πόδια
அடி	χτύπησε
அடி	χτύπημα
அடி	χτύπα
துணை	συνεργάτης
துணை	σύντροφος
துணை	συνεργάτη
துணை	εταίρος
துணை	συνέταιρος
துணை	στήριξη
துணை	υποστήριξη
துணை	ηθών
துணை	υποβρύχιο
துணை	υπο
துணை	αναπληρωτής
துணை	βοηθός
துணை	αναπληρωτή
பதிப்பு	έκδοση
பதிப்பு	εκδοση
பதிப்பு	έκδοση
பதிப்பு	εκδοχή
சொல்	πω
சொல்	πείτε
சொல்	πες
சொல்	λέξη
சொல்	λεξη
சொல்	πες
தெற்கு	νότιο
தெற்கு	νοτια
தெற்கு	νότια
தெற்கு	νότος
கட்டுரை	δοκίμιο
கட்டுரை	αρθρο
கட்டுரை	άρθρο
கட்டுரை	σύνθεση
கட்டுரை	άρθρα
கட்டுரை	τεχνουργήματα
கட்டுரை	αρθρα
வட்டம்	κύκλο
வட்டம்	κύκλος
சராசரி	μέσος
சராசரி	μέση
தொலைக்காட்சி	τηλεόραση
தொலைக்காட்சி	tv
தொலைக்காட்சி	τηλεοραση
முன்னாள்	πρώην
முன்னாள்	πρωην
எண்ணிக்கை	καταμέτρηση
எண்ணிக்கை	κόμης
எண்ணிக்கை	κόμη
எண்ணிக்கை	συχνότητα
தவிர	εκτός
தவிர	εκτος
நடிகர்	ηθοποιός
பாடல்கள்	τραγούδια
இன்று	σημερα
இன்று	σήμερα
சட்டம்	καρέ
சட்டம்	νόμο
சட்டம்	δίκαιο
சட்டம்	νόμος
சட்டம்	νομικά
சட்டம்	νόμιμη
சட்டம்	νομικός
சட்டம்	νομικό
சட்டம்	νομική
சட்டம்	πράξη
சட்டம்	act
அருகில்	κοντά
அருகில்	κοντα
அருகில்	κοντινές
அருகில்	κοντά
நேரம்	χρόνος
நேரம்	χρονος
நேரம்	ώρα
நேரம்	φορά
நேரம்	ωρα
நேரம்	χρόνο
முதலாவது	πρώτο
முதலாவது	πρώτον
முதலாவது	πρώτη
முதலாவது	πρώτα
முதலாவது	πρώτος
மூலமாக	via
மூலமாக	μέσω
மூலமாக	μεσω
மூலமாக	μέσω
உணவு	τροφή
உணவு	τροφές
உணவு	τρόφιμα
உணவு	φαγητό
குறித்து	περίπου
பெப்ரவரி	φεβρουάριος
பெப்ரவரி	φεβρουάριο
பெப்ரவரி	φεβρουαρίου
பகுதிகள்	τμήματα
பகுதிகள்	συστατικό
பகுதிகள்	συνιστώσα
பகுதிகள்	εξάρτημα
பகுதிகள்	περιφερειών
பகுதிகள்	περιοχές
பகுதிகள்	περιφέρειες
பகுதிகள்	μέρη
பகுதிகள்	περιοχές
நிறுவனங்கள்	οργανώσεις
நிறுவனங்கள்	οργανισμοί
நிறுவனங்கள்	εταιρίες
நிறுவனங்கள்	εταιρείες
ஜனவரி	ιανουαρίου
ஜனவரி	ιανουάριο
