ve	и
almanya	германия
almanya	германию
almanya	германии
kişi	человек
değil	не
kuzey	северный
kuzey	северная
kuzey	север
kuzey	норт
kuzey	северной
kuzey	северный
kuzey	северная
kuzey	северные
kuzey	северное
kuzey	северной
çeşitli	разнообразие
çeşitli	разновидность
çeşitli	разновидности
çeşitli	прочее
çeşitli	разное
çeşitli	различных
çeşitli	различные
açıklama	подпись
açıklama	заголовок
açıklama	пояснения
açıklama	объяснение
açıklama	пояснение
açıklama	разъяснение
açıklama	разъяснения
açıklama	описание
team	команда
team	team
ortaya	раскрыть
bilgileri	информация
bilgileri	info
bilgileri	инфо
fransa	франции
fransa	франс
fransa	франция
fransa	france
ingilizce	английский
ingilizce	английская
olmak	становясь
olmak	став
amerika	america
amerika	америка
amerika	сша
amerika	usa
el	рука
el	руку
burada	здесь
burada	вот
yok	неа
gol	озеро
gol	лейк
gol	цель
gol	гол
gol	целей
gol	цели
ana	основная
ana	основные
ana	главная
ana	основных
ana	ана
ana	мать
ana	мама
ana	матерь
ana	матушка
suyu	сока
suyu	сок
özellikle	особенно
özellikle	особенно
özellikle	конкретно
özellikle	специально
ilköğretim	начальной
ilköğretim	элементарные
ilköğretim	начальная
birleşik	единая
birleşik	объединенная
birleşik	единого
birleşik	единое
birleşik	объединенные
birleşik	united
birleşik	юнайтед
ödülü	вознаграждение
ödülü	награда
ödülü	премия
ödülü	приз
ödülü	премия
ödülü	награду
ödülü	награда
altyapı	инфраструктура
yerine	вместо
yerine	заменить
yerine	заменять
yerine	замена
gün	день
gün	day
gün	дэй
geçen	прохождение
geçen	пройдя
doğu	восточная
doğu	востоке
doğu	восток
doğu	ист
doğu	east
doğu	восточный
doğu	восточной
doğu	восточная
doğu	восточное
doğu	orient
doğu	восточные
doğu	восточная
doğu	восточной
doğu	восточное
süre	время
süre	времени
süre	тайм
süre	time
süre	длительность
süre	продолжительность
sabit	устойчивый
sabit	стабильный
sabit	стационарных
sabit	исправлена
sabit	постоянная
sabit	постоянно
sabit	постоянные
sabit	постоянное
sabit	постоянный
sabit	стабильно
sabit	стабильный
sabit	стабильная
sabit	стабильной
sabit	стабильное
eğitim	подготовка
eğitim	подготовки
eğitim	обучение
eğitim	тренинг
eğitim	просвещение
eğitim	образование
eğitim	учебник
su	вода
su	воды
su	воду
uluslararası	международные
uluslararası	международный
olur	случается
yaklaşık	приблизительно
yaklaşık	about
yaklaşık	о
yaklaşık	приблизительно
yaklaşık	приблизительно
yaklaşık	примерно
alman	немецкая
alman	немецкие
alman	немец
alman	немецкое
alman	германии
alman	немецкий
alman	немцы
az	little
az	маленький
az	маленькая
az	мало
az	маленькие
az	меньше
az	менее
millî	национальные
millî	национальных
millî	national
millî	национальная
millî	национальный
kaynak	источник
kaynak	ресурс
kaynak	ресурсы
kaynak	сварка
ali	али
ali	эли
kullanılan	используется
kullanılan	использовано
kullanılan	используемый
kullanılan	используемые
kullanılan	использован
paşa	паша
ligi	лиги
ligi	лига
görev	долг
görev	обязанность
görev	задача
görev	задание
görev	задание
görev	уступка
görev	миссии
görev	миссия
halk	народы
halk	народов
halk	общественность
halk	публичные
halk	общественности
halk	народ
halk	людей
halk	люди
tv	телевидения
tv	телевидение
tv	телевизор
onun	его
onun	ее
onun	ей
onun	её
yine	опять
yine	вновь
yine	снова
ekonomisi	экономия
ekonomisi	экономика
yılı	год
telefon	телефон
telefon	телефон
yeniden	опять
yeniden	вновь
yeniden	снова
yeniden	восстановить
yeniden	перестроить
yeniden	восстанавливать
içme	питьевой
içme	пью
içme	пить
etki	эффект
etki	влияние
etki	воздействие
etki	результативность
etki	последствия
etki	влияние
etki	эффект
ben	бэн
ben	бен
sezon	сезон
john	джон
john	иоанн
albüm	альбом
albüm	альбомы
ingiliz	брит
ingiliz	англичанин
ingiliz	британское
ingiliz	британская
ingiliz	британские
ingiliz	великобритании
ingiliz	британцы
ingiliz	британский
ingiliz	английский
ingiliz	английская
puan	точка
puan	очко
puan	point
puan	рейтинг
puan	оценка
puan	счёт
puan	счет
puan	очко
puan	оценили
puan	оценил
puan	оценила
puan	точек
puan	точки
puan	очки
puan	очков
nüfus	популяции
nüfus	населения
nüfus	население
batı	запад
batı	уэст
batı	западная
batı	западный
batı	вест
batı	западная
batı	западные
batı	западной
batı	западный
batı	западное
altında	под
tür	жанр
tür	type
tür	тип
tür	видов
tür	виды
tür	вид
amerikan	американский
amerikan	американские
amerikan	американская
amerikan	american
amerikan	американских
amerikan	американец
savaş	битва
savaş	бой
savaş	сражение
savaş	войны
savaş	war
savaş	война
savaş	боевая
savaş	бой
savaş	бой
savaş	драка
tekrar	опять
tekrar	вновь
tekrar	снова
tekrar	повторить
tekrar	повторите
tekrar	повторять
tekrar	повторяю
tekrar	воспроизвести
tekrar	повтор
anadolu	анатолии
anadolu	анадолу
anadolu	азии
anadolu	азия
anadolu	asia
söz	обещаю
söz	обещание
söz	слово
söz	word
rağmen	назло
grubu	группа
grubu	группы
grubu	group
bgcolor	bgcolor
elde	приобрел
elde	приобретены
elde	приобретенного
elde	приобретенные
elde	приобретать
elde	приобрести
elde	достигнуто
elde	достигнуть
elde	достичь
https	https
ait	принадлежит
ait	принадлежащих
ait	принадлежать
kadın	женщину
kadın	женщина
kadın	женское
kadın	женщины
kadın	женский
kadın	женская
kadın	женщина
kadın	женщины
kadın	женщин
türkçe	английский
türkçe	английская
türkçe	турецкие
türkçe	турецкая
türkçe	турецкий
türkçe	турции
wikipedia	википедия
wikipedia	википедии
kullanıcı	пользователь
kullanıcı	пользователя
kullanıcı	пользователю
kullanıcı	пользователей
kullanıcı	пользователи
tam	полный
tam	полные
tam	полное
tam	полного
tam	полная
tam	полный
tam	полная
tam	завершить
birliği	союз
birliği	union
birliği	профсоюз
birliği	юнион
birliği	союза
kanalizasyon	канализации
kanalizasyon	канализации
kanalizasyon	канализации
kanalizasyon	канализации
maç	mac
maç	мак
maç	game
maç	игра
maç	матч
maç	совпадение
white	белые
white	уайт
white	white
white	белый
white	белое
http	http
roma	рим
roma	цыгане
roma	рома
at	лошадь
at	лошадка
at	конь
at	бросить
at	бросок
bölüm	глава
bölüm	главу
bölüm	деление
bölüm	дивизион
bölüm	подразделение
bölüm	отдел
bölüm	серия
bölüm	эпизод
bölüm	секция
bölüm	раздел
bölüm	часть
bölüm	частично
bölüm	департамент
yazar	писатель
yazar	сценарист
yazar	автор
sıra	строк
sıra	строки
sıra	ряды
sıra	ряд
sıra	строка
ulusal	национальные
ulusal	национальных
ulusal	national
ulusal	национальная
ulusal	национальный
köyü	деревне
köyü	село
köyü	деревня
teknik	технические
teknik	техническое
teknik	технический
teknik	техника
teknik	технику
teknik	tech
nüfusu	популяции
nüfusu	населения
nüfusu	население
deniz	морские
deniz	морской
deniz	морская
deniz	дениз
deniz	моря
deniz	море
deniz	sea
uygun	подходит
uygun	удобный
uygun	удобно
uygun	удобная
uygun	удобное
uygun	соответствующих
uygun	уместно
uygun	подходящих
uygun	подходящий
uygun	подходящее
uygun	подходит
uygun	подходящие
bütün	целая
bütün	целые
bütün	целое
bütün	целиком
yakın	ближе
yakın	поближе
yakın	вблизи
yakın	рядом
yakın	близко
yakın	закрыть
yakın	близко
yakın	закройте
yakın	неподалеку
yakın	рядом
yakın	поблизости
listesi	перечень
listesi	список
eder	эдер
dört	четверо
dört	четыре
iç	внутренних
iç	интерьер
iç	вздох
iç	пей
iç	пить
iç	выпить
iç	напиток
club	club
club	клуб
ingiltere	англии
ingiltere	англия
from	от
from	from
from	из
alt	ниже
alt	нижняя
alt	нижний
alt	нижние
alt	низ
alt	снизу
alt	дно
alt	бит
alt	победить
alt	alt
asfalt	асфальт
fransız	француз
fransız	французский
fransız	французы
fransız	французское
fransız	французская
mehmet	мехмет
mehmet	мехмед
belediye	муниципалитет
belediye	муниципальный
belediye	муниципальные
belediye	муниципальных
stadyumu	стадион
sonucu	следствием
sonucu	последствие
rusya	беларусь
rusya	россия
rusya	russia
genellikle	преимущественно
genellikle	обычно
genellikle	обычно
space	пространство
space	космической
space	космос
space	space
com	com
bar	бар
bar	паб
sonunda	наконец
parti	party
parti	сторона
parti	партия
parti	вечеринка
erkek	мужчин
erkek	men
erkek	мужчины
erkek	мужики
erkek	мужской
erkek	мужчина
erkek	самец
erkek	мужские
erkek	чел
erkek	мужик
erkek	человек
erkek	мужчина
erkek	man
beyaz	белые
beyaz	уайт
beyaz	white
beyaz	белый
beyaz	белое
beyaz	кавказа
bölge	область
bölge	регион
bölge	территория
bölge	округ
bölge	район
bölge	зона
bölge	зоны
bölge	область
bölge	район
bölge	площадь
italya	италия
italya	италию
italya	италии
onu	его
onu	ему
onu	ее
onu	ей
onu	её
hava	погода
hava	воздух
hava	air
verilen	учитывая
çünkü	причиной
çünkü	причина
birkaç	немногим
birkaç	немногие
birkaç	немногих
birkaç	несколько
il	область
il	провинция
dönem	термин
dönem	период
dönem	семестр
açık	очистить
açık	ясно
açık	чисто
açık	открыть
açık	открытый
açık	открыто
açık	open
açık	открытая
futbolcu	футболист
insan	человек
insan	чел
insan	мужик
insan	человек
insan	мужчина
insan	man
insan	человеческое
insan	человеческая
insan	человек
insan	человека
merkez	штаб
merkez	центральная
merkez	центральное
merkez	центральной
merkez	центральный
merkez	центр
merkez	центр
düşük	выкидыш
düşük	низко
düşük	низкий
düşük	низкая
düşük	низким
düşük	низкое
olmayan	non
altın	золотая
altın	золотые
altın	золотой
altın	golden
altın	золотой
altın	золотая
altın	gold
altın	золото
altın	золотые
bilinen	известные
bilinen	известное
bilinen	известный
bilinen	известен
bilinen	известная
neden	зачем
neden	почему
bin	бин
bin	тысячи
bin	тысяча
bin	тысяч
genç	teen
genç	подросток
genç	младшая
genç	моложе
genç	янг
genç	молодая
genç	молодые
genç	young
genç	молодых
genç	молодой
genç	молодежи
genç	молодость
genç	молодёжь
genç	молодежь
genç	подросток
genç	подростка
dışında	кроме
kır	сломать
kır	перерыв
nowrap	nowrap
stadyum	стадион
ülke	страна
ülke	страны
dil	языки
dil	языках
dil	язык
dil	язык
pozisyon	позиция
pozisyon	должность
pozisyon	положение
pozisyon	должности
pozisyon	позиции
mustafa	мустафа
dahil	включенные
dahil	включено
dahil	включить
dahil	включать
dahil	включая
dahil	включает
an	момент
an	минута
iş	работа
iş	работа
iş	работы
iş	труд
iş	вакансии
iş	business
iş	бизнес
bölümü	секция
bölümü	раздел
bölümü	департамент
ili	мухафазе
gelir	доходы
gelir	поступлений
gelir	доход
gelir	выручка
gelir	поступления
gelir	доходы
gelir	доход
gelir	поступления
gelir	доходы
kullanım	использование
kullanım	употребление
kullanım	использования
kullanım	используйте
kullanım	использование
kullanım	использовать
sanat	arts
sanat	искусство
sanat	арт
sanat	art
sanat	искусство
arasındaki	между
üçüncü	третье
üçüncü	третий
üçüncü	третья
bunu	this
bunu	это
bunu	эта
bunu	этот
bunu	это
bunu	that
sonraki	далее
sonraki	следующий
sonraki	следующая
sonraki	next
ele	завоевать
güzel	красавица
güzel	красивые
güzel	красивая
güzel	красиво
güzel	хорош
güzel	хороша
güzel	хороший
güzel	хорошее
güzel	хорошо
güzel	приятно
güzel	мило
güzel	довольно
güzel	красивая
güzel	прелесть
güzel	прекрасно
web	web
web	веб
çocuk	мальчик
çocuk	парень
çocuk	boy
çocuk	парень
çocuk	детей
çocuk	дети
çocuk	дитя
çocuk	детский
çocuk	ребенок
çocuk	ребёнок
çocuk	ребенка
sinema	фильм
sinema	кино
sinema	фильмы
sinema	кино
sinema	кинотеатр
sinema	кино
askeri	военный
askeri	военных
askeri	военная
askeri	военные
örneğin	пример
üst	верхний
üst	верхняя
üst	верхней
üst	верхние
üst	сверху
üst	верх
üst	топ
üst	top
paris	paris
paris	париже
paris	париж
paris	парижский
kara	кару
kara	кара
kara	каре
kara	чёрное
kara	черный
kara	black
kara	чёрные
kara	чёрный
kara	земли
kara	земельный
kara	land
kara	земля
oyun	game
oyun	игра
oyun	games
oyun	игры
oyun	play
oyun	играть
oyun	играйте
oyun	играй
beraber	вместе
sırada	далее
sırada	следующий
sırada	следующая
sırada	next
york	йорк
york	йорке
şablon	шаблоны
şablon	шаблон
şablon	узор
şablon	схеме
şablon	шаблон
aday	заявитель
aday	назначенных
aday	назначенные
aday	кандидат
milyon	миллионов
milyon	миллион
milyon	млн
milyon	миллиона
milyon	миллионов
milyon	миллионы
top	пушки
top	пушка
top	сверху
top	верх
top	топ
top	top
top	бал
top	шар
top	мяч
hakem	арбитр
hakem	судья
hakem	рефери
hakem	арбитр
hakem	судья
hakem	ref
ay	месяц
ay	месяца
ay	месяца
ay	месяцы
ay	месяцев
ay	мун
ay	луна
ay	луну
imparatorluğu	империи
imparatorluğu	империя
internet	web
internet	веб
internet	интернет
internet	internet
herhangi	любой
herhangi	любую
herhangi	любые
herhangi	любое
herhangi	любая
tiyatro	драма
tiyatro	драмы
tiyatro	театральный
tiyatro	кинотеатр
tiyatro	театр
tiyatro	театр
bey	бей
kazandı	выигрывает
kazandı	побеждает
kazandı	победила
kazandı	выиграла
kazandı	выиграл
kazandı	победил
kültür	культура
kültür	культурный
kültür	культурные
kültür	культур
kültür	культуры
karar	вердикт
karar	приговор
karar	решение
karar	решило
karar	решила
karar	решено
karar	решения
tarih	свидание
tarih	дата
tarih	истории
tarih	история
ilçe	графство
ilçe	округе
ilçe	округ
ilçe	округ
ilçe	район
temel	фонд
temel	основа
temel	foundation
temel	основание
temel	фундамент
temel	основы
temel	базовые
temel	основные
temel	базовый
temel	базовая
temel	basic
konu	тема
konu	теме
konu	предмет
konu	субъект
konu	объект
konu	тема
bağlantı	связь
bağlantı	подключение
bağlantı	соединение
bağlantı	контакт
bağlantı	связаться
bağlantı	контакты
bağlantı	линк
bağlantı	связать
bağlantı	ссылка
bağlantı	ссылку
çin	china
çin	китай
ünlü	известная
ünlü	знаменитая
ünlü	известный
ünlü	знаменитость
ünlü	знаменитый
ünlü	знаменитости
ünlü	знаменитость
spor	sport
spor	спорт
spor	спортивные
spor	спорт
spor	спортивная
spor	sports
kalan	оставшийся
kalan	оставшихся
kalan	оставшиеся
kalan	осталось
kalan	остающиеся
meslek	профессия
meslek	призвание
meslek	оккупация
meslek	профессия
meslek	оккупации
sultan	султан
iran	иран
iran	персидского
telif	роялти
telif	copyright
ahmet	ахмет
ahmet	ахмед
ahmet	ахмад
ahmet	ахмед
çıktı	вывод
çıktı	выпуск
ispanya	испанию
ispanya	испания
ispanya	испании
php	php
bile	даже
izmir	смирну
izmir	измир
sosyal	социальное
sosyal	социального
sosyal	социальный
sosyal	социальная
sosyal	социальные
cm	дюймов
cm	дюйма
japonya	japan
japonya	японии
japonya	япония
ün	известность
ün	славы
ün	слава
ün	славу
geldi	прибыл
geldi	приехали
geldi	прибыли
geldi	прибыла
liste	перечень
liste	список
liste	перечни
liste	списки
isbn	isbn
oy	голосования
oy	проголосовать
oy	голосовать
oy	голосование
oy	голосуйте
oy	голоса
oy	голосов
oy	голосования
oy	голосование
geniş	широкая
geniş	широкие
geniş	широкого
geniş	широкий
geniş	широкая
geniş	широкие
geniş	широкой
geniş	широкий
geniş	большой
geniş	крупных
geniş	крупный
geniş	большая
geniş	крупные
geniş	большие
geniş	просторные
ev	дом
ev	дома
ev	домой
ev	домашний
ev	home
ev	house
ev	дом
ev	хауз
ev	хаус
transfer	перенос
transfer	трансфер
transfer	передача
transfer	передачи
transfer	переводы
önceki	предыдущие
önceki	предыдущая
önceki	предыдущий
önceki	предыдущее
önceki	prev
önceki	до
önceki	перед
önceki	прежде
mısır	египет
mısır	кукурузу
mısır	кукуруза
mısır	кукурузы
mısır	египетский
mısır	египта
rus	русская
rus	русские
rus	российская
rus	русский
yarı	полпути
yarı	наполовину
yarı	полу
yarı	половины
yarı	половина
yarı	половину
yarı	наполовину
afrika	африка
afrika	африканский
afrika	африканского
afrika	африканские
afrika	африканская
hareket	ходатайство
hareket	движение
hareket	двигаться
hareket	переместить
hareket	ход
hareket	передвижение
hareket	движение
adil	справедливый
adil	справедливо
adil	ярмарка
adil	справедливая
adil	справедливых
bölgesi	область
bölgesi	регион
bölgesi	территория
kontrol	контроля
kontrol	контроль
kontrol	управление
kontrol	проверяем
kontrol	проверка
kontrol	проверьте
kontrol	чек
kontrol	проверка
kontrol	проверить
sahibi	хозяин
sahibi	владельца
sahibi	владелец
bilim	наука
bilim	науки
üreten	производит
william	уильям
william	вильям
william	вильгельм
sistemi	система
sistemi	system
başarılı	успешное
başarılı	успешные
başarılı	успешно
başarılı	успешного
başarılı	успешная
başarılı	успешный
başarılı	успешно
başarılı	успех
başarılı	успеха
çoğu	большинство
çoğu	наиболее
ordu	военный
ordu	военных
ordu	военная
ordu	военные
ordu	орду
ordu	армии
ordu	армия
verdi	дала
verdi	отдал
verdi	дал
verdi	верди
yaşayan	живущие
yaşayan	живые
yaşayan	живое
profesyonel	профессиональное
profesyonel	professional
profesyonel	профессиональная
profesyonel	профессионал
profesyonel	профи
profesyonel	pro
profesyonel	профессионалы
profesyonel	специалистов
profesyonel	специалисты
süper	превосходная
süper	superb
süper	super
süper	супер
süper	круто
süper	крутая
süper	классные
süper	крутые
hiç	никогда
hiç	never
ngc	ngc
ifade	экспресс
ifade	express
ifade	выразить
ifade	осаждения
ifade	ведомость
ifade	заявление
ifade	свидетельство
ifade	показания
ifade	выражение
şey	вещь
şey	штука
rol	роль
rol	роли
rol	ролях
rol	роли
islam	исламские
islam	исламская
islam	исламский
islam	исламское
islam	ислам
rapor	пожаловаться
rapor	отчёт
rapor	доклад
rapor	отчет
kullanılır	используется
kullanılır	использовано
kullanılır	используемый
kullanılır	используемые
kullanılır	использован
yerel	местная
yerel	локальные
yerel	местных
yerel	местное
yerel	местный
yerel	местные
yönetim	менеджмент
yönetim	руководство
yönetim	управление
yönetim	администрация
yönetim	управление
video	video
video	видео
video	видео
kurulan	основанное
kurulan	основано
kurulan	основанная
kurulan	основана
kurulan	основанный
kurulan	основан
beş	пятеро
beş	пять
altı	шесть
altı	six
altı	шестеро
altı	шестой
final	финал
final	окончательный
final	окончательного
final	заключительный
final	заключительные
final	финал
forma	форму
forma	униформа
forma	форма
forma	джерси
dizi	серия
dizi	серии
dizi	массив
dizi	последовательности
dizi	последовательность
gerekli	необходимо
gerekli	необходимая
gerekli	необходимые
gerekli	необходимое
gerekli	необходимый
gerekli	essentials
gerekli	требуемое
gerekli	требуется
gerekli	требуются
iklim	климат
