और	dhe
स्थान	vendë
स्थान	vendodhja
स्थान	lokacioni
स्थान	vendndodhja
स्थान	vendndodhje
स्थान	pozicioni
प्रमुख	shef
प्रमुख	shefi
प्रमुख	majori
प्रमुख	major
प्रमुख	kryesore
प्रमुख	main
प्रमुख	kryesor
हुई	hui
बीच	plazh
बीच	plazhi
बीच	qendra
बीच	qendër
गए	gone
गए	iku
गए	iken
गए	shkuar
गए	ikur
गए	ikën
गए	shkuan
गए	shkoi
गए	vajti
गए	shkove
मुख्य	shef
मुख्य	shefi
मुख्य	kryesore
मुख्य	main
मुख्य	kryesor
थी	ishte
बिहार	bihar
उसे	atij
उसे	ate
उसे	atë
उसे	saj
उसे	asaj
कार्य	aktivitete
कार्य	aktivitetet
कार्य	detyrat
कार्य	detyra
कार्य	punë
कार्य	pune
कार्य	punet
कार्य	puna
कार्य	puno
कार्य	punë
कार्य	pun
कार्य	punët
कार्य	aktiviteti
कार्य	detyra
कार्य	detyrë
उनकी	tyre
आंध्र	andra
नगर	qyteti
नगर	qytet
नगर	qytezë
नगर	qyteza
नगर	qyteti
नगर	city
नगर	qytet
नगर	nagar
उपयोग	përdorimi
उपयोग	përdorimi
उपयोग	përdor
उपयोग	përdorim
उपयोग	dobitë
उपयोग	përdor
लोगों	popull
लोगों	njerëz
लोगों	njerez
लोगों	personat
लोगों	njerëzit
लोगों	njerzit
आधार	baza
आधार	bazë
आधार	premisa
काम	pune
काम	punet
काम	puna
काम	puno
काम	punë
काम	pun
जीवन	jetë
जीवन	jeta
जीवन	jete
विश्व	botë
विश्व	bota
विश्व	bote
विश्व	world
भाग	seksione
भाग	pjes
भाग	pjesa
भाग	pjese
भाग	pjesë
भाग	pjesë
भाग	pjeset
भाग	pjesët
भाग	pjesësh
निर्माण	krijimi
निर्माण	krijim
निर्माण	ndërtimi
निर्माण	ndërtime
निर्माण	ndërtim
निर्माण	ndërtimet
निर्माण	ndërtoni
निर्माण	ndërtosh
निर्माण	ndërto
निर्माण	ndertimin
निर्माण	ndërtuar
निर्माण	prodhim
गई	shkuan
गई	shkoi
गई	vajti
गई	shkove
दोनों	dyjat
दोनों	dy
राष्ट्रीय	national
राष्ट्रीय	kombëtare
जानकारी	info
जानकारी	informacione
जानकारी	informacionet
जानकारी	informacion
जानकारी	informacioni
जानकारी	informacione
पोर्टल	portali
पोर्टल	portal
शहर	qyteti
शहर	city
शहर	qytet
शहर	qytete
शहर	qytetet
बार	baret
बार	bare
बार	lokali
बार	bar
बार	herë
बार	kohërat
बार	here
बार	times
बार	kohet
लगभग	pothuajse
लगभग	pothuaj
लगभग	thuajse
लगभग	afërsisht
लगभग	përafërsisht
लगभग	afersisht
फिल्म	filmi
फिल्म	film
फिल्म	filmi
फिल्म	film
यहाँ	ketu
यहाँ	ktu
यहाँ	ja
यहाँ	këtu
प्रसिद्ध	famshme
प्रसिद्ध	famshëm
विकास	zhvillimin
विकास	zhvillimi
विकास	zhvillim
विकास	rritje
विकास	rritja
केवल	vetëm
केवल	vetem
देश	shtet
देश	shteti
देश	vend
देश	vendi
देश	popull
देश	kombi
देश	komb
देश	kombit
देश	shtetet
देश	vendeve
देश	shtete
देश	vendet
वेबसाइट	website
वेबसाइट	sajti
अलग	ndahen
अलग	ndare
अलग	ndyshe
अलग	ndryshe
अलग	ndryshëm
अलग	ndryshme
अलग	ndahen
विशेष	ekskluzive
विशेष	veçantë
विशेष	special
विशेष	speciale
इसकी	saj
इसकी	its
कभी	ever
दी	jepen
दी	dhene
दी	dhënë
दी	dhën
दी	dhane
दी	dha
पृष्ठ	faqe
पृष्ठ	faqja
पृष्ठ	faqen
पृष्ठ	faqe
पृष्ठ	faqet
माना	konsideruar
माना	konsiderohet
माना	gjoja
शब्द	fjala
शब्द	fjal
शब्द	fjalë
शब्द	fjale
शब्द	fjalët
शब्द	fjalet
शब्द	fjalë
शब्द	fjale
फिर	pastaj
फिर	atëherë
फिर	atehere
तीन	tri
तीन	treshi
तीन	tre
पुरस्कार	shpërblen
पुरस्कार	shpërblime
पुरस्कार	cmimi
पुरस्कार	çmim
पुरस्कार	dekorata
पुरस्कार	çmime
पुरस्कार	qmime
पुरस्कार	çmime
पुरस्कार	cmime
पुरस्कार	shpërblime
पुरस्कार	shperblim
पुरस्कार	shpërblim
पुरस्कार	shpërblimi
लेख	artikujt
लेख	artikuj
लेख	nenet
लेख	tezën
लेख	teza
लेख	artikull
लेख	artikulli
लेख	neni
अब	tash
अब	tani
अमेरिका	amerika
अमेरिका	amerikë
अमेरिका	amerik
मंदिर	tempulli
मंदिर	tempull
अलावा	shtimin
वार्ता	bisedime
वार्ता	bisedimet
वार्ता	bisedimesh
दक्षिण	jugu
दक्षिण	jugut
दक्षिण	jug
दक्षिण	south
स्थल	vend
विभिन्न	ndryshëm
इतिहास	historia
इतिहास	histori
लिया	morr
लिया	marrë
लिया	marre
लिया	taken
फ़िल्म	filmi
फ़िल्म	film
फ़िल्म	filmi
फ़िल्म	film
क्योंकि	sepse
पास	kaloni
विस्तृत	detajuara
विस्तृत	detajuar
विस्तृत	përpunuar
विस्तृत	avancuar
विस्तृत	përparuar
दिन	ditën
दिन	dite
दिन	dej
दिन	dita
दिन	dit
दिन	ditë
दिन	ditëve
दिन	ditet
दिन	ditë
दिन	ditët
कृषि	bujqësi
कृषि	bujqësisë
कृषि	bujqësia
गढ़वाल	garhwal
शुरू	nisi
शुरू	filloi
शुरू	filluan
शुरू	filluam
व्यक्ति	person
व्यक्ति	personi
व्यक्ति	individ
व्यक्ति	individual
व्यक्ति	individuale
व्यक्ति	individi
व्यक्ति	individualizmi
उनका	tyre
विज्ञान	shkencë
विज्ञान	shkenca
सदस्य	pjesëtar
सदस्य	anëtar
सदस्य	antare
सदस्य	antar
सदस्य	abonent
सदस्य	abonentë
सदस्य	antarë
सदस्य	anëtarët
सदस्य	anëtarë
सदस्य	antarët
हालांकि	megjithëse
हालांकि	ndonse
हालांकि	megjithese
हालांकि	ndonëse
हालांकि	edhepse
हालांकि	ndonese
हालांकि	ndonse
हालांकि	ndonëse
हालांकि	megjithëse
सिंह	sing
सिंह	singh
सिंह	leo
यहां	ketu
यहां	ktu
यहां	ja
यहां	këtu
संख्या	numer
संख्या	numri
संख्या	numër
संख्या	numrin
संख्या	numra
संख्या	numrat
अपना	tuaj
अपना	suaj
अपना	jot
अपना	tu
अपना	juaj
अपना	jote
बात	gje
बात	gjë
बात	send
बात	flas
बात	flasim
बात	llafe
बात	flasin
बात	fol
बात	flisni
साहित्य	letërsia
साहित्य	letërsi
साहित्य	literaturë
शिक्षा	arsimimi
शिक्षा	arsimi
शिक्षा	edukata
शिक्षा	edukim
शिक्षा	arsim
शिक्षा	edukimi
शिक्षा	shkollimin
दिल्ली	delhi
धर्म	feja
धर्म	religjioni
धर्म	fe
धर्म	feve
धर्म	fetë
मूल	origjina
मूल	orgjinale
मूल	vendase
मूल	amtare
मूल	vendas
मूल	origjinale
मूल	origjinali
मूल	origjinal
मूल	original
मूल	bazë
तब	pastaj
तब	atëherë
तब	atehere
बना	make
बना	made
कोड	kodin
कोड	kod
कोड	kodi
कोड	kode
कोड	kodet
संयुक्त	united
संयुक्त	kombinuar
संयुक्त	përbashkët
जुलाई	korrik
जुलाई	korriku
युद्ध	betejë
युद्ध	beteja
युद्ध	lufte
युद्ध	luft
युद्ध	lufta
युद्ध	luftë
नदी	lume
नदी	lumë
नदी	lumi
नदी	lum
वाला	vala
काल	thirr
काल	call
काल	thirre
काल	thirrje
काल	telefonatë
काल	periudha
काल	periudhë
ऐसे	tilla
वर्षों	vjet
वर्षों	vite
वर्षों	vitet
वर्षों	tropikal
स्टेशन	stacion
स्टेशन	stacioni
स्टेशन	stacione
स्टेशन	stacionet
बड़े	big
बड़े	madhe
जनवरी	janari
जनवरी	janar
मध्य	qëndrore
मध्य	central
मध्य	qendror
मध्य	qendrore
मध्य	qendra
मध्य	qendër
मध्य	medjen
मध्य	medjenit
मध्य	mes
मध्य	mesit
मध्य	mesme
राजा	raja
राजा	mbreti
राजा	king
राजा	mreti
राजा	mbret
प्रथम	first
विश्वविद्यालय	universiteteve
विश्वविद्यालय	universitete
विश्वविद्यालय	universitetet
विश्वविद्यालय	university
विश्वविद्यालय	universitet
विश्वविद्यालय	universiteti
जून	jun
जून	qershor
जून	qershori
जून	june
जून	qershorin
जून	qeshor
उसकी	vet
उसकी	tij
उसकी	saj
उसकी	asaj
जिसके	lehtëson
मार्च	mar
मार्च	marshim
मार्च	mars
बनी	bani
बनी	lepurushi
अर्थ	kuptimi
अर्थ	artha
अप्रैल	kerkuan
अप्रैल	april
अप्रैल	prill
अप्रैल	prilli
महत्वपूर्ण	rëndësishme
महत्वपूर्ण	kritikë
महत्वपूर्ण	kritik
महत्वपूर्ण	kritike
प्रामाणिक	autentike
आप	ty
आप	ju
आप	ti
आप	jush
किए	coa
अक्टूबर	tetor
अक्टूबर	tetori
अक्टूबर	oct
समूह	xhumasë
समूह	grup
समूह	grupin
समूह	grupi
समूह	grupe
समूह	grupet
वर्तमान	aktual
वर्तमान	aktuale
वर्तमान	prezente
वर्तमान	pranishëm
वर्तमान	prezent
अध्ययन	studjon
अध्ययन	studimi
अध्ययन	studim
अध्ययन	studime
अध्ययन	studimet
विभाग	departamenti
विभाग	departament
विभाग	divizion
विभाग	divizioni
विभाग	ndarje
विभाग	departamentet
आम	mango
आम	përbashkët
स्थिति	gjëndja
स्थिति	status
स्थिति	statusi
स्थिति	gjendja
स्थिति	pozicioni
स्थिति	pozicion
स्थिति	shtet
स्थिति	shteti
स्थिति	shtetit
स्थिति	gjendje
स्थिति	kusht
स्थिति	kushti
स्थिति	situatë
स्थिति	situata
स्थिति	gjendje
प्रभाव	ndikim
प्रभाव	përplasja
प्रभाव	ndikimi
प्रभाव	goditja
प्रभाव	efektet
प्रभाव	efekte
प्रभाव	ndikimet
प्रभाव	ndikon
प्रभाव	efekt
प्रभाव	efekti
आदर्श	ideali
आदर्श	ideal
आदर्श	ideale
आदर्श	idhulli
आदर्श	idhull
आदर्श	idol
साल	vjet
साल	vite
साल	vitet
साल	viti
साल	vit
पहली	first
संगीत	muzikë
संगीत	muzika
संगीत	muzike
संगीत	muzik
अमेरिकी	amerikani
अमेरिकी	amerikan
अमेरिकी	american
अमेरिकी	amerikane
अमेरिकी	amerikanët
अमेरिकी	amerikanë
अमेरिकी	amerikanet
सेवा	shërbim
सेवा	shërbimi
बनाने	bërja
बनाने	making
आज	sote
आज	sotme
आज	sot
स्थापित	themeluar
स्थापित	instaluar
स्थापित	themeluar
उच्च	high
उच्च	lart
उच्च	lartë
उच्च	sublime
देता	jep
उपलब्ध	dispozicion
काफी	mjafton
काफी	mjaft
काफी	boll
बड़ी	big
बड़ी	madhe
चार	katër
शक	dyshimi
शक	dyshim
शक	dyshoj
शक	dyshojnë
शक	saka
प्रभा	pera
श्री	sri
उदाहरण	shembull
उदाहरण	ilustrim
उदाहरण	shembujt
उदाहरण	shembuj
उसका	vet
उसका	tij
उसका	saj
उसका	asaj
ले	merrni
ले	merreni
ले	merre
ले	mere
ले	merr
जिससे	cila
जिससे	cilen
जिससे	cilat
स्थापना	instalim
स्थापना	instalimi
स्थापना	instalimet
स्थापना	instalime
स्थापना	themelimi
स्थापना	ngritja
कंपनी	kompani
कंपनी	kompania
कंपनी	shoqëri
कंपनी	ndërmarrje
अधिकांश	kryesisht
सामाजिक	sociale
सामाजिक	shoqerore
सामाजिक	shoqërore
सामाजिक	shoqërorë
सामाजिक	social
प्रत्येक	gjdo
प्रत्येक	qdo
प्रत्येक	cdo
प्रत्येक	çdo
प्रत्येक	secili
प्रत्येक	secila
बड़ा	big
बड़ा	madhe
बड़ा	mrekulli
स्तर	nivelet
स्तर	nivele
स्तर	nivel
स्तर	niveli
स्तर	level
बनाया	made
बनाया	krijoi
बनाया	krijuar
जारी	vazhdoi
जारी	vazhduar
जारी	vazhduan
जारी	lëshohet
जारी	lëshohen
जारी	lëshuar
जबकि	nderkohe
जबकि	ndersa
जबकि	ndërsa
चित्र	foto
चित्र	foton
चित्र	fotografitë
चित्र	fotot
चित्र	fotografi
चित्र	figurë
चित्र	imazh
चित्र	figura
चित्र	imazhi
चित्र	pamjet
चित्र	imazhe
चित्र	imazhet
चित्र	figurat
इससे	nga
प्रणाली	sistem
प्रणाली	sistemin
प्रणाली	sistemi
सरकारी	qeveritar
सरकारी	zyrtar
सरकारी	official
सरकारी	zyrtare
सरकारी	qeveria
सरकारी	qeveri
सरकारी	qeveritare
जहां	ku
देशों	shtetet
देशों	vendeve
देशों	shtete
देशों	vendet
जल	uje
जल	uj
जल	uji
जल	ujë
जल	supet
सूची	lista
सूची	listë
सूची	listat
सूची	lista
रखा	mbajtur
विचार	ideja
विचार	ide
विचार	idea
विचार	idetë
विचार	ide
विचार	idesh
विचार	ideve
विचार	mendimi
विचार	menduar
विचार	mendim
विचार	konsideratë
विचार	mendime
विचार	mendimet
छोटे	little
छोटे	pak
ऊपर	krye
ऊपर	maje
ऊपर	top
ऊपर	sipër
ऊपर	majë
ऊपर	përmbi
ऊपर	sipër
ऊपर	mbi
आधारित	bazuar
इसलिए	prandaj
पानी	uje
पानी	uj
पानी	uji
पानी	ujë
सामान्य	gjeneral
सामान्य	gjenerali
सामान्य	përgjithshëm
सामान्य	general
सामान्य	përbashkët
सामान्य	normale
सामान्य	normal
आगे	përpara
आगे	perpara
कुल	gjithësej
कुल	totali
कुल	agregat
कुल	totale
कुल	total
कुल	totali
कुल	gjithsej
एक्स्प्रेस	express
एक्स्प्रेस	shpreh
एक्स्प्रेस	shprehi
एक्स्प्रेस	shprehin
पुलिस	polici
पुलिस	policia
वर्ग	kategoria
वर्ग	kategori
वर्ग	kategorinë
वर्ग	kategorisë
वर्ग	sheshin
वर्ग	square
वर्ग	katrore
वर्ग	shesh
वर्ग	katror
वर्ग	sheshi
वर्ग	klasat
वर्ग	klasa
वर्ग	class
वर्ग	klasë
वर्ग	klasa
शरीर	body
शरीर	trupin
शरीर	trup
शरीर	trupi
शरीर	trupit
अंग्रेजी	anglisht
अंग्रेजी	anglez
माध्यम	mesëm
माध्यम	medium
माध्यम	mesatar
माध्यम	mesatare
माध्यम	mesme
मानव	njerëzore
मानव	njerzore
मानव	njerëzor
मानव	human
मानव	njeri
पाकिस्तान	pakistan
पाकिस्तान	pakistani
भूमिका	futjen
भूमिका	prezantimi
भूमिका	futja
भूमिका	roli
भूमिका	rol
भूमिका	rolit
भूमिका	rolin
हर	har
हर	gjdo
हर	qdo
हर	cdo
हर	çdo
अतिरिक्त	ekstra
अतिरिक्त	rezervë
अतिरिक्त	shtesë
अतिरिक्त	shtesë
अतिरिक्त	ekstra
अतिरिक्त	shtes
अतिरिक्त	extra
पिता	baba
पिता	babë
पिता	baben
पिता	ati
पिता	at
पिता	babës
समाज	shoqëria
समाज	shoqëri
उत्पन्न	gjeneruar
नीचे	poshtë
नीचे	poshte
नीचे	posht
नीचे	poshtë
नीचे	nën
नीचे	poshtë
दुनिया	botë
दुनिया	bota
दुनिया	bote
दुनिया	world
आधुनिक	modern
आधुनिक	moderne
ध्यान	meditim
ध्यान	vemendje
ध्यान	kujdes
ध्यान	vëmendje
दे	jepe
दे	jep
दे	japi
दे	jepja
सभा	xhumasë
सभा	kuvendi
सभा	asamble
सभा	kuvendit
सभा	mbledhje
सभा	sabha
परिवार	familje
परिवार	familjar
परिवार	family
परिवार	familja
विषय	teme
विषय	temë
विषय	tema
विषय	temat
विषय	subjektet
विषय	subjekte
विषय	subjekti
विषय	lënda
विषय	subjekt
रंग	ngjyrë
रंग	ngjyra
रंग	ngjyrat
रंग	ngjyra
रंग	ngjyrat
रंग	ngjyra
रंग	ngjyr
रंग	ngjyrë
रंग	ngjyra
बाहर	outdoor
बाहर	jashtë
बाहर	jashte
बाहर	jashtë
बाहर	out
बाहर	jashte
बाहर	jasht
खेल	luaj
खेल	luaje
खेल	play
खेल	sportive
खेल	sportet
खेल	sporti
खेल	sporte
खेल	sport
खेल	loje
खेल	loja
खेल	lojë
खेल	lojrat
खेल	lojëra
खेल	lojërat
खेल	lojra
खेल	sport
खेल	sporti
क्षेत्रों	zonat
क्षेत्रों	fusha
जहाँ	ku
समान	homogjene
समान	same
समान	njëjtë
समान	njesoj
समान	njejt
समान	njësoj
समान	ngjashme
समान	ngjashëm
सितंबर	shtator
सितंबर	shtatorin
सितंबर	shtatori
दूर	larg
दूर	larg
दूर	largësi
दूर	largët
पता	adresat
पता	adrese
पता	adresë
पता	adres
पता	adresa
पता	adresën
शक्ति	forca
शक्ति	forcë
शक्ति	fuqi
शक्ति	fuqin
शक्ति	power
शक्ति	fuqia
शक्ति	pushteti
शक्ति	shakti
ब्रिटिश	britanik
ब्रिटिश	britanike
ब्रिटिश	british
कला	artet
कला	arte
कला	art
कला	artit
कला	arti
कला	artin
घर	shtëpi
घर	shtëpia
घर	shtepi
घर	shtëpia
घर	shpi
घर	shtepi
घर	shtëpi
घर	shpija
घर	shpia
प्रकाशित	publiko
प्रकाशित	publikojë
प्रकाशित	botua
प्रकाशित	publikohet
प्रकाशित	publikuar
प्रकाशित	botuar
मई	maji
मई	majin
मई	mej
मई	maj
प्रक्रिया	proçes
प्रक्रिया	proces
प्रक्रिया	proçesi
प्रक्रिया	procesi
प्रक्रिया	proceseve
प्रक्रिया	procese
प्रक्रिया	proceset
प्रक्रिया	procedurë
प्रक्रिया	procedura
प्रक्रिया	procedure
प्रक्रिया	proçedura
सेना	ushtritë
सेना	ushtrive
सेना	sena
सेना	ushtri
सेना	ushtria
सेना	ushtrie
पार्टी	aheng
पार्टी	festa
पार्टी	parti
पार्टी	festë
पार्टी	ndeja
पार्टी	party
हम	hum
रेलवे	hekurudhë
रेलवे	hekurudha
रेलवे	hekurudhat
रेलवे	hekurudha
पश्चिम	perëndimi
पश्चिम	west
पश्चिम	perendimi
पश्चिम	perëndim
पश्चिम	perendim
पश्चिम	perëndimore
अंत	mbarimi
अंत	fund
अंत	fundi
अंत	end
अंत	perfundim
दशक	dekadë
दशक	dekada
दशक	dekadën
बिना	pa
क्या	çfarë
क्या	çka
क्या	qka
क्या	qfar
क्या	cfare
अगस्त	gusht
अगस्त	gushti
अगस्त	august
अगस्त	aug
विकसित	zhvilluara
विकसित	zhvilluar
विकसित	evoluar
संबंध	lidhjet
संबंध	marrëdhëniet
संबंध	lidhje
संबंध	marrëdhënia
संबंध	marrëdhëniet
संबंध	marrëdhënie
संबंध	marrëdhëniet
प्रदर्शन	performancë
प्रदर्शन	performance
प्रदर्शन	performanca
प्रदर्शन	interpretimi
प्रदर्शन	interpretime
प्रदर्शन	display
प्रदर्शन	shfaq
प्रदर्शन	ekspozim
प्रदर्शन	ekspozimi
प्रदर्शन	ekspozimin
ऐसी	tilla
मार्ग	rrug
मार्ग	way
पर्यटन	turizmi
पर्यटन	turizëm
ज्ञान	dije
ज्ञान	dituri
ज्ञान	njohuri
ज्ञान	njohuria
ज्ञान	dituria
लगा	ndje
लगा	ndjerë
लगा	ndjeu
लगा	dukej
दिसम्बर	dhjetor
दिसम्बर	dhjetori
दिसम्बर	dhjetorit
दिसम्बर	dhjetorin
दिसम्बर	dec
प्रदर्शित	shfaqi
प्रदर्शित	shfaqur
प्रदर्शित	display
प्रदर्शित	shfaq
अक्सर	shpesh
अक्सर	shpesh
अक्सर	shpeshherë
सहायता	ndihme
सहायता	ndihma
सहायता	ndihmë
सहायता	mbështetje
सहायता	mbështetja
सहायता	perkrahje
सहायता	përkrahje
सहायता	asistenca
सहायता	asistencë
पहला	first
मृत्यु	vdekje
मृत्यु	vdekja
मृत्यु	vdekshmërisë
स्वयं	vetë
स्वयं	vetvetja
विकिपीडिया	wiki
विकिपीडिया	wikipedia
तैयार	gati
आवश्यक	kërkohet
आवश्यक	kërkohen
आवश्यक	kërkohej
आवश्यक	urgjente
आवश्यक	urgjent
देखा	dukej
देखा	dukur
देखा	shikuar
देखा	seen
देखा	pare
देखा	parë
देखा	shihet
देखा	pash
देखा	pashë
उत्पादन	prodhim
उत्पादन	prodhimi
उत्पादन	produksioni
उत्पादन	production
रोग	sëmundje
रोग	semundje
रोग	sëmundjen
रोग	sëmundja
रोग	sëmundjet
संबंधित	respektive
संबंधित	përkatëse
शताब्दी	shekull
शताब्दी	shekulli
गये	shkuan
गये	shkoi
गये	vajti
गये	shkove
चीन	kine
चीन	kina
चीन	kinë
चीन	china
अभी	tash
अभी	tani
संघ	unioni
संघ	bashkim
संघ	bashkimi
संघ	sindikatat
संघ	federata
संघ	shoqatës
संघ	shoqërimi
संघ	shoqata
संघ	shoqatë
यात्रा	travel
यात्रा	udhëtimi
यात्रा	udhëtime
यात्रा	udhetim
यात्रा	udhëtim
यात्रा	udhetim
यात्रा	udhëtim
यात्रा	udhtim
यात्रा	trip
मात्रा	shuma
मात्रा	sasia
मात्रा	sasi
मात्रा	sasia
रचना	krijimi
रचना	krijim
रचना	përbërjen
रचना	përbërja
जगह	vend
जगह	vendi
जगह	place
जगह	vendë
जगह	hapësira
जगह	hapësirë
जगह	hapsira
भिन्न	diskrete
भिन्न	ndyshe
भिन्न	ndryshe
भिन्न	ndryshëm
भिन्न	ndryshme
भिन्न	fraksion
लोक	loka
लोक	publik
लोक	publikë
लोक	publike
लोक	publiku
लोक	public
लोक	folk
सब	sab
सब	krejt
सब	gjith
पूरा	plotësuar
पूरा	përfunduar
पूरा	përfundoi
पूरा	plot
पूरा	full
पूरा	plote
पूरा	plotë
पूरा	plotësuar
पूरा	kompletuar
पूरा	komplete
पूरा	komplet
प्रकाश	dritë
प्रकाश	drita
प्रकाश	drite
प्रकाश	prakash
प्रकाश	dritat
प्रकाश	drita
नई	re
नई	reja
नई	ri
नई	new
चिकित्सा	mjekësore
चिकित्सा	mjekësor
चिकित्सा	mjeksor
चिकित्सा	terapi
चिकित्सा	terapinë
चिकित्सा	terapia
दूसरी	sekondë
दूसरी	dyte
दूसरी	sekond
दूसरी	dyta
दूसरी	dytë
कार्यक्रम	programe
कार्यक्रम	programet
कार्यक्रम	evente
कार्यक्रम	ngjarje
कार्यक्रम	ngjarjet
कार्यक्रम	programin
कार्यक्रम	program
कार्यक्रम	programi
कार्यक्रम	ngjarje
