den	os
delstat	state
delstat	estado
delstat	estadual
innan	antes
fram	front
fram	fachada
fram	frente
canberra	canberra
mål	objectivos
mål	objetivos
mål	objectivos
mål	gols
mål	metas
mål	golos
mål	objetivos
mål	gol
mål	objetivo
mål	golo
mål	baliza
mål	meta
län	condado
län	província
län	condados
bosnien	bósnia
afghanistan	afeganistão
john	john
john	joão
john	joao
hercegovina	herzegovina
administrativ	administrativa
administrativ	administrativos
administrativ	administrativas
administrativ	administrativo
nordöstra	nordeste
nordöstra	nordeste
bara	só
bara	apenas
bara	somente
bara	unicamente
bara	só
bara	apenas
ska	deveria
ska	devia
ska	deve
ska	deveriam
ska	ska
ontario	ontário
plats	lugar
plats	place
plats	local
plats	sítio
plats	localização
carl	carlos
carl	carl
församling	paróquia
församling	freguesia
församling	congregação
församling	montagem
församling	assembleia
församling	assembléia
río	río
land	pais
land	país
land	land
land	terrenos
land	terras
land	terra
dess	seu
dess	sua
amerikansk	americano
amerikansk	americanos
amerikansk	american
amerikansk	americana
helsingfors	helsínquia
helsingfors	helsinki
tid	hora
tid	horário
tid	tempo
tid	time
ofta	freqüentemente
ofta	frequentemente
ofta	freqüentemente
ofta	frequentemente
tog	levou
tog	tirou
tog	demorou
tog	levaram
några	alguns
några	algum
några	algumas
kommer	will
kommer	vontade
kommer	vem
kommer	venham
kommer	venha
kommer	vindo
kommer	chegando
exempel	exemplo
exempel	exemplos
någon	alguém
någon	alguém
någon	alguem
någon	alguém
någon	alguem
någon	qualquer
gräsmarker	pradarias
gräsmarker	prados
saint	santo
saint	saint
saint	santa
något	razoavelmente
något	levemente
något	ligeiramente
något	algo
gjorde	fiz
gjorde	did
gjorde	fê
gjorde	fez
san	san
stor	large
stor	grande
stor	grandes
stor	big
stor	grande
stor	grandes
ingen	nenhum
ingen	nenhuma
ingen	ninguém
ingen	ninguem
staden	vila
staden	cidade
staden	cidade
kallt	frio
kallt	cold
kallt	frios
kallt	fria
jawa	jawa
varit	sido
får	ovinos
får	ovelha
får	carneiros
får	ovelhas
naturlig	naturais
naturlig	natural
mest	most
mest	principalmente
webbplats	website
webbplats	site
webbplats	sítio
webbplats	site
ger	dar
ger	dando
ger	ger
ger	tbm
ger	confere
ger	dá
mosaik	mosaico
mosaik	mosaicos
team	equipas
team	equipes
team	times
team	team
team	equipa
team	time
team	equipe
började	iniciado
började	comecei
började	começou
började	começaram
började	iniciou
började	começou
började	começaram
hela	curar
hela	cura
hela	inteiras
hela	inteiros
hela	inteiro
gör	fazendo
gör	make
gör	faça
honom	ele
gick	andei
gick	andou
gick	caminhou
kyrka	igrejas
kyrka	igreja
nordvästra	northwestern
nordvästra	noroeste
nordvästra	noroeste
angola	angola
columbia	colúmbia
columbia	columbia
columbia	colômbia
tyskland	alemanha
svg	svg
distrikt	bairros
distrikt	distritos
distrikt	distrito
fuktigt	húmido
fuktigt	úmido
fuktigt	húmido
fuktigt	úmida
fuktigt	húmida
fuktigt	húmido
fuktigt	úmido
fyra	four
fyra	quatro
eftersom	porque
eftersom	pq
mexiko	méxico
mexiko	mexico
london	londres
används	utilizada
används	usada
används	usado
används	utilizado
används	utilizados
används	usados
början	começando
början	iniciando
början	início
början	começo
början	começos
början	inícios
början	primórdios
vann	venceu
vann	won
vann	ganhou
vann	ganhado
går	goes
hur	como
bay	baia
bay	baía
bay	bay
barn	crianças
barn	filhos
barn	miúdos
barn	kids
barn	crianças
barn	filhos
barn	criança
ekonomiska	econômico
ekonomiska	econômica
kunde	poderiam
kunde	podia
kunde	poderia
kunde	podiam
dem	eles
både	ambos
både	ambas
övrigt	outro
övrigt	outros
övrigt	outras
övrigt	outra
övrigt	vários
övrigt	diversos
övrigt	diversas
artikel	artigo
gunung	gunung
england	inglaterra
england	england
hennes	dela
hennes	dela
hennes	ela
hennes	her
argentina	argentina
mountain	montanha
halvöar	penínsulas
grund	base
grekland	grécia
deras	suas
förekommer	ocorre
distriktet	distrito
dam	barragem
dam	dique
dam	represa
dam	dam
dam	moça
dam	senhora
dam	dama
karl	charles
karl	carlos
karl	karl
idag	hj
idag	hoje
skådespelare	actores
skådespelare	atores
skådespelare	ator
skådespelare	actor
personer	pessoas
personer	povo
personer	gente
fanns	existiam
fanns	existia
fanns	existiram
fanns	existiu
fanns	existido
spelade	jogado
spelade	jogou
spelade	tocou
spelade	joguei
spelade	jogaram
endast	só
endast	apenas
endast	somente
endast	unicamente
öar	ilhas
danmark	dinamarca
danmark	danmark
son	son
son	filho
österrike	áustria
österrike	austria
river	rio
helt	totalmente
helt	completamente
helt	totalmente
helt	completamente
artiklar	artigos
därefter	posteriormente
därefter	subsequentemente
jean	jean
redan	já
redan	ja
cirka	circa
cirka	aproximadamente
före	antes
william	william
william	willian
william	guilherme
känd	conhecida
känd	conhecido
känd	conhecidas
känd	conhecidos
känd	famosa
känd	famosas
känd	famosos
känd	famoso
engelska	ingles
engelska	inglês
departement	departamento
departement	ministérios
departement	departamentos
departement	ministério
aïn	aïn
antal	conde
antal	conte
antal	count
antal	contagem
antal	número
antal	numero
vill	quer
vill	quer
vill	queres
vill	quero
des	des
författare	autores
författare	escritora
författare	escritor
författare	roteiristas
författare	escritores
författare	autor
författare	autora
wikipedia	wikipédia
wikipedia	wikipedia
los	los
vissa	certas
vissa	alguns
vissa	algum
vissa	algumas
cst	cst
äldre	elder
äldre	ancião
äldre	idosas
äldre	idosa
äldre	idosos
äldre	idoso
gamla	antiga
gamla	velho
gamla	antigo
gamla	velha
gamla	velhos
allt	everything
allt	tudo
allt	todas
allt	tudo
allt	todos
lag	team
lag	equipa
lag	time
lag	equipe
lag	lei
lag	direito
lag	law
lag	leis
lag	gal
lag	lag
lag	equipas
lag	equipes
lag	times
brt	tab
johan	john
johan	joão
johan	joao
johan	johan
innebär	meios
innebär	significa
diskussion	discussão
diskussion	discussões
medan	enquanto
kommuner	municípios
kommuner	comunas
kommuner	municípios
kyrkan	igrejas
kyrkan	igreja
punta	punta
iucn	iucn
kullar	ninhadas
kullar	colinas
kullar	hills
black	preta
black	black
black	preto
black	negro
black	pretas
asien	ásia
varje	cada
varje	cada
bild	foto
bild	fotografia
bild	imagem
bild	image
bild	imagem
france	franca
france	frança
vik	dobre
vik	dobrar
vik	dobra
vik	vik
politiker	politica
politiker	política
politiker	políticos
politiker	politicos
politiker	político
politiker	politico
göra	make
göra	faça
left	esquerdo
left	left
left	esquerda
left	partiu
band	fitas
band	cassetes
band	bandas
band	band
band	banda
band	fita
band	cassete
band	fita
band	fitas
rio	rio
rock	rochedo
rock	rocha
rock	pedra
rock	rock
söderut	sul
söderut	south
sista	sista
sista	último
sista	últimas
sista	last
sista	últimos
sista	última
sista	finais
sista	final
george	jorge
george	george
delar	partilhar
delar	compartilhamento
delar	compartilhando
delar	compartilhar
delar	partilha
delar	peças
delar	partes
delar	compartilhamentos
delar	acções
delar	ações
delar	partilhas
auto	auto
auto	automático
hett	quente
hett	gostosa
hett	gostosas
norrut	norte
norrut	north
själv	auto
själv	self
åren	years
åren	anos
höjd	altitude
höjd	elevação
höjd	altura
säsongen	temporada
säsongen	época
poäng	pontos
poäng	pontuação
poäng	placar
poäng	pontuação
poäng	pontuações
poäng	ponto
poäng	point
arroyo	arroyo
peking	beijing
peking	pequim
peking	pequim
tyska	alemã
tyska	alemães
tyska	alemão
sätt	maneiras
sätt	maneira
sätt	way
egypten	egipto
egypten	egito
wadi	wadi
stad	vila
stad	cidade
stad	cidade
norge	norge
norge	noruega
area	area
area	área
loma	loma
york	york
york	iorque
makedonien	macedónia
makedonien	macedônia
peter	pedro
peter	peter
franska	french
franska	franceses
franska	francês
vilken	qual
dominikanska	dominicana
västerut	west
västerut	ocidente
västerut	oeste
kallas	chamou
kallas	chamada
kallas	chamado
kallas	chamados
österut	oriente
österut	leste
österut	east
göteborg	gotemburgo
göteborg	gotemburgo
nattflyn	noctuidae
schweiz	suíça
schweiz	suiça
fall	case
fall	caso
fall	casos
fall	processos
fall	fall
fall	outono
fall	queda
tiden	hora
tiden	horário
tiden	tempo
tiden	time
bästa	melhor
bästa	melhores
bästa	best
style	style
style	estilo
artikeln	artigo
fil	arquivo
fil	ficheiro
brasília	brasília
främst	principalmente
främst	principalmente
främst	primariamente
källa	fonte
källa	origem
båda	ambos
båda	ambas
kabul	cabul
kabul	kabul
malmö	malmö
delas	partilhado
delas	compartilhada
delas	compartilhado
delas	compartilhou
delas	partilhada
slutet	end
slutet	final
slutet	terminar
slutet	fim
olympiska	olympic
olympiska	olímpico
olympiska	olímpica
olympiska	olímpicos
ast	ast
annan	outro
annan	outros
annan	outras
annan	outra
uppsala	uppsala
isbn	isbn
mätare	contadores
mätare	metros
mätare	medidores
mätare	medidor
mätare	contador
mätare	métrica
madrid	madrid
madrid	madri
måste	mosto
måste	deve
måste	must
antarktis	antártica
antarktis	antártida
antarktis	antártico
antarktis	antárctica
antarktis	antárctida
antarktis	antártica
antarktis	antártida
antarktis	antárctica
antarktis	antárctida
erik	erik
erik	eric
paul	paulo
paul	paul
skrev	escreveu
skrev	escrevia
skrev	escrevi
film	filme
film	película
film	filmes
film	películas
film	filme
robert	robert
robert	roberto
serien	series
serien	série
serien	séries
bör	deveria
bör	devia
bör	deve
bör	deveriam
bra	boa
bra	bom
fem	fem
fem	cinco
fem	five
ryssland	russia
ryssland	rússia
thomas	tomé
thomas	thomas
thomas	tomás
santiago	santiago
deltog	frequentou
deltog	compareceu
deltog	compareceram
deltog	participei
deltog	participaram
deltog	participou
tysk	alemã
tysk	alemães
tysk	alemão
vilka	oms
vilka	who
vilka	quem
vilka	qual
språk	linguas
språk	idiomas
språk	línguas
språk	língua
språk	idioma
språk	linguagem
kinesiska	chineses
kinesiska	chinesa
kinesiska	chinês
lappland	lapónia
nuvarande	correntes
nuvarande	atual
nuvarande	atuais
nuvarande	actual
nuvarande	corrente
nuvarande	presentes
nuvarande	presente
officiell	oficial
officiell	funcionário
officiell	official
officiell	oficiais
källor	fontes
stort	large
stort	grande
stort	grandes
stort	big
stort	grande
stort	grandes
sång	vocal
sång	vocais
sång	cantando
sång	cantar
sång	canção
sång	song
amerikanska	americano
amerikanska	americanos
amerikanska	american
amerikanska	americana
samband	ligação
samband	conexão
samband	correlação
globalt	globalmente
globalt	global
globalt	globais
kroatien	croácia
egen	própria
egen	own
egen	próprio
egen	personalizadas
egen	personalizada
egen	personalizado
egen	costume
egen	personalizados
pst	pst
pdt	pdt
utanför	fora
mestadels	principalmente
kvinnor	fêmeas
kvinnor	mulheres
kvinnor	mulheres
tredje	terceira
tredje	terço
tredje	terceiro
charles	charles
charles	carlos
art	art
art	arte
art	espécies
art	espécie
riket	reich
riket	reino
wales	gales
david	davi
david	david
com	com
sidan	pagina
sidan	página
sidan	page
sidan	lateral
sidan	lado
sidan	side
resultat	performance
resultat	atuação
resultat	desempenho
resultat	resultados
resultat	resultado
resultat	resultado
gav	dei
gav	deu
når	alcança
når	atinge
ibland	ocasionalmente
dessutom	adicionalmente
enda	solteira
enda	solteiro
enda	single
enda	linguado
enda	sola
jabal	jabal
kända	conhecida
kända	conhecido
kända	conhecidas
kända	conhecidos
kända	famosa
kända	famosas
kända	famosos
kända	famoso
universitet	universidades
universitet	university
universitet	universidade
rgb	rgb
libanon	líbano
paris	paris
utgör	poses
kamerun	camarões
border	borda
border	fronteira
border	contorno
trots	apesar
musik	music
musik	música
musik	musica
musik	músicas
maria	mary
maria	maria
maria	maria
tillbaka	costas
tillbaka	volta
tillbaka	voltar
kung	king
kung	rei
barat	barat
form	forma
form	shape
form	formar
form	forma
form	formulário
der	der
fått	recebida
fått	recebido
fått	receberam
fått	recebidos
fått	recebeu
fått	recebidas
historia	story
historia	história
historia	historia
historia	história
nova	nova
dal	dal
dal	valley
dal	vale
låten	canção
låten	song
fiji	fiji
tjeckien	tcheca
tjeckien	checo
tjeckien	tcheco
tjeckien	checa
james	james
james	jaime
james	tiago
albumet	álbum
albumet	album
albumet	álbuns
samtidigt	simultaneamente
män	machos
män	men
män	homens
lång	alto
lång	tall
lång	altos
lång	altas
lång	alta
lång	longa
lång	longos
lång	longo
lång	comprido
lång	long
alger	argel
alger	argélia
alger	algas
alger	alga
alger	algas
gift	veneno
gift	casou
gift	casada
gift	casado
gift	casados
gift	venenos
gift	veneno
album	álbum
album	album
album	álbuns
album	álbuns
ghar	ghar
ner	down
innehåller	contém
innehåller	contenha
innehåller	conter
innehåller	contenham
innehåller	contêm
disk	disquete
disk	disco
räknas	condes
räknas	contagens
little	pequeno
little	pouco
little	pequena
little	little
wilhelm	wilhelm
wilhelm	guilherme
gånger	vezes
gånger	tempos
gånger	times
brook	ribeiro
brook	brook
brook	riacho
övriga	outro
övriga	outros
övriga	outras
övriga	outra
övriga	outros
övriga	outras
professor	professor
professor	professora
km²	km²
las	las
division	divisão
martin	martín
martin	martins
martin	martinho
martin	martin
urval	seleção
urval	selecção
urval	amostra
urval	amostras
city	cidade
totalt	total
alexander	alexandre
arena	arena
period	periodo
period	período
utc	utc
grönland	groenlândia
grönland	gronelândia
dag	dag
dag	dia
låg	baixa
låg	baixos
låg	low
låg	baixo
bogotá	bogotá
året	ano
timur	timur
europa	europa
europa	europa
kalifornien	califórnia
kalifornien	california
aldrig	nunca
aldrig	never
gruppen	grupo
gruppen	agrupar
miljoner	milhões
miljoner	milhão
miljoner	milhões
miljoner	milhoes
henry	henrique
växter	plantas
växter	usinas
växter	plantar
växter	planta
växter	plant
växter	usina
står	bancas
står	bancadas
står	stands
seed	semente
seed	sementes
sex	seis
sex	six
sex	sex
sex	sexo
spelar	joga
spelar	jogadas
spelar	jogar
spelar	tocando
spelar	jogando
spelar	brincando
peak	pico
peak	peak
bort	away
ser	parece
ser	looks
ser	olhares
ser	sor
ser	ser
ledamot	membro
orkidéer	orquídeas
särskilt	particularmente
särskilt	especialmente
djebel	djebel
friedrich	frederico
friedrich	friedrich
liv	vida
liv	life
liv	liv
queensland	queensland
bildades	formado
bildades	formada
bildades	formados
kvar	esquerdo
kvar	left
kvar	esquerda
kvar	partiu
medlemmar	sócios
medlemmar	membros
sida	pagina
sida	página
sida	page
område	area
område	área
gustaf	gustaf
gustaf	gustavo
gustaf	garfield
anders	anders
fortfarande	ainda
min	meu
min	mina
min	minha
min	min
airport	aeroporto
befolkningen	população
översättning	traduções
översättning	tradução
louis	luiz
louis	luis
louis	luís
louis	louis
ordförande	presidente
ordförande	presidente
http	http
joseph	joseph
joseph	josé
kanske	talvez
kanske	talvez
smith	silva
smith	smith
världen	world
världen	mundo
användare	usuários
användare	utilizador
användare	usuário
användare	utilizadores
användare	usuários
varierad	variada
varierad	variado
varierad	variados
varierad	variadas
tar	levando
tar	tomando
tar	leva
far	pai
far	padre
honduras	honduras
bolivia	bolívia
länder	países
ytterligare	adicional
ytterligare	adicionais
guld	ouro
guld	gold
guld	dourado
kuba	cuba
center	centralizar
center	centrar
center	centro
center	center
dotter	filha
god	boa
god	bom
luanda	luanda
grupp	grupo
grupp	agrupar
väl	bem
bandet	alça
bandet	correia
lars	lars
rätt	certo
rätt	direito
rätt	direita
rätt	corrija
rätt	correcta
rätt	correto
rätt	corrigir
roll	papel
svampar	cogumelos
svampar	esponjas
svampar	cogumelos
svampar	cogumelo
svampar	fungo
svampar	fungos
praktfjärilar	nymphalidae
ryska	russa
ryska	russas
ryska	russo
ryska	russos
henne	dela
henne	ela
henne	her
wien	viena
via	via
laguna	laguna
italien	itália
syrien	síria
matcher	partidas
matcher	correspondências
matcher	fósforos
matcher	games
matcher	jogos
arter	espécies
arter	espécie
hjälp	socorro
hjälp	ajude
hjälp	ajudar
hjälp	ajuda
kriget	guerra
kriget	war
kriget	guerras
klassen	turma
klassen	classe
klassen	aula
gustav	gustav
gustav	gustavo
gustav	garfield
university	university
university	universidade
van	carrinha
van	van
anna	ana
anna	anna
fredrik	frederico
fredrik	frederick
fredrik	fredrik
fler	mais
fler	more
kort	cartões
kort	cartas
kort	cards
kort	kort
kort	curto
kort	short
kort	curtas
kort	curta
kort	breves
kort	breve
kort	card
kort	cartão
ungern	hungria
gitarr	guitarra
gitarr	violão
serie	series
serie	série
serie	séries
serie	serial
serie	seriado
serie	série
serie	serie
gjort	feito
ledde	liderado
ledde	led
ledde	liderou
guinea	guiné
ecuador	equador
tanjung	tanjung
michael	miguel
michael	michael
ovan	acima
brokparasitsteklar	ichneumonidae
rapport	relatório
rapport	denunciar
rapport	relatar
lika	igualmente
lika	iguais
lika	igualar
lika	equal
lika	igual
kallad	chamou
kallad	chamada
kallad	chamado
kallad	chamados
tycker	pense
tycker	pensem
tycker	pensa
tycker	pensar
brittisk	britânico
brittisk	britânicos
brittisk	british
använda	utilizar
använda	usar
använda	usando
använda	utilizando
använda	uso
använda	usar
använda	use
använda	utilizar
använda	utilização
använda	utilizada
använda	usada
använda	usado
använda	utilizado
använda	utilizados
använda	usados
fransk	french
fransk	franceses
fransk	francês
ungefär	sobre
ungefär	aproximadamente
tal	tal
tal	discurso
tal	número
tal	numero
tal	numeros
tal	números
shan	shan
gäller	aplica
iii	iii
sarajevo	sarajevo
människor	humanos
människor	pessoas
människor	povo
människor	gente
slutade	parou
slutade	pararam
slutade	parei
slutade	parado
slutade	terminou
slutade	acabou
world	world
world	mundo
august	augusto
august	august
august	agosto
zeeland	zelândia
zeeland	zelândia
visar	mostrando
visar	exibe
visar	exibindo
visar	mostrando
visar	mostra
visar	espetáculos
visar	espectáculos
visar	shows
head	head
head	cabeça
head	cabeças
flyttade	movida
flyttade	movido
flyttade	comovida
flyttade	comovido
nästan	quase
nästan	quase
egna	própria
egna	own
egna	próprio
ursprungligen	inicialmente
ursprungligen	originalmente
ursprungligen	inicialmente
nytt	novo
nytt	novas
nytt	novos
nytt	novidade
nytt	nova
sheng	sheng
brittiska	britânico
brittiska	britânicos
brittiska	british
etiopien	etiópia
grande	grande
vars	cujo
grottor	grutas
grottor	cavernas
christian	christian
christian	cristã
christian	cristiano
christian	cristão
christian	cristãos
just	precisamente
just	justamente
labrador	labrador
newfoundland	newfoundland
klubben	club
klubben	clube
yta	superficie
yta	superfície
yta	area
yta	área
livskraftig	viáveis
livskraftig	viável
aires	aires
vatten	águas
vatten	agua
vatten	água
vatten	águas
vatten	aguas
spelare	player
spelare	reprodutor
spelare	jogador
spelare	jogadores
buenos	buenos
andersson	andersson
igen	novamente
start	comece
start	comecem
start	iniciar
start	começa
start	início
start	começar
start	inicialização
start	arranque
oftast	geralmente
oftast	normalmente
oftast	habitualmente
oftast	usualmente
oftast	principalmente
true	true
true	verdadeiro
true	verdade
true	verdadeira
richard	richard
richard	ricardo
reservoar	reservatório
berlin	berlim
byte	byte
byte	bytes
studerade	estudou
studerade	estudados
studerade	estudado
studerade	estudada
medlem	membro
jan	jan
liten	small
liten	pequenos
liten	pequeno
liten	pequena
liten	pequenas
liten	pequeno
liten	pouco
liten	pequena
liten	little
liten	tiny
liten	minúsculo
guatemala	guatemala
version	versão
manitoba	manitoba
information	informações
information	informação
guyana	guiana
guyana	guiana
stränder	praia
stränder	praias
love	amor
love	love
love	amo
national	national
national	nacionais
national	nacional
sur	azedo
sur	amargo
sur	azeda
sur	sur
använder	utilizar
använder	usar
använder	usando
använder	utilizando
använder	utilizações
använder	usos
använder	usa
typ	type
typ	digite
typ	tipo
spelades	jogado
spelades	jogou
spelades	tocou
spelades	joguei
spelades	jogaram
arbete	trabalhos
arbete	trabalho
arbete	trabalhar
arbete	trabalhe
bättre	melhor
bättre	melhores
problem	problemas
problem	problema
problem	problemas
problem	problemas
problem	sarilhos
