हल्दी	زردچوبه
बर्बाद	تلف
बर्बाद	اتلاف
बर्बाद	زباله
बर्बाद	تلف
बर्बाद	اسراف
कस्टम	گمرک
कस्टम	سفارشی
अकादमिक	دانشگاهی
अकादमिक	آکادمیک
अकादमिक	تحصیلی
शेन	شین
असीम	عاصم
एकजुट	متحد
कोलेस्ट्रॉल	کلسترول
दांते	دانته
बगीचे	باغچه
बगीचे	باغ
बगीचे	گاردن
बगीचे	بهشت
मुराद	مراد
ईमान	ایمانش
ईमान	ایمان
ईमान	ایمانی
भट्टी	کوره
पोटैशियम	پتاسیم
केली	کلی
केली	کیلی
लोकगीत	فولکلور
लोकगीत	اجدادی
सर्बिया	صربستان
स्प्रिंगस्टीन	اسپرینگستین
धर्मनिरपेक्ष	سکولار
दृष्टिगोचर	نمایان
दृष्टिगोचर	مرئی
तोप	کانن
दूरभाष	تلفن
शेंगेन	شنگن
दुल्हन	عروس
ओबेरॉय	اوبروی
जस्ता	فلز
जस्ता	روی
उड़	پرواز
गुजरता	برود
गुजरता	میگذرد
माली	مالدیو
माली	باغبان
माली	مالی
परियोजनाएं	پروژههای
सिएटल	سیاتل
प्रिया	پریا
टायर	تایر
टायर	تایر
टायर	تایر
टायर	لاستیک
बाँस	بامبو
अठारह	eighteen
अठारह	هیجده
अठारह	هجده
उन्नयन	سرافرازی
उन्नयन	ارتقاء
उन्नयन	ارتقا
उन्नयन	بلندی
पेंशन	بازنشستگی
गरिमा	شأن
गरिमा	بزرگواری
गरिमा	وقار
धागे	نخی
धागे	نخ
बताना	بگویم
बताना	بگو
मैक्सिकन	مکزیک
मैक्सिकन	مکزیکی
देशो	کشورها
खोपड़ी	جمجمه
विद्रोहियों	شورشی
विद्रोहियों	یاغی
कैसा	چطور
टेल	تیل
टेल	دم
टेल	دمش
कबीले	قبیله
सूर्योदय	طلوع
रणनीतिक	راهبردی
रणनीतिक	استراتژیک
रणनीतिक	تاکتیکی
रीड	رید
पर्यवेक्षण	نظارت
पर्यवेक्षण	سرپرستی
एमी	ایمی
एमी	اِمی
एमी	امی
प्लेटो	افلاطون
मीन	pisces
कनाडाई	کانادایی
कनाडाई	کانادا
रिसाव	درز
रिसाव	نشت
रिसाव	درز
अनावरण	رونمایی
निषिद्ध	ممنوعه
निषिद्ध	ممنوع
निषिद्ध	حرام
निषिद्ध	نهی
निषिद्ध	ممنوع
निषिद्ध	حرام
सेम	بین
सेम	لوبیا
सेम	لوبیای
सेम	sem
रॉन	ران
रॉन	رون
शोधन	پالایش
बरसात	دوش
बरसात	رگبار
बरसात	بارانی
बरसात	بارونی
बरसात	بارانی
बरसात	باران
बरसात	بارانی
बरसात	بارون
इंटेल	اینتل
इंटेल	معلومات
फास्ट	سریع
फास्ट	روزه
फास्ट	تند
उर्फ़	urf
बाह	bah
तालिबान	طالبان
दर्शनशास्त्र	فلسفه
स्वादिष्ट	خوشمزه
स्वादिष्ट	خوشمزه
स्वादिष्ट	جالبه
स्वादिष्ट	خوشمزه
ज्वाला	شراره
ज्वाला	شعله
ईंटों	بریک
ईंटों	آجر
ईंटों	آجری
कर्ज	قرض
कर्ज	قرضی
कर्ज	قرضه
कर्ज	بدهی
सलाद	کاهو
सलाद	سالاد
जलन	حسودی
जलन	غیور
जलन	حسادت
जलन	حسود
जलन	التهابی
शौकिया	آماتور
कैरी	کری
पेशावर	پیشاور
पहेली	پازل
पहेली	معمای
पहेली	معما
पहेली	پازل
पहेली	انیگما
चादर	شال
चादर	ورقه
चादर	برگه
नासिक	ناسیک
फ्रैंकलिन	فرانکلین
एथिलीन	اتیلن
सेकेंड	ثانیه
सेकेंड	دوم
सेकेंड	ثانیه
सेकेंड	دومی
महापौर	شهردار
आयताकार	مستطیل
आयताकार	مستطیلی
प्रस्तावना	معرفی
प्रस्तावना	مقدمه
प्रस्तावना	اشنایی
प्रस्तावना	آشنایی
प्रस्तावना	دیباچه
प्रस्तावना	سرآغاز
मैनहटन	منهتن
मॉरीशस	موریس
लावा	گدازه
बाधाओं	موانع
बाधाओं	موانعی
बाधाओं	موانع
माइग्रेन	میگرن
परिधान	لباس
परिधान	پوشاک
गोलीबारी	فیلمبرداری
गोलीबारी	تیراندازی
जग	جهان
जग	دنیا
जग	جهانی
जग	جگ
पम्प	پمپ
पम्प	تلمبه
मातृ	مادرانه
बायर	بایر
नाल	نعل
पवित्रता	حرمت
पवित्रता	پاکی
नूतन	نوتان
लाभप्रद	سودآور
रोचेस्टर	راچستر
मुलाक़ात	میعادگاه
मुलाक़ात	پاتوق
डोनाल्ड	دونالد
रमन	رامان
सीढ़ी	نردبان
सीढ़ी	نردبانی
प्रतिकृति	الگو
प्रतिकृति	بدل
प्रतिकृति	بدلی
ताड़	نخل
ताड़	خرمایی
धमाके	بنگ
सीटी	سوت
परोसा	خدمت
कार्टर	کارتر
सिरदर्द	سردرد
कट्टर	هار
उपनिवेशवाद	استعمار
उपनिवेशवाद	کلونی
उपनिवेशवाद	مستعمره
सैंडविच	ساندویچ
सैंडविच	ساندویچ
चिप्स	چیپس
गुड़	ملاس
चन्द	گردآورندگان
विधियां	روشهای
बिखरे	پراکنده
दार्जिलिंग	دارجلینگ
वेस्टमिंस्टर	وستمینستر
शैतान	شیطان
शीट	ورقه
शीट	برگه
शीट	ملافه
उद्धार	تحویل
उद्धार	نجات
म्यूनिख	مونیخ
शरीफ	شریف
बिस्तर	تخت
बिस्तर	تختخواب
बिस्तर	بستر
बिस्तर	رختخواب
बोल्ट	بولت
बोल्ट	آذرخش
गुम्बद	گنبد
सेवानिवृत्ति	بازنشستگی
जश्न	جشن
जश्न	تجلیل
नोबल	بزرگوار
नोबल	نوبل
नोबल	اصیل
नोबल	گرامی
नोबल	نجیب
टायसन	تایسون
लहरों	موجی
लहरों	امواج
लहरों	موجها
टंडन	تاندون
अस्थिरता	ناپایداری
सीसा	تقدم
सीसा	سرب
सीसा	لید
तना	استم
तना	بنیادی
तना	ساقه
सदाबहार	اورگرین
कंकाल	اسکلت
नाइट्राइट	نیتریت
समीर	سمیر
ऑर	اور
तांबे	مس
समतुल्य	معادل
फेरारी	فراری
एमआईटी	mit
भ्रामक	افسار
संभावनाओं	امکانات
नगण्य	جزیی
नगण्य	سهل
केक	cake
केक	کیکه
केक	کیک
जिज्ञासा	کنجکاوی
अन्याय	ظلم
अन्याय	ستم
अनुसूची	برنامه
अनुसूची	زمانبندی
एनिमेशन	پویانمایی
एनिमेशन	انیمیشن
एनिमेशन	پویانمایی
देखो	نگاهی
देखो	ببین
हिम्मत	شهامت
हिम्मत	شجاعت
हिम्मत	رشادت
हिम्मत	دلیری
हिम्मत	جرأت
हिम्मत	dare
हिम्मत	جرات
प्रमाणपत्र	گواهینامه
प्रमाणपत्र	گواهی
सांकेतिक	نمادی
सांकेतिक	نمادین
असमानता	نابرابری
झांसी	جانسی
आमदनी	درآمدی
आमदनी	درآمد
टिन	حلبی
टिन	تین
टिन	قلع
चारा	طعمه
चारा	البیت
ओलिवर	اولیور
ओलिवर	الیور
घनी	ضخیم
घनी	کلفت
एस्पिरिन	آسپرین
जनजातीय	قبیله
सोर्स	مبدأ
सोर्स	متن
सोर्स	منبع
पीर	نظیر
पीर	همتا
विश्लेषक	تحلیلگر
चेल्सी	چلسی
चेल्सी	chelsea
बाजरा	ارزن
पाम	پم
इच्छाओं	شهوات
इच्छाओं	خواهان
इच्छाओं	طالب
रिश्तों	رابطه
रिश्तों	روابط
संन्यास	بازنشستگی
पुनर्वास	بازپروری
पुनर्वास	توانبخشی
पुनर्वास	اعاده
पुनर्वास	نوسازی
पुनर्वास	توانبخشی
प्रोसेसर	پرداز
प्रोसेसर	پردازنده
प्रोसेसर	پردازشگر
स्ट्रीम	نهرها
स्ट्रीम	جویبارها
स्ट्रीम	رودها
स्ट्रीम	جریان
स्ट्रीम	جریانی
वक्तव्य	بیانیه
वक्तव्य	اظهارات
चंद्रगुप्त	چاندراگوپتا
कृत्यों	توابع
बल्तिस्तान	بلتستان
बारहवीं	دوازدهم
बारहवीं	دوازدهمین
बारहवीं	دوازدهم
स्टुअर्ट	استارت
स्टुअर्ट	استوارت
स्टुअर्ट	سوارت
अचार	ترشی
प्रदाताओं	دهندگان
शर्तें	وضعیتهای
शर्तें	شرایط
शर्तें	شروط
शर्तें	اصطلاحات
शर्तें	شرایط
मॉड्यूल	پیمانه
मॉड्यूल	ماژول
हिरण	آهو
हिरण	دیر
हिरण	گوزن
हिरण	آهویی
हिरण	آهوی
हिरण	کاربو
हिरण	گوزن
ईसाइयों	مسیحیان
ईसाइयों	مسیحی
ईसाइयों	نصارا
सईद	سعید
प्रेषित	ارسالی
ज़िन्दगी	زندگى
ज़िन्दगी	زندگی
बॉय	پسر
बॉय	boy
अपघटन	تجزیه
इब्राहिम	ابراهیم
स्टेरॉयड	استروئید
प्रीति	پریتی
संवेदी	حسی
कार्लो	کارلو
चावला	چاولا
स्वार्थ	خودخواهی
तपेदिक	سل
पुर	پور
वीजा	روادید
वीजा	ویزای
वीजा	روادید
वीजा	ویزا
वीजा	ویزای
बैनर	بنر
बैनर	بیرق
याहू	یاهو
बुजुर्ग	سالمندان
बुजुर्ग	مسن
बुजुर्ग	سالخورده
वेदी	محراب
वेदी	قربانگاه
उत्साहित	هیجان
घटती	زوال
नन्द	ادات
रिले	ریلی
रिले	رایلی
रिले	رله
रिले	بازپخش
चुनौतियों	چالش
अनवर	انوار
अनवर	انور
देवगन	دیوگن
फर्ग्यूसन	فرگوسن
हालात	وضعیت
हालात	موقعیت
हालात	احتمال
हालात	احتمالات
हालात	شرایطی
हालात	شرایط
भैंस	بوفالو
महाद्वीपों	قاره
लेनिन	لنین
समाचारपत्र	روزنامه
साम्य	شباهتی
साम्य	تشابه
साम्य	شباهت
संतोषजनक	رضایت
सफ़र	سفر
सफ़र	سفری
सफ़र	مسافرت
नसीरुद्दीन	نصیرالدین
मनोरोग	روانپزشکی
खींचा	زه
खींचा	درو
सल्फर	گوگرد
सल्फर	سولفور
सल्फर	سولفور
स्क्वैश	کدو
लॉक	قفل
एबीसी	abc
वाल्टर	والتر
पीएचडी	یل
पीएचडी	phd
फ़ुटबॉल	football
फ़ुटबॉल	فوتبال
गॉर्डन	گوردون
बांस	بامبو
वाटसन	واتسون
सहिष्णुता	بردباری
सहिष्णुता	تحمل
सहिष्णुता	مدارا
लूथर	لوتر
परिपक्वता	بلوغ
निरंतरता	پیوستگی
निरंतरता	پایداری
पनामा	پاناما
लॉरेंस	لاورنس
हिरासत	حضانت
सांप्रदायिक	همگانی
लड़	جنگیدن
लड़	دعوا
गुणात्मक	کیفی
बौना	کوتوله
बौना	دورف
रेखाचित्र	گرافهای
रेखाचित्र	ترسیم
रेखाचित्र	نقاشی
रेखाचित्र	کشیدن
स्वदेश	ملت
स्वदेश	ملتی
सुपरमैन	سوپرمن
फलित	وابستگان
बुल	بول
धब्बे	نقاط
अमूल्य	گرانبها
अमूल्य	قیمتی
अमूल्य	باارزش
निक	نیک
पीढी	نسل
माउस	موش
माउस	موشی
माउस	ماوس
क्राउन	کرون
क्राउन	کراون
क्राउन	تاج
साड़ी	ساری
साड़ी	sari
बहुमुखी	چندگانه
बहुमुखी	چندین
पहियों	wta
पहियों	چرخ
स्पीयर्स	اسپیرز
बहू	عروس
वेबसाइटों	وبسایتهای
छठा	ششمین
छठा	ششم
छठा	ششمی
स्पा	چشمه
स्पा	اسپا
मातृभूमि	میهن
मशीनें	دستگاهها
मशीनें	ماشینها
पनडुब्बी	زیردریایی
मुखर	آوازی
काउंटर	شمارشگر
बचना	گریز
शौक	سرگرمی
शौक	hobby
शौक	سرگرمی
निचला	پایینی
नौकर	نوکر
नौकर	بنده
अफगान	افغانی
अफगान	afghan
अफगान	افغان
दोहा	دوحه
टार्ज़न	تارزان
उदासीन	دلتنگی
राजमहल	کاخ
राजमहल	قصر
मॉर्गन	مورگان
मॉर्गन	مرگان
मॉर्गन	مورگن
रसेल	راسل
संगीतमय	موزیکال
टिक	تیک
अनुप्रस्थ	عرضی
प्रायोजक	اسپانسر
प्रायोजक	مولای
प्रायोजक	حامی
प्रायोजक	حامی
ब्रिगेड	تشکیلات
ब्रिगेड	تیپ
ब्रिगेड	الرسول
पॉलिसी	سیاست
कलाई	مچ
अल्फ्रेड	آلفرد
अल्फ्रेड	الفرد
दाखिल	بایگانی
वेल्श	ولش
वेल्श	ولز
वेल्श	بریل
कराटे	کاراته
ट्रैफिक	ترافیک
ट्रैफिक	ترافیکی
सिखाया	آموخت
सिखाया	آموخته
लिबरल	لیبرال
लिबरल	آزادیخواه
खंडहर	آوار
खंडहर	ویران
कर्क	سرطانی
कर्क	سرطان
प्रेरण	القایی
प्रेरण	القای
लामा	لاما
लेज़र	لیزر
लेज़र	لیزری
बाइबल	انجیل
क्रमांक	عدد
क्रमांक	شمارۀ
क्रमांक	شماره
झाँसी	جانسی
धक्का	فشار
गोपनीय	محرمانه
गोपनीय	رازی
गोपनीय	راز
गोपनीय	مخفی
गोपनीय	محرمانه
प्रेत	زامبی
कब्रिस्तान	قبرستان
कब्रिस्तान	گورستان
बुल्गारिया	بلغارستان
पासपोर्ट	پاسپورت
पासपोर्ट	گذرنامه
प्रज्ञा	هوش
प्रज्ञा	هوشی
बेशक	بیشک
आइसलैंड	ایسلند
टोयोटा	toyota
टोयोटा	تویوتا
ब्लाक	بلوک
ब्लाक	بلاک
सत्यापन	وارسی
सत्यापन	تأیید
सत्यापन	وارسی
सत्यापन	تصدیق
रेशों	سیلک
रेशों	ابریشم
रेशों	پرنیان
रेशों	ابریشمی
रेशों	حریر
प्रत्यावर्ती	متناوب
ग्रैमी	گرمی
लॉन्च	پرتاب
बीट	بیت
इमेजिंग	تصویربرداری
लटका	چسبید
लटका	آویخته
लटका	آویزان
कैटरीना	کاترینا
डिस्ट्रिक्ट	منطقه
डिस्ट्रिक्ट	ناحیه
डिस्ट्रिक्ट	بخش
काठमांडू	کاتماندو
सीखना	یادگیری
डॉक्टरों	پزشکان
डॉक्टरों	دکترای
डॉक्टरों	دکترا
डॉक्टरों	دکترها
गला	گلو
गला	گلوی
गला	گلوگاه
गला	نک
गला	گردن
हैदर	حیدر
स्ट्रॉस	اشتراوس
गार्सिया	گارسیا
निद्रा	خوابم
निद्रा	خواب
बहाने	عذرخواهی
बहाने	پوزش
एक्सप्लोरर	کاوشگر
एक्सप्लोरर	اکسپلورر
बिज़नेस	تجارت
बिज़नेस	کسب
बिज़नेस	business
प्रतिबद्ध	متعهد
कॉलोनी	کلونی
कॉलोनी	مستعمره
आवंटन	تخصیص
बाला	بالا
बाला	bala
कार्लोस	کارلوس
कार्लोस	اوس
हुमायूँ	همایون
अनीता	آلیس
अनीता	آنیتا
अनोखा	رمان
रिएक्टर	راکتور
रिएक्टर	رآکتور
करीना	کارینا
कपाल	جمجمه
श्रोता	شنونده
श्रोता	شنوندگان
श्रोता	شنونده
श्रोता	حضار
श्रोता	مخاطب
दीपिका	دیپیکا
कॉमन	رایج
कॉमन	معمولی
कॉमन	مشترک
आपेक्षिकता	نسبیت
लेम्बोर्गिनी	لامبورگینی
लेम्बोर्गिनी	lamborghini
प्याज	پیاز
प्याज	پیاز
असीमित	نامتناهی
असीमित	بینهایت
असीमित	نامحدود
असीमित	بیکران
असीमित	نامحدود
बग	باگ
बग	اشکال
बग	حشرات
मॉस्को	مسکو
बूटी	تاراج
बूटी	غنیمت
सोम	سوما
सोम	ثم
चन्द्रशेखर	چاندراسخار
टर्नर	ترنم
टर्नर	ترنر
हिमानी	هیمالیا
ट्रांस	trans
ट्रांस	ترانس
मेहमान	میهمانان
मेहमान	میهمان
मेहमान	مهمانان
मेहमान	مهمان
मेहमान	میهمان
जहर	زهر
जहर	مسموم
मगरमच्छ	تمساح
मगरमच्छ	کروکودیل
गतिज	جنبشی
तन	تن
तन	برنزه
तन	تان
यूटीसी	utc
वेनिस	ونیز
खांसी	سرفه
आईएसओ	ایزو
युगांडा	اوگاندا
संख्याएँ	اعداد
संख्याएँ	عدد
संख्याएँ	اعدادی
सरकारें	دولتها
सरकारें	دولتهای
अहंकार	نفس
अहंकार	اگو
ज़ाहिर	فاش
फ़ोर्स	زور
फ़ोर्स	اجباری
फ़ोर्स	نیرو
फ़ोर्स	اجبار
उलट	وارونه
मोरक्को	مراکش
सुमात्रा	سوماترا
छड़ी	چوب
सीरम	سرم
सीरम	سرمی
दाम	قیمتش
दाम	بهای
दाम	پرایس
दाम	بهایی
दाम	قیمتی
दाम	قیمت
नहरें	کانال
नहरें	مجرا
नहरें	مجرای
नहरें	رودهای
नहरें	ریورز
नहरें	رودها
हमलावर	حمه
नॉर्मन	نورمن
सराहा	مقبول
लैंडिंग	فرود
माँगा	مانگا
नाविक	ملوان
नाविक	دریانورد
स्थायित्व	استقامت
स्थायित्व	پایگاههای
इन्दौर	ایندور
हावर्ड	هوارد
हावर्ड	هاوارد
साम्यवाद	کمونیسم
पैमाना	دامنه
पैमाना	مقیاس
तंबाकू	دخانیات
तंबाकू	تنباکو
तंबाकू	توتون
चिड़िया	پرنده
पराग	گرده
सूर	سور
उमा	uma
प्री	pre
मैथुन	سکس
मैथुन	جنسیت
मैथुन	جنسی
ग्राफिक्स	نگارهای
ग्राफिक्स	گرافیک
ग्राफिक्स	گرافیکی
पराबैंगनी	فرابنفش
ताम्र	مس
अल्पकालिक	یومیه
अनुपस्थित	غایب
अनुपस्थित	گمشده
फाई	فیا
फाई	فی
मर्सिडीज	mercedes
मर्सिडीज	مرسدس
लार	بزاق
सुनहरे	بلوند
आगंतुक	مهمان
फ़ॉर्मूला	فرمول
चीज़ें	اوضاع
चीज़ें	چیز
चीज़ें	چیزها
ग्राफिक	نگاره
ग्राफिक	graphic
लूप	حلقه
पेरी	پری
फिल्माया	فیلمبرداری
चम्मच	ملاقه
चम्मच	قاشق
अनुपयुक्त	عادت
नरेंद्र	نارندرا
विरोधाभास	پارادوکس
विरोधाभास	تناقض
विरोधाभास	ناسازگاری
जैम	zam
जैम	جم
जैम	مربا
रिश्तेदार	نسبی
रिश्तेदार	نزدیکان
रिश्तेदार	خویشان
रिश्तेदार	خویشاوندان
कचरा	زباله
कचरा	زباله
थैली	کیسه
असिमोव	آسیموف
स्प्रिंग	بهار
स्प्रिंग	بهاری
स्प्रिंग	اسپرینگ
पिज़्ज़ा	پیتزای
पिज़्ज़ा	پیتزا
जाली	توری
दैवी	اوراکل
दैवी	الهی
साइबर	سایبر
साइबर	سایبری
ग़रीब	فقیران
ग़रीब	فقیر
ग़रीब	فقیری
ग़रीब	بیچاره
छात्रवृत्ति	تحقیقی
छात्रवृत्ति	بورسیه
विषैले	زهرآگین
लिखें	نوشت
लिखें	نویسند
लिखें	نوشتن
लिखें	بنویسید
लिखें	بنویسد
लिखें	نگارش
लिखें	سرودن
लिखें	سوخت
लिखें	سوختگی
लिखें	سوختن
लिखें	سوزاندن
देवों	دوون
सोडा	سودا
हुकूमत	فرمانروایی
हुकूमत	پادشاهی
हुकूमत	تسلط
डॉक्टरेट	دکترای
डॉक्टरेट	دکترای
विला	ویا
विला	ویلایی
विला	ویلا
विला	ویلای
सटीकता	دقت
कोला	کلمبو
कोला	کولا
अदालतों	دادگاههای
चोंच	منقار
ग्राहम	گراهام
सर्वोपरि	پارامونت
प्लेटों	بشقاب
रंजीत	رانجیت
प्रमाणन	گواهی
खरीदी	خریدار
खरीदी	خریداری
खरीदी	خریدم
खरीदी	خریدی
खरीदी	خریده
दुखी	غمگین
दुखी	ناراحتی
दुखी	غم
न्यूट्रॉन	نوترون
इमरान	عمران
निरीक्षक	ناظر
अल्फ़ा	آلفا
हैरिस	هریس
सावधान	محتاط
सावधान	محتاطانه
गियर	دنده
गियर	گیر
राजतंत्र	شهریاری
अंडाकार	بیضوی
अंडाकार	بیضی
सर्कस	سیرک
अल्बानिया	آلبانی
हीलियम	هلیم
हीलियम	هلیوم
बादाम	بادام
नागा	ناگا
प्राचल	پارامتر
अंडा	تخمک
अंडा	تخم
एलर्जी	حساسیت
एलर्जी	آلرژی
माइक्रो	میکرو
वर्दी	یونیفرم
वर्दी	یونیفورم
वर्दी	یونیفرم
वर्दी	یونیفورم
उत्कृष्टता	کمال
सूर्यास्त	غروب
ताँबा	مس
ऐश	آش
ऐश	اش
ऐश	خاکستر
कैलोरी	کالری
ईमानदारी	دیانت
ईमानदारी	صداقت
ईमानदारी	درستکاری
ईमानदारी	جدیت
ईमानदारी	صداقت
ईमानदारी	خلوص
वृत्ताकार	دایره
सरस	آبدار
स्ट्रिंग	رشته
स्फटिक	کوارتز
बुनाई	نساجی
बुनाई	بافتن
बुनाई	بافتنی
बुनाई	بافندگی
विवाहित	married
विवाहित	متاهل
विवाहित	ازدواج
आभा	ابها
आभा	هاله
आभा	آئورا
ईद	عید
मांसाहारी	گوشتخوار
बॉन	بون
पाँव	پاهای
पाँव	پایی
केश	کش
द्वेष	کینه
द्वेष	بغض
द्वेष	عداوت
द्वेष	نفرت
द्वेष	کینه
कॉलम	ستون
कॉलम	ستونی
कॉलम	ستونها
कॉलम	ستونهای
समस्थानिक	ایزوتوپ
चट्टोपाध्याय	چاترجی
कहावत	ماکسیم
टेड	تد
समष्टि	فضای
समष्टि	فضا
समष्टि	فضایی
समष्टि	فاصله
दुर्घटनाओं	تصادفات
दुर्घटनाओं	حوادث
शायरी	شعر
टेलीग्राफ	تلگراف
प्रत्याशी	کاندید
प्रत्याशी	نامزد
प्रत्याशी	کاندیدای
आवेग	تکانه
माधुरी	مدوری
बर्नार्ड	برنارد
बर्नार्ड	برنار
अध्यात्म	معنویت
अध्यात्म	روحانیت
सचेत	هوشیاری
एमिनेम	امینم
किशोरों	نوجوانان
धर्मार्थ	صدقات
धर्मार्थ	خیریه
धर्मार्थ	زکات
धर्मार्थ	صدقه
धर्मार्थ	خیریه
डेव	دیو
पारा	عطارد
पारा	جیوه
पारा	مرکوری
पारा	پارا
पारा	para
धोखे	فریب
पेंट	نقاشی
सोन	پسر
नीलामी	مزایده
नीलामी	حراجی
नीलामी	حراج
पट्टे	اجاره
नाटो	ناتو
ब्रह्मचर्य	پاکدامنی
ब्रह्मचर्य	عفت
विरल	نادره
विरल	کمیاب
विरल	نادر
विरल	نادری
नवाचार	نوآوری
डायमंड	الماس
डायमंड	دیاموند
डायमंड	الماسی
डायमंड	دایموند
महंगी	گران
महंगी	گرونه
फ्रायड	فروید
तर्कसंगत	معقول
तर्कसंगत	عقلانی
पीना	نوشیدن
पीना	آشامیدنی
पीना	نوشیدن
पीना	بنوش
पीना	بنوشید
आप्रवासी	expatriates
स्ट्रिप	استریپ
संलयन	همجوشی
अब्दुल्ला	عبدالله
वर्जिन	باکرگی
वर्जिन	باکره
वर्जिन	ویرجین
डेप	دپ
चक्रों	چاکرا
सिन्धी	سندی
मुहाफ़ज़ाह	مهدیه
प्रोसेसिंग	پردازش
प्रोसेसिंग	پردازی
अवस्थिति	کاریابی
अवस्थिति	محل
अवस्थिति	مکان
अवस्थिति	مکانهای
अवस्थिति	مکانها
अवस्थिति	محلهای
मार्गदर्शक	راهنما
मार्गदर्शक	هدایت
मार्गदर्शक	راهبر
विभिन्नता	تنوع
ढोल	طبل
ढोल	درام
क्वार्क	کوارک
अवकल	دیفرانسیل
राजसी	جلالت
राजसी	شاهانه
टिकाऊ	پایدار
टिकाऊ	دوام
क्रोमियम	کروم
कूप	کوپه
स्टेनली	استنلی
लेखनी	قلم
सोमनाथ	سومنات
मध्यस्थता	داوری
मध्यस्थता	میانجی
मध्यस्थता	میانجیگری
सोल	سول
सोल	sol
सोल	سل
किक	ضربه
किक	لگد
किक	شوت
आयोडाइड	یدید
धड़कन	بیت
धड़कन	لت
छल्ले	حلقه
क्रेन	جرثقیل
क्रेन	درنای
क्रेन	کرین
क्रेन	درنا
आखरी	آخری
आखरी	لست
आखरी	واپسین
आखरी	آخرین
आखरी	اخرین
क्षेत्ररक्षण	کاپیتان
क्षेत्ररक्षण	سروان
क्षेत्ररक्षण	ناخدا
क्षेत्ररक्षण	فیلدینگ
लिली	lili
लिली	لیلی
बेली	شکم
बेली	بلی
बेली	شکمش
ग्रहीय	سیارات
मॉनिटर	نظارت
मॉनिटर	نمایشگر
मॉनिटर	مانیتور
मॉनिटर	بزمجه
नायडू	نایدو
कोक	نوشابه
कोक	کوکا
मेलबोर्न	ملبورن
करुणा	احسان
करुणा	محبت
करुणा	مهربانی
मुठभेड़	رویارویی
मुठभेड़	دیدار
अकसर	اغلب
मशरूम	قارچها
मशरूम	قارچ
मशरूम	قارچ
शांतिपूर्ण	آرام
गरुड़	گارودا
फ्लू	سرماخوردگی
फ्लू	آنفولانزا
नरक	جهنم
नरक	دوزخ
ट्री	درخت
ट्री	درختی
बेलन	استوانه
बेलन	سیلندر
आत्मविश्वास	دلگرم
कुपोषण	سوءتغذیه
लापता	گمشده
नूर	نور
कंटेनर	کانتینر
कंटेनर	محتوی
राई	رای
दुश्मनों	دشمنان
वाइड	پهناور
वाइड	پهنا
वाइड	وسیع
फर्नीचर	اثاث
फर्नीचर	اثاثیه
फर्नीचर	مبل
फर्नीचर	مبلمان
वारिस	وارث
आधुनिकीकरण	مدرنیزه
परिवर्तनशील	متغیر
परिवर्तनशील	متغیرها
