категория	category
движение	movement
актьор	actor
централна	central
париж	paris
починал	deceased
музей	museum
книга	book
какво	what
едва	barely
йорк	york
главно	mainly
главно	mostly
голямо	large
голямо	big
константин	konstantin
константин	constantine
константин	constantin
япония	japan
полша	poland
филип	philippe
филип	philip
филип	filip
филип	phillip
командир	commander
носи	carry
носи	wear
австралия	australia
сила	strength
сила	force
сила	power
цялата	whole
потребител	consumer
потребител	user
точно	exactly
смърт	death
германски	german
носител	carrier
правителство	government
президент	president
полк	regiment
полк	polk
футбол	soccer
футбол	football
случай	case
означава	means
против	against
раждане	birth
изкуство	arts
изкуство	art
азия	asia
версия	version
малка	small
малка	little
малка	malka
театър	theater
театър	theatre
приема	accepts
пак	again
източна	eastern
индия	india
лондон	london
британски	british
основно	mainly
отношение	attitude
текст	text
текст	lyrics
пет	five
образование	education
главен	main
понякога	sometimes
някой	someone
някой	somebody
въстание	uprising
въстание	insurrection
въстание	revolt
въстание	rebellion
левски	levski
военен	military
казва	says
малък	small
малък	little
носители	carriers
сметка	account
сметка	tab
разлика	diff
разлика	difference
рок	rock
създаването	creation
дом	home
дом	dom
кралство	kingdom
същото	same
учител	tutor
учител	teacher
известна	known
известна	famous
починали	deceased
точки	points
игри	gaming
игри	games
албуми	albums
напълно	fully
напълно	completely
напълно	totally
клуб	club
щати	states
бряг	shore
бряг	beach
бряг	coast
месеца	months
мексико	mexico
състояние	status
състояние	condition
превод	translation
директор	director
директор	principal
институт	institute
канада	canada
сигурност	security
бургас	burgas
румъния	romanian
румъния	romania
основни	main
основни	basics
основни	basic
действия	action
действия	actions
нар	nar
нар	pomegranate
метра	meters
събрание	meeting
събрание	assembly
иванов	ivanov
войни	warriors
войни	wars
имена	names
изключително	exclusive
изключително	extremely
изключително	exclusively
жена	woman
жена	female
жена	wife
доклад	report
унгария	hungary
димитров	dimitrov
изследвания	tests
изследвания	investigations
изследвания	studies
изследвания	research
реката	river
кирил	cyril
кирил	kiril
кирил	kirill
египет	egypt
формула	formula
номер	number
обща	general
обща	common
обща	total
вестник	newspaper
опит	experience
животни	animals
животни	animal
нито	nor
разпространение	distribute
разпространение	dissemination
разпространение	spread
разпространение	distribution
актриса	actress
австрия	austrian
австрия	austria
художник	painter
художник	artist
търново	tarnovo
назначен	assigned
назначен	appointed
мачове	matches
територия	territory
сингъл	single
друго	other
победа	win
борис	boris
права	rights
университета	university
княз	prince
режисьор	director
служи	serve
служи	serves
съществува	exists
съдържа	contains
програма	program
програма	programme
решение	decision
решение	solution
защита	protect
защита	protection
защита	defense
защита	defence
гора	gora
гора	forest
идва	comes
идва	coming
хайнрих	heinrich
просто	just
столицата	capital
официално	official
официално	officially
официално	formal
системи	systems
страници	pages
влияние	impact
влияние	influence
съд	vessel
съд	receptacle
съд	court
йохан	johann
йохан	johan
йохан	jochen
портал	portal
портал	gateway
купа	bowl
купа	cup
мрежа	net
мрежа	grid
мрежа	network
проект	project
производство	manufacture
производство	production
производство	manufacturing
създаване	create
създаване	creation
изцяло	fully
проф	prof
цвят	color
цвят	colour
владимир	wladimir
владимир	vladimir
промени	changes
промени	change
гола	naked
гола	nude
поле	field
впоследствие	subsequently
области	districts
области	domains
области	areas
позиция	position
професор	professor
селища	villages
селища	settlements
лятото	summer
продължение	extension
продължение	continuation
продължение	sequel
продължение	continued
джеймс	james
титли	titles
описание	description
родена	born
възможност	possibility
възможност	opportunity
разположени	located
разположени	deployed
луций	lucius
километра	kilometers
вилхелм	wilhelm
калифорния	california
зона	zone
зона	area
винаги	always
издание	edition
трети	third
планината	mountain
планината	mount
сгради	buildings
условия	terms
условия	conditions
статут	status
статут	statute
цели	objectives
цели	goals
цели	targets
селище	settlement
тодор	todor
политици	politics
политици	politicians
политици	politician
техните	their
парк	park
тялото	body
пространство	space
актьори	actors
организации	organizations
организации	organisations
песен	song
военна	military
швеция	sweden
йоан	john
клас	class
близост	proximity
близост	closeness
златен	golden
златен	gold
поп	pop
сестра	sister
сестра	nurse
второ	second
земя	earth
земя	land
земя	ground
земи	lands
земи	land
цска	cska
турски	turkish
проблеми	trouble
проблеми	problems
проблеми	issues
европейски	european
случаи	cases
пост	post
пътя	road
процес	process
процес	trial
представител	rep
представител	representative
участието	participation
гай	gaius
гай	guy
местоположение	location
ново	new
списание	magazine
неговия	his
елементи	items
елементи	elements
битка	battle
битка	combat
битка	fight
съдия	judge
съдия	referee
показва	shows
връзки	connections
връзки	relationships
връзки	links
средства	funds
произведения	works
ниво	level
езерото	lake
армията	army
разположена	located
разположена	situated
петров	petrov
месец	month
испански	spanish
развива	develops
украйна	ukraine
убит	murdered
убит	killed
създаден	created
създадена	created
столица	capital
черно	black
децата	children
открива	discovers
царство	kingdom
поет	poet
двойки	couples
двойки	pairs
републикански	republican
успех	success
павел	pavel
брак	marriage
секретар	registrar
секретар	secretary
компания	company
съпругата	wife
представители	reps
представители	representatives
участват	participate
решава	decides
годишна	annual
издаден	issued
тракия	thrace
възможно	possible
висока	high
висока	tall
ширина	latitude
ширина	width
обявява	announces
загора	zagora
източник	source
модел	model
културни	cultural
статистика	statistics
статистика	stats
статистика	statistic
анна	anna
момент	moment
българите	bulgarians
температура	fever
температура	temperature
предлага	proposes
предлага	offers
глава	chapter
глава	head
водата	water
дело	case
отношения	relationships
отношения	relations
отношения	relationship
позволява	allows
медал	medal
въпрос	question
пол	gender
пол	paul
дружество	company
профил	profile
съществуват	exist
сезона	season
сградата	building
значително	substantial
значително	significantly
значително	significant
определя	determines
определя	sets
определя	defines
основан	founded
русе	ruse
кораб	vessel
кораб	ship
кораб	craft
кораб	boat
икономика	economics
икономика	economy
кюстендил	kyustendil
офицер	officer
цялото	whole
теория	theory
общество	society
преброяването	census
дълго	long
райони	regions
райони	districts
райони	areas
езеро	lake
папа	pope
спас	spas
основа	foundation
основа	base
елизабет	elizabeth
елизабет	elisabeth
бивш	former
дума	word
полет	paulette
полет	flight
двама	two
реки	rivers
среда	environment
среда	surroundings
избори	election
избори	elections
общини	municipalities
ясно	clear
ясно	clearly
актриси	actresses
актриси	actress
минути	mins
минути	minutes
паметник	monument
губи	losing
губи	loses
губи	lose
достатъчно	enough
формата	shape
включват	include
включват	includes
уилям	william
белгия	belgium
говори	talk
говори	speak
думи	words
школа	school
епархия	diocese
шест	six
хиляди	thousands
заместник	deputy
гвинея	guinea
такъв	such
храм	shrine
храм	temple
отказва	refuses
отказва	refused
ботев	botev
постепенно	gradual
постепенно	gradually
романи	novels
построена	built
забележителности	landmarks
забележителности	sightseeing
контрол	control
контрол	controls
жан	jean
жан	jeanne
интернет	internet
американска	american
границата	border
римска	roman
океан	ocean
зрители	spectators
зрители	viewers
география	geography
административно	administrative
победи	beat
победи	win
победи	victories
елена	helena
елена	elena
статистиката	statistics
роли	roles
роли	rolls
лудвиг	ludwig
космически	cosmic
представя	presents
сграда	building
македонски	macedonian
виж	see
виж	look
съдържание	content
съдържание	contents
китара	guitar
мъже	men
югославия	yugoslavia
епископ	bishop
северно	north
георгиев	georgiev
музиката	music
острова	island
морски	marine
морски	maritime
морски	nautical
иска	wants
черна	black
високо	high
използвани	used
системата	system
революция	revolution
пример	example
луи	louis
луи	louie
олимпийски	olympic
колумбия	columbia
колумбия	colombia
полски	polish
изпълнява	performs
всъщност	actually
радио	radio
национална	national
политическа	political
сръбски	serb
сръбски	serbian
маса	table
маса	mass
единствено	only
обекти	objects
обекти	subjects
робърт	robert
борба	wrestling
борба	struggle
борба	fighting
борба	fight
направи	make
практика	practice
епоха	era
план	plan
швейцария	switzerland
швейцария	swiss
посолство	embassy
кариерата	quarry
военно	military
средно	average
средно	medium
сериал	series
специално	specifically
специално	specially
специално	special
материали	material
материали	materials
число	number
течение	loop
поема	poem
кораби	boats
кораби	ships
кораби	vessels
берлин	berlin
солун	thessaloniki
герой	hero
целта	target
саксония	saxony
началник	chief
форми	forms
форми	shapes
класиране	ranking
класиране	standings
класиране	classification
класиране	rankings
посока	direction
посока	destination
посока	heading
съответно	accordingly
проекта	project
спорт	sport
спорт	sports
сам	alone
сам	sam
нищо	nothing
стоянов	stoyanov
православна	orthodox
стоян	stojan
приток	influx
играч	player
широко	wide
използван	used
принос	input
принос	contribution
ото	otho
ото	otto
неговият	his
сравнително	comparative
сравнително	comparatively
сравнително	relatively
публикува	publishes
публикува	publish
библиотека	bookcase
библиотека	library
скорост	speed
редовни	regular
редовни	regulars
съветски	soviet
ръководител	supervisor
последен	last
къщи	houses
къщи	homes
руско	russian
южен	southern
южен	south
птици	birds
открити	discovered
енергия	energy
световно	worldwide
световно	global
джордж	george
партии	parties
установява	establishes
открит	discovered
открит	found
виена	vienna
южно	south
училището	school
обект	object
обект	subject
територии	territories
територии	territory
вариант	variant
вариант	option
долна	lower
династия	dynasty
бог	god
телевизия	television
футболен	football
издателство	publisher
издателство	publishing
долината	valley
принцеса	princess
илия	ilya
илия	elijah
илия	elia
илия	ilija
илия	ilia
дете	kid
дете	child
защо	why
граница	border
граница	boundary
граница	limit
граница	frontier
аржентина	argentina
аржентина	argentine
база	base
отделни	separate
годините	years
гол	goal
зад	behind
взема	takes
закон	law
мартин	martin
титла	title
гърци	greeks
никога	never
наречен	called
полуостров	peninsula
константинопол	constantinople
езика	language
обитава	inhabits
френска	french
войници	soldiers
войници	troops
турнир	tournament
международни	international
броя	counting
съюза	union
подобни	similar
последно	last
положение	status
положение	position
положение	situation
лесно	easily
лесно	easy
отряд	squad
селата	villages
твърди	claims
ловеч	lovech
науки	sciences
стойност	value
управлява	runs
управлява	manages
кратко	short
кратко	brief
игра	game
игра	play
свързва	connects
локомотив	locomotive
блок	bloc
блок	block
инструменти	instruments
инструменти	tools
средна	medium
подобно	similar
къща	house
поддържа	maintains
поддържа	supports
обучение	training
обучение	education
обучение	tutorial
плевен	pleven
канал	canal
канал	channel
всяко	every
наука	science
факултет	faculty
кмет	mayor
основен	basic
пари	money
том	tom
семейства	families
зависимост	dependency
зависимост	addiction
зависимост	dependence
рота	rota
рота	company
майор	major
такава	such
относно	about
бан	ban
изтриване	delete
научни	scientific
композитор	composer
йордан	jordan
космос	cosmos
космос	space
определени	defined
определени	determined
структура	structure
манастира	monastery
рано	early
действие	action
гео	geo
отива	goes
скопие	skopje
икономически	economic
икономически	economically
португалия	portugal
дейвид	david
градски	urban
национално	national
счита	considers
кръст	cross
комплекс	complex
дунав	danube
предишна	previous
издадена	issued
съвета	council
полета	fields
полета	flight
чест	honour
чест	honor
час	chas
час	hour
гори	burns
гори	burn
гори	forests
гори	burning
майкъл	michael
индонезия	indonesia
съоръжения	facilities
построен	built
рядко	seldom
рядко	rarely
рядко	rare
търговски	commercial
комисия	commission
комисия	committee
планински	mountain
тяхната	their
християни	christians
учени	scholars
учени	scientists
израел	israel
корея	korea
единица	unit
чета	read
чета	reading
въпроси	issues
въпроси	questions
изпълнение	implementation
изпълнение	performance
изпълнение	execution
минава	passes
флот	navy
флот	fleet
предполага	suggests
герои	heroes
герои	characters
официална	official
официална	formal
компании	companies
възпитаници	alumni
мир	peace
певица	singer
растения	plants
описва	describing
описва	describes
творчество	creativity
продуцент	producer
преименува	rename
принц	prince
стена	wall
разкази	tales
разкази	stories
загуби	loss
загуби	losses
загуби	lost
смисъл	meaning
дълбочина	depth
мадрид	madrid
фронт	front
изследване	survey
изследване	study
изследване	research
изследване	examination
изследване	exploration
организира	organizes
употреба	usage
употреба	use
благоевград	blagoevgrad
национални	national
продукти	product
продукти	products
министерството	ministry
кой	who
техника	technique
стари	old
тема	topic
тема	theme
албания	albania
изкуството	art
добро	good
подкрепа	supporting
подкрепа	support
активно	active
едновременно	simultaneous
едновременно	simultaneously
изключение	exception
реките	rivers
снимки	photos
снимки	pictures
автори	authors
братя	brothers
братя	bros
асен	asen
видео	video
успешно	successful
успешно	successfully
тяло	body
метъл	metal
интерес	interest
коста	costa
коста	kosta
шаблони	templates
операция	operation
операция	surgery
изпраща	sends
трета	third
томас	thomas
срещи	dates
срещи	meetings
срещи	dating
едуард	edward
едуард	eduard
основна	main
основна	basic
програмата	program
материал	material
възстановяване	refund
възстановяване	restore
възстановяване	restoration
възстановяване	recovery
възстановяване	repayment
причини	reasons
причини	causes
кралица	queen
хил	hill
ирландия	ireland
висок	high
висок	tall
крепост	stronghold
крепост	fortress
размери	dimensions
размери	sizes
размери	size
философия	philosophy
обратно	back
сцена	scene
сцена	stage
изглед	views
изглед	view
звезда	star
провинции	provinces
училища	schools
атина	athens
атина	athena
лично	personal
лично	personally
участник	participant
участник	contestant
седем	seven
общност	community
използване	usage
използване	use
проблем	problem
проблем	trouble
технически	technical
технически	technically
полковник	colonel
лица	persons
лица	faces
характер	personality
характер	character
габрово	gabrovo
пропаганда	propaganda
цезар	caesar
цезар	cesar
словения	slovenia
труд	work
труд	labour
труд	labor
наследство	legacy
наследство	inheritance
наследство	heritage
залив	gulf
залив	bay
рода	rhoda
общ	common
общ	total
международен	international
ангел	angel
знаме	flag
знаме	banner
митология	mythology
главата	head
федерация	commonwealth
федерация	federation
методий	methodius
бели	white
настоящ	current
режим	mode
режим	regime
попов	popov
дълги	long
обществото	society
революционна	revolutionary
кипър	cyprus
легенда	legend
източно	east
източно	eastern
сити	city
любов	love
спартак	spartacus
спартак	spartak
одрински	adrianople
методи	methods
галерия	gallery
камък	stone
камък	rock
църкви	churches
древен	ancient
блокиране	blocking
блокиране	block
народни	folk
мюнхен	munich
квартал	neighborhood
квартал	neighbourhood
конго	congo
открито	outdoor
открито	openly
защитата	defense
лекар	physician
лекар	doctor
крепостта	fortress
емил	emile
емил	emil
женен	married
играта	game
промяна	change
собственост	property
собственост	ownership
хенри	henry
етнография	ethnography
кампания	campania
кампания	campaign
жените	women
специални	special
наистина	indeed
наистина	truly
наистина	really
независимост	independence
транспорт	transportation
транспорт	transport
правила	rules
ван	van
линии	lines
омъжена	married
трудно	hard
трудно	difficult
номинация	nomination
средната	median
тяхното	their
изглежда	seems
изглежда	looks
шумен	shumen
шумен	loud
шумен	noisy
корпус	hull
корпус	corpus
корпус	corps
участък	division
участък	precinct
конгрес	congress
конгрес	convention
лице	face
страницата	page
художници	painters
художници	artists
машини	machinery
машини	machines
оръжие	weapons
оръжие	weapon
оръжие	gun
оръжие	arms
нидерландия	netherlands
знае	knows
паша	pasha
паша	grazing
основана	founded
схема	scheme
схема	schematic
гара	station
наречена	called
размер	size
малките	cubs
споменава	mentions
количество	amount
количество	quantity
брега	shore
снимка	picture
снимка	photograph
снимка	photo
басейн	basin
басейн	pool
бас	bass
бял	white
оръдия	cannons
оръдия	cannon
етнически	ethnically
етнически	ethnic
притежава	owns
виктор	viktor
виктор	victor
министерство	ministry
освобождението	liberation
дърво	wood
дърво	tree
граждани	citizens
граждани	nationals
върха	top
поредица	series
поредица	sequence
членовете	members
фаза	phase
високи	high
високи	tall
документи	papers
документи	documents
храна	food
храна	meal
имената	names
вашингтон	washington
глобус	globe
хан	hahn
хан	khan
хан	han
използвана	used
босна	bosnia
библиография	bibliography
бригада	brigade
важни	important
графство	county
графство	shire
изследователи	explorers
изследователи	researchers
цяла	whole
неща	things
неща	stuff
езера	lakes
андрей	andrey
андрей	andrei
принцип	principle
проекти	projects
медицина	medicine
иран	iran
участници	participants
участници	attendees
приятел	friend
войска	troops
наследник	heir
наследник	successor
белград	belgrade
поезия	poetry
бяла	white
функции	function
функции	functions
герб	gerb
герб	crest
герб	emblem
племена	tribes
руска	russian
журналист	journalist
дворец	palace
географски	geographically
географски	geographic
географски	geographical
норвегия	norway
лос	elk
лос	moose
виетнам	vietnam
зала	hall
арабски	arab
арабски	arabic
арабски	arabian
пътища	roads
пътища	routes
пътища	paths
латински	latin
мост	bridge
активност	activity
лейтенант	lieutenant
западно	west
епизод	episode
деление	division
есента	autumn
есента	fall
западните	western
революционери	revolutionaries
перу	peru
фестивал	festival
управител	manager
управител	governor
северен	northern
важна	important
пилот	pilot
играят	playing
двигател	engine
двигател	motor
населени	inhabited
населени	populated
събор	congregation
музиканти	musicians
бизнес	business
орган	authority
орган	organ
дебютира	debuted
постоянно	constantly
убити	murdered
убити	killed
интервю	interview
избрана	chosen
избрана	selected
антон	anton
стар	old
стар	starr
пролетта	spring
планини	mountains
сравнение	comparison
сравнение	compare
бира	beer
художествена	artistic
позиции	positions
позиции	items
сътрудничество	collaboration
сътрудничество	cooperation
щаб	headquarters
ръка	arm
ръка	hand
симеон	simeon
ричард	richard
турци	turks
песните	songs
сливен	sliven
защитава	protects
текстове	texts
текстове	lyrics
седмици	weeks
изградена	built
дадена	given
драма	drama
архитектура	architecture
владетел	ruler
христос	christos
христос	christ
власти	authorities
указ	edict
указ	decree
повод	occasion
хесен	hessen
годишен	annual
тегло	weight
старши	senior
японски	japanese
тома	toma
тома	thomas
местни	local
местни	locals
местни	native
внимание	attention
глас	voice
погребан	buried
луис	lewis
луис	luis
луис	louis
учен	scientist
учен	scholar
оскар	oscar
оскар	oskar
крайбрежие	coastline
крайбрежие	coast
певец	singer
наса	nasa
търговия	commerce
търговия	trading
търговия	trade
кара	kara
кара	drives
кара	cara
мико	miko
турците	turks
дания	denmark
елемент	item
елемент	component
елемент	element
дебют	debut
програми	programmes
програми	programs
конфликт	conflict
запазени	reserved
запазени	preserved
георг	georg
преподава	teaches
мнение	opinion
мнение	comments
мнение	opinions
осем	eight
югоизточна	southeast
югоизточна	southeastern
метод	method
династията	dynasty
институции	institutions
резултати	results
петербург	petersburg
фердинанд	ferdinand
къщата	house
празник	holiday
празник	feast
празник	celebration
княжество	principality
империята	empire
устройство	device
квинт	quintus
консули	consuls
символ	symbol
прекарва	spends
отдел	department
фауна	fauna
млади	young
открита	discovered
свобода	freedom
свобода	liberty
краля	king
изпратен	sent
градовете	towns
градовете	cities
представляват	represent
евро	eur
евро	euros
евро	euro
сирия	syria
обновяване	upgrade
обновяване	update
обновяване	refresh
обновяване	renewal
дял	partition
дял	cut
дял	share
дял	title
самолети	airplanes
самолети	aircraft
самолети	aeroplanes
самолети	planes
никой	nobody
издания	editions
значимост	relevance
значимост	importance
значимост	significance
физика	physics
обхваща	covers
големина	size
историк	historian
парламент	parliament
философ	philosopher
каза	said
обявен	declared
обявен	announced
асоциация	association
музикант	musician
сейнт	saint
такова	such
танзания	tanzania
памет	memory
музикален	musical
археологически	archeological
археологически	archaeological
култури	crops
култури	cultures
пазар	marketplace
пазар	shopping
пазар	market
уеб	web
тайланд	thailand
работил	worked
религия	religion
поход	crusade
хърватия	croatia
банка	bank
експедиция	expedition
херцеговина	herzegovina
станция	station
достъп	access
малайзия	malaysia
родителите	parents
екзархия	exarchate
въоръжени	armed
народи	peoples
народи	nations
бавария	bavaria
идея	idea
мисия	mission
гражданство	nationality
гражданство	citizenship
подготовка	preparation
подготовка	preparing
подготовка	preparations
публий	publius
категории	categories
народ	people
политиката	policy
политиката	politics
отговор	answer
отговор	reply
отговор	response
технологии	technologies
технологии	technology
времена	times
общи	generic
общи	common
общи	general
досега	previously
вещества	substances
основател	founder
поведение	behaviour
поведение	attitude
поведение	behavior
поведение	conduct
енциклопедия	encyclopedia
знак	sign
функция	function
преподавател	lecturer
етап	phase
етап	stage
тодоров	todorov
приет	accepted
приет	adopted
приет	admitted
офицери	officers
ранен	injured
ранен	wounded
десет	ten
михайлов	mikhailov
института	institute
писмо	letter
склонове	slopes
състезания	competitions
състезания	races
състезания	racing
характеристики	characteristics
характеристики	features
зимата	winter
загуба	loss
певци	singers
домакинства	households
кула	tower
видин	vidin
формат	format
анализ	analysis
тим	tim
събира	collects
културно	cultural
културно	culturally
науките	sciences
излъчване	broadcast
излъчване	broadcasting
осигурява	provides
светлина	light
светлина	lamp
залива	gulf
допълнителни	additional
допълнителни	extra
фамилия	surname
органи	authorities
органи	organs
повърхността	surface
обществени	public
стопанство	farm
стопанство	holding
уефа	uefa
юлий	julius
червен	red
затвор	imprisonment
затвор	jail
затвор	prison
пристига	arriving
пристига	arrives
хасково	haskovo
важно	important
намалява	reduces
намалява	decreases
армения	armenia
поети	poets
участия	participations
единици	units
теми	themes
теми	topics
теми	subjects
лидер	leader
търси	search
хилядолетие	millennium
сериозно	serious
сериозно	seriously
включени	included
произвежда	produces
произвежда	manufactures
улица	street
холандия	netherlands
холандия	holland
министри	ministers
арестуван	arrest
арестуван	arrested
седмица	week
изкуства	arts
анджелис	angeles
свободен	free
вокали	vocals
адолф	adolph
адолф	adolphe
адолф	adolf
свързана	related
свързана	connected
свещеник	priest
гласуване	vote
гласуване	voting
дядо	grandpa
дядо	grandfather
природата	nature
виктория	victoria
идеи	ideas
речник	glossary
речник	vocabulary
речник	dictionary
партньор	partner
турнири	tournaments
полза	benefit
йосиф	joseph
йосиф	josef
признава	admits
признава	recognises
признава	acknowledges
