que	že
cada	každého
cada	každé
cada	každá
fútbol	futbalový
fútbol	futbal
fútbol	futbalové
fútbol	futbalový
fútbol	futbal
fútbol	futbalové
equipo	zariadenie
equipo	vybavenie
equipo	zariadenia
equipo	mužstvo
equipo	tím
equipo	tým
equipo	team
norte	norte
norte	severný
norte	severné
norte	severná
norte	sever
norte	severne
norte	severný
norte	severnej
norte	severné
norte	severná
norte	severnom
norte	nord
río	rio
río	riu
río	ria
río	rieke
río	river
río	riečna
río	rieka
río	rieky
méxico	mexiku
méxico	mexico
méxico	mexika
méxico	mexiko
han	maj
han	mať
han	majú
han	han
argentina	argentíne
argentina	argentíny
argentina	argentína
argentina	argentínska
inglés	anglický
inglés	slovensky
inglés	angličtina
inglés	angličtine
inglés	slovenčina
inglés	slovak
nuevo	nová
nuevo	nove
nuevo	nový
nuevo	nové
nuevo	novinka
véase	pozri
véase	vidíš
véase	vidieť
junto	pozdĺž
septiembre	september
septiembre	septembra
septiembre	septembri
octubre	októbra
octubre	október
segunda	segunda
segunda	druhá
segunda	druhé
segunda	druhe
segunda	sekunda
segunda	druhý
discusión	diskusia
discusión	diskutovať
discusión	diskusiu
discusión	diskusie
gobierno	riadenie
gobierno	vládne
gobierno	vláda
gobierno	vlády
gobierno	vlada
condado	county
condado	powiat
final	ukončiť
final	koniec
final	end
final	skončiť
final	finále
final	konečné
final	konečná
final	záverečná
final	konečný
final	záverečné
final	finále
vida	života
vida	life
vida	zivot
vida	život
vida	vida
personas	osobám
personas	osoby
personas	osôb
personas	ludia
personas	ludi
personas	ľudia
personas	ľudí
personas	people
español	španielske
español	španielsky
español	španielčina
español	španielska
centro	centro
centro	centrum
centro	centre
centro	center
centro	stred
centro	centrum
centro	centre
centro	stredisko
centro	stred
julio	julio
julio	julius
julio	júl
julio	júla
hay	sena
hay	seno
lincoln	lincoln
lincoln	lincolna
país	krajine
país	krajiny
país	štát
país	krajina
mientras	kým
web	web
web	webe
web	webová
web	web
web	webe
internacional	internacional
internacional	international
internacional	medzinárodný
internacional	medzinárodná
internacional	medzinárodné
internacional	medzinárodných
santa	svätá
santa	svätý
santa	sväté
santa	svätá
santa	svätý
santa	saint
santa	svätec
santa	santa
antes	skôr
antes	skorší
antes	skoršie
antes	pred
antes	predtym
antes	predtým
oficial	úradný
oficial	oficiálna
oficial	official
oficial	oficiálne
oficial	oficiálny
oficial	úradník
oficial	úradník
oficial	dôstojník
oficial	strážnik
quien	komu
quien	koho
quien	ktorí
quien	kto
mundo	sveta
mundo	svetová
mundo	svete
mundo	svet
mundo	svetom
mundo	world
mundo	mundo
embargo	embargo
tanto	oboje
tanto	obidvaja
tanto	obidve
tanto	obe
tanto	obaja
tanto	obom
mayo	májové
mayo	mája
mayo	môže
mayo	máj
mayo	mayo
algunos	niektorých
algunos	niektore
algunos	niektoré
algunos	niektorý
algunos	niektorí
temporada	sezónneho
temporada	sezónne
temporada	sezóna
temporada	sezóny
temporada	sezónu
mejor	lepšie
mejor	lepší
mejor	lepšia
mejor	radšej
mejor	lepsie
mejor	najlepsie
mejor	najlepšie
mejor	najlepší
mejor	najlepšia
mejor	najlepsi
luego	potom
luego	vtedy
marzo	marec
marzo	marci
marzo	marca
marzo	marcu
marzo	pochod
día	deň
día	dňa
día	den
día	day
siendo	bytia
siendo	byť
siendo	bytosť
madrid	madrid
madrid	liverpool
enero	jan
enero	ján
enero	januára
enero	január
enero	januári
número	číslo
número	pocet
número	cislo
número	počet
número	čislo
agosto	auguste
agosto	august
agosto	augusta
agosto	august
agosto	aug
diciembre	december
diciembre	decembra
diciembre	decembri
diciembre	decembru
artículo	článku
artículo	článok
artículo	položka
artículo	položku
noviembre	novembri
noviembre	november
noviembre	novembra
noviembre	nov
noviembre	november
otro	iný
otro	ďalšie
otro	iná
otro	iné
otro	ostatné
otro	ďalšia
otro	ďalší
otro	iný
estaba	bola
estaba	bol
estaba	bolo
estos	tieto
estos	týchto
estos	títo
abril	apríl
abril	apríla
total	spolu
total	celkom
total	total
total	celkovo
total	celkový
región	kraj
región	regiónu
región	oblasť
región	región
sistema	systém
sistema	systému
sistema	systémy
sistema	sústava
habitantes	obyvatelia
habitantes	obyvateľov
habitantes	obyvateľom
habitantes	obyvatelia
habitantes	obyvateľov
habitantes	obyvateľom
maría	márie
maría	marie
maría	mária
maría	márie
maría	mary
maría	mária
maría	máriu
maría	maria
maría	mária
real	real
real	reálny
real	skutočné
real	skutočná
real	reálne
real	kráľovská
real	royal
real	kráľovský
real	kráľovské
página	stránke
página	strana
página	stránka
página	stránku
esto	to
esto	táto
esto	tento
esto	toto
esto	túto
mundial	celosvetové
mundial	celosvetovo
mundial	celosvetová
mundial	celosvetový
mundial	sveta
mundial	svetová
mundial	svete
mundial	svet
mundial	svetom
mundial	world
mundial	globálny
mundial	globálna
mundial	globálne
música	hudobné
música	hudobná
música	music
música	hudba
música	hudbu
presidente	predsedu
presidente	predsedu
presidente	predseda
presidente	prezidentka
presidente	prezident
presidente	predseda
presidente	prezidenta
casa	house
casa	domček
casa	dom
casa	doma
casa	domov
casa	domáca
casa	domáce
sólo	ibaže
sólo	iba
sólo	len
sólo	jedine
sólo	iba
sólo	práve
sólo	len
sólo	proste
álbum	album
álbum	albumu
debido	splatné
cuenta	gróf
cuenta	počítať
cuenta	spočítať
cuenta	účtom
cuenta	konto
cuenta	ucet
cuenta	účet
cuenta	účte
cuenta	počty
cuenta	počíta
junio	júni
junio	jún
junio	júna
febrero	februára
febrero	február
ella	ella
ella	ona
ella	jej
ella	ju
ella	nej
ella	ňu
pueden	môžu
pueden	mozu
pueden	môže
pueden	can
pueden	moze
varios	rozličné
varios	rôzne
varios	rôzni
varios	rozličné
varios	rôzne
varios	rôznych
varios	viacero
varios	niekoľko
varios	niekoľkých
francia	francúzsko
francia	francúzska
solo	samé
solo	sama
solo	samostatne
solo	sami
solo	sám
solo	solo
solo	sólo
solo	ibaže
solo	iba
solo	len
solo	jedine
solo	iba
solo	práve
solo	len
solo	proste
chile	čilské
chile	chili
chile	čili
chile	čile
chile	chile
tipo	druh
tipo	typu
tipo	typ
tipo	napíšte
tipo	type
obra	práce
obra	dielo
obra	praca
obra	práca
obra	pracovné
iglesia	kostola
iglesia	cirkvi
iglesia	kostol
iglesia	cirkev
película	filmom
película	film
película	filmová
película	filmom
película	filmová
película	film
entonces	potom
entonces	vtedy
banda	band
banda	kapely
banda	pásmo
banda	kapela
banda	banda
banda	gang
cuatro	štyroch
cuatro	štyria
cuatro	štyri
cuatro	štvorka
zona	zóna
zona	oblasť
zona	plocha
zona	oblasti
televisión	tv
televisión	televízie
televisión	televízia
televisión	televízor
televisión	televízne
televisión	televisión
principal	hlavné
principal	hlavná
principal	main
principal	hlavný
principal	hlavny
principal	riaditeľka
principal	riaditeľ
tuvo	malo
tuvo	nemal
tuvo	mali
tuvo	mal
tuvo	mala
carlos	karla
carlos	karl
carlos	charles
carlos	karl
carlos	carl
carlos	carlosa
carlos	carlos
carlos	charlieho
carlos	charlie
carlos	charliemu
otra	ďalšia
otra	ďalší
otra	iný
rey	kral
rey	king
rey	kráľ
rey	kráľa
rey	král
rey	rey
premio	ocenenie
premio	zadanie
hace	robí
hace	robí
km²	km²
edición	upraviť
edición	edícia
edición	vydanie
edición	úprava
tenía	malo
tenía	nemal
tenía	mali
tenía	mal
tenía	mala
premios	odmien
premios	odmeny
premios	ocenenie
premios	awards
premios	ocenenia
premios	ceny
premios	ocenenia
premios	ocenenie
premios	zadanie
sitio	web
sitio	webe
sitio	obliehanie
sitio	stránka
sitio	lokalita
sitio	mieste
sitio	site
sitio	miesto
futbolistas	futbalisti
bien	dobre
bien	dobrá
bien	dobra
bien	dobré
bien	dobrý
bien	nuž
bien	no
bien	fajn
segundo	druhá
segundo	druhé
segundo	druhe
segundo	sekunda
segundo	druhý
mar	mar
mar	morom
mar	morská
mar	more
mar	mori
mar	mora
mar	ocean
mar	oceánu
mar	oceán
poco	malá
poco	málo
poco	malé
poco	malý
poco	maly
orden	objednať
orden	poradie
orden	objednávka
orden	poriadok
estadounidense	američan
estadounidense	american
estadounidense	americké
estadounidense	americká
estadounidense	americký
agua	vody
agua	vodná
agua	voda
agua	vodný
agua	vodné
tierra	zemi
tierra	zeme
tierra	zem
tierra	land
tierra	pozemok
tierra	pôdy
tierra	pozemky
tierra	pôda
tierra	tierra
tierra	pôdu
tierra	pôda
tierra	pôdy
título	názov
título	hlava
título	titul
título	titulok
ellos	nich
ellos	ich
ellos	ne
ellos	oni
ellos	ony
earth	zemi
earth	zeme
earth	zem
están	sú
división	delenie
división	divízia
división	rozdelenie
canción	pesnička
canción	pieseň
canción	skladba
canción	song
fecha	dátumu
fecha	dátum
república	republike
república	republiky
república	republika
trabajo	prácu
trabajo	zamestnanie
trabajo	praca
trabajo	práca
trabajo	práce
trabajo	dielo
trabajo	praca
trabajo	práca
trabajo	pracovné
especie	druhov
especie	druh
especie	druhy
luis	louis
luis	louisom
luis	louie
luis	ludwig
luis	luis
caso	case
caso	prípade
caso	pripad
caso	prípad
caso	kufrík
dentro	dovnútra
dentro	vnútri
obras	funguje
obras	diela
obras	diel
obras	pracuje
obras	prehráva
obras	hrá
color	farebné
color	farebne
color	farba
color	farebný
color	farby
color	farebné
color	farebná
color	farba
color	farebný
color	farby
distrito	okres
distrito	obvod
distrito	okrsok
superficie	povrch
superficie	povrchu
superficie	oblasť
superficie	plocha
superficie	oblasti
copa	copa
copa	šálka
copa	hrnček
copa	pohár
copa	pohára
muchos	mnohé
muchos	mnohí
muchos	veľa
muchos	mnoho
muchos	vela
línea	čiary
línea	riadok
línea	linka
línea	line
línea	čiara
francisco	francisco
francisco	francisca
francisco	františek
francisco	francis
les	les
siguiente	nasledujúci
siguiente	nasledujúci
siguiente	ďalší
siguiente	ďalšie
siguiente	ďalšia
siguiente	budúci
siguiente	ďalej
área	oblasť
área	plocha
área	oblasti
grandes	veľkých
grandes	veľké
grandes	veľkí
grandes	veľká
grandes	veľký
grandes	velke
grandes	velka
grandes	veľký
grandes	big
grandes	veľké
grandes	veľká
grandes	grandes
censo	sčítanie
censo	sčítania
liga	ligu
liga	league
liga	liga
liga	ligy
liga	liga
estas	tieto
estas	týchto
estas	títo
muerte	death
muerte	smrt
muerte	smrť
muerte	úmrtia
muerte	úmrtie
medio	stredne
medio	stredný
medio	stredná
medio	stredné
medio	médium
medio	medio
medio	polovica
medio	polka
medio	polovicu
política	politika
política	politiky
política	politiku
política	politika
política	politiky
política	politike
menos	mínus
menos	menej
menos	menšia
largo	largo
largo	dlhý
largo	dlho
largo	dlhé
largo	long
largo	dlhá
buenos	dobre
buenos	dobrá
buenos	dobra
buenos	dobré
buenos	dobrý
hijo	syna
hijo	syn
hijo	synček
hecho	made
hecho	vyrobený
hecho	vyrobené
hecho	vyrobená
hecho	hotová
hecho	urobené
hecho	hotové
hecho	hotovo
hecho	vykonané
hecho	urobil
hecho	skutočnosť
hecho	fakt
algunas	niektorých
algunas	niektore
algunas	niektoré
algunas	niektorý
algunas	niektorí
carrera	kariéru
carrera	kariéra
carrera	kariéry
carrera	preteky
carrera	závod
carrera	rasy
carrera	rasa
carrera	carrera
poder	moc
poder	napájanie
poder	výkon
poder	power
pueblo	mesto
pueblo	mesta
pueblo	mestečko
pueblo	pueblo
pueblo	ludia
pueblo	ludi
pueblo	ľudia
pueblo	ľudí
pueblo	people
pueblo	dediny
pueblo	dedinka
pueblo	dedine
pueblo	dedina
pueblo	obec
departamento	oddelenie
departamento	byte
departamento	byt
departamento	bytom
departamento	bytu
departamento	apartmán
localidades	reštaurácie
localidades	miest
localidades	miesta
localidades	lokality
localidades	umiestnenia
localidades	miesta
hizo	did
hizo	spravil
hizo	urobila
hizo	urobil
veces	krát
veces	časy
veces	times
reino	kráľovstvo
central	centrálne
central	central
central	centrálna
central	stredná
central	centrálny
todas	all
todas	vsetky
todas	všetky
todas	všetkých
todas	všetci
todas	všetko
york	yorku
york	york
ejemplo	vzorky
ejemplo	vzorku
ejemplo	vzorka
ejemplo	ukážka
ejemplo	príklad
género	žáner
género	pohlavia
género	pohlavie
padre	otče
padre	otec
padre	otca
isbn	isbn
campo	vidiek
campo	pole
campo	tábora
campo	camp
campo	tábor
campo	campo
isla	ostrove
isla	ostrov
isla	isla
hacer	vyrobiť
hacer	make
hacer	urobiť
hacer	aby
hacer	tvorby
hacer	robenie
misma	rovnaká
misma	rovnaké
misma	rovnaký
misma	rovnako
ante	ante
conocido	známi
conocido	známe
conocido	známa
conocido	známym
conocido	známy
conocido	známu
conocido	známy
conocido	známeho
http	http
países	krajinách
países	krajín
países	štáty
países	krajiny
frente	front
frente	predné
frente	predný
frente	predná
frente	čela
frente	čelo
frente	čelom
frente	čelo
antonio	anthony
antonio	tony
antonio	tonyho
antonio	antonius
antonio	antonia
antonio	antonio
director	riaditeľka
director	réžia
director	riaditeľ
días	dní
días	dňoch
días	dni
días	days
española	španielske
española	španielsky
española	španielčina
española	španielska
partir	odchýliť
versión	verzia
versión	verziu
varias	viacero
varias	niekoľko
varias	niekoľkých
varias	rôzni
varias	rozličné
varias	rôzne
varias	rôznych
actual	súčasné
actual	aktuálna
actual	súčasný
actual	aktuálne
actual	aktuálny
momento	načasovanie
momento	časovanie
momento	okamih
momento	moment
momento	chvíľka
momento	chvíľa
lista	pripravený
lista	pripravená
lista	pripravené
lista	pripravení
lista	zoznam
lista	zoznamu
jpg	jpg
densidad	hustotu
densidad	hustota
densidad	hustoty
campeonato	majstrovstvá
tarde	neskorý
tarde	neskoro
tarde	oneskorené
tarde	neskoré
tarde	večer
tarde	večerný
tarde	večerné
tarde	večerná
tarde	poobede
tarde	popoludní
tarde	popoludnie
tienen	maj
tienen	mať
tienen	majú
ejército	armáda
ejército	vojsko
ejército	vojenský
ejército	vojenské
ejército	armáda
ejército	armády
ejército	vojsko
ejército	army
porque	lebo
porque	pretože
porque	pretoze
estación	stanica
estación	stanici
estación	stanicu
observatorio	observatórium
aires	záležitosti
aires	aires
actualmente	momentálne
desarrollo	rozvoj
desarrollo	vývoj
escuela	škôl
escuela	školy
escuela	skola
escuela	školy
escuela	školu
escuela	školské
escuela	škola
programa	programe
programa	program
programa	programu
programa	program
programa	programe
información	info
información	informácie
información	informovanie
información	informácie
información	informácia
importante	dôležití
importante	dôležitá
importante	dôležité
importante	dolezite
importante	dôležitý
último	posledným
último	posledný
último	naposledy
último	posledná
último	posledné
último	najnovšie
último	posledné
último	najnovší
canciones	pesničky
canciones	piesne
canciones	skladby
canciones	piesní
uso	využívanie
uso	využitie
uso	používanie
uso	použitie
uso	používať
uso	použiť
uso	použite
uso	používanie
uso	použitie
juegos	gaming
juegos	hranie
juegos	zápasy
juegos	hry
juegos	hier
localidad	lokalita
localidad	lokalitu
localidad	lokalite
localidad	lokality
base	základ
base	základňa
base	založiť
punto	punto
punto	dot
punto	bodka
punto	bod
posición	poloha
posición	postavenie
posición	pozícia
alemania	nemecko
alemania	wehrmacht
ubicación	umiestnenie
ubicación	umiestňovanie
ubicación	umiestnenia
ubicación	umiestnenie
ubicación	miesto
ubicación	umiestnenia
ubicación	poloha
ubicación	lokalita
partidos	zápasy
partidos	zhody
partidos	zhoda
partidos	zápalky
grupos	skupinách
grupos	skupín
grupos	skupiny
john	ján
john	john
miembros	členstvo
miembros	členstvo
miembros	členstva
miembros	poslanci
miembros	členovia
miembros	členov
pedro	pedro
pedro	petrom
pedro	peter
pedro	petra
capital	kapitál
primeros	skoro
primeros	skor
primeros	skorej
primeros	skoré
primeros	začiatky
primeros	prvý
primeros	prvy
primeros	najprv
primeros	prva
primeros	prvé
primeros	prvá
teatro	divadla
teatro	divadlo
teatro	divadla
teatro	divadlo
cualquier	akékoľvek
cualquier	akýkoľvek
cualquier	akýchkoľvek
datos	dát
datos	data
datos	dáta
datos	údaje
manera	spôsob
manera	cesta
laboratorio	laboratórium
laboratorio	laboratória
laboratorio	laboratórne
laboratorio	laboratóriá
laboratorio	laboratórium
socorro	úľavy
socorro	oslobodenie
libro	kniha
libro	knižku
libro	rezervovať
libro	knihu
estudios	štúdiá
estudios	štúdium
estudios	štúdie
diferentes	iný
diferentes	rozdielne
diferentes	rôzne
diferentes	iná
barcelona	barcelona
nivel	level
nivel	úrovne
nivel	úroveň
nivel	hladina
nivel	úrovni
llamado	volal
llamado	vola
mayoría	väčšina
mayoría	väčšinu
unión	union
unión	únie
unión	únia
unión	zbližovanie
unión	spájanie
unión	väzba
unión	unión
edad	age
edad	veku
edad	vek
artículos	články
artículos	článkov
artículos	predmety
artículos	položky
artículos	položiek
juego	gaming
juego	hranie
juego	zápas
juego	game
juego	hra
juego	hazard
arte	umenia
arte	umení
arte	umenie
arte	art
arte	umenie
arte	predlohu
arte	grafika
especies	druhov
especies	druh
especies	druhy
europa	európa
europa	európy
europa	európu
europa	európe
europa	europe
europa	europa
estilo	štýl
estilo	style
estilo	štýl
estilo	styling
cine	kino
cine	kine
cine	filmom
cine	film
cine	filmová
cine	filmy
cine	kinách
cine	filmy
cine	filmov
cine	filmom
cine	filmová
cine	film
proyecto	projekt
proyecto	projektu
proyecto	projektové
proyecto	project
center	centrum
center	centre
center	center
center	stred
selección	výber
costa	costa
costa	pobrežie
costa	pobrežie
equipos	zariadenie
equipos	vybavenie
equipos	zariadenia
equipos	vybavenie
equipos	tímov
equipos	tímy
origen	pôvod
origen	zdrojový
origen	zdroj
origen	pôvod
código	kód
código	kod
museo	múzeum
museo	múzea
puntos	bodky
puntos	body
puntos	bodov
perú	perú
perú	peru
militar	armáda
militar	vojsko
militar	vojenský
militar	vojenské
américa	amerika
américa	amerike
américa	ameriky
américa	ameriku
américa	américa
américa	ameriky
ubicado	umiestnený
ubicado	umiestnená
ubicado	umiestnené
producción	výstup
producción	produkcia
producción	výstupný
producción	produkciu
producción	výroby
producción	výroba
producción	produkcia
italia	italia
italia	taliansko
italia	talianska
manuel	manuel
manuel	manny
manuel	emmanuel
tener	so
tener	maj
tener	mať
tener	majú
wikipedia	wikipédia
plantas	rastlín
plantas	rastliny
plantas	rastliny
plantas	závod
plantas	rastlina
plantas	rastlín
comenzó	začali
comenzó	začalo
comenzó	začal
comenzó	začala
comenzó	začal
comenzó	začalo
comenzó	začali
comenzó	začala
debe	musi
debe	muštu
debe	musia
debe	musí
debe	mušt
siempre	always
siempre	vzdy
siempre	vždy
siempre	furt
metros	metrov
metros	metre
metros	meter
metros	merač
metros	metrov
metros	metre
oro	zlaté
oro	golden
oro	zlatá
oro	zlato
oro	zlate
oro	zlatá
oro	gold
oro	zlata
posteriormente	následne
posteriormente	neskor
posteriormente	neskôr
posteriormente	neskoršie
casi	skoro
casi	takmer
casi	takmer
construcción	budovanie
construcción	stavanie
construcción	budova
construcción	budovy
construcción	konštrukcia
construcción	výstavba
construcción	stavba
construcción	stavebníctvo
local	lokálny
local	miestna
local	miestne
local	lokálna
local	miestny
local	lokálne
francés	francúz
francés	francúzske
francés	francúzština
francés	francúzsky
francés	francúz
francés	francúzska
cultura	kultúru
cultura	kultúry
cultura	kultúra
cultura	kultúrna
cultura	kultúrny
cultura	kultúrne
santiago	james
santiago	jakub
santiago	santiago
cerca	zatvoriť
cerca	uzavrieť
cerca	zavrieť
cerca	blízko
cerca	nablízku
cerca	neďaleko
cerca	blízke
estudio	štúdia
estudio	štúdium
estudio	študijné
estudio	štúdie
estudio	štúdia
estudio	studio
estudio	štúdio
principales	hlavné
principales	hlavná
principales	main
principales	hlavný
principales	hlavny
usuario	užívateľ
usuario	užívateľa
usuario	používateľa
usuario	užívateľské
usuario	používateľ
com	kom
com	com
finalmente	konecne
finalmente	konečne
cinco	five
cinco	päť
cinco	päťka
cinco	piati
anterior	skôr
anterior	skorší
anterior	skoršie
anterior	predošlý
anterior	predchádzajúci
anterior	predošlé
anterior	predchádzajúca
anterior	predchádzajúce
cargo	nákladu
cargo	náklad
cargo	nabiť
cargo	poplatok
batalla	bitka
batalla	súboj
derecho	správne
derecho	spravne
derecho	vpravo
derecho	právo
derecho	sprava
derecho	právo
derecho	zákon
imagen	image
imagen	obrázok
imagen	obraz
gracias	dakujem
gracias	ďakujeme
gracias	diki
gracias	dik
gracias	diky
gracias	vdaka
kitt	kitt
puerto	puerto
puerto	prístavu
puerto	prístav
puerto	port
puerto	prístav
puerto	harbour
puerto	prístavu
puerto	prístavné
torneo	turnaj
mucho	veľa
mucho	ovela
social	sociálne
social	spoločenské
social	sociálny
social	sociálna
social	spoločenský
millones	miliónov
millones	milióna
millones	milión
millones	milióny
millones	miliónov
millones	milióny
comunidad	spoločenstva
comunidad	spoločenstvo
comunidad	komunita
fin	ukončiť
fin	koniec
fin	end
fin	skončiť
fin	fin
fin	plutvy
acuerdo	dohoda
acuerdo	dohodou
acuerdo	usporiadanie
lado	strana
lado	bočný
lado	side
colombia	kolumbia
colombia	columbia
colombia	kolumbijská
colombia	kolumbie
colombia	kolumbii
colombia	kolumbia
servicio	obsluha
servicio	služba
servicio	servis
servicio	doručovanie
servicio	služby
rock	skala
rock	kameň
rock	skaly
rock	rock
político	politik
político	politická
político	politické
político	politického
político	politický
películas	filmy
películas	filmov
películas	filmy
ver	pozri
ver	vidíš
ver	vidieť
ver	výhľad
ver	zobraziť
ver	pohľad
ver	zobrazenie
fuera	vonku
fuera	vonka
fuera	mimo
fuera	vonku
fuera	von
fuera	out
pesar	ľútosť
pesar	ľutovať
mediante	skrze
mediante	skrz
mediante	prostredníctvom
mediante	cez
popular	populárny
popular	obľúbené
popular	populárne
popular	populárna
muchas	mnohé
muchas	mnohí
muchas	veľa
muchas	mnoho
muchas	vela
hoy	dneska
hoy	dnešok
hoy	today
hoy	dnes
hoy	dnešné
tal	tal
tal	takéto
tal	takáto
tal	takých
tal	také
alto	alto
alto	high
alto	vysoko
alto	vysoká
alto	vysoký
alto	vysoké
alto	zastaviť
