din	od
moldova	moldavija
atunci	potom
atunci	onda
atunci	tada
atunci	zatim
aceste	ove
secolul	vijek
una	jedan
una	jedna
aceasta	ove
life	život
reședință	boravka
orașul	grad
tot	all
tot	svi
tot	sve
tot	ipak
chiar	čak
făcut	made
făcut	napravio
făcut	napravljena
făcut	napravljen
făcut	napravila
cunoscute	poznat
cunoscute	poznato
cunoscute	poznata
cunoscute	poznate
film	film
film	film
vorbitori	govornika
vorbitori	govornici
date	datira
date	datuma
date	datumi
date	podatak
trebuie	moraju
trebuie	mora
cunoscută	poznat
cunoscută	poznato
cunoscută	poznata
cunoscută	poznate
decât	nego
aici	tu
aici	ovde
aici	ovdje
mari	velikih
mari	veliki
mari	mari
zile	dana
față	ispred
față	front
față	licem
față	suočavaju
față	suočiti
față	lice
față	face
club	kluba
componente	komponente
ulterior	naknadno
est	istok
est	est
nou	novi
ales	odabrane
ales	izabrao
ales	izabranim
numai	samo
ioan	john
ioan	ioan
ion	ion
rusă	ruski
isbn	isbn
populația	populacija
doi	dva
același	ista
același	isti
același	isto
membru	član
membru	članica
dată	datum
numit	nazvana
numit	nazvane
numit	nazvan
numit	proglašen
numit	nazvana
numit	zvao
numit	nazvan
numit	pozvala
descrisă	opisala
descrisă	opisane
descrisă	opisan
descrisă	opisao
oficial	zvanična
oficial	zvaničnik
oficial	zvanične
oficial	zvanični
oficial	službeni
oficial	zvanicno
oficial	službeno
oficial	zvanično
nici	ni
nici	niti
nici	niti
împotriva	protiv
deși	iako
deși	iako
saint	sveti
saint	saint
împreună	zajedno
specia	vrsta
vest	zapadu
vest	zapad
vest	zapadu
vest	zapadna
vest	zapadnim
vest	zapadne
vest	zapadni
italia	italia
italia	italija
puțin	malu
puțin	malo
puțin	mali
puțin	mala
încă	ipak
descoperit	otkriveni
descoperit	otkrivene
descoperit	otkrivena
descoperit	otkriven
descoperit	otkrio
descoperit	otkrili
înainte	napred
înainte	naprijed
înainte	pre
înainte	prije
lemn	drva
lemn	drvo
noi	novi
nicolae	nicholas
națională	nacionalni
națională	nacionalna
subspecii	podvrsta
statele	države
statele	država
roman	rimski
roman	rimsko
roman	roman
roman	roman
drept	pravo
mod	modu
mod	mode
mod	mod
american	američki
american	amerikanac
fiecare	svaki
fiecare	svaki
fiecare	svaka
prezent	prisutan
casa	kuća
acestea	ove
printre	među
categorie	kategoriju
categorie	kategorija
text	tekst
text	text
bine	dobro
bine	dobar
bine	dobre
bine	ok
http	http
site	sajtu
site	sajt
articole	članaka
articole	članci
articole	predmeta
articole	predmete
articole	stavke
articole	predmeti
alexandru	alexandru
alexandru	aleksandar
alexandru	alexander
unele	neki
milioane	milion
milioane	milioni
milioane	milione
apă	voda
doua	dva
ori	ori
țară	zemlja
sate	sela
sate	selima
târziu	kasni
târziu	kasno
istoria	historija
maria	marija
maria	maria
cunoscut	poznat
cunoscut	poznato
cunoscut	poznata
cunoscut	poznate
patru	četiri
republica	republika
râul	rijeka
formată	formirane
formată	formirana
paris	pariz
gheorghe	gheorghe
gheorghe	george
tip	tip
tip	tip
tip	type
premiul	nagrada
premiul	nagrade
putea	može
persoane	osobe
persoane	narod
constantin	konstantin
etc	etc
etc	itd
exemplu	primjer
descriere	caption
descriere	opis
george	george
articol	članak
născut	born
născut	rođen
născut	rođena
născut	rođeni
numărul	broj
comitatul	županija
comitatul	okrug
harta	karta
john	john
jos	down
jos	oboren
jos	dole
marea	moru
marea	more
deoarece	jer
aproape	skoro
scris	pisani
scris	napisano
scris	zapisano
scris	napisao
scris	pisan
scris	pisao
raport	izveštaj
raport	izvještaj
echipa	odred
echipa	tim
echipa	ekipa
diferite	drugačija
diferite	drugačije
diferite	različita
diferite	različito
diferite	različiti
diferite	različitih
baza	baza
special	posebna
special	specijalno
special	specijalni
valea	dolina
comune	zajedničke
ele	oni
stadium	stadion
svg	svg
zona	zona
zona	zonu
dat	dat
slovenia	slovenija
americii	amerika
satului	selo
împărat	imperator
resedinta	boravka
viața	život
bun	dobro
bun	dobar
bun	dobre
cet	cet
format	formirane
format	formirana
format	formatu
format	formata
format	format
primit	primio
primit	dobio
primit	dobila
președinte	predsjednik
președinte	predsjedavajući
lângă	blizu
oameni	narod
istoric	historijsko
istoric	historijski
istoric	istorijski
istoric	istoričar
istoric	historičar
istoric	historijska
istoric	historijsko
istoric	historijski
istoric	historija
suprafață	površine
suprafață	površina
europa	evropa
universitatea	univerzitet
team	tim
team	ekipa
copii	deca
copii	djeca
copii	djece
copii	djecu
copii	djeca
aproximativ	približnu
aproximativ	približno
aproximativ	približno
lucru	stvar
lucru	rad
cazul	slučaj
români	rumunski
români	rumuni
folosit	korištene
folosit	koristi
folosit	korišteno
folosit	korišten
orice	bilo
orice	išta
clubnat	clubnat
ibn	ibn
mihai	mihai
mihai	michael
acum	sada
acum	now
acum	sad
recensământul	popis
centrul	centar
centrul	centar
reprezintă	predstavlja
reprezintă	predstavljaju
san	san
teritoriul	teritorije
teritoriul	teritorija
van	van
ungaria	mađarska
număr	broj
cauza	prouzrokovati
cauza	uzrok
bulgaria	bugarska
engleză	engleski
serie	serija
serie	seriji
sua	usa
vechi	stare
vechi	stara
vechi	staro
vechi	stari
reședința	boravka
munții	planine
munții	planina
limbi	jezici
limbi	jezike
fel	vrsta
fel	vrste
fel	nekako
apelor	vodama
fotbal	nogomet
fotbal	fudbal
fotbal	nogomet
fotbal	fudbala
fotbal	fudbalu
fotbal	football
fotbal	fudbal
regele	king
regele	kralj
fiul	sin
anterior	prethodno
anterior	prethodna
anterior	prethodnim
anterior	prethodni
anterior	prethodno
anterior	prethodnom
anterior	prethodne
nouă	novi
nouă	devet
evoluția	evolucija
viteză	brzina
paul	paul
palomar	palomar
orașe	gradovi
institutul	institut
institutul	institutu
institutul	zavod
satele	sela
satele	selima
lansat	objavljeni
lansat	pušten
lansat	pušteni
lansat	pokrenula
lansat	pokrenut
lansat	lansirana
lansat	pokrenuta
istorice	historijska
istorice	historijsko
istorice	historijski
trecut	prošlost
articolul	članak
mulți	mnoge
mulți	mnogi
viață	život
informații	informacija
titlu	headline
titlu	titula
goluri	ciljevi
titlul	titula
album	album
york	jork
york	york
york	yorka
von	von
pagina	page
pagina	stranica
imperiul	carstvo
moartea	smrt
fața	licem
fața	suočavaju
fața	suočiti
fața	lice
fața	face
armata	vojska
armata	armija
formă	oblik
formă	formi
formă	oblik
formă	formirati
formă	forma
formă	formi
formă	formiraju
color	boja
color	boji
color	boje
color	boju
color	boja
german	njemački
ștefan	stephen
ștefan	stefan
rolul	uloga
mică	male
mică	mali
mică	mica
des	des
des	često
transilvania	transilvanije
epocă	berbe
începând	počevši
începând	polazna
începând	počev
începând	počinje
începând	počinju
principal	glavne
principal	glavna
principal	glavno
principal	glavni
forma	oblik
forma	formi
forma	oblik
forma	formirati
forma	forma
forma	formi
forma	formiraju
mici	male
mici	mali
astăzi	danas
robert	robert
eliberare	puštanje
eliberare	oslobađanje
eliberare	oslobodilački
eliberare	oslobođenje
european	evropljanin
european	evropski
mic	male
mic	mali
mic	malu
mic	malo
mic	mali
mic	mala
mic	mic
minore	manja
câștigat	osvojen
câștigat	pobijedio
câștigat	pobijedila
câștigat	osvojena
câștigat	pobjedio
gen	spol
gen	žanru
gen	genus
gen	gen
com	com
importante	važnom
importante	važna
importante	važno
importante	bitan
importante	važnih
importante	bitno
der	der
aur	zlato
luat	odveden
luat	uzeo
luat	donesena
murit	poginuo
murit	umro
murit	umrlo
murit	umrla
germană	njemački
orbită	orbitu
orbită	orbiti
rotație	rotacija
pol	pol
pol	poi
pol	pol
lume	world
lume	svjetski
lume	svijet
local	lokalno
local	lokalnom
local	lokalni
fapt	činjenica
anglia	engleska
politică	politika
politică	politika
devine	postaje
devine	devine
revista	magazin
asta	ove
asta	toga
vasile	vasile
vasile	basile
profesor	profesor
profesor	nastavnik
profesor	učitelj
planetelor	planete
planetelor	planeta
cinci	pet
acolo	tu
acolo	tamo
lumea	world
lumea	svjetski
lumea	svijet
muzică	muzika
situat	lociran
situat	smještena
țara	zemlja
vol	vol
etnică	etnički
etnică	etnička
centru	centar
centru	centar
alt	alt
istorie	historija
austria	austrija
districtul	okrug
altitudine	visini
altitudine	visina
regatul	kraljevina
regatul	kraljevstvo
conține	sadrži
activitatea	aktivnost
sultan	sultan
inițial	prvobitno
inițial	isprva
inițial	prvobitno
inițial	početni
artă	art
artă	umjetnost
numeroase	brojne
numeroase	brojni
body	tijela
body	tijelo
body	tijelu
body	telo
imagini	slike
imagini	pictures
imagini	slike
rusia	rusija
spune	kažu
domeniul	domen
școala	škola
polonia	poljska
succes	uspjeh
provincie	pokrajina
studii	proučiti
studii	studija
studii	proučavanja
studii	studijama
studii	proučavanja
studii	studije
inclusiv	uključujući
primar	gradonačelnik
primar	primarna
primar	primarni
francez	francuza
francez	francuz
francez	francuski
privind	posmatra
privind	posmatranje
privind	posmatrao
scriitor	pisac
jean	jean
sistemul	sistem
începe	početak
începe	start
începe	početka
ziua	dan
sur	sur
single	single
urmat	praćen
urmat	slijede
urmat	slijedili
războiul	rat
războiul	ratu
world	world
world	svjetski
world	svijet
xix	xix
internațional	međunarodno
internațional	međunarodni
internațional	international
franceză	francuski
pare	izgleda
william	william
william	vilim
ministru	ministar
important	važnom
important	važna
important	važno
important	bitan
important	važnih
important	bitno
familie	porodica
familie	porodično
politic	politički
politic	politička
politic	politički
chișinău	chișinău
țări	zemljama
țări	zemlje
funcția	funkcija
jpl	jpl
lucrări	radovi
lucrări	funkcioniše
lucrări	radi
publicat	objavljenog
publicat	objavljen
publicat	objavljene
publicat	objavljeni
publicat	objavljena
mircea	mircea
curs	kurs
probabil	vjerovatno
considerat	smatran
sistem	sistem
politice	politička
politice	politički
sudul	južni
sudul	jug
vreme	vremenska
autor	autor
mediu	okruženju
mediu	okoliš
mediu	sredina
mediu	okolina
mediu	okruženje
mediu	prosječno
mediu	prosječne
mediu	prosječnom
mediu	prosjek
mediu	medium
mediu	srednji
mediu	srednjim
mediu	srednje
mediu	srednja
prea	također
prea	takođe
prea	too
dezambiguizare	čvor
spania	španija
funcție	funkcija
categoria	kategoriju
categoria	kategorija
nivel	nivo
web	web
top	top
mihail	mihail
mihail	michael
biserică	crkva
realizat	shvatio
realizat	ostvarili
realizat	ostvareni
realizat	dostignuti
realizat	ostvarena
cartea	knjiga
filme	filmovi
filme	filmova
filme	filmovi
filme	filmova
noua	novi
căsătorit	udata
căsătorit	oženjen
căsătorit	oženio
png	png
muzeul	muzej
city	grad
afluent	pritoka
construit	sagrađena
construit	izgrađena
construit	izgrađeno
construit	izgradio
odată	jednom
luptă	bitka
luptă	borba
unit	ujedinjene
unit	united
unit	ujedinjena
unit	ujedinjeni
luni	meseci
luni	mjesecima
luni	ponedjeljak
jucat	igrala
jucat	odigrana
jucat	igrao
jucat	svirao
jucat	odigrano
jucat	odigrali
zone	područja
zone	oblasti
radio	radio
romano	romano
istorică	historijsko
istorică	historijski
istorică	istorijski
istorică	historijska
istorică	historijsko
istorică	historijski
deja	već
monument	spomenik
europene	evropljanin
europene	evropski
dreapta	pravo
dreapta	desno
moment	trenutak
moment	momenat
moment	moment
componenta	komponenta
cantonul	kanton
vârsta	uzrast
vârsta	godište
vârsta	doba
vârsta	age
vârsta	starost
km²	km²
toți	all
toți	svi
toți	sve
bază	baza
ultima	last
ultima	poslednji
ultima	poslednja
ultima	posljednja
ultima	zadnja
ultima	posljednji
origine	porijekla
origine	porijeklo
recensământ	popis
actor	glumac
literatură	književnost
anderson	anderson
veche	stare
veche	stara
veche	staro
veche	stari
timișoara	temišvar
les	les
participat	učestvovalo
participat	učestvovali
participat	učestvovao
participat	učestvovala
guvernul	vlast
estul	istok
total	ukupno
total	potpuno
japonia	japan
sibiu	sibiu
petru	peter
petru	petar
conte	računaju
conte	grof
conte	broji
conte	conte
alba	alba
bavaria	bavarska
roma	rim
roma	roma
roma	rome
roma	romi
roma	romska
specii	vrsta
cupa	kup
bătălia	bitka
ceva	nešto
membri	članovi
calitate	kvalitet
calitate	kvaliteta
scrie	pisu
scrie	napiši
scrie	pišu
euro	euro
uniunii	savez
uniunii	unija
uniunii	union
scurt	kratko
scurt	kratko
mama	mama
mama	majka
creat	kreirana
creat	stvoreno
creat	stvorena
creat	stvoren
creat	stvorio
campionatul	championship
campionatul	šampionat
campionatul	prvenstvo
del	del
locuri	mesta
locuri	mjesta
locuri	mjesta
mănăstirea	samostan
america	amerika
produs	proizveo
produs	proizvela
produs	proizvod
produs	produkt
ultimul	last
ultimul	poslednji
ultimul	poslednja
ultimul	posljednja
ultimul	zadnja
ultimul	posljednji
președintele	predsjednik
andrei	andrey
andrei	andrej
andrei	andrei
radu	radu
brazilia	brazil
james	james
declarat	proglašeno
declarat	proglašeni
declarat	proglasile
declarat	proglasio
surse	izvori
surse	izvora
obicei	habitus
compania	kompanija
etnic	etnički
etnic	etnička
echipe	timovi
echipe	ekipe
sezonul	sezona
central	central
central	centralni
central	centralna
dan	dan
dan	den
unii	neki
liga	liga
liga	liga
rol	uloga
loire	loara
india	indija
construită	sagrađena
construită	izgrađena
construită	izgrađeno
construită	izgradio
construită	konstruisana
uniunea	savez
uniunea	unija
uniunea	union
obținut	ostvarili
obținut	ostvareni
obținut	dostignuti
cărți	karte
cărți	knjige
cărți	knjiga
opera	opera
rock	rok
rock	rock
zonă	zona
zonă	zonu
stil	stil
stil	style
pus	stavi
pus	stavila
pus	staviti
pus	stavio
pus	stavljen
video	video
teatru	theater
teatru	pozorište
teatru	pozorište
ziarul	novine
www	www
militară	vojska
post	post
românesc	rumunski
plus	plus
richard	ričard
richard	richard
china	kina
codul	kod
administrația	uprava
administrația	administracija
fiica	ćerka
fiica	kćerka
scopul	nišani
scopul	svrha
scopul	gol
scopul	cilj
situată	smještena
grupul	grupa
victor	viktor
victor	victor
michael	michael
londra	london
insula	ostrvo
poziția	pozicija
poziția	položaj
charles	charles
albumul	album
diverse	različite
diverse	različita
diverse	razni
diverse	razne
diverse	raznim
diverse	raznih
diverse	razni
intrat	ušla
intrat	ušli
intrat	ušao
șase	šest
director	režiser
director	direktor
director	direktorij
website	web
militar	vojska
originală	originalni
originală	originalna
originală	prvobitni
originală	originalne
originală	original
state	države
state	država
state	država
pop	pop
azi	danas
uneori	ponekad
university	univerzitet
cultural	kulturna
cultural	kulturno
cultural	kulturni
cultural	kulturnih
trimis	poslata
trimis	poslali
trimis	poslao
trimis	poslan
bar	bar
henric	henri
henric	henry
folosite	korištene
folosite	koristi
folosite	korišteno
folosite	korišten
jumătate	polovina
jumătate	polovinu
jumătate	pola
capitala	kapital
fizice	fizički
fizice	fizičko
fizice	fizičke
mexico	meksiko
activitate	aktivnost
mesa	meša
sfântul	sveti
sfântul	saint
soția	supruga
soția	žena
metri	metara
metri	metara
imperiului	carstvo
centrală	central
centrală	centralni
centrală	centralna
vii	vii
singur	sami
singur	sama
singur	single
singur	lonely
singur	usamljeni
public	javni
public	javnost
public	javna
public	javno
public	javno
nevoie	treba
nevoie	potrebni
nevoie	potrebno
nevoie	potrebna
nevoie	potreban
nevoie	potrebne
oamenii	ljudi
oamenii	narod
caz	slučaj
televiziune	televizija
curtea	sud
probleme	nevolje
probleme	problemi
publice	javni
publice	javnost
publice	javna
publice	javno
regia	usmjeren
regia	režija
regia	režirao
plan	plan
naturale	prirodno
facultatea	fakultet
facultatea	koledž
facultatea	fakultet
facultatea	fakulteta
pământ	zemlja
pământ	land
pământ	kopnena
pământ	zemlja
viena	beč
houten	houten
principale	glavne
principale	glavna
principale	glavno
principale	glavni
prim	prim
arte	umjetnost
alți	ostala
alți	ostale
alți	drugim
alți	drugi
seria	serija
seria	seriji
dezvoltarea	razvoj
dezvoltarea	razvijao
dezvoltarea	razvija
direct	pravo
direct	direktni
direct	direktna
direct	direktan
direct	direktno
șef	načelnik
șef	glavni
șef	šef
palatul	palata
palatul	palača
termenul	mandat
termenul	izraz
termenul	termin
altele	ostala
altele	ostale
altele	drugim
altele	drugi
altele	ostali
altele	drugi
carte	knjiga
auto	auto
africa	afrika
religie	religija
minor	manja
conducerea	menadžment
conducerea	vodstvo
conducerea	vođstvo
asia	azija
final	kraj
final	finale
final	završni
final	konačni
adus	donijeli
adus	doveden
adus	donijela
adus	donio
următoarea	sljedeći
următoarea	narednu
următoarea	sledeći
următoarea	slijedeći
părți	dijela
părți	dijelovi
părți	delovi
părți	dijelove
părți	stranaka
părți	stranke
fratele	brat
membrii	članovi
acord	sporazum
ambele	oboje
teatrul	theater
teatrul	pozorište
teatrul	pozorište
stânga	lijevo
catolici	katolici
press	press
press	štampa
traducere	prevođenje
ludovic	louis
dumnezeu	allah
dumnezeu	allaha
dumnezeu	allahu
dumnezeu	bog
momentul	trenutak
momentul	momenat
momentul	moment
drumul	put
evenimente	događaja
evenimente	događaji
evenimente	dešavanja
district	okrug
und	und
luna	luna
luna	mjesec
luna	moon
luna	mjesec
publică	javni
publică	javnost
publică	javna
publică	javno
arad	arad
poet	pjesnik
peter	peter
peter	petar
victoria	viktorija
victoria	victoria
fondat	osnovana
fondat	osnovan
fondat	utemeljena
fondat	osnovano
sovietică	sovjetski
nivelul	nivo
rus	ruski
rus	rus
poartă	kapije
poartă	gate
poartă	kapiji
poartă	kapija
poartă	kapiju
poartă	nose
martin	martin
observatorul	opservatorija
observatorul	posmatrač
europeană	evropljanin
europeană	evropski
adrian	adrian
https	https
continuat	nastavljena
continuat	nastavila
continuat	nastavljen
continuat	nastavio
pas	korak
spus	rekli
spus	rekao
united	ujedinjene
united	united
united	ujedinjena
united	ujedinjeni
păianjeni	pauci
biserici	crkava
berlin	berlin
proiectului	projekt
proiectului	projekat
lumina	svjetlost
haute	haute
elemente	predmeta
elemente	predmete
elemente	stavke
elemente	predmeti
elemente	elemenata
elemente	elementima
elemente	elementa
elemente	elemente
elemente	elementi
piatră	stone
piatră	kamen
piatră	kameno
piatră	kameni
piatră	rok
piatră	rock
produse	proizvod
produse	produkt
produse	proizvodi
romania	rumunija
thomas	thomas
piese	dijela
piese	dijelovi
piese	delovi
piese	dijelove
piața	tržište
piața	tržišta
găsit	našla
găsit	pronađen
găsit	pronađena
găsit	pronašli
găsit	pronašao
găsit	utvrdila
muzica	muzika
folosită	korištene
folosită	koristi
folosită	korišteno
folosită	korišten
casă	kuća
casă	dom
casă	home
afaceri	poslovni
afaceri	poslovanje
vestul	zapadu
vestul	zapad
legătură	veza
legătură	link
grecia	grčka
liber	free
înseamnă	znači
pagini	stranica
pagini	listovi
national	nacionalni
national	nacionalna
moscova	moskva
comunist	komunistička
comunist	komunistički
britanic	britanski
britanic	britansko
britanic	britanska
britanic	britanske
britanic	britanci
linia	linija
medie	prosječno
medie	prosječne
medie	prosječnom
medie	prosjek
medie	medium
medie	srednji
medie	srednjim
medie	srednje
medie	srednja
medie	mean
sovietice	sovjetski
puterea	snage
puterea	snaga
puterea	power
puterea	vlast
puternic	jaka
puternic	jaki
puternic	moćna
puternic	moćan
oficială	zvanična
oficială	zvaničnik
oficială	zvanične
oficială	zvanični
oficială	službeni
pierdut	izgubljeni
pierdut	izgubila
pierdut	izgubljena
pierdut	izgubili
pierdut	izgubio
colspan	colspan
afara	izvan
afara	iz
afara	out
cariera	karijeru
cariera	karijere
cariera	karijera
germani	nijemci
rezultat	rezultat
structura	struktura
structura	strukturi
structura	strukture
rândul	redom
nordul	sjever
nordul	sjeverna
nordul	sjeverni
ușor	lak
ușor	lako
ușor	lahko
ușor	polahko
putere	snage
putere	snaga
putere	power
putere	vlast
anumite	određenim
anumite	određene
adevărul	istina
xviii	xviii
black	crni
black	crna
ediția	izdanje
castelul	dvorac
fiu	sin
naturală	prirodno
consiliului	vijeće
importantă	važnom
importantă	važna
importantă	važno
importantă	bitan
importantă	važnih
importantă	bitno
cetatea	tvrđava
poltava	poltava
suprafața	površine
suprafața	površina
premii	nagrade
premii	nagrade
puncte	tačaka
puncte	tačke
puncte	tačaka
prințul	princ
prințul	prince
meteorologie	meteorologija
lungime	dužina
social	socijalno
social	društvena
social	društvene
social	društvenu
social	socijalna
rapid	brzo
rapid	brzo
rapid	brza
rapid	brz
rapid	brzi
generalul	general
femei	žene
international	međunarodno
international	međunarodni
international	international
descrierea	opis
școală	škola
original	originalni
original	originalna
original	prvobitni
original	originalne
original	original
șapte	sedam
plante	biljke
kiev	kijev
ediție	izdanje
hidrologie	hidrologija
locale	lokalnom
locale	lokalni
ocupat	zaposlen
ocupat	zauzeta
ocupat	zauzet
ocupat	okupirale
ocupat	okupirana
ocupat	okupirali
ocupat	okupirala
adesea	često
volumul	volumen
louis	louis
australia	australija
continuă	nastavljaju
referințe	reference
online	online
media	media
media	mediji
efectuat	izvela
efectuat	nastupao
efectuat	izvedena
efectuat	izvodili
permite	dozvoliti
permite	omogućile
permite	dozvoljavaju
permite	dopusti
nimic	ništa
consiliul	vijeće
încercat	pokušao
literară	književni
literară	književna
simplu	jednostavna
simplu	jednostavne
simplu	jednostavan
simplu	jednostavni
simplu	jednostavnih
simplu	jednostavno
imediat	odmah
canada	kanada
punctul	tačka
wilhelm	william
wilhelm	vilim
wilhelm	wilhelm
sociale	društvena
sociale	društvene
sociale	društvenu
sociale	socijalna
grigore	gregory
științifică	naučna
științifică	naučne
științifică	naučno
planet	planeta
deasupra	iznad
joseph	joseph
arheologice	arheološka
arheologice	arheološki
arheologice	arheološko
case	slučaj
art	art
art	umjetnost
stabilit	ustanovljen
stabilit	uspostavljena
stabilit	ustanovljene
stabilit	ustanovljena
politician	političar
scurtă	kratko
scurtă	kratko
ortodoxă	pravoslavna
ortodoxă	pravoslavni
detalii	opširnije
detalii	detalje
detalii	detalji
detalii	detalj
trupele	trupe
internet	internet
real	real
real	pravi
urss	sssr
cultura	kultura
romanul	roman
problema	problem
volume	tomova
americană	američki
americană	amerikanac
țările	zemljama
țările	zemlje
mesaj	poruka
hartă	karta
internațională	međunarodno
internațională	međunarodni
internațională	international
ciuda	inat
academia	akademija
legate	povezano
legate	povezani
legate	povezane
legate	povezana
legate	vezani
legate	vezane
persoană	osoba
persoană	osobe
complet	završeno
complet	potpuna
complet	kompletna
complet	kompletan
complet	potpuno
complet	sasvim
major	major
totală	ukupno
cultură	kultura
obiective	ciljevi
obiective	ciljevi
obiective	mete
actriță	glumica
măsură	mjera
măsură	mjeri
existat	postojala
existat	postojalo
existat	postojao
existat	postojale
abu	ebu
abu	abu
catolică	katolici
catolică	katolički
catolică	katolička
catolică	katolik
deschis	otvorene
deschis	otvorena
deschis	otvoren
deschis	otvoreno
deschis	open
joc	igra
stare	status
stare	država
stare	uslovom
stare	uslov
stare	stanje
ferdinand	ferdinand
fizică	fizika
fizică	fizički
fizică	fizičko
fizică	fizičke
man	muškarac
procesul	proces
procesul	suđenje
unități	jedinice
unități	jedinica
cale	put
cale	cale
rămâne	ostaci
rămâne	ostaje
rămâne	ostaje
ministerul	ministarstvo
clasa	predavanje
lipsa	nedostatak
proiect	projekt
proiect	projekat
formează	dial
fotbalist	nogometaš
fotbalist	fudbaler
santa	santa
administrativ	upravna
devenind	postaju
devenind	postavši
pune	stavi
pune	stavila
pune	staviti
pune	stavio
pune	stavljen
naștere	rođenja
naștere	rodila
calea	put
stadion	stadion
departe	away
departe	daleko
semnat	potpisan
greacă	grčki
roșu	crvena
articolele	članaka
articolele	članci
lupta	bori
lupta	borba
neamț	neamț
văzut	vidjeli
văzut	viđena
văzut	vidio
văzut	viđen
văzut	vidio
niciodată	nikad
epoca	epohe
epoca	epoha
greco	grčko
economice	ekonomske
economice	ekonomska
economice	ekonomski
otoman	osmanski
împăratul	imperator
divizia	diviziji
divizia	podjela
divizia	divizija
metal	metal
monumente	spomenika
monumente	spomenici
muhammad	muhammed
dezvoltare	razvoj
cursul	kurs
construcție	izgradnja
construcție	građevinarstvo
construcție	građevinski
alb	bijela
alb	bijeli
bulgari	bugari
bulgari	bugarski
verde	zelena
urmează	povode
urmează	slijede
urmează	slijedi
maghiari	mađari
debit	protoka
debit	protok
debit	flow
debit	strujanje
debit	teku
hunedoara	hunedoara
arată	pokazuje
arată	show
arată	emisiju
arată	nastup
arată	šou
arată	sou
acțiune	akcija
saxonia	saksonija
include	uključuju
include	uključiti
include	obuhvaća
include	obuhvata
include	uključuje
obține	get
league	liga
