oli	vardı
all	aşağıya
all	aşağıdan
all	altında
all	altinda
all	altına
väga	cok
väga	çok
juba	çoktan
juba	zaten
juba	şimdiden
nsv	sovyetler
nsv	sovyet
nsv	ssr
neid	bunlar
neid	bunları
neid	şunlar
neid	onlar
neid	onları
kõik	herkese
kõik	herkes
kõik	herkez
kõik	herşey
kõik	herşeyi
kõik	hersey
kõik	all
kõik	hepsini
kõik	tamamı
kõik	hepsi
kõik	tümü
kõik	herkeze
kõik	herkese
kõik	herkes
kõik	herkez
nime	adınız
nime	isim
nime	ad
nime	adın
nime	adı
poliitik	siyasetçi
poliitik	politikacı
ainult	yalnızca
ainult	sadece
sest	cünkü
sest	çünkü
pilt	fotoğraf
pilt	resim
pilt	resmi
pilt	görsel
pilt	resim
pilt	görüntü
pilt	imaj
nõukogude	sovyetler
nõukogude	sovyet
kuna	cünkü
kuna	çünkü
põhja	kuzey
põhja	kuzeyde
põhja	north
põhja	kuzeye
põhja	kuzey
kell	saat
kell	saate
läbi	aracılığıyla
läbi	yoluyla
läbi	geçerek
mitte	olmaz
mitte	değil
tänav	sokak
tänav	cadde
tänav	street
jaanuar	ocak
sajandi	yüzyıl
sajandi	asır
kokku	toplam
alla	down
alla	aşağıya
alla	aşağı
alla	alla
seal	orada
seal	orda
kogu	koleksiyon
kogu	toplama
kogu	koleksiyonu
prantsuse	fransızlar
prantsuse	fransız
prantsuse	fransızca
tagasi	geri
tagasi	arka
veebruar	şubat
enne	alamet
enne	önceki
enne	önceden
enne	önce
enne	öncesi
enne	öncesinde
lääne	west
lääne	batıya
lääne	batı
lääne	batıda
lääne	batılı
lääne	western
lääne	batı
lõpetas	mezun
juuli	temmuz
mai	may
mai	mayis
mai	mayıs
mai	mai
itaalia	italya
itaalia	italyanca
itaalia	italyan
näitleja	artist
näitleja	aktris
näitleja	oyuncu
näitleja	aktör
näitleja	oyuncu
liige	üye
suur	geniş
suur	büyük
suur	big
suur	buyuk
suur	büyük
suur	kocaman
juuni	june
juuni	haziran
palju	birçok
palju	çok
palju	lut
märts	mart
märts	marş
märts	yürüyüş
september	eylül
korda	tekrar
kirjanik	yazar
teda	onu
teda	onun
teda	onu
lõuna	öğle
lõuna	yemek
lõuna	güney
lõuna	güneyli
lõuna	güney
lõuna	güneye
valla	tekli
valla	single
valla	tek
valla	bekar
ühe	biri
ühe	bir
oktoober	ekim
iii	iii
töötas	çalışmış
töötas	çalıştı
aprill	nişan
aprill	nisan
karl	karl
uus	yeni
poola	polonyalı
poola	lehçe
poola	polonya
saksamaa	almanya
detsember	aralık
november	kasım
rooma	rome
rooma	roma
teine	ikinci
teine	ikincisi
president	başkan
president	cumhurbaşkanı
president	baskan
kuningas	kral
kuningas	king
iga	her
iga	herhangi
iga	iga
iga	herbiri
kirik	church
kirik	kiliseye
kirik	kilise
maa	maa
maa	earth
maa	toprak
maa	dünya
maa	yeryüzü
maa	toprak
maa	arsa
maa	arazi
maa	kara
maa	land
tee	cay
tee	çay
tee	karayolu
tee	yol
võimalik	muhtemelen
võimalik	muhtemel
võimalik	muhtemel
võimalik	mümkün
võimalik	olası
klubi	klüp
klubi	club
klubi	kulüp
klubi	kulübü
kuigi	gerçi
kuigi	gerçi
maailma	world
maailma	dünya
maailma	dunya
mõis	konak
mõis	malikane
mõis	köşk
mõis	malikanesi
jäi	kaldım
jäi	kaldı
koduleht	site
võitis	kazanılan
võitis	kazandı
võitis	won
rohkem	daha
rohkem	devamı
rohkem	more
tavaliselt	genellikle
tavaliselt	genelde
tavaliselt	normalde
kolm	üç
kolm	three
siiski	ancak
seotud	ilişkili
seotud	bağlanmış
seotud	bağlı
seotud	berabere
seotud	bağlantılı
seotud	akraba
seotud	ilgili
seotud	ilişkili
seotud	alakalı
seotud	bağlantılı
seotud	bağlı
seotud	bağlandı
seotud	bağlanmış
tuleb	geliyor
tuleb	geliyorum
tuntud	bilinir
tuntud	bilinen
tuli	ateşle
tuli	ateş
tuli	yangın
tuli	ates
vana	eski
vana	yaşlı
vana	old
vana	ihtiyar
seejärel	öyleyse
seejärel	ozaman
seejärel	sonra
seejärel	akabinde
isa	baba
isa	baba
ida	doğulu
ida	doğu
ida	doğuya
ida	doğu
ida	doğuda
ida	ida
nimi	adınız
nimi	isim
nimi	ad
nimi	adın
nimi	adı
peamiselt	öncelikle
peamiselt	çoğunlukla
peamiselt	genellikle
mõisa	emlak
mõisa	gayrimenkul
õppis	öğrendim
õppis	öğrendi
õppis	öğrenmiş
suri	öldü
suri	öldüm
keel	dil
keel	dile
keel	dili
keel	lisan
suure	geniş
suure	büyük
suure	big
suure	buyuk
suure	büyük
suure	kocaman
suure	harika
sama	aynısından
sama	aynen
sama	ayni
sama	aynı
sama	aynısı
järv	gol
järv	lake
järv	göl
järv	gölü
andis	vermiş
andis	verdi
prantsusmaa	fransa
prantsusmaa	france
jalgpallur	futbolcu
eriti	özellikle
eriti	bilhassa
eriti	özellikle
eriti	özelliklede
eriti	bilhassa
elu	life
elu	hayat
elu	yaşam
elu	ömür
läti	letonya
taani	danimarka
taani	danimarkalı
taani	poğaça
taani	danimarka
poeg	oğul
poeg	evlat
poeg	oğlum
jaan	jaan
ümber	çevresinde
ümber	çevrede
ümber	etrafta
ümber	etrafında
ise	kendiniz
ise	kendin
ise	kendini
väike	ufak
väike	küçük
väike	kucuk
väike	minik
väike	küçük
väike	az
kuulub	aittir
kuulub	ait
kuulus	meşhur
kuulus	ünlü
kuulus	aitti
osales	katıldı
osales	katıldığı
osales	katılan
norra	norveçli
norra	norveç
friedrich	friedrich
friedrich	frederick
koht	yer
pärnu	pärnu
arv	rakam
arv	numara
arv	numarası
arv	sayı
külas	köyü
külas	köy
külas	ziyaret
külas	ziyareti
sündis	doğan
sündis	doğuştan
sündis	doğdu
sündis	doğmuş
sündis	doğdum
hakkas	başladık
hakkas	başladı
hakkas	başladım
paul	paul
john	john
john	yahya
laulja	şarkıcı
laulja	singer
isbn	isbn
hispaania	ispanya
hispaania	ispanyollar
hispaania	ispanyol
hispaania	ispanyolca
johannes	johannes
new	yeni
kreeka	yunanlı
kreeka	yunan
kreeka	yunanca
kreeka	yunanistan
päritolu	köken
päritolu	kökeni
päritolu	köken
päritolu	kökeni
johann	johann
edasi	ileri
edasi	öne
edasi	ileriye
edasi	devamı
edasi	ileri
edasi	ileriye
kiriku	church
kiriku	kiliseye
kiriku	kilise
briti	britanya
briti	ingiliz
briti	ingilizler
püha	kutsal
püha	mukaddes
ukraina	ukrayna
võttis	aldı
keele	dil
keele	dili
keele	dil
keele	dile
keele	dili
keele	lisan
der	der
loend	liste
loend	listesi
loend	listeyi
mail	postalar
mail	mail
mail	posta
austria	avusturyalı
austria	avusturya
õpetaja	hocam
õpetaja	usta
õpetaja	üstad
õpetaja	hocam
õpetaja	öğretmen
õpetaja	öğretmenim
õpetaja	hoca
surma	olum
surma	ölüm
surma	death
tänapäeval	şimdilerde
tänapäeval	günümüzde
tänapäeval	bugünlerde
keskus	merkezi
keskus	merkez
keskus	center
keskus	orta
keskus	merkezi
keskus	merkez
keskus	orta
keskus	centre
varem	önceden
vaadatud	revize
vaadatud	görüntülenen
jõgi	nehri
jõgi	river
jõgi	nehir
jõgi	irmak
poole	poole
viis	five
viis	beş
aleksander	aleksander
aleksander	iskender
aleksander	alexander
pool	yarı
pool	yari
pool	yarı
pool	yarısı
pool	yarim
pool	yarım
leedu	litvanya
kelle	kimin
moskva	moskova
mõned	bazı
mõned	bazıları
mõned	bazılarını
mõned	kimisi
jaapani	japonya
jaapani	japonlar
jaapani	japon
jaapani	japonca
seas	arasında
sageli	sıklıkla
sageli	sıkça
sageli	sıklıkla
sageli	sıkça
ette	öne
ette	cephe
ette	ön
ette	önceden
ette	avans
hiina	çin
hiina	prc
hiina	çinliler
hiina	çinli
hiina	çince
sel	sel
raamat	kitap
ungari	macaristan
ungari	macar
ungari	macaristan
siin	burada
siin	burda
ilma	olmadan
ilma	onsuz
esimees	başkan
esimees	baskan
alustas	başladık
alustas	başladı
alustas	başladım
riik	ülke
riik	vatan
riik	state
riik	eyalet
riik	devlet
perekond	ailesi
perekond	family
perekond	aile
ilmus	göründü
lähedal	yakın
lähedal	kapat
lähedal	yakına
lähedal	yakin
lähedal	yakın
lähedal	yakınında
lähedal	yakınındaki
lähedal	yakındaki
lähedal	yakınlardaki
lähedal	yakınında
lähedal	yakınlarda
lähedal	yakın
isegi	bile
isegi	hatta
kuidas	nasil
kuidas	nası
kuidas	nasıl
enamasti	çoğunlukla
enamasti	genellikle
suurbritannia	britanya
sajand	yüzyıl
sajand	asır
anti	karşıtı
anti	anti
elas	yaşamış
elas	yaşadı
elas	yaşardı
jääb	kalıntıları
jääb	kalıntılar
jääb	kalır
jääb	kalacak
neil	neil
saar	adası
saar	ada
saar	saar
helilooja	besteci
helilooja	düzenleyici
saa	al
saa	alın
heinrich	heinrich
riia	riga
jüri	george
jüri	yorgo
pindala	bölge
pindala	alanı
pindala	alan
kasutatud	kullanılan
kasutatud	kullanılmış
kasutatud	kullanıldı
kasutatud	kullanılır
teised	diger
teised	diğerleri
teised	diğerlerini
teised	başkaları
pikkus	uzunluğu
pikkus	boyu
pikkus	uzunlukta
pikkus	uzunluk
teada	bilinir
teada	bilinen
sealhulgas	dahil
robert	robert
aega	zaman
aega	vakit
aega	süre
aega	time
tähendab	anlamı
tähendab	demek
ema	anne
ema	mama
ema	anam
ema	anne
ema	annem
ema	anne
ema	annesi
ema	ana
postimees	postacı
akadeemia	akademi
akadeemia	akademisi
akadeemia	akademide
peeter	peter
peeter	peeter
aja	zaman
aja	vakit
aja	süre
aja	time
viljandi	viljandi
mitu	birkaç
mitu	birkaçı
mitu	çoklu
valmis	hazır
valmis	hazırız
valmis	hazırım
valmis	hazir
nõukogu	konsey
nõukogu	konseyi
und	rüya
liiga	league
liiga	birlik
liiga	lig
liiga	ligi
http	http
artikkel	yazı
artikkel	madde
artikkel	makale
muusika	music
muusika	müzik
viimane	sonuncusu
viimane	last
viimane	sonuncu
viimane	son
meie	bizim
mil	mil
nikolai	nikolai
nikolai	nicholas
nikolai	nikolay
sõna	kelime
sõna	laf
sõna	kelimesi
sõna	söz
sõna	sözcük
maha	down
maha	aşağıya
maha	aşağı
for	icin
for	için
antud	verildi
antud	verilmiş
antud	verilen
valitsus	devlet
valitsus	hükümet
kuuluvad	ait
hea	güzel
hea	iyi
võimu	power
võimu	güç
järve	gol
järve	lake
järve	göl
järve	gölü
saada	gönderin
saada	gönder
paljud	birçok
liit	sendika
liit	birlik
liit	birliği
liit	ittifak
algas	başladık
algas	başladı
algas	başladım
meetrit	metre
meetrit	metre
maria	maria
lõpuks	nihayet
lõpuks	sonunda
hoone	inşaat
hoone	bina
hoone	inşa
neli	four
neli	dört
wilhelm	wilhelm
klassi	sınıf
klassi	ders
klassi	klas
ees	öne
ees	cephe
ees	ön
ees	ileri
asula	yerleşim
moodustati	oluştu
moodustati	oluşturulmuş
sõda	savaş
sõda	war
sõda	savas
georg	georg
eduard	eduard
viru	viru
martin	martin
lipp	bayrağı
lipp	bayrak
midagi	hiçbirşey
midagi	birşeyler
midagi	birşey
raamatukogu	kütüphane
raamatukogu	kütüphanesi
päeva	günler
päeva	günlerden
päeva	günleri
päeva	günlerce
päeva	gündüz
päeva	gun
päeva	gün
ajalugu	tarihi
ajalugu	geçmiş
ajalugu	tarih
töö	eyüp
töö	iş
töö	çalış
töö	çalışma
töö	iş
töö	çalışmak
paavst	papa
paavst	pope
otto	otto
ajakirjanik	gazeteci
ajakirjanik	muhabir
ajakirjanik	gazeteci
ajakirjanik	muhabir
abikaasa	eş
abikaasa	eşini
abikaasa	eşi
abikaasa	kocası
abikaasa	kocacığım
abikaasa	koca
https	https
hollandi	hollandalı
ordu	düzen
ordu	emir
ordu	sipariş
mängis	oynadı
hans	hans
tehtud	yapılmış
tehtud	yapıldı
tehtud	bitti
tehtud	yapıldı
peaaegu	nerdeyse
peaaegu	neredeyse
peaaegu	nerdeyse
peaaegu	neredeyse
kooli	okula
kooli	okulumuz
kooli	okulu
kooli	okul
kooli	school
san	san
juhataja	yöneticisi
juhataja	menajer
juhataja	müdür
juhataja	yönetici
nüüd	şimdi
nüüd	simdi
inimesed	insanlar
inimesed	halk
inimesed	kişiler
inimesed	insanlar
inimesed	millet
abiellus	evli
abiellus	evlendi
taas	yine
taas	gene
taas	yeniden
taas	tekrar
vähem	az
tööd	çalış
tööd	çalışma
tööd	iş
tööd	çalışmak
asuvad	bulunan
anna	anna
anna	ver
anna	verin
loodud	yaratılmış
loodud	oluşturuldu
loodud	yaratıldı
loodud	yarattı
loodud	oluşturulan
ala	ala
ala	site
ala	sitede
ala	bölge
ala	alanı
ala	alan
gustav	gustav
kirjutas	yazdı
minu	benim
minu	mine
minu	benimki
teatud	belli
sissekanne	giriş
sissekanne	girdi
keiser	imparator
aafrika	afrika
aafrika	afrika
aafrika	afrikalı
ametlik	resmî
ametlik	official
ametlik	resmi
ametlik	resmi
oja	brook
oja	dere
oja	creek
oja	akış
oja	irmak
oja	akım
oja	akımı
oja	dere
miljonit	milyon
armee	ordu
aeg	zaman
aeg	vakit
aeg	süre
aeg	time
teatas	duyuruldu
teatas	açıklandı
teatas	duyurdu
väed	birlikler
väed	askerler
meetri	metre
meetri	metre
meetri	metre
annab	verir
annab	veriyor
kanada	kanada
kanada	kanadalı
loodi	yaratılmış
loodi	oluşturuldu
loodi	yaratıldı
loodi	yarattı
loodi	oluşturulan
mõju	çarpışma
mõju	etki
mõju	etkisi
mõju	çarpma
mõju	darbe
mõju	etki
mõju	nüfuz
mõju	etkisi
mõju	etkileri
mõju	efekt
mõju	etkiler
mõju	efekt
mõju	etki
mõju	etkisi
david	davud
david	davut
david	david
arutelu	tartışma
arutelu	münazara
arutelu	tartışma
arutelu	müzakere
eri	emi
eri	eri
kesk	merkezi
kesk	merkez
tütar	kızı
tütar	kızım
tütar	kizi
jne	vb
valge	white
valge	beyaz
richard	richard
kunstnik	ressam
kunstnik	ressam
kunstnik	sanatçı
kunstnik	artist
avati	açıldı
avati	açılan
avati	açtı
avati	açılmış
pea	baş
pea	kafası
pea	kafa
rahvusvaheline	international
rahvusvaheline	yurtdışı
rahvusvaheline	uluslararası
charles	charles
michael	michael
inimene	kişi
inimene	şahıs
inimene	kişiye
inimene	insan
inimene	kisi
inimene	insani
inimene	insan
ülem	şef
ülem	reis
ilmunud	göründü
vladimir	vladimir
maja	house
maja	ev
balti	baltık
austraalia	avustralyalı
austraalia	avusturalya
austraalia	avustralya
des	des
ülikool	üniversite
ülikool	university
ülikool	üniversitesi
võru	bileklik
võru	bilezik
võru	yaka
võru	yakası
võru	tasma
mitme	çoklu
mitme	multi
levinud	yayıldı
levinud	yay
tihti	sıklıkla
tihti	sıkça
tihti	sıklıkla
tihti	sıkça
säilinud	tutulan
säilinud	korunmuş
säilinud	muhafaza
kalmistu	mezarlık
kalmistu	mezarlıkta
kalmistu	mezarlığı
algselt	başlangıçta
algselt	aslen
algselt	başlangıçta
tegevus	eylem
tegevus	motor
tegevus	aksiyon
tegevus	faaliyetler
tegevus	etkinlikler
tegevus	faaliyetleri
tegevus	aktiviteler
tegevus	etkinlik
tegevus	faaliyet
tegevus	aktivite
tegevus	hareketler
tegevus	aktiviteler
muu	diğer
muu	diğeri
muu	öteki
muu	diger
ehitatud	inşa
kuhu	nereye
kuhu	nerde
kuhu	nere
kuhu	nerede
autor	yazar
autor	yazarı
carl	carl
inglismaa	ingiltere
filmi	film
filmi	sinema
filmi	filim
filmi	film
ladina	latince
ladina	latin
sisaldab	içeren
sisaldab	içerdiği
sisaldab	içerir
sisaldab	içeriyor
uuesti	yine
uuesti	gene
uuesti	yeniden
uuesti	tekrar
peter	peter
george	george
george	yorgo
professor	profesör
alati	daima
alati	herzaman
alati	hep
kaotas	kaybolmuş
kaotas	kayıp
kaotas	kaybettim
kaotas	lost
kaotas	kaybettik
film	film
film	sinema
film	filim
film	film
osas	kısım
osas	parçası
osas	bölüm
osas	part
osas	kısmen
kool	okula
kool	okulumuz
kool	okulu
kool	okul
kool	school
finaal	final
finaal	finali
finaal	finaller
finaal	finalleri
finaal	final
nimetatud	adında
jean	jean
andres	andres
enamik	çoğu
enamik	çogu
william	william
luuletaja	şair
parim	best
james	james
rajoon	bölüm
rajoon	division
rajoon	bölünme
rajoon	ilçesi
rajoon	bölge
rajoon	semt
rajoon	bahşı
rajoon	ilçe
eraldi	ayrı
eraldi	ayırın
eraldi	ayri
mitmed	birkaç
mitmed	birkaçı
surnud	rahmetli
surnud	vefat
surnud	merhum
surnud	ölmüş
surnud	ölüler
surnud	öldü
surnud	ölü
surnud	dead
juht	sürücüsü
juht	sürücü
juht	şoför
juht	şöför
juht	önder
juht	lider
juht	lideri
elab	yaşar
elab	hayatlar
keda	kimler
keda	who
keda	kim
türgi	turkey
türgi	türkiye
türgi	turkiye
türgi	türk
türgi	türkçe
rein	ren
maarja	meryem
maarja	mary
maarja	maarja
vaja	ihtiyaç
vaja	gerekliydi
vaja	lazımdı
vaja	ihtiyaç
vaja	lazım
vaja	ihtiyacım
vaja	gerek
raamatu	kitap
pikk	uzun
pikk	long
klass	sınıf
klass	ders
klass	klas
vend	kardeş
vend	kardeşim
vend	birader
vend	kardes
vend	abi
süsteemi	sistem
süsteemi	sistemi
mõlemad	ikisi
mõlemad	darısı
mõlemad	ikiside
aleksandr	iskender
aleksandr	alexander
päeval	gündüz
kõrgus	irtifa
kõrgus	yükseklik
kõrgus	yükselme
kõrgus	yükseliş
kõrgus	yükseklik
kõrgus	boy
kõrgus	yüksekliği
kõrgus	yükseklik
kõrgus	boyu
center	merkezi
center	merkez
center	center
center	orta
oluline	önemlidir
oluline	onemli
oluline	önemli
laul	song
laul	sarki
laul	şarkı
lihtsalt	sadece
lihtsalt	just
muusik	müzisyen
kogudus	cemaat
õigeusu	ortodoks
ajaloo	tarihi
ajaloo	geçmiş
ajaloo	tarih
kuu	ay
kuu	moon
kuu	ay
kuu	aylık
juhan	juhan
van	van
van	minibüs
van	kamyonet
album	albüm
vaba	bedava
vaba	özgür
vaba	free
vaba	ücretsiz
vaba	serbest
ernst	ernst
kunagi	asla
kunagi	hic
kunagi	hiç
kunagi	hic
kunagi	hiç
muud	diğer
muud	diğeri
muud	öteki
muud	diger
muud	ilerlemiş
muud	ileri
muud	gelişmiş
muud	diger
muud	diğerleri
muud	diğerlerini
muud	başkaları
hertsog	dük
hertsog	duke
india	yerli
india	kızılderili
india	hintli
india	hint
india	hindistan
india	hint
louis	louis
brasiilia	brezilya
brasiilia	brezilyalı
brasiilia	brezilya
estonia	estonya
kaitse	koru
kaitse	koruyun
kaitse	korumak
kaitse	koruma
kaitse	korunmak
kaitse	korunma
kaitse	defans
kaitse	savunma
kaitse	defans
kaitse	savunma
kaitse	savunması
keskmine	ortası
keskmine	orta
keskmine	ortalama
keskmine	medyum
keskmine	ortam
keskmine	orta
keskmine	medyan
erinevad	farklı
erinevad	farkli
erinevad	değişik
mängu	oyun
mängu	maç
thomas	thomas
tegelikult	aslinda
tegelikult	aslında
kõrge	high
kõrge	yükseklerde
kõrge	çak
kõrge	yükseğe
kõrge	yüksek
arhitekt	mimar
kasutab	kullandığı
kasutab	kullanıyor
kasutab	kullanılıyor
kasvab	büyüyen
kasvab	büyüme
kasvab	büyüyor
kasvab	büyümek
kasvab	büyümek
kasvab	büyür
kasvab	büyü
kasvab	büyür
kasvab	büyüyor
võimaldab	sağlar
võimaldab	sağlar
teooria	teorisi
teooria	kuramı
teooria	teori
piirkond	bölge
piirkond	bölgede
piirkond	bölgesi
piirkond	bölge
piirkond	alanı
piirkond	alan
leitud	bulunmuş
leitud	bulundu
leitud	buldum
liikmed	üye
liikmed	üyeler
liikmed	üyeleri
kolmas	üçüncüsü
kolmas	üçüncü
mart	mart
keha	ceset
keha	vücut
keha	beden
tulemused	sonuçlar
tulemused	sonuçları
tulemused	sonuç
täielikult	tamamen
täielikult	tamamiyle
täielikult	tamamıyla
täielikult	tamamen
raudtee	demiryolu
raudtee	demiryolu
raudtee	demiryolu
anda	ver
anda	verin
saint	aziz
saint	azize
saint	saint
leida	bulmak
leida	bulun
leida	bul
tänapäeva	modern
tänapäeva	çağdaş
tänapäeva	çağdaş
algab	başlar
algab	başlıyor
algab	başlar
algab	başlıyor
hulk	hulk
kasutades	kullanıyor
kasutades	kullanımı
kasutades	kullanmak
kasutades	kullanma
kasutades	kullanarak
vapp	cesur
vapp	amblemi
lavastaja	direktör
lavastaja	müdür
lavastaja	yönetmen
lavastaja	yönetici
jäänud	kaldı
jäänud	kalan
idas	doğuya
idas	doğu
idas	doğuda
kiiresti	hızlı
kiiresti	hizli
kiiresti	çabuk
kiiresti	çabucak
mingi	ming
abielus	evli
abielus	evlendi
valgevene	rusya
valgevene	belarus
mõeldud	amaçlı
mõeldud	niyet
otsustas	karar
jan	jan
jan	ocak
jaani	jaani
kirjandus	edebi
kirjandus	edebiyat
kirjandus	edebiyatı
kirjandus	edebiyat
mõnikord	bazen
rakvere	rakvere
muutus	değişim
muutus	değiştir
muutus	değişiklik
muutus	değiştirme
maantee	otoban
maantee	otoyol
maantee	karayolu
maantee	karayolu
maantee	yol
nimega	adında
lennujaam	havalimanı
lennujaam	havaalanı
teeb	yapar
filosoof	filozof
christian	christian
christian	hıristiyan
christian	hristiyan
tõenäoliselt	muhtemelen
tõenäoliselt	muhtemel
tõenäoliselt	olası
krahv	sayar
krahv	say
krahv	kont
juhatuse	kurulu
juhatuse	kurul
juhatuse	tahta
mõiste	tanımı
mõiste	tanım
mõiste	tanımlama
mõiste	terimi
mõiste	vade
mõiste	terim
mõiste	dönem
mõiste	kavram
mõiste	konsept
mõiste	konsepti
laeva	gemi
liik	tür
liik	türler
mere	marine
mere	deniz
mere	denizcilik
mere	denizci
mere	deniz
must	black
must	siyah
must	kara
tõlkija	tercüman
tõlkija	çevirmen
asutatud	kurulmuş
asutatud	kurulan
asutatud	kuruldu
asutatud	kurulmuştur
asutatud	kurulmuş
asutatud	kuruldu
asutatud	yerleşik
asutatud	kurulan
suhteliselt	nispeten
kord	düzen
kord	emir
kord	sipariş
üldiselt	genellikle
üldiselt	genel
üldiselt	toplam
aastane	yıllık
aastane	senelik
aastane	yıllık
aastane	senelik
põhjas	kuzey
põhjas	kuzeyde
põhjas	north
põhjas	kuzeye
mägi	mountain
mägi	dağ
võetud	alınmış
võetud	alındı
võetud	alınan
võetud	aldı
võetud	alınır
piiskop	piskopos
piiskop	bishop
piiskop	fil
kandis	giydi
portugali	portekizce
portugali	portekiz
saadud	alındı
saadud	alınan
saadud	aldı
alexander	iskender
alexander	alexander
muuseum	müze
muuseum	müzesi
muuseum	museum
riiklik	millî
riiklik	national
riiklik	milli
riiklik	ulusal
lõunas	güney
lõunas	güneye
filosoofia	felsefe
filosoofia	felsefesi
erinevalt	aksine
erinevalt	tersine
albert	albert
tähelepanu	dikkat
park	park
rahu	huzur
rahu	barış
risti	karşıya
risti	haç
risti	çapraz
risti	hacı
risti	cross
poksija	boksör
poksija	boxer
kuus	six
kuus	alti
kuus	altı
rudolf	rudolf
kirjutatud	yazılmış
kirjutatud	yazıldı
kirjutatud	yazan
kirjutatud	yazılı
kirjutatud	yazılan
meeskond	mürettebat
meeskond	tayfa
meeskond	ekip
meeskond	team
meeskond	ekip
meeskond	takım
kultuuri	kültürü
kultuuri	kültür
saavutas	ulaştı
kõrval	yanında
ametlikult	resmen
ametlikult	resmen
keskel	merkezi
keskel	merkez
keskel	center
keskel	orta
seadus	yasa
seadus	law
seadus	hukuk
seadus	kanun
mees	insan
mees	man
mees	erkek
mees	adam
mees	adamım
jakob	jakob
johan	johan
tööle	çalış
tööle	çalışma
tööle	iş
tööle	çalışmak
kuju	şekil
kuju	şekli
kuju	biçim
kuju	heykel
kuju	heykeli
arst	hekim
arst	doctor
arst	doktor
ajaloolane	tarihçi
valitud	seçilmiş
valitud	seçilen
valitud	seçildi
valitud	seçilmiş
valitud	seçilen
valitud	seçili
valitud	seçildi
naine	kadin
naine	kadın
naine	kadınım
naine	eş
naine	eşi
naine	karın
naine	karısı
eesmärk	amaç
eesmärk	objektif
eesmärk	nişan
eesmärk	hedef
eesmärk	hedef
eesmärk	amaç
eesmärk	amacı
eesmärk	hedefi
eesmärk	gol
eesmärk	amaç
eesmärk	hedef
avatud	açık
avatud	open
avatud	açın
avatud	aç
avatud	açıl
avatud	açıldı
avatud	açılan
avatud	açtı
avatud	açılmış
ludwig	ludwig
puudub	hiçbiri
puudub	yok
puudub	hiç
puudub	eksik
puudub	kayıp
esialgu	başlangıçta
esialgu	aslen
esialgu	başlangıçta
vähe	minik
vähe	küçük
vähe	az
del	del
andmed	veri
andmed	veriler
andmed	data
keegi	biri
keegi	birini
keegi	birisi
keegi	birileri
keegi	biri
keegi	birisi
keegi	birileri
kontrolli	kontrol
kontrolli	çek
kontrolli	şah
ivan	ivan
lipu	bayrağı
lipu	bayrak
mihhail	mikhail
töötab	çalışır
töötab	çalışıyor
kasutamine	kullanımı
kasutamine	kullanım
kasutamine	kullanıyor
kasutamine	kullanımı
kasutamine	kullanmak
kasutamine	kullanma
kasutamine	kullanarak
