اتھاہ	mély
ابلج	élénk
اُبلنا	emelkedés
ابلہ	hülye
ابلہ	bolond
ابلہی	bolondság
اِبلیس	lucifer
اِبلیس	sátán
اِبلیسیت	sátánizmus
اِبن	fiam
اِبن	fiuk
ابنا	emberek
ابنا	fiaim
ابنا	fiai
ابنا	törzsek
اُبنہ	szodómia
ابنیہ	bázisok
ابنیہ	alapítványok
ابوالمنصور	galamb
ابُّو	papa
ابواب	adók
ابواب	adó
ابواب	ajtó
ابواب	ajtók
ابواب	ajtókat
اُبُوّت	apasági
ابُوجھ	bolond
ابُوجھ	oldhatatlan
ابُوجھ	tudatlan
ابُوجھ	tudatlanság
ابُوجھ	felfoghatatlan
ابُوجھ	elképzelhetetlen
اِبہام	bizonytalanság
اِبہام	hüvelykujj
اِبہام	hüvelyk
اِبہام	zavart
اِبہام	zavartság
اِبہام	zűrzavar
اِبہام	bizonytalanság
اِبہام	hüvelykujj
اِبہام	hüvelyk
اِبہام	zavart
اِبہام	zavartság
اِبہام	zűrzavar
اُبّہت	nagyság
اُبّہت	felsőbbrendűség
ابیّ	apu
ابیات	verseket
ابیض	fénylő
ابیض	ragyogás
ابیض	ragyogó
ابیض	fehér
ابیض	fényes
اُبھار	meggyőzés
اُبھار	duzzanat
اُبھار	izgalom
اُبھار	meggyőzés
اُبھار	duzzanat
اُبھار	izgalom
اُبھارا	ösztönző
اُبھارا	ösztönzés
اُبھارا	ösztönző
اُبھارا	motiváció
اُبھارنا	meggyőzni
اُبھارنا	felnevelni
اُبھارنا	emelés
ابھاگ	szerencsétlenség
ابھاگ	sajnálatos
ابھاگ	szerencsétlen
ابھاگ	szerencsétlen
ابھاگا	nyomorult
ابھاگا	sajnálatos
ابھاگا	szerencsétlen
ابھاؤ	akarsz
ابھاؤ	akar
ابھاؤ	akarod
ابھاؤ	akarom
ابھاؤ	kihalás
ابھاؤ	megsemmisülés
ابھاؤ	szegénység
ابھاؤ	szegénységben
ابھاؤ	nyomor
اُبھرنا	emelkedés
اُبھرنا	virágozni
ابھک	nagyon
ابھک	sok
ابھک	sokat
ابِھلاشا	vágy
ابِھلاشا	vágy
ابِھلاشا	vágyakozás
ابِھمان	arrogancia
ابِھمان	büszkeség
ابِھمانی	büszke
ابِھمانی	arrogáns
ابِھمانی	öntelt
ابِھمانی	öntelt
ابِھمانی	beképzelt
ابِھن	komplett
ابِھن	teljes
ابِھن	teljessé
ابِھن	töretlen
ابِھن	osztatlan
ابھوگ	eredménytelen
ابھوگ	hiábavaló
ابھوگ	hasztalan
ابھوگ	haszontalan
ابھی	azonnal
ابھی	most
ابھی	azonnal
ابِھّیاس	meditáció
ابِھّیاس	gyakorlás
ابِھّیاس	edzés
ابِھّیاس	gyakorlat
ابِھّیاس	elmélkedés
ابھید	egyforma
ابھید	megegyező
ابھید	azonos
اُپادھیا	tanárnő
اُپادھیا	tanár
اپار	határtalan
اپار	végtelen
اُپاڑنا	tönkre
اُپاڑنا	felszámolására
اُپاس	gyorsan
اُپاس	gyors
اُپاس	éhínség
اُپاس	éhezés
اُپاس	éhség
اُپاسا	éhes
اُپاسنا	gyorsan
اُپاسنا	gyors
اُپاسنا	imádat
اُپاسنا	hódolat
اپاہج	nyomorék
اپاہج	cselekvőképtelen
اپاہج	fogyatékkal
اپاہج	kikapcsolva
اپاہج	fogyatékos
اپاہج	rokkant
اُپائے	séma
اُپائے	orvosság
اُپائے	berendezés
اُپائے	szerkezet
اُپائے	eszköz
اُپائے	készülék
اُپائے	terv
اپت	sértés
اپت	szégyen
اپج	gonosz
اپج	aljas
اُپج	innováció
اُپج	innovációs
اُپج	találmány
اُپج	termés
اُپج	növény
اُپدرَو	felfordulás
اُپدیش	utasítás
اُپدیش	tanácsadás
اُپدیش	tanácsok
اُپدیش	tanács
اُپدیش	tanácsot
اُپدیش	prédikáció
اُپدیشک	tanácsadó
اُپدیشک	prédikátor
اُپدیشک	tanárnő
اُپدیشک	tanár
اپرادھ	hibás
اپرادھ	hibám
اپرادھ	vád
اپرادھ	bűntudat
اپرادھ	bűnözés
اپرادھ	bűn
اپرادھ	bűntény
اپرادھ	bűncselekmény
اپرادھ	bűncselekmények
اپرادھی	bűnös
اپرادھی	hibás
اپرادھی	bűnös
اپرادھی	elkövető
اپرادھی	bűnöző
اپرادھی	bűnözői
اُپرالا	feljebb
اُپرالا	magasabb
اُپرالا	nagyobb
اُپرالا	külső
اُپرالا	segíteni
اُپرالا	segítség
اُپرالا	támogatás
اُپرالا	támogatást
اُپرالا	felső
اُپرانا	emelkedés
اُپرَوٹا	fent
اُپرَوٹا	erkély
اپریل	april
اپریل	április
اپریل	áprilisi
اپریل	áprilisban
اپسرا	nimfa
اُپکار	szívesség
اُپکار	kedvesség
اُپکاری	segítőkész
اُپکاری	hasznos
اُپلانا	lebegni
اپمان	megvetés
اپمان	szégyen
اپن	enyém
اپنا	személyes
اپنا	személyi
اپنا	egyén
اپنا	egyéni
اپنا	zártkörű
اپنا	exkluzív
اپنا	kizárólagos
اپنا	társ
اپنا	partner
اپنا	társa
اپنا	társam
اپنا	enyém
اپنا	miénk
اپنا	relatív
اپنا	viszonylagos
اپنا	rokon
اپنا	saját
اپنا	személyes
اپنا	személyi
اپنا	barát
اپنا	barátom
اپنا	egyén
اپنا	egyéni
اپنا	zártkörű
اپنا	exkluzív
اپنا	kizárólagos
اپنا	társ
اپنا	partner
اپنا	társa
اپنا	társam
اپنا	enyém
اپنا	miénk
اپنا	relatív
اپنا	viszonylagos
اپنا	rokon
اپنا	saját
اپنا	magán
اپنا	privát
اپنائِیت	közelség
اپنائِیت	intimitás
اپنگ	fogyatékkal
اپنگ	kikapcsolva
اپنگ	fogyatékos
اپنگ	rokkant
اپواد	hibás
اُپواس	gyorsan
اُپواس	gyors
اُپواس	éhen
اُپواس	éhínség
اُپواس	éhezés
اُپواس	éhség
اُپوَن	fedezeti
اُپوَن	grove
اُپوَن	kert
اُپوَن	kertje
اُپوَن	garden
اُپوَن	kertben
اپیل	fellebbezési
اپیل	fellebbezés
اپیل	ellenvetés
اپھار	puffadás
اپھار	duzzanat
اُپھان	hab
اُپھان	duzzanat
اپھر	arrogancia
اپھر	duzzanat
اپھرا	duzzadt
اپھرا	elégedett
اتابِک	oktató
اتابِک	tanárnő
اتابِک	tanár
اتاپتا	nyom
اتاپتا	cím
اتاپتا	címe
اتاپتا	helyszín
اتاپتا	hely
اتاپتا	elhelyezkedés
اتاپتا	nyom
اُتار	lejtő
اُتار	csökken
اُتار	csökkenés
اُتار	esés
اُتار	őszi
اُتار	zuhanás
اُتار	ősszel
اُتار	ősz
اُتار	csökkentést
اُتار	csökkentése
اُتار	csökkenés
اُتار	csökkentés
اُتار	csökkenés
اُتار	visszaesés
اُتارا	wharf
اُتارا	készpénz
اُتارا	készpénzben
اُتارا	pénzt
اُتارا	édesség
اُتارا	másolat
اُتارا	másolatot
اُتارا	másolat
اُتارا	ismétlődő
اُتارنا	felfedje
اُتارنا	felfedni
اُتارنا	másolat
اُتارنا	másolatot
اُتارنا	felfedje
اُتارنا	felfedni
اُتارنا	másolat
اُتارنا	másolatot
اُتارنا	alacsonyabb
اُتارنا	alsó
اُتارنا	lejjebb
اُتارُو	felkészült
اُتارُو	elkészítve
اُتارُو	előkészítve
اُتارُو	elkészített
اُتارُو	lejtős
اُتاق	terem
اُتاق	szoba
اُتال	türelmetlen
اتالیق	tanárnő
اتالیق	tanár
اتالیق	mentor
اتالیق	oktató
اُتاول	türelmetlen
اُتاول	nyugtalanság
اُتاولا	türelmetlen
اُتاولا	nyugtalan
اُتاولا	kiütések
اُتاولا	kiütés
اتائی	sarlatán
اتائی	sarlatán
اِتّباع	engedelmesség
اِتّباع	követni
اِتّباع	követem
اِتّباع	követi
اِتّحاد	union
اِتّحاد	unió
اِتّحاد	szakszervezet
اِتّحاد	unión
اِتّحاد	uniós
اِتّحاد	league
اِتّحاد	liga
اِتّحاد	concord
اِتّحاد	szerződéssel
اِتّحاد	szerződés
اِتّحاد	egység
اِتّحادی	támogató
اِتّحادی	támogatója
اِتّحادی	szövetséges
اِتّحادی	szövetségesek
اِتّحادی	ally
اُترا	viselt
اُترا	kopott
اُترا	kegyvesztett
اُترا	érlelt
اُتراق	kemping
اُتران	lejtő
اُتران	gradiens
اُتراون	sűrű
اُتراون	vastag
اِتراہٹ	büszkeség
اُترائی	lejtő
اُترتا	csökkenő
اُترتا	aljas
اُترتا	csökkenő
اُترتا	fogyó
اُترتا	esés
اُترتا	zuhanás
اُترتا	zuhan
اُترنا	kiszállás
اُترنا	csökken
اُترنا	csökkenés
اُترنا	csökkenés
اُترنا	visszaesés
اُترنا	kereszt
اُترنا	cross
اُترنا	keresztbe
اِتّساع	térség
اُتسَو	boldogság
اُتسَو	boldogságot
اُتسَو	ecstasy
اُتسَو	mámor
اِتّصال	kapcsolatfelvétel
اِتّصال	kapcsolattartó
اِتّصال	kontakt
اِتّصال	érintkezés
اِتّصال	kapcsolat
اِتّصال	kapcsolatba
اِتّصال	függelék
اِتّصال	union
اِتّصال	unió
اِتّصال	szakszervezet
اِتّصال	unión
اِتّصال	uniós
اِتّصال	kapcsolat
اِتّصال	kapcsolódás
اِتّصال	csatlakozás
اِتّفاق	concord
اِتّفاق	esélyt
اِتّفاق	chance
اِتّفاق	esély
اِتّفاق	megállapodás
اِتّفاق	egyetértés
اِتّفاق	megegyezés
اِتّفاق	egyezség
اِتّفاق	egység
اِتّفاق	véletlen
اِتّفاقی	alkalmi
اِتّفاقی	laza
اِتّفاقی	hétköznapi
اِتّفاقیہ	alkalmi
اِتّفاقیہ	laza
اِتّفاقیہ	hétköznapi
اِتّقا	igazságosság
اِتقان	kiválóság
اِتقان	tökéletesség
اِتقان	tökély
اِتّکا	függőség
اِتلاف	bomlás
اِتلاف	veszteségek
اِتلاف	veszteség
اِتلاف	pusztulás
اِتلاف	pusztítás
اِتلاف	megsemmisítés
اِتلاف	tönkre
اتَم	komplett
اتَم	teljes
اتَم	teljessé
اتَم	tökéletes
اُتّم	először
اُتّم	első
اُتّم	legjobbak
اُتّم	legjobb
اُتّم	best
اُتّم	legmagasabb
اِتمام	következtetés
اِتمام	következtetések
اِتمام	befejezés
اِتمام	befejezése
اُتُّو	hímzés
اِتوار	vasárnap
اِتوار	vasárnapi
اِتہاس	sztori
اِتہاس	történet
اِتہاس	story
اِتہاس	története
اِتہاس	mese
اِتہاس	történelme
اِتہاس	előzmények
اِتہاس	történelem
اِتّہام	vád
اتیاچار	elnyomás
اتیاچار	zsarnokság
اِتیان	érkezés
اِتیان	kivégzés
اِتیان	végrehajtás
اِتیان	kivitelezés
اِتیان	jövök
اِتیان	jön
اِتیان	történik
اتیت	elmúlt
اتیت	múlt
اتیت	múltbeli
اتیت	zarándok
اُتھل	bizonytalan
اُتھلانا	rendellenesség
اُتھلانا	zavar
اُتھلنا	esés
اُتھلنا	őszi
اُتھلنا	zuhanás
اُتھلنا	ősszel
اُتھلنا	ősz
اٹ	rozsda
اٹ	por
اٹ	port
اٹ	kosz
اٹ	mocsok
اٹاٹوٹ	rendkívül
اٹاٹوٹ	számtalan
اٹّا	kupac
اٹّا	rakás
اٹّا	kupac
اٹّا	halom
اٹّا	padláson
اٹّا	erkély
اٹاری	terasz
اٹاری	teraszon
اٹاری	padláson
اٹاری	erkély
اٹال	kupac
اٹال	rakás
اٹال	tömeges
اٹال	tömege
اٹال	mise
اٹال	tömeg
اٹال	kupac
اٹال	halom
اٹالا	árucikkek
اٹالا	áruk
اٹالا	javak
اٹالا	áru
اٹالا	árucikkek
اٹالا	árucikk
اٹالا	áruk
اٹالا	bútorok
اٹالا	bútor
اٹالا	rendelkezések
اٹالا	rendelkezés
اٹانا	szennyezik
اُٹپٹانگ	nyomorult
اُٹپٹانگ	abszurd
اٹک	akadályozása
اٹک	akadály
اٹک	akadály
اٹکا	akadályozta
اٹکا	lógó
اٹکا	leállt
اٹکا	megállt
اٹکانا	akadályozzák
اُٹکّرلَیس	abszurd
اٹکل	találgatás
اٹکل	sejtés
اٹکن	hivatkozás
اٹکن	kapcsolat
اٹکن	link
اٹکن	linket
اٹکن	hivatkozást
اٹکھیل	víg
اٹکھیل	élénk
اٹکھیل	eleven
اٹکھیل	komolytalan
اٹکھیل	játékos
اٹل	cég
اٹل	határozott
اٹل	álló
اٹل	mozdulatlan
اٹل	rendíthetetlen
اٹل	eltökélt
اٹل	határozott
اٹل	meghatározott
اٹل	meghatározva
اٹل	rögzített
اٹل	fix
اٹل	rögzítve
اٹل	állandó
اٹل	végleges
اٹل	tartós
اٹل	maradandó
اٹم	kupac
اٹم	rakás
اٹم	kupac
اٹم	halom
اٹُوٹ	elpusztíthatatlan
اٹُوٹ	elválaszthatatlanok
اٹُوٹ	állandó
اٹُوٹ	folyamatos
اٹُوٹ	folyamatos
اٹُوٹ	folytonos
اٹیرن	tekercs
اٹیرنا	tekercs
اٹھ	nyolc
اُٹھا	emelkedő
اُٹھا	emelkedik
اٹھادینا	száműzni
اٹھادینا	ébren
اٹھالینا	vinni
اُٹّھا	felemelt
اُٹّھا	nevelt
اُٹّھا	felvetett
اُٹّھا	emelt
اٹّھارہ	tizennyolc
اُٹھان	emelkedés
اُٹھان	kezdetek
اُٹھان	kezdete
اُٹھان	eleje
اُٹھان	kezdet
اُٹھان	felemelkedés
اُٹھان	pubertás
اُٹھان	fejlesztés
اُٹھان	fejlődés
اُٹھان	fejlesztési
اُٹھان	növekedés
اُٹھان	kamaszkor
اُٹھان	start
اُٹھان	kezdés
اُٹھان	kezdeni
اُٹھان	emelkedést
اُٹھانا	felnevelni
اُٹھانا	emelés
اُٹھانا	emberrablás
اُٹھانا	eltávolítás
اُٹھانا	eltávolítása
اُٹھانا	lop
اُٹھانا	lopni
اُٹھانا	ellopni
اُٹھانا	vinni
اُٹھانا	medve
اُٹھانا	bear
اُٹھانا	mackó
اُٹھانا	maci
اُٹھانا	felébred
اُٹھائو	felnevelni
اُٹھائو	emelés
اُٹھائو	emelés
اُٹھتا	emelkedő
اُٹھتا	virágzó
اُٹھتا	virágzó
اُٹھتا	nyíló
اُٹھتا	emelkedő
اُٹھتا	emelkedik
اِٹھلانا	viselkedj
اُٹھلُّو	vándor
اُٹھنا	emelkedés
اُٹھنا	ébren
اثاثہ	árucikkek
اثاثہ	áruk
اثاثہ	javak
اثاثہ	áru
اثاثہ	hatások
اثاثہ	hatásai
اثاثہ	hatás
اثاثہ	gazdagság
اثاثہ	jólét
اثاثہ	vagyon
اثاثہ	ingatlan
اثاثہ	tulajdon
اثاثہ	ingatlanok
اثاثہ	tulajdonság
اِثارت	düh
اِثارت	harag
اِثارت	dühöt
اِثارت	haragot
اِثارت	fury
اِثارت	düh
اِثارت	düh
اِثارت	harag
اثبات	megbízható
اِثبات	megerősítés
اِثبات	megerősítést
اِثبات	megerősítése
اِثبات	megjelenítés
اِثبات	elismerés
اِثبات	felismerés
اِثبات	létrehozásáról
اِثبات	hitelesítés
اِثبات	ellenőrzés
اِثبات	megerősítés
اِثخان	vérontás
اثر	hatása
اثر	hatás
اثر	effektus
اثر	befolyása
اثر	befolyással
اثر	befolyás
اثر	következmény
اثر	következménye
اثرورسوخ	befolyása
اثرورسوخ	befolyással
اثرورسوخ	befolyás
اِثم	bűn
اِثم	sin
اثمار	gyümölcs
اثمار	gyümölcsök
اثمان	árak
اثنا	ideje
اثنا	időpont
اثنا	idő
اثنا	időszak
اثنا	időtartam
اثنا	periódus
اثنا	ideje
اثنا	időpont
اثنا	idő
اثنا	során
اثنا	időszak
اثنا	időtartam
اثنا	periódus
اثیر	high
اثیر	magas
اثیر	magasan
اثیر	éter
اثیر	választott
اثیر	kiválasztottak
اثیر	kiválasztott
اثیم	bűnös
اِجابت	grant
اِجابت	jóváhagyás
اِجابت	jóváhagyási
اِجابت	engedélyezés
اِجابت	elfogadás
اِجابت	megfelelés
اِجابت	megfelelőség
اِجابت	megfeleltetés
اِجابت	válaszol
اِجابت	hozzájárulás
اِجابت	beleegyezése
اجات	kitaszított
اِجارہ	bérlet
اِجارہ	bérleti
اِجارہ	bérlet
اِجارہ	kiadó
اُجاڑ	romlott
اُجاڑ	elkényeztetett
اُجاڑ	tönkretette
اُجاڑ	tönkrement
اُجاڑ	tönkretett
اُجاڑ	elhagyatott
اُجاڑ	kihalt
اُجاڑ	lakatlan
اُجاڑ	elhagyatott
اُجاڑ	pusztaság
اُجاڑ	pusztulás
اُجاڑ	pusztítás
اُجاڑ	vadon
اُجاڑنا	elpusztítani
اُجاڑنا	tönkre
اُجاڑُو	spoiler
اِجازت	szankció
اِجازت	szankciók
اِجازت	engedély
اِجازت	engedélyt
اِجازت	jogosultság
اِجازت	szabadság
اِجازت	engedély
اُجاغ	tűzhely
اُجاغ	sütő
اُجاغ	kandalló
اُجاگر	fényes
اُجالا	napsütés
اُجالا	napsugár
اُجالا	napfény
اُجالا	fény
اُجالا	light
اُجالا	fényt
اُجالا	hajnal
اُجالا	dawn
اُجالا	hajnalban
اُجالا	napfény
اُجالا	nappal
اُجالنا	szebbé
اُجالنا	megtisztítsa
اُجالنا	buff
اُجالنا	lengyel
اُجالی	fény
اُجالی	light
اُجالی	fényt
اُجالی	megvilágított
اُجالی	fényes
اُجالی	fényerő
اجان	tapasztalatlan
اجان	ártatlan
اجان	ártatlanok
اجان	naiv
اجان	naív
اجان	tudatlan
اجان	tudatlanság
اجانِب	földönkívüliek
اجانِب	idegenek
اجانِب	idegenek
اِجبار	kényszer
اِجبار	force
اِجبار	erő
اِجبار	kényszer
اجِت	legyőzhetetlen
اِجتبا	kiválasztási
اِجتبا	válogatás
اِجتبا	kiválasztás
اِجتبا	kijelölés
اِجتبا	döntés
اِجتبا	választás
اِجتماع	gyűlés
اِجتماع	találkozás
اِجتماع	találkozó
اِجتماع	megbeszélés
اِجتماعی	kollektív
اِجتناب	elkerülése
اِجتناب	önmegtartóztatás
اِجتہاد	innováció
اِجتہاد	innovációs
اجداد	őseink
اجداد	ősök
اُجڈ	kínos
اُجڈ	kellemetlen
اُجڈ	tudatlan
اُجڈ	tudatlanság
اُجڈ	közönséges
اجَر	halhatatlanok
اجَر	halhatatlan
اجَر	örökkévaló
اجَر	örök
اجر	díj
اجر	díjazás
اجر	fizess
اجر	fizetni
اجر	fizet
اجر	fizetés
اجر	jutalom
اجر	ellenszolgáltatás
اجر	díjazás
اجر	kompenzáció
اجر	kártérítés
اِجرا	grant
اِجرا	kivégzés
اِجرا	végrehajtás
اِجرا	kivitelezés
اِجرا	forgalomba
اِجرا	flow
اِجرا	áramlás
اجرام	holttestek
اجرام	hullák
اجرام	testek
اجرام	szervek
اُجرت	díj
اُجرت	díjazás
اُجرت	jutalom
اُجرت	ellenszolgáltatás
اُجرت	díjazás
اُجرت	bér
اُجرت	bérek
اُجّڑ	elhagyatott
اُجّڑ	lakatlan
اُجڑا	elhagyatott
اُجڑا	kihalt
اُجڑا	lakatlan
اُجڑا	elhagyatott
اُجڑا	tönkretette
اُجڑا	tönkrement
اُجڑا	tönkretett
اُجڑنا	kihalt
اُجڑنا	lakatlan
اُجڑنا	elhagyatott
اجزا	elemei
اجزا	elemek
اجزا	alkatrész
اجزا	alkatrészek
اجزا	részek
اجزا	körzetek
اجزا	osztályok
اجزا	hozzávalók
اجزا	összetevők
اجزا	adagok
اجزا	szakaszok
اجزا	szelvény
اِجزال	növekedés
اِجزال	növelése
اِجزال	emelkedés
اِجزال	növelje
اِجزال	kiemelés
اِجزال	növekedés
اجساد	anyagokra
اجساد	anyagok
اجساد	hatóanyagok
اجل	végzet
اجل	sors
اجل	halál
اجل	végzet
اجل	sors
اجل	magasztos
اُجلا	tisztán
اُجلا	tiszta
اُجلا	világító
اُجلا	tiszta
اُجلا	clean
اُجلا	fénylő
اُجلا	ragyogás
اُجلا	ragyogó
اُجلا	sugárzó
اُجلا	ragyogó
اُجلا	tisztán
اُجلا	tiszta
اُجلا	világító
اُجلا	fehér
اُجلا	tiszta
اُجلا	clean
اُجلا	fénylő
اُجلا	ragyogás
اُجلا	ragyogó
اُجلا	sugárzó
اُجلا	ragyogó
اُجلاخرچ	jólét
اجلاف	aljas
اجلاف	hitvány
اجلاف	alap
اجلاف	bázis
اِجلال	pompa
اِجلال	becsület
اِجلال	megtiszteltetés
اِجلال	dicsőség
اُجلانا	szebbé
اُجلانا	megtisztítsa
اُجلانا	lengyel
اجلیٰ	fényesebb
اجم	erdei
اجم	erdő
اجم	erdők
اِجماع	egyetértés
اِجماع	konszenzus
اِجماع	közgyűlés
اِجماع	gyűlés
اِجماع	szerelvény
اِجماع	gyűlés
اِجماع	találkozás
اِجماع	találkozó
اِجماع	megbeszélés
اِجماع	tanács
اِجمال	absztrakt
اِجمال	elvont
اِجمال	rövid
اِجمال	összefoglaló
اِجمال	szinopszis
اِجمالاً	röviden
اِجمالی	tömör
اِجمالی	rövid
اجناس	árucikkek
اجناس	áruk
اجناس	javak
اجناس	áru
اجناس	faj
اجناس	állatfaj
اجناس	fajok
اجناس	szemek
اجنبی	külföldi
اجنبی	ismeretlenek
اجنبی	ismeretlen
اجنبی	különös
اجنبی	furcsa
اجنبی	idegen
اجنبی	űrlény
اجنبی	külföldi
اجنبی	kül
اجنبی	külföldiek
اجنبی	külföldi
اجنبی	idegen
اجنبی	ismeretlenek
اجنبی	ismeretlen
اجنبی	újdonság
اجنبی	új
اجنبی	különös
اجنبی	furcsa
اجِنّہ	embrió
اجِنّہ	magzat
اجواف	lyukak
اجوِبہ	válaszokat
اجوِبہ	válaszok
اجوِبہ	válaszok
اجوت	tompa
اجوت	unalmas
اجوت	dim
اجوت	homály
اجوت	sötét
اُجُورہ	ellenszolgáltatás
اُجُورہ	díjazás
اُجُورہ	jutalom
اُجُورہ	bérlet
اُجُورہ	kiadó
اجوَف	konkáv
اجوَف	üreges
اجوَف	betöltetlen
اجوگ	egyedülálló
اجوگ	single
اجوگ	egyetlen
اجوگ	szingli
اِجہاز	abortusz
اُجیالا	fény
اُجیالا	light
اُجیالا	fényt
اجیت	legyőzhetetlen
اجیٹن	szárnysegéd
اجیجی	banglades
اجیَد	legjobbak
اجیَد	legjobb
اجیَد	best
اجیر	szolga
اجیر	cseléd
اجیر	szolga
اجیر	cseléd
اجیر	alkalmazott
اجیر	alkalmazottak
اجیر	munkavállaló
اجیر	munkatárs
اجیرن	nehéz
اجیرن	bonyolult
اُچاپت	viszály
اُچاپت	verekedés
اُچاٹ	szomorú
اُچاٹ	szomorúság
اُچاٹ	bús
اُچاٹ	unalom
اُچاٹ	unatkozik
اُچاٹ	depressziós
اُچاٹ	nyomott
اُچاٹ	elégedetlen
اُچاٹ	zavarodott
اُچاٹ	zavart
اُچاٹی	unalom
اچارج	tanárnő
اچارج	tanár
اچارج	mentor
اُچارن	kiejtés
اُچارن	akcentus
اُچارن	akcentussal
اُچارن	akcentusa
اچاری	tanárnő
اچاری	tanár
اُچان	magassága
اُچان	magasság
اُچان	emelkedés
اُچانا	felnevelni
اُچانا	emelés
اچانک	hirtelen
اچانک	mellékes
اچپل	nyugtalan
اچپل	játékos
اچپل	nyugtalan
اچپلاہٹ	nyugtalanság
اچُت	hülye
اچُت	bolond
اُچِت	megfelelő
اُچِت	alkalmas
اُچِت	megfelelő
اُچِت	fit
اُچِت	fitt
اُچِت	jobbra
اُچٹتا	fény
اُچٹتا	light
اُچٹتا	fényt
اُچٹتا	gondatlan
اُچٹتا	óvatlan
