alabama	alabama
penicilina	penicillin
apple	táo
apple	apple
apple	đã
colonial	colonial
exceso	khỏi
exceso	từ
exceso	thụ
ostras	hàu
vermellas	đỏ
ocupados	bận
avanzada	thiệp
darvos	đưa
darvos	tặng
darvos	cho
darvos	các
darvos	cac
darvos	bạn
darvos	anh
darvos	cô
darvos	như
darvos	thích
darvos	like
botóns	nút
champaña	champagne
lanzou	thảy
lanzou	vất
lanzou	ném
inda	côn
inda	vẫn
chamaría	tòng
chamaría	cốt
chamaría	gọi
chamaría	call
chamaría	cẩm
austria	áo
unidas	united
unidas	hoa
ratos	chuột
ratos	chuột
dispoñible	rảnh
celebración	lễ
soubera	tú
soubera	biết
provén	khỏi
provén	từ
provén	stems
namorada	love
namorada	yêu
namorada	với
namorada	bằng
ademáis	vả
enfadado	angry
enfadado	giận
demasiadas	quá
demasiadas	khoáng
demasiadas	too
demasiadas	nhiều
dígoo	chỉ
dígoo	funny
impórtalle	care
impórtalle	các
impórtalle	cac
impórtalle	bạn
impórtalle	anh
impórtalle	cô
impórtalle	phiền
preocupados	lo
preocupados	khoảng
preocupados	về
preocupados	ban
secundaria	cao
secundaria	trường
secundaria	học
irlanda	ireland
mercou	mua
ridícula	bịch
podre	thúi
calcetíns	của
calcetíns	vớ
calcetíns	socks
buscamos	cho
buscamos	tìm
partidos	khớp
partidos	diêm
durmas	ngủ
durmas	ngự
durmas	haaa
durmas	tỉnh
repito	qua
repito	hết
repito	over
crían	quất
crían	những
crían	chúng
crían	họ
crían	tin
atoparse	meet
atoparse	gặp
mensaxeiro	messenger
respiro	break
respiro	phá
respiro	thở
respiro	nghỉ
sutil	môn
crendo	tin
crendo	nghĩ
adoitaban	phơi
adoitaban	quất
adoitaban	những
adoitaban	chúng
adoitaban	họ
alexander	alexandros
alexander	aleksandr
alexander	alexander
mortalidade	chết
accidentes	nạn
seco	lau
seco	khô
materias	raw
materias	thô
xesucristo	christ
alcohol	rượu
alcohol	cồn
insectos	insects
mares	biển
vivas	sống
vivas	living
artística	nghệ
artística	hướng
marxe	phòng
sigamos	để
sigamos	kệ
resolución	vụn
resolución	giải
ensinou	dạy
cegos	mù
feixe	đống
feixe	less
feixe	lot
rexistros	records
focas	cẩu
choraba	khóc
choraba	khóc
continuou	và
elefante	voi
elefante	voi
golf	golf
golf	gôn
sétimo	seventh
creceu	kia
creceu	đó
venden	quất
venden	những
venden	chúng
venden	họ
venden	bán
camas	giường
atopara	nan
atopara	xịt
atopara	trúng
atopara	met
dixestes	các
dixestes	cac
dixestes	bạn
dixestes	anh
dixestes	cô
dixestes	nói
dixestes	bảo
dixestes	said
bonecas	dolls
festival	festival
chamaron	quất
chamaron	những
chamaron	chúng
chamaron	họ
chamaron	goi
brasil	brazil
brasil	brasil
brasil	bra
afeita	phơi
afeita	các
afeita	cac
afeita	bạn
afeita	anh
afeita	cô
tiran	thảy
tiran	chọi
tiran	quăng
tiran	vứt
tiran	ném
tiran	quất
tiran	những
tiran	chúng
tiran	họ
separar	skill
arriscar	liều
arriscar	ro
pito	gà
censura	censorship
montes	núi
chamados	goi
proxeria	progeria
proveito	cầy
insultar	xúc
stewart	stewart
perdera	mất
perdera	thua
perdera	nan
perdera	xịt
escuros	deep
escuros	sâu
escuros	dark
escuros	tối
extrema	extreme
esquecido	quên
escoitarme	nghe
escoitarme	thuộc
escoitarme	tít
escoitarme	nghe
escoitarme	spring
rabia	ra
rabia	tứ
caros	đắt
apropiado	tòng
apropiado	cốt
carreta	phantom
carreta	vỏ
deberá	phải
buscaba	aw
buscaba	bị
buscaba	tìm
buscaba	cho
dubido	reo
merca	mua
atraso	sen
atraso	trễ
atraso	khuya
atraso	muộn
copas	uống
recto	thẳng
recto	sảnh
saúda	nói
saúda	tràng
saúda	alo
saúda	hello
caramba	đến
falabamos	khoảng
falabamos	về
falabamos	ban
abrazo	nhẩn
contarllo	nói
contarllo	bảo
escríbeme	viết
escríbeme	ghi
escríbeme	gõ
dáma	đưa
dáma	tặng
dáma	cho
dicircho	nói
dicircho	bảo
dicircho	các
dicircho	cac
dicircho	bạn
dicircho	anh
dicircho	cô
veo	mờ
chámao	gọi
chámao	call
chámao	cẩm
parécelle	các
parécelle	cac
parécelle	bạn
parécelle	anh
parécelle	cô
parécelle	cổ
tea	vải
prefires	các
prefires	cac
prefires	bạn
prefires	anh
prefires	cô
prefires	thà
bicar	hôn
bicar	kiss
lotaría	xổ
cambiaches	các
cambiaches	cac
cambiaches	bạn
cambiaches	anh
cambiaches	cô
cambiaches	haven
cambiaches	đổi
cambiaches	thay
almorzar	sáng
almorzar	trưa
liscou	cổ
liscou	trái
interesan	vốn
interesan	lãi
peitos	her
peitos	cổ
peitos	vú
peitos	vú
peitos	ngực
peitos	breast
despedido	thải
despedido	đuổi
baleiras	rỗng
baleiras	trống
furioso	furious
sacalo	lấy
sacalo	nhận
sacalo	get
sacalo	ra
sacalo	tứ
sacalo	lấy
sacalo	bắt
sacalo	chụp
vina	cưa
vina	her
vina	cổ
retiro	lấy
retiro	bắt
retiro	chụp
peles	skins
peles	da
peles	lông
cranio	skull
cranio	sọ
cranio	quang
fique	đứng
destruíron	quất
destruíron	những
destruíron	chúng
destruíron	họ
destruíron	hỏng
destruíron	hư
destruíron	xì
fitzgerald	fitzgerald
conquista	conquest
valentía	dũng
valentía	chống
defende	cọc
defende	cho
faiche	các
faiche	cac
faiche	bạn
faiche	anh
faiche	cô
métete	phiền
cheguemos	lấy
cheguemos	nhận
cheguemos	get
atoparei	tìm
véxote	xem
véxote	các
véxote	cac
véxote	bạn
véxote	anh
véxote	cô
destruído	hỏng
destruído	hư
destruído	xì
chamarme	gọi
chamarme	call
chamarme	cẩm
delicioso	ngon
coñeciches	các
coñeciches	cac
coñeciches	bạn
coñeciches	anh
coñeciches	cô
coñeciches	meet
coñeciches	gặp
pixamas	pyjama
marion	marion
pénsao	khoảng
pénsao	về
pénsao	ban
pénsao	nghĩ
blue	xanh
andrews	andrews
andrews	khỏi
andrews	từ
chalana	tàu
chalana	thuyền
chalana	boat
pau	lòi
pau	stick
filliña	chữ
filliña	thư
filliña	hon
filliña	cưng
filliña	girl
filliña	gái
sagrada	thánh
mineral	khoáng
mineral	quặng
andabas	các
andabas	cac
andabas	bạn
andabas	anh
andabas	cô
andabas	lơn
andabas	tụt
andabas	cẩu
andabas	có
andabas	đã
geoffrey	geoffrey
cantaba	ca
cantaba	hát
cantaba	sang
tróuxenche	các
tróuxenche	cac
tróuxenche	bạn
tróuxenche	anh
tróuxenche	cô
gaspare	gaspare
foches	các
foches	cac
foches	bạn
foches	anh
foches	cô
anarquista	anarchist
escribo	viết
escribo	ghi
escribo	gõ
irlandeses	irish
fodidos	re
fodidos	đang
fodidos	là
dámo	đưa
dámo	tặng
dámo	cho
willett	willett
mátao	giết
ianqui	american
ianqui	mỹ
shirley	shirley
artillería	pháo
claude	claude
ping	ping
fodendo	fucking
fodendo	với
fodendo	bằng
biram	biram
punk	punk
jerry	jerry
guaraná	guarana
condesa	dowager
takami	takami
mehrdad	mehrdad
cui	cui
private	tư
cbi	iwc
asteroides	asteroids
pender	pender
desexaba	wanted
ensina	dạy
solucionar	giải
ángeles	los
ángeles	angeles
doenzas	benh
doenzas	bệnh
hormona	hormone
hormona	hormon
aconteza	muỗng
jazz	jazz
tocamos	play
tocamos	chơi
tocamos	at
bendición	blessing
incribles	amazing
incribles	unbelievable
má	xấu
má	bad
má	kém
má	khiếp
má	tệ
hans	hans
inspiración	inspiration
gráfica	chart
gráfica	thị
estudamos	học
sabia	tú
sabia	wise
noventa	ninety
ollade	xem
ollade	nhìn
pensaría	nghĩ
nostalxia	buon
existía	aw
existía	bị
existía	kia
existía	đó
seguise	côn
seguise	vẫn
seguise	aw
seguise	bị
seguise	để
seguise	kệ
seguise	lấy
seguise	bắt
seguise	chụp
vendía	bán
poemas	thơ
sos	độc
sos	chính
collelo	lấy
collelo	bắt
collelo	chụp
collede	lấy
collede	bắt
collede	chụp
coñecedes	biết
coñecedes	don
adoitan	quất
adoitan	những
adoitan	chúng
adoitan	họ
adoitan	thuồng
adoitan	thường
ensaios	trials
supremo	supreme
táboa	bảng
táboa	bàn
errada	sai
errada	lỗi
errada	nhầm
deunos	tặng
madrugada	sáng
baratos	cheap
baratos	rẻ
corporal	thân
corporal	body
fainos	pha
positiva	dương
sufrín	led
harvard	havard
harvard	harvard
seriamente	hen
pides	các
pides	cac
pides	bạn
pides	anh
pides	cô
axudas	cứu
axudas	giúp
deixara	nan
deixara	xịt
deixara	trái
deixara	để
deixara	kệ
rematan	end
rematan	kết
amarelos	vàng
amarelos	nhát
xenocidio	genocide
racial	đua
racial	nhung
nixeria	nigeria
casco	mũ
deberan	nên
refiro	gì
sábese	any
fragmentos	fragments
atrapar	bắt
morrían	chết
morrían	quất
morrían	những
morrían	chúng
morrían	họ
debuxar	vẽ
desesperada	desperate
desesperada	trai
desesperada	nhi
desesperada	son
nathaniel	nathaniel
abren	download
abren	mở
abren	má
caribe	caribê
caribe	caribbean
caribe	caribe
recuperación	recovery
caio	caius
texas	texas
pedazos	rách
foxe	xa
foxe	phí
minte	xạo
exercicios	gỉa
lixeiramente	hơi
ventos	gió
dixéronlle	quất
dixéronlle	những
dixéronlle	chúng
dixéronlle	họ
atopen	tìm
atopen	quất
atopen	những
atopen	chúng
atopen	họ
cambialo	đổi
cambialo	thay
fundación	quỹ
fundación	foundation
fundación	nọc
farrapos	rách
tiveran	có
tiveran	đã
tiveran	nan
tiveran	xịt
tiveran	quất
tiveran	những
tiveran	chúng
tiveran	họ
ainda	côn
ainda	vẫn
usala	dùng
medran	trồng
medran	mọc
medran	grow
cadela	chó
cadela	dog
encantaríame	love
encantaríame	yêu
intencións	intentions
lembrades	nhớ
lembrades	các
lembrades	cac
lembrades	bạn
lembrades	anh
lembrades	cô
willie	willie
dick	dick
herbas	cỏ
herbas	herbs
howard	phuong
howard	howard
golpear	strike
golpear	đâm
golpear	slr
contactar	lạc
preocúpame	lo
xogador	player
durmía	ngủ
durmía	ngự
bacteria	bacterium
élle	care
élle	cổ
élle	don
entren	lấy
entren	nhận
entren	get
empezaron	quất
empezaron	những
empezaron	chúng
empezaron	họ
estadio	arena
ocuparme	lấy
ocuparme	bắt
ocuparme	chụp
ocuparme	care
atópanse	re
atópanse	đang
atópanse	là
sinxelamente	chỉ
sinxelamente	funny
sabiades	biết
sabiades	các
sabiades	cac
sabiades	bạn
sabiades	anh
sabiades	cô
hamburguesa	hamburger
deitados	xạo
deitados	couches
razas	xáo
razas	rain
razas	mưa
declarou	tuyên
pulmón	phổi
pulmón	lung
cambiará	will
cambiará	sẽ
cambiará	muốn
cambiará	đổi
cambiará	thay
descuberta	discovery
voluntario	nguyện
ímoslle	để
ímoslle	kệ
ímoslle	đây
pódesme	các
pódesme	cac
pódesme	bạn
pódesme	anh
pódesme	cô
estarías	các
estarías	cac
estarías	bạn
estarías	anh
estarías	cô
ombro	vai
desesperado	desperate
sentenza	câu
superar	qua
superar	hết
superar	over
convén	cho
cambiamos	đổi
cambiamos	thay
comparado	so
entendedes	các
entendedes	cac
entendedes	bạn
entendedes	anh
entendedes	cô
entendedes	hiểu
entendedes	hieu
terminou	qua
terminou	hết
terminou	over
hoxendía	nay
feixóns	đậu
barras	thanh
nenez	trãi
imaxinaba	nghĩ
naturais	chích
caendo	falling
caendo	rơi
caendo	down
caendo	xuống
lavadora	rửa
lavadora	máy
leña	gỗ
leña	củi
deixará	các
deixará	cac
deixará	bạn
deixará	anh
deixará	cô
deixará	bỏ
comezos	sớm
xeada	frost
cráteres	bomb
cráteres	bom
fadas	fairy
fadas	fee
fadas	tiên
crearon	quất
crearon	những
crearon	chúng
crearon	họ
crearon	có
crearon	đã
crearon	tạo
gobernamental	phủ
viran	thấy
matemática	toán
pílulas	thuốc
contando	lit
contando	đếm
rematara	aw
rematara	bị
rematara	qua
rematara	hết
rematara	over
saíches	ra
saíches	tứ
saíches	các
saíches	cac
saíches	bạn
saíches	anh
saíches	cô
paquetes	gói
paquetes	packs
paquetes	gói
sudáfrica	nam
sudáfrica	phi
quererías	như
quererías	thích
quererías	like
quererías	tòng
quererías	cốt
quererías	các
quererías	cac
quererías	bạn
quererías	anh
quererías	cô
quererías	muon
quererías	muốn
teñades	các
teñades	cac
teñades	bạn
teñades	anh
teñades	cô
teñades	có
teñades	đã
vistas	xem
vistas	view
vicio	phó
vicio	vice
esqueceu	quên
esqueceu	quên
cociñas	bếp
giovanni	giovanni
intentas	thử
intentas	các
intentas	cac
intentas	bạn
intentas	anh
intentas	cô
intentas	cố
dáche	cung
dáche	các
dáche	cac
dáche	bạn
dáche	anh
dáche	cô
gordos	béo
gordos	mập
gordos	fat
televisor	tv
televisor	tivi
quendas	ca
conseguen	lấy
conseguen	nhận
conseguen	get
descobre	xạo
descobre	ra
descobre	tứ
levaría	tòng
levaría	cốt
levaría	lấy
levaría	bắt
levaría	chụp
danny	danny
ataca	công
ulises	odysseus
miserable	khổ
miserable	nhoi
apuntar	beat
apuntar	chấm
apuntar	điểm
apuntar	aim
apuntar	ngắm
apuntar	nhắm
soviética	soviet
esmagar	vỡ
esmagar	rụi
espellos	gương
espellos	mirrors
rota	gãy
rota	vỡ
rota	hỏng
rota	hư
anónimos	anonymous
caixeiro	máy
alias	aka
nacido	sinh
custos	tốn
metín	chua
metín	norad
metín	đặt
trouxeches	các
trouxeches	cac
trouxeches	bạn
trouxeches	anh
trouxeches	cô
trouxeches	mang
soña	mơ
soña	dreams
soña	mơ
consolo	solace
consolo	consolation
taberna	bar
taberna	tavern
vapor	the
vapor	steam
vapor	lết
mátame	giết
amarga	đắng
afogar	đuối
afogar	trầm
afogar	đuối
hurra	để
hurra	kệ
donas	quý
baker	baker
tolear	khùng
tolear	điên
tolear	cuồng
encanto	charm
porcallada	hôi
louco	khùng
louco	điên
louco	giận
gravata	đính
gravata	nơ
probe	thử
cuspir	nhổ
cuspir	nhổ
volvese	đến
planear	plan
olle	xem
olle	nhìn
xogas	play
xogas	chơi
xogas	at
perdo	thua
mate	giết
desgraciado	lê
beiras	banks
aloxamento	nhà
fartos	nan
fartos	xịt
fartos	đủ
fartos	fed
fartos	với
fartos	bằng
berro	khốc
berro	cry
berro	khóc
karl	karl
desorde	mess
desorde	nhác
desorde	bừa
desorde	giỡn
comerciante	buôn
comerciante	buôn
perfume	cologne
perfume	köln
perfume	perfume
direicho	nói
direicho	bảo
direicho	các
direicho	cac
direicho	bạn
direicho	anh
direicho	cô
roxa	đỏ
faríao	tòng
faríao	cốt
saiamos	lấy
saiamos	nhận
saiamos	get
saiamos	ra
saiamos	tứ
téxtil	dệt
téxtil	mill
castrón	trai
castrón	nhi
castrón	son
castrón	súng
fascistas	nazi
lenin	lenin
tócache	của
tócache	quay
tócache	lượt
tócache	cua
tócache	flip
arranxalo	fix
arranxalo	lấy
arranxalo	nhận
arranxalo	get
dicídelle	nói
dicídelle	bảo
bandeiras	cờ
caralludo	đẹp
mami	mẹ
mami	mom
mami	mommy
mami	mẹ
cruza	crosses
lémbraste	nhớ
lémbraste	các
lémbraste	cac
lémbraste	bạn
lémbraste	anh
lémbraste	cô
balón	bóng
balón	banh
tomaches	các
tomaches	cac
tomaches	bạn
tomaches	anh
tomaches	cô
dispararlle	bắn
revólver	súng
mato	giết
baleiros	rỗng
baleiros	trống
patrullas	oto
patrullas	ôtô
colliches	các
colliches	cac
colliches	bạn
colliches	anh
colliches	cô
sid	sid
insulto	xúc
enxeñeiro	hoạ
díganos	nói
díganos	bảo
louie	louie
séntate	ngồi
séntate	down
séntate	xuống
puideses	các
puideses	cac
puideses	bạn
puideses	anh
puideses	cô
eddie	eddie
bañeira	bad
bañeira	bath
bañeira	tắm
bentley	bentley
britton	britton
coñecerte	các
coñecerte	cac
coñecerte	bạn
coñecerte	anh
coñecerte	cô
coñecerte	meet
coñecerte	gặp
chegarás	các
chegarás	cac
chegarás	bạn
chegarás	anh
chegarás	cô
chegarás	will
chegarás	sẽ
chegarás	muốn
dormes	ngủ
dormes	ngự
dormes	các
dormes	cac
dormes	bạn
dormes	anh
dormes	cô
ruliña	love
ruliña	yêu
ruliña	nhỏ
ruliña	tiểu
ruliña	dove
pó	bụi
pó	chốn
envíe	mail
envíe	evolution
envíe	thư
gravadora	băng
citas	quotes
dourado	vầng
dourado	golden
dourado	đỏi
telegrama	tín
remataches	các
remataches	cac
remataches	bạn
remataches	anh
remataches	cô
remataches	xong
mova	dời
mova	chuyển
heiche	các
heiche	cac
heiche	bạn
heiche	anh
heiche	cô
prometeu	đã
troco	đổi
troco	thay
guindar	thảy
guindar	chọi
guindar	quăng
guindar	vứt
guindar	ném
guindar	ném
explorador	explorer
explorador	ranger
lar	nhà
derrubar	down
derrubar	xuống
quixer	muon
quixer	muốn
mula	mule
oliva	oliva
cadaquén	mỗi
castro	castro
benny	benny
barret	barrett
bombardear	bomb
bombardear	bom
agasallos	quà
agasallos	quà
agasallos	cải
preguntarche	bảo
preguntarche	hỏi
preguntarche	các
preguntarche	cac
preguntarche	bạn
preguntarche	anh
preguntarche	cô
cicatriz	thẹo
cicatriz	scar
cicatriz	sẹo
guitarra	guitar
guitarra	ghita
sela	sale
grégoire	grégoire
americanas	american
americanas	mỹ
sheila	sheila
foguete	tiễn
foguete	rocket
foguete	hệ
foguete	sex
serpentes	rắn
donovan	donovan
crente	believer
enganado	sai
enganado	lỗi
enganado	nhầm
dong	dong
dong	đổng
gatiño	kitty
dien	dien
dien	diên
phu	phú
phu	phu
empezas	các
empezas	cac
empezas	bạn
empezas	anh
empezas	cô
empezas	khởi
lyon	lyons
lyon	lyon
esgotado	ra
esgotado	tứ
dezaoito	eighteen
bólas	balls
bólas	bi
orgasmo	orgasm
rancor	nghênh
lewis	lewis
fición	fiction
samp	samp
narigudo	lớn
narigudo	to
narigudo	đúc
narigudo	đại
narigudo	big
narigudo	mũi
yolande	yolande
yang	dương
yang	yang
etienne	etienne
horda	horde
peaches	peaches
peaches	đào
tate	tate
shawn	shawn
cálache	the
maiordomo	butler
picaso	picasso
catelyn	catelyn
gregor	gregor
rexente	regent
actualidade	nay
abandonada	thác
sinalar	beat
sinalar	chấm
sinalar	điểm
sinalar	ra
sinalar	tứ
curación	chữa
curación	cure
vídeos	video
vídeos	videos
melodía	giai
melodía	melody
orgánico	organic
vides	các
vides	cac
vides	bạn
vides	anh
vides	cô
vides	đến
rápidos	mau
rápidos	nhanh
barata	cheap
barata	rẻ
xudicial	judicial
coidadosamente	kỹ
complexa	complex
calquer	any
versións	thấm
versións	chơi
versións	divx
investigacións	bê
usalo	dùng
noción	notion
sintas	các
sintas	cac
sintas	bạn
sintas	anh
sintas	cô
incremento	tăng
climática	đổi
climática	thay
fixeramos	lam
fixeramos	xong
pásao	giao
pásao	này
brócoli	cải
brócoli	broccoli
démoslles	tặng
démoslles	them
démoslles	cói
démoslles	chúng
démoslles	họ
démoslles	chuột
coidando	taking
coidando	care
coidando	tìm
coidando	theo
coidando	sau
dependen	re
dependen	đang
dependen	là
preguntamos	bảo
preguntamos	hỏi
desesperación	rờn
quinta	fifth
fontes	nguồn
desfacerse	rid
desfacerse	lấy
desfacerse	nhận
desfacerse	get
afeitos	phơi
realista	tế
utilizando	chỉ
utilizando	funny
bonnet	bonnet
camiñaba	aw
camiñaba	bị
vólvense	quất
vólvense	những
vólvense	chúng
vólvense	họ
vólvense	lấy
vólvense	nhận
vólvense	get
sans	healthy
receita	prescription
ancho	rộng
ancho	vid
facebook	facebook
miran	xem
miran	nhìn
acababa	nan
acababa	xịt
acababa	chỉ
acababa	funny
achegouse	qua
achegouse	hết
achegouse	over
hall	vắng
hall	lang
hall	sảnh
hall	hall
láser	laser
láser	laze
pechan	close
pechan	đóng
pechan	gần
pechan	kín
puxemos	chua
puxemos	norad
puxemos	đặt
escolar	trường
escolar	học
usada	phơi
bay	vịnh
bay	bay
nadando	bơi
terranova	newfoundland
terranova	terranova
fuxindo	chạy
fuxindo	xa
fuxindo	phí
repugnante	ghê
repugnante	tởm
tivestes	các
tivestes	cac
tivestes	bạn
tivestes	anh
tivestes	cô
tivestes	nan
tivestes	xịt
sabémolo	biết
sabémolo	thế
sabémolo	rằng
sabémolo	điều
sabémolo	mà
sabémolo	vn
adiviñar	đoán
napalm	napalm
napalm	napan
etapa	stage
etapa	khi
obama	obama
alimento	mat
vivirá	sống
vivirá	live
impide	khỏi
impide	từ
aceptas	các
aceptas	cac
aceptas	bạn
aceptas	anh
aceptas	cô
aceptas	lấy
aceptas	bắt
aceptas	chụp
jones	jones
suficientemente	đủ
abandonado	thác
datas	ngày
oculto	phone
oculto	ẩn
incómodo	awkward
dicíalle	nói
dicíalle	bảo
dicíalle	said
praga	prague
praga	praha
sucios	bẩn
sucios	hủ
sucios	dơ
amosando	the
sorrindo	cười
conduzo	chạy
conduzo	cán
polares	cực
escoitaron	nghe
párkinson	parkinson
ocorrería	muỗng
ocorrería	tòng
ocorrería	cốt
eric	eric
arrefriado	lạnh
comezaremos	khởi
fagámolo	để
fagámolo	kệ
morría	chết
morría	die
morría	chết
cambie	đổi
cambie	thay
marfil	ivory
marfil	ngà
marfil	coast
bando	bên
bando	phe
bando	trang
documentación	identity
xordo	điếc
davis	davis
galletas	cookies
galletas	cookie
abandono	abandonment
dalgúns	cầy
senda	linh
interna	nội
rompe	thoái
rango	tầm
rango	rang
rango	rank
escribía	viết
escribía	ghi
escribía	viết
guerreiros	warriors
combates	combat
combates	fighting
goliath	goliath
famosos	nổi
recorrer	resort
submarinos	submarines
pinga	giọt
pinga	bỏ
pinga	thả
queirades	các
queirades	cac
queirades	bạn
queirades	anh
queirades	cô
queirades	muon
queirades	muốn
queirades	như
queirades	thích
queirades	like
arxentina	argentina
máxica	thuật
máxica	magic
artístico	nghệ
fósforo	phốtpho
percorrido	hải
separado	skill
dirías	các
dirías	cac
dirías	bạn
dirías	anh
dirías	cô
dirías	nói
dirías	tràng
dirías	tòng
dirías	cốt
ledo	phúc
ledo	vui
sona	đồn
publicar	đăng
tentaba	cố
tentaba	aw
tentaba	bị
mito	myth
okinawa	okinawa
dormen	ngủ
dormen	ngự
naciches	sinh
naciches	các
naciches	cac
naciches	bạn
naciches	anh
naciches	cô
verso	verse
ribeira	ngân
ribeira	bank
ribeira	the
intente	thử
galería	gallery
abres	download
abres	mở
abres	má
deran	quất
deran	những
deran	chúng
deran	họ
deran	nan
deran	xịt
explotar	the
dúbidas	reo
severo	nặng
gripe	cúm
veas	veins
turner	turner
quixeron	quất
quixeron	những
quixeron	chúng
quixeron	họ
quixeron	wanted
lembren	nhớ
preguntaba	tòng
preguntaba	cốt
dicídeme	nói
dicídeme	bảo
cordeiro	liệt
cordeiro	lamb
cordeiro	cừu
mineiro	mỏ
baseado	dựa
capataz	foreman
preñada	thai
preñada	bầu
selección	chọn
lenda	legend
transmisión	luồng
transmisión	màng
transmisión	flow
incra	tòng
incra	cốt
kilómetros	km
kilómetros	miles
kilómetros	phít
kilómetros	km
kilómetros	dặm
éstas	những
polgar	thumb
separada	skill
separada	khỏi
separada	từ
lembre	nhớ
quedarse	stay
homosexuais	gay
fachenda	ngạo
ficción	fiction
penas	khan
derramamentos	nhớt
derramamentos	dầu
vodas	honeymoon
vodas	cưới
visitantes	khách
vinde	đến
sálvate	kkk
sálvate	chạy
amei	yêu
otto	otto
barón	baron
vindeiros	the
vindeiros	kế
vindeiros	tiếp
vindeiros	kit
prometer	hứa
prometer	các
prometer	cac
prometer	bạn
prometer	anh
prometer	cô
acampamento	camp
acampamento	trại
fariña	bột
moscova	moscow
moscova	moskva
matareite	giết
matareite	các
matareite	cac
matareite	bạn
matareite	anh
matareite	cô
devólveme	đưa
devólveme	tặng
devólveme	cho
divertirse	có
divertirse	đã
divertirse	fun
divertirse	ké
divertirse	vui
deixaremos	won
deixaremos	thắng
deixaremos	để
deixaremos	kệ
esqueciches	các
esqueciches	cac
esqueciches	bạn
esqueciches	anh
esqueciches	cô
esqueciches	quên
esqueciches	quên
sentade	ngồi
sentade	down
sentade	xuống
clemencia	mercy
reformatorio	trường
reformatorio	học
beba	uống
beba	ly
beba	có
beba	đã
precise	cần
prométoo	hứa
gustas	các
gustas	cac
gustas	bạn
gustas	anh
gustas	cô
gustas	như
gustas	thích
gustas	like
pasaches	các
pasaches	cac
pasaches	bạn
pasaches	anh
pasaches	cô
carcereiro	nè
carcereiro	hi
carcereiro	này
carcereiro	hey
traian	mang
afeito	phơi
deixarte	các
deixarte	cac
deixarte	bạn
deixarte	anh
deixarte	cô
deixarte	bỏ
deixarte	để
deixarte	kệ
deixase	để
deixase	kệ
banquete	yến
banquete	feast
banquete	tiệc
mosca	fly
mosca	ruồi
mosca	bay
mosca	penny
am	the
divertir	có
divertir	đã
divertir	fun
divertir	ké
divertir	vui
falará	nói
falará	will
falará	sẽ
falará	muốn
pota	nồi
pota	pot
gustave	gustave
philippe	philippe
granxeiro	quê
vago	lat
vago	biếng
