در	ประตู
جهانی	โกลบอล
جهانی	global
جهانی	เวิลด์
جهانی	world
جهانی	โลก
همچنین	ยัง
زندگی	ชีวิต
زندگی	life
زن	หญิง
زن	หญิง
زن	ภริยา
زن	ภรรยา
زن	เมีย
زیر	ใต้
هستند	กำลัง
هستند	คือ
جوایز	รางวัล
جوایز	รางวัล
روستا	หมู่บ้าน
تهران	เตหะราน
بازی	เกม
بازی	เกมส์
بازی	เกม
بازی	เกมส์
بازی	เล่น
فرانسه	ฝรั่งเศส
فرانسه	ฝรั่งเศส
جنگ	สงคราม
باید	ต้อง
دست	มือ
دست	แขน
دست	arm
دست	มือขวา
دست	มือ
دست	หัตถ์
دست	hand
شورای	สภา
محل	ตำแหน่งที่ตั้ง
محل	ตำแหน่ง
های	hai
های	ไห
کتاب	หนังสือ
کتاب	สมุด
کتاب	หนังสือ
آلمان	เยอรมัน
آلمان	เยอรมนี
سطح	ระดับ
سطح	เลเวล
اصلی	หลัก
اصلی	ต้นฉบับ
اصلی	ดั้งเดิม
اصلی	เดิม
اصلی	หลัก
ساخت	ก่อสร้าง
المپیک	โอลิมปิค
المپیک	โอลิมปิก
المپیک	โอลิมปิก
اول	ก่อน
اول	แรก
سازمان	องค์กร
سازمان	องค์การ
سازمان	มโน
سازمان	องค์กร
سازمان	องค์การ
سه	three
سه	สาม
مرکزی	กึ่งกลาง
مرکزی	กึ่งกลาง
مرکزی	เซ็นทรัล
ایالت	สภาพ
ایالت	รัฐ
فارسی	เปอร์เซีย
بین	ถั่ว
بین	ระหว่าง
انگلستان	อังกฤษ
دوم	วินาที
موسیقی	มิวสิค
موسیقی	เพลง
موسیقی	ดนตรี
گروه	วง
گروه	band
گروه	กลุ่ม
جایزه	โบนัส
جایزه	รางวัล
جایزه	รางวัล
بیشتر	ที่สุด
بیشتر	อื่นๆ
بیشتر	มากกว่า
جنوبی	ใต้
جنوبی	south
جنوبی	ใต้
روز	เดย์
روز	วัน
جمهوری	สาธารณรัฐ
مرگ	ตาย
ولی	แต่
آمریکایی	อเมริกัน
نقش	บทบาท
منطقه	แคว้น
منطقه	ภูมิภาค
منطقه	เขต
منطقه	โซน
منطقه	เขต
منطقه	อำเภอ
منطقه	บริเวณ
منطقه	พื้นที่
بسیار	มาก
بسیار	มากมาย
بسیار	หลาย
بسیار	มาก
بسیار	มากมาย
اسلامی	อิสลาม
بزرگ	ใหญ่
بزرگ	บิ๊ก
بزرگ	ใหญ่
بزرگ	big
اروپا	ยุโรป
روستایی	ชนบท
روستایی	ชาวไร่
روستایی	ชาวนา
آمار	สถิติ
فعالیت	กิจกรรม
اشاره	ใบ้
زاده	เกิด
محمد	โมฮัมหมัด
بریتانیا	อังกฤษ
بریتانیا	บริติช
بریتانیا	อังกฤษ
مانند	ชอบ
مانند	เหมือน
مانند	แบบ
مانند	ถูกใจ
مانند	ไลค์
مانند	อย่าง
چند	หลาย
چند	มัลติ
شمالی	อุดร
شمالی	เหนือ
شمالی	เหนือ
آب	น้ำ
آب	นํ้า
ایرانی	เปอร์เซีย
ایرانی	อิหร่าน
اطلاعات	ข้อมูล
اطلاعات	ข้อมูล
ایجاد	สร้าง
مالک	owner
مالک	เจ้าของ
امنیت	รปภ
نوع	ชนิด
نوع	ประเภท
نوع	พิมพ์
مردم	ประชาชน
مردم	บุคคล
مردم	ผู้
مردم	ผู้คน
مردم	คน
دلیل	เหตุ
دلیل	เหตุผล
دلیل	สาเหตุ
دلیل	เพราะ
دلیل	สาเหตุ
روستای	หมู่บ้าน
دور	ไกล
دور	ห่าง
مربوط	เกี่ยวข้อง
مربوط	เกี่ยวข้อง
بار	โหลด
بار	บาร์
بار	แถบ
دریا	ทะเล
شما	เจ้า
شما	คุณ
شما	เธอ
برابر	เท่ากับ
برابر	เท่ากับ
تولید	ผลิต
تولید	ผลิต
تولید	สร้าง
تپه	เนิน
تنها	ลำพัง
تنها	เท่านั้น
تنها	เฉพาะ
تنها	เหงา
علی	อาลิ
برخی	บาง
برخی	บ้าง
میان	mian
میان	ระหว่าง
جهان	เวิลด์
جهان	world
جهان	โลก
جام	คัพ
جام	ถ้วย
ها	หือ
کد	รหัส
کد	โค้ด
کشف	สำรวจ
نشان	เครื่องหมาย
نشان	ตรา
حذف	ลบ
حذف	ลบ
تلویزیونی	โทรทัศน์
تلویزیونی	ทีวี
غربی	เวสต์
گرفته	ถ่าย
دوران	ศักราช
دوران	ยุค
شامل	รวม
شامل	รวม
بهترین	best
دولت	สภาพ
دولت	รัฐ
دولت	ราชการ
دولت	รัฐบาล
همراه	mobile
چپ	ซ้าย
چپ	เหลือ
ایتالیا	อิตาลี
ایتالیا	อิตาลี่
صفحه	เพจ
صفحه	หน้า
مجلس	รัฐสภา
مجلس	สมัชชา
تحت	ใต้
آغاز	เริ่ม
آغاز	เริ่ม
ویکی	wiki
راه	พาธ
راه	วิธี
راه	ทาง
راه	วิถี
راه	หนทาง
کشتی	เรือ
کشتی	ยาน
کشتی	เรือ
توجه	ใส่ใจ
توجه	สนใจ
بن	ben
بن	เบน
بن	เบ็น
همه	ทั้งหมด
همه	ทุก
کوچک	เล็ก
ژاپن	japan
ژاپن	ญี่ปุ่น
رسمی	ทางการ
رسمی	official
رسمی	ทางการ
اسلام	อิสลาม
سپتامبر	กันยา
سپتامبر	กันยายน
پرونده	กรณี
پرونده	case
پرونده	คดี
پرونده	แฟ้ม
ماه	เดือน
ماه	เดือน
ماه	พระจันทร์
ماه	มูน
ماه	เพ็ญ
هزار	พัน
تابستانی	ซัมเมอร์
تابستانی	summer
چون	เพราะ
چون	เมื่อไร
چون	เมื่อ
چون	ตอน
آوریل	apr
آوریل	april
آوریل	เมษายน
تغییر	แก้ไข
تغییر	เปลี่ยนแปลง
تغییر	เปลี่ยน
سیاسی	การเมือง
شکل	ฟอร์ม
شکل	คิด
مارس	มีนาคม
مارس	มาร์ช
مارس	march
درخواست	ขอ
درخواست	คำขอ
درخواست	ร้องขอ
کیلومتر	กิโลเมตร
کیلومتر	กิโลเมตร
کیلومتر	กิโลเมตร
کیلومتر	กิโล
جمله	ประโยค
شهری	เมือง
شهری	ซิตี้
شهری	city
لیگ	สันนิบาต
لیگ	ลีก
روسیه	รัสเซีย
روسیه	รัสเซีย
منابع	แหล่ง
منابع	ทรัพยากร
نخستین	ก่อน
نخستین	แรก
شاه	กษัตริย์
شاه	king
شاه	ราชา
شاه	คิง
جنوب	ใต้
جنوب	south
جنوب	ใต้
طور	ภูเขา
فوت	เท้า
فوت	ตีน
اکتبر	ตุลาคม
ژوئن	จูน
ژوئن	มิถุนายน
چه	อะไร
سر	sar
سر	หัว
سر	เฮด
سر	หัว
سر	head
حزب	พรรค
حزب	ปาร์ตี้
فرهنگ	วัฒนธรรม
خانه	บ้าน
خانه	เฮ้าส์
خانه	บ้าน
خانه	home
خانه	บาน
دسامبر	ธันวาคม
دسامبر	ธันวา
موارد	รายการ
موارد	กรณี
هند	อินเดีย
آلبوم	อัลบั้ม
آزاد	ฟรี
آزاد	อิสระ
آزاد	ว่าง
آزاد	เสรี
آزاد	free
چاپ	พิมพ์
علمی	วิทยาศาสตร์
علمی	วิทยาศาสตร์
نوامبر	พฤศจิกายน
آسیا	เอเชีย
آسیا	บอล
شمال	อุดร
شمال	เหนือ
شمال	เหนือ
پایان	จบ
پایان	end
پایان	ยุติ
علوم	วิทยาศาสตร์
جان	จอร์น
جان	john
جان	จอห์น
سید	ซิด
کالیفرنیا	แคลิฟอร์เนีย
قرن	ศตวรรษ
بازیگر	actress
صنایع	อุตสาหกรรม
صنایع	อุตสาหกรรม
گونه	แก้ม
کانادا	แคนาดา
کانادا	แคนาดา
اسپانیا	สเปน
اسپانیا	สเปน
زمین	earth
زمین	โลก
زمین	ธรณี
رئیس	boss
برزیل	บราซิล
برزیل	บิ
برزیل	บิท
برزیل	บราซิล
برزیل	บิว
سبک	สว่าง
سبک	เบา
سبک	ไลท์
سبک	แสง
سبک	สไตล์
بالا	ท็อป
جدید	นิว
جدید	ใหม่
تصویر	ภาพ
تصویر	รูปภาพ
تصویر	อิมเมจ
وارد	ward
وارد	วอร์ด
عضو	member
عضو	สมาชิก
عضو	บริจาค
میراث	มรดก
میراث	มรดก
زنان	หญิง
زنان	สตรี
نظامی	กองทัพ
نظامی	ทหาร
هیچ	ใดๆ
چین	ชิน
چین	คาง
چین	จีน
سیستم	ระบบ
ظاهر	ลักษณะ
ظاهر	ปรากฏ
ادامه	ต่อ
درجه	เกรด
درجه	ปริญญา
درجه	องศา
درجه	อันดับ
درجه	ปริญญา
انتخاب	เลือก
انتخاب	เลือก
دستی	คู่มือ
فقط	แค่
نسبت	สัดส่วน
نسبت	อัตราส่วน
اعضای	สมาชิก
تلفن	โทรศัพท์
تلفن	โทรศัพท์
داستان	เรื่อง
سوم	iii
خط	เส้น
خط	บรรทัด
خط	line
قانون	กฎหมาย
قانون	กฎ
قانون	ปกครอง
قانون	กฏ
قانون	กฎ
علت	เหตุ
علت	เหตุผล
علت	สาเหตุ
علت	เพราะ
علت	สาเหตุ
مهم	สำคัญ
منبع	ต้นทาง
منبع	ทรัพยากร
میلیون	ล้าน
کمک	ช่วย
جهت	ทิศทาง
جهت	ทิศทาง
جهت	ปฐมนิเทศ
هوایی	แอร์
هوایی	อากาศ
هوایی	air
حتی	แม้น
حتی	แม้
حتی	แม้แต่
حتی	แม้ว่า
نمایش	โชว์
نمایش	แสดง
آمریکای	อเมริกา
ناحیه	แคว้น
ناحیه	ภูมิภาค
ناحیه	เขต
ناحیه	อำเภอ
ناحیه	บริเวณ
ناحیه	พื้นที่
طراحی	ดีไซน์
طراحی	ออกแบบ
طراحی	ออกแบบ
آموزش	สอน
قلعه	ปราสาท
قلعه	ป้อม
قلعه	ปราการ
ویرایش	แก้ไข
ویرایش	แก้ไข
حکومت	ราชการ
حکومت	รัฐบาล
بازدید	วิจารณ์
بازدید	รีวิว
شیمیایی	เคมีภัณฑ์
شیمیایی	เคมี
مساحت	บริเวณ
مساحت	พื้นที่
ادبیات	วรรณกรรม
ادبیات	วรรณคดี
موضوع	หัวข้อ
موضوع	หัวข้อ
شبکه	กริด
برنامه	แอป
برنامه	แอพ
برنامه	โปรแกรม
برنامه	ตาราง
برنامه	กำหนดการ
تولد	เกิด
تولد	กำเนิด
تبدیل	แปลง
دریایی	นาวิก
سن	เซน
سن	เสน
سن	เซ็น
سن	อายุ
سن	ยุค
سن	แซน
سن	ซาน
سن	แซน
سن	san
سن	นักบุญ
سن	เซนต์
عربی	arabi
عربی	อาหรับ
بودن	การ
نتیجه	ผลลัพธ์
نتیجه	ผล
نتیجه	ผลลัพธ์
نتیجه	ผล
نتیجه	ผลลัพธ์
نتیجه	สรุป
انقلاب	ปฏิวัติ
تگزاس	เทกซัส
تگزاس	เท็กซัส
عراق	อิรัก
شروع	เริ่ม
شروع	เริ่ม
هنر	ศิลปะ
هنر	ศิลปศาสตร์
هنر	อาร์ต
هنر	อาร์ท
هنر	art
هنر	ศิลปะ
قسمت	ภาค
قسمت	ส่วน
قسمت	part
قسمت	episode
قسمت	ตอน
بررسی	เช็ค
بررسی	ตรวจ
باز	เปิด
باز	กลับ
ترکیه	ตุรกี
ترکیه	ตุรกี
حقوق	กฎหมาย
حقوق	กฎ
حقوق	สิทธิ
حقوق	สิทธิ์
عمومی	ทั่วไป
عمومی	สาธารณชน
عمومی	public
عمومی	สาธารณะ
عمومی	ทั่วไป
عمومی	แม่ทัพ
حسین	hussain
ترجمه	แปล
ترجمه	แปล
دقیقه	นาที
دقیقه	นาที
رنگ	สี
رنگ	สีสัน
رنگ	สี
افزایش	เพิ่ม
طبیعی	natural
طبیعی	ธรรมชาติ
طبیعی	ปรกติ
طبیعی	ธรรมดา
طبیعی	ปกติ
معروف	ดัง
مدیریت	จัดการ
گل	ดอกไม้
گل	ดอกไม้
گل	flower
نیاز	ต้องการ
نیاز	ต้องการ
توضیح	หมายเหตุ
ترکیب	ผสม
ترکیب	กลมกลืน
ترکیب	สารประกอบ
رشته	ด้าย
موافق	ยินยอม
مواد	ยา
مواد	วัสดุ
مواد	วัตถุดิบ
مواد	วัสดุ
درباره	เรื่อง
درباره	ประมาณ
کارگردانی	กำกับ
استرالیا	ออสเตรเลีย
اجتماعی	สังคม
جریان	ปัจจุบัน
جریان	ไหล
جریان	กระแส
جریان	ลำธาร
طریق	ผ่าน
ژانویه	มกราคม
کنار	ด้าน
کنار	ไซด์
کنار	ข้าง
انرژی	พลังงาน
ملیت	สัญชาติ
مه	พฤษภาคม
مه	mah
مه	หมอก
مه	หมอก
ثانیه	วินาที
ثانیه	วินาที
کل	รวม
کل	ทั้งหมด
کل	คา
خان	ข่าน
دکتر	ดอกเตอร์
دکتر	หมอ
دکتر	แพทย์
انجمن	สภา
انجمن	สังคม
انجمن	สมาคม
انجمن	ชุมชน
انجمن	สมาคม
غرب	เวสต์
توسعه	พัฒนาการ
توسعه	พัฒนา
فصل	บท
فصل	ฤดูกาล
ژوئیه	กรกฎาคม
شوروی	โซเวียต
شوروی	โซเวียต
افغانستان	อัฟกานิสถาน
ورزش	gym
ورزش	ยิม
ورزش	พละ
ورزش	สปอร์ต
ورزش	sport
ورزش	กีฬา
ورزش	สปอร์ต
ورزش	กีฬา
معماری	สถาปัตยกรรม
معماری	สถาปัตยกรรม
باند	พันธบัตร
باند	สายใย
باند	บอนด์
باند	พันธะ
آنجا	มี
پرندگان	นก
آخرین	last
آخرین	สุดท้าย
آخرین	ล่าสุด
آخرین	ล่าสุด
پزشکی	เวชศาสตร์
پزشکی	ยา
فرهنگی	วัฒนธรรม
فرهنگی	วัฒนธรรม
تلویزیون	โทรทัศน์
تلویزیون	ทีวี
دنیا	เวิลด์
دنیا	world
دنیا	โลก
جغرافیای	ภูมิศาสตร์
حالت	สภาพ
حالت	รัฐ
حالت	โหมด
حالت	อารมณ์
کوه	ภูผา
کوه	ภูเขา
کوه	ภูเขา
مقالات	บทความ
عمل	ทำท่า
کره	เนย
کره	เกาหลี
کره	เกาหลี
انتقال	โอน
انتقال	ขนส่ง
فوریه	ด่วน
فوریه	กุมภาพันธ์
فوریه	กุมภาพันธ์
رود	แม่น้ำ
سیاست	นโยบาย
سیاست	การเมือง
فرانسوی	ฝรั่งเศส
وطن	บ้าน
وطن	home
وطن	บาน
برتر	สูงส่ง
برتر	อธิการ
برتر	superior
نزدیک	เกือบ
نزدیک	ปิด
نزدیک	ใกล้
نزدیک	ใกล้
دلار	ดอลลาร์
داخلی	ภายใน
کاهش	ลด
کاهش	ลด
ده	ten
ده	สิบ
ارتش	กองทัพ
ارتش	ทหาร
ارتش	ทัพ
ارتش	กองทัพ
مشخص	เจาะจง
مشخص	ไฮไลท์
مشخص	เน้น
مشخص	ไฮไลต์
مشخص	ไฮไลท์
مشخص	ไฮไลต์
حاضر	ปัจจุบัน
اسرائیل	อิสราเอล
اسرائیل	อิสราเอล
انسان	มนุษย์
انسان	มนุษย์
انسان	ชาย
انسان	คน
انسان	แมน
انسان	man
مسجد	มัสยิด
مسجد	มัสยิด
مثل	ชอบ
مثل	เหมือน
مثل	แบบ
مثل	ถูกใจ
مثل	ไลค์
مثل	อย่าง
شهرها	เมือง
شهرها	นคร
سیاه	ดำ
قدرت	อำนาจ
قدرت	power
قدرت	พลังงาน
قدرت	พลัง
نسخه	เวอร์ชัน
نسخه	เวอร์ชั่น
کم	คาม
کم	แคป
کم	แคม
کم	โลว์
کم	ต่ำ
خانواده	ตระกูล
خانواده	ครอบครัว
خانواده	family
میدان	ตาราง
ویژه	พิเศษ
حوزه	สนาม
حوزه	ฟิลด์
حوزه	สาขา
حوزه	ทุ่ง
حوزه	ช่อง
حمله	โจมตี
ناسا	nasa
ناسا	นาซา
جزیره	เกาะ
وزارت	แผนก
وزارت	กรม
وزارت	กระทรวง
ساختمان	ตึก
ساختمان	อาคาร
ساختمان	ก่อสร้าง
درام	ดราม่า
درام	ละคร
درام	กลอง
درصد	เปอร์เซนต์
درصد	เปอร์เซ็นต์
درصد	เปอร์เซ็นต์
مهندسی	วิศวกรรมศาสตร์
مهندسی	วิศวกรรม
برنده	win
برنده	ชนะ
علم	วิทยาศาสตร์
وقتی	เมื่อไร
وقتی	เมื่อ
وقتی	ตอน
آبی	น้ำเงิน
آبی	สีน้ำเงิน
آبی	บลู
اقتصاد	เศรษฐศาสตร์
اقتصاد	เศรษฐกิจ
ورزشی	นักกีฬา
ورزشی	กีฬา
ورزشی	สปอร์ต
ورزشی	sport
ورزشی	กีฬา
ورزشی	สปอร์ต
ورزشی	กีฬา
جامعه	สังคม
جامعه	ชุมชน
بازار	ตลาด
معرفی	บทนำ
مصر	อียิปต์
مصر	อียิปต์
متن	ข้อความ
متن	บริบท
متن	ต้นทาง
سرعت	ความเร็ว
سرعت	ความเร็ว
طرف	ด้าน
طرف	ไซด์
طرف	ข้าง
سابق	อดีต
پسر	บอย
پسر	ลูก
پسر	บุตร
پسر	ลูกชาย
دین	ศาสนา
دین	ดีน
دین	คณบดี
کشت	ฝึกฝน
سایت	เว็บไซต์
سایت	ไซต์
خیلی	มาก
خیلی	สวยๆ
خیلی	สวย
خورشیدی	สุริยะ
خورشیدی	สุ
سفید	ขาว
سفید	ไวท์
جشنواره	เทศกาล
بهتر	best
فرد	แปลก
فرد	เฟร็ด
فرد	fred
لندن	london
لندن	ลอนดอน
سری	ซีรี่ส์
سری	อนุกรม
سری	sri
سری	ศรี
باستان	โบราณ
اسکار	oscar
کلی	kelly
کلی	เคลย์
کلی	ดิน
آلمانی	เยอรมัน
محلی	ภูมิภาค
دیده	เห็น
شیخ	ชีก
شیخ	ชีค
برگزیده	เลือก
کنترل	ควบคุม
کنترل	คอนโทรล
انواع	ชนิด
انواع	ประเภท
درست	ทรู
درست	true
درست	จริง
درست	แท้
سنگ	แซง
سنگ	ซัง
سنگ	ซาง
سنگ	stone
سنگ	หิน
سنگ	ศิลา
استاد	อาจารย์
موقعیت	จุดยืน
موقعیت	ตำแหน่ง
موقعیت	สถานการณ์
بیماری	โรค
کلاس	ห้องเรียน
کلاس	คลาส
کلاس	ห้องเรียน
کلاس	คลาส
کلاس	เรียน
مدرسه	โรงเรียน
کسب	earn
کسب	ขวนขวาย
کسب	ธุรกิจ
کسب	กิจการ
حرکت	เลื่อน
حرکت	ขยับ
حرکت	ย้าย
جغرافیایی	ภูมิศาสตร์
جغرافیایی	ภูมิศาสตร์
مشخصات	คุณลักษณะ
مشخصات	ลักษณะ
مشخصات	สเปค
دبی	dubai
دبی	ดูไบ
کوتاه	สั้น
کوتاه	สั้นๆ
کوتاه	เตี้ย
روابط	สัมพันธ์
اجرا	ประสิทธิภาพ
اجرا	ประหาร
اجرا	ประหาร
اجرا	วิ่ง
اجرا	รัน
اجرا	หนี
پیشنهاد	แนะ
پیشنهاد	แนะนำ
پیشنهاد	เสนอ
پیشنهاد	เสนอ
پیشنهاد	แนะนำ
اتحادیه	สหพันธ์
اتحادیه	สหภาพแรงงาน
اتحادیه	สหภาพ
خوب	เก่ง
خوب	ดี
خوب	เอ้อ
خوب	ก็
خوب	เออ
خوب	ดี
خوب	ก้อ
خوب	อืม
موفق	สำเร็จ
موفق	สำเร็จ
پایین	ลง
پایین	ดาวน์
پایین	ล่าง
پدر	พ่อ
خاص	เจาะจง
خاص	พิเศษ
گذشته	อดีต
کیفیت	คุณภาพ
ازدواج	แต่งงาน
ازدواج	แต่งงาน
ازدواج	แต่ง
خارجی	ภายนอก
خارجی	ภายนอก
خارجی	ต่างด้าว
هنوز	ยัง
میزان	สมดุล
تر	ter
مشغول	ยุ่งๆ
مشغول	ยุ่ง
اقتصادی	เศรษฐกิจ
پادشاهی	อาณาจักร
کمربند	เข็มขัด
کمربند	เข็มขัด
کمربند	สายพาน
واحد	ดิวิชั่น
واحد	ยูนิต
واحد	หน่วย
چندین	หลาย
چندین	หลายๆ
چندین	หลาย
اندازه	ขนาด
اندازه	ขนาด
اندازه	ไซส์
خیابان	ถนน
خیابان	street
عالی	เยี่ยม
عالی	ยอด
عالی	วิเศษ
عالی	เยี่ยม
عالی	เลิศ
نگاره	ภาพ
نگاره	รูปภาพ
نگاره	อิมเมจ
نگاره	กราฟิก
هدف	เป้า
دستگاه	อุปกรณ์
دستگاه	เครื่องจักร
دستگاه	แมชชีน
دستگاه	เครื่อง
طرح	ดีไซน์
طرح	ออกแบบ
پنج	ห้า
برد	win
برد	ชนะ
پل	สะพาน
پل	บริดจ์
پل	paul
پل	พอล
ترابری	ขนส่ง
داخل	ภายใน
ابتدا	ก่อน
ابتدا	แรก
ارتباط	สื่อสาร
ارتباط	ติดต่อ
پخش	เล่น
پخش	แพร่
پخش	กระจาย
پخش	เล่น
مطلق	ค่าสัมบูรณ์
مطلق	สัมบูรณ์
مشکل	ปัญหา
مشکل	ปัญหา
نفت	น้ำมัน
شرایط	เงื่อนไข
شرایط	เงื่อนไข
شرایط	เงื่อนไข
شرایط	สภาพ
قاجار	qajar
دانشکده	วิทยาลัย
دانشکده	มหาวิทยาลัย
دختر	สาว
دختر	ลูกสาว
نور	สว่าง
نور	เบา
نور	ไลท์
نور	แสง
نور	nur
اجرای	ประหาร
یونان	กรีก
لازم	ต้องการ
لازم	จำเป็น
مرتبط	เกี่ยวข้อง
شکست	ขัดข้อง
شکست	ปราบ
شکست	ปราชัย
رشد	โต
رشد	เติบโต
رشد	ปลูก
گزارش	รายงาน
پرداخت	จ่าย
پرداخت	ชำระ
هلند	เนเธอร์แลนด์
هلند	ฮอลแลนด์
هلند	ดัตช์
مالی	molly
مالی	ไฟแนนซ์
مالی	มาลี
زیاد	มาก
زیاد	มากมาย
اضافه	พิเศษ
ورزشگاه	gym
ورزشگاه	ยิม
ورزشگاه	พละ
ورزشگاه	สนาม
درون	ภายใน
جنسی	เพศ
جنسی	เซ็กซ์
جنسی	sex
امور	กิจการ
تأسیس	ตำหนัก
تأسیس	สถาปนา
مهدی	mehdi
شعر	กลอน
شعر	กวี
شعر	กลอน
شعر	กวี
شعر	กลอน
فناوری	เทค
فناوری	เทคโนโลยี
فناوری	วิทยาการ
فناوری	เทคโนโลยี
ترتیب	ลำดับ
مادر	แม่
مادر	แม่
وضعیت	สถานะ
وضعیت	สถานภาพ
وضعیت	สถานการณ์
وضعیت	สภาพ
وضعیت	รัฐ
نمونه	ตัวอย่าง
نمونه	ตัวอย่าง
نامزد	หมั้น
لیتر	ลิตร
لیتر	กระบะ
لیتر	ลิตร
لاتین	ละติน
مثال	ตัวอย่าง
سوئد	สวีเดน
مدل	โมเดล
مدل	รุ่น
متری	เมตร
دوستان	เพื่อนๆ
دوستان	เพื่อน
مسیر	พาธ
دسته	พวง
ترانه	ซง
ترانه	เพลง
چرا	ทำไม
پایگاه	ฐาน
پایگاه	ฐานทัพ
پایگاه	ด่าน
مکان	ตำแหน่งที่ตั้ง
مکان	ตำแหน่ง
فکر	คิด
فکر	คิด
اولیه	หลัก
گسترش	ขยาย
عدم	ขาด
عدد	จำนวน
عدد	หมายเลข
عدد	ตัวเลข
عدد	หมายเลข
تعریف	นิยาม
تعریف	กำหนด
تعریف	นิยาม
نو	นิว
نو	ใหม่
خدمات	บริการ
خدمات	บริการ
همسر	ผัว
همسر	สามี
همسر	ภริยา
همسر	ภรรยา
همسر	เมีย
فرزند	กุมาร
فرزند	เด็ก
مصرف	บริโภค
لهستان	โปแลนด์
تقسیم	ดิวิชั่น
تقسیم	หาร
تقسیم	แบ่ง
روزنامه	หนังสือพิมพ์
تن	ทูน่า
تن	ตัน
تن	ton
تن	ตัน
تن	ตาล
اتحاد	สหพันธ์
اتحاد	สหภาพแรงงาน
اتحاد	สหภาพ
اتحاد	สามัคคี
اتحاد	unity
اتحاد	เอกภาพ
اتحاد	พันธมิตร
اتحاد	สามัคคี
نظریه	ทฤษฎี
نظریه	ทฤษฎี
خاک	ฝุ่น
خاک	ดิน
خاک	ดิน
