और	και
कई	αρκετοί
वाले	γουέιλ
स्थित	εντοπίστηκε
मण्डल	ζώνη
मण्डल	ζωνη
आधिकारिक	επίσημο
आधिकारिक	αξιωματούχος
आधिकारिक	επίσημη
कारण	λόγους
कारण	λόγοι
कारण	αιτία
कारण	λόγος
कारण	αίτιο
कारण	αιτία
कारण	προκαλεί
कारण	αιτίες
कारण	αίτια
जैसे	όπως
जैसे	οπως
जैसे	like
जैसे	σαν
करता	νταήδες
उनके	τους
हिन्दी	χίντι
हिन्दी	ινδικά
बहुत	πολυ
बहुत	πολύ
पहले	πρίν
पहले	πριν
पहले	νωρίτερα
पहले	πρώτο
पहले	πρώτον
पहले	πρώτη
पहले	πρώτα
पहले	πρώτος
अपनी	σαρκική
दो	δυο
दो	two
दो	δύο
जिला	περιφέρεια
जब	πότε
जब	όταν
जब	οταν
उन्होंने	αυτοί
उन्होंने	αιγύπτιοι
जन्म	γεννήθηκα
जन्म	γεννημένος
जन्म	γεννήθηκε
जन्म	γεννηθείς
जन्म	γέννησης
जन्म	γέννηση
जन्म	γέννα
कोई	κόι
कोई	οποιαδήποτε
इन	inn
इन	ιν
इन	πανδοχείο
लेकिन	αλλά
लेकिन	αλλα
लेकिन	μα
ये	αυτο
ये	αυτό
ये	αυτά
ये	αυτές
ये	οἱ
ये	αυτα
कम	χαμηλά
कम	χαμηλό
कम	χαμηλή
कम	χαμηλός
कम	λιγότεροι
कम	λιγότερες
कम	λιγότερα
कम	λιγότερους
कम	λιγότερο
कम	λιγότερες
कम	λιγότερα
कहा	είπε
लोग	ατομα
लोग	ανθρωποι
लोग	άνθρωποι
लोग	κόσμος
लोग	άτομα
लोग	ανθρώπους
आदि	κλπ
आदि	περισσότερο
आदि	περισσότεροι
आदि	πιο
आदि	περισσότερες
आदि	περισσότερα
प्राचीन	πρωτόγονο
प्राचीन	πρωτόγονη
प्राचीन	αρχαίος
प्राचीन	αρχαίο
प्राचीन	αρχαία
प्राचीन	πραίτορα
देखें	δείτε
देखें	ρολόι
देखें	δείτε
देखें	βλέπεις
देखें	βλέπε
देखें	δειτε
देखें	θεα
देखें	θέα
देखें	όψη
देखें	προβολή
देखें	view
उत्तर	απαντηση
उत्तर	απάντησε
उत्तर	απαντήστε
उत्तर	απάντηση
उत्तर	βορρά
उत्तर	βορεια
उत्तर	βόρεια
उत्तर	βορράς
उत्तर	απαντήσεις
भाषा	γλώσσες
भाषा	γλώσσα
भाषा	γλωσσα
लिये	για
लिये	for
सभी	ολα
सभी	όλοι
सभी	όλες
सभी	όλα
प्राप्त	ελήφθη
प्राप्त	έλαβε
प्राप्त	λαμβάνουν
प्राप्त	λάβετε
इसका	its
प्रयोग	πειράματα
प्रयोग	πείραμα
शामिल	περιλαμβάνονται
शामिल	περιλαμβάνει
शामिल	συμπεριλαμβάνεται
शामिल	περιλαμβάνονται
शामिल	συμπεριλαμβάνονται
शामिल	περιλαμβάνεται
शामिल	συμπεριλάβετε
शामिल	συμπερίληψη
शामिल	περιλαμβάνουν
उन्हें	τους
उस	αυτό
उस	ότι
उस	that
स्थान	τοποθεσίες
स्थान	τόποι
स्थान	μέρη
स्थान	τοποθεσίες
स्थान	τόπος
स्थान	μέρος
स्थान	τόπος
स्थान	τοποθεσία
प्रमुख	αρχηγός
प्रमुख	αρχηγέ
प्रमुख	ταγματάρχης
प्रमुख	ταγματάρχη
प्रमुख	κύρια
बीच	παραλία
बीच	παραλια
बीच	κέντρο
बीच	κεντρο
बीच	center
गए	έφυγε
गए	εφυγε
गए	πήγε
मुख्य	αρχηγός
मुख्य	αρχηγέ
मुख्य	κύρια
थी	ήταν
बिहार	μπιχάρ
उसे	αυτόν
कार्य	καθήκοντα
कार्य	δουλειά
कार्य	έργο
कार्य	δουλειά
कार्य	εργασίες
कार्य	εργασία
कार्य	δουλεια
कार्य	δουλειές
कार्य	εργασίες
कार्य	καθήκον
आंध्र	andhra
आंध्र	andra
नगर	town
नगर	πολη
नगर	πόλη
नगर	πολη
नगर	πόλη
नगर	city
नगर	ναγκάρ
उपयोग	χρήση
उपयोग	χρησιμοποίηση
उपयोग	χρήσεις
उपयोग	χρησιμοποιεί
उपयोग	χρήσεων
लोगों	ατομα
लोगों	ανθρωποι
लोगों	άνθρωποι
लोगों	κόσμος
लोगों	άτομα
लोगों	ανθρώπους
आधार	βαση
आधार	βάση
आधार	βαση
आधार	βάση
काम	έργο
काम	δουλειά
काम	εργασίες
काम	εργασία
काम	δουλεια
जीवन	life
जीवन	ζωή
जीवन	ζωη
विश्व	world
विश्व	κόσμο
विश्व	κόσμος
भाग	τμήματα
भाग	ενότητες
भाग	μέρος
भाग	μεροσ
भाग	μέρη
निर्माण	δημιουργία
निर्माण	ναυπήγηση
निर्माण	κατασκευές
निर्माण	κατασκευή
निर्माण	μεταποίηση
गई	πήγε
राष्ट्रीय	εθνικός
राष्ट्रीय	εθνικό
राष्ट्रीय	εθνικη
राष्ट्रीय	εθνική
जानकारी	info
जानकारी	πληροφορίες
जानकारी	πληροφορίες
जानकारी	πληροφορία
जानकारी	πληροφόρηση
पोर्टल	πύλη
शहर	πολη
शहर	πόλη
शहर	city
शहर	πόλεων
शहर	πόλεις
बार	κάγκελα
बार	μπαρ
बार	ράβδοι
बार	μπάρες
बार	ράβδος
बार	μπαρ
बार	bar
बार	μπάρ
बार	μπάρα
बार	times
बार	φορές
बार	χρόνοι
लगभग	σχεδόν
लगभग	σχεδον
लगभग	περίπου
फिल्म	ταινία
फिल्म	ταινια
फिल्म	μεμβράνη
फिल्म	ταινία
फिल्म	ταινια
फिल्म	φιλμ
यहाँ	εδω
यहाँ	εδώ
प्रसिद्ध	διάσημο
प्रसिद्ध	διάσημος
प्रसिद्ध	διάσημη
प्रसिद्ध	διάσημοι
विकास	εξέλιξη
विकास	ανάπτυξη
विकास	αναπτυξη
विकास	ανάπτυξη
विकास	μεγέθυνση
केवल	μόνον
केवल	μόνο
केवल	μονο
देश	χωρα
देश	χώρα
देश	έθνος
देश	χώρες
देश	χωρες
वेबसाइट	website
वेबसाइट	ιστοσελίδα
वेबसाइट	ιστότοπος
अलग	χωρισμένοι
अलग	χωρισμένος
अलग	διαφορετικός
अलग	διαφορετικά
अलग	διαφορετικοί
अलग	διαφορετική
अलग	διαφορετικό
अलग	χωριστή
अलग	ξεχωριστά
अलग	χωριστά
विशेष	αποκλειστική
विशेष	αποκλειστικός
विशेष	αποκλειστικό
विशेष	αποκλειστικά
विशेष	αποκλειστικότητα
विशेष	ειδική
विशेष	special
विशेष	σπέσιαλ
इसकी	its
कभी	ποτέ
दी	δεδομένο
दी	δεδομένου
दी	έδωσε
पृष्ठ	σελίδα
पृष्ठ	page
पृष्ठ	σελιδα
पृष्ठ	σελίδες
माना	θεωρείται
माना	mana
माना	υποτίθεται
माना	υποθετικά
शब्द	λέξη
शब्द	λεξη
शब्द	λογια
शब्द	λόγια
शब्द	λέξεις
फिर	τότε
फिर	μετά
तीन	τρεις
तीन	three
तीन	τρία
तीन	τρια
पुरस्कार	ανταμοιβές
पुरस्कार	έπαθλο
पुरस्कार	βραβείο
पुरस्कार	βραβείο
पुरस्कार	βραβεία
पुरस्कार	βραβεία
पुरस्कार	επιβράβευση
पुरस्कार	ανταμοιβή
पुरस्कार	αμοιβή
लेख	άρθρα
लेख	τεχνουργήματα
लेख	αρθρα
लेख	διατριβή
लेख	αρθρο
लेख	άρθρο
अब	τώρα
अब	τωρα
अमेरिका	αμερική
मंदिर	τεμπλ
मंदिर	ναός
मंदिर	ναό
अलावा	πρόσθεση
अलावा	προσθήκη
अलावा	χώρια
वार्ता	συνομιλίες
दक्षिण	νότιο
दक्षिण	νοτια
दक्षिण	νότια
दक्षिण	νότος
विभिन्न	διάφορες
विभिन्न	διάφορα
विभिन्न	διαφορα
इतिहास	ιστορία
इतिहास	ιστορια
इतिहास	ιστορικό
लिया	τραβήχτηκε
फ़िल्म	ταινία
फ़िल्म	ταινια
फ़िल्म	μεμβράνη
फ़िल्म	ταινία
फ़िल्म	ταινια
फ़िल्म	φιλμ
क्योंकि	επειδή
क्योंकि	γιατί
पास	πέρασμα
पास	πάσα
पास	περάσει
पास	πάσο
विस्तृत	λεπτομερείς
विस्तृत	λεπτομερές
विस्तृत	λεπτομερής
विस्तृत	λεπτομερή
विस्तृत	περίτεχνο
विस्तृत	εξαντλητική
विस्तृत	προηγμένη
विस्तृत	προχωρημένο
विस्तृत	προχωρημένη
विस्तृत	προηγμένο
दिन	μερα
दिन	ημερα
दिन	ημέρα
दिन	μέρα
दिन	ημέρες
दिन	ημερες
दिन	μέρες
कृषि	γεωργία
जाना	βιωσιμότητα
शुरू	ξεκίνησα
शुरू	άρχισε
शुरू	ξεκίνησε
शुरू	αρχίστε
शुरू	ξεκινήστε
व्यक्ति	άτομο
व्यक्ति	πρόσωπο
व्यक्ति	ατομική
व्यक्ति	ατομικό
व्यक्ति	μεμονωμένα
व्यक्ति	ατομικά
व्यक्ति	επιμέρους
व्यक्ति	ατομικισμού
विज्ञान	επιστήμη
विज्ञान	επιστήμες
सदस्य	μέλος
सदस्य	βουλευτής
सदस्य	μελος
सदस्य	συνδρομητή
सदस्य	εγγεγραμμένος
सदस्य	συνδρομητής
सदस्य	συνδρομητές
सदस्य	εγγεγραμμένοι
सदस्य	έλη
सदस्य	μέλη
सदस्य	μελη
हालांकि	μολονότι
सिंह	σινγκ
सिंह	λέο
सिंह	λίο
सिंह	λέων
सिंह	leo
अनेक	πολλά
अनेक	πολλοι
अनेक	πολλοί
अनेक	πολλές
अनेक	πολλα
अनेक	αρκετές
अनेक	αρκετοί
अनेक	πολλαπλές
अनेक	πολλαπλή
अनेक	πολλαπλά
यहां	εδω
यहां	εδώ
संख्या	αριθμός
संख्या	νούμερο
संख्या	νούμερα
संख्या	αριθμοί
संख्या	αριθμούς
बात	μιλήσω
बात	μιλήστε
बात	μίλα
साहित्य	φιλολογία
साहित्य	λογοτεχνία
शिक्षा	εκπαίδευση
शिक्षा	παιδεία
दिल्ली	δελχί
धर्म	θρησκευτικά
धर्म	θρησκεία
धर्म	θρησκείες
धर्म	ντάρμα
मूल	προέλευση
मूल	καταγωγή
मूल	αυθεντικές
मूल	πρωτότυπα
मूल	αυθεντικό
मूल	αρχική
मूल	πρωτότυπο
मूल	αρχικό
मूल	αρχικός
मूल	βασικές
मूल	βασικός
मूल	βασική
मूल	βασικό
मूल	βασικού
तब	τότε
तब	μετά
बना	φτιαγμένο
बना	φτιαγμένα
बना	φτιαγμένη
बना	έκανε
कोड	κώδικα
कोड	κωδικός
कोड	κώδικας
कोड	κωδικοί
कोड	κώδικες
कोड	κωδικούς
संयुक्त	ταυτόχρονη
संयुक्त	united
संयुक्त	ενωμένη
संयुक्त	ενωμένοι
संयुक्त	ηνωμένο
संयुक्त	συνδυασμένα
संयुक्त	συνδυασμένες
संयुक्त	συνδυασμένη
संयुक्त	συνδυασμένης
संयुक्त	συνδυασμένο
संयुक्त	άρθρωση
जुलाई	ιούλιος
जुलाई	ιούλιο
जुलाई	ιουλίου
जुलाई	ιουλιος
युद्ध	μαχη
युद्ध	μάχη
युद्ध	πόλεμος
युद्ध	πόλεμο
नदी	ρίβερ
नदी	ποταμός
नदी	ποτάμι
वाला	βάλα
काल	τεταμένη
काल	καλέστε
काल	κλήση
काल	κάλεσε
काल	περίοδος
काल	περίοδο
ऐसे	τέτοια
वर्षों	χρονια
वर्षों	ετη
वर्षों	χρόνια
वर्षों	έτη
प्रति	ανά
प्रति	per
प्रति	περ
स्टेशन	σταθμός
स्टेशन	σταθμό
स्टेशन	σταθμούς
स्टेशन	σταθμοί
बड़े	μεγάλα
बड़े	μεγάλο
बड़े	μεγάλη
बड़े	μεγάλα
बड़े	μεγάλος
बड़े	μεγάλο
जनवरी	ιανουαρίου
जनवरी	ιανουάριο
जनवरी	ιανουάριος
मध्य	κεντρικό
मध्य	κεντρική
मध्य	κεντρικός
मध्य	central
मध्य	κέντρο
मध्य	κεντρο
मध्य	center
मध्य	διάμεση
मध्य	διάμεσο
मध्य	μεση
मध्य	μεσαία
मध्य	μέση
मध्य	μεσαίο
राजा	ράζα
राजा	βασιλεύς
राजा	βασιλιάς
राजा	κινγκ
राजा	βασιλιά
राजा	king
प्रथम	πρώτο
प्रथम	πρώτον
प्रथम	πρώτη
प्रथम	πρώτα
प्रथम	πρώτος
विश्वविद्यालय	πανεπιστημίων
विश्वविद्यालय	πανεπιστήμια
विश्वविद्यालय	πανεπιστήμιο
विश्वविद्यालय	university
विश्वविद्यालय	πανεπιστημιο
जून	τζουν
जून	ιούνιο
जून	ιουνίου
जून	τζουν
जून	ιούνιος
मार्च	μαρ
मार्च	μαρτίου
मार्च	μάρτιος
मार्च	μάρτιο
बन	ψωμάκι
बन	κουλούρι
बनी	μπάνι
बनी	bunny
बनी	κουνελάκι
अर्थ	έννοια
अर्थ	νόημα
अर्थ	εννοώντας
अप्रैल	απρ
अप्रैल	απρίλιος
अप्रैल	απρίλιο
अप्रैल	απρίλη
अप्रैल	απριλίου
अप्रैल	έιπριλ
महत्वपूर्ण	σημαντική
महत्वपूर्ण	σημαντικο
महत्वपूर्ण	σημαντικό
महत्वपूर्ण	σημαντικός
महत्वपूर्ण	κρίσιμη
महत्वपूर्ण	κρίσιμα
महत्वपूर्ण	κρίσιμο
महत्वपूर्ण	κρίσιμες
महत्वपूर्ण	βαρυσήμαντη
प्रामाणिक	αυθεντικές
प्रामाणिक	αυθεντική
प्रामाणिक	αυθεντικά
प्रामाणिक	αυθεντικό
प्रामाणिक	αυθεντικός
आप	εσύ
आप	εσείς
आप	εσυ
किए	coa
अक्टूबर	οκτώβριος
अक्टूबर	οκτώβριο
अक्टूबर	οκτωβρίου
समूह	εκκλησίασμα
समूह	όμιλος
समूह	ομαδα
समूह	group
समूह	ομάδα
समूह	ομαδες
समूह	ομάδες
वर्तमान	νυν
वर्तमान	τρέχουσα
वर्तमान	ρεύμα
वर्तमान	τρέχουσες
वर्तमान	τρέχον
वर्तमान	παρών
वर्तमान	δώρο
वर्तमान	παρόντες
वर्तमान	παρούσα
वर्तमान	παρόν
अध्ययन	μελέτη
अध्ययन	μελέτες
अध्ययन	σπουδές
विभाग	τμήμα
विभाग	τμημα
विभाग	μεραρχία
विभाग	διαίρεση
विभाग	τμήματα
आम	μάνγκο
आम	κοινές
आम	κοινή
आम	κοινός
आम	συχνές
स्थिति	κατάσταση
स्थिति	status
स्थिति	καθεστώς
स्थिति	κατασταση
स्थिति	στίγμα
स्थिति	θεση
स्थिति	θέση
स्थिति	κράτος
स्थिति	πολιτεία
स्थिति	state
स्थिति	κατάσταση
स्थिति	όρος
स्थिति	κατάσταση
स्थिति	κατασταση
प्रभाव	αντίκτυπος
प्रभाव	επίπτωση
प्रभाव	σύγκρουση
प्रभाव	πρόσκρουση
प्रभाव	επιπτώσεις
प्रभाव	επιπτώσεις
प्रभाव	επιδράσεις
प्रभाव	εφέ
प्रभाव	επιρροές
प्रभाव	εφέ
प्रभाव	αποτέλεσμα
प्रभाव	επίδραση
आदर्श	ιδεαλισμό
आदर्श	ιδανικός
आदर्श	ιδανικά
आदर्श	ιδανική
आदर्श	ιδανικό
आदर्श	είδωλο
साल	χρονια
साल	ετη
साल	χρόνια
साल	έτη
साल	ετος
साल	έτος
साल	χρονιά
साल	έτο
पहली	πρώτο
पहली	πρώτον
पहली	πρώτη
पहली	πρώτα
पहली	πρώτος
संगीत	μουσικη
संगीत	μουσική
अमेरिकी	αμερικανική
अमेरिकी	αμερικάνικα
अमेरिकी	αμερικανός
अमेरिकी	αμερικάνος
अमेरिकी	αμερικάνικο
अमेरिकी	αμερικανοί
अमेरिकी	αμερικάνοι
अमेरिकी	αμερικανοί
सेवा	υπηρεσία
सेवा	service
सेवा	εξυπηρέτηση
बनाने	δημιουργώντας
बनाने	φτιάχνοντας
बनाने	κάνοντας
आज	σημερα
आज	σήμερα
स्थापित	εγκατεστημένος
स्थापित	εγκαταστάθηκε
स्थापित	εγκατασταθεί
स्थापित	εγκατεστημένο
स्थापित	εγκατεστημένη
स्थापित	εγκατεστημένα
स्थापित	ιδρύθηκε
स्थापित	ίδρυσε
उच्च	high
उच्च	ψηλά
उच्च	υψηλή
उच्च	υψηλός
उच्च	υψηλό
देता	δινει
देता	δίνει
उपलब्ध	διαθέσιμος
उपलब्ध	διαθέσιμα
उपलब्ध	διατίθεται
उपलब्ध	διαθέσιμο
उपलब्ध	διαθέσιμη
काफी	αρκετά
बड़ी	μεγάλα
बड़ी	μεγάλο
बड़ी	μεγάλη
बड़ी	μεγάλα
बड़ी	μεγάλος
बड़ी	μεγάλο
चार	τέσσερις
चार	τέσσερα
चार	four
चार	τεσσερα
शक	αμφιβολία
प्रभा	pera
श्री	σρι
उदाहरण	παράδειγμα
उदाहरण	παραδειγμα
उदाहरण	απεικόνιση
उदाहरण	παραδείγματα
ले	πάρτε
ले	λήψη
ले	πάρε
जिससे	που
स्थापना	εγκατάσταση
स्थापना	εγκαταστάσεις
स्थापना	εγκατάσταση
स्थापना	ίδρυση
कंपनी	λόχος
कंपनी	εταιρεία
कंपनी	εταιρία
अधिकांश	κυρίως
अधिकांश	κυριως
सामाजिक	κοινωνικά
सामाजिक	κοινωνικές
सामाजिक	κοινωνικό
सामाजिक	κοινωνικη
सामाजिक	κοινωνική
प्रत्येक	κάθε
प्रत्येक	καθε
प्रत्येक	έκαστος
प्रत्येक	κάθε
बड़ा	μεγάλα
बड़ा	μεγάλο
बड़ा	μεγάλη
बड़ा	μεγάλα
बड़ा	μεγάλος
बड़ा	μεγάλο
बड़ा	τέλεια
बड़ा	υπέροχα
बड़ा	μεγαλύτερη
बड़ा	μεγαλύτερος
बड़ा	μεγαλύτερο
बड़ा	μεγαλύτερη
स्तर	επίπεδα
स्तर	επίπεδο
स्तर	στάθμη
स्तर	level
बनाया	φτιαγμένο
बनाया	φτιαγμένα
बनाया	φτιαγμένη
बनाया	έκανε
बनाया	δημιουργήθηκε
बनाया	δημιούργησε
बनाया	δημιουργήθηκαν
बनाया	δημιουργείται
जारी	συνεχίζεται
जारी	συνέχεια
जारी	συνεχιζόμενη
जारी	εκδόθηκε
जारी	εκδοθέν
जारी	εξέδωσε
जारी	εκδίδεται
जबकि	ενώ
जबकि	ενω
चित्र	φωτογραφια
चित्र	φωτογραφία
चित्र	εικόνα
चित्र	φωτογραφιες
चित्र	φωτογραφίες
चित्र	εικόνες
चित्र	εικόνα
चित्र	εικονα
चित्र	εικόνες
इससे	απο
इससे	από
इससे	εφευρίσκει
प्रणाली	συστημα
प्रणाली	σύστημα
सरकारी	επίσημο
सरकारी	αξιωματούχος
सरकारी	επίσημη
सरकारी	κυβερνηση
सरकारी	κυβέρνηση
जहां	όπου
जहां	πού
देशों	χώρες
देशों	χωρες
जल	νερό
जल	νερο
जल	ύδωρ
सूची	λίστα
सूची	κατάλογος
सूची	κατάλογοι
सूची	λίστες
विचार	ιδέα
विचार	ιδεα
विचार	ιδέες
विचार	σκέψη
विचार	σκέψεις
छोटे	μικρή
छोटे	μικρό
छोटे	μικρές
छोटे	μικρός
छोटे	μικρά
छोटे	μικρή
छोटे	little
छोटे	μικρό
ऊपर	κορυφαία
ऊपर	τοπ
ऊपर	top
ऊपर	κορυφή
ऊपर	ανωτέρω
ऊपर	παραπάνω
आधारित	βασισμένο
आधारित	βασισμένη
पानी	νερό
पानी	νερο
पानी	ύδωρ
सामान्य	στρατηγός
सामान्य	γενική
सामान्य	γενικές
सामान्य	γενικά
सामान्य	γενικό
सामान्य	κοινές
सामान्य	κοινή
सामान्य	κοινός
सामान्य	συχνές
सामान्य	φυσιολογικός
सामान्य	κανονικό
सामान्य	φυσιολογική
सामान्य	φυσιολογικό
सामान्य	κανονική
आगे	εμπρός
आगे	μπροστά
कुल	σύνολα
कुल	συνολο
कुल	σύνολο
कुल	συνολικά
एक्स्प्रेस	εξπρές
एक्स्प्रेस	express
एक्स्प्रेस	εκφράσω
पुलिस	αστυνομία
वर्ग	κατηγορια
वर्ग	κατηγορία
वर्ग	τετράγωνο
वर्ग	πλατεία
वर्ग	τάξεις
वर्ग	μαθήματα
वर्ग	κλάσεις
वर्ग	τάξη
वर्ग	κλάση
वर्ग	μάθημα
शरीर	σωμα
शरीर	πτώμα
शरीर	κορμί
शरीर	σώμα
अंग्रेजी	greek
अंग्रेजी	αγγλικα
अंग्रेजी	αγγλική
अंग्रेजी	αγγλικό
अंग्रेजी	αγγλικά
माध्यम	μέτρια
माध्यम	μεσαία
माध्यम	μεσαίο
माध्यम	μέσο
मानव	ανθρώπινα
मानव	ανθρώπινη
मानव	άνθρωπος
मानव	ανθρώπινο
मानव	ανθρωπίνων
मानव	ανθρώπινος
पाकिस्तान	πακιστάν
भूमिका	εισαγωγη
भूमिका	εισαγωγή
भूमिका	ρόλος
भूमिका	ρόλο
हर	har
हर	κάθε
हर	καθε
हर	χουρ
अतिरिक्त	έξτρα
अतिरिक्त	extra
अतिरिक्त	ρεζέρβα
अतिरिक्त	πρόσθετη
अतिरिक्त	επιπλέον
अतिरिक्त	πρόσθετες
अतिरिक्त	έξτρα
अतिरिक्त	extra
पिता	πατερα
पिता	πατέρας
पिता	πατέρα
पिता	πάτερ
समाज	κοινωνία
समाज	κοινωνια
उत्पन्न	παραγόμενα
उत्पन्न	παράγεται
नीचे	down
नीचे	κάτω
नीचे	κατω
नीचे	κατωτέρω
नीचे	κάτω
नीचे	παρακάτω
नीचे	κατω
नीचे	πάτος
नीचे	βυθό
दुनिया	world
दुनिया	κόσμο
दुनिया	κόσμος
आधुनिक	μοντέρνο
आधुनिक	μοντέρνα
आधुनिक	σύγχρονο
आधुनिक	σύγχρονη
आधुनिक	μοντέρνος
ध्यान	διαλογισμό
ध्यान	προσοχή
ध्यान	προσοχη
हिंदी	χίντι
हिंदी	ινδικά
दे	δώστε
दे	δώσε
सभा	εκκλησίασμα
सभा	συναρμολόγηση
सभा	συνέλευση
सभा	σύναξη
सभा	συγκέντρωση
परिवार	οικογενεια
परिवार	οικογένεια
विषय	θεμα
विषय	θεματα
विषय	θέματα
विषय	υπήκοοι
विषय	θεματα
विषय	υποκείμενα
विषय	υποκείμενο
विषय	θέμα
अधिकार	δικαιωμάτων
अधिकार	δικαιωματα
अधिकार	δικαιώματα
रंग	χρώμα
रंग	χρωμα
रंग	χρωστικές
रंग	χρωματα
रंग	χρώματα
रंग	χρωματα
रंग	χρώματα
रंग	χρώμα
रंग	χρωμα
बाहर	υπαίθρια
बाहर	έξω
बाहर	εξω
बाहर	υπαίθρια
बाहर	έξω
बाहर	out
बाहर	εξω
खेल	παιχνίδι
खेल	play
खेल	παίξε
खेल	παίξουμε
खेल	αθλήματα
खेल	σπορ
खेल	αθλητισμός
खेल	αθλητικά
खेल	παιχνίδι
खेल	game
खेल	παιχνιδι
खेल	παιχνίδια
खेल	αγωνες
खेल	αγώνες
खेल	games
खेल	σπορ
खेल	αθλητισμός
खेल	άθλημα
क्षेत्रों	περιοχές
जहाँ	όπου
जहाँ	πού
समान	ομοιογενές
समान	ομοιογενή
समान	ιδια
समान	ίδια
समान	ίδιο
समान	ίδιοι
समान	παρόμοιο
समान	παρόμοιες
समान	παρόμοιος
समान	παρόμοια
सितंबर	σεπτεμβρίου
सितंबर	σεπτέμβρη
सितंबर	σεπτέμβριος
सितंबर	σεπτέμβριο
दूर	μακριά
दूर	μακρινές
दूर	απόμακρη
दूर	απόμακρος
दूर	μακρινή
दूर	μακρινό
पता	διευθύνσεις
पता	διεύθυνση
शक्ति	αντοχή
शक्ति	δυναμη
शक्ति	δύναμη
शक्ति	ισχύς
शक्ति	power
शक्ति	εξουσία
शक्ति	δύναμη
शक्ति	ισχύς
ब्रिटिश	βρετανικό
ब्रिटिश	βρετανός
ब्रिटिश	βρετανική
ब्रिटिश	βρετανοί
ब्रिटिश	βρετανικά
कला	τέχνες
कला	τέχνη
कला	art
कला	αρτ
कला	τεχνη
घर	πατρίδα
घर	σπιτι
घर	σπίτι
घर	χάουζ
घर	house
घर	σπιτι
घर	σπίτι
संस्कृत	σανσκριτικά
प्रकाशित	δημοσιεύει
प्रकाशित	δημοσίευση
प्रकाशित	δημοσιεύθηκε
प्रकाशित	δημοσιευθεί
प्रकाशित	δημοσιεύτηκε
प्रकाशित	δημοσίευση
प्रकाशित	δημοσιεύεται
प्रकाशित	εκδίδεται
मई	μάη
मई	μάιος
मई	μέι
मई	μάης
प्रक्रिया	διαδικασία
प्रक्रिया	διεργασία
