категорія	類別
росії	俄羅斯
все	一切都
все	一切
все	全部
все	所有
все	all
київ	基輔
зокрема	包括
роботи	工作
біля	近
біля	靠近
біля	附近
веб	web
веб	網
веб	網路
праворуч	右
потім	那
потім	然後
потім	那麼
землі	地球
землі	大地
армії	集團軍
армії	軍隊
армії	軍
армії	陸軍
однак	然而
північний	北方
північний	北
північний	北部
північний	北方
північний	北部
день	日
день	一天
день	白天
день	day
південний	南方
південний	南部
південний	南
південний	南方
південний	南部
смерті	死亡
смерті	死神
період	期間
перша	首先
перша	第一
двох	兩
двох	兩個
двох	二
навіть	甚至
розташування	安置
розташування	定位
розташування	地點
розташування	安排
розташування	所在地
розташування	位置
розташування	地點
розташування	職位
розташування	位置
розташування	立場
кар	職業
три	三
три	三個
висота	海拔
висота	高度
висота	海拔
висота	身高
висота	高度
входить	包括
себе	自己
різних	不同
фільми	影片
фільми	電影
сільська	農村
церква	教會
церква	教堂
створення	創建
створення	一代
створення	世代
створення	創建
створення	創作
створення	創建
створення	創造
створення	建立
створення	作曲
значення	含義
значення	價值
значення	價值觀
значення	數值
значення	值
значення	價值
значення	數值
значення	值
системи	系統
крім	除了
крім	除外
тоді	那
тоді	然後
тоді	那麼
ніж	刀
ніж	刀子
ніж	小刀
адреса	地址
адреса	住址
член	會員
член	成員
член	公雞
франція	法國
групи	群組
групи	團體
буде	將
буде	威爾
динаміка	動態
динаміка	動力學
національний	national
національний	國家
управління	施政
управління	治理
управління	管理
всіх	全部
всіх	所有
всіх	all
всіх	大家
всіх	每個人
річки	河流
дата	日期
дата	約會
тим	tym
людей	人
людей	人們
людей	人民
хоча	儘管
хоча	雖然
хоча	雖然
мови	語言
мови	語文
мови	語言
мови	語
мови	語文
поселення	定居
поселення	定居點
розподіл	分布
розподіл	分配
розподіл	分銷
знаходиться	位於
пізніше	後來
пізніше	稍後
пізніше	以後
розвитку	發展
вулиця	街頭
вулиця	街道
вулиця	街
згодом	後來
згодом	稍後
згодом	以後
провінції	省份
провінції	各省
картка	卡
картка	名片
картка	紙牌
картка	卡片
часто	常常
часто	經常
часто	頻繁
часто	時常
часто	常常
часто	經常
олександр	亞歷山大
олександр	alexander
департамент	部門
майже	幾乎
права	右
права	權利
муніципалітетів	公社
муніципалітетів	市鎮
церкви	教會
церкви	教堂
стала	常數
голови	移植
південь	南
південь	南方
південь	南部
вулиці	街道
перед	以前
перед	前
перед	之前
сім	七七
сім	七個
сім	七
сім	seven
автор	作者
володимир	volodymyr
володимир	vladimir
типу	型態
типу	類型
академії	學院
фільм	電影
фільм	影片
фільм	電影
фільм	膠片
фільм	影片
карта	地圖
команди	命令
команди	團隊
команди	球隊
команди	隊伍
іван	john
використання	用法
використання	用量
використання	使用
використання	使用
використання	利用
використання	使用
головний	首席
головний	科長
головний	主要
зоря	星星
зоря	恆星
зоря	star
зоря	星
зоря	明星
деякі	一些
деякі	有些
музей	博物館
діяльність	活動
діяльність	動態
діяльність	活動
частини	部件
частини	零件
закінчив	完成
джерела	來源
джерела	來源
джерела	源
кам	營地
честь	名譽
честь	榮譽
честь	名譽
честь	榮譽
дві	兩
дві	兩個
дві	二
діяльності	活動
діяльності	動態
діяльності	活動
клуб	幫會
клуб	club
клуб	俱樂部
ігор	games
ігор	遊戲
партії	黨
партії	政黨
партії	宴會
партії	派對
партії	聚會
перелік	名單
перелік	清單
перелік	列表
перелік	列舉
роль	作用
роль	角色
усі	每個人
усі	全部
усі	所有
усі	all
усі	大家
усі	每個人
україна	烏克蘭
університет	大學
відомий	著名
відомий	有名
микола	mykola
італії	義大利
спочатку	最初
школа	學校
школа	上學
право	右
право	法律
євро	歐元
далі	進一步
далі	下一步
знову	再次
одна	一
одна	one
одна	一個
хто	誰
звання	排名
статус	狀況
статус	狀態
статус	現況
помер	死
родини	家庭
польщі	波蘭
група	群組
група	群
новий	新
новий	新的
зір	視力
зір	視覺
зір	願景
зір	視野
зір	展望
великий	big
великий	大
великий	棒
великий	偉大
назви	人名
назви	名稱
назви	姓名
залізниця	鐵路
залізниця	鐵道
залізниця	鐵路
залізниця	鐵道
залізниця	鐵路
залізниця	鐵道
система	系統
північ	半夜
північ	午夜
північ	北方
північ	北
північ	北部
більшість	最多
більшість	大部分
більшість	多數
більшість	大多
більшість	大多數
більшість	多數
особливо	尤其
особливо	尤其是
народження	生於
народження	誕生
народження	出生
народження	天生
народження	出生
інформація	資訊
влади	當局
округ	區
округ	地區
інститут	研究所
інститут	體制
інститут	機構
будинок	屋
будинок	房屋
будинок	房子
дослідження	研究
дослідження	勘探
дослідження	探索
дослідження	研究
війна	戰
війна	戰爭
комуни	公社
приблизно	關於
багатьох	許多
війська	部隊
регіон	區域
велика	big
велика	大
велика	magna
людини	人類
рід	氏族
рід	部族
рід	氏
рід	reid
рід	屬
рід	簧片
рід	reed
дітей	兒童
міст	橋
міст	艦橋
міст	大橋
міст	橋梁
міст	橋牌
міст	城市
міст	蓬
собою	自己
доходів	平等
статей	文章
навчання	學習
навчання	研究
навчання	學習
навчання	學習
навчання	學
єднання	配件
син	兒子
фізична	物理
рішення	決定
рішення	決定
питання	問題
питання	提問
питання	問題
питання	線索
люди	人類
люди	人
люди	人們
люди	人民
тепер	現在
медіана	中位數
компанії	公司
іншими	謙卑
іншими	其他
походження	出處
походження	原產地
походження	起源
дані	資料
дані	dani
видання	版
раніше	先前
раніше	早先
раніше	先前
румунії	羅馬尼亞
зазвичай	通常
зазвичай	通常
сан	san
використовується	使用
команда	命令
команда	指揮
команда	團隊
команда	球隊
команда	隊伍
всього	共計
всього	總計
таблиці	表
пояс	腰
пояс	腰部
пояс	腰帶
пояс	皮帶
пояс	帶
сергій	sergei
сергій	sergiy
станція	站
станція	車站
проект	項目
мати	母后
мати	母親
чоловік	丈夫
чоловік	人
чоловік	男人
чоловік	man
ліворуч	左側
ліворуч	左
ліворуч	左翼
ліворуч	左邊
усіх	大家
усіх	每個人
книги	圖書
книги	書
книги	書籍
книги	圖書
книги	書
книги	書籍
михайло	麥可
михайло	michael
країн	國家
країн	各國
нагороди	頒獎
нагороди	獎勵
нагороди	獎
поштові	郵費
поштові	郵政
індекси	指數
індекси	索引
індекси	指數
переважно	大多
дії	行動
дії	動態
дії	活動
дії	動作
дії	行動
станції	站
станції	車站
немає	無
освіти	教育
освіти	學歷
професор	教授
руху	搬家
руху	感動
японії	日本
служби	服務業
служби	服務
служби	服務
відомі	已知
виробництва	製造業
виробництва	製造
виробництва	生產
орган	器官
орган	風琴
різні	不同
різні	雜項
поділ	師團
поділ	離職
поділ	分居
поділ	分裂
поділ	裂變
поділ	組織
треба	需求
треба	需要
довжина	長度
сили	力氣
сили	強度
сили	實力
сили	力量
сили	體力
іграх	奧運會
іграх	奧運
шевченка	合唱團
шевченка	合唱
основні	基本
роботу	工作
неї	定罪
неї	判罪
прапора	旗幟
прапора	國旗
прапора	旗
прапора	旗子
тих	縫
тих	那些
дня	日
дня	一天
дня	白天
дня	day
твори	作文
герб	藥草
росія	俄
росія	俄國
росія	俄羅斯
василь	basil
василь	vasil
іспанії	西班牙
індекс	索引
індекс	指數
місця	地方
місця	地點
місця	地點
місця	席位
місця	座位
розвиток	發展
альбом	相簿
альбом	專輯
товариства	社會
засновані	基於
гравці	球員
гравці	玩家
серії	系列
німеччини	德國
просто	只是
просто	只要
нові	新
нові	新的
письменник	作家
письменник	作者
письменник	編劇
слова	言語
слова	詞語
слова	字
слова	詞
зараз	現在
зараз	目前
працює	奔跑
працює	跑步
працює	運行
працює	工程
працює	作品
батько	父親
батько	神父
батько	父
декілька	多重
декілька	多種
декілька	多個
відомості	資訊
відомості	細節
відомості	詳情
розмір	大小
розмір	體積
розмір	尺寸
президент	總統
президент	主席
москва	莫斯科
американський	美式
повністю	充分
повністю	完全
повністю	完全
посилання	連結
посилання	link
посилання	參考
пісні	歌曲
пісні	歌
члени	成員
науки	科學
нова	新
нова	新的
нова	新星
нова	nova
роман	roman
річка	河
річка	江河
річка	河流
річка	江
чотири	四個
чотири	四
чотири	四名
другий	第二
другий	秒
обсерваторія	天文台
шаблон	圖案
шаблон	格局
шаблон	模式
шаблон	樣板
шаблон	模板
відкритий	開
відкритий	營業
відкритий	開啟
відкритий	開放
відкритий	公眾
відкритий	公開
відкритий	暴露
відкритий	曝光
збройних	武裝
можливість	能力
можливість	機遇
можливість	機會
можливість	功能
можливість	特色
можливість	特徵
можливість	可能性
можливість	能力
текст	文字
текст	案文
текст	前景
учасники	參賽者
учасники	成員
дерев	樹
дерев	樹木
прапор	旗幟
прапор	國旗
прапор	旗
прапор	旗子
галузі	工業
галузі	產業
галузі	行業
галузі	工業
галузі	產業
галузі	行業
галузі	業界
ширина	寬度
ширина	寬
чемпіон	冠軍
гравець	球員
гравець	玩家
івана	ivana
можливо	或許
можливо	也許
можливо	可能
поблизу	近
поблизу	靠近
поблизу	附近
поблизу	周邊
поблизу	鄰近
поблизу	附近
термін	任期
термін	術語
термін	學期
випадку	案例
випадку	個案
випадку	案件
юрій	yuri
великі	大型
великі	big
великі	大
король	國王
король	king
король	王
лінії	線條
лінії	線
випускники	畢業生
виконання	表演
виконання	執行
виконання	奔跑
виконання	跑步
виконання	運行
виконання	執行
виконання	處決
учасник	會員
учасник	成員
учасник	參賽者
існування	存在
питань	問題
питань	線索
доктор	醫師
доктор	醫生
доктор	博士
художник	畫師
художник	畫家
художник	藝術家
художник	藝人
форми	表格
форми	形狀
собі	自己
підприємства	企業
підприємства	企業
творів	多媒體
радянський	蘇維埃
заснування	創始
заснування	建國
правління	董事會
правління	政府
сен	sen
сен	森
сен	聖人
сен	聖
поштовий	郵政
іноді	有時候
секретар	秘書
галерея	畫廊
друга	第二
друга	秒
друга	朋友
друга	好友
великих	大型
містить	含有
містить	包含
територія	領地
територія	領土
політики	政策
політики	政界人士
політики	政客
політики	政治家
політики	政策
університеті	校區
університеті	校園
формування	編隊
формування	形成
сьогодні	今日
сьогодні	今天
анатолій	anatoly
види	魚種
види	物種
дружина	妻子
світ	世界
івано	ivano
зміни	輪班
зміни	變更
зміни	變動
зміни	變化
зміни	更改
ред	紅
ред	red
ред	紅色
ред	突襲
днів	日子
днів	天數
наукових	科學
номер	數字
номер	數
номер	號碼
номер	編號
програми	申請
програми	申請書
програми	方案
програми	程式
програми	申請
програми	申請書
програми	方案
програми	軟體
партія	黨
партія	政黨
партія	宴會
партія	派對
партія	聚會
будівництво	大樓
будівництво	建築
будівництво	建築物
будівництво	施工
будівництво	建設
будівництво	建築
події	排他
події	排他性
події	發病率
події	事件
події	活動
події	事件
події	活動
тип	型態
тип	類型
зображень	影像
зображень	圖片
укр	eng
чемпіонат	fis
чемпіонат	錦標賽
вище	上方
вище	以上
вище	較高
вище	更高
категорії	類別
людина	人類
людина	人
людина	男人
людина	man
число	數字
число	數
число	號碼
число	編號
альбоми	相簿
альбоми	專輯
розташовані	位於
білорусі	白俄羅斯
петро	pyotr
петро	彼得
петро	peter
петро	piotr
мало	malo
рівні	關卡
менше	較小
менше	少
менше	更少
менше	少
менше	少了
сезону	季
сезону	季節
правило	細則
режисер	主任
режисер	導演
режисер	司長
чому	為何
чому	為甚麼
чому	為什麼
завжди	始終
завжди	永遠
завжди	總是
завжди	隨時
завжди	隨時隨地
загальна	通用
загальна	共計
загальна	總計
ряд	系列
погода	天氣
погода	氣象
завод	廠
завод	植物
завод	工廠
вплив	撞擊
вплив	影響力
вплив	影響
вплив	衝擊
вплив	影響力
вплив	影響
рух	動議
рух	運動
рух	交通
рух	運動
компанія	公司
слід	足跡
слід	腳印
слід	應該
площі	地區
астероїд	小行星
віктор	viktor
віктор	victor
будівництва	施工
будівництва	建設
будівництва	建築
читати	讀
читати	讀取
читати	閱讀
застосування	套用
закінчення	終結
закінчення	結尾
закінчення	結束
останній	上次
останній	最後
перше	首先
перше	第一
слово	詞
слово	word
слово	單詞
слово	字
слово	單字
книга	圖書
книга	書
книга	書籍
захисту	保護
виступи	縮短
виступи	外表
виступи	表象
центрі	承包商
гри	game
гри	比賽
гри	博弈
гри	遊戲
тіла	屍體
тіла	體
тіла	身體
сезон	季
сезон	季節
марія	瑪利亞
марія	瑪麗亞
марія	maria
теж	太
джон	john
джон	jon
володар	主
поет	詩人
матчів	匹配
матчів	火柴
клуби	俱樂部
клуби	梅花
ігри	games
ігри	遊戲
відома	已知
відома	著名
відома	有名
відкриті	開
відкриті	營業
відкриті	開啟
відкриті	開放
директор	主任
директор	導演
директор	司長
директор	校長
народний	民謠
народний	民間
народний	民俗
заступник	演戲
заступник	演技
заступник	代理
часи	時代
часи	times
часи	時報
теорії	理論
середній	中間
середній	平均
середній	平均值
середній	介質
середній	中型
середній	中等
середній	媒介
уряд	政府
виробництво	製作
виробництво	產量
виробництво	生產
виробництво	製造業
виробництво	製造
кіно	電影
кіно	電影院
кіно	電影
кіно	戲院
кіно	電影
кіно	影片
парк	樸
парк	公園
створено	生成
окрім	除了
окрім	除外
окрім	況且
повстання	起義
повстання	叛亂
повстання	反抗
повстання	起義
повстання	暴動
повстання	暴亂
повстання	騷亂
повстання	叛亂
повстання	叛逆
повстання	反叛
навколо	圍繞著
навколо	圍繞
навколо	周圍
жінок	婦女
жінок	女性
провінція	省
провінція	省省
провінція	省份
спорту	體育
спорту	運動
речі	事情
європі	歐洲
відділення	班長
відділення	班
відділення	小隊
метрів	公尺
метрів	米
метрів	公尺
потрібно	需求
потрібно	需要
найкращий	best
найкращий	最好
ван	萬
ван	貨車
ван	梵
ван	範
ван	王
досягнення	成就
досягнення	成績
досягнення	成就
досягнення	成就
досягнення	成績
театр	電影院
театр	劇場
театр	戲劇
театр	劇院
театр	戲院
театр	劇場
театр	戰區
театр	戲劇
театр	劇院
театр	戲院
республіка	共和國
республіка	共和
вийшов	出局
мешканців	居民
німеччині	德國
герой	英雄
острів	海島
острів	島嶼
острів	島
острів	島
загальні	通用
загальні	全球
загальні	常見
загальні	通用
загальні	共同
культура	文化
представників	代表
одиниця	股
одиниця	單元
одиниця	單位
бібліотека	圖書館
профіль	身分
профіль	身份
малі	小型
малі	小
швидко	快速
швидко	快速
оборони	辯護
оборони	國防
оборони	防禦
оборони	防守
оборони	防衛
америки	美洲
російсько	russo
момент	時刻
момент	力矩
момент	扭矩
момент	扭力
увагу	不寒而慄
рахунок	帳號
рахунок	帳戶
рахунок	分數
рахунок	得分
рахунок	比分
робота	工作
робота	工作
робота	工作
література	文獻
література	文學
премія	獎品
премія	獎賞
премія	獎
замок	城堡
замок	castle
замок	城
титул	標題
ролі	作用
ролі	角色
ролі	作用
ролі	角色
одне	一
одне	one
одне	一個
систем	系統
актор	男主角
актор	演員
гра	game
гра	比賽
гра	博弈
гра	遊戲
взагалі	實際上
взагалі	其實
армія	集團軍
армія	軍隊
армія	軍
армія	陸軍
російська	俄語
російська	俄文
карти	卡
карти	紙牌
карти	卡片
карти	牌
карти	地圖
моделі	模型
моделі	模特
моделі	型號
моделі	模特兒
моделі	模範
моделі	示範
моделі	模型
моделі	型號
моделі	模特兒
стан	狀況
стан	狀態
стан	現況
стан	stan
стан	國家
стан	州
олександра	alexandra
рівень	層次
рівень	級別
рівень	等級
рівень	三級
рівень	關卡
утворення	編隊
утворення	模糊不清
утворення	模糊
відкриття	發現
відкриття	探索
відкриття	開局
відкриття	開幕
рок	roc
рок	岩
рок	岩石
рок	石頭
рок	rock
рок	搖滾
шлях	路徑
фото	像片
фото	照片
фото	照片
фото	圖片
фото	像片
фото	照片
організація	組織
організація	組織
поверхні	表面
поверхні	地面
поверхні	地表
планети	行星
фон	fon
фон	von
міністр	大臣
міністр	部長
відповідає	回應
відповідає	匹配
відповідає	火柴
журнал	日誌
журнал	日誌
журнал	日刊
журнал	日記
журнал	期刊
журнал	雜誌
журнал	歷史
особа	附屬
особа	身分
особа	身份
будівлі	大樓
будівлі	建築
будівлі	建築物
будівлі	建築
будівлі	建築物
храм	神社
храм	神廟
храм	寺
храм	寺廟
храм	廟
храм	聖殿
дмитро	dmitry
таблиця	表
операції	交易
операції	交易
віці	年紀
віці	年齡
музичні	音樂
музичні	音樂劇
модель	模範
модель	示範
модель	模型
модель	型號
модель	模特兒
джерел	來源
джерел	起源
серія	系列
риби	魚類
риби	魚
риби	魚兒
поки	拜拜
поки	拜
поки	直到
останні	最新
мережі	網路
мережі	網路
мережі	網路
мережі	網
союз	聯盟
союз	工會
головою	主席
функції	功能
функції	職能
функції	函數
функції	函數
визначення	定義
визначення	定義
визначення	界定
визначення	定義
тренер	教練
військовий	軍方
військовий	軍事
сіл	鄉村
сіл	村莊
сіл	封
сіл	密封
сіл	印章
сіл	海豹
кожен	每個
кожен	每一個
кожен	每個
кубок	盃
кубок	杯
кубок	杯子
поширення	共用
поширення	共享
поширення	分享
поширення	共用
поширення	共享
поширення	分享
поширення	share
поширення	共享
поширення	分享
поширення	股份
поширення	傳播
поширення	散播
поширення	蔓延
поширення	播種
нижче	下方
нижче	以下
параметр	參數
параметр	選項
швидкість	速度
швидкість	速率
швидкість	評分
швидкість	率
швидкість	利率
швидкість	速度
швидкість	速
статистика	統計數字
залізниці	鐵路
залізниці	鐵道
гори	山
гори	山脈
гори	山區
радянські	蘇維埃
знак	簽名
знак	簽字
знак	簽
охорони	守衛
охорони	衛兵
охорони	養護
охорони	保育
військові	軍方
військові	軍事
смт	uts
боротьби	鬥爭
боротьби	奮鬥
боротьби	掙扎
боротьби	鏟除
боротьби	根除
завдання	工作
завдання	任務
завдання	工作
завдання	任務
відміну	對面
загалом	共計
загалом	總計
техніки	發明
команд	命令
нан	楠
нан	南
павло	保羅
павло	paul
павло	pavel
здоров	嘿
умови	用語
умови	術語
умови	條款
умови	條件
гурт	樂團
гурт	樂隊
вивчення	研究
вивчення	學習
словник	詞彙
словник	字彙
словник	詞典
словник	字典
включає	包括
старший	前輩
старший	長輩
старший	長老
старший	資深
закон	法律
медаль	獎章
медаль	勳章
медаль	獎牌
пісень	歌曲
пісень	歌
матеріали	內容
матеріали	物料
матеріали	材質
матеріали	材料
матеріали	物料
матеріали	材料
окремих	個人
окремих	個別
окремих	個體
версія	版
версія	版本
версія	修訂
комплекс	複雜
олег	oleg
відділу	公司
ступінь	度
ступінь	程度
ступінь	學位
тварини	動物
тварини	動物
рамках	框架
використовувати	利用
використовувати	使用
райони	各區
райони	各地區
заснований	基於
озера	湖泊
озера	湖
озера	湖泊
батька	父親
батька	神父
батька	父
середня	介質
середня	中型
середня	中等
середня	媒介
середня	平均
середня	平均值
середня	中間
дні	日子
дні	天數
поняття	構想
поняття	概念
поняття	理念
композитор	作曲家
молоді	年輕
молоді	young
результати	成果
результати	結果
відкрито	pops
відкрито	pop
відкрито	開
відкрито	營業
відкрито	開啟
відкрито	開放
яна	jana
рос	ross
місць	地方
місць	地點
електронна	電子
правила	規則
правила	細則
правила	政策
правила	政策
швеції	瑞典
творчості	創造性
творчості	創意
творчості	創造力
участі	參與
операція	交易
операція	攻勢
операція	冒犯
операція	手術
операція	行動
операція	運算
операція	操作
музики	音樂
пункт	選項
країна	國家
країна	國籍
леніна	列寧
музеї	博物館
створений	生成
сільське	農村
інтернет	網路
інтернет	網際網路
трохи	一些
трохи	有些
трохи	稍微
греції	希臘
іспанія	西班牙
призначення	目標
призначення	委派
призначення	指派
призначення	任務
призначення	轉讓
призначення	目的地
призначення	指派
призначення	轉讓
пісня	歌曲
пісня	宋
пісня	首歌
пісня	歌
том	tom
обраний	當選
позиції	職位
позиції	職位
позиції	位置
позиції	立場
чотирьох	四個
чотирьох	四
чотирьох	四名
острови	群島
острови	島嶼
голи	目標
виходу	退出
виходу	出境
виходу	出口
сина	兒子
енциклопедія	百科全書
альбому	相簿
альбому	專輯
аль	halles
версії	版本
повіт	郡
повіт	縣
влада	vlada
влада	電力
влада	電源
влада	動力
влада	權力
числа	數字
положення	職位
положення	位置
положення	立場
положення	扣
кожного	每個
поля	田間
поля	田地
поля	欄位
поля	田野
поля	欄位
систему	過失
систему	疏忽
третій	第三
користувач	使用者
постійно	永久
німеччина	德國
палац	皇宮
палац	宮殿
палац	王宮
палац	宮廷
палац	宮
стадіон	體育館
стадіон	運動場
стадіон	球場
жінки	婦女
жінки	女性
газети	報章
газети	報刊
чергу	佇列
чергу	排隊
родина	家人
родина	家屬
родина	家庭
золота	金
золота	金子
золота	黃金
золота	金色
золота	gold
окремі	單一
окремі	單人
окремі	單身
окремі	單
окремі	個人
окремі	個別
окремі	個體
будуть	將
будуть	威爾
радянська	蘇維埃
бібліотеки	圖書館
бібліотеки	圖書館
уже	已經
повітря	空中
повітря	air
повітря	航空
повітря	空氣
бюро	主席團
друге	第二
друге	秒
внесок	繳款
внесок	捐款
внесок	繳款
олексій	alexey
частково	局部
частково	部分
частково	局部
частково	部分
межі	極限
межі	限額
межі	邊界
межі	界線
межі	界限
межі	邊界
межі	邊框
межі	邊境
стилі	樣式
стилі	風格
керівник	管理者
керівник	經理人
керівник	經理
варіант	選項
варіант	變更
варіант	變異
теорія	理論
теорія	論
йорк	約克
мов	語言
мов	語文
повинен	必須
повинен	應該
монастир	修道院
монастир	寺院
монастир	修道院
міжнародний	國際
командир	指揮官
командир	司令
індії	印度
монети	硬幣
монети	錢幣
наукова	科學
встановлено	設
встановлено	集
встановлено	設定
встановлено	安裝
начальник	boss
начальник	老大
начальник	老闆
мистецтво	藝術
мистецтво	美術
мистецтво	art
мистецтво	藝術品
мистецтво	藝術
грудні	十二月
перемоги	勝利
національна	national
національна	國家
можливості	功能
можливості	特色
можливості	特徵
можливості	地物
можливості	特點
можливості	機遇
можливості	機會
народилася	生於
народилася	誕生
народилася	出生
народилася	天生
вигляд	外觀
вигляд	外表
вигляд	外貌
вигляд	視力
вигляд	視線
вигляд	檢視
вигляд	瀏覽
травні	may
травні	梅
травні	五月份
травні	五月
травні	消化
австралії	澳大利亞
справа	案例
справа	個案
справа	案件
справа	企業
справа	業務
справа	商業
справа	商務
представники	代表
точки	點數
точки	積分
нею	她的
обласної	引入
машини	機器
спільноти	網路
спільноти	群組
спільноти	團體
повернення	返回
повернення	回歸
французький	法文
французький	法語
вересні	九月份
вересні	九月
кінець	終結
кінець	結尾
кінець	結束
кінець	結局
кінець	結尾
стиль	style
стиль	樣式
стиль	風格
товариство	社會
прізвище	姓
прізвище	姓氏
захист	保護
захист	辯護
захист	國防
захист	防禦
захист	防守
захист	防衛
захист	國防
захист	防衛
березні	三月
джерело	出處
джерело	原產地
джерело	起源
джерело	來源
джерело	源
діти	小孩
діти	兒童
діти	嬰兒
політичний	政治
рослини	植物
рослини	廠
рослини	植物
рослини	工廠
фонд	基金會
фонд	基金
поле	欄位
поле	竿
поле	鋼管
поле	比值
земель	土地
флоту	艦隊
флоту	船隊
флоту	車隊
мову	語言
мову	語
мову	語文
фестиваль	節
фестиваль	節慶
фестиваль	節日
стати	成為
інший	其他
незалежності	獨立
похований	埋
похований	埋葬
місяців	月
місяців	月份
вікі	wiki
вікі	vicky
хвилин	分鐘
районів	地區
брат	弟弟
брат	哥
брат	師兄
брат	哥哥
брат	兄弟
січні	一月
офіційно	官方
офіційно	正式
елементів	項目
канади	加拿大
відносно	親戚
відносно	相對
відносно	相對
бази	基金會
рішенням	決定
знайти	定位
знайти	找到
знайти	尋找
озеро	湖泊
озеро	湖
книг	圖書
книг	書
книг	書籍
австрії	奧地利
гітара	吉他
німецький	德文
німецький	德語
скринька	箱
скринька	框
скринька	盒
скринька	盒子
скринька	方框
скринька	bin
скринька	斌
скринька	彬
собор	大教堂
держав	君主
держав	主權
держав	王國
краще	更好
серпні	八月
серпні	八月份
науковий	科學
метод	法
метод	方法
метод	辦法
метод	方式
битва	戰
битва	戰役
битва	戰鬥
висоти	高地
порушення	違反
порушення	違規
порушення	突破
порушення	打破
болгарії	保加利亞
матч	匹配
матч	比對
матч	match
жовтні	十月
жовтні	十月份
письменники	作家
письменники	作者
портрет	畫像
портрет	肖像
створити	新
створити	新的
створити	創建
створити	生成
русі	動議
русі	運動
картини	油畫
картини	繪畫
доларів	美元
музика	音樂
користувачів	使用者
ніколи	從未
ніколи	從不
ніколи	從來沒有
видавництво	出版
видавництво	發表
фонду	基金
вугілля	煤礦
вугілля	煤炭
вугілля	煤
жанр	類型
жанр	流派
храму	神廟
храму	寺
храму	寺廟
храму	廟
храму	聖殿
червні	六月份
червні	六月
включаючи	包括
свято	假期
свято	holiday
свято	假日
свято	度假
свято	節日
свято	宴會
свято	盛宴
колір	色
колір	彩色
колір	顏色
колір	色彩
колір	彩色
колір	顏色
колір	色彩
поступово	逐漸
двічі	雙
двічі	雙重
двічі	雙倍
двічі	加倍
двічі	兩次
ліга	聯盟
ліга	同盟
ліга	聯賽
цілком	完全
