dhe	y
kryetari	oradora
kryetari	altavoces
kryetari	presidenta
kryetari	presidente
vendosur	localizada
vendosur	localizado
vendosur	ubicado
vendosur	situado
pasur	tenía
pasur	tenido
pasur	tuvo
pasur	había
pasur	rico
pasur	ricas
pasur	rich
pasur	ricos
pasur	rica
sepse	porque
sepse	causa
sepse	cause
kishin	tenía
kishin	tenido
kishin	tuvo
kishin	había
vitet	años
vitet	anos
tre	trillizos
tre	tres
fund	falda
fund	terminando
fund	end
fund	fin
fund	final
marrë	tomado
marrë	tomadas
marrë	tomados
marrë	tomada
tjerë	otras
tjerë	otros
harta	plano
harta	mapa
harta	mapas
harta	mapas
harta	mapa
mbreti	king
mbreti	rey
midis	entre
vogël	pequeño
vogël	peque
vogël	tiny
kosovë	kosovo
vjet	años
vjet	anos
përbëhet	consta
përbëhet	consisten
përbëhet	consiste
përbëhet	consisten
përbëhet	consistir
pastaj	luego
pastaj	entonces
shtetit	state
shtetit	estado
tiranë	tirana
kombëtare	nacionales
kombëtare	national
kombëtare	nacional
emrin	nombre
emrin	name
emrin	denominación
mori	recibidas
mori	recibida
mori	recibidos
mori	recibido
mori	tomaron
mori	tomó
filloi	comenzó
filloi	iniciada
filloi	comenzado
filloi	iniciado
ish	antiguo
ish	ex
mars	marcha
mars	marchen
mars	marzo
mars	marte
mars	mars
file	fichero
file	expediente
file	archivo
presidenti	president
presidenti	presidenta
presidenti	presidente
lindur	nacidos
lindur	born
lindur	nacido
lindi	lindy
lindi	nacimientos
lindi	natalidad
lindi	nacimiento
lindi	parto
kryesore	main
kryesore	principales
kryesore	principal
aktualisht	actualmente
qyteti	pueblo
qyteti	ciudad
qyteti	ciudad
politike	político
qershor	june
qershor	junio
pse	porqué
pse	why
maj	may
maj	mayo
vetë	auto
vetë	self
nëntor	noviembre
janar	enero
thotë	dice
shtator	setiembre
shtator	septiembre
vet	sus
vet	su
brenda	brenda
brenda	dentro
brenda	adentro
brenda	inside
shteteve	estados
kryesisht	principalmente
kryesisht	principalmente
kryesisht	mayormente
shqiptarë	albaneses
prill	april
prill	abril
ditë	día
ditë	dia
ditë	day
ditë	días
ditë	jornadas
ditë	dias
ditë	days
tetor	octubre
shkurt	febrero
shkurt	corta
shkurt	short
shkurt	cortos
shkurt	corto
shkurt	breve
bëhet	convertirse
vjetër	viejo
vjetër	antiguo
vjetër	viejos
vjetër	antigua
vjetër	vieja
bën	hace
bën	hace
kodi	code
kodi	códigos
kodi	codigo
kodi	código
monark	monarca
dhjetor	diciembre
dhjetor	decimal
dhjetor	decimales
mbret	king
mbret	rey
aktuale	actualidad
aktuale	actual
aktuale	corriente
gjuhën	lengua
gjuhën	lengua
gjuhën	idioma
gjuhën	lenguaje
gjuhën	idiomas
tani	now
tani	ahora
frëngjisht	francés
frëngjisht	francesa
frëngjisht	franceses
km²	km²
shtetet	estados
shtetet	paises
shtetet	países
informacion	información
informacion	informacion
informacion	informaciones
shume	very
shume	muy
shume	much
shume	mucho
gusht	august
gusht	agosto
shba	eeuu
shba	usa
pranë	cerca
top	top
top	arriba
top	cima
korrik	julio
katër	cuatro
katër	four
rëndësishme	importante
rëndësishme	importantes
fillim	comienzo
fillim	empezando
fillim	comenzando
prishtinë	pristina
jashtë	fuera
jashtë	afuera
jashtë	exterior
jashtë	fuera
jashtë	afuera
jashtë	out
përbërja	composición
shën	santo
shën	saint
shën	san
shën	santa
qytet	pueblo
qytet	ciudad
qytet	ciudad
këtu	aquí
këtu	aca
këtu	aqui
këtu	acá
dhënë	dado
dhënë	dados
dhënë	concedida
dhënë	concedidos
dhënë	otorgado
dhënë	concedido
përdorur	utilizada
përdorur	usada
përdorur	usado
përdorur	utilizado
përdorur	utilizados
përdorur	usados
faqja	pagina
faqja	página
faqja	page
aty	allí
aty	ahi
aty	ahí
nëpër	mediante
nëpër	through
krijuar	creó
krijuar	creado
krijuar	creados
krijuar	creadas
krijuar	creada
del	del
zona	zona
zona	zone
zona	superficie
zona	zona
zona	area
zona	área
këshilltarëve	concejales
vit	año
shpesh	frecuentemente
shpesh	frecuente
shpesh	frecuentes
shpesh	menudo
shpesh	frecuentemente
përfshirë	implicado
përfshirë	implicada
përfshirë	involucrado
përfshirë	involucrada
përfshirë	involucrados
përfshirë	incluidos
përfshirë	incluidas
përfshirë	incluida
përfshirë	incluído
përfshirë	incluido
data	cita
data	fecha
data	date
kryesor	main
kryesor	principales
kryesor	principal
kryesor	primario
kryesor	primarias
kryesor	primarios
kryesor	primaria
emri	nombre
emri	name
emri	denominación
jane	jane
jane	juana
new	novedad
new	nuevas
new	nuevos
new	nuevo
new	novedades
new	nueva
isbn	isbn
zakonisht	habitualmente
zakonisht	normalmente
zakonisht	generalmente
zakonisht	usualmente
zakonisht	habitual
zakonisht	habituales
zakonisht	usual
reja	novedad
reja	nuevas
reja	nuevos
reja	nuevo
reja	novedades
reja	nueva
federal	federal
federal	federales
qarkun	condado
qendër	centrar
qendër	centro
qendër	center
qendër	centro
qendër	centre
ana	ana
ana	ana
ana	anna
republika	republic
republika	republica
republika	república
iii	enfermo
iii	enferma
iii	iii
provinca	provincia
der	der
fjalë	word
fjalë	palabra
fjalë	palabras
ndodhet	localizada
ndodhet	localizado
ndodhet	ubicado
ndodhet	situado
amerikan	americano
amerikan	american
amerikan	estadounidense
amerikan	americanos
amerikan	americana
osmane	otomano
osmane	otomanos
osmane	otomana
pjesa	part
pjesa	parte
ndonjë	cualquier
ndonjë	cualquiera
caps	gorras
caps	gorros
gjë	thing
gjë	cosa
ali	allie
ali	alí
ali	ali
shkruar	escrito
shkruar	escritas
shkruar	escrita
shkruar	escritos
kulturore	culturales
kulturore	cultural
kulturore	cultura
mesme	middle
mesme	medium
mesme	medianas
mesme	medio
mesme	mediano
mesme	mediana
mesme	médium
shqip	albanés
shqip	albaneses
numër	número
numër	numero
atëherë	luego
atëherë	entonces
mjaft	suficiente
mjaft	basta
mjaft	suficientes
bazë	base
bazë	básica
bazë	básicos
bazë	basic
bazë	básicas
bazë	básico
kohe	hora
kohe	tiempo
kohe	time
ndërtuar	construidos
ndërtuar	construido
ndërtuar	construida
ndërtuar	construya
ndërtuar	construir
ndërtuar	construye
nëpërmjet	via
nëpërmjet	vía
nëpërmjet	mediante
nëpërmjet	through
solid	sólidos
solid	sólido
solid	sólida
solid	macizo
fshati	pueblo
fshati	poblado
fshati	villa
fshati	aldea
vite	años
vite	anos
forcat	fuerzas
forcat	forces
vdiq	murió
vdiq	murio
vdiq	murieron
sipërfaqja	hull
sipërfaqja	casco
jug	sur
atyre	ellas
atyre	ellos
lidhur	conectada
lidhur	conectados
lidhur	conectadas
lidhur	conectado
lidhur	enlazados
lidhur	vinculado
lidhur	vinculados
lidhur	vinculada
lidhur	atados
lidhur	atado
lidhur	empatados
lidhur	atadas
lidhur	até
ushtarake	ejército
ushtarake	militares
ushtarake	militar
veri	norte
papa	papa
papa	pope
popullore	popular
popullore	populares
numri	número
numri	numero
atij	él
përveç	excepto
përveç	salvo
vepra	opus
vepra	trabajos
vepra	trabaja
vepra	obras
vepra	funciona
asaj	ella
asaj	su
asaj	her
vërtetë	real
vërtetë	reales
vërtetë	verdadero
vërtetë	realmente
përmes	via
përmes	vía
përmes	mediante
përmes	through
përdoret	utilizada
përdoret	usada
përdoret	usado
përdoret	utilizado
përdoret	utilizados
përdoret	usados
dha	dio
dha	dió
arriti	llegaron
arriti	llegamos
arriti	llegado
arriti	llegó
botë	mundial
botë	mundo
botë	world
spanjë	españa
ndërkombëtare	internacional
ndërkombëtare	international
ndërkombëtare	internacionales
shqipëria	albania
sidomos	especialmente
tretë	tercera
tretë	tercer
tretë	terceros
tretë	tercero
veriore	norte
veriore	septentrional
veriore	northern
veriore	norteña
merr	tomar
merr	toma
merr	tome
merr	conseguir
merr	consigue
merr	obtener
merr	obtenga
formë	forma
formë	forma
formë	formulario
kisha	iglesias
kisha	iglesia
veçantë	especiales
veçantë	especial
veçantë	special
shteti	pais
shteti	país
shteti	state
shteti	estado
vende	sitios
vende	lugares
vende	localidades
vende	plazas
vende	escaños
vende	asientos
ndeshje	coincidir
ndeshje	cerilla
ndeshje	partido
ndeshje	coincidencia
ndeshje	match
njerëzit	pueblo
njerëzit	gente
njerëzit	personas
ende	todavia
ende	still
ende	todavía
ende	aún
maqedonisë	macedonio
maqedonisë	macedonia
shënoi	anotó
shënoi	marcadas
shënoi	marcada
shënoi	marcado
shënoi	marcados
fitoi	ganados
fitoi	ganó
fitoi	ganado
fitoi	gané
fitoi	gano
vendi	pais
vendi	país
vendi	lugar
vendi	place
http	http
faqe	mejilla
faqe	pagina
faqe	página
faqe	page
faqe	páginas
faqe	paginas
jeta	vida
jeta	life
popullsia	población
shqiptarët	albaneses
kryetar	altavoz
kryetar	orador
kryetar	parlante
kryetar	oradora
kryetar	altavoces
kryetar	alcalde
kryetar	intendente
kryetar	alcaldesa
kryetar	alcaldía
kryetar	presidenta
kryetar	presidente
luajtur	jugaron
luajtur	jugó
luajtur	jugado
luajtur	desempeñado
shtëpi	house
shtëpi	casita
shtëpi	casa
shtëpi	casas
shtëpi	hogar
shtëpi	casa
shtëpi	inicio
gjuhë	idiomas
gjuhë	lenguas
gjuhë	lengua
gjuhë	lengua
gjuhë	idioma
gjuhë	lenguaje
gjuhë	idiomas
historike	historico
historike	histórico
historike	históricas
historike	histórica
historike	históricos
historike	históricas
historike	históricos
historike	histórica
historike	historico
historike	histórico
fetare	religiosos
fetare	religioso
fetare	religiosa
fetare	religiosas
perëndimore	occidental
perëndimore	west
perëndimore	occidente
perëndimore	oeste
perëndimore	occidental
perëndimore	occidente
perëndimore	western
perëndimore	occidentales
perëndimore	oeste
tri	tri
tri	tres
shembull	ejemplo
ekonomike	económicas
ekonomike	económicos
ekonomike	económico
ekonomike	economico
ekonomike	económica
tilla	tal
tilla	tales
saint	santo
saint	saint
saint	san
saint	santa
asnjë	ninguna
asnjë	ninguno
plotë	lleno
plotë	full
plotë	llena
plotë	plena
plotë	completo
rajoni	region
rajoni	comarca
rajoni	región
rajoni	distrito
shqiptarëve	albaneses
shkolla	escuelas
shkolla	colegios
shkolla	escuela
shkolla	colegio
shkolla	escuela
afër	cerca
afër	cierra
afër	cerca
afër	cierre
afër	cerrar
then	fracasar
then	falla
then	fracaso
then	fallar
drejt	recto
drejt	directo
drejt	recta
drejt	directamente
drejt	heterosexual
drejt	hacia
lindje	este
lindje	oriente
lindje	east
historia	historia
historia	story
historia	historia
historia	historial
film	pelicula
film	cine
film	movie
film	película
film	pelicula
film	cine
film	película
film	film
figura	imagen
figura	imágen
figura	figuras
figura	cifras
figura	figura
figura	cifra
zoti	dios
zoti	lord
zoti	señor
kosova	kosovo
gjuha	lengua
gjuha	lengua
gjuha	idioma
gjuha	lenguaje
gjuha	idiomas
studimet	estudios
familje	familiar
familje	familiares
familje	famila
familje	familia
duket	parece
duket	miradas
duket	aspecto
duket	parece
duket	looks
tha	said
tha	dijo
tha	dicho
fillon	inicia
fillon	empieza
fillon	comienza
fillon	inicia
fillon	empieza
fillon	comienza
fillon	arranca
fillon	empezando
fillon	iniciando
fillon	comenzando
anë	lateral
anë	side
anë	costado
anë	laterales
anë	lado
gjerë	wide
gjerë	amplio
gjerë	ancho
gjerë	amplia
greke	griega
greke	griego
greke	griegos
qëllim	proposito
qëllim	finalidad
qëllim	propósito
city	ciudad
tempulli	templos
tempulli	sien
tempulli	temple
tempulli	templo
kane	kane
von	von
lufta	guerra
lufta	war
rast	case
rast	caso
rast	estuche
vjen	viene
vjen	viene
vjen	venida
vjen	coming
vjen	llegando
vjen	venir
grupi	band
grupi	banda
grupi	grupo
grupi	group
grupi	agrupar
pare	visto
itali	italia
arritur	alcanzada
arritur	alcanzados
arritur	logrado
arritur	alcanzado
arritur	alcanzada
arritur	alcanzó
arritur	alcanzadas
arritur	alcanzados
arritur	alcanzado
shumica	mayoría
shumica	mayoritaria
shumica	mayorías
shumica	mayoria
shumica	mayoritario
rëndësishëm	instrumental
rëndësishëm	instrumentales
svg	svg
shkencore	científicas
shkencore	científico
shkencore	científica
shkencore	científicos
autor	autor
autor	autora
përpara	adelante
përpara	forward
përpara	delantero
përpara	antes
punës	parto
tregon	indica
tregon	espectáculos
tregon	muestra
tregon	shows
tonë	nuestra
tonë	nuestras
tonë	nuestros
tonë	nuestro
njerëz	pueblo
njerëz	gente
njerëz	personas
jugore	sureña
jugore	southern
jugore	sur
jugore	meridional
jugore	sureño
botuar	publicados
botuar	publicadas
botuar	publicada
botuar	publicado
pesë	cinco
pesë	five
anëtar	miembro
lloji	amable
lloji	escribe
lloji	type
lloji	escriba
lloji	tipo
emër	sustantivo
emër	nombre
emër	name
emër	denominación
ibn	ibn
grup	grupo
grup	group
grup	agrupar
mali	montañas
mali	montaña
mali	monte
mali	montura
mali	montar
mali	malí
mali	mali
zhvillimin	desarrollo
und	und
john	juan
john	john
vendet	escaños
vendet	asientos
vendet	sitios
vendet	lugares
vendet	localidades
vendet	plazas
vendet	paises
vendet	países
poshtë	down
poshtë	abajo
poshtë	debajo
poshtë	abajo
poshtë	inferior
fjala	word
fjala	palabra
qendrore	céntrica
qendrore	central
qendrore	centrales
qendrore	céntrico
jep	da
jep	subvenciones
jep	becas
jep	subsidios
jep	proporciona
jep	provee
jep	dar
wikipedia	wikipedia
bashkë	juntos
bashkë	juntas
bashkë	together
hershme	early
hershme	primeros
hershme	temprano
jugut	sur
lindore	orientales
lindore	oriental
lindore	eastern
përfshinë	incluidos
përfshinë	incluidas
përfshinë	incluida
përfshinë	incluído
përfshinë	incluido
italia	italia
qarqet	círculos
qarqet	circuitos
qarqet	barrios
qarqet	distritos
punë	job
punë	empleo
punë	trabajo
punë	obra
punë	trabajos
punë	trabaje
punë	trabajo
punë	trabajar
hapur	abrir
hapur	abre
hapur	abierta
hapur	abra
hapur	abierto
hapur	desbloqueado
njihet	conocidas
njihet	conocida
njihet	conocido
njihet	conocidos
qendra	centrar
qendra	centro
qendra	center
qendra	centro
qendra	centre
libri	libro
romake	romana
romake	roman
romake	romanos
romake	romano
romake	román
shquar	distinguidos
shquar	distinguida
shquar	distinguido
caktuar	asignadas
caktuar	asignada
caktuar	asignado
caktuar	asignados
administrative	administrativa
administrative	administrativos
administrative	administrativas
administrative	administrativo
pati	patty
pati	patti
burimi	procedencia
burimi	fuente
burimi	origen
burimi	source
burimi	recursos
burimi	recurso
sistemi	system
sistemi	sistema
politik	político
fushë	field
fushë	campo
shtëpia	hogar
shtëpia	casa
shtëpia	inicio
shtëpia	house
shtëpia	casita
shtëpia	casa
kete	este
kete	esto
kete	esta
ora	hora
ora	tiempo
ora	time
ora	ora
ora	reloj
gola	metas
gola	objetivos
gola	goles
serbe	serbio
serbe	serbios
serbe	serbio
detit	mar
burim	procedencia
burim	fuente
burim	origen
burim	source
njeri	humano
njeri	humanas
njeri	humana
njeri	humanos
njeri	man
njeri	hombre
not	nadando
not	natación
not	nadar
faqet	páginas
faqet	paginas
faqet	mejillas
ate	él
lirë	suelto
lirë	suelta
lirë	flojo
lirë	tacaño
lirë	barato
lirë	baratas
lirë	baratos
lirë	barata
lirë	libres
lirë	gratis
lirë	free
lirë	libre
lirë	gratuito
bardhë	blancas
bardhë	blanca
bardhë	white
bardhë	blancos
bardhë	blanco
komuniste	comunistas
komuniste	comunista
gjermane	alemanes
gjermane	alemán
gjermane	alemana
gjermane	aleman
ujë	agua
zhvilluar	desarrollados
zhvilluar	desarrollado
zhvilluar	desarrollada
zhvilluar	desarrolladas
rrethi	circunferencia
rrethi	círculo
rrethi	circle
rrethi	circulo
koha	hora
koha	tiempo
koha	time
letrare	literaria
letrare	literarios
letrare	literario
tokë	earth
tokë	tierra
tokë	terrestre
tokë	terrenos
tokë	land
tokë	terreno
tokë	tierra
tokë	tierras
histori	historia
histori	story
histori	historia
histori	historial
kreu	head
kreu	cabezal
kreu	cabeza
njeriu	man
njeriu	hombre
gjendje	situacion
gjendje	situación
gjendje	condicion
gjendje	estado
gjendje	condición
amerikane	americano
amerikane	american
amerikane	estadounidense
amerikane	americanos
amerikane	americana
krye	top
krye	arriba
krye	cima
tirana	tirana
vendos	conjunto
vendos	set
vendos	fijado
vendos	plató
vendos	decidir
vendos	decida
vendos	decidan
vendos	decide
vendos	deciden
mbajtur	celebrada
mbajtur	mantenida
mbajtur	mantenido
mbajtur	mantenidas
mbajtur	mantenidos
mbajtur	mantenido
com	com
madje	hasta
madje	incluso
madje	aun
colspan	colspan
përfshin	incluye
përfshin	involucra
përfshin	implica
george	jordi
george	jorge
elektrike	electricidad
elektrike	eléctrica
elektrike	eléctrico
elektrike	eléctricas
elektrike	electrico
elektrike	electrico
elektrike	eléctrica
elektrike	eléctrico
elektrike	electrica
elektrike	electricidad
luftë	guerra
luftë	war
arsye	motivos
arsye	razones
arsye	razón
arsye	motivo
arsye	razon
punuar	trabajó
punuar	funcionó
punuar	trabajado
punuar	trabajadas
punuar	trabajando
punuar	funcionando
punuar	trabajar
perëndim	occidental
perëndim	west
perëndim	occidente
perëndim	oeste
fëmijë	ninos
fëmijë	niños
fëmijë	kids
fëmijë	niño
fëmijë	niña
fëmijë	niñez
fëmijë	infancia
fëmijë	ninos
fëmijë	niños
malit	montañas
malit	montaña
qarku	condado
qarku	circuito
qarku	circuitos
autori	autor
autori	autora
shtrihet	tramos
shtrihet	extiende
mira	mira
mira	meera
verore	summer
verore	verano
ushtarak	ejército
ushtarak	militares
ushtarak	militar
ushtarak	marcial
ushtarak	marciales
san	san
përsëri	again
përsëri	nuevamente
evropian	europeos
evropian	europeo
evropian	europea
evropian	europeas
vendbanim	residence
vendbanim	residencia
familja	familiar
familja	familiares
familja	famila
familja	familia
larg	far
larg	lejano
larg	lejos
larg	lejos
larg	away
shkodër	shkodra
princi	principe
princi	prince
princi	príncipe
kaluar	pasadas
kaluar	pasada
kaluar	pasado
kaluar	pasados
kaluar	pasó
pikë	puntos
pikë	points
pikë	punta
pikë	point
pikë	punto
qeveria	gobierno
nobel	nobel
shkencave	ciencias
rolin	rol
jugosllave	yugoslavos
jugosllave	yugoslavia
jugosllave	yugoslavo
jugosllave	yugoslava
mal	montañas
mal	montaña
mal	lma
mal	mal
vetem	alone
vetem	solo
vetem	solos
vetem	sola
vetem	únicamente
vetem	solo
vetem	sólo
vetem	solamente
vetem	solo
vetem	simplemente
vetem	sólo
vetem	just
drejtë	recto
drejtë	directo
drejtë	recta
drejtë	directamente
drejtë	heterosexual
drejtë	derecho
drejtë	correcto
drejtë	derecha
aktor	actor
italian	italiana
italian	italianos
italian	italiano
skeda	pestaña
skeda	solapa
skeda	ficha
skeda	tab
luajti	jugaron
luajti	jugó
luajti	jugado
luajti	desempeñado
gjashtë	seis
gjashtë	six
universiteti	universitario
universiteti	universitarios
universiteti	universidades
universiteti	universidad
gjetur	encontrada
gjetur	encontradas
gjetur	encontrados
gjetur	hallado
gjetur	encontrado
radio	radio
radio	radios
yes	si
yes	yes
yes	sí
formuar	constituido
formuar	formado
formuar	formadas
formuar	formada
formuar	formados
mbretëresha	queen
mbretëresha	reina
italiane	italiana
italiane	italianos
italiane	italiano
bazuar	basada
bazuar	basado
përshkrimi	descripción
rrugë	calle
rrugë	callejero
rrugë	street
rrugë	calles
rrugë	road
rrugë	camino
rrugë	carretera
gjerman	alemanes
gjerman	alemán
gjerman	alemana
gjerman	aleman
lashtë	antiguo
lashtë	antiguas
lashtë	antiguos
lashtë	antigua
perandoria	imperio
perandoria	empire
poezi	poema
poezi	poesía
evropiane	europeos
evropiane	europeo
evropiane	europea
evropiane	europeas
drejtim	direction
drejtim	dirección
luan	luan
luan	león
luan	obras
luan	juega
luan	jugando
luan	tocando
luan	jugar
artistike	artísticas
artistike	artística
artistike	artístico
artistike	artísticos
mundur	posible
mundur	posibles
mundur	vencido
mundur	derrotada
mundur	derrotado
mundur	vencidos
mundur	derrotados
atje	allí
atje	ahi
atje	ahí
brendshme	interior
brendshme	interiores
dita	dita
dita	día
dita	dia
dita	day
shpejt	pronto
shpejt	soon
shpejt	próximamente
shpejt	rapidez
shpejt	rápido
shpejt	rapido
shpejt	fast
shpejt	ayuno
shpejt	rápido
shpejt	rapido
shpejt	rápidamente
shpejt	rapidez
shpejt	quick
shpejt	rápido
shpejt	rapido
shpejt	rápida
natyrore	naturalidad
natyrore	natural
natyrore	naturales
veriut	norte
veriut	norte
veriut	septentrional
veriut	northern
veriut	norteña
ndryshe	distinta
ndryshe	diferente
ndryshe	distintos
ndryshe	distinto
ndryshe	diferentes
ara	cosechas
ara	cultivos
ara	ara
ara	maizales
perandori	imperio
perandori	empire
perandori	emperador
kush	oms
kush	quiénes
kush	quién
kush	quien
fusha	fields
fusha	campos
fusha	field
fusha	campo
fusha	áreas
fusha	zonas
fusha	areas
anglisht	inglés
anglisht	ingles
anglisht	espanol
forma	formas
forma	formas
forma	formularios
forma	forma
forma	forma
forma	formulario
fillimisht	inicialmente
fillimisht	originalmente
fillimisht	originariamente
muaj	meses
muaj	mes
publike	público
publike	publico
publike	públicas
publike	públicos
shënuar	anotó
shënuar	marcadas
shënuar	marcada
shënuar	marcado
shënuar	marcados
shtet	pais
shtet	país
shtet	state
shtet	estado
demokratike	democrática
demokratike	democráticos
demokratike	demócrata
demokratike	democrático
filmi	pelicula
filmi	cine
filmi	movie
filmi	película
filmi	pelicula
filmi	cine
filmi	película
filmi	film
veçanërisht	particularmente
veçanërisht	especialmente
veçanërisht	especialmente
veçanërisht	específicamente
veçanërisht	concretamente
moderne	moderna
moderne	modernos
moderne	modernas
moderne	moderno
metra	contadores
metra	metros
metra	medidores
artit	arte
artit	arte
gjithmonë	always
gjithmonë	siempre
tashmë	ya
york	york
kryer	comprometido
kryer	comprometidos
kryer	cometido
kryer	comprometida
gjermani	alemania
sur	sur
erdhi	llegaron
erdhi	llegamos
erdhi	llegado
erdhi	llegó
erdhi	vinieron
dorë	hand
dorë	mano
sukses	exitos
sukses	exito
sukses	éxitos
sukses	éxito
gjate	largos
gjate	largo
gjate	larga
gjate	long
world	mundial
world	mundo
world	world
paris	paris
paris	parís
shtatë	siete
shtatë	seven
shtatë	séptima
shtatë	séptimo
këngë	cantos
këngë	canciones
këngë	songs
këngë	canto
këngë	cancion
këngë	canción
këngë	song
megjithëse	aunque
megjithëse	aunque
vazhdoi	continuo
vazhdoi	continuación
vazhdoi	continuó
vazhdoi	continuado
përmban	contiene
përmban	contenga
përmban	contener
përmban	contengan
përmban	contienen
përmban	contenga
args	args
targa	planchas
targa	placas
targa	chapas
targa	platos
marrin	recibir
