மற்றும்	oraz
புதிய	świeża
புதிய	świeży
அவரது	jego
அவரது	jej
அவரது	ją
மொத்தம்	całkowita
மொத்தம்	ogółem
மொத்தம்	suma
மொத்தம்	łącznie
மொத்தம்	sumy
இவை	tych
இவை	te
சிறந்த	świetne
சிறந்த	świetnie
சிறந்த	super
சிறந்த	wspaniale
சிறந்த	najlepsza
சிறந்த	najlepszy
சிறந்த	najlepiej
சிறந்த	best
சிறந்த	najlepsze
சிறந்த	doskonała
சிறந்த	doskonale
அரசு	rządowe
அரசு	rząd
அரசு	rządowy
வசதிகள்	udogodnienia
இந்தியா	indie
பெரிய	świetne
பெரிய	świetnie
பெரிய	super
பெரிய	wspaniale
பெரிய	duża
பெரிய	duże
பெரிய	big
பெரிய	wielka
பெரிய	duży
பெரிய	wielki
பெரிய	duża
பெரிய	duży
பெரிய	dużych
பெரிய	duże
ஊரக	wiejskich
ஊரக	wiejski
நாள்	dnia
நாள்	dzień
நாள்	dzien
பிறப்பு	ogólny
பிறப்பு	ogólna
பிறப்பு	ogólne
பிறப்பு	urodzony
பிறப்பு	urodzona
பிறப்பு	urodzone
பிறப்பு	urodzenia
பிறப்பு	poród
பிறப்பு	narodziny
பிறப்பு	właz
இருந்தது	była
இருந்தது	był
இருந்தது	było
முக்கிய	główne
முக்கிய	główna
முக்கிய	main
முக்கிய	główny
முக்கிய	ważne
முக்கிய	wazne
முக்கிய	ważny
முக்கிய	ważna
பல்வேறு	odmiany
பல்வேறு	odmianę
பல்வேறு	odmiana
பல்வேறு	różnorodność
பல்வேறு	różnych
பல்வேறு	różne
பல்வேறு	rozmaite
இருந்த	były
இருந்த	byli
திரைப்படங்கள்	filmy
பிற	innych
பிற	inne
பிற	pozostałe
பிற	inny
அவர்கள்	je
அவர்கள்	ich
அவர்கள்	im
அவர்கள்	oni
மொழி	język
மொழி	języku
முறை	metoda
முறை	metody
முறை	sposób
முறை	postępowanie
முறை	procedura
முறை	procedury
முறை	tryb
கோயில்	świątynia
கோயில்	świątynie
கோயில்	temple
கோயில்	świątyni
விருது	wyróżnienie
விருது	nagrodę
விருது	nagroda
விருது	nagrody
பொதுவாக	generał
பொதுவாக	ogólny
பொதுவாக	ogólnie
பொதுவாக	ogólna
பொதுவாக	ogólne
அக்டோபர்	październik
அக்டோபர்	października
அக்டோபர்	październik
செய்து	popełnił
செய்து	zaangażowana
செய்து	zaangażowany
தன்	jego
தன்	wyrzuca
தன்	rzuca
தொடர்ந்து	zachowaj
இரண்டாம்	druga
இரண்டாம்	drugi
இரண்டாம்	drugie
இரண்டாம்	wtórne
இரண்டாம்	drugorzędne
இரண்டாம்	wtórnego
சென்னை	chennai
வரும்	przychodzi
வரும்	przybywa
வரும்	przyjdzie
மே	majowe
மே	maja
மே	może
மே	majowy
மே	maj
ஒவ்வொரு	każda
ஒவ்வொரு	każdy
ஒவ்வொரு	każda
ஒவ்வொரு	każdy
மட்டுமே	tylko
வரலாறு	historia
வரலாறு	historii
வரலாறு	historię
பகுதியில்	teren
பகுதியில்	powierzchnia
பகுதியில்	obszarze
பகுதியில்	obszar
நூல்கள்	książki
நூல்கள்	książek
சேர்ந்த	należących
பின்	pin
பின்	after
பின்	po
பின்	back
பின்	wstecz
பின்	powrót
இல்லை	nie
நவம்பர்	listopada
நவம்பர்	listopadzie
நவம்பர்	listopad
அதிக	wysoka
அதிக	wysokie
அதிக	high
அதிக	wysoki
அதிக	wysoko
காலத்தில்	okres
மிக	bardzo
நான்கு	czterech
நான்கு	cztery
பிறகு	wtedy
பிறகு	pozniej
பிறகு	później
பிறகு	after
பிறகு	po
அரசியல்	polityka
அரசியல்	politycy
அரசியல்	polityki
அரசியல்	polityczny
அரசியல்	politycznych
அரசியல்	polityczne
அரசியல்	polityczna
பகுதி	częściowa
பகுதி	częściowo
பகுதி	częściowy
பகுதி	częściowe
பகுதி	teren
பகுதி	powierzchnia
பகுதி	obszarze
பகுதி	obszar
பகுதி	region
பகுதி	regionie
பகுதி	regiony
பகுதி	regionu
பகுதி	część
பகுதி	częściowo
பகுதி	segmenty
பகுதி	segmentu
பகுதி	odcinek
பகுதி	segment
ஆறு	szóstka
ஆறு	six
ஆறு	sześć
ஆறு	rzeki
ஆறு	river
ஆறு	rzeka
மீண்டும்	ponownie
மீண்டும்	znowu
இங்கிலாந்து	anglia
இங்கிலாந்து	anglii
இங்கிலாந்து	england
காலம்	sezonie
காலம்	sezon
காலம்	okres
காலம்	czasu
காலம்	czas
நிலை	położenie
நிலை	stanowisko
நிலை	pozycja
நிலை	stan
நிலை	state
நிலை	państwo
நிலை	poziom
நிலை	poziomie
நிலை	poziomu
போர்	wojnę
போர்	wojna
போர்	wojny
போர்	war
காரணமாக	należne
காரணமாக	należny
பொருள்	surowiec
பொருள்	tworzywo
பொருள்	materiał
பொருள்	materiały
பொருள்	produkt
பொருள்	wyrób
பொருள்	produktu
பொருள்	produkty
பொருள்	przedmiot
பொருள்	obiekt
பொருள்	obiekty
பொருள்	obiektu
பொருள்	synonimy
பொருள்	temat
பொருள்	przedmiot
பொருள்	obiekt
பொருள்	podmiot
அறிவியல்	nauka
அறிவியல்	nauki
பேச்சு	mowa
பேச்சு	przemowa
பேச்சு	przemówienie
பேச்சு	wystąpienie
பேச்சு	mówić
அனைத்து	wszystkie
அனைத்து	wszystko
அனைத்து	all
அனைத்து	wszyscy
கல்வி	kształcenie
கல்வி	edukacji
கல்வி	wykształcenie
கல்வி	edukacja
ஏப்ரல்	apr
ஏப்ரல்	kwiecień
ஏப்ரல்	kwietnia
ஏப்ரல்	april
ஏப்ரல்	kwiecień
உலக	świat
உலக	swiat
உலக	świata
உலக	świecie
உலக	world
உலக	globalny
உலக	global
உலக	globalna
உலக	globalnego
உலக	globalne
கே	gej
கே	gejowskie
கே	gay
கே	gejem
முடியும்	można
முடியும்	can
கீழ்	dół
கீழ்	niższy
கீழ்	niżej
கீழ்	lower
கீழ்	niższa
கீழ்	dolna
கீழ்	pod
கீழ்	dół
கீழ்	dno
கீழ்	dnie
கீழ்	dole
கீழ்	dolna
இடம்	miejsce
இடம்	lokalizacja
இடம்	położenie
இடம்	przestrzeni
இடம்	kosmos
இடம்	przestrzeń
செப்டம்பர்	wrzesień
செப்டம்பர்	września
பேர்	inne
பேர்	pozostałe
பேர்	inni
பெரும்	świetne
பெரும்	świetnie
பெரும்	super
பெரும்	wspaniale
பெரும்	bezczelny
சி	chi
நாடுகள்	krajów
நாடுகள்	kraje
தொகுதி	albumy
தொகுதி	albumów
தொகுதி	układ
தொகுதி	systemu
தொகுதி	system
தொகுதி	systemowe
தொகுதி	modułu
தொகுதி	moduł
கிழக்கு	wschodnie
கிழக்கு	east
கிழக்கு	wschód
கிழக்கு	wschodni
கிழக்கு	wschodnia
கிழக்கு	orient
கிழக்கு	wschodnie
கிழக்கு	wschód
கிழக்கு	wschodni
கிழக்கு	wschodniej
கிழக்கு	wschodnia
அமைப்பு	ustawienie
அமைப்பு	konfiguracja
அமைப்பு	układ
அமைப்பு	systemu
அமைப்பு	system
அமைப்பு	systemowe
அமைப்பு	ustawianie
அமைப்பு	ustawienie
அமைப்பு	organizacja
அமைப்பு	organizacji
அமைப்பு	struktura
அமைப்பு	konstrukcja
அமைப்பு	struktury
அளவு	kwota
அளவு	ilość
அளவு	ilości
அளவு	ilość
அளவு	skali
அளவு	skala
அளவு	wielkość
அளவு	rozmiary
அளவு	rozmiar
நகர்	nagar
மற்ற	innych
மற்ற	inne
மற்ற	pozostałe
மற்ற	inny
மற்ற	różne
இந்து	hindu
இவற்றையும்	tych
இவற்றையும்	te
தற்போது	teraz
தற்போது	obecnie
தற்போது	aktualnie
பாடல்	piosenka
பாடல்	piosenki
பாடல்	utwór
பாடல்	pieśń
பாடல்	song
உண்டு	dostępny
உண்டு	dostępna
உண்டு	dostępne
உண்டு	posiadać
உண்டு	mają
உண்டு	mieć
வாழும்	żyjący
வாழும்	żywe
இருக்கிறது	dostępny
இருக்கிறது	dostępna
இருக்கிறது	dostępne
நிறுவனம்	towarzystwo
நிறுவனம்	kompania
நிறுவனம்	firma
நிறுவனம்	firmy
நிறுவனம்	spółka
நிறுவனம்	przedsiębiorstwo
நிறுவனம்	pracodawca
நிறுவனம்	pracodawcy
நிறுவனம்	organizacja
நிறுவனம்	organizacji
நிறுவனம்	organizacja
நபர்கள்	ludzi
நபர்கள்	osoby
நபர்கள்	people
நபர்கள்	ludzie
துடுப்பாட்டக்காரர்	krykiecista
காலனி	kolonia
காலனி	kolonii
காலனி	kolonię
மேற்கு	zachodnia
மேற்கு	west
மேற்கு	zachodni
மேற்கு	zachód
மேற்கு	zachodnia
மேற்கு	zachodni
மேற்கு	zachodnie
மேற்கு	western
தலைவர்	przewodniczący
தலைவர்	prezes
தலைவர்	prezydent
தலைவர்	przewodnicząca
தலைவர்	prezydenci
தலைவர்	dowódca
தலைவர்	lider
தலைவர்	przywódca
தலைவர்	leader
முதலில்	pierwszy
முதலில்	pierwsze
முதலில்	najpierw
முதலில்	pierwsza
சார்ந்த	względne
சார்ந்த	krewni
சார்ந்த	krewny
சார்ந்த	względna
சார்ந்த	zależność
சார்ந்த	uzależnienie
சார்ந்த	zależności
மேல்	top
மேல்	szczyt
மேல்	góra
நாடு	ojczyzna
நாடு	kraje
நாடு	kraju
நாடு	kraj
நாடு	państwo
மட்டும்	tylko
அடிப்படையில்	zasadniczo
அடிப்படையில்	podstawa
அடிப்படையில்	podstawie
அடிப்படையில்	podstawy
எண்	liczyć
எண்	licz
எண்	hrabia
எண்	numer
எண்	liczba
குறிப்பிட்ட	określony
குறிப்பிட்ட	określonych
குறிப்பிட்ட	podany
குறிப்பிட்ட	określono
குறிப்பிட்ட	szczególne
குறிப்பிட்ட	konkretne
குறிப்பிட்ட	specyficzne
செய்ய	make
சிறிய	małych
சிறிய	mały
சிறிய	małe
சிறிய	niewielkie
சிறிய	mała
சிறிய	male
சிறிய	małe
சிறிய	little
சிறிய	mało
சிறிய	mały
சிறிய	mała
வந்த	przyszedł
வந்த	przyszło
வேறு	innych
வேறு	inne
வேறு	pozostałe
வேறு	inny
மார்ச்	marzec
மார்ச்	marca
மார்ச்	marsz
நிலையில்	warunek
நிலையில்	stan
நிலையில்	etap
நிலையில்	scena
நிலையில்	faza
நிலையில்	etapie
பெண்	dziewczyna
பெண்	dziewczyny
பெண்	dziewczynka
பெண்	dziewczyno
பெண்	kobiety
பெண்	kobieta
பெண்	samica
பெண்	kobieta
பெண்	damskie
பெண்	kobiety
பெண்	suczka
வெற்றி	sukces
வெற்றி	sukcesu
வெற்றி	sukcesów
வெற்றி	sukcesy
வெற்றி	powodzenie
வெற்றி	wygrane
வெற்றி	wygrywa
வெற்றி	wygra
வெற்றி	wygrywają
வெற்றி	wygraną
வெற்றி	wygrywa
வெற்றி	wygrana
வெற்றி	wygrywają
வெற்றி	wygrane
வெற்றி	won
வெற்றி	wygrał
வெற்றி	zwycięstwa
வெற்றி	zwycięstwo
வெற்றி	win
வெற்றி	wygrana
வெற்றி	wygraj
வெற்றி	wygrać
இணைப்பு	związku
இணைப்பு	podłączenie
இணைப்பு	powiązanie
இணைப்பு	połączenie
இணைப்பு	połączenia
இணைப்பு	łącze
இணைப்பு	link
இணைப்பு	ogniwo
இணைப்பு	odnośnik
இணைப்பு	przywiązanie
இணைப்பு	załącznik
திரைப்படம்	filmu
திரைப்படம்	film
திரைப்படம்	filmy
திரைப்படம்	folia
திரைப்படம்	film
வகை	kategoria
வகை	kategorii
வகை	rodzaj
வகை	wpisz
வகை	typ
வகை	tryb
ஐந்து	pięciu
ஐந்து	pięć
சிறப்பு	wyświetlane
சிறப்பு	prezentowane
சிறப்பு	polecane
சிறப்பு	rekomendowane
சிறப்பு	specjalna
சிறப்பு	specjalny
சிறப்பு	specjalne
சிறப்பு	wyjątkowy
சிறப்பு	szczególne
தமிழர்	tamilów
விட	niz
விட	niż
கட்டுரைகள்	wyroby
கட்டுரைகள்	artykułów
கட்டுரைகள்	artykuły
படி	czytaj
படி	czytać
படி	przeczytaj
படி	step
படி	krok
மனித	ludzkie
மனித	ludzka
மனித	ludzki
மனித	człowiek
மனித	human
மனித	człowieka
பெரும்பாலும்	prawie
பெரும்பாலும்	czesto
பெரும்பாலும்	często
பெரும்பாலும்	najczęściej
பெரும்பாலும்	przeważnie
பெரும்பாலும்	głównie
கட்சி	przyjęcie
கட்சி	partia
கட்சி	partii
கட்சி	impreza
கட்சி	imprezy
பொது	wspólnej
பொது	wspólny
பொது	częste
பொது	często
பொது	wspólne
பொது	publiczne
பொது	public
பொது	publiczna
பொது	społeczeństwo
பொது	publiczny
பொது	generał
பொது	ogólny
பொது	ogólnie
பொது	ogólna
பொது	ogólne
கல்லூரி	studia
கல்லூரி	uczelnia
கல்லூரி	college
கல்லூரி	kolegium
இசை	muzyka
இசை	music
இசை	muzyki
முறையில்	tryb
நாட்டின்	ojczyzna
நாட்டின்	kraje
நாட்டின்	kraju
நாட்டின்	kraj
நாட்டின்	państwo
மத்திய	centralnego
மத்திய	central
மத்திய	centralny
மத்திய	środkowa
மத்திய	centralne
மத்திய	centralna
மில்லியன்	milion
மில்லியன்	mln
மில்லியன்	miliony
மில்லியன்	miliony
மில்லியன்	milionów
நகரம்	city
நகரம்	miejscowość
நகரம்	miasta
நகரம்	miasto
எந்த	jakikolwiek
எந்த	dowolny
எந்த	jakiekolwiek
எந்த	które
எந்த	która
எந்த	który
எனப்படும்	zwane
எனப்படும்	zwana
எனப்படும்	dzwonił
எனப்படும்	nazywany
நீர்	woda
நீர்	wody
செய்யும்	robienie
செய்யும்	robię
செய்யும்	robi
இணைந்து	dołącz
விக்கிப்பீடியா	wikipedia
சென்று	odszedł
பார்க்க	patrz
பார்க்க	zobacz
அணி	macierz
அணி	matrix
அணி	matrycy
அணி	ekipa
அணி	team
அணி	drużyny
அணி	drużyna
அணி	zespół
எழுதிய	napisane
எழுதிய	pisemne
எழுதிய	napisano
எழுதிய	zapisane
எழுதிய	napisała
எழுதிய	napisali
எழுதிய	pisał
எழுதிய	napisałeś
எழுதிய	napisał
நிலையம்	posterunek
நிலையம்	stacji
நிலையம்	stacja
நிலையம்	dworzec
தொடர்பான	powiązany
தொடர்பான	powiązanych
தொடர்பான	powiązane
தொடர்பான	pokrewne
மீட்டர்	metr
மீட்டர்	metry
மீட்டர்	metrów
மீட்டர்	liczniki
மீட்டர்	metr
மீட்டர்	metrów
மீட்டர்	licznik
மீட்டர்	miernik
இடத்தில்	miejsce
கோவில்	świątynia
கோவில்	świątynie
கோவில்	temple
கோவில்	świątyni
மாதம்	miesiąc
மாதம்	miesiąca
மாதம்	miesiac
ஆய்வு	nauka
ஆய்வு	studium
ஆய்வு	badania
ஆய்வு	badanie
ஆய்வு	badania
வட	północnej
வட	północ
வட	north
குறைந்த	najniższy
குறைந்த	najniższym
குறைந்த	najniższej
குறைந்த	najniższe
குறைந்த	niska
குறைந்த	niskie
குறைந்த	niski
குறைந்த	low
குறைந்த	nisko
குறைந்த	mniejsza
குறைந்த	mniej
டிசம்பர்	grudzień
டிசம்பர்	grudnia
டிசம்பர்	grudniu
டிசம்பர்	grudzień
டிசம்பர்	dec
முன்	front
முன்	przodu
முன்	przód
முன்	pre
முன்	zanim
முன்	przed
முன்	wcześniej
வாழ்க்கை	zycie
வாழ்க்கை	life
வாழ்க்கை	życia
வாழ்க்கை	dożywocie
வாழ்க்கை	życie
சனவரி	styczeń
சனவரி	stycznia
சனவரி	styczniu
புனித	święty
புனித	święte
ஆகியவை	vis
இரண்டாவது	druga
இரண்டாவது	drugi
இரண்டாவது	drugie
இரண்டாவது	wtórne
இரண்டாவது	drugorzędne
இரண்டாவது	wtórnego
ஆங்கிலம்	angielski
ஆங்கிலம்	anglik
அங்கு	tam
தொழில்	biznes
தொழில்	interesy
தொழில்	business
தொழில்	interes
தொழில்	przemysłu
தொழில்	branża
தொழில்	przemysł
தொழில்	zawód
பழைய	stare
பழைய	stary
பழைய	old
பழைய	stara
பழைய	starsza
பழைய	starsze
பழைய	starsi
பழைய	starszy
ஆண்டுகள்	lat
ஆண்டுகள்	lata
குறிப்பாக	zwłaszcza
குறிப்பாக	szczególnie
குறிப்பாக	zwłaszcza
குறிப்பாக	szczególnie
குறிப்பாக	konkretnie
குறிப்பாக	specjalnie
குறிப்பாக	specjalnie
பார்க்கவும்	odwiedziny
பார்க்கவும்	wizyta
பார்க்கவும்	wizyty
பார்க்கவும்	zegarek
பார்க்கவும்	obserwuj
துறை	wydział
துறை	departament
துறை	dział
துறை	portu
துறை	port
கடல்	żołnierz
கடல்	morski
கடல்	marine
கடல்	morskie
கடல்	morza
கடல்	morze
கடல்	oceanu
கடல்	ocean
போல	jak
போல	like
இதற்கு	na
இதற்கு	dla
இதற்கு	za
சிறு	małych
சிறு	mały
சிறு	małe
சிறு	niewielkie
சிறு	mała
சிறு	male
சிறு	drobne
தென்	południe
உயர்	wysoka
உயர்	wysokie
உயர்	high
உயர்	wysoki
உயர்	wysoko
உயர்	deluxe
உயர்	luksusowy
வடக்கு	północnej
வடக்கு	północ
வடக்கு	north
ஆட்சி	królestwie
ஆட்சி	królestwa
ஆட்சி	królestwo
ஆட்சி	zasada
ஆட்சி	reguła
ஆட்சி	zarządzanie
ஆட்சி	rządy
ஆட்சி	panowania
ஆட்சி	panowanie
மக்களின்	ludzi
மக்களின்	osoby
மக்களின்	people
மக்களின்	ludzie
நோய்	choroba
நோய்	choroby
நோய்	choroba
நோய்	choroby
தேர்தல்	wybory
தேர்தல்	wyborów
உற்பத்தி	produkcji
உற்பத்தி	produkcja
உற்பத்தி	wytwarzanie
உற்பத்தி	produkcja
ஆக	sierpień
வந்தது	dotarły
வந்தது	przybyła
வந்தது	przybyli
வந்தது	przybył
வந்தது	przyszedł
வந்தது	przyszło
கலை	sztuki
கலை	arts
கலை	sztuka
கலை	sztuki
கலை	art
கலை	sztukę
தங்கள்	ich
சமூக	społeczna
சமூக	towarzyskie
சமூக	społeczne
சமூக	socjalna
சமூக	społeczny
சமூக	społecznego
போல்	bol
போல்	jak
போல்	like
தர	jakości
தர	jakość
நூற்றாண்டு	wieku
நூற்றாண்டு	wiek
அவருடைய	jego
உலகின்	światy
உலகின்	światów
அமெரிக்கா	ameryka
அமெரிக்கா	america
அமெரிக்கா	americas
பகுதிகளில்	tereny
பகுதிகளில்	obszary
பகுதிகளில்	obszarach
பகுதிகளில்	powierzchnie
வந்து	chodź
பரிசு	nagrodę
பரிசு	nagroda
பரிசு	nagrody
பரிசு	prezentu
பரிசு	podarunek
பரிசு	prezent
பரிசு	dar
பரிசு	prezenty
பிரிவு	kategoria
பிரிவு	kategorii
பிரிவு	podział
பிரிவு	wydział
பிரிவு	dywizji
பிரிவு	sekcję
பிரிவு	sekcji
பிரிவு	dział
பிரிவு	sekcja
உடல்	body
உடல்	ciało
உடல்	nadwozia
உடல்	ciała
இவர்கள்	tych
இவர்கள்	te
கூட	nawet
கூட	także
கூட	też
கூட	również
கூட	tez
கூட	też
கூட	too
கூட	zbyt
எழுத்தாளர்	autor
எழுத்தாளர்	pisarz
குழு	grupie
குழு	grupy
குழு	grupa
இலக்கிய	literatury
இலக்கிய	literaturze
இலக்கிய	literaturę
இலக்கிய	literatura
இலக்கிய	literackie
விளையாட்டு	sport
விளையாட்டு	sporty
விளையாட்டு	sportowe
விளையாட்டு	mecz
விளையாட்டு	game
விளையாட்டு	gry
விளையாட்டு	gra
விளையாட்டு	sport
உறுப்பினர்கள்	posłowie
உறுப்பினர்கள்	członkowie
உறுப்பினர்கள்	członkom
உறுப்பினர்கள்	członków
உறுப்பினர்கள்	członkami
இறப்பு	śmierci
இறப்பு	death
இறப்பு	śmierć
இறப்பு	śmiertelności
இறப்பு	śmiertelność
அடி	stóp
அடி	stopy
அடி	uderzenie
அடி	hit
அடி	uderzył
அடி	trafienie
துணை	partner
துணை	partnerka
துணை	partnerem
துணை	partnera
துணை	wspólnik
துணை	wsparcia
துணை	wsparcie
துணை	wspieranie
துணை	wice
துணை	vice
துணை	sub
துணை	zastępca
பதிப்பு	wydanie
பதிப்பு	wyd
பதிப்பு	edycja
பதிப்பு	wersja
பதிப்பு	wersji
பதிப்பு	wersję
சொல்	powiedz
சொல்	słowo
சொல்	slowo
தெற்கு	południe
கட்டுரை	esej
கட்டுரை	wypracowanie
கட்டுரை	artykułu
கட்டுரை	artykul
கட்டுரை	artykuł
கட்டுரை	skład
கட்டுரை	wyroby
கட்டுரை	artykułów
கட்டுரை	artykuły
வட்டம்	kręgu
வட்டம்	okrąg
வட்டம்	koło
வட்டம்	krąg
வட்டம்	circle
சராசரி	średnio
சராசரி	średnie
சராசரி	średni
சராசரி	przeciętny
சராசரி	średnia
சராசரி	wredne
சராசரி	średnia
தொலைக்காட்சி	telewizja
தொலைக்காட்சி	tv
தொலைக்காட்சி	telewizor
தொலைக்காட்சி	telewizji
முன்னாள்	były
முன்னாள்	poprzedni
முன்னாள்	dawne
முன்னாள்	poprzednie
எண்ணிக்கை	liczyć
எண்ணிக்கை	licz
எண்ணிக்கை	hrabia
எண்ணிக்கை	gruby
எண்ணிக்கை	częstotliwości
எண்ணிக்கை	częstotliwość
எண்ணிக்கை	częstość
தவிர	wykluczyć
நடிகர்	aktora
நடிகர்	aktor
பாடல்கள்	utwory
பாடல்கள்	pieśni
பாடல்கள்	piosenki
இன்று	dzisiaj
இன்று	today
இன்று	dziś
சட்டம்	rama
சட்டம்	klatka
சட்டம்	ramka
சட்டம்	ramy
சட்டம்	prawa
சட்டம்	prawo
சட்டம்	legalnie
சட்டம்	prawny
சட்டம்	prawne
சட்டம்	legalne
சட்டம்	działaj
சட்டம்	act
சட்டம்	akt
அருகில்	blisko
அருகில்	niedaleko
அருகில்	pobliżu
அருகில்	niedaleko
நேரம்	czasu
நேரம்	czas
முதலாவது	pierwszy
முதலாவது	pierwsze
முதலாவது	najpierw
முதலாவது	pierwsza
நாம்	pozwól
நாம்	pozwala
மூலமாக	via
மூலமாக	poprzez
மூலமாக	przez
உணவு	żywności
உணவு	pokarm
உணவு	żywność
உணவு	jedzenie
பெப்ரவரி	luty
பெப்ரவரி	lutego
பகுதிகள்	segmenty
பகுதிகள்	segmentów
பகுதிகள்	element
பகுதிகள்	komponent
பகுதிகள்	składnik
பகுதிகள்	regiony
பகுதிகள்	rejony
பகுதிகள்	regionów
பகுதிகள்	części
பகுதிகள்	tereny
பகுதிகள்	obszary
