tágas	寬敞
court	法院
szakács	做飯
szakács	煮
szakács	廚師
szakács	主廚
szakács	大廚
szakács	廚師
sírok	哭了
sírok	哭
sírok	哭泣
monográfia	專論
hosszanti	縱
andorra	安道爾
gyík	蜥蜴
gyík	蜥
ólom	鉛
ólom	領先
ólom	帶頭
mérés	測量
mérés	衡量
mérés	計量
mérés	量度
mérés	測量
mérés	計量
mérés	測量
mérés	計量
mérés	衡量
mérés	度量
bankok	銀行
társ	伴侶
társ	夥伴
társ	合伙人
társ	搭檔
társ	伴侶
társ	同伴
szimbólum	符號
szimbólum	象徵
szimbólum	符號
misszió	任務
jose	jose
nővérek	姐妹
nővérek	姊妹
ikon	圖示
igényes	密集
kürt	牛角
kürt	喇叭
kürt	號角
frakció	分數
frakció	派系
állítások	債權
állítások	指控
állítások	指稱
állítások	斷言
kolumbusz	哥倫布
júliusi	七月
júliusi	七月份
vásár	銷售
vásár	出售
vásár	買賣
vásár	公平
madison	madison
vezérlő	控制權
vezérlő	控制
vezérlő	控制器
papagáj	鸚鵡
als	als
amadeus	amadeus
guineai	幾內亞
meghaladó	超過
reed	簧片
reed	reed
cápa	鯊
cápa	鯊魚
gyógyszertár	藥房
gyógyszertár	藥店
gyógyszertár	藥店
gyógyszertár	藥房
gyógyszertár	藥劑
gyógyszertár	藥店
dietrich	dietrich
ösvény	路徑
ösvény	軌跡
ösvény	蹤跡
ösvény	小徑
bagoly	貓頭鷹
bagoly	鴞
bogár	臭蟲
bogár	甲蟲
oldott	溶解
cro	cro
asztal	表
asztal	書桌
asztal	服務台
asztal	辦公桌
asztal	桌面
apáca	尼姑
károk	損壞
károk	損害賠償
alapértelmezett	違約
alapértelmezett	預設
iparág	工業
iparág	產業
iparág	行業
iparág	業界
mol	mol
jozef	jozef
hitel	信用
hitel	信貸
hitel	借款
hitel	貸款
hitel	借貸
magatartás	行為
magatartás	態度
magatartás	行為
magatartás	行為
kincs	寶物
kincs	財寶
kincs	寶藏
kincs	珍寶
kincs	寶藏
howe	豪
howe	howe
felhő	雲
felhő	雲端
súlyosabb	更重
súlyosabb	重
harcolni	格鬥
harcolni	打架
harcolni	戰鬥
harcolni	打架
harcolni	打
harcolni	戰鬥
élmény	體驗
élmény	經驗
kisebbek	較小
realista	現實主義
országút	高速公路
országút	公路
fest	油漆
fest	顏料
felkelő	叛亂分子
felkelő	反叛
felkelő	叛軍
finoman	輕輕
munkaügyi	勞動
munkaügyi	勞工
munkaügyi	勞動力
bevándorlók	移民
bevándorlók	移民
feltételezés	假設
feltételezés	假定
feltételezés	推定
feltételezés	假設
feltételezés	假定
feltételezés	假設
feltételezés	假說
kábítószer	藥品
kábítószer	藥物
kábítószer	毒品
kábítószer	藥物
egyesülés	合併
egyesülés	統一
egyesülés	合併
dharma	達摩
dharma	佛法
dharma	誓約
falco	falco
rich	富人
rich	富
rich	豐富
rich	富有
mérések	測量
mérések	計量
lábak	英尺
lábak	腳
lábak	腿
romok	廢墟
romok	遺址
romok	遺跡
falakat	牆壁
falakat	城牆
falakat	牆
helyreállítása	還原
helyreállítása	恢復
helyreállítása	修復
helyreállítása	恢復
helyreállítása	復原
szökés	越獄
szökés	越獄
szökés	逃離
nézi	觀看
sav	酸
sav	酸性
kisebbségek	少數民族
dühös	生氣
dühös	怒
dühös	憤怒
iris	iris
pénteken	星期五
pénteken	週五
rejtély	神秘
rejtély	謎團
rejtély	謎
méretei	尺寸
megfigyelés	觀測
megfigyelés	監測
megfigyelés	觀察
megfigyelés	觀測
megfigyelés	監督
megfigyelés	監視
ellenőrzési	控制權
ellenőrzési	控制
ellenőrzési	審計
ellenőrzési	視察
logisztikai	物流
logisztikai	後勤
logisztikai	後勤
logisztikai	後勤
hiány	赤字
hiány	虧損
hiány	逆差
hiány	短缺
felfedezni	探索
felfedezni	發現
felfedezni	探索
lebegő	漂浮
lebegő	漂
lebegő	浮
lebegő	浮動
lebegő	飄
lebegő	盤旋
nyilatkozata	宣言
bél	腸
bél	內臟
lelkek	靈魂
lelkek	魂靈
webes	web
webes	網
webes	網路
forog	滾動
forog	紡
menyasszony	未婚妻
menyasszony	新娘
menyasszony	未婚妻
ruth	ruth
szarka	鵲
szarka	喜鵲
szavazati	表決
szavazati	投票
szept	九月
lépéseket	腳步聲
lépéseket	腳步
lépéseket	步驟
virágos	花卉
virágos	花店
virágos	花
virágos	花兒
virágos	花朵
tételek	項目
statikus	靜態
statikus	靜電
átmenet	過渡
átmenet	轉型
átmenet	過渡
vírusok	病毒
időpontok	日期
időpontok	任用
időpontok	任命
időpontok	時代
időpontok	times
időpontok	時報
bolt	shop
bolt	購物
bolt	店鋪
bolt	店
bolt	商店
bolt	店
bolt	商店
atomok	原子
mont	蒙特
mont	蒙
olvasás	閱讀
olvasás	讀書
olvasás	讀取
olvasás	讀
vacsora	晚飯
vacsora	晚餐
vacsora	晚餐
ütközés	撞擊
ütközés	影響力
ütközés	影響
ütközés	衝擊
ütközés	相撞
ütközés	撞擊
ütközés	碰撞
ütközés	崩潰
ütközés	撞車
ütközés	墜毀
ütközés	衝突
közgazdászok	經濟學家
kalap	帽子
kalap	帽
kalap	帽子
solo	獨唱
solo	獨奏
hasa	肚子
hasa	肚皮
szerződések	合約
szerződések	合同
szerződések	條約
galaktikus	銀河
főszerepben	主演
lobogó	旗幟
lobogó	國旗
lobogó	旗
lobogó	旗子
delhi	德里
fordítások	翻譯
kaput	門
kaput	大門
csontok	bones
csontok	骨
csontok	骨骼
csontok	骨頭
örökzöld	常綠
kulcsfontosságú	鑰匙
kulcsfontosságú	鍵
kulcsfontosságú	key
kulcsfontosságú	關鍵
dumbledore	dumbledore
történeteket	故事
történeteket	動態
legrövidebb	最短
gyógyfürdő	spa
gyógyfürdő	溫泉
gyógyfürdő	水療
idegenek	陌生人
idegenek	異形
idegenek	外僑
idegenek	外國人
idegenek	外星人
pszichiátriai	精神科
magna	magna
divatos	時尚
gerald	gerald
fura	怪
fura	怪異
vittorio	vittorio
világegyetem	宇宙
unicode	unicode
leírások	規格
leírások	描述
csiga	蝸牛
csiga	蝸牛
csapás	罷工
májusi	may
májusi	梅
májusi	五月份
májusi	五月
titus	titus
javult	改進
javult	改善
javult	改良
gén	gene
gén	基因
fémek	金屬
fémek	金屬
hangulat	氣氛
hangulat	大氣
hangulat	大氣層
hangulat	氛圍
hangulat	心境
hangulat	心情
hangulat	情緒
stella	stella
tanácsok	建議
tanácsok	提示
tanácsok	小費
tanácsok	板
alkalmazottak	僱員
alkalmazottak	員工
alkalmazottak	職工
alkalmazottak	僱員
alkalmazottak	員工
beszélgetések	聊天
beszélgetések	對話
beszélgetések	討論
fesztiválok	節日
export	出口
export	出口
javier	javier
echo	回聲
echo	回音
nyertes	勝者
nyertes	贏家
numerikus	數值
vatikán	梵蒂岡
villám	雷電
villám	雷霆
villám	打雷
villám	閃光
villám	閃光燈
villám	flash
villám	閃
villám	閃電俠
villám	閃電
villám	電光
emlékezet	記憶力
emlékezet	記憶
emlékezet	記憶體
emlékezet	回憶
ismerős	熟悉
felelősséget	責任
beton	具體
beton	混凝土
beton	水泥
vitatkozni	爭論
vitatkozni	爭論
időtartama	期限
swift	swift
döntések	決定
képlet	公式
képlet	方程式
képlet	配方
nikola	nikola
kuvait	科威特
bree	bree
szomália	索馬利亞
szomália	索馬利亞
emmanuel	emmanuel
identitás	身分
identitás	身份
bérelt	租賃
bérelt	租金
forgalma	吞吐量
forgalma	週轉
forgalma	更替
forgalma	營業額
figurák	俑
figurák	數字
szövetségek	社團
szövetségek	聯盟
szövetségek	同盟
eleven	活潑
eleven	熱鬧
rendhagyó	不規則
gabon	加彭
napfény	太陽
napfény	孫
napfény	珊
napfény	陽光
napfény	日光
napfény	陽光
napfény	陽光
közgazdaságtan	經濟學
közgazdaságtan	經濟
eng	eng
folyosó	走廊
folyosó	走道
folyosó	走廊
csing	丁
csing	叮
csing	青
csing	青
csing	清
gal	加侖
itunes	itunes
legyőzni	節拍
legyőzni	敗
radar	雷達
eredményesen	高效
kávé	咖啡
sega	sega
szeretettel	戀愛
szeretettel	愛
szeretettel	love
szeretettel	愛情
iphone	iphone
négyszögletes	矩形
volkswagen	大眾
bravo	bravo
harmonikus	調和
harmonikus	諧波
zaj	噪聲
zaj	噪音
taktikai	戰術
lövedék	子彈
lövedék	彈頭
irina	irina
sol	sol
élelmiszerek	糧食
élelmiszerek	食品
élelmiszerek	食物
élelmiszerek	食物
élelmiszerek	食品
élelmiszerek	食品
lepke	蝴蝶
gyártók	製片人
gyártók	製造商
akna	軸
teresa	teresa
populáció	人口
párzási	交配
nádas	蘆葦
mérsékelten	適度
sziklák	崖壁
sziklák	懸崖
sziklák	崖
sziklák	岩
sziklák	岩石
barbár	野蠻
banks	銀行
jegy	票
jegy	門票
jegy	車票
jegy	票券
jegy	售票
jegy	票
jegy	門票
jegy	車票
zavargások	擾動
zavargások	暴亂
zavargások	騷亂
zavargások	暴動
zavargások	暴亂
zavargások	騷亂
barnes	barnes
műtét	手術
műtét	外科手術
tárgyalni	談判
fidzsi	斐濟
bhután	不丹
utf	utf
vese	腎臟
vese	腎
vese	腎
vese	腎臟
vese	腎
becslés	估計
becslés	估計
becslés	預估
becslés	估計
becslés	估算
áruk	商品
áruk	商品
áruk	貨物
mon	mon
megtévesztő	誤導
gábriel	gabriel
frekvencia	頻率
togo	多哥
yale	耶魯
címzett	收件人
címzett	收件人
címzett	收款人
homályos	含糊
homályos	模糊不清
homályos	模糊
homályos	模糊
olivér	oliver
szonda	探測
szonda	探測器
eredet	出處
eredet	原產地
eredet	起源
eredet	起源
eugen	eugen
yorki	約克
botok	棍棒
botok	棍子
botok	木棍
töltés	電荷
töltés	充電
töltés	收費
töltés	收費
töltés	充電
éljen	冰雹
életem	生命
életem	人生
életem	生活
agyag	黏土
agyag	泥
agyag	粘土
ehető	食用
lövés	射擊
lövés	槍擊
lövés	拍攝
lövés	鏡頭
térképet	地圖
csillagászok	天文學家
postai	郵費
postai	郵政
embléma	國徽
szállítás	運輸
szállítás	交通
szállítás	運費
szállítás	出貨
szállítás	航運
szállítás	送貨
szállítás	投放
szállítás	交付
szállítás	交貨
szállítás	遞送
szállítás	貨運
szállítás	裝運
szállítás	托運
szállítás	運輸
szállítás	交通
thrash	敲擊
fényképész	攝影師
maszk	口罩
maszk	面具
maszk	面罩
maszk	口罩
maszk	面具
maszk	面罩
szenvedés	受苦
szenvedés	苦難
szenvedés	痛苦
szenvedés	苦難
marxista	馬克思主義
fellépés	動作
fellépés	行動
gerinc	脊椎
gerinc	脊柱
gerinc	脊髓
gerinc	主幹
gerinc	支柱
inaktív	閒置
ellenfelek	對手
állampolgárok	市民
állampolgárok	公民
állampolgárok	國民
fedélzeten	董事會
fedélzeten	甲板
bizonyítás	證據
bizonyítás	證明
android	android
gabona	穀物
gabona	穀類
gabona	糧食
gabona	穀物
gabona	糧
gabona	麥片
gabona	穀物
gabona	穀類
saga	佐賀
eszmék	理想
eszmék	想法
kereslet	需求
kereslet	需求量
kereslet	要求
jobbágyok	農奴
terminál	終點站
terminál	終端
terminál	終端機
nézem	觀看
ígért	允諾
kóros	異常
kóros	病理學
kóros	病理
bismarck	俾斯麥
chip	晶片
húsvéti	復活節
konsztantyin	konstantin
kolléga	同事
egyenletesen	均勻
jegyek	票
jegyek	門票
jegyek	車票
jegyek	票券
futás	奔跑
futás	跑步
futás	運行
futás	跑
futás	跑步
futás	運行
kertje	園
kertje	園林
kertje	花園
kertje	園藝
tiger	虎
tiger	老虎
naiv	幼稚
naiv	天真
tisztviselők	官員
üzemek	植物
üzemek	工廠
gyomor	胃
gyomor	肚子
szenvedélyes	激情
újszülött	新生兒
újszülött	新生兒
követelmény	要求
követelmény	要求
virágzik	盛開
virágzik	開花
virágzik	bloom
virágzik	綻放
virágzik	盛開
védekezés	防禦
védekezés	辯護
védekezés	國防
védekezés	防禦
védekezés	防守
védekezés	防衛
védekezés	國防
védekezés	防衛
vadászok	獵人
vadászok	戰鬥機
vadászok	鬥士
veterán	老兵
veterán	獸醫
letöltés	下載
letöltés	下載
letöltés	下載
aids	愛滋病
aids	aids
gesellschaft	gesellschaft
rebecca	rebecca
vicc	笑話
vicc	笑話
petit	petit
mirage	幻影
mirage	幻象
wwe	wwe
elképzelések	概念
elképzelések	理念
menedzsment	管理
dia	dia
maradandó	永久
maradandó	持久
elkötelezett	奉獻
elkötelezett	專用
magnézium	鎂
diane	黛安娜
libanoni	黎巴嫩
libanoni	黎巴嫩
álmok	夢
álmok	夢境
álmok	夢想
indonéz	印尼
indonéz	印度尼西亞
penny	penny
penny	便士
mise	質量
mise	彌撒
bölcsesség	智慧
leigh	leigh
kakas	公雞
kakas	公雞
elfogult	偏向
elfogult	偏差
elfogult	偏見
elfogult	偏
elfogult	偏向
sabbath	安息日
üzenetek	訊息
üzenetek	信件
túlélők	生還者
túlélők	幸存者
kritériumok	標準
végzet	天命
végzet	命運
végzet	命運
hung	洪
vezérigazgató	ceo
vezérigazgató	總裁
delfin	海豚
lőni	拍攝
lőni	拍
lőni	射
celsius	攝氏
katherine	katherine
szülői	養育
szülői	育兒
szülői	家長
szülői	父母
komplett	完整
komplett	完成
natura	natura
fejlődtek	進化
chi	志
kristály	水晶
kristály	crystal
kristály	晶體
váljon	成為
holdon	月球
holdon	月亮
holdon	月
ásványok	礦物質
ásványok	礦物
ásványok	礦產
jpeg	jpeg
reprezentatív	代表
copyright	版權
copyright	著作權
titok	秘密
scooter	機車
hainaut	hainaut
sétány	promenade
baktérium	病菌
baktérium	細菌
claudio	claudio
minogue	minogue
yves	yves
elégedetlen	不滿
gómez	gómez
harper	harper
foltos	斑點
foltos	spot
foltos	斑點
haj	頭髮
haj	毛髮
haj	髮型
haj	發
szaturnusz	土星
újszerű	小說
tárca	錢包
tárca	皮夾
esküt	誓言
matteo	matteo
széleskörű	廣泛
hozzászólás	評論
hozzászólás	評論
hozzászólás	意見
felszerelés	裝備
felszerelés	裝備
felszerelés	gear
felszerelés	齒輪
mészárlás	屠殺
mészárlás	大屠殺
mészárlás	屠殺
mészárlás	屠宰
legyek	蒼蠅
javascript	javascript
repülni	飛
repülni	蒼蠅
repülni	飛翔
kifejezéseket	片語
lin	lin
lin	林
összehasonlítása	對比
összehasonlítása	比較
összehasonlítása	比較
csinos	漂亮
biztosítási	保險費
biztosítási	保險
mechanika	力學
reyes	reyes
végrehajtás	強制執行
végrehajtás	執行
végrehajtás	處決
szivárvány	彩虹
bariton	男中音
kiegyensúlyozott	平衡
kiegyensúlyozott	均衡
alfredo	alfredo
érdekelne	興趣
érdekelne	感興趣
ahmad	ahmad
pittsburgh	匹茲堡
önkéntesek	志願者
ramón	ramon
kisasszony	miss
kisasszony	小姐
pohár	玻璃
pohár	盃
pohár	杯
pohár	杯子
omar	omar
kényelmes	方便
kényelmes	舒服
kényelmes	舒適
kényelmes	舒服
kényelmes	舒適
utakon	公路
utakon	道路
igényelt	認領
igényelt	聲稱
lynn	琳
yard	院子
yard	碼
yard	庭院
barlangot	山洞
barlangot	洞穴
barlangot	洞
berta	berta
limitált	有限
limitált	限量
limitált	限
limitált	受限
evezés	划船
ashley	ashley
laboratórium	實驗室
laboratórium	化驗室
laboratórium	實驗室
laboratórium	實驗室
vicente	vicente
átalakítás	改造
átalakítás	轉換
átalakítás	轉換
átalakítás	轉換
átalakítás	變換
átalakítás	轉化
átalakítás	轉型
átalakítás	轉變
átalakítás	變形
átalakítás	轉換
átalakítás	變換
átalakítás	轉變
átalakítás	變形
taekwondo	跆拳道
telefonon	電話
telefonon	手機
gondolkodó	思維
gondolkodó	思考
gondolkodó	思想家
nácik	納粹
nácik	納粹黨
nácik	納粹
durván	毛坯
durván	粗
durván	粗糙
tüntetők	示威者
tüntetők	示威者
tüntetők	示威者
barcelonában	巴塞隆納
barcelonában	barcelona
megsértése	違反
megsértése	違規
megsértése	違反
megsértése	違約
megsértése	違規
battista	battista
hood	hood
háztartási	家用
háztartási	住戶
reggio	reggio
orient	東方
ellentmondásos	矛盾
ellentmondásos	爭議
fjord	峽灣
piper	piper
zvezda	zvezda
ipv	ipv
johns	johns
fenyegetés	威脅
fenyegetés	威脅
tej	乳
tej	牛奶
tej	奶
shannon	shannon
rodrigo	rodrigo
próbálkozás	嘗試
próbálkozás	企圖
beruházás	投資
beruházás	投資
beruházás	投資
bombázó	轟炸機
magok	種子
magok	籽
részlegesen	局部
részlegesen	部分
részlegesen	局部
részlegesen	部分
riley	riley
francesca	francesca
realizmus	現實主義
duett	二重唱
száműzték	流亡
száműzték	流放
gátló	抑制劑
profit	盈利
profit	利潤
profit	營利
profit	獲利
profit	利潤
hivatalnok	辦事員
hivatalnok	書記
hivatalnok	職員
primer	初級
ikrek	雙胞胎
összegyűlt	聚集
összegyűlt	聚會
kitty	kitty
gps	gps
munkaerő	勞動
munkaerő	勞工
munkaerő	勞動力
munkaerő	勞動力
gombot	按鍵
gombot	按鈕
fedezet	附帶
fedezet	抵押
egyenlőség	平等
floridai	佛羅里達
floridai	佛羅里達州
egzotikus	異國
egzotikus	奇異
gyulladás	發炎
gyulladás	炎症
jelleg	大自然
jelleg	自然
jelleg	性質
marty	marty
elektronika	電子
henrietta	henrietta
külföldiek	外國人
külföldiek	外籍人士
külföldiek	外國
külföldiek	外籍
megtalált	找到
megtalált	發現
szövet	組織
szövet	紙巾
szövet	布料
szövet	纖維
szövet	織物
szövet	布料
szövet	織物
útvonalak	路線
sql	sql
megkülönböztetés	歧視
megkülönböztetés	區分
megkülönböztetés	區別
legnehezebb	最難
kedvelte	讚
paradise	天堂
paradise	樂園
függőlegesen	垂直
függőlegesen	縱向
függőlegesen	垂直
függőlegesen	縱向
kering	軌道
démonok	妖
aurora	極光
lendületet	勢頭
gnu	gnu
másolat	重複
másolat	複製
másolat	複製
másolat	副本
ellenségei	仇人
kerékpár	單車
kerékpár	騎車
kerékpár	自行車
kerékpár	單車
kerékpár	腳踏車
kerékpár	自行車
kerékpár	單車
kerékpár	腳踏車
kerékpár	自行車
ösztöndíjat	獎學金
ösztöndíjat	獎學金
ragyogó	發光
ragyogó	閃耀
ragyogó	光輝
ragyogó	閃亮
rejlő	固有
hátrafelé	落後
hátrafelé	倒退
antenna	空中
antenna	觸角
antenna	天線
antenna	天線
dacia	dacia
lezárva	封存
bölcsek	明智
bölcsek	英明
cink	鋅
cel	cel
kaszinó	賭場
cox	cox
gazdálkodó	農民
gazdálkodó	農夫
euro	歐元
magányosan	孤單
magányosan	寂寞
magányosan	孤獨
rubens	rubens
jaj	哎喲
bertrand	bertrand
dakar	達喀爾
washingtonban	華盛頓
whisky	威士忌
whisky	威士忌
cenzúra	審查
érvelés	推理
érvelés	論證
érvelés	論據
érvelés	爭論
érvelés	論點
halom	堆
kalandos	冒險
hitet	信仰
hitet	信心
hitet	信念
sisak	頭盔
sisak	盔
sisak	頭盔
plaza	plaza
plaza	廣場
lakóhely	居住
lakóhely	住宅
lakóhely	居所
lakóhely	住所
lakóhely	戶籍
lakóhely	住所
timothy	timothy
wilder	wilder
felhők	雲
felhők	雲彩
kisegítő	輔助
belle	belle
belle	貝勒
sofia	sofia
szár	莖
szilícium	矽
col	山口
adag	用量
adag	劑量
adag	劑量
jordán	約旦
csat	扣
töredék	片段
elfogadása	收養
cselló	大提琴
félelmetes	可怕
félelmetes	嚇人
khan	可汗
khan	大汗
khan	khan
khan	汗
hasonlóságot	相似
benyomást	印象
lovaglás	騎馬
lovaglás	騎
lovaglás	馬術
alkatrészek	部件
alkatrészek	零件
alkatrészek	元件
izzó	燈泡
izzó	發光
izzó	白熾燈
tor	tor
marsh	沼澤
érdeklődni	興趣
érdeklődni	感興趣
érdeklődni	詢問
érdeklődni	查詢
rizs	大米
rizs	米
rizs	米飯
rizs	飯
lámpa	燈
lámpa	電燈
lámpa	燈具
ellenőr	督察
ellenőr	控制器
kacsa	鴨
kacsa	鴨子
kacsa	鴨
kacsa	鴨子
anonim	匿名
anonim	無名氏
obama	obama
válaszok	答案
válaszok	解答
válaszok	回覆
válaszok	答復
alla	alla
félreértés	誤會
félreértés	誤解
félreértés	誤解
csúcsok	峰
egyenértékű	等效
egyenértékű	相當於
látás	視力
látás	視線
látás	視覺
látás	願景
látás	視野
látás	展望
lans	lans
pilot	試點
pilot	飛行員
pilot	駕駛員
idézetek	引號
idézetek	報價
idézetek	引述
idézetek	引用
idézetek	引文
idézetek	引文
idézetek	語錄
stockholmi	斯德哥爾摩
sült	炸
sült	炒
sült	烘
sült	烤
glass	玻璃
tömegek	人群
fields	田間
fields	田地
fields	欄位
fields	田野
túra	游
túra	遊覽
túra	導覽
túra	旅遊
túra	遠足
túra	登山
ocean	大洋
ocean	洋
ocean	海洋
ocean	海
bunker	碉堡
bunker	地堡
bunker	掩體
keresztesek	十字軍
anyagcsere	代謝
anyagcsere	新陳代謝
kicsik	小型
kicsik	小
követelmények	要求
estét	晚間
estét	晚上
estét	傍晚
megölt	被殺
feljegyzés	備忘錄
feljegyzés	備忘錄
jövedelem	收益
jövedelem	收入
jövedelem	收入
órákban	小時
százalék	百分比
százalék	百分比
cal	cal
expressz	快車
expressz	明示
expressz	express
expressz	特快
felelősség	責任
felelősség	負債
felelősség	責任
felelősség	責任
szervezők	主機
meggyőző	說服
vámpír	吸血鬼
bizalmas	機密
bizalmas	保密
moreno	moreno
rod	杖
céh	公會
videót	視訊
videót	影片
osztályozás	分類
osztályozás	分流
osztályozás	分類
osztályozás	分級
gének	基因
jóga	瑜伽
jóga	瑜珈
tünetei	症狀
félrevezető	誤導
holly	holly
holly	冬青
mogul	mogul
mogul	大亨
fészket	窩
fészket	巢穴
fészket	巢
szomszédok	鄰
szomszédok	鄰居
szomszédok	鄰國
szomszédok	鄰居
szomszédok	鄰居
vádak	收費
vádak	指控
eladó	銷售
eladó	出售
eladó	買賣
akut	急性
akut	尖銳
buffalo	水牛城
buffalo	野牛
buffalo	水牛
táblák	板
táblák	跡象
táblák	標誌
ülés	座位
ülés	席位
ülés	座位
kegyes	仁慈
harcol	格鬥
harcol	打架
harcol	戰鬥
valószínűség	概率
valószínűség	可能性
majmok	人猿
majmok	類人猿
majmok	猿
majmok	猿猴
halhatatlan	不朽
golf	高爾夫球
ízületi	關節
ízületi	聯合
elnökség	主席團
dombok	丘陵
tarzan	泰山
készítmények	籌備
lynette	lynette
elszigetelt	隔離
elszigetelt	孤立
elszigetelt	與世隔絕
ver	毆打
ver	跳動
ver	ver
blu	blu
részleg	部門
részleg	組織
tekintet	凝視
akkumulátor	電池
akkumulátor	電量
mickey	mickey
felépítés	結構
felépítés	架構
felépítés	建築
felépítés	結構
teremtő	maker
házakat	房屋
házakat	房子
csillagos	星星
csillagos	恆星
csillagos	star
csillagos	星
csillagos	明星
textil	紡織
textil	紡織品
textil	紡織業
textil	紡織
textil	紡織品
elliott	elliott
követője	追隨者
letelepedett	定居
fantázia	幻想曲
fantázia	幻想
fantázia	發明
fantázia	想象力
fantázia	想象
fantázia	想像
fantázia	想像力
stirling	stirling
bűnözés	犯罪
hardver	硬體
panasz	投訴
panasz	控訴
panasz	申訴
panasz	投訴
panasz	申訴
lou	婁
lou	盧
lou	lou
farm	農場
nézőpont	透視
nézőpont	視角
akadály	阻撓
akadály	妨害
akadály	阻礙
akadály	妨礙
akadály	障礙
akadály	屏障
akadály	障礙
lat	lat
lat	緯度
lat	叻
szektor	部門
pszichiáter	收縮
