och	ja
externa	ulkopuolinen
läge	sijainti
läge	tila
även	edes
även	jopa
även	lisäksi
även	myöskin
även	myös
februari	helmikuuta
februari	helmikuussa
februari	helmikuu
under	aikana
under	alta
under	alle
under	alla
lake	järven
lake	järvi
lake	järvessä
lake	järvelle
lake	lake
sjö	järven
sjö	järvi
sjö	järvessä
sjö	järvelle
sjö	lake
sjö	meri
inte	ei
sig	sig
kommun	kunta
två	kaksi
två	kaks
lac	lac
terrängen	maastossa
terrängen	maasto
long	pitkät
long	kauan
long	pitkä
long	pitkään
long	long
juni	juni
juni	kesäkuu
juni	kesäkuuta
juni	kesäkuussa
lat	lat
lat	laiska
december	joulukuu
december	joulukuussa
december	joulukuuta
växer	kasvava
växer	kasvavat
växer	kasvaa
växer	kasva
växer	kasvaa
växer	kasvata
växer	kasvattaa
många	monet
många	monia
många	monta
många	moni
efter	jälkeen
efter	after
nära	lähellä
nära	sulje
nära	läheltä
nära	lähellä
nära	lähelle
väster	west
väster	lännessä
väster	läntinen
väster	länsi
provins	maakunta
öster	itä
öster	itään
öster	itäinen
först	ensin
först	ensimmäinen
först	eka
först	ensiksi
berg	vuori
berg	vuorta
berg	vuoristo
berg	berg
berg	vuoria
berg	vuoret
berg	vuorten
berg	vuoristo
indonesien	indonesiassa
indonesien	indonesian
indonesien	indonesia
usa	usa
usa	yhdysvaltojen
mars	marssi
mars	maaliskuu
mars	maaliskuuta
mars	marssia
mars	mars
mindre	vähäisempi
mindre	pienempi
mindre	pienempiä
mindre	pienemmän
mindre	pienemmät
mindre	pienempi
mindre	alaikäinen
mindre	vähäinen
mindre	vähemmän
norr	pohjoinen
norr	pohjoiseen
norr	pohjois
oktober	lokakuussa
oktober	lokakuun
oktober	lokakuu
man	mies
man	äijä
september	syys
september	syyskuuta
september	syyskuu
större	majuri
större	major
större	suurempia
större	suuremmat
större	suurempi
större	isompi
större	suuremmat
större	suurempi
större	isommat
större	isompia
större	suurempi
större	isompi
nordväst	luoteeseen
andra	toisena
andra	toiseksi
andra	toinen
andra	muu
andra	muut
andra	muut
andra	toiset
andra	muita
hade	oli
där	tuolla
där	siellä
där	missä
där	jossa
nordost	koillis
nordost	koilliseen
county	lääni
county	piirikunnan
county	piirikunta
nog	nog
huvudsakligen	lähinnä
huvudsakligen	pääosin
huvudsakligen	pääasiallisesti
huvudsakligen	pääasiassa
huvudsakligen	pääasiallisesti
huvudsakligen	ensisijaisesti
huvudsakligen	pääasiassa
ovanligt	epätavallinen
ovanligt	erikoinen
ovanligt	epätavallista
namngivna	nimeltään
namngivna	nimetty
söder	etelä
söder	etelään
mycket	hyvin
mycket	erittäin
mycket	much
mycket	paljon
mycket	paljo
jpg	jpg
regionen	alue
regionen	alueen
ottawa	ottawan
creek	creekin
creek	puro
ganska	melko
närmaste	lähin
närmaste	lähimpään
närmaste	lähimmän
närmaste	lähimpänä
närmaste	lähin
närmaste	lähimpänä
november	marraskuuta
november	marraskuussa
november	marraskuu
maj	touko
maj	toukokuu
maj	voi
maj	toukokuun
maj	toukokuuta
maj	maj
cest	cest
platt	platt
platt	litteä
platt	tasainen
född	syntynyt
född	syntyneet
född	syntyi
finland	suomi
finland	finland
finland	suomea
samhälle	society
samhälle	yhteiskunta
samhälle	yhteiskunnan
samhälle	yhteisön
samhälle	yhteisö
hon	hän
platser	istuimet
platser	paikat
platser	sijainnit
platser	paikat
platser	paikkoja
platser	sivustojen
platser	sivustot
platser	sivustoja
första	ensin
första	ensimmäinen
första	eka
första	ensiksi
fick	sai
fick	sain
fick	vastaanotettu
fick	saadut
fick	saanut
fick	saatu
sydväst	lounais
sydväst	lounaaseen
området	alue
australien	australiaan
australien	australian
australien	australia
sydöstra	kaakkoon
sydöstra	kaakkois
sydöstra	kaakkois
april	huhtikuu
april	huhtikuuta
april	huhtikuussa
april	huhtikuun
april	huhti
bar	baariin
bar	baarissa
bar	baari
bar	baarin
sydost	kaakkoon
sydost	kaakkois
hans	hans
hans	hänen
södra	etelä
södra	etelän
södra	eteläinen
södra	etelä
södra	etelään
södra	södra
toppen	hienoa
toppen	huippu
toppen	top
toppen	huippua
toppen	ylä
toppen	suosituimmat
sverige	ruotsissa
sverige	ruotsi
sedan	sitten
östra	itä
östra	itään
östra	itäinen
östra	itä
östra	itäinen
cet	cet
genom	kautta
genom	läpi
kilometer	kilometri
kilometer	kilometriä
norra	pohjoinen
norra	pohjoiseen
norra	pohjois
norra	pohjoinen
norra	pohjois
också	lisäksi
också	myöskin
också	myös
också	liian
också	too
talet	puhe
talet	puhetta
talet	puheenvuoro
detta	tämän
detta	tätä
detta	tästä
detta	tämä
mot	kohti
mot	vastoin
mot	vastaan
mot	mot
västra	west
västra	lännessä
västra	läntinen
västra	länsi
västra	western
västra	läntinen
västra	länsi
del	osa
del	osaa
del	osittain
del	del
riktning	suuntaa
riktning	suuntaan
riktning	suunta
riktning	suunnan
namn	nimi
namn	nimeä
namn	nimet
namn	nimiä
bland	joukossa
bland	keskuudessa
bland	joukossa
bland	keskuudessa
vilket	jonka
vilket	joka
vilket	jota
vilket	johon
vilket	jotka
svenska	ruotsiksi
svenska	ruotsalainen
svenska	ruotsi
svenska	ruotsin
svenska	svenska
mellan	väliin
mellan	välillä
mellan	välissä
svensk	ruotsiksi
svensk	ruotsalainen
svensk	ruotsi
svensk	ruotsin
svensk	ruotsalainen
svensk	svensk
när	kun
när	milloin
cerro	cerro
frankrike	ranska
frankrike	ranskan
död	kuolemaa
död	death
död	kuoleman
död	kuolema
död	kuolleet
död	kuollut
kulle	kukkulalle
kulle	mäki
kulle	hill
kina	kiinassa
kina	kiinan
kina	kiina
kina	kiinasta
kommunen	kunta
klimatet	ilmasto
est	est
text	teksti
text	tekstiä
text	tekstin
lista	lista
lista	luettelo
lista	listan
lista	listaa
lista	luetteloon
annat	muu
annat	muut
största	suurimmat
största	suurin
största	isoin
största	suurimpia
största	suurimmat
största	suurinta
största	suurin
skulle	olisi
inom	kuluessa
departementet	osasto
denna	tämän
denna	tätä
denna	tästä
denna	tämä
tropiskt	trooppinen
tropiskt	trooppisten
park	park
park	puisto
park	puistoon
park	puiston
hill	kukkulalle
hill	mäki
hill	hill
flera	useita
flera	useat
flera	useita
flera	useat
periodiskt	määräajoin
periodiskt	määräajoin
periodiskt	ajoittain
nord	pohjoinen
nord	pohjoiseen
nord	pohjois
nord	nord
stockholm	tukholma
stockholm	tukholmaan
stockholm	tukholmassa
stockholm	tukholman
alla	kaikille
alla	kaikki
alla	jokainen
alla	kaikille
alla	kaikki
samma	sama
samma	samoin
samma	samaa
senare	myöhemmin
senare	myöhempi
olika	erilaiset
olika	erilainen
olika	eri
olika	erilaista
point	pisteen
point	kohta
point	pistettä
point	piste
point	point
ort	city
ort	kaupunki
ort	paikkakunta
nya	uudet
nya	uusi
nya	uutta
nya	uusia
island	islantiin
island	islannissa
island	islanti
island	islannin
dock	kuitenkin
dock	kuitenkin
sjön	järven
sjön	järvi
sjön	järvessä
sjön	järvelle
sjön	lake
tidigare	aikaisemmin
tidigare	aiemmin
tidigare	aikaisempi
tidigare	aikaisemmin
tidigare	aiempi
tidigare	aiemmin
tidigare	entinen
tidigare	entiset
tidigare	aikaisemmat
tidigare	aiempi
tidigare	edellinen
tidigare	edelliset
tidigare	aiemmat
brasilien	brasilia
brasilien	brasiliassa
brasilien	brasilian
colombia	kolumbia
colombia	columbia
colombia	kolumbian
colombia	kolumbia
utan	ilman
socken	seurakunta
sina	heidän
sina	niiden
score	pisteet
spanien	espanjan
spanien	espanja
spanien	espanjassa
boreala	boreaalisen
mount	vuori
mount	mount
kom	tuli
kom	tulis
stora	suuret
stora	suuria
stora	iso
stora	suuri
stora	iso
stora	isot
stora	suuri
stora	stora
omgivande	ympäröivän
omgivande	ympäröivä
basen	tukikohta
basen	pohja
basen	perusta
tre	tre
tre	kolme
shift	vuoro
algeriet	algeriassa
algeriet	algerian
algeriet	algeria
dessa	nämä
dessa	näitä
dessa	nuo
dessa	noi
chile	chilen
växtlighet	kasvillisuuden
mer	lisää
mer	enemmän
här	täällä
här	tässä
kongo	kongon
öst	itä
öst	itään
öst	itäinen
öst	itä
öst	itäinen
region	alue
region	alueen
von	von
jakarta	jakarta
wat	wat
file	tiedostoa
file	tiedosto
file	tiedoston
file	kansio
släkte	sukupolven
släkte	sukupolvea
släkte	sukupolvi
släkte	rotua
släkte	rotu
släkte	sukujen
släkte	suku
släkte	sukuun
sydlig	etelä
sydlig	etelän
sydlig	eteläinen
västlig	western
västlig	läntinen
västlig	länsi
blir	ryhdy
sydvästra	lounais
sydvästra	lounaaseen
tillsammans	kimpassa
tillsammans	yhdessä
samhällen	yhteisöt
samhällen	yhteisöjen
samhällen	yhteiskuntien
lite	lite
republiken	tasavalta
öppet	avoimesti
öppet	avaa
öppet	avoin
öppet	läpinäkyvä
delstat	osavaltio
delstat	valtion
delstat	valtio
innan	ennen
fram	edessä
fram	edestä
fram	rintama
fram	etu
canberra	canberra
mål	maalit
mål	tavoitteita
mål	maaleja
mål	tavoitteet
mål	maali
mål	tavoite
mål	päämäärä
mål	tavoitteen
län	lääni
län	piirikunnan
län	piirikunta
län	maakunta
län	maakunnat
län	läänit
bosnien	bosnia
afghanistan	afganistan
afghanistan	afganistanin
john	johannes
john	john
john	jukka
hercegovina	hertsegovina
administrativ	hallinnolliset
administrativ	hallinnollinen
nordöstra	koillis
nordöstra	koillis
nordöstra	koilliseen
bara	ainoastaan
bara	vain
bara	vain
ska	pitäisi
ska	pitäis
ska	pitäisikö
ska	ska
ontario	ontarion
plats	paikassa
plats	paikka
plats	place
plats	sijainti
carl	carl
församling	seurakunta
församling	seurakunnan
församling	seurakunta
församling	edustajakokouksen
församling	kokoonpano
församling	kokoontuminen
río	río
land	maa
land	valtio
land	maata
land	maan
land	maa
land	maata
dess	sen
amerikansk	amerikkalainen
amerikansk	amerikan
amerikansk	amerikkalaiset
amerikansk	american
helsingfors	helsingissä
helsingfors	helsinkiin
helsingfors	helsingin
helsingfors	helsinki
tid	aika
tid	ajan
tid	aikaa
ofta	usein
ofta	usein
tog	otti
tog	vei
några	osa
några	joitakin
några	jotkut
kommer	will
kommer	tahto
kommer	tulee
kommer	tulossa
kommer	tullaan
exempel	esimerkki
exempel	esimerkit
exempel	esimerkkejä
någon	ketään
någon	joku
någon	jonkun
någon	joku
någon	jonkun
gräsmarker	niityt
saint	pyhä
saint	saint
saint	pyhimys
något	jokseenkin
något	hieman
något	hiukan
något	jotakin
något	jotain
gjorde	teki
san	san
stor	suuret
stor	suuria
stor	iso
stor	suuri
stor	iso
stor	isot
stor	suuri
staden	kaupunki
staden	city
staden	kaupunki
staden	paikkakunta
kallt	kylmä
kallt	kylmää
kallt	kyl
varit	ollut
varit	ollu
varit	oltu
får	lampaan
får	lampaat
får	lammas
får	lampaita
naturlig	luonnolliset
naturlig	luonnollinen
naturlig	luonnon
naturlig	luonnollista
mest	eniten
mest	useimmat
mest	useimmilla
mest	useimpia
mest	lähinnä
mest	enimmäkseen
mest	useimmiten
mest	pääosin
mest	pääasiassa
webbplats	sivuston
webbplats	sivusto
webbplats	verkkosivusto
webbplats	sivuston
webbplats	sivusto
ger	antamassa
ger	antaminen
ger	ger
ger	antaa
mosaik	mosaiikki
team	ryhmät
team	joukkueet
team	tiimi
team	ryhmä
team	joukkue
team	team
började	alkanut
började	alkoi
började	aloitti
började	aloitettu
började	alkanut
började	alkoi
började	aloitti
hela	parantua
hela	parane
hela	paranna
hela	parantaa
hela	koko
hela	kokonaisena
hela	kokonainen
hela	kokonaiset
gör	tekemässä
gör	tekee
gör	make
gör	tee
gör	tehdä
honom	hänet
gick	meni
gick	käveli
gick	kävellyt
kyrka	kirkon
kyrka	kirkossa
kyrka	kirkkoon
kyrka	kirkko
kyrka	seurakunta
nordvästra	luoteis
nordvästra	luoteeseen
angola	angolassa
angola	angolan
vad	mitä
vad	mikä
columbia	kolumbia
columbia	columbia
tyskland	saksa
tyskland	saksan
svg	svg
distrikt	alueet
distrikt	piirit
distrikt	piiri
distrikt	piirikunta
fuktigt	kosteaa
fuktigt	kostea
fuktigt	kostea
fuktigt	kosteaa
fuktigt	kostea
fyra	nelonen
fyra	neljä
eftersom	koska
mexiko	meksikossa
mexiko	meksiko
mexiko	meksikoon
mexiko	meksikon
london	lontoon
london	lontooseen
london	lontoo
london	lontoossa
används	käytetyt
används	käytetty
används	käytettyjä
början	alkuun
början	alussa
början	alku
början	alkuja
vann	voitin
vann	voitti
vann	voittanut
går	menee
hur	miten
hur	kuinka
bay	bay
bay	lahti
barn	lapsia
barn	lapset
barn	lasten
barn	lapsia
barn	lapset
barn	lasta
barn	lapsen
barn	lapsi
ekonomiska	taloudelliset
ekonomiska	taloudellinen
kunde	vois
kunde	voisi
både	molemmat
både	molempia
både	kumpikin
övrigt	muu
övrigt	muut
övrigt	sekalaiset
övrigt	erilaiset
artikel	momentti
artikel	artikkeli
artikel	artikla
england	englanti
england	englannin
england	englannista
england	englannissa
hennes	hänen
argentina	argentiina
argentina	argentiinan
mountain	vuori
mountain	vuorta
mountain	vuoristo
grund	perusta
grekland	kreikka
deras	heidän
deras	niiden
distriktet	piiri
distriktet	piirikunta
dam	dam
dam	pato
dam	neito
dam	lady
karl	charles
karl	kaarle
karl	karl
idag	tänään
idag	today
skådespelare	näyttelijät
skådespelare	näyttelijöitä
skådespelare	toimijoiden
skådespelare	toimijat
skådespelare	näyttelijä
personer	henkilöitä
personer	henkilöt
personer	henkilöiden
personer	ihmiset
personer	ihmisiä
personer	henkilöt
spelade	pelattu
spelade	soitettu
spelade	pelasi
spelade	pelannut
bli	ryhdy
endast	ainoastaan
endast	vain
öar	saaret
danmark	tanska
danmark	danmark
son	poika
österrike	itävalta
österrike	itävallassa
österrike	itävallan
river	joen
river	joki
helt	kokonaan
helt	täysin
helt	täysin
artiklar	artikkelit
artiklar	artikkeleita
artiklar	artiklat
jean	jean
redan	jo
cirka	suunnilleen
före	ennen
william	william
william	williamin
känd	tiedossa
känd	tunnetaan
känd	tunnetut
känd	tunnettu
känd	kuuluisa
känd	kuuluisia
känd	kuuluisat
känd	tunnettu
engelska	englanti
engelska	englantia
engelska	englanniksi
engelska	englannin
departement	osasto
departement	ministeriöiden
departement	osastot
departement	ministeriön
departement	ministeriö
antal	kreivi
antal	laske
antal	lukumäärä
antal	numero
antal	luku
vill	haluu
vill	haluaa
vill	tahtoo
vill	haluu
des	des
författare	laatijat
författare	tekijät
författare	kirjoittaja
författare	kirjailija
författare	käsikirjoittaja
författare	kirjailijoita
författare	tekijä
författare	kirjailija
författare	tekijän
författare	esittäjä
författare	kirjoittaja
wikipedia	wikipedia
los	los
vissa	varmaa
vissa	tietty
vissa	tiettyjen
vissa	tietyt
vissa	osa
vissa	joitakin
vissa	jotkut
cst	cst
äldre	vanhempi
äldre	vanhin
äldre	iäkkäät
äldre	vanhusten
äldre	vanhukset
äldre	vanhempia
äldre	vanhempi
äldre	vanhempaa
gamla	vanhat
gamla	vanhoja
gamla	vanha
gamla	vanhaa
allt	kaikki
allt	kaiken
allt	kaikille
allt	kaikki
lag	tiimi
lag	ryhmä
lag	joukkue
lag	team
lag	laki
lag	oikeustieteen
lag	lainsäädäntö
lag	lakia
lag	viive
lag	lag
lag	ryhmät
lag	joukkueet
johan	johannes
johan	john
johan	jukka
johan	johan
innebär	tarkoittaa
diskussion	keskustelua
diskussion	keskustelun
diskussion	keskustelu
vidare	pidemmälle
kommuner	kunnat
kommuner	kuntaa
kommuner	kunnat
kommuner	kuntaa
kommuner	kuntien
kyrkan	kirkon
kyrkan	kirkossa
kyrkan	kirkkoon
kyrkan	kirkko
kyrkan	seurakunta
punta	punta
iucn	iucn
kullar	hillsin
kullar	hills
black	mustat
black	black
black	musta
black	mustaa
asien	aasian
asien	aasia
varje	jokainen
varje	jokainen
varje	kunkin
varje	kumpikin
varje	kukin
bild	kuvaa
bild	kuva
bild	kuvan
bild	kuva
france	ranska
france	ranskan
vik	vik
politiker	politiikan
politiker	politiikka
politiker	politiikkaa
politiker	poliitikkoja
politiker	poliitikot
politiker	poliitikko
göra	make
göra	tee
göra	tehdä
left	vasemmalle
left	vasen
left	vasemmalla
band	nauhat
band	nauhoja
band	bändiä
band	bändi
band	band
band	yhtye
band	bändiä
band	nauha
band	kasetti
band	nauha
rio	rio
rio	riossa
rio	rion
rock	kallio
rock	kivi
rock	rokkaa
rock	rock
söderut	etelä
söderut	etelään
sista	last
sista	viimeisenä
sista	viimeksi
sista	viimeisin
sista	viimeinen
sista	viime
sista	lopullinen
sista	finaali
george	yrjö
george	george
george	ykä
delar	jakamista
delar	jaetaan
delar	jakaminen
delar	osat
delar	osia
delar	osuudet
delar	osakkeita
delar	osakkeet
auto	automaattinen
auto	automaattisesti
auto	auto
hett	hot
hett	kuumat
hett	kuumaa
hett	kuuma
norrut	pohjoinen
norrut	pohjoiseen
norrut	pohjois
själv	itse
själv	itse
själv	itseään
själv	itsensä
själv	itselleni
själv	itse
åren	vuotta
åren	vuodet
åren	vuosien
åren	vuosia
höjd	korkeus
höjd	korkeus
höjd	pituus
höjd	korkeuden
höjd	korkeus
säsongen	kausi
säsongen	kauden
poäng	pisteet
poäng	pisteitä
poäng	pistettä
poäng	kohdat
poäng	pisteet
poäng	pisteet
poäng	pisteen
poäng	kohta
poäng	pistettä
poäng	piste
poäng	point
arroyo	arroyo
peking	pekingin
peking	pekingissä
peking	pekingin
tyska	saksaa
tyska	saksalainen
tyska	saksa
tyska	saksaksi
tyska	saksan
sätt	tapoja
sätt	keinoja
sätt	keinot
sätt	tavat
sätt	tapa
sätt	keino
sätt	way
egypten	egypti
egypten	egyptin
egypten	egyptissä
egypten	egyptiin
wadi	wadi
stad	kaupunki
stad	city
stad	kaupunki
stad	paikkakunta
norge	norge
norge	norjan
norge	norja
area	alue
york	yorkiin
york	york
york	yorkin
därför	siksi
makedonien	makedonian
makedonien	makedonia
peter	pekka
peter	petteri
peter	peter
peter	pietari
franska	ranska
franska	ranskan
franska	ranskalaiset
franska	ranskalaisia
franska	ranskalainen
vilken	jonka
vilken	joka
vilken	jota
vilken	johon
vilken	jotka
dominikanska	dominikaaninen
västerut	west
västerut	lännessä
västerut	läntinen
västerut	länsi
kallas	kutsuttu
kallas	nimeltään
kallas	soitti
österut	itä
österut	itään
österut	itäinen
omkring	ympärillä
omkring	ympäri
omkring	maisemissa
göteborg	göteborgissa
göteborg	göteborgin
göteborg	göteborgissa
göteborg	göteborgin
schweiz	sveitsissä
schweiz	sveitsi
schweiz	sveitsin
fall	case
fall	tapauksessa
fall	tapaus
fall	salkku
fall	tapausten
fall	tapaukset
fall	tapauksissa
fall	pudota
fall	syksy
fall	kaatuu
fall	kaadu
tiden	aika
tiden	ajan
tiden	aikaa
bästa	paras
bästa	parhaat
bästa	parhaiten
bästa	best
bästa	parasta
style	style
style	tyyliä
style	tyyli
artikeln	momentti
artikeln	artikkeli
artikeln	artikla
fil	tiedostoa
fil	tiedosto
fil	tiedoston
fil	kansio
främst	lähinnä
främst	pääosin
främst	pääasiallisesti
främst	pääasiassa
främst	pääasiallisesti
främst	ensisijaisesti
främst	pääasiassa
källa	lähde
båda	molemmat
båda	molempia
båda	kumpikin
kabul	kabulin
bergstopp	hilltop
malmö	malmön
delas	jakanut
delas	jakoi
delas	jaettu
delas	jaetut
slutet	loppu
slutet	loppua
slutet	päättyy
slutet	lopussa
slutet	päättynyt
olympiska	olympia
olympiska	olympic
ast	ast
annan	muu
annan	muut
uppsala	uppsala
isbn	isbn
mätare	mittarit
mätare	metriä
mätare	metri
mätare	mittari
madrid	madrid
madrid	madridin
madrid	madridissa
måste	täytyy
antarktis	antarktiksen
erik	erik
erik	eric
erik	ericin
paul	paul
paul	paavali
paul	pauli
skrev	kirjoitti
skrev	kirjoitin
film	elokuvan
film	elokuva
film	leffa
film	elokuva
film	kalvo
film	filmi
robert	robert
serien	sarja
serien	sarjat
bör	pitäisi
bör	pitäis
bör	pitäisikö
bra	hyvää
bra	hyvä
fem	viisi
ryssland	venäjän
ryssland	venäjää
ryssland	venäjä
thomas	thomas
thomas	tuomas
santiago	santiago
deltog	osallistuivat
deltog	osallistui
deltog	osallistunut
deltog	osallistuivat
deltog	osallistuneet
deltog	osallistui
deltog	osallistunut
tysk	saksaa
tysk	saksalainen
tysk	saksa
tysk	saksaksi
tysk	saksan
vilka	kuka
vilka	ketä
vilka	who
vilka	joka
vilka	jonka
vilka	joka
vilka	jota
vilka	johon
vilka	jotka
språk	kieliä
språk	kielet
språk	kieli
språk	kielet
kinesiska	kiinalainen
kinesiska	kiinalaiset
kinesiska	kiinan
kinesiska	kiina
kinesiska	kiinalaista
lappland	lapin
nuvarande	tämänhetkinen
nuvarande	tämänhetkiset
nuvarande	nykyiset
nuvarande	nykyinen
nuvarande	lahja
nuvarande	paikalla
nuvarande	läsnä
nuvarande	nykyinen
officiell	virkamies
officiell	viralliset
officiell	virallinen
källor	lähteet
stort	suuret
stort	suuria
stort	iso
stort	suuri
stort	iso
stort	isot
stort	suuri
sång	laulut
sång	laulu
sång	laulaa
sång	laulavat
sång	laulu
sång	laulua
sång	biisi
sång	song
sång	laulua
sång	laulu
sång	kappale
amerikanska	amerikkalainen
amerikanska	amerikan
amerikanska	amerikkalaiset
amerikanska	american
samband	yhteys
samband	yhteyden
samband	korrelaatiota
globalt	maailmanlaajuisesti
globalt	globaali
globalt	global
globalt	maailmanlaajuinen
globalt	maailmanlaajuiset
globalt	maailmanlaajuisen
kroatien	kroatia
kroatien	kroatian
egen	omista
egen	oman
egen	oma
egen	omat
egen	mukautettu
pst	pst
pdt	pdt
utanför	ulkona
utanför	ulkopuolella
utanför	ulkopuolelle
mestadels	lähinnä
mestadels	enimmäkseen
mestadels	useimmiten
mestadels	pääosin
mestadels	pääasiassa
kvinnor	naisten
kvinnor	naiset
kvinnor	naisia
tredje	kolmas
tredje	kolmannet
tredje	kolmanneksi
blivit	ryhdy
charles	charles
charles	kaarle
art	taide
art	taidetta
art	laji
art	lajit
art	lajien
riket	reich
wales	wales
wales	walesissa
wales	walesin
david	david
sidan	sivu
sidan	sivulla
sidan	puoli
sidan	puolella
sidan	side
resultat	suorituskyvyn
resultat	tehokkuus
resultat	esitys
resultat	suoritus
resultat	suorituskykyä
resultat	suorituskyky
resultat	tulos
resultat	tulosten
resultat	tuloksia
resultat	tulokset
resultat	tulos
resultat	tuloksena
resultat	lopputulos
resultat	tuloksen
resultat	tulosta
gav	antanut
gav	antoi
ibland	joskus
ibland	toisinaan
ibland	välillä
ibland	ajoittain
ibland	satunnaisesti
ibland	toisinaan
enda	naimaton
enda	single
enda	sinkku
enda	yksittäinen
kända	tiedossa
kända	tunnetaan
kända	tunnetut
kända	tunnettu
kända	kuuluisa
kända	kuuluisia
kända	kuuluisat
kända	tunnettu
universitet	yliopistoja
universitet	yliopistot
universitet	yliopistojen
universitet	korkeakoulut
universitet	korkeakoulu
universitet	yliopisto
rgb	rgb
libanon	libanonin
paris	pariisiin
paris	pariisi
paris	pariisin
kamerun	kamerunin
border	raja
border	rajaa
border	rajan
trots	huolimatta
musik	musiikkia
musik	musiikin
musik	music
musik	musiikki
maria	maija
maria	mary
maria	mariaa
maria	maria
tillbaka	takaisin
tillbaka	selkä
tillbaka	taaksepäin
kung	king
kung	kuningas
kung	kunkku
form	muotoa
form	muotoon
form	muodon
form	muoto
form	muodosta
form	muoto
form	muodossa
form	lomake
der	der
fått	vastaanotettu
fått	saadut
fått	saanut
fått	saatu
historia	tarinaa
historia	tarina
historia	tarinan
historia	historia
historia	historiaan
historia	historiaa
historia	historian
historia	historiasta
nova	nova
dal	dal
dal	laaksoon
dal	laakso
dal	valley
låten	biisi
låten	song
låten	laulua
låten	laulu
låten	kappale
fiji	fidžin
tjeckien	tsekin
tjeckien	tšekin
james	james
james	jamesin
james	jamesia
albumet	albumi
albumet	levyn
albumet	levy
albumet	albumin
albumet	albumia
samtidigt	samanaikaisesti
uppströms	ylävirtaan
kring	ympärillä
kring	ympäri
kring	maisemissa
män	miehiä
män	miesten
män	miehet
lång	pitkä
lång	pitkät
lång	kauan
lång	pitkä
lång	pitkään
lång	long
alger	algerin
alger	levää
alger	merilevää
gift	myrkky
gift	myrkkyä
gift	naimisissa
gift	myrkky
gift	myrkkyä
album	albumi
album	levyn
album	levy
album	albumin
album	albumia
album	albumit
ner	down
ner	alas
ner	alaspäin
innehåller	sisältää
innehåller	sisältävät
disk	levyn
disk	levy
disk	levyä
räknas	lasketaan
little	pieni
little	pikku
little	vähä
wilhelm	wilhelm
gånger	aikoja
gånger	ajat
gånger	kertaa
gånger	times
brook	brook
brook	puro
övriga	muu
övriga	muut
övriga	muut
övriga	toiset
övriga	muita
professor	professori
km²	km²
las	las
division	divisioona
division	jakoon
division	jaosto
martin	martinin
martin	martin
urval	valikoima
urval	valinta
urval	näytettä
urval	otos
urval	näytteen
urval	otanta
urval	näyte
city	city
city	kaupunki
city	paikkakunta
totalt	yhteensä
alexander	aleksanteri
alexander	alexander
arena	arena
arena	areenalla
arena	areena
period	jakso
period	ajanjakso
grönland	grönlannin
dag	dag
dag	päivä
dag	päivän
låg	matala
låg	matalalla
låg	vähä
låg	alhainen
bogotá	bogotássa
