que	bahawa
fets	fakta
funcions	fungsi
economia	ekonomi
matrimoni	nikah
matrimoni	jodoh
matrimoni	perkahwinan
matrimoni	berkhawin
independent	independent
independent	mandiri
independent	bebas
treballs	jobs
treballs	pekerjaan
idea	idea
tradició	tradisi
federació	persekutuan
charles	charles
actriu	pelakon
formant	membentuk
formant	bentukkan
inc	inc
mercat	pasar
mercat	pasaran
mercat	pasar
mercat	market
mercat	pasaran
evitar	elakkan
grau	gred
grau	grau
grau	ijazah
grau	darjah
compte	akaun
sector	sektor
creat	dicipta
nit	malam
llac	tasik
llac	lake
motiu	alasan
motiu	sebab
motiu	reason
ajuda	pertolongan
ajuda	bantu
ajuda	bantuan
ajuda	help
ajuda	membantu
condicions	terma
generals	jeneral
dur	susah
dur	hard
dur	keras
comú	lumrah
comú	common
efecte	effect
efecte	kesan
americà	american
americà	amerika
paraula	perkataan
donat	donat
entitat	entiti
muntanyes	ganang
muntanyes	banjaran
muntanyes	pergunungan
tradicional	traditional
tradicional	tradisional
sanitaris	tandas
sanitaris	toilet
poeta	penyair
poeta	pujangga
net	net
net	kelambu
guillem	william
problema	masalah
problema	problem
problema	masaalah
propietat	property
propietat	hartanah
canvis	perubahan
composició	komposisi
composició	gubahan
composició	penggubahan
frontera	sempadan
històric	bersejarah
històric	sejarah
egipte	mesir
pocs	few
conèixer	meet
conèixer	bertemu
escrit	bertulis
escrit	ditulis
edicions	suntingan
parla	menuturkan
xvii	xvii
diferent	berbeza
trobat	nemu
trobat	terjumpa
trobat	dijumpai
escala	skala
george	george
permetre	benarkan
permetre	membenarkan
bretanya	bretagne
vuit	lapan
passat	past
passat	melepasi
revolució	revolusi
coberta	dek
coberta	deck
competició	saingan
competició	persaingan
competició	pertandingan
indústria	industri
arquitectura	arkitek
arquitectura	rekabentuk
arquitectura	senibina
luis	luis
peu	kaki
agrícola	pertanian
locals	tempatan
gen	gen
utilitzat	diguna
utilitzat	digunakan
realitat	kenyataan
realitat	reality
realitat	realiti
aquells	those
armes	senjata
armes	senapang
quarta	keempat
martí	marti
martí	martí
martí	martin
mica	mica
mica	mika
similar	serupa
similar	seiras
seguretat	sekuriti
seguretat	keselamatan
seguretat	keselamatan
www	www
militars	ketenteraan
militars	tentera
present	hadirkan
present	hadir
pes	berat
edificis	bangunan
camps	bidang
camps	medan
autors	pengarang
autors	penulis
festa	parti
soldats	perajurit
soldats	tentera
soldats	askar
comissió	komisen
comissió	suruhanjaya
comissió	commission
soviètica	soviet
portugal	portugal
xiii	xiii
canadà	kanada
canadà	canada
arxiu	arkib
arxiu	fail
arribada	kedatangan
arribada	ketibaan
màxim	maksimum
màxim	maksima
línies	garisan
àustria	austria
germans	saudara
germans	brothers
objectes	objek
marca	tanda
marca	mark
moderna	moden
artistes	artis
artistes	seniman
entitats	entiti
fase	fasa
amor	love
amor	cinta
altitud	altitud
altitud	ketinggian
ciències	ilmu
ciències	sains
pis	lantai
pis	floor
darrer	last
defunció	kematian
defunció	death
defunció	maut
defunció	ajal
hores	jam
cursa	perlumbaan
cursa	race
cursa	ras
doble	double
doble	ganda
àsia	asia
anderson	anderson
península	semenanjung
distància	jarak
econòmica	ekonomi
tarragona	tarragona
oscar	oscar
traducció	terjemahan
traducció	penterjemahan
termes	termes
termes	terma
consta	terdiri
joves	khadam
joves	muda
joves	young
joves	mudanya
normal	normal
felip	philip
botiga	kedai
botiga	stor
botiga	store
botiga	kedai
richard	richard
tropical	tropika
puig	puig
vots	undian
llarga	panjang
llarga	long
destaca	sorotan
regions	kawasan
taula	table
taula	jadual
taula	meja
jesús	isa
jesús	jesus
industrial	industri
industrial	industrial
industrial	perindustrian
física	fizik
element	unsur
pàgines	pages
pàgines	mukasurat
pàgines	halaman
ferro	besi
ferro	iron
artista	artis
artista	artist
mida	saiz
mida	ukuran
mida	size
enciclopèdia	ensiklopedia
secretari	setiausaha
socials	social
socials	sosial
objecte	object
objecte	objek
directament	langsung
directament	directly
esposa	isteri
esposa	wife
albert	albert
materials	bahan
retirar	withdraw
roca	batu
roca	rock
notes	nota
comercials	komersial
comercials	komersil
marina	marina
salvador	salvador
usuari	penguna
usuari	user
usuari	pengguna
cort	cort
cort	court
cort	mahkamah
plata	perak
comandant	komander
hivern	winter
paraules	perkataan
temperatura	suhu
romans	romans
contingut	kandungan
lleida	lleida
suïssa	switzerland
evolució	evolusi
evolució	evolution
representació	terap
representació	perwakilan
comandament	arahan
comandament	perintah
vora	tepi
vora	sempadan
xii	xii
cantant	penyanyi
cantant	singer
cantant	menyanyi
cantant	bernyanyi
cantant	nyanyian
existència	kewujudan
llibertat	freedom
llibertat	kebebasan
llibertat	kebebasan
llibertat	liberty
plantilla	templat
malaltia	penyakit
elemental	sd
rius	sungai
michael	michael
tron	singgahsana
tron	takhta
existeix	wujud
torneig	kejohanan
torneig	tournament
salut	kesihatan
prou	mencukupi
prou	cukup
prou	secukupnya
prou	cukuplah
crítica	kritikan
crítica	pengkritik
crítica	kritik
oficina	pejabat
oficina	office
assassinat	pembunuhan
oficials	pegawai
oficials	perwira
marine	marin
marine	marine
xiv	xiv
efectes	kesan
hora	jam
química	kimia
estadi	stadium
estadi	estadio
barranc	gaung
hospital	hospital
investigació	research
investigació	kajian
investigació	penyelidikan
escacs	catur
escacs	chess
protecció	perlindungan
publicació	penerbitan
publicació	pos
publicació	post
construït	dibina
carta	huruf
carta	letter
foc	api
socialista	sosialis
grècia	yunani
grècia	greece
viatge	trip
carlos	carlos
resistència	perlawanan
resistència	resistance
garcía	garcia
garcía	garcía
considerar	pertimbangkan
motor	engine
motor	enjin
expedició	ekspedisi
àmbit	bidang
àmbit	medan
àmbit	keluasan
àmbit	kawasan
àmbit	area
àmbit	skop
colors	warna
colors	colours
colors	warna
sap	getah
sap	sap
constitució	perlembagaan
allà	ada
federal	persekutuan
torres	torres
mur	wall
mur	dinding
mur	mur
escoles	sekolah
escoles	mazhab
animal	haiwan
ràdio	radio
pierre	pierre
mètode	kaedah
memòria	ingatan
memòria	memory
cara	muka
cara	wajah
lletres	lirik
quart	quart
quart	keempat
jugadors	pemain
quilòmetres	kilometer
quilòmetres	km
quilòmetres	miles
quilòmetres	mil
inventari	inventori
martin	martin
blanca	blanca
missió	misi
