fred	fred
belukar	sad
apr	apr
apr	apríl
meyakinkan	presvedčiť
meyakinkan	presvedčivé
meyakinkan	presvedčivo
meyakinkan	presvedčivý
meyakinkan	presvedčivá
meyakinkan	presvedčiť
meyakinkan	presvedčený
meyakinkan	presvedčená
meyakinkan	presvedčení
evolution	evolúcia
evolution	vývoj
evolution	evolúcie
clark	clarka
clark	clark
unta	ťavy
unta	ťava
scalemajor	scalemajor
gantung	závesné
gantung	visieť
gantung	visí
mengejutkan	prekvapujúce
mengejutkan	prekvapivé
mengejutkan	šokujúce
nicolas	nicolas
bond	väzba
bond	puto
bond	bond
kesatria	rytierov
kesatria	rytieri
zambia	zambie
hara	hara
intelek	intelekt
pengadil	rozhodca
pengadil	rozhodcu
dihadiri	zúčastnil
dihadiri	zúčastnila
dihadiri	zúčastnili
dihadiri	navštevoval
grey	šedá
grey	sivý
grey	grey
grey	šedé
grey	sivá
grey	sivé
maeda	meade
maeda	maeda
fih	fih
bebola	ball
bebola	loptu
bebola	lopty
bebola	lopta
bebola	loptička
bebola	guľa
bebola	lopty
bebola	guľôčky
bebola	gule
bebola	loptičky
edinburgh	edinburghu
ramadhan	ramadán
susan	zuzana
susan	susan
pencetak	tlačiareň
pencetak	tlačiarne
pencetak	tlačiarní
pencetak	tlačiarne
berlumba	preteky
berlumba	závodná
berlumba	pretekať
berlumba	dostihy
linda	linda
koh	koh
varian	variantu
varian	variant
florence	florence
plotarea	plotarea
alaf	tisícročia
bisnes	obchodné
bisnes	obchody
bisnes	podnikanie
bisnes	biznis
bisnes	business
sekunder	sekundárne
sekunder	sekundárna
sekunder	sekundárny
sekunder	druhotné
dennis	dennis
dennis	denis
kilogram	kilogramov
kilogram	kilogramoch
kilogram	kilogram
perkauman	rasistické
perkauman	rasizmus
digugurkan	zamietol
digugurkan	odvolaný
digugurkan	zamietnuté
digugurkan	prerušené
digugurkan	prerušená
electronic	elektronický
electronic	elektronická
electronic	elektronické
electronic	elektronickej
kumar	kumar
berperingkat	zinscenovaný
rentas	krížová
rentas	cross
rentas	kríž
rentas	krížové
konsisten	trvale
konsisten	dôsledne
konsisten	konzistentne
konsisten	konzistentné
konsisten	konzistentný
konsisten	rozpore
fly	fly
fly	letieť
fly	letia
fly	lietať
fly	mucha
swt	všemohúci
dihadapi	čelil
dihadapi	čelili
dihadapi	narazili
dihadapi	narazil
wisma	statok
radang	zápalové
transformasi	premena
transformasi	transformácia
transformasi	premeny
transformasi	transformácie
penjana	generátorov
penjana	generátory
penjana	generátora
penjana	generátor
ceramah	prednáška
ceramah	prednášky
ceramah	prednášku
ceramah	lekcia
ceramah	prednášky
andré	andré
demo	demo
demo	demos
evans	evans
hub	huba
hub	náboj
hub	hub
wordpress	wordpress
berdaya	bezmocný
berdaya	bezbranných
berdaya	bezmocný
tembikar	keramiky
xii	xii
personal	osobný
personal	osobná
personal	osobné
personal	personal
maps	máp
maps	mapy
tompok	blob
třebíč	třebíč
pengukuran	merania
pengukuran	meraní
pengukuran	meranie
carter	carterová
carter	carter
ikhlas	úprimne
ikhlas	úprimná
ikhlas	úprimné
ikhlas	úprimný
bersendirian	samé
bersendirian	sama
bersendirian	samostatne
bersendirian	sami
bersendirian	sám
diatur	zariadila
diatur	usporiadané
kesakitan	bolesti
kesakitan	bolesť
break	break
break	zlom
break	rozbiť
break	prestávka
break	zlomiť
sendi	kĺb
sendi	joint
sendi	spoločné
sendi	spoločná
sendi	spoločný
sendi	kĺbov
sendi	spoje
sendi	kĺby
kromosom	chromozómové
yokohama	jokohama
hendap	prepad
hendap	pasca
hendap	prepadnutie
menyelamat	záchrana
menyelamat	záchranné
menyelamat	zachrániť
menyelamat	záchranu
menyelamat	záchranná
minta	ask
minta	opýtať
berbakat	nadaná
berbakat	nadanie
berbakat	talentovaný
berbakat	talentovaná
serbuan	vpád
serbuan	prepady
ono	ono
mikro	mikro
airbus	airbus
ann	ann
sara	sara
sara	sára
sara	saru
put	daj
eva	eva
georges	georges
alur	drážky
persiapan	prípravky
persiapan	preparáty
persiapan	prípravy
persiapan	príprava
persiapan	prípravu
persiapan	prípravok
lilin	sviečku
lilin	sviečka
lilin	sviečky
lilin	sviečky
yamamoto	jamamoto
hentian	zlomí
hentian	prestávky
hentian	break
hentian	zlom
hentian	rozbiť
hentian	prestávka
hentian	zlomiť
taken	prevzaté
taken	prijatých
taken	prijaté
penjual	predajcov
penjual	predajca
penjual	predajcu
penjual	predávajúci
trinidad	trinidad
sofia	sofia
rapid	rýchle
rapid	rapid
hakikat	skutočnosť
hakikat	fakt
jempol	palec
jempol	palce
jempol	palec
aida	aida
dikongsi	zdieľali
dikongsi	zdieľal
dikongsi	zdieľané
dikongsi	zdieľa
kombinasi	kombináciu
kombinasi	kombinácia
kombinasi	kombinácie
kombinasi	kombinácii
terapung	plávajúce
kadet	kadetov
kadet	kadet
como	como
mandat	mandátov
mandat	mandát
tampak	viditeľný
tampak	viditeľné
tampak	viditeľná
ujibakat	konkurz
hangul	hangul
menumpaskan	rozbité
menumpaskan	chytený
kafir	neveriaci
kafir	pohan
fame	sláva
fame	slávu
fame	fame
pembersihan	uvoľniť
pembersihan	vyčistiť
pembersihan	vyčistenie
pembersihan	čistiť
pembersihan	čistenie
pembersihan	upratovanie
gendang	bicie
gendang	bubny
percival	percival
menangis	plače
menangis	plakať
menangis	plač
menangis	plakali
menangis	plakal
menangis	plakala
menangis	plakať
menangis	plače
menangis	plač
terumbu	útes
lozère	lozère
hung	hung
hawa	hawa
hawa	predvečer
hawa	eve
taktikal	taktické
roll	roll
mirage	mirage
bawa	priniesť
pbs	pbs
europa	europa
landes	landes
fact	skutočnosť
fact	fakt
sarjan	seržant
sarjan	seržant
disukai	páčila
disukai	páčilo
hoon	hoon
matt	matt
rintangan	prekážky
rintangan	prekážok
rintangan	prekážky
penindasan	útlaku
berkat	požehnania
berkat	požehnanie
berkat	požehnania
berkat	požehnanie
selang	hadica
selang	hadice
explorer	explorer
geseran	trenie
intelektual	intelektuálne
intelektual	intelektuálne
intelektual	duševného
intelektual	duševné
pertolongan	pomoc
pertolongan	pomôžte
pertolongan	pomôže
pertolongan	pomôcť
chow	chow
scaleminor	scaleminor
perspektif	perspektíva
perspektif	perspektívy
perspektif	hľadiska
perspektif	výhľady
perspektif	perspektívy
disunting	upravené
disunting	upravil
disunting	strih
borang	tlačivá
borang	formuláre
borang	formy
borang	formulár
borang	formulára
borang	forma
borang	forme
ingat	zapamätať
ingat	pamätať
ingat	pamätaj
ingat	pamätajte
mosque	mešity
abe	abe
pementasan	inscenácia
nora	nora
nora	nory
sulfur	síry
sulfur	síra
niaga	obchodovanie
niaga	obchod
niaga	trade
edison	edison
vegas	vegas
una	una
pemaju	vývojárov
pemaju	vývojárov
pemaju	vývojár
melompat	skákanie
melompat	jumping
ragbi	rugby
atasan	nadriadených
atasan	nadriadení
roussillon	roussillon
xxx	xxx
suk	suk
guitar	gitaru
guitar	gitare
guitar	gitara
rentak	beat
rentak	rytmus
rentak	biť
rentak	poraziť
rentak	rytmus
rentak	rytmu
morgan	morgan
jorge	jorge
languedoc	languedoc
bongsu	najmladší
wallace	wallace
pemproses	procesor
penapis	filter
penapis	filtrovať
penapis	filtre
penapis	filtrov
kesesakan	preťaženie
kesesakan	preťaženia
seville	seville
győr	győr
specific	špecifické
specific	konkrétne
specific	špecifická
specific	osobitné
specific	konkrétnych
specific	špecifický
chapelle	chapelle
kyrgyzstan	kirgizsku
penawar	protilátka
penawar	protijed
penawar	liek
penawar	vyliečiť
rantaian	reťaze
rantaian	reťazce
natrium	sodík
natrium	sodný
natrium	sodíka
webber	webber
diterjemah	preložené
diterjemah	preložil
diterjemah	preložený
jazz	jazz
lion	leva
lion	lev
fighting	boje
ganjil	čudný
ganjil	zvláštne
ganjil	zvláštny
ganjil	zvláštna
kesejahteraan	wellness
selera	chut
selera	chuť
selera	chuti
selera	chutí
selera	apetít
kelly	kelly
kabur	nejednoznačné
kabur	rozmazané
kabur	nejasné
kabur	rozmazané
kabur	škvrna
fiorentina	fiorentina
training	školenia
training	výcvik
training	tréning
training	školenie
carthage	kartágo
dam	dam
dam	priehrada
dam	dámu
always	always
always	vzdy
always	vždy
always	furt
travel	cestovať
travel	cestovné
travel	cestovný
travel	cestovanie
ketepatan	presné
ketepatan	presnosť
ketepatan	správnosť
ketepatan	presnosť
accessdate	accessdate
bak	vani
bak	vane
bak	vaňa
bak	bak
galian	minerálnych
galian	minerálne
verona	verona
lockheed	lockheed
kewajipan	povinnosť
kewajipan	clo
kewajipan	povinnosťami
kewajipan	povinností
kewajipan	záväzky
kewajipan	povinnosti
kewajipan	povinnosť
kewajipan	záväzok
navigasi	navigácia
navigasi	navigačných
navigasi	navigáciu
sopron	sopron
surut	ustupujú
flash	blesk
flash	flash
flash	záblesk
pengakap	scout
pengakap	skauti
collins	collins
berkecuali	neutrálny
berkecuali	neutrálna
berkecuali	neutrálne
jičín	jičín
sevilla	sevilla
takdir	osudom
takdir	osud
takdir	destiny
ketumpatan	hustotu
ketumpatan	hustota
ketumpatan	hustoty
jerebu	opar
honduras	hondurase
cinema	kino
cinema	kine
jeff	jeff
past	minulých
past	minulosť
past	minulosťou
past	minulé
past	minulosti
mangkuk	misku
mangkuk	miska
mangkuk	misa
mangkuk	misky
mangkuk	misy
akhiran	prípona
sud	sud
remix	remix
meng	meng
better	lepšie
better	lepší
better	lepšia
better	radšej
better	lepsie
zakar	penis
zakar	penisu
zakar	vtáka
zakar	kohút
zakar	kokot
zakar	lopty
zakar	guľôčky
zakar	gule
zakar	loptičky
unix	unix
mau	mau
riba	riba
tutup	zatvoriť
tutup	uzavrieť
tutup	zavrieť
few	málokto
few	málo
few	pár
few	mála
pencuci	čistenie
pencuci	upratovanie
catherine	katarína
catherine	catherine
constantinople	konštantinopolu
tomato	paradajky
tomato	paradajky
impak	dosah
impak	vplyv
impak	náraz
kung	kung
seluar	nohavíc
seluar	nohavice
seluar	gate
seluar	nohavíc
seluar	nohavice
menekan	lisovanie
menekan	stlačením
berlatih	cvičiť
sejajar	zosúladiť
merpati	holub
merpati	holubov
merpati	holuby
merpati	holuby
queensland	queensland
dave	dave
dave	dava
terbenam	vložené
terbenam	vložená
terbenam	vložený
nanga	nanga
aya	hagia
aya	aya
backgroundcolors	backgroundcolors
grid	mriežky
grid	sieť
stesyen	stanica
stesyen	stanici
stesyen	stanicu
stesyen	stanovištia
stesyen	staníc
stesyen	stanice
sms	sms
jujukan	sekvencie
jujukan	postupnosť
jujukan	sekvencia
belalang	kobylky
belalang	kobylka
belalang	modlivka
active	aktívneho
active	aktívne
active	aktívni
active	aktívny
active	aktívna
claude	claude
risalah	leták
mil	míľ
mil	kilometre
mil	miles
mil	míle
mil	mil
amatur	amatéri
amatur	amatérske
amatur	amatér
motors	motors
motors	motory
dijaga	strážené
sign	podpísať
sign	znak
sign	znamenie
sign	znamienko
meluaskan	rozšírenie
verdi	verdi
radioaktif	rádioaktívne
radioaktif	rádioaktívnym
radioaktif	rádioaktívny
radioaktif	rádioaktívnych
penh	penh
room	miestnosť
room	izbu
room	izby
room	izba
room	miestnosti
room	izieb
room	miestnosti
room	izby
target	cieľ
target	target
deal	dohodu
deal	dohodneme
deal	dohoda
himalaya	himalaya
himalaya	himalájach
himalaya	himalájske
mendidik	vzdelávať
berjangkit	nákazlivé
berjangkit	infikovaných
berjangkit	infikované
moson	moson
krim	krim
krim	smotany
krim	krémy
krim	krém
krim	smotana
krim	smotany
yoga	joga
inside	dovnútra
inside	vnútri
masaalah	problem
masaalah	problém
masaalah	problému
klon	klony
klon	klon
klon	klonovanie
birmingham	birmingham
tanaka	tanaka
rise	vzostup
rise	nárast
anglo	anglo
diasingkan	vyhnancom
johann	johann
manik	guľôčky
manik	korálky
manik	zosilnené
effect	efekt
effect	účinok
effect	vplyv
menjangkau	dosiahne
menjangkau	nedosiahne
menjangkau	dosiahnutí
menjangkau	dosiahnutia
menjangkau	dosahovanie
menjangkau	dosiahnutie
felix	felix
chance	šancu
chance	šanca
pinggan	riady
pinggan	jedál
pinggan	riad
pinggan	jedlá
kehormatan	cest
kehormatan	česť
kehormatan	pocta
kehormatan	cest
kehormatan	česť
senegal	senegal
hikmah	múdrosť
hikmah	múdrosti
galaxy	galaxie
galaxy	galaxii
galaxy	galaxy
galaxy	galaxia
phnom	phnom
biskop	bishopová
biskop	biskup
biskop	bishop
parasit	parazitické
parasit	parazity
parasit	parazitov
parasit	parazit
pahit	horké
anggur	hrozna
anggur	hrozno
anggur	hroznový
anggur	viniča
anggur	vínko
anggur	víno
anggur	vína
anggur	vino
mars	marse
mars	mars
tengkorak	lebku
tengkorak	lebky
tengkorak	lebka
pearl	pearl
pearl	perla
darby	darby
oslo	oslo
bara	bara
bara	ember
mediawiki	mediawiki
urus	riadiť
urus	spravovať
kebarangkalian	pravdepodobnosti
kebarangkalian	pravdepodobnosť
kebarangkalian	možností
kebarangkalian	možnosti
kebarangkalian	možnosť
kebarangkalian	možnost
kebarangkalian	pravdepodobnosti
kebarangkalian	pravdepodobnosť
najis	hnoj
najis	nečisté
perolehan	nadobudnutie
perolehan	akvizície
perolehan	nadobudnutia
perolehan	zárobok
perolehan	nadobudnutie
perolehan	získavanie
perolehan	získanie
perolehan	akvizície
firdaus	eden
firdaus	raja
firdaus	raj
firdaus	paradise
berenang	plávať
berenang	plávanie
berenang	kúpanie
berenang	plávanie
berenang	plávajúce
inflasi	inflácie
inflasi	inflácia
inflasi	infláciu
ghost	ducha
ghost	duch
touch	dotýkať
touch	dotyk
touch	dotykom
touch	dotknúť
hancur	zničený
hancur	zničený
hancur	zničili
hancur	zničené
hancur	zničení
hancur	zničená
fuji	fuji
kahwin	vydaj
kahwin	vziať
kahwin	svadobná
kahwin	svadba
kahwin	sobáš
kahwin	svadobné
kahwin	svadbu
kahwin	svadby
rpm	rpm
bear	macko
bear	medvedí
bear	bear
bear	medveď
bear	medvedík
diundi	hlasovali
diundi	hlasovala
diundi	hlasoval
diundi	hlasovalo
rovers	rovers
reason	rozum
reason	príčina
reason	dôvod
reason	dovod
hipotesis	hypotéza
hipotesis	predpoklad
rosa	rosa
goa	goa
keberkesanan	efektívnosť
keberkesanan	účinnosť
otto	otto
otto	oto
penggantian	náhradníci
penggantian	striedanie
penggantian	substitučnej
penggantian	nahradenie
penggantian	nahradenia
penggantian	substitúcie
penggantian	náhradné
penggantian	nahradenie
penggantian	výmena
penggantian	nahradenia
penggantian	náhrada
maurice	maurice
subuh	dawn
subuh	úsvitu
subuh	úsvit
jerry	jerryho
jerry	jerry
penipuan	podvod
penipuan	podvodom
penipuan	podvody
penipuan	podvod
penipuan	klamstvo
penipuan	podvodné
penipuan	podvody
penipuan	podvod
disambungkan	pripojený
disambungkan	pripojené
jon	jon
sato	sato
shu	shu
devil	diabla
devil	čert
devil	diabol
farah	farah
tales	príbehov
rhein	rhein
insulin	inzulín
insulin	inzulínu
catur	šach
catur	šachu
usb	usb
dhabi	zabí
málaga	málaga
tergantung	zalezi
tergantung	záleží
fighter	bojovníčka
fighter	bojovník
menggulingkan	zvrhli
menggulingkan	zvrhnúť
sar	sar
teramat	extrémne
teramat	krajne
teramat	mimoriadne
rahib	monk
rahib	mních
look	pozri
look	pozrite
minami	minami
tren	trend
tren	tendencia
tren	trendy
tren	tendencie
tren	populárne
beauty	kráska
beauty	krása
panggang	pečené
panggang	pečené
panggang	pečené
diberitahu	oznámené
diberitahu	oznámený
diberitahu	oznámilo
diberitahu	oznámená
kebersihan	čistota
kebersihan	hygienické
kebersihan	hygienu
kebersihan	hygieny
kebersihan	hygiena
fikir	myslel
fikir	mysleli
fikir	myšlienka
fikir	myslela
fikir	myslis
fikir	myslite
fikir	myslieť
alba	alba
romance	romantika
mon	mon
dean	dekan
dean	deana
dean	dean
nancy	nancy
ari	ari
alberto	alberto
tafsir	interpretovať
tafsir	vykladať
tafsir	výklad
ultimate	konečným
rod	rod
tabiat	zvyku
tabiat	zvyk
yuki	yuki
kawanan	kŕdeľ
kawanan	stádo
kawanan	stáda
poly	poly
melodi	melódiu
melodi	melódia
homoseksual	homosexuál
homoseksual	homosexuálov
kent	kent
berangan	fantázií
tualang	tramp
tualang	tulák
ernst	ernst
oct	október
mogok	strike
mogok	udrieť
mogok	štrajk
pengangguran	nezamestnanosti
pengangguran	nezamestnanosť
resipi	recepty
resipi	recept
antropologi	antropológia
nanas	ananás
tian	tian
gerila	partizánov
gerila	partizánskej
gerila	partizánske
dielakkan	predišlo
dielakkan	vyhnúť
dielakkan	zabránilo
dielakkan	vyhol
dielakkan	odvrátiť
austin	austin
princeton	princeton
zagreb	záhreb
gelung	slučky
gelung	slučky
gusi	gumy
gusi	žuvačky
gusi	guma
terap	aplikovať
terap	použiť
terap	uplatniť
musytari	jupiter
pejalan	chodcov
rela	ochotne
rela	dobrovoľne
rela	ochotné
rela	ochotní
rela	ochotný
rela	ochotná
adrian	adrian
direct	priame
direct	priama
direct	priamo
direct	priamy
direct	direct
susun	triediť
susun	zoradiť
susun	zariadiť
sweet	sladký
sweet	sladká
sweet	sladké
herbert	herbert
bobby	bobbyho
bobby	bobby
queens	kráľovné
queens	queens
christ	krista
christ	kristus
istat	istat
samoa	samoa
taksonomi	taxonómia
uhf	uhf
stock	zásob
stock	zásoba
stock	skladom
stock	populácia
dinamo	dynamo
dinamo	dinamo
hyundai	hyundai
jangkaan	očakávanie
jangkaan	očakávania
jangkaan	očakávanie
jangkaan	očakávania
rasional	racionálne
rasional	rozumný
rasional	racionálny
mir	mir
papar	ukázať
papar	zobraziť
papar	predstavenie
papar	ukáž
ordo	ordo
diproses	spracúva
diproses	spracovaný
diproses	spracovaná
diproses	spracované
jacob	jacob
jacob	jakub
penuntut	obžaloba
penuntut	stíhanie
penuntut	stíhania
penuntut	žaloba
motivasi	motivácie
motivasi	motivácia
motivasi	motiváciu
motivasi	motivačný
motivasi	motivačné
merata	rovnomerne
pemusnah	ničiteľ
pat	pat
farrel	farrell
sengit	ostrá
sengit	divoký
sengit	intenzívny
sengit	intenzívna
sengit	intenzívne
liter	liter
liter	litra
liter	litre
liter	liter
liter	litre
liter	litrov
liter	litra
dongeng	príbeh
dongeng	rozprávka
dongeng	rozprávka
dongeng	rozprávkové
higher	vyššia
higher	vyšší
higher	vyššie
higher	vyššiu
higher	vyssie
southampton	southamptone
meta	meta
stanford	stanford
kid	decko
kid	dieťa
kid	kid
bertingkat	decker
badajoz	badajoz
ragu	otázne
ragu	pochybné
ragu	pochybujem
ragu	pochybovať
ragu	pochybnosť
ragu	pochybujem
ragu	pochybnosti
singer	speváka
singer	spevák
singer	singer
singer	speváčka
sejahtera	prosperujúcich
beaufort	beaufort
salerno	salerno
parent	rodiča
parent	materská
parent	rodičovský
parent	rodič
parent	materskej
komitmen	odhodlanie
komitmen	záväzok
komitmen	angažovanosť
batuk	kašeľ
batuk	kašeľ
maritimes	maritimes
cook	kuchárka
cook	cook
cook	kuchár
cook	variť
merayu	zviesť
bean	fazuľa
bean	bean
raymond	raymond
dinar	dinár
dinar	dinárov
nuh	noah
masukkan	vstúpiť
masukkan	zadajte
pengembara	tulák
pembuangan	odstraňovanie
pembuangan	likvidácia
pembuangan	likvidáciu
pembuangan	zneškodnenie
pembuangan	odstraňovanie
pembuangan	odstránenie
eds	eds
cabutan	čerpať
cabutan	nakresliť
cabutan	kresliť
cabutan	vyvodiť
hope	nádej
wellington	wellington
roberts	roberts
kebetulan	náhody
kebetulan	náhody
kebetulan	náhoda
memerangi	bojové
memerangi	boj
hermann	hermann
dengar	počúvať
dengar	počúvaj
yap	áno
yap	bla
mcdonald	mcdonald
asa	asa
asa	zúfalstvo
asa	zúfalstva
celtic	keltské
ramlah	ramla
terancang	organizovaná
terancang	organizovaný
terancang	organizované
terancang	plánované
terancang	plánuje
terancang	plánovaný
terancang	naplánovaná
terancang	plánovaná
tarik	vytiahnuť
tarik	potiahnuť
gundam	gundam
meiji	meidži
xiii	xiii
pampasan	náhrada
pampasan	odškodnenie
pampasan	kompenzácia
pampasan	kompenzácie
memukul	biť
memukul	odpaľovanie
pit	pit
pit	jama
mbc	mbc
batin	dovnútra
batin	vnútro
batin	vnútorné
batin	vnútorná
batin	vnútorný
memupuk	pestovať
memupuk	výchova
emma	emmu
emma	emma
perenggan	odsek
perenggan	odseku
perenggan	odsekov
perenggan	odseky
perenggan	odsekoch
ekosistem	ekosystému
ekosistem	ekosystém
keyboard	klávesnice
keyboard	klávesy
keyboard	klávesnice
vaucluse	vaucluse
diskografi	diskografia
rita	rita
owned	vlastní
owned	vlastnil
diktator	diktátor
diktator	diktátorov
diktator	diktatúra
diktator	diktatúry
goal	cieľ
goal	gól
stuttgart	stuttgart
satah	rovinná
satah	lietadlo
satah	rovina
satah	lietadlom
satah	lietadlá
tembakau	tabaku
tembakau	tabak
pendengar	poslucháč
pendengar	poslucháčov
belarus	bielorusko
belarus	bieloruskej
belarus	bielorusko
rule	vládnuť
rule	pravidla
rule	pravidlo
wai	wai
masam	kyslé
masam	kyslá
masam	kyslý
pengilang	výrobcovia
