پلاتین	platiny
رستاخیز	znovuzrodenia
رستاخیز	znovuzrodenie
حشره	hmyzu
حشره	hmyz
بیوگرافی	životopis
بیوگرافی	životopisy
بیوگرافی	životopisu
امانوئل	emanuel
امانوئل	emanuele
امانوئل	emmanuel
امانوئل	emmanuelle
جبری	algebrická
شورشی	rebel
شورشی	povstalci
شورشی	rebelov
شورشی	rebeli
شکوفایی	bloom
منطبق	zhodné
منطبق	identické
عهدنامه	zmluva
اقتصاددان	ekonóm
کنش	akcie
کنش	akcia
کنش	akčné
کنش	akcie
کنش	činy
پاهای	nohy
پاهای	chodidlá
پاهای	stôp
پاهای	chodidiel
آرون	aaron
تنظیمات	úpravy
تنظیمات	preferencií
تنظیمات	preferencie
تنظیمات	nastavenie
تنظیمات	nastavenia
آمیخته	zmesi
آمیخته	zmes
آمیخته	zmesi
آمیخته	zmesí
لیسبون	lisabon
لیسبون	lisabonská
لیسبون	lisabonskej
لیسبون	lisabonu
دانیال	danielovi
دانیال	daniel
حماس	hamasu
حماس	hamas
دوز	dávkovania
دوز	dávkovanie
دوز	dávku
دوز	dávky
دوز	dávka
دوز	dávke
فرانکو	franco
تحقیقی	štipendium
فمینیسم	feminizmus
حلب	aleppo
سکولار	sekulárne
تأخیر	meškanie
تأخیر	oddialiť
تأخیر	oneskorenie
تأخیر	zdržanie
تأخیر	odložiť
تأخیر	odložiť
آشوب	chaos
پارکر	parkerová
پارکر	parker
بالقوه	potenciál
بالقوه	potenciálne
بالقوه	potenciálu
بالقوه	potenciálne
ادموند	edmund
زینتی	dekoratívne
زینتی	ozdobné
زینتی	okrasné
زینتی	ozdoba
سقط	potrat
سقط	potraty
سقط	potrat
تاتنهام	tottenham
دیزل	naftu
دیزل	diesel
دیزل	dieselové
دیزل	nafta
محفل	spolok
محفل	zhromaždenia
محفل	montáž
محفل	zostava
محفل	zhromaždenia
محفل	zhromaždenie
ناسیونال	nationale
ناسیونال	nacional
تماشای	pozerá
تماشای	pozerať
تماشای	pozerám
دوبلین	dubline
دوبلین	dublin
الکترونی	elektrónovým
یاهو	yahoo
درآمدی	príjmy
درآمدی	výnosy
درآمدی	príjem
قطره	pokles
قطره	kvapka
قطره	drop
قطره	kvapky
قطره	kvapiek
باطل	falošné
باطل	falošný
باطل	nepravdivé
باطل	prázdnotu
باطل	prázdno
باطل	prázdna
باطل	márnivosť
نیرومند	silné
نیرومند	mocný
نیرومند	silná
نیرومند	mocné
نیرومند	silný
نیرومند	mocná
خداحافظی	dovidenia
خداحافظی	zbohom
آنالوگ	analógové
جونگ	jong
جونگ	joong
جونگ	jung
رون	ron
اصابت	dosah
اصابت	vplyv
اصابت	náraz
عاطفی	emocionálne
عاطفی	emocionálny
دوندگان	pretekárov
دوندگان	bežcov
اسکن	sken
اسکن	skenovanie
مایعات	kvapaliny
مایعات	tekutiny
مایعات	kvapalín
مایعات	kvapaliny
مایعات	tekutiny
مایعات	kvapalín
وات	watt
عدسی	šošovky
الجزیره	alžír
مخفیانه	tajne
کریستیان	kresťanský
کریستیان	christian
کریستیان	kresťanských
کریستیان	kresťanské
کریستیان	kresťan
کریستیان	kresťanská
کریستیان	cristian
امارت	emirát
مستطیل	obdĺžnik
پورشه	porsche
سوگند	prísahu
سوگند	prísahou
کرنل	cornell
کرنل	cornel
کاج	pinus
کاج	kaj
کاج	pine
بایت	byte
بایت	bajtov
بایت	bytov
تسلیحات	hlavice
باروک	baroko
تبخیر	rotačné
تبخیر	odparovania
انقلابیون	revolucionári
کاتالونیا	catalunya
کاتالونیا	katalánsku
برفی	snehu
برفی	snehulienka
برفی	sneh
برفی	sneženie
برفی	snow
برفی	snowy
مهربان	láskavá
مهربان	láskavé
مهربان	láskavý
مهربان	milosrdný
سوالات	otázky
سوالات	otázok
سوالات	otazky
راکی	rocky
نوسازی	obnova
نوسازی	obnovenie
نوسازی	rekonštrukcia
نوسازی	renováciu
نوسازی	rehabilitácie
نوسازی	rehabilitáciu
ریموند	raymond
شوک	šoku
شوک	šok
میخی	klinové
ابتکار	improvizácie
ابتکار	iniciatívu
ابتکار	iniciatívy
ابتکار	iniciatíva
ابتکار	improvizácia
نمادی	symbolický
نمادی	symbolické
ورد	kúzlo
ورد	zaklínadlo
ورد	verde
امیلی	emily
بور	bur
بور	bor
بور	bohrov
بور	burr
بور	bóru
اسپورت	športový
اسپورت	šport
اسپورت	sport
اسپورت	športové
اسپورت	športová
اسپورت	šport
اسپورت	športy
اسپورت	športové
آرت	art
آرت	umenie
موانع	zábrany
موانع	bariéry
موانع	prekážky
موانع	neúspechov
موانع	prekážok
موانع	prekážky
احادیث	čítania
تاخیر	meškanie
تاخیر	oddialiť
تاخیر	oneskorenie
تاخیر	zdržanie
تاخیر	odložiť
کولی	kuli
ناتوانی	neschopnosť
ناتوانی	postihnutie
ناتوانی	invalidný
ناتوانی	postihnutia
تاکسی	taxi
تاکسی	taxíkom
تاکسی	taxík
تاکسی	taxi
تاکسی	kabína
تاکسی	taxík
کلیوی	obličky
کلیوی	renálna
کلیوی	obličiek
زشت	škaredý
زشت	škaredé
زشت	škaredá
ماهر	kvalifikovaní
ماهر	kvalifikovaných
ماهر	maher
پایانه	terminál
پایانه	terminálu
توس	birch
عجایب	zázraky
عجایب	divy
تعدیل	úprava
تعدیل	nastavenie
تعدیل	prispôsobenie
زراعت	plodiny
زراعت	plodín
زراعت	poľnohospodárstvo
زراعت	chov
واجب	povinný
واجب	povinné
واجب	povinná
واجب	povinne
واجب	potrebná
واجب	nevyhnutná
واجب	nutné
واجب	nevyhnutné
واجب	potrebné
واجب	nutná
راستش	vlastne
بدتر	horsie
لوی	levi
لوی	loy
لوی	odvody
سبزیجات	rastlinné
سبزیجات	rastlinného
سبزیجات	zeleninové
سبزیجات	zeleniny
سبزیجات	zelenina
کارخانجات	továrne
مازیار	maz
داس	kosa
داس	kosák
داس	das
هموار	hladká
هموار	hladko
هموار	plynulé
هموار	hladký
هموار	hladké
قرائت	čítania
قرائت	čítaní
قرائت	čítanie
قرائت	čítam
آناتومی	anatómie
سوق	disk
سوق	pohon
سوق	jazdiť
هیلز	kopcov
هیلز	hills
هیلز	kopce
وفاداری	vernosť
وفاداری	vernosti
وفاداری	lojalita
وفاداری	vernosť
وفاداری	oddanosť
بارانی	dážď
بارانی	dažďa
بارانی	rain
بیچ	bukové
بیچ	pláže
بیچ	pláž
بیچ	pláži
بیچ	beach
کیفری	trestných
کیفری	trestné
کیفری	zločinec
کیفری	trestná
آرزو	želanie
آرزو	prajem
آرزو	želám
آرزو	wish
آرزو	prajeme
تصمیمات	rozhodnutia
دانشگاهیان	akademici
دانشگاهیان	academia
ضرر	strát
ضرر	prehry
ضرر	straty
جنون	demencie
جنون	šialenstvo
جنون	šialenstvo
متقاعد	presvedčený
متقاعد	presvedčená
متقاعد	presvedčení
متقاعد	presvedčiť
متقاعد	presvedčiť
متقاعد	presvedčivé
متقاعد	presvedčivo
متقاعد	presvedčivý
متقاعد	presvedčivá
تایلر	tyler
تایلر	tylera
عزت	cest
عزت	česť
عزت	pocta
عزت	cest
عزت	česť
عزت	sláva
عزت	slávu
تمبر	pečiatka
تمبر	známka
تمبر	pečiatky
تمبر	známok
تمبر	známky
بلگراد	belehrade
معاملات	obchody
معاملات	dohody
معاملات	transakcie
معاملات	transakcií
یاقوت	ruby
نوزده	devätnásť
پرسی	percy
دستکاری	manipulácia
معجزه	zázrakov
معجزه	zázraky
معجزه	zázrak
باهم	spolu
باهم	dokopy
باهم	spoločne
خوردگی	korózii
لوکوموتیو	lokomotíva
لوکوموتیو	lokomotívy
بدهی	dlhy
بدهی	pasív
بدهی	záväzky
بدهی	pasíva
بدهی	dlhu
بدهی	dlh
بدهی	pohľadávka
بدهی	dlhy
کلیساها	kostoly
کلیساها	cirkvi
کلیساها	kostolov
چادر	stany
چادر	stanov
چادر	stan
چادر	stanu
چادر	stane
عمو	ujo
عمو	strýko
نوسان	prúde
سرنشین	cestujúcich
سرنشین	pasažier
سرنشین	osobná
سرنشین	cestujúci
سرنشین	parta
سرنشین	partia
سرنشین	posádka
سرنشین	crew
سرنشین	posádky
سرنشین	štáb
زنجیر	reťaz
زنجیر	reťazec
زنجیر	reťaze
زنجیر	reťazca
ریوی	pľúcna
ریوی	pľúcny
ریوی	pľúcne
اسپانیای	španielsko
اسپانیای	španielska
ایزوتوپ	izotopov
ین	yen
نیزه	oštep
مشهود	evidentné
مشهود	svedkami
مشهود	svedkom
اسپنسر	spencer
طوطی	papagájov
طوطی	papagáj
لاتزیو	lazio
بلژیکی	belgická
بلژیکی	belgické
بلژیکی	belgický
بلژیکی	belgickom
اسکاندیناوی	škandinávii
اسکاندیناوی	škandinávske
بارو	barrow
کمینه	minimálne
کمینه	minimum
کمینه	minimálny
کمینه	minimálna
کمینه	minimálny
کمینه	minimálne
کمینه	minimálna
کاراته	karate
دستگاهی	pomôcky
دستگاهی	zariadenie
دستگاهی	prístroj
دستگاهی	pomôcka
کوپه	úsek
کوپه	oddelenie
کوپه	coupe
سرما	studená
سرما	studené
سرما	chladná
سرما	zima
سرما	chlad
آموزگار	učiteľ
آموزگار	učiteľka
آموزگار	učiteľa
شجاعت	odvaha
شجاعت	odvahu
شجاعت	odvahy
توران	turan
پرستار	sestra
پرستار	sestrička
مشکی	čierne
مشکی	čiernu
مشکی	black
مشکی	čierny
مشکی	čierna
بنگال	bengálska
الحاق	dodatok
الحاق	doplnok
الحاق	pristúpenie
الحاق	pristúpenia
الحاق	pripojiť
توریستی	turistický
توریستی	turista
توریستی	turistická
توریستی	turistické
ایان	ian
جاوه	javy
جاوه	java
متعهد	minuteman
متعهد	viazané
متعهد	viazaná
متعهد	zviazané
متعهد	viazaný
متعهد	viaže
متعهد	spáchané
متعهد	zaviazala
متعهد	spáchal
بلیز	belize
مسمومیت	otravy
مسمومیت	otravu
مسمومیت	otrava
مسمومیت	toxicitu
مسمومیت	toxicita
مسمومیت	toxicity
مجرد	singles
مجرد	dvojhra
مجرد	bachelor
مجرد	mládenec
عروقی	cievne
تحکیم	konsolidáciu
تحکیم	konsolidácie
تحکیم	upevnenie
تحکیم	konsolidácia
سرگئی	sergej
درخشش	svieti
درخشش	svietiť
درخشش	žiariť
درخشش	lesk
درخشش	svietivosť
درخشش	žiari
درخشش	žiara
درخشش	svietia
درخشش	žiariť
اینترنشنال	international
اینترنشنال	medzinárodný
اینترنشنال	medzinárodná
اینترنشنال	medzinárodné
اینترنشنال	medzinárodných
دیترویت	detroitu
دیترویت	detroite
فرعون	faraón
سهره	finch
شنوایی	pojednávanie
شنوایی	vypočúvanie
شنوایی	sluch
شنوایی	vypočutie
جواهر	šperky
جواهر	klenoty
جواهر	jewel
جواهر	klenot
جواهر	šperky
جواهر	šperk
جواهر	klenoty
جواهر	šperkov
هیجان	vzrušenia
هیجان	vzrušenie
هیجان	vzrušenie
هیجان	teším
هیجان	vzrušený
هیجان	nadšená
برانگیز	nutkanie
پرتره	portrét
تومور	tumor
تومور	nádoru
تومور	nádor
کپسول	puzdro
کپسول	kapsule
کپسول	kapsuly
کپسول	kapsula
بیسبال	bejzbal
بیسبال	baseball
کروموزوم	chromozómov
کروموزوم	chromozómové
خستگی	únava
خستگی	únavu
خستگی	nuda
خستگی	vyčerpania
بسامد	frekvencia
بسامد	frekvencie
بسامد	periodicita
استعفای	odstúpenie
استعفای	výpoveď
استعفای	rezignáciu
چاپلین	chaplin
الکتریسیته	elektrina
کریک	potoka
کریک	creek
پنجاب	pandžáb
غیرممکن	nemožné
غیرممکن	nemožný
اشیا	objekty
اشیا	objektov
اشیا	predmety
مشت	päste
مشت	udrieť
مشت	úder
مشت	päsť
مشت	päsťou
ربع	štvrťrok
ربع	štvrtina
سهولت	zmierniť
سهولت	jednoduchosť
کنسولگری	konzulát
جسیکا	jessica
مجنون	šialené
مجنون	šialený
مجنون	šialená
مجنون	šialený
ویکیپدیای	wikipédia
بالکان	balkán
بالکان	balkánu
بالکان	balkán
بالکان	balkánu
باروری	plodnosť
هوافضا	letecký
هوافضا	aerospace
عزاداری	smútku
عزاداری	smútok
اضطراب	úzkosť
شرلوک	sherlock
نسیم	vánok
اضطراری	pohotovosť
اضطراری	núdzové
ثور	thor
نزاکت	takt
فروهر	podstata
فروهر	podstate
فروهر	esencie
باکس	box
باکس	kolónka
باکس	krabica
باکس	skrinka
اسکوشیا	scotia
میش	ewe
تعصب	intolerancie
تعصب	neznášanlivosti
تعصب	predsudky
تعصب	predsudkov
تعصب	dogma
تفنگداران	mušketieri
تفنگداران	zboru
تفنگداران	zbor
کرک	kirk
درصدی	percentá
درصدی	percentuálna
درصدی	percento
سنتز	syntézu
سنتز	syntézy
افغانی	afganská
افغانی	afganistan
افغانی	afganskej
نیر	nir
اصولی	systematické
اصولی	systematicky
اصولی	systematický
وارده	trvalá
سپید	biela
سپید	biely
سپید	white
سپید	biele
سپید	bielo
واسکو	vasco
متناهی	konečných
هدر	heather
طبع	temperament
نیکولا	nicola
نیکولا	nikola
دریچه	ventil
دریچه	ventilu
دریچه	poklop
احساسی	emocionálne
احساسی	emocionálny
انجیر	obr
جوهر	atrament
پلاستیکی	plastové
پلاستیکی	plast
پلاستیکی	plasty
پن	penn
پن	pana
پن	pan
سس	omáčke
سس	omáčka
سس	omáčkou
تیغ	blade
تیغ	čepeľ
مولر	müller
مولر	mueller
مولر	muller
انتقالی	prechodný
انتقالی	prechodné
انتقالی	prechodná
مبدا	pôvod
رولز	rožky
رولز	kotúče
رولز	zvitky
آرژانتینی	argentínsky
آرژانتینی	argentínska
کیل	kel
کیل	kale
کیل	kiel
وقفه	prerušenie
وقفه	prerušiť
وقفه	prerušenia
وقفه	prerušenie
وقفه	prerušenia
گواهینامه	licenčné
گواهینامه	licenciu
گواهینامه	licencia
گواهینامه	osvedčenie
گواهینامه	potvrdenie
گواهینامه	certifikát
گواهینامه	osvedčenia
روال	rutinné
روال	rutina
آمینه	amino
زامبیا	zambie
تم	tam
تم	téma
تم	témou
تم	tému
فاش	prezradiť
فاش	prezradiť
فاش	odhaliť
فاش	zverejnenie
فاش	zverejňovanie
فاش	zverejnenia
ویروسی	vírusovej
ویروسی	vírusová
ویروسی	vírusové
بابلی	babylon
بابلی	babylonskom
صداهای	hlasy
صداهای	hlasov
سوسن	lilium
سوسن	zuzana
سوسن	susan
رینگ	prsteň
رینگ	krúžok
رینگ	ring
رینگ	ringu
کفایت	postačí
کفایت	stačiť
خطرات	riziká
خطرات	rizík
خطرات	nebezpečenstvá
هاردی	hardy
مخالفین	nesúhlas
مخالفین	opozície
مخالفین	opozícia
گوزن	jeleň
گوزن	los
گوزن	jeleň
گوزن	jeleňa
گوزن	karibu
نیومن	newman
نیومن	neumann
دورتموند	dortmund
الیاس	elijah
الیاس	elias
لیزری	laser
لیزری	laserom
لیزری	laserové
پاداش	bonus
پاداش	odmien
پاداش	odmeny
پاداش	odmenu
پاداش	odmena
نفرین	kliatba
نفرین	prekliatie
نفرین	kliatbu
لمس	dotýkať
لمس	dotyk
لمس	dotykom
لمس	dotknúť
لمس	dotklo
لمس	dotkol
لمس	dotkli
سوئیسی	švajčiarske
سوئیسی	švajčiarska
سوئیسی	švajčiarsky
سویا	sója
واگذاری	delegovať
کارن	karen
کارن	keren
مهندسین	inžinieri
مهندسین	inžinierov
قشر	kôra
طاووس	páv
اسکلت	podvozok
اسکلت	kostra
اسکلت	kostry
اسکلت	kostru
اسکلت	kostry
پدربزرگ	dedko
پدربزرگ	dedka
پدربزرگ	dedo
پدربزرگ	dedko
پدربزرگ	dedo
گروپ	skupinu
گروپ	group
گروپ	skupiny
گروپ	skupina
انحصار	monopol
انحصار	monopoly
منجمد	zmrazený
منجمد	zmrazené
منجمد	mrazené
فواصل	vzdialenosti
فواصل	intervaloch
فواصل	intervaly
فواصل	intervalov
فلامینگو	flamingo
خدایی	boh
خدایی	boha
خدایی	bože
سیار	mobile
سیار	mobilné
سیار	mobil
سیار	mobilný
پادگان	základy
پادگان	základní
پادگان	základne
پادگان	garrison
گرمایش	vykurovanie
گرمایش	vykurovacie
گرمایش	kúrenie
خلاقیت	kreativitu
خلاقیت	kreativity
خلاقیت	kreativita
خلاقیت	tvorivosť
خلاقیت	kreatívna
خلاقیت	kreatívny
خلاقیت	kreatívne
خلاقیت	tvorivé
اسپورتینگ	športový
اسپورتینگ	športové
امریکایی	američan
امریکایی	american
امریکایی	americké
امریکایی	americká
امریکایی	americký
بارون	barón
بارون	dážď
بارون	dažďa
بارون	rain
بیکر	baker
بروسیا	borussia
گی	gay
گی	teplý
مخرب	deštruktívne
تهمت	hanobenie
تهمت	ohováranie
تاسیسات	zariadenie
آبیلا	ávila
حسگر	snímač
حسگر	snímača
حسگر	senzor
مستعمره	kolónie
مستعمره	kolóniu
مستعمره	kolónia
مستعمره	kolónii
بودا	budín
بودا	budha
مکاتب	komunikátor
صاریغ	vačica
خودگردان	autonómna
خودگردان	samostatná
خودگردان	autonómne
محققین	výskumníkov
محققین	výskumníci
قسطنطنیه	konštantinopolu
ایمن	bezpečné
ایمن	bezpečná
ایمن	bezpečný
ایمن	bezpečne
ایمن	bezpečné
ایمن	zabezpečiť
ایمن	zabezpečená
ایمن	zaistiť
ایمن	zabezpečené
ایمن	eamon
جفرسون	jefferson
ناخواسته	nežiaduci
ناخواسته	nežiaduce
کاوشگر	sondu
کاوشگر	sondy
کاوشگر	sonda
کاوشگر	lander
کاوشگر	explorer
قطعاً	určite
قطعاً	rozhodne
قطعاً	urcite
قطعاً	definitívne
قطعاً	jednoznačne
ویرانی	zničiť
ویرانی	ničenie
ویرانی	ničenia
ویرانی	zničenie
غده	tumor
غده	nádoru
غده	nádor
بروک	brooke
بروک	brook
کاله	kalle
کاله	calais
مرمر	mramor
مقاصد	zámery
مقاصد	úmysly
مقاصد	účely
مقاصد	účelov
مقاصد	destinácie
مقاصد	destinácií
زیارتگاه	svätyne
گراد	grada
سنتور	kentaur
توفیق	pomoc
رکن	stĺp
رکن	piliera
رکن	pilier
پاسخگویی	odpovedať
پاسخگویی	odpoved
پاسخگویی	odpoveď
پاسخگویی	odpovedz
پاسخگویی	odpoveď
پاسخگویی	odozva
پاسخگویی	reakcia
جنسیتی	pohlavia
جنسیتی	pohlavie
گیلبرت	gilbert
پدرو	pedro
تریلر	thriller
تریلر	prívesu
تریلر	príves
چاک	chuck
چاک	chucka
ضلعی	štvoruholník
خوک	prasatá
خوک	ošípané
خوک	svine
خوک	prasce
خوک	ošípaných
خوک	sviňa
خوک	prasa
بکند	robí
بازوی	rameno
بازوی	ruka
بازوی	ramena
بازوی	ruku
دوازدهمین	dvanáste
مدیاویکی	mediawiki
بیداری	hore
بیداری	prebral
جامی	šálky
جامی	poháre
جامی	šálka
جامی	hrnček
جامی	pohár
جامی	pohára
نیکون	nikon
بازتابی	záblesky
تزئینات	dekorácie
تزئینات	ozdoby
شوهرش	manžela
شوهرش	manžel
کالین	colin
برونو	bruno
مارپیچی	špirála
باخ	bacha
باخ	bach
قذافی	kaddáfí
بازگشایی	znovuotvorenie
مونتاژ	zostrih
گمنام	anonymný
گمنام	anonymných
گمنام	anonymne
گمنام	anonymné
ناراحتی	smutno
ناراحتی	smutné
ناراحتی	smutne
ناراحتی	smutná
ناراحتی	sad
محبت	láskavosť
محبت	náklonnosti
محبت	náklonnosť
همخوانی	jednotnosť
همخوانی	konzistentnosť
همخوانی	súlad
باک	buck
باک	bak
باک	bock
کارا	kara
کارا	cara
جنبشی	kinetické
وبا	cholery
جهانگردان	prieskumníci
آستوریاس	asturias
تزئین	dekorácie
تزئین	dekorácia
تزئین	zdobiť
پیشوند	predpona
بیهوشی	anestetikum
بیهوشی	výpadok
نشستن	sedieť
نشستن	posedenie
نشستن	sedenie
نشستن	rokovanie
نشستن	sedí
شایان	cheyenne
نیایش	modlitby
انصراف	ukončiť
انصراف	skončiť
کلامی	slovná
کلامی	slovné
کلامی	ústne
کلامی	jazykovej
تناقض	rozpory
تناقض	paradox
تناقض	nezrovnalosť
تناقض	nezrovnalosti
تناقض	nesúlad
تناقض	rozporu
تناقض	rozpor
قضائیه	súdnictvo
قضائیه	súdnictva
تعطیلی	vypnutie
تعطیلی	odstavenie
تعطیلی	vypnúť
لیندا	linda
لیندا	lynda
قسم	prisahám
قسم	prísahu
قسم	prísahou
آرم	rameno
آرم	ruka
آرم	ramena
آرم	ruku
دلاور	delaware
اتصالات	spojenia
اتصالات	pripojenia
فراخوانی	predvolanie
فراخوانی	volať
فراخوانی	volám
فراخوانی	volanie
فراخوانی	volá
اسیدی	kyslých
اسیدی	kyslé
اسیدی	kyslá
اسیدی	kyslý
اسیدی	kyselinu
اسیدی	kyseliny
اسیدی	kyselina
اسیدی	kyslý
اسیدی	kyslosť
بیکاری	nezamestnanosti
بیکاری	nezamestnanosť
فلفل	korenie
هاپکینز	hopkins
مگس	muchy
مگس	lieta
مگس	letí
کالاها	komodity
کالاها	komodít
کالاها	tovaru
کالاها	tovar
کالاها	tovary
کالاها	tovarov
لیبریا	libérii
محو	škvrna
لای	lai
لای	položiť
پنجشنبه	št
پنجشنبه	štvrtok
بقای	prežívanie
بقای	prežitie
نامیبیا	namíbia
سورینام	surinamu
طیفی	spektrálnej
کمدین	komik
جن	jen
جن	džin
عذرخواهی	ospravedlnenie
عذرخواهی	ospravedlnenia
عذرخواهی	ospravedlnenie
میکس	mix
میکس	zmes
میکس	miešať
میکس	zmiešať
یوهانس	johannes
بذر	osiva
بذر	semeno
بذر	osivo
بذر	semienka
بذر	semená
بذر	semien
عملگر	operátor
عملگر	prevádzkovateľa
عملگر	prevádzkovateľ
فرصتی	príležitosť
فرصتی	príležitosťou
فرصتی	príležitosti
اخطار	oznámenia
اخطار	oznamovanie
اخطار	upozornenie
اخطار	oznámenie
اخطار	výstraha
اخطار	varuje
اخطار	varovanie
اخطار	upozornenie
بخارست	bukurešti
حباب	bubliny
حباب	bublinky
حباب	bublina
حباب	bubliny
پالس	tep
پالس	impulz
پالس	pulz
گرانت	grunt
گرانت	udeliť
گرانت	dotácia
گرانت	grant
تقریب	aproximácia
تقریب	aproximácii
هیلاری	hillary
هیلاری	hilary
نژادهای	plemien
بهاری	prameň
بهاری	jar
بهاری	jarná
بهاری	jaro
بهاری	jarné
مزدا	mazda
نقدهای	recenzie
نقدهای	preskúmania
نقدهای	prehľady
نقدهای	recenzia
نقدهای	hodnotenia
تفریح	oddych
تفریح	rekreáciu
گان	gunn
نرگس	nargis
سبزی	výživné
کپنهاگ	kodani
کپنهاگ	kodaň
کارولین	caroline
کارولین	karolína
صدمه	poškodenie
صدمه	škody
صدمه	zranená
صدمه	zranený
صدمه	ublížiť
شارژ	nabiť
شارژ	poplatok
شارژ	obvinená
شارژ	obvinený
شارژ	nabitý
خنده	smiech
خنده	smiechu
خنده	smiech
ملایم	nežné
ملایم	jemné
ملایم	jemný
ملایم	jemná
ملایم	jemne
ملایم	mierne
ملایم	mierny
ملایم	mierna
ملایم	jemné
ملایم	mäkká
ملایم	mäkké
ملایم	mäkký
ییلاق	vidiek
ییلاق	krajine
ییلاق	krajiny
ییلاق	štát
ییلاق	krajina
مایا	maya
داند	nevie
داند	pozná
داند	vie
اشتوتگارت	stuttgart
جوار	priznáva
جوار	pripúšťa
لانه	hniezdo
لانه	hniezda
لانه	brloh
لانه	den
منسوخ	archaické
منسوخ	zastarané
منسوخ	zastarané
سانسکریت	sanskrte
محکومیت	presvedčenie
محکومیت	odsúdenia
محکومیت	odsúdenie
محکومیت	presvedčenie
امتیازات	oprávnení
امتیازات	oprávnenia
امتیازات	skóre
استعمال	využívanie
استعمال	využitie
استعمال	používanie
استعمال	použitie
محفوظ	chránené
محفوظ	chránená
محفوظ	chránený
محفوظ	zachované
محفوظ	konzervované
شبح	fantóm
شبح	ducha
شبح	duch
دورانی	povlak
انگل	engel
انگل	parazity
انگل	parazitov
انگل	parazit
فروشنده	predajca
فروشنده	predavač
فروشنده	dodávateľ
فروشنده	predajcu
فروشنده	predávajúci
کمیل	camille
کمیل	kamil
منظره	krajiny
منظره	krajina
تلفیقی	šatky
واتیکان	vatikán
گریس	pôvab
گریس	grace
گریس	milosti
گریس	milosť
اتلتیک	athletic
موضوعاتی	tém
موضوعاتی	témy
سالمندان	starší
ماموران	úradníci
ماموران	dôstojníkov
ماموران	dôstojníci
روحیه	morálku
روحیه	morálka
عشقی	love
عشقی	lásky
عشقی	milovať
عشقی	laska
عشقی	láska
موجودیت	subjektu
موجودیت	subjekt
مارکسیست	marxista
تدبیر	upravuje
تدبیر	reguluje
تدبیر	regulovať
تدبیر	naplánovať
تدبیر	pláne
تدبیر	plán
تدبیر	plan
دریاها	moria
دریاها	morí
سفال	keramiky
رودریگز	rodriguez
رودریگز	rodrigues
رودریگز	rodríguez
ریس	reese
ریس	rhys
ریس	reiss
بشریت	ľudstva
بشریت	ľudstvu
بشریت	ľudstvo
بشریت	ľudskosť
بشریت	ľudskosti
کوهن	cohn
کوهن	cohen
فیجی	fidži
سمرقند	samarkand
ارضی	územná
ارضی	územné
ارضی	územnej
ارضی	územný
هانتر	hunter
هانتر	lovec
مارینو	maríno
پناهنده	utečenec
