мериленд	maryland
убиец	lejemorder
монреал	montreal
напояване	vanding
напояване	kunstvanding
емирства	emirater
комунистите	kommunisterne
комунистите	kommunister
доверие	tillid
доверие	tilliden
доверие	selvtillid
доверие	selvtilliden
доверие	tillid
доверие	stol
доверие	trust
доверие	stole
шеф	kok
шеф	køkkenchef
шеф	kokken
курорт	resort
курорт	udvej
традициите	traditioner
традициите	traditionerne
изпълнителни	udøvende
тонга	tonga
посоки	anvisninger
посоки	retninger
затворена	lukkede
затворена	lukket
глад	hungersnød
глад	sult
глад	hungersnøden
глад	sult
глад	hungersnød
глад	sult
глад	hungersnød
глад	sulten
трек	trek
триъгълник	trekanten
триъгълник	trekant
комикс	tegneserier
комикс	komisk
комикс	comic
комикс	tegneserie
болен	syge
болен	syg
болен	sygt
тютюн	tobaksvarer
тютюн	tobak
лукас	lucas
лукас	lukas
царски	regal
линк	link
линк	linket
хълмове	hills
хълмове	bakker
хълмове	bakkerne
изобретател	opfinder
чан	chan
пасища	græsarealer
пасища	græsningsarealer
пасища	enge
пасища	græsgange
пасища	græsarealer
пасища	græsarealer
пасища	græsgange
изпрати	sende
изпрати	send
изпрати	sender
преименувана	omdøbt
изречения	sætninger
първична	primære
първична	primært
първична	primær
таймс	tidspunkter
таймс	gange
таймс	tiderne
таймс	tider
таймс	times
жлези	kirtler
жлези	kirtel
коларов	kolarov
улицата	gade
улицата	street
улицата	gaden
отрича	nægter
отрича	benægter
яне	janne
отразяват	afspejle
отразяват	reflekterer
отразяват	afspejler
отразяват	reflektere
маркетинг	marketing
маркетинг	markedsføring
маркетинг	afsætning
верона	verona
реклами	annoncer
реклами	reklamer
реклами	reklame
реклами	reklamer
реклами	annoncering
разрушени	udslettet
разрушени	ødelagt
разрушени	tilintetgjort
разрушени	destrueret
бейкър	baker
бейкър	bageren
бейкър	bager
нула	nul
нула	zero
театри	teatre
театри	biografer
театри	teatre
кризата	kriser
кризата	krise
кризата	krisesituation
кризата	krisen
изписана	afskediget
изписана	udskrevet
изписана	udledt
изписана	hjemsendt
органите	organerne
органите	organer
забележка	note
забележка	bemærk
забележка	anmærkning
забележка	bemærkning
доналд	donald
колекции	samlinger
султана	sultanen
султана	sultan
етика	etisk
етика	etik
цивилни	civil
цивилни	civile
цивилни	civilt
цивилни	civilist
цивилни	civilister
цивилни	civile
путин	putin
путин	putins
представено	præsenterede
представено	fremlagt
представено	præsenteret
представено	præsenteres
представено	indleveret
представено	fremlagt
представено	indgivet
представено	afgivet
представено	indsendt
бит	bit
бит	bidt
бит	slået
плод	frugt
плод	frugter
физици	fysikere
имението	palæet
имението	palæ
имението	manor
езиците	sprog
доктрина	doktrinen
доктрина	doktrin
еволюцията	evolution
еволюцията	udviklingen
еволюцията	udvikling
рицар	knight
рицар	springer
рицар	ridder
неправилно	forkert
неправилно	ukorrekt
тото	toto
плаща	betaler
оригинален	originalt
оригинален	oprindelige
оригинален	oprindelig
оригинален	originale
оригинален	oprindeligt
оригинален	original
католици	katolikker
католици	katolsk
католици	katolske
католици	katolik
твърд	firma
твърд	solid
твърд	solidt
твърд	fast
твърд	hårde
твърд	svært
твърд	hard
твърд	hård
твърд	hårdt
твърд	svær
твърд	stiv
твърд	stive
твърд	stift
твърд	ufleksibel
развит	fremkaldt
развит	udviklede
развит	udviklet
вавилон	babylon
умрял	døde
значения	betydninger
невада	nevada
планети	planeterne
планети	planeter
месопотамия	mesopotamien
молекули	molekyler
марек	marek
кайзерслаутерн	kaiserslautern
наляво	venstre
дакота	dakota
радиус	radius
здрави	raske
здрави	sunde
здрави	sund
здрави	sundt
ориз	rice
ориз	ris
дванадесет	twelve
подчинени	underordnede
подчинени	underordnet
подчинени	efterstillet
подчинени	underordnede
подчинени	underordnet
желязна	jern
ястия	måltider
ястия	retter
ястия	tallerkener
ястия	opvask
ястия	tallerkner
същността	essensen
същността	essens
дискове	skiver
дискове	diske
дискове	skiver
дискове	disketter
дискове	diske
дискове	cds
хелзинки	helsingfors
хелзинки	helsinki
анкара	ankara
мирно	fredelige
мирно	fredfyldt
мирно	fredelig
мирно	fredeligt
ръсел	russell
прогрес	fremskridt
прогрес	progress
прогрес	fremgang
изпратена	afsendt
изпратена	sendes
изпратена	sendte
изпратена	sendt
цветни	farvet
цветни	farvede
човешко	menneskeligt
човешко	menneskelige
човешко	menneskelig
човешко	menneske
процесите	processer
галерии	gallerier
изпълнен	fyldt
изпълнен	fyldte
изпълнен	udfyldt
леля	moster
леля	tante
леля	faster
леля	moster
леля	faster
леля	tante
контузия	personskade
контузия	skade
контузия	skader
скок	spring
скок	hoppe
скок	hop
скок	springe
скок	spring
цикъла	cyklus
цикъла	cycle
частична	partiel
частична	delvist
частична	delvise
частична	delvis
люк	luke
люк	lukas
съпротивление	bestandighed
съпротивление	modstandsdygtighed
съпротивление	resistens
съпротивление	modstand
ресторант	restaurant
дева	jomfruen
дева	deva
андреас	andreas
казан	kazan
слънчеви	solrig
слънчеви	sunny
слънчеви	sol
слънчеви	solceller
слънчеви	solenergi
лусия	lucia
победителите	vindere
победителите	vinderne
въздушно	antenne
въздушно	air
въздушно	luften
въздушно	luft
арагон	aragon
азиатски	asiatisk
азиатски	asiatiske
азиатски	asiater
азиатски	asiat
умерено	moderate
умерено	moderat
умерено	moderat
умерено	nogenlunde
анатомия	anatomi
истинска	ægte
истинска	real
истинска	virkeligt
истинска	rigtig
истинска	virkelig
стан	stan
журито	jury
журито	nævninge
журито	juryen
задвижване	fremdrift
образователни	pædagogisk
образователни	uddannelsesmæssige
образователни	lærerigt
формиране	dannelse
формиране	formation
формиране	stiftelse
агенцията	agenturet
агенцията	agentur
агенцията	bureau
агенцията	bureauet
добави	add
добави	tilføj
добави	tilføjer
добави	tilføje
добави	føj
разработени	fremkaldt
разработени	udviklede
разработени	udviklet
сиво	gråt
сиво	gray
сиво	grå
сиво	gråt
сиво	grå
сиво	grey
хордови	chordater
условно	betinget
условно	betingede
сфери	krystalkugler
календара	kalenderen
календара	kalender
археолог	arkæolog
археолог	arkæolog
сфорца	sforza
тъмна	dark
тъмна	mørke
тъмна	mørkt
тъмна	mørk
състави	sammensætninger
състави	konfigurationer
състави	sammensætninger
костите	bones
костите	knogler
слиза	nedadgående
слиза	faldende
слиза	aftagende
пръст	fingeren
пръст	finger
пръст	tå
параметър	parameteren
параметър	parameter
единна	forenet
модена	modena
астрономия	astronomi
президентските	præsidentens
сокол	falk
сокол	falcon
сокол	falken
изкуствен	kunstig
изкуствен	kunstigt
изкуствен	kunstige
великден	påsken
великден	easter
великден	påske
неочаквано	uventet
неочаквано	uventede
неочаквано	uforudset
неочаквано	uventet
пациенти	patienterne
пациенти	patienter
сейшели	seychellerne
морско	maritime
агенти	agenterne
агенти	agenter
агенти	befuldmægtigede
организирано	tilrettelagt
организирано	organiseret
организирано	organiserede
организирано	arrangeret
организирано	organiseret
организирано	organiserede
нормандия	normandiet
построено	bygget
построено	byggede
построено	opbygget
построено	indbygget
спортно	sportslige
спортно	sportslig
спортно	sporty
спортно	sports
спортно	sport
спортно	sportsgrene
остро	skarp
остро	sharp
остро	skarpe
остро	skarpt
остро	akutte
остро	akut
стихотворение	digt
стихотворение	digtet
руините	ruiner
руините	ruin
руините	ruinerne
финландски	finske
финландски	finsk
дистанция	distance
дистанция	afstand
клеопатра	kleopatra
пирамида	pyramide
пирамида	pyramiden
психологията	psykologi
магнус	magnus
роналд	ronald
катар	qatar
създателите	skabere
създателите	skaberne
създателите	skabere
тясна	smalle
тясна	snæver
тясна	snævert
тясна	snævre
тясна	smal
доминика	dominica
брабант	brabant
бонус	bonus
кеймбридж	cambridge
гренландия	grønland
гренландия	grønlands
гренландия	grønlandske
аргумент	argumentet
аргумент	argumentation
аргумент	argument
спиране	stopper
спиране	standsning
спиране	standser
спиране	bremsning
спиране	bremser
спиране	standsning
спиране	standse
синтез	fusion
синтез	sammensmeltning
синтез	syntese
синтез	sammenfatning
синтез	sammenfattende
мускули	muskler
мускули	musklerne
мускули	muskel
мускули	muskler
мускули	musklen
мускули	musklerne
сив	gråt
сив	gray
сив	grå
сив	gråt
сив	grå
сив	grey
етапи	etaper
етапи	faser
етапи	stadier
етапи	etaper
етапи	faser
етапи	milepæle
етапи	delmål
людмила	ludmilla
комитети	udvalg
комитети	udvalgene
оливър	oliver
сесия	session
сесия	sessionen
придава	tillægger
вулкана	vulkanen
вулкана	vulkan
освобождаване	release
освобождаване	udslip
освобождаване	frigivelse
освобождаване	slip
освобождаване	udsætning
освобождаване	undtagelse
освобождаване	fritagelse
освобождаване	dispensationer
освобождаване	undtagelser
членство	medlemskab
членство	medlemsskab
железен	jernholdige
железен	jern
ръкопис	manuskriptet
ръкопис	manuskript
чиновник	ekspedient
сняг	snefald
сняг	sne
сняг	vinterdæk
записано	indspillet
записано	optaget
записано	registreret
записано	indspillede
реалност	virkeligheden
реалност	realitet
реалност	realiteter
реалност	reality
реалност	virkelighed
бестселър	bestseller
безплатно	fri
безплатно	frit
безплатно	free
безплатно	gratis
интервюта	interview
интервюта	samtaler
интервюта	interviews
интервюта	interviewer
интервюта	afhøringer
ватикана	vatikanets
ватикана	vatikanet
масиви	arrays
антония	antonia
курорти	feriesteder
ванкувър	vancouver
консулски	konsulære
жител	resident
жител	beboer
жител	bosat
жител	bosiddende
представления	forestillinger
еберхард	eberhard
отказ	afslå
отказ	afvise
отказ	nægter
отказ	nægte
отказ	afslag
отказ	nægtelse
отказ	afvisning
отказ	fornægtelse
отказ	nægtelse
отказ	benægtelse
рикардо	riccardo
рикардо	ricardo
навън	udenfor
навън	udvendig
навън	udvendigt
навън	ud
навън	out
навън	ude
присъединяване	deltag
присъединяване	tiltrædelsen
присъединяване	tiltrædelse
продажбите	salget
продажбите	salg
проконсул	prokonsul
мъжко	hankøn
мъжко	mænd
мъжко	mand
мъжко	mandlige
мъжко	mandlig
убеден	overbevist
убеден	overbeviste
свидетелство	attest
свидетелство	certifikat
художниците	malere
покрит	omfattet
покрит	dækket
покрит	overdækket
покрит	dækkede
покрит	belagt
покрит	overtrukket
бележка	note
бележка	bemærk
бележка	notat
бележка	memo
мероприятия	begivenheder
мероприятия	hændelser
мероприятия	arrangementer
мероприятия	events
мероприятия	begivenhederne
бронзови	bronze
морган	morgan
охлаждане	afkøling
охлаждане	køling
охлаждане	slapper
охлаждане	nedkøling
охлаждане	køling
пресата	press
пресата	presse
пресата	tryk
пиетро	pietro
доброволно	frivillighed
доброволно	frivilligt
доброволно	frivillige
доброволно	frivillig
окото	øje
окото	øjne
окото	blik
окото	eye
окото	øjet
костенурки	skildpadder
заменена	udskiftet
заменена	udskiftes
заменена	erstattede
заменена	erstattet
преса	press
преса	presse
преса	tryk
уайлд	wilde
бета	beta
регистрация	registrering
регистрация	tilmelding
регистрация	indregistrering
реймънд	raymond
мариана	marianna
мариана	mariana
сопот	sopot
сключен	indgået
сключен	indgåede
ням	dumt
ням	dum
ням	dumme
ням	lydløs
ням	sluk
ням	stum
храсти	buskene
храсти	buske
храсти	buske
физическо	fysiske
физическо	fysisk
показване	fremvisning
показване	skærm
показване	vis
показване	show
платна	kanvas
платна	lærred
платна	sejl
платна	sejlene
ирански	iranske
ирански	iransk
про	pro
мориц	moritz
износ	eksport
износ	eksporten
износ	udførsel
износ	eksport
износ	eksportere
износ	udførsel
роналдо	ronaldo
марта	marta
марта	martha
кралско	kongelige
кралско	kongeligt
кралско	royale
кралско	royal
кралско	kongelig
рицарите	riddere
рицарите	ridderne
индекс	indeks
лодка	båden
лодка	båd
йога	yoga
емигранти	indvandrer
емигранти	immigranter
емигранти	indvandrere
емигранти	indvandrerne
емигранти	emigranter
платно	kanvas
платно	lærred
родина	fædreland
родина	fædreland
родина	hjemlandet
родина	hjemland
родина	homeland
родина	fædrelandet
родина	fædreland
гласът	voice
гласът	stemme
йоханес	johannes
карол	karol
карол	carol
алтернатива	alternativet
алтернатива	alternativt
алтернатива	alternativ
подчертава	understreger
подчертава	fremhæver
подчертава	højdepunkter
тимор	østtimor
тимор	timor
тайните	hemmeligheder
лидерите	lederne
лидерите	ledere
николаос	nikolaos
бъдещи	fremtidig
бъдещи	fremtidige
бъдещи	fremtiden
бъдещи	kommende
бъдещи	fremover
бъдещи	fremtid
чува	hører
пшеница	hvede
баланс	saldo
баланс	balance
баланс	ligevægt
баланс	balancen
кучето	hund
свидетел	vidnet
свидетел	vidne
свидетел	vidner
орбитата	kredsløb
подвид	underarter
цвайбрюкен	zweibrücken
организъм	organisme
организъм	organismer
организъм	organismen
отпадъци	affald
отпадъци	spild
отпадъци	affald
централа	central
централа	centralt
централа	hovedkontor
централа	hovedkvarteret
централа	hovedkvarter
централа	hovedsædet
централа	hovedsæde
сватба	ægteskabet
сватба	ægteskab
сватба	ægteskaber
сватба	bryllup
сватба	wedding
литра	liter
резерв	reserver
резерв	reserverne
резерв	reserver
резерв	reserve
лицата	ansigterne
лицата	ansigter
мъченици	martyrer
радванска	radwańska
отделяне	løsrive
отделяне	frakobling
отделяне	adskillelse
отделяне	adskillelse
отделяне	separation
заслужава	fortjener
видях	sav
конен	rytter
конен	equestrian
полезно	nyttig
полезно	brugbar
полезно	nyttigt
полезно	nyttige
полезно	hjælpsom
полезно	nyttig
полезно	nyttigt
полезно	nyttige
извършена	udførte
извършена	udført
гледам	kigger
гледам	ser
стивънс	stephens
стивънс	stevens
диапазон	rækkevidde
диапазон	afstand
диапазон	sortiment
диапазон	interval
напоследък	nyligt
алан	allan
мара	mara
превзет	prætentiøs
убеди	overbevise
убеди	overbeviser
бийч	bøg
документация	dokumentation
последици	konsekvenserne
последици	konsekvenser
последици	følgerne
последици	følgevirkninger
последици	konsekvenser
последици	implikationer
последици	virkningerne
последици	retsvirkninger
последици	effekter
последици	virkninger
последици	konsekvens
пътека	path
пътека	sti
пътека	stien
пътека	løbebånd
пътека	trail
пътека	sporet
учителите	lærere
учителите	undervisere
учителите	lærerne
шерлок	sherlock
осман	osman
изстрелване	opsendelse
изстрелване	igangsætning
изстрелване	lancering
изстрелване	udsætning
изстрелване	iværksættelse
изстрелване	opsendelse
изстрелване	lancering
изстрелване	iværksætte
изстрелване	affyring
орфей	orfeus
колела	hjul
колела	hjulene
федерална	federal
федерална	føderale
федерална	føderal
федерална	føderalt
федерална	forbunds
правомощия	beføjelse
правомощия	powers
правомощия	kræfter
правомощия	beføjelser
правомощия	autoritet
правомощия	bemyndigelse
правомощия	myndighed
вълк	wolf
вълк	ulven
вълк	ulve
вълк	ulv
слаб	slank
слаб	mager
слаб	skinny
слаб	tynd
слаб	tynde
слаб	svagt
слаб	svage
слаб	svag
слаб	tynd
слаб	tyndt
слаб	tynde
падуа	padua
уейн	wayne
съществувало	eksisteret
съществувало	fandtes
съществувало	eksisterede
разновидност	sort
разновидност	forskelligartethed
разновидност	variation
нашия	vores
нашия	vor
нашия	our
брут	brutus
хърбърт	herbert
екшън	aktion
екшън	action
екшън	handling
екшън	foranstaltninger
екшън	indsats
отдих	adspredelse
отдих	fritid
отдих	fritidsaktiviteter
отдих	fritid
отдих	fritidsaktiviteter
отдих	lempelse
отдих	afslapning
отдих	afspænding
духовен	spirituelle
духовен	åndeligt
духовен	åndelige
духовен	spirituel
духовен	åndelig
фишер	fisher
фишер	fischer
гръб	retur
гръб	ryg
гръб	tilbage
гнездото	nest
гнездото	reden
гнездото	rede
предприемачи	iværksættere
предприемачи	udviklere
предприемачи	entreprenører
тетово	tetovo
моцарт	mozart
въстания	opstande
яйцата	æg
реконструкция	genopbygning
реконструкция	rekonstruktion
тухли	mursten
тухли	klodser
финалите	finale
финалите	finalen
затворници	indsatte
затворници	fangerne
затворници	fanger
затворници	fængslede
затворници	indsatte
дженифър	jennifer
правителствата	regeringer
правителствата	regeringerne
неа	nea
инфо	info
инфо	oplysninger
записана	indspillet
записана	optaget
записана	registreret
записана	indspillede
математици	matematikere
елин	elin
детройт	detroit
ушите	øre
ушите	øren
ушите	ørene
ушите	ørerne
ушите	ører
продуктите	varer
продуктите	produkter
министрите	ministrene
министрите	ministre
хънт	jagten
хънт	hunt
хънт	jagt
хънт	jage
афера	affære
херодот	herodot
проведено	udførte
проведено	udført
единични	singler
нормална	normalt
нормална	normale
нормална	normal
рая	himmel
рая	heaven
рая	himlen
рая	himmelen
рая	paradiset
рая	paradis
рая	paradise
политбюро	politbureauet
съотношение	andel
съотношение	nøgletal
съотношение	forhold
съчетание	kombinationen
съчетание	kombination
духовно	spirituelle
духовно	åndeligt
духовно	åndelige
духовно	spirituel
духовно	åndelig
духовно	åndeligt
духовно	åndelig
частно	privat
частно	private
разрешава	muliggør
разрешава	tillader
разрешава	bemyndiger
стипендия	stipendiet
стипендия	legat
стипендия	stipendium
блато	sumpen
блато	sump
блато	mose
блато	marsh
блато	mosen
блато	mose
блато	mosen
блато	sump
илюстрации	illustrationer
хабсбург	habsburg
гризачи	gnaver
гризачи	gnavere
гризачи	gnavere
практикува	øvede
практикува	øvet
укрепления	befæstninger
нарушава	fordrejer
нарушава	krænker
нарушава	overtræder
дворецът	slot
дворецът	paladset
дворецът	palads
дворецът	palace
дъска	bestyrelse
дъска	bord
дъска	bræt
дъска	planke
томи	tommy
излъчването	luftes
блата	sumpe
блата	moser
блата	bogs
проектиране	udformning
проектиране	projektering
проектиране	konstruktion
проектиране	design
проектиране	designe
проектиране	designer
мърфи	murphy
бесарабия	bessarabien
земноводни	padder
учебници	lærebøger
корен	rod
корен	roden
корен	root
кей	kay
експозиция	udsættelse
експозиция	eksponering
експозиция	bestråling
алпийски	alperne
алпийски	alpine
модерен	moderne
остра	akutte
остра	akut
остра	skarp
остра	sharp
остра	skarpe
остра	skarpt
наблизо	nærheden
наблизо	nærliggende
включването	iblanding
балет	ballet
трайно	holdbar
трайно	varig
трайно	varige
трайно	holdbart
трайно	varigt
трайно	permanent
трайно	varig
трайно	varende
трайно	varige
трайно	varigt
последователност	sammenhæng
последователност	kohærens
последователност	samhørighed
последователност	sekvens
последователност	rækkefølge
последователност	sammenhæng
последователност	konsekvens
последователност	ensartethed
последователност	konsistens
последователност	overensstemmelse
тънки	tynd
тънки	tyndt
тънки	tynde
излага	udstiller
излага	udsætter
мъртъв	dødt
мъртъв	døde
мъртъв	død
мъртъв	dead
петата	hæl
заряд	opkrævning
заряд	ladning
заряд	afgift
заряд	opladning
коло	colo
подправки	krydderier
подправки	krydderi
подправки	krydderier
подправки	krydderier
подправки	krydderi
подправки	spice
разтвор	løsning
разтвор	opløsning
ума	uma
ума	sind
ума	mind
ума	sindet
дамаск	damaskus
установена	fastslået
установена	etableret
установена	etablerede
черво	tarmen
черво	tarm
черво	tarm
черво	tyktarm
черво	tarm
хумор	humor
хумор	humor
интензивно	intensivt
интензивно	intensiv
интензивно	intens
интензивно	intenst
интензивно	intense
интензивно	intenst
популация	befolkningen
популация	indbyggertal
популация	befolkning
популация	indbyggere
одобрява	godkender
подобрения	opgraderinger
подобрения	forbedringer
подобрения	bedring
подобрения	forbedringer
подобрения	forbedring
драган	dragan
организиране	organisere
организиране	organisere
организиране	organiserer
организиране	organisere
организиране	organisering
организиране	organiserer
поеми	digte
ужасите	rædsler
злото	ondskab
злото	ond
злото	onde
злото	evil
злото	ondt
силва	silva
премахва	fjerner
майсен	meissen
култ	kult
култ	sekt
трафик	trafik
трафик	trafikken
баку	baku
специфична	specifik
специфична	specifikt
специфична	specifikke
погребението	begravelse
погребението	begravelsen
рой	roy
живите	living
живите	leve
живите	levende
монахиня	nonne
спонсор	sponsor
спонсор	sponsorere
остатъци	rester
остатъци	rest
остатъци	rester
остатъци	rester
остатъци	restprodukter
луиджи	luigi
робство	slavehandel
робство	slaveriet
робство	slaveri
робство	trældom
остър	skarp
остър	sharp
остър	skarpe
остър	skarpt
остър	akutte
остър	akut
династии	dynastier
вестфалия	westfalen
детство	barndom
детство	barndommen
важи	gælder
стаята	værelse
стаята	stue
стаята	værelset
стаята	rum
битките	kampe
струга	struga
подобие	ligheden
подобие	lighed
подобие	ligheder
патрон	patron
патрон	patron
таня	tanja
таня	tanya
таня	tanja
увеличение	zoom
увеличение	forhøjelse
увеличение	forøgelse
увеличение	øge
увеличение	stigning
увеличение	forstørrelse
възпитание	pleje
възпитание	uddannelse
възпитание	undervisning
възпитание	opdragelse
възпитание	opvækst
заслужил	opnåede
заслужил	fortjent
заслужил	optjente
заслужил	optjent
устойчивост	stabilitet
устойчивост	bæredygtighed
устойчивост	bestandighed
устойчивост	modstandsdygtighed
устойчивост	resistens
устойчивост	modstand
устойчивост	vedholdenhed
устойчивост	stædighed
устойчивост	ihærdighed
устойчивост	udholdenhed
устойчивост	modstandsdygtighed
бъркли	berkley
бъркли	berkeley
камери	kameraerne
камери	kameraer
експерти	sagkyndige
експерти	eksperter
експерти	eksperterne
обичайно	sædvanligt
обичайно	sædvanlige
обичайно	sædvanlig
подчинение	lydighed
подчинение	indgivelse
подчинение	forelæggelse
подчинение	fremlæggelse
подчинение	underkastelse
изключен	handicappede
изключен	deaktiverede
изключен	deaktiveret
изключен	usammenhængende
изключен	afbrudt
изключен	frakoblet
изключен	ekskluderet
изключен	udelukkede
изключен	udelukket
изключен	undtaget
изключен	ekskluderet
изключен	bortvist
изключен	udvist
блокиран	blokeret
блокиран	blokerede
блокиран	spærret
затруднения	vanskelighed
затруднения	vanskeligheder
затруднения	sværhedsgrad
затруднения	vanskeligheder
приказка	fortælling
приказка	historien
приказка	story
приказка	historie
метър	meter
метър	meter
метър	måler
модификации	ændringer
модификации	modifikationer
джан	jan
джан	zhang
саймън	simon
свързване	bindemiddel
свързване	bindende
свързване	binding
свързване	forbindelse
свързване	tilslutning
свързване	tilknytning
свързване	hygge
свързване	forbinder
свързване	tilslut
свързване	connect
свързване	forbinde
променливи	variable
променливи	variabel
променливи	variablen
променливи	variable
променливи	variabler
психоаналитик	psykoanalytiker
удоволствие	nydelse
удоволствие	fornøjelse
лийдс	leeds
шумахер	schumacher
плутарх	plutarch
неизвестна	ukendt
сок	juice
сок	saft
сок	sok
сок	strømpe
пейзаж	landskaber
пейзаж	landskab
пейзаж	landskabet
влияе	påvirker
влияе	berører
ресен	resen
ивици	striber
базел	basel
затваря	lukker
затваря	lukkes
клетва	løfte
покровител	patron
сблъсъци	sammenstød
сблъсъци	sammenstød
сблъсъци	kollision
наталия	natalya
наталия	natalia
разделено	divideret
разделено	opdelt
разделено	splittet
кери	carrie
кери	cary
кери	kerry
съветници	rådgivere
съветници	konsulenter
съветници	rådgivere
съветници	rådsmedlemmer
съветници	byrådsmedlemmer
съветници	rådgivere
съветници	vejledere
леонард	leonard
показател	benchmark
показател	indeks
показател	indikator
пробив	gennembrud
пробив	overtrædelse
пробив	tilsidesættelse
комунизма	kommunisme
комунизма	kommunismen
осъжда	fordømmer
църквите	kirker
църквите	kirkerne
домашен	hjem
домашен	hjemme
домашен	startside
домашен	hjemad
домашен	home
домашен	indenlandske
домашен	indenrigs
домашен	indenlandsk
домашен	hjemmelavede
домашен	hjemmelavet
построи	byg
построи	bygge
построи	build
кооперация	kooperativ
кооперация	andelsselskab
кооперация	samarbejdsvillige
кооперация	kooperative
ален	alain
конкурси	konkurrencer
конкурси	konkurrencer
бук	bøg
германци	tysker
германци	tyskere
германци	tyskerne
компютъра	computeren
компютъра	computer
реализъм	realisme
делегати	delegerede
гуам	guam
ботове	bots
повреда	svigt
повреда	fiasko
повреда	beskadigelse
повреда	skade
повреда	skader
повреда	funktionsfejl
оксфорд	oxford
аквитания	aquitaine
сет	seth
съдържащ	indeholder
съдържащ	indeholdende
дива	vildt
дива	vilde
дива	vildtlevende
дива	wild
дива	vild
дива	diva
девети	niende
двоен	double
двоен	dobbelt
археология	arkæologi
ескадрила	eskadrille
шум	støj
шум	larm
опитът	oplevelse
опитът	erfaringer
опитът	erfaring
опитът	oplev
психологически	psykologisk
психологически	psykologiske
психологически	psykiske
психологически	psykisk
психологически	psykologisk
бенджамин	benjamin
стълб	søjle
стълб	polak
стълб	pæl
стълб	stang
заден	baghjul
заден	bagud
заден	bagerste
заден	bageste
опери	operaer
описана	beskrevet
описана	beskrevne
описана	beskrev
абдул	abdul
прием	indtagelse
прием	indtaget
прием	indtag
прием	modtagelsen
прием	modtagelse
прием	reception
прием	receptionen
светлана	svetlana
пен	penn
специализирана	specialiseret
специализирана	specialiserede
специализирана	specialiseret
специализирана	specialiserede
луизиана	louisiana
сух	tørre
сух	tørt
сух	tør
кристали	krystaller
сървър	serveren
сървър	server
хофман	hoffmann
хофман	hoffman
училищата	skoler
училищата	skolerne
мей	mei
фотограф	fotograf
фотограф	fotografen
лого	logo
лого	logoet
лого	logoer
мирослав	miroslav
материалите	materialer
материалите	materiale
почит	hyldest
почит	veneration
почит	hyldest
атлетика	atletik
съдът	domstolen
съдът	retten
съдът	domstol
хирургия	operation
хирургия	kirurgi
отражение	refleksion
отражение	spejlbillede
