در	drzwi
همچنین	także
همچنین	też
همچنین	również
همچنین	tez
همچنین	też
همچنین	too
همچنین	zbyt
همچنین	podobnie
زندگی	żyjący
زندگی	żywe
زندگی	zycie
زندگی	life
زندگی	życia
زندگی	dożywocie
زندگی	życie
زن	kobiety
زن	kobieta
زن	samica
زن	kobieta
زن	damskie
زن	kobiety
زن	suczka
زن	żona
زیر	niżej
زیر	poniżej
زیر	pod
آنها	je
آنها	ich
آنها	im
آنها	oni
هستند	są
جوایز	nagród
جوایز	nagrody
جوایز	nagród
جوایز	nagrody
روستا	wiosce
روستا	wioska
روستا	village
روستا	wioski
روستا	wieś
تهران	teheranie
بازی	mecz
بازی	game
بازی	gry
بازی	gra
بازی	mecze
بازی	gier
بازی	gry
بازی	graj
بازی	zagraj
بازی	play
تاریخی	zabytkowy
تاریخی	historyczne
تاریخی	historycznej
تاریخی	historyczny
تاریخی	historyczna
تاریخی	historyczne
تاریخی	historyczny
تاریخی	historyczna
فرانسه	francuski
فرانسه	francuska
فرانسه	french
فرانسه	francuskie
فرانسه	francji
فرانسه	francja
فرانسه	france
جنگ	wojnę
جنگ	wojna
جنگ	wojny
جنگ	war
باید	musi
باید	muszą
دست	ręce
دست	dłonie
دست	ręka
دست	ramię
دست	rękę
دست	dłoń
دست	ręka
شورای	council
شورای	rady
شورای	rada
شورای	radzie
محل	miejsce
محل	lokalizacja
محل	położenie
های	hai
های	hal
توابع	funkcji
توابع	funkcje
کتاب	książkę
کتاب	książka
کتاب	książki
کتاب	księga
کتاب	książki
کتاب	książek
آلمان	niemiecka
آلمان	niemcy
آلمان	niemieckim
آلمان	niemieckie
آلمان	niemiecki
آلمان	niemcami
آلمان	niemcy
سطح	poziomy
سطح	poziomów
سطح	powierzchnię
سطح	powierzchni
سطح	powierzchnia
سطح	poziom
سطح	poziomie
سطح	poziomu
اصلی	główne
اصلی	główna
اصلی	main
اصلی	główny
اصلی	oryginalna
اصلی	pierwotnym
اصلی	oryginalny
اصلی	oryginał
اصلی	oryginalne
اصلی	podstawowy
اصلی	pierwotne
اصلی	podstawowej
اصلی	podstawowe
اصلی	podstawowa
ساخت	konstrukcja
ساخت	budowa
ساخت	budownictwo
ساخت	wytwarzanie
ساخت	produkcja
المپیک	olimpijski
المپیک	olympic
المپیک	olimpijskie
المپیک	olimpijskich
المپیک	olimpiada
المپیک	olimpiady
اول	pierwszy
اول	pierwsze
اول	najpierw
اول	pierwsza
سازمان	organizacja
سازمان	organizacji
سازمان	organizacja
سازمان	agencji
سازمان	agencję
سازمان	agencja
سه	trzy
دارای	znana
کند	robi
مرکزی	centralnego
مرکزی	central
مرکزی	centralny
مرکزی	środkowa
مرکزی	centralne
مرکزی	centralna
ایالت	stan
ایالت	state
ایالت	państwo
زنده	żywe
زنده	żywy
زنده	żyje
زنده	żywa
فارسی	perski
بین	fasola
بین	bean
بین	między
بین	pomiędzy
انگلستان	anglia
انگلستان	anglii
انگلستان	england
دوم	druga
دوم	drugi
دوم	drugie
موسیقی	muzyka
موسیقی	music
موسیقی	muzyki
گروه	band
گروه	pasmo
گروه	zespołu
گروه	zespół
گروه	grupie
گروه	grupy
گروه	grupa
جایزه	bonus
جایزه	premia
جایزه	premie
جایزه	nagrodę
جایزه	nagroda
جایزه	nagrody
جایزه	wyróżnienie
جایزه	nagrodę
جایزه	nagroda
جایزه	nagrody
بیشتر	większość
بیشتر	najczęściej
بیشتر	większości
بیشتر	najbardziej
بیشتر	more
بیشتر	bardziej
بیشتر	więcej
جنوبی	południowa
جنوبی	południowej
جنوبی	southern
جنوبی	południowe
جنوبی	południe
روز	dnia
روز	dzień
روز	dzien
روز	dzienne
جمهوری	republiki
جمهوری	republika
مرگ	śmierci
مرگ	death
مرگ	śmierć
ولی	ale
داد	dodd
آمریکایی	amerykańska
آمریکایی	american
آمریکایی	amerykański
آمریکایی	amerykańskie
آمریکایی	amerykanin
نقش	rola
نقش	rolę
نقش	roli
نقش	role
منطقه	region
منطقه	regionie
منطقه	regiony
منطقه	regionu
منطقه	strefie
منطقه	obszar
منطقه	zone
منطقه	strefy
منطقه	strefa
منطقه	okręg
منطقه	dzielnicy
منطقه	dystrykt
منطقه	dzielnica
منطقه	rejon
منطقه	powiat
منطقه	teren
منطقه	powierzchnia
منطقه	obszarze
منطقه	obszar
بسیار	bardzo
بسیار	wielu
بسیار	wiele
بسیار	much
بسیار	wiele
بسیار	dużo
اسلامی	islamskiej
بزرگ	duża
بزرگ	duży
بزرگ	dużych
بزرگ	duże
بزرگ	duża
بزرگ	duże
بزرگ	big
بزرگ	wielka
بزرگ	duży
بزرگ	wielki
اروپا	europa
روستایی	wiejskich
روستایی	wiejski
روستایی	wieśniak
روستایی	chłop
روستایی	wieśniak
آمار	statystyka
آمار	statystyki
فعالیت	aktywność
فعالیت	działalności
فعالیت	czynność
فعالیت	działalność
فعالیت	aktywności
اشاره	podpowiedź
اشاره	wskazówka
زاده	urodzony
زاده	urodzona
زاده	urodzone
محمد	mohammad
محمد	muhammad
محمد	muhammad
محمد	mohamed
بریتانیا	brytyjskie
بریتانیا	brytyjska
بریتانیا	brytyjski
بریتانیا	british
بریتانیا	brytania
بریتانیا	britannia
مانند	jak
مانند	like
چند	nieliczni
چند	kilka
چند	niewielu
چند	multi
شمالی	północnej
شمالی	północ
شمالی	north
شمالی	północ
شمالی	północna
شمالی	północne
شمالی	północnej
شمالی	północny
شمالی	carolina
شمالی	karolina
آب	woda
آب	wody
خورشیدگرفتگی	zaćmienie
ایرانی	perski
ایرانی	irani
ایرانی	irański
اطلاعات	info
اطلاعات	informacje
اطلاعات	informacja
اطلاعات	informacje
اطلاعات	informacja
ایجاد	tworzy
ایجاد	stwórz
ایجاد	tworzyć
ایجاد	utwórz
ایجاد	tworzenie
ایجاد	tworzenia
ایجاد	utworzenie
ایجاد	stworzenie
ایجاد	tworzenie
ایجاد	tworzeniu
ایجاد	tworzenia
مالک	właścicielka
مالک	właściciela
مالک	właściciel
مالک	malik
امنیت	bezpieczeństwa
امنیت	ochrona
امنیت	bezpieczeństwo
امنیت	bezpieczeństwa
امنیت	bezpieczeństwo
نوع	rodzaj
نوع	wpisz
نوع	typ
مردم	ludzi
مردم	osoby
مردم	people
مردم	ludzie
دلیل	powody
دلیل	powodu
دلیل	przyczyna
دلیل	powód
دلیل	przyczyna
روستای	wiosce
روستای	wioska
روستای	village
روستای	wioski
روستای	wieś
دور	daleki
دور	dalekie
دور	dala
اولین	evelyn
اولین	ewelina
مربوط	istotne
مربوط	istotna
مربوط	stosowne
مربوط	odpowiednich
مربوط	powiązany
مربوط	powiązanych
مربوط	powiązane
مربوط	pokrewne
بار	obciążenie
بار	obciążenia
بار	ładunek
بار	barr
بار	bar
دریا	morza
دریا	morze
شما	ciebie
شما	ty
شما	twoje
شما	twój
شما	twoja
شما	twojego
شما	twoim
برابر	równe
برابر	równa
برابر	równy
برابر	równi
تولید	wytwarzanie
تولید	produkcja
تولید	produkcji
تولید	produkcja
تولید	generuje
تولید	generowanie
تولید	wygenerować
تولید	generować
تپه	wzgórza
تپه	wzgórze
تپه	hill
تنها	samotnie
تنها	sama
تنها	sam
تنها	tylko
تنها	samotny
تنها	samotna
تنها	samotni
تنها	samotne
تنها	samotność
علی	ali
شرقی	wschodnie
شرقی	east
شرقی	wschód
شرقی	wschodni
شرقی	wschodnia
شرقی	oriental
شرقی	wschodnie
شرقی	wschód
شرقی	wschodni
شرقی	wschodniej
شرقی	wschodnia
یونسکو	unesco
یونسکو	witryny
یونسکو	witryn
برخی	niektóre
برخی	niektórzy
برخی	trochę
میان	mian
میان	między
میان	pomiędzy
جهان	świat
جهان	swiat
جهان	świata
جهان	świecie
جهان	world
جام	puchar
جام	kubek
جام	kielich
جام	cup
ها	hmmm
ارتفاع	wysokości
ارتفاع	wysokość
ارتفاع	wysokości
ارتفاع	wzrost
ارتفاع	wysokość
کد	kodu
کد	code
کد	kod
کشف	odkryte
کشف	odkrył
کشف	odkryto
کشف	odkryć
کشف	odkrywanie
کشف	odkrycia
کشف	odkrywanie
کشف	odkrycie
کشف	discovery
نشان	odznaka
نشان	odznakę
حذف	usunięcie
حذف	usuwanie
حذف	usunięcie
حذف	usuwanie
حذف	usuń
حذف	usunąć
حذف	usuń
حذف	usunąć
تلویزیونی	telewizja
تلویزیونی	tv
تلویزیونی	telewizor
تلویزیونی	telewizji
غربی	zachodnia
غربی	west
غربی	zachodni
غربی	zachód
غربی	zachodnia
غربی	zachodni
غربی	zachodnie
غربی	western
گرفته	zrobione
گرفته	podjęte
دوران	okresy
دوران	okresów
دوران	epoka
دوران	era
دوران	ery
شامل	włączone
شامل	uwzględnione
شامل	dołącz
شامل	obejmować
شامل	zawiera
شامل	obejmuje
بهترین	najlepsza
بهترین	najlepszy
بهترین	najlepiej
بهترین	best
بهترین	najlepsze
دولت	stan
دولت	state
دولت	państwo
دولت	rządowe
دولت	rząd
دولت	rządowy
همراه	mobile
همراه	mobilnej
همراه	mobilne
همراه	komórka
همراه	towarzyszący
همراه	towarzyszących
همراه	towarzyszące
چپ	lewy
چپ	lewo
ایتالیا	italia
ایتالیا	włochy
ایتالیا	włoska
ایتالیا	włochy
ایتالیا	włoski
ایتالیا	włoch
ایتالیا	włoskie
صفحه	stronę
صفحه	stronie
صفحه	page
صفحه	strona
صفحه	strony
مجلس	parlament
مجلس	parlamentowi
مجلس	parlamentu
مجلس	zgromadzenie
مجلس	montaż
تحت	pod
آغاز	start
آغاز	rozpoczęcie
آغاز	zacznij
آغاز	początek
آغاز	początku
آغاز	poczatek
آغاز	początek
آغاز	uruchamianie
آغاز	zaczyna
آغاز	rozpoczęcie
آغاز	zaczynamy
آغاز	początek
ویکی	wiki
ویکی	vicky
راه	ścieżki
راه	ścieżkę
راه	ścieżka
راه	drogę
راه	way
راه	sposób
کشتی	okręty
کشتی	statki
کشتی	statek
کشتی	statkiem
کشتی	okręt
کشتی	wrestling
کشتی	zapasy
کشتی	łodzi
کشتی	łódka
کشتی	łódź
بودند	były
بودند	byli
الگو	wzorzec
الگو	wzór
توجه	uwaga
بن	bena
بن	ben
همه	każdy
همه	wszyscy
همه	wszystkie
همه	wszystko
همه	all
همه	wszyscy
همه	każdy
همه	wszyscy
کوچک	małych
کوچک	mały
کوچک	małe
کوچک	niewielkie
کوچک	mała
کوچک	male
کوچک	małe
کوچک	little
کوچک	mało
کوچک	mały
کوچک	mała
کوچک	drobne
ژاپن	japonii
ژاپن	japonia
رسمی	oficjalne
رسمی	oficjalna
رسمی	urzędnik
رسمی	urzędowym
رسمی	oficjalnie
رسمی	oficjalny
رسمی	formalne
رسمی	formalny
رسمی	formalnie
اسلام	islamu
اسلام	islam
سپتامبر	wrzesień
سپتامبر	września
پرونده	case
پرونده	sprawa
پرونده	przypadek
پرونده	plik
پرونده	pliku
ماه	miesiąc
ماه	miesiąca
ماه	miesiac
ماه	miesiące
ماه	miesięcy
ماه	miesiącach
ماه	księżyca
ماه	moon
ماه	księżycu
ماه	księżyc
اوت	sierpnia
اوت	augusta
اوت	august
اوت	sierpień
اوت	sierpień
هزار	tysiąc
هزار	tysięcy
هزار	tys
تابستانی	summer
تابستانی	letnie
تابستانی	letni
تابستانی	lato
چون	bo
چون	ponieważ
چون	gdy
چون	kiedy
آوریل	apr
آوریل	kwiecień
آوریل	kwietnia
آوریل	april
آوریل	kwiecień
تغییر	zmiana
تغییر	zmodyfikować
تغییر	zmiana
تغییر	zmiany
تغییر	zmienić
تغییر	zmień
مجموعه	zbieranie
مجموعه	kolekcja
مجموعه	zbiór
مجموعه	kolekcji
سیاسی	polityczny
سیاسی	politycznych
سیاسی	polityczne
سیاسی	polityczna
شکل	kształt
شکل	kształtu
شکل	postać
شکل	forma
شکل	formularz
شکل	formy
شکل	formularza
شکل	rysunek
شکل	figura
مارس	marzec
مارس	marca
مارس	marsz
مارس	marsie
مارس	marsa
مارس	mars
درخواست	zapytanie
درخواست	prośba
درخواست	żądanie
درخواست	wniosek
کیلومتر	kilometra
کیلومتر	kilometr
کیلومتر	kilometry
کیلومتر	kilometrów
کیلومتر	kilometr
کیلومتر	kilometry
کیلومتر	kilometrów
جمله	wyrok
جمله	zdanie
جمله	zdania
گردشگری	turystyka
گردشگری	turystyki
گردشگری	turystycznych
گردشگری	turystyczna
گردشگری	turystyczny
گردشگری	turysta
شهری	urban
شهری	miejskie
شهری	miejski
شهری	miejskich
شهری	miejska
شهری	komunalnych
شهری	city
شهری	miejscowość
شهری	miasta
شهری	miasto
ممکن	możliwy
ممکن	mozliwe
ممکن	możliwa
ممکن	możliwe
لیگ	league
لیگ	liga
لیگ	lidze
لیگ	ligi
روسیه	rosyjski
روسیه	rosyjska
روسیه	rosyjskie
روسیه	rosjanin
روسیه	rosja
منابع	źródła
منابع	źródeł
منابع	zasoby
منابع	zasobów
منابع	środki
نخستین	pierwszy
نخستین	pierwsze
نخستین	najpierw
نخستین	pierwsza
شاه	king
شاه	króla
شاه	kinga
شاه	król
شاه	shah
شاه	szach
جنوب	południowa
جنوب	południowej
جنوب	southern
جنوب	południowe
جنوب	południe
طور	mount
طور	góra
طور	tur
تشکیل	utworzony
تشکیل	utworzona
تشکیل	utworzone
تشکیل	formacja
تشکیل	szyk
تشکیل	formacji
فوت	stopę
فوت	stopy
فوت	stopa
فوت	stopie
فوت	foote
اکتبر	październik
اکتبر	października
ژوئن	czerwca
ژوئن	june
ژوئن	czerwiec
چه	jakie
چه	co
امکان	możliwy
امکان	mozliwe
امکان	możliwa
امکان	możliwe
امکان	możliwość
امکان	mozliwosc
امکان	możliwości
نویسندگان	autorzy
نویسندگان	autorów
سر	sar
سر	head
سر	głowę
سر	głowy
سر	glowy
سر	głowa
سر	reszka
سر	głowy
سر	glowy
سر	głowice
سر	orzeł
حزب	przyjęcie
حزب	partia
حزب	partii
حزب	impreza
حزب	imprezy
ما	nasz
ما	nasza
ما	nasi
ما	nasze
ما	our
فرهنگ	kultura
فرهنگ	kultury
برندگان	wygrane
برندگان	zwycięzców
برندگان	zwycięzcy
برندگان	zwycięzcami
دیگری	kolejny
دیگری	inny
دیگری	kolejna
بدون	bez
خانه	house
خانه	domu
خانه	dom
خانه	domu
خانه	dom
دسامبر	grudzień
دسامبر	grudnia
دسامبر	grudniu
موارد	elementy
موارد	artykuły
موارد	pozycji
موارد	przedmioty
موارد	pozycje
موارد	przypadkach
موارد	sprawy
موارد	przypadki
هند	indie
آلبوم	album
آلبوم	albumu
آلبوم	płyta
آزاد	wolne
آزاد	wolna
آزاد	wolny
آزاد	bezpłatne
آزاد	free
چاپ	druk
چاپ	odcisk
چاپ	drukowanie
چاپ	druk
چاپ	druku
چاپ	drukowanie
علمی	nauka
علمی	nauki
علمی	naukowy
علمی	naukowa
علمی	naukowe
نوامبر	listopada
نوامبر	listopadzie
نوامبر	listopad
نوامبر	listopada
نوامبر	listopad
آسیا	azji
شمال	północnej
شمال	północ
شمال	north
شمال	północ
شمال	północna
شمال	północne
شمال	północnej
شمال	północny
پایان	koniec
پایان	end
پایان	zakończenie
علوم	nauka
علوم	nauki
جان	jan
جان	johna
جان	janek
جان	john
جان	jana
سید	sida
سید	sid
کالیفرنیا	kalifornii
کالیفرنیا	california
کالیفرنیا	kalifornia
قرن	wieku
قرن	wiek
بازیگر	aktorka
بازیگر	aktorki
بازیگر	aktorką
بازیگر	aktora
بازیگر	aktor
صنایع	industries
صنایع	przemysłu
صنایع	branża
صنایع	przemysł
گونه	policzek
گونه	gatunki
گونه	gatunek
کانادا	kanada
کانادا	kanady
کانادا	kanady
کانادا	kanadyjski
اسپانیا	hiszpanie
اسپانیا	hiszpańskie
اسپانیا	hiszpańska
اسپانیا	hiszpański
زمین	earth
زمین	ziemi
زمین	ziemia
رئیس	szef
رئیس	szefie
برزیل	brazylia
برزیل	brazylii
سبک	light
سبک	światło
سبک	światła
سبک	lekka
سبک	lekki
سبک	styl
سبک	style
بالا	top
بالا	szczyt
بالا	góra
بالا	bala
جدید	nowości
جدید	nowe
جدید	nowość
جدید	nowy
جدید	nowa
تصویر	obrazek
تصویر	obraz
تصویر	wizerunek
غیر	non
حضور	obecność
حضور	uczestnictwo
حضور	obecność
حضور	występowanie
وارد	ward
عضو	członka
عضو	członkowskie
عضو	członkiem
عضو	członek
عضو	darowizny
عضو	darowizna
عضو	dotacja
میراث	dziedzictwo
میراث	dziedzictwo
میراث	dziedzictwa
زنان	kobiet
زنان	kobietki
زنان	kobiety
زنان	damskie
نظامی	wojskowy
نظامی	wojsko
نظامی	wojskowe
نظامی	wojska
قمری	lunar
قمری	księżycowy
آذربایجان	azerbejdżan
جای	miejsce
جای	jai
هیچ	jakikolwiek
هیچ	dowolny
هیچ	jakiekolwiek
چین	podbródek
چین	broda
چین	chin
چین	china
چین	china
چین	chin
چین	chiny
سیستم	układ
سیستم	systemu
سیستم	system
سیستم	systemowe
ظاهر	pozory
ظاهر	wygląd
ظاهر	wystąpienie
ظاهر	zahir
ادامه	kontynuować
ادامه	kontynuacja
ادامه	kontynuował
ادامه	dalszy
درجه	stopień
درجه	klasie
درجه	stopnie
درجه	stopni
درجه	stopień
درجه	rangi
درجه	stopień
انتخاب	wybierz
انتخاب	zaznacz
انتخاب	wybierz
انتخاب	wyboru
انتخاب	wybór
موجود	dostępny
موجود	dostępna
موجود	dostępne
موجود	istniejące
موجود	istniejąca
موجود	istniejących
موجود	istniejący
دستی	ręczne
دستی	instrukcja
دستی	ręczna
دستی	podręcznik
دستی	ręczny
فقط	tylko
اعلام	deklaracja
اعلام	oświadczenie
اعلام	deklaracje
اعلام	deklarację
اعلام	zgłoszenie
اعلام	ogłosić
نسبت	stosunek
نسبت	proporcje
نسبت	współczynnik
اعضای	posłowie
اعضای	członkowie
اعضای	członkom
اعضای	członków
اعضای	członkami
مسابقات	turniej
مسابقات	turnieju
تلفن	telefony
تلفن	telefonicznie
تلفن	telefon
تلفن	telefon
داستان	historia
داستان	story
داستان	opowieść
داستان	zdarzenie
داستان	opowiadanie
داستان	zdarzenia
داستان	opowiadania
داستان	historie
داستان	opowieści
سوم	iii
سوم	trzecia
سوم	trzeci
سوم	trzecie
خط	wiersz
خط	linia
خط	line
خط	linii
قانون	prawa
قانون	prawo
قانون	zasada
قانون	reguła
درگذشت	zmarł
علت	powody
علت	powodu
علت	przyczyna
علت	powód
علت	przyczyna
مهم	ważne
مهم	wazne
مهم	ważny
مهم	ważna
منبع	źródło
منبع	źródła
منبع	zasoby
منبع	zasobów
منبع	zasób
میلیون	milion
میلیون	mln
میلیون	miliony
کمک	pomoc
کمک	pomocy
جهت	kierunki
جهت	kierunku
جهت	kierunek
جهت	orientację
جهت	orientacji
جهت	ukierunkowanie
هوایی	antena
هوایی	powietrzne
هوایی	powietrza
هوایی	powietrze
هوایی	air
حتی	nawet
نمایش	pokaż
نمایش	pokaz
آمریکای	ameryka
آمریکای	america
ناحیه	region
ناحیه	regionie
ناحیه	regiony
ناحیه	regionu
ناحیه	okręg
ناحیه	dzielnicy
ناحیه	dystrykt
ناحیه	dzielnica
ناحیه	rejon
ناحیه	powiat
ناحیه	teren
ناحیه	powierzchnia
ناحیه	obszarze
ناحیه	obszar
طراحی	projekt
طراحی	konstrukcja
طراحی	projektowanie
طراحی	design
طراحی	projektowanie
آموزش	nauczanie
آموزش	uczenie
آموزش	nauczania
آموزش	kształcenie
آموزش	szkolenia
آموزش	trening
آموزش	szkolenie
آموزش	treningi
آموزش	kształcenie
آموزش	edukacji
آموزش	wykształcenie
آموزش	edukacja
قلعه	twierdzy
قلعه	zamek
قلعه	castle
قلعه	zamku
قلعه	twierdza
قلعه	fortecy
قلعه	forteca
ویرایش	edit
ویرایش	edycja
ویرایش	edytuj
ویرایش	montaż
ویرایش	edycji
ویرایش	edycja
حکومت	rządowe
حکومت	rząd
حکومت	rządowy
نمایندگان	przedstawicieli
نمایندگان	reprezentantów
نمایندگان	przedstawiciele
نمایندگان	delegatów
بازدید	odwiedzili
بازدید	odwiedził
بازدید	odwiedziła
بازدید	recenzja
بازدید	przeglądu
بازدید	przegląd
بازدید	rewizja
بازدید	odwiedziny
بازدید	wizyta
بازدید	wizyty
بازدید	odwiedziny
بازدید	wizyty
بازدید	odwiedzin
بازدید	wizyt
بازدید	zwiedzanie
بازدید	odwiedziny
بازدید	odwiedza
شیمیایی	chemikalia
شیمیایی	chemiczne
شیمیایی	chemikalia
شیمیایی	chemia
شیمیایی	chemikaliów
مساحت	teren
مساحت	powierzchnia
مساحت	obszarze
مساحت	obszar
ادبیات	literatury
ادبیات	literaturze
ادبیات	literaturę
ادبیات	literatura
موضوع	temat
موضوع	tematu
موضوع	zagadnienie
موضوع	temat
موضوع	przedmiot
موضوع	obiekt
موضوع	podmiot
شبکه	sieć
شبکه	siatka
شبکه	siatki
شبکه	sieci
شبکه	sieć
شبکه	network
برنامه	aplikacji
برنامه	aplikację
برنامه	app
برنامه	aplikacja
برنامه	programu
برنامه	program
برنامه	programy
برنامه	grafik
برنامه	rozkład
برنامه	harmonogram
برنامه	programu
برنامه	program
کاربران	użytkownicy
کاربران	użytkowników
