нула	sıfır
истинска	reel
истинска	gerçek
стан	stan
журито	jüri
образователни	eğitici
образователни	eğitim
формиране	düzen
формиране	oluşumu
формиране	oluşum
формиране	düzeni
агенцията	ajansı
агенцията	ajans
агенцията	teşkilat
добави	ekleyin
добави	ekle
добави	ekleme
разработени	gelişmiş
разработени	geliştirilmiş
разработени	geliştirildi
сиво	gray
сиво	gri
сиво	grey
сиво	gri
хордови	kordalılar
условно	koşullu
условно	şartlı
сфери	küreler
сфери	küreler
установка	fırlatıcı
календара	takvimi
календара	takvim
археолог	arkeolog
археолог	arkeolog
трифонов	trifonov
сфорца	sforza
тъмна	koyu
тъмна	karanlık
тъмна	dark
състави	derleme
състави	kompozisyonlar
състави	yapılandırmaları
костите	kemik
костите	bones
костите	kemikleri
костите	kemikler
слиза	azalan
пръст	parmağı
пръст	parmak
пръст	parmağını
пръст	parmakla
параметър	parametre
единна	birleşik
единна	birleşmiş
модена	modena
астрономия	astronomi
президентските	başkanlık
президентските	cumhurbaşkanlığı
сокол	falcon
сокол	doğan
сокол	şahin
изкуствен	suni
изкуствен	yapay
великден	paskalya
неочаквано	beklenmeyen
неочаквано	beklenmedik
пациенти	hasta
пациенти	hastalar
пациенти	hastalara
сейшели	seyşeller
морско	denizcilik
агенти	ajanlar
агенти	ajan
организирано	organize
организирано	organize
организирано	düzenli
донякъде	kısmen
нормандия	normandiya
построено	inşa
спортно	sportif
спортно	spor
спортно	sporlar
остро	keskin
остро	sivri
остро	sharp
остро	akut
стихотворение	şiir
руините	kalıntılar
руините	harabe
финландски	fin
дистанция	uzaklık
дистанция	mesafeler
дистанция	mesafe
клеопатра	kleopatra
пирамида	piramit
психологията	psikolojisi
психологията	psikoloji
магнус	magnus
роналд	ronald
катар	katar
тясна	dar
доминика	dominik
доминика	dominika
брабант	brabant
бонус	bonus
бонус	ikramiye
бонус	prim
кеймбридж	cambridge
гренландия	grönland
аргумент	tartışma
спиране	durdurmak
спиране	durmak
спиране	fren
синтез	füzyon
синтез	sentez
мускули	kaslı
мускули	kasları
мускули	kaslar
мускули	kas
мускули	kaslı
мускули	kaş
мускули	kaslar
сив	gray
сив	gri
сив	grey
сив	gri
етапи	aşama
етапи	evre
етапи	aşama
людмила	ludmilla
комитети	komiteler
оливър	oliver
сесия	oturumu
сесия	oturum
сесия	seans
лозенград	kırklareli
вулкана	yanardağ
вулкана	volkan
освобождаване	sürüm
освобождаване	serbest
освобождаване	muafiyet
членство	üyelik
членство	üye
железен	demir
железен	ütü
чиновник	katip
чиновник	memur
сняг	kar
сняг	karlı
сняг	pamuk
сняг	karlar
записано	kaydedilen
записано	kaydedilmiş
записано	kaydedildi
реалност	hakikat
реалност	reality
реалност	gerçeklik
бестселър	bestseller
безплатно	bedava
безплатно	özgür
безплатно	free
безплатно	ücretsiz
безплатно	serbest
интервюта	görüşmeler
интервюта	röportaj
интервюта	mülakat
ватикана	vatikan
масиви	diziler
антония	antonia
ванкувър	vancouver
жител	yerleşik
жител	asistan
жител	ikamet
представления	performansları
представления	gösteriler
представления	performans
еберхард	eberhard
отказ	reddetme
отказ	reddetmek
отказ	reddetme
отказ	reddetmesi
отказ	inkar
отказ	inkâr
рикардо	riccardo
рикардо	ricardo
навън	dışarıya
навън	dışarda
навън	dışarı
навън	dışarıda
навън	dışarı
присъединяване	katılın
присъединяване	katılmak
присъединяване	katıl
присъединяване	katılım
здравко	zdravko
продажбите	satış
продажбите	satışlar
проконсул	prokonsül
мъжко	erkek
свидетелство	belgesi
свидетелство	sertifika
свидетелство	sertifikası
художниците	ressamlar
покрит	kaplı
покрит	örtülü
покрит	kaplı
покрит	kaplanmış
бележка	not
бележка	nota
бележка	memo
мероприятия	etkinlikler
мероприятия	olaylar
мероприятия	etkinlik
брод	brod
бронзови	bronz
морган	morgan
охлаждане	soğutma
охлаждане	ürpertici
пресата	press
пресата	basın
пресата	basin
пресата	basında
пресата	bas
пиетро	pietro
доброволно	gönüllü
окото	göz
окото	gözü
окото	gözün
костенурки	kaplumbağalar
костенурки	kaplumbağa
костенурки	kaplumbağalar
преса	press
преса	basın
преса	basin
преса	basında
преса	bas
уайлд	wilde
бета	beta
регистрация	ruhsat
регистрация	tescil
регистрация	kayıt
реймънд	raymond
мариана	marianna
мариана	mariana
сопот	sopot
ням	salak
ням	aptal
ням	dilsiz
ням	dilsiz
храсти	çalıların
храсти	çalılar
физическо	fiziki
физическо	fiziksel
показване	ekran
показване	teşhir
показване	göster
показване	görünüm
показване	şov
показване	gösteri
показване	göster
показване	gösterin
показване	show
платна	tuvaller
платна	kanvas
платна	tuval
платна	yelken
платна	yelkenleri
ирански	iranlı
про	pro
про	profesyonel
мориц	moritz
износ	ihraç
износ	ihracat
износ	ihraç
износ	ihracat
роналдо	ronaldo
марта	marta
марта	martha
кралско	kraliyet
кралско	royal
рицарите	şövalyeler
индекс	işaret
лодка	kayık
лодка	tekne
лодка	sandal
лодка	bot
лодка	gemi
йога	yoga
емигранти	göçmenler
емигранти	muhacirlerden
платно	kanvas
платно	tuval
родина	vatan
родина	anavatan
родина	vatan
родина	vatan
родина	anavatan
гласът	sesi
гласът	ses
гласът	sesli
йоханес	johannes
карол	karol
карол	carol
алтернатива	alternatifi
алтернатива	alternatif
парична	parasal
подчертава	vurguluyor
подчертава	önemli
тимор	timor
тайните	sırlar
тайните	sırları
тайните	sır
лидерите	liderleri
лидерите	liderler
николаос	nikolaos
бъдещи	gelecek
бъдещи	geleceğin
бъдещи	gelecekteki
чува	duyuyor
чува	duyar
пшеница	buğday
баланс	denge
баланс	dengesi
кучето	köpek
свидетел	tanık
свидетел	şahit
орбитата	yörünge
цвайбрюкен	zweibrücken
организъм	organizma
организъм	organizmalar
отпадъци	boşa
отпадъци	ziyan
отпадъци	atık
отпадъци	harcama
отпадъци	israf
централа	merkezi
централа	merkez
централа	merkez
централа	karargah
сватба	evlilik
сватба	düğün
сватба	nikah
сватба	evlilik
литра	litre
литра	litre
резерв	rezervleri
резерв	rezerv
резерв	yedek
резерв	rezerve
лицата	yüzleri
лицата	yüzler
мъченици	şehit
радванска	radwańska
отделяне	ayır
отделяне	ayırın
отделяне	ayrılma
отделяне	ayrılık
отделяне	ayırma
видях	testere
полезно	yararlı
полезно	kullanışlı
полезно	faydalı
полезно	yararlı
полезно	yardımsever
полезно	faydalı
извършена	gerçekleştirildi
извършена	gerçekleştirdi
гледам	izlerken
гледам	izlemek
гледам	izleyen
гледам	izliyorum
гледам	izliyor
траките	trakyalılar
стивънс	stephens
стивънс	stevens
диапазон	mesafe
диапазон	menzil
напоследък	geçenlerde
напоследък	yakınlarda
алан	allan
мара	mara
превзет	iddialı
убеди	ikna
бийч	beech
бийч	kayın
документация	belge
документация	belgeler
последици	sonuçlar
последици	sonuçları
последици	etkileri
последици	efekt
последици	etkiler
последици	sonucu
пътека	yolu
пътека	patika
пътека	yol
учителите	öğretmenler
учителите	öğretmen
учителите	öğretmenleri
шерлок	sherlock
осман	osman
изстрелване	fırlatma
изстрелване	fırlatma
изстрелване	kalkış
изстрелване	başlat
орфей	orpheus
колела	tekerlekler
колела	çark
колела	tekerlek
федерална	federal
правомощия	güçleri
правомощия	güçler
правомощия	powers
правомощия	yetkili
правомощия	otorite
правомощия	yetki
вълк	kurtlar
вълк	kurt
вълк	wolf
вълк	kurdu
вълк	kürt
слаб	cılız
слаб	sıska
слаб	zayıf
слаб	zayıf
слаб	zayıflar
слаб	güçsüz
слаб	zayıf
слаб	ince
падуа	padua
уейн	wayne
разновидност	çeşitlilik
разновидност	çeşitli
разновидност	çeşitliliği
нашия	bizim
брут	brutus
хърбърт	herbert
екшън	eylem
екшън	motor
екшън	aksiyon
отдих	dinlenme
отдих	eğlence
отдих	rahatlık
отдих	rahatlama
духовен	manevi
духовен	ruhsal
духовен	ruhani
фишер	fisher
фишер	balıkçı
фишер	fischer
гръб	geri
гръб	arka
гръб	sırtları
гнездото	yuva
предприемачи	girişimciler
предприемачи	geliştirici
предприемачи	geliştiriciler
предприемачи	müteahhitler
тетово	kalkandere
моцарт	mozart
въстания	ayaklanmalar
яйцата	yumurta
яйцата	yumurtalar
тухли	tuğla
тодорова	todorova
финалите	finaller
финалите	finalleri
финалите	final
затворници	mahkumlar
затворници	tutsak
затворници	esirler
затворници	mahkumlar
затворници	mahkumlar
затворници	mahkûmlar
дженифър	jennifer
правителствата	hükümetler
неа	nea
инфо	bilgi
инфо	bilgileri
инфо	bilgiler
записана	kaydedilen
записана	kaydedilmiş
записана	kaydedildi
математици	matematikçiler
елин	elin
детройт	detroit
ушите	kulaklar
ушите	kulakların
ушите	kulakları
продуктите	ürün
продуктите	ürünler
продуктите	ürünleri
министрите	bakanları
министрите	bakanlar
хънт	hunt
хънт	avlanmak
хънт	av
херодот	herodot
проведено	yürütülen
проведено	gerçekleştirildi
проведено	gerçekleştirdi
единични	tek
единични	bekarlar
нормална	normal
рая	cennet
рая	cennet
рая	paradise
политбюро	politbüro
съотношение	oranı
съотношение	oran
павлович	pavlovich
съчетание	kombine
съчетание	kombinasyon
духовно	manevi
духовно	ruhsal
духовно	ruhani
духовно	ruhen
частно	özele
частно	er
частно	private
частно	özel
разрешава	sağlar
стипендия	bursu
стипендия	burslu
стипендия	burs
блато	bataklık
блато	bataklık
блато	marsh
илюстрации	çizimler
хабсбург	habsburg
гризачи	kemirgen
гризачи	kemirgenler
дворецът	saray
дворецът	sarayı
дворецът	palace
дъска	kurulu
дъска	kurul
дъска	tahta
дъска	plank
дъска	tahta
томи	tommy
блата	bataklık
блата	bataklıklar
блата	bataklıklar
проектиране	tasarım
проектиране	dizayn
проектиране	tasarım
проектиране	tasarımı
мърфи	murphy
бесарабия	besarabya
земноводни	amfibiler
корен	root
корен	kök
кей	kay
експозиция	teşhir
експозиция	pozlama
алпийски	alp
модерен	modern
модерен	çağdaş
модерен	modaya
остра	akut
остра	keskin
остра	sivri
остра	sharp
наблизо	yakındaki
наблизо	yakınlardaki
наблизо	yakınında
наблизо	yakınlarda
наблизо	yakın
балет	bale
трайно	dayanıklı
трайно	kalıcı
трайно	kalıcı
трайно	ömürlü
последователност	tutarlılığı
последователност	sıralı
последователност	dizi
последователност	dizisi
последователност	tutarlılık
тънки	zayıf
тънки	ince
аец	npp
мъртъв	ölüler
мъртъв	öldü
мъртъв	ölü
мъртъв	dead
петата	topuk
заряд	hücum
заряд	suçlama
заряд	şarj
коло	colo
подправки	baharat
подправки	baharat
подправки	baharat
подправки	bahar
разтвор	çözümü
разтвор	çözüm
ума	zihin
ума	akıl
дамаск	şam
установена	kurulmuştur
установена	kurulmuş
установена	kuruldu
установена	yerleşik
установена	kurulan
черво	bağırsak
черво	bağırsak
черво	bağırsak
черво	kolon
хумор	espri
хумор	mizah
хумор	espri
хумор	mizah
интензивно	yoğun
интензивно	şiddetli
интензивно	yoğun
радослав	radoslav
популация	nüfusu
популация	nüfus
одобрява	onaylıyor
одобрява	onaylar
подобрения	gelişmeler
подобрения	geliştirme
подобрения	iyileştirme
подобрения	gelişme
подобрения	gelişim
драган	dragan
организиране	düzenleme
организиране	organize
поеми	şiirler
поеми	şiir
ужасите	korkular
злото	kötülük
злото	kötü
злото	şeytan
злото	evil
злото	şer
силва	silva
премахва	kaldırır
майсен	meissen
култ	tarikat
култ	mezhep
трафик	trafik
трафик	kaçakçılığı
трафик	kaçakçılık
баку	bakü
специфична	spesifik
специфична	belirli
погребението	cenazesi
погребението	cenaze
рой	roy
живите	yaşamak
живите	yaşayan
живите	yaşıyorum
монахиня	rahibe
спонсор	sponsoru
спонсор	sponsor
остатъци	kalıntı
остатъци	kalıntılar
остатъци	artıkları
остатъци	kalanlar
остатъци	kalıntılar
остатъци	artıkları
луиджи	luigi
робство	kölelik
робство	kölelik
остър	keskin
остър	sivri
остър	sharp
остър	akut
вестфалия	vestfalya
долини	vadiler
детство	çocukluğum
детство	çocukluğu
детство	çocukluk
важи	uygulanır
важи	geçerlidir
стаята	oda
битките	savaşlar
струга	struga
подобие	benzerlikler
подобие	benzerliği
подобие	benzerlik
патрон	kartuş
патрон	fişek
таня	tania
таня	tanya
таня	tanja
увеличение	zoom
увеличение	zum
увеличение	artış
увеличение	artırma
увеличение	büyütme
възпитание	eğitim
възпитание	yetiştirilme
заслужил	kazanılan
заслужил	kazanılmış
устойчивост	istikrar
устойчивост	kararlılık
устойчивост	sürdürülebilirlik
устойчивост	direnç
устойчивост	direniş
устойчивост	sebat
устойчивост	israr
устойчивост	inat
устойчивост	direnç
бъркли	berkley
бъркли	berkeley
камери	kameralar
експерти	uzmanlar
експерти	uzmanları
експерти	uzman
експерти	uzmanlara
обичайно	olağan
подчинение	itaat
подчинение	teslim
подчинение	teslimiyet
изключен	sakat
изключен	engelli
изключен	kapatılmış
изключен	hariç
изключен	atılmış
изключен	atıldı
блокиран	engellenmiş
блокиран	engellendi
затруднения	güçlük
затруднения	sıkıntı
затруднения	zorluk
затруднения	zorluklar
затруднения	zorluklar
затруднения	zorluk
приказка	masalı
приказка	öykü
приказка	masal
приказка	masal
приказка	hikâye
приказка	hikaye
приказка	öykü
приказка	masal
метър	metre
метър	metre
модификации	değişiklikler
джан	jan
джан	ocak
джан	zhang
саймън	simon
свързване	bağlayıcı
свързване	bağlama
свързване	bağ
свързване	bağlantı
свързване	bağlanma
свързване	bağlanıyor
свързване	bağlama
свързване	bağla
свързване	bağlan
променливи	değişken
променливи	değişken
променливи	değişkenleri
психоаналитик	psikanalist
удоволствие	memnuniyet
удоволствие	zevk
удоволствие	haz
удоволствие	keyif
лийдс	leeds
шумахер	schumacher
плутарх	plutarch
неизвестна	bilinmiyor
неизвестна	bilinmeyen
сок	suyu
сок	çorap
пейзаж	sahneler
пейзаж	dekor
пейзаж	sahne
пейзаж	manzara
пейзаж	yatay
пейзаж	manzara
влияе	etkiler
ресен	resen
ивици	çizgili
ивици	çizgiler
базел	basel
затваря	kapanıyor
затваря	kapatır
затваря	kapanır
гаврил	gavril
клетва	ant
клетва	yemin
клетва	ant
клетва	yemin
сблъсъци	çatışmalar
сблъсъци	çarpışmalar
наталия	natalya
наталия	natalia
разделено	bölündü
разделено	bölünmüş
кери	carrie
кери	cary
кери	kerry
съветници	danışmanları
леонард	leonard
показател	işaret
показател	göstergesi
показател	gösterge
пробив	atılım
пробив	gedik
пробив	ihlal
пробив	ihlali
комунизма	komünizm
осъжда	kınıyor
църквите	kiliseler
домашен	yuva
домашен	ev
домашен	evde
домашен	eve
домашен	evim
домашен	yerli
домашен	yurtiçi
построи	inşa
кооперация	işbirlikçi
кооперация	işbirliği
ален	alain
конкурси	yarışmalar
конкурси	yarışmaları
бук	beech
бук	kayın
германци	alman
германци	almanlar
германци	almanları
компютъра	bilgisayar
реализъм	gerçekçilik
реализъм	gerçeklik
делегати	delegeler
гуам	guam
настояване	israr
ботове	botlar
ботове	robotlar
ботове	robotları
повреда	fiyasko
повреда	başarısızlık
повреда	başarısız
повреда	zarar
повреда	hasar
повреда	arıza
повреда	arızalı
оксфорд	oxford
аквитания	akitanya
сет	seth
съдържащ	içeren
дива	vahşi
дива	wild
дива	çılgın
дива	yaban
дива	yabani
дива	diva
девети	dokuzuncu
девети	ninth
двоен	ikili
двоен	çifte
двоен	çift
двоен	duble
археология	arkeoloji
археология	arkeoloji
ескадрила	filo
ескадрила	bölük
шум	ses
шум	gürültü
опитът	deneyimi
опитът	tecrübe
опитът	deneyim
психологически	psikolojik
бенджамин	benjamin
стълб	sütun
стълб	direk
стълб	kutup
стълб	kutbu
заден	arka
каменица	kamenica
опери	opera
абдул	abdul
прием	karşılama
прием	resepsiyon
светлана	svetlana
пен	penn
специализирана	uzmanlaşmış
поморие	pomorie
луизиана	louisiana
сух	kuru
кристали	kristalleri
сървър	sunucusu
сървър	sunucu
сървър	server
хофман	hoffmann
хофман	hoffman
училищата	okullar
училищата	okulları
мей	mei
фотограф	fotoğrafçı
лого	logo
лого	logosu
лого	logo
лого	logolar
мирослав	miroslav
материалите	malzeme
материалите	malzemeler
почит	övgü
почит	hürmet
почит	haraç
почит	hürmet
атлетика	atletizm
съдът	saray
съдът	mahkeme
съдът	court
хирургия	ameliyat
хирургия	cerrahi
отражение	yansıma
отражение	yansıması
вегас	vegas
влакна	iplikler
влакна	lif
влакна	fiber
влакна	iplik
влакна	fiber
бенедикт	benedict
поделение	birlik
поделение	birim
поделение	ünite
предложена	önerilen
признати	tanınan
признати	tanıdı
признати	tanınan
швабия	swabia
джонатан	jonathan
отдели	bölümler
катя	katia
катя	katya
катя	katja
никита	nikita
неуспешни	başarısız
илюстрация	illüstrasyon
романс	romantizm
романс	romantik
дик	sik
дик	dick
дъно	altta
дъно	alt
дъно	alttaki
дъно	dibi
дъно	dibe
санчес	sanchez
заплахи	tehdit
заплахи	tehditleri
заплахи	tehditler
женско	dişi
женско	kadınsı
женско	kadın
женско	dişi
интерпретация	yoruma
щастлив	mutluluklar
щастлив	mutlu
щастлив	happy
нина	nina
изтрита	sildim
изтрита	silindi
изтрита	silinmiş
анонимен	anonim
анонимен	isimsiz
предупреждение	uyarı
успехите	başarılar
имущество	mülk
имущество	mülkiyet
имущество	emlak
имущество	gayrimenkul
имущество	özellik
приключения	maceraları
приключения	macera
приключения	maceralar
приключения	macera
спасение	kurtuluşu
спасение	kurtuluş
секции	bölümleri
секции	kısımlar
секции	bölümler
доклади	raporları
доклади	raporlar
домове	evler
белене	belene
вагнер	wagner
олтара	sunak
нютон	newton
решено	çözüldü
решено	çözülmüş
решено	karar
решено	azimli
решено	kararlı
оставката	istifa
винсент	vincent
реализация	idrak
реализация	fark
достъпна	ulaşılabilir
достъпна	erişilebilir
изключителна	ayrıcalıklı
изключителна	özel
изключителна	sıradışı
изключителна	olağandışı
изключителна	olağanüstü
изключителна	olağanüstü
изключителна	olağanüstü
усвояване	emme
усвояване	emilim
палма	palma
шапка	şapka
татяна	tatiana
татяна	tatyana
карат	sürücüler
карат	sürücüleri
карат	kullanıyor
парламентарна	parlamento
сократ	sokrates
сянка	gölge
сянка	gölge
сребърна	gümüş
сребърна	silver
честта	onur
честта	şeref
честта	onur
честта	şeref
светло	işık
светло	hafif
светло	light
светло	nur
светло	aydınlık
светло	parlak
светло	aydınlık
минск	minsk
рот	roth
героиня	kahraman
лисица	tilki
лисица	fox
хребет	sırtı
хребет	ridge
шварцбург	schwarzburg
синя	blue
синя	mavi
кръгла	yuvarlak
ритуали	ayinler
ритуали	ayinler
паунда	sterlin
паунда	pound
паунда	kilo
титан	titanyum
титан	titan
гугъл	google
вдовицата	dul
магия	büyücülük
магия	magic
магия	sihirli
магия	sihir
магия	büyü
магия	büyülü
палуба	güverte
палуба	deste
мусолини	mussolini
ранд	rand
уравнение	eşitlik
уравнение	denklem
уравнение	denklemi
включване	giriş
включване	girişi
включване	dahil
остри	keskin
остри	sivri
остри	sharp
експерт	uzman
въведени	tanıttı
въведени	tanıştırdı
регионално	bölgesel
влакове	trenler
влакове	trenleri
влакове	tren
алесандро	alessandro
продаден	satılmış
продаден	satılan
продаден	satıldı
продаден	sattı
продаден	satılır
уикимедия	wikimedia
равновесие	denge
равновесие	dengesi
равновесие	denge
подробна	ayrıntılı
подробна	detaylı
процедури	prosedürleri
служителите	çalışanları
служителите	çalışanlar
служителите	işçiler
служителите	çalışan
съюзи	sendikalar
съюзи	sendika
съюзи	ittifaklar
възли	düğüm
възли	knot
възли	düğümler
възли	nodüller
индивидуално	bireysel
индивидуално	birey
пери	perry
пери	parry
групова	gurup
групова	grup
групова	grubu
трансилвания	transilvanya
фрг	fac
трън	diken
трън	thorn
зрителите	izleyicilerin
зрителите	görenler
зрителите	izleyiciler
зрителите	izleyenler
барабанист	davulcu
червеи	solucanlar
червеи	solucan
червеи	kurtçuk
червеи	solucanlar
барбароса	barbarossa
положителни	olumlu
положителни	pozitif
отбелязано	kaydetti
мурад	murad
чака	chaka
буквите	mektuplar
буквите	harfler
буквите	mektup
буквите	harf
кирибати	kiribati
анатолий	anatoly
дебели	yağ
дебели	şişko
дебели	fat
дебели	şişman
конференции	konferans
конференции	konferanslar
баница	turta
баница	börek
атентат	suikast
атентат	bombalama
атентат	bombardıman
пейзажи	sahneler
пейзажи	dekor
пейзажи	sahne
пейзажи	manzara
пейзажи	manzara
възрастен	yetişkin
водачи	sürücüler
водачи	sürücüleri
водачи	liderleri
водачи	liderler
бягане	koşarak
бягане	koşmak
бягане	koşu
бягане	koşan
бягане	koşarken
бягане	koşuyor
бягане	koşu
колин	collin
колин	colin
обвинение	itham
обвинение	suçlama
преден	öne
преден	cephe
преден	ön
комунист	komünist
шампиона	şampiyon
мине	pas
мине	geçiş
крилото	kanat
крилото	wing
учил	okudu
преработка	işlenmesi
преработка	işleme
преработка	işlem
преработка	sürüm
преработка	revizyon
фриц	fritz
папагали	papağanlar
озаглавена	başlıklı
молитва	namaz
молитва	dualar
молитва	dua
молитва	namaz
молитва	dua
молитва	dualar
дълбок	derine
дълбок	derin
дълбок	deep
дълбок	derinden
небе	gökyüzü
небе	gök
небе	sky
небе	gökyüzü
небе	gök
небе	gökler
канцлер	şansölye
силезия	silezya
случаят	case
случаят	vaka
случаят	dava
домейн	alan
елиът	elliott
елиът	eliot
елиът	elliot
мейн	maine
сложно	karışık
сложно	karmaşık
съдействие	işbirliği
каринтия	karintiya
плат	platt
плат	bez
плат	kumaş
плат	kumaş
точни	doğru
точни	isabetli
съливан	sullivan
телата	bedenler
телата	bedenleri
телата	cesetler
отсъствие	yokluğu
отсъствие	yokluğunda
райт	wright
забранени	yasaklanmış
забранени	yasaklı
забранени	yasak
забранени	yasaktır
забранени	yasaklanmış
забранени	yasak
забранени	yasaklandı
забранени	yasaktır
забранени	yasaklı
забранени	yasaklanmış
забранени	yasaklandı
ферара	ferrara
нанси	nancy
бокса	boks
шанхай	şangay
шанхай	şanghay
технологичен	teknoloji
технологичен	teknolojik
духовни	manevi
духовни	ruhsal
духовни	ruhani
душан	dusan
съвместна	müşterek
съвместна	sarma
съвместна	eklem
съседи	komşular
съседи	komşuları
съседи	komşu
съседи	komşular
съседи	komşuları
съседи	komşu
въртене	döndürme
въртене	çevir
въртене	döndürme
въртене	dön
въртене	spin
въртене	dönüş
въртене	döner
въртене	döndürme
въртене	dönen
въртене	dönüyor
въртене	döndürme
въртене	rotasyon
въртене	dönüş
сул	sul
атоми	atom
атоми	atomlar
облак	bulut
хищници	yırtıcılar
хищници	avcılar
съмнения	şüphe
съмнения	kuşku
съмнения	şüphe
съмнения	kuşku
съмнения	şüpheler
реагира	tepki
възможна	muhtemel
възможна	mümkün
възможна	olası
ерани	errani
джоан	joanne
джоан	joan
джоан	jeanne
румънска	rumen
румънска	romen
легендите	efsaneler
легендите	efsane
легендите	efsaneleri
енрике	enrique
мелбърн	melbourne
синоним	eşanlamlı
мрамор	mermer
водопад	şelale
часовник	saat
часовник	saate
икономисти	ekonomistler
тезата	tez
тезата	tezi
притежание	bulundurma
притежание	mülkiyet
притежание	sahipliği
отказа	reddetti
обединено	birleşik
обединено	birlik
обединено	united
обединено	birleşmiş
послание	ileti
послание	mesajınız
послание	mesaj
послание	mesajı
федеративна	federatif
пясък	kum
пясък	kumu
пясък	sand
пясък	sands
вердер	werder
вселена	kainat
вселена	evren
горещо	hot
горещо	ateşli
горещо	sicak
горещо	sıcak
океания	okyanusya
споразумения	ayarlamalar
споразумения	düzenlemeleri
споразумения	düzenlemeler
споразумения	anlaşmalar
смесен	karışık
смесен	karıştırılmış
смесен	harmanlanmış
съществени	gerekli
съществени	şart
надеждата	umut
надеждата	hope
надеждата	ümit
надя	nadja
надя	nadya
надя	nadia
устав	tüzüğü
победители	kazananlar
гимнастика	jimnastik
гимнастика	jimnastik
предградие	banliyö
предградие	banliyö
нестор	nestor
тенденции	trend
тенденции	eğilim
тенденции	eğilimler
тенденции	eğilim
скачване	yanaşma
кратер	krater
въглероден	karbon
залцбург	salzburg
мак	mac
мак	maç
мак	mack
уникални	benzersiz
уникални	tekil
уникални	eşsiz
осветена	yaktı
осветена	aydınlatılmış
влияния	etkiler
лауда	lauda
паркър	parker
красив	yakışıklı
логото	logo
логото	logosu
унищожаване	yıkım
унищожаване	imha
тувалу	tuvalu
изчисления	hesaplamalar
изчисления	hesaplama
алис	alice
консултант	danışmanı
консултант	danışman
драматични	dramatik
познание	bilgi
познание	ilim
скулптури	heykel
скулптури	heykeller
трансфер	aktarım
трансфер	transfer
трансфер	havale
офанзива	hücum
офанзива	saldırgan
офанзива	kırıcı
вдига	zam
хървати	hırvatlar
хървати	hırvatlar
куинсланд	queensland
споменато	bahsedilen
каварна	kavarna
баскетбол	basketbol
баскетбол	basket
бирмингам	birmingham
кралици	queens
взрив	bang
взрив	patlama
взрив	patlama
уникална	benzersiz
уникална	tekil
уникална	eşsiz
