din	från
noiembrie	november
cum	hur
imagine	bilden
imagine	bild
imagine	avbild
imagine	bilden
imagine	image
imagine	bild
statul	stat
statul	statliga
statul	delstat
statul	statligt
lor	deras
lor	sina
fie	antingen
fie	endera
avut	had
avut	hadde
avut	hade
avut	haft
familia	familjen
familia	familj
familia	family
familia	släkt
numele	namnge
numele	namn
numele	name
timpul	tid
timpul	tidpunkt
timpul	dags
timpul	klockslag
timpul	tiden
nord	norr
nord	norra
nord	norrut
nord	nord
nord	nord
principala	huvudsakliga
principala	main
principala	huvudsaklig
principala	viktigaste
principala	huvudsakliga
principala	main
principala	huvudsaklig
principala	viktigaste
sud	syd
sud	söderut
sud	söder
sud	södra
aprilie	april
erau	var
loc	ställe
loc	place
loc	placera
loc	plats
primul	först
primul	första
astfel	således
astfel	alltså
astfel	sålunda
iulie	juli
doar	bara
doar	enbart
doar	endast
doar	bara
editura	förlag
editura	förläggare
editura	utgivare
asteroid	asteroid
februarie	februari
recensamantului	folkräkning
trei	tre
trei	three
asteroizi	asteroider
discutie	diskussioner
discutie	diskussion
discutie	diskussioner
discutie	diskussion
discutie	diskussioner
discutie	diskussion
franta	frankrike
franta	france
franta	frankrike
franta	france
franta	frankrike
franta	france
partea	delen
partea	del
mult	mycke
mult	much
mult	mycket
fara	utan
fara	utan
departamentul	departement
departamentul	department
departamentul	avdelning
departamentul	avdelningen
departamentul	departementet
foarte	mycket
data	date
data	dejt
data	datum
data	träff
data	data
data	uppgifter
data	date
data	dejt
data	datum
data	träff
departament	departement
departament	department
departament	avdelning
departament	avdelningen
departament	departementet
unul	en
unul	ett
unul	one
apoi	sedan
apoi	sen
apoi	då
grup	gruppen
grup	grupp
grup	gruppera
locul	ställe
locul	place
locul	placera
locul	plats
oras	town
oras	stad
oras	staden
oras	staden
oras	city
oras	ort
oras	stad
oras	orten
oras	town
oras	stad
oras	staden
oras	staden
oras	city
oras	ort
oras	stad
oras	orten
oras	town
oras	stad
oras	staden
oras	staden
oras	city
oras	ort
oras	stad
oras	orten
pot	kan
pot	can
camp	lägret
camp	camp
camp	läger
camp	field
camp	fält
camp	fältet
germania	tyskland
face	gör
face	fabrikat
face	göra
satul	byn
satul	by
satul	village
national	nationella
national	national
national	nationellt
national	nationell
national	nationella
national	national
national	nationellt
national	nationell
national	nationella
national	national
national	nationellt
national	nationell
note	sedlar
note	anteckningar
note	noterar
note	anmärkningar
note	noter
perioada	perioden
perioada	period
perioada	tidsperiod
perioada	perioden
perioada	period
perioada	tidsperiod
minoritate	minoritet
ucraineana	ukrainska
cadrul	ramverk
cadrul	ram
general	allmän
general	allmänna
general	allmänt
razboi	kriga
razboi	kriget
razboi	krig
razboi	war
razboi	kriga
razboi	kriget
razboi	krig
razboi	war
peste	over
peste	över
peste	fisk
peste	fiska
peste	fiskar
romana	rumäner
romana	rumänska
romana	rumänsk
romana	roman
romana	romerska
romana	romersk
romana	romana
afla	läs
afla	lär
afla	lära
inceput	påbörjade
inceput	började
inceput	startat
inceput	påbörjad
inceput	startad
inceput	startade
inceput	börjar
inceput	början
iii	iii
duce	hertig
duce	duke
duce	duce
roman	rumäner
roman	rumänska
roman	rumänsk
roman	roman
roman	romerska
roman	romersk
roman	novell
roman	romanen
roman	roman
provincia	provins
provincia	län
provincia	provinsen
existand	befintligt
existand	befintlig
existand	befintliga
existand	existerande
vedere	utsikt
vedere	vy
vedere	visa
wikipedia	wikipedia
specie	djurart
specie	art
specie	arter
punct	punkt
punct	pricken
punct	prick
punct	dot
punct	punkt
punct	peka
punct	poäng
punct	point
stat	stat
stat	statliga
stat	delstat
stat	statligt
unite	förenade
unite	united
unite	enad
unite	enade
moldova	moldavien
moldova	moldova
file	flikarna
file	flikar
atunci	sedan
atunci	sen
atunci	då
aceste	dessa
secolul	sekel
secolul	århundrade
secolul	århundradet
una	en
una	ett
una	one
aceasta	denna
aceasta	detta
life	life
life	livet
life	livstid
life	liv
resedinta	vistelse
resedinta	hemvist
resedinta	bosättning
resedinta	bostad
resedinta	vistelse
resedinta	hemvist
resedinta	bosättning
resedinta	bostad
resedinta	vistelse
resedinta	hemvist
resedinta	bosättning
resedinta	bostad
orasul	staden
orasul	city
orasul	ort
orasul	stad
orasul	orten
orasul	town
orasul	stad
orasul	staden
orasul	staden
orasul	city
orasul	ort
orasul	stad
orasul	orten
tot	allt
tot	alla
tot	fortfarande
tot	ändå
chiar	jämn
chiar	även
facut	made
facut	tillverkad
facut	tillverkade
facut	tillverkat
facut	gjorda
cunoscute	kända
cunoscute	känd
cunoscute	känt
film	film
film	filma
film	film
vorbitori	högtalarna
vorbitori	högtalare
vorbitori	talare
date	datum
date	data
date	uppgifter
trebuie	måste
trebuie	must
cunoscuta	kända
cunoscuta	känd
cunoscuta	känt
decat	än
decat	än
aici	här
mari	big
mari	stora
mari	stor
mari	stort
mari	mari
mari	hav
zile	dagarna
zile	dagar
zile	days
fata	front
fata	främre
fata	framsidan
fata	fram
fata	framsida
fata	ansikte
fata	ansiktet
fata	face
fata	ansikte
fata	ansiktet
fata	face
fata	flicka
fata	tjej
fata	ansikte
fata	ansiktet
fata	face
fata	flicka
fata	tjej
fata	ansikte
fata	ansiktet
fata	face
fata	ansikte
fata	ansiktet
fata	face
club	club
club	klubb
club	klubben
club	klubba
componente	beståndsdelar
componente	komponenterna
componente	komponenter
ulterior	därefter
est	östra
est	österut
est	öst
est	öster
est	est
nou	ny
nou	nyhet
nou	nya
nou	nytt
ales	utvald
ales	valda
ales	utvalda
ales	vald
ales	utvalt
ales	valt
numai	bara
numai	enbart
numai	endast
ioan	johannes
ioan	john
ioan	johan
ioan	ioan
ion	ion
rusa	ryss
rusa	ryskt
rusa	rysk
rusa	ryska
rusa	ryss
rusa	ryskt
rusa	rysk
rusa	ryska
isbn	isbn
populatia	populationen
populatia	befolkning
populatia	befolkningen
populatia	folkmängd
populatia	population
populatia	populationen
populatia	befolkning
populatia	befolkningen
populatia	folkmängd
populatia	population
doi	två
acelasi	samma
acelasi	detsamma
membru	medlem
membru	medlemmen
membru	ledamot
numit	namngivna
numit	ringde
numit	ringt
numit	kallas
numit	kallad
descrisa	beskrev
descrisa	beskrivet
descrisa	beskrivna
descrisa	beskrivs
oficial	tjänsteman
oficial	officiell
oficial	officiellt
oficial	officiella
oficial	officiellt
nici	varken
nici	nor
impotriva	emot
impotriva	mot
impotriva	emot
impotriva	mot
impotriva	emot
impotriva	mot
desi	fastän
desi	desi
desi	fastän
desi	fastän
saint	sankt
saint	saint
saint	helgon
impreuna	tillsammans
impreuna	tillsammans
impreuna	tillsammans
specia	djurart
specia	art
specia	arter
vest	västra
vest	väst
vest	väster
vest	västerut
vest	västra
vest	västlig
italia	italia
italia	italien
putin	little
putin	lilla
putin	litet
putin	liten
putin	putin
putin	putins
excentricitate	excentricitet
inca	fortfarande
inca	ändå
inca	fortfarande
inca	ändå
descoperit	upptäckts
descoperit	upptäckt
descoperit	upptäcktes
descoperit	upptäckta
descoperit	upptäckte
descoperit	avslöjats
descoperit	avslöjat
inainte	vidarebefordra
inainte	framåt
inainte	före
inainte	förut
inainte	innan
inainte	vidarebefordra
inainte	framåt
inainte	före
inainte	förut
inainte	innan
lemn	ved
lemn	trä
lemn	virke
noi	ny
noi	nyhet
noi	nya
noi	nytt
nicolae	nikolaj
nicolae	nicholas
nicolae	nicolae
nationala	nationella
nationala	national
nationala	nationellt
nationala	nationell
nationala	nationella
nationala	national
nationala	nationellt
nationala	nationell
subspecii	underarter
statele	staterna
statele	stater
statele	delstater
drept	straight
drept	rakt
drept	rak
drept	raka
mod	läge
mod	mod
american	american
american	amerikan
american	amerikanskt
american	amerikansk
american	amerikanska
fiecare	varenda
fiecare	varje
fiecare	varje
fiecare	vardera
prezent	nuvarande
prezent	närvarande
prezent	present
prezent	nutid
casa	house
casa	huset
casa	hus
casa	house
casa	huset
casa	hus
casa	hem
casa	hemma
casa	hemmet
casa	home
acestea	dessa
printre	bland
printre	bland
categorie	kategori
categorie	kategorin
text	text
text	texten
cluj	cluj
bine	duktiga
bine	god
bine	duktig
bine	gott
bine	bra
bine	okej
http	http
site	webbplatsen
site	site
site	webbplats
articole	artiklar
articole	artiklarna
articole	poster
articole	objekt
articole	föremål
alexandru	alexandru
alexandru	aleksandr
alexandru	alexander
unele	några
unele	vissa
unele	somliga
milioane	miljon
milioane	miljoner
milioane	miljontals
milioane	miljoner
apa	vatten
apa	vatten
ori	ori
tara	landet
tara	land
tara	landet
tara	land
tara	landet
tara	land
tara	tara
tara	landet
tara	land
tara	landet
tara	land
sate	byar
sate	byarna
tarziu	sena
tarziu	försenat
tarziu	försenade
tarziu	sen
tarziu	försenad
tarziu	sent
tarziu	sena
tarziu	försenat
tarziu	försenade
tarziu	sen
tarziu	försenad
tarziu	sent
istoria	historia
istoria	historik
istoria	historiken
maria	maria
cunoscut	kända
cunoscut	känd
cunoscut	känt
patru	fyra
republica	republik
republica	republiken
republica	republik
republica	republiken
cca	ca
raul	river
raul	floden
raul	flod
raul	raul
raul	raúl
raul	onda
raul	ondskan
raul	ondska
raul	evil
raul	ond
raul	ont
formata	bildas
formata	bildade
formata	bildats
formata	bildat
formata	bildades
paris	paris
gheorghe	gheorghe
gheorghe	georg
gheorghe	george
gheorghe	nicke
tip	kille
tip	guy
tip	killen
tip	typ
premiul	pris
premiul	utmärkelse
premiul	tilldelning
putea	kan
putea	kunde
persoane	personer
persoane	människor
persoane	personer
persoane	folk
persoane	people
constantin	constantin
constantin	konstantin
constantin	constantine
etc	etc
etc	osv
exemplu	exempel
descriere	bildtext
descriere	beskrivning
george	georg
george	george
george	nicke
articol	artikeln
articol	artikel
nascut	född
nascut	born
nascut	födda
nascut	född
nascut	born
nascut	födda
numarul	tal
numarul	antal
numarul	nummer
comitatul	county
comitatul	länet
comitatul	län
harta	karta
harta	kartlägga
harta	kartan
harta	karta
harta	kartlägga
harta	kartan
john	johannes
john	john
john	johan
jos	down
jos	neråt
jos	nere
jos	nedåt
jos	ner
marea	sea
marea	sjö
marea	hav
marea	havet
deoarece	eftersom
localitate	orten
aproape	nästan
scris	skriftliga
scris	skrivet
scris	skrivit
scris	skriftligt
scris	skrivna
raport	anmäla
raport	rapportera
raport	anmäl
raport	rapport
raport	betänkande
raport	anmälan
echipa	truppen
echipa	trupp
echipa	squad
echipa	laget
echipa	lag
echipa	team
echipa	laget
echipa	lag
echipa	team
diferite	avvikande
diferite	olika
diferite	annorlunda
baza	basera
baza	base
baza	bas
baza	basen
baza	basera
baza	base
baza	bas
baza	basen
special	speciellt
special	särskild
special	speciell
special	särskilda
special	speciella
valea	valea
valea	dal
valea	valley
valea	dalen
comune	joint
comune	gemensamt
comune	gemensamma
comune	gemensam
ele	de
ele	dom
stadium	stadion
stadium	stadium
svg	svg
zona	zone
zona	zonen
zona	zon
zona	area
zona	område
zona	området
zona	yta
zona	zone
zona	zonen
zona	zon
zona	area
zona	område
zona	området
zona	yta
dat	givet
dat	given
dat	givna
slovenia	slovenien
americii	america
americii	amerika
satului	byn
satului	by
satului	village
imparat	kejsaren
imparat	kejsare
imparat	kejsaren
imparat	kejsare
localitatea	orten
viata	life
viata	livet
viata	livstid
viata	liv
viata	life
viata	livet
viata	livstid
viata	liv
viata	life
viata	livet
viata	livstid
viata	liv
viata	life
viata	livet
viata	livstid
viata	liv
viata	life
viata	livet
viata	livstid
viata	liv
bun	duktiga
bun	god
bun	duktig
bun	gott
bun	bra
cet	cet
format	bildas
format	bildade
format	bildats
format	bildat
format	bildades
format	formatera
format	formatet
format	format
primit	fått
primit	mottaget
primit	fick
primit	mottagen
primit	mottagna
presedinte	president
presedinte	ordförande
presedinte	ordföranden
presedinte	talmannen
presedinte	styrelseordförande
presedinte	ordförande
presedinte	president
presedinte	ordförande
presedinte	ordföranden
presedinte	talmannen
presedinte	president
presedinte	ordförande
presedinte	ordföranden
presedinte	talmannen
presedinte	styrelseordförande
presedinte	ordförande
langa	nära
oameni	människor
oameni	personer
oameni	folk
oameni	people
istoric	historiskt
istoric	historisk
istoric	historiska
istoric	historiker
istoric	historiskt
istoric	historisk
istoric	historiska
istoric	historia
istoric	historik
istoric	historiken
suprafata	yt
suprafata	yta
suprafata	area
suprafata	område
suprafata	området
suprafata	yta
suprafata	yt
suprafata	yta
suprafata	yt
suprafata	yta
suprafata	yt
suprafata	yta
suprafata	yt
suprafata	yta
europa	eu
europa	europe
europa	europa
europa	europa
europa	eu
europa	europe
europa	europa
universitatea	university
universitatea	universitet
universitatea	universitetet
universitatea	högskola
team	laget
team	lag
team	team
copii	ungar
copii	kids
copii	barn
copii	barn
aproximativ	ungefärligt
aproximativ	ungefärliga
aproximativ	ungefärlig
aproximativ	cirka
aproximativ	ungefär
aproximativ	grovt
aproximativ	ungefär
lucru	sak
lucru	thing
lucru	arbete
lucru	work
lucru	arbeta
lucru	jobba
cazul	case
cazul	fodral
cazul	fallet
cazul	fall
romani	rumäner
romani	rumänska
romani	rumänsk
romani	rumäner
romani	romans
romani	romare
romani	romarna
romani	romska
folosit	använda
folosit	använt
folosit	begagnad
folosit	används
folosit	begagnade
orice	någon
clubnat	clubnat
ibn	ibn
mihai	mihai
mihai	mikael
mihai	michael
acum	nu
recensamantul	folkräkning
centrul	centrum
centrul	center
centrul	mitten
centrul	centrumet
centrul	centrum
centrul	centre
reprezinta	företräder
reprezinta	representerar
reprezinta	representera
reprezinta	företräda
reprezinta	representerar
reprezinta	företräder
reprezinta	representerar
reprezinta	representera
reprezinta	företräda
reprezinta	representerar
san	san
san	bröst
teritoriul	territorier
teritoriul	territoriet
teritoriul	territorium
van	van
van	skåpbil
van	van
van	skåpbil
ungaria	ungern
numar	tal
numar	antal
numar	nummer
numar	tal
numar	antal
numar	nummer
cauza	orsaka
cauza	orsak
cauza	orsaka
cauza	orsak
bulgaria	bulgarien
engleza	swedish
engleza	engelska
engleza	swedish
engleza	engelska
serie	serier
serie	serie
serie	serien
sua	usa
vechi	gamla
vechi	gammal
vechi	gammalt
muntii	berg
muntii	fjällen
muntii	berg
muntii	fjällen
muntii	berg
muntii	fjällen
limbi	språken
limbi	språk
fel	snäll
apelor	farvatten
apelor	vatten
apelor	waters
apelor	vattnen
fotbal	fotboll
fotbal	fotboll
regele	king
regele	kungen
regele	kung
regele	konung
fiul	sonen
fiul	son
anterior	tidigare
anterior	föregående
anterior	tidigare
noua	ny
noua	nyhet
noua	nya
noua	nytt
noua	nine
noua	nio
noua	ny
noua	nyhet
noua	nya
noua	nytt
evolutia	evolutionen
evolutia	evolution
evolutia	utveckling
evolutia	utvecklingen
evolutia	evolutionen
evolutia	evolution
evolutia	utveckling
evolutia	utvecklingen
evolutia	evolutionen
evolutia	evolution
evolutia	utveckling
evolutia	utvecklingen
viteza	hastighet
viteza	snabbhet
viteza	speed
viteza	varvtal
viteza	växlad
viteza	hastighet
viteza	snabbhet
viteza	speed
viteza	varvtal
viteza	växlad
paul	paulus
paul	paul
palomar	palomar
orase	städer
orase	orter
orase	resmål
orase	städerna
orase	städer
orase	orter
orase	resmål
orase	städerna
orase	städer
orase	städer
orase	orter
orase	resmål
orase	städerna
institutul	institute
institutul	institut
institutul	institutet
satele	byar
satele	byarna
lansat	utsläppt
lansat	släppt
lansat	släpps
lansat	frisläppt
lansat	släppts
lansat	lanseras
lansat	lanserades
lansat	lanserade
lansat	inledde
istorice	historiskt
istorice	historisk
istorice	historiska
trecut	förbi
trecut	förflutet
trecut	förflutna
articolul	artikeln
articolul	artikel
multi	många
multi	många
multi	multi
informatii	upplysningar
informatii	information
informatii	uppgifter
informatii	info
informatii	upplysningar
informatii	information
informatii	uppgifter
informatii	info
informatii	upplysningar
informatii	information
informatii	uppgifter
titlu	rubriken
titlu	rubrik
titlu	rubriker
titlu	avd
titlu	avdelning
titlu	titel
titlu	rubrik
goluri	mål
goluri	goals
goluri	målsättningar
titlul	avd
titlul	avdelning
titlul	titel
titlul	rubrik
album	album
album	musikalbum
album	albumet
york	york
von	von
pagina	sida
pagina	sidan
pagina	page
pagina	sida
pagina	sidan
pagina	page
imperiul	imperiet
imperiul	imperium
imperiul	rike
imperiul	empire
moartea	död
moartea	döden
moartea	death
moartea	dödsfall
apare	verkar
armata	arméns
armata	arme
armata	armén
armata	army
armata	armé
armata	militära
armata	militären
armata	militär
armata	militärt
armata	militärer
armata	arméns
armata	arme
armata	armén
armata	army
armata	armé
forma	form
forma	blankett
forma	formulär
forma	form
forma	bilda
forma	form
forma	blankett
forma	formulär
forma	form
forma	bilda
color	färg
color	färg
german	tyska
german	tysk
german	tyskt
stefan	stephen
stefan	stefan
stefan	stefan
stefan	stefan
stefan	stefan
stefan	stephen
stefan	stefan
stefan	stefan
rolul	rollen
rolul	roll
mica	small
mica	små
mica	litet
mica	liten
mica	glimmer
mica	glimmer
des	des
des	ofta
transilvania	transsylvanien
epoca	vintage
epoca	årgång
epoca	epok
incepand	startar
incepand	börjar
incepand	startar
incepand	börjar
principal	huvudsakliga
principal	main
principal	huvudsaklig
principal	viktigaste
principal	huvudsakliga
principal	huvudansvarig
principal	rektorn
principal	huvudman
principal	rektor
carol	carol
mici	small
mici	små
mici	litet
mici	liten
astazi	idag
astazi	idag
robert	robert
aparut	verkade
eliberare	frigörande
eliberare	frisläppande
eliberare	utgåva
eliberare	släpp
eliberare	release
eliberare	släppa
eliberare	frigörelse
eliberare	befrielse
european	europeisk
european	europeiskt
european	europeiska
european	europé
mic	small
mic	små
mic	litet
mic	liten
mic	little
mic	lilla
mic	litet
mic	liten
mic	mic
minore	minderårig
minore	mindre
minore	minor
castigat	vunna
castigat	won
castigat	vunnit
castigat	vann
gen	kön
gen	genre
gen	släktet
gen	släkte
gen	gen
caracterizata	kännetecknas
caracterizata	karakteriseras
caracterizata	kännetecknas
com	com
importante	viktiga
importante	viktig
importante	viktigt
der	der
aur	guld
luat	tagit
luat	tagen
luat	togs
luat	tagna
murit	dog
murit	dött
germana	tyska
germana	tysk
germana	tyskt
germana	tyska
germana	tysk
germana	tyskt
kitt	kitt
orbita	omloppsbana
orbita	bana
orbita	omloppsbana
orbita	bana
rotatie	rotation
pol	pol
pol	stolpe
pol	polack
pol	pole
pol	påle
pol	stång
lume	world
lume	värld
lume	världen
local	lokalt
local	lokala
local	lokalt
local	lokal
local	local
fapt	faktum
fapt	fakta
anglia	england
politica	policy
politica	politik
politica	policyn
politica	politik
politica	politiker
politica	policy
politica	politik
politica	policyn
politica	politik
politica	politiker
devine	blir
devine	devine
revista	tidskrift
revista	tidskriften
revista	tidningen
revista	tidning
revista	magasin
revista	tidskrift
revista	tidskriften
revista	tidningen
revista	tidning
revista	magasin
asta	denna
asta	detta
asta	att
vasile	vasile
vasile	basil
vasile	basilika
profesor	professor
profesor	professorn
profesor	lärare
planetelor	planeterna
planetelor	planeter
cinci	fem
cinci	five
acolo	där
lumea	world
lumea	värld
lumea	världen
muzica	music
muzica	musikåret
muzica	musik
muzica	music
muzica	musikåret
muzica	musik
situat	ligger
situat	lokaliserad
situat	belägen
situat	lokaliserat
situat	belägen
situat	beläget
david	david
vol	vol
etnica	etnisk
etnica	etniskt
etnica	etniska
buna	duktiga
buna	god
buna	duktig
buna	gott
buna	bra
centru	centrum
centru	center
centru	mitten
centru	centrumet
centru	centrum
centru	centre
alt	alt
istorie	historia
istorie	historik
istorie	historiken
austria	österrike
districtul	distriktet
districtul	valdistrikt
districtul	distrikt
altitudine	höjd
periheliu	perihelium
regatul	kingdom
regatul	kungarike
regatul	rike
regatul	kungariket
contine	innehåller
contine	innehåller
contine	innehåller
activitatea	verksamhet
activitatea	aktiviteten
activitatea	aktivitet
sultan	sultan
initial	inledningsvis
initial	initialt
initial	ursprungligen
initial	ursprungligen
initial	ursprungligt
initial	initial
initial	ursprunglig
initial	inledande
initial	inledningsvis
initial	initialt
initial	ursprungligen
initial	ursprungligen
initial	inledningsvis
initial	initialt
initial	ursprungligen
initial	ursprungligen
arta	art
arta	konsten
arta	konst
arta	art
arta	konsten
arta	konst
numeroase	talrika
body	body
body	kropp
body	kroppen
body	kropps
imagini	avbildningar
imagini	bilder
imagini	tavlor
imagini	pictures
imagini	bilder
rusia	ryssland
spune	say
spune	säg
spune	säga
domeniul	domän
domeniul	domänen
scoala	skola
scoala	skolan
scoala	skola
scoala	skolan
scoala	skola
scoala	skolan
scoala	skola
scoala	skolan
scoala	skola
scoala	skolan
polonia	polen
succes	framgångar
succes	succé
succes	framgång
provincie	provins
provincie	län
provincie	provinsen
studii	studier
studii	studie
studii	studera
studii	undersökningar
studii	studier
inclusiv	inbegripet
inclusiv	inkluderat
inclusiv	inklusive
primar	borgmästaren
primar	borgmästare
primar	primär
primar	primärt
primar	primära
francez	fransman
francez	fransmannen
francez	fransk
francez	franska
francez	franskt
francez	fransmän
privind	tittar
scriitor	writer
scriitor	skribent
scriitor	författare
jean	jean
sistemul	systemet
sistemul	system
incepe	börja
incepe	start
incepe	startar
incepe	starta
ziua	dag
ziua	dagen
ziua	day
sur	sur
single	enda
single	ensamstående
single	single
single	singel
single	enstaka
urmat	följs
urmat	följde
urmat	följt
razboiul	kriga
razboiul	kriget
razboiul	krig
razboiul	war
world	world
world	värld
world	världen
xix	xix
international	internationalen
international	international
international	internationell
international	internationella
international	internationellt
international	internationalen
international	international
international	internationell
international	internationella
international	internationellt
international	internationalen
international	international
international	internationell
international	internationella
international	internationellt
franceza	fransk
franceza	franska
franceza	franskt
franceza	fransmän
franceza	fransk
franceza	franska
franceza	franskt
franceza	fransmän
pare	verkar
william	william
william	vilhelm
ministru	ministern
ministru	minister
important	viktiga
important	viktig
important	viktigt
familie	familjen
familie	familj
familie	family
familie	släkt
politic	politiskt
politic	politisk
politic	politiska
politic	politiskt
tari	länderna
tari	länder
tari	länderna
tari	länder
functia	funktion
functia	funktionen
functia	befattning
functia	funktion
functia	funktionen
functia	befattning
jpl	jpl
lucrari	funkar
lucrari	arbetar
lucrari	fungerar
lucrari	funkar
lucrari	arbetar
lucrari	fungerar
publicat	utgiven
publicat	publicerade
publicat	publicerat
publicat	offentliggjord
publicat	publicerad
mircea	mircea
curs	kurs
probabil	troligtvis
probabil	förmodligen
probabil	troligen
probabil	antagligen
considerat	övervägde
considerat	övervägt
considerat	anses
sistem	systemet
sistem	system
politice	politisk
politice	politiska
politice	politiskt
sudul	sydlig
sudul	södra
sudul	syd
sudul	söderut
sudul	söder
sudul	södra
vreme	väder
vreme	vädret
autor	författaren
autor	upphovsman
autor	författare
mediu	omgivning
mediu	miljön
mediu	miljö
mediu	genomsnitt
mediu	genomsnittligt
mediu	medelvärde
mediu	genomsnittliga
mediu	genomsnittlig
mediu	medium
mediu	medelhög
mediu	medellång
mediu	medelstor
prea	också
prea	oxå
prea	too
prea	alltför
spania	spanien
functie	funktion
functie	funktionen
functie	befattning
functie	funktion
functie	funktionen
functie	befattning
categoria	kategori
categoria	kategorin
nivel	nivå
nivel	level
web	webb
web	web
web	webben
top	överst
top	toppen
top	topp
mihail	michail
mihail	mikhail
mihail	mikael
mihail	michael
mihail	mihail
realizat	insåg
realizat	uppnådd
realizat	uppnådda
realizat	uppnådde
realizat	uppnått
realizat	uppnått
realizat	uträttat
realizat	åstadkommit
realizat	realiserade
realizat	insåg
realizat	insett
cartea	bok
cartea	boka
cartea	book
filme	filmar
filme	filmer
filme	filmer
casatorit	gifta
casatorit	gifte
casatorit	gift
casatorit	gifta
casatorit	gifte
casatorit	gift
png	png
muzeul	museum
muzeul	museet
city	staden
city	city
city	ort
city	stad
city	orten
afluent	biflod
construit	byggt
construit	byggda
construit	byggd
construit	byggde
lupta	battle
lupta	slaget
lupta	kamp
lupta	strid
lupta	slåss
lupta	kamp
lupta	strida
lupta	kämpa
lupta	slåss
lupta	kämpa
lupta	fighting
lupta	slagsmål
lupta	kämpar
lupta	kämpande
lupta	slåss
lupta	kamp
lupta	strida
lupta	kämpa
unit	förenade
unit	united
unit	enad
unit	enade
luni	månaderna
luni	månader
luni	månaders
luni	måndag
jucat	lekte
jucat	spelat
jucat	spelas
jucat	spelade
jucat	spelades
zone	zonerna
zone	zoner
zone	områden
radio	radion
radio	radio
romano	romano
istorica	historiskt
istorica	historisk
istorica	historiska
istorica	historiskt
istorica	historisk
istorica	historiska
deja	redan
monument	monument
europene	europeisk
europene	europeiskt
europene	europeiska
europene	europé
fac	gör
dreapta	höger
dreapta	rätt
moment	stund
moment	moment
moment	ögonblick
moment	ögonblicket
componenta	beståndsdel
componenta	komponenten
componenta	komponent
componenta	beståndsdel
componenta	komponenten
componenta	komponent
cantonul	canton
varsta	ålder
varsta	åldern
