категория	kategooria
известен	kuulsad
известен	kuulus
добре	tubli
добре	hea
мария	maria
дори	isegi
води	juhatab
води	juhib
води	viib
води	veed
води	plii
тогава	seejärel
тогава	siis
голям	suured
голям	suure
голям	suur
голям	suured
голям	big
голям	suure
голям	suur
род	rod
филм	filmi
филм	film
филм	filmi
филм	kile
филм	film
шаблон	mall
шаблон	malli
почти	peaaegu
печели	võidab
страни	peod
страни	osalised
страни	küljed
страни	riigid
площ	pindala
площ	valdkond
площ	piirkond
площ	ala
острови	saared
острови	saartele
код	code
код	kood
френски	prantsuse
генерал	üldine
генерал	kindral
генерал	üldist
генерал	üldised
защото	kuna
защото	sest
държава	riik
държава	riik
държава	olek
държава	osariik
дата	kuupäev
двете	mõlemad
обикновено	tavaliselt
обикновено	tüüpiliselt
обикновено	tavaliselt
големи	suured
големи	suure
големи	suur
големи	suured
големи	big
големи	suure
големи	suur
деца	lapsed
деца	lapsed
петър	peter
петър	peeter
остава	jääb
остава	jääb
сили	võimed
сили	powers
сили	volitused
сили	jõud
дължина	pikkus
дължина	pikkuskraad
българи	bulgaarlased
албум	album
гръцки	kreeka
дни	päevad
дни	päeva
дни	päevi
съюз	liit
съюз	liidu
съюз	liit
партия	party
партия	pidu
партия	erakond
партия	peole
политик	poliitik
пише	kirjutab
брат	vend
брат	venna
работа	töö
работа	töökoht
работа	tööd
работа	töö
работа	tööle
голове	eesmärgid
остров	saart
остров	saar
председател	president
председател	esimees
председател	eesistuja
председател	esimees
председател	eesistuja
среща	kuupäev
среща	tutvu
среща	kohtuda
среща	koosolek
среща	kohtumine
групи	ajavahemikku
групи	grupid
групи	rühmad
информация	info
информация	teave
информация	info
информация	informatsioon
нови	uued
нови	uus
нови	new
пъти	ajad
писател	kirjutaja
писател	kirjanik
херцог	vürst
херцог	duke
херцог	hertsog
министър	minister
цел	eesmärk
цел	eesmärk
цел	sihi
цел	sihtida
цел	eesmärk
цел	otstarve
цел	eesmärk
цел	eesmärk
цел	siht
цел	märklaud
цел	target
цел	sihtmärk
участие	kaasamine
участие	kaasatus
участие	osale
участие	osalema
участие	osalus
участие	osalemine
войната	sõda
османската	ottomani
никола	nicolas
никола	nikola
никола	nicola
море	rannik
море	mereäärne
море	meri
море	mere
отбора	tiim
отбора	meeskond
продължава	jätkub
продължава	jätkab
списък	nimekiri
списък	loetelu
списък	loend
дава	annab
историята	ajalugu
историята	ajaloo
брой	krahv
брой	number
брой	arv
култура	kultuuri
култура	kultuur
всяка	iga
всяка	iga
същата	sama
същата	samad
известни	teada
известни	teadaolevad
известни	teadaolev
известни	tuntud
известни	kuulsad
известни	kuulus
степен	hinne
степен	kraadi
степен	kraad
статия	artikkel
територията	territoorium
територията	territooriumi
регион	regioon
регион	piirkond
повечето	enamikul
повечето	enamus
повечето	enamik
повечето	enim
редактор	redaktor
редактор	toimetaja
разположен	asub
разположен	asuvad
друг	muu
друг	muud
друг	teine
джон	john
малки	väikesed
малки	väike
малки	little
малки	väike
малки	vähe
футболист	jalgpallur
вероятно	arvatavasti
вероятно	ilmselt
вероятно	tõenäoliselt
организация	organisatsioon
организация	organisatsioon
договор	leping
договор	leping
договор	asutamisleping
север	põhi
север	põhja
север	põhjas
изток	idas
изток	itta
изток	ida
изток	ida
четири	neli
испания	hispaania
особено	eriti
особено	eriti
разположено	asub
разположено	asuvad
човек	inimene
човек	isik
човек	inimene
човек	inimlik
човек	mehel
човек	mees
човек	man
състав	koosseis
състав	koostis
общо	kokku
треньор	treener
треньор	treeneri
треньор	koolitaja
треньор	treener
отбори	meeskonnad
отбори	rühmad
рим	rooma
статии	artiklid
управление	haldus
управление	juhtkond
управление	juhtimine
управление	haldamine
управление	valitsemine
управление	juhtimine
литература	kirjandus
дейност	tegevus
дейност	aktiivsus
цар	king
цар	kuningas
цар	kunn
цар	tsaar
цар	tsaari
хората	inimesed
хората	rahvas
хората	people
видове	liigid
видове	liik
видове	tüübid
власт	power
власт	võimu
власт	võim
власт	võimsus
власт	jõud
живота	life
живота	elu
стефан	stefan
стефан	stephan
тип	tüüp
военни	sõjaväe
военни	sõjaline
военни	sõjalise
военни	sõjalised
военни	sõjavägi
изчезване	väljasuremise
изчезване	kadumine
изчезване	kadumas
изчезване	kaovad
изчезване	kaduma
изчезване	kadumine
вида	vida
шампион	tšempion
шампион	tšempion
съвет	nõuanded
съвет	nõuanne
съвет	nõu
съвет	vihje
съвет	tip
съвет	nõukogu
свързани	seotud
свързани	seostatud
свързани	seonduv
свързани	seotud
свързани	ühendatud
свързани	seotud
исторически	ajalooline
исторически	ajalooliselt
исторически	ajalooline
римски	roman
кръг	ring
кръг	circle
кръг	ringi
кръг	ümar
кръг	ümmargused
кръг	ümmargune
кръг	voor
майка	ema
карта	kaart
карта	kaardiga
карта	kaart
карта	kaardi
англия	inglismaal
англия	inglismaa
нов	uued
нов	uus
нов	new
неговата	tema
песни	laulud
песни	laule
втори	teine
втори	teiseks
множество	mitmekordne
множество	mitu
политика	poliitika
политика	poliitikast
политика	poliitika
преминава	möödub
преминава	läbib
стара	vana
стара	vanaks
стара	vanad
форма	kujund
форма	kuju
форма	kujuga
форма	vormi
форма	vorm
семейството	pere
семейството	perekond
съпруга	abikaasa
съпруга	naise
съпруга	naine
втора	teine
втора	teiseks
район	regioon
район	piirkond
район	ringkond
район	rajoon
район	pindala
район	valdkond
район	piirkond
район	ala
музика	muusika
близо	lähedal
близо	sulge
близо	lähedal
първенство	meistrivõistlused
първенство	meistrivõistluste
представлява	esindab
варна	varna
отнася	viitab
манастир	kloostri
манастир	klooster
манастир	klooster
файл	fail
файл	faili
средата	mid
награди	auhinnad
награди	auhinnad
немски	saksa
немски	sakslane
помощ	abi
помощ	abi
помощ	appi
помощ	aidake
вода	vett
вода	vesi
първоначално	esialgu
първоначално	algselt
първоначално	algselt
първоначално	esialgu
първоначално	algne
първоначално	esialgne
карл	karl
карл	carl
свят	maailma
свят	maailm
николай	nikolai
николай	nicolai
николай	nikolai
административен	haldus
скоро	varsti
западна	west
западна	lääs
западна	lääne
западна	läänemaa
западна	lääne
западна	western
войски	väed
стил	stiil
живее	elud
живее	elab
достига	jõuab
избран	valitud
избран	valitud
марк	marc
марк	märgi
марк	märk
марк	mark
африка	aafrika
запад	west
запад	lääs
запад	lääne
революционер	revolutsiooniline
уебсайт	koduleht
уебсайт	veebileht
уебсайт	veebisait
уебсайт	kodulehekülg
земята	maa
връзка	ühendus
връзка	ühenduse
връзка	lingi
връзка	link
връзка	seos
връзка	ühendus
връзка	ühenda
връзка	suhe
връзка	seos
връзка	suhted
роля	rollis
роля	roll
роля	rolli
италиански	itaalia
създава	loob
москва	moskva
как	kuidas
китай	hiina
линия	liin
линия	joone
линия	joon
линия	rida
великобритания	suurbritannia
великобритания	britannia
свети	pühak
свети	saint
свети	püha
свети	pühal
кариера	karjäär
кариера	karjääri
кариера	karjäär
кариера	karjääri
развитие	arendamine
развитие	arendus
развитие	areng
лига	league
лига	liiga
лига	liigasse
роман	roman
роман	romaan
роман	romaani
провежда	teostab
източници	allikad
политически	poliitiliselt
политически	poliitilised
политически	poliitiline
америка	ameerika
консул	konsul
книги	raamatud
стадион	staadion
служба	teenindus
служба	teenus
другите	muud
другите	teised
произход	päritolu
произход	päritolu
точка	kirje
точка	element
точка	punkt
точка	punkti
точка	point
фридрих	friedrich
фридрих	friedrich
фридрих	frederick
сърбия	serbia
академия	akadeemia
първо	kõigepealt
първо	esmalt
първо	esimene
предимно	peamiselt
предимно	põhiliselt
предимно	peamiselt
предимно	enamjaolt
предимно	enamasti
предимно	valdavalt
силно	valjult
силно	valju
силно	tugev
силно	tugevad
силно	raske
силно	kõva
писатели	kirjanikud
годината	aasta
михаил	mihhail
михаил	mihail
членове	liikmed
членове	parlamendiliikmed
всичко	kõik
всичко	kõike
всичко	kõik
включително	sealhulgas
такива	selline
такива	sellised
българско	bulgaaria
птица	linnu
птица	lind
птица	linnuke
птица	bird
автор	autor
орден	orden
възраст	age
възраст	vanust
възраст	vanus
комитет	komitee
добър	tubli
добър	hea
езици	keeli
езици	keeled
държави	riigid
държави	riigid
бързо	ruttu
бързо	kiire
бързо	kiire
бързо	kiiresti
сега	nyyd
сега	nüüd
ссср	nsvl
връх	mount
връх	ühendamine
връх	tipp
учи	uuring
битката	lahing
ред	tellimus
ред	kord
ред	järjekord
ред	korraldus
ред	ordu
ред	punane
ред	punased
ред	rea
ред	rida
мач	mängu
мач	mäng
мач	sobivus
мач	match
турция	kalkun
турция	türgi
дивизия	diviis
дивизия	rajoon
дивизия	osakond
макар	kuigi
макар	ehkki
макар	kuigi
събития	üritused
събития	sündmused
серия	seeria
градът	linn
градът	linna
градът	linn
градът	linna
градът	city
планина	mäe
планина	mägi
планина	mount
планина	ühendamine
нещо	midagi
ляво	vasak
ляво	vasakule
ляво	vasakul
сан	san
причина	põhjus
бразилия	brasiilia
бразилия	brasil
начало	alusta
начало	algus
начало	start
начало	käivita
начало	algus
биография	bio
биография	bios
биография	elulugu
движение	liikumine
движение	liigu
движение	liikumine
актьор	näitleja
централна	kesksed
централна	kesk
централна	keskosa
централна	keskne
париж	pariis
париж	pariisi
починал	surnud
музей	muuseumi
музей	muuseum
книга	raamatu
книга	raamat
какво	mis
какво	mida
едва	vaevalt
едва	vaevu
йорк	york
йорк	yorki
главно	peamiselt
главно	põhiliselt
главно	peamiselt
главно	enamjaolt
главно	enamasti
голямо	suured
голямо	suure
голямо	suur
голямо	suured
голямо	big
голямо	suure
голямо	suur
константин	konstantin
константин	constantine
константин	constantin
япония	jaapani
япония	jaapan
полша	poola
филип	philippe
филип	philip
филип	filip
филип	phillip
командир	komandör
носи	kanda
носи	kanna
носи	kanda
австралия	austraalia
сила	jõudu
сила	tugevus
сила	force
сила	jõud
сила	jõuga
сила	power
сила	võimu
сила	võim
сила	võimsus
сила	jõud
цялата	terve
цялата	terved
цялата	tervik
цялата	tervelt
потребител	tarbija
потребител	kasutaja
точно	täpselt
смърт	surma
смърт	surm
германски	saksa
германски	sakslane
носител	vedaja
носител	kandja
правителство	valitsus
президент	president
полк	rügement
полк	polki
футбол	jalgpall
футбол	jalgpall
случай	case
случай	kohtuasi
случай	juhtum
означава	tähendab
против	vastu
раждане	sünd
раждане	sünni
изкуство	kunst
изкуство	art
изкуство	kunsti
изкуство	kunst
азия	aasia
версия	versioon
версия	versiooni
малка	väikesed
малка	väike
малка	little
малка	väike
малка	vähe
театър	teater
театър	teater
приема	nõustub
приема	aktsepteerib
пак	uuesti
пак	taas
пак	jälle
източна	ida
индия	india
лондон	london
британски	briti
основно	peamiselt
основно	põhiliselt
отношение	hoiak
отношение	suhtumine
текст	tekst
текст	teksti
текст	sõnad
текст	sõnu
пет	viis
образование	haridus
главен	põhi
главен	peamised
главен	main
главен	peamine
понякога	mõnikord
понякога	vahel
понякога	vahest
някой	keegi
някой	keegi
въстание	ülestõus
въстание	ülestõus
въстание	mäss
въстание	ülestõus
военен	sõjaväe
военен	sõjaline
военен	sõjalise
военен	sõjalised
военен	sõjavägi
казва	ütleb
следва	järgneb
малък	väikesed
малък	väike
малък	little
малък	väike
малък	vähe
носители	vedajad
сметка	konto
сметка	kaart
сметка	tab
разлика	diff
разлика	vahe
разлика	erinevus
рок	kalju
рок	rock
рок	kivi
създаването	loomine
създаването	looming
дом	kodu
дом	koju
дом	kodus
дом	dom
кралство	kuningriik
същото	sama
същото	samad
учител	õpetaja
известна	teada
известна	teadaolevad
известна	teadaolev
известна	tuntud
известна	kuulsad
известна	kuulus
починали	surnud
точки	punktid
игри	mängud
албуми	albumid
напълно	täielikult
напълно	täielikult
напълно	täiesti
напълно	täiesti
клуб	klubi
клуб	club
щати	riigid
бряг	kalda
бряг	kaldal
бряг	shore
бряг	rand
бряг	beach
бряг	rannik
бряг	ranniku
месеца	kuud
месеца	kuude
мексико	mehhiko
състояние	staatus
състояние	seisund
състояние	oleku
състояние	olek
състояние	seisukord
състояние	tingimus
състояние	seisund
превод	tõlge
превод	tõlkimine
директор	direktor
директор	režissöör
директор	lavastaja
директор	direktor
институт	instituut
канада	kanada
сигурност	turvalisus
сигурност	julgeolek
сигурност	turva
сигурност	julgeoleku
румъния	rumeenia
румъния	rumeenia
основни	põhi
основни	peamised
основни	main
основни	peamine
основни	põhitõed
основни	põhi
основни	põhiline
действия	tegevus
действия	võte
действия	toiming
действия	toimingud
действия	meetmed
действия	tegevused
действия	teod
нар	granaatõuna
метра	meetrit
събрание	koosolek
събрание	kohtumine
събрание	assamblee
иванов	ivanov
войни	sõdalased
войни	sõjad
войни	sõdu
имена	nimetused
имена	nimed
изключително	eksklusiivne
изключително	äärmiselt
изключително	eranditult
жена	naise
жена	naine
жена	naissoost
жена	naise
жена	naine
доклад	aruanne
доклад	raport
доклад	raporti
доклад	ettekanne
унгария	ungari
димитров	dimitrov
изследвания	katsetused
изследвания	katsed
изследвания	testid
изследвания	uurimised
изследвания	uuringud
изследвания	uuringud
изследвания	uurimistöö
изследвания	teadusuuringud
изследвания	uuringud
реката	river
реката	jõgi
кирил	cyril
кирил	kirill
египет	egiptus
формула	valem
номер	number
номер	arv
обща	üldine
обща	kindral
обща	üldist
обща	üldised
обща	ühise
обща	ühised
обща	kokku
вестник	ajaleht
опит	kogemus
опит	kogemused
животни	loomi
животни	loomad
животни	looma
животни	loom
нито	ega
разпространение	jaotada
разпространение	levitamine
разпространение	levinud
разпространение	levis
разпространение	levik
разпространение	jaotamine
разпространение	jaotus
разпространение	jaotumine
актриса	näitleja
актриса	näitlejanna
австрия	austria
австрия	austria
художник	kunstnik
художник	esitaja
художник	artist
художник	kunstnik
назначен	omistatud
назначен	määratud
назначен	määratud
мачове	tikud
мачове	sobib
територия	territoorium
територия	territooriumi
сингъл	üksik
сингъл	ühtne
сингъл	valla
сингъл	ühtse
сингъл	ühekordne
сингъл	vallaline
друго	muu
друго	muud
победа	win
победа	võida
победа	võidu
победа	võitu
победа	võit
борис	boris
борис	boriss
права	õigused
права	õigused
университета	ülikool
княз	vürst
княз	prints
княз	prince
режисьор	direktor
режисьор	režissöör
режисьор	lavastaja
служи	teeni
служи	teenida
служи	teenib
служи	teenindab
съществува	eksisteerib
съдържа	sisaldab
програма	programm
програма	programm
програма	programmi
решение	otsus
решение	lahendus
решение	lahus
защита	kaitse
защита	kaitsma
защита	kaitsta
защита	kaitse
защита	kaitse
защита	kaitse
защита	riigikaitse
гора	mets
гора	metsa
идва	tuleb
идва	tulekul
идва	tulemas
идва	tuleb
хайнрих	heinrich
просто	lihtsalt
столицата	pealinn
столицата	kapital
официално	ametlik
официално	ametnik
официално	ametlikult
официално	ametlik
официално	ametliku
системи	süsteemid
страници	lehekülgi
страници	lehed
страници	leheküljed
влияние	kokkupõrge
влияние	mõju
влияние	mõju
съд	anum
съд	laev
съд	alus
съд	kohus
йохан	johann
йохан	johan
йохан	jochen
портал	portaali
портал	portaal
портал	värav
купа	kausi
купа	kauss
купа	karikavõistlused
купа	cup
купа	tops
купа	tass
купа	karikas
мрежа	neto
мрежа	võrk
мрежа	net
мрежа	võrk
мрежа	võrgu
мрежа	võrgustik
проект	projekt
проект	projekti
производство	valmistamine
производство	tootmine
производство	tootmine
производство	toodang
производство	valmistamine
производство	tootmine
създаване	loo
създаване	luua
създаване	loomine
създаване	looming
изцяло	täielikult
проф	prof
цвят	värv
цвят	värvi
цвят	värvus
цвят	värv
цвят	värvi
владимир	vladimir
промени	muutused
промени	muudatused
промени	muutused
промени	muuda
промени	muudatus
промени	muutus
гола	paljas
гола	paljalt
гола	alasti
гола	alasti
поле	põld
поле	väli
впоследствие	järgnevalt
впоследствие	seejärel
области	piirkonnad
области	alad
области	valdkonnad
области	piirkonnad
позиция	asukoht
позиция	positsioon
позиция	asend
професор	professor
селища	külad
селища	külasid
селища	asulate
лятото	suvel
лятото	suvi
лятото	suve
продължение	laiendamine
продължение	pikendamine
продължение	laiendus
продължение	pikendamise
продължение	jätkamine
продължение	jätkumine
продължение	järg
продължение	jätkamine
продължение	jätkub
продължение	jätkati
продължение	jätkus
продължение	jätkuv
продължение	jätkas
джеймс	james
титли	pealkirjad
описание	kirjeldus
родена	sündis
родена	sündinud
възможност	võimalus
възможност	võimalus
възможност	võimaluse
разположени	asub
разположени	asuvad
луций	lucius
километра	kilomeetrit
вилхелм	wilhelm
калифорния	kalifornia
калифорния	california
зона	tsoon
зона	vöönd
зона	pindala
зона	valdkond
зона	piirkond
зона	ala
винаги	alati
издание	väljaanne
трети	kolmas
трети	kolmanda
планината	mäe
планината	mägi
планината	mount
планината	ühendamine
сгради	ehitised
сгради	hooned
условия	terminid
условия	tingimused
статут	staatus
статут	seisund
статут	oleku
статут	olek
статут	põhikiri
цели	eesmärgid
цели	eesmärgid
цели	sihtmärgid
цели	eesmärgid
селище	asula
политици	poliitikast
политици	poliitika
политици	poliitikud
политици	poliitik
техните	nende
парк	pargi
парк	park
тялото	keha
пространство	kosmos
пространство	ruum
пространство	ruumi
актьори	näitlejad
организации	organisatsioonid
организации	organisatsioone
организации	organisatsioonid
организации	organisatsioone
песен	laulu
песен	laul
военна	sõjaväe
военна	sõjaline
военна	sõjalise
военна	sõjalised
военна	sõjavägi
швеция	rootsi
йоан	john
клас	klass
клас	klassi
близост	lähedus
близост	lähedus
близост	läheduse
златен	golden
златен	kuldsed
златен	kuldne
златен	kuld
златен	kulda
златен	kullast
поп	popp
поп	pop
сестра	õde
сестра	medõde
сестра	õde
второ	teine
второ	teiseks
земя	maa
земя	maa
земя	maad
земя	land
земя	maapind
земи	maandub
земи	maadel
земи	maa
земи	maad
земи	land
турски	türgi
проблеми	probleemid
проблеми	küsimused
европейски	euroopa
случаи	juhud
случаи	juhtumid
пост	postitust
пост	post
пост	postitus
пътя	maantee
пътя	tee
пътя	road
процес	protsess
процес	protsessi
процес	kohtuistung
представител	rep
представител	esindaja
участието	osalus
участието	osalemine
гай	gaius
гай	kutt
гай	guy
местоположение	asukoht
ново	uued
ново	uus
ново	new
списание	ajakiri
неговия	tema
елементи	kirjed
елементи	elemendid
елементи	esemed
елементи	elemendid
битка	lahing
битка	võitle
битка	võitlus
съдия	kohtunik
съдия	kohtunik
показва	etendused
показва	näitab
връзки	ühendused
връзки	suhted
връзки	lingid
средства	fondid
произведения	töötab
произведения	toimib
ниво	taseme
ниво	tase
ниво	tasand
езерото	järve
езерото	järv
езерото	lake
армията	armee
армията	sõjavägi
разположена	asub
разположена	asuvad
петров	petrov
месец	kuu
испански	hispaania
развива	arendab
развива	areneb
украйна	ukraina
убит	mõrvati
убит	tapetud
убит	mõrvatud
убит	tapetud
убит	tapeti
убит	tappis
убит	tapetud
създаден	loodi
създаден	loodud
създадена	loodi
създадена	loodud
столица	pealinn
столица	kapital
черно	mustad
черно	black
черно	musta
черно	must
децата	lapsed
царство	kuningriik
поет	luuletaja
поет	poeet
двойки	paaride
двойки	paarid
двойки	paari
двойки	paaris
двойки	paaride
двойки	paarid
републикански	vabariiklaste
успех	edu
павел	pavel
брак	abielu
секретар	sekretär
компания	äriühing
компания	ettevõte
компания	seltskond
съпругата	naise
съпругата	naine
представители	reps
представители	esindajad
участват	osale
участват	osalema
решава	otsustab
годишна	aastane
годишна	aastased
издаден	emiteeritud
издаден	väljastatud
тракия	thrace
възможно	võimalikud
възможно	võimalik
висока	high
висока	kõrgele
висока	kõrged
висока	kõrgel
висока	kõrge
ширина	laiuskraad
ширина	laius
ширина	laius
обявява	teatab
загора	zagora
източник	allika
източник	allikat
източник	allikas
модел	mudel
модел	modell
модел	näidis
културни	kultuurilised
културни	kultuuriline
статистика	statistika
статистика	statistika
анна	anna
момент	moment
момент	hetk
българите	bulgaarlased
температура	palavik
температура	temperatuur
температура	temperatuuri
предлага	pakkumised
предлага	pakub
предлага	pakkumisi
глава	peatükk
глава	pea
водата	vett
водата	vesi
дело	case
дело	kohtuasi
дело	juhtum
отношения	suhted
отношения	suhted
отношения	suhe
отношения	seos
отношения	suhted
позволява	lubab
позволява	võimaldab
медал	medal
въпрос	küsimus
пол	sugu
пол	paul
дружество	äriühing
дружество	ettevõte
дружество	seltskond
профил	profiil
профил	profiili
сезона	hooaeg
сградата	hoone
сградата	ehitamine
сградата	ehitis
значително	oluliselt
значително	märkimisväärselt
значително	märkimisväärne
определя	määrab
определя	komplektid
определя	seab
определя	määratleb
основан	asutatud
основан	rajatud
русе	ruse
кораб	anum
кораб	laev
кораб	alus
кораб	laeva
кораб	laev
кораб	käsitöö
кораб	paat
икономика	majandus
икономика	majandus
офицер	politseinik
офицер	ohvitser
цялото	terve
цялото	terved
цялото	tervik
цялото	tervelt
теория	teooria
общество	ühiskond
преброяването	loenduse
преброяването	loendus
дълго	pikad
дълго	pikka
дълго	pikk
райони	regioonid
райони	piirkonnad
райони	piirkonnad
райони	alad
райони	valdkonnad
райони	piirkonnad
езеро	järve
езеро	järv
езеро	lake
папа	paavst
папа	pope
основа	sihtasutus
основа	fond
основа	vundament
основа	baasi
основа	baas
основа	alus
основа	alus
елизабет	elizabeth
елизабет	elisabeth
бивш	endised
бивш	endine
дума	sõna
полет	paulette
полет	lendu
полет	lennu
полет	lend
двама	kaks
реки	jõed
среда	keskkond
среда	ümbruses
среда	ümbrus
избори	valimised
избори	valimised
общини	omavalitsused
ясно	puhas
ясно	selge
ясно	ilmselgelt
ясно	selgesti
ясно	selgelt
актриси	näitleja
актриси	näitlejanna
минути	minutid
паметник	monumendi
губи	kaotamine
губи	kaotab
губи	kaota
формата	kujund
формата	kuju
формата	kujuga
включват	kaasamine
уилям	william
белгия	belgia
говори	räägi
говори	jutt
говори	kõnele
говори	räägi
думи	sõnad
думи	sõnu
школа	kooli
школа	koolis
школа	kool
шест	kuus
хиляди	tuhanded
хиляди	tuhandetes
хиляди	tuhandeid
заместник	asetäitja
гвинея	guinea
такъв	selline
такъв	sellised
храм	pühamu
храм	tempel
храм	temple
горна	ülemised
горна	ülemine
горна	ülemiste
отказва	keeldub
отказва	keeldunud
отказва	keeldus
ботев	botev
постепенно	järkjärguline
романи	romaane
построена	ehitatud
забележителности	vaatamisväärsusi
забележителности	vaatamisväärsusi
контрол	kontroll
