から	от
キャラクター	символи
小説	романът
小説	новела
小説	роман
小説	романите
小説	романи
それぞれ	всяка
それぞれ	всеки
機関	органите
機関	органи
機関	институция
機関	институциите
機関	институции
参照	препратка
参照	позоваване
参照	референтни
参照	препратки
参照	препоръки
参照	позовавания
メンバー	член
メンバー	членове
メンバー	членовете
発行	издадена
発行	издаден
発行	емитирани
発行	издадени
発行	издадено
発行	издаването
発行	емисия
発行	издаване
発行	издаване
画像	изображения
画像	образи
画像	снимка
画像	картинка
画像	имидж
画像	картинка
画像	образ
画像	изображение
状態	щат
状態	държава
状態	държавно
状態	състояние
状態	състоянието
状態	условие
名称	наименование
名称	името
名称	наименование
名称	име
名称	наименования
名称	имената
名称	имена
ダム	язовир
ホーム	дом
ホーム	домашен
ホーム	вкъщи
運行	операцията
運行	експлоатация
運行	функциониране
運行	операция
投稿	post
投稿	публикация
投稿	публикуване
投稿	пост
投稿	постове
投稿	публикации
名前	името
名前	наименование
名前	име
名前	наименования
名前	имената
名前	имена
福岡	фукуока
施設	съоръжения
施設	съоръженията
施設	институция
施設	съоръжение
調査	проучвания
調査	разследването
調査	разследван
調査	разследване
調査	проучване
調査	анкета
調査	изследване
製造	произведени
製造	произведена
製造	произведен
製造	произведено
イタリア	италия
ロシア	руснак
ロシア	руски
ロシア	руснаци
ロシア	руска
ロシア	руско
ロシア	русия
独立	независима
独立	независими
独立	независим
独立	независимост
物語	monogatari
物語	приказка
物語	история
物語	разказ
神社	светилища
神社	светилище
神社	олтар
神社	храм
企画	планиране
サン	сан
名古屋	нагоя
通常	нормално
通常	обикновено
通常	обикновенно
通常	обикновено
企業	предприятие
企業	ентърпрайз
企業	ентърпрайс
企業	enterprise
航空	авиация
航空	авиационна
航空	авиацията
航空	въздухоплаване
航空	air
航空	въздуха
航空	въздушно
航空	въздушен
航空	въздух
スーパー	super
スーパー	супер
帝国	империята
帝国	емпайър
帝国	империя
トン	тон
トン	тонове
トン	тон
トン	тонове
トン	тона
影響	влияние
影響	влияния
勝利	победите
勝利	победи
勝利	победи
勝利	печеля
勝利	спечели
勝利	печелиш
勝利	победа
勝利	печели
勝利	победа
デザイン	дизайни
デザイン	проектиране
デザイン	дизайн
デザイン	проектиране
デザイン	проектирането
全て	всичко
本社	седалище
本社	щаб
本社	щаба
本社	централа
人間	човешка
人間	човешко
人間	човек
人間	човешки
千葉	чиба
アン	ане
アン	анн
アン	ан
アン	анг
アン	анн
アン	ан
交通	трафик
交通	задръстване
交通	транспорт
交通	транспортиране
交通	превоз
交通	транспорт
交通	превоз
交通	транспортиране
組織	организация
組織	организация
構造	структури
構造	конструкции
構造	постройки
構造	структура
構造	конструкция
戦い	битката
戦い	битка
実施	осъществяване
実施	прилагане
実施	изпълнение
実施	внедряване
ここ	тук
以前	преди
サービス	услуги
サービス	служби
サービス	услуга
サービス	служба
サービス	сервиз
サービス	обслужване
サービス	услуги
統合	консолидира
統合	интегриран
統合	интегрирано
統合	интегрирана
統合	вграден
統合	интегрирани
統合	обединяване
統合	сливане
統合	интегриране
統合	интеграция
テーマ	теми
テーマ	темите
テーマ	тема
面積	зона
面積	площ
面積	област
面積	район
エンジン	двигатели
エンジン	двигател
エンジン	двигатели
ビル	бил
ビル	законопроект
日本語	японско
日本語	японска
日本語	японци
日本語	японец
日本語	японски
契約	договори
契約	поръчки
契約	договор
設定	преференции
設定	предпочитания
設定	настройки
設定	нагласено
設定	постановка
設定	настройка
設定	настройване
設定	конфигурация
設定	настройване
ライブ	живи
ライブ	жива
ライブ	live
ライブ	жив
ライブ	живей
含む	съдържа
含む	включват
含む	включва
含む	включително
専門	експертиза
専門	специализирана
専門	специализиран
専門	специализирани
機能	функция
機能	длъжност
機能	функциониране
機能	функции
機能	черти
機能	особености
機能	характеристики
機能	особеност
機能	характеристика
機能	функционалност
身長	ръст
身長	височина
所在地	местоположения
所在地	местоположение
所在地	място
所在地	местонахождение
所在地	локация
完成	довършване
完成	приключване
完成	завършване
表記	нотация
表記	означение
運転	шофиране
運転	каране
写真	снимка
写真	снимката
写真	фото
写真	фотографията
写真	фотография
写真	снимка
写真	снимка
写真	картинка
関連	съответна
関連	съответен
関連	свързани
関連	свързан
関連	свързана
関連	свързано
書店	книжарницата
書店	книжарница
高い	висок
高い	висока
高い	високи
高い	високо
高い	висок
高い	висока
高い	високи
高い	скъп
高い	скъпо
生産	продукция
生産	производство
横浜	йокохама
上の	над
上の	отгоре
宇宙	вселената
宇宙	вселена
管理	мениджмънт
管理	управление
バー	пръти
バー	барове
バー	решетки
バー	решетките
バー	бар
バー	барът
ジョン	джон
ジョン	йоан
公園	парк
公園	park
公園	паркс
公園	паркове
公園	парковете
スポーツ	спорт
スポーツ	спортен
スポーツ	спортни
スポーツ	спортен
スポーツ	спорт
スポーツ	спортно
スポーツ	спортове
脚本	сценарий
脚本	сценарий
脚本	сценарии
目的	цели
目的	предназначение
目的	цел
目的	обективна
目的	обективни
目的	цел
目的	обективен
生活	живот
生活	живота
生活	life
生活	лайф
生活	животът
カード	картите
カード	карти
カード	картички
カード	карта
カード	картичка
基本	основи
基本	основи
基本	основни
基本	основна
基本	основни
基本	основен
新潟	ниигата
女優	актриси
女優	актриса
女優	актриси
女優	актрисата
不明	непозната
不明	неизвестен
不明	неизвестни
不明	неизвестно
不明	непознат
不明	неизвестна
タイトル	заглавия
タイトル	титли
タイトル	заглавие
タイトル	дял
タイトル	титла
政治	политици
政治	политиката
政治	политика
電気	електроенергия
電気	електричество
電気	ток
電気	електрически
電気	електрическа
電気	електрическо
電気	електричество
警察	полиция
作成	създаване
作成	създайте
作成	създаване
作成	създаването
作成	създадени
作成	създадено
作成	създадена
作成	създаде
作成	създаден
ガン	пистолет
ガン	оръжие
予定	насрочено
予定	планирано
予定	планирани
予定	планирана
予定	планирано
予定	планиран
スター	звезден
スター	звезда
経営	мениджмънт
経営	управление
自由	свобода
自由	либърти
自由	свобода
自由	свободно
自由	свободни
自由	свободен
自由	свободна
自由	безплатни
自由	безплатно
自由	свободи
過去	минали
過去	минало
陸軍	армията
陸軍	армеец
陸軍	армия
陸軍	армейски
運営	операцията
運営	експлоатация
運営	функциониране
運営	операция
愛知	аичи
表示	изглед
表示	гледка
表示	оглед
表示	преглед
社長	президентът
社長	президент
社長	председател
社長	президентите
社長	президенти
社長	председатели
団体	организации
団体	организация
工業	промишлен
工業	индустриален
工業	индустриални
工業	промишлени
工業	индустриална
通り	улица
通り	стрийт
通り	street
通り	улицата
外部	външна
外部	външно
外部	външни
外部	външен
通信	кореспонденцията
通信	кореспонденция
通信	комуникация
通信	общуване
通信	съобщаване
通信	комуникации
通信	комуникации
俳優	актьори
俳優	актьорите
俳優	актриса
俳優	актриси
俳優	актрисата
俳優	актьор
スペシャル	специална
スペシャル	специално
スペシャル	специални
スペシャル	специален
少年	момче
少年	момченце
病院	болница
病院	болницата
病院	болници
病院	болниците
結婚	женитба
結婚	брака
結婚	брак
結婚	сватба
結婚	бракът
結婚	браковете
結婚	бракове
個人	лично
個人	личен
個人	лична
個人	лични
個人	персонален
個人	индивидуален
個人	индивидуално
個人	индивидуална
個人	индивид
個人	индивидуални
個人	индивиди
区間	интервал
銀行	банкиране
銀行	банкови
銀行	банк
銀行	банката
銀行	bank
銀行	банка
研究所	институт
研究所	института
主に	основно
主に	предимно
主に	главно
彼女	тя
ニュース	новини
ニュース	новина
ニュース	новините
その他	друго
その他	друг
その他	други
その他	другите
その他	други
ソフト	меко
ソフト	мек
ソフト	меки
ソフト	нежна
ソフト	мека
文学	литература
能力	способност
なし	без
江戸	едо
学者	учен
学者	учени
国内	домашен
国内	домашна
国内	домашни
空港	летището
空港	летище
空港	летища
空港	летищата
ヨーク	йорк
高速	бързо
高速	бърз
言語	езиците
言語	езици
言語	езикът
言語	езика
言語	език
設計	проектиране
設計	дизайн
韓国	корея
リリース	пускане
リリース	освобождаване
リリース	освобождава
ベスト	жилетка
現代	съвременни
現代	съвременна
現代	съвременно
現代	съвременен
会議	конференция
会議	срещи
会議	събрания
会議	заседания
会議	заседание
会議	среща
会議	съвещание
会議	събрание
会議	срещата
バンド	група
バンド	оркестър
バンド	банда
バンド	лента
バンド	групи
バンド	банди
追加	добави
追加	добавяне
追加	добавя
追加	добавете
追加	добавя
成功	успешна
成功	успешни
成功	успешен
成功	успешно
成功	успех
成功	успехи
移動	преместване
移動	движение
移動	местене
移動	преместване
オリンピック	олимпиадата
オリンピック	олимпиада
国民	национална
国民	национални
国民	национален
国民	национално
国民	нация
ファン	вентилатори
ファン	фенове
ファン	почитатели
ファン	феновете
ファン	фан
ファン	вентилатор
ファン	фен
ファン	почитател
ファン	фенка
すべて	всичко
すべて	всички
すべて	всичко
山口	ямагучи
運動	упражнение
運動	упражнения
運動	придвижване
運動	движение
環境	среда
環境	среди
大きな	биг
大きな	голямо
大きな	големи
大きな	голям
大きな	голяма
競技	конкуренция
競技	конкурс
競技	състезание
会長	председател
会長	председателят
会長	председател
ヨーロッパ	европа
紹介	въведение
紹介	въвеждане
紹介	препращане
紹介	сезиране
形式	формуляр
形式	форма
工場	фабрики
工場	заводи
工場	фабрика
工場	завод
工場	фабриката
相手	опонент
相手	съперник
相手	противник
戦闘	битката
戦闘	битка
戦闘	битка
労働	труда
労働	трудово
労働	труд
労働	труд
事務所	кабинет
事務所	офисът
事務所	офис
事務所	офиса
限定	ограничено
限定	ограничена
限定	limited
限定	ограничен
限定	ограничени
データ	дейта
データ	данни
作戦	операцията
作戦	експлоатация
作戦	функциониране
作戦	операция
オリジナル	оригиналност
オリジナル	оригинални
オリジナル	оригинал
オリジナル	оригинално
オリジナル	оригинална
オリジナル	оригинален
オリジナル	оригиналите
オリジナル	древни
オリジナル	оригинали
可能性	възможности
可能性	вероятности
可能性	възможно
可能性	възможен
可能性	възможна
可能性	възможни
可能性	възможност
演出	постановка
種類	вид
種類	тип
種類	типове
種類	видове
文字	характер
文字	знаци
文字	герои
文字	символи
大統領	президентът
大統領	президент
大統領	председател
協力	съдействие
協力	сътрудничество
指導	насоки
判断	преценка
判断	осъждане
判断	преценка
連邦	федерация
連邦	федерацията
ネット	мрежа
ネット	нетен
ネット	net
ネット	нето
ネット	нет
ネット	мрежи
ネット	мрежите
共和国	република
引退	пенсиониране
引退	пенсиониран
引退	пенсионер
部門	отдел
部門	департамент
産業	промишлеността
産業	индустрия
産業	промишленост
決勝	финал
決勝	краен
決勝	окончателно
プロデューサー	продуценти
プロデューサー	производители
プロデューサー	продуцент
プロデューサー	производител
系統	потекло
誕生	раждания
誕生	раждането
誕生	раждане
誕生	рождение
指揮	командване
指揮	команда
指揮	командата
レース	надпревара
レース	надбягване
レース	състезание
レース	раса
レース	състезателни
レース	надбягвания
レース	състезания
レース	дантела
静岡	шизуока
郵便	mail
郵便	поща
神奈川	канагава
岡山	окаяма
埼玉	сайтама
項目	вписвания
項目	записи
カップ	чашки
カップ	чаши
カップ	чашите
カップ	чашка
カップ	чаша
カップ	купа
カップ	къп
ラン	бягай
レイ	рей
移転	трансфер
移転	преместване
移転	прехвърляне
ほぼ	почти
交差点	кръстовището
交差点	пресичане
交差点	кръстовище
交差点	пресечка
イベント	събития
イベント	мероприятия
イベント	случки
イベント	събитието
イベント	събитие
異なる	различна
異なる	различно
異なる	различни
異なる	различен
神戸	коби
カー	кер
出典	източници
出典	източник
関西	кансай
ほとんど	почти
行動	поведение
行動	поведенчески
行動	поведение
行動	поведенчески
重要	важно
重要	важен
重要	важни
重要	важна
プロジェクト	проект
プロジェクト	проектът
プロジェクト	проекта
プロジェクト	проекти
九州	кюшу
電車	влака
電車	влакът
電車	влак
電車	влакове
電車	влаковете
建築	архитектурата
建築	архитектура
クラス	класи
クラス	класовете
クラス	класове
クラス	клас
クラス	класа
導入	въведение
導入	въвеждане
アジア	азия
全体	цялата
全体	цяла
全体	цял
全体	цялото
タイ	тайланд
タイ	тай
タイ	таи
普通	обикновен
普通	обикновена
普通	обикновени
普通	нормален
普通	нормално
普通	нормални
普通	нормална
一人	една
一人	един
一人	едно
長野	нагано
舞台	стадии
舞台	етапи
舞台	стадий
舞台	сцена
舞台	етап
舞台	сцената
一方	междувременно
スペイン	испания
意見	становище
意見	мнение
意見	мнение
意見	становища
意見	мнения
再び	отново
再び	пак
発見	открийте
発見	открие
発見	откриване
発見	откритие
発見	разкритие
発見	дискавъри
発見	откриване
鈴木	сузуки
ローマ	римски
ローマ	римлянин
ローマ	роман
ローマ	римска
ローマ	рим
ローマ	рома
ローマ	ромите
ローマ	ромски
ローマ	роми
保護	защита
保護	защити
保護	защита
保護	закрила
少女	момиченце
少女	момиче
試験	разглеждане
試験	изследване
試験	изпит
試験	изпит
試験	изпити
多数	mnogo
多数	много
多数	многобройни
反対	срещу
反対	против
反対	обратното
作家	авторите
作家	автори
作家	писателка
作家	сценарист
作家	писател
作家	писатели
作家	писателите
作家	сценаристи
作家	автор
地球	земно
地球	земята
地球	земен
地球	земя
方法	метод
特徴	характеристики
特徴	черти
特徴	особености
特徴	характеристики
特徴	особеност
特徴	характеристика
特徴	характерен
特徴	характерни
特徴	характеристика
ベース	основа
ベース	база
ベース	бас
ベース	баса
ベース	костур
男性	мъжко
男性	мъжки
男性	мъж
男性	мъжкар
男性	мъжка
男性	мъжете
男性	men
男性	мъже
男性	човече
男性	човек
男性	мъж
ケース	случай
ケース	дело
ケース	кейс
ケース	случаят
ケース	каса
ケース	случаи
子供	деца
子供	децата
子供	деца
子供	дете
福島	фукушима
大臣	министър
大臣	министри
大臣	министрите
オープン	отворено
オープン	отвори
オープン	отваряне
コーナー	ъгъл
コーナー	ъгъла
取締役	директорът
取締役	режисьор
取締役	директор
取締役	директорите
取締役	режисьори
取締役	директори
人気	популярно
人気	популярен
人気	популярна
人気	популярни
人気	популярност
人気	известност
評価	рейтинги
評価	рейтинг
評価	квалификация
評価	рейтинг
評価	квалификации
評価	рейтинги
評価	рейтингите
評価	оценяване
評価	оценката
評価	оценка
評価	ставка
評価	преценка
評価	оценяване
評価	оценка
説明	обяснения
説明	обяснение
説明	разяснения
説明	обясни
説明	описание
装備	оборудване
装備	екипировка
ドル	долари
ドル	долар
投票	гласувайте
投票	вот
投票	гласуване
投票	гласуването
投票	гласуване
雑誌	списание
雑誌	списанията
雑誌	списания
熊本	кумамото
グランド	бона
グランド	гранд
学科	отдел
学科	департамент
学科	отделите
学科	управления
学科	отдели
パー	пар
専用	посветен
専用	посветена
専用	отдадени
専用	отдадена
登録	регистър
登録	регистрации
登録	регистрация
登録	регистриране
佐藤	сато
田中	танака
ステージ	стадии
ステージ	етапи
ステージ	стадий
ステージ	сцена
ステージ	етап
ステージ	сцената
沖縄	окинава
ゲスト	гост
ゲスト	гостенка
ゲスト	гостите
ゲスト	гости
学生	студенти
学生	ученици
学生	студентка
学生	ученик
学生	ученичка
学生	студент
周辺	обстановка
周辺	обкръжение
周辺	среда
周辺	периферията
言葉	дума
言葉	думите
言葉	думи
教会	църкви
教会	църквите
教会	църква
教会	чърч
教会	църквата
内閣	кабинет
内閣	шкаф
内閣	кабинетът
整備	поддръжка
整備	поддържане
主張	иск
主張	твърдение
主張	претенция
主張	твърдение
主張	твърдение
ロック	катинар
ロック	заключване
ロック	заключи
ロック	ключалка
ロック	скала
ロック	rock
ロック	рок
ロック	скали
ロック	камък
事故	авария
事故	злополука
事故	инцидент
事故	произшествие
事故	инциденти
事故	злополуки
事故	аварии
事故	произшествия
分類	категория
分類	класификации
分類	категории
分類	класифициране
分類	класиране
分類	класификация
状況	обстоятелства
状況	обстоятелство
状況	ситуации
状況	ситуациите
状況	положението
状況	ситуация
状況	положение
状況	обстоятелства
状況	обстоятелствата
中村	накамура
家族	семейство
家族	семейството
距離	дистанция
距離	разстояние
距離	разстояния
表現	представителство
表現	изразяване
表現	изражение
表現	израз
表現	представителства
仙台	сендай
新しい	ню
新しい	ново
新しい	нов
新しい	нови
新しい	нова
ホール	дупка
ホール	дупката
ホール	зала
ホール	хол
ホール	hall
体重	тегло
体重	тежест
血液	кръвта
血液	кръв
同意	съгласието
同意	съгласие
同意	съгласна
同意	договорено
同意	съгласен
これらの	тези
由来	произход
平均	среден
平均	средно
事実	фактите
事実	факти
事実	факт
店舗	магазини
店舗	магазини
店舗	магазин
店舗	съхранение
カテゴリ	категория
カテゴリ	категории
メートル	метра
メートル	метри
メートル	метър
メートル	метри
芸術	изкуства
芸術	изкуствата
芸術	изкуство
芸術	арт
芸術	изкуството
芸術	art
芸術	изкуство
複数	множествена
複数	многобройни
複数	множество
観光	туризмът
観光	туризъм
観光	туристи
観光	туристическа
観光	турист
観光	туристически
観光	забележителности
取得	иск
取得	твърдение
取得	претенция
取得	донеси
王国	кралство
王国	царство
電話	телефон
刑事	детектив
レコード	рекорд
レコード	запис
レコード	архиви
レコード	плочи
レコード	записи
レコード	регистри
秋田	акита
上記	над
上記	отгоре
トップ	top
トップ	топ
トップ	върха
付近	близко
付近	близо
リン	лин
リン	фосфор
輸送	транспорт
輸送	транспортиране
輸送	превоз
輸送	транспорт
輸送	превоз
輸送	транспортиране
飛行	полета
飛行	полет
長崎	нагасаки
メイン	основни
メイン	основна
メイン	главна
メイン	главен
メイン	главни
メイン	мейн
メイン	първична
メイン	първични
メイン	първичен
メイン	първично
ロード	зареди
ロード	натоварване
ロード	зареждане
ロード	товар
エル	ел
札幌	сапоро
ワールド	свят
ワールド	света
美術	арт
美術	изкуството
美術	art
美術	изкуство
息子	синовете
息子	синове
息子	синко
息子	сине
息子	син
制度	институция
ツアー	турне
ツアー	обиколка
ツアー	тур
ツアー	турнета
ツアー	обиколки
ツアー	екскурзии
スタジオ	студия
スタジオ	ателие
スタジオ	студио
市民	граждани
市民	гражданите
市民	гражданство
市民	гражданин
松本	мацумото
自然	натурални
自然	естествени
自然	естествена
自然	естествен
自然	естество
自然	природа
自然	природата
マイル	майлс
マイル	мили
マイル	километри
マイル	майл
マイル	километър
マイル	миля
組合	сдружения
組合	асоциации
生徒	студенти
生徒	ученици
生徒	ученик
