پُکھراج	топаз
پلُوتا	проклятье
پَلّہ	сторона
پَلّہ	стороне
پَلّہ	ранг
پَلّہ	звание
پَلّہ	ранга
پَلّہ	шаг
پَلّہ	статус
پَلّہ	состояние
پَلّہ	край
پَلّہ	краю
پَلّہ	края
پلیت	призрак
پلیت	призраки
پلیت	привидение
پلید	загрязненных
پلید	отвратительным
پلید	призрак
پلید	призраки
پلید	привидение
پلید	джинны
پلید	джинн
پلید	джиннов
پلید	фол
پلید	противно
پلیدی	загрязнение
پلیدی	примесей
پن	но
لڑکپن	детство
لڑکپن	детства
پِن	пин
پِن	pin
پِن	прикрепить
پُن	милостыню
پُن	добродетель
پُن	добродетели
پُن	благотворительность
پُن	благотворительная
پُن	чел
پُن	мужик
پُن	человек
پُن	мужчина
پُن	man
پُن	мужской
پُن	мужчина
پُن	самец
پُن	мужские
پنا	ширина
پنا	ширину
پنّا	изумрудный
پِنّا	глыба
پِنّا	reel
پِناک	club
پِناک	клуб
پِناک	персонал
پِناک	сотрудники
پناہ	убежище
پناہ	убежища
پناہ	убежище
پناہ	защита
پناہ	охрана
پناہ	убежище
پناہ	убежища
پناہ	убежище
پناہ	укрытие
پناہ	жилье
پناہ	убежище
پناہ	приют
پناہ	защита
پناہ	охрана
پنبئی	желтоватый
پنپنا	расти
پنپنا	вырасти
پنپنا	восстановить
پنپنا	процветать
پنپنا	процветать
پنپنا	возродить
پنپنا	оживить
پِنپنانا	свисток
پِنپنانا	свист
پنت	религии
پنت	религия
پنت	вера
پنت	дорога
پنت	дорожной
پنت	road
پنت	роуд
پنت	путь
پنت	вере
پنت	веру
پنت	вера
پنتھ	дорога
پنتھ	дорожной
پنتھ	road
پنتھ	роуд
پنتھ	путь
پنتھ	эпоха
پنتھ	эпоху
پنتھ	эра
پنتھ	путь
پنتھ	way
پنتھ	способ
پنتھی	путешественник
پنتھی	traveller
پنج	пятеро
پنج	пять
پنجابی	панджаби
پنجاہ	пятьдесят
پنجاہ	fifty
پِنجر	ребра
پِنجر	клетка
پِنجر	клетку
پِنجر	скелет
پِنجرا	клетка
پِنجرا	клетку
پِنجری	ребра
پِنجری	гроб
پِنجری	похороны
پنجشنبہ	четверг
پنجم	пятый
پنجم	пятой
پنجم	пятая
پنجم	пятое
پِنجنا	присоединиться
پِنجنا	присоединяйтесь
پِنجنا	шов
پنجہ	власть
پنجہ	сила
پنجہ	мощь
پنجہ	power
پنجہ	мощность
پنجہ	сцепление
پنجہ	контроля
پنجہ	контроль
پنجہ	управление
پنجہ	хранение
پنجہ	владение
پنجہ	обладание
پنجہ	коготь
پنجہ	лапу
پنجیرا	кастрюли
پنچ	арбитра
پنچ	арбитр
پنچ	судья
پنچ	пятеро
پنچ	пять
پنچال	зная
پنچال	эксперта
پنچال	эксперт
پنچال	мудрый
پنچال	мудро
پنچال	мудрое
پنچال	мудрые
پنچال	опытные
پنچال	опытных
پنچال	опытный
پنچال	умная
پنچال	умный
پنچال	умно
پنچال	хитрость
پنچالی	эксперта
پنچالی	эксперт
پنچالی	учёный
پنچالی	ученый
پنچایت	братство
پنچایت	чепуха
پنچایت	вздор
پنچایت	ерунда
پنچایت	чушь
پنچایت	арбитраж
پنچایت	община
پنچایت	общины
پنچایت	сообщества
پنچایت	сообщество
پنچایتی	сволочь
پنچم	сопрано
پنچم	пятый
پنچم	пятой
پنچم	пятая
پنچم	пятое
پنچھی	странник
پنچھی	птичка
پنچھی	бёрд
پنچھی	птицы
پنچھی	птица
پند	советник
پند	адвокат
پند	советы
پِندار	высокомерие
پِندار	мнение
پِندار	мысль
پِندار	думал
پِندار	гордыня
پِندار	гордость
پِندار	понятие
پِندار	воображение
پِندار	воображения
پندرھواں	пятнадцатого
پندرھواں	пятнадцатый
پندرھواں	пятнадцатой
پِنڈ	урегулирование
پِنڈ	поселение
پِنڈ	урегулирования
پِنڈ	глыба
پِنڈ	body
پِنڈ	тела
پِنڈ	тело
پِنڈ	деревне
پِنڈ	село
پِنڈ	деревня
پنڈا	интеллект
پنڈا	разведка
پنڈا	разведки
پنڈا	обучения
پنڈا	обучение
پنڈا	учимся
پنڈا	учусь
پنڈا	мудрости
پنڈا	мудрость
پنڈا	знания
پنڈا	знание
پِنڈا	глыба
پِنڈا	человек
پِنڈا	body
پِنڈا	тела
پِنڈا	тело
پِنڈارا	бандит
پنڈِت	мастер
پنڈِت	хозяин
پنڈِت	master
پنڈِت	профессор
پنڈِت	преподаватель
پنڈِت	астролог
پنڈِت	научилась
پنڈِت	узнал
پنڈِت	научился
پنڈِت	мудрый
پنڈِت	мудро
پنڈِت	мудрое
پنڈِت	мудрые
پنڈِت	брахман
پنڈِتائی	обучения
پنڈِتائی	обучение
پنڈِتائی	учимся
پنڈِتائی	учусь
پنڈِتائی	духовенство
پنڈک	евнух
پِنڈلی	шин
پِنڈلی	син
پُنر	секунда
پُنر	второй
پُنر	вторая
پُنر	второе
پُنر	опять
پُنر	вновь
پُنر	снова
پُنر	также
پُنر	другой
پُنر	другая
پنسار	полив
پنساری	специи
پنسال	уровень
پنسال	уровня
پنسال	level
پنک	грязь
پنک	грязи
پنک	куагмир
پنک	клей
پنک	клэй
پنک	глины
پِنک	сонливость
پنکھ	перо
پنکھ	крыло
پنکھ	крыла
پنکھا	поклонник
پنکھا	фан
پنکھا	вентилятор
پنکھا	фанат
پنکھا	поклонник
پنکھا	фан
پنکھا	вентилятор
پنکھا	фанат
پنکھڑی	лепесток
پنکھی	моли
پنکھی	моль
پنکھی	птичка
پنکھی	бёрд
پنکھی	птицы
پنکھی	птица
پنگ	змей
پنگ	рептилия
پنگا	конфронтации
پنگا	противостояние
پنگا	неуклюжий
پنگا	ссора
پِنگا	слабая
پِنگا	слабо
پِنگا	слабым
پِنگا	слабые
پِنگا	слабый
پِنگا	тонкий
پِنگا	тонкая
پِنگا	тонкие
پِنگا	нежный
پِنگا	нежная
پِنگا	нежные
پنگت	племя
پنگت	племени
پنگت	общество
پنگت	общества
پنگت	касты
پنگت	компания
پنگت	company
پنگت	рота
پنگت	компании
پنگت	братство
پنگت	стипендия
پنگت	стипендий
پنگت	стипендии
پِنگل	fire
پِنگل	пожар
پِنگل	огонь
پُنگل	серьги
پنگو	отстой
پنگو	калека
پُنم	хорош
پُنم	хороша
پُنم	хороший
پُنم	хорошее
پُنم	хорошо
پُنم	праведный
پُنم	праведники
پُنم	праведные
پُنم	святая
پُنم	святые
پُنم	святой
پُنم	святейший
پُنم	святое
پِننا	чистые
پِننا	чистая
پِننا	чисто
پِننا	чистый
پِننا	очистить
پِننا	чистой
پُننا	злоупотребления
پُننا	надругательство
پُننا	злоупотребление
پنوَت	индекс
پنوَت	указатель
پُنہ	опять
پُنہ	вновь
پُنہ	снова
پنہا	широкая
پنہا	широкие
پنہا	широкой
پنہا	широкий
پنہا	просторные
پنہا	широкая
پنہا	широкие
پنہا	широкого
پنہا	широкий
پِنہاں	скрывали
پِنہاں	втайне
پِنہاں	тайно
پِنہاں	тайна
پِنہاں	секрет
پِنہاں	секретная
پِنہاں	секретный
پِنہاں	скрытая
پِنہاں	скрыты
پِنہاں	скрытый
پِنہاں	скрыто
پِنہاں	скрытые
پنہی	тапочки
پنہی	обуви
پنہی	обувь
پنہی	ботинок
پُنّی	праведный
پُنّی	праведники
پُنّی	праведные
پنیا	водных
پنیا	водные
پنیا	вода
پنیا	воды
پنیا	воду
پنیاسوت	spring
پنیاسوت	весна
پنیاسوت	весенний
پنیاتما	щедрый
پنیاتما	щедрые
پنیاتما	щедро
پنیاتما	щедрость
پُنّیائی	клан
پُنّیائی	потомство
پنیَر	указатель
پنیر	сыр
پنیری	банально
پنیلا	тонкий
پنیلا	тонкая
پنیلا	тонкие
پُنیہ	праведный
پُنیہ	праведники
پُنیہ	праведные
پنھتّر	скелет
پَو	эйс
پَو	туз
پَو	ас
پَو	рассвета
پَو	рассвете
پَو	рассвет
پَو	дон
پَو	успех
پَو	успеха
پوائی	круг
پوپٹ	попугай
پوپک	дятел
پُوت	сынок
پُوت	сын
پوِتر	святое
پوِتر	священное
پوِتر	священная
پوِتر	священный
پوِتر	священной
پوِتر	чистая
پوِتر	чистые
پوِتر	чисто
پوِتر	чистый
پوِتر	чистое
پوِترتا	чистоту
پوِترتا	чистоты
پوِترتا	чистота
پوتھی	книга
پوتھی	книгу
پوٹ	мешок
پوٹ	избыток
پوٹ	превышение
پوٹ	излишки
پوٹ	бэйл
پوٹ	кучи
پوٹ	куча
پوٹ	bundle
پوٹ	изобилие
پوٹا	живот
پوٹا	желудок
پوٹا	власть
پوٹا	сила
پوٹا	мощь
پوٹا	power
پوٹا	мощность
پوٹا	мужество
پوٹا	храбрость
پوٹا	смелость
پوٹا	сила
پوٹا	прочность
پُوج	поклоняться
پُوج	поклонение
پُوجا	поклонение
پُوجا	пуджа
پُوجا	поклоняться
پُوجا	поклонение
پُوجنا	обожаю
پُوجنا	поклоняться
پُوجنا	поклонение
پُوجیہ	почтенный
پوچ	бесполезный
پوچ	бесполезна
پوچ	бесполезный
پوچ	бесполезно
پوچ	бесполезен
پوچ	мелкой
پوچ	мелкая
پوچ	незначительным
پُوچھ	расследование
پُوچھ	респект
پُوچھ	уважать
پُوچھ	уважение
پُوچھ	уважаю
پُوچھ	вопрос
پُوچھنا	консультация
پُوچھنا	проконсультироваться
پُوچھنا	вопрос
پُوچھنا	пригласить
پُوچھنا	приглашение
پُوچھنا	приглашаем
پُوچھنا	приглашаю
پُوچھنا	ценность
پُوچھنا	значение
پُوچھنا	величина
پُوچھنا	стоимость
پُوچھنا	спроси
پُوچھنا	спросить
پُوچھنا	спросите
پوچھنا	стереть
پوچھنا	чистые
پوچھنا	чистая
پوچھنا	чисто
پوچھنا	чистый
پوچھنا	очистить
پوچھنا	чистой
پَود	детей
پَود	дети
پَود	потомства
پَود	потомство
پَود	потомство
پُود	гав
پودنا	карлик
پودنا	гном
پودنا	карлик
پودینہ	мята
پُور	наводнение
پُور	потоп
پُور	наводнений
پُور	city
پُور	город
پُور	города
پُور	заполнена
پُور	заполнены
پُور	сынок
پُور	сын
پور	фаланга
پُورا	точная
پُورا	точный
پُورا	целые
پُورا	фирма
پُورا	целая
پُورا	целые
پُورا	целое
پُورا	целиком
پُورا	выполнена
پُورا	выполнено
پُورا	опытные
پُورا	опытных
پُورا	опытный
پُورا	полный
پُورا	полные
پُورا	полное
پُورا	полного
پُورا	полная
پُورا	спелые
پُورا	достаточное
پُورا	достаточный
پُورا	достаточная
پُورا	идеальная
پُورا	идеальный
پُورا	идеально
پُورا	квалифицированный
پُورا	квалифицированные
پُورا	квалифицированных
پُورا	полный
پُورا	полная
پُورا	завершить
پُورا	постоянная
پُورا	постоянно
پُورا	постоянные
پُورا	постоянное
پُورا	постоянный
پوراپن	полноты
پوراپن	полноту
پوراپن	достаточности
پوراپن	достижение
پوراپن	зрелость
پوراپن	зрелости
پوراکرنا	полный
پوراکرنا	полная
پوراکرنا	завершить
پُورب	древний
پُورب	древних
پُورب	древние
پُورب	древняя
پُورب	бывший
پُورب	прежний
پُورب	бывшей
پُورب	бывшие
پُورب	бывшая
پُورب	старая
پُورب	old
پُورب	старые
پُورب	старое
پُورب	старый
پُورب	предшествующие
پُوربک	последние
پُوربک	последнее
پُوربک	last
پُوربک	последний
پُوربک	последняя
پُوربک	бывший
پُوربک	прежний
پُوربک	бывшей
پُوربک	бывшие
پُوربک	бывшая
پُوربک	старая
پُوربک	old
پُوربک	старые
پُوربک	старое
پُوربک	старый
پُوربک	предыдущие
پُوربک	предыдущая
پُوربک	предыдущий
پُوربک	предыдущее
پُوربنی	индию
پُوربنی	индия
پُوربنی	индии
پُوربیا	индию
پُوربیا	индия
پُوربیا	индии
پُورمپُور	полностью
پُورمپُور	полный
پُورمپُور	полные
پُورمپُور	полное
پُورمپُور	полного
پُورمپُور	полная
پُورمپُور	полностью
پُورمپُور	совершенно
پُورن	целые
پُورن	полный
پُورن	полные
پُورن	полное
پُورن	полного
پُورن	полная
پُورن	полный
پُورن	полная
پُورن	завершить
پُورن	идеальная
پُورن	идеальный
پُورن	идеально
پُورہ	урегулирование
پُورہ	поселение
پُورہ	урегулирования
پُوری	целые
پُوری	полный
پُوری	полная
پُوری	завершить
پُوری	пури
پَوڑی	ступеньки
پَوڑی	лестнице
پَوڑی	лестница
پَوڑی	лестницы
پوڑھا	стаут
پوڑھا	фирма
پوڑھا	могущественный
پوڑھا	могучий
پوڑھا	широкая
پوڑھا	широкие
پوڑھا	широкой
پوڑھا	широкий
پوڑھا	толстый
پوڑھا	толстая
پوڑھا	толщиной
پوڑھا	толстые
پوڑھا	сильный
پوڑھا	сильная
پوڑھا	сильные
پوڑھا	сильна
پوڑھا	сильное
پوڑھا	плотный
پوڑھا	плотная
پوڑھائی	толщина
پوڑھائی	твердость
پوڑھائی	сила
پوڑھائی	прочность
پَوڑھنا	отдохнуть
پَوڑھنا	отдых
پوز	морда
پوزش	извинение
پوزش	извинения
پوسا	вырос
پوسا	приручить
پوست	оболочка
پوست	shell
پوست	кора
پوست	барк
پوست	поппи
پوست	мака
پوست	слоя
پوست	слой
پوست	оболочка
پوست	shell
پوست	кора
پوست	барк
پوست	поппи
پوست	мака
پوست	кожи
پوست	кожа
پوست	слоя
پوست	слой
پوستی	ленивый
پوستی	лень
پوستین	клевета
پوسنا	задняя
پوسنا	тыл
پوسنا	сзади
پوسنا	задних
پوسنا	породы
پوسنا	порода
پوسنا	приручить
پوش	охватывающий
پوش	ношение
پوشاک	одежда
پوشاک	одежду
پوشاک	платье
پوشاک	швейной
پوشاک	одежда
پوشاک	одежду
پوشاک	платье
پوشاک	швейной
پوشِش	покрывало
پوشِش	одеяло
پوشِش	швейной
پوشِش	лист
پوشِش	одежда
پوشِش	одежду
پوشِش	охватывающий
پوشِش	платье
پوشیدگی	двусмысленности
پوشیدگی	секретности
پوشیدگی	двусмысленности
پوشیدگی	секретности
پوشیدگی	сокрытие
پوشیدنی	одежда
پوشیدنی	одежды
پوشیدنی	одежду
پوشیدنی	платье
پوشیدہ	охватывает
پوشیدہ	втайне
پوشیدہ	тайно
پوشیدہ	скрытая
پوشیدہ	скрыты
پوشیدہ	скрытый
پوشیدہ	скрыто
پوشیدہ	скрытые
پوشیدہ	скрывали
پوشیدہ	тайно
پوشیدہ	охватывает
پوشیدہ	тайна
پوشیدہ	секрет
پوشیدہ	секретная
پوشیدہ	секретный
پوشیدہ	втайне
پوشیدہ	тайно
پوشیدہ	скрытая
پوشیدہ	скрыты
پوشیدہ	скрытый
پوشیدہ	скрыто
پوشیدہ	скрытые
پوشیدہ	скрывали
پوشیدہ	тайно
پوکھر	танк
پوکھر	цистерны
پوکھر	цистерна
پوکھر	пруд
پوکھر	пул
پوکھر	бассейн
پوکھر	бильярд
پُول	money
پُول	деньги
پُول	кэш
پُول	наличными
پُول	наличные
پُول	пул
پُول	бассейн
پُول	бильярд
پُول	монету
پُول	монета
پُول	монеты
پُول	пруд
پول	пустота
پول	тайна
پول	секрет
پول	секретная
پول	секретный
پولا	глупо
پولا	пусто
پولا	пустая
پولا	пустой
پولا	пустое
پولا	пустые
پولا	мягкий
پولا	нежная
پولا	мягкая
پولا	мягкое
پولا	мягкие
پولاد	сильный
پولاد	сильная
پولاد	сильные
پولاد	сильна
پولاد	сильное
پولاد	определено
پولاد	определен
پولاد	определены
پَولی	вход
پَولی	след
پَولی	двери
پَولی	дверь
پَولی	порог
پُولی	соломы
پُولی	трава
پُولی	травы
پُولی	траве
پُولی	траву
پوَن	воздух
پوَن	air
پوَن	ветер
پوَن	ветра
پوَن	очищения
پوَن	очищение
پوَن	вдох
پوَن	дыхание
پَون	шарм
پَون	очарование
پَون	обаяние
پونا	фрай
پونا	срю
پونا	приготовить
پونا	повар
پونا	кук
پونا	готовить
پُونجا	bundle
پُونجا	сноп
پُونجا	стек
پُونجی	власть
پُونجی	сила
پُونجی	мощь
پُونجی	power
پُونجی	мощность
پُونجی	акции
پُونجی	наличии
پُونجی	мужество
پُونجی	храбрость
پُونجی	смелость
پُونجی	богатства
پُونجی	богатство
پُونجی	принадлежащих
پُونجی	собственности
پُونجی	свойство
پُونجی	имущество
پُونجی	собственность
پُونجی	недвижимость
پُونجی	вместимость
پُونجی	емкость
پُونجی	способность
پُونجی	потенциал
پُونجی	потенциала
پُونجی	столица
پُونجی	капитал
پُونجی	capital
پونچنا	чистые
پونچنا	чистая
پونچنا	чисто
پونچنا	чистый
پونچنا	очистить
پونچنا	чистой
پُونچھ	хвост
پُونچھ	паразит
پُونچھ	паразиты
پونچھن	отказать
پونچھن	отказывать
پونچھن	отказаться
پونچھن	мусор
پونچھنا	пыль
پونچھنا	пыли
پونچھنا	стереть
پونچھنا	чистые
پونچھنا	чистая
پونچھنا	чисто
پونچھنا	чистый
پونچھنا	очистить
پونچھنا	чистой
پونگا	пусто
پونگا	пустая
پونگا	пустой
پونگا	пустое
پونگا	пустые
پُونگڑا	мальчик
پُونگڑا	парень
پُونگڑا	boy
پُونگڑا	сынок
پُونگڑا	сын
پوہا	скот
پویا	бег
پویا	бегать
پویا	едем
پویا	иду
پہ	но
پہاڑ	огромная
پہاڑ	огромный
پہاڑ	огромные
پہاڑ	огромное
پہاڑ	сильный
پہاڑ	сильная
پہاڑ	сильные
پہاڑ	сильна
پہاڑ	сильное
پہاڑ	горы
پہاڑ	горный
پہاڑ	гора
پہاڑ	горных
پہاڑ	огромная
پہاڑ	огромный
پہاڑ	огромные
پہاڑ	огромное
پہاڑ	сильный
پہاڑ	сильная
پہاڑ	сильные
پہاڑ	сильна
پہاڑ	сильное
پہپٹ	мошенничества
پہپٹ	мошенничество
پہپٹ	шум
پہپٹ	обман
پہپٹ	обмана
پہپٹ	предательство
پہپٹ	измена
پہچان	разграничение
پہچان	различие
پہچان	различия
پہچان	идентификация
پہچان	идентификации
پہچان	выявление
پہچان	признание
پہچان	знакомство
پہچان	знакомство
پہچان	знакомый
پہچاننا	признать
پہچاننا	узнаешь
پہچاننا	распознать
پہچاننا	признаем
پہچاننا	пойми
پہچاننا	понимаю
پہچاننا	понять
پہچاننا	знай
پہچاننا	знать
پہچاننا	признать
پہچاننا	узнаешь
پہچاننا	распознать
پہچاننا	признаем
پہچاننا	пойми
پہچاننا	понимаю
پہچاننا	понять
پہچاننا	знай
پہچاننا	знать
پہچاننا	идентифицировать
پہچنا	охват
پہرا	время
پہرا	времени
پہرا	тайм
پہرا	time
پہرا	арестовать
پہرا	арест
پہرا	часовой
پہرا	сентинел
پہرا	наблюдаю
پہرا	смотрим
پہرا	смотрю
پہرا	период
پہرا	стражей
پہرا	сезон
پہرا	защита
پہرا	охрана
پہرا	гвардия
پہرا	охрана
پہرا	охранник
پہرائو	одежда
پہرائو	одежды
پہرائو	одежду
پہرائو	платье
پہَل	крыло
پہَل	крыла
پہَل	фланг
پہَل	сторона
پہَل	стороне
پہل	начало
پہل	первый
پہل	сначала
پہل	первое
پہل	первая
پہل	first
پہل	инициатива
پہل	ранее
پہل	ранее
پہلا	основная
پہلا	основные
پہلا	главная
پہلا	основных
پہلا	шеф
پہلا	начальник
پہلا	вождь
پہلا	предыдущие
پہلا	предыдущая
پہلا	предыдущий
پہلا	предыдущее
پہلا	оригинальная
پہلا	оригинально
پہلا	оригинальные
پہلا	первоначального
پہلا	оригинальный
پہلا	оригинал
پہلا	начального
پہلا	первичные
پہلا	начальное
پہلا	бывший
پہلا	прежний
پہلا	бывшей
پہلا	бывшие
پہلا	бывшая
پہلا	первый
پہلا	сначала
پہلا	первое
پہلا	первая
پہلا	first
پہلَو	герой
پہلَو	борец
پہلَو	персов
پہلَو	шем
پہلُو	сторона
پہلُو	стороне
پہلُو	ребра
پہلُو	режим
پہلُو	mode
پہلُو	предлогом
پہلُو	предлог
پہلُو	фланг
پہلُو	тема
پہلُو	теме
پہلُو	крыло
پہلُو	крыла
پہلُو	предмет
پہلُو	субъект
پہلُو	объект
پہلُو	тема
پہلُو	поддержки
پہلُو	поддержка
پہلُو	поддержку
پہلُو	поддерживаю
پہلوبچانا	избежать
پہلوبچانا	избегать
پہلوبچانا	избегайте
پہلومارنا	соревноваться
پہلومارنا	конкурировать
پہلومارنا	противостоять
پہلومارنا	подражать
پہلوان	храбрый
پہلوان	смелая
پہلوان	смело
پہلوان	смелый
پہلوان	эксперта
پہلوان	эксперт
پہلوان	выполнена
پہلوان	выполнено
پہلوان	идеальная
پہلوان	идеальный
پہلوان	идеально
پہلوان	смелые
پہلوان	борец
پہلوان	храбрый
پہلوان	смелая
پہلوان	смело
پہلوان	смелый
پہلوان	эксперта
پہلوان	эксперт
پہلوان	выполнена
پہلوان	выполнено
پہلوان	идеальная
پہلوان	идеальный
پہلوان	идеально
پہلوان	смелые
پہلوانی	борьба
پہلوانی	героизм
پہلوتہی	уклонения
پہلوتہی	уклонение
پہلے	ранее
پہلے	ранее
پہن	ширина
پہن	ширину
پہن	ширина
پہن	продление
پہن	расширение
پہناوا	швейной
پہناوا	платье
پہنائی	ширина
پہنائی	ширину
پہنائی	ширина
پہنچ	вход
پہنچ	получения
پہنچ	получение
پہنچ	власть
پہنچ	сила
پہنچ	мощь
پہنچ	power
پہنچ	мощность
پہنچ	прибытия
پہنچ	прибытие
پہنچ	понимание
پہنچ	понимания
پہنچ	признание
پہنچ	доступа
پہنچ	доступ
پہنچ	проникновения
پہنچ	проникновение
پہنچ	мудрости
پہنچ	мудрость
پہنچ	вместимость
پہنچ	емкость
پہنچ	способность
پہنچ	потенциал
پہنچ	потенциала
پہنچ	вход
پہنچ	получения
پہنچ	получение
پہنچ	власть
پہنچ	сила
پہنچ	мощь
پہنچ	power
پہنچ	мощность
پہنچ	прибытия
پہنچ	прибытие
پہنچ	понимание
پہنچ	понимания
پہنچ	признание
پہنچ	доступа
پہنچ	доступ
پہنچ	проникновения
پہنچ	проникновение
پہنچ	мудрости
پہنچ	мудрость
پہنچ	вместимость
پہنچ	емкость
پہنچ	способность
پہنچ	потенциал
پہنچ	потенциала
پہنچ	охват
پہنچا	запястья
پہنچا	запястье
پہنچا	пришла
پہنچا	пришел
پہنچا	пришёл
پہنچا	прибыл
پہنچا	приехали
پہنچا	прибыли
پہنچا	прибыла
پہنچا	предплечье
پہنچا	достигнуто
پہنچا	достигнут
پہنچا	достиг
پہنچانا	поведение
پہنچانا	нести
پہنچانا	поведение
پہنچنا	развить
پہنچنا	развивать
پہنچنا	пойми
پہنچنا	понимаю
پہنچنا	понять
پہنچنا	получать
پہنچنا	прогресс
پہنچنا	приходите
پہنچنا	приходи
پہنچنا	знай
پہنچنا	знать
پہنچنا	развить
پہنچنا	развивать
پہنچنا	пойми
پہنچنا	понимаю
پہنچنا	понять
پہنچنا	получать
پہنچنا	прогресс
پہنچنا	приходите
پہنچنا	приходи
پہنچنا	охват
پہنچنا	знай
پہنچنا	знать
پہننا	надеть
پہننا	носить
پہیّا	круг
پہیّا	колеса
پہیّا	колесо
پہیّا	режим
پہیّا	mode
پہیّا	круглая
پہیّا	круглые
پہیّا	раунд
پہیلی	головоломки
پہیلی	головоломка
پہیلی	enigma
پہیلی	загадка
پہیلی	загадку
پہیلی	головоломки
پہیلی	головоломка
پہیلی	enigma
پہیلی	загадка
پہیلی	загадку
پئے	для
پئے	for
پئے	за
پی	жир
پی	любимая
پی	любимой
پی	любимый
پی	толстый
پی	толстая
پی	жир
پی	жирный
پی	возлюбленный
پی	любовник
پی	муж
پَے	марк
پَے	mark
پَے	отметить
پَے	метка
پَے	марка
پَے	позади
پَے	сзади
پَے	но
پَے	след
پَے	нерв
پَے	после
پَے	after
پَے	дефект
پَے	отследить
پَے	след
پَے	фут
پَے	нога
پَے	ногу
پَے	поэтому
پِیا	любимая
پِیا	любимой
پِیا	любимый
پِیا	возлюбленный
پِیا	любовник
پِیا	солнышко
پِیا	дорогая
پِیا	дорогие
پِیا	дорогой
پِیا	муж
پِیادہ	лакей
پِیادہ	пешка
پیار	любить
پیار	love
پیار	люблю
پیار	любовь
پیار	любим
پیار	поцелуй
پیار	kiss
پیار	целуй
پیار	дружбы
پیار	дружба
پیار	вложение
پیار	привязанность
پیار	привязанность
پیاردلار	любить
پیاردلار	love
