och	un
län	apriņķis
län	apgabals
län	province
län	ils
län	apgabali
län	novados
bosnien	bosnija
afghanistan	afganistāna
john	džons
hercegovina	hercegovina
hercegovina	hercegovinā
administrativ	administratīvā
administrativ	administratīvi
administrativ	administratīvais
administrativ	administratīva
administrativ	administratīvie
nordöstra	ziemeļaustrumu
bara	tikai
bara	tikai
ska	būtu
ska	vajadzētu
ska	ska
ontario	ontario
plats	vieta
plats	vieta
plats	novietojums
carl	kārlis
församling	pagasts
församling	draudzi
församling	montāža
församling	asamblejas
församling	asambleja
río	río
land	valsts
land	zemi
land	zeme
land	zemes
dess	tās
amerikansk	american
amerikansk	amerikāņu
amerikansk	amerikas
helsingfors	helsinkos
helsingfors	helsinku
tid	laiks
tid	laika
tog	ieņēma
tog	paņēma
tog	ņēma
några	dažas
några	dažiem
några	daži
kommer	būs
kommer	nāc
kommer	nāk
exempel	piemērs
exempel	piemērus
exempel	piemēri
någon	jebkurš
någon	ikviens
någon	kādam
någon	kāds
någon	kādam
någon	jebkuru
någon	jebkura
någon	jebkurš
gräsmarker	pļavas
gräsmarker	pļavās
saint	svētais
saint	saint
något	nedaudz
något	kautkas
gjorde	did
san	san
stor	lielie
stor	liels
stor	lielas
stor	lieli
stor	liela
stor	lielā
stor	liels
stor	lielais
stor	lieli
stor	liela
stor	lielā
ingen	nav
ingen	neviena
ingen	neviens
staden	pilsēta
staden	pilsēta
kallt	saaukstēšanās
kallt	auksts
kallt	auksti
kallt	aukstā
kallt	aukstums
jawa	jawa
varit	bijis
varit	bijusi
får	aitas
får	aitām
får	aita
får	aitu
naturlig	dabīgais
naturlig	dabas
naturlig	dabīgs
naturlig	dabiskā
naturlig	dabīgi
mest	vairums
mest	visvairāk
mest	pārsvarā
mest	galvenokārt
mest	lielākoties
webbplats	mājaslapa
webbplats	mājaslapā
webbplats	vietne
webbplats	vieta
ger	dodam
ger	sniedzot
ger	ger
ger	dod
mosaik	mozaīkas
team	komandām
team	komandas
team	komanda
team	team
började	sākts
började	sākta
började	sākās
började	sākās
hela	dziedināt
hela	vesels
hela	veseli
hela	veselas
hela	vesela
gör	dari
gör	darām
gör	dara
gör	padarīt
gör	padarītu
gör	make
gör	marka
honom	viņam
honom	viņu
gick	aizgāja
gick	devās
gick	gāja
gick	izgāja
gick	gāju
kyrka	baznīca
kyrka	baznīcas
kyrka	baznīcā
nordvästra	ziemeļrietumu
nordvästra	ziemeļrietumu
angola	angolas
vad	kas
vad	kāda
vad	kāds
vad	ko
columbia	kolumbija
columbia	kolumbijas
tyskland	vācijas
tyskland	vācija
tyskland	vācijā
svg	svg
distrikt	apgabali
distrikt	rajoni
distrikt	rajons
distrikt	apgabals
fuktigt	mitra
fuktigt	mitrā
fuktigt	mitru
fuktigt	slapja
fuktigt	mitra
fuktigt	mitra
fuktigt	mitrs
fyra	četri
fyra	četras
fyra	četriem
fyra	četrus
eftersom	jo
mexiko	meksika
mexiko	meksikas
mexiko	meksikā
london	londona
london	londonā
london	london
används	izmanto
används	lietots
används	izmantotais
används	izmantots
används	lietoti
används	lietota
början	sākums
vann	uzvarēja
vann	uzvarējis
vann	ieguva
går	goes
hur	kā
bay	līcis
bay	sekcija
barn	bērni
barn	bērnus
barn	bērniem
barn	bērni
barn	bērns
ekonomiska	ekonomikas
ekonomiska	ekonomiskais
ekonomiska	ekonomiskā
ekonomiska	ekonomiska
kunde	varēja
kunde	varētu
dem	viņiem
både	abas
både	abus
både	gan
både	abi
övrigt	pārējie
övrigt	citi
övrigt	cits
övrigt	citādi
övrigt	citas
övrigt	dažādi
övrigt	dažādas
artikel	raksts
artikel	izstrādājums
artikel	pants
england	anglija
england	england
england	angliju
hennes	savējos
hennes	viņai
hennes	viņas
argentina	argentīna
mountain	kalns
mountain	kalnu
grund	pamats
grund	bāze
grekland	grieķijā
grekland	grieķija
deras	viņu
distriktet	rajons
distriktet	apgabals
dam	dam
dam	dambis
dam	aizsprostam
dam	dāma
dam	lēdija
karl	kārlis
karl	čārlzs
idag	šodien
skådespelare	dalībnieki
skådespelare	aktieri
skådespelare	aktieris
personer	personām
personer	personas
personer	cilveki
personer	cilvēki
personer	tauta
personer	cilvēkiem
fanns	pastāvējusi
fanns	pastāvēja
spelade	spēlējis
spelade	spēlēja
bli	kļūt
bli	kļuvis
endast	tikai
öar	salas
öar	salām
danmark	dānijā
danmark	dānija
danmark	danmark
son	dēls
österrike	austrija
österrike	austrijas
österrike	austrijā
österrike	austriju
river	upe
river	upes
helt	pilnīgi
helt	pilnīgi
artiklar	raksti
artiklar	izstrādājumi
artiklar	panti
jean	žans
jean	džīna
redan	jau
cirka	aptuveni
cirka	apmēram
före	pirms
william	viljams
känd	zināma
känd	zināmi
känd	zināms
känd	pazīstama
känd	slavena
känd	slavens
känd	slavenais
känd	slaveno
engelska	angļu
departement	departamentā
departement	departaments
departement	ministrijām
departement	ministrijas
departement	departamenti
departement	struktūrvienības
departement	departamentiem
departement	ministrijas
departement	ministrija
antal	skaitīt
antal	saskaitīt
antal	skaits
antal	numuru
antal	numurs
antal	skaitlis
antal	skaits
vill	grib
vill	vēlas
vill	gribu
vill	gribam
vill	gribi
vill	grib
des	des
författare	autori
författare	autoriem
författare	rakstnieks
författare	rakstnieki
författare	autors
författare	autore
wikipedia	wikipedia
los	los
vissa	dažas
vissa	dažiem
vissa	daži
äldre	vecākais
äldre	vecāki
äldre	vecāks
äldre	vecāka
gamla	vecā
gamla	veca
gamla	veci
gamla	vecs
allt	viss
allt	visam
allt	visu
allt	visiem
allt	visu
allt	visas
allt	visi
allt	visa
lag	komanda
lag	team
lag	tieslietas
lag	likums
lag	komandām
lag	komandas
brt	brt
johan	džons
johan	johan
johan	johans
innebär	līdzekļi
innebär	nozīmē
diskussion	pārrunas
diskussion	apspriešana
diskussion	diskusijas
diskussion	diskusija
vidare	tālāk
medan	kamēr
kommuner	komūnas
kommuner	pašvaldībām
kommuner	pašvaldības
kommuner	municipalitātes
kyrkan	baznīca
kyrkan	baznīcas
kyrkan	baznīcā
punta	punta
eet	eet
iucn	iucn
kullar	metieniem
kullar	pakalni
black	melnā
black	melni
black	melna
black	melnas
black	melns
asien	āzija
varje	katrs
varje	katru
varje	katra
bild	attēls
bild	bildē
bild	bilde
bild	bildei
bild	attēla
bild	attēls
bild	attēlu
france	franciju
france	francijā
france	francija
france	france
vik	reizes
vik	kārtīga
politiker	politika
politiker	politikā
politiker	politiķiem
politiker	politiķi
politiker	politiķis
göra	padarīt
göra	padarītu
göra	make
göra	marka
left	palicis
left	kreisais
left	kreisā
left	palikusi
band	lentes
band	joslas
band	josla
band	joslas
band	lentes
band	lentas
band	lente
band	lente
band	lenta
band	lentas
rio	rio
rock	akmens
rock	rock
söderut	dienvidu
söderut	dienvidos
söderut	dienvidi
sista	pēdējo
sista	pēdējais
sista	pēdējā
sista	pēdējās
sista	pēdējoreiz
sista	galīgais
sista	galīgo
sista	gala
sista	galīgā
george	džordžs
delar	dalīšanās
delar	dalīšana
delar	daļas
delar	detaļas
delar	akcijas
auto	auto
hett	hot
hett	karsts
hett	karsti
norrut	ziemeļi
norrut	ziemeļos
norrut	ziemeļu
själv	sevis
själv	sevi
själv	pats
själv	pats
åren	gadus
åren	gadi
åren	gadiem
höjd	augstums
höjd	augstumā
höjd	pacēluma
höjd	pacēlums
höjd	augumu
höjd	augums
höjd	augstums
säsongen	sezonai
säsongen	sezonu
säsongen	sezonas
säsongen	sezonā
säsongen	sezona
poäng	punkti
poäng	punktus
poäng	score
poäng	punkti
poäng	punkts
poäng	point
peking	pekinas
peking	pekinā
peking	pekinas
tyska	vācijas
tyska	vācietis
tyska	vācu
sätt	veidi
egypten	ēģipte
stad	pilsēta
stad	pilsēta
norge	norge
norge	norvēģija
area	teritorija
area	platība
area	apgabals
area	laukums
därför	tāpēc
därför	tādēļ
makedonien	maķedonija
peter	pīters
peter	pēteris
franska	francijas
franska	franču
vilken	kas
vilken	kuras
vilken	kura
dominikanska	dominikānas
västerut	rietumu
västerut	rietumos
västerut	rietumi
västerut	west
kallas	saucās
kallas	saukts
österut	austrumos
österut	austrumu
österut	austrumi
omkring	ap
omkring	apkārt
göteborg	gēteborgas
göteborg	gēteborgas
nattflyn	noctuidae
schweiz	šveice
schweiz	šveicē
fall	gadījums
fall	lieta
fall	lietas
fall	gadījumi
fall	korpusi
fall	gadījumos
fall	krist
fall	kritiens
fall	kritums
fall	krīt
tiden	laiks
tiden	laika
bästa	labākie
bästa	vislabāk
bästa	labākās
bästa	labākais
style	stils
artikeln	raksts
artikeln	izstrādājums
artikeln	pants
fil	faila
fil	fails
fil	failu
främst	galvenokārt
främst	galvenokārt
källa	avots
båda	abas
båda	abus
båda	gan
båda	abi
kabul	kabulas
malmö	malme
delas	dalīta
delas	kopīga
delas	koplietošanas
delas	kopīgs
delas	kopīgas
slutet	beigas
olympiska	olympic
olympiska	olimpiskā
olympiska	olimpiskajā
olympiska	olimpiskais
ast	asat
ast	ast
annan	pārējie
annan	citi
annan	cits
annan	citādi
annan	citas
uppsala	upsalas
isbn	isbn
mätare	metri
mätare	skaitītāji
mätare	mērītāji
mätare	mērierīces
mätare	gabarīti
mätare	mērītājs
madrid	madrid
madrid	madridē
madrid	madrides
madrid	madride
antarktis	antarktikas
antarktis	antarktīda
erik	ēriks
erik	eric
erik	ēriks
paul	pauls
paul	pols
skrev	rakstīja
skrev	uzrakstīju
skrev	uzrakstīja
film	filma
film	filmu
film	plēve
film	filma
film	plēves
robert	roberts
serien	sērija
serien	sērijas
bör	būtu
bör	vajadzētu
bra	laba
bra	labas
bra	labi
bra	labs
bra	labais
fem	piecus
fem	piecas
fem	pieciem
fem	pieci
ryssland	krievija
thomas	tomass
santiago	santjago
deltog	piedalījās
deltog	piedalījušies
deltog	piedalījusies
deltog	piedalījies
tysk	vācijas
tysk	vācietis
tysk	vācu
vilka	kas
vilka	pvo
vilka	kurš
vilka	kas
vilka	kuras
vilka	kura
språk	valodas
språk	valoda
kinesiska	ķīnas
kinesiska	ķīnieši
kinesiska	ķīnietis
kinesiska	ķīniešu
lappland	lapzemes
nuvarande	pašreizējais
nuvarande	pašreizējo
nuvarande	pašreizējie
nuvarande	strāva
nuvarande	pašreizējā
nuvarande	pašreizējais
nuvarande	klāt
nuvarande	tagadni
officiell	amatpersona
officiell	ierēdnis
källor	avoti
stort	lielie
stort	liels
stort	lielas
stort	lieli
stort	liela
stort	lielā
stort	liels
stort	lielais
stort	lieli
stort	liela
stort	lielā
sång	vocals
sång	dziedāt
sång	dziedam
sång	dzied
sång	dziesma
amerikanska	american
amerikanska	amerikāņu
amerikanska	amerikas
samband	pieslēgums
samband	savienojums
samband	korelācijas
samband	korelācija
globalt	globāli
globalt	globālā
globalt	globālie
globalt	globāli
globalt	globālais
globalt	globāla
kroatien	horvātija
egen	paša
egen	pašu
egen	pielāgota
egen	pielāgots
pst	pst
pdt	pdt
utanför	ārpusē
utanför	ārpus
utanför	ārpuses
aest	aest
mestadels	pārsvarā
mestadels	galvenokārt
mestadels	lielākoties
kvinnor	mātītes
kvinnor	sievietes
tredje	trešā
tredje	trešais
blivit	kļūt
blivit	kļuvis
charles	kārlis
charles	čārlzs
art	māksla
art	art
art	suga
art	sugas
riket	reiha
riket	sfēra
wales	velsā
wales	velsa
david	deivids
david	dāvids
david	david
com	kom
com	com
sidan	lappuse
sidan	lapa
sidan	pusē
sidan	side
resultat	sniegums
resultat	veiktspēja
resultat	rezultāti
resultat	rezultātus
resultat	rezultāts
gav	iedeva
når	sasniedz
ibland	dažkārt
ibland	reizēm
ibland	dažreiz
enda	vienotā
enda	vienreizēja
enda	vienots
enda	vienotais
enda	vienīgais
enda	vienīgā
jabal	jabal
kända	zināma
kända	zināmi
kända	zināms
kända	pazīstama
kända	slavena
kända	slavens
kända	slavenais
kända	slaveno
universitet	augstskolas
universitet	universitātes
universitet	universitātē
universitet	universitāte
universitet	universitātes
rgb	rgb
libanon	libānas
libanon	libāna
paris	paris
paris	parīzē
paris	parīze
paris	parīzes
kamerun	kamerūnas
border	robežas
border	robeža
musik	mūzika
musik	music
musik	mūzikā
maria	marija
maria	mērija
maria	marija
tillbaka	muguru
tillbaka	atpakaļ
tillbaka	mugura
kung	king
kung	karalis
kung	ķēniņš
form	forma
form	forma
fått	saņemts
fått	saņemtas
fått	saņemtās
fått	saņemti
fått	saņēma
historia	stāsts
historia	vēsture
historia	vēstures
historia	vēsturi
historia	vēsturē
nova	nova
dal	ieleja
låten	dziesma
fiji	fidži
tjeckien	čehu
tjeckien	čehijas
james	džeimss
james	džeims
albumet	albuma
albumet	albums
albumet	albumu
samtidigt	vienlaikus
samtidigt	vienlaicīgi
uppströms	augšpus
kring	ap
kring	apkārt
män	tēviņi
män	vīrieši
män	vīriešiem
män	vīri
män	vīrieši
lång	garš
lång	ilgi
lång	garais
lång	gara
lång	garas
lång	garš
alger	alžīra
alger	aļģes
alger	aļģu
alger	jūraszālēm
gift	indi
gift	precējusies
gift	precējies
gift	inde
album	albuma
album	albums
album	albumu
album	albumus
ner	leju
ner	lejā
ner	lejup
innehåller	satur
innehåller	saturēt
disk	diska
disk	disks
räknas	skaitās
little	maz
little	maza
little	mazais
wilhelm	vilhelms
gånger	laiki
brook	strauts
övriga	pārējie
övriga	citi
övriga	cits
övriga	citādi
övriga	citas
övriga	citas
övriga	citi
övriga	pārējie
professor	profesore
professor	profesors
km²	km²
las	las
division	divīzija
division	rajons
division	dalīšana
martin	martin
martin	mārtiņš
martin	martins
urval	atlases
urval	izvēle
urval	atlase
urval	izlase
urval	izlase
urval	paraugs
city	pilsēta
totalt	kopā
totalt	vispārējais
totalt	kopumā
alexander	aleksandrs
arena	arena
arena	arēnā
arena	arēna
period	laikposms
period	periods
utc	utc
grönland	grenlandes
grönland	grenlande
dag	dag
dag	dienu
dag	dienā
dag	diena
låg	zema
låg	zemā
låg	mazs
låg	zems
året	gadu
året	gads
timur	timurs
europa	eiropa
europa	europe
europa	europa
kalifornien	kalifornijas
aldrig	nekad
gruppen	grupu
gruppen	grupa
gruppen	grupas
miljoner	miljons
miljoner	miljoni
miljoner	miljonos
miljoner	miljoniem
miljoner	miljoni
henry	henrijs
växter	augi
växter	rūpnīcas
växter	stādi
växter	rūpnīca
växter	iekārta
växter	augs
växter	augu
står	stāv
står	stāvot
seed	sēklu
seed	sēklas
sex	sešus
sex	seši
sex	sešas
sex	sekss
sex	dzimums
spelar	spēlē
spelar	spēlējas
spelar	spēlējot
peak	maksimums
peak	pīķa
bort	prom
ser	izskatās
ledamot	deputāts
ledamot	loceklis
ledamot	biedrs
orkidéer	orhidejas
särskilt	īpaši
särskilt	īpaši
friedrich	frīdrihs
liv	life
liv	dzīve
liv	dzīvi
liv	dzīvība
liv	līva
queensland	kvīnslenda
bildades	veidojas
bildades	veidoti
kvar	palicis
kvar	kreisais
kvar	kreisā
kvar	palikusi
medlemmar	locekļi
medlemmar	dalībnieki
medlemmar	deputāti
medlemmar	biedri
sida	lappuse
sida	lapa
längre	garāka
längre	ilgāku
längre	ilgāk
längre	ilgāka
längre	garāks
längre	ilgāks
område	teritorija
område	platība
område	apgabals
område	laukums
gustaf	gārfīlds
anders	anders
fortfarande	vēl
fortfarande	vēljoprojām
fortfarande	joprojām
min	raktuves
min	min
airport	lidosta
airport	lidostā
airport	lidostas
befolkningen	populācija
befolkningen	iedzīvotāji
översättning	tulkošana
översättning	tulkojums
louis	luiss
louis	luis
ordförande	prezidents
ordförande	priekšsēdētāja
ordförande	priekšsēdētājs
ordförande	priekšsēdētājs
ordförande	priekšsēdētāja
ordförande	priekšsēdētājs
http	http
joseph	džozefs
joseph	joseph
kanske	varbūt
kanske	varbūt
numera	mūsdienās
smith	smith
smith	smits
världen	pasaule
världen	pasaulē
användare	lietotājs
användare	lietotāja
användare	lietotājam
användare	izmantotāji
användare	lietotāji
tar	ņemot
tar	ņemšana
far	tēvam
far	tēva
far	tēvs
honduras	hondurasas
bolivia	bolīvija
länder	valstīm
länder	valstis
ytterligare	tālāk
ytterligare	papildu
ytterligare	papildus
guld	zeltā
guld	zelta
guld	zelts
kuba	kubu
kuba	kubā
kuba	kuba
center	centrs
center	centrā
dotter	meitu
dotter	meita
god	laba
god	labas
god	labi
god	labs
god	labais
grupp	grupu
grupp	grupa
grupp	grupas
väl	labi
väl	nu
bandet	siksnas
bandet	siksna
lars	lars
rätt	tiesības
rätt	labās
rätt	pareizi
rätt	pareiza
rätt	pareizi
rätt	pareizu
rätt	pareizs
rätt	pareizas
roll	loma
roll	lomu
svampar	sēnes
svampar	sūkļi
svampar	sēņu
svampar	sēnes
svampar	sēnītes
praktfjärilar	nymphalidae
ryska	krievu
ryska	krieviski
ryska	krievs
ryska	krievijas
henne	viņai
henne	viņas
wien	vīne
via	caur
via	via
laguna	laguna
italien	itālija
syrien	sīrija
syrien	sīrijā
matcher	atbilst
matcher	spēles
arter	suga
arter	sugas
hjälp	palīgā
hjälp	palīdzība
hjälp	palīdzēt
hjälp	help
kriget	karu
kriget	karš
kriget	kara
kriget	karā
klassen	šķira
klassen	klase
gustav	gustavs
gustav	gārfīlds
cdt	cdt
university	universitātē
university	universitāte
university	universitātes
van	van
anna	anna
fredrik	frīdrihs
fredrik	fredrik
fler	vairāk
fler	vairak
kort	kārtis
kort	kartes
kort	kartītes
kort	īsa
kort	īsais
kort	īsā
kort	īsi
kort	īss
kort	īsi
ungern	ungārija
gitarr	ģitāra
serie	sērija
serie	sērijas
gjort	paveikts
gjort	darīts
gjort	izdarīts
ledde	led
ledde	vadīja
red	rode
guinea	gvineja
guinea	gvinejas
ecuador	ekvadora
michael	maikls
michael	michael
ovan	virs
ovan	augstāk
brokparasitsteklar	ichneumonidae
rapport	ziņot
rapport	ziņojums
lika	vienlīdz
lika	vienādi
lika	vienlīdzīga
lika	vienlīdzīgi
