در	porta
شرقی	east
شرقی	est
شرقی	oriente
شرقی	orientale
شرقی	orientali
شرقی	oriental
شرقی	orientale
شرقی	orientali
شرقی	eastern
یونسکو	unesco
یونسکو	siti
برخی	alcune
برخی	some
برخی	alcuni
میان	mian
میان	tra
میان	fra
جهان	mondo
جهان	world
جهان	jahan
جام	tazza
جام	coppa
جام	cup
ها	huh
ها	eh
ها	mmm
ارتفاع	altitudine
ارتفاع	altezza
کد	codice
کشف	scoperti
کشف	scoperta
کشف	scoperto
کشف	scoperte
کشف	scoprire
کشف	scopra
کشف	scopri
کشف	scoperta
کشف	discovery
نشان	badge
نشان	distintivo
حذف	rimozione
حذف	eliminazione
حذف	rimuove
حذف	rimuovere
حذف	rimuovi
حذف	rimozione
حذف	eliminare
حذف	elimina
حذف	cancella
حذف	cancellare
تلویزیونی	televisore
تلویزیونی	televisione
غربی	occidentale
غربی	west
غربی	ovest
غربی	occidente
غربی	occidentale
غربی	occidentali
غربی	western
گرفته	scattata
گرفته	presa
گرفته	preso
گرفته	prese
دوران	periodi
دوران	era
شامل	compreso
شامل	inclusi
شامل	incluso
شامل	inclusa
شامل	incluse
شامل	includere
شامل	comprende
شامل	include
شدن	divenire
شدن	diventando
شدن	diventare
بهترین	migliore
بهترین	migliori
بهترین	meglio
بهترین	best
دولت	stato
دولت	governo
همراه	mobile
همراه	mobili
همراه	cellulare
همراه	accompagnata
همراه	accompagnati
همراه	accompagnato
همراه	congiunzione
همراه	accompagnamento
چپ	sinistro
چپ	sinistra
چپ	lasciato
ایتالیا	italy
ایتالیا	italia
ایتالیا	italiani
ایتالیا	italiana
ایتالیا	italiano
صفحه	pagine
صفحه	pagina
صفحه	page
مجلس	parlamento
مجلس	assemblea
مجلس	assemblaggio
مجلس	montaggio
تحت	sotto
تحت	under
آغاز	inizia
آغاز	start
آغاز	inizio
آغاز	iniziare
آغاز	avvia
آغاز	inizio
ویکی	wiki
ویکی	vicky
راه	percorso
راه	tracciato
راه	sentiero
راه	way
راه	modo
کشتی	navi
کشتی	nave
کشتی	wrestling
کشتی	lotta
کشتی	barca
بودند	erano
الگو	pattern
الگو	schema
توجه	attenzione
بن	ben
همه	tutti
همه	tutto
همه	tutte
همه	tutti
همه	tutti
کوچک	piccole
کوچک	piccola
کوچک	piccolo
کوچک	piccoli
کوچک	piccolo
کوچک	piccola
کوچک	little
کوچک	minore
کوچک	minor
کوچک	minori
ژاپن	giappone
رسمی	funzionario
رسمی	ufficiali
رسمی	official
رسمی	ufficiale
رسمی	formale
رسمی	formali
اسلام	islam
سپتامبر	settembre
پرونده	caso
پرونده	file
ماه	mese
ماه	mesi
ماه	luna
ماه	moon
اوت	august
اوت	agosto
اوت	agosto
هزار	mille
هزار	migliaia
تابستانی	estate
چون	perchè
چون	perché
چون	quando
چون	when
آوریل	apr
آوریل	april
آوریل	aprile
تغییر	cambiando
تغییر	cambiare
تغییر	modifica
تغییر	modificare
تغییر	cambiare
تغییر	cambiamento
تغییر	variazione
تغییر	cambia
مجموعه	collezione
مجموعه	raccolta
سیاسی	politico
شکل	forma
شکل	forma
شکل	modulo
شکل	form
شکل	figura
مارس	march
مارس	marzo
مارس	marcia
مارس	marte
مارس	mars
درخواست	richiedi
درخواست	richiesta
کیلومتر	chilometro
کیلومتر	chilometri
کیلومتر	chilometro
کیلومتر	chilometri
جمله	frase
جمله	condanna
جمله	sentenza
گردشگری	turismo
گردشگری	turistico
گردشگری	turista
شهری	urban
شهری	urbano
شهری	urbane
شهری	municipale
شهری	città
ممکن	possibili
ممکن	possibile
لیگ	lega
لیگ	league
روسیه	russi
روسیه	russo
روسیه	russa
روسیه	russia
منابع	fonti
منابع	sorgenti
منابع	risorse
نخستین	primi
نخستین	primo
نخستین	prima
شاه	re
شاه	king
شاه	scià
شاه	shah
جنوب	meridionale
جنوب	sud
جنوب	southern
جنوب	meridionali
جنوب	sud
جنوب	south
طور	monte
طور	montare
طور	monta
طور	tur
تشکیل	formata
تشکیل	formazione
فوت	foot
فوت	piede
فوت	piedi
فوت	foote
اکتبر	ottobre
ژوئن	june
ژوئن	giugno
چه	cosa
امکان	possibili
امکان	possibile
امکان	possibilità
نویسندگان	autori
سر	sar
سر	testa
سر	head
سر	testina
سر	testa
سر	teste
سر	capi
حزب	partito
حزب	party
حزب	festa
فرهنگ	cultura
برندگان	vincenti
برندگان	vincitori
دیگری	another
قابل	estraibile
قابل	rimovibile
بدون	senza
خانه	casa
خانه	home
خانه	casa
دسامبر	dicembre
موارد	oggetti
موارد	casi
هند	india
آلبوم	album
آزاد	libera
آزاد	gratis
آزاد	liberi
آزاد	libero
آزاد	free
آزاد	gratuito
چاپ	stampa
چاپ	stampare
چاپ	stampa
علمی	scienze
علمی	scienza
علمی	scientifico
علمی	scientifica
نوامبر	novembre
نوامبر	nov
آسیا	asiatiche
آسیا	asiatici
آسیا	asiatico
آسیا	asiatica
آسیا	asian
شمال	north
شمال	nord
شمال	northern
شمال	settentrionale
پایان	end
پایان	fine
پایان	finale
علوم	scienze
علوم	scienza
علوم	scienze
جان	gianni
جان	giovanni
جان	john
سید	sid
کالیفرنیا	california
قرن	secolo
بازیگر	attrici
بازیگر	attrice
بازیگر	attore
بازیگر	attori
صنایع	industrie
صنایع	industria
گونه	guancia
گونه	chiappa
گونه	guance
گونه	specie
کانادا	canada
کانادا	canadese
کانادا	canadesi
کانادا	canadian
اسپانیا	spagna
اسپانیا	spagnolo
اسپانیا	spagnoli
زمین	earth
زمین	terra
رئیس	capo
رئیس	boss
برزیل	brasile
برزیل	brasiliani
برزیل	brasiliano
برزیل	brasiliana
سبک	light
سبک	luce
سبک	leggero
سبک	leggeri
سبک	leggera
سبک	stile
سبک	style
بالا	top
بالا	bala
جدید	novità
جدید	nuovi
جدید	nuovo
جدید	nuove
جدید	nuova
تصویر	immagine
حضور	presenze
حضور	partecipazione
حضور	presenza
وارد	ward
عضو	membro
عضو	donazione
عضو	donazioni
میراث	lascito
میراث	legacy
میراث	eredità
میراث	eredità
میراث	heritage
زنان	donne
نظامی	militari
نظامی	esercito
نظامی	militare
قمری	lunare
آذربایجان	azerbaigian
جای	posto
جای	luogo
جای	place
جای	jai
هیچ	qualsiasi
هیچ	qualunque
چین	chin
چین	mento
چین	porcellane
چین	cina
سیستم	sistema
ظاهر	apparizioni
ظاهر	apparenze
ظاهر	aspetto
ظاهر	apparizione
ظاهر	apparenza
ظاهر	zahir
ادامه	continuare
ادامه	proseguire
ادامه	continuate
ادامه	continua
ادامه	proseguito
ادامه	continuato
درجه	lauree
درجه	gradi
درجه	rango
درجه	laurea
انتخاب	scegliendo
انتخاب	scegliere
انتخاب	scegliete
انتخاب	scegli
انتخاب	scegliere
انتخاب	selezionare
انتخاب	selezionate
انتخاب	scegli
انتخاب	seleziona
انتخاب	scelta
موجود	disponibile
موجود	disponibili
موجود	esistente
موجود	esistenti
دستی	manuali
دستی	manuale
دستی	palmare
فقط	solo
فقط	just
اعلام	dichiarato
اعلام	dichiarate
اعلام	dichiarata
اعلام	dichiarati
اعلام	dichiarazione
اعلام	annunciare
اعلام	annuncia
نسبت	proporzione
اعضای	membri
خراسان	khorasan
مسابقات	torneo
مسابقات	tornei
تلفن	telefono
تلفن	telefono
داستان	storia
داستان	storie
سوم	iii
سوم	terzo
سوم	terza
خط	riga
خط	linea
قانون	legge
قانون	diritto
قانون	regola
درگذشت	morì
علت	ragione
علت	motivo
مهم	importante
مهم	importanti
منبع	fonte
منبع	sorgente
منبع	risorsa
کمک	aiutare
کمک	aiuto
جهت	indicazioni
جهت	direzione
جهت	orientamento
هوایی	aerea
هوایی	antenna
هوایی	aria
هوایی	air
حتی	even
حتی	perfino
حتی	persino
حتی	anche
نمایش	spettacolo
نمایش	mostra
نمایش	show
آمریکای	america
ناحیه	regione
ناحیه	distretto
ناحیه	zona
ناحیه	area
طراحی	progettazione
طراحی	design
طراحی	progettare
آموزش	didattica
آموزش	insegnare
آموزش	insegnamento
آموزش	formazione
آموزش	addestramento
آموزش	istruzione
آموزش	educazione
قلعه	fortezza
قلعه	roccaforte
قلعه	castello
قلعه	fortezza
ویرایش	edit
ویرایش	modifica
ویرایش	modificare
ویرایش	montaggio
حکومت	governo
نمایندگان	rappresentanti
نمایندگان	delegati
بازدید	visitato
بازدید	visitata
بازدید	visitati
بازدید	revisione
بازدید	rassegna
بازدید	recensione
بازدید	visita
بازدید	visite
شیمیایی	chemical
شیمیایی	chimico
شیمیایی	chimiche
شیمیایی	chimica
مساحت	zona
مساحت	area
ادبیات	letteratura
موضوع	argomento
موضوع	soggetto
موضوع	oggetto
شبکه	griglia
شبکه	networking
شبکه	network
شبکه	rete
برنامه	app
برنامه	applicazione
برنامه	programma
برنامه	programma
کاربران	utenti
کاربران	utilizzatori
تولد	compleanni
تولد	compleanno
تولد	compleanni
تولد	nascita
تولد	parto
تبدیل	convertite
تبدیل	convertito
تبدیل	converti
تبدیل	convertire
تبدیل	conversioni
تبدیل	riconversione
تبدیل	conversione
تبدیل	trasforma
تبدیل	trasformazione
تبدیل	trasformare
تبدیل	trasformata
تبدیل	trasformazioni
تبدیل	trasformazione
دریایی	marine
دریایی	marino
سن	sen
سن	età
سن	age
سن	seine
سن	senna
سن	san
سن	santa
عربی	araba
عربی	arabo
عربی	araba
عربی	arabo
روش	roche
روش	metodo
بازیکن	player
بازیکن	riproduttore
بازیکن	giocatore
بازیکن	giocatori
رفته	gone
رفته	andato
رفته	spariti
بودن	essendo
بودن	essere
نتیجه	esito
نتیجه	risultati
نتیجه	risultato
نتیجه	conclusione
نتیجه	conclusioni
انقلاب	rivoluzione
انقلاب	revolution
تگزاس	texas
عراق	irak
عراق	iraq
شروع	inizia
شروع	start
شروع	inizio
شروع	iniziare
شروع	avvia
هنر	arti
هنر	artt
هنر	arte
زمینه	antecedenti
زمینه	sfondo
زمینه	background
قسمت	part
قسمت	parte
قسمت	episodio
قسمت	episode
بررسی	controlla
بررسی	controllare
بررسی	verifica
مدیر	gestore
مدیر	manager
مدیر	amministratore
مدیر	preside
باز	aprite
باز	apri
باز	aprire
باز	aperto
باز	open
باز	aperti
باز	schiena
باز	ritorno
باز	back
باز	indietro
باز	sbloccato
ترکیه	tacchino
ترکیه	turchia
ترکیه	turco
ترکیه	turche
ترکیه	turca
ترکیه	turchi
مدال	medaglia
مدال	medaglie
حقوق	retribuzione
حقوق	salario
حقوق	stipendio
حقوق	stipendi
حقوق	legge
حقوق	diritto
حقوق	diritti
دی	dey
عمومی	generica
عمومی	generico
عمومی	generiche
عمومی	generici
عمومی	pubblica
عمومی	pubblici
عمومی	public
عمومی	pubblico
عمومی	generali
عمومی	general
عمومی	generale
عمومی	generalità
حسین	hossein
حسین	hussein
حسین	hussain
ترجمه	traducendo
ترجمه	tradurre
ترجمه	traduzioni
ترجمه	traduzione
ترجمه	traduci
ترجمه	tradurre
دقیقه	minuti
دقیقه	minuto
دقیقه	minute
رنگ	colori
رنگ	colore
رنگ	colore
چاه	chah
افزایش	aumento
افزایش	aumentate
افزایش	aumenta
افزایش	aumentare
افزایش	aumentando
افزایش	aumentato
افزایش	aumentata
طبیعی	naturali
طبیعی	natural
طبیعی	naturale
طبیعی	normale
طبیعی	normali
طبیعی	normalità
معروف	famosi
معروف	famosa
معروف	celebre
معروف	famose
معروف	famoso
مدیریت	gestite
مدیریت	gestire
مدیریت	gestire
مدیریت	management
مدیریت	gestione
گل	gol
گل	fiori
گل	fiore
گل	fiori
گل	gol
گل	goal
گل	obiettivo
انتشار	diffusione
انتشار	pubblicazione
انتشار	editoria
انتشار	pubblica
انتشار	pubblicare
انتشار	pubblicano
انتشار	propagazione
انتشار	emissioni
ایشان	loro
نیاز	bisogno
نیاز	necessità
نیاز	necessari
نیاز	necessario
نیاز	necessaria
نیاز	bisogni
نیاز	esigenze
نیاز	richiesto
نیاز	obbligatorio
توضیح	comment
توضیح	commento
توضیح	commenta
توضیح	commentate
ترکیب	sfumatura
ترکیب	miscela
ترکیب	combina
ترکیب	combinare
ترکیب	composizione
ترکیب	combinazione
ترکیب	composto
ترکیب	composte
ترکیب	composti
دریافت	ricezione
دریافت	ricevi
دریافت	ricevere
دریافت	ricezione
دریافت	accoglienza
دریافت	reception
دریافت	ricevimento
رشته	spago
رشته	string
رشته	stringa
رشته	filo
رشته	thread
کننده	esecutore
موافق	concordato
موافق	convenuto
موافق	concordati
موافق	concordare
هنری	enrico
مواد	droghe
مواد	droga
مواد	materiali
مواد	materiale
مواد	materiali
درباره	circa
کارگردانی	diretto
کارگردانی	regia
استرالیا	australiana
استرالیا	australiani
استرالیا	australiano
استرالیا	australian
اجتماعی	sociale
اجتماعی	social
بانی	diletta
بانی	bonnie
جریان	attuali
جریان	correnti
جریان	attuale
جریان	corrente
جریان	streaming
جریان	fluire
جریان	flusso
جریان	flow
جریان	flusso
جریان	stream
طریق	via
نویسنده	scrittore
نویسنده	scrittrice
نویسنده	sceneggiatore
نویسنده	autrice
نویسنده	autore
ژانویه	gennaio
کنار	laterale
کنار	lato
کنار	side
انرژی	energia
انرژی	energie
انتخابات	elezione
انتخابات	elezioni
انتخابات	elezioni
حسن	hasan
حسن	hassan
ملیت	nazionalità
ملیت	cittadinanza
مه	may
مه	maggio
مه	può
مه	mah
مه	nebbia
مه	nebbia
مه	foschia
کسی	qualcuno
ثانیه	secondi
ثانیه	seconda
ثانیه	secondo
ثانیه	secondi
کل	totale
کل	intero
کل	interi
کل	intera
کل	kal
اصفهان	isfahan
خان	khan
دکتر	dottore
دکتر	medico
دکتر	doctor
انجمن	concilio
انجمن	consiglio
انجمن	società
انجمن	society
انجمن	confraternita
انجمن	fraternità
انجمن	comunità
انجمن	associazione
غرب	occidentale
غرب	west
غرب	ovest
غرب	occidente
توسعه	sviluppo
فصل	capitolo
فصل	stagione
معمولاً	normalmente
رسید	raggiunti
رسید	raggiunta
رسید	raggiunto
رسید	raggiunte
رسید	ricevuta
رسید	scontrino
رسید	ricezione
رسید	arrivato
رسید	arrivati
رسید	arrivata
ژوئیه	luglio
فارس	tariffe
فارس	fars
شوروی	sovietici
شوروی	soviet
شوروی	soviet
شوروی	sovietici
شوروی	sovietico
شوروی	sovietica
افغانستان	afghanistan
ورزش	palestra
ورزش	sport
ورزش	esercizio
ورزش	sport
معماری	architettura
معماری	architetture
معماری	architettonico
معماری	architettonica
باند	bond
باند	obbligazione
باند	legame
باند	obbligazioni
آنجا	lì
آنجا	là
پرندگان	uccelli
آخرین	ultima
آخرین	ultimo
آخرین	ultimi
آخرین	ultime
آخرین	finale
آخرین	final
آخرین	finali
آخرین	ultimi
آخرین	ultime
پزشکی	medicine
پزشکی	medicina
پزشکی	medico
فرهنگی	cultura
فرهنگی	culturale
تلویزیون	televisore
تلویزیون	televisione
دنیا	mondo
دنیا	world
دنیا	dunia
خوانندگان	cantanti
خوانندگان	lettore
خوانندگان	lettori
خوانندگان	lettori
جغرافیای	geografia
حالت	stato
حالت	modalità
حالت	mode
حالت	umore
حالت	mood
کوه	montagna
کوه	monte
کوه	montare
کوه	monta
کوه	kuh
مقالات	articoli
مقالات	saggi
مدیران	esecutivi
مدیران	dirigenti
عمل	action
عمل	azione
عمل	operazione
عمل	funzionamento
عمل	atto
عمل	act
کره	burro
کره	coreani
کره	coreano
کره	corea
انتقال	trasmissione
انتقال	trasferimento
انتقال	transfer
انتقال	transizione
انتقال	transfert
انتقال	trasporti
انتقال	trasporto
فوریه	urgenti
فوریه	urgenza
فوریه	urgente
فوریه	febbraio
فوریه	fourier
فوریه	febbraio
ارائه	presentazione
رود	fiume
رود	rod
رود	rud
سیاست	politica
سیاست	diplomazia
فرانسوی	francesi
فرانسوی	francese
وطن	home
وطن	casa
وطن	migrazione
وطن	migrazioni
برتر	esaltato
برتر	superior
برتر	superiori
برتر	superiore
نزدیک	quasi
نزدیک	chiudi
نزدیک	chiudete
نزدیک	vicino
نزدیک	vicino
دلار	dollaro
داخلی	interior
داخلی	interiore
داخلی	interni
داخلی	interno
داخلی	interni
داخلی	interno
کاهش	ridurre
کاهش	riduzione
کاهش	diminuzione
کاهش	decremento
احمد	ahmed
احمد	ahmad
ده	dieci
ده	ten
ارتش	militari
ارتش	esercito
ارتش	militare
ارتش	armata
ارتش	esercito
سایر	sawyer
مشخص	specifica
مشخص	specifici
مشخص	specifico
مشخص	evidenziazione
مشخص	evidenziare
مشخص	evidenzia
مشخص	evidenziati
مشخص	evidenziato
مشخص	evidenziata
مشخص	evidenziate
گفت	detto
گفت	said
حاضر	presenti
حاضر	presente
اسرائیل	israele
اسرائیل	israeliano
اسرائیل	israeliana
اسرائیل	israeliani
انسان	umane
انسان	umano
انسان	umani
انسان	human
انسان	umana
انسان	uomo
انسان	man
مسجد	masjid
مسجد	moschea
مثل	come
مثل	like
شهرها	città
سیاه	neri
سیاه	nera
سیاه	black
سیاه	nero
قدرت	forza
قدرت	potere
قدرت	potenza
قدرت	power
بنا	strutturato
بنا	strutturate
بنا	strutturata
بنا	strutturati
نسخه	versione
نسخه	version
نسخه	ricetta
نسخه	prescrizione
کم	piccolo
کم	piccola
کم	little
کم	kam
کم	cam
کم	basso
کم	bassi
کم	low
کم	bassa
خانواده	famiglie
خانواده	familiari
خانواده	family
خانواده	famiglia
خانواده	familiare
میدان	quadrati
میدان	square
میدان	quadrato
میدان	piazza
ویژه	speciali
ویژه	special
ویژه	speciale
نیروهای	forze
حوزه	field
حوزه	campo
حمله	attaccare
حمله	attacco
حمله	assalto
حمله	aggressione
ناسا	nasa
جزیره	isola
وزارت	reparto
وزارت	dipartimento
وزارت	ministero
ساختمان	costruire
ساختمان	edificio
ساختمان	costruzioni
ساختمان	edilizia
ساختمان	costruzione
درام	drama
درام	drammi
درام	dramma
درام	drum
درام	tamburo
درام	tamburi
درصد	percentuale
درصد	percentuale
مهندسی	ingegneria
برنده	vinci
برنده	win
برنده	vittoria
برنده	vincere
برنده	vincitore
برنده	vincitrice
برنده	vincente
علم	scienze
علم	scienza
علم	conoscenze
علم	conoscenza
وقتی	quando
وقتی	when
آبی	blu
آبی	blue
آبی	azzurri
آبی	azzurro
اقتصاد	economia
اقتصاد	economia
ورزشی	athletic
ورزشی	atletico
ورزشی	atletica
ورزشی	sporting
ورزشی	sport
ورزشی	sport
جامعه	società
جامعه	society
جامعه	comunità
بازار	mercato
بازار	bazar
بازار	mercato
معرفی	introduzione
معرفی	introducendo
معرفی	introduzione
معرفی	introdurre
معرفی	introdotte
معرفی	introdotta
معرفی	introdotto
معرفی	introdusse
معرفی	introdotti
مصر	egitto
مصر	egiziana
مصر	egizia
مصر	egiziano
مصر	egizio
متن	testo
متن	contesto
متن	fonte
متن	sorgente
سرعت	velocità
سرعت	velocità
طرف	laterale
طرف	lato
طرف	side
آمد	arrivato
آمد	arrivati
آمد	arrivata
مطرح	pose
مطرح	posa
دهد	sovvenzioni
سابق	ex
پسر	boy
پسر	maschietto
پسر	ragazzo
